InitialReturnStd,MeanEntropy,EpLenMean,EmpiricalD2,EpisodesSoFar,TimestepsSoFar,Weights,Bound,InitialReturnMin,StdD2w0t,ReturnStepMax,MeanIW,InitialReturnMean,MinIW,MaxD2w0t,EpThisIter,MinD2w0t,ReturnMeanIW,ReturnStepMaxmin,InitialReturnMax,J_sample_variance,StdIW,MaxIW,EpRewMean,EntropyCoefficient,TimeElapsed,MeanD2w0t,InitialBound,Iteration
2.318052,1.514941,58.93,1.0107143,8000,478680,[ 0.647 -1.016  0.206  0.335  0.097],-145.24864,-2.76091,0.32341424,100.0,1.0066308,-2.5939942e-06,0.78277546,1.0164813,100,,164.34761,94.75853,7.1280518,152.21317,0.09828306,1.3969953,-154.43976675348438,10.0,869.8495302200317,0.11822127,-145.805,80
2.709046,1.52084,61.16,1.0069144,8100,484796,[ 0.639 -1.014  0.203  0.334  0.096],-156.62183,-2.885048,0.3294442,100.0,1.0155618,-1.4495849e-06,0.7763233,1.024357,100,,159.03192,94.886765,8.359215,150.69707,0.09340774,1.4956207,-156.36291598687967,10.0,880.9044749736786,0.122981414,-157.61006,81
2.1908226,1.5193214,61.33,1.0205723,8200,490929,[ 0.64  -1.018  0.205  0.33   0.102],-154.25076,-2.595955,0.3302007,100.0,1.0182865,7.019043e-06,0.6954759,1.0333385,100,,159.54807,94.88168,8.002182,228.70468,0.13383119,1.5185885,-156.95333649005204,10.0,891.8555159568787,0.123459436,-155.67726,82
2.4846215,1.5193232,61.08,1.0041547,8300,497037,[ 0.631 -1.021  0.203  0.324  0.1  ],-154.51111,-2.4370346,0.32800528,100.0,1.00611,5.569458e-06,0.8390813,1.0092608,100,,158.80502,94.86569,7.1950455,51.986965,0.05898456,1.1730045,-156.80169731347124,10.0,903.1003248691559,0.12235647,-155.2814,83
2.7772057,1.5271734,72.24,1.0119798,8400,504261,[ 0.633 -1.031  0.204  0.325  0.1  ],-180.61494,-3.027794,0.35434195,100.0,1.0206918,7.781982e-06,0.7873837,1.03629,100,,135.37053,95.37857,8.201607,81.2555,0.09646688,1.5638273,-166.9258343044122,10.0,915.8094449043274,0.14560738,-181.88042,84
2.2397811,1.5343636,64.96,1.0195333,8500,510757,[ 0.636 -1.029  0.204  0.323  0.108],-164.22913,-2.6608353,0.33902618,100.0,1.0267456,2.670288e-06,0.75132173,1.0411777,100,,151.24745,95.06035,8.0438,201.92917,0.1286949,1.4268098,-160.4397400115929,10.0,927.1341452598572,0.13099949,-165.90929,85
2.6562102,1.5370677,62.87,1.019972,8600,517044,[ 0.633 -1.036  0.202  0.321  0.115],-158.50485,-2.811081,0.33390176,100.0,1.020838,3.0517579e-06,0.68553776,1.0347488,100,,155.4569,94.97441,8.953575,201.4266,0.12884156,1.3981317,-157.97934432057525,10.0,938.3582503795624,0.12663169,-159.97246,86
2.701145,1.5372777,75.27,1.011847,8700,524571,[ 0.641 -1.033  0.204  0.315  0.118],-186.12273,-3.1752853,0.35890716,100.0,1.0166036,8.468628e-06,0.7962378,1.0227702,100,,129.00334,95.4832,7.95356,87.07653,0.09934431,1.3948472,-169.98985325303016,10.0,952.0991880893707,0.15108968,-186.83093,87
2.747038,1.5351961,70.54,1.0147032,8800,531625,[ 0.637 -1.042  0.204  0.317  0.119],-174.26183,-2.8197327,0.34994927,100.0,1.019511,8.239746e-06,0.74212396,1.0293133,100,,138.26067,95.30397,7.8328705,137.43753,0.12318681,1.5390735,-165.62864574922386,10.0,964.352655172348,0.1418159,-175.31879,88
2.3604198,1.5329945,62.97,1.0078309,8900,537922,[ 0.627 -1.039  0.203  0.323  0.116],-158.0821,-2.4589386,0.33331642,100.0,1.0175928,6.8664554e-07,0.72087675,1.0417477,100,,154.86896,94.9588,7.753311,118.326935,0.100961894,1.4340353,-158.72186388437814,10.0,975.7347640991211,0.12652461,-158.95334,89
2.4541404,1.5300834,78.47,1.0384582,9000,545769,[ 0.639 -1.046  0.201  0.324  0.114],-190.48291,-2.6456833,0.3674504,100.0,1.0446981,1.1444092e-06,0.71766704,1.0538445,100,,126.55373,95.5737,6.8604355,201.95937,0.16950838,1.712951,-173.66599993928335,10.0,989.3458378314972,0.15852496,-192.7426,90
2.3983943,1.5332547,72.57,1.013011,9100,553026,[ 0.633 -1.061  0.201  0.324  0.111],-181.36401,-2.7520447,0.35374758,100.0,1.0090672,1.6021728e-06,0.7455165,1.0210806,100,,133.97943,95.37482,8.526588,133.25768,0.11676917,1.3718886,-167.82464875399347,10.0,1001.6426088809967,0.14576219,-181.98743,91
2.6448681,1.538904,64.14,1.0160728,9200,559440,[ 0.636 -1.053  0.201  0.327  0.114],-160.05763,-2.9543228,0.33843103,100.0,1.0344204,1.1444092e-06,0.6535871,1.0574957,100,,153.66927,95.03514,10.216209,289.01694,0.14770962,1.5859556,-159.22295605206133,10.0,1013.1060755252838,0.12982054,-161.94244,92
2.493128,1.5468329,64.52,1.0441747,9300,565892,[ 0.636 -1.06   0.204  0.337  0.12 ],-160.615,-2.8984756,0.34013528,100.0,1.0408642,3.4332274e-06,0.68710804,1.0695832,100,,154.38914,95.03163,11.075592,484.2787,0.19640593,1.6504238,-159.66383062025665,10.0,1025.1821069717407,0.13091697,-163.64462,93
2.3164983,1.5431657,68.51,1.0124612,9400,572743,[ 0.629 -1.073  0.203  0.337  0.128],-172.1659,-2.5687943,0.34524605,100.0,1.0099111,1.0681152e-06,0.75067455,1.0177075,100,,141.9731,95.213776,7.4675903,112.835,0.10231676,1.317795,-163.95239184120732,10.0,1037.3837161064148,0.13756993,-172.82707,94
2.5875235,1.5447568,70.01,1.0928218,9500,579744,[ 0.634 -1.067  0.204  0.34   0.124],-172.18439,-2.913063,0.35483432,100.0,1.0791146,7.705688e-06,0.5853687,1.1214175,100,,145.42111,95.28212,8.693665,819.82874,0.28292882,2.134123,-165.14950945005444,10.0,1049.72167634964,0.14311697,-176.76796,95
2.2111306,1.5389035,67.04,1.0061662,9600,586448,[ 0.619 -1.081  0.2    0.341  0.126],-166.87401,-2.62529,0.3419693,100.0,1.0134847,-2.5939942e-06,0.7872877,1.01509,100,,144.95445,95.15227,9.160706,75.434235,0.07556024,1.2041602,-162.4959175296861,10.0,1061.3727741241455,0.13456947,-167.50954,96
2.5952003,1.5382303,62.65,1.0026809,9700,592713,[ 0.623 -1.085  0.202  0.341  0.12 ],-160.69969,-2.9481964,0.33159307,100.0,1.0051947,1.5258789e-06,0.9051412,1.0062118,100,,153.97482,94.96486,9.599281,36.329258,0.04462938,1.2318786,-157.7258961448127,10.0,1072.5072257518768,0.1255039,-161.03986,97
2.3898373,1.5403897,64.43,1.0565686,9800,599156,[ 0.621 -1.079  0.203  0.339  0.119],-157.78679,-2.384636,0.3399519,100.0,1.040867,-1.9836425e-06,0.5829056,1.0802758,100,,154.64265,95.027084,8.521034,771.3796,0.2598529,2.1133502,-160.20246379645548,10.0,1083.9771695137024,0.13072874,-160.37491,98
2.7349,1.5421412,68.96,1.0009602,9900,606052,[ 0.599 -1.075  0.199  0.334  0.122],-175.57536,-3.0250092,0.3450434,100.0,1.0017279,-9.994506e-06,0.88588595,1.0038443,100,,139.60771,95.247086,9.578171,17.715797,0.02971534,1.0888451,-163.88049040627735,10.0,1096.382551908493,0.13801298,-175.71062,99
2.2501888,1.5437582,69.37,1.0005069,10000,612989,[ 0.599 -1.079  0.2    0.335  0.123],-191.73882,-2.5739975,0.3458125,100.0,1.0017722,1.2207031e-06,0.9478833,1.0019774,100,,139.04277,95.24617,6.726372,9.843487,0.020228371,1.0546532,-164.88654617955206,,1108.6597247123718,0.13878746,-191.80333,100
2.5344756,1.5467166,70.85,1.0037004,10100,620074,[ 0.599 -1.079  0.201  0.335  0.125],-194.96025,-2.8669205,0.34961808,100.0,1.0053217,-1.2054444e-05,0.8362156,1.0170306,100,,136.5407,95.31737,8.669342,37.304077,0.06040646,1.3397903,-165.88238655010238,,1120.5509371757507,0.14205886,-195.36934,101
2.8527749,1.5546974,73.92,1.0137274,10200,627466,[ 0.6   -1.074  0.2    0.331  0.128],-199.1359,-3.4775314,0.35794786,100.0,1.0265418,6.713867e-06,0.7586951,1.0450397,100,,132.5621,95.44685,9.346542,139.41168,0.12830111,1.7740191,-168.2840573576216,,1133.645203590393,0.14909278,-200.47289,102
2.5052524,1.5564356,66.94,1.021328,10300,634160,[ 0.596 -1.077  0.201  0.334  0.136],-183.78624,-2.7713928,0.34373304,100.0,1.0218008,-4.8065185e-06,0.64281374,1.0477129,100,,146.64421,95.15518,8.045441,275.92,0.15280636,1.4657128,-162.15599348296072,,1145.606962442398,0.13513216,-185.17685,103
2.669417,1.5529404,79.15,1.005181,10400,642075,[ 0.593 -1.089  0.202  0.343  0.137],-207.64902,-3.1699753,0.36647993,100.0,1.0153452,1.0604858e-05,0.83797383,1.0173868,100,,123.08759,95.606995,7.7504272,42.366245,0.069146395,1.3198991,-173.85321369571622,,1159.4390490055084,0.15892686,-208.5423,104
2.356222,1.5494889,66.7,1.0480127,10500,648745,[ 0.591 -1.078  0.199  0.344  0.134],-182.07219,-2.9266205,0.34445897,100.0,1.0389665,-2.8991699e-06,0.49882254,1.0622089,100,,148.89198,95.14284,8.010727,418.27264,0.2037346,1.5984045,-161.9862616163946,,1171.377489566803,0.13512713,-184.5318,105
2.0282953,1.5462146,58.81,1.0376767,10600,654626,[ 0.601 -1.064  0.2    0.344  0.131],-162.42693,-2.2818832,0.3269938,100.0,1.040849,-2.5177003e-06,0.61886775,1.1357971,100,,169.4835,94.735565,6.442566,660.31287,0.20707276,2.1159008,-154.8006598642732,,1181.6397206783295,0.11937258,-165.16356,106
2.2663033,1.5430076,66.02,1.0347037,10700,661228,[ 0.617 -1.06   0.198  0.354  0.127],-180.71596,-2.7815323,0.34161165,100.0,1.033711,2.670288e-06,0.5873625,1.0658083,100,,149.01222,95.10817,6.7612,363.36008,0.1988782,1.9395702,-161.36404022744406,,1193.3791732788086,0.1332393,-182.40935,107
2.8877997,1.5486221,64.18,1.041559,10800,667646,[ 0.603 -1.063  0.197  0.358  0.124],-174.68427,-2.9888535,0.33997947,100.0,1.0348083,4.653931e-06,0.67269933,1.0787867,100,,154.47714,95.03572,9.369553,812.67303,0.2429079,2.1939807,-159.30368140240788,,1204.5683007240295,0.13045964,-176.75848,108
2.6342814,1.5508305,72.47,1.0017453,10900,674893,[ 0.594 -1.068  0.194  0.349  0.129],-197.6502,-2.6566696,0.35251045,100.0,1.0039837,-4.8065185e-06,0.86589026,1.0082734,100,,133.39258,95.36961,7.6010284,22.871296,0.041428566,1.1120869,-167.78180746868574,,1216.7148671150208,0.14512417,-197.90492,109
2.6332505,1.5477011,67.12,1.0029824,11000,681605,[ 0.596 -1.07   0.193  0.35   0.132],-187.29555,-2.8164673,0.34150997,100.0,1.0045319,-5.722046e-06,0.766171,1.0142968,100,,144.05797,95.16072,8.3721695,32.156513,0.050454862,1.1864004,-162.4061020226062,,1228.4564747810364,0.134481,-187.65851,110
2.5338545,1.5435913,62.53,1.0281024,11100,687858,[ 0.6   -1.07   0.193  0.349  0.129],-173.31116,-3.1530685,0.3342582,100.0,1.0292325,7.171631e-06,0.6254984,1.0487231,100,,156.85007,94.96266,8.308212,344.71393,0.17432462,1.5126119,-157.49214121529397,,1240.073813199997,0.12635972,-174.87099,111
2.5683324,1.544964,67.45,1.0049236,11200,694603,[ 0.605 -1.065  0.197  0.351  0.125],-184.31375,-2.9960327,0.34212738,100.0,1.0043302,-2.3651123e-06,0.8486856,1.0101873,100,,143.06186,95.18135,9.479492,53.686386,0.07068319,1.2550399,-162.50881819498392,,1251.703438282013,0.13509321,-184.59613,112
2.3411593,1.5383962,65.87,1.0085562,11300,701190,[ 0.612 -1.066  0.198  0.352  0.126],-183.2783,-2.7973404,0.34035528,100.0,1.016476,1.0910034e-05,0.6816189,1.0345626,100,,148.22624,95.10266,6.5432434,121.90571,0.10157348,1.4834647,-161.23432170614294,,1264.0374131202698,0.13257283,-184.2559,113
2.44614,1.5390111,73.05,1.0390551,11400,708495,[ 0.61  -1.068  0.199  0.356  0.119],-196.97469,-2.6445236,0.3566014,100.0,1.0351444,-2.4414062e-06,0.673428,1.0552286,100,,135.38152,95.3896,8.868355,291.87628,0.17957854,1.829877,-168.39479108242918,,1277.3048014640808,0.14750502,-198.95561,114
2.8148081,1.5378902,77.88,1.0119892,11500,716283,[ 0.599 -1.075  0.197  0.36   0.12 ],-206.43091,-2.9219513,0.3640423,100.0,1.0150852,4.8065185e-06,0.75932497,1.0172257,100,,125.23484,95.56067,10.358459,75.81615,0.091516815,1.2678,-172.86740223141143,,1290.7296032905579,0.15637067,-207.42787,115
2.354004,1.5397353,66.69,1.0125217,11600,722952,[ 0.598 -1.087  0.197  0.358  0.119],-179.35281,-2.6279144,0.34300765,100.0,1.0242678,1.6784668e-06,0.72320926,1.0468167,100,,147.5047,95.1382,8.231583,254.32025,0.12144232,1.6611968,-162.11692070852916,,1302.6019215583801,0.13456334,-181.05252,116
2.6231213,1.5402339,70.94,1.003833,11700,730046,[ 0.599 -1.097  0.199  0.348  0.121],-193.5546,-3.0915833,0.34936127,100.0,1.006686,2.9754638e-06,0.8598841,1.0104465,100,,135.9354,95.32626,9.446983,36.564877,0.058956053,1.236109,-165.77734540909074,,1314.8096241950989,0.14206065,-193.81151,117
2.8613944,1.5436301,70.4,1.0165509,11800,737086,[ 0.595 -1.1    0.2    0.349  0.121],-193.34624,-2.8564758,0.34964284,100.0,1.0188714,3.8146973e-06,0.7266083,1.0282881,100,,138.38756,95.29403,10.345123,174.01016,0.13444276,1.4738123,-165.5723442887715,,1327.1063418388367,0.1415443,-194.1877,118
2.7091918,1.542764,80.18,1.0074067,11900,745104,[ 0.602 -1.098  0.202  0.346  0.125],-207.71155,-2.6489182,0.3682818,100.0,1.0191987,9.460449e-06,0.8402522,1.028469,100,,121.89523,95.6268,10.837257,61.016975,0.08610046,1.4051063,-175.32152797256876,,1340.6988546848297,0.16095386,-208.85483,119
2.9573858,1.544973,70.89,1.0127606,12000,752193,[ 0.591 -1.089  0.201  0.35   0.124],-191.39578,-2.7748642,0.3519093,100.0,1.0270033,-2.9754638e-06,0.7010305,1.0478884,100,,138.78174,95.31763,11.365944,114.441956,0.10100341,1.3326699,-165.96659466331067,,1353.1037182807922,0.14302029,-193.05513,120
2.6661751,1.5410255,77.44,1.0197726,12100,759937,[ 0.598 -1.092  0.202  0.36   0.126],-205.14796,-3.1095428,0.36477676,100.0,1.0307137,5.722046e-06,0.60858375,1.0393008,100,,127.02394,95.54968,9.522095,97.37372,0.12776425,1.4158672,-172.31630088372552,,1366.849886417389,0.15615214,-206.60374,121
2.66787,1.5364449,65.33,1.0194631,12200,766470,[ 0.603 -1.086  0.203  0.354  0.122],-179.71158,-3.1757965,0.33929697,100.0,1.0195812,4.7302246e-06,0.7723268,1.0311136,100,,149.21506,95.09625,7.538994,197.80739,0.13123477,1.4214156,-160.18094984663566,,1378.7784397602081,0.13153715,-180.85045,122
2.4512668,1.531263,61.66,1.0250525,12300,772636,[ 0.592 -1.084  0.201  0.35   0.118],-172.00641,-2.6146545,0.33223933,100.0,1.0309055,1.5258789e-06,0.6232176,1.0399894,100,,159.89676,94.89905,9.237785,346.56827,0.15324302,1.5210862,-157.26243165397534,,1389.9186844825745,0.12461087,-173.96451,123
2.9301763,1.5312009,69.17,1.0137712,12400,779553,[ 0.595 -1.076  0.204  0.355  0.112],-189.6032,-3.2978668,0.3476561,100.0,1.0239817,3.3569336e-06,0.64857674,1.0328652,100,,141.92833,95.26257,7.793686,94.09942,0.095420286,1.4063826,-163.8436864862758,,1401.80601811409,0.13929665,-191.561,124
2.45888,1.5275428,75.25,1.0118221,12500,787078,[ 0.597 -1.096  0.207  0.357  0.112],-201.80298,-3.126709,0.36126348,100.0,1.0279665,8.087158e-06,0.55194366,1.0856003,100,,130.65012,95.48308,6.9663544,80.98645,0.10997224,1.4783947,-169.94907810731598,,1414.6240005493164,0.15204613,-203.20494,125
2.3919768,1.5294667,65.91,1.0277076,12600,793669,[ 0.608 -1.102  0.205  0.352  0.109],-177.86029,-2.9731445,0.344156,100.0,1.0454339,-4.196167e-06,0.63540095,1.0690669,100,,151.15842,95.112854,7.827118,553.7633,0.19482274,2.2577837,-161.05598270185376,,1426.288563966751,0.13409156,-180.34233,126
2.4747179,1.5437945,64.87,1.6733419,12700,800156,[ 0.601 -1.1    0.203  0.337  0.111],-167.50887,-2.8491821,0.39415413,100.0,1.4129832,-2.4414062e-06,0.21083258,1.9419118,100,,186.60976,95.06381,7.649292,25104.07,1.6274335,10.594206,-160.10508106647248,,1437.6557762622833,0.15016899,-181.14075,127
2.9019113,1.5397252,71.9,1.0116391,12800,807346,[ 0.558 -1.122  0.198  0.328  0.125],-195.00533,-3.2034607,0.35239035,100.0,1.0135795,,0.5739998,1.0193064,100,,134.7607,95.370224,10.018288,110.53496,0.109928586,1.3358849,-166.44022248963356,,1450.3062951564789,0.14440969,-195.61986,128
2.4630594,1.5392678,72.41,1.0041306,12900,814587,[ 0.563 -1.118  0.198  0.325  0.121],-196.6678,-2.8136215,0.35268983,100.0,1.0063251,6.408691e-06,0.85178995,1.012398,100,,133.63252,95.37137,7.137787,59.136387,0.073100895,1.3228983,-167.5793422902513,,1463.0983505249023,0.1451297,-197.01997,129
2.913704,1.5441318,72.68,1.0284698,13000,821855,[ 0.567 -1.117  0.198  0.329  0.121],-193.9392,-2.9770203,0.35545403,100.0,1.0332806,-1.5258789e-06,0.6969131,1.0394008,100,,135.21507,95.3887,12.093765,192.18822,0.16542432,1.8179377,-167.57465756823132,,1476.1425228118896,0.14658983,-195.50249,130
2.5419905,1.553365,69.36,1.0563073,13100,828791,[ 0.559 -1.122  0.196  0.327  0.125],-186.92046,-2.9866486,0.3538559,100.0,1.0585461,-4.9591063e-06,0.6385449,1.097508,100,,146.18715,95.26195,7.751114,815.93445,0.2593677,2.2335927,-164.31584504641341,,1488.709125995636,0.14199317,-190.69081,131
2.653192,1.5494506,71.12,1.0251392,13200,835903,[ 0.543 -1.117  0.191  0.317  0.134],-194.47693,-3.1116333,0.35175222,100.0,1.0292652,1.0070801e-05,0.6319596,1.0394651,100,,137.62894,95.33264,8.199623,185.41422,0.1451113,1.4538116,-165.9713344525463,,1500.9471521377563,0.14324,-195.89175,132
2.855589,1.54867,74.59,1.009945,13300,843362,[ 0.553 -1.113  0.193  0.315  0.13 ],-201.24559,-3.450035,0.3576586,100.0,1.014122,7.2479247e-06,0.78474957,1.0180736,100,,130.09209,95.46742,8.781792,69.08844,0.08498531,1.255487,-169.0426137807184,,1514.117935180664,0.1497613,-201.97235,133
2.2931235,1.545708,68.68,1.026585,13400,850230,[ 0.556 -1.108  0.194  0.32   0.13 ],-186.6028,-2.614914,0.35026816,100.0,1.0492871,1.7547608e-06,0.53056926,1.0754198,100,,145.82301,95.22099,8.645264,611.6683,0.21542396,2.1337767,-164.11124865362225,,1526.2960090637207,0.13975365,-189.28276,134
2.6317456,1.5467076,76.54,1.0589978,13500,857884,[ 0.552 -1.099  0.197  0.333  0.127],-202.5272,-2.8032303,0.36524037,100.0,1.0491809,-1.2969971e-06,0.5544017,1.0808883,100,,129.69136,95.51381,8.7849655,588.57117,0.29003373,2.4341874,-171.68664932007042,,1540.0612976551056,0.15526998,-204.20963,135
2.7873049,1.5469261,78.01,1.0098933,13600,865685,[ 0.565 -1.085  0.198  0.335  0.128],-205.7511,-2.6667557,0.36516184,100.0,1.0205891,6.1798096e-06,0.79346585,1.0599062,100,,125.297966,95.56038,9.80024,88.74045,0.09967238,1.3872749,-173.1671486889654,,1553.6010024547577,0.15699317,-206.65115,136
2.74928,1.5468644,68.53,1.0275723,13700,872538,[ 0.571 -1.082  0.196  0.328  0.128],-187.23807,-3.245407,0.34622034,100.0,1.0244421,-3.5858154e-06,0.6595007,1.0336523,100,,142.65417,95.233536,7.8649445,210.34381,0.15248147,1.629065,-163.32268632879362,,1565.4360048770905,0.13797304,-188.64069,137
3.0128727,1.5431371,71.21,1.004933,13800,879659,[ 0.561 -1.087  0.194  0.327  0.128],-193.70775,-3.442978,0.35094702,100.0,1.0142226,9.002685e-06,0.7646962,1.0148528,100,,136.46867,95.34534,10.949226,78.92513,0.07759566,1.2555563,-165.7289933474523,,1578.0970358848572,0.14300805,-194.70349,138
2.309417,1.5421395,68.27,1.0201247,13900,886486,[ 0.556 -1.075  0.191  0.328  0.124],-185.18825,-2.7063217,0.34865326,100.0,1.052859,1.1825561e-05,0.55589134,1.0695275,100,,147.11775,95.21066,7.6648254,242.6176,0.14442566,1.7667185,-163.48407199671547,,1590.478553533554,0.13863751,-188.81189,139
2.3728685,1.5390137,73.77,1.0077397,14000,893863,[ 0.564 -1.087  0.19   0.341  0.123],-198.85841,-2.9638443,0.35573983,100.0,1.0132796,1.4495849e-06,0.817687,1.0246199,100,,131.41457,95.423004,6.111595,57.65578,0.08089456,1.2468729,-168.8227668071695,,1603.5299463272095,0.14800242,-199.35695,140
2.6625943,1.5390592,67.38,1.0278951,14100,900601,[ 0.569 -1.084  0.19   0.339  0.12 ],-186.72517,-2.9218292,0.34391886,100.0,1.0221931,-1.6021728e-06,0.6649589,1.0356331,100,,144.96803,95.17894,9.678734,248.7721,0.15846346,1.4967985,-162.42146616970686,,1615.4037873744965,0.13571775,-187.9006,141
2.5203497,1.5369037,75.38,1.0019813,14200,908139,[ 0.578 -1.076  0.191  0.339  0.12 ],-201.7888,-2.773384,0.35834965,100.0,1.0067594,-2.1362305e-06,0.84258425,1.0080435,100,,128.47432,95.47119,9.554832,21.270224,0.04248079,1.1251142,-170.6907275262661,,1628.880201101303,0.15098478,-202.16594,142
2.4530442,1.5489831,69.5,1.0425888,14300,915089,[ 0.574 -1.069  0.189  0.341  0.118],-188.87021,-2.8263397,0.35359243,100.0,1.0682949,9.155273e-07,0.64852285,1.1361485,100,,145.41553,95.260666,10.352432,415.3219,0.20606464,1.9559608,-164.69198262802405,,1641.2826623916626,0.14204288,-192.38396,143
2.445832,1.5449244,66.65,1.0126833,14400,921754,[ 0.586 -1.068  0.19   0.341  0.13 ],-185.85239,-3.1303558,0.3413286,100.0,1.0147269,1.5258789e-07,0.81018406,1.0191494,100,,145.65091,95.15396,6.487915,97.719604,0.09792889,1.3962021,-161.49393886556882,,1653.3574872016907,0.13385017,-186.74155,144
2.6382062,1.5468234,68.28,1.0743458,14500,928582,[ 0.579 -1.069  0.189  0.342  0.126],-183.69127,-3.0427017,0.35058436,100.0,1.0668327,-1.9836425e-06,0.3995337,1.112722,100,,148.11214,95.219635,9.982643,660.16345,0.25581846,2.021786,-163.2013634337485,,1665.5622594356537,0.1393931,-187.83588,145
2.5571442,1.5476526,69.93,1.0136898,14600,935575,[ 0.595 -1.066  0.195  0.349  0.128],-191.48904,-3.0347214,0.3481155,100.0,1.0114033,4.043579e-06,0.7586713,1.0214655,100,,138.94205,95.276245,9.270416,124.99357,0.11210159,1.4231193,-164.8820572872138,,1678.084094285965,0.14037952,-192.32411,146
2.7242665,1.5455526,69.19,1.0060287,14700,942494,[ 0.586 -1.065  0.192  0.351  0.129],-189.93753,-3.139145,0.34655488,100.0,1.0112734,7.019043e-06,0.7287395,1.012718,100,,140.08359,95.253136,9.038574,82.45097,0.08053451,1.29069,-164.11808007397394,,1690.4017221927643,0.13888371,-190.4959,147
2.3157744,1.546678,83.17,1.0541307,14800,950811,[ 0.588 -1.065  0.193  0.357  0.127],-210.1153,-2.576622,0.37712955,100.0,1.0488579,-8.544922e-06,0.59269077,1.0707366,100,,120.31551,95.70679,6.262779,233.48006,0.22274669,1.7878051,-178.53349061157851,,1705.0445790290833,0.16844754,-212.50208,148
2.4091144,1.5427637,69.96,1.0042006,14900,957807,[ 0.579 -1.078  0.191  0.358  0.128],-192.77858,-2.7928772,0.3477767,100.0,1.0082753,5.1116945e-06,0.8242148,1.0173234,100,,138.63838,95.27513,10.100037,38.751484,0.051731016,1.1542801,-165.27558194167614,,1717.6033298969269,0.14027824,-193.35138,149
2.3348825,1.5462126,65.8,1.0439558,15000,964387,[ 0.579 -1.084  0.191  0.357  0.124],-178.56378,-2.7184448,0.3431383,100.0,1.0407498,1.2207031e-06,0.5407784,1.0961732,100,,151.12814,95.09927,7.555214,569.45496,0.22861265,1.9387256,-161.23382614103346,,1729.6194760799408,0.13356678,-180.89418,150
2.4977696,1.5462053,69.28,1.0078167,15100,971315,[ 0.567 -1.095  0.192  0.35   0.127],-188.16458,-3.1138458,0.3469304,100.0,1.0119683,-6.3323973e-06,0.7523047,1.0181711,100,,140.24658,95.260544,6.828911,85.937164,0.08422082,1.2130364,-164.17468443303392,,1742.1193385124207,0.1391327,-189.05774,151
2.3168488,1.5447172,74.79,1.0231024,15200,978794,[ 0.567 -1.103  0.192  0.356  0.127],-199.35384,-2.6684113,0.35900056,100.0,1.0234175,5.340576e-06,0.7106819,1.0384605,100,,131.0251,95.45073,10.072815,150.27686,0.1414346,1.5180333,-170.11980906356158,,1754.935480594635,0.15055203,-200.53519,152
2.494038,1.5462509,77.84,1.0277904,15300,986578,[ 0.556 -1.1    0.188  0.358  0.126],-205.62381,-3.2387085,0.36516663,100.0,1.023169,6.3323973e-06,0.6264831,1.0431575,100,,125.90336,95.57092,7.5485077,150.26767,0.14138183,1.6462849,-172.37971728310717,,1767.8899166584015,0.15680407,-206.92743,153
2.8360925,1.5468719,77.18,1.0008475,15400,994296,[ 0.565 -1.097  0.191  0.357  0.127],-205.4011,-3.0533295,0.36147964,100.0,1.0034616,2.0599366e-06,0.9278674,1.0028908,100,,124.95346,95.54303,10.189484,17.096912,0.025009373,1.070144,-171.9943930735043,,1780.3497927188873,0.15444696,-205.60123,154
2.1382208,1.5448822,69.75,1.0239038,15500,1001271,[ 0.566 -1.103  0.192  0.357  0.128],-187.1527,-2.7967224,0.34967673,100.0,1.0257865,2.2888185e-06,0.70766175,1.0375316,100,,140.98283,95.26747,5.7064514,273.27365,0.15444998,1.675242,-165.04687529232467,,1792.5471365451813,0.14079121,-188.66522,155
2.626907,1.5418427,67.7,1.0044352,15600,1008041,[ 0.56  -1.107  0.19   0.348  0.126],-185.92516,-2.6694412,0.34313852,100.0,1.0090564,-4.348755e-06,0.79235077,1.0132627,100,,143.3079,95.17963,10.257584,45.38456,0.060832776,1.1779902,-163.16970070780437,,1804.7953345775604,0.1357938,-186.45184,156
2.5421042,1.5441325,75.26,1.0091603,15700,1015567,[ 0.557 -1.109  0.191  0.354  0.123],-201.94339,-2.7455673,0.3592021,100.0,1.0125965,-8.31604e-06,0.7919378,1.0203414,100,,129.42401,95.46666,8.815796,101.93602,0.09612133,1.3957142,-170.58934835531065,,1817.253570318222,0.1512061,-202.61388,157
2.613783,1.54671,78.52,1.0045689,15800,1023419,[ 0.56  -1.107  0.193  0.359  0.125],-207.54207,-2.9440002,0.36479798,100.0,1.0132184,-1.2359619e-05,0.86542547,1.0157453,100,,123.940506,95.58302,8.859802,38.961864,0.063218534,1.2471033,-173.41028349674067,,1830.55904006958,0.15745907,-208.45631,158
2.7982125,1.5468332,75.3,1.000862,15900,1030949,[ 0.561 -1.117  0.194  0.36   0.128],-202.85144,-3.1956558,0.35789144,100.0,1.0021038,5.1116945e-06,0.9184376,1.0024843,100,,128.05243,95.48262,6.9171906,17.137444,0.027395006,1.0806581,-170.0794915937284,,1843.7605543136597,0.15070052,-203.01004,159
2.3107135,1.5462444,75.57,1.0198463,16000,1038506,[ 0.56  -1.114  0.194  0.357  0.128],-202.09972,-2.7127762,0.36021733,100.0,1.0237403,3.967285e-06,0.7057183,1.0446634,100,,129.51024,95.47569,7.2617416,115.89995,0.12751585,1.4238229,-170.9511119128735,,1857.1136248111725,0.15199701,-203.1757,160
