Weights,TimeElapsed,ReturnStepMaxmin,MinD2w0t,Iteration,EpRewMean,MeanIW,EmpiricalD2,MinIW,EpLenMean,TimestepsSoFar,J_sample_variance,StdD2w0t,MeanD2w0t,ReturnMeanIW,InitialReturnMax,EntropyCoefficient,MaxD2w0t,MeanEntropy,InitialReturnMean,MaxIW,ReturnStepMax,InitialReturnStd,InitialBound,EpisodesSoFar,StdIW,Bound,InitialReturnMin,EpThisIter
[-1.129 -0.412 -0.08  -0.449 -0.849],6422.656324625015,99.0,,164,-50.73663027019558,0.69302547,8714.699,2.2240187e-05,458.26,2912031,743.9716,2702.218,905.0768,-9.6722555,16.851458,,45428.637,0.5652428,-14.113051,39.754757,100.0,10.431798,-15.347675,16400,1.5873177,-12.408395,-53.87961,100
[-1.109 -0.412 -0.087 -0.438 -0.854],6513.30727481842,99.0,,165,-51.29136785099182,0.9134229,3.7924469,0.02596343,475.74,2959605,75.66458,0.95994747,2.0115335,-14.202969,11.588688,,5.71587,0.5654432,-14.623914,9.204622,100.0,8.311924,-15.872035,16500,0.9118959,-15.537699,-44.503075,100
[-1.11  -0.415 -0.086 -0.434 -0.853],6598.454883813858,99.0,,166,-45.13316323532247,0.8917617,102574.99,1.3985888e-07,484.31,3008036,4502.712,38491.73,9041.349,-5.287352,0.1250237,,777756.6,0.56500787,-13.937296,147.82405,100.0,6.975362,-15.035564,16600,4.2309265,-9.327601,-42.706356,100
[-1.085 -0.404 -0.095 -0.422 -0.854],6696.702903270721,99.0,,167,-43.51721688048351,1.6136243,737724.25,8.2180776e-08,490.09,3057045,7365.097,298091.5,50234.758,-4.1261344,-0.99556303,,9544285.0,0.54687494,-14.207714,702.0691,100.0,6.249218,-15.26666,16700,17.566908,-10.310235,-34.12046,100
[-1.082 -0.405 -0.081 -0.431 -0.872],6784.056120872498,99.0,,168,-42.40720740739879,1.0,1.0,1.0,491.03,3106148,55.49106,0.1327318,0.98206,-12.78211,5.770488,,1.0,0.54687494,-12.78211,1.0,100.0,7.4118924,-13.814045,16800,,-13.814045,-50.159813,100
[-1.082 -0.405 -0.081 -0.431 -0.872],6863.988270521164,99.0,,169,-45.46630853972839,1.0758742,2.1344106,0.09430878,488.14,3154962,56.36189,0.40580466,1.4441468,-13.210471,9.363715,,2.4935238,0.54712284,-13.515341,13.854844,100.0,6.763191,-14.621715,16900,0.9855051,-14.353251,-29.478977,100
[-1.082 -0.403 -0.079 -0.433 -0.872],6939.850093603134,99.0,,170,-48.26339624075457,3.113455,25692.803,2.1395817e-06,474.91,3202453,1931.7677,7944.341,2342.0442,-8.929536,4.01348,,133835.16,0.5532226,-14.724709,1660.0734,100.0,7.56874,-15.899148,17000,43.427586,-11.898858,-50.98692,100
[-1.073 -0.408 -0.09  -0.431 -0.866],7022.636711597443,99.0,,171,-49.62808452908166,0.9904106,1.671095,0.11280568,476.42,3250095,48.850082,0.34404522,1.2340899,-12.472974,11.591369,,1.8991395,0.55414397,-12.699584,6.335346,100.0,7.114287,-13.907231,17100,0.5903544,-13.705412,-34.949116,100
[-1.072 -0.41  -0.092 -0.43  -0.865],7108.931477069855,99.0,,172,-43.4045647005141,0.94255,34.90273,0.0009768917,477.9,3297885,100.4026,10.752106,9.250995,-12.226091,8.675849,,78.785484,0.5443739,-13.405832,47.991966,100.0,8.914553,-14.462037,17200,2.0948792,-13.486514,-48.27867,100
[-1.059 -0.414 -0.097 -0.43  -0.875],7202.492556095123,99.0,,173,-44.690265376277566,0.64552444,616.4764,8.4128806e-05,479.06,3345791,61.397278,196.3747,86.56676,-11.170323,4.812056,,1672.2185,0.54833615,-12.733647,20.179924,100.0,8.872134,-13.821138,17300,0.9928022,-12.739213,-44.352192,100
[-1.06  -0.419 -0.087 -0.43  -0.871],7295.051322221756,99.0,,174,-45.62047323481706,0.67424154,1224.1903,3.7924125e-05,483.93,3394184,123.52543,399.41006,162.5708,-11.586221,7.9714246,,6514.116,0.54734844,-14.865724,40.942493,100.0,8.063459,-15.975851,17400,1.7201682,-13.339199,-44.799576,100
[-1.054 -0.419 -0.097 -0.432 -0.872],7384.886253833771,99.0,,175,-43.18894963454587,0.66782016,258.29022,3.127647e-05,479.22,3442106,74.48384,91.62629,45.750916,-10.526172,9.06185,,1380.5023,0.5439418,-12.638637,12.1221075,100.0,8.191137,-13.689594,17500,0.98339355,-11.967409,-34.02526,100
[-1.047 -0.435 -0.1   -0.446 -0.875],7475.216341257095,99.0,,176,-39.192717074074146,0.67438626,671.7212,2.9627505e-05,477.28,3489834,138.75865,208.04906,95.82041,-10.855583,10.925449,,5090.4375,0.5412598,-12.361555,20.770071,100.0,9.253289,-13.3152685,17600,0.9829228,-12.308022,-46.453682,100
[-1.032 -0.441 -0.097 -0.46  -0.878],7560.202911376953,99.0,,177,-48.13553658890228,0.59645665,490.22726,6.37852e-05,459.28,3535762,151.22008,139.07379,71.8067,-11.770771,8.599855,,2030.2222,0.5304988,-13.877944,17.607304,100.0,10.039199,-15.049273,17700,0.8302756,-13.516849,-64.72488,100
[-1.022 -0.427 -0.093 -0.461 -0.888],7642.041831254959,99.0,,178,-66.23994924574262,0.831293,359.96344,0.0004646546,418.97,3577659,102.79729,115.13428,54.448833,-13.547634,2.272071,,1381.1752,0.5303347,-16.594732,28.59297,100.0,11.081324,-18.206614,17800,1.5669428,-15.904322,-49.639725,100
[-1.024 -0.433 -0.099 -0.454 -0.889],7725.4162883758545,99.0,,179,-49.43435221924256,0.86357325,240.21661,0.00049153983,450.98,3622757,111.60553,101.35673,40.9705,-12.871909,7.3010097,,2070.0684,0.52961653,-14.49906,103.28264,100.0,10.907881,-15.701993,17900,2.8607576,-14.606117,-67.0246,100
[-1.027 -0.432 -0.094 -0.446 -0.889],7815.126486301422,99.0,,180,-36.99326957373188,0.6815859,498.67758,0.00016968542,488.53,3671610,64.39908,158.27232,73.62763,-11.207746,6.2103696,,2173.6946,0.53596216,-12.467516,23.902397,100.0,7.8508224,-13.367707,18000,1.0573771,-12.482607,-31.594717,100
[-1.034 -0.425 -0.086 -0.444 -0.883],7907.156651735306,99.0,,181,-42.06944588874726,0.8746961,23998.922,1.3635685e-06,479.61,3719571,600.8923,7372.6553,2138.4648,-10.276983,14.815232,,130089.39,0.53587085,-14.372924,100.45408,100.0,7.588219,-15.396638,18100,3.489662,-12.805519,-32.33464,100
[-1.017 -0.412 -0.077 -0.446 -0.883],7994.613525390625,99.0,,182,-47.90154208224498,0.6329351,496.21848,2.8379436e-05,449.15,3764486,69.22922,183.44072,73.31467,-13.02517,3.568622,,2512.0564,0.5283212,-14.766433,25.039957,100.0,8.884619,-15.932066,18200,0.9823523,-14.7275305,-47.151764,100
[-1.018 -0.393 -0.071 -0.439 -0.891],8075.72890663147,99.0,,183,-58.69585422942303,0.67937565,168.59308,0.00027909482,415.85,3806071,67.08735,52.911682,30.327366,-12.293362,21.670826,,431.61603,0.52824926,-15.600289,26.247787,100.0,11.334806,-17.028593,18300,1.2935817,-14.34563,-63.46702,100
[-1.02  -0.399 -0.072 -0.431 -0.891],8162.8764226436615,99.0,,184,-39.28762407432598,0.7104784,149.06117,0.00042066711,474.96,3853567,106.34931,42.473385,29.08339,-11.611339,10.531646,,461.62714,0.5286257,-13.453235,52.321117,100.0,10.77466,-14.409259,18400,1.7157307,-12.93891,-69.19203,100
[-1.021 -0.403 -0.069 -0.423 -0.89 ],8250.26164674759,99.0,,185,-41.741147924650505,0.8635575,138.4995,0.000730444,488.97,3902464,63.39397,44.563034,23.878557,-12.837787,4.157477,,405.48102,0.5285458,-13.868185,30.738983,100.0,6.976757,-14.883911,18500,1.4506158,-14.1010895,-41.045204,100
[-1.019 -0.405 -0.06  -0.425 -0.89 ],8349.3783659935,99.0,,186,-40.13328922003947,1.0962659,9366.399,2.4492815e-06,490.36,3951500,275.9106,2790.5493,941.21454,-10.607683,11.682317,,41225.17,0.5235137,-13.668048,77.73164,100.0,7.0163646,-14.64465,18600,3.5777419,-12.603728,-33.6622,100
[-1.01  -0.396 -0.051 -0.43  -0.895],8456.210160255432,99.0,,187,-38.447706048778294,0.94826406,849.4614,2.10157e-05,478.74,3999374,76.703,259.21475,119.12368,-10.271737,6.9739017,,3729.5002,0.52398306,-13.528938,70.42414,100.0,7.947093,-14.464522,18700,3.1052485,-11.729794,-44.545456,100
[-1.003 -0.415 -0.054 -0.445 -0.895],8550.230805635452,99.0,,188,-43.05302469706557,0.87112844,8.84666,0.020662624,462.54,4045628,61.693943,2.55745,3.4006371,-12.615243,5.403475,,15.469394,0.52386755,-13.6887865,31.666779,100.0,7.895485,-14.736437,18800,1.5254041,-13.796482,-44.827827,100
[-1.004 -0.418 -0.052 -0.439 -0.895],8651.438954114914,99.0,,189,-36.652484573763424,0.6741972,1780.0021,0.00013112147,481.64,4093792,82.35161,572.1993,223.99188,-10.448924,8.838693,,13892.858,0.5216701,-13.263449,37.54957,100.0,8.01113,-14.155348,18900,1.6132735,-11.9835,-40.041435,100
[-0.987 -0.426 -0.053 -0.453 -0.897],8749.317776918411,99.0,,190,-43.60383126107923,0.8077589,37.177895,0.0002980481,453.48,4139140,62.35042,11.339699,9.173499,-12.7560215,16.955877,,83.674774,0.52172756,-14.25489,14.66129,100.0,9.7591,-15.315944,19000,1.029806,-14.035409,-45.672848,100
[-0.988 -0.43  -0.058 -0.447 -0.897],8850.177947044373,99.0,,191,-33.07272398185654,0.6312267,926.8473,6.8455583e-06,485.36,4187676,80.43978,348.132,120.3841,-9.152208,13.349045,,5013.4346,0.5231322,-10.919277,32.9142,100.0,7.447772,-11.724068,19100,1.1950636,-10.353868,-30.43335,100
[-0.986 -0.432 -0.068 -0.449 -0.896],8965.400789737701,99.0,,192,-43.32918066561463,0.928587,253.55855,0.00010642213,464.08,4234084,97.262505,73.887115,44.29274,-11.902337,7.532189,,689.79016,0.5214853,-14.632141,64.46236,100.0,10.349175,-15.686512,19200,2.6069713,-13.4184,-65.63262,100
[-0.994 -0.428 -0.069 -0.437 -0.897],9086.637889385223,99.0,,193,-35.751745843986605,0.9999994,1.0,0.99986625,490.22,4283106,38.54681,0.13847962,0.98044,-12.868193,6.501684,,1.0,0.5214853,-12.868213,1.0001122,100.0,6.177557,-13.7381935,19300,3.0305942e-05,-13.7381735,-40.579903,100
[-0.994 -0.428 -0.069 -0.437 -0.897],9203.350533485413,99.0,,194,-35.55976499688335,0.82623154,473.80362,5.4406446e-05,495.64,4332670,97.53805,146.81003,76.05711,-10.017638,9.7775345,,2367.7034,0.524476,-11.835372,37.458855,100.0,7.486027,-12.700682,19400,1.7399935,-11.313869,-29.444838,100
[-1.001 -0.445 -0.071 -0.455 -0.894],9321.67165184021,99.0,,195,-40.38713588570528,1.3352122,5802.7837,5.2919313e-06,472.01,4379871,235.7286,1640.9557,653.0656,-9.002163,7.7602425,,32670.13,0.51903903,-12.389286,620.3865,100.0,8.301751,-13.372066,19500,10.622564,-11.165661,-40.822216,100
[-1.001 -0.456 -0.067 -0.449 -0.9  ],9449.714470148087,,1.0000019,196,-32.95748596791415,1.0105432,4448.3774,1.16415995e-05,500.0,4429871,147.37367,1368.9503,509.87424,-9.844242,17.909727,,38304.504,0.51969844,-12.910579,88.38298,1.0,6.8958654,-13.712566,19600,3.5020041,-11.497779,-28.21944,100
[-1.002 -0.45  -0.071 -0.458 -0.899],9566.112919569016,99.0,,197,-38.53698043175006,0.75255454,6438.55,2.1107735e-05,481.28,4477999,201.53773,2009.978,672.44366,-11.168764,3.6766531,,31294.875,0.52392673,-13.7119875,102.13029,100.0,7.580929,-14.649746,19700,2.3612926,-13.005129,-39.907726,100
[-1.001 -0.468 -0.061 -0.465 -0.895],9685.74707198143,99.0,,198,-32.79141366692349,0.8427764,1783.4044,1.0289683e-06,495.42,4527541,59.566513,466.39832,221.5712,-10.513026,5.9482136,,5090.9863,0.52319807,-12.178109,49.183716,100.0,6.033106,-12.976053,19800,2.1513023,-11.83359,-32.66696,100
[-1.011 -0.462 -0.053 -0.469 -0.896],9811.042471885681,99.0,,199,-32.65434329774908,0.9999967,1.0,0.99936545,492.97,4576838,38.522068,0.11774037,0.98594,-12.294988,4.143925,,1.0000001,0.52319807,-12.295026,1.0005946,100.0,6.1756005,-13.089635,19900,0.00014256907,-13.089597,-28.147915,100
[-1.011 -0.462 -0.053 -0.469 -0.896],9937.249534845352,99.0,,200,-32.140171824310706,0.8263636,12165.05,1.0365324e-06,490.4,4625878,381.96503,3054.8962,1217.7637,-9.236029,6.724005,,48020.105,0.5211674,-12.666677,123.303246,100.0,6.6825604,-13.448774,20000,3.1469626,-11.053777,-44.397713,100
[-1.016 -0.451 -0.05  -0.477 -0.898],10071.65523481369,99.0,,201,-43.5034395106293,0.567586,1363.4465,3.2399486e-05,461.02,4671980,69.08943,684.6157,161.22327,-9.792016,14.886973,,15184.447,0.52130145,-12.464209,13.302343,100.0,8.911443,-13.5228195,20100,0.76052266,-11.50729,-40.99089,100
[-1.015 -0.45  -0.039 -0.473 -0.898],10221.384230136871,99.0,,202,-38.945540870557764,0.8472333,211.42781,0.00047084386,481.46,4720126,77.13835,70.67206,37.294094,-11.419889,11.571132,,1122.7916,0.5219106,-12.734045,49.41555,100.0,6.645202,-13.681744,20200,2.3529615,-12.759094,-38.38081,100
[-1.013 -0.446 -0.045 -0.479 -0.897],10357.389230251312,99.0,,203,-53.655782382497776,0.77092797,31.894121,0.0036554572,446.27,4764753,61.01312,9.502221,8.341476,-12.829191,6.152097,,53.562454,0.5217294,-14.567309,14.639111,100.0,10.139311,-15.872967,20300,1.0164889,-14.428514,-64.291214,100
[-1.014 -0.451 -0.046 -0.473 -0.897],10502.87662601471,99.0,,204,-35.481171276031276,0.8282389,814.8042,3.2052023e-05,481.07,4812860,68.99974,229.75711,118.95285,-9.10172,13.579057,,2487.8147,0.51755905,-11.479657,77.73631,100.0,6.8755937,-12.343055,20400,2.967009,-10.530153,-37.00433,100
[-1.006 -0.451 -0.049 -0.483 -0.901],10639.174180984497,99.0,,205,-54.15958820937343,0.67381674,154.45293,0.00037209215,439.08,4856768,85.18243,45.402996,28.56007,-10.674322,3.3486533,,345.97992,0.5180516,-12.958543,30.489328,100.0,9.71582,-14.276458,20500,1.4181801,-12.547883,-51.811527,100
[-1.007 -0.455 -0.047 -0.475 -0.901],10778.702743768692,99.0,,206,-38.77066515895905,0.7848845,49.14561,0.00074819714,475.36,4904304,79.98165,14.413793,11.704898,-10.288026,15.292281,,110.67187,0.5116552,-11.517949,17.876862,100.0,8.122443,-12.461393,20600,1.1727896,-11.437357,-43.424824,100
[-1.003 -0.464 -0.051 -0.473 -0.907],10930.68925333023,99.0,,207,-31.73884352583139,0.7442967,43532.08,2.330377e-06,493.28,4953632,722.3565,10285.563,4048.405,-6.3292723,6.2704997,,127394.4,0.51178133,-11.561745,118.50021,100.0,6.736261,-12.334076,20700,3.1208766,-8.794714,-25.110815,100
[-0.998 -0.451 -0.049 -0.48  -0.907],11065.59729552269,99.0,,208,-53.056402232096715,0.97215766,87.95624,0.0010969598,441.45,4997777,93.92945,33.645584,18.215137,-11.934845,5.625225,,412.37497,0.509936,-14.179054,66.17146,100.0,8.570515,-15.470125,20800,2.9983993,-13.651436,-42.607265,100
[-0.995 -0.454 -0.044 -0.474 -0.909],11206.17816901207,99.0,,209,-38.563872540424974,0.75417686,467.48944,0.00020311242,474.15,5045192,126.4203,130.66019,72.96558,-10.41765,10.29685,,1049.1196,0.5068322,-12.180768,37.545914,100.0,8.915313,-13.11918,20900,1.8413159,-11.834816,-63.381645,100
[-0.993 -0.463 -0.043 -0.49  -0.912],11345.07826089859,99.0,,210,-50.68294674438843,0.77367336,2799.666,2.186813e-05,448.16,5090008,212.22008,1219.6447,284.1272,-10.200011,6.3829994,,28784.531,0.5019484,-13.445757,32.463608,100.0,8.925107,-14.679073,21000,1.6753634,-12.208993,-44.36458,100
[-0.999 -0.46  -0.054 -0.482 -0.917],11480.806966304779,99.0,,211,-42.66237565806352,0.7567045,1537.2881,0.00021594786,452.4,5135248,100.84079,607.2984,186.56854,-11.072644,9.197632,,10766.595,0.50116056,-14.32533,40.614822,100.0,10.438193,-15.363474,21100,2.058247,-12.837054,-56.38872,100
[-0.998 -0.464 -0.046 -0.476 -0.918],11626.48756980896,99.0,,212,-34.0385796630011,1.9682153,6172.688,2.1589545e-05,482.28,5183476,382.1455,2691.9702,654.4487,-9.615992,4.6809177,,55106.223,0.49536613,-12.85932,667.7784,100.0,7.1005473,-13.687613,21200,17.686415,-11.211803,-34.495632,100
[-0.981 -0.474 -0.036 -0.474 -0.924],11775.675690174103,99.0,,213,-27.63332266317375,0.9056383,354.94708,9.241081e-05,489.82,5232458,74.81272,98.98015,58.86505,-9.680343,9.377673,,1048.1211,0.49958703,-10.817549,35.43562,100.0,7.8649654,-11.489976,21300,2.0208309,-10.642386,-48.68431,100
[-0.963 -0.478 -0.042 -0.471 -0.919],11929.9426279068,,1.0000069,214,-26.168938410161207,0.6568213,122.395996,0.00013091219,500.0,5282458,59.854027,32.877007,23.835224,-9.848438,15.356484,,246.62071,0.4984709,-10.625675,16.00254,1.0,7.644168,-11.26247,21400,1.0435579,-10.657798,-35.34333,100
[-0.963 -0.467 -0.037 -0.472 -0.92 ],12078.334295749664,99.0,,215,-28.195839559766963,3.0945215,11359.954,4.0735586e-06,489.16,5331374,656.51404,2902.122,1220.238,-8.521105,10.948377,,45896.11,0.50065356,-11.8416195,820.4032,100.0,6.2182655,-12.527735,21500,32.93422,-10.185834,-33.22774,100
[-0.951 -0.458 -0.039 -0.452 -0.918],12227.10453748703,,1.0000827,216,-28.59152650813819,1.083844,137.18239,0.00028538113,500.0,5381374,61.182262,35.86422,27.623163,-11.484747,3.648455,,241.16315,0.49414185,-12.836556,45.80429,1.0,5.81595,-13.532302,21600,2.574671,-12.435577,-36.492653,100
[-0.948 -0.461 -0.038 -0.464 -0.925],12376.862155675888,99.0,,217,-29.52171336757676,0.7731118,28.656319,0.00040232757,491.49,5430523,52.000896,7.8940635,7.8623304,-10.586548,6.465737,,61.456818,0.48773113,-11.492044,14.550962,100.0,6.4654965,-12.210425,21700,0.96629715,-11.437793,-39.69664,100
[-0.939 -0.461 -0.043 -0.458 -0.931],12528.263502836227,99.0,,218,-25.712485939858794,1.0979395,3.7468238,0.018456478,495.2,5480043,50.613903,0.89729375,1.9940065,-12.119251,6.0450916,,5.7819552,0.4878708,-12.450663,27.40762,100.0,6.447641,-13.076349,21800,1.5575061,-12.780529,-29.463364,100
[-0.935 -0.46  -0.047 -0.456 -0.931],12678.466312646866,99.0,,219,-30.30680671170681,1.0253799,2.0023067,0.083576955,493.62,5529405,42.179264,0.34436843,1.4112475,-12.53681,5.7161484,,2.4764843,0.49022934,-12.722072,6.6488705,100.0,6.894122,-13.459557,21900,0.63059705,-13.296191,-37.969345,100
[-0.938 -0.456 -0.049 -0.457 -0.929],12829.058724403381,99.0,,220,-25.58348912664147,0.7126903,1582.1697,6.5947456e-06,493.54,5578759,108.6649,490.86475,209.30003,-9.474413,4.4805546,,6289.497,0.4785991,-11.430894,29.220716,100.0,7.025025,-12.05344,22000,1.6189749,-10.4944315,-43.488045,100
[-0.948 -0.483 -0.051 -0.474 -0.94 ],12977.480581760406,99.0,,221,-27.88033479891542,1.0033926,1.0895065,0.37457627,490.38,5627797,54.49327,0.1458902,1.0240697,-11.913998,7.5281553,,1.1118492,0.4785786,-11.958282,1.7405167,100.0,7.57869,-12.636722,22100,0.19439414,-12.595157,-39.5637,100
[-0.949 -0.483 -0.051 -0.474 -0.94 ],13127.196768760681,99.0,,222,-27.700282979252687,0.57605135,992.50287,5.5026147e-05,496.48,5677445,95.7106,252.35187,133.26917,-9.347955,14.7919445,,3268.4045,0.47942924,-11.283138,21.79767,100.0,6.9266086,-11.957195,22200,1.1948826,-10.404614,-32.054337,100
[-0.948 -0.479 -0.045 -0.482 -0.94 ],13275.63322687149,99.0,,223,-34.10047519303548,0.8053595,97.906944,0.00062357285,479.83,5725428,60.831547,31.09924,19.47016,-11.229751,7.3585653,,273.1866,0.48054683,-12.517193,27.329506,100.0,7.1887565,-13.346992,22300,1.6480942,-12.277525,-44.79137,100
[-0.945 -0.483 -0.052 -0.478 -0.938],13417.263337135315,99.0,,224,-30.560702114183428,0.76069576,99.507,0.00074122613,488.0,5774228,53.934757,27.84912,20.3546,-11.077148,5.5947137,,217.9301,0.48040235,-12.005272,36.28423,100.0,6.524048,-12.748935,22400,1.2823421,-12.029104,-24.514734,100
[-0.949 -0.479 -0.047 -0.485 -0.939],13558.562404155731,99.0,,225,-29.96174983645837,0.8946768,4.422999,0.022718983,485.68,5822796,65.5569,1.0808884,2.2284064,-11.027137,6.831549,,5.558755,0.48044816,-11.479347,15.659192,100.0,6.7383103,-12.208434,22500,1.0425042,-11.809684,-33.602947,100
[-0.949 -0.478 -0.045 -0.489 -0.939],13692.252346277237,99.0,,226,-43.405581286223715,0.7762699,252.15442,0.0004913013,455.55,5868351,62.731037,72.64556,44.010487,-11.152003,1.5623027,,659.2339,0.47901988,-13.715425,36.10287,100.0,8.02868,-14.771653,22600,1.7405899,-12.689488,-41.59266,100
[-0.954 -0.478 -0.044 -0.479 -0.94 ],13833.410394906998,99.0,,227,-30.627614170573082,0.8392562,61.83137,0.00076552643,485.4,5916891,38.100464,22.932318,13.189862,-10.575994,6.459056,,302.2793,0.48195016,-11.776785,41.531013,100.0,6.8223605,-12.522075,22700,1.2918618,-11.485706,-51.361702,100
[-0.952 -0.471 -0.052 -0.473 -0.937],13983.074080228806,99.0,,228,-28.600331248327787,0.55117077,1363.8492,4.3826592e-05,490.01,5965892,60.215187,415.18246,188.93466,-8.660256,8.734565,,6625.2104,0.48268673,-10.9569845,15.318819,100.0,7.097682,-11.652944,22800,0.8768953,-9.801402,-26.893911,100
[-0.967 -0.458 -0.048 -0.464 -0.936],14131.470155000687,99.0,,229,-30.21718345833991,0.74800986,1491.1484,3.4239056e-05,490.04,6014896,80.3917,512.671,178.30527,-10.173852,13.162185,,6541.82,0.48219457,-11.681665,33.339954,100.0,7.0707717,-12.416966,22900,1.3681462,-11.317024,-37.991753,100
[-0.964 -0.461 -0.058 -0.462 -0.937],14277.060141801834,99.0,,230,-29.14404918113329,3.3479912,3708723.8,1.4440793e-07,492.9,6064186,47242.066,2138482.0,195522.19,10.541526,9.614682,,94424380.0,0.48626524,-12.268812,3341.9485,100.0,7.1414685,-12.978001,23000,53.850746,3.904716,-39.22522,100
[-0.935 -0.471 -0.045 -0.467 -0.933],14427.48320031166,99.0,,231,-24.338317556926572,0.86305827,5297.2114,4.271826e-06,497.16,6113902,45.560368,1937.8706,574.2184,-8.595551,8.66239,,32724.576,0.49757484,-10.594029,110.3681,100.0,6.350965,-11.186277,23100,3.410824,-9.690367,-24.966375,100
[-0.918 -0.477 -0.039 -0.48  -0.921],14572.467708826065,99.0,,232,-31.65808459195889,0.66464764,2536.8535,1.3494296e-05,476.93,6161595,64.10521,1292.1583,280.9273,-8.648204,11.000684,,21467.709,0.49676546,-11.108908,28.05346,100.0,6.8452697,-11.879273,23200,1.2171365,-9.949382,-31.688417,100
[-0.919 -0.477 -0.028 -0.478 -0.922],14717.58362364769,99.0,,233,-28.908994070776707,0.88497347,86250.25,1.040292e-07,491.83,6210778,2347.6165,20678.541,7261.0215,-7.6112657,14.628653,,407234.25,0.5053751,-12.6774435,72.85455,100.0,6.262637,-13.380914,23300,3.52683,-10.223541,-36.248444,100
[-0.916 -0.486 -0.029 -0.468 -0.914],14890.861033678055,,1.0016954,234,-25.402560234543134,1.6059839,475931.28,3.5611845e-07,500.0,6260778,4481.2676,231816.25,34676.12,-2.9962091,10.29484,,6257039.0,0.5048076,-11.266801,397.945,1.0,6.2857733,-11.884947,23400,10.423615,-6.2649136,-29.918541,100
[-0.917 -0.49  -0.042 -0.473 -0.914],15064.61783862114,99.0,,235,-24.954067524590094,1.082234,6.672814,0.00501384,499.55,6310733,48.825916,1.798274,2.764441,-11.071318,6.445888,,12.72916,0.50050354,-11.542327,81.13434,100.0,6.5234013,-12.149557,23500,2.8336465,-11.724147,-30.011478,100
[-0.915 -0.49  -0.037 -0.478 -0.918],15234.4823513031,99.0,,236,-24.329055976533073,0.9999834,0.99994105,0.9988184,496.21,6360354,49.800922,0.0867305,0.99241513,-11.733834,3.2597828,,0.9999999,0.50050354,-11.733903,1.0012958,100.0,7.0216856,-12.325924,23600,0.00026021822,-12.325854,-44.32876,100
[-0.915 -0.49  -0.037 -0.478 -0.918],15401.66219997406,99.0,,237,-26.6687556307303,0.86503655,2316.287,2.2095857e-05,493.69,6409723,134.91267,551.31476,291.1312,-9.2978945,10.92848,,5293.788,0.5001802,-11.525326,112.64392,100.0,7.5112104,-12.174282,23700,2.7417634,-10.480139,-30.079094,100
[-0.916 -0.484 -0.037 -0.488 -0.919],15549.469144821167,99.0,,238,-40.015834198926775,0.5875797,4035.7983,4.5189367e-06,440.43,6453766,235.47919,1279.3246,454.288,-8.63485,13.719893,,27592.988,0.4946239,-13.360849,35.676476,100.0,9.408618,-14.334592,23800,1.7827947,-10.656292,-46.11541,100
[-0.915 -0.49  -0.032 -0.479 -0.924],15726.255951166153,99.0,,239,-26.19068522292966,0.9420553,1.572654,0.14309524,497.95,6503561,35.87225,0.18690008,1.2573539,-11.873242,6.905397,,1.7205019,0.49456722,-12.172437,7.5309505,100.0,6.2551665,-12.80976,23900,0.56374514,-12.524359,-32.66244,100
[-0.915 -0.488 -0.033 -0.481 -0.924],15887.854569673538,99.0,,240,-25.324896748982805,0.8909517,1268.2184,5.3798085e-05,486.54,6552215,71.04075,462.90417,157.61952,-8.960147,7.358174,,7904.7173,0.49504024,-11.011784,17.85341,100.0,7.3735814,-11.628038,24000,1.4434396,-9.925901,-44.485527,100
[-0.909 -0.494 -0.042 -0.482 -0.924],16052.894141197205,99.0,,241,-24.725506864743966,0.8475838,399.43484,0.0001616909,493.16,6601531,72.524475,161.67513,58.93124,-9.909557,13.188304,,2175.3484,0.4941244,-10.469643,31.941856,100.0,7.1954145,-11.071311,24100,1.6974442,-10.747932,-30.144827,100
[-0.91  -0.497 -0.033 -0.48  -0.925],16222.309445142746,99.0,,242,-21.552724079133377,0.88650596,9925.47,2.3248454e-06,496.62,6651193,296.96838,3191.1904,1027.8315,-8.870178,24.790276,,54858.47,0.5021335,-11.044547,56.45417,100.0,6.9780784,-11.56901,24200,2.7348385,-9.996882,-31.916676,100
[-0.901 -0.515 -0.026 -0.481 -0.917],16401.07271671295,,1.0000007,243,-23.559770214417295,0.7811124,582.5143,7.92663e-05,500.0,6701193,74.891945,250.94627,86.38962,-10.490278,12.037491,,4851.959,0.50178397,-11.82662,32.05232,1.0,6.0695195,-12.399921,24300,1.4174954,-11.305804,-27.390678,100
[-0.893 -0.523 -0.019 -0.495 -0.917],16571.110101938248,99.0,1.0002072,244,-23.47715640436023,0.8026046,4282.6167,2.7930902e-05,500.0,6751193,406.77325,1188.4314,498.5675,-8.913468,8.263339,,19557.555,0.51189965,-11.271036,59.28272,100.0,6.839805,-11.842328,24400,2.3552299,-9.963869,-28.7071,100
[-0.912 -0.505 -0.017 -0.49  -0.907],16743.146284341812,99.0,,245,-24.567820172976823,0.9108019,170.43228,0.000102428545,488.08,6800001,74.13359,67.051476,29.391565,-10.0029125,7.2792473,,713.7711,0.511049,-10.959443,28.905546,100.0,7.723875,-11.557275,24500,1.7138724,-10.783225,-38.56368,100
[-0.911 -0.51  -0.008 -0.49  -0.908],16914.110501289368,99.0,,246,-24.897232087181713,1.0064466,21.728783,0.0025085104,495.88,6849589,78.05917,7.4217167,6.097557,-10.945378,8.953478,,60.79414,0.5103323,-11.489623,37.89897,100.0,6.3603816,-12.09547,24600,1.7357535,-11.640369,-23.899082,100
