InitialReturnMean,MeanEntropy,ReturnStepMax,ReturnStepMaxmin,MaxIW,MeanIW,ReturnMeanIW,StdIW,MaxD2w0t,EpLenMean,InitialReturnMax,InitialReturnMin,TimeElapsed,J_sample_variance,EpisodesSoFar,TimestepsSoFar,Iteration,InitialBound,Weights,StdD2w0t,MinIW,EmpiricalD2,Bound,EpRewMean,InitialReturnStd,EpThisIter,MinD2w0t,MeanD2w0t
-181.678,1.44726,298.56024,298.56024,6.280842,0.6905986,-15218.614,0.7301598,15.488699,45.73,-156.04872,-198.56024,8.307747840881348,145793860.0,100,4573,1,-21983.406,[-0.365 -0.68  -0.484 -0.253  0.   ],0.8520064,0.024049059,6.2857804,-19159.041,-121.62483749719935,8.854463,100,,0.22214006
-180.29382,1.4375836,297.46112,297.46112,7.8397202,0.70372117,-15839.418,0.7649384,21.323315,51.84,-144.92986,-197.46114,24.708125352859497,139848820.0,200,9757,2,-21950.674,[-0.405 -0.713 -0.467 -0.24   0.028],0.84411067,0.033242587,5.256274,-20020.492,-125.6235774907273,9.175067,100,,0.22948965
-174.52036,1.3472998,296.75,296.75,6.9160376,0.51778954,-12953.416,0.6209315,28.655148,64.09,-149.33723,-196.74998,43.39012122154236,118666590.0,300,16166,3,-21912.582,[-0.45  -0.71  -0.433 -0.235  0.019],1.6104224,0.003213926,7.8575435,-17579.43,-127.54886378884396,10.255723,100,,0.4484909
-171.16486,1.3948987,292.28882,292.28882,6.049977,0.6382286,-13633.636,0.7210083,22.920345,70.09,-147.1371,-192.28882,63.57994246482849,94060390.0,400,23175,4,-21447.42,[-0.449 -0.788 -0.44  -0.221 -0.072],1.3364309,0.018767804,7.335043,-17896.621,-131.1782708077461,9.892206,100,,0.42257324
