EpRewMean,ReturnMeanIW,ReturnStepMax,ReturnStepMaxmin,MeanIW,StdIW,MeanEntropy,InitialReturnStd,Iteration,MaxD2w0t,TimestepsSoFar,EpLenMean,InitialReturnMean,InitialBound,MinD2w0t,TimeElapsed,EpThisIter,MeanD2w0t,Bound,EpisodesSoFar,StdD2w0t,MinIW,InitialReturnMin,MaxIW,InitialReturnMax,J_sample_variance,Weights,EmpiricalD2
-106.92744914961777,-76.549805,100.0,99.0,0.9950378,0.021133872,1.3984643,13.16088,81,1.0008035,293071,37.86,-76.937126,-1172.5449,,829.816862821579,100,0.075739965,-1172.3386,8100,0.2646206,0.94355226,-95.483795,1.0755789,-38.218456,170.73827,[-0.567 -1.115 -0.815 -1.056 -0.022],1.0003902
-107.22782371073919,-78.125534,100.0,99.00001,0.997321,0.015336823,1.3994069,13.590823,82,1.0007071,296705,36.34,-78.298676,-1165.8114,,841.2055969238281,100,0.072688274,-1165.7203,8200,0.25963575,0.955083,-95.599106,1.0495893,-39.68677,188.69655,[-0.567 -1.116 -0.816 -1.056 -0.02 ],1.0002615
-106.92273292831649,-76.39727,100.0,99.00003,0.998022,0.011749826,1.3994371,14.315284,83,1.0006223,300561,38.56,-76.54597,-1164.0587,,852.1278400421143,100,0.077125244,-1163.9633,8300,0.26680374,0.9656158,-95.718445,1.0326109,-35.33528,205.1108,[-0.57  -1.116 -0.816 -1.056 -0.02 ],1.0001704
-106.8114698779072,-78.588776,100.0,99.00002,0.99831337,0.009250868,1.3988075,13.573092,84,1.000283,304090,35.29,-78.693436,-1188.9354,,862.9395296573639,100,0.07058558,-1188.8839,8400,0.25614098,0.9696894,-96.20699,1.0249141,-17.898453,188.11714,[-0.571 -1.116 -0.816 -1.055 -0.019],1.000112
-107.08679618529395,-81.95735,100.0,99.00002,0.99759525,0.016192667,1.3973478,11.651892,85,1.0005031,307142,30.52,-82.15775,-1134.7146,,871.8493905067444,100,0.061048076,-1134.6083,8500,0.23942924,0.949089,-94.83583,1.0385057,-53.426926,138.01823,[-0.573 -1.115 -0.817 -1.055 -0.02 ],1.0002396
-106.37917881881408,-79.20291,100.0,99.000015,0.9988122,0.010854331,1.3973466,14.793629,86,1.0003593,310559,34.17,-79.286896,-1204.3015,,881.9275994300842,100,0.06834348,-1204.2563,8600,0.25233868,0.9712161,-96.64956,1.0287749,-9.896349,221.96817,[-0.573 -1.116 -0.817 -1.055 -0.022],1.0001631
-107.23503440698627,-76.68382,100.0,99.00001,0.99713045,0.013264882,1.3968563,12.884813,87,1.0004193,314411,38.52,-76.8461,-1161.5352,,891.5222220420837,100,0.07704958,-1161.452,8700,0.2666974,0.95666826,-95.48168,1.0327256,-45.116272,172.24304,[-0.574 -1.116 -0.817 -1.055 -0.022],1.0001993
-106.98806181902661,-79.99864,100.0,99.0,0.99764264,0.012898233,1.3963702,14.212371,88,1.000374,317805,33.94,-80.158035,-1236.807,,902.7282900810242,100,0.067885935,-1236.7083,8800,0.25156122,0.95313793,-96.054565,1.0447879,-11.701166,206.68494,[-0.575 -1.115 -0.818 -1.054 -0.022],1.0001422
-106.88917937409744,-80.10232,100.0,99.0,0.99602985,0.017432058,1.3979851,12.022508,89,1.0007312,321095,32.9,-80.405426,-1170.678,,914.050035238266,100,0.0658124,-1170.5192,8900,0.24798249,0.9596595,-95.91632,1.0469157,-42.477047,148.86246,[-0.577 -1.115 -0.818 -1.053 -0.023],1.0003487
-105.93938425452006,-76.623695,100.0,99.000015,0.99653655,0.014900697,1.3968511,15.373264,90,1.0004735,324817,37.22,-76.83155,-1212.8162,,924.9084138870239,100,0.07444922,-1212.7118,9000,0.26252362,0.9493552,-95.39516,1.0334473,-24.092281,242.1696,[-0.577 -1.116 -0.818 -1.053 -0.021],1.0001755
-106.10892235603083,-74.82848,100.0,99.0,0.9795565,0.048274964,1.3960475,13.930482,91,1.0060112,328635,38.18,-76.23576,-1169.2062,,936.6200513839722,100,0.07643067,-1168.4702,9100,0.2658117,0.7728936,-94.90177,1.0948203,-43.477985,219.65233,[-0.577 -1.115 -0.817 -1.053 -0.022],1.0031904
-108.01383098053194,-79.50629,100.0,99.00001,0.9983768,0.011826645,1.3968549,12.912408,92,1.0003682,332164,35.29,-79.65038,-1145.9634,,946.9773170948029,100,0.0705865,-1145.8811,9200,0.25614366,0.9736274,-96.04148,1.0343188,-45.7621,166.22598,[-0.572 -1.114 -0.816 -1.054 -0.023],1.000177
-106.17088615601956,-73.49538,100.0,99.0,0.9948008,0.018947884,1.3974555,15.72777,93,1.0007815,336396,42.32,-73.83351,-1213.167,,960.2224748134613,100,0.08466334,-1213.001,9300,0.27842736,0.9378122,-95.508316,1.0461391,-5.6431274,248.77357,[-0.573 -1.115 -0.817 -1.054 -0.022],1.0004306
-107.29325534430926,-78.77725,100.0,99.0,0.9971756,0.015578532,1.3961188,13.5868,94,1.0004747,339933,35.37,-78.98254,-1166.4952,,970.3181624412537,100,0.07075065,-1166.3899,9400,0.25642726,0.9411585,-95.269356,1.0339944,-24.412594,189.18353,[-0.574 -1.115 -0.818 -1.055 -0.022],1.0002184
-107.47103603058207,-77.63003,100.0,99.00001,0.99610096,0.02814211,1.3968513,12.579582,95,1.0011752,343633,37.0,-77.98292,-1168.2555,,981.5605618953705,100,0.07401608,-1168.0673,9500,0.2618385,0.9092132,-94.92225,1.0937942,-41.741898,155.6014,[-0.575 -1.115 -0.819 -1.055 -0.023],1.0006198
-106.27370455351877,-78.298004,100.0,99.0,0.99691045,0.014804002,1.3959649,14.21952,96,1.0005696,347130,34.97,-78.53957,-1160.3396,,993.0723164081573,100,0.06995252,-1160.2166,9600,0.25508502,0.9355211,-96.1888,1.0376147,-27.120232,202.22919,[-0.577 -1.116 -0.82  -1.055 -0.022],1.0002186
-106.89680586876182,-76.325836,100.0,99.0,0.9996352,0.0059439624,1.3959392,13.439292,97,1.0000756,350987,38.57,-76.351654,-1139.3458,,1003.7365612983704,100,0.077141345,-1139.3308,9700,0.26681846,0.98110825,-95.18054,1.01511,-36.048332,182.45502,[-0.576 -1.116 -0.819 -1.055 -0.023],1.0000367
-107.02447030330515,-78.8444,100.0,99.0,0.9985017,0.008217232,1.3968565,13.600995,98,1.0002227,354510,35.23,-78.95188,-1197.9148,,1013.4529721736908,100,0.0704645,-1197.8577,9800,0.25593966,0.9778412,-96.61117,1.0229105,-24.462427,187.72072,[-0.576 -1.116 -0.819 -1.056 -0.023],1.000095
-107.16121731298425,-77.84512,100.0,99.00001,0.99426866,0.021392612,1.3951352,13.229832,99,1.0010579,358128,36.18,-78.22156,-1168.4941,,1024.037920475006,100,0.07237805,-1168.301,9900,0.2591532,0.92213815,-95.30315,1.0387987,-24.815517,185.2742,[-0.577 -1.116 -0.819 -1.055 -0.022],1.0004408
-106.20296606593865,-78.57814,100.0,99.0,0.9986578,0.011510351,1.3955077,15.073279,100,1.0003235,361611,34.83,-78.70653,-1163.3956,,1036.1230669021606,100,0.069666624,-1163.3287,10000,0.2545955,0.96031094,-95.19877,1.039068,-27.129686,225.47675,[-0.577 -1.115 -0.819 -1.055 -0.024],1.0001281
-107.42546910008184,-78.98511,100.0,99.000015,0.99505615,0.017632324,1.3965919,13.980934,101,1.0009037,365136,35.25,-79.31625,-1169.5889,,1046.99560713768,100,0.07051746,-1169.4207,10100,0.256054,0.9474993,-95.33439,1.0532441,-25.373512,204.40001,[-0.576 -1.115 -0.818 -1.055 -0.023],1.0004042
-107.57012131060748,-79.94097,100.0,99.00016,0.9981905,0.010100148,1.3954858,11.649489,102,1.0003594,368528,33.92,-80.061806,-1139.6582,,1057.9510762691498,100,0.06784591,-1139.5967,10200,0.251499,0.967499,-94.828224,1.0256304,-50.752163,137.66692,[-0.576 -1.116 -0.819 -1.056 -0.022],1.0001453
-106.12722501765569,-77.79565,100.0,99.000015,0.994213,0.024594616,1.3960475,14.074335,103,1.0016276,372044,35.16,-78.171074,-1183.7523,,1067.7837512493134,100,0.07033737,-1183.5425,10300,0.2557436,0.92411935,-96.95216,1.0622102,-25.058367,208.07396,[-0.577 -1.115 -0.819 -1.056 -0.024],1.0005757
-107.16143103645682,-77.38042,100.0,99.0,0.99893063,0.014211233,1.395966,12.474793,104,1.0003599,375763,37.19,-77.4715,-1153.2905,,1080.1951591968536,100,0.0743845,-1153.2451,10400,0.26240024,0.9592891,-95.18672,1.0385967,-46.031914,156.97069,[-0.58  -1.116 -0.821 -1.055 -0.023],1.0001968
-104.86212695621757,-76.53848,100.0,99.00001,0.9975926,0.009485497,1.396054,15.135842,105,1.0004107,379361,35.98,-76.68037,-1186.9224,,1091.2488515377045,100,0.07196589,-1186.8474,10500,0.25844648,0.96399105,-97.283035,1.0269159,-34.987144,234.4394,[-0.581 -1.117 -0.821 -1.055 -0.023],1.000119
-105.99058305005502,-76.13169,100.0,99.00006,0.9988375,0.011766256,1.3955023,14.584743,106,1.0002378,383137,37.76,-76.24511,-1176.9519,,1102.1798751354218,100,0.07552578,-1176.8877,10600,0.2642527,0.96813554,-94.35314,1.0346206,-18.779055,212.93845,[-0.582 -1.116 -0.821 -1.055 -0.023],1.0001123
-106.96448289456717,-78.741066,100.0,99.0,0.9997297,0.0056529623,1.39588,12.947112,107,1.0000521,386661,35.24,-78.76377,-1145.0768,,1112.9385368824005,100,0.0704812,-1145.0652,10700,0.25596628,0.9877309,-94.74284,1.0177153,-47.622288,169.389,[-0.583 -1.117 -0.822 -1.055 -0.023],1.000028
-108.12928681119267,-79.013535,100.0,99.0,0.99432844,0.0221823,1.3945317,11.961773,108,1.0013847,390221,35.6,-79.41214,-1158.2562,,1121.5829100608826,100,0.07121791,-1158.0413,10800,0.25721607,0.92486435,-94.82788,1.0664818,-42.99722,151.14232,[-0.583 -1.116 -0.822 -1.055 -0.023],1.0006794
-106.76088734035844,-77.82097,100.0,99.000015,0.9996145,0.0037510418,1.3945241,13.440455,109,1.0000426,393849,36.28,-77.84415,-1190.3395,,1132.8573458194733,100,0.072561175,-1190.3281,10900,0.25942641,0.98710656,-92.68977,1.0111879,-32.222214,182.71806,[-0.581 -1.117 -0.821 -1.056 -0.024],1.0000186
-108.1424802397198,-79.7973,100.0,99.0,0.99772346,0.011302811,1.3935562,11.881887,110,1.0003091,397331,34.82,-79.942,-1161.7421,,1141.5274698734283,100,0.069645315,-1161.657,11000,0.2545619,0.96414405,-95.4567,1.0198041,-43.48401,147.59116,[-0.58  -1.117 -0.821 -1.056 -0.024],1.0001113
-106.62554286471708,-77.0888,100.0,99.0,0.99736685,0.013806806,1.3930303,14.594028,111,1.0002701,401076,37.45,-77.24838,-1172.8562,,1151.9886655807495,100,0.07490924,-1172.7736,11100,0.2632664,0.95661724,-97.69221,1.0411788,-39.951576,220.70015,[-0.579 -1.117 -0.821 -1.056 -0.025],1.0001482
-107.39501460468814,-78.33712,100.0,99.000084,0.99780595,0.013156898,1.3935533,13.605483,112,1.0004869,404705,36.29,-78.49411,-1168.7667,,1163.2193403244019,100,0.0725875,-1168.6838,11200,0.25947857,0.96085614,-95.90948,1.0297021,-39.93231,188.84882,[-0.579 -1.117 -0.822 -1.056 -0.026],1.0002037
-105.72260663362812,-77.28139,100.0,99.00004,0.99263877,0.03037279,1.3935475,15.641281,113,1.0023031,408270,35.65,-77.78621,-1180.9576,,1174.3576834201813,100,0.07131745,-1180.649,11300,0.25739297,0.88974476,-96.52051,1.1261333,-22.353111,256.11313,[-0.58  -1.119 -0.823 -1.056 -0.025],1.0007817
-106.6825610994638,-77.723946,100.0,99.00001,0.9979464,0.013836259,1.3925722,14.251259,114,1.0003635,411928,36.58,-77.859825,-1165.3726,,1185.1924452781677,100,0.07316688,-1165.3009,11400,0.26041588,0.9439239,-95.74488,1.026702,-25.419233,207.97372,[-0.576 -1.119 -0.822 -1.057 -0.025],1.000144
-108.67087673448877,-79.513565,100.0,99.00004,0.9953165,0.01484297,1.3922278,11.848036,115,1.0010775,415485,35.57,-79.8518,-1142.846,,1195.779043674469,100,0.07115675,-1142.6729,11500,0.2571231,0.94161093,-95.24235,1.0322107,-45.659786,143.20668,[-0.576 -1.118 -0.821 -1.057 -0.026],1.0003333
-106.06263646968104,-73.87553,100.0,99.0,0.9934485,0.03158587,1.3930106,14.704407,116,1.0017229,419602,41.17,-74.30006,-1164.5726,,1207.2479512691498,100,0.08236514,-1164.3511,11600,0.2749612,0.90849674,-96.03722,1.0989038,-40.658676,235.56331,[-0.575 -1.12  -0.821 -1.059 -0.027],1.001075
-106.86544951637318,-76.45816,100.0,99.0,0.99421763,0.019068353,1.3950764,13.557748,117,1.001045,423381,37.79,-76.88974,-1187.1317,,1218.1771037578583,100,0.07560161,-1186.915,11700,0.2643973,0.95015204,-94.442215,1.0586786,-17.052061,185.85129,[-0.578 -1.12  -0.822 -1.058 -0.026],1.000535
-106.80878690086625,-77.5191,100.0,99.000015,0.99761313,0.016895175,1.3939277,13.616958,118,1.0005826,427042,36.61,-77.72066,-1162.4098,,1229.1478786468506,100,0.073231146,-1162.311,11800,0.26053917,0.9523581,-94.51054,1.0440592,-24.912228,184.29735,[-0.578 -1.121 -0.822 -1.058 -0.024],1.0002863
-104.86909269141557,-75.983185,100.0,99.000015,0.9978636,0.015487759,1.3941596,16.507332,119,1.0009387,430761,37.19,-76.162445,-1179.3339,,1239.9634101390839,100,0.07438799,-1179.2395,11900,0.26241234,0.95776683,-95.35296,1.0458238,-27.883585,271.28293,[-0.578 -1.122 -0.822 -1.058 -0.025],1.0002837
-106.97541624751187,-77.96797,100.0,99.00001,0.9955425,0.021531822,1.3929298,13.748476,120,1.000974,434335,35.74,-78.34596,-1147.9015,,1252.1614072322845,100,0.07149864,-1147.7057,12000,0.25770265,0.9278572,-96.167465,1.0571842,-35.25531,183.69849,[-0.58  -1.122 -0.822 -1.058 -0.025],1.0004826
-106.4791464585574,-77.97108,100.0,99.0,0.99285436,0.020840999,1.3917097,14.4332075,121,1.0016216,437878,35.43,-78.464935,-1176.6511,,1263.9622418880463,100,0.07088222,-1176.3627,12100,0.25667733,0.9368349,-95.26296,1.0610145,-31.196823,221.65984,[-0.58  -1.124 -0.823 -1.058 -0.026],1.0005641
-107.17270282605197,-78.39555,100.0,99.000435,0.99832124,0.01008208,1.3925565,12.834697,122,1.0002041,441472,35.94,-78.49363,-1181.665,,1275.3447546958923,100,0.07188528,-1181.615,12200,0.25830343,0.9674187,-95.50963,1.0312624,-35.89743,168.6595,[-0.577 -1.123 -0.821 -1.059 -0.027],1.0000935
-105.37936794864521,-75.99116,100.0,99.0,0.99854296,0.009687549,1.3920326,16.099419,123,1.000335,445254,37.82,-76.09459,-1190.7938,,1284.4218151569366,100,0.07564499,-1190.7406,12300,0.26444966,0.9605868,-95.95815,1.026555,-21.883085,260.68765,[-0.578 -1.123 -0.822 -1.059 -0.026],1.0001091
-108.7667830421314,-78.424095,100.0,99.00004,0.99482,0.025324523,1.3926661,12.360335,124,1.0011327,448973,37.19,-78.791725,-1184.373,,1294.3352916240692,100,0.074397825,-1184.1838,12400,0.2624446,0.9368658,-97.117935,1.0658301,-34.616055,160.38174,[-0.579 -1.123 -0.822 -1.059 -0.027],1.0006791
-108.19884878151673,-78.5844,100.0,99.0,0.9987175,0.0123697,1.3935533,14.166089,125,1.0002327,452696,37.23,-78.671555,-1186.6093,,1304.42778134346,100,0.074464455,-1186.5659,12500,0.26253745,0.9652468,-97.71768,1.0291667,-35.30675,205.95857,[-0.578 -1.124 -0.823 -1.06  -0.026],1.0001167
-106.62140129774612,-77.62824,100.0,99.0,0.99590844,0.020651365,1.3921256,14.784147,126,1.000717,456344,36.48,-77.89564,-1147.4512,,1314.0483469963074,100,0.07297524,-1147.3142,12600,0.26013625,0.93168557,-94.83158,1.037468,-31.239016,226.64253,[-0.578 -1.124 -0.823 -1.059 -0.025],1.0003201
-107.77609695385827,-78.55654,100.0,99.0,0.999338,0.0059081973,1.3920542,13.363653,127,1.0001168,460003,36.59,-78.60405,-1157.4481,,1323.7513689994812,100,0.073182434,-1157.4213,12700,0.26043046,0.9821192,-95.55699,1.0164313,-35.9393,180.92325,[-0.579 -1.124 -0.824 -1.059 -0.027],1.0000411
-105.2397326193128,-74.67211,100.0,99.00002,0.9977014,0.012138419,1.3916895,16.335907,128,1.0002291,463968,39.65,-74.79172,-1210.7764,,1334.6021935939789,100,0.07930674,-1210.7163,12800,0.2702254,0.95375466,-95.69461,1.0318612,-19.009434,273.6359,[-0.578 -1.124 -0.823 -1.059 -0.027],1.0001192
-107.29043762323322,-79.23147,100.0,99.0,0.99877924,0.010644434,1.3917166,14.152191,129,1.0002612,467489,35.21,-79.32164,-1202.3634,,1343.4989342689514,100,0.07042361,-1202.3159,12900,0.2558777,0.9700788,-94.68629,1.0489066,-27.714725,202.75977,[-0.578 -1.124 -0.823 -1.058 -0.027],1.0001162
-106.91032767819051,-78.836426,100.0,99.000015,0.9975394,0.019767119,1.3925494,14.31604,130,1.0007674,470981,34.92,-79.06591,-1189.3079,,1351.186095714569,100,0.06985055,-1189.1917,13000,0.25492123,0.95573854,-95.91315,1.0818652,-25.247677,200.29861,[-0.578 -1.125 -0.823 -1.058 -0.027],1.0003725
-106.60259510115624,-75.552124,100.0,99.00002,0.9960121,0.01425467,1.3921186,12.694046,131,1.0008074,474897,39.16,-75.80013,-1173.9863,,1360.6966383457184,100,0.07833306,-1173.8468,13100,0.26871648,0.9475466,-96.03245,1.0335641,-40.852303,167.05429,[-0.578 -1.125 -0.823 -1.058 -0.026],1.0002658
-107.16980756765733,-75.92224,100.0,99.0,0.99900883,0.011123029,1.3922275,14.10681,132,1.0002788,478865,39.68,-76.01151,-1148.7351,,1371.1772499084473,100,0.07936532,-1148.6879,13200,0.27031088,0.9682947,-95.84958,1.0298878,-36.162315,200.61192,[-0.58  -1.124 -0.824 -1.057 -0.027],1.0001506
-106.47945870629565,-75.980034,100.0,99.0,0.99756044,0.013072289,1.3922328,15.392886,133,1.0008267,482719,38.54,-76.18948,-1163.7021,,1380.9550380706787,100,0.077088214,-1163.568,13300,0.26675022,0.9444462,-95.92868,1.0562694,-22.06254,236.97508,[-0.581 -1.124 -0.823 -1.057 -0.027],1.0002513
-107.31372658054666,-77.18973,100.0,99.00001,0.99339515,0.028729253,1.3926069,13.040216,134,1.0018423,486457,37.38,-77.68673,-1150.4104,,1392.6512019634247,100,0.074787624,-1150.1605,13400,0.26309752,0.8970773,-95.022064,1.0718075,-43.188824,170.33023,[-0.579 -1.126 -0.824 -1.058 -0.027],1.001041
-107.84159247682958,-79.427956,100.0,99.00007,0.9983381,0.013132626,1.3929285,13.047433,135,1.0004749,490011,35.54,-79.54664,-1204.5613,,1403.7879934310913,100,0.071085386,-1204.501,13500,0.25698474,0.964515,-96.01326,1.0341623,-26.81284,172.97293,[-0.577 -1.126 -0.824 -1.059 -0.026],1.0001836
-106.80201202155186,-78.31474,100.0,99.0,0.98971987,0.034985505,1.3902564,13.956244,136,1.002107,493497,34.86,-79.08492,-1151.8086,,1414.0230951309204,100,0.0697555,-1151.391,13600,0.25479624,0.86911345,-97.17955,1.0735654,-38.182007,209.50722,[-0.575 -1.126 -0.823 -1.06  -0.026],1.0010962
-106.9653194384019,-78.20089,100.0,99.00004,0.99832237,0.012972555,1.3897566,13.332268,137,1.0002325,497100,36.03,-78.286285,-1160.0863,,1425.155972480774,100,0.07206495,-1160.0438,13700,0.25859866,0.9531711,-95.51243,1.0272725,-33.76072,185.7426,[-0.577 -1.127 -0.824 -1.059 -0.029],1.000118
-105.82375183691788,-80.01554,100.0,99.0,0.9998582,0.0020992095,1.3897403,14.492627,138,1.0000155,500361,32.61,-80.02385,-1167.5365,,1433.4128336906433,100,0.06522018,-1167.5315,13800,0.24691004,0.99380857,-96.40345,1.0068734,-37.0077,212.38916,[-0.578 -1.127 -0.824 -1.06  -0.029],1.0000049
-107.26124542986288,-78.51512,100.0,99.0,0.9964089,0.020815546,1.3906235,12.951507,139,1.001085,503922,35.61,-78.78215,-1171.7526,,1442.3241612911224,100,0.071232624,-1171.6161,13900,0.25723612,0.9394388,-94.88233,1.07625,-39.102978,171.86865,[-0.577 -1.127 -0.824 -1.059 -0.029],1.0005369
-105.89432457514721,-78.20945,100.0,99.0,0.99477327,0.023639007,1.3896252,14.7501545,140,1.0015721,507399,34.77,-78.58594,-1216.2632,,1452.209418296814,100,0.06955541,-1216.0602,14000,0.25443593,0.9221895,-94.504585,1.0690254,-14.981466,221.88907,[-0.575 -1.127 -0.824 -1.06  -0.028],1.0006064
-108.48290279215715,-80.83535,100.0,99.000046,0.9971369,0.017074065,1.3885634,10.896613,141,1.000694,510752,33.53,-81.06272,-1133.6196,,1462.7249555587769,100,0.06707034,-1133.5046,14100,0.2501589,0.93291503,-95.407455,1.037384,-50.57851,117.97478,[-0.578 -1.127 -0.824 -1.059 -0.029],1.0002437
-105.2313372577983,-74.2788,100.0,99.0,0.99536794,0.024059726,1.3876938,17.39406,142,1.0010722,514796,40.44,-74.56531,-1191.4199,,1474.0562417507172,100,0.08089688,-1191.2771,14200,0.27269885,0.9207902,-95.164795,1.0625381,-14.028806,314.46863,[-0.576 -1.128 -0.824 -1.06  -0.03 ],1.0006412
-107.64745775799099,-76.23547,100.0,99.000015,0.99748373,0.018907072,1.386344,13.010504,143,1.0004343,518737,39.41,-76.426346,-1163.9391,,1484.0719718933105,100,0.07882966,-1163.8322,14300,0.26949617,0.9372024,-93.53316,1.0392826,-43.24989,171.56647,[-0.575 -1.128 -0.824 -1.06  -0.031],1.0002398
-107.53939715399264,-77.522095,100.0,99.000015,0.9972994,0.014719505,1.3857186,13.653778,144,1.0004364,522496,37.59,-77.73356,-1140.7277,,1495.6825122833252,100,0.075192966,-1140.619,14400,0.26372433,0.93626386,-94.897934,1.0423046,-32.06665,186.7102,[-0.576 -1.128 -0.824 -1.061 -0.033],1.000208
-106.58236531912327,-79.449234,100.0,99.000046,0.9917,0.03494698,1.3866912,11.789239,145,1.0024165,525764,32.68,-80.06136,-1149.617,,1505.5291810035706,100,0.06538712,-1149.2998,14500,0.24725796,0.8969336,-95.14213,1.0973225,-49.24689,148.1015,[-0.575 -1.128 -0.824 -1.061 -0.033],1.001237
-108.66763194277043,-77.66592,100.0,99.00035,0.997942,0.01294555,1.3852272,11.99504,146,1.0002874,529641,38.77,-77.79224,-1153.6113,,1515.5110142230988,100,0.07754693,-1153.5442,14600,0.26746792,0.9468556,-93.89301,1.0285267,-42.471935,149.73604,[-0.573 -1.129 -0.824 -1.063 -0.032],1.0001484
-106.75850481160609,-76.830185,100.0,99.0,0.9968136,0.014450125,1.3841575,13.897303,147,1.0006369,533406,37.65,-77.08536,-1149.809,,1524.5187215805054,100,0.07531596,-1149.682,14700,0.26393634,0.958188,-95.607025,1.0435673,-35.571644,194.61888,[-0.573 -1.129 -0.824 -1.062 -0.034],1.0002851
-106.13943854471329,-76.11681,100.0,99.0,0.99610484,0.022973962,1.383442,15.111744,148,1.0010846,537213,38.07,-76.420074,-1195.3829,,1535.4121775627136,100,0.07615496,-1195.2262,14800,0.26527214,0.94441986,-94.88984,1.0539191,-27.333502,232.02103,[-0.571 -1.13  -0.823 -1.063 -0.035],1.0005703
-105.97809099704533,-76.54871,100.0,99.00006,0.99624854,0.013035118,1.384679,15.227825,149,1.0006689,540951,37.38,-76.84195,-1189.3373,,1545.9361271858215,100,0.07477426,-1189.1831,14900,0.26304582,0.9595876,-94.26984,1.0369703,-31.351692,233.2857,[-0.572 -1.13  -0.823 -1.063 -0.035],1.0002699
-105.98387234242622,-78.98448,100.0,99.0,0.99703115,0.01837389,1.3852046,13.261116,150,1.0008751,544310,33.59,-79.2148,-1161.0149,,1555.8430516719818,100,0.06719075,-1160.8993,15000,0.2503766,0.9433956,-94.591515,1.0623399,-35.539062,178.20584,[-0.572 -1.132 -0.824 -1.064 -0.034],1.0004058
-104.400474450037,-76.18274,100.0,99.0,0.9993216,0.008663086,1.3853686,17.028618,151,1.000159,547965,36.55,-76.2442,-1223.3401,,1565.3368637561798,100,0.073103234,-1223.3065,15100,0.26030684,0.9772367,-96.65371,1.0275837,1.483118,292.29138,[-0.571 -1.131 -0.824 -1.064 -0.034],1.0000772
-106.39333139391914,-76.21575,100.0,99.0,0.99582326,0.019117963,1.3838122,14.334328,152,1.0006703,551781,38.16,-76.4757,-1191.1749,,1576.0271270275116,100,0.0763333,-1191.0437,15200,0.26555863,0.9220553,-94.2677,1.0498909,-30.405373,211.62361,[-0.572 -1.131 -0.824 -1.064 -0.034],1.0003543
-106.46276732694066,-76.39014,100.0,99.0,0.9907996,0.02774967,1.3813947,14.2307625,153,1.0014638,555540,37.59,-76.987366,-1205.8201,,1587.242424249649,100,0.075207345,-1205.5076,15300,0.26377162,0.9061892,-96.61749,1.0595453,-8.373145,215.43512,[-0.571 -1.131 -0.824 -1.065 -0.035],1.0007153
-106.6695292884583,-79.27917,100.0,99.00376,0.99569327,0.019466247,1.3814664,13.095052,154,1.0009109,558918,33.78,-79.63967,-1164.3287,,1598.4413313865662,100,0.06757405,-1164.1104,15400,0.25104773,0.9272382,-96.20293,1.0566508,-34.28534,170.49786,[-0.57  -1.131 -0.824 -1.065 -0.038],1.000328
-106.8334859186438,-78.3931,100.0,99.0,0.9988475,0.008406015,1.3808649,14.60542,155,1.0001668,562504,35.86,-78.46672,-1171.4371,,1609.2153160572052,100,0.07172351,-1171.3984,15500,0.25804365,0.9674398,-96.4799,1.0213952,-24.0078,214.90483,[-0.573 -1.132 -0.825 -1.066 -0.037],1.0000688
-106.54936010089406,-75.98757,100.0,99.00001,0.9938865,0.020897005,1.3792833,15.155723,156,1.000876,566398,38.94,-76.38814,-1191.0874,,1620.0090339183807,100,0.07790037,-1190.8749,15600,0.2680577,0.92467356,-94.19113,1.0475483,-29.501854,236.31714,[-0.572 -1.131 -0.825 -1.065 -0.038],1.0004032
-107.90911885990862,-79.338135,100.0,99.00013,0.99457735,0.01870931,1.3773946,11.17182,157,1.0011503,569858,34.6,-79.70509,-1124.8813,,1630.8053305149078,100,0.06921531,-1124.6724,15700,0.25385094,0.9454066,-95.17818,1.0377954,-46.541267,133.52315,[-0.572 -1.133 -0.826 -1.066 -0.04 ],1.0004649
-106.31798618276643,-76.81344,100.0,99.0,0.9962061,0.017649956,1.3764347,14.097305,158,1.00069,573567,37.09,-77.118675,-1167.3912,,1642.8205780982971,100,0.07419703,-1167.2382,15800,0.26211804,0.94577664,-94.245865,1.0355973,-40.451828,198.42657,[-0.57  -1.133 -0.826 -1.067 -0.042],1.0003015
-107.58749422241412,-77.28319,100.0,99.0,0.9968744,0.015861502,1.3779061,12.078816,159,1.0005901,577347,37.8,-77.48247,-1147.038,,1655.0121414661407,100,0.07561081,-1146.938,15900,0.26438862,0.95773095,-95.70084,1.0596098,-45.96785,150.77206,[-0.569 -1.134 -0.825 -1.068 -0.043],1.0002748
-106.58722557776467,-78.10992,100.0,99.00001,0.99773306,0.01524658,1.3768656,15.381936,160,1.0004957,580945,35.98,-78.32532,-1183.9066,,1665.1916041374207,100,0.071971126,-1183.7969,16000,0.2584642,0.9556657,-95.20538,1.0446784,-29.425304,237.47328,[-0.568 -1.134 -0.825 -1.068 -0.041],1.0002859
-107.63423016903818,-78.78571,100.0,99.0,0.9977086,0.014594645,1.3755128,12.270274,161,1.000491,584504,35.59,-78.956764,-1131.5137,,1675.8015365600586,100,0.07118815,-1131.4194,16100,0.25715172,0.9471271,-94.92713,1.039617,-39.011696,154.0909,[-0.568 -1.134 -0.826 -1.068 -0.042],1.0002275
