MaxD2w0t,MeanD2w0t,EmpiricalD2,ReturnMeanIW,InitialReturnMin,StdD2w0t,Weights,MeanIW,TimeElapsed,MinD2w0t,EpisodesSoFar,MinIW,ReturnStepMaxmin,EpRewMean,MaxIW,InitialReturnStd,EpLenMean,StdIW,Bound,InitialBound,J_sample_variance,InitialReturnMax,TimestepsSoFar,InitialReturnMean,Iteration,ReturnStepMax,MeanEntropy,EpThisIter
1.0003562,0.09225106,1.000222,-83.573,-98.14347,0.28940243,[-0.376 -0.68  -0.482 -0.257 -0.003],0.99701244,849.2285823822021,,7000,0.96175313,99.20896,-123.7354349243493,1.035518,8.393538,46.12,0.014681511,-1824.9729,-1825.1047,70.26731,-56.373432,321723,-83.82291,70,100.0,1.4165684,100
1.0005012,0.08886964,1.0001895,-81.98193,-96.69894,0.28457928,[-0.377 -0.681 -0.483 -0.257 -0.002],0.996635,860.0769245624542,,7100,0.9606887,99.155014,-120.25566395959473,1.0426834,7.254801,44.43,0.013476258,-1776.2145,-1776.3652,52.459385,-62.488373,326166,-82.24099,71,100.0,1.4166479,100
1.0003488,0.09162773,1.0001366,-81.48213,-97.760925,0.28850982,[-0.378 -0.679 -0.482 -0.257 -0.002],0.9963803,872.0031123161316,,7200,0.9538332,99.10164,-120.56565407198032,1.0208374,8.919477,45.81,0.010520527,-1883.0521,-1883.2201,81.6454,-49.82582,330747,-81.74849,72,100.0,1.416881,100
1.0002192,0.09098566,1.0000956,-81.635704,-98.22507,0.28759536,[-0.378 -0.681 -0.483 -0.257 -0.002],0.9978392,884.0213851928711,,7300,0.9757839,99.11559,-120.63607057765162,1.032138,8.61965,45.49,0.008710987,-1828.2769,-1828.3774,75.840385,-53.608883,335296,-81.80048,73,100.0,1.4173586,100
1.0002773,0.089407146,1.0001761,-81.60328,-93.89582,0.28534573,[-0.378 -0.679 -0.483 -0.257 -0.002],0.99737436,896.4261190891266,,7400,0.9678352,99.12835,-119.90371776781824,1.0346153,7.939529,44.7,0.013028153,-1822.9696,-1823.06,66.10852,-58.312763,339766,-81.77823,74,100.0,1.4180591,100
1.0009278,0.09211566,1.000531,-81.6603,-99.03433,0.28921425,[-0.378 -0.679 -0.483 -0.257 -0.001],0.9949193,909.501011133194,,7500,0.95460695,99.15212,-121.51412216836225,1.0603765,8.801465,46.05,0.020043394,-1823.1344,-1823.347,73.13078,-61.09914,344371,-82.06522,75,100.0,1.4189187,100
1.000165,0.09158338,1.0000657,-82.61716,-98.66423,0.2884472,[-3.805e-01 -6.800e-01 -4.834e-01 -2.564e-01 -8.628e-05],0.99910766,923.1577756404877,,7600,0.96877384,99.05941,-122.01325250216887,1.0195881,8.8919,45.79,0.008427314,-1844.3987,-1844.4534,76.632996,-54.69663,348950,-82.708244,76,100.0,1.4189438,100
1.0001051,0.0952623,1.0000521,-81.64211,-96.40683,0.29357567,[-3.814e-01 -6.809e-01 -4.840e-01 -2.566e-01 -1.457e-05],0.9992347,935.2561416625977,,7700,0.9812616,99.20299,-122.43025503484087,1.0181623,7.860469,47.63,0.0063520763,-1857.5712,-1857.5997,62.83407,-60.98395,353713,-81.698875,77,100.0,1.4193047,100
1.0002148,0.094805986,1.0001184,-81.410225,-96.303215,0.29296625,[-3.814e-01 -6.815e-01 -4.844e-01 -2.568e-01  3.154e-04],0.9981162,947.4891815185547,,7800,0.9754104,99.15298,-121.93999923874848,1.0300597,8.919089,47.4,0.00998914,-1878.9281,-1879.0027,80.31712,-53.4699,358453,-81.55592,78,100.0,1.4202865,100
1.000458,0.0910267,1.0001584,-81.94039,-96.83629,0.28767043,[-0.382 -0.681 -0.484 -0.257  0.001],0.9971696,958.0613253116608,,7900,0.962798,99.07329,-121.20117082231353,1.0382309,7.851008,45.51,0.011599218,-1879.4905,-1879.6039,62.263,-58.28433,363004,-82.15709,79,100.0,1.4200082,100
1.0002464,0.09090633,1.0001304,-81.5852,-97.64145,0.28749347,[-0.383 -0.68  -0.484 -0.257  0.001],0.9978725,969.8984043598175,,8000,0.96568555,99.19272,-120.58696335564197,1.0271949,7.4604626,45.45,0.011062905,-1822.9412,-1823.019,57.336437,-66.39978,367549,-81.73721,80,100.0,1.4199148,100
1.0004154,0.09180809,1.0002027,-80.968414,-97.78606,0.2887629,[-0.383 -0.68  -0.484 -0.257  0.001],0.99733454,982.0451729297638,,8100,0.9584689,99.087456,-120.11713066541343,1.0368593,7.9765587,45.9,0.013358717,-1805.692,-1805.7856,66.18453,-58.958183,372139,-81.15184,81,100.0,1.4202652,100
1.000458,0.095288895,1.0003021,-81.92833,-97.8454,0.29364023,[-0.383 -0.678 -0.484 -0.256  0.001],0.9966722,993.8366606235504,,8200,0.9518056,99.17479,-122.90880446891481,1.0363007,8.764092,47.64,0.016028745,-1817.8878,-1818.0118,80.226654,-60.336243,376903,-82.14993,82,100.0,1.4205394,100
1.0014206,0.093538284,1.0007749,-79.93114,-98.658966,0.29122022,[-0.382 -0.678 -0.483 -0.257  0.002],0.9918325,1005.5880818367004,,8300,0.9291179,99.16244,-120.14567169939009,1.0555577,8.604182,46.76,0.021935798,-1810.4817,-1810.8296,74.442055,-59.74172,381579,-80.51569,83,100.0,1.4209262,100
1.0002574,0.093566336,1.0001725,-81.17841,-97.18331,0.29123726,[-0.385 -0.678 -0.484 -0.256  0.002],0.99759203,1018.778840303421,,8400,0.9649021,99.188126,-121.0110604501544,1.0293602,8.757112,46.78,0.012133019,-1894.273,-1894.3529,78.538,-56.10353,386257,-81.335236,84,100.0,1.421347,100
1.0004067,0.091069356,1.000196,-81.898346,-96.8911,0.28773266,[-0.384 -0.678 -0.484 -0.257  0.002],0.99675876,1030.6906106472015,,8500,0.9534737,99.189644,-121.16152610035527,1.036922,8.30179,45.53,0.013496709,-1823.2917,-1823.428,70.30387,-60.02683,390810,-82.14618,85,100.0,1.4204745,100
1.0001068,0.09258321,1.0000558,-79.70268,-99.40566,0.28985712,[-0.385 -0.677 -0.483 -0.257  0.002],0.99891835,1044.954540014267,,8600,0.9856715,99.00003,-118.66486436465382,1.0197525,9.800686,46.29,0.006019323,-1864.5527,-1864.5946,96.970276,-42.20806,395439,-79.781204,86,100.0,1.4209051,100
1.0001352,0.09440438,1.0000768,-80.26164,-97.22265,0.29239658,[-0.385 -0.676 -0.483 -0.257  0.002],0.99889547,1058.1374108791351,,8700,0.96978617,99.05094,-120.06533729430241,1.0192487,9.842724,47.2,0.008626381,-1860.7137,-1860.7616,96.33132,-42.27337,400159,-80.353874,87,100.0,1.4208707,100
1.0002391,0.09142482,1.0001116,-81.780815,-97.56914,0.28822544,[-0.385 -0.677 -0.483 -0.257  0.002],0.99809396,1069.3576364517212,,8800,0.9641202,99.200676,-120.92563758784901,1.0306364,8.515966,45.71,0.010586415,-1828.4133,-1828.4899,75.00483,-59.014183,404730,-81.91293,88,100.0,1.4207863,100
1.0007515,0.0904711,1.0004069,-81.62038,-97.618484,0.28686765,[-0.385 -0.676 -0.482 -0.256  0.002],0.9960337,1082.0811517238617,,8900,0.9600109,99.2111,-120.60103717875546,1.056999,8.1815815,45.23,0.018307738,-1870.9006,-1871.0531,63.790466,-53.353085,409253,-81.93304,89,100.0,1.4204535,100
1.0002346,0.09120572,1.000137,-82.13488,-98.33911,0.28791982,[-0.386 -0.676 -0.482 -0.256  0.002],0.99819565,1094.5849134922028,,9000,0.97268355,99.12301,-121.23732555339276,1.0362947,8.895914,45.6,0.011209853,-1887.6155,-1887.7126,77.410805,-55.017063,413813,-82.30606,90,100.0,1.4204533,100
1.0001243,0.092462815,1.0000472,-80.3324,-98.64098,0.28967848,[-0.387 -0.677 -0.482 -0.256  0.002],0.99875766,1105.7265713214874,,9100,0.97279596,99.08758,-119.35397402541567,1.0133041,9.479445,46.23,0.0070812507,-1826.9403,-1826.9918,91.89422,-52.01263,418436,-80.41491,91,100.0,1.420288,100
1.0003743,0.09096963,1.0002214,-81.82034,-97.73398,0.2875776,[-0.387 -0.678 -0.483 -0.256  0.001],0.9967914,1118.259624004364,,9200,0.9439286,99.08352,-120.90092317066936,1.0274138,8.48032,45.48,0.013835033,-1862.3442,-1862.4601,74.44505,-62.60608,422984,-82.05234,92,100.0,1.4194925,100
1.0003089,0.093923464,1.0001285,-81.47785,-99.1257,0.29172787,[-3.872e-01 -6.777e-01 -4.834e-01 -2.563e-01  5.654e-04],0.99854124,1132.3009805679321,,9300,0.9678246,99.00008,-121.65607333318002,1.0307841,9.39877,46.96,0.01082191,-1894.5488,-1894.6149,89.00013,-39.571068,427680,-81.59718,93,100.0,1.4193738,100
1.0004464,0.095336415,1.0002706,-79.7839,-96.865456,0.29371285,[-3.881e-01 -6.770e-01 -4.833e-01 -2.560e-01  4.171e-04],0.9955297,1144.8964929580688,,9400,0.9525177,99.186,-120.39013818953359,1.032336,8.492195,47.66,0.014554486,-1873.2856,-1873.4708,69.27988,-58.036655,432446,-80.14052,94,100.0,1.4185153,100
1.0002176,0.091784745,1.0001016,-82.254814,-98.958015,0.2887279,[-3.874e-01 -6.776e-01 -4.827e-01 -2.563e-01 -4.137e-04],0.99832,1157.5156395435333,,9500,0.97046953,99.14769,-121.50669658999665,1.0290262,9.996097,45.89,0.01026031,-1867.1292,-1867.1958,99.92184,-53.466717,437035,-82.38242,95,100.0,1.4190525,100
1.0006138,0.09331289,1.0003487,-81.39111,-98.546646,0.29088825,[-3.874e-01 -6.782e-01 -4.828e-01 -2.561e-01  2.104e-04],0.9957184,1169.224573135376,,9600,0.94122404,99.01287,-121.45275243396422,1.0448561,8.724343,46.65,0.018114818,-1822.8215,-1822.9734,79.045,-52.844734,441700,-81.69155,96,100.0,1.4189185,100
1.000162,0.09440363,1.0000793,-81.11773,-99.235725,0.2923945,[-3.875e-01 -6.783e-01 -4.827e-01 -2.554e-01 -9.787e-05],0.998975,1180.369347333908,,9700,0.982509,99.19005,-121.29940385596896,1.0301366,8.279991,47.2,0.008196874,-1817.0178,-1817.0592,68.69183,-58.02085,446420,-81.19727,97,100.0,1.4193059,100
1.0005776,0.089573845,1.000324,-81.934586,-98.563,0.2855978,[-3.875e-01 -6.780e-01 -4.826e-01 -2.556e-01  3.333e-04],0.9958586,1193.971788406372,,9800,0.95329803,99.08903,-120.62017033541576,1.0436258,7.733749,44.78,0.01642903,-1812.3995,-1812.5558,62.055603,-59.703613,450898,-82.24199,98,100.0,1.4198096,100
1.0006522,0.09275244,1.0003847,-81.50081,-98.40544,0.29011068,[-0.387 -0.678 -0.482 -0.255  0.001],0.996493,1206.30770945549,,9900,0.96102464,99.10442,-121.25660236009305,1.0406829,9.421399,46.37,0.015841136,-1817.5082,-1817.6526,83.45977,-57.098957,455535,-81.790596,99,100.0,1.4203447,100
1.0002812,0.097386315,1.0001287,-79.76385,-97.37901,0.29649806,[-0.388 -0.678 -0.482 -0.255  0.001],0.99777365,1218.6177034378052,,10000,0.9585802,99.07054,-120.85145019359855,1.0326815,9.36663,48.69,0.012175648,-1851.1211,-1851.2148,88.912964,-47.523537,460404,-79.9251,100,100.0,1.420897,100
1.0002059,0.09232625,1.0001168,-81.18454,-97.56633,0.28949228,[-0.389 -0.678 -0.482 -0.255  0.002],0.997289,1231.2845911979675,,10100,0.9726642,99.000015,-120.59820237279062,1.0361025,8.864836,46.16,0.010734227,-1886.6672,-1886.801,79.60578,-39.369434,465020,-81.39436,101,100.0,1.4217839,100
1.0000848,0.09578276,1.0000457,-80.793076,-98.37936,0.29430154,[-0.388 -0.677 -0.482 -0.255  0.003],0.998993,1244.184041261673,,10200,0.9799827,99.22452,-121.36049234766838,1.0146832,9.098035,47.89,0.0069415835,-1878.2703,-1878.3013,84.21773,-58.316032,469809,-80.854515,102,100.0,1.4214475,100
1.0003453,0.09738738,1.0001811,-79.77684,-97.69902,0.29650134,[-0.388 -0.677 -0.482 -0.254  0.003],0.99700624,1255.378164768219,,10300,0.95739895,99.03071,-120.78444563040149,1.031916,10.368731,48.69,0.013241981,-1877.3113,-1877.4052,113.02185,-40.83332,474678,-79.95838,103,100.0,1.4223025,100
1.0001531,0.0938241,1.0000856,-82.04493,-96.796974,0.29158068,[-0.388 -0.678 -0.482 -0.255  0.003],0.998495,1267.6769392490387,,10400,0.9639572,99.14215,-122.21144309636736,1.0272466,8.029285,46.91,0.009231967,-1838.8948,-1838.9504,65.33671,-59.052364,479369,-82.14499,104,100.0,1.4218538,100
1.0002962,0.09370653,1.0001173,-80.129616,-98.79049,0.29143557,[-0.388 -0.678 -0.482 -0.254  0.003],0.99800915,1278.944529056549,,10500,0.95600563,99.20789,-119.7647765857908,1.03081,8.376503,46.85,0.009795935,-1865.0156,-1865.0856,71.60736,-58.510864,484054,-80.27219,105,100.0,1.4215356,100
1.0002111,0.09582445,1.0001285,-80.68206,-97.37844,0.29435998,[-0.388 -0.679 -0.483 -0.255  0.003],0.99813235,1291.700049161911,,10600,0.96469015,99.11288,-121.2354284308168,1.0213094,9.386882,47.91,0.010475865,-1852.0239,-1852.0839,92.33851,-55.55732,488845,-80.794044,106,100.0,1.4215317,100
1.0001739,0.09020512,1.0001026,-81.58414,-96.852356,0.2864918,[-0.388 -0.679 -0.483 -0.255  0.003],0.9985055,1302.8954043388367,,10700,0.9497016,99.19324,-120.2489562853143,1.0187483,7.2438755,45.1,0.010296965,-1748.57,-1748.6302,53.56281,-65.63634,493355,-81.69437,107,100.0,1.4208969,100
1.0001864,0.093764886,1.0001042,-82.05253,-96.9091,0.29150614,[-0.388 -0.68  -0.484 -0.255  0.002],0.9982981,1316.2240750789642,,10800,0.96718544,99.17241,-122.34340151393633,1.0222105,7.9347224,46.88,0.0109832445,-1848.6804,-1848.7474,65.28114,-63.479546,498043,-82.17529,108,100.0,1.4199487,100
1.0004148,0.093627825,1.0002156,-81.86473,-98.37949,0.29131663,[-0.388 -0.68  -0.484 -0.255  0.001],0.99701685,1328.4659719467163,,10900,0.9566624,99.00042,-122.0580725617603,1.033478,8.943087,46.81,0.012741067,-1875.2854,-1875.4188,81.79102,-42.41072,502724,-82.088486,109,100.0,1.4202611,100
1.0000654,0.095441796,1.0000285,-80.53337,-98.9059,0.29381567,[-0.387 -0.68  -0.483 -0.255  0.001],0.99946296,1340.5661315917969,,11000,0.9854398,99.00014,-120.78445694931847,1.0270748,10.145992,47.72,0.005459577,-1907.8136,-1907.8383,103.45276,-42.10904,507496,-80.579636,110,100.0,1.4203658,100
1.001105,0.09576269,1.0005795,-80.9663,-98.45347,0.2942916,[-0.387 -0.68  -0.483 -0.255  0.001],0.99130607,1353.0510711669922,,11100,0.91059375,99.15704,-122.22844368276994,1.0572612,9.42021,47.87,0.02313919,-1905.0756,-1905.3763,93.47256,-56.19644,512283,-81.56017,111,100.0,1.4204545,100
1.0004482,0.09014981,1.0002296,-82.06932,-97.233765,0.28640807,[-0.386 -0.68  -0.483 -0.256  0.002],0.9965757,1364.4803984165192,,11200,0.9580005,99.15863,-120.91239951715326,1.0394902,8.474058,45.07,0.014483346,-1833.9336,-1834.0908,69.67326,-56.712093,516790,-82.34041,112,100.0,1.420921,100
1.0004511,0.09260733,1.0001863,-80.77129,-97.71869,0.28989455,[-0.387 -0.681 -0.483 -0.257  0.002],0.9972295,1377.368468284607,,11300,0.94544303,99.06963,-120.11816573969831,1.0342239,10.114394,46.3,0.013204167,-1904.693,-1904.8029,101.697876,-46.792507,521420,-80.98669,113,100.0,1.4204756,100
1.0006104,0.09519488,1.0003786,-79.849144,-97.92406,0.29350916,[-0.386 -0.681 -0.482 -0.257  0.002],0.994917,1389.1448159217834,,11400,0.95010376,99.15667,-120.24631127642208,1.0548736,9.284904,47.59,0.019847438,-1841.7588,-1841.9308,91.89086,-50.67835,526179,-80.1857,114,100.0,1.4215372,100
1.0001596,0.09342342,1.0000895,-81.90837,-96.718,0.29103115,[-0.387 -0.681 -0.483 -0.257  0.003],0.99862975,1401.7979753017426,,11500,0.9751736,99.199425,-121.92836626361954,1.0243717,8.637996,46.71,0.008060147,-1875.2823,-1875.3457,74.94828,-60.178005,530850,-82.01541,115,100.0,1.4209266,100
1.0004693,0.09665278,1.0002835,-80.855675,-97.70948,0.29550153,[-0.388 -0.681 -0.483 -0.256  0.002],0.9965424,1414.651995420456,,11600,0.9524713,99.17481,-122.17556647034763,1.0353135,8.852319,48.32,0.013121656,-1832.7316,-1832.8558,81.54281,-63.023865,535682,-81.105446,116,100.0,1.4202652,100
1.0001689,0.094723165,1.0000963,-80.828705,-97.32731,0.29283747,[-0.388 -0.681 -0.483 -0.257  0.001],0.9989717,1426.782526731491,,11700,0.97219217,99.09978,-121.03299422596528,1.0209179,8.881056,47.36,0.009041313,-1927.2646,-1927.3169,77.27089,-55.3067,540418,-80.924385,117,100.0,1.4199235,100
1.0002327,0.09352795,1.0001203,-80.28331,-97.351265,0.29119095,[-0.389 -0.681 -0.484 -0.257  0.001],0.99791235,1439.0987854003906,,11800,0.9553128,99.012436,-119.91541819095868,1.0417473,8.524355,46.76,0.012556619,-1907.6329,-1907.7291,71.30052,-58.205597,545094,-80.47045,118,100.0,1.4199497,100
1.0004804,0.09070879,1.0002483,-81.412605,-98.26448,0.28721717,[-0.388 -0.682 -0.483 -0.257  0.001],0.99774295,1453.3157856464386,,11900,0.96167314,99.09732,-120.19404544827265,1.0432812,9.184292,45.35,0.0148178805,-1794.3765,-1794.4738,81.48097,-56.657204,549629,-81.61026,119,100.0,1.4208983,100
1.0002849,0.09400826,1.0001687,-81.88863,-98.499985,0.29186293,[-0.389 -0.681 -0.483 -0.257  0.002],0.99725866,1466.7245526313782,,12000,0.96644044,99.03981,-122.2156086550276,1.032649,8.026629,47.0,0.012022217,-1833.7292,-1833.8301,68.1718,-55.815357,554329,-82.079666,120,100.0,1.4218978,100
1.0000795,0.092862226,1.0000403,-81.05951,-95.34168,0.2902507,[-0.389 -0.681 -0.483 -0.257  0.003],0.99923,1480.041410446167,,12100,0.9865051,99.099625,-120.40240711725032,1.0157074,8.995673,46.43,0.0057291426,-1822.3657,-1822.3954,82.02541,-52.997753,558972,-81.113556,121,100.0,1.422402,100
1.0000898,0.094061054,1.0000426,-81.338554,-96.522934,0.29191983,[-0.389 -0.681 -0.482 -0.257  0.003],0.9995859,1491.2332248687744,,12200,0.9811512,99.191795,-121.48675896948707,1.024346,7.964656,47.03,0.006234919,-1817.2156,-1817.2362,63.922874,-55.35093,563675,-81.37431,122,100.0,1.4224297,100
1.0004513,0.089649774,1.0002661,-83.065926,-96.89563,0.28568923,[-0.389 -0.681 -0.482 -0.257  0.004],0.9964936,1502.9210832118988,,12300,0.9416677,99.03469,-122.08590752736902,1.0429578,8.12378,44.82,0.016292313,-1888.6024,-1888.768,63.957993,-60.80352,568157,-83.36132,123,100.0,1.422318,100
1.000714,0.09295325,1.0004249,-80.715996,-97.57571,0.29038706,[-0.39  -0.681 -0.483 -0.257  0.003],0.9942487,1515.3045065402985,,12400,0.92767346,99.22763,-120.430415775612,1.0420423,8.438851,46.47,0.02006152,-1847.4528,-1847.6959,72.47152,-56.37992,572804,-81.12377,124,100.0,1.4215356,100
1.0001881,0.0952431,1.0000745,-79.2791,-96.93584,0.29354963,[-0.392 -0.682 -0.483 -0.256  0.003],0.99851584,1528.1955614089966,,12500,0.97480774,99.1018,-119.27515908719393,1.0294625,9.627333,47.62,0.008757689,-1809.6274,-1809.6777,96.99491,-54.322968,577566,-79.36392,125,100.0,1.4218483,100
1.0002133,0.09462533,1.0001048,-81.05408,-98.763824,0.29269952,[-0.393 -0.681 -0.483 -0.256  0.003],0.9982672,1540.7073395252228,,12600,0.96971124,99.17124,-121.34478812408427,1.0201175,8.52223,47.31,0.00901278,-1901.4148,-1901.4822,73.358086,-55.195766,582297,-81.185905,126,100.0,1.4219015,100
1.0005194,0.093210936,1.0002713,-80.443184,-98.11301,0.29075095,[-0.392 -0.682 -0.483 -0.256  0.003],0.9969075,1552.525357723236,,12700,0.95132685,99.05136,-119.95261679597728,1.0376762,9.56532,46.6,0.015595703,-1860.9736,-1861.098,92.44903,-44.34371,586957,-80.69033,127,100.0,1.4228445,100
1.0005262,0.09334605,1.000188,-81.69551,-96.50903,0.29093888,[-0.392 -0.683 -0.483 -0.256  0.004],0.99616045,1564.246933221817,,12800,0.94188195,99.15432,-121.69909090054948,1.0255028,8.5301075,46.67,0.01316692,-1898.501,-1898.6393,76.84713,-59.80301,591624,-81.94178,128,100.0,1.4228746,100
1.000322,0.098471366,1.0002109,-79.72553,-97.340126,0.29797417,[-0.391 -0.684 -0.483 -0.256  0.004],0.9968373,1575.1011118888855,,12900,0.95619583,99.14795,-121.4955732994709,1.0371909,8.709853,49.23,0.013989169,-1836.6401,-1836.7766,74.30867,-60.433804,596547,-79.97121,129,100.0,1.4219664,100
1.0001026,0.09384293,1.0000595,-80.67731,-98.91055,0.29162356,[-0.392 -0.684 -0.484 -0.256  0.003],0.99880767,1586.6833992004395,,13000,0.97823423,99.12892,-120.4727702312622,1.0163362,9.255988,46.92,0.0076818047,-1827.2859,-1827.3202,90.38151,-58.338654,601239,-80.7433,130,100.0,1.4217681,100
1.0004067,0.09895169,1.0002456,-81.26923,-99.17207,0.29861817,[-0.392 -0.684 -0.484 -0.256  0.003],0.99674577,1600.1324181556702,,13100,0.9580367,99.15956,-123.61437980633504,1.037106,8.985982,49.47,0.015001883,-1882.856,-1882.9714,82.05462,-58.21999,606186,-81.49994,131,100.0,1.421898,100
1.0004805,0.09315244,1.0003253,-81.25769,-98.9111,0.2906605,[-0.392 -0.684 -0.485 -0.256  0.003],0.9959247,1612.0768013000488,,13200,0.95488054,99.16527,-121.28035460289423,1.0564711,8.055396,46.57,0.018560544,-1882.8809,-1883.0458,64.209915,-64.59519,610843,-81.57425,132,100.0,1.4228797,100
1.0002549,0.09520805,1.0001531,-79.96131,-96.437675,0.29351714,[-0.393 -0.685 -0.485 -0.256  0.004],0.9976508,1625.4321658611298,,13300,0.96153903,99.20207,-120.31560860323499,1.035635,8.982274,47.6,0.012134353,-1864.8627,-1864.9567,80.52507,-58.164326,615603,-80.1433,133,100.0,1.4218745,100
1.0007453,0.09420359,1.0004932,-81.44999,-98.24971,0.29215735,[-0.393 -0.684 -0.485 -0.256  0.003],0.99322206,1637.7422137260437,,13400,0.9162852,99.00907,-122.18227557751179,1.0544842,8.109529,47.09,0.023182273,-1828.2751,-1828.5383,65.18779,-57.62326,620312,-81.96149,134,100.0,1.420013,100
1.0006152,0.09088919,1.0002759,-80.46554,-98.21527,0.28747255,[-0.393 -0.684 -0.484 -0.256  0.001],0.9964261,1651.4867570400238,,13500,0.96081233,99.07004,-119.25859911231584,1.0701787,7.947286,45.44,0.016527673,-1861.0072,-1861.1564,63.108624,-54.996105,624856,-80.748695,135,100.0,1.4204483,100
1.000065,0.09440147,1.000033,-79.91949,-97.852715,0.29238856,[-0.393 -0.682 -0.484 -0.255  0.001],0.99964064,1663.598061800003,,13600,0.9849112,99.04032,-119.51675430294661,1.0182143,10.280662,47.2,0.0056839753,-1892.9563,-1892.9822,105.03471,-39.640087,629576,-79.96445,136,100.0,1.420539,100
1.0002403,0.09292745,1.0001465,-83.13835,-98.9695,0.29034358,[-0.394 -0.683 -0.484 -0.255  0.002],0.9977429,1676.6881279945374,,13700,0.9617397,99.25929,-123.49101414328283,1.0207815,7.405716,46.46,0.011875142,-1840.0267,-1840.1272,55.13953,-62.478455,634222,-83.32175,137,100.0,1.4194777,100
1.0002158,0.09468395,1.0000927,-81.12798,-96.75186,0.29279312,[-3.937e-01 -6.818e-01 -4.831e-01 -2.552e-01  5.434e-04],0.9983328,1689.0741531848907,,13800,0.9707589,99.15935,-121.46307019390872,1.0303068,8.080517,47.34,0.007934163,-1865.9937,-1866.0629,66.93071,-57.75448,638956,-81.24948,138,100.0,1.4192848,100
1.0002348,0.09170588,1.0001235,-81.60791,-96.76554,0.2886301,[-3.944e-01 -6.809e-01 -4.831e-01 -2.548e-01  2.720e-04],0.99802154,1701.4763827323914,,13900,0.9618991,99.197,-120.91731659589715,1.0265566,7.754221,45.85,0.010643001,-1928.0629,-1928.1454,61.45565,-64.93794,643541,-81.75291,139,100.0,1.4194934,100
1.0006727,0.09505746,1.0003223,-80.88753,-97.02223,0.29332048,[-3.941e-01 -6.818e-01 -4.831e-01 -2.553e-01  5.734e-04],0.9948625,1713.9172468185425,,14000,0.9497834,99.20425,-121.65199252788807,1.050705,8.706732,47.52,0.01685719,-1865.883,-1866.0608,79.36463,-56.295383,648293,-81.24747,140,100.0,1.4186,100
1.0000725,0.09594176,1.00003,-80.88707,-98.61858,0.2945223,[-3.941e-01 -6.798e-01 -4.827e-01 -2.548e-01 -2.980e-04],0.999236,1727.321108341217,,14100,0.98079795,99.0,-121.45752152563429,1.0119027,10.11242,47.97,0.0054531354,-1986.6234,-1986.6678,102.13069,-27.80926,653090,-80.95644,141,100.0,1.4183972,100
1.0001165,0.094423346,1.0000589,-80.597206,-96.62925,0.2924176,[-3.945e-01 -6.805e-01 -4.831e-01 -2.549e-01 -5.655e-04],0.99900514,1738.7030007839203,,14200,0.97807556,99.11013,-120.57853032591153,1.027614,8.584156,47.21,0.0070753926,-1865.4482,-1865.4922,74.30015,-53.49258,657811,-80.67878,142,100.0,1.4179406,100
1.0006734,0.09165336,1.0002894,-82.10838,-98.811874,0.28855664,[-0.394 -0.68  -0.483 -0.255 -0.001],0.99560297,1752.0547451972961,,14300,0.9513842,99.06764,-121.77853079894801,1.0422525,7.568768,45.82,0.013943725,-1839.0782,-1839.2639,56.591736,-60.40532,662393,-82.45856,143,100.0,1.4180537,100
1.0000933,0.09634254,1.000058,-81.230576,-97.41902,0.29505986,[-0.395 -0.68  -0.483 -0.255 -0.001],0.9990401,1765.7104346752167,,14400,0.9766271,99.115715,-122.25608800005881,1.0152622,8.050167,48.17,0.006814975,-1866.0729,-1866.1068,65.93035,-62.50832,667210,-81.29345,144,100.0,1.4176021,100
1.0002208,0.09652776,1.0001291,-79.739746,-95.147705,0.29532388,[-0.395 -0.68  -0.483 -0.255 -0.001],0.99781984,1779.836345911026,,14500,0.95712423,99.20794,-120.60295941924046,1.034415,7.856495,48.26,0.010345466,-1831.5674,-1831.6508,63.05314,-55.929565,672036,-79.90042,145,100.0,1.4173312,100
1.0007813,0.09663823,1.0003456,-80.68128,-98.22166,0.2954946,[-0.395 -0.68  -0.482 -0.255 -0.002],0.99363947,1792.8916025161743,,14600,0.94002026,99.000015,-121.98857905653482,1.0490375,10.73535,48.31,0.018469917,-1921.2052,-1921.4574,114.77421,-29.91908,676867,-81.16438,146,100.0,1.415564,100
1.0004052,0.09196932,1.0001671,-81.44574,-98.45152,0.28899437,[-0.395 -0.679 -0.481 -0.255 -0.003],0.9970803,1804.3233675956726,,14700,0.96679336,99.21664,-120.88830686481728,1.0403185,8.02849,45.98,0.010858989,-1800.3611,-1800.4872,64.98773,-57.704323,681465,-81.668915,147,100.0,1.4161229,100
1.0008564,0.09791407,1.0004529,-79.56727,-98.23726,0.29721716,[-0.396 -0.679 -0.482 -0.255 -0.003],0.9951381,1817.3152561187744,,14800,0.94967586,99.02731,-120.99441228182008,1.0666746,9.661741,48.95,0.018790012,-1846.3035,-1846.4656,99.91873,-46.145462,686360,-79.89349,148,100.0,1.4168849,100
1.0002847,0.09880805,1.0001527,-77.81909,-98.6174,0.29842108,[-0.398 -0.679 -0.482 -0.254 -0.002],0.99699706,1831.9832348823547,,14900,0.9544064,99.21803,-119.0692066427844,1.0308917,8.925801,49.4,0.01277847,-1890.9275,-1891.0325,83.62604,-55.103992,691300,-78.014725,149,100.0,1.4156536,100
