MaxD2w0t,MeanD2w0t,EmpiricalD2,ReturnMeanIW,InitialReturnMin,StdD2w0t,Weights,MeanIW,TimeElapsed,MinD2w0t,EpisodesSoFar,MinIW,ReturnStepMaxmin,EpRewMean,MaxIW,InitialReturnStd,EpLenMean,StdIW,Bound,InitialBound,J_sample_variance,InitialReturnMax,TimestepsSoFar,InitialReturnMean,Iteration,ReturnStepMax,MeanEntropy,EpThisIter
1.0005739,0.09549971,1.0003628,-80.28488,-97.66005,0.2939394,[-0.398 -0.678 -0.482 -0.254 -0.003],0.9946503,1845.8135051727295,,15000,0.95516735,99.208496,-121.13045820326732,1.0668501,8.979898,47.74,0.018658176,-1793.3323,-1793.5183,84.887825,-57.43834,696074,-80.65482,150,100.0,1.4170188,100
1.000248,0.094244756,1.0001416,-79.43715,-96.19992,0.2921771,[-0.398 -0.678 -0.482 -0.254 -0.002],0.9973293,1856.1972465515137,,15100,0.9669219,99.12325,-119.17625393031705,1.0303301,9.381744,47.12,0.010081204,-1892.5187,-1892.6141,92.25609,-56.04815,700786,-79.596405,151,100.0,1.4176072,100
1.0004921,0.09333168,1.0002027,-81.19474,-97.2204,0.29090878,[-0.397 -0.677 -0.482 -0.254 -0.001],0.99636346,1870.0680139064789,,15200,0.9644348,99.19631,-121.25815930816817,1.0341604,8.873676,46.66,0.013147776,-1847.8989,-1848.0356,79.09017,-57.038605,705452,-81.463455,152,100.0,1.4183286,100
1.0004103,0.0917925,1.0002326,-80.911705,-99.229965,0.28875056,[-3.977e-01 -6.772e-01 -4.822e-01 -2.542e-01 -6.551e-04],0.9966256,1882.0553524494171,,15300,0.9681892,99.17063,-120.10693257188078,1.0309098,7.521122,45.89,0.014370715,-1842.7865,-1842.9261,56.72279,-62.136585,710041,-81.18109,153,100.0,1.4189733,100
1.0003254,0.09629158,1.0002002,-79.676,-98.34413,0.29501617,[-3.971e-01 -6.778e-01 -4.817e-01 -2.541e-01  1.197e-04],0.9969277,1894.3033049106598,,15400,0.9502708,99.11255,-120.4607756614171,1.0302116,8.701939,48.14,0.014225315,-1855.6942,-1855.8369,73.95446,-59.388264,714855,-79.93607,154,100.0,1.4179902,100
1.0001258,0.09456273,1.0000815,-80.3771,-98.98607,0.2926166,[-0.396 -0.678 -0.481 -0.254 -0.001],0.999107,1907.40310049057,,15500,0.9706631,99.16542,-120.36941701898381,1.0177175,9.191269,47.28,0.00842598,-1826.986,-1827.0294,85.21918,-51.58646,719583,-80.452576,155,100.0,1.4176233,100
1.0001727,0.095703214,1.0000676,-79.9206,-98.48924,0.29418567,[-0.397 -0.679 -0.482 -0.254 -0.001],0.9988211,1919.8890120983124,,15600,0.97333336,99.20278,-120.26771695821641,1.0201155,9.401769,47.85,0.008068348,-1929.3107,-1929.3629,86.18356,-57.95342,724368,-80.01963,156,100.0,1.4170148,100
1.0002314,0.09398629,1.0001441,-80.41868,-97.34029,0.29181212,[-0.397 -0.678 -0.481 -0.254 -0.002],0.9980806,1931.5215013027191,,15700,0.9707355,99.04134,-120.11017213836054,1.0297865,9.84053,46.99,0.010541632,-1881.9646,-1882.0433,96.22139,-39.792725,729067,-80.57175,157,100.0,1.4176248,100
1.0005792,0.09619386,1.0003126,-79.26257,-97.059166,0.29487574,[-0.397 -0.678 -0.481 -0.254 -0.001],0.99557126,1943.325359582901,,15800,0.9542131,99.07274,-119.9104382671794,1.0477912,9.247883,48.09,0.0168439,-1836.2162,-1836.3643,90.840385,-55.065784,733876,-79.55888,158,100.0,1.4186054,100
1.0001699,0.09354409,1.0000881,-81.35461,-96.47856,0.29120284,[-3.963e-01 -6.780e-01 -4.803e-01 -2.547e-01 -2.598e-04],0.9990459,1955.8357615470886,,15900,0.9607907,99.18554,-121.2831549451676,1.0279803,8.189645,46.77,0.01082927,-1847.969,-1848.0173,65.48524,-64.48331,738553,-81.44515,159,100.0,1.418334,100
1.000084,0.09570178,1.0000399,-80.21782,-98.50853,0.29418054,[-3.966e-01 -6.788e-01 -4.805e-01 -2.547e-01 -6.198e-04],0.99936295,1970.0740883350372,,16000,0.97770405,99.205086,-120.58151558134847,1.0129262,8.153829,47.85,0.005438428,-1900.5374,-1900.5659,66.38954,-60.074833,743338,-80.26968,160,100.0,1.4179914,100
1.0011579,0.09574103,1.0006313,-80.31006,-97.76802,0.29426357,[-0.397 -0.679 -0.481 -0.255 -0.001],0.9923477,1982.8545031547546,,16100,0.9260972,99.16242,-121.53248159792457,1.0523851,8.6509285,47.86,0.024489563,-1882.0492,-1882.3848,71.99051,-58.969933,748124,-80.91323,161,100.0,1.4169017,100
1.0002046,0.09738432,1.0000795,-80.48937,-98.002396,0.2964931,[-0.399 -0.679 -0.481 -0.255 -0.002],0.99862665,1996.2994725704193,,16200,0.9709796,99.03409,-121.63432229175311,1.0274725,9.381998,48.69,0.009225782,-1865.3503,-1865.4008,89.30459,-43.714615,752993,-80.587425,162,100.0,1.4170839,100
1.000136,0.09480285,1.000063,-81.252594,-97.7375,0.29295707,[-0.399 -0.679 -0.481 -0.255 -0.002],0.99888384,2009.0930693149567,,16300,0.98231965,99.13725,-121.54482560792752,1.0334053,8.10789,47.4,0.008499234,-1861.6918,-1861.7378,67.34314,-57.089348,757733,-81.33014,163,100.0,1.4173521,100
1.0000558,0.09214143,1.0000302,-80.63086,-97.827576,0.28922147,[-0.399 -0.678 -0.481 -0.255 -0.002],0.9994469,2021.8122985363007,,16400,0.98897266,99.00363,-119.67440433610189,1.0171688,8.922408,46.07,0.0052782176,-1832.3978,-1832.4197,80.77531,-56.301968,762340,-80.66932,164,100.0,1.4176289,100
1.0002553,0.09520744,1.0001403,-80.30498,-96.53125,0.29351562,[-0.399 -0.678 -0.48  -0.255 -0.001],0.9976217,2031.8440515995026,,16500,0.95752174,99.00294,-120.62577553846415,1.0233415,9.859026,47.6,0.012477171,-1907.6531,-1907.758,96.125,-34.611588,767100,-80.49942,165,100.0,1.4168845,100
1.0001203,0.09388266,1.000058,-80.06504,-96.56218,0.29167467,[-0.399 -0.679 -0.481 -0.255 -0.002],0.9989762,2043.963287115097,,16600,0.97765356,99.11748,-119.69513191875193,1.0179441,8.480923,46.94,0.006838117,-1846.6693,-1846.7139,72.47925,-60.374775,771794,-80.1417,166,100.0,1.4170192,100
1.0003371,0.09168484,1.000141,-82.04004,-98.612366,0.2885799,[-0.398 -0.679 -0.48  -0.256 -0.002],0.9984213,2057.766607761383,,16700,0.97186536,99.032974,-121.40915873082545,1.0412624,8.61891,45.84,0.0117324265,-1843.8527,-1843.9244,71.91916,-47.334305,776378,-82.179375,167,100.0,1.4166253,100
1.0004268,0.09864877,1.0002244,-78.75947,-98.32232,0.29820538,[-0.399 -0.679 -0.48  -0.256 -0.002],0.9968039,2071.253147125244,,16800,0.94671786,99.108,-120.21473492657978,1.0398949,8.481029,49.32,0.013380883,-1859.2676,-1859.3926,73.66922,-57.42725,781310,-78.9848,168,100.0,1.4173573,100
1.0002195,0.09698426,1.0000952,-81.14069,-96.43025,0.29593623,[-0.398 -0.679 -0.48  -0.256 -0.002],0.99829763,2083.699593067169,,16900,0.95620877,99.146454,-122.35224948036053,1.0183039,8.871036,48.49,0.009680053,-1908.4553,-1908.5204,80.318085,-56.26495,786159,-81.261665,169,100.0,1.4169706,100
1.0002041,0.09452417,1.0001132,-80.67007,-96.39218,0.29256937,[-0.398 -0.679 -0.48  -0.256 -0.002],0.99822825,2095.5714733600616,,17000,0.9738739,99.24692,-120.8555766867947,1.0247915,7.9466963,47.26,0.009674176,-1827.2935,-1827.3746,64.24372,-63.828197,790885,-80.797775,170,100.0,1.4169908,100
1.0003284,0.09376773,1.0001655,-81.23412,-98.13844,0.2915143,[-0.397 -0.679 -0.479 -0.257 -0.002],0.99779123,2106.8208150863647,,17100,0.97552854,99.000015,-121.23236186514491,1.0373427,8.77878,46.88,0.010980619,-1870.4451,-1870.5339,75.83715,-45.876522,795573,-81.413765,171,100.0,1.4170152,100
1.0001204,0.09390306,1.0000731,-80.861015,-96.11851,0.2916999,[-0.397 -0.678 -0.479 -0.257 -0.002],0.99930125,2119.491644382477,,17200,0.97610754,99.13085,-120.70301006976074,1.0223728,8.317992,46.95,0.008333159,-1870.014,-1870.0514,67.50011,-61.603813,800268,-80.931244,172,100.0,1.4170994,100
1.0001881,0.09510213,1.0000781,-80.69261,-97.22421,0.2933521,[-0.398 -0.679 -0.479 -0.257 -0.002],0.99914765,2131.947386264801,,17300,0.9752433,99.06403,-121.12255181226872,1.0240742,9.077196,47.55,0.007637705,-1861.1335,-1861.1749,81.33038,-55.1867,805023,-80.767166,173,100.0,1.4169979,100
1.0002472,0.098085076,1.0001353,-79.69853,-99.26288,0.29743803,[-0.399 -0.678 -0.479 -0.257 -0.002],0.99782217,2144.360001564026,,17400,0.9592776,99.2405,-120.84441422330917,1.0264266,8.195252,49.04,0.011631455,-1907.0205,-1907.0895,70.60553,-57.191715,809927,-79.83081,174,100.0,1.4171052,100
1.0003827,0.09784888,1.0002066,-80.26245,-96.32294,0.29712933,[-0.398 -0.678 -0.479 -0.257 -0.002],0.99700576,2155.558599948883,,17500,0.95204467,99.0631,-121.77418359743899,1.031145,8.338272,48.92,0.013123915,-1837.1631,-1837.2832,71.591354,-50.348248,814819,-80.477776,175,100.0,1.4171034,100
1.0001632,0.09092256,1.0000718,-81.0798,-96.59689,0.2875074,[-0.399 -0.679 -0.48  -0.257 -0.002],0.9992022,2167.402545452118,,17600,0.9834109,99.18385,-119.7187795200283,1.0255176,8.502686,45.46,0.0077254954,-1847.685,-1847.718,72.60445,-58.483727,819365,-81.14584,176,100.0,1.4170783,100
1.0001694,0.09428552,1.000101,-82.31626,-95.40318,0.29223144,[-0.399 -0.679 -0.479 -0.257 -0.002],0.9986881,2180.1545407772064,,17700,0.96593976,99.155815,-122.67905435073276,1.0335068,8.707176,47.14,0.010289331,-1839.1794,-1839.238,75.92549,-55.94334,824079,-82.432594,177,100.0,1.4166529,100
1.0001267,0.09630192,1.0000743,-81.39959,-98.14652,0.29501304,[-0.399 -0.679 -0.479 -0.258 -0.002],0.99917626,2192.9301006793976,,17800,0.9759838,99.185875,-122.35647887189003,1.0270265,8.724021,48.15,0.008391373,-1861.8351,-1861.8676,76.60474,-55.343895,828894,-81.45983,178,100.0,1.416881,100
1.0000594,0.094181895,1.0000309,-80.56352,-97.34669,0.2920904,[-0.399 -0.678 -0.479 -0.257 -0.002],0.9994273,2204.725023984909,,17900,0.98812044,99.14407,-120.39728300159946,1.0153115,8.399665,47.09,0.004175786,-1837.3895,-1837.4172,70.63678,-58.78831,833603,-80.61179,179,100.0,1.4170825,100
1.0004253,0.09410896,1.0002174,-81.014145,-97.95814,0.2919886,[-0.399 -0.678 -0.479 -0.257 -0.002],0.9976124,2217.1839051246643,,18000,0.96186113,99.1008,-121.11027618998938,1.045681,9.080055,47.05,0.014819001,-1837.9224,-1838.0453,76.232834,-55.955383,838308,-81.23984,180,100.0,1.4168806,100
1.0003182,0.09750667,1.0001378,-79.80557,-98.22654,0.29666823,[-0.4   -0.678 -0.479 -0.257 -0.002],0.9980244,2229.779656648636,,18100,0.9595248,99.054245,-120.83886464957239,1.0389,9.406973,48.75,0.011843252,-1826.4476,-1826.5123,91.15761,-53.02762,843183,-79.93547,181,100.0,1.4166305,100
1.000529,0.09425001,1.0001999,-80.90478,-96.7623,0.29219237,[-0.4   -0.677 -0.478 -0.257 -0.002],0.99648297,2242.200684785843,,18200,0.9663079,99.180336,-121.17059896035158,1.0388092,8.650359,47.12,0.012693365,-1832.7711,-1832.9125,75.087425,-61.24159,847895,-81.16209,182,100.0,1.4170768,100
1.0005709,0.09481205,1.0003146,-81.081955,-94.68234,0.29298323,[-0.4   -0.675 -0.478 -0.257 -0.002],0.9961481,2253.8204851150513,,18300,0.94830614,99.1866,-121.46462807918483,1.0513569,7.495647,47.4,0.01762534,-1886.6317,-1886.7755,56.562183,-61.207024,852635,-81.36896,183,100.0,1.4169642,100
1.000102,0.0968224,1.0000579,-80.65252,-96.997665,0.29571694,[-0.401 -0.675 -0.477 -0.256 -0.002],0.99870765,2264.6335949897766,,18400,0.9771395,99.054214,-121.48036840439276,1.0214238,10.106937,48.41,0.008120449,-1973.5264,-1973.5646,106.24514,-35.54405,857476,-80.721344,184,100.0,1.4169073,100
1.0001676,0.095145255,1.0001001,-81.1537,-98.640236,0.29342976,[-0.4   -0.675 -0.477 -0.256 -0.002],0.9982058,2275.893098592758,,18500,0.97446245,99.14692,-121.69571862106898,1.0250075,8.908884,47.57,0.008835282,-1852.5007,-1852.5609,81.40294,-57.423927,862233,-81.27111,185,100.0,1.4178827,100
1.0002483,0.09576764,1.0001427,-80.81097,-97.494,0.29429397,[-0.4   -0.675 -0.477 -0.256 -0.001],0.99817175,2287.282634496689,,18600,0.95869863,99.13056,-121.60179539171527,1.0321668,8.876971,47.88,0.012889978,-1832.638,-1832.7192,74.46391,-58.059563,867021,-80.96884,186,100.0,1.4170771,100
1.0002337,0.09278764,1.0001487,-81.296104,-98.35968,0.29014307,[-0.4   -0.675 -0.477 -0.256 -0.002],0.9978825,2298.7698175907135,,18700,0.96875453,99.06786,-120.77403461792709,1.0398123,9.189232,46.39,0.011621532,-1874.7146,-1874.8063,82.882034,-43.06117,871660,-81.47593,187,100.0,1.4166253,100
1.0004524,0.09692926,1.0001981,-80.07918,-96.96391,0.29588157,[-0.4   -0.675 -0.477 -0.257 -0.002],0.99669886,2309.87886428833,,18800,0.95800537,99.14299,-121.13019038689333,1.0353279,9.712892,48.46,0.014755614,-1856.0852,-1856.2158,97.45124,-55.05421,876506,-80.31493,188,100.0,1.4164447,100
1.0004796,0.096973255,1.0002244,-80.432625,-95.68888,0.2959392,[-0.4   -0.676 -0.477 -0.257 -0.003],0.9966832,2322.591771364212,,18900,0.9558683,99.17148,-121.69790519669174,1.0404721,8.198236,48.48,0.013388906,-1827.1407,-1827.2732,66.93808,-56.804443,881354,-80.69627,189,100.0,1.4163601,100
1.0001837,0.09650451,1.00009,-80.29269,-98.319214,0.2952867,[-0.401 -0.676 -0.478 -0.258 -0.003],0.99826896,2335.22292637825,,19000,0.9713692,99.08298,-121.18575521506119,1.038153,9.366723,48.25,0.008583099,-1860.7521,-1860.8239,89.1794,-59.92015,886179,-80.416145,190,100.0,1.416631,100
1.0002886,0.0948271,1.0001955,-81.215744,-97.43146,0.292993,[-0.402 -0.676 -0.478 -0.258 -0.002],0.997896,2347.869277238846,,19100,0.96831703,99.10881,-121.72637920551553,1.0301895,7.7043467,47.41,0.01095005,-1817.1536,-1817.2322,59.90635,-58.715195,890920,-81.37023,191,100.0,1.4161057,100
1.0004884,0.09599091,1.0002385,-80.03261,-96.00295,0.29460016,[-0.402 -0.676 -0.479 -0.258 -0.003],0.99656725,2360.676557779312,,19200,0.9620592,99.190506,-120.82901373627001,1.0279944,7.82983,47.99,0.01331413,-1893.1738,-1893.3015,64.45261,-62.700302,895719,-80.28381,192,100.0,1.4164656,100
1.0002337,0.09684605,1.0001099,-80.926056,-96.68129,0.29575455,[-0.401 -0.675 -0.478 -0.259 -0.002],0.998113,2372.715184211731,,19300,0.96382815,99.07915,-122.13103280468718,1.0270482,9.872098,48.42,0.011558025,-1904.8167,-1904.8982,95.59275,-52.927246,900561,-81.08208,193,100.0,1.4156712,100
1.000481,0.09615119,1.0002052,-80.50671,-97.4419,0.29481685,[-0.401 -0.675 -0.477 -0.259 -0.003],0.99658537,2383.649644136429,,19400,0.9615006,99.121666,-121.37692200593153,1.0357134,8.994041,48.07,0.011908756,-1837.4257,-1837.5681,79.86615,-53.492023,905368,-80.76264,194,100.0,1.4151452,100
1.0002819,0.098564856,1.0001537,-79.53519,-97.90028,0.2980778,[-0.401 -0.673 -0.477 -0.259 -0.004],0.9986666,2394.4328265190125,,19500,0.9658853,99.15674,-120.85677569825128,1.0272841,8.700624,49.28,0.011638154,-1881.0643,-1881.1222,74.32758,-58.457508,910296,-79.650604,195,100.0,1.415039,100
1.0003239,0.09642549,1.0001446,-79.56104,-99.0721,0.29518655,[-0.402 -0.674 -0.478 -0.258 -0.004],0.9978955,2407.0676097869873,,19600,0.9664206,99.00222,-120.07308994547645,1.0297366,9.835016,48.21,0.011066939,-1860.0315,-1860.1133,98.08763,-47.874477,915117,-79.705536,196,100.0,1.4150462,100
1.0001737,0.09508494,1.0000966,-79.92263,-97.03668,0.29333678,[-0.402 -0.675 -0.478 -0.259 -0.004],0.9981424,2420.108589887619,,19700,0.968508,99.10459,-120.16268097855964,1.018324,9.084681,47.54,0.009928497,-1900.2786,-1900.3501,83.16978,-59.281525,919871,-80.05378,197,100.0,1.4141475,100
1.0002639,0.09512514,1.0001786,-80.7941,-98.08418,0.29340586,[-0.402 -0.674 -0.478 -0.259 -0.005],0.99851686,2433.463748216629,,19800,0.96464723,99.198524,-121.12958970925871,1.0419773,8.818203,47.56,0.012703225,-1799.6696,-1799.7262,77.08762,-57.875557,924627,-80.90793,198,100.0,1.4146931,100
1.0001185,0.095622286,1.0000584,-80.42212,-96.843025,0.29408407,[-0.403 -0.675 -0.478 -0.258 -0.004],0.99892014,2446.807157278061,,19900,0.97972673,99.16287,-120.77276238920734,1.030576,9.960323,47.81,0.006879786,-1907.7112,-1907.7446,101.14086,-53.72478,929408,-80.48599,199,100.0,1.4150376,100
1.0006961,0.09701316,1.0003589,-79.67023,-98.4438,0.29598975,[-0.403 -0.675 -0.478 -0.259 -0.004],0.9952148,2460.9996864795685,,20000,0.93663216,99.12909,-120.77896171770439,1.0382023,9.738516,48.5,0.017366178,-1846.3965,-1846.5919,96.339806,-54.150963,934258,-80.01972,200,100.0,1.4137014,100
1.0010498,0.092225544,1.0006573,-81.69506,-97.61452,0.28939214,[-0.404 -0.674 -0.478 -0.258 -0.005],0.9926982,2473.8328878879547,,20100,0.936472,99.193794,-121.84467360784642,1.0601671,8.965052,46.1,0.024376385,-1833.7273,-1834.0132,81.185875,-54.54885,938868,-82.26279,201,100.0,1.412654,100
1.0004333,0.09760958,1.0001805,-81.112114,-98.49002,0.2967953,[-0.405 -0.675 -0.478 -0.258 -0.006],0.99641156,2486.2700521945953,,20200,0.96039987,99.178665,-122.7652450162103,1.030723,10.076972,48.8,0.010973819,-1890.479,-1890.6523,101.45808,-50.594593,943748,-81.39774,202,100.0,1.4129797,100
1.0001086,0.09536228,1.0000507,-80.586464,-97.37217,0.29371935,[-0.407 -0.676 -0.479 -0.258 -0.006],0.99931127,2498.472044944763,,20300,0.97886217,99.08584,-120.81736089346155,1.014945,8.490356,47.68,0.0071103717,-1927.0071,-1927.0396,71.95585,-59.686718,948516,-80.64715,203,100.0,1.4130802,100
1.0003741,0.094770744,1.0002126,-80.1883,-98.36934,0.29291058,[-0.408 -0.676 -0.48  -0.258 -0.006],0.99727654,2510.53754901886,,20400,0.96117395,99.17912,-120.3152882712907,1.0410179,9.574673,47.38,0.01465619,-1851.5955,-1851.7122,88.66372,-54.459797,953254,-80.42234,204,100.0,1.4120879,100
1.0005172,0.09607027,1.0002722,-80.60479,-98.64201,0.2946954,[-0.408 -0.676 -0.479 -0.258 -0.007],0.99683857,2522.7075476646423,,20500,0.9472865,99.1511,-121.5025329425628,1.0362306,9.491688,48.03,0.015730802,-1837.5264,-1837.6412,92.589714,-58.211754,958057,-80.83579,205,100.0,1.4115592,100
1.000311,0.09624967,1.0001947,-80.53227,-97.4339,0.29496008,[-0.407 -0.677 -0.479 -0.259 -0.007],0.9967995,2535.340947151184,,20600,0.9669242,99.13956,-121.48383761834852,1.0356824,8.253521,48.12,0.012379315,-1851.9253,-1852.0503,71.1682,-58.492073,962869,-80.76047,206,100.0,1.4124721,100
1.000311,0.095704496,1.000097,-80.27518,-99.25273,0.29418916,[-0.407 -0.676 -0.479 -0.259 -0.006],0.99851,2548.891164779663,,20700,0.93971366,99.040825,-120.76296184773103,1.0197498,8.7851305,47.85,0.0118867755,-1846.8964,-1846.9467,79.42116,-54.22758,967654,-80.37456,207,100.0,1.4122,100
1.0001113,0.09888383,1.0000625,-81.01519,-97.522354,0.29850373,[-0.407 -0.677 -0.479 -0.259 -0.007],0.9989681,2560.716838121414,,20800,0.9695675,99.18653,-123.03089297221571,1.0138954,9.0652685,49.44,0.0077286107,-1861.4606,-1861.5023,82.870804,-58.04575,972598,-81.09464,208,100.0,1.4116776,100
1.0005547,0.08945341,1.0002676,-82.52727,-98.68291,0.28541368,[-0.408 -0.677 -0.48  -0.259 -0.007],0.99580556,2572.2186818122864,,20900,0.93960965,99.13514,-121.22403704668903,1.0439591,7.9436646,44.72,0.017907556,-1818.5454,-1818.7178,62.10011,-52.641003,977070,-82.85578,209,100.0,1.4102467,100
1.000263,0.09674751,1.0001522,-78.57915,-98.47513,0.29562876,[-0.408 -0.676 -0.479 -0.26  -0.009],0.9973597,2583.2872018814087,,21000,0.9521039,99.00006,-118.93779340842374,1.0295807,9.456601,48.37,0.012567138,-1880.1301,-1880.2365,91.165924,-42.729115,981907,-78.76494,210,100.0,1.4097023,100
1.0003198,0.09688788,1.0001734,-79.71858,-97.735466,0.29582688,[-0.407 -0.676 -0.479 -0.26  -0.009],0.99724376,2595.438176870346,,21100,0.95827806,99.041725,-120.49751985463814,1.035808,9.943421,48.44,0.013602531,-1841.5472,-1841.6517,101.24563,-50.421177,986751,-79.90661,211,100.0,1.4088107,100
1.0003346,0.09890493,1.0001355,-78.52246,-93.553055,0.29854977,[-0.408 -0.675 -0.479 -0.26  -0.01 ],0.9976018,2606.639169692993,,21200,0.96578044,99.01663,-119.85650888783414,1.0285279,9.698319,49.45,0.010256736,-1883.9973,-1884.0969,94.79007,-38.505222,991696,-78.69029,212,100.0,1.4087325,100
1.0004512,0.09443199,1.0002618,-81.301056,-97.02147,0.2924423,[-0.409 -0.675 -0.479 -0.259 -0.01 ],0.99598783,2619.659380674362,,21300,0.940489,99.05496,-121.77671816177353,1.0369321,9.136842,47.21,0.01605875,-1857.3407,-1857.5103,85.02348,-47.98105,996417,-81.60939,213,100.0,1.4073124,100
1.0003432,0.09700434,1.000144,-79.361015,-94.91733,0.29596385,[-0.409 -0.676 -0.48  -0.26  -0.012],0.9974988,2633.6980867385864,,21400,0.9484672,99.13411,-120.12358366826092,1.0245507,8.659966,48.5,0.012328385,-1925.8284,-1925.9102,79.113014,-56.463703,1001267,-79.517746,214,100.0,1.4075892,100
1.0001239,0.093543544,1.0000695,-80.79458,-96.38845,0.29120103,[-0.408 -0.677 -0.48  -0.26  -0.011],0.99911624,2646.309028863907,,21500,0.9779362,99.13624,-120.5421520237407,1.0184879,8.205317,46.77,0.0071803275,-1827.4102,-1827.4475,65.84804,-57.08521,1005944,-80.87057,215,100.0,1.4081812,100
1.0004327,0.09582576,1.0001873,-80.775024,-98.72067,0.2943638,[-0.409 -0.677 -0.48  -0.26  -0.011],0.99788815,2659.4059274196625,,21600,0.96700746,99.21348,-121.6439969324163,1.0439876,8.615596,47.91,0.012080301,-1827.4307,-1827.5156,73.82564,-60.23637,1010735,-80.93878,216,100.0,1.4085652,100
1.0001605,0.09480475,1.0000881,-80.08604,-95.79926,0.29296213,[-0.41  -0.676 -0.48  -0.26  -0.01 ],0.9984418,2672.2488462924957,,21700,0.9807744,99.04699,-120.07937268152013,1.0248377,8.932646,47.4,0.0082667535,-1851.426,-1851.4976,79.80173,-47.744186,1015475,-80.20779,217,100.0,1.4091796,100
1.0003357,0.095351756,1.0002383,-80.1323,-98.2814,0.29372326,[-0.411 -0.677 -0.48  -0.26  -0.01 ],0.9970881,2684.9446909427643,,21800,0.96294934,99.07944,-120.58763243167623,1.0528101,9.105196,47.67,0.015302918,-1810.5594,-1810.6785,81.34817,-54.757008,1020242,-80.364655,218,100.0,1.4102684,100
1.0001086,0.09712162,1.0000634,-79.68254,-97.66289,0.29612643,[-0.411 -0.677 -0.48  -0.26  -0.009],0.99922466,2698.0361256599426,,21900,0.9781848,99.10977,-120.44775720574476,1.0187701,8.719366,48.56,0.0066971215,-1888.9612,-1888.9883,77.04288,-48.572422,1025098,-79.73369,219,100.0,1.4102482,100
1.0002427,0.09988535,1.0001366,-79.50245,-97.627945,0.299855,[-0.41  -0.678 -0.48  -0.26  -0.009],0.9977148,2710.0797238349915,,22000,0.96535563,99.01521,-121.61928852934123,1.0350862,10.052744,49.94,0.011109123,-1864.3806,-1864.4604,102.98171,-45.62072,1030092,-79.64707,220,100.0,1.4110459,100
1.0001721,0.0971829,1.0000808,-79.04513,-95.64982,0.29620433,[-0.41  -0.678 -0.48  -0.261 -0.008],0.9986443,2721.939106464386,,22100,0.97421485,99.040504,-119.74479007273762,1.0241921,9.8912945,48.59,0.008978523,-1830.8298,-1830.868,102.87905,-51.167637,1034951,-79.11763,221,100.0,1.4114742,100
1.0002271,0.093805745,1.0001185,-81.25598,-98.56936,0.29156092,[-0.409 -0.679 -0.48  -0.261 -0.008],0.9980577,2733.374629497528,,22200,0.96348864,99.061775,-121.13214995614992,1.0287738,7.5876594,46.9,0.011034962,-1861.7284,-1861.7979,59.624798,-50.430546,1039641,-81.39016,222,100.0,1.4112406,100
1.0001363,0.0938422,1.0000656,-80.5834,-98.96461,0.2916214,[-0.408 -0.679 -0.48  -0.261 -0.008],0.9992626,2745.7761533260345,,22300,0.9766967,99.01094,-120.20465285883672,1.0185821,10.298672,46.92,0.007804997,-1929.9584,-1929.9911,105.56739,-24.435226,1044333,-80.64785,223,100.0,1.4111097,100
1.0003078,0.098127045,1.0001252,-79.643906,-99.31847,0.29750964,[-0.409 -0.678 -0.48  -0.261 -0.008],0.9965511,2758.0497963428497,,22400,0.9564205,99.000404,-120.96611873951404,1.0225111,9.952076,49.06,0.011261707,-1972.5784,-1972.7358,101.21544,-35.0547,1049239,-79.89262,224,100.0,1.4106095,100
1.0003828,0.09231387,1.0002418,-81.808716,-98.42038,0.2894849,[-0.409 -0.68  -0.481 -0.261 -0.008],0.99673367,2771.2156274318695,,22500,0.9495666,99.203285,-121.52059223556118,1.0313286,8.768994,46.15,0.014909009,-1823.2323,-1823.3776,72.66367,-61.069077,1053854,-82.095726,225,100.0,1.4097239,100
1.0004302,0.09649105,1.0002362,-78.58235,-98.58684,0.29528183,[-0.409 -0.68  -0.48  -0.262 -0.009],0.9965831,2782.653195142746,,22600,0.9523903,99.10229,-119.08393052841879,1.0465312,10.200263,48.24,0.0139610395,-1884.108,-1884.2297,109.13368,-52.782417,1058678,-78.82308,226,100.0,1.4098091,100
1.0001827,0.09754596,1.0000886,-79.87801,-97.964745,0.2967172,[-0.409 -0.68  -0.48  -0.261 -0.009],0.9983991,2793.868716239929,,22700,0.98064035,99.1054,-121.15194228904765,1.0312998,8.890656,48.77,0.008124531,-1877.3892,-1877.4509,78.787224,-61.844078,1063555,-80.00416,227,100.0,1.4101331,100
1.0000712,0.09922178,1.0000359,-79.40544,-97.04695,0.2989674,[-0.409 -0.68  -0.479 -0.262 -0.009],0.9994875,2806.14688205719,,22800,0.98657405,99.10597,-121.06727835099142,1.0164427,9.509859,49.61,0.0057266266,-1836.2302,-1836.249,91.24056,-54.762924,1068516,-79.443634,228,100.0,1.4105033,100
1.0004054,0.09980437,1.0001376,-79.82946,-97.59294,0.29973862,[-0.409 -0.68  -0.479 -0.262 -0.008],0.99716,2818.496906518936,,22900,0.9300619,99.223816,-121.91196210244699,1.0325198,9.060033,49.9,0.012862359,-1903.7186,-1903.8143,84.49565,-51.930984,1073506,-79.99813,229,100.0,1.4101789,100
1.0004662,0.09681091,1.0002297,-80.35383,-97.429924,0.2957172,[-0.408 -0.68  -0.479 -0.262 -0.009],0.9967344,2830.947637319565,,23000,0.9593264,99.09072,-121.56981663189612,1.037719,8.871738,48.4,0.015336898,-1837.278,-1837.4192,76.85613,-48.69905,1078346,-80.61378,230,100.0,1.409708,100
