InitialReturnMin,StdD2w0t,InitialBound,J_sample_variance,MinD2w0t,InitialReturnMean,EpThisIter,Iteration,EpLenMean,MaxIW,MeanIW,StdIW,EpisodesSoFar,MaxD2w0t,ReturnStepMaxmin,ReturnStepMax,TimeElapsed,InitialReturnMax,Bound,ReturnMeanIW,EpRewMean,MeanEntropy,MeanD2w0t,InitialReturnStd,Weights,TimestepsSoFar,MinIW,EmpiricalD2
-72.565605,62.366898,-30.476112,320.84232,,-26.949278,100,27,296.32,16.2311,0.7137452,0.9015574,2700,2449.5742,99.0,100.0,1426.3391559123993,8.948184,-26.027142,-21.081553,-88.75404688491922,1.4844563,12.630604,16.742188,[-0.762 -0.538 -0.294 -0.292  0.047],710300,0.00035676896,91.00008
-74.17305,29.45782,-36.754635,447.05374,,-32.897858,100,28,227.3,16.826923,0.7497286,0.99545795,2800,364.28824,99.0,100.0,1473.087500333786,8.418281,-32.21799,-26.286747,-97.05725760873115,1.4805503,9.029935,19.325598,[-0.765 -0.579 -0.319 -0.324  0.066],733030,0.00072238134,48.435585
-81.218155,19.004444,-35.42139,485.44113,,-31.522703,100,29,254.07,27.54444,0.8591517,1.4702517,2900,199.46457,99.0,100.0,1528.0781197547913,-0.9474864,-30.450228,-24.996235,-98.11187740171958,1.4332327,7.247805,18.05497,[-0.775 -0.622 -0.305 -0.355  0.062],758437,0.00022136258,40.061954
-72.19338,85.91678,-30.580048,218.67827,,-27.147741,100,30,300.01,14.35998,0.6160087,0.85121596,3000,977.66925,99.0,100.0,1592.3488547801971,-0.5527464,-26.88971,-21.651724,-86.37521957073858,1.4369465,29.17972,15.597995,[-0.79  -0.631 -0.288 -0.363  0.014],788438,9.552527e-05,190.64537
-74.87279,56.247753,-34.271843,357.5464,,-30.57449,100,31,217.35,22.006092,0.6577319,1.1605235,3100,1945.38,99.0,100.0,1641.27579164505,12.023777,-27.81018,-21.816175,-93.04517423886844,1.4505483,13.156563,18.198624,[-0.813 -0.604 -0.295 -0.38   0.018],810173,0.00012684017,131.31026
-66.70698,36.74562,-32.52618,973.78613,,-28.800735,100,32,271.19,11.998652,0.7300846,1.1546929,3200,892.4943,99.0,100.0,1698.0316433906555,1.2611974,-29.836079,-24.58689,-93.75209727721357,1.4307532,11.569893,17.758272,[-0.828 -0.579 -0.276 -0.343  0.032],837292,2.1235663e-05,78.524666
-83.72191,81.50064,-40.983177,642.9159,,-37.005173,100,33,179.33,18.200441,0.6604638,1.0523254,3300,3923.7427,99.0,100.0,1736.3667299747467,8.6248865,-34.271244,-27.103983,-100.10787803931497,1.416885,11.821085,20.008043,[-0.809 -0.558 -0.287 -0.356  0.012],855225,0.00028258486,135.00566
-73.834526,47.68418,-33.718243,326.9198,,-30.011232,100,34,243.86,11.603924,0.62698823,0.8156912,3400,1065.8928,99.0,100.0,1790.7868449687958,9.64411,-27.461163,-22.170393,-93.28830898374403,1.4077752,11.014994,18.845858,[-0.818 -0.513 -0.272 -0.306 -0.002],879611,0.0019437663,77.58894
-62.577705,48.30051,-29.794172,201.90065,,-26.425669,100,35,361.31,67.84751,0.75027925,2.0503018,3500,763.376,99.0,100.0,1866.543585062027,11.154646,-25.681938,-20.867485,-84.76956743689057,1.4120244,19.401224,14.716295,[-0.829 -0.514 -0.256 -0.284 -0.011],915742,0.0013304612,112.22512
-68.538055,52.004093,-30.078888,208.54541,,-26.664976,100,36,357.56,26.297718,0.8386339,1.4635319,3600,862.91187,99.0,100.0,1933.6476528644562,0.8791849,-26.862259,-22.585873,-85.91234468444699,1.3851397,15.383272,15.168887,[-0.859 -0.484 -0.284 -0.255 -0.007],951498,8.068797e-05,94.50454
-63.632458,148.76717,-26.09279,250.15388,,-23.071999,100,37,408.53,26.703358,0.79754835,1.3338587,3700,2468.2766,99.0,100.0,2015.0331184864044,6.6432858,-23.010033,-19.029173,-76.01925064076536,1.3583965,44.89586,15.637832,[-0.876 -0.474 -0.268 -0.26  -0.034],992351,1.8044797e-05,321.83765
-74.961044,72.901054,-22.603445,335.34482,,-20.02694,100,38,450.01,9.886495,0.7272324,0.99545497,3800,1020.8447,99.0,100.0,2112.077576637268,3.7843378,-20.383438,-16.858295,-64.83868767461699,1.3553746,31.34256,13.465758,[-0.896 -0.431 -0.253 -0.253 -0.061],1037352,0.00014900182,168.47977
-64.0166,86.19556,-25.304806,216.31795,,-22.085865,100,39,340.29,56.91111,0.9486538,2.6006598,3900,1491.5234,99.0,100.0,2177.74445438385,6.8985233,-19.919687,-15.525096,-81.00579849617115,1.324735,24.493685,15.598061,[-0.887 -0.47  -0.263 -0.287 -0.064],1071381,8.470612e-05,154.74199
-65.63149,261.52148,-24.720655,116.69413,,-22.050966,100,40,409.86,34.727356,0.6856621,1.2742265,4000,5444.2637,99.0,100.0,2256.6862926483154,6.4228334,-19.990566,-16.207943,-67.18365198628057,1.2944276,80.4079,15.948981,[-0.946 -0.433 -0.265 -0.278 -0.094],1112367,2.8280308e-05,595.6035
-63.48782,166.73265,-20.127161,206.99432,,-17.81692,100,41,440.32,62.421257,0.8282409,2.2839901,4100,4799.3896,99.0,100.0,2340.8485889434814,4.682461,-16.69559,-13.180076,-58.138007284495934,1.2777365,56.76596,13.040985,[-0.951 -0.4   -0.246 -0.263 -0.125],1156399,0.00010538238,334.4823
-58.937225,7.9469357,-18.328547,184.6114,,-16.059559,100,42,455.69,11.116742,0.7309514,0.92122006,4200,33.899075,99.0,100.0,2429.6549787521362,9.642721,-16.228662,-13.439133,-57.099888407793586,1.2187505,7.5970182,10.948206,[-0.96  -0.337 -0.239 -0.231 -0.141],1201968,0.0002713148,27.33074
-54.319756,0.3253604,-17.267075,128.63612,,-15.557343,100,43,467.96,4.746807,1.058283,0.48930097,4300,1.5227052,99.0,100.0,2522.4167940616608,8.421909,-17.151314,-15.4111805,-43.02601043659148,1.2187189,1.134887,11.573846,[-0.956 -0.329 -0.242 -0.229 -0.2  ],1248764,0.16681503,1.4368789
-68.020424,92.40854,-21.406265,188.39478,,-19.286655,100,44,446.2,107.52931,1.1572835,4.472449,4400,1107.8491,99.0,100.0,2606.1706495285034,3.697041,-17.164032,-14.1308155,-53.34075567948757,1.171035,50.75103,13.581871,[-0.956 -0.332 -0.242 -0.224 -0.2  ],1293384,3.156353e-05,313.9528
-43.427155,1134.2124,-17.59298,256.56696,,-15.840216,100,45,466.88,825.49866,2.5520706,27.234024,4500,10388.325,99.0,100.0,2702.9403278827667,10.920293,-15.62906,-11.988858,-44.108901344673704,1.1387,537.5188,10.401265,[-0.977 -0.296 -0.237 -0.219 -0.248],1340072,1.4461639e-06,4694.5576
-83.49563,23.022131,-20.908417,164.46765,,-18.453262,100,46,395.92,20.464512,0.8064555,1.4629496,4600,192.8071,99.0,100.0,2783.628328561783,15.249415,-17.386114,-13.991739,-61.784827918035575,1.1108376,14.017686,15.403507,[-0.978 -0.296 -0.234 -0.247 -0.28 ],1379664,0.0011694317,64.61102
-65.49298,37.857483,-15.748183,105.3497,,-13.771288,100,47,460.35,14.886606,0.76945406,1.1322933,4700,579.75085,99.0,100.0,2872.7817318439484,20.194715,-13.901602,-11.285187,-49.74923926878256,1.124059,19.887783,10.918395,[-1.002 -0.328 -0.232 -0.269 -0.308],1425699,0.00048267774,94.29674
-85.321175,41.304077,-19.873035,161.21658,,-17.191086,100,48,390.81,89.99172,0.9492469,2.361264,4800,430.23868,99.0,100.0,2947.5152440071106,8.411413,-16.696169,-13.051509,-67.49219959976593,1.1370682,21.164394,15.7719555,[-1.003 -0.354 -0.238 -0.293 -0.295],1464780,0.00031503942,111.19469
-63.128105,0.89823604,-17.186932,96.21911,,-15.2528715,100,49,451.96,18.106237,1.0569359,1.0077473,4900,4.3392277,99.0,100.0,3039.8867666721344,11.759644,-16.78776,-14.766964,-48.671316584130736,1.1371806,1.6678603,11.983577,[-1.009 -0.366 -0.228 -0.287 -0.282],1509976,0.03394245,3.1205804
-54.830803,0.25636047,-15.802393,124.98882,,-14.163779,100,50,464.64,1.0,1.0,,5000,1.0,99.0,100.0,3125.8562965393066,8.194081,-15.802393,-14.163779,-41.2362727410557,1.1371806,0.92928,11.1238,[-1.013 -0.367 -0.22  -0.289 -0.282],1556440,1.0,1.0
-40.058887,89.47031,-15.788857,365.14282,,-14.09216,100,51,478.83,16.079298,0.7429455,1.2691288,5100,724.0979,99.0,100.0,3213.198250055313,9.0298395,-14.094753,-11.614604,-42.69798550084728,1.1987618,54.343224,9.749215,[-1.013 -0.367 -0.22  -0.289 -0.282],1604323,0.00062104553,338.11212
-41.894844,406.84402,-17.264057,273.2795,,-15.538643,100,52,463.9,118.80279,1.1449031,4.7888026,5200,5901.745,99.0,100.0,3306.3726115226746,11.338328,-14.480796,-11.655868,-43.42069309531968,1.1397603,170.2228,10.565359,[-0.99  -0.368 -0.207 -0.29  -0.22 ],1650713,1.9661993e-06,1302.8741
-70.67822,6.7583065,-19.29689,141.0408,,-17.158497,100,53,427.33,9.897187,0.79640305,0.77881426,5300,56.17051,99.0,100.0,3392.9690070152283,13.365503,-17.561161,-15.093663,-53.81344312421234,1.1391321,5.21779,14.494498,[-0.99  -0.38  -0.222 -0.301 -0.279],1693446,0.0016412209,18.373886
-34.876945,196.22548,-14.9513235,141.84239,,-13.567323,100,54,488.16,30.542616,0.82333994,1.9489609,5400,2054.5466,99.0,100.0,3481.5664417743683,5.7249217,-13.261568,-11.045368,-34.82884150470125,1.1337626,116.01934,9.490365,[-0.994 -0.383 -0.213 -0.293 -0.28 ],1742262,5.3365886e-05,783.9838
-65.477325,6.843469,-19.084602,181.15663,,-16.734335,100,55,398.42,63.51788,0.9545928,2.8028197,5500,43.488083,99.0,100.0,3563.1329231262207,5.454275,-15.99233,-13.209465,-59.145315947393236,1.1283846,5.445816,15.359703,[-0.987 -0.377 -0.213 -0.314 -0.285],1782104,0.00096881454,19.492039
-62.06817,10.725941,-16.329473,111.93451,,-14.743969,100,56,457.49,25.594067,0.86658055,1.4975108,5600,62.38296,99.0,100.0,3653.2731223106384,6.0441594,-14.485181,-12.5106945,-39.8997733265394,1.0712892,9.510776,11.5001955,[-0.997 -0.379 -0.212 -0.299 -0.291],1827853,0.00017731363,36.57258
-61.31214,2.669397,-15.133067,83.39134,,-13.414009,100,57,473.67,12.139108,0.87880224,0.9228153,5700,17.522472,99.0,100.0,3745.868946313858,25.824055,-14.771578,-12.916855,-43.26069982754709,1.0730937,3.193478,9.6221695,[-1.003 -0.363 -0.213 -0.286 -0.348],1875220,0.006138684,8.885163
-63.59898,0.24007453,-15.88173,99.68993,,-14.273132,100,58,478.85,3.311624,1.0027012,0.35369337,5800,1.3244365,99.0,100.0,3836.7919952869415,16.61254,-15.782566,-14.156739,-40.48094939254968,1.0727837,1.0793034,10.79996,[-1.    -0.358 -0.203 -0.289 -0.346],1923105,0.19824643,1.2595307
-66.713646,12.417119,-16.333694,84.63307,,-14.666818,100,59,478.6,32.94865,0.83407295,1.602583,5900,100.43913,99.0,100.0,3921.648324728012,7.20767,-14.708406,-12.644097,-41.947530231137435,1.1044991,10.67225,11.1421795,[-1.001 -0.361 -0.202 -0.287 -0.346],1970965,0.0008362985,41.465103
-59.385876,0.22316973,-16.132898,86.35668,,-14.730962,100,60,485.64,3.161272,0.9777694,0.41177046,6000,1.4460992,99.0,100.0,4017.4698448181152,6.9811025,-15.953486,-14.531965,-35.28024848324405,1.099644,1.1369231,9.197905,[-1.008 -0.392 -0.207 -0.305 -0.314],2019529,0.109828934,1.3567069
-82.61012,13.316331,-14.633893,85.84955,,-13.0749235,100,61,483.9,22.825197,0.99961406,1.5793931,6100,99.670105,99.0,100.0,4109.962341785431,5.7863655,-13.760684,-11.948408,-39.23201670224353,1.1014534,10.0448065,10.513002,[-1.015 -0.387 -0.207 -0.307 -0.319],2067919,0.0021133719,44.6501
-34.80404,1.2517703,-16.358576,64.666245,,-14.674763,100,62,486.84,15.890983,1.0188129,1.0116373,6200,7.415944,99.0,100.0,4201.68484711647,6.0619936,-16.158396,-14.377399,-42.373698513004435,1.1030343,2.256843,7.8870425,[-1.02  -0.383 -0.195 -0.31  -0.318],2116603,0.023759773,4.982209
-52.56221,0.6683548,-16.451227,95.77364,,-14.688724,100,63,467.97,8.932268,1.0635642,0.71599376,6300,3.7734234,99.0,100.0,4288.194250822067,5.9023204,-16.072159,-14.236786,-44.354047785572,1.1020577,1.5690472,10.453247,[-1.019 -0.377 -0.187 -0.314 -0.316],2163400,0.039091904,2.5931234
-34.522316,58.04841,-14.3510065,80.966385,,-12.835793,100,64,496.87,53.337746,0.84656847,2.266793,6400,637.3429,99.0,100.0,4376.454627275467,7.6501718,-13.173262,-11.062148,-38.13090416278887,1.1030279,38.86355,8.757588,[-1.021 -0.379 -0.182 -0.31  -0.317],2213087,0.00032785043,207.59885
-48.918346,253.92978,-14.64909,148.18445,,-13.177101,100,65,475.25,25.137348,0.6920831,1.2687573,6500,4218.278,99.0,100.0,4459.832119941711,7.2477064,-12.832407,-10.811599,-37.043145028466895,1.112307,66.413795,9.961608,[-1.02  -0.373 -0.186 -0.326 -0.316],2260612,1.7464681e-05,486.00946
-69.131165,13.977487,-17.842516,108.77956,,-15.715008,100,66,430.8,31.365871,0.69102556,1.1088817,6600,89.16147,99.0,100.0,4547.173684597015,7.1347766,-14.4810505,-11.844617,-53.539554583624025,1.113778,10.365105,13.624116,[-0.996 -0.395 -0.168 -0.35  -0.307],2303692,0.0005244444,43.905224
-34.11117,451.03455,-14.745377,284.97247,,-13.270774,100,67,489.25,71.54984,0.8179971,2.4866843,6700,6106.3174,99.0,100.0,4642.932339429855,14.874611,-12.56845,-10.044457,-37.10896017432172,1.1274409,220.9578,8.753091,[-1.006 -0.396 -0.168 -0.334 -0.305],2352617,1.2809143e-05,1737.4805
-65.22797,154.69127,-18.397871,107.26062,,-16.584127,100,68,444.71,23.591755,0.70987403,1.1853302,6800,1548.4805,99.0,100.0,4730.791649341583,11.146632,-15.924675,-13.331806,-45.64345588305624,1.1270865,66.4469,12.633675,[-1.006 -0.382 -0.161 -0.349 -0.292],2397088,0.00051668653,443.0057
-46.094383,91.60462,-16.731882,223.05392,,-14.962726,100,69,470.41,15.475584,0.74135596,0.9462156,6900,1358.6726,99.0,100.0,4815.662934541702,3.19523,-15.424547,-12.935525,-44.52147540130538,1.1333095,40.760265,9.286744,[-1.01  -0.384 -0.147 -0.341 -0.292],2444129,4.6623187e-05,231.08128
-68.69037,49.585518,-15.140722,106.18751,,-13.810328,100,70,474.79,261.0712,1.1221899,6.1692815,7000,488.20242,99.0,100.0,4904.621299982071,13.38268,-13.732471,-11.923955,-33.479877854472946,1.1319686,30.326145,10.72957,[-1.003 -0.408 -0.141 -0.372 -0.286],2491608,0.00017891545,153.66167
-37.7332,6.4472528,-15.001332,73.547844,,-13.687225,100,71,476.38,55.00365,1.0871603,2.4251652,7100,44.932106,99.0,100.0,4994.152310371399,8.096712,-14.4582,-12.973452,-33.07000527908825,1.12779,5.9688773,7.7831035,[-0.991 -0.37  -0.138 -0.341 -0.287],2539246,0.0038017738,21.678474
-50.026794,616.8094,-15.0956,267.5739,,-13.702768,100,72,482.74,229.13599,1.4437304,6.8740673,7200,6126.319,99.0,100.0,5082.57341837883,7.841105,-13.878269,-11.509401,-35.05111416355584,1.1293877,255.05563,9.410278,[-0.991 -0.369 -0.124 -0.344 -0.291],2587520,3.388763e-05,2143.2327
-71.16527,61.440533,-16.588634,158.37865,,-14.862436,100,73,443.07,597.8536,1.6566343,16.359497,7300,813.876,99.0,100.0,5164.643393754959,4.88223,-14.667789,-12.328504,-43.44035678386359,1.1409732,31.549475,13.314434,[-0.995 -0.357 -0.112 -0.359 -0.29 ],2631827,0.00021000444,188.53978
-63.54741,1.0609603,-13.273596,126.69836,,-12.067621,100,74,486.99,7.694809,0.85760623,0.7033624,7400,7.5797777,99.0,100.0,5259.562338113785,17.885754,-12.735084,-11.43522,-30.348812784092637,1.1431993,2.169376,10.796684,[-0.973 -0.381 -0.102 -0.359 -0.278],2680526,0.030876752,4.275902
-49.296387,0.19957623,-13.98825,87.67595,,-12.776952,100,75,479.22,1.0008212,0.99998367,0.00020823571,7500,1.0000001,99.0,100.0,5347.841037750244,10.846163,-13.988201,-12.776903,-30.48272658748627,1.1431993,0.95844,9.316884,[-0.953 -0.363 -0.102 -0.344 -0.276],2728448,0.9991338,1.0000001
-35.83448,18.444025,-14.9977455,75.01506,,-13.579071,100,76,487.8,28.182743,0.7012725,1.0541047,7600,140.32713,99.0,100.0,5434.718133449554,11.613837,-13.854102,-12.054862,-35.701415833394975,1.13962,15.342338,8.426021,[-0.953 -0.363 -0.102 -0.344 -0.276],2777228,0.0002902686,67.787636
-39.88678,664.61005,-14.90205,151.78012,,-13.378654,100,77,458.78,97.955765,0.79402643,2.3369308,7700,10658.832,99.0,100.0,5522.864325046539,4.924318,-11.833017,-9.372491,-38.336829105777845,1.1035157,193.18295,7.7321863,[-0.961 -0.353 -0.102 -0.358 -0.279],2823106,3.8567217e-05,1526.9628
-67.4361,12.831317,-16.560263,108.253914,,-14.896664,100,78,424.9,51.514267,0.92638737,1.9772642,7800,138.51146,99.0,100.0,5607.902154684067,9.608938,-13.909504,-11.892497,-41.86502523341071,1.1063367,8.484191,14.921892,[-0.934 -0.384 -0.093 -0.387 -0.315],2865596,0.001654295,34.12491
-71.5577,276.1821,-15.510642,107.86294,,-14.018015,100,79,465.6,103.3905,0.7841528,2.3342698,7900,5812.209,99.0,100.0,5693.545059919357,4.2977314,-13.744579,-11.679802,-37.5624804383714,1.0982816,82.1421,10.083532,[-0.937 -0.367 -0.089 -0.366 -0.313],2912156,4.7745125e-05,655.4529
-63.30747,42.77474,-15.280972,75.49795,,-13.830818,100,80,453.05,17.314486,0.62905765,1.0831004,8000,469.7953,99.0,100.0,5787.474554777145,13.36442,-13.428109,-11.610025,-36.493633569067555,1.0892448,21.38931,10.586115,[-0.931 -0.372 -0.071 -0.38  -0.321],2957461,0.0008882541,119.29654
-46.449577,5.997661,-13.330248,67.62646,,-12.063523,100,81,471.73,8.937404,0.8031062,0.8532934,8100,42.60937,99.0,100.0,5882.916361808777,7.2860637,-12.690387,-11.25121,-31.877562941509364,1.0919347,5.509462,8.997532,[-0.927 -0.373 -0.054 -0.38  -0.33 ],3004634,0.0013677884,18.672998
-50.044975,0.45013493,-12.836013,70.67908,,-11.772287,100,82,478.67,5.722168,0.94082767,0.57748437,8200,2.6079726,99.0,100.0,5969.7271065711975,13.10709,-12.580248,-11.481529,-26.76902281201329,1.0917951,1.4024438,9.091232,[-0.932 -0.372 -0.043 -0.379 -0.327],3052501,0.04799796,2.075409
-31.324091,6.577382,-14.164075,60.098343,,-12.945295,100,83,491.72,21.231363,0.8785092,1.3246328,8300,39.273205,99.0,100.0,6059.729515314102,9.987916,-13.362962,-11.942137,-30.671071182611783,1.0893537,6.767627,7.4019823,[-0.933 -0.375 -0.039 -0.375 -0.327],3101673,0.0021366386,22.83764
