MeanEntropy,ReturnStepMax,Weights,EmpiricalD2,TimestepsSoFar,StdD2w0t,ReturnStepMaxmin,MeanIW,TimeElapsed,MaxD2w0t,EpisodesSoFar,ReturnMeanIW,MinIW,EpRewMean,InitialBound,InitialReturnMax,Bound,Iteration,MaxIW,MinD2w0t,StdIW,EpThisIter,MeanD2w0t,InitialReturnMean,J_sample_variance,InitialReturnMin,EntropyCoefficient,EpLenMean,InitialReturnStd
0.65967953,100.0,[-0.99  -1.419 -0.472 -0.934 -0.761],2739.8782,830725,1563.6556,99.0,0.7244361,2279.7942073345184,34880.242,8100,-16.388355,6.7540816e-05,-73.54850365159234,-15.734547,10.063701,-11.995992,81,69.4899,,2.4376454,100,291.2916,-21.118515,157.80013,-67.38118,10.0,425.63,13.225257
0.6437377,100.0,[-0.996 -1.42  -0.457 -0.933 -0.759],803.4801,873988,322.2773,99.0,0.6062817,2362.1957314014435,5881.294,8200,-18.98224,1.2153076e-05,-74.80049870860874,-17.003479,9.18353,-14.429671,82,23.913837,,1.0721226,100,102.66666,-22.386816,307.96637,-71.487144,10.0,432.63,14.23248
0.64649963,100.0,[-1.005 -1.414 -0.446 -0.924 -0.775],6.1451983,920703,1.7383176,99.0,1.171497,2457.351577281952,10.363181,8300,-19.342709,0.015960846,-76.04683118258305,-15.96668,4.6556926,-14.261536,83,46.13076,,2.0557754,100,2.7413757,-21.170376,156.64398,-56.454308,10.0,467.15,10.729204
0.648205,100.0,[-1.029 -1.392 -0.452 -0.916 -0.772],3172.6362,964506,911.21545,99.0,1.18799,2543.876175403595,12033.878,8400,-15.91297,2.3977987e-05,-65.78332813115975,-14.853985,3.2283614,-11.667019,84,112.29351,,4.3374553,100,374.39047,-20.2518,239.31883,-62.80952,10.0,438.03,12.024473
0.6591219,100.0,[-1.029 -1.382 -0.461 -0.924 -0.771],4658.4883,1004671,3511.9492,99.0,0.6763505,2622.624704360962,108764.06,8500,-15.582861,1.7653976e-05,-63.659701311655226,-15.192953,1.6497426,-11.274139,85,30.16725,,1.3753282,100,472.02127,-20.642275,233.48746,-63.26367,10.0,401.65,14.407732
0.66020244,100.0,[-1.025 -1.385 -0.442 -0.928 -0.76 ],7092.359,1045843,4173.691,99.0,0.6885316,2709.519104719162,132042.64,8600,-10.502722,4.3457735e-06,-52.23717919271082,-12.227709,6.788542,-6.099406,86,50.27506,,2.0946312,100,671.8688,-17.971506,156.31432,-64.92804,10.0,411.72,12.883576
0.66337854,100.0,[-1.026 -1.378 -0.459 -0.934 -0.759],23810.955,1083433,25422.893,99.0,1.3221438,2788.692071199417,1321905.0,8700,-12.650258,2.239685e-06,-52.89323613678825,-12.69895,7.522253,-8.77731,87,141.6647,,5.166584,100,1842.1821,-18.442905,2027.9559,-68.32056,10.0,375.9,15.575605
0.6592375,100.0,[-1.035 -1.385 -0.443 -0.944 -0.756],14399.801,1119296,13737.365,99.0,0.5620265,2865.1314644813538,614066.2,8800,-15.493929,3.7150212e-06,-42.81325852903293,-15.100439,9.29132,-10.645779,88,14.218903,,0.9362216,100,1045.9691,-21.03968,398.0079,-70.469925,10.0,358.63,18.447495
0.65308845,100.0,[-1.044 -1.39  -0.428 -0.948 -0.76 ],2735.6726,1157284,994.92755,99.0,0.78201085,2944.3283321857452,28994.469,8900,-16.2989,5.6156357e-05,-43.52904143579017,-13.61677,9.491417,-11.297318,89,39.338345,,1.7081026,100,309.9623,-19.502989,757.9424,-66.371826,10.0,379.88,15.703544
0.6484338,100.0,[-1.04  -1.388 -0.438 -0.961 -0.766],560.7268,1186707,234.50206,99.0,0.7760987,3009.548345565796,2262.7844,9000,-17.603256,6.255972e-05,-55.94492986765367,-18.504395,7.9384003,-12.858033,90,40.787697,,1.8054372,100,83.59613,-24.127705,639.1878,-63.709377,10.0,294.23,19.983866
0.6381992,100.0,[-1.049 -1.375 -0.445 -0.936 -0.771],167.15541,1221364,61.860394,99.0,0.96657914,3079.0710065364838,532.3922,9100,-17.303904,0.00082488114,-52.83885938497702,-15.513597,9.714121,-12.176016,91,112.85161,,3.5114763,100,28.816725,-21.140749,245.79485,-66.04218,10.0,346.57,18.013199
0.608695,100.0,[-1.067 -1.386 -0.451 -0.929 -0.781],3055.5623,1262495,816.1575,99.0,0.85502267,3156.664188861847,12951.544,9200,-13.375364,2.9428847e-06,-57.27765241373234,-11.888569,21.542585,-9.03256,92,121.691696,,3.4529579,100,323.5361,-17.341368,175.80035,-62.057518,10.0,411.31,15.251734
0.6103506,100.0,[-1.106 -1.382 -0.454 -0.916 -0.81 ],2423.3262,1308508,1748.9749,99.0,0.77072453,3252.2235152721405,45096.004,9300,-13.962939,0.00013550348,-45.990757211248294,-11.120123,6.931967,-9.262436,93,47.88532,,2.1873116,100,265.13287,-16.460983,148.61006,-67.46077,10.0,460.13,11.321777
0.6088742,100.0,[-1.105 -1.39  -0.438 -0.92  -0.809],85.503105,1350769,39.83069,99.0,0.7687856,3340.1304893493652,507.37625,9400,-15.46706,0.00049085636,-59.701273676380005,-14.882238,3.520552,-11.119176,94,51.794823,,2.0773737,100,21.330572,-20.017235,195.33768,-53.365067,10.0,422.61,11.566772
0.59845155,100.0,[-1.047 -1.42  -0.419 -0.95  -0.81 ],100.62956,1391071,35.772106,99.0,1.3579254,3424.2545278072357,455.41284,9500,-18.846474,0.00035921496,-63.33767539300241,-15.471576,4.400369,-14.266439,95,111.808205,,5.273868,100,18.071445,-20.532814,655.8745,-58.28887,10.0,403.02,12.481963
0.59545904,100.0,[-1.043 -1.424 -0.427 -0.961 -0.82 ],2570.7832,1429029,1731.6974,99.0,0.90382236,3505.5811960697174,44775.33,9600,-16.295927,2.5140916e-05,-49.38937982470477,-14.805634,8.898018,-12.020422,96,101.60273,,3.302574,100,310.94672,-19.988924,527.4427,-69.39501,10.0,379.58,16.762276
0.59816027,100.0,[-1.031 -1.417 -0.436 -0.948 -0.823],7126.3213,1468576,2138.7854,99.0,2.114665,3584.5282855033875,26836.762,9700,-12.220428,2.7127885e-06,-61.36236162492629,-14.61783,12.656194,-8.467874,97,531.2655,,16.455915,100,747.83167,-19.57696,2025.7795,-63.404716,10.0,395.47,14.362992
0.5919862,100.0,[-1.061 -1.402 -0.436 -0.95  -0.821],1060.9736,1502589,1392.5487,99.0,1.4720191,3657.0464293956757,63291.28,9800,-18.41234,0.00013680676,-55.75110842592891,-19.079285,2.9903789,-14.397349,98,244.86047,,7.899359,100,105.53728,-24.156458,428.7831,-68.35219,10.0,340.13,17.714705
0.5671529,100.0,[-1.071 -1.411 -0.457 -0.95  -0.827],11461.205,1543259,3781.3296,99.0,0.62446404,3743.784149169922,67657.04,9900,-12.045394,1.0708607e-05,-46.069584522804256,-12.003123,11.486056,-8.834225,99,33.00997,,1.5004154,100,1291.8308,-17.175615,2466.265,-56.52287,10.0,406.7,13.143421
0.5658517,100.0,[-1.101 -1.396 -0.475 -0.922 -0.852],522023.75,1588559,115562.41,99.0,2.516472,3834.8619718551636,1677647.2,10000,-4.3468523,4.857483e-08,-53.04546821950141,-17.448793,7.8532953,-10.115863,100,484.4517,,19.746477,100,38602.895,-16.588257,5579.8896,-56.34943,,453.0,11.388625
0.57277054,100.0,[-1.103 -1.383 -0.473 -0.934 -0.853],21630.545,1628961,16106.789,99.0,0.91689646,3915.8886017799377,549609.25,10100,-9.985425,1.5794035e-06,-40.27802218232383,-17.151735,15.637404,-11.844937,101,162.42226,,5.1143856,100,1647.434,-16.49832,775.10986,-68.50651,,404.02,15.89653
0.5811225,100.0,[-1.101 -1.378 -0.487 -0.94  -0.846],5673.6777,1666265,3105.1436,99.0,0.70377266,3992.0640563964844,169970.28,10200,-13.794085,5.2460146e-06,-33.08738776128433,-19.385036,7.577305,-15.386207,102,32.16039,,1.6766161,100,578.8328,-18.848274,583.4805,-67.76601,,373.04,17.518116
0.5827594,100.0,[-1.115 -1.383 -0.507 -0.929 -0.838],451.70615,1702201,183.88145,99.0,0.6089024,4069.217800617218,7951.8145,10300,-16.743553,3.126019e-05,-48.34634844243582,-21.666563,13.936154,-18.127283,103,31.337923,,1.4070113,100,53.849094,-20.882257,318.79388,-67.404175,,359.36,17.02495
0.5680459,100.0,[-1.123 -1.375 -0.493 -0.923 -0.836],1090.663,1739930,493.14163,99.0,1.4195001,4148.665176391602,14994.496,10400,-16.5113,2.8510705e-05,-44.92078410969199,-20.526585,8.878865,-17.76221,104,274.8253,,10.616506,100,129.06007,-19.797853,1330.367,-67.89011,,377.29,16.463995
0.5627306,100.0,[-1.146 -1.371 -0.487 -0.923 -0.851],26563.828,1778750,7436.3584,99.0,1.0053716,4224.508799314499,110028.82,10500,-9.171855,8.809517e-06,-42.88353519499046,-18.055351,13.419907,-11.423597,105,193.22134,,5.53283,100,2520.8809,-17.359669,2171.5308,-66.103546,,388.2,17.494469
0.5615771,100.0,[-1.15  -1.365 -0.485 -0.937 -0.856],122019.54,1817052,149054.94,99.0,3.9211113,4301.293128728867,8646860.0,10600,-6.1739964,1.0774146e-07,-21.161996175902594,-16.925558,12.157835,-8.77104,106,1479.3611,,48.194614,100,8367.177,-16.582254,6453.669,-65.65175,,383.02,17.602388
0.5643864,100.0,[-1.155 -1.369 -0.467 -0.948 -0.857],945.62854,1850964,1064.4906,99.0,1.0249915,4371.944307088852,46251.445,10700,-16.578735,4.3873893e-05,-40.24933368316682,-22.17265,12.565406,-17.85199,107,124.52847,,4.038318,100,127.04736,-21.5197,358.77304,-67.771706,,339.12,20.106995
0.5769086,100.0,[-1.153 -1.378 -0.481 -0.945 -0.855],4535.069,1887944,10428.544,99.0,1.1935209,4449.680582046509,343425.03,10800,-15.371919,0.00033572858,-33.39651821671739,-20.24945,11.290894,-16.611238,108,193.32346,,6.505549,100,594.23425,-19.70767,481.21368,-68.71242,,369.8,17.991022
0.566646,100.0,[-1.154 -1.373 -0.464 -0.945 -0.842],2.198764,1924122,0.8528509,99.0,0.97679776,4519.636638641357,3.0194697,10900,-20.04588,0.010563837,-33.72766779543354,-21.407635,10.975544,-20.621498,109,6.8554735,,0.71073955,100,1.1961688,-20.860483,531.1021,-70.35034,,361.78,20.568497
0.56805825,100.0,[-1.159 -1.373 -0.462 -0.95  -0.852],70364.01,1960429,23825.463,99.0,2.0013046,4595.124314785004,539279.06,11000,-7.192017,1.0350408e-06,-31.474698492075092,-19.074125,14.299757,-9.576361,110,819.9722,,23.077938,100,6253.899,-18.563526,4484.51,-67.680916,,363.07,17.947033
0.5656572,100.0,[-1.154 -1.381 -0.475 -0.939 -0.851],2432.7258,2000102,690.97626,99.0,0.6264757,4674.456718921661,7614.4883,11100,-11.584257,7.337673e-06,-34.21561284283706,-16.36113,12.871824,-12.689585,111,30.998417,,1.4142076,100,283.29837,-15.80606,247.0552,-61.8806,,396.73,15.806774
0.5627308,100.0,[-1.17  -1.381 -0.472 -0.926 -0.853],16264.24,2039688,15947.442,99.0,1.1431669,4758.820254087448,552027.7,11200,-12.669414,1.8549847e-05,-49.96862541995139,-20.60625,7.23412,-14.831837,112,470.03952,,10.66368,100,1406.8627,-19.79563,214.71713,-65.87653,,395.86,14.325636
0.57012445,100.0,[-1.163 -1.376 -0.486 -0.92  -0.856],2423.5615,2080475,2301.7542,99.0,1.1151605,4845.441711187363,68915.63,11300,-13.787184,6.338673e-05,-50.07256740196958,-17.824663,2.976752,-15.199359,113,77.7616,,3.3985174,100,218.72244,-17.012354,247.21585,-69.68335,,407.87,13.99212
0.5700673,100.0,[-1.177 -1.363 -0.476 -0.908 -0.849],84.7763,2121195,26.791712,99.0,0.9163684,4930.146006822586,190.54083,11400,-16.816288,0.00085550395,-52.45020060843033,-19.365192,14.932877,-17.993,114,57.071552,,2.0082905,100,17.583607,-18.51431,247.21594,-65.679054,,407.2,14.645251
0.56959736,100.0,[-1.174 -1.359 -0.471 -0.894 -0.849],4689.0303,2167885,1165.9341,99.0,1.0367087,5024.187405824661,12303.121,11500,-11.768827,2.0618133e-06,-54.44642597707081,-17.036507,11.906497,-13.676557,115,223.42169,,6.386631,100,549.51465,-16.153244,303.15417,-43.07447,,466.9,10.004162
0.58208704,100.0,[-1.172 -1.36  -0.475 -0.91  -0.849],907.2569,2206800,311.38464,99.0,1.0894918,5102.812195301056,7421.483,11600,-15.109328,6.3312604e-07,-47.03455507504071,-19.97809,5.704361,-16.596867,116,173.57205,,5.7308855,100,129.88278,-19.215065,676.4339,-68.45889,,389.15,16.108253
0.5764201,100.0,[-1.161 -1.363 -0.463 -0.926 -0.837],3971.825,2244085,1212.7439,99.0,0.68210423,5183.783034563065,14390.241,11700,-14.999113,1.7269067e-05,-42.207199114101414,-18.111904,13.608366,-16.512802,117,34.337086,,1.6163635,100,446.90497,-17.427193,570.82605,-67.45169,,372.85,15.550538
0.56981,100.0,[-1.155 -1.361 -0.464 -0.942 -0.842],394.41562,2279277,164.06886,99.0,0.8017702,5248.9057874679565,2605.8577,11800,-13.503191,6.7548805e-05,-34.19874080468894,-18.951633,11.943088,-14.671516,118,72.504456,,2.438419,100,67.408424,-18.39684,319.8694,-70.75091,,351.92,18.61511
0.5602456,100.0,[-1.183 -1.363 -0.485 -0.929 -0.849],15993.629,2318154,4498.976,99.0,1.1073424,5328.650433063507,49617.58,11900,-10.422346,1.2277367e-06,-30.645571357756026,-17.780682,13.108245,-11.917984,119,108.83315,,4.269314,100,1646.8562,-17.28353,1413.2823,-68.41087,,388.77,18.15204
0.55010444,100.0,[-1.174 -1.349 -0.482 -0.902 -0.859],4818.5396,2360343,1336.2172,99.0,0.7047739,5412.290755271912,16811.113,12000,-11.583206,4.9909477e-06,-38.1486260449976,-15.627875,7.0390673,-12.989925,120,84.284775,,2.5493133,100,555.1422,-15.009004,318.1016,-65.852234,,421.89,13.5449705
0.55108327,100.0,[-1.168 -1.348 -0.477 -0.919 -0.869],4122.6763,2395171,1386.3845,99.0,0.9661039,5486.501734256744,33576.773,12100,-13.983051,1.8509343e-05,-39.225261346208605,-21.48342,15.614641,-15.691513,121,248.40498,,7.3120527,100,437.87848,-20.847082,374.68195,-69.07878,,348.28,19.766108
0.5524325,100.0,[-1.172 -1.353 -0.463 -0.913 -0.868],8099.4404,2434806,7618.1226,99.0,1.0488242,5557.779949903488,289806.9,12200,-13.881276,0.00011458704,-43.090583812115426,-19.866539,8.959525,-15.413118,122,299.69476,,7.4196353,100,595.46454,-19.167496,304.03015,-65.64907,,396.35,16.47842
0.55688363,100.0,[-1.173 -1.351 -0.48  -0.912 -0.867],9882.789,2471884,2977.1553,99.0,0.7129102,5632.79625248909,46152.527,12300,-14.326016,3.5902826e-07,-40.80991323753515,-20.064768,9.634257,-16.121851,123,235.10405,,4.621058,100,1025.7113,-19.402723,151.69826,-66.33129,,370.78,15.520992
0.5551747,100.0,[-1.175 -1.348 -0.474 -0.894 -0.862],10846.074,2514084,7236.6245,99.0,1.1112729,5715.894522666931,195745.62,12400,-12.486164,5.3336653e-06,-49.494702999912114,-18.42663,5.2626095,-14.292838,124,218.51157,,8.357918,100,985.6198,-17.623697,363.6945,-61.944748,,422.0,14.343174
0.54514766,100.0,[-1.185 -1.351 -0.462 -0.898 -0.864],2551.1924,2557964,832.34705,99.0,0.67771983,5794.2722425460815,17517.29,12500,-12.886745,8.501632e-05,-47.21936813946265,-17.158333,10.211191,-14.447587,125,24.504068,,1.3380079,100,306.6399,-16.392311,178.57208,-55.180107,,438.8,11.033964
0.56225145,100.0,[-1.179 -1.336 -0.468 -0.901 -0.874],16433.096,2596879,4621.7773,99.0,1.2306654,5869.246376514435,63521.125,12600,-10.254457,4.9932564e-06,-40.707220228448335,-19.04446,6.246139,-12.186752,126,229.57202,,6.872797,100,1629.6863,-18.38408,1024.3538,-66.56948,,389.15,16.019272
0.548883,100.0,[-1.153 -1.323 -0.465 -0.879 -0.857],1325.1938,2639271,793.44055,99.0,0.9151164,5953.417500734329,17102.512,12700,-12.578693,0.00013266291,-50.05151307093818,-16.33504,8.9714985,-14.156575,127,46.24092,,2.5738504,100,173.67958,-15.523071,237.4472,-60.20794,,423.92,12.681129
0.53766847,100.0,[-1.15  -1.333 -0.451 -0.877 -0.87 ],2816.9539,2684891,752.786,99.0,0.6429857,6044.707818031311,7426.6655,12800,-13.861006,1.8803208e-05,-54.90742780076624,-20.780375,3.3427598,-15.73657,128,17.00237,,1.2058969,100,359.07645,-19.889631,348.04773,-64.73378,,456.2,11.349583
0.5334651,100.0,[-1.157 -1.303 -0.458 -0.871 -0.881],13111.559,2724247,10618.728,99.0,0.6867,6124.215060949326,477574.8,12900,-11.747927,1.695986e-05,-52.72881498263669,-19.846457,8.251978,-13.919072,129,27.068039,,1.6640887,100,1064.0815,-18.991058,654.40796,-64.24062,,393.56,15.769679
0.5312462,100.0,[-1.172 -1.3   -0.447 -0.874 -0.885],2015.3188,2765871,563.2306,99.0,0.8195178,6205.193994045258,4779.493,13000,-11.3033285,1.5976348e-05,-35.01742701403255,-15.1527405,9.977733,-12.405268,130,93.18568,,2.7981312,100,258.24417,-14.584665,141.22554,-64.630196,,416.24,12.953468
0.5341094,100.0,[-1.173 -1.294 -0.444 -0.886 -0.888],22732.908,2803183,35366.945,99.0,0.5461688,6274.01614356041,1686846.4,13100,-11.352617,3.215695e-05,-36.9091262955476,-19.761816,4.558759,-13.080124,131,34.462547,,1.6707363,100,1772.0106,-19.163054,250.43822,-63.15446,,373.12,17.010666
0.5337063,100.0,[-1.176 -1.291 -0.462 -0.878 -0.885],417561.47,2841279,131775.31,99.0,1.7176828,6351.753867149353,3650158.0,13200,-3.8051672,7.2674666e-08,-32.38624575328111,-18.167875,19.852518,-7.7133307,132,658.2978,,16.751858,100,31533.477,-17.642487,25235.238,-69.20972,,380.96,17.671118
0.5305167,100.0,[-1.175 -1.259 -0.47  -0.874 -0.885],6314.538,2874554,2172.475,99.0,0.6119988,6421.3605806827545,52191.79,13300,-15.743082,7.655804e-06,-36.197244991333264,-22.939291,20.329123,-17.504087,133,38.917755,,1.6376232,100,695.2291,-22.352074,773.02606,-68.32298,,332.75,22.587303
0.51847756,100.0,[-1.163 -1.269 -0.452 -0.868 -0.888],29674.28,2911517,39035.047,99.0,1.0546576,6491.308260679245,2667824.5,13400,-11.612183,9.389673e-06,-37.67209390945859,-19.666664,11.242065,-13.30006,134,100.231636,,4.228696,100,1658.0289,-19.055523,524.12524,-66.72045,,369.63,17.61052
0.49513707,100.0,[-1.164 -1.265 -0.437 -0.858 -0.901],10.0657425,2950917,3.7253556,99.0,0.78928536,6571.840978860855,20.096123,13500,-13.511478,0.0025100599,-34.532076455367104,-17.176235,12.898012,-14.236972,135,11.332285,,1.0295191,100,3.8779082,-16.616034,464.4999,-62.394184,,394.0,17.090822
0.49487716,100.0,[-1.149 -1.297 -0.431 -0.882 -0.924],7.2451787,2988425,2.5131881,99.0,1.0662668,6651.563923597336,14.797518,13600,-18.204018,0.0076259323,-35.66618803246249,-19.2807,11.429212,-18.852367,136,19.018562,,1.4096798,100,2.552642,-18.7021,467.77185,-66.95837,,375.08,15.933713
0.4829881,100.0,[-1.161 -1.296 -0.428 -0.879 -0.924],12080.762,3027281,5955.3003,99.0,0.4436906,6729.108505249023,213101.45,13700,-12.452216,9.422302e-07,-33.47916958205116,-18.335936,10.238474,-13.97564,137,14.451374,,0.8312944,100,1273.7074,-17.792818,241.28683,-65.46934,,388.56,16.878496
0.48559153,100.0,[-1.16  -1.295 -0.438 -0.864 -0.936],411.14368,3070592,161.592,99.0,0.98457307,6815.618976831436,2633.9924,13800,-15.551189,0.00016924001,-40.910820239329944,-17.757858,9.440232,-16.605213,138,51.590546,,2.526243,100,59.80217,-17.094177,165.28871,-62.56386,,433.11,13.0886
0.48462307,100.0,[-1.163 -1.298 -0.43  -0.856 -0.933],2068.0498,3113325,1034.6218,99.0,0.63129103,6894.033477306366,18473.26,13900,-15.839195,0.00011377732,-61.581837846941234,-21.272942,-0.95666265,-17.654348,139,32.164745,,1.0928136,100,239.06966,-20.273922,192.17456,-65.946205,,427.33,13.679629
0.48307544,100.0,[-1.169 -1.293 -0.42  -0.862 -0.934],6665.905,3157575,1686.8219,99.0,0.79737717,6970.220326185226,16624.656,14000,-10.55954,1.0622318e-06,-47.870995617661556,-17.386793,5.5778728,-12.39692,140,45.783165,,2.1257718,100,734.8746,-16.6102,191.96681,-50.70206,,442.5,10.483536
0.4752577,100.0,[-1.168 -1.287 -0.424 -0.873 -0.936],27299.562,3196885,19084.367,99.0,0.52887315,7040.187211513519,568586.0,14100,-12.657733,2.0921723e-06,-33.103171884530504,-17.903093,17.794943,-14.222338,141,14.928304,,0.99944264,100,2082.4028,-17.366074,206.5379,-66.90704,,393.1,14.705517
0.471945,100.0,[-1.158 -1.298 -0.435 -0.889 -0.944],5860.4863,3232257,1802.2316,99.0,0.67976165,7111.103806734085,102054.59,14200,-11.78202,3.4667655e-06,-39.68750980652412,-21.0075,6.1932125,-13.30756,142,43.63501,,1.9696332,100,409.7934,-20.363665,137.22003,-65.81045,,353.72,18.172237
0.4715154,100.0,[-1.179 -1.28  -0.428 -0.871 -0.947],3417.8997,3270099,3329.7078,99.0,0.63407093,7186.044284820557,181188.31,14300,-14.56051,3.0976928e-05,-40.310834279794136,-20.953455,8.288288,-16.085758,143,20.13197,,1.1715008,100,299.66568,-20.299507,246.68488,-64.4153,,378.42,17.122179
0.47510192,100.0,[-1.185 -1.278 -0.415 -0.874 -0.947],7931.9775,3307008,2465.6726,99.0,1.0166752,7256.981593847275,34888.89,14400,-13.14373,2.4623594e-06,-35.51432840679288,-18.12975,8.474068,-14.638047,144,278.5111,,8.3509655,100,850.04474,-17.553614,244.3047,-64.26474,,369.09,16.156277
0.46899548,100.0,[-1.181 -1.275 -0.419 -0.887 -0.944],6794.971,3342103,2809.4978,99.0,0.62144345,7329.515069484711,93645.65,14500,-12.415715,4.4100607e-06,-33.3904180538989,-19.87258,13.471005,-14.16754,145,43.478825,,1.8461621,100,662.81805,-19.3309,265.2646,-66.58253,,350.95,17.740488
0.46720064,100.0,[-1.169 -1.278 -0.432 -0.886 -0.95 ],2340.921,3379723,1800.7313,99.0,0.64167154,7407.142211437225,93818.8,14600,-12.779846,8.2580795e-05,-25.83434881593012,-17.73306,10.347601,-14.26974,146,21.851984,,1.3170482,100,158.03416,-17.313957,417.92163,-68.29691,,376.2,16.638874
0.47853532,100.0,[-1.155 -1.281 -0.409 -0.887 -0.952],8525.678,3414715,2710.4866,99.0,0.90190053,7478.873253822327,42308.703,14700,-16.507391,1.757566e-05,-34.15328445160767,-20.845957,7.3537455,-17.93567,147,50.36685,,2.3774228,100,890.8648,-20.2919,432.0508,-66.85012,,349.92,18.798685
0.47697207,100.0,[-1.152 -1.294 -0.411 -0.88  -0.94 ],1793.3671,3452545,898.16907,99.0,0.522417,7554.1803913116455,51268.973,14800,-13.605789,1.9518746e-05,-37.68251145654101,-19.481218,15.047712,-15.067196,148,18.688305,,1.0459365,100,175.27296,-18.86991,317.05298,-66.11542,,378.3,18.52002
0.4727359,100.0,[-1.149 -1.301 -0.397 -0.876 -0.942],3340.8757,3492720,1641.9736,99.0,0.7866683,7633.725704431534,65589.27,14900,-14.625677,2.2342833e-06,-49.09852108810102,-20.326391,7.1213536,-16.26128,149,34.710655,,1.6664588,100,293.79794,-19.529884,239.84113,-68.56312,,401.75,14.08918
0.47111082,100.0,[-1.14  -1.298 -0.406 -0.883 -0.946],124661.48,3530437,127905.4,99.0,1.5329015,7709.366418361664,7173176.0,15000,-8.206015,3.108076e-07,-38.512257913695315,-18.859097,9.52937,-10.89605,150,121.26213,,6.780023,100,7524.948,-18.234325,1108.8175,-65.40138,,377.17,16.538929
0.47232866,100.0,[-1.135 -1.295 -0.419 -0.891 -0.948],9823.074,3567042,2824.934,99.0,0.5345055,7783.113729953766,42637.566,15100,-16.273409,2.2107659e-07,-31.616077723276153,-20.624529,10.45529,-17.61996,151,15.7729845,,0.9893444,100,1003.06573,-20.111633,286.0547,-64.69323,,366.05,18.015644
0.46964237,100.0,[-1.141 -1.299 -0.418 -0.877 -0.947],2685.0557,3605271,826.35614,99.0,0.83805764,7855.7069635391235,32052.873,15200,-12.987637,2.147835e-06,-47.93617615624242,-20.287794,14.179454,-14.815874,152,42.14543,,1.9545013,100,230.47334,-19.510141,275.5701,-56.707394,,382.29,15.308361
0.47737372,100.0,[-1.128 -1.303 -0.43  -0.88  -0.949],427979.53,3645365,123366.9,99.0,0.9083547,7933.8848168849945,4174463.2,15300,-7.001787,1.1740068e-09,-33.88763821116052,-17.610512,9.146301,-10.893008,153,433.8205,,8.59185,100,31618.975,-17.060766,2320.6216,-66.485405,,400.94,17.427238
0.48015797,100.0,[-1.123 -1.298 -0.437 -0.893 -0.942],131025.57,3682219,42932.33,99.0,2.5872202,8007.218718290329,945361.0,15400,-8.537306,1.0855609e-06,-27.698316145469168,-18.35778,15.985497,-11.763723,154,2650.3342,,53.74777,100,11312.395,-17.908443,5019.812,-64.00061,,368.54,17.556051
0.47991306,100.0,[-1.117 -1.29  -0.456 -0.886 -0.939],128208.39,3720670,34804.258,99.0,0.6263426,8084.049663066864,500090.94,15500,-10.7596445,1.3629015e-06,-25.829546930264087,-15.907983,13.8623495,-12.7916565,155,244.95122,,4.315768,100,10598.093,-15.48896,1833.7964,-58.21924,,384.51,15.541599
0.4817099,100.0,[-1.115 -1.289 -0.455 -0.903 -0.939],21682.648,3751658,7042.577,99.0,0.6638672,8142.682515144348,95352.05,15600,-16.139866,1.962043e-06,-37.67489346408211,-24.022112,7.796746,-18.184603,156,71.07793,,2.089094,100,2033.776,-23.410925,589.62494,-69.744545,,309.88,22.242289
0.47395703,100.0,[-1.118 -1.292 -0.452 -0.889 -0.937],8080.533,3789323,3094.2751,99.0,0.69204545,8216.87953543663,85440.586,15700,-13.688766,7.325507e-06,-23.287547139699385,-18.684057,32.86009,-14.97246,157,60.017258,,2.815868,100,864.86835,-18.306273,448.03195,-70.238525,,376.65,19.708128
0.46515343,100.0,[-1.114 -1.293 -0.468 -0.882 -0.945],6493.174,3826502,8577.6,99.0,0.83066577,8298.138440847397,477984.88,15800,-14.095338,7.4462156e-07,-30.163676611689358,-18.047203,5.736295,-15.2402935,158,72.180855,,2.8565774,100,497.90057,-17.557869,415.65506,-69.12493,,371.79,17.185507
0.4636189,100.0,[-1.116 -1.284 -0.482 -0.885 -0.954],11363.482,3860711,3461.7622,99.0,0.7206242,8373.337172031403,32966.617,15900,-13.92373,1.7209304e-05,-34.979737403543034,-20.824776,13.821993,-15.504455,159,38.59438,,1.6995994,100,1156.9585,-20.257313,601.3295,-63.552322,,342.09,20.500463
0.4582696,100.0,[-1.117 -1.289 -0.486 -0.872 -0.955],4614.16,3902043,1262.646,99.0,0.7087048,8460.95342373848,16764.076,16000,-11.565775,2.897862e-06,-25.119590711001013,-15.803066,6.7488294,-12.50015,160,78.45098,,2.633964,100,512.3263,-15.39556,151.82878,-69.764435,,413.32,17.191835
0.45938993,100.0,[-1.122 -1.29  -0.479 -0.86  -0.961],9091.678,3944678,3010.994,99.0,0.89689,8558.364866256714,91552.37,16100,-11.07574,1.074293e-06,-34.66903763355719,-16.696522,9.668494,-12.495608,161,138.52051,,5.8275414,100,962.2084,-16.1341,251.91267,-67.381516,,426.35,14.117131
0.45383957,100.0,[-1.127 -1.285 -0.472 -0.87  -0.96 ],514424.56,3987111,295167.62,99.0,6.1679564,8651.197899341583,19018040.0,16200,-2.300917,3.9218708e-07,-24.19012094526363,-15.134966,19.551329,-5.153856,162,3403.7861,,85.393616,100,23236.488,-14.742539,7639.1836,-68.925514,,424.33,15.542461
