Iteration,EpRewMean,EmpiricalD2,MeanD2w0t,ReturnMeanIW,ReturnStepMax,MinIW,InitialBound,TimestepsSoFar,EpThisIter,InitialReturnMin,MeanIW,MeanEntropy,MinD2w0t,MaxIW,J_sample_variance,InitialReturnStd,MaxD2w0t,StdD2w0t,InitialReturnMax,Weights,EpLenMean,EpisodesSoFar,TimeElapsed,Bound,InitialReturnMean,ReturnStepMaxmin,StdIW
243,-106.3651386491882,1.0000219,0.06896039,-78.8656,100.0,0.98542815,-2768.8904,878211,100,-95.26551,0.999579,1.3955061,,1.011943,194.93097,13.921046,1.0000407,0.25339413,-32.38246,[-0.547 -1.114 -0.81  -1.054 -0.024],34.48,24300,2450.897182226181,-2768.8745,-78.89507,99.0,0.004289357
244,-106.20663472463711,1.0001464,0.069206364,-78.402885,100.0,0.95603997,-2690.6028,881671,100,-96.8587,0.99623376,1.3950493,,1.0260109,177.39186,13.243486,1.0002708,0.2538203,-42.78148,[-0.547 -1.114 -0.81  -1.054 -0.023],34.6,24400,2459.2592363357544,-2690.462,-78.67985,99.000015,0.0111184195
245,-108.1926356163465,1.0000433,0.071301796,-79.26266,100.0,0.9777122,-2657.5776,885236,100,-96.0133,0.9991009,1.3949627,,1.0168893,152.07431,12.366836,1.000103,0.25733823,-43.072083,[-0.546 -1.113 -0.809 -1.053 -0.024],35.65,24500,2468.6994042396545,-2657.5266,-79.35027,99.00007,0.0064122532
246,-106.98663164695823,1.0000304,0.06874145,-79.35944,100.0,0.98068136,-2722.0542,888673,100,-95.63225,0.9991381,1.3946229,,1.0162076,174.854,13.237843,1.0000758,0.2530225,-30.404865,[-0.547 -1.114 -0.81  -1.054 -0.024],34.37,24600,2478.6266407966614,-2722.0125,-79.43673,99.00001,0.0053122803
247,-106.15304905187362,1.0000325,0.07710142,-75.98413,100.0,0.97982675,-2759.7324,892528,100,-96.11845,0.9989719,1.3945256,,1.0118586,209.04129,14.376933,1.0000794,0.26676273,-38.511272,[-0.547 -1.115 -0.81  -1.054 -0.024],38.55,24700,2489.3374967575073,-2759.6943,-76.05243,99.0,0.0044255103
248,-107.30733880062097,1.0000108,0.06914033,-79.42372,100.0,0.989883,-2714.6555,895985,100,-98.714134,0.9997323,1.3945241,,1.0109578,186.31055,13.595685,1.0000325,0.25369933,-35.310715,[-0.548 -1.114 -0.81  -1.053 -0.024],34.57,24800,2498.7424669265747,-2714.6423,-79.447556,99.00002,0.0032729767
249,-106.99224163879008,1.0001622,0.06780471,-79.65373,100.0,0.9651996,-2793.7578,899375,100,-95.472435,0.9969383,1.394508,,1.0390582,212.13637,14.483872,1.000271,0.2514253,-14.531229,[-0.547 -1.114 -0.81  -1.053 -0.024],33.9,24900,2509.1101925373077,-2793.6436,-79.87607,99.0,0.0127761625
250,-107.22311903362146,1.0000666,0.067383215,-79.95345,100.0,0.979036,-2770.128,902744,100,-94.74585,0.9977476,1.3950505,,1.016449,178.47412,13.337948,1.0001725,0.25069886,-40.049683,[-0.548 -1.114 -0.809 -1.053 -0.024],33.69,25000,2518.1822736263275,-2770.0376,-80.13261,99.000114,0.006965531
251,-106.11087607712041,1.0002718,0.07890627,-75.113976,100.0,0.9617462,-2703.0037,906689,100,-95.24167,0.9960253,1.3954147,,1.0331916,211.78522,14.307504,1.00054,0.269603,-34.373688,[-0.547 -1.114 -0.809 -1.053 -0.024],39.45,25100,2530.7790746688843,-2702.8691,-75.37821,99.0,0.0154952565
252,-106.10819802783648,1.0000206,0.06860101,-78.88621,100.0,0.98904157,-2762.6133,910119,100,-97.34095,0.99930435,1.3955092,,1.0102099,227.01234,14.976167,1.0000392,0.25276905,-22.903545,[-0.548 -1.113 -0.809 -1.052 -0.024],34.3,25200,2541.2607798576355,-2762.5889,-78.93337,99.0,0.0037576712
253,-108.28224672482976,1.0000288,0.07306106,-78.84579,100.0,0.98659945,-2728.7583,913772,100,-95.2055,0.99930346,1.3951633,,1.0121603,152.09604,12.30224,1.0000541,0.26024294,-44.397316,[-0.548 -1.113 -0.808 -1.052 -0.023],36.53,25300,2551.2704663276672,-2728.7295,-78.90017,99.0,0.0050349724
254,-106.774643611586,1.0000595,0.074841656,-77.10642,100.0,0.9624101,-2719.8157,917514,100,-96.34278,0.9983464,1.3955083,,1.016291,199.14465,13.936887,1.0001953,0.26314816,-38.552456,[-0.548 -1.113 -0.808 -1.052 -0.024],37.42,25400,2561.3031198978424,-2719.7693,-77.198296,99.0,0.007860484
255,-106.40162441706096,1.000056,0.07352168,-77.16156,100.0,0.9760613,-2760.921,921190,100,-94.17176,0.9990236,1.3959379,,1.0229763,202.66473,14.21221,1.0000863,0.26099032,-32.614113,[-0.549 -1.113 -0.808 -1.052 -0.023],36.76,25500,2571.730578660965,-2760.8806,-77.2411,99.0,0.00790037
256,-106.79321409069752,1.0000952,0.06914224,-79.26449,100.0,0.9787308,-2736.3188,924647,100,-95.43877,0.99847573,1.3960313,,1.0294138,220.53963,14.794691,1.0001702,0.2537056,-39.71895,[-0.549 -1.113 -0.808 -1.052 -0.023],34.57,25600,2580.7749016284943,-2736.2551,-79.38396,99.00003,0.008893036
257,-107.19657538504529,1.0000329,0.07040145,-79.05458,100.0,0.9811286,-2820.0288,928167,100,-95.183495,0.99885374,1.3955007,,1.0151224,204.96857,14.261161,1.0000747,0.25581905,-11.260432,[-0.55  -1.113 -0.808 -1.051 -0.023],35.2,25700,2591.4364020824432,-2819.984,-79.14081,99.0,0.0052975593
258,-108.80148786130383,1.0000405,0.073661946,-79.132164,100.0,0.9745244,-2729.114,931850,100,-94.73999,0.99811375,1.3950707,,1.0186648,166.37967,12.818559,1.0001333,0.26123035,-43.105705,[-0.55  -1.113 -0.808 -1.051 -0.023],36.83,25800,2603.019191265106,-2729.0427,-79.25587,99.00001,0.006687658
259,-106.09986537202272,1.0001066,0.07112453,-77.6397,100.0,0.9607866,-2713.0864,935406,100,-94.793304,0.9967975,1.3944232,,1.0233277,208.11403,14.304486,1.0002273,0.25705037,-37.815304,[-0.551 -1.112 -0.808 -1.051 -0.024],35.56,25900,2613.773939847946,-2712.9558,-77.87832,99.0,0.011112825
260,-108.24302069895282,1.0001066,0.07074294,-79.54434,100.0,0.9669081,-2743.5356,938943,100,-94.98387,0.9980713,1.394504,,1.030707,151.46011,12.195063,1.0002723,0.2564013,-42.502903,[-0.551 -1.113 -0.808 -1.051 -0.025],35.37,26000,2623.329490661621,-2743.466,-79.68448,99.00003,0.010067358
261,-108.134378209011,1.0000582,0.07514107,-77.89068,100.0,0.98029375,-2681.7354,942700,100,-95.54834,0.99927783,1.3945042,,1.0203342,159.92422,12.580052,1.0000999,0.26362056,-35.100708,[-0.55  -1.113 -0.808 -1.052 -0.025],37.57,26100,2634.9930732250214,-2681.7092,-77.94234,99.0,0.0072639966
262,-106.85405171036477,1.0000306,0.07016107,-78.98496,100.0,0.97333217,-2749.6672,946208,100,-95.23559,0.9991019,1.3945042,,1.0149585,223.05827,14.903741,1.0000814,0.25541678,-26.203224,[-0.551 -1.113 -0.808 -1.052 -0.025],35.08,26200,2643.246437549591,-2749.6235,-79.05582,99.000015,0.0059860228
263,-106.16544828070975,1.0000187,0.07678118,-76.15342,100.0,0.9839591,-2696.0647,950047,100,-95.79164,0.99918485,1.3941814,,1.0088007,202.58392,14.111628,1.0000362,0.2662392,-39.554977,[-0.551 -1.113 -0.808 -1.052 -0.025],38.39,26300,2654.1146574020386,-2696.0405,-76.199524,99.0,0.003989693
264,-106.51667391418147,1.000083,0.07846245,-75.951515,100.0,0.9757648,-2778.2686,953970,100,-95.28554,0.9983669,1.394445,,1.0270365,230.205,15.120008,1.0001436,0.26890534,-34.777153,[-0.551 -1.113 -0.808 -1.051 -0.025],39.23,26400,2664.147851228714,-2778.2114,-76.061226,99.0,0.008905694
265,-106.4392411805695,1.0000451,0.074021004,-77.35768,100.0,0.9812368,-2833.1282,957671,100,-97.36681,0.9991741,1.3945241,,1.013501,219.06102,14.684139,1.0000955,0.26181707,-24.730034,[-0.551 -1.113 -0.808 -1.052 -0.025],37.01,26500,2674.7314739227295,-2833.0962,-77.41652,99.00001,0.0059072985
266,-105.5130297712869,1.0000517,0.07758168,-75.32871,100.0,0.98330545,-2777.6084,961550,100,-96.0889,0.99928486,1.394438,,1.0190521,248.11598,15.773735,1.0000945,0.2675072,-20.153336,[-0.552 -1.113 -0.809 -1.052 -0.024],38.79,26600,2684.1930367946625,-2777.5715,-75.401215,99.0,0.0070624137
267,-107.83577281423607,1.000206,0.07888497,-76.30167,100.0,0.9622195,-2747.1382,965494,100,-96.26532,0.99686146,1.3940941,,1.0408996,186.2155,13.5450325,1.000329,0.2695724,-38.182526,[-0.552 -1.113 -0.808 -1.051 -0.025],39.44,26700,2692.938699245453,-2747.0244,-76.52689,99.00003,0.014443809
268,-107.7802537191881,1.0000538,0.07240277,-78.63886,100.0,0.9696851,-2749.3818,969114,100,-96.55841,0.9983591,1.3940079,,1.0187944,156.1534,12.496424,1.0001173,0.25916776,-40.548878,[-0.552 -1.114 -0.808 -1.051 -0.025],36.2,26800,2702.84091424942,-2749.3152,-78.7706,99.0,0.007333303
269,-107.22924472268669,1.0000567,0.06372163,-81.248314,100.0,0.9752118,-2811.7927,972300,100,-96.32765,0.9988784,1.3939207,,1.0214193,154.00427,12.39572,1.0001115,0.24425702,-23.587183,[-0.552 -1.115 -0.809 -1.052 -0.025],31.86,26900,2713.5632746219635,-2811.7434,-81.34838,99.00003,0.007907677
270,-109.14282108534168,1.0000701,0.0735823,-79.05992,100.0,0.9739832,-2629.9573,975979,100,-96.173744,0.99845374,1.3944381,,1.0175948,116.32386,10.736164,1.0001479,0.2610872,-49.861454,[-0.553 -1.115 -0.809 -1.052 -0.025],36.79,27000,2722.7180438041687,-2629.8914,-79.176506,99.00044,0.0067454264
271,-109.08402493075678,1.000048,0.075262725,-78.61102,100.0,0.98306394,-2728.5872,979742,100,-96.18405,0.9983156,1.3945372,,1.017565,144.8469,11.950279,1.0000979,0.2638274,-43.779167,[-0.552 -1.115 -0.809 -1.052 -0.025],37.63,27100,2734.7527854442596,-2728.5264,-78.72901,99.00007,0.0060525686
272,-107.85705013740142,1.0000622,0.06996168,-79.50933,100.0,0.9812052,-2683.3872,983240,100,-94.09125,0.9990322,1.3945382,,1.0204976,142.57544,11.915441,1.0001212,0.25508133,-47.457848,[-0.552 -1.115 -0.808 -1.053 -0.024],34.98,27200,2745.582181453705,-2683.344,-79.594315,99.00002,0.0070848353
273,-107.26815690692591,1.0000501,0.0717812,-78.336945,100.0,0.9771888,-2656.627,986829,100,-96.54131,0.99926573,1.3946404,,1.0222485,160.53523,12.60287,1.000112,0.25813347,-36.03319,[-0.552 -1.116 -0.809 -1.052 -0.024],35.89,27300,2755.3114869594574,-2656.594,-78.399734,99.0,0.0075541474
274,-105.98911579278729,1.0000128,0.07146028,-77.92264,100.0,0.98967683,-2786.0535,990402,100,-96.22118,0.99967796,1.3948969,,1.0140748,231.34625,15.111414,1.000041,0.25758782,-18.049564,[-0.551 -1.116 -0.808 -1.053 -0.024],35.73,27400,2766.9039657115936,-2786.0422,-77.9436,99.0,0.0035582588
275,-105.87604461683303,1.0000094,0.07210034,-77.710815,100.0,0.98777837,-2741.5857,994007,100,-96.11547,0.9996131,1.3946459,,1.0086696,219.82027,14.736265,1.0000262,0.25864914,-36.317734,[-0.551 -1.116 -0.808 -1.053 -0.024],36.05,27500,2777.3441071510315,-2741.5728,-77.73462,99.0001,0.003277487
276,-107.6260632099737,1.00002,0.07486063,-77.4066,100.0,0.9853473,-2608.7937,997750,100,-95.10615,0.99956274,1.3946245,,1.0103036,139.0296,11.712607,1.0000281,0.26317534,-42.67537,[-0.551 -1.115 -0.808 -1.052 -0.024],37.43,27600,2786.8727548122406,-2608.778,-77.435585,99.0,0.0043120203
277,-106.48506616245862,1.0000957,0.074882716,-77.14661,100.0,0.96768767,-2741.127,1001494,100,-95.99433,0.99797726,1.3946443,,1.0245363,217.49051,14.556798,1.0001521,0.26320937,-43.27799,[-0.551 -1.115 -0.809 -1.052 -0.024],37.44,27700,2796.622547388077,-2741.0576,-77.275764,99.0,0.009617428
278,-105.86338197836483,1.0001738,0.07660471,-75.67657,100.0,0.9575124,-2765.8909,1005324,100,-96.662796,0.99687296,1.3944232,,1.0391247,215.24368,14.511036,1.0003165,0.26596883,-32.425884,[-0.551 -1.115 -0.809 -1.053 -0.024],38.3,27800,2807.4518859386444,-2765.7795,-75.8956,99.0,0.01384863
279,-107.7903179303909,1.0000437,0.073541634,-78.30422,100.0,0.9697015,-2706.0037,1009001,100,-96.39455,0.9991082,1.3936466,,1.0118436,155.56787,12.44519,1.000084,0.26101866,-45.805416,[-0.55  -1.115 -0.808 -1.053 -0.025],36.77,27900,2817.408886194229,-2705.9675,-78.378235,99.000015,0.006553619
280,-107.16799476211021,1.0000094,0.07430012,-77.62007,100.0,0.99162334,-2720.252,1012716,100,-95.89759,0.99975795,1.3936641,,1.0067805,174.39377,13.111814,1.0000148,0.26226443,-42.548195,[-0.55  -1.115 -0.808 -1.053 -0.025],37.15,28000,2828.586205482483,-2720.2437,-77.6346,99.000046,0.0033606663
281,-107.99505182681168,1.000035,0.0725817,-78.793,100.0,0.98442787,-2706.4985,1016345,100,-94.9582,0.99893045,1.3939852,,1.0213059,175.77379,13.203664,1.0000774,0.25945827,-33.007294,[-0.55  -1.115 -0.808 -1.053 -0.025],36.29,28100,2836.650724172592,-2706.4563,-78.87314,99.00001,0.006310661
282,-106.65608150874016,1.00002,0.06818085,-79.41998,100.0,0.9861687,-2804.5098,1019754,100,-96.784706,0.9995331,1.3935833,,1.0090075,189.3831,13.744367,1.0000348,0.2520543,-16.925629,[-0.55  -1.115 -0.809 -1.053 -0.025],34.09,28200,2845.467815876007,-2804.4868,-79.463936,99.00003,0.004262378
283,-105.91320544237661,1.0000335,0.07620152,-76.24203,100.0,0.9813208,-2753.5398,1023564,100,-95.82706,0.9990139,1.3935616,,1.018636,213.97124,14.580107,1.0000798,0.2653199,-41.415455,[-0.55  -1.115 -0.808 -1.053 -0.025],38.1,28300,2855.5591537952423,-2753.4937,-76.319984,99.000015,0.006105873
284,-107.02443749352398,1.0000529,0.06890165,-79.478386,100.0,0.9773072,-2743.422,1027009,100,-95.81739,0.998683,1.3932083,,1.0171018,177.19287,13.205122,1.000121,0.25329846,-35.849876,[-0.551 -1.116 -0.809 -1.053 -0.025],34.45,28400,2866.0088260173798,-2743.3713,-79.57107,99.0,0.0068357256
285,-107.40919741399057,1.0000134,0.06876038,-79.69399,100.0,0.9856655,-2736.6567,1030447,100,-94.94907,0.9996286,1.3934668,,1.0141613,161.55794,12.654979,1.000038,0.25305074,-34.816338,[-0.551 -1.116 -0.809 -1.053 -0.026],34.38,28500,2876.4071419239044,-2736.6406,-79.72189,99.000015,0.0036212911
286,-106.96664787035155,1.0000151,0.07394057,-77.83469,100.0,0.98120856,-2823.8098,1034144,100,-96.87326,0.9994028,1.3935561,,1.012721,221.13403,14.780741,1.0000577,0.26167038,-18.457779,[-0.551 -1.116 -0.809 -1.053 -0.026],36.97,28600,2886.3426792621613,-2823.7905,-77.87099,99.0,0.0042381315
287,-105.58158511184502,1.0001122,0.072843954,-76.61949,100.0,0.9697248,-2754.0427,1037786,100,-94.883385,0.99706435,1.3936466,,1.0245738,210.97401,14.409048,1.0002441,0.25989103,-40.279892,[-0.551 -1.116 -0.809 -1.053 -0.025],36.42,28700,2897.3484733104706,-2753.9397,-76.82294,99.0,0.010109977
288,-107.22607523405355,1.0000386,0.07150188,-78.59875,100.0,0.98648065,-2682.483,1041361,100,-96.56577,0.9987483,1.3941857,,1.0179759,161.87598,12.670557,1.0000907,0.25767443,-43.473385,[-0.551 -1.117 -0.809 -1.053 -0.025],35.75,28800,2908.6779980659485,-2682.4321,-78.68995,99.00001,0.005565788
289,-106.24291571316473,1.0000205,0.071180575,-78.1415,100.0,0.9890352,-2813.9058,1044920,100,-95.66838,0.9996418,1.3945246,,1.0134029,219.07536,14.7770605,1.000048,0.25712648,-29.989904,[-0.551 -1.117 -0.809 -1.054 -0.025],35.59,28900,2919.6327714920044,-2813.8857,-78.18176,99.0,0.0035772987
290,-107.6824274984801,1.0000448,0.07166101,-78.88284,100.0,0.9817138,-2728.7954,1048503,100,-94.867485,0.99937564,1.3944166,,1.013846,149.5937,12.212961,1.000072,0.2579262,-41.80886,[-0.551 -1.117 -0.809 -1.054 -0.024],35.83,29000,2930.9875948429108,-2728.767,-78.9372,99.00005,0.0062807794
291,-106.99076317424117,1.0000489,0.071661524,-78.45223,100.0,0.98002493,-2706.1472,1052086,100,-96.86898,0.9990782,1.3940938,,1.0156058,196.18567,13.923248,1.0000927,0.2579276,-43.472126,[-0.552 -1.117 -0.809 -1.053 -0.025],35.83,29100,2940.815083503723,-2706.1123,-78.52165,99.0,0.0068421983
292,-105.95243490387895,1.0001225,0.07926399,-75.10979,100.0,0.97232676,-2777.4941,1056049,100,-95.79952,0.99764013,1.3948969,,1.047596,228.22757,15.051942,1.0002303,0.27016148,-26.314392,[-0.552 -1.117 -0.809 -1.054 -0.025],39.63,29200,2950.4889001846313,-2777.404,-75.28686,99.0,0.010447103
293,-107.04662613812505,1.0000592,0.070262834,-78.75374,100.0,0.9703564,-2674.3835,1059562,100,-95.68895,0.9977917,1.3945314,,1.0198727,178.34862,13.282423,1.0002024,0.2556037,-39.46852,[-0.551 -1.117 -0.809 -1.054 -0.024],35.13,29300,2961.3419778347015,-2674.2922,-78.91282,99.00002,0.008499864
294,-108.79638548332636,1.0000584,0.06976246,-80.220055,100.0,0.9629193,-2700.207,1063050,100,-96.51394,0.9983305,1.3936625,,1.0175428,129.30412,11.270822,1.0001128,0.25474218,-47.347885,[-0.55  -1.117 -0.809 -1.054 -0.024],34.88,29400,2972.952768087387,-2700.1458,-80.3417,99.00007,0.008224011
295,-108.89281860709687,1.0000358,0.06522144,-81.837,100.0,0.9771652,-2632.6963,1066311,100,-96.3202,0.9989739,1.3931007,,1.0137882,103.736374,10.121472,1.0000802,0.24691504,-49.818665,[-0.55  -1.117 -0.809 -1.054 -0.025],32.61,29500,2983.586230993271,-2632.6553,-81.91556,99.00005,0.006049362
296,-106.74336719563561,1.0001398,0.077703215,-75.998184,100.0,0.9638167,-2663.0872,1070196,100,-95.06085,0.99818784,1.3930105,,1.0276564,209.23575,14.421414,1.0002435,0.26771575,-40.514503,[-0.55  -1.117 -0.809 -1.054 -0.026],38.85,29600,2994.4809613227844,-2663.0146,-76.13678,99.00001,0.011790087
297,-106.86004441824913,1.0000229,0.06988105,-79.0053,100.0,0.9849232,-2728.919,1073690,100,-94.009575,0.99933153,1.3930142,,1.0118817,189.26381,13.714011,1.0000696,0.25494784,-31.427979,[-0.55  -1.117 -0.809 -1.055 -0.026],34.94,29700,3004.0052902698517,-2728.8892,-79.06084,99.0001,0.004741558
298,-106.87930231902641,1.0000025,0.07104002,-78.6854,100.0,0.9912404,-2873.4482,1077242,100,-95.832054,0.999815,1.3929459,,1.0061953,187.71506,13.613906,1.0000085,0.25688556,-19.588326,[-0.549 -1.117 -0.809 -1.055 -0.026],35.52,29800,3013.393516778946,-2873.4436,-78.69328,99.00001,0.0018363723
299,-106.69339623547214,1.0000677,0.07242258,-77.85927,100.0,0.97028846,-2767.9993,1080863,100,-95.24951,0.99797124,1.3926016,,1.0274084,207.16783,14.268098,1.0001515,0.25919572,-32.893208,[-0.549 -1.117 -0.809 -1.055 -0.026],36.21,29900,3023.016993522644,-2767.9182,-78.00386,99.0,0.009022543
300,-107.71182715339773,1.0000478,0.07118151,-78.974945,100.0,0.976353,-2690.9631,1084422,100,-96.563484,0.99918455,1.3925561,,1.0176655,172.90814,13.089168,1.0000881,0.25712928,-30.937439,[-0.549 -1.118 -0.809 -1.055 -0.026],35.59,30000,3033.82888507843,-2690.9304,-79.04023,99.0002,0.006345767
301,-107.50103473584137,1.0000488,0.07642227,-77.3039,100.0,0.97990876,-2785.5168,1088243,100,-94.555626,0.9986314,1.3930361,,1.0168443,186.82993,13.6008,1.0001048,0.26567245,-36.739235,[-0.549 -1.118 -0.809 -1.054 -0.026],38.21,30100,3043.2822625637054,-2785.4648,-77.40704,99.000015,0.005902078
302,-106.7887307611783,1.000211,0.07208498,-78.028366,100.0,0.96884817,-2803.3171,1091847,100,-95.519226,0.9968233,1.39295,,1.0396161,188.79329,13.654247,1.0004588,0.25863472,-32.19004,[-0.549 -1.118 -0.809 -1.055 -0.026],36.04,30200,3054.289077281952,-2803.1943,-78.27132,99.0,0.01337454
303,-107.23368528078703,1.0000209,0.07804084,-76.707535,100.0,0.9916578,-2812.4766,1095749,100,-95.45958,0.9994059,1.3934617,,1.0148954,219.47191,14.7444935,1.000045,0.2682447,-16.401575,[-0.55  -1.118 -0.809 -1.054 -0.026],39.02,30300,3066.384886264801,-2812.4526,-76.75249,99.0,0.0041698194
304,-106.38196393587779,1.0000087,0.06866022,-78.97723,100.0,0.99114805,-2690.9216,1099182,100,-96.46519,0.99966127,1.3936412,,1.0100389,185.56003,13.558526,1.0000191,0.25286734,-47.779152,[-0.55  -1.118 -0.809 -1.054 -0.026],34.33,30400,3076.1303594112396,-2690.9092,-78.99889,99.0,0.0027599218
305,-107.5175850725953,1.0000957,0.08128287,-75.84847,100.0,0.9747494,-2906.0598,1103246,100,-95.10091,0.99757,1.3939207,,1.0200324,237.13873,15.231379,1.000183,0.27326328,-4.600918,[-0.55  -1.118 -0.809 -1.054 -0.025],40.64,30500,3086.6060609817505,-2905.9858,-75.99175,99.0,0.008633951
306,-107.4611204714844,1.0000184,0.07330072,-78.3362,100.0,0.9810612,-2720.9956,1106911,100,-95.14351,0.9993061,1.3936641,,1.011938,188.6275,13.621088,1.0000519,0.26062816,-40.31503,[-0.55  -1.118 -0.809 -1.054 -0.025],36.65,30600,3097.4950444698334,-2720.973,-78.37827,99.0,0.0044255396
307,-107.73512357173414,1.0000889,0.07350251,-78.53959,100.0,0.9679015,-2774.8367,1110586,100,-95.68484,0.99841624,1.3935564,,1.0220829,186.41486,13.602986,1.0001719,0.26096293,-38.842644,[-0.55  -1.118 -0.809 -1.055 -0.025],36.75,30700,3109.113997220993,-2774.773,-78.66686,99.000015,0.009711142
308,-106.14421845420276,1.0000187,0.072920896,-77.65671,100.0,0.9845093,-2823.6514,1114232,100,-95.81236,0.99934953,1.3935261,,1.0106649,222.03752,14.865002,1.0000515,0.25999933,-29.508665,[-0.551 -1.119 -0.81  -1.055 -0.025],36.46,30800,3119.8122782707214,-2823.6218,-77.71253,99.0,0.0038456328
309,-107.10718080065998,1.000142,0.07542386,-77.3508,100.0,0.96740973,-2802.5825,1118003,100,-94.86987,0.99714357,1.3936422,,1.0257524,199.56003,13.977195,1.0002725,0.26407433,-35.86823,[-0.55  -1.119 -0.81  -1.055 -0.026],37.71,30900,3130.2302355766296,-2802.485,-77.53663,99.00001,0.011626809
310,-105.34921530085347,1.0000914,0.07082296,-77.5535,100.0,0.96799666,-2851.7114,1121544,100,-95.77674,0.9980959,1.3935542,,1.0291651,254.69183,15.902767,1.000205,0.25652882,-7.6024084,[-0.551 -1.119 -0.81  -1.055 -0.025],35.41,31000,3140.5408046245575,-2851.6394,-77.69662,99.0,0.009017069
311,-106.36146365001481,1.0001519,0.07570411,-76.38975,100.0,0.97212696,-2747.1938,1125329,100,-95.77275,0.9972206,1.3940133,,1.0262913,186.36118,13.52957,1.0002674,0.2645389,-42.66745,[-0.551 -1.119 -0.81  -1.054 -0.025],37.85,31100,3149.207056283951,-2747.0967,-76.582634,99.0,0.010314995
312,-106.54472592376379,1.0000743,0.07258267,-77.69728,100.0,0.9726661,-2697.6895,1128958,100,-95.73512,0.99817765,1.393549,,1.0177033,196.57265,13.953328,1.0001564,0.25946128,-38.07824,[-0.551 -1.119 -0.81  -1.054 -0.025],36.29,31200,3160.0591592788696,-2697.624,-77.82429,99.0,0.008663695
313,-106.44875916508144,1.000024,0.07072055,-78.213646,100.0,0.9701712,-2690.1968,1132494,100,-95.01176,0.9990882,1.393533,,1.0176328,190.00829,13.654147,1.0000985,0.25636405,-37.513,[-0.551 -1.12  -0.81  -1.055 -0.025],35.36,31300,3169.882595062256,-2690.1548,-78.27399,99.0,0.0055714673
314,-107.97806340399154,1.0000609,0.07368247,-78.41188,100.0,0.981416,-2713.7402,1136178,100,-95.13381,0.9982208,1.3941857,,1.0289254,158.48038,12.466905,1.0001202,0.26126283,-41.90072,[-0.551 -1.119 -0.81  -1.054 -0.025],36.84,31400,3180.843983411789,-2713.6768,-78.53226,99.0,0.007058016
315,-106.02365195812934,1.0000124,0.07538059,-76.72777,100.0,0.98724186,-2801.8076,1139947,100,-95.93338,0.9993817,1.3940792,,1.0102297,250.26868,15.728093,1.0000343,0.26399925,-14.926355,[-0.551 -1.119 -0.81  -1.054 -0.025],37.69,31500,3191.3648138046265,-2801.7898,-76.7618,99.0,0.0033150564
316,-106.885250576252,1.0000315,0.075441174,-77.27713,100.0,0.98061526,-2785.4553,1143719,100,-95.91933,0.99897236,1.3936412,,1.0134182,201.54272,14.100558,1.0000618,0.264093,-32.372543,[-0.551 -1.119 -0.81  -1.054 -0.025],37.72,31600,3201.3715579509735,-2785.4148,-77.34545,99.0,0.0051781167
317,-106.54985522186969,1.0000582,0.0669424,-79.72099,100.0,0.9642314,-2736.791,1147066,100,-96.84565,0.99815404,1.3929459,,1.0151545,172.18774,13.011985,1.0001248,0.24993268,-43.674885,[-0.551 -1.119 -0.81  -1.054 -0.025],33.47,31700,3212.566620826721,-2736.719,-79.85623,99.0,0.008307507
318,-107.18448390202019,1.000109,0.071362674,-78.39138,100.0,0.96988875,-2690.4414,1150634,100,-94.937546,0.99844986,1.3926014,,1.0271927,168.95651,12.987168,1.0001972,0.2574409,-31.39951,[-0.551 -1.119 -0.81  -1.054 -0.026],35.68,31800,3224.8524165153503,-2690.3762,-78.51867,99.00001,0.0107334135
319,-105.96880778234316,1.0000795,0.07420388,-76.82892,100.0,0.9773329,-2802.068,1154344,100,-96.033134,0.9970765,1.3935618,,1.0150363,221.61198,14.723507,1.0001799,0.26210156,-29.778488,[-0.551 -1.119 -0.809 -1.054 -0.026],37.1,31900,3234.1928317546844,-2801.97,-77.022194,99.0,0.0074405978
320,-107.12029891963948,1.0000699,0.07144238,-78.55553,100.0,0.973606,-2742.5205,1157916,100,-95.24477,0.9985825,1.3932033,,1.0187703,178.07387,13.362808,1.0001116,0.25755733,-34.075417,[-0.551 -1.118 -0.809 -1.053 -0.025],35.72,32000,3244.7288143634796,-2742.4614,-78.66935,99.00001,0.009182959
321,-106.34841398728544,1.0001149,0.07710365,-75.8547,100.0,0.9760681,-2718.6233,1161771,100,-97.25415,0.99806446,1.3935314,,1.0281107,199.22038,14.091716,1.0001878,0.26676944,-26.757343,[-0.551 -1.118 -0.809 -1.053 -0.026],38.55,32100,3254.6300303936005,-2718.5461,-76.00592,99.00001,0.010403778
322,-107.2308058534516,1.0000451,0.07586172,-77.29361,100.0,0.9808118,-2785.4922,1165564,100,-94.55592,0.9985096,1.3939209,,1.0159094,189.32779,13.605908,1.0001003,0.26478747,-34.353043,[-0.551 -1.119 -0.809 -1.053 -0.025],37.93,32200,3263.969628095627,-2785.4458,-77.38234,99.00002,0.0062821894
323,-105.85103541219979,1.0000587,0.072502464,-77.12244,100.0,0.9843482,-2712.4502,1169189,100,-95.97393,0.9982714,1.3945528,,1.0200211,214.34737,14.522579,1.000114,0.25931314,-31.284353,[-0.55  -1.118 -0.808 -1.053 -0.025],36.25,32300,3274.0210285186768,-2712.3872,-77.242256,99.0,0.006524118
