EmpiricalD2,Iteration,TimestepsSoFar,EpLenMean,MeanD2w0t,InitialReturnMax,ReturnMeanIW,InitialReturnMin,MinIW,Weights,InitialReturnStd,StdD2w0t,StdIW,J_sample_variance,TimeElapsed,InitialBound,MaxIW,EpRewMean,InitialReturnMean,EpisodesSoFar,ReturnStepMax,ReturnStepMaxmin,EntropyCoefficient,MeanIW,EpThisIter,MaxD2w0t,MinD2w0t,Bound,MeanEntropy
1.0330081,1,2125,21.25,0.043391395,5.4108276,457.59576,-2.51548,0.6147989,[ 0.867 -0.5   -0.634  0.472  0.   ],1.5804397,0.20599155,0.1552599,4013.9355,4.0791847705841064,184.38158,1.6199505,-115.19138151004096,8.392334e-07,100,100.0,89.15846,10.0,1.0356604,100,1.1064559,,192.92924,1.3954455
1.6350789,2,4423,22.98,0.055497423,5.284378,491.07822,-3.3731232,0.059022807,[ 0.878 -0.508 -0.641  0.465 -0.023],1.8997114,0.25806037,1.388674,192770.19,10.758340835571289,159.70598,10.6744995,-116.05736430197052,6.1035157e-06,200,100.0,89.89928,10.0,1.2570523,100,2.821248,,185.49413,1.3340434
1.0175086,3,6662,22.39,0.045328107,7.2756653,423.74252,-3.1766205,0.6920657,[ 0.872 -0.471 -0.645  0.487 -0.085],2.0614896,0.20936006,0.15467496,3391.6685,16.650623083114624,159.31438,1.8703947,-115.43536768361214,-4.272461e-06,300,100.0,89.68866,10.0,1.0173186,100,1.0596226,,162.66675,1.3466063
1.0506964,4,8967,23.05,0.047171142,7.6076355,420.41248,-3.210205,0.45326194,[ 0.87  -0.471 -0.644  0.476 -0.072],2.1563475,0.21461093,0.22807294,6373.379,22.300692319869995,123.092285,1.7634073,-116.09641326185054,2.7465821e-06,400,100.0,89.92656,10.0,1.0406924,100,1.1263874,,130.76135,1.3242184
1.2723873,5,11224,22.57,0.04854118,5.510063,448.86725,-3.1567535,0.33403277,[ 0.884 -0.473 -0.65   0.486 -0.095],1.8449951,0.22395569,0.5690404,40305.363,27.751420736312866,157.45328,3.3368387,-115.66060803494037,3.1280517e-06,500,100.0,89.750946,10.0,1.0993992,100,1.3718652,,176.38885,1.305603
1.0283147,6,13539,23.15,0.046769354,5.502342,409.59045,-3.4363785,0.6288683,[ 0.866 -0.482 -0.637  0.474 -0.114],1.9301498,0.21228673,0.17566384,3771.2102,33.69292497634888,152.28696,1.5807503,-116.09280840252235,-1.0986329e-05,600,100.0,89.97038,10.0,1.0173864,100,1.0786098,,156.26236,1.3095706
1.0185055,7,15780,22.41,0.04505586,9.397537,422.26218,-2.7839203,0.7331996,[ 0.888 -0.484 -0.639  0.465 -0.109],1.919053,0.20801505,0.12201028,1883.4056,39.17200255393982,133.77228,1.4090471,-115.75618149135632,1.2969971e-06,700,100.0,89.669235,10.0,1.0094253,100,1.0405574,,136.18307,1.313528
1.0629297,8,18096,23.16,0.047982335,6.3098907,421.07913,-3.446907,0.34452882,[ 0.886 -0.493 -0.641  0.466 -0.105],2.1057482,0.21782893,0.2427658,7375.0947,44.4351372718811,153.85443,1.9269636,-116.13312160545584,6.027222e-06,800,100.0,89.97124,10.0,1.0488983,100,1.1859517,,164.02486,1.324412
1.0902096,9,20390,22.94,0.047372814,5.014656,424.67914,-3.173935,0.38495195,[ 0.895 -0.498 -0.649  0.489 -0.094],1.9906473,0.21618833,0.29156533,10889.505,50.25503444671631,144.44417,2.2232459,-116.05912160622965,1.1444092e-05,900,100.0,89.8815,10.0,1.0457478,100,1.1985586,,155.47264,1.3220378
1.0314199,10,22748,23.58,0.047702286,6.9370804,404.03885,-3.0518494,0.592079,[ 0.915 -0.506 -0.664  0.507 -0.097],2.2185934,0.21444361,0.17487767,3596.8342,56.5156135559082,121.811714,1.5808351,-116.73796896466573,6.1035155e-07,1000,100.0,90.0586,10.0,1.0204583,100,1.0660367,,125.70908,1.3191354
1.0114702,11,24976,22.28,0.044843256,5.408989,424.25253,-2.9172287,0.7190865,[ 0.91  -0.507 -0.658  0.497 -0.1  ],1.9317966,0.2076565,0.09880763,1415.7805,62.537800312042236,156.76662,1.3249391,-115.52237731905612,-3.890991e-06,1100,100.0,89.629944,10.0,1.0105623,100,1.033385,,159.16296,1.3083498
1.2786645,12,27176,22.0,0.047410995,5.781334,454.7182,-3.0632782,0.32811087,[ 0.906 -0.503 -0.652  0.49  -0.111],1.9396137,0.22171824,0.62484336,52131.496,68.278573513031,148.56757,4.0600076,-115.29649878349424,-6.1035155e-07,1200,100.0,89.51849,10.0,1.0786861,100,1.4729412,,161.31302,1.320127
1.0789609,13,29268,20.92,0.043893307,5.492073,474.77264,-3.2497559,0.4006096,[ 0.891 -0.526 -0.651  0.5   -0.099],2.0024376,0.21014135,0.2606505,11839.177,73.53782916069031,199.80191,2.068699,-114.28683705258759,1.5563965e-05,1300,100.0,89.06542,10.0,1.0651706,100,1.1352898,,217.80066,1.3106072
1.0721983,14,31399,21.31,0.044511773,4.661972,458.14978,-3.0700836,0.36459178,[ 0.908 -0.539 -0.67   0.499 -0.108],1.6450455,0.2110893,0.2944957,14396.644,79.02194237709045,212.28333,2.2309375,-114.69504425334566,3.4332274e-06,1400,100.0,89.18385,10.0,1.0448456,100,1.2213705,,223.45537,1.2851689
1.0407337,15,33506,21.07,0.043001667,7.375519,453.17126,-3.2567215,0.6184035,[ 0.905 -0.511 -0.65   0.486 -0.134],1.9094896,0.20504501,0.20911145,7018.9185,84.31322193145752,176.9003,1.7815163,-114.33055699999106,2.1362305e-06,1500,100.0,89.14755,10.0,1.0229598,100,1.0656359,,181.86832,1.2821649
1.0608966,16,35817,23.11,0.047218632,5.8378754,417.82562,-2.9409943,0.5251149,[ 0.894 -0.506 -0.639  0.488 -0.137],2.0537744,0.21456237,0.24696064,7279.7095,90.11059474945068,144.47159,1.9881195,-116.49833240261992,-2.2125244e-06,1600,100.0,89.91794,10.0,1.0360216,100,1.1196914,,150.71706,1.2712356
1.0461631,17,38253,24.36,0.049827635,6.5030365,399.04758,-2.9699783,0.5109461,[ 0.9   -0.5   -0.644  0.5   -0.148],1.8930054,0.22026314,0.24064343,6636.198,96.09029150009155,106.57677,2.5839846,-117.69757186079335,3.5858154e-06,1700,100.0,90.33682,10.0,1.0380502,100,1.1315078,,113.23371,1.2653723
1.0424527,18,40571,23.18,0.047506914,6.876854,418.4296,-3.6825027,0.46763766,[ 0.911 -0.494 -0.642  0.511 -0.154],1.9763893,0.2155,0.2209527,6302.5806,102.03837537765503,146.86688,1.7381068,-116.51372846305252,4.119873e-06,1800,100.0,89.94705,10.0,1.0400273,100,1.084958,,155.60567,1.2423844
1.1982962,19,42945,23.74,0.05060071,5.4998016,426.929,-2.9242935,0.40675128,[ 0.927 -0.502 -0.648  0.524 -0.176],2.1351883,0.22704038,0.5177472,31924.398,108.15231847763062,120.39168,3.5101047,-116.93138754351817,-9.460449e-06,1900,100.0,90.149,10.0,1.0897459,100,1.3719721,,138.96521,1.2617673
1.1044306,20,45010,20.65,0.042445093,5.5354385,469.55728,-2.7479935,0.48124695,[ 0.897 -0.498 -0.635  0.506 -0.157],1.8616762,0.20460364,0.31848493,16176.87,113.76158142089844,187.15433,2.3905623,-114.29633645052077,-4.9591063e-06,2000,100.0,88.899345,10.0,1.0342276,100,1.20492,,195.56323,1.2646328
1.2153654,21,47192,21.82,0.046375655,5.3458557,454.923,-3.7467499,0.36513454,[ 0.881 -0.51  -0.635  0.511 -0.154],1.7346416,0.21747446,0.5077356,36684.547,119.53564071655273,172.5336,3.6772635,-115.3461114896312,8.087158e-06,2100,100.0,89.42749,10.0,1.0626689,100,1.2630725,,186.04648,1.2841835
1.0767514,22,49392,22.0,0.04522625,5.5357666,438.58664,-2.961647,0.51927435,[ 0.906 -0.508 -0.647  0.517 -0.135],1.7287966,0.21088333,0.2670959,10286.036,125.17854166030884,168.92047,1.915323,-115.43417369173125,1.3732911e-06,2200,100.0,89.50598,10.0,1.0301944,100,1.1386527,,175.92009,1.2714217
1.3068293,23,51637,22.45,0.05080245,5.1797333,465.0864,-3.2346802,0.26924494,[ 0.917 -0.499 -0.648  0.506 -0.148],1.8570521,0.23554389,0.554423,40802.504,131.18798518180847,183.96873,3.135841,-115.9716224456455,-4.9591063e-06,2300,100.0,89.66846,10.0,1.1249818,100,1.7017987,,211.16261,1.2694684
24.395039,24,53965,23.28,0.22509575,4.726898,1146.2974,-2.8481827,0.00025453686,[ 0.912 -0.524 -0.648  0.535 -0.15 ],1.7411996,1.8356035,14.191541,22814648.0,136.74648880958557,138.6515,109.1369,-116.95520946580923,1.2969971e-06,2400,100.0,89.9523,10.0,3.170445,100,68.999374,,430.91992,1.196034
1.3144569,25,56094,21.29,0.045844495,5.2993164,469.86234,-2.930046,0.13928156,[ 1.012 -0.496 -0.683  0.493 -0.223],1.900002,0.21821365,0.6080259,55215.062,142.66939210891724,181.91652,4.1699824,-114.30479210010024,6.027222e-06,2500,100.0,89.262115,10.0,1.0746319,100,1.5021286,,198.49359,1.1833899
1.1091574,26,58221,21.27,0.04359533,4.9367905,455.3278,-3.2027664,0.5317174,[ 1.048 -0.493 -0.695  0.504 -0.236],1.8746318,0.20691918,0.31622246,14302.879,147.61254835128784,195.2221,2.2752209,-114.39820389333623,-6.027222e-06,2600,100.0,89.243225,10.0,1.0392358,100,1.137725,,205.96623,1.1823624
1.2246952,27,60252,20.31,0.043579273,5.114563,493.35803,-2.964203,0.15431555,[ 1.026 -0.501 -0.693  0.503 -0.237],1.8773745,0.21236198,0.49805477,39922.453,153.00575017929077,221.967,2.9829447,-113.13704906619762,-3.2806397e-06,2700,100.0,88.807755,10.0,1.0861458,100,1.5583906,,242.34833,1.1682287
3.165476,28,62531,22.79,0.06500979,4.847206,513.9528,-3.3853226,0.11019319,[ 0.989 -0.522 -0.708  0.524 -0.251],2.1040354,0.32417485,2.7954137,897188.44,158.83030366897583,157.99554,26.042116,-115.51596411386754,-4.5776366e-07,2800,100.0,89.86258,10.0,1.3071824,100,4.003319,,196.79541,1.1766901
1.3892415,29,64712,21.81,0.048114736,7.0761566,467.87387,-2.9616623,0.27633843,[ 1.049 -0.503 -0.722  0.514 -0.242],2.0994253,0.22657622,0.7367471,75201.78,164.94828963279724,156.6199,4.72527,-114.51968472057993,8.392334e-07,2900,100.0,89.49843,10.0,1.1057136,100,1.6132358,,175.24194,1.1975286
1.0302109,30,66836,21.24,0.043222778,5.4488373,446.57538,-3.0659409,0.70946753,[ 1.069 -0.487 -0.729  0.512 -0.221],1.948963,0.20521292,0.21668886,7507.472,170.43329620361328,190.05551,2.1211894,-114.13731955271962,1.7547608e-06,3000,100.0,89.25261,10.0,1.0180665,100,1.0747658,,193.78848,1.2223945
1.0962346,31,69010,21.74,0.04528223,5.751007,451.5026,-3.355072,0.46835035,[ 1.069 -0.483 -0.725  0.509 -0.197],1.7932686,0.21256737,0.32248217,14840.887,175.66615533828735,193.93356,2.368401,-114.43715306230504,-3.3569336e-06,3100,100.0,89.4722,10.0,1.0642008,100,1.270423,,208.66447,1.2214332
15.196929,32,71262,22.52,0.13714187,5.7276077,966.9141,-3.0682144,0.016102798,[ 1.079 -0.517 -0.743  0.515 -0.198],2.2163534,1.0391067,13.133904,17088654.0,181.4662823677063,145.40652,125.44366,-115.0792620210884,-4.7302246e-06,3200,100.0,89.779816,10.0,2.749035,100,60.857456,,313.3511,1.2627467
1.3624215,33,73313,20.51,0.044423092,5.353897,498.131,-3.0463028,0.19614036,[ 1.134 -0.463 -0.756  0.512 -0.156],1.8164809,0.21591333,0.6476189,63077.203,187.7668228149414,203.37454,3.865608,-113.09743011401628,1.2359619e-05,3300,100.0,88.97148,10.0,1.1119306,100,1.6411257,,230.49068,1.2665976
1.0145674,34,75453,21.4,0.043207537,4.3447037,440.85602,-3.2595825,0.76839215,[ 1.17  -0.454 -0.766  0.525 -0.152],1.7778051,0.20433371,0.13155091,2716.2566,193.3804817199707,172.40169,1.7633175,-114.06226178656424,-4.043579e-06,3400,100.0,89.3005,10.0,1.0153182,100,1.0503659,,175.64014,1.281488
1.0063435,35,77800,23.47,0.047082733,5.7554398,398.62656,-3.4116135,0.77745384,[ 1.161 -0.449 -0.764  0.53  -0.137],2.259047,0.21215908,0.07353154,686.8791,199.24853920936584,97.04175,1.1786706,-115.80708558263156,6.5612794e-06,3500,100.0,90.131485,10.0,1.007121,100,1.02339,,98.516,1.2756265
2.246137,36,80045,22.45,0.05811925,4.989525,514.29144,-3.5636444,0.12994984,[ 1.16  -0.443 -0.762  0.527 -0.143],2.1630397,0.27824348,1.7944634,389905.78,204.8702642917633,157.7105,13.665213,-114.75345231307054,5.1116945e-06,3600,100.0,89.75471,10.0,1.2795042,100,2.9415634,,201.6275,1.3145103
1.382936,37,82254,22.09,0.050413568,5.1836777,487.62207,-3.1790924,0.24266854,[ 1.119 -0.466 -0.751  0.532 -0.104],1.8110679,0.23630805,0.6253972,54112.293,210.98375797271729,154.30887,3.7630498,-115.26300831104675,-7.019043e-06,3700,100.0,89.56424,10.0,1.1630987,100,1.7036929,,194.12994,1.3193994
1.1831719,38,84461,22.07,0.04723067,6.3185654,454.66406,-2.8440094,0.264065,[ 1.097 -0.479 -0.741  0.555 -0.099],1.9531789,0.22039752,0.48044747,32718.732,216.83781719207764,154.13574,3.2487075,-115.06243741215829,-2.3651123e-06,3800,100.0,89.57295,10.0,1.0843003,100,1.430635,,172.13303,1.3066868
1.0132977,39,86574,21.13,0.04247633,5.597519,447.4724,-3.0066376,0.6842997,[ 1.118 -0.48  -0.756  0.581 -0.112],1.8677115,0.20221055,0.11748937,2066.038,222.3458890914917,174.06961,1.3554993,-114.22414989634261,-6.027222e-06,3900,100.0,89.188446,10.0,1.0125822,100,1.0512652,,176.89851,1.3048753
1.2594951,40,88865,22.91,0.04885122,5.49543,429.4209,-3.1361313,0.27593878,[ 1.126 -0.493 -0.76   0.578 -0.114],2.0993435,0.22358955,0.5968748,46878.1,227.6404571533203,152.65477,4.1272697,-115.6148849678606,-2.7465821e-06,4000,100.0,89.90703,10.0,1.0592866,100,1.4529713,,165.91922,1.3037716
1.0221483,41,90977,21.12,0.042616922,5.711876,449.4622,-2.6692276,0.71522355,[ 1.171 -0.502 -0.781  0.589 -0.115],1.9093876,0.20296402,0.14161964,2987.223,232.82652473449707,181.89984,1.6514202,-114.34125814437533,-1.0681152e-06,4100,100.0,89.172226,10.0,1.0156473,100,1.0794252,,185.38306,1.3065917
1.1119151,42,93250,22.73,0.047363035,5.263756,434.28702,-2.8751602,0.433396,[ 1.176 -0.515 -0.785  0.584 -0.112],1.7862065,0.21724063,0.32960558,14098.704,238.18782114982605,155.58505,3.2513204,-115.36135302179036,-1.5258789e-06,4200,100.0,89.84943,10.0,1.063334,100,1.365603,,169.65892,1.3124961
