MaxIW,EmpiricalD2,Iteration,MeanD2w0t,InitialReturnMax,TimestepsSoFar,EntropyCoefficient,MaxD2w0t,TimeElapsed,MinIW,ReturnStepMaxmin,J_sample_variance,MeanIW,EpisodesSoFar,InitialReturnMean,EpThisIter,Weights,InitialReturnStd,InitialBound,StdIW,EpLenMean,MeanEntropy,Bound,InitialReturnMin,MinD2w0t,ReturnStepMax,StdD2w0t,EpRewMean,ReturnMeanIW
7.4763412,6.476941,33,0.39801124,-21.253063,132750,10.0,32.198742,541.6951675415039,0.00062639505,99.00001,2353.961,0.6666,3300,-66.28902,100,[-0.871 -0.523 -0.249 -0.717 -0.345],15.1511135,-59.453106,0.72069347,50.83,1.0103728,-46.559776,-93.77011,,100.0,1.6278957,-102.55805430696475,-47.60171
33.016853,27.394281,34,0.77254224,-17.748102,137941,10.0,167.89627,558.6003057956696,0.0013018809,99.0,4392.261,0.7316771,3400,-65.10102,100,[-0.884 -0.561 -0.252 -0.768 -0.409],13.522828,-58.805412,1.5787863,51.91,1.0122386,-47.33124,-91.08883,,100.0,3.7571855,-102.05283777573054,-45.08402
9.85941,5.057476,35,0.2864285,-9.484095,142732,10.0,59.746796,580.0359220504761,0.015610381,99.0,1835.9722,0.6682637,3500,-68.59902,100,[-0.886 -0.568 -0.258 -0.818 -0.407],13.35134,-62.5124,0.6057258,47.91,0.9991512,-48.067688,-92.60336,,100.0,1.5477316,-103.54902400542117,-48.684593
15.712387,15.221166,36,0.47664407,-41.357567,147238,10.0,62.278492,597.646203994751,0.0031151345,99.0,5799.994,0.5545164,3600,-69.18104,100,[-0.868 -0.577 -0.239 -0.857 -0.42 ],13.803935,-62.938313,1.0119523,45.06,0.9998706,-44.018772,-94.559265,,100.0,2.4008,-102.20697134392063,-43.714233
9.205882,13.477056,37,0.7011845,-16.543663,151679,10.0,136.93065,614.2918186187744,0.0006585419,99.00001,2451.91,0.6854114,3700,-69.102104,100,[-0.864 -0.536 -0.261 -0.847 -0.419],14.954537,-62.806385,0.70010066,44.41,0.96724385,-52.863674,-92.89053,,100.0,4.4547048,-101.71406846832218,-51.53691
8.847687,6.678756,38,0.2451706,-35.758396,156216,10.0,23.468094,631.8097536563873,0.006564558,99.000015,6611.1953,0.7412425,3800,-70.90449,100,[-0.878 -0.482 -0.276 -0.791 -0.452],12.682082,-65.0258,1.0556641,45.37,0.95588994,-53.18955,-91.89081,,100.0,1.064842,-104.8429310012618,-55.700775
8.362719,14.638559,39,0.4286061,-35.02671,160659,10.0,53.96137,650.9997334480286,0.0039923606,99.0,5416.0806,0.70065904,3900,-70.65702,100,[-0.868 -0.494 -0.301 -0.821 -0.463],14.213105,-64.82736,1.0051934,44.43,0.953157,-52.111244,-92.56168,,100.0,2.2726264,-103.73716165714335,-52.41539
11.867279,15.439588,40,0.37636077,-26.363573,164777,10.0,78.50367,669.1103658676147,0.0044730417,99.0,5986.912,0.68101263,4000,-72.915245,100,[-0.852 -0.507 -0.338 -0.846 -0.466],14.227528,-67.17335,1.1242292,41.18,0.9331077,-52.60573,-93.229645,,100.0,2.3580039,-104.09502630159677,-52.65034
24.553192,17.25615,41,0.41295484,-36.034164,168887,10.0,158.67542,684.5054981708527,0.009166942,99.0,2714.2148,0.6302394,4100,-73.6839,100,[-0.834 -0.539 -0.374 -0.889 -0.486],12.870294,-68.09434,0.8872917,41.1,0.9482443,-50.876747,-94.80189,,100.0,2.8650413,-105.3418572495499,-48.180267
14.512484,31.735867,42,0.5269912,-37.594383,172874,10.0,161.22469,699.3577516078949,0.0013816466,99.000015,3716.413,0.61168593,4200,-75.27034,100,[-0.816 -0.487 -0.368 -0.883 -0.471],11.811589,-69.66968,0.96327555,39.87,0.9573525,-48.89122,-94.75367,,100.0,3.7000003,-106.21902427114071,-45.927494
6.650214,43.65008,43,0.48274362,-44.576485,176419,10.0,318.17798,716.9855313301086,0.0017191918,99.00004,1980.0038,0.4266376,4300,-78.37946,100,[-0.857 -0.495 -0.376 -0.84  -0.462],12.537081,-72.61456,0.5997751,35.45,0.9581644,-41.369682,-95.498726,,100.0,4.5693946,-106.43859063491882,-36.59853
9.725281,12.636282,44,0.2963824,-33.765625,180538,10.0,99.147736,734.6609148979187,0.006444471,99.0,3213.843,0.58415884,4400,-73.25345,100,[-0.939 -0.513 -0.374 -0.822 -0.461],12.824202,-67.38952,0.81562686,41.19,0.98433495,-44.40477,-93.42301,,100.0,1.6981785,-104.94365535200735,-45.827698
20.414665,19.463316,45,0.40605175,-35.417835,184527,10.0,106.997635,749.1231751441956,0.0011525844,99.0,3440.7673,0.5258298,4500,-74.9514,100,[-0.916 -0.482 -0.367 -0.839 -0.435],13.8747225,-68.993744,0.78394526,39.89,0.97851616,-45.04326,-95.07993,,100.0,2.618519,-105.5727825389791,-42.67612
10.93063,5.1503563,46,0.28507897,-24.86899,188475,10.0,32.35877,765.4295129776001,0.0046890266,99.0,2227.1094,0.6533906,4600,-74.95036,100,[-0.905 -0.452 -0.381 -0.854 -0.44 ],15.136306,-69.03606,0.6622826,39.48,0.9772068,-52.998806,-94.71555,,100.0,1.5067081,-104.65489812887206,-53.45285
8.824172,22.684925,47,0.4233899,-38.990982,192307,10.0,128.59004,779.996476650238,0.00025049268,99.0,2172.8223,0.5319028,4700,-76.21985,100,[-0.9   -0.441 -0.387 -0.815 -0.442],12.980369,-70.33035,0.6932004,38.32,0.9811106,-46.22502,-94.968544,,100.0,3.1251771,-106.04478261066255,-42.068874
25.142647,34.189594,48,0.49833858,-27.04869,195801,10.0,280.5487,795.5760586261749,0.0045491774,99.00004,4483.2334,0.5418423,4800,-77.957146,100,[-0.888 -0.416 -0.404 -0.834 -0.438],14.834191,-72.029594,0.87066245,34.94,0.9630543,-47.864567,-95.191925,,100.0,4.283877,-105.16617572766181,-42.46936
6.438887,10.50504,49,0.4417267,-49.805626,199337,10.0,44.218124,813.0146641731262,0.00052853674,99.00001,2236.5896,0.6164965,4900,-78.814804,100,[-0.911 -0.439 -0.375 -0.823 -0.456],11.280538,-72.91327,0.6113335,35.36,0.9217422,-52.53883,-95.75157,,100.0,2.2500336,-107.07653632693605,-51.075684
10.575556,8.903792,50,0.25958294,-16.859085,203354,10.0,61.27405,830.3279976844788,0.008583995,99.0,8684.995,0.69530237,5000,-73.66431,100,[-0.881 -0.455 -0.338 -0.867 -0.497],14.984329,-68.18868,1.1801091,40.17,0.90688163,-53.800976,-94.92097,,100.0,1.3962661,-104.08652718761641,-54.96192
5.417898,10.637605,51,0.33256212,-22.596897,207037,10.0,60.86741,848.8364906311035,0.006093626,99.00001,3418.9666,0.75291234,5100,-76.70361,100,[-0.856 -0.414 -0.333 -0.864 -0.512],14.774727,-71.40045,0.7410435,36.83,0.9366622,-60.288185,-96.234985,,100.0,2.2210045,-104.99057558002212,-60.134655
11.470555,35.54264,52,0.44675407,-43.1312,210597,10.0,391.10236,864.0793330669403,0.0014653096,99.00001,4893.553,0.6343254,5200,-77.6896,100,[-0.855 -0.439 -0.368 -0.895 -0.482],12.101335,-72.21841,1.0051006,35.6,0.97425437,-52.5683,-94.6401,,100.0,4.922289,-105.83742072525574,-50.90813
8.553005,45.155293,53,0.5497017,-31.358204,213861,10.0,332.1529,879.5082569122314,0.00032097433,99.00001,3610.004,0.52166677,5300,-79.63296,100,[-0.787 -0.442 -0.362 -0.935 -0.445],13.627821,-73.802444,0.8049835,32.64,0.9295236,-50.537586,-95.66159,,100.0,5.7367616,-105.28572000624301,-44.043316
6.387329,16.303772,54,0.46935743,-33.976105,217547,10.0,82.83712,897.401486158371,0.0010053596,99.0,3126.538,0.56211305,5400,-76.25618,100,[-0.829 -0.442 -0.348 -0.889 -0.489],14.262063,-70.67856,0.80485076,36.86,0.9169812,-47.47756,-96.58262,,100.0,3.0502872,-104.66857251064924,-44.85163
10.774061,8.008688,55,0.30189836,-35.687126,221289,10.0,82.740875,911.5273003578186,0.0043698554,99.0,2172.5193,0.60518575,5500,-76.35866,100,[-0.827 -0.414 -0.38  -0.877 -0.502],14.358407,-70.9971,0.6432319,37.42,0.9116629,-50.96702,-95.67474,,100.0,2.097745,-105.24382910482818,-49.429993
5.8189306,7.07968,56,0.22734745,-46.826206,224640,10.0,69.874466,927.143227815628,0.0025087472,99.00023,2053.547,0.6411747,5600,-79.84402,100,[-0.829 -0.366 -0.386 -0.857 -0.507],11.663349,-74.56114,0.53996575,33.51,0.8979515,-55.524773,-94.24931,,100.0,1.4394857,-106.64464044557675,-56.18416
7.6798677,9.485847,57,0.2819491,-39.397152,227870,10.0,85.412224,943.6230871677399,0.0043852897,99.00005,3492.752,0.6625358,5700,-80.62072,100,[-0.785 -0.365 -0.364 -0.893 -0.521],12.918233,-75.56095,0.83155614,32.3,0.87153673,-56.91856,-96.638145,,100.0,1.9412336,-106.31979386318099,-53.66834
13.848523,10.813077,58,0.25521666,-50.052338,231105,10.0,139.86546,958.6461040973663,0.0023296983,99.00006,5383.978,0.78817487,5800,-79.66892,100,[-0.791 -0.363 -0.323 -0.887 -0.547],12.40605,-74.75058,0.9812315,32.35,0.8811687,-64.62831,-94.45159,,100.0,2.0726926,-105.38707724253352,-62.71894
12.522955,13.188194,59,0.36212042,-23.690212,235024,10.0,94.821365,975.0037820339203,0.002361568,99.0,4550.8853,0.7659506,5900,-76.31294,100,[-0.79  -0.376 -0.312 -0.86  -0.538],14.581052,-71.48094,1.0607777,39.19,0.87628454,-61.065327,-95.14531,,100.0,2.7038803,-105.96097768762404,-59.74267
8.056711,28.806347,60,0.639492,-32.037086,238756,10.0,257.8819,995.5014865398407,0.0018784184,99.00002,4611.051,0.66852343,6000,-76.894684,100,[-0.812 -0.344 -0.29  -0.819 -0.543],16.37428,-72.0372,0.95614386,37.32,0.8559196,-60.496567,-95.4619,,100.0,4.6465125,-104.6588209425531,-54.729145
20.536459,10.527724,61,0.27490708,-44.153214,242239,10.0,55.667755,1014.1351237297058,0.0014948717,99.00012,5309.5327,0.76974046,6100,-79.27745,100,[-0.802 -0.317 -0.31  -0.826 -0.563],13.249239,-74.687416,0.9727066,34.83,0.8645704,-64.3254,-95.21743,,100.0,1.7629625,-106.51641502662558,-62.760056
4.7481117,2.6072712,62,0.15541318,-35.247456,245751,10.0,11.4973545,1031.0637347698212,0.0055132387,99.000046,1787.717,0.8439804,6200,-78.13784,100,[-0.809 -0.308 -0.282 -0.801 -0.554],14.212602,-73.43135,0.577489,35.12,0.85483736,-66.54089,-94.92683,,100.0,0.76152444,-105.1470362712952,-67.7644
22.423473,24.178757,63,0.45753312,-26.04029,249641,10.0,147.79507,1047.2105934619904,0.001962133,99.0,5181.207,0.6130806,6300,-75.63157,100,[-0.818 -0.328 -0.288 -0.829 -0.564],16.467901,-70.92731,1.0757413,38.9,0.84915704,-51.841545,-96.69396,,100.0,2.97366,-104.62193718357663,-49.377922
11.139097,18.22661,64,0.3684297,-29.339247,253169,10.0,188.45732,1063.4505207538605,0.0033306368,99.000145,4117.6875,0.58758354,6400,-78.405525,100,[-0.8   -0.304 -0.305 -0.838 -0.57 ],15.372617,-73.8346,0.8848759,35.28,0.85466844,-52.28945,-96.217865,,100.0,2.7894223,-105.21441901136672,-49.333797
14.094634,24.154251,65,0.45555964,-32.992664,256625,10.0,185.07892,1076.9328844547272,0.000310857,99.0,4105.3936,0.6612454,6500,-78.788994,100,[-0.784 -0.288 -0.315 -0.862 -0.564],14.254735,-74.10136,0.9081376,34.56,0.81884784,-59.161804,-94.470856,,100.0,4.4463334,-105.79620997007254,-53.23717
3.9692683,3.3146894,66,0.1566369,-46.997334,259908,10.0,38.89921,1090.7877407073975,0.034930684,99.00001,1817.4066,0.76269275,6600,-80.55334,100,[-0.771 -0.292 -0.343 -0.891 -0.6  ],12.25261,-76.25531,0.56390744,32.83,0.8279318,-64.24941,-95.76644,,100.0,1.0167438,-106.65701567432129,-64.186485
10.694607,16.786842,67,0.30509108,-34.88448,263074,10.0,136.62444,1105.335788011551,0.0022429416,99.00004,3619.4602,0.6374574,6700,-80.871124,100,[-0.777 -0.325 -0.349 -0.916 -0.591],13.480177,-76.562614,0.7682004,31.66,0.8220803,-57.790024,-95.369064,,100.0,2.3853679,-105.85589264364498,-54.15122
11.11065,20.526375,68,0.30615097,-36.89197,266199,10.0,226.44121,1119.314952135086,0.0018037468,99.000046,8305.008,0.753484,6800,-81.48338,100,[-0.76  -0.322 -0.382 -0.927 -0.597],14.079857,-77.12684,1.2485106,31.25,0.82060826,-67.329865,-95.82714,,100.0,2.8214574,-106.35392040800484,-62.98696
9.063973,8.954095,69,0.2574665,-51.6214,269235,10.0,76.235596,1134.661217212677,0.0067653055,99.00164,2856.9277,0.6725336,6900,-82.61241,100,[-0.728 -0.298 -0.39  -0.942 -0.598],11.901799,-78.29719,0.65668553,30.36,0.82929146,-60.408745,-97.04623,,100.0,1.8462818,-107.08604504939167,-57.12214
11.917214,19.576176,70,0.28239578,-47.173317,272206,10.0,179.25885,1148.8327758312225,0.0042515215,99.0,5864.7974,0.6959778,7000,-83.69681,100,[-0.727 -0.292 -0.424 -0.941 -0.59 ],11.173574,-79.32394,1.0640401,29.71,0.81317276,-62.30645,-95.86864,,100.0,2.3970978,-108.10867770088919,-57.90633
5.259795,2.3260787,71,0.115686454,-22.117018,274857,10.0,18.859882,1161.3675756454468,0.03265435,99.0,1966.2284,0.8361072,7100,-85.274025,100,[-0.703 -0.284 -0.452 -0.956 -0.606],12.525104,-81.06805,0.5928347,26.51,0.81118375,-72.05314,-96.83931,,100.0,0.72129935,-107.03176210207006,-72.01022
5.746249,4.6761327,72,0.1538512,-24.435413,277803,10.0,41.760593,1176.7598164081573,0.0069812546,99.00009,4071.0193,0.80792767,7200,-82.9813,100,[-0.688 -0.278 -0.466 -0.935 -0.608],13.8369255,-78.70776,0.73639613,29.46,0.79316807,-71.21174,-96.06047,,100.0,1.0011188,-106.7709914446526,-70.69402
5.801133,3.240192,73,0.1393154,-47.41144,280678,10.0,31.278976,1192.5052309036255,0.042141017,99.000305,1386.2972,0.74736685,7300,-83.698494,100,[-0.696 -0.275 -0.478 -0.962 -0.626],11.449076,-79.59657,0.44670305,28.75,0.8121596,-65.512634,-96.736626,,100.0,0.9732756,-107.28742393260137,-65.21553
5.654709,2.4391356,74,0.13358942,-47.295933,283587,10.0,12.844584,1207.910187959671,0.0052455394,99.0,2606.722,0.8507956,7400,-83.270355,100,[-0.681 -0.315 -0.497 -0.985 -0.607],12.737369,-79.02919,0.61484,29.09,0.7737675,-72.89162,-96.031624,,100.0,0.67667514,-107.01601959063738,-72.892944
7.30056,19.221905,75,0.26765302,-42.604904,286646,10.0,191.17543,1225.2052581310272,0.0027805683,99.0,5080.2383,0.63773704,7500,-81.94511,100,[-0.678 -0.305 -0.467 -0.995 -0.645],13.404371,-78.028885,0.8218572,30.59,0.7819397,-58.11126,-96.169975,,100.0,2.429755,-106.5463036094774,-55.742313
12.4941845,18.55698,76,0.24786665,-34.007454,289285,10.0,141.99393,1239.0491151809692,0.002344018,99.00071,11014.729,0.7219556,7600,-84.9902,100,[-0.654 -0.308 -0.491 -1.022 -0.637],11.749894,-81.03228,1.2575583,26.39,0.77388626,-66.97881,-97.079926,,100.0,2.1206174,-106.71476484867149,-62.83253
3.5210824,1.2810043,77,0.06756231,-30.030846,292130,10.0,2.2614021,1254.7759456634521,0.13107991,99.00001,1413.5518,0.929587,7700,-83.90838,100,[-0.69  -0.327 -0.474 -1.015 -0.645],12.740061,-79.99492,0.47661442,28.45,0.7292857,-75.08187,-96.134254,,100.0,0.27988017,-107.16541156364532,-77.9265
6.4575167,15.080156,78,0.2777777,-46.210415,294945,10.0,154.09688,1270.285096168518,0.0034569935,99.0,3814.641,0.6697731,7800,-83.20787,100,[-0.687 -0.34  -0.474 -1.027 -0.69 ],13.255465,-79.699684,0.8621723,28.15,0.7387562,-62.04749,-96.38386,,100.0,2.535936,-106.02430352020606,-56.96222
12.753928,16.940609,79,0.28247958,-29.51438,297959,10.0,206.90192,1284.8537142276764,0.009291869,99.00001,3501.4485,0.70678467,7900,-81.91502,100,[-0.687 -0.361 -0.462 -1.011 -0.68 ],16.108038,-78.415054,0.80879855,30.14,0.78126204,-63.475914,-95.956345,,100.0,2.8236716,-105.80532357612088,-58.569813
8.214706,2.3352995,80,0.11992242,-56.27474,300797,10.0,10.493687,1298.1562340259552,0.037770227,99.00029,2740.0366,0.85470635,8000,-83.948944,100,[-0.7   -0.361 -0.438 -0.99  -0.638],10.254833,-79.95552,0.7217789,28.38,0.7682714,-72.23511,-96.15106,,100.0,0.58594,-107.52837382516377,-72.49664
