EmpiricalD2,MeanEntropy,EpRewMean,MeanIW,InitialReturnMin,EntropyCoefficient,InitialReturnMax,MeanD2w0t,StdIW,MaxD2w0t,Iteration,EpThisIter,Bound,TimeElapsed,EpLenMean,InitialBound,MinD2w0t,Weights,StdD2w0t,InitialReturnStd,ReturnStepMaxmin,ReturnStepMax,J_sample_variance,ReturnMeanIW,EpisodesSoFar,TimestepsSoFar,MaxIW,MinIW,InitialReturnMean
1.0098677,1.4161073,-120.81660881071424,1.0146726,-16.070679,10.0,28.827885,0.10485284,0.10453296,1.0148418,74,100,-135.27325,907.4557106494904,52.21,-135.95557,,[-0.467 -0.616 -0.452 -0.245  0.001],0.30706987,9.74602,94.49997,100.0,273.2884,153.45053,7400,358696,1.2998903,0.7467895,3.3187866e-06
1.0325505,1.4127405,-120.74356390910252,1.0606406,-19.751617,10.0,27.954445,0.1083363,0.17361005,1.0935843,75,100,-144.86533,920.8454458713531,53.56,-148.01578,,[-0.469 -0.619 -0.452 -0.244 -0.003],0.31280813,10.338581,94.56817,100.0,412.8198,152.90842,7500,364052,1.6834431,0.40359902,2.2506713e-06
1.0062333,1.4130845,-120.6529518580674,1.012888,-17.910927,10.0,26.142033,0.10196387,0.07603818,1.0160487,76,100,-138.2394,933.4810364246368,50.8,-139.07193,,[-0.46  -0.628 -0.453 -0.251 -0.006],0.30320755,8.921432,94.252655,100.0,200.71423,158.90887,7600,369132,1.2425139,0.8163126,3.3950805e-06
1.0099024,1.4106098,-119.97862104976491,1.0137955,-18.833115,10.0,23.381279,0.1015515,0.10500702,1.0202681,77,100,-135.8483,945.5188159942627,50.54,-137.13524,,[-0.458 -0.635 -0.454 -0.249 -0.006],0.30284643,10.257827,94.443245,100.0,373.38165,159.63063,7700,374186,1.3793576,0.78062034,-6.3323973e-06
1.0129706,1.40466,-122.63412617597074,1.022024,-18.414406,10.0,27.252876,0.10703867,0.11755055,1.0249132,78,100,-137.94511,958.9087705612183,53.17,-139.36488,,[-0.464 -0.641 -0.456 -0.251 -0.008],0.3102987,9.289837,94.48866,100.0,296.26743,153.12608,7800,379503,1.3061247,0.6481132,-7.858276e-06
1.0144224,1.399328,-121.57350031872478,1.017307,-21.753906,10.0,28.541897,0.10975985,0.10994595,1.0233716,79,100,-142.78935,971.585088968277,54.48,-144.0849,,[-0.462 -0.648 -0.457 -0.255 -0.014],0.31388128,10.099719,94.65998,100.0,302.82782,147.17543,7900,384951,1.5165651,0.73214245,3.5476685e-06
1.0089182,1.406342,-120.30487309944054,1.0161909,-17.507843,10.0,24.69786,0.10438441,0.09610666,1.0202563,80,100,-142.25545,984.0602145195007,51.9,-143.93475,,[-0.463 -0.652 -0.455 -0.255 -0.02 ],0.30672422,9.713245,94.364044,100.0,290.40353,155.25462,8000,390141,1.3919026,0.8323542,6.5994263e-06
1.0119987,1.4028698,-120.73292658984589,1.0190221,-19.010239,10.0,38.053696,0.10415361,0.106854685,1.0202922,81,100,-135.37628,996.4190175533295,51.8,-136.45784,,[-0.471 -0.656 -0.461 -0.255 -0.013],0.3063664,10.0994835,94.35628,100.0,219.85515,155.47429,8100,395321,1.3328803,0.7453716,-4.4631956e-06
1.0045786,1.4053016,-120.73624331339312,1.0132778,-17.44043,10.0,44.184097,0.10518679,0.06698842,1.0144696,82,100,-149.74158,1009.2368631362915,52.43,-150.80324,,[-0.47  -0.651 -0.461 -0.256 -0.016],0.3073325,10.151917,94.39456,100.0,163.51219,152.68527,8200,400564,1.2001183,0.83725566,3.6239624e-06
1.0064081,1.4056153,-120.88804921033096,1.0169989,-15.809311,10.0,27.181057,0.10804285,0.07719763,1.015987,83,100,-143.9168,1022.61687707901,53.82,-145.44724,,[-0.474 -0.66  -0.467 -0.257 -0.014],0.31109214,9.809443,94.51489,100.0,209.92377,148.34505,8300,405946,1.2515925,0.7663949,5.264282e-06
1.0390533,1.4049103,-120.09390407202044,1.0523868,-19.420074,10.0,32.158714,0.0994268,0.1824716,1.064786,84,100,-120.9897,1036.24533700943,49.0,-124.01628,,[-0.486 -0.661 -0.473 -0.255 -0.013],0.30167004,10.281712,94.15782,100.0,468.8548,169.9355,8400,410846,1.6434413,0.5588871,3.4332277e-07
1.0053326,1.4038467,-120.35252044104804,1.0096866,-19.52806,10.0,30.9388,0.10558588,0.07782867,1.0135628,85,100,-145.34543,1048.63507604599,52.61,-146.1719,,[-0.481 -0.66  -0.477 -0.259 -0.014],0.30790445,10.992191,94.424934,100.0,276.85617,151.372,8500,416107,1.2400817,0.7433054,1.9073486e-06
1.0106597,1.4091742,-119.4864918257304,1.0214612,-21.038605,10.0,47.314037,0.10521129,0.099626616,1.0300335,86,100,-140.09409,1060.7530312538147,52.27,-141.52478,,[-0.487 -0.661 -0.48  -0.262 -0.015],0.30792925,11.176603,94.42811,100.0,336.7882,152.70932,8600,421334,1.38647,0.78870666,-6.1035155e-07
1.0068129,1.4096321,-123.39656110609087,1.0148886,-19.716537,10.0,32.170906,0.108189344,0.08102639,1.0159862,87,100,-154.6853,1072.7408545017242,53.93,-155.5964,,[-0.493 -0.659 -0.481 -0.263 -0.01 ],0.3111629,8.834869,94.51886,100.0,150.71532,150.07825,8700,426727,1.2505856,0.8099452,-1.9073487e-07
1.0170388,1.4215095,-121.51773159348086,1.0314114,-17.462677,10.0,24.825264,0.100396834,0.13265415,1.0350102,88,100,-130.36475,1084.391765832901,49.71,-132.62793,,[-0.497 -0.663 -0.483 -0.261 -0.009],0.30216673,9.65631,94.11116,100.0,312.5289,166.97462,8800,431698,1.5070626,0.77923447,9.918213e-07
1.002295,1.4179617,-120.53661700251904,1.0043247,-15.441353,10.0,27.757275,0.1016691,0.04742313,1.0041075,89,100,-133.43169,1096.5778810977936,50.77,-133.6853,,[-0.49  -0.66  -0.479 -0.26   0.003],0.3024271,10.134854,94.30218,100.0,150.40065,157.72592,8900,436775,1.1151664,0.8760209,1.2207031e-06
1.0445193,1.4170836,-121.33802560858103,1.0712072,-18.864548,10.0,19.969936,0.10280732,0.23895735,1.1026175,90,100,-124.79997,1109.0802655220032,50.13,-129.41194,,[-0.49  -0.656 -0.478 -0.26  -0.001],0.3080498,8.22234,94.272934,100.0,1083.1392,170.34972,9000,441788,2.1326528,0.59058684,3.0517579e-06
1.0031476,1.4149525,-122.03632742251946,1.0094143,-19.29422,10.0,35.053997,0.107532285,0.054580443,1.006091,91,100,-150.778,1121.1822047233582,53.66,-151.63364,,[-0.482 -0.652 -0.477 -0.251 -0.002],0.31012848,10.709557,94.482506,100.0,189.2847,149.16232,9100,447154,1.1491729,0.8609241,-4.4250487e-06
1.0412498,1.4062505,-121.22523173474553,1.0487229,-17.246872,10.0,23.39312,0.09975955,0.20697856,1.0663847,92,100,-117.554726,1133.3204145431519,49.11,-120.41081,,[-0.489 -0.657 -0.482 -0.251 -0.004],0.30229884,9.265087,94.17803,100.0,660.7586,170.8022,9200,452065,1.6935104,0.5780728,-3.7765503e-06
1.0074612,1.4012547,-119.72418703121562,1.0110443,-20.229805,10.0,20.117882,0.10219,0.078406155,1.0119379,93,100,-133.40585,1145.5574791431427,50.9,-134.10051,,[-0.479 -0.648 -0.479 -0.254 -0.013],0.3035385,8.89577,94.43114,100.0,172.95532,157.212,9300,457155,1.2408199,0.74668664,1.2207031e-06
1.0035205,1.3968279,-119.24165481703791,1.007826,-20.836441,10.0,34.33098,0.1008577,0.054401573,1.0095676,94,100,-142.37079,1157.9167490005493,50.33,-142.94054,,[-0.48  -0.645 -0.48  -0.255 -0.018],0.3014672,9.140311,94.434135,100.0,144.61801,158.56166,9400,462188,1.1706383,0.84989536,8.392334e-07
1.0046028,1.3905978,-120.34137834988897,1.0092593,-20.228416,10.0,43.323418,0.10602326,0.07120279,1.0102983,95,100,-151.56047,1170.9796636104584,52.88,-152.14922,,[-0.485 -0.646 -0.481 -0.256 -0.022],0.30828854,10.898155,94.44924,100.0,191.58357,150.1945,9500,467476,1.1982986,0.8234298,8.010864e-07
1.0660956,1.388326,-120.15399566647957,1.0786842,-15.839493,10.0,27.042305,0.101141386,0.3587099,1.1593196,96,100,-122.19691,1183.5300288200378,49.14,-126.46825,,[-0.486 -0.643 -0.481 -0.255 -0.028],0.30645058,8.884277,94.284454,100.0,2094.559,173.94269,9600,472390,3.0318255,0.4529177,5.340576e-07
1.0326755,1.3862846,-120.65466999440063,1.0509819,-16.015457,10.0,30.264076,0.10409882,0.1776947,1.0729254,97,100,-135.85196,1195.9120833873749,51.32,-139.13467,,[-0.49  -0.636 -0.471 -0.252 -0.031],0.3078327,9.629216,94.348305,100.0,492.94315,161.23758,9700,477522,1.6026583,0.64175725,1.6784668e-06
1.0193992,1.3922112,-120.36079841540602,1.0330753,-16.18885,10.0,34.69091,0.1042289,0.13829006,1.0423776,98,100,-142.8713,1209.4495527744293,51.62,-145.59555,,[-0.501 -0.629 -0.474 -0.244 -0.033],0.3071955,9.793725,94.44628,100.0,523.0205,158.05661,9800,482684,1.5015231,0.707033,-2.2888183e-07
1.0097516,1.3907114,-120.94290274685592,1.0221965,-23.461128,10.0,26.450737,0.11289933,0.09811676,1.0295955,99,100,-156.50487,1222.9708151817322,56.13,-157.9245,,[-0.51  -0.64  -0.478 -0.245 -0.027],0.31749573,10.004709,94.7182,100.0,257.62503,140.84113,9900,488297,1.4034547,0.8163899,-4.4250487e-06
1.0059474,1.3955942,-120.22798581722377,1.0090135,-21.31945,,26.85447,0.10707629,0.06670509,1.0089719,100,100,-155.60155,1234.9114096164703,53.36,-156.24355,,[-0.511 -0.632 -0.474 -0.246 -0.028],0.30979434,8.860259,94.52351,100.0,147.67973,148.32689,10000,493633,1.3177253,0.85030264,4.5776366e-07
1.009716,1.4048235,-121.3399756249367,1.0190693,-19.759918,,30.982937,0.10498301,0.11001559,1.0209213,101,100,-158.92107,1247.1387932300568,52.21,-160.06001,,[-0.51  -0.634 -0.472 -0.247 -0.023],0.30745697,9.871876,94.5166,100.0,273.38272,154.75087,10100,498854,1.3320236,0.79729664,3.0899048e-06
1.0040407,1.4032294,-119.56420905443643,1.0068798,-19.625206,,44.325764,0.106246404,0.059414152,1.0090345,102,100,-172.31073,1259.8441452980042,53.04,-172.84467,,[-0.513 -0.635 -0.473 -0.247 -0.014],0.30842757,11.037478,94.5036,100.0,210.10275,148.01959,10200,504158,1.255087,0.82450116,-1.2588501e-06
1.0041122,1.4058161,-121.39809771945178,1.0086095,-17.393944,,43.32329,0.10714885,0.05562633,1.0174978,103,100,-166.91393,1273.0619342327118,53.45,-167.6275,,[-0.519 -0.634 -0.475 -0.245 -0.016],0.30969945,9.740089,94.4577,100.0,181.20616,149.1241,10300,509503,1.2526157,0.8865778,-3.890991e-06
1.0021496,1.4019144,-118.74166136483092,1.0035337,-17.354485,,18.701057,0.10604406,0.05033865,1.0036968,104,100,-161.2393,1286.1585466861725,52.96,-161.44041,,[-0.526 -0.634 -0.477 -0.246 -0.013],0.30808324,9.397211,94.52148,100.0,141.77106,147.1939,10400,514799,1.1354294,0.81686366,7.858276e-06
1.0263695,1.3993264,-119.84848932755577,1.0357997,-18.4543,,34.61445,0.10755129,0.1544054,1.0554094,105,100,-160.71144,1298.458675146103,52.99,-163.31845,,[-0.526 -0.634 -0.476 -0.246 -0.017],0.31240234,11.280546,94.5027,100.0,591.1823,152.79951,10500,520098,1.5392938,0.6062317,4.005432e-06
1.0217843,1.3887584,-120.82739908689511,1.0335113,-17.020676,,24.355633,0.10680885,0.12884152,1.0358001,106,100,-152.49811,1310.2479507923126,52.84,-154.40051,,[-0.525 -0.647 -0.476 -0.249 -0.02 ],0.31072566,8.832226,94.62892,100.0,274.5857,153.28735,10600,525382,1.3685391,0.70042753,1.2969971e-06
1.0084573,1.396054,-118.6499228868934,1.0109057,-18.327965,,41.10363,0.10818305,0.10281088,1.0145375,107,100,-159.19435,1324.5177536010742,53.85,-160.0419,,[-0.523 -0.644 -0.478 -0.25  -0.03 ],0.31140602,11.114478,94.59335,100.0,253.73322,144.93846,10700,530767,1.4335468,0.8230952,-5.0354006e-06
1.0304749,1.4009175,-120.75545531317255,1.0389003,-19.944717,,17.705498,0.11079725,0.16087975,1.0572828,108,100,-162.99532,1338.5456199645996,54.81,-165.61565,,[-0.523 -0.64  -0.475 -0.249 -0.023],0.31578466,9.137017,94.63308,100.0,452.88272,147.29381,10800,536248,1.7425401,0.7135427,-2.5177003e-06
1.0241416,1.398003,-122.3617452525089,1.0445106,-16.646759,,40.198967,0.11525684,0.17918113,1.0581115,109,100,-173.97716,1352.024331331253,56.89,-176.12491,,[-0.535 -0.644 -0.476 -0.248 -0.018],0.32168865,10.251743,94.72181,100.0,452.48065,141.9069,10900,541937,1.7765844,0.55718315,4.9209593e-06
1.0134759,1.3968495,-120.65368636132501,1.0266144,-19.827316,,47.479984,0.113728024,0.10415787,1.0295187,110,100,-172.49396,1364.4336421489716,56.53,-173.92682,,[-0.534 -0.645 -0.477 -0.242 -0.021],0.31854862,11.086007,94.73134,100.0,276.66495,139.1272,11000,547590,1.3154478,0.7102062,1.6021728e-06
1.0213959,1.3871579,-121.60217225795078,1.04929,-22.609726,,22.82663,0.11533831,0.13531506,1.0361859,111,100,-171.89113,1377.5293428897858,57.03,-175.53542,,[-0.529 -0.653 -0.479 -0.246 -0.022],0.32145834,10.638925,94.76968,100.0,410.32285,141.80284,11100,553293,1.4979346,0.7200608,-2.861023e-06
1.0168829,1.3802361,-122.33056994029164,1.0217328,-17.891571,,24.829884,0.11355301,0.12494703,1.0262398,112,100,-166.70534,1390.1081609725952,56.24,-168.38179,,[-0.541 -0.663 -0.485 -0.247 -0.032],0.3189803,9.926031,94.70094,100.0,353.63873,142.58263,11200,558917,1.4503067,0.7403172,-1.9073486e-06
1.0166057,1.3783054,-122.0488505129026,1.0419893,-21.577148,,19.31691,0.11276201,0.13653088,1.0320711,113,100,-161.81226,1403.1149985790253,55.86,-164.6587,,[-0.541 -0.668 -0.483 -0.249 -0.039],0.317968,9.457442,94.745125,100.0,228.54019,144.78433,11300,564503,1.512115,0.72741705,-2.9373168e-06
1.0117735,1.3795294,-121.4720223116698,1.0198307,-15.989449,,25.03704,0.11022031,0.09882841,1.0242071,114,100,-163.40892,1417.158706188202,54.74,-164.73914,,[-0.529 -0.659 -0.477 -0.246 -0.041],0.3143535,9.791985,94.562706,100.0,223.76193,146.01631,11400,569977,1.3956976,0.7982296,6.4849854e-07
1.0048115,1.3784693,-121.56200682165522,1.0097376,-18.123367,,25.379257,0.10885125,0.06773599,1.0098678,115,100,-162.82004,1430.4740068912506,54.3,-163.73003,,[-0.529 -0.655 -0.478 -0.241 -0.039],0.31185275,8.893859,94.58747,100.0,139.54945,146.29837,11500,575407,1.2383547,0.8336693,-6.8664554e-07
1.0029787,1.3783057,-120.83984271306052,1.0054595,-18.714645,,57.74761,0.111976214,0.055045903,1.0080802,116,100,-181.41026,1442.9527280330658,55.87,-181.87529,,[-0.522 -0.65  -0.474 -0.243 -0.04 ],0.31570908,10.941938,94.67428,100.0,207.10196,139.87148,11600,580994,1.2098852,0.88778573,-8.392334e-06
1.0190955,1.3739961,-121.02089451359514,1.0345303,-21.195633,,27.24128,0.113222,0.15066248,1.0401838,117,100,-169.593,1455.637135028839,56.03,-170.99881,,[-0.519 -0.645 -0.469 -0.243 -0.041],0.31871894,9.42536,94.768394,100.0,316.97742,141.71492,11700,586597,1.5094612,0.715262,2.0599366e-06
1.0108726,1.374374,-118.74703123393671,1.0194681,-21.310768,,36.936684,0.114752874,0.094190955,1.0342801,118,100,-180.476,1468.9031624794006,57.09,-181.724,,[-0.519 -0.634 -0.468 -0.242 -0.045],0.3196253,11.446222,94.85906,100.0,314.10757,135.40874,11800,592306,1.4924304,0.7767875,-2.670288e-06
1.0115324,1.374,-121.72999539648268,1.0181328,-18.47364,,33.471996,0.11565252,0.132204,1.031187,119,100,-180.92952,1483.7099013328552,57.6,-181.87772,,[-0.524 -0.633 -0.466 -0.242 -0.045],0.32051542,10.905472,94.83793,100.0,315.80093,136.1249,11900,598066,1.8786749,0.7648729,-1.197815e-05
1.0136561,1.3775591,-121.09475456804643,1.0231696,-21.951508,,29.571213,0.11505686,0.13084851,1.0301863,120,100,-181.20914,1498.5128138065338,57.02,-183.03404,,[-0.531 -0.63  -0.467 -0.239 -0.045],0.32070655,10.650223,94.82707,100.0,491.7404,138.92554,12000,603768,1.5486795,0.8111799,-3.8146972e-08
1.0067765,1.3726093,-121.31568429140151,1.0161624,-20.190643,,36.775948,0.11556824,0.07829362,1.016414,121,100,-185.14891,1513.90571641922,57.58,-185.89894,,[-0.528 -0.629 -0.461 -0.241 -0.041],0.32035586,10.349694,94.80918,100.0,147.9444,135.27806,12100,609526,1.2614439,0.7974633,1.1444092e-06
1.0065025,1.3764142,-122.58360000078794,1.0092831,-20.845032,,37.062622,0.116466194,0.08161398,1.014808,122,100,-186.93805,1527.1274526119232,58.07,-187.58342,,[-0.53  -0.627 -0.462 -0.238 -0.046],0.32128227,9.8368,94.77817,100.0,190.82527,134.93637,12200,615333,1.3056796,0.80176973,-2.2888185e-06
1.0096546,1.3846772,-120.75428241859314,1.0245125,-20.708961,,28.554901,0.115062624,0.10432962,1.0204712,123,100,-180.4317,1540.6798830032349,57.22,-181.76321,,[-0.534 -0.626 -0.463 -0.235 -0.043],0.3200849,10.702954,94.8393,100.0,200.90306,136.71887,12300,621055,1.3558766,0.7849926,3.0517579e-06
1.011908,1.3876884,-120.31006678038919,1.0336114,-22.586372,,38.211464,0.1156086,0.106869705,1.0291774,124,100,-175.3079,1553.9276921749115,57.35,-177.48093,,[-0.536 -0.629 -0.466 -0.236 -0.034],0.3211909,10.991531,94.804375,100.0,265.36462,137.47356,12400,626790,1.4043038,0.760922,3.3187866e-06
1.0031097,1.3895333,-121.78523244960408,1.0082086,-17.91381,,23.823345,0.10976347,0.0601954,1.0081233,125,100,-162.3348,1566.6807553768158,54.78,-162.91144,,[-0.544 -0.644 -0.475 -0.237 -0.031],0.31292054,8.662956,94.62262,100.0,112.566475,144.74483,12500,632268,1.2222083,0.80346763,3.4332277e-07
1.0096145,1.3919531,-121.9832701633988,1.0210564,-20.897903,,24.705765,0.11764209,0.08337505,1.0202904,126,100,-185.16467,1579.686547279358,58.5,-186.50032,,[-0.544 -0.65  -0.479 -0.237 -0.03 ],0.32318255,9.185037,94.90909,100.0,172.5148,134.30203,12600,638118,1.3615978,0.80915576,3.8146972e-08
1.0063224,1.3887638,-124.4600015126902,1.0122044,-17.749535,,23.329735,0.11786123,0.0795671,1.0116625,127,100,-172.06406,1593.0148379802704,58.67,-172.94421,,[-0.545 -0.656 -0.478 -0.24  -0.027],0.32325888,9.567922,94.901115,100.0,213.72293,135.34073,12700,643985,1.2693751,0.80050635,-1.2588501e-06
1.0170751,1.3954791,-119.68218209870223,1.0344559,-21.846062,,46.425705,0.124234095,0.15517768,1.0406853,128,100,-196.57487,1607.3524272441864,61.58,-198.49574,,[-0.541 -0.656 -0.474 -0.242 -0.03 ],0.3315025,11.197693,95.11307,100.0,472.4546,124.59648,12800,650143,1.8965906,0.7704829,
1.0013529,1.3946227,-122.6842696424686,1.0029701,-21.915207,,33.262657,0.12027773,0.033188686,1.004968,129,100,-196.40598,1620.5042436122894,60.09,-196.71094,,[-0.55  -0.656 -0.475 -0.243 -0.024],0.32543465,10.643659,94.99045,100.0,142.67688,128.2952,12900,656152,1.085558,0.8954694,2.0980835e-06
1.0033184,1.3961173,-122.71732154381363,1.0099756,-20.904518,,32.015358,0.115589984,0.05187714,1.0089474,130,100,-185.78177,1633.554122209549,57.73,-186.2458,,[-0.554 -0.657 -0.477 -0.243 -0.024],0.31994262,9.764495,94.93109,100.0,76.5092,135.7826,13000,661925,1.1759657,0.7200657,1.0299683e-06
1.004067,1.3980656,-119.62658794253944,1.0109679,-18.332611,,29.534988,0.11410377,0.06587806,1.0099747,131,100,-178.8065,1646.470329284668,56.91,-179.6178,,[-0.55  -0.657 -0.476 -0.245 -0.023],0.31838474,10.1956005,94.7962,100.0,174.56479,135.73985,13100,667616,1.2814796,0.89730066,5.989075e-06
1.0026672,1.3995284,-120.9483698513118,1.0067745,-22.48085,,40.134064,0.11761958,0.048145507,1.0052005,132,100,-186.78041,1659.7274601459503,58.7,-187.17996,,[-0.544 -0.65  -0.471 -0.244 -0.021],0.32250032,10.256912,94.87911,100.0,138.5262,131.15361,13200,673486,1.146051,0.88943183,2.5177003e-06
1.0209429,1.409607,-122.01616531245327,1.0461646,-21.06562,,34.326504,0.12141126,0.1500515,1.046004,133,100,-191.83148,1673.197112083435,60.08,-194.56328,,[-0.548 -0.649 -0.474 -0.243 -0.019],0.32855365,11.915654,94.95009,100.0,394.0575,131.87631,13300,679494,1.7348552,0.6878949,-3.0517577e-07
1.011328,1.4027127,-121.82249418862192,1.017761,-23.629715,,28.705341,0.11992515,0.104003385,1.0235137,134,100,-190.7991,1687.0752472877502,59.65,-191.94879,,[-0.554 -0.655 -0.477 -0.243 -0.009],0.32584774,10.97272,94.97565,100.0,270.0093,130.17072,13400,685459,1.420008,0.70566297,-6.4849854e-07
1.0061952,1.4092863,-121.9277960320187,1.0128986,-21.438354,,28.432285,0.12580962,0.074508876,1.0177102,135,100,-206.05536,1700.2345561981201,62.68,-206.89139,,[-0.559 -0.657 -0.478 -0.242 -0.016],0.33231303,10.478745,95.11496,100.0,178.34268,121.64802,13500,691727,1.2740798,0.8266339,-3.0517577e-07
1.0093243,1.4013904,-121.98284761918642,1.0244654,-18.772865,,30.736923,0.11937481,0.09477394,1.018798,136,100,-188.98544,1714.8752236366272,59.35,-190.37732,,[-0.558 -0.657 -0.477 -0.242 -0.01 ],0.32526743,10.894328,94.9137,100.0,212.39633,131.78,13600,697662,1.3668267,0.72108024,4.043579e-06
1.0196527,1.3939046,-124.29524211016815,1.0240154,-19.990112,,33.26167,0.12923329,0.1306203,1.0397832,137,100,-196.77615,1728.865353345871,64.04,-198.59094,,[-0.553 -0.656 -0.473 -0.242 -0.017],0.33720472,11.775203,95.11822,100.0,352.0668,122.13509,13700,704066,1.4400613,0.7446066,1.1444092e-06
1.0059234,1.3882395,-120.14015279278212,1.0135095,-26.58149,,40.31401,0.122535214,0.07602149,1.0166483,138,100,-201.34082,1742.2138063907623,61.06,-202.13107,,[-0.564 -0.661 -0.476 -0.242 -0.025],0.3285386,12.237287,95.064896,100.0,212.51523,124.14917,13800,710172,1.2268133,0.7579375,-3.8146973e-06
1.0049493,1.3930317,-122.99487265326583,1.0067104,-19.76979,,31.119267,0.12450549,0.063275054,1.0094659,139,100,-193.78717,1756.405547618866,62.09,-194.27563,,[-0.564 -0.665 -0.478 -0.241 -0.031],0.33065352,10.903206,95.03818,100.0,187.56635,123.41275,13900,716381,1.2183452,0.8574779,1.1444092e-06
1.001396,1.3949847,-123.4443152390699,1.0016309,-23.114288,,35.38242,0.12374576,0.033124436,1.0031999,140,100,-199.16351,1770.83580160141,61.83,-199.33453,,[-0.565 -0.665 -0.477 -0.241 -0.026],0.32942903,11.429609,95.03584,100.0,147.11652,123.94205,14000,722564,1.1077843,0.9231214,-3.0517577e-07
1.0049462,1.3951623,-122.35689104469716,1.015373,-24.451546,,47.312878,0.12588732,0.06591826,1.0120897,141,100,-199.4874,1783.8927595615387,62.73,-200.47015,,[-0.565 -0.666 -0.476 -0.241 -0.024],0.3323737,11.933562,95.120094,100.0,205.32805,121.95327,14100,728837,1.2865255,0.80390686,-1.1444092e-06
1.0049391,1.3907387,-120.52238230518223,1.0109025,-24.42804,,52.542526,0.1307101,0.07240595,1.01516,142,100,-213.10764,1798.5480697154999,65.19,-213.77844,,[-0.573 -0.666 -0.481 -0.239 -0.024],0.3375792,12.663646,95.432686,100.0,275.30917,113.72326,14200,735356,1.2431723,0.8048089,4.196167e-07
1.0022807,1.390193,-122.92808082284046,1.0070424,-20.605118,,39.926636,0.12508562,0.03971941,1.0068315,143,100,-202.37396,1812.2755751609802,62.46,-202.76785,,[-0.577 -0.666 -0.482 -0.239 -0.028],0.33106345,12.334932,95.064255,100.0,173.1864,121.82174,14300,741602,1.1217408,0.9009616,6.8664554e-07
1.0092995,1.398443,-122.74865008295032,1.0226259,-19.288963,,28.515343,0.12012129,0.09517521,1.0224404,144,100,-192.52367,1826.8685488700867,59.75,-193.77036,,[-0.577 -0.661 -0.48  -0.237 -0.029],0.32606167,10.261001,94.89264,100.0,177.0774,130.96147,14400,747577,1.3249495,0.8264752,-6.8664554e-07
1.0044509,1.3965758,-122.06226732756232,1.0102148,-19.917282,,25.281532,0.12636909,0.058209397,1.0118976,145,100,-198.61137,1840.913045167923,63.05,-199.48822,,[-0.578 -0.664 -0.482 -0.238 -0.02 ],0.33267626,11.378726,95.14645,100.0,197.60008,120.49391,14500,753882,1.1859691,0.8549472,1.8692017e-06
1.0169883,1.3922318,-122.968611661006,1.0374875,-24.600792,,47.456802,0.13155651,0.15191716,1.0453458,146,100,-209.88608,1855.31449842453,65.14,-211.53284,,[-0.586 -0.666 -0.486 -0.237 -0.022],0.33992538,12.608978,95.22493,100.0,467.37256,118.11515,14600,760396,1.5534017,0.7144735,5.1116945e-06
1.015377,1.3997575,-122.44965995498136,1.0274473,-20.298035,,34.700073,0.12722142,0.13479306,1.0380123,147,100,-200.11084,1870.0242846012115,63.15,-201.62442,,[-0.586 -0.674 -0.485 -0.238 -0.027],0.33460975,11.857988,95.18064,100.0,371.0991,122.16708,14700,766711,1.5796216,0.7993854,2.7465821e-06
1.0002273,1.399044,-124.72832576464889,1.000638,-18.786278,,42.890625,0.1336837,0.015706602,1.0004675,148,100,-215.85577,1886.9875593185425,66.83,-215.89343,,[-0.59  -0.672 -0.485 -0.235 -0.019],0.3403553,12.812377,95.3706,100.0,160.59265,111.9374,14800,773394,1.0395489,0.93867856,4.959106e-07
1.0013571,1.3975685,-121.91439764895748,1.0063,-23.500397,,31.987896,0.12718876,0.035626724,1.0034127,149,100,-204.29483,1901.8803446292877,63.54,-204.71907,,[-0.592 -0.672 -0.486 -0.235 -0.02 ],0.3333445,10.982978,95.20428,100.0,127.62874,118.46964,14900,779748,1.1110817,0.9115027,8.239746e-06
1.0051297,1.4004778,-120.81649788373691,1.0102015,-21.912155,,32.45315,0.13389982,0.08776121,1.0178838,150,100,-216.82849,1916.0170612335205,66.77,-217.39655,,[-0.587 -0.67  -0.483 -0.235 -0.021],0.3410885,11.153256,95.396805,100.0,209.85098,110.24109,15000,786425,1.4694397,0.8677221,2.0599366e-06
1.0035162,1.3979851,-122.01197241253341,1.0112637,-20.633316,,39.22395,0.13043652,0.057287216,1.0095497,151,100,-212.71158,1930.6810898780823,65.07,-213.56409,,[-0.591 -0.667 -0.483 -0.235 -0.018],0.3372379,12.001849,95.25027,100.0,205.30429,115.028534,15100,792932,1.1490704,0.7342361,-2.7465821e-06
1.0024037,1.39649,-122.09974147466941,1.0083787,-25.107285,,43.89281,0.13055326,0.046753105,1.0059346,152,100,-205.578,1944.9509735107422,65.19,-206.02802,,[-0.598 -0.669 -0.486 -0.236 -0.021],0.33716914,13.547417,95.254105,100.0,209.69594,114.602905,15200,799451,1.1432424,0.8548242,-5.1879883e-06
1.0022681,1.3950548,-122.08357784752423,1.0003269,-20.064041,,31.659355,0.12940662,0.040409934,1.005635,153,100,-210.66238,1959.2232465744019,64.64,-210.87344,,[-0.595 -0.665 -0.483 -0.237 -0.022],0.33583215,11.214909,95.24582,100.0,169.8919,115.63266,15300,805915,1.1227658,0.898775,-2.4032593e-06
