MinIW,J_sample_variance,InitialReturnMin,EpThisIter,Iteration,InitialReturnStd,MeanEntropy,MeanD2w0t,TimestepsSoFar,EpisodesSoFar,MinD2w0t,EpRewMean,Bound,InitialReturnMax,EmpiricalD2,MeanIW,ReturnStepMax,InitialReturnMean,ReturnStepMaxmin,EpLenMean,MaxD2w0t,ReturnMeanIW,StdD2w0t,StdIW,InitialBound,TimeElapsed,MaxIW,Weights
6.195565e-05,5350.898,-97.78645,100,1,3.275067,1.3613286,0.95596874,1745,100,,-108.67197648780628,-56.578194,-83.81554,85.36824,0.5148287,100.0,-93.01559,99.36191,17.45,1034.6863,-49.352,15.083519,0.81714803,-94.271996,3.0021307468414307,19.99931,[-0.689  0.919 -0.673  0.288  0.   ]
0.00029492038,16873.59,-98.00152,100,2,2.5946376,1.3495866,0.8327336,3375,200,,-108.42356781981061,-57.856697,-84.92798,183.80957,0.47866887,100.0,-93.76789,99.39533,16.3,502.33698,-47.769043,11.318692,1.4407753,-94.90945,8.665786981582642,27.651949,[-0.696  0.822 -0.786  0.442 -0.058]
0.005406446,14423.777,-97.45735,100,3,2.8789434,1.4537494,1.2875634,5069,300,,-108.74848338618696,-63.409203,-83.80542,312.09558,0.5475541,100.0,-93.52004,99.36582,16.94,2266.9294,-53.313183,25.009129,1.3562131,-94.6488,12.740938186645508,12.357585,[-0.639  0.89  -0.843  0.438 -0.069]
0.0003016388,5157.344,-97.55624,100,4,2.8608015,1.400826,0.6153929,6771,400,,-108.35039392591058,-56.330147,-83.33871,55.698063,0.5020725,100.0,-93.10076,99.369064,17.02,244.64655,-49.585865,7.703054,0.79962766,-94.3999,17.677748203277588,9.665845,[-0.5    1.03  -0.751  0.406  0.035]
1.705746e-05,8094.7773,-97.669716,100,5,2.6654866,1.382814,1.1556063,8497,500,,-109.16811681708617,-50.18944,-84.39929,271.16544,0.38832664,100.0,-93.626686,99.37949,17.26,762.19604,-39.786922,16.836527,1.0181564,-94.88884,22.80959463119507,11.250408,[-0.508  1.032 -0.704  0.516 -0.018]
1.6259697e-05,5236.3433,-97.41886,100,6,2.7400634,1.3721801,1.6001378,10236,600,,-108.81666151694995,-47.295254,-86.13126,413.7887,0.3250447,100.0,-93.201546,99.35534,17.39,1063.231,-34.661465,24.39571,0.816631,-94.5762,27.21560263633728,9.107964,[-0.576  0.951 -0.653  0.525 -0.036]
0.00010190377,18384.145,-98.86894,100,7,2.2519183,1.3598442,0.87519,12058,700,,-110.19673692828032,-64.62881,-86.58206,223.09761,0.5341596,100.0,-93.72621,99.45954,18.22,1087.5923,-52.75828,14.229694,1.568784,-95.14477,32.31585073471069,27.93778,[-0.658  0.864 -0.61   0.531 -0.047]
0.0006046424,16549.33,-97.62907,100,8,2.7234654,1.3681645,1.8065176,13760,800,,-108.81274035493836,-59.59352,-85.05522,448.50223,0.48687312,100.0,-93.50229,99.39933,17.02,1541.2393,-47.867317,29.960423,1.471631,-94.89455,37.46011805534363,10.525123,[-0.575  0.945 -0.658  0.56  -0.059]
0.061852127,7691.381,-97.73057,100,9,2.683184,1.4799196,0.19712308,15505,900,,-109.02643394380944,-74.51773,-84.65524,12.083362,0.7215866,100.0,-93.33078,99.399345,17.45,150.70598,-68.839966,2.216866,0.9735,-94.53858,41.68508195877075,7.3414235,[-0.651  0.865 -0.621  0.58  -0.051]
4.588999e-05,4838.56,-98.09176,100,10,2.928372,1.41799,1.3668256,17320,1000,,-109.27120038448383,-42.782333,-84.01585,323.84497,0.30083108,100.0,-92.96798,99.40221,18.15,1290.9382,-31.762035,21.221907,0.81808764,-94.30994,47.04960083961487,23.053276,[-0.698  0.861 -0.694  0.571  0.061]
0.0011367294,13073.307,-97.1423,100,11,2.1672814,1.3705772,0.2864524,19008,1100,,-109.10371625398979,-72.95251,-87.69319,21.221827,0.69669193,100.0,-93.883934,99.37933,16.88,148.27551,-67.61531,3.5768232,1.28581,-95.1064,51.44258451461792,13.460652,[-0.784  0.721 -0.695  0.592 -0.001]
0.00014468067,4119.7827,-97.73227,100,12,2.9431958,1.3528941,3.3038013,20739,1200,,-108.75486875617733,-58.554245,-85.316986,592.4789,0.41170025,100.0,-93.22119,99.4149,17.31,3717.3916,-41.46931,58.292953,0.7372873,-94.42599,56.80395579338074,7.727427,[-0.788  0.72  -0.728  0.482 -0.048]
0.00015344236,5158.969,-97.85883,100,13,2.8668113,1.2495377,1.4144738,22500,1300,,-109.12807653698268,-54.6819,-84.25062,136.5332,0.46168512,100.0,-93.304504,99.458206,17.61,1135.522,-45.431152,23.179619,0.80558074,-94.60179,60.96550750732422,7.670182,[-0.78   0.64  -0.678  0.526 -0.066]
0.00014633156,13480.274,-97.82802,100,14,3.2330873,1.1640624,0.85247564,24235,1400,,-108.8833686267149,-57.48353,-81.859245,128.94025,0.5012449,100.0,-93.293236,99.39635,17.35,857.57153,-50.17747,14.301439,1.290803,-94.49944,65.93663120269775,13.926053,[-0.781  0.683 -0.671  0.397 -0.169]
0.010895469,6302.325,-97.77154,100,15,2.8575075,1.1528391,0.072991,25949,1500,,-108.56292485066882,-82.65576,-83.83344,3.3916743,0.8516769,100.0,-93.18371,99.36613,17.14,19.59727,-80.183495,0.51804316,0.92169005,-94.426346,70.6496274471283,10.443081,[-0.845  0.635 -0.65   0.462 -0.255]
6.675057e-05,26945.637,-97.02535,100,16,2.7966251,1.1361161,2.2764213,27593,1600,,-108.08186287267318,-69.552986,-84.955666,453.9922,0.57213897,100.0,-93.33639,99.37808,16.44,1946.0527,-55.661892,37.850048,1.9061571,-94.62124,74.84383726119995,44.627716,[-0.833  0.645 -0.629  0.385 -0.266]
0.0016530247,2637.5051,-97.31973,100,17,2.753732,1.1748053,0.96979547,29358,1700,,-109.47096265905327,-56.732136,-85.15265,87.42605,0.4990268,100.0,-93.55982,99.35415,17.65,957.05475,-48.886044,15.548895,0.5570983,-94.78641,79.23122477531433,5.7355566,[-0.858  0.61  -0.568  0.416 -0.283]
0.00026364182,12870.664,-97.78997,100,18,2.907595,1.1627349,1.1783319,31068,1800,,-108.90071123069758,-57.656292,-83.54922,236.21022,0.46201727,100.0,-93.52861,99.39559,17.1,792.29584,-46.36784,16.420065,1.3134453,-94.7061,84.13852310180664,14.975805,[-0.833  0.576 -0.607  0.529 -0.244]
