MeanEntropy,InitialReturnMin,MeanD2w0t,EpisodesSoFar,ReturnMeanIW,Bound,MaxIW,Iteration,MeanIW,TimeElapsed,InitialReturnStd,J_sample_variance,InitialBound,InitialReturnMax,MinD2w0t,ReturnStepMaxmin,EpThisIter,StdIW,TimestepsSoFar,MinIW,MaxD2w0t,ReturnStepMax,InitialReturnMean,EpLenMean,Weights,StdD2w0t,EmpiricalD2,EpRewMean
1.4257759,-2.4012375,0.08964832,1400,261.98312,-76.086,4.915485,14,1.1548533,156.66156363487244,1.8854668,15773.112,-89.41968,6.622711,,93.371475,100,0.6715415,60944,0.2211077,1.4775562,100.0,-8.31604e-06,41.42,[ 0.602 -0.584  0.251  0.396  0.017],0.29930583,1.2967088,-137.2767857454165
1.4156485,-2.061119,0.07501374,1500,269.23172,-41.992615,1.655449,15,1.0368981,167.09524273872375,1.87846,1101.9872,-46.053497,5.7657394,,92.76343,100,0.14405261,64631,0.48673218,1.1430693,100.0,1.2207031e-06,36.87,[ 0.612 -0.543  0.247  0.392  0.007],0.26591298,1.0235181,-133.14880623929255
1.4059016,-2.2711182,0.08351435,1600,262.43115,-77.5603,2.3577354,16,1.0977696,178.38259625434875,1.8076967,6930.6753,-88.54315,8.25293,,93.17053,100,0.41308415,68609,0.2786933,1.2372278,100.0,2.0599366e-06,39.78,[ 0.604 -0.55   0.253  0.392 -0.003],0.28444645,1.1848226,-135.83809903163208
1.3929442,-2.0289154,0.08160592,1700,287.846,-48.83542,4.007052,17,1.1583453,189.22434973716736,1.5558108,13624.783,-66.61464,5.58239,,92.90361,100,0.59386235,72389,0.2966091,1.4525137,100.0,1.0223389e-05,37.8,[ 0.626 -0.536  0.259  0.4   -0.013],0.28632832,1.3160982,-134.1218675403754
1.3931023,-2.0224915,0.07419508,1800,266.25888,-53.75363,1.4143155,18,1.0202444,201.1525068283081,1.6485205,626.1679,-57.15033,6.4045563,,92.7764,100,0.10552719,76072,0.70923865,1.0264335,100.0,-3.2043456e-06,36.83,[ 0.641 -0.505  0.261  0.408 -0.026],0.2631124,1.0100888,-133.02273789865308
1.3946447,-2.2948227,0.08763467,1900,239.78943,-89.14783,2.7622027,19,1.0701643,211.33616518974304,1.6673454,6221.3125,-95.008606,4.4143753,,93.46207,100,0.44852594,80301,0.33047816,1.2178894,100.0,-1.4495849e-06,42.29,[ 0.656 -0.522  0.267  0.417 -0.026],0.2886083,1.1624012,-138.24458082687966
1.3853672,-1.8886948,0.2682473,2000,862.2101,115.33624,274.4204,20,3.4548163,222.97779655456543,1.6714789,29457470.0,-35.322937,4.692314,,92.61459,100,22.593576,83878,0.0059080063,99.58663,100.0,1.953125e-05,35.77,[ 0.644 -0.543  0.263  0.414 -0.024],1.8189366,17.140318,-132.0879240156215
1.3916085,-2.1218872,0.07792507,2100,250.11113,-67.79588,1.5648336,21,1.0102661,236.0197775363922,1.6662532,661.1002,-68.89967,5.9069824,,93.05252,100,0.1390072,87754,0.7408751,1.0303056,100.0,-7.6293946e-07,38.76,[ 0.677 -0.459  0.277  0.493 -0.034],0.26881698,1.0172343,-134.64228054822016
1.3749768,-1.8782043,0.0874866,2200,300.3916,-41.241608,9.083153,22,1.23679,246.4115662574768,1.4669292,38688.664,-61.581314,4.0464935,,92.93788,100,1.0241867,91557,0.21595602,1.9470758,100.0,6.1798096e-06,38.03,[ 0.666 -0.461  0.276  0.494 -0.027],0.3077868,1.4894754,-134.28605892424747
1.3725309,-2.1096191,0.07255375,2300,276.98215,-43.137756,1.8260658,23,1.0307575,257.41731429100037,1.5443041,1523.3441,-47.246185,5.5107346,,92.6039,100,0.16265307,95126,0.492338,1.095834,100.0,-3.5095215e-06,35.69,[ 0.633 -0.472  0.258  0.507 -0.044],0.26172486,1.0262861,-131.9835502205541
1.3755985,-1.7119064,0.089616604,2400,226.90999,-98.83238,2.0349731,24,1.046148,268.5270652770996,1.4220378,1986.0264,-102.604904,5.315735,,93.61554,100,0.2734994,99520,0.46320504,1.1183785,100.0,-1.8310546e-06,43.94,[ 0.635 -0.483  0.26   0.492 -0.046],0.28876096,1.062318,-140.2665335401345
1.3773891,-2.1223602,0.072899476,2500,277.08868,-33.81711,1.5593476,25,1.0323619,278.98774576187134,1.5217776,1489.6637,-38.353516,5.6531982,,92.62506,100,0.16084221,103099,0.6595074,1.0791836,100.0,-3.0517577e-07,35.79,[ 0.623 -0.49   0.256  0.502 -0.043],0.26258272,1.0266539,-131.97441806910308
1.3657647,-2.0722656,0.0761733,2600,275.14508,-38.026276,2.0954056,26,1.0772235,290.03291964530945,1.5355694,3024.235,-47.20749,4.4839478,,92.82393,100,0.27489588,106815,0.41364533,1.2842243,100.0,-6.408691e-06,37.16,[ 0.626 -0.503  0.261  0.49  -0.042],0.26901007,1.066032,-133.33146774671246
1.3756275,-1.6818314,0.07511708,2700,270.41452,-48.41501,1.870818,27,1.0374175,299.8543403148651,1.3224627,1731.428,-53.09915,4.7779846,,92.73372,100,0.1902646,110500,0.47444236,1.1134307,100.0,7.705688e-06,36.85,[ 0.665 -0.515  0.264  0.488 -0.053],0.26634687,1.031486,-133.318600559316
1.373484,-1.9068832,0.082425065,2800,242.67107,-73.44295,1.7616425,28,1.0297043,311.0705199241638,1.4338356,1631.231,-76.50046,5.143898,,93.26578,100,0.21427393,114568,0.51090795,1.0793111,100.0,-8.392334e-07,40.68,[ 0.667 -0.526  0.265  0.503 -0.043],0.2769983,1.0400958,-136.97409705078474
1.3714437,-1.6428604,0.07714024,2900,266.49225,-60.996613,1.620878,29,1.0563207,321.9250056743622,1.1758131,1458.532,-69.65608,4.14476,,92.90863,100,0.17269404,118367,0.6593182,1.0946133,100.0,4.8828124e-06,37.99,[ 0.664 -0.543  0.269  0.503 -0.046],0.2690483,1.0203267,-134.70062181442228
1.3670925,-1.5565948,0.078252606,3000,249.10983,-73.618866,1.442476,30,1.0082802,332.72538471221924,1.3191603,202.20288,-74.598495,3.8201294,,93.04585,100,0.06986318,122270,0.8452926,1.0175234,100.0,-3.0517579e-06,39.03,[ 0.632 -0.518  0.262  0.509 -0.048],0.2689339,1.0034738,-135.7102441867881
1.3730485,-1.7446747,0.07676475,3100,259.54193,-54.282837,1.9214641,31,1.0278401,343.22696018218994,1.5553062,1483.0201,-56.50911,4.4183273,,92.91121,100,0.19792484,126058,0.6798266,1.0625771,100.0,-4.4250487e-06,37.88,[ 0.626 -0.514  0.262  0.514 -0.052],0.26813802,1.0300041,-134.26163868758695
1.3599085,-1.6937637,0.07703846,3200,260.3906,-68.44577,1.3989801,32,1.031675,354.5004577636719,1.460606,731.5603,-72.1198,4.5016403,,92.92534,100,0.12572297,129865,0.59628266,1.0697305,100.0,-6.2561035e-06,38.07,[ 0.623 -0.504  0.265  0.509 -0.046],0.2683575,1.0187474,-134.66605486153188
1.3560632,-2.2997513,0.081225224,3300,242.4899,-87.52481,1.2926594,33,1.015563,365.2393391132355,1.5604032,581.97394,-90.117325,4.0704727,,93.235825,100,0.12249258,133898,0.6878335,1.036805,100.0,2.2888183e-07,40.33,[ 0.629 -0.514  0.267  0.507 -0.059],0.2742187,1.0177658,-136.39968721978641
1.3538941,-1.9945221,0.07693568,3400,272.47543,-60.512604,2.8292332,34,1.0540191,375.50507140159607,1.4423267,6091.606,-67.85245,4.0723953,,92.82071,100,0.38444483,137620,0.3490646,1.193271,100.0,1.2969971e-06,37.22,[ 0.643 -0.52   0.273  0.511 -0.063],0.2714986,1.1347941,-133.6067210565404
1.3593769,-2.0331802,0.07594272,3500,261.34644,-62.49124,1.7854378,35,1.0214989,386.1922152042389,1.4060539,977.5732,-65.05234,4.5597,,92.872406,100,0.14108743,141377,0.72132784,1.0511574,100.0,-7.6293946e-07,37.57,[ 0.659 -0.51   0.281  0.511 -0.065],0.2664449,1.0164323,-133.89195928371902
1.3623028,-2.129547,0.07094819,3600,274.4265,-55.442474,1.2692237,36,1.010118,396.43724036216736,1.4773948,169.11946,-56.51065,4.0983276,,92.55554,100,0.057085596,144912,0.85636,1.0280961,100.0,-3.5858154e-06,35.35,[ 0.664 -0.509  0.283  0.5   -0.06 ],0.2572292,1.0030607,-131.5806902417297
1.3616866,-2.1211853,0.07832695,3700,246.35081,-75.547165,1.17783,37,1.0027757,406.26091051101685,1.6502596,56.448338,-75.789185,5.1127396,,93.0641,100,0.039700627,148825,0.85700923,1.0059175,100.0,3.967285e-06,39.13,[ 0.665 -0.507  0.28   0.501 -0.057],0.26880857,1.0016727,-135.22261127208898
1.3495147,-2.3235016,0.08344367,3800,285.428,-48.668243,4.0089526,38,1.1620122,416.2625951766968,1.6204683,22758.477,-64.48265,4.925911,,92.956955,100,0.7505356,152643,0.14401975,1.5602524,100.0,5.340576e-07,38.18,[ 0.668 -0.506  0.28   0.498 -0.057],0.29190302,1.3930726,-134.45174574595976
1.3436536,-1.9866714,0.07698205,3900,253.39516,-63.070206,1.2562294,39,1.0101305,427.73947191238403,1.5548911,334.8738,-64.398865,4.705559,,92.98352,100,0.0900972,156475,0.73016596,1.0194275,100.0,1.9073486e-06,38.32,[ 0.695 -0.489  0.292  0.499 -0.069],0.26720217,1.0098221,-134.4358789501478
1.3448231,-1.9844437,0.07196033,4000,269.19278,-55.85263,1.2589244,40,1.0041431,437.6856780052185,1.5258738,475.8792,-56.322174,5.547661,,92.63898,100,0.09215474,160062,0.77935743,1.0146626,100.0,-3.2043456e-06,35.87,[ 0.697 -0.496  0.292  0.495 -0.075],0.25885484,1.0083178,-132.01996026547909
1.3450893,-2.169838,0.07664925,4100,269.11633,-47.405945,2.155223,41,1.0627146,447.2478926181793,1.6561081,3649.6787,-55.460083,4.2330856,,92.87279,100,0.30064347,163804,0.47253892,1.1484665,100.0,3.4332274e-06,37.42,[ 0.708 -0.501  0.296  0.496 -0.074],0.26963523,1.1099348,-133.35011814474007
1.3544996,-1.880249,0.06695556,4200,294.8298,-14.99234,1.559849,42,1.0190557,457.0527379512787,1.3258114,1439.2808,-17.490936,4.618019,,92.19121,100,0.156469,167121,0.70811033,1.0465263,100.0,-8.926391e-06,33.17,[ 0.73  -0.495  0.304  0.5   -0.074],0.25119835,1.0270009,-129.50870253345795
1.3670939,-2.20298,0.07878135,4300,327.4966,-5.112335,6.509103,43,1.2121147,467.2280557155609,1.5298464,51982.43,-30.755005,4.171547,,92.44946,100,1.0171374,170591,0.16253167,1.8697609,100.0,3.5858154e-06,34.7,[ 0.741 -0.493  0.305  0.496 -0.064],0.2921288,1.6315836,-131.00184903099583
1.3672767,-1.9006195,0.0702228,4400,302.1659,-10.735046,2.7568483,44,1.0759548,477.8238663673401,1.453008,7487.105,-21.170502,4.613426,,92.306335,100,0.3664624,173977,0.31760815,1.1965637,100.0,-1.9836425e-06,33.86,[ 0.702 -0.509  0.292  0.485 -0.052],0.26081923,1.156768,-130.25368140156752
1.389742,-1.8853455,0.071563005,4500,310.65228,-15.622803,2.726228,45,1.0961556,488.3952479362488,1.2184094,10380.193,-27.78482,5.0577545,,92.252045,100,0.39463863,177352,0.40355065,1.2206845,100.0,8.468628e-06,33.75,[ 0.717 -0.494  0.298  0.486 -0.052],0.2662751,1.0811881,-130.04390971896743
1.3842239,-1.9736176,0.07482938,4600,265.4444,-43.657806,1.566893,46,1.0272378,498.3181211948395,1.3829492,955.4335,-47.47458,3.6495895,,92.806885,100,0.15080704,181058,0.6848631,1.0528082,100.0,-4.4250487e-06,37.06,[ 0.719 -0.498  0.299  0.461 -0.029],0.26447266,1.0266085,-133.28837881637733
1.3968284,-2.175644,0.06806874,4700,301.08276,-26.888824,2.9722135,47,1.0473915,508.05829071998596,1.4760844,3824.357,-32.36551,4.553055,,92.21362,100,0.2663414,184389,0.6144506,1.1356936,100.0,-1.2969971e-06,33.31,[ 0.7   -0.493  0.293  0.463 -0.035],0.25485298,1.034343,-129.6821273650675
1.3994414,-2.1957932,0.07095463,4800,274.17752,-34.33954,1.7695129,48,1.0110176,518.5059673786163,1.5597347,1008.5474,-35.295044,4.749634,,92.55938,100,0.15329558,187918,0.68220794,1.0555285,100.0,1.9073486e-06,35.29,[ 0.707 -0.487  0.288  0.448 -0.022],0.25748974,1.0175633,-131.1218498250387
1.4083153,-1.9660873,0.07409162,4900,311.57578,-8.354004,5.3957214,49,1.121924,528.1355147361755,1.4596128,27566.342,-21.722229,4.871628,,92.35297,100,0.697774,191329,0.16149925,1.5020387,100.0,-8.544922e-06,34.11,[ 0.722 -0.486  0.288  0.443 -0.019],0.27505893,1.3374103,-130.42018162755477
1.3921242,-1.895462,0.0681821,5000,350.36584,29.878265,4.7216935,50,1.1594657,537.6085000038147,1.4245932,32696.53,7.3410645,4.160713,,91.8115,100,0.6928094,194442,0.2074167,1.5068337,100.0,3.5095215e-06,31.13,[ 0.74  -0.467  0.299  0.462 -0.011],0.2660693,1.4055618,-127.34704229891948
1.3916014,-2.0874863,0.06586336,5100,298.89447,-4.407135,2.0630493,51,1.0184469,549.3498435020447,1.4449657,1408.9296,-7.309906,5.0419693,,92.11827,100,0.16800551,197705,0.6901072,1.0487268,100.0,-5.41687e-06,32.63,[ 0.772 -0.446  0.307  0.472 -0.027],0.24927768,1.0337745,-128.59048868822964
1.3773087,-2.2258453,0.07616696,5200,291.18823,-35.720917,2.9168992,52,1.1130786,559.7532634735107,1.4427687,12990.267,-48.557404,3.483345,,92.65576,100,0.5090688,201293,0.18775062,1.355996,100.0,1.1520386e-05,35.88,[ 0.771 -0.456  0.303  0.468 -0.027],0.27458757,1.2498285,-131.75561835577997
1.3847675,-2.0839844,0.072248265,5300,271.80606,-51.111267,1.7507911,53,1.018594,570.116245508194,1.38788,825.4585,-54.020996,3.9662552,,92.66397,100,0.13677667,204882,0.7301353,1.0444285,100.0,-7.93457e-06,35.89,[ 0.801 -0.448  0.316  0.481 -0.042],0.25981048,1.0150235,-131.64498616843278
1.3746232,-1.9584961,0.071138084,5400,285.43237,-35.682037,2.3449733,54,1.0388833,580.8410484790802,1.3067393,3739.3716,-39.948395,3.9386597,,92.48851,100,0.2721694,208362,0.36960077,1.1231892,100.0,-5.1879883e-06,34.8,[ 0.785 -0.443  0.312  0.481 -0.034],0.26015818,1.0630208,-130.70000172059133
1.3818142,-2.4805908,0.06415486,5500,323.8256,0.7003784,2.5711327,55,1.0575588,591.7413980960846,1.3114138,7030.0137,-8.116974,3.8010101,,91.83348,100,0.33764526,211476,0.49213764,1.2127092,100.0,5.340576e-06,31.14,[ 0.793 -0.429  0.31   0.471 -0.044],0.24905643,1.1019667,-127.1526744650661
1.3823785,-2.1472092,0.07221464,5600,275.09186,-34.94107,1.6163983,56,1.0227197,602.1637673377991,1.4419086,1443.3782,-37.968903,4.2581177,,92.621475,100,0.17472021,215041,0.692564,1.085353,100.0,2.0599366e-06,35.65,[ 0.803 -0.461  0.316  0.475 -0.037],0.260661,1.029918,-131.52212746108063
1.3892975,-1.9006653,0.06661811,5700,361.76343,61.404846,4.299192,57,1.1238976,612.0643486976624,1.286974,28675.328,45.29422,3.6627274,,91.509476,100,0.57213724,218004,0.3200715,1.559701,100.0,-3.8146973e-06,29.63,[ 0.808 -0.449  0.311  0.477 -0.036],0.2669838,1.1545954,-125.78718348899642
1.447706,-2.3133163,0.5835669,5800,1888.6923,627.9839,676.5039,58,6.8170786,620.8898060321808,1.5307094,139882860.0,-3.5753784,4.1522827,,91.963,100,43.648945,221177,0.002068361,410.7949,100.0,-1.0604858e-05,31.73,[ 0.781 -0.436  0.312  0.429 -0.03 ],6.4296236,96.10281,-127.50701316558884
1.4320595,-2.516243,0.06466564,5900,313.44455,-0.74664307,1.5485057,59,1.0414402,634.9433732032776,1.4759794,1940.1968,-7.392639,3.5350418,,91.976715,100,0.15844531,224342,0.58777964,1.0894204,100.0,5.8746336e-06,31.65,[ 0.843 -0.333  0.321  0.451  0.029],0.24878825,1.0277355,-126.95773919843346
1.42283,-1.9433746,0.062775895,6000,343.95932,28.620483,2.9014976,60,1.0826455,644.5433766841888,1.3565501,8072.4653,17.711731,5.7217407,,91.59639,100,0.3316141,227327,0.36101156,1.3385041,100.0,5.340576e-07,29.85,[ 0.857 -0.344  0.328  0.442  0.013],0.24942581,1.096933,-125.42382378375278
1.4111329,-2.1971664,0.059897147,6100,329.6422,27.808044,1.4110904,61,1.0206612,654.9443526268005,1.3152509,1783.8369,24.958344,3.0080872,,91.52518,100,0.15145357,230285,0.50472885,1.0474843,100.0,6.1035157e-06,29.58,[ 0.845 -0.355  0.332  0.473  0.004],0.23888162,1.0230587,-125.34271400163674
1.422746,-2.1639786,0.060575377,6200,325.90778,31.553314,1.6572491,62,1.0213894,663.0954439640045,1.3697759,2470.1177,27.985504,3.3229065,,91.60449,100,0.17756352,233278,0.66986924,1.0578946,100.0,-1.5258789e-07,29.93,[ 0.845 -0.351  0.335  0.487 -0.008],0.24006425,1.02984,-125.63876536492918
1.4195824,-1.9419174,0.060006645,6300,326.89194,16.156128,1.5465479,63,1.0173911,671.9778184890747,1.392521,2003.0745,13.223846,3.8514328,,91.56787,100,0.1573022,236248,0.57207155,1.0444734,100.0,-1.1062622e-05,29.7,[ 0.869 -0.358  0.342  0.485  0.004],0.23879403,1.0200042,-125.21706358339914
1.4124758,-2.2021255,0.06670461,6400,318.08182,1.0430298,2.5644612,64,1.0712842,681.4434599876404,1.2252436,11415.738,-8.98996,4.6928787,,92.02103,100,0.4256677,239449,0.37881708,1.2642876,100.0,1.335144e-05,32.01,[ 8.523e-01 -3.499e-01  3.320e-01  4.738e-01  7.179e-04],0.25537997,1.1845589,-127.70345270883473
1.4146082,-2.4923477,0.05810735,6500,335.25885,23.16275,1.4004505,65,1.0125403,691.1652228832245,1.2218028,675.5195,21.199158,4.4906693,,91.3681,100,0.08612277,242334,0.7232114,1.0302384,100.0,-1.2969971e-06,28.85,[ 0.872 -0.33   0.334  0.483 -0.006],0.2348289,1.0100151,-124.51516525523265
1.3287401,-2.0071259,1.4263338,6600,3658.7764,1009.4365,1594.4495,66,15.681475,701.210501909256,1.2529813,1148091600.0,9.766815,3.89682,,91.9102,100,152.84344,245468,0.000104526596,5420.195,100.0,7.705688e-06,31.34,[ 0.875 -0.329  0.337  0.474 -0.004],42.158363,177.97365,-126.76713255312683
1.3124713,-2.5249786,0.05443798,6700,363.62457,69.047485,1.5144831,67,1.0199894,712.3147578239441,1.0874424,3787.1897,65.39795,2.5153732,,90.87114,100,0.19854473,248149,0.5323813,1.072774,100.0,-1.6021728e-06,26.81,[ 0.892 -0.174  0.273  0.453 -0.09 ],0.22871532,1.0408374,-122.37233946855503
1.3018731,-2.918373,0.059626143,6800,390.0282,86.07681,2.8353379,68,1.1127923,721.3669970035553,1.2348927,24356.92,67.03421,2.5251846,,90.95436,100,0.49174398,250858,0.14905186,1.5412142,100.0,-6.408691e-06,27.09,[ 0.903 -0.17   0.277  0.459 -0.107],0.25006235,1.1941427,-122.52322171415499
1.3037113,-2.5692062,0.05601671,6900,367.53912,63.440002,1.8592557,69,1.0455357,730.5563468933105,1.1282839,6693.7544,56.13092,2.745079,,90.933525,100,0.25719947,253563,0.4067085,1.1877453,100.0,7.6293944e-08,27.05,[ 0.917 -0.157  0.276  0.496 -0.117],0.2343464,1.0627582,-122.4359098230977
1.314423,-2.5917816,0.05844536,7000,361.63232,59.35956,2.7664182,70,1.0607231,739.9751534461975,0.9889414,9902.546,50.14908,2.2341385,,91.14009,100,0.32764852,256355,0.56699246,1.2240272,100.0,3.5095215e-06,27.92,[ 0.919 -0.152  0.281  0.524 -0.115],0.24050547,1.0703468,-123.68437992515254
1.2973324,-2.1475449,0.05472635,7100,366.33862,65.282715,1.4917271,71,1.0350287,749.0333287715912,1.0742245,3640.7266,58.784058,2.9055939,,90.89485,100,0.19524877,259038,0.5406391,1.0857328,100.0,3.3569336e-06,26.83,[ 0.919 -0.15   0.278  0.491 -0.105],0.22984487,1.0439146,-122.14546586464616
1.3067338,-2.7677002,0.05343449,7200,370.13507,54.810333,2.1598349,72,1.0212401,758.221200466156,1.1812582,2857.7622,50.85614,3.6349792,,90.74727,100,0.15469675,261674,0.6948823,1.0650554,100.0,3.3569336e-06,26.36,[ 0.934 -0.151  0.284  0.489 -0.122],0.22652161,1.0190762,-121.95096201982348
1.329077,-2.8789673,0.05674498,7300,391.14874,100.01471,3.3511205,73,1.1060411,767.4195005893707,1.1413634,21454.363,78.78906,2.8362274,,90.848114,100,0.47966376,264342,0.3051908,1.3980904,100.0,3.4332274e-06,26.68,[ 0.934 -0.149  0.286  0.476 -0.112],0.23953293,1.2415045,-122.08607058772033
1.3421545,-2.1993713,0.054546896,7400,359.32004,72.58246,1.5888674,74,1.0171139,777.5375289916992,1.0537714,1928.9495,69.31061,2.79805,,90.92824,100,0.14371566,267041,0.7589818,1.0487293,100.0,4.5776366e-07,26.99,[ 0.96  -0.135  0.291  0.491 -0.09 ],0.22835316,1.0248502,-122.42346991144066
1.3358463,-2.7638626,0.04906639,7500,396.4566,93.66101,1.5925835,75,1.013098,786.9141614437103,1.1869097,2876.5833,91.117065,3.286148,,90.160995,100,0.1596608,269474,0.5242918,1.0412556,100.0,-7.3242186e-06,24.33,[ 0.956 -0.126  0.292  0.489 -0.077],0.2169676,1.0296583,-119.69146332673321
1.3072226,-1.9018936,0.05755045,7600,395.50272,95.74594,3.108842,76,1.1170278,797.202963590622,0.95937085,31524.39,76.60214,3.1343002,,90.82617,100,0.5880194,272131,0.09900968,1.4359928,100.0,3.967285e-06,26.57,[ 0.953 -0.136  0.293  0.486 -0.083],0.24374942,1.3076525,-121.87424466408447
1.3451785,-2.960106,0.057051476,7700,434.6576,123.0441,8.069564,77,1.1576709,806.6699070930481,1.1286879,85712.01,94.89691,2.729576,,90.39461,100,0.8584367,274639,0.26073083,1.7668017,100.0,1.2207031e-06,25.08,[ 0.93  -0.159  0.291  0.477 -0.112],0.24979968,1.3962607,-120.45171378269663
1.3492533,-2.6589584,0.05119146,7800,385.23245,95.33536,1.9541649,78,1.019126,817.0089206695557,1.1629049,5063.5396,91.29434,2.8069153,,90.42465,100,0.21586731,277161,0.57600796,1.0955895,100.0,-2.2888185e-06,25.22,[ 0.959 -0.152  0.308  0.5   -0.074],0.22215433,1.0545433,-120.74503259675967
1.3638766,-1.878479,0.055360157,7900,378.14545,77.496796,3.1995685,79,1.055156,826.7483596801758,1.0877246,19019.137,68.141205,3.5944748,,90.818146,100,0.46181014,279818,0.3449942,1.2549143,100.0,-1.5258789e-07,26.57,[ 0.959 -0.137  0.312  0.498 -0.07 ],0.23395167,1.1769713,-121.98098017674317
1.3646114,-2.8028107,0.05339747,8000,361.40994,53.655853,1.4131142,80,1.0076034,835.7707965373993,1.1778309,1188.4811,52.464172,3.1495209,,90.818085,100,0.11577516,282477,0.78883904,1.0300096,100.0,6.2561035e-06,26.59,[ 0.933 -0.151  0.31   0.501 -0.055],0.22530983,1.0131351,-122.07344127660173
