EmpiricalD2,MinD2w0t,MaxD2w0t,Bound,InitialReturnMean,J_sample_variance,StdD2w0t,MeanD2w0t,InitialReturnMin,MeanIW,InitialReturnMax,EpisodesSoFar,Iteration,EpRewMean,EpThisIter,ReturnStepMaxmin,StdIW,MaxIW,Weights,TimeElapsed,InitialBound,MinIW,EpLenMean,ReturnStepMax,InitialReturnStd,TimestepsSoFar,MeanEntropy,ReturnMeanIW
1.0003662,,1.0006198,-2950.5042,-97.37853,4.297253,0.27822813,0.08455082,-99.58203,0.9949334,-91.99918,7800,78,-138.297777147401,100,100.0,0.0140213305,1.0421264,[ 0.569 -0.557  0.222  0.402 -0.001],888.795752286911,-2950.7205,0.96064866,42.27,100.0,1.7265278,338181,1.4179672,-96.94498
1.0000631,,1.0003259,-2970.546,-97.66567,4.0528226,0.28481904,0.08904338,-99.44516,0.9976293,-92.83772,7900,79,-140.84595689707294,100,100.0,0.008431282,1.0275055,[ 0.568 -0.557  0.221  0.401 -0.001],902.0766143798828,-2970.6404,0.95840883,44.52,100.0,1.7415477,342633,1.4183086,-97.48519
1.0000584,,1.0001405,-2968.4246,-97.792274,3.0389497,0.27358752,0.08148229,-99.782104,0.99836224,-92.22304,8000,80,-137.23810193735684,100,100.0,0.007787418,1.0254234,[ 0.567 -0.557  0.222  0.401 -0.001],914.5577714443207,-2968.4905,0.9611986,40.74,100.0,1.6567369,346707,1.4178823,-97.66892
1.0002617,,1.0005467,-2950.6526,-97.52661,5.46093,0.28201804,0.08710909,-99.63991,0.9951428,-92.56746,8100,81,-139.70944987565898,100,100.0,0.015452864,1.0376852,[ 0.567 -0.556  0.222  0.401 -0.001],928.6455872058868,-2950.8687,0.9369254,43.55,100.0,1.7722985,351062,1.4170202,-97.11943
1.0000145,,1.000041,-3023.0564,-97.66824,2.842829,0.27388674,0.08168049,-99.568756,0.9993913,-91.70004,8200,82,-137.20707760638874,100,100.0,0.0048130923,1.0101738,[ 0.567 -0.557  0.221  0.4   -0.002],939.5834391117096,-3023.1038,0.97471267,40.84,100.0,1.6729112,355146,1.4170204,-97.60683
1.0000544,,1.0001054,-2921.1636,-97.60797,3.1638813,0.2731726,0.08122176,-99.83321,0.99906266,-92.775635,8300,83,-136.88847107444155,100,100.0,0.008640619,1.0197052,[ 0.567 -0.558  0.222  0.4   -0.002],952.7145385742188,-2921.208,0.9723803,40.61,100.0,1.6150862,359207,1.4166251,-97.52196
1.0000114,,1.0000498,-3060.3987,-97.63777,3.1144295,0.2869152,0.09052053,-99.68034,0.9995502,-91.58829,8400,84,-141.53702158438463,100,100.0,0.002980917,1.0119089,[ 0.568 -0.558  0.222  0.4   -0.002],963.9035942554474,-3060.4233,0.9924239,45.26,100.0,1.7453194,363733,1.4168794,-97.59582
1.0000372,,1.0001017,-3003.7363,-97.10209,4.6667433,0.2772232,0.08388201,-99.538445,0.99846905,-90.69848,8500,85,-137.66589185498802,100,100.0,0.0058021513,1.012477,[ 0.567 -0.557  0.221  0.4   -0.002],974.1242249011993,-3003.815,0.9733576,41.94,100.0,1.9452828,367927,1.4166318,-96.97762
1.0000527,,1.0003154,-2963.441,-97.51375,3.900761,0.2843512,0.08872281,-99.69949,0.99811506,-91.755554,8600,86,-140.49647064418062,100,100.0,0.0069543626,1.0198045,[ 0.566 -0.557  0.221  0.401 -0.002],985.7855195999146,-2963.5132,0.95513237,44.36,100.0,1.867129,372363,1.4160436,-97.37066
1.0003365,,1.0004835,-2963.4714,-97.63852,4.695218,0.2850102,0.08916795,-99.68456,0.99590904,-92.00994,8700,87,-140.88938327149882,100,100.0,0.019090816,1.0425181,[ 0.567 -0.557  0.221  0.401 -0.003],997.1973042488098,-2963.638,0.9336134,44.58,100.0,1.6074871,376821,1.4159241,-97.324936
1.0000362,,1.0000659,-2990.9995,-97.745544,3.0525482,0.27158117,0.08018075,-99.68411,0.99950737,-91.46492,8800,88,-136.5391031530162,100,100.0,0.0058663245,1.018536,[ 0.568 -0.557  0.222  0.401 -0.003],1008.2565476894379,-2991.024,0.9866099,40.09,100.0,1.6799451,380830,1.416021,-97.69933
1.0000554,,1.0001827,-3062.6792,-97.524284,5.01416,0.27919483,0.08520326,-99.67975,0.9984813,-91.25151,8900,89,-138.7942838114237,100,100.0,0.007483545,1.016317,[ 0.568 -0.557  0.222  0.401 -0.003],1019.2410700321198,-3062.7485,0.9677595,42.6,100.0,1.9118572,385090,1.4160423,-97.38824
1.0001956,,1.0003152,-2927.528,-97.57212,3.6836905,0.27978662,0.085605726,-99.69048,0.997633,-90.86277,9000,90,-139.04694118744248,100,100.0,0.012812706,1.0428191,[ 0.567 -0.556  0.221  0.401 -0.003],1032.7304511070251,-2927.6401,0.96869576,42.8,100.0,1.807211,389370,1.4166256,-97.34773
1.0000228,,1.000105,-3034.2734,-97.557335,3.2106342,0.2946184,0.096021384,-99.57045,0.99893546,-92.587105,9100,91,-144.1845853917846,100,100.0,0.004185698,1.0141641,[ 0.567 -0.556  0.221  0.401 -0.002],1046.3009314537048,-3034.3127,0.9758653,48.01,100.0,1.734852,394171,1.4164659,-97.48008
1.0000516,,1.0001979,-2914.1582,-97.393936,4.005744,0.27409673,0.08182367,-99.601295,0.99817234,-91.94496,9200,92,-136.9719771773499,100,100.0,0.006610654,1.0201368,[ 0.567 -0.556  0.221  0.401 -0.002],1058.1074812412262,-2914.2424,0.9765923,40.91,100.0,1.7639612,398262,1.4169706,-97.22574
1.000208,,1.0003219,-2987.232,-97.769066,4.4331617,0.29063907,0.09314494,-99.53394,0.99771345,-91.78552,9300,93,-142.9793945189483,100,100.0,0.015644722,1.0438046,[ 0.567 -0.556  0.221  0.401 -0.002],1068.8000404834747,-2987.321,0.949026,46.57,100.0,1.6312777,402919,1.4169692,-97.5931
1.000048,,1.0000716,-3059.4143,-97.41644,3.803998,0.2824172,0.087401085,-99.53766,0.99939585,-90.69357,9400,94,-139.7563184927705,100,100.0,0.0060606664,1.0180558,[ 0.568 -0.556  0.221  0.401 -0.002],1079.3204338550568,-3059.4375,0.98582244,43.7,100.0,1.9012469,407289,1.4169937,-97.36901
1.0000409,,1.0000838,-3044.6846,-97.52927,3.2530358,0.2838525,0.08838105,-99.58692,0.99917597,-92.17546,9500,95,-140.35906974106362,100,100.0,0.006184597,1.0198977,[ 0.567 -0.556  0.221  0.401 -0.002],1090.9894325733185,-3044.716,0.986365,44.19,100.0,1.7305175,411708,1.416881,-97.474464
1.0001194,,1.0001848,-3059.324,-97.37539,3.5190547,0.28039417,0.0860233,-99.43828,0.9983586,-92.6199,9600,96,-139.04172065540763,100,100.0,0.011179665,1.029014,[ 0.567 -0.556  0.221  0.401 -0.002],1102.9592242240906,-3059.3965,0.9646274,43.01,100.0,1.6773766,416009,1.4163616,-97.2305
1.0000116,,1.0000392,-3049.7715,-97.45308,3.3640401,0.29283088,0.094720624,-99.69695,0.9994719,-92.84586,9700,97,-143.43918554317156,100,99.98649,0.0032678246,1.0079464,[ 0.567 -0.556  0.221  0.401 -0.003],1113.5055587291718,-3049.791,0.9896978,47.36,100.0,1.7798728,420745,1.4163612,-97.41713
1.0000542,,1.0000844,-3048.5059,-97.410194,4.0442643,0.27209178,0.08052134,-99.65172,0.9991464,-90.666,9800,98,-136.35040582760848,100,100.0,0.0063786414,1.0174276,[ 0.567 -0.556  0.221  0.401 -0.003],1123.2402155399323,-3048.5393,0.9780845,40.26,100.0,1.9246303,424771,1.4163823,-97.34551
1.0001106,,1.0001543,-3035.1064,-97.48647,3.6894286,0.30112118,0.10084239,-99.735504,0.9988212,-92.841934,9900,99,-146.51942225543405,100,100.0,0.010397127,1.027342,[ 0.566 -0.556  0.22   0.401 -0.003],1135.9711711406708,-3035.1484,0.9703396,50.42,100.0,1.7130178,429813,1.4163823,-97.404175
1.0005232,,1.0006613,-2927.4976,-97.67746,5.562839,0.26137584,0.073750265,-99.60108,0.99391735,-91.99329,10000,100,-133.28024699913564,100,100.0,0.02133413,1.0458497,[ 0.566 -0.557  0.22   0.401 -0.003],1143.917239189148,-2927.7456,0.94701654,36.87,100.0,1.6380289,433500,1.4166529,-97.190254
1.0002996,,1.0004017,-3048.604,-97.61372,4.1404285,0.2874634,0.09088648,-99.62776,0.99674916,-90.973564,10100,101,-141.70434537111962,100,100.0,0.017370544,1.0534871,[ 0.565 -0.558  0.22   0.401 -0.002],1155.5951309204102,-3048.743,0.9482629,45.44,100.0,1.5961958,438044,1.4169018,-97.3566
1.0001087,,1.0001482,-2985.072,-97.488556,4.1202555,0.27816942,0.084522106,-99.70862,0.9989347,-87.89365,10200,102,-138.44921711722532,100,100.0,0.010734206,1.0303609,[ 0.564 -0.559  0.22   0.401 -0.002],1166.362199306488,-2985.118,0.9750709,42.26,100.0,1.8610992,442270,1.4169927,-97.39782
1.0002437,,1.000389,-2997.817,-97.66728,4.6667247,0.27750647,0.08406574,-99.63825,0.99715877,-92.899315,10300,103,-138.3682575234252,100,100.0,0.015661046,1.0487802,[ 0.564 -0.559  0.22   0.401 -0.002],1177.4931201934814,-2997.9443,0.96748227,42.03,100.0,1.6222736,446473,1.4174371,-97.423164
1.0000648,,1.0001493,-3026.2703,-97.56422,3.041831,0.28380334,0.08834334,-99.55682,0.99818826,-93.10503,10400,104,-140.39417936161908,100,100.0,0.0075872513,1.0166461,[ 0.562 -0.559  0.219  0.4   -0.002],1188.0274443626404,-3026.3484,0.9744444,44.17,100.0,1.5858237,450890,1.4176021,-97.41258
1.0000223,,1.0000546,-3025.3184,-97.65094,3.13741,0.28949976,0.09234063,-99.63945,0.9994134,-92.27844,10500,105,-142.4697429115551,100,100.0,0.005057691,1.0118085,[ 0.563 -0.559  0.219  0.4   -0.001],1198.8081691265106,-3025.342,0.97566336,46.17,100.0,1.7002127,455507,1.4179419,-97.60896
1.0000473,,1.0001831,-2933.8516,-97.652275,3.981344,0.28612715,0.08996305,-99.625046,0.99831146,-91.42757,10600,106,-141.28962605823523,100,100.0,0.0064775464,1.0137801,[ 0.563 -0.559  0.219  0.4   -0.001],1210.6116635799408,-2933.9167,0.9768252,44.98,100.0,1.8248721,460005,1.4183984,-97.522804
1.0000395,,1.0001532,-3062.0989,-97.59545,2.9053195,0.292294,0.09432289,-99.673904,0.9987072,-92.15439,10700,107,-143.3697042365189,100,100.0,0.005624678,1.0163254,[ 5.641e-01 -5.595e-01  2.195e-01  3.998e-01 -5.508e-04],1224.163246870041,-3062.159,0.98116463,47.16,100.0,1.5556614,464721,1.418075,-97.47619
1.0001949,,1.0006945,-3063.3872,-97.73205,3.940416,0.28188536,0.08702833,-99.616554,0.9952253,-92.8143,10800,108,-139.9130456158895,100,100.0,0.013177299,1.0319643,[ 0.564 -0.559  0.219  0.399 -0.001],1236.1262617111206,-3063.59,0.9598406,43.51,100.0,1.5950936,469072,1.4173322,-97.334755
1.0000665,,1.0001194,-2892.0837,-97.39602,4.076696,0.27660432,0.083481625,-99.74333,0.9986566,-89.07048,10900,109,-137.78652833940905,100,100.0,0.006190385,1.0278435,[ 0.563 -0.559  0.219  0.399 -0.002],1250.0081832408905,-2892.151,0.98279685,41.74,100.0,1.9364113,473246,1.4173573,-97.29476
1.0000358,,1.0001214,-3052.4233,-97.32785,3.9163094,0.29258826,0.09454235,-99.6355,0.99878216,-92.28668,11000,110,-143.20107152995985,100,100.0,0.0056379205,1.011129,[ 0.562 -0.559  0.219  0.399 -0.002],1264.2310869693756,-3052.476,0.97432667,47.27,100.0,1.881043,477973,1.4169927,-97.22741
1.0000745,,1.0001211,-3025.2808,-97.630394,3.705579,0.27977374,0.0856018,-99.77986,0.99916124,-91.48819,11100,111,-139.09903477082048,100,100.0,0.0077521834,1.0199946,[ 0.562 -0.56   0.219  0.398 -0.002],1275.8162462711334,-3025.3215,0.9816403,42.8,100.0,1.7326646,482253,1.4173361,-97.54928
1.0000329,,1.0000851,-2953.4841,-97.538475,3.0577786,0.2893995,0.092261605,-99.6799,0.9991256,-92.842026,11200,112,-142.29773813833816,100,100.0,0.006067685,1.0119776,[ 0.562 -0.559  0.219  0.398 -0.002],1288.878344297409,-2953.5208,0.9678315,46.13,100.0,1.6869962,486866,1.4169061,-97.468025
1.0000149,,1.000047,-3041.029,-97.57063,2.7297833,0.28793147,0.0912208,-99.690384,0.999235,-91.65574,11300,113,-141.81078700534533,100,99.99823,0.0035316239,1.0105382,[ 0.563 -0.559  0.219  0.398 -0.002],1300.3519177436829,-3041.0752,0.9898676,45.61,100.0,1.6370751,491427,1.4169642,-97.50426
1.00001,,1.0000751,-2907.625,-97.83924,2.8440123,0.2776003,0.084140345,-99.68354,0.9995759,-93.05838,11400,114,-138.61814926135233,100,100.0,0.0035535975,1.0151874,[ 0.562 -0.558  0.219  0.398 -0.002],1311.5231506824493,-2907.6387,0.9783887,42.07,100.0,1.6682795,495634,1.4169695,-97.8129
1.0001154,,1.0001951,-3058.2856,-97.515,3.47802,0.29963988,0.09972274,-99.58998,0.9989558,-92.33474,11500,115,-145.9691562358943,100,100.0,0.009424747,1.025253,[ 0.562 -0.558  0.219  0.397 -0.002],1323.2462437152863,-3058.3274,0.96631604,49.86,100.0,1.699399,500620,1.4169005,-97.42765
1.0003054,,1.0004458,-2997.5605,-97.449974,4.691374,0.29638815,0.097308904,-99.69675,0.9955745,-91.504974,11600,116,-144.7052074889137,100,100.0,0.016159927,1.038729,[ 0.563 -0.558  0.219  0.398 -0.002],1334.9561138153076,-2997.727,0.95257246,48.65,100.0,1.8650873,505485,1.4160438,-97.1258
1.0000175,,1.0000473,-2981.1677,-97.53256,3.0838614,0.28168175,0.0869008,-99.605316,0.99950844,-92.356964,11700,117,-139.64165243583292,100,100.0,0.0041842046,1.012204,[ 0.564 -0.557  0.219  0.397 -0.003],1344.0727939605713,-2981.193,0.98636836,43.45,100.0,1.6622612,509830,1.4164608,-97.48535
1.0000429,,1.0001035,-3070.818,-97.75359,3.3953607,0.28604767,0.089901306,-99.696,0.9992102,-91.70828,11800,118,-141.38066872484129,100,100.0,0.0067444234,1.0264525,[ 0.564 -0.557  0.219  0.398 -0.002],1355.2407937049866,-3070.8486,0.9768871,44.95,100.0,1.7587159,514325,1.4160386,-97.69319
1.0000516,,1.0001034,-2955.9666,-97.43985,2.7759933,0.2741152,0.08184166,-99.46786,0.99907094,-92.73515,11900,119,-137.05910706573007,100,100.0,0.0069262004,1.0225726,[ 0.564 -0.557  0.219  0.398 -0.003],1366.147472858429,-2956.0066,0.9810712,40.92,100.0,1.5750049,518417,1.4163599,-97.36492
1.0000818,,1.0003356,-2977.0437,-97.63641,3.5172815,0.28315842,0.08790487,-99.59625,0.99739915,-89.87431,12000,120,-140.2829965467679,100,100.0,0.0077860584,1.0134269,[ 0.564 -0.557  0.219  0.398 -0.003],1376.2570741176605,-2977.1572,0.97185075,43.95,100.0,1.7213923,522812,1.4166517,-97.4132
1.0003544,,1.0005181,-2997.8115,-97.7077,5.9671173,0.27163625,0.080207884,-99.5899,0.9956233,-92.14078,12100,121,-136.49753650751055,100,100.0,0.019404586,1.0483364,[ 0.564 -0.558  0.219  0.397 -0.002],1387.8512761592865,-2997.9849,0.9440635,40.1,100.0,1.6866304,526822,1.4166265,-97.363174
1.0001677,,1.0002631,-2987.1313,-97.6715,4.1614566,0.28433022,0.088704444,-99.68483,0.99743456,-91.32698,12200,122,-140.70231854329796,100,100.0,0.011537116,1.0254232,[ 0.566 -0.557  0.22   0.398 -0.002],1401.4477558135986,-2987.2234,0.9694256,44.35,100.0,1.7432305,531257,1.4161271,-97.48767
1.0004479,,1.0006266,-2999.582,-97.86444,4.657851,0.2746636,0.08218928,-99.68573,0.9947798,-93.56499,12300,123,-137.6830049632719,100,100.0,0.020038534,1.0534331,[ 0.565 -0.558  0.22   0.398 -0.003],1413.207465171814,-2999.8015,0.93887585,41.09,100.0,1.5546919,535366,1.4161007,-97.44804
1.0000354,,1.000078,-2917.8723,-97.64797,3.2405262,0.29057714,0.0931017,-99.64615,0.99912006,-92.97588,12400,124,-142.82126808800865,100,100.0,0.0063230856,1.0229056,[ 0.565 -0.559  0.22   0.399 -0.003],1425.651593208313,-2917.9087,0.98542476,46.55,100.0,1.626323,540021,1.4163545,-97.5797
1.0000747,,1.0001081,-2950.892,-97.604294,3.190998,0.2821018,0.08718162,-99.556885,0.99893546,-92.594475,12500,125,-139.86205500689644,100,100.0,0.008048584,1.0179425,[ 0.564 -0.559  0.219  0.399 -0.003],1436.3732063770294,-2950.9463,0.9779018,43.59,100.0,1.6800243,544380,1.4164394,-97.51817
1.0001314,,1.0002179,-3064.815,-97.57056,3.3380387,0.29718772,0.09790379,-99.66013,0.99795705,-92.273834,12600,126,-145.14172696822044,100,100.0,0.010983406,1.024989,[ 0.565 -0.559  0.22   0.399 -0.003],1448.5325155258179,-3064.9019,0.96401316,48.95,100.0,1.6750939,549275,1.4161283,-97.41693
1.0002218,,1.0003307,-3016.6812,-97.42586,4.1116085,0.28608596,0.08992571,-99.572525,0.99728173,-91.58418,12700,127,-141.05057272469742,100,100.0,0.012380183,1.0301504,[ 0.565 -0.559  0.22   0.4   -0.003],1460.6055099964142,-3016.7932,0.9519009,44.96,100.0,1.6084523,553771,1.4161272,-97.2052
1.0000088,,1.0000254,-2956.289,-97.73544,2.504205,0.28413376,0.08858027,-99.73959,0.9997299,-93.33127,12800,128,-140.70159122131975,100,100.0,0.0028481346,1.0078144,[ 0.566 -0.559  0.22   0.4   -0.003],1470.4386405944824,-2956.302,0.99041015,44.29,100.0,1.5183026,558200,1.4164603,-97.710915
1.0000114,,1.0000755,-3063.3115,-97.793365,2.83747,0.28264818,0.08756066,-99.732414,0.99931115,-91.62865,12900,129,-140.26244414078803,100,100.0,0.003691314,1.0091476,[ 0.566 -0.559  0.22   0.4   -0.002],1481.7931864261627,-3063.338,0.9807326,43.78,100.0,1.6631755,562578,1.4161017,-97.74402
1.0000408,,1.0001142,-3050.9019,-97.46245,3.590835,0.29799986,0.09850238,-99.65155,0.9987657,-93.24435,13000,130,-145.29449971209826,100,100.0,0.005342123,1.016022,[ 0.566 -0.559  0.22   0.4   -0.003],1494.7483773231506,-3050.9595,0.98364365,49.25,100.0,1.758638,567503,1.4164395,-97.35834
1.0003294,,1.0004807,-2933.6382,-97.53609,6.7209973,0.28640392,0.09014859,-99.69403,0.9960789,-88.194534,13100,131,-141.24857679875902,100,100.0,0.01601126,1.0417985,[ 0.565 -0.558  0.219  0.4   -0.003],1505.6019401550293,-2933.8005,0.93796074,45.07,100.0,1.9113506,572010,1.415908,-97.20861
1.0000514,,1.0001954,-2903.8535,-97.76882,3.0748975,0.27256563,0.08082277,-99.59027,0.9983791,-92.31431,13200,132,-136.86704923789824,100,100.0,0.007787926,1.0158929,[ 0.566 -0.557  0.22   0.4   -0.003],1515.9323146343231,-2903.9285,0.9673496,40.41,100.0,1.57215,576051,1.415654,-97.62972
1.0000551,,1.0001432,-2994.3716,-97.60092,3.690437,0.2774479,0.08404275,-99.60269,0.998232,-91.70349,13300,133,-138.2883998773399,100,100.0,0.0067383996,1.0156461,[ 0.566 -0.558  0.22   0.4   -0.003],1526.5543823242188,-2994.4521,0.9770312,42.02,100.0,1.8345779,580253,1.4163601,-97.45265
1.0002755,,1.0003917,-2972.8196,-97.78044,4.400645,0.2897896,0.092526875,-99.8696,0.9962771,-92.91314,13400,134,-142.70482661215857,100,100.0,0.0155467475,1.0354114,[ 0.566 -0.557  0.22   0.4   -0.003],1538.71830534935,-2972.9832,0.9488597,46.26,100.0,1.6192814,584879,1.4156748,-97.48873
1.0000792,,1.000265,-3021.9382,-97.76388,3.169804,0.294509,0.09592524,-99.80186,0.997875,-92.60443,13500,135,-144.36195224049803,100,100.0,0.008354355,1.025464,[ 0.567 -0.557  0.22   0.4   -0.003],1552.2219693660736,-3022.036,0.97142357,47.96,100.0,1.636543,589675,1.4159251,-97.571754
1.0000113,,1.0000428,-3034.2104,-97.475105,3.2753072,0.2793969,0.08534043,-99.62887,0.9995491,-92.85135,13600,136,-138.79877056439346,100,100.0,0.003623817,1.0075278,[ 0.567 -0.557  0.22   0.399 -0.003],1562.2292866706848,-3034.2305,0.9850282,42.67,100.0,1.718794,593942,1.4155706,-97.438484
1.0008988,,1.0011572,-3007.0535,-97.7405,8.429568,0.2838538,0.08835827,-99.65614,0.99044126,-92.916534,13700,137,-140.56002109382086,100,100.0,0.029486543,1.1148908,[ 0.567 -0.558  0.22   0.4   -0.003],1573.5784990787506,-3007.4746,0.92735595,44.17,100.0,1.5944078,598359,1.415585,-96.95904
1.000159,,1.0002123,-3001.2434,-97.747795,3.0122268,0.29330587,0.095063835,-99.90666,0.9985258,-90.84331,13800,138,-143.92876353922324,100,100.0,0.011097955,1.029491,[ 0.566 -0.559  0.22   0.4   -0.003],1585.6471083164215,-3001.3103,0.9716362,47.53,100.0,1.5956768,603112,1.4151505,-97.611885
1.0002183,,1.0003712,-3030.1829,-97.411896,4.4228134,0.30008036,0.100048915,-99.6325,0.99614125,-92.71386,13900,139,-146.00878883752029,100,100.0,0.012428611,1.0255238,[ 0.565 -0.559  0.219  0.4   -0.004],1599.9073207378387,-3030.3474,0.95972264,50.02,100.0,1.8033501,608114,1.415039,-97.10181
1.0000267,,1.0001322,-3055.702,-97.59472,2.566098,0.28022838,0.085901566,-99.84135,0.99885345,-91.56467,14000,140,-139.2009718401251,100,100.0,0.004379368,1.0101988,[ 0.565 -0.559  0.219  0.399 -0.004],1611.4563779830933,-3055.7517,0.98195,42.95,100.0,1.5850195,612409,1.4154699,-97.49981
1.0003002,,1.0004345,-2914.3718,-97.69074,4.411607,0.2848596,0.08906848,-99.62076,0.9962438,-93.049644,14100,141,-140.87425169493653,100,100.0,0.018453952,1.0464935,[ 0.565 -0.559  0.219  0.399 -0.003],1623.3371987342834,-2914.539,0.9366178,44.53,100.0,1.6413954,616862,1.4146993,-97.365005
1.0000882,,1.0001764,-3056.6843,-97.21098,3.1732893,0.2837762,0.08832254,-99.60146,0.99901485,-91.95913,14200,142,-139.99648732547107,100,100.0,0.00894892,1.0301173,[ 0.565 -0.559  0.22   0.399 -0.004],1633.9967160224915,-3056.737,0.9781066,44.16,100.0,1.7063793,621278,1.4150617,-97.107155
1.0001308,,1.0001996,-2995.9158,-97.412155,4.1347604,0.27293375,0.0810632,-99.7258,0.99825513,-89.00659,14300,143,-136.60537236778336,100,100.0,0.011626099,1.0220104,[ 0.565 -0.559  0.219  0.399 -0.004],1644.4035363197327,-2995.9944,0.9605124,40.53,100.0,1.930211,625331,1.4146148,-97.25955
1.0000296,,1.0000849,-2988.6812,-97.294876,3.7802768,0.2842923,0.08868178,-99.50499,0.9988862,-90.86395,14400,144,-140.24026352434805,100,100.0,0.005513987,1.01765,[ 0.565 -0.558  0.219  0.399 -0.004],1656.280767440796,-2988.7295,0.97511226,44.34,100.0,1.8228123,629765,1.4140893,-97.20584
1.0000974,,1.0003767,-2956.2197,-97.78592,3.2252557,0.2943158,0.095786974,-99.7538,0.99707264,-91.82942,14500,145,-144.31974520683053,100,100.0,0.009812392,1.0191084,[ 0.565 -0.558  0.219  0.399 -0.005],1668.6926710605621,-2956.3525,0.9596423,47.89,100.0,1.6948823,634554,1.4140695,-97.52874
1.0001817,,1.0002279,-2976.7615,-97.3186,5.246934,0.2872272,0.09072385,-99.563774,0.9980466,-91.40421,14600,146,-141.28395243446977,100,100.0,0.013781778,1.031904,[ 0.565 -0.559  0.22   0.4   -0.005],1681.5518071651459,-2976.8394,0.9696647,45.36,100.0,1.8579357,639090,1.4141475,-97.16982
1.0000285,,1.0000697,-2924.421,-97.58642,3.7208092,0.28909618,0.092041776,-99.67576,0.9992153,-91.99109,14700,147,-142.2255764781249,100,100.0,0.0052031972,1.0128441,[ 0.566 -0.558  0.22   0.4   -0.005],1693.350478887558,-2924.4553,0.9837195,46.02,100.0,1.904884,643692,1.4145092,-97.51812
1.0000296,,1.0001043,-3063.037,-97.230896,3.8324268,0.2925635,0.09452205,-99.67911,0.9989624,-92.93781,14800,148,-143.0616944110511,100,100.0,0.0048331465,1.0135696,[ 0.566 -0.559  0.22   0.4   -0.004],1704.464724779129,-3063.089,0.98348063,47.26,100.0,1.8210914,648418,1.4141544,-97.13562
1.0000683,,1.0001454,-3073.62,-97.68788,2.9216046,0.28249517,0.08744207,-99.60045,0.9988911,-91.13295,14900,149,-140.09014288127392,100,100.0,0.0069695157,1.0238928,[ 0.566 -0.558  0.22   0.399 -0.005],1715.88334274292,-3073.6694,0.98257774,43.72,100.0,1.6447605,652790,1.414592,-97.59605
1.0000497,,1.0001966,-2985.3289,-97.756065,3.25955,0.29517782,0.09642216,-99.65785,0.99861354,-91.98955,15000,150,-144.6244204176464,100,100.0,0.0061249607,1.027096,[ 0.565 -0.558  0.22   0.399 -0.004],1727.2727663516998,-2985.3855,0.9832558,48.21,100.0,1.7309666,657611,1.4146733,-97.654785
1.0000198,,1.0000675,-3019.3613,-97.52424,2.9684224,0.2931021,0.09492098,-99.54973,0.99932766,-92.63927,15100,151,-143.59215932682275,100,100.0,0.0038514945,1.0089836,[ 0.564 -0.557  0.22   0.399 -0.004],1740.0923810005188,-3019.395,0.9876573,47.46,100.0,1.6724757,662357,1.4146993,-97.46536
1.0000361,,1.0001398,-2963.528,-97.568504,2.9749248,0.27416268,0.0818612,-99.60347,0.999135,-91.567444,15200,152,-137.2084806931778,100,100.0,0.005066621,1.0141609,[ 0.564 -0.558  0.22   0.399 -0.004],1752.8526418209076,-2963.568,0.9774468,40.93,100.0,1.6616005,666450,1.4150124,-97.49342
1.0001382,,1.0002011,-3054.1724,-97.05262,4.0372086,0.2920718,0.094163574,-99.66649,0.9983119,-91.90298,15300,153,-142.6836708246451,100,99.98779,0.011492121,1.0279053,[ 0.565 -0.558  0.22   0.399 -0.004],1764.7881631851196,-3054.248,0.9549068,47.08,100.0,1.9082341,671158,1.4150659,-96.91089
1.0000181,,1.0000464,-2960.9656,-97.420784,3.192724,0.28760663,0.09100086,-99.64145,0.9994455,-92.174706,15400,154,-141.5417937268271,100,100.0,0.004406647,1.0118959,[ 0.564 -0.558  0.22   0.399 -0.004],1778.4301536083221,-2960.995,0.9833984,45.5,100.0,1.7257473,675708,1.415016,-97.37194
1.0000302,,1.0000741,-3016.655,-97.313156,3.465113,0.27272528,0.08092097,-99.60476,0.9994917,-91.87774,15500,155,-136.46042104526614,100,99.99148,0.0052594044,1.0115552,[ 0.565 -0.559  0.22   0.398 -0.004],1790.7662715911865,-3016.6807,0.97597504,40.46,100.0,1.8675667,679754,1.4146781,-97.261505
1.000116,,1.0001956,-3006.8574,-97.192444,3.1004093,0.28210577,0.08718293,-99.569,0.9984836,-92.486404,15600,156,-139.41810617678067,100,100.0,0.009722754,1.0234877,[ 0.565 -0.559  0.22   0.398 -0.004],1802.2392370700836,-3006.9265,0.97046244,43.59,100.0,1.6986657,684113,1.414673,-97.061134
1.0000383,,1.0001876,-3068.2305,-97.57927,3.3187237,0.28862104,0.09170243,-99.69555,0.99830407,-91.8206,15700,157,-142.05991946484315,100,100.0,0.0050921463,1.0140146,[ 0.566 -0.558  0.22   0.399 -0.004],1813.6657602787018,-3068.303,0.9835452,45.85,100.0,1.7613822,688698,1.4151464,-97.449165
1.0000664,,1.000276,-3044.713,-97.593414,3.7904346,0.2886731,0.09174244,-99.64064,0.99842834,-91.45053,15800,158,-142.09010302659843,100,99.994736,0.0074181505,1.0155224,[ 0.566 -0.559  0.22   0.399 -0.004],1824.4140706062317,-3044.7803,0.9798979,45.87,100.0,1.8587759,693285,1.4151251,-97.45878
