Bound,Weights,ReturnStepMax,J_sample_variance,EpLenMean,EmpiricalD2,InitialBound,InitialReturnMax,EpisodesSoFar,ReturnMeanIW,Iteration,EpThisIter,MeanIW,InitialReturnMean,MeanD2w0t,MaxD2w0t,MinD2w0t,TimeElapsed,MeanEntropy,EpRewMean,MinIW,TimestepsSoFar,ReturnStepMaxmin,InitialReturnStd,StdD2w0t,InitialReturnMin,StdIW,MaxIW
-45.734016,[-1.001  1.068 -0.527  0.464 -1.549],100.0,3493.724,17.08,359.49744,-94.08961,-83.8365,8300,-37.101997,83,100,0.3680079,-93.335785,1.5074831,1095.0477,,1054.7078065872192,-0.13250348,-108.67609863129937,0.000430467,140014,99.371635,2.961148,22.842806,-97.489235,0.7040168,12.706659
-88.48333,[-1.015  1.053 -0.513  0.466 -1.551],100.0,8035.688,17.17,11.426272,-94.36694,-85.25699,8400,-84.23477,84,100,0.9005668,-93.503075,0.19978788,176.37488,,1067.7412950992584,-0.13244511,-108.94344789180194,0.0025067776,141731,99.382,2.6539454,2.9655209,-97.45696,1.0096711,6.951581
-84.333046,[-1.009  1.042 -0.537  0.48  -1.551],100.0,12846.319,17.07,5.348886,-94.11151,-83.46201,8500,-82.68082,85,100,0.88015795,-93.26602,0.0615742,33.547443,,1079.8944191932678,-0.14625731,-108.58604190556125,0.0062821405,143438,99.36314,2.7446885,0.510694,-98.59831,1.2827454,10.867289
-50.19207,[-1.017  1.031 -0.53   0.467 -1.565],100.0,10889.021,16.88,540.9048,-94.781334,-86.878944,8600,-38.99597,86,100,0.38027924,-93.99312,2.0888064,3207.4446,,1090.2609264850616,-0.14674468,-109.2462049181167,2.583632e-05,145126,99.4041,2.4132545,36.21756,-97.75514,1.1805886,14.388384
-41.012154,[-1.006  1.05  -0.543  0.469 -1.566],100.0,1896.7423,16.77,1598.436,-94.15013,-81.946625,8700,-25.185825,87,100,0.21623848,-93.39799,4.8398037,4705.394,,1101.6737730503082,-0.15020835,-108.43186240499352,5.531479e-05,146803,99.34377,2.7223432,88.481415,-97.39426,0.57131326,49.328445
-54.94837,[-0.979  1.075 -0.549  0.47  -1.569],100.0,4095.8718,17.46,179.66956,-94.38858,-86.94915,8800,-47.875107,88,100,0.48352563,-93.56065,1.1735541,5296.414,,1117.9995396137238,-0.15142801,-109.2739280793247,0.0006920197,148549,99.35987,2.4092252,32.04852,-97.782616,0.7162015,4.9588537
-58.57117,[-0.99   1.074 -0.537  0.429 -1.57 ],100.0,12278.594,16.87,1338.315,-94.26732,-85.575775,8900,-45.529404,89,100,0.4549764,-93.538475,4.9077907,5512.7275,,1128.6821150779724,-0.15545678,-108.71953765432526,8.257064e-05,150236,99.36855,2.7156947,93.27479,-97.865814,1.2643156,15.976397
-67.70055,[-0.979  1.096 -0.546  0.426 -1.574],100.0,7092.343,16.75,129.38307,-94.30805,-85.47748,9000,-62.69293,90,100,0.66946834,-93.61732,1.390984,7127.213,,1140.8661739826202,-0.156263,-108.67240010119916,0.0013392151,151911,99.40526,2.5882564,44.219448,-97.29343,0.9531351,7.3790784
-61.62245,[-0.986  1.081 -0.58   0.445 -1.575],100.0,20706.525,16.62,925.3336,-94.249626,-86.982544,9100,-49.653236,91,100,0.50271326,-93.531425,3.617915,2627.794,,1158.1468434333801,-0.15998505,-108.46890377822385,8.987836e-06,153573,99.36639,2.3305156,58.095932,-97.86268,1.6135108,33.202137
-46.420433,[-0.977  1.097 -0.596  0.444 -1.579],100.0,3621.5312,16.11,955.5253,-94.237206,-88.62139,9200,-35.939556,92,100,0.34042516,-93.571465,4.0746713,5074.883,,1172.29127907753,-0.16107179,-108.01273374633475,3.1256031e-06,155184,99.39486,2.2985666,79.71142,-97.3667,0.7027229,34.323673
-37.58323,[-0.968  1.114 -0.606  0.435 -1.58 ],100.0,3319.149,16.43,484.6289,-94.350716,-85.27253,9300,-29.519043,93,100,0.27737078,-93.70451,2.0915406,1883.9021,,1184.1845281124115,-0.16490254,-108.49268698356349,0.00038715382,156827,99.38356,2.4710078,32.3423,-97.532326,0.65520567,14.879261
-47.94131,[-0.96   1.123 -0.63   0.442 -1.584],100.0,6417.0693,16.63,284.87292,-93.99464,-83.24407,9400,-40.609463,94,100,0.40459353,-93.306915,0.79494596,17428.39,,1196.8748025894165,-0.21997125,-108.19721071309672,2.0530046e-05,158490,99.380974,2.8728838,80.52565,-97.56963,0.93246007,12.12889
-60.90262,[-1.019  1.103 -0.642  0.435 -1.639],100.0,6403.6797,16.73,97.64124,-94.08058,-86.95102,9500,-54.11946,95,100,0.55362546,-93.28554,1.0117341,748.182,,1212.8817963600159,-0.22070384,-108.28082451134865,0.00039752107,160163,99.39625,2.717014,13.599502,-97.831245,0.8833035,11.135008
-47.92748,[-1.025  1.104 -0.635  0.401 -1.64 ],100.0,9521.208,16.08,641.7897,-94.12768,-86.99594,9600,-37.835293,96,100,0.3730177,-93.47367,2.5439065,2324.766,,1227.9748752117157,-0.22252505,-107.88806905687954,8.641152e-06,161771,99.367424,2.6389637,42.213074,-97.642586,1.1271608,14.631159
-72.955986,[-1.032  1.089 -0.619  0.401 -1.641],100.0,10667.32,16.48,21.241228,-94.11327,-83.580124,9700,-69.659904,97,100,0.7252682,-93.435646,0.16842103,433.77106,,1242.6615226268768,-0.22802748,-108.21978395349147,0.0064977817,163419,99.37316,2.5766878,3.302961,-98.30805,1.161846,11.66684
-56.824383,[-1.013  1.102 -0.609  0.385 -1.647],100.0,2750.8083,16.57,251.86002,-94.63194,-86.19244,9800,-46.914715,98,100,0.4768528,-93.81413,3.364865,8051.7114,,1256.013852596283,-0.22923766,-108.744097272098,0.000567365,165076,99.39097,2.6211035,103.25784,-97.6275,0.5832344,6.1902747
-58.81755,[-1.021  1.105 -0.594  0.348 -1.648],100.0,7728.9697,16.9,145.30666,-94.194855,-84.55641,9900,-50.088272,99,100,0.52109826,-93.44154,0.7755538,3328.0212,,1271.5144374370575,-0.23473072,-108.60073838695057,0.00041498838,166766,99.3994,2.9045305,22.791004,-97.26334,0.9909979,8.412136
-44.60829,[-1.01   1.106 -0.617  0.365 -1.654],100.0,5977.3965,17.22,631.1004,-93.84274,-81.9814,10000,-33.474583,100,100,0.33107874,-93.12402,2.3545854,4178.7666,,1282.844200849533,-0.24426073,-108.54689895694243,3.835633e-06,168488,99.355286,2.703058,39.976868,-97.037346,0.9004582,27.921925
-93.12569,[-0.986  1.111 -0.637  0.364 -1.663],100.0,393.7364,17.03,1.0459492,-94.069885,-82.90602,10100,-92.4537,101,100,0.9899467,-93.41096,0.035296924,1.3457142,,1296.392415046692,-0.2473145,-108.70000107986029,0.43796664,170191,99.352036,2.9628618,0.1880961,-97.55835,0.2102191,2.6153467
-64.12432,[-0.989  1.107 -0.642  0.366 -1.666],100.0,10948.207,17.0,304.21362,-94.19704,-87.14936,10200,-55.448853,102,100,0.56859547,-93.42749,2.4364336,1564.6669,,1309.1476290225983,-0.24698111,-108.69316421234784,0.00021890635,171891,99.4171,2.521166,37.413197,-97.978424,1.1741567,8.805658
-48.15471,[-0.991  1.107 -0.626  0.382 -1.666],100.0,10116.203,15.88,757.3353,-94.425865,-84.71586,10300,-37.75474,103,100,0.3754332,-93.770966,3.0865874,3135.4697,,1322.5409421920776,-0.24876939,-108.03557137503839,0.00017179715,173479,99.36758,2.3922431,55.907932,-97.57786,1.15691,23.33648
-75.31385,[-1.001  1.092 -0.614  0.386 -1.668],100.0,12296.734,16.72,269.20468,-93.88328,-85.64321,10400,-66.50842,104,100,0.6952057,-93.16728,2.4609296,1525.202,,1336.9748463630676,-0.24658217,-108.13636740800341,9.289427e-06,175151,99.36829,2.9174166,36.47868,-97.758224,1.2544981,17.00122
-68.4127,[-0.988  1.082 -0.605  0.402 -1.666],100.0,13839.31,16.42,69.987976,-94.21817,-80.90906,10500,-64.8769,105,100,0.6703131,-93.492546,0.65367407,831.4318,,1351.6888508796692,-0.24856736,-108.24051951310432,0.0007108652,176793,99.42141,2.9314423,11.459988,-97.668045,1.3057917,10.5230875
-72.86072,[-0.996  1.07  -0.614  0.426 -1.668],100.0,12419.424,16.82,21.115444,-94.30489,-83.19541,10600,-68.570694,106,100,0.7158067,-93.535576,0.17042445,458.8545,,1367.136911392212,-0.24942961,-108.6611210571326,0.00039278023,178475,99.38201,2.7344396,3.5151424,-97.52211,1.2647021,16.413279
-46.87622,[-0.998  1.06  -0.603  0.409 -1.668],100.0,6026.3843,16.84,649.79956,-93.55424,-83.521416,10700,-35.349815,107,100,0.3433361,-92.831055,2.5851316,2362.7363,,1377.810294866562,-0.25367194,-107.87471608228539,3.0634696e-05,180159,99.35295,3.0934572,40.683792,-97.353874,0.95108706,56.85892
-54.82583,[-0.987  1.075 -0.615  0.408 -1.673],100.0,5445.9478,16.27,91.83926,-94.186066,-85.66392,10800,-49.41993,108,100,0.5049298,-93.50914,0.9988328,1703.8704,,1390.4668881893158,-0.25572997,-108.10879969523127,0.0004908594,181786,99.37356,2.5260434,18.721785,-97.6987,0.8092031,7.8856215
-67.04913,[-0.98   1.087 -0.605  0.437 -1.675],100.0,8657.46,16.92,218.15546,-93.911736,-85.72158,10900,-60.037674,109,100,0.6234006,-93.18542,2.2827885,3761.7239,,1405.6411006450653,-0.2705948,-108.34289672437819,9.88005e-06,183478,99.35604,2.883864,46.75132,-98.593056,1.1528544,101.47452
-47.965843,[-0.963  1.067 -0.613  0.46  -1.69 ],100.0,6765.166,16.79,467.04843,-94.31284,-85.19888,11000,-38.972584,110,100,0.3941971,-93.63184,1.8368664,2569.293,,1420.3486516475677,-0.27135321,-108.75893622239879,8.8380984e-05,185157,99.35529,2.9543936,30.611847,-98.77432,0.9809143,23.783823
-52.322784,[-0.954  1.081 -0.628  0.462 -1.69 ],100.0,4162.8267,16.5,266.49484,-94.90252,-88.08397,11100,-43.602596,111,100,0.43842655,-94.14618,0.982135,2630.6863,,1431.4135420322418,-0.27258345,-109.03696681568685,0.00017747234,186807,99.389435,2.2166553,29.639185,-97.57404,0.76536095,10.255226
-78.41135,[-0.969  1.065 -0.62   0.444 -1.692],100.0,15079.288,16.28,175.73781,-94.83276,-84.953995,11200,-70.29088,112,100,0.72948194,-94.02166,1.8504872,2634.0151,,1443.0842056274414,-0.26183307,-108.68523642122564,0.00011820864,188435,99.35776,2.4276206,40.957638,-97.779366,1.358059,10.724496
-72.43087,[-0.965  1.063 -0.616  0.41  -1.681],100.0,5796.8228,16.99,20.02211,-94.79049,-81.84293,11300,-67.56399,113,100,0.70731735,-94.10508,0.16343069,1050.6455,,1456.564029932022,-0.2607512,-109.4628944652661,0.00465831,190134,99.34698,2.8992245,5.488567,-97.53186,0.84915006,5.221215
-42.2669,[-0.972  1.051 -0.618  0.385 -1.68 ],100.0,3797.8408,17.08,827.6233,-94.50066,-84.94932,11400,-31.844051,114,100,0.29676515,-93.751854,2.8867457,2845.5205,,1471.7281453609467,-0.25927746,-109.1332736266986,0.00024051401,191842,99.37213,2.687143,49.58508,-97.65816,0.7052556,26.78776
-72.68675,[-0.987  1.026 -0.615  0.385 -1.678],100.0,24362.209,16.66,530.5758,-93.94339,-85.75249,11500,-63.414886,115,100,0.6574739,-93.218575,3.2458048,2967.734,,1486.7396898269653,-0.25436443,-108.11830867219423,0.00018453744,193508,99.35743,2.6690054,52.392372,-97.7303,1.7670169,17.228525
-52.954475,[-0.988  1.037 -0.626  0.374 -1.673],100.0,11987.885,16.31,694.9682,-94.79203,-85.58606,11600,-41.297935,116,100,0.40583727,-94.03771,2.7722476,2514.121,,1499.4557871818542,-0.25635543,-108.74539573544622,8.02667e-05,195139,99.41082,2.6388278,46.027584,-97.70354,1.2911433,39.857094
-89.295135,[-0.999  1.026 -0.61   0.375 -1.675],100.0,1994.4368,16.54,1.4140348,-94.39458,-84.50138,11700,-88.31817,117,100,0.94453704,-93.64997,0.04376364,7.5046544,,1512.449648141861,-0.26586682,-108.52075771537623,0.06252325,196793,99.36637,2.4690895,0.24896446,-97.64346,0.5022617,2.918326
-46.68718,[-0.996  1.033 -0.597  0.374 -1.685],100.0,8401.31,17.13,2876.9841,-93.74079,-83.01251,11800,-31.587988,118,100,0.31164062,-93.04189,9.3120165,41741.766,,1523.8686950206757,-0.2776807,-108.39694762398041,4.31497e-06,198506,99.35244,3.2252421,274.02588,-97.4571,1.0582145,36.882793
-73.16842,[-1.043  1.044 -0.573  0.383 -1.697],100.0,16645.48,17.19,78.45914,-94.183945,-83.49415,11900,-68.76652,119,100,0.70813185,-93.462746,0.7924912,1238.4713,,1536.8564405441284,-0.27713346,-108.92155377060155,0.0007783567,200225,99.37887,2.7492745,12.510389,-98.75122,1.485917,58.778366
-68.70353,[-1.053  1.047 -0.578  0.415 -1.696],100.0,11874.147,16.73,253.66196,-94.16739,-82.178566,12000,-61.127754,120,100,0.6309149,-93.46787,1.8550872,7597.087,,1549.2021899223328,-0.2730707,-108.49371988956052,0.00012239396,201898,99.36617,3.2042103,63.171947,-97.838554,1.1961313,22.9772
-48.273144,[-1.06   1.048 -0.563  0.38  -1.692],100.0,5652.9077,16.61,638.7604,-94.00378,-82.884865,12100,-37.055305,121,100,0.35853773,-93.30615,2.9629896,3523.71,,1561.6514220237732,-0.27636662,-108.19960766576457,1.6086979e-05,203559,99.37547,3.0102494,52.052498,-97.76641,0.86508024,18.532043
-65.26366,[-1.062  1.037 -0.547  0.383 -1.695],100.0,13719.54,16.46,463.0085,-94.47772,-84.581894,12200,-54.76064,122,100,0.57448745,-93.75894,2.1311905,4100.1704,,1574.3555750846863,-0.28884646,-108.5563713199254,4.5603967e-05,205205,99.37067,2.6198788,43.806465,-97.25306,1.3281325,9.704903
-56.521156,[-1.038  1.033 -0.573  0.391 -1.708],100.0,19012.256,16.95,4982.964,-93.95308,-85.64839,12300,-38.76684,123,100,0.37342444,-93.178474,14.866162,37368.58,,1589.4600188732147,-0.3054179,-108.35861106118642,3.3859735e-06,206900,99.41127,2.843293,390.5549,-97.41205,1.56583,19.294292
-31.85123,[-1.009  1.056 -0.571  0.385 -1.724],100.0,1223.3329,17.4,489.92148,-94.16734,-84.4848,12400,-24.297174,124,100,0.22053908,-93.35383,1.7361736,1845.0933,,1606.2448287010193,-0.31092075,-109.00789556671204,0.00026864742,208640,99.352684,2.932466,27.963745,-97.57204,0.4357414,12.924842
-39.920547,[-0.983  1.063 -0.586  0.386 -1.73 ],100.0,2380.707,16.98,426.28967,-94.52145,-85.211975,12500,-30.204779,125,100,0.29681113,-93.764854,1.9746007,3059.8586,,1619.3316249847412,-0.31069958,-109.07410296261196,3.6211724e-05,210338,99.38364,2.562118,36.352364,-98.149635,0.56504136,10.662085
-71.32541,[-0.991  1.057 -0.565  0.376 -1.73 ],100.0,16116.665,16.3,502.43427,-94.33655,-86.2903,12600,-64.40244,126,100,0.6915601,-93.703064,3.1458285,9631.914,,1633.676210641861,-0.30675504,-108.34921979984769,4.8255577e-05,211968,99.3907,2.558612,101.339905,-97.66389,1.4707308,12.109092
-47.65442,[-0.977  1.053 -0.591  0.39  -1.726],100.0,6264.171,16.07,642.94763,-94.45059,-86.742325,12700,-37.47771,127,100,0.35309634,-93.725555,2.1719131,2202.7842,,1646.462342262268,-0.3086182,-108.15121668711909,0.00018248774,213575,99.39508,2.4008348,37.833458,-97.40878,0.93402857,70.04153
-70.06225,[-0.962  1.069 -0.602  0.395 -1.728],100.0,16246.879,17.0,41.772247,-94.24122,-84.905716,12800,-66.25467,128,100,0.69639444,-93.47128,0.39490196,850.5924,,1660.5391323566437,-0.31335446,-108.75005053905618,0.0014252961,215275,99.38048,2.9005504,9.745319,-97.21928,1.444483,12.48446
-69.63899,[-0.981  1.075 -0.582  0.38  -1.732],100.0,17964.312,17.15,94.5709,-93.877754,-82.05659,12900,-66.627525,129,100,0.6922138,-93.19792,0.5005502,1261.104,,1674.3836104869843,-0.3294439,-108.57352869833196,0.00026616026,216990,99.3552,2.868242,11.615554,-97.63151,1.533676,13.930673
-68.869286,[-1.024  1.069 -0.592  0.401 -1.748],100.0,10726.055,17.52,143.39032,-94.33973,-81.92653,13000,-62.9414,130,100,0.6557085,-93.50003,1.4391787,1497.1511,,1688.3188285827637,-0.33080342,-109.27443926889211,0.00022933335,218742,99.35514,2.927715,25.906942,-97.74665,1.1781642,20.04235
-62.983147,[-1.019  1.06  -0.6    0.427 -1.75 ],100.0,7574.8926,16.66,358.6501,-93.92252,-82.30426,13100,-54.13036,131,100,0.5521845,-93.15729,2.5087178,1802.8572,,1701.643644809723,-0.33066282,-108.08556286669067,0.00011684194,220408,99.3677,2.8570726,40.144016,-97.67873,0.97445357,8.924634
-77.82876,[-1.02   1.067 -0.611  0.415 -1.75 ],100.0,8853.596,17.04,24.13018,-94.34135,-84.18109,13200,-73.469,132,100,0.77465194,-93.4738,0.29547048,197.82874,,1713.8693599700928,-0.3366922,-108.786647695341,0.0005967868,222112,99.366005,3.0409265,4.044081,-97.63838,1.099509,15.152368
-61.37437,[-1.04   1.069 -0.616  0.441 -1.756],100.0,7832.976,17.39,177.3414,-93.93778,-85.970955,13300,-53.37305,133,100,0.5500774,-93.21718,2.1132061,1496.1805,,1727.581710100174,-0.35318622,-108.83156043082428,6.999717e-05,223851,99.39275,3.1793714,33.667507,-97.60777,0.99783385,15.005606
-41.731476,[-1.069  1.085 -0.604  0.416 -1.772],100.0,3982.458,16.61,1024.2191,-94.14553,-82.84539,13400,-31.014502,134,100,0.2989449,-93.35752,3.6423187,3452.9265,,1742.0783655643463,-0.3559588,-108.24685150333943,4.3665434e-05,225512,99.39093,2.8945425,65.654854,-97.10437,0.7680478,29.149033
-71.47596,[-1.085  1.068 -0.598  0.419 -1.775],100.0,12889.087,16.54,244.42354,-94.383064,-84.505035,13500,-66.07402,135,100,0.7007455,-93.72467,1.6802644,6393.8267,,1755.248539686203,-0.36239305,-108.61352142754558,4.5223882e-05,227166,99.37516,2.9218867,50.431507,-97.67018,1.318236,49.87141
-90.99679,[-1.101  1.069 -0.58   0.398 -1.781],100.0,1545.1034,16.59,1.15312,-93.974655,-84.673004,13600,-90.23986,136,100,0.9676601,-93.249886,0.035232108,1.3665203,,1769.9046006202698,-0.36060125,-108.11285081943957,0.21987984,228825,99.35459,2.788465,0.19050331,-97.68635,0.43788782,3.0539384
-38.47306,[-1.093  1.065 -0.584  0.397 -1.78 ],100.0,1911.1597,16.56,654.6447,-94.40165,-86.010056,13700,-29.008474,137,100,0.27348828,-93.721535,2.322467,2456.2434,,1781.7862193584442,-0.36282012,-108.61698711632998,2.2614495e-05,230481,99.40137,2.6608486,38.730732,-97.445114,0.538172,17.282793
-67.07737,[-1.083  1.081 -0.596  0.403 -1.782],100.0,11437.628,16.95,108.502655,-93.49046,-85.54795,13800,-60.913822,138,100,0.6343469,-92.78508,1.2426913,637.10254,,1796.6142058372498,-0.35538435,-107.92581433598589,0.00032205146,232176,99.37884,2.8523011,16.58389,-97.45636,1.2263982,15.955651
-91.940414,[-1.062  1.07  -0.591  0.417 -1.774],100.0,1397.3013,17.31,1.2061408,-94.13353,-84.74724,13900,-91.05667,139,100,0.97654414,-93.32084,0.039465368,1.7874378,,1810.7093768119812,-0.35556003,-108.8981764368279,0.17792451,233907,99.35002,2.9187467,0.21027698,-97.671265,0.41590938,3.6504836
-67.14124,[-1.06   1.066 -0.595  0.422 -1.774],100.0,15168.052,17.01,927.699,-94.375175,-82.895584,14000,-55.69005,140,100,0.5676323,-93.55039,3.7887316,3515.7012,,1822.975950717926,-0.35631168,-108.85874906108583,1.684596e-05,235608,99.377335,2.8266532,64.30493,-97.233864,1.3862922,21.861916
-45.287064,[-1.071  1.06  -0.578  0.426 -1.775],100.0,9079.696,16.95,619.3605,-94.4447,-82.89956,14100,-35.45583,141,100,0.34183058,-93.66613,2.3622742,1917.1787,,1837.1153960227966,-0.35742724,-108.91317939914465,0.00018792802,237303,99.35696,2.7685468,37.99551,-97.82417,1.1315227,19.201986
-66.463326,[-1.08   1.043 -0.57   0.426 -1.776],100.0,11086.687,16.89,187.87843,-93.85211,-84.54486,14200,-58.203716,142,100,0.5986355,-93.17386,0.69158685,5089.7383,,1849.9236607551575,-0.36341694,-108.31930145822949,8.0237536e-05,238992,99.359314,3.1052773,28.855665,-97.53756,1.1883869,10.687889
-49.697193,[-1.078  1.064 -0.575  0.444 -1.782],100.0,2082.277,16.04,210.76527,-94.05692,-85.57941,14300,-43.667084,143,100,0.4394211,-93.4149,1.6718795,2839.0935,,1860.1513817310333,-0.36436075,-107.78753031802763,0.00018751787,240596,99.36649,2.465252,35.630375,-97.54384,0.51289344,7.744266
-84.03327,[-1.073  1.079 -0.564  0.422 -1.783],100.0,2514.162,16.98,2.1824598,-94.23342,-85.17866,14400,-82.13462,144,100,0.86867404,-93.43541,0.050167505,28.349455,,1872.370941877365,-0.3655623,-108.68380327786673,0.015195541,242294,99.36812,2.702594,0.4343267,-97.61134,0.5681585,4.04244
-88.152275,[-1.066  1.091 -0.556  0.427 -1.784],100.0,4085.0288,16.65,1.4708911,-93.6477,-85.33019,14500,-87.27766,145,100,0.9367028,-92.93384,0.04176838,3.7006476,,1883.5736010074615,-0.36547855,-107.815118612068,0.19550656,243959,99.36717,3.0347717,0.23080306,-97.394905,0.7082859,4.820855
-68.74437,[-1.06   1.089 -0.549  0.415 -1.784],100.0,4924.9785,16.07,78.67175,-94.28397,-86.67755,14600,-64.18578,146,100,0.6652769,-93.60752,0.6834962,954.2491,,1896.3336882591248,-0.3653948,-108.03519820477797,0.0005229643,245566,99.394966,2.371226,13.529327,-97.379105,0.7805896,8.041746
-47.09979,[-1.061  1.075 -0.56   0.437 -1.784],100.0,12160.272,16.75,760.0093,-93.8844,-84.09115,14700,-37.04581,147,100,0.36475715,-93.15924,2.5368667,5812.0537,,1911.3788709640503,-0.37231994,-108.17198310171634,0.00010904866,247241,99.36079,2.8150592,49.72468,-97.90603,1.2615422,40.37854
-48.10719,[-1.048  1.102 -0.559  0.439 -1.791],100.0,7818.687,16.65,914.40735,-94.33235,-82.2885,14800,-36.327633,148,100,0.35915872,-93.652176,3.580918,3978.2834,,1924.513878107071,-0.3741253,-108.62650714790017,2.1225944e-05,248906,99.37813,2.8683012,64.84731,-97.67473,1.0400606,11.137084
-50.717045,[-1.043  1.118 -0.569  0.438 -1.793],100.0,5662.67,16.74,482.97275,-94.164185,-84.90098,14900,-40.25536,149,100,0.40114915,-93.474396,2.190261,2110.8564,,1936.5931940078735,-0.37392315,-108.52195481857261,1.0509128e-05,250580,99.357086,2.7371666,34.485405,-97.65545,0.84120095,14.07359
-65.59449,[-1.046  1.111 -0.551  0.438 -1.793],100.0,23798.113,17.44,1212.8174,-93.94112,-84.57563,15000,-53.909805,150,100,0.5555236,-93.10537,5.4799523,4754.961,,1947.9897906780243,-0.37109378,-108.76142706486716,9.559553e-07,252324,99.36587,2.8722985,96.953476,-97.78873,1.7993906,18.893353
-42.501755,[-1.049  1.099 -0.539  0.444 -1.79 ],100.0,2514.5613,17.72,759.61993,-94.584236,-86.04993,15100,-32.53017,151,100,0.30750513,-93.74076,2.8543456,2518.2363,,1959.523598432541,-0.37204376,-109.76618794417442,2.3394901e-05,254096,99.376175,2.7492888,46.730507,-97.66558,0.6074414,26.341505
-58.318413,[-1.037  1.111 -0.551  0.444 -1.791],100.0,16637.303,16.93,470.32507,-94.02197,-81.76927,15200,-47.017776,152,100,0.4786861,-93.2778,2.0174048,1979.4895,,1970.513904094696,-0.3743528,-108.45783951934163,6.2807325e-05,255789,99.373314,2.812267,31.487062,-97.55774,1.5110431,21.259445
-68.23618,[-1.043  1.1   -0.537  0.444 -1.793],100.0,10435.1875,17.06,666.26404,-94.5121,-85.377975,15300,-60.046234,153,100,0.6115517,-93.77169,4.0532813,15695.031,,1984.9857685565948,-0.3773407,-109.14196421973057,0.0002407109,257495,99.38145,2.5689971,122.35871,-97.564354,1.162971,30.731712
-47.656067,[-1.035  1.111 -0.533  0.421 -1.796],100.0,12076.762,16.52,866.5217,-94.42491,-84.08875,15400,-37.651653,154,100,0.36227775,-93.67205,2.9503071,3029.4204,,1999.6608626842499,-0.37465036,-108.53528979665685,4.6323894e-05,259147,99.35936,2.7398396,53.490677,-97.93724,1.2768131,15.808574
-75.19733,[-1.018  1.132 -0.534  0.419 -1.794],100.0,3813.5056,16.2,91.80793,-94.17417,-84.33647,15500,-72.264595,155,100,0.7689788,-93.49781,0.50447893,4586.3486,,2011.1166815757751,-0.37882203,-108.01755426042746,4.5693623e-06,260767,99.38224,2.6973078,28.342384,-97.2496,0.69687605,5.3891025
-48.668434,[-1.032  1.12  -0.551  0.432 -1.798],100.0,5396.771,16.74,1064.1304,-93.94372,-86.382416,15600,-38.68742,156,100,0.38573352,-93.26579,4.0542383,16926.895,,2024.3552641868591,-0.3790697,-108.26834100439639,3.0657902e-05,262441,99.3573,2.8207364,117.05549,-97.14658,0.8455978,14.9673815
-49.771797,[-1.022  1.145 -0.546  0.427 -1.798],100.0,15152.69,16.21,1318.078,-94.36623,-86.18431,15700,-38.031673,157,100,0.37296477,-93.70986,4.643168,6830.493,,2035.3068997859955,-0.37923446,-108.2776234200515,0.00015895929,264062,99.35229,2.4542038,90.211525,-97.56338,1.3979594,16.153198
-38.978165,[-1.01   1.17  -0.546  0.424 -1.798],100.0,3528.3984,16.93,743.46674,-94.7059,-85.00646,15800,-31.198664,158,100,0.31783152,-93.82182,2.5386536,4752.558,,2045.111739873886,-0.39615977,-109.09194371445665,0.000111914705,265755,99.373726,2.9048684,57.006958,-97.318085,1.7668314,353.24445
-65.734406,[-0.978  1.177 -0.553  0.417 -1.815],100.0,40153.336,16.57,463.7331,-94.73361,-84.767845,15900,-56.342575,159,100,0.58163184,-93.87584,1.7524735,1715.359,,2062.002819776535,-0.39550304,-108.81229278356128,6.119724e-05,267412,99.35045,2.6666818,28.937502,-98.587074,2.2442052,33.584595
-69.36128,[-0.966  1.192 -0.561  0.417 -1.814],100.0,13013.31,16.54,110.40915,-94.393135,-85.41787,16000,-63.75231,160,100,0.6783458,-93.68355,1.037016,1514.9897,,2076.5525410175323,-0.3943076,-108.57003446774223,8.428701e-05,269066,99.35709,2.6415856,23.17592,-97.82505,1.2887741,8.952926
-49.666695,[-0.96   1.19  -0.58   0.435 -1.813],100.0,10871.824,17.06,380.01813,-94.48819,-86.07792,16100,-42.01586,161,100,0.41368952,-93.78439,1.722859,1397.2761,,2088.6616146564484,-0.39650485,-109.15654093264546,6.105547e-05,270772,99.37605,2.5892546,28.303246,-97.904495,1.1687678,17.148094
-68.45553,[-0.951  1.201 -0.589  0.43  -1.815],100.0,7125.628,16.36,225.67287,-94.426025,-85.0997,16200,-63.743256,162,100,0.667271,-93.70815,0.71077555,11951.633,,2099.1029839515686,-0.39731157,-108.41975586340116,0.00020055473,272408,99.42076,2.4480722,68.15854,-97.64842,0.9439296,6.862541
-48.139435,[-0.937  1.219 -0.579  0.447 -1.816],100.0,6248.166,16.6,1080.4652,-94.3332,-87.19632,16300,-34.759792,163,100,0.33435285,-93.66397,3.9500437,4958.879,,2114.055826187134,-0.39843747,-108.57767312135637,2.9161636e-05,274068,99.39814,2.2758756,69.47183,-97.4738,0.90687317,12.149763
-47.92158,[-0.94   1.204 -0.566  0.444 -1.817],100.0,4660.5835,16.64,1635.2471,-94.11665,-81.17372,16400,-34.484936,164,100,0.32853588,-93.408516,4.9995165,6008.117,,2128.397940635681,-0.40421802,-108.34605865050492,1.8606675e-06,275732,99.35464,3.0693572,91.65592,-97.668816,0.8442091,55.991768
