InitialReturnStd,InitialReturnMin,ReturnStepMaxmin,MinIW,EntropyCoefficient,MeanIW,Iteration,MeanD2w0t,StdD2w0t,InitialReturnMax,EpLenMean,TimestepsSoFar,EpThisIter,MeanEntropy,StdIW,InitialBound,MaxIW,ReturnMeanIW,EpisodesSoFar,InitialReturnMean,Weights,J_sample_variance,TimeElapsed,ReturnStepMax,EpRewMean,EmpiricalD2,MaxD2w0t,MinD2w0t,Bound
5.0052924,-5.254547,87.006516,0.2841364,100.0,1.0395532,81,0.038244642,0.19898003,30.651478,17.93,138317,100,0.3508569,0.32073307,459.6671,2.235848,522.5848,8100,1.1062622e-06,[-1.509  0.931  0.566 -0.207 -1.066],21987.852,969.5200488567352,100.0,-107.53363160549965,1.1143554,1.7452339,,470.8686
3.0625646,-4.69738,86.5193,0.029282078,100.0,1.1692206,82,0.059554376,0.35678062,7.4602585,16.96,140013,100,0.33154652,1.7459185,505.39453,20.613247,621.56415,8200,7.2479247e-06,[-1.506  0.934  0.563 -0.197 -1.068],777449.4,979.9826672077179,100.0,-107.24177038531221,2.2740579,5.5598974,,560.1791
3.9705176,-4.9530945,86.9733,0.0013338291,100.0,1.5324293,83,0.13451242,1.0554143,17.293686,17.65,141778,100,0.30371198,3.3509495,464.69147,33.466137,757.2017,8300,8.087158e-06,[-1.521  0.939  0.58  -0.207 -1.087],2435838.0,992.3188695907593,100.0,-107.18393792961513,12.503302,31.558804,,633.23694
3.347705,-4.953766,86.58606,0.00040950207,100.0,4.8718576,84,1.2804686,51.43665,14.838913,17.09,143487,100,0.31049535,33.411304,489.42252,331.09232,2330.7168,8400,-3.3569336e-06,[-1.494  0.951  0.605 -0.212 -1.115],239921340.0,1005.7362539768219,100.0,-107.55897997412868,243.20354,6362.598,,1558.2327
3.757881,-5.52079,86.817,0.7587116,100.0,1.0140718,85,0.034768015,0.1839625,17.80545,17.25,145212,100,0.30852973,0.11157238,474.81818,2.012736,532.1147,8500,3.1280517e-06,[-1.488  0.98   0.588 -0.221 -1.108],2677.6064,1018.2994985580444,100.0,-107.23486116604599,1.0140522,1.1587588,,479.08105
2.6498368,-4.760124,86.08099,0.0051905345,100.0,1.5383903,86,0.16903953,1.4785948,6.886734,16.37,146849,100,0.3076017,5.1226153,517.55414,45.56359,837.76874,8600,9.07898e-06,[-1.48   0.978  0.587 -0.22  -1.11 ],6960836.5,1028.895541191101,100.0,-107.05028674135858,15.68393,49.346138,,653.92535
3.362686,-4.821869,86.574326,0.0018428983,100.0,1.7801331,87,0.2540708,2.4423494,10.429169,17.0,148549,100,0.29509902,6.2050676,492.98276,48.229958,922.5867,8700,4.5013426e-06,[-1.486  1.003  0.614 -0.219 -1.111],9265466.0,1040.1621685028076,100.0,-107.4143818808727,31.397713,95.96453,,734.3627
2.7916093,-4.6024704,86.574425,0.026531922,100.0,1.1685358,88,0.064961836,0.518821,7.307495,16.97,150246,100,0.33062598,1.4243677,502.1147,14.9386215,622.8282,8800,-2.9754638e-06,[-1.51   0.985  0.59  -0.212 -1.124],506363.0,1053.315250635147,100.0,-107.41674568284486,3.090185,15.645728,,560.64923
3.1466782,-4.1757965,86.26293,0.0007506991,100.0,2.239152,89,0.41523597,4.909989,13.10955,16.6,151906,100,0.3320773,11.584374,518.1576,107.44649,1175.5669,8900,8.544922e-06,[-1.493  0.985  0.607 -0.196 -1.088],32798172.0,1064.2984182834625,100.0,-107.35734999116747,45.06082,493.5913,,845.6585
2.5955133,-4.4520416,85.75585,0.25447574,100.0,1.0403767,90,0.035586245,0.19572353,7.918419,16.09,153515,100,0.3093749,0.53961027,543.36755,4.3739805,590.2576,9000,4.653931e-06,[-1.486  1.001  0.653 -0.189 -1.087],80250.41,1077.076108455658,100.0,-107.59359859996384,1.2575755,1.4980537,,556.3142
3.193054,-4.621483,86.37923,0.14672977,100.0,1.0796835,91,0.037581522,0.20374925,9.962875,16.87,155202,100,0.32374212,0.5114337,495.42255,3.9283922,582.2391,9100,-5.41687e-06,[-1.479  1.006  0.663 -0.184 -1.11 ],65716.52,1087.851126909256,100.0,-107.52028431999226,1.2028247,3.1854985,,521.3293
2.6205096,-4.6676865,86.32445,0.0322091,100.0,1.3808949,92,0.07176384,0.75877357,6.8683395,16.72,156874,100,0.31744286,2.1511378,513.8721,16.99072,735.6007,9200,3.5095215e-06,[-1.471  1.008  0.662 -0.172 -1.095],1128051.8,1098.8890616893768,100.0,-107.53607434821335,4.6472945,42.80378,,654.5746
3.0785022,-5.5171432,86.48912,4.6585874e-06,100.0,7.4301577,93,1.5393764,22.510054,11.067551,16.98,158572,100,0.19765775,64.87297,501.13052,664.3828,3526.4443,9300,9.231568e-06,[-1.454  1.009  0.653 -0.197 -1.101],890186050.0,1111.8038187026978,100.0,-107.20533141074476,211.84277,1291.222,,2988.6116
2.805019,-5.1406403,86.423676,0.013817454,100.0,1.8891234,94,0.11906723,2.2135623,7.724518,16.75,160247,100,0.17857844,5.039087,502.61407,73.505264,986.86,9400,3.4332274e-06,[-1.404  1.007  0.683 -0.228 -1.221],6175851.5,1123.8590469360352,100.0,-107.46260464909861,13.722332,238.52438,,868.92206
2.8705788,-4.361351,86.23296,0.0064410483,100.0,1.3707665,95,0.08060485,0.66257477,11.020554,16.54,161901,100,0.18245688,2.399358,507.8471,22.02157,739.1889,9500,-7.858276e-06,[-1.419  1.04   0.69  -0.184 -1.24 ],1400392.4,1137.259461402893,100.0,-107.50193161462208,8.749998,28.061312,,649.94324
4.003209,-5.255211,86.597176,0.6720848,100.0,1.0199637,96,0.034582723,0.1836691,21.276947,17.12,163613,100,0.16905804,0.12869704,471.14902,1.6212952,540.1959,9600,7.2479247e-06,[-1.402  1.06   0.704 -0.174 -1.236],4038.949,1149.1401889324188,100.0,-107.22644802651108,1.0175134,1.1532409,,478.72998
2.8310368,-4.4070435,86.62431,0.2214136,100.0,1.0558865,97,0.037710067,0.2026018,6.40287,16.9,165303,100,0.16417816,0.50431305,491.77402,2.888768,568.1635,9700,-5.9509275e-06,[-1.412  1.064  0.703 -0.17  -1.25 ],61308.426,1161.0981256961823,100.0,-107.72406263994073,1.3282657,1.5375284,,513.7508
2.5817988,-4.275284,85.83639,0.08035547,100.0,1.0707321,98,0.043666724,0.30729708,8.149307,16.09,166912,100,0.1723357,0.79526675,524.1833,7.159298,608.4151,9800,-3.890991e-06,[-1.412  1.073  0.71  -0.167 -1.255],179247.9,1171.7760486602783,100.0,-107.33352925746212,1.7580438,15.531361,,550.1442
2.6746948,-4.6817017,86.05107,0.07961672,100.0,1.236827,99,0.050413296,0.38386077,6.427635,16.3,168542,100,0.17211187,1.8746561,512.4239,13.001576,675.91376,9900,5.1116945e-06,[-1.449  1.097  0.699 -0.168 -1.247],883826.75,1182.9146239757538,100.0,-107.0732880291863,3.5620868,23.974934,,591.2857
2.8992283,-5.1997833,86.62703,0.0011851601,100.0,3.2303662,100,0.31156898,11.807393,8.044556,17.01,170243,100,0.15103203,16.724003,486.8573,462.06342,1600.7079,10000,-4.348755e-06,[-1.461  1.079  0.694 -0.194 -1.247],62863252.0,1193.3195865154266,100.0,-107.47366166762376,58.491776,2267.7295,,1228.1831
2.9983916,-5.014839,86.52917,0.13290676,100.0,1.069257,101,0.038343076,0.21215568,11.571037,16.94,171937,100,0.15734264,0.5877911,488.84363,5.0646305,572.6234,10100,4.4250487e-06,[-1.481  1.049  0.719 -0.222 -1.268],83463.305,1206.9869050979614,100.0,-107.42557384040572,1.335442,3.9093719,,512.822
2.5599122,-4.46138,86.09299,0.013831515,100.0,1.4075704,102,0.10309846,0.8173511,6.9470673,16.35,173572,100,0.16488732,3.4701788,507.9963,28.538143,764.02966,10200,6.1035157e-06,[-1.492  1.044  0.728 -0.219 -1.262],3017119.2,1218.6662440299988,100.0,-107.38053197154345,12.029096,20.348354,,634.64105
2.8435552,-4.3863983,86.09061,0.07194436,100.0,1.1156275,103,0.04688007,0.26445764,12.4737015,16.47,175219,100,0.16317783,1.085852,500.09396,9.647031,617.5137,10300,1.1444092e-06,[-1.514  1.024  0.727 -0.216 -1.254],315419.12,1230.8037314414978,100.0,-107.73232743447255,2.1564934,2.8882303,,539.9243
3.8117297,-5.601654,86.42299,0.004283533,100.0,1.7988458,104,0.12202006,1.0438813,20.079605,16.95,176914,100,0.1564697,3.6614335,474.03778,22.606176,909.91406,10400,8.850097e-06,[-1.517  1.014  0.715 -0.216 -1.256],2934348.5,1240.838357925415,100.0,-106.85803705921654,14.459873,31.714281,,779.0599
4.596946,-5.513382,86.90569,0.032061893,100.0,1.2022253,105,0.084291935,0.5456821,28.102962,17.75,178689,100,0.15463729,2.4459612,445.5844,20.349514,609.93097,10500,-3.4713746e-06,[-1.551  1.003  0.703 -0.21  -1.262],1347618.0,1254.289490222931,100.0,-107.3558166353802,3.615063,11.713846,,478.24496
2.7972815,-4.2803726,86.03119,0.012518562,100.0,1.2401106,106,0.063389935,0.4147216,8.590057,16.49,180338,100,0.1572191,1.9371959,496.663,11.547647,675.58386,10600,1.4495849e-06,[-1.544  0.999  0.719 -0.225 -1.264],926123.8,1266.1824307441711,100.0,-107.53693634079777,5.251068,7.8466763,,585.1757
2.8635051,-5.3461456,86.88473,0.1558038,100.0,1.0344336,107,0.037546627,0.19817215,9.767715,17.53,182091,100,0.1584454,0.53978604,460.9141,3.5052376,533.8973,10700,3.4332274e-06,[-1.514  1.009  0.724 -0.229 -1.262],58995.4,1277.6121473312378,100.0,-107.45654364537948,1.3496459,1.9507335,,473.3906
4.0043163,-5.397644,86.220604,0.13306224,100.0,1.0578815,108,0.038550492,0.20929092,27.755638,16.72,183763,100,0.1574692,0.52590626,479.87778,4.0430856,573.5037,10800,-5.340576e-07,[-1.522  1.     0.722 -0.236 -1.261],72063.89,1289.6267764568329,100.0,-106.84444344844691,1.2589315,1.6022123,,499.83194
3.0729296,-4.5987854,86.34205,0.0046587544,100.0,1.4365819,109,0.123716995,2.606261,10.789925,16.83,185446,100,0.1833224,4.5455728,486.73642,54.51142,758.83215,10900,-7.171631e-06,[-1.513  0.999  0.721 -0.225 -1.261],4888484.0,1300.3520379066467,100.0,-107.79555059436306,17.05575,207.898,,612.94745
2.6964564,-4.8683014,86.48952,0.0012805737,100.0,2.6817288,110,0.35497046,14.915763,12.508011,16.89,187135,100,0.16687237,16.71081,493.31973,169.5486,1332.8928,11000,-7.400513e-06,[-1.538  0.989  0.735 -0.219 -1.236],60693596.0,1313.048377752304,100.0,-107.31069363180143,91.40423,2198.4985,,1118.9524
5.273155,-4.5713806,86.24689,0.03225814,100.0,1.7988647,111,0.084644616,0.8159236,36.72882,16.85,188820,100,0.17077097,6.046245,479.9591,58.8294,886.8584,11100,3.1280517e-06,[-1.548  0.951  0.725 -0.248 -1.252],6288637.5,1325.7745068073273,100.0,-107.45601601902995,6.5814967,66.731964,,694.1009
4.3676248,-5.3224945,86.4171,0.0071617556,100.0,1.4322611,112,0.11790389,0.9335519,23.953308,17.06,190526,100,0.17959711,3.8292718,471.64548,47.76738,740.206,11200,-1.5106201e-05,[-1.551  0.93   0.721 -0.246 -1.248],3276445.8,1335.9935932159424,100.0,-107.33471375682203,11.564819,26.430206,,605.3318
4.8783565,-5.0594788,86.70999,0.0009539118,100.0,1.7079891,113,0.24165341,2.577511,35.097305,17.39,192265,100,0.16665056,7.4881196,462.95303,93.86667,853.608,11300,-2.7465821e-06,[-1.58   0.921  0.705 -0.238 -1.239],11882041.0,1348.8636255264282,100.0,-107.65320995665314,35.99549,90.783905,,622.6508
4.718693,-6.2265396,87.01579,0.022039805,100.0,1.3053423,114,0.074599914,0.47170404,22.772377,17.91,194056,100,0.17149778,1.907396,440.74207,18.39142,648.94006,11400,9.155273e-07,[-1.606  0.9    0.703 -0.23  -1.252],787100.1,1361.03191447258,100.0,-107.32035371273403,3.495332,15.376905,,521.67505
3.4971707,-5.242111,86.26058,0.2205888,100.0,1.1620084,115,0.041936327,0.23659326,14.857529,16.87,195743,100,0.17050537,0.6348251,484.70062,6.8586683,624.77985,11500,1.800537e-05,[-1.612  0.896  0.687 -0.22  -1.247],104797.29,1371.4202089309692,100.0,-107.53537617994904,1.4941928,4.290123,,545.20703
4.927136,-4.532707,86.62011,0.2936354,100.0,1.0391926,116,0.036253247,0.19220202,22.735237,17.32,197475,100,0.16720642,0.37844187,463.39194,4.413714,540.22174,11600,-5.569458e-06,[-1.62   0.896  0.691 -0.207 -1.248],25413.31,1381.386599779129,100.0,-107.21727952867315,1.1140678,2.136173,,474.4402
5.626803,-5.1340103,87.0456,0.10821599,100.0,1.1798414,117,0.048795078,0.27848616,24.904778,18.03,199278,100,0.19221711,0.9667858,438.07507,11.507411,589.1733,11700,-3.890991e-06,[-1.619  0.901  0.691 -0.199 -1.252],206534.22,1393.149356842041,100.0,-107.7701980376769,1.3607064,5.110877,,489.61493
5.6708107,-5.8996124,86.96074,0.042398393,100.0,1.1590991,118,0.052309435,0.28929162,29.573463,17.81,201059,100,0.17539994,1.1175084,445.1205,5.529265,578.0259,11800,3.2806397e-06,[-1.607  0.892  0.704 -0.203 -1.227],261064.58,1405.330314397812,100.0,-107.21258162381417,2.1600103,3.5809345,,491.81232
4.76884,-5.5625763,86.98252,0.0133946035,100.0,1.5366293,119,0.073089086,0.51875323,22.346596,17.88,202847,100,0.18312629,2.641234,443.13705,16.503494,745.8031,11900,4.196167e-06,[-1.595  0.895  0.709 -0.214 -1.244],1389908.0,1419.5985751152039,100.0,-107.4426657930996,5.5674915,44.613544,,615.4607
4.657903,-5.525345,86.847626,0.0548948,100.0,1.1478482,120,0.049616583,0.27638608,23.102379,17.72,204619,100,0.16794638,1.3717386,451.75864,11.72245,575.72473,12000,-2.2888183e-07,[-1.626  0.888  0.693 -0.217 -1.236],337560.94,1431.3636221885681,100.0,-107.68855694940919,2.3990135,9.075113,,490.3454
4.340918,-5.351433,86.75289,0.0011580914,100.0,1.7691102,121,0.18109891,1.7976114,24.191048,17.56,206375,100,0.17212638,5.414852,454.948,64.41046,872.5584,12100,5.722046e-06,[-1.634  0.877  0.68  -0.223 -1.251],6341513.0,1440.971468448639,100.0,-107.54011741236836,23.241812,148.94815,,651.32477
4.72621,-6.100395,87.28801,0.50713676,100.0,1.0188991,122,0.037831318,0.19383809,22.097557,18.37,208212,100,0.17844012,0.2009533,428.37817,1.687517,498.51898,12200,-4.043579e-06,[-1.609  0.893  0.689 -0.231 -1.247],8411.6045,1455.0706934928894,100.0,-107.57480641152551,1.0463688,1.2140521,,434.50992
4.294263,-4.8524094,86.35462,0.21835725,100.0,1.0402015,123,0.037437323,0.20155558,27.332481,16.95,209907,100,0.1844622,0.65875393,474.58237,5.503787,557.64996,12300,6.8664554e-07,[-1.613  0.894  0.691 -0.234 -1.241],102091.29,1463.9322085380554,100.0,-107.36232528077447,1.3205154,2.576854,,487.7237
3.0442631,-4.3327713,86.320656,0.01865815,100.0,1.2588538,124,0.06180856,0.3654197,12.523575,16.79,211586,100,0.18750504,1.6165155,489.8753,16.658936,677.46606,12400,2.7465821e-06,[-1.62   0.906  0.698 -0.225 -1.234],658791.1,1475.3673739433289,100.0,-107.72171868645268,3.173229,5.425736,,580.84955
5.2047625,-4.862015,87.03346,0.0381746,100.0,1.2185236,125,0.062246222,0.37979728,26.634628,18.08,213394,100,0.1925243,1.9555255,442.90363,15.336493,599.725,12500,-1.0986329e-05,[-1.623  0.919  0.713 -0.226 -1.231],745427.56,1487.2510426044464,100.0,-108.21368150273058,4.591233,9.29966,,506.83984
5.08951,-4.636574,86.69606,0.0008322464,100.0,1.9130462,126,0.18157794,1.7713884,29.46505,17.48,215142,100,0.18148074,6.336324,458.19165,48.017914,952.32104,12600,-2.0599366e-06,[-1.655  0.91   0.702 -0.23  -1.226],8857195.0,1500.11514210701,100.0,-107.53683454149619,23.984444,71.53347,,770.24414
5.8713093,-5.985214,86.68183,0.05371317,100.0,1.2325788,127,0.04812529,0.2966003,37.133568,17.41,216883,100,0.18505816,1.3366396,457.52856,11.931902,629.26013,12700,6.790161e-06,[-1.619  0.921  0.716 -0.239 -1.237],378627.22,1511.833550453186,100.0,-107.2332821669841,1.7355036,11.746329,,517.7766
4.6712165,-4.6987457,86.49862,0.10734625,100.0,1.1360198,128,0.041642025,0.23389693,24.891525,17.18,218601,100,0.20517522,0.97421426,468.7448,6.660919,592.1097,12800,-4.5013426e-06,[-1.607  0.928  0.712 -0.222 -1.234],205692.77,1523.150486946106,100.0,-107.43320546181174,1.7625973,8.685352,,509.2291
5.9597726,-5.892151,87.07524,0.007079669,100.0,1.4926839,129,0.09805292,0.8826395,28.497223,18.05,220406,100,0.21118163,3.5252044,439.71088,25.122562,725.15344,12900,-3.7384034e-06,[-1.597  0.94   0.712 -0.209 -1.214],2597904.2,1533.99525141716,100.0,-107.62114533451988,4.429621,50.00582,,540.0844
5.024638,-5.031006,87.198555,0.22299936,100.0,1.0447671,130,0.04248085,0.22049834,25.180916,18.25,222231,100,0.20149076,0.661568,435.60583,5.2220626,516.02936,13000,1.0910034e-05,[-1.586  0.951  0.701 -0.182 -1.208],88366.95,1546.029329776764,100.0,-107.68988410236565,1.4321829,1.8669522,,448.7535
4.437774,-5.1710587,86.382195,0.73100686,100.0,1.0132449,131,0.034032833,0.18174227,24.200615,16.94,223925,100,0.19044942,0.08701789,476.74603,1.3229922,541.23474,13100,-1.0681152e-06,[-1.578  0.954  0.708 -0.186 -1.217],1869.3077,1557.4705119132996,100.0,-106.87804300033275,1.0086263,1.0324676,,481.49878
3.3970153,-4.986679,86.1237,0.033345874,100.0,1.3053694,132,0.06560782,0.40555453,17.6251,16.65,225590,100,0.20742348,1.6529784,491.94928,21.717167,705.6431,13200,-8.621216e-06,[-1.574  0.953  0.707 -0.188 -1.228],698766.56,1569.518301486969,100.0,-107.45293175351895,3.9147065,7.293214,,608.5481
5.191439,-4.739769,86.35913,0.44434622,100.0,1.1195353,133,0.037280705,0.20081927,33.586533,16.95,227285,100,0.25300866,0.4391533,477.2856,3.0167983,594.74994,13300,6.6375733e-06,[-1.586  0.945  0.692 -0.183 -1.212],44841.523,1580.1444532871246,100.0,-107.14205262566503,1.2544786,2.505261,,527.5381
3.4731956,-4.7852936,86.06352,0.014708022,100.0,1.63784,134,0.09766795,1.0232255,16.996185,16.49,228934,100,0.23870242,5.57417,497.9133,53.5469,864.5247,13400,-1.548767e-05,[-1.602  0.944  0.691 -0.187 -1.166],7044422.0,1593.453556060791,100.0,-106.92121750288594,9.767004,76.33013,,675.45306
5.0450897,-5.571205,86.46905,0.08183872,100.0,1.2245555,135,0.056827568,0.33275977,32.504665,17.06,230640,100,0.22908606,1.4760165,475.71835,10.863573,639.6726,13500,-5.0735475e-06,[-1.652  0.939  0.691 -0.172 -1.18 ],505678.9,1604.9291687011719,100.0,-106.89114522388276,2.8561902,8.436246,,551.4989
5.4519167,-5.113579,86.85957,0.0014985686,100.0,2.4263961,136,0.18055984,3.1272292,32.951126,17.78,232418,100,0.23102203,12.1622715,454.583,116.562614,1143.6506,13600,-3.8146973e-06,[-1.665  0.933  0.677 -0.167 -1.19 ],28616924.0,1617.795330286026,100.0,-107.93736069007178,22.410927,509.04593,,807.81335
2.939753,-4.255684,86.71318,0.03914598,100.0,1.1178634,137,0.05008373,0.27977952,6.4749146,17.5,234168,100,0.2518898,1.1662434,479.96564,5.6569514,580.8654,13700,5.7983398e-06,[-1.651  0.956  0.685 -0.172 -1.188],299716.72,1629.6592190265656,100.0,-108.20320650538115,2.626369,4.228064,,522.9653
4.912234,-5.374756,86.46424,0.0074503897,100.0,1.704195,138,0.1584198,1.5041732,27.43531,17.09,235877,100,0.2496758,3.9786527,475.26788,48.596107,874.0263,13800,2.1362305e-06,[-1.659  0.942  0.675 -0.177 -1.167],3720582.5,1640.2792675495148,100.0,-107.11864458288241,8.866366,49.963146,,697.4489
4.1132674,-5.3081207,86.36041,0.10604617,100.0,1.1117784,139,0.04697208,0.26307195,26.16114,16.96,237573,100,0.25221315,0.91946685,480.99194,7.0946827,587.8864,13900,3.2806397e-06,[-1.68   0.944  0.691 -0.201 -1.169],198955.27,1651.9342150688171,100.0,-107.19219002359883,1.7269375,2.896278,,515.2989
4.458225,-5.7670364,86.83004,0.052066498,100.0,1.1463225,140,0.05233235,0.29327536,34.631176,17.69,239342,100,0.24495462,1.2468362,457.5871,8.402891,576.9426,14000,7.133484e-06,[-1.691  0.951  0.695 -0.213 -1.167],317965.88,1663.3348639011383,100.0,-107.6434334377348,2.357095,4.2574077,,495.66385
3.4314137,-5.4211044,86.58676,0.5960488,100.0,1.01663,141,0.035117358,0.18620928,11.671318,17.18,241060,100,0.2467615,0.1932705,474.50226,2.103994,534.3966,14100,4.653931e-06,[-1.67   0.954  0.699 -0.225 -1.174],9375.157,1673.3423595428467,100.0,-106.9569514713092,1.0334549,1.1963068,,479.52905
3.957975,-4.8275146,86.45657,0.019952059,100.0,1.3233966,142,0.06857165,0.62958914,24.302986,17.07,242767,100,0.22600336,2.6447246,476.30804,24.116554,679.7023,14200,7.095337e-06,[-1.661  0.952  0.695 -0.225 -1.172],1454738.4,1685.7202684879303,100.0,-107.1065687798987,5.0470796,37.05808,,572.1485
3.8363075,-5.1856003,86.58361,0.021109432,100.0,1.18495,143,0.055426788,0.32260934,19.01616,17.28,244495,100,0.23046848,1.5241568,472.43634,8.908559,614.4348,14300,7.705688e-06,[-1.63   0.959  0.69  -0.238 -1.193],523349.0,1696.8816969394684,100.0,-107.52485803139201,3.2029932,5.464154,,529.5538
4.5292826,-5.7205887,86.52235,0.27718967,100.0,1.093579,144,0.04029502,0.21779542,21.144531,17.13,246208,100,0.23313391,0.54584056,470.49014,3.8967109,574.6979,14400,1.0070801e-05,[-1.625  0.976  0.697 -0.237 -1.188],74033.42,1708.5002601146698,100.0,-106.87854305702544,1.2792315,2.9850225,,500.06284
3.0582774,-5.5888214,86.347946,0.16598931,100.0,1.0572351,145,0.03788124,0.20345202,9.1259,16.91,247899,100,0.2458544,0.49763426,492.6657,3.3580225,566.04614,14500,-6.2561035e-06,[-1.616  0.971  0.687 -0.235 -1.186],61357.0,1717.2403552532196,100.0,-107.02573623986946,1.2812932,1.6353576,,516.7414
4.3204665,-5.9277496,86.895676,0.021071976,100.0,1.4563981,146,0.070854835,0.6927783,22.937393,17.63,249662,100,0.23463513,3.1524663,455.4147,41.662376,723.9992,14600,-7.858276e-06,[-1.612  0.962  0.678 -0.243 -1.173],2118253.2,1727.9659028053284,100.0,-107.41999909284381,4.585376,33.39452,,591.0344
3.389219,-4.1530685,86.31945,0.43946344,100.0,1.0307742,147,0.03468169,0.185913,18.558426,16.84,251346,100,0.25203153,0.30952552,487.85852,3.0051346,557.54,14700,6.866455e-06,[-1.602  0.975  0.667 -0.25  -1.184],24258.066,1740.0393018722534,100.0,-107.49614189355763,1.0542904,1.4624646,,501.1487
2.784372,-4.1901245,86.044174,0.006215047,100.0,1.4115245,148,0.08861893,1.3650285,8.848564,16.53,252999,100,0.25266972,2.7313766,515.7004,21.909472,758.9231,14800,8.31604e-06,[-1.584  0.967  0.671 -0.254 -1.167],1761369.2,1751.7523665428162,100.0,-107.7116093039126,12.148604,160.54184,,660.85547
4.3940783,-4.9606705,86.58868,5.32882e-06,100.0,11.305946,149,9.224993,177.75186,28.98619,17.28,254727,100,0.24943279,103.497246,471.07315,1351.9019,5291.3604,14900,-6.5612794e-06,[-1.603  0.941  0.671 -0.288 -1.166],2248623600.0,1764.3404581546783,100.0,-107.23389848323497,1000.58875,9522.042,,3605.1548
2.9483976,-4.553688,86.27735,0.00020620416,100.0,6.4973574,150,2.4600842,36.85818,13.693504,16.7,256397,100,0.26506132,57.982143,504.03976,733.12994,3242.9932,15000,-8.010864e-06,[-1.595  0.952  0.711 -0.309 -1.17 ],794591900.0,1779.6755390167236,100.0,-107.2618715351019,242.48758,1508.3862,,2263.0393
4.880869,-5.225548,86.36837,0.07699666,100.0,1.0956736,151,0.05013454,0.2856401,26.878502,16.95,258092,100,0.26734895,1.0825968,483.6184,6.9399023,582.0907,15100,2.9754638e-06,[-1.587  0.94   0.709 -0.27  -1.154],284518.9,1792.4310326576233,100.0,-107.05309305568167,2.1670458,3.8532934,,507.9006
2.9334614,-4.2596436,86.07767,0.03287282,100.0,1.3773373,152,0.091560535,0.63747996,9.488991,16.56,259748,100,0.27125493,2.0855272,514.20825,18.600239,746.2664,15200,1.2969971e-06,[-1.582  0.949  0.713 -0.28  -1.152],1167020.5,1802.1671259403229,100.0,-107.16043502798613,4.0113173,14.039427,,658.5605
3.3170934,-4.9848022,86.29814,0.012940886,100.0,1.5321618,153,0.10635526,0.8502706,11.2357025,16.75,261423,100,0.26782134,3.0020363,504.36334,31.479454,810.86743,15300,-3.3569336e-06,[-1.578  0.952  0.689 -0.266 -1.148],2233294.5,1814.4073894023895,100.0,-107.09211093498035,5.499063,23.989101,,680.16296
4.9508657,-5.54364,87.09937,0.5835848,100.0,1.0136285,154,0.036897242,0.19071685,26.3844,18.05,263228,100,0.2643892,0.21131773,446.8963,1.9776685,507.59564,15400,6.1035155e-07,[-1.587  0.951  0.686 -0.299 -1.151],9513.776,1827.2062017917633,100.0,-107.7335162839379,1.0567993,1.1047448,,451.83636
4.4153414,-5.085144,86.5946,0.3450607,100.0,1.0891293,155,0.03691907,0.19557333,24.621399,17.28,264956,100,0.24656199,0.45609218,472.47272,2.7136672,566.957,15500,-3.4332274e-06,[-1.593  0.95   0.685 -0.295 -1.155],46555.133,1838.3793511390686,100.0,-107.18381509775321,1.1942271,1.4713347,,508.6413
3.8898063,-5.3149567,87.02432,0.037203364,100.0,1.2077351,156,0.058994863,0.34759545,24.888329,17.72,266728,100,0.25634775,1.8102502,451.91434,13.191453,602.9399,15600,-5.1116945e-06,[-1.613  0.952  0.678 -0.297 -1.172],619226.44,1849.887297153473,100.0,-107.38188493537487,3.71195,5.901687,,516.6287
2.7672796,-4.651161,86.16825,0.049878802,100.0,1.1515865,157,0.046177804,0.263845,7.600296,16.54,268382,100,0.260925,1.160715,510.26584,7.50339,629.46533,15700,8.850097e-06,[-1.59   0.963  0.681 -0.303 -1.163],333598.22,1862.8343152999878,100.0,-107.32427907932475,2.506752,3.1674137,,570.4005
3.209879,-5.094948,86.40902,0.00078161474,100.0,1.9990542,158,0.18495417,2.5110266,12.474159,16.84,270066,100,0.24786821,6.285066,502.96902,48.87509,1009.7827,15800,3.0517579e-06,[-1.571  0.974  0.684 -0.305 -1.158],8216351.5,1874.356286764145,100.0,-107.32094733408626,24.872808,131.85495,,789.4144
2.9131875,-4.629204,86.14732,0.09347272,100.0,1.0841392,159,0.037178658,0.20611721,9.964806,16.44,271710,100,0.2392529,0.7236405,510.3978,4.0125012,597.41797,15900,-8.926391e-06,[-1.544  0.997  0.68  -0.313 -1.171],128191.07,1885.8718931674957,100.0,-107.07550167096477,1.6032693,3.1412177,,542.84595
2.3819234,-5.064728,86.19977,0.0061593466,100.0,2.2898855,160,0.3143219,5.259158,5.5238495,16.52,273362,100,0.23925681,7.979052,510.10815,94.315285,1210.125,16000,6.6375733e-06,[-1.554  0.983  0.679 -0.323 -1.18 ],15915144.0,1894.5439102649689,100.0,-107.14770593446735,37.29566,396.99396,,1008.24304
2.594277,-4.3265305,86.198524,0.0044889003,100.0,1.4980539,161,0.063022785,0.45351934,8.449379,16.47,275009,100,0.22736527,2.150102,503.35892,20.542995,793.0489,16100,-2.4414062e-06,[-1.552  1.002  0.674 -0.343 -1.18 ],1040594.3,1903.4269738197327,100.0,-107.1607124333643,5.458605,24.25335,,689.08514
