EpThisIter,MeanD2w0t,ReturnStepMax,Bound,InitialReturnMean,MinD2w0t,Iteration,MeanEntropy,MaxD2w0t,StdD2w0t,InitialBound,TimestepsSoFar,ReturnMeanIW,Weights,EpisodesSoFar,MaxIW,InitialReturnMax,EpLenMean,InitialReturnStd,MeanIW,InitialReturnMin,EpRewMean,StdIW,J_sample_variance,ReturnStepMaxmin,EmpiricalD2,MinIW,TimeElapsed
100,0.034917977,100.0,-959.81805,-93.01559,,1,1.4183352,1.0024009,0.18362416,-960.13525,1745,-92.42904,[-0.689  0.919 -0.673  0.288  0.   ],100,1.0889268,-83.81554,17.45,3.275067,0.9933129,-97.78645,-108.67197648780628,0.02891201,20.953167,99.36191,1.0009253,0.90285087,4.300154209136963
100,0.034753837,100.0,-903.4129,-92.714005,,2,1.4169867,1.0014342,0.18318973,-903.6501,3482,-92.23487,[-6.918e-01  9.182e-01 -6.749e-01  2.905e-01 -6.078e-04],200,1.0863571,-83.10136,17.37,3.334095,0.9946036,-98.00152,-108.25332292481417,0.03268599,17.579508,99.39297,1.001161,0.9097655,12.360445022583008
100,0.034846332,100.0,-903.4354,-92.59444,,3,1.4165686,1.0011413,0.1834128,-903.5305,5224,-92.400795,[-0.691  0.92  -0.676  0.29  -0.002],300,1.055085,-83.91428,17.42,3.1407068,0.9979075,-97.308334,-108.14694490975418,0.020465214,11.661664,99.41077,1.0004597,0.9464355,18.771417140960693
100,0.032396607,100.0,-847.82385,-93.644356,,4,1.4159292,1.0098927,0.17716049,-848.522,6842,-92.28648,[-0.696  0.921 -0.675  0.29  -0.002],400,1.1388224,-84.74252,16.18,2.8979552,0.9848102,-97.5502,-108.18790856252683,0.059601046,33.610386,99.35495,1.0043453,0.82591057,26.35486626625061
100,0.034489606,100.0,-950.8906,-92.627106,,5,1.4179419,1.0010228,0.18251096,-951.09424,8566,-92.24074,[-0.699  0.917 -0.675  0.287 -0.003],500,1.0567032,-83.34638,17.24,3.294925,0.9956811,-97.58578,-108.00832760125544,0.025148794,13.720218,99.37559,1.000869,0.9388072,33.518444776535034
100,0.032085944,100.0,-848.2898,-93.518684,,6,1.4195781,1.0015324,0.17623922,-848.3963,10170,-93.31421,[-0.702  0.915 -0.676  0.287 -0.001],600,1.0392538,-82.46924,16.04,2.796736,0.9976222,-97.75451,-107.90061198773036,0.015763057,10.624921,99.344505,1.0002754,0.967078,40.068878173828125
100,0.033141095,100.0,-924.31683,-93.52287,,7,1.4188339,1.0001523,0.17900875,-924.3785,11827,-93.43966,[-7.008e-01  9.164e-01 -6.742e-01  2.879e-01  7.000e-04],700,1.0189286,-82.67849,16.57,3.0065596,0.9990672,-97.24825,-108.40181814810616,0.009475662,9.829718,99.363976,1.0000798,0.9668822,45.82870125770569
100,0.03438266,100.0,-893.4962,-93.10912,,8,1.4189171,1.0004387,0.18221067,-893.5862,13546,-92.97295,[-6.990e-01  9.159e-01 -6.744e-01  2.878e-01 -2.152e-04],800,1.0524606,-82.99623,17.19,2.8485959,0.9984896,-97.628494,-108.51870245153108,0.012079909,9.221602,99.377,1.0001645,0.9694989,53.55161118507385
100,0.033050455,100.0,-923.91986,-93.24301,,9,1.4205377,1.0013653,0.17880195,-924.0986,15198,-92.87329,[-6.969e-01  9.154e-01 -6.748e-01  2.886e-01 -1.123e-04],900,1.0664498,-81.15717,16.52,2.9366953,0.9958672,-97.226425,-108.02349781688116,0.0221377,11.797342,99.3874,1.000565,0.94320804,61.05371046066284
100,0.033221327,100.0,-848.3357,-93.497284,,10,1.4208986,1.0002029,0.17921479,-848.3749,16859,-93.43833,[-0.696  0.916 -0.674  0.287  0.002],1000,1.0414628,-85.6067,16.61,2.7192318,0.9993658,-97.61194,-108.42477052766169,0.008826476,8.11424,99.37497,1.0000783,0.97083336,67.90908885002136
100,0.034004945,100.0,-860.33136,-93.87151,,11,1.4202654,1.0040232,0.18131664,-860.75574,18558,-93.0827,[-0.693  0.915 -0.673  0.286  0.002],1100,1.2372718,-85.88185,16.99,2.684978,0.99118346,-97.736145,-109.18349070154181,0.04729588,21.715725,99.38821,1.0024822,0.87509173,75.75688052177429
100,0.033502158,100.0,-924.39355,-93.591736,,12,1.4208918,1.0003667,0.17995518,-924.4473,20233,-93.49875,[-0.685  0.916 -0.672  0.284  0.001],1200,1.0398017,-81.5157,16.75,2.9792197,0.9990275,-97.64118,-108.64319832550386,0.011591463,9.397419,99.38885,1.00014,0.9626073,82.97162818908691
100,0.03322948,100.0,-913.9476,-93.395996,,13,1.4160368,1.0030501,0.17931329,-914.45276,21893,-92.40182,[-0.687  0.917 -0.672  0.285  0.002],1300,1.1147424,-83.88768,16.6,2.688904,0.9893481,-97.37082,-108.28381423711834,0.0412977,15.866464,99.35074,1.0014437,0.84482586,90.48912763595581
100,0.03292347,100.0,-904.3788,-93.51902,,14,1.4144287,1.0004635,0.17844467,-904.45514,23539,-93.37312,[-0.687  0.92  -0.67   0.284 -0.003],1400,1.038122,-83.61771,16.46,2.53582,0.99837893,-97.639626,-108.2912293144041,0.013690809,7.439685,99.40664,1.0002443,0.94538844,97.91891264915466
100,0.034474824,100.0,-1069.7472,-93.328995,,15,1.4160434,1.0016809,0.1824898,-1070.0441,25262,-92.76225,[-0.687  0.919 -0.67   0.284 -0.005],1500,1.0754578,-84.22788,17.23,2.657597,0.9936828,-97.46873,-108.81721359122366,0.032077033,14.353512,99.35462,1.0012931,0.923855,104.73872327804565
100,0.033887915,100.0,-942.72516,-93.323845,,16,1.4154699,1.0011401,0.18096186,-942.87103,26956,-93.05819,[-0.688  0.918 -0.669  0.284 -0.003],1600,1.0589325,-83.34449,16.94,3.1564484,0.99699897,-97.4318,-108.51584865746923,0.024381055,14.5335865,99.39505,1.0006398,0.9295365,112.08581161499023
100,0.034451295,100.0,-923.86273,-93.22275,,17,1.4179419,1.0014398,0.18242191,-924.0783,28678,-92.78381,[-0.686  0.917 -0.67   0.283 -0.003],1700,1.0609862,-86.16179,17.22,2.6230042,0.99508595,-97.38066,-108.66665136855721,0.02090461,9.956088,99.38723,1.000725,0.9468521,119.66690230369568
100,0.034313735,100.0,-1046.72,-93.34005,,18,1.4188541,1.0019538,0.18206748,-1046.9666,30393,-92.88565,[-0.687  0.918 -0.668  0.282 -0.001],1800,1.0720484,-82.983315,17.15,3.0628428,0.99496907,-97.24436,-108.74161564352549,0.030059285,18.65402,99.35963,1.0009738,0.9161254,126.83740258216858
100,0.03359461,100.0,-942.159,-92.88741,,19,1.4218696,1.0015225,0.18022515,-942.4346,32072,-92.35226,[-6.888e-01  9.174e-01 -6.681e-01  2.837e-01 -1.621e-04],1900,1.0758646,-84.43305,16.79,3.138572,0.99382955,-97.585045,-107.88545127255438,0.025275553,17.229721,99.34694,1.000887,0.92363155,134.49369049072266
100,0.034363687,100.0,-983.9638,-92.838776,,20,1.4203447,1.003011,0.18222262,-984.4225,33789,-91.97591,[-0.689  0.916 -0.669  0.285  0.003],2000,1.1161063,-81.25758,17.17,3.0231771,0.99009085,-97.15062,-108.17613853887036,0.04517424,27.573402,99.383644,1.0018004,0.85384995,141.98444247245789
100,0.03319377,100.0,-933.5367,-93.41018,,21,1.4238496,1.0015651,0.17917508,-933.7578,35448,-92.94232,[-0.687  0.919 -0.668  0.284  0.001],2100,1.0776192,-84.887985,16.59,2.836702,0.9946526,-97.56854,-108.3033398137341,0.02710704,15.059561,99.36083,1.0006895,0.92821366,149.22779870033264
100,0.03470439,100.0,-992.1176,-92.9143,,22,1.424357,1.0006315,0.18304422,-992.1882,37183,-92.77662,[-0.69   0.92  -0.666  0.283  0.005],2200,1.0504837,-83.28936,17.35,3.4444628,0.9984957,-97.56391,-108.4501621755481,0.017057905,13.672089,99.36669,1.0003616,0.9584718,156.9623680114746
100,0.033788778,100.0,-942.83685,-93.46896,,23,1.4244453,1.0012741,0.18071397,-943.0161,38872,-93.10705,[-0.688  0.921 -0.666  0.282  0.005],2300,1.0494311,-81.27045,16.89,3.2309597,0.99591833,-97.60767,-108.63456533137344,0.017753744,14.4464445,99.36726,1.0004336,0.93702763,164.2547881603241
100,0.034646805,100.0,-893.6206,-93.35679,,24,1.4232801,1.0010192,0.18290566,-893.83386,40604,-93.023026,[-0.685  0.919 -0.668  0.283  0.006],2400,1.0366514,-79.02428,17.32,3.4144962,0.9962083,-97.58827,-108.90923566615433,0.01704217,13.978095,99.345665,1.0003383,0.94016254,170.78971552848816
100,0.03616336,100.0,-1034.3862,-93.31721,,25,1.4234852,1.0005298,0.18670781,-1034.45,42412,-93.19549,[-0.682  0.918 -0.668  0.281  0.004],2500,1.0339196,-80.900764,18.08,3.0936558,0.9986464,-97.534,-109.59513114370053,0.014266239,10.524181,99.399124,1.0001615,0.95275646,179.32811093330383
100,0.034006886,100.0,-933.3759,-93.19452,,26,1.4252467,1.0021235,0.18127148,-933.5422,44112,-92.896255,[-0.682  0.917 -0.669  0.282  0.005],2600,1.0503573,-81.128235,17.0,3.3202264,0.99665487,-97.71133,-108.43182997404487,0.018420696,13.249402,99.37133,1.0003576,0.92598516,186.07433080673218
100,0.03489012,100.0,-1021.13556,-93.39602,,27,1.4232165,1.0012574,0.18353483,-1021.34106,45856,-92.98818,[-0.682  0.915 -0.67   0.282  0.006],2700,1.0402938,-82.58067,17.44,3.1161997,0.9955042,-97.49604,-109.0658503499914,0.022362206,12.764361,99.374756,1.0005124,0.92306626,193.68241572380066
