InitialBound,TimestepsSoFar,StdIW,TimeElapsed,InitialReturnMean,Iteration,InitialReturnMin,J_sample_variance,ReturnStepMax,EpRewMean,MeanD2w0t,EpThisIter,EpLenMean,EntropyCoefficient,Bound,MaxD2w0t,StdD2w0t,MaxIW,EmpiricalD2,MinD2w0t,Weights,ReturnStepMaxmin,InitialReturnStd,MinIW,InitialReturnMax,ReturnMeanIW,EpisodesSoFar,MeanIW,MeanEntropy
-90.12606,320031,1.5743785,774.743189573288,-97.48518,26,-99.80698,10371.313,100.0,-140.37811310654993,2.611962,100,44.23,10.0,-56.69162,1539.4911,27.52759,34.48926,333.0706,,[ 0.242 -0.29  -0.133  0.268 -0.545],100.0,1.8859756,0.00012363905,-90.578476,-56.569954,2600,0.45886484,0.85640097
-90.19971,326300,0.7208894,794.26788854599,-97.199265,27,-99.78523,1485.801,100.0,-158.37135036294288,3.6187024,100,62.69,10.0,-41.5443,5410.3203,47.03038,7.642595,408.7418,,[ 0.203 -0.331 -0.101  0.241 -0.563],100.0,2.2565165,3.905577e-06,-88.59418,-41.37019,2700,0.30214128,0.8536584
-90.56762,330848,1.1306558,813.7254016399384,-97.71622,28,-99.784195,8832.688,100.0,-141.87757707820913,0.8505781,100,45.48,10.0,-73.25736,261.08038,6.5691166,9.490034,24.605635,,[ 0.269 -0.292 -0.116  0.281 -0.565],100.0,1.6826996,0.012024423,-91.41449,-77.14403,2800,0.7695496,0.8914222
-89.75391,335723,0.8231152,831.7211706638336,-97.24111,29,-99.70064,4598.5107,100.0,-144.5124603139319,3.1617343,100,48.75,10.0,-48.980392,2375.9707,40.46823,33.47444,500.68613,,[ 0.27  -0.369 -0.13   0.245 -0.528],100.0,2.1628191,0.00010692682,-90.31405,-48.91034,2900,0.3069745,0.8653731
-90.40693,341742,1.1475937,851.2243087291718,-97.511765,30,-99.79447,9565.223,100.0,-156.21024799725785,3.5274363,100,60.19,10.0,-59.163616,2332.2207,35.90302,59.25228,247.71448,,[ 0.181 -0.389 -0.102  0.249 -0.554],99.99777,2.2021518,0.00090738316,-89.31343,-58.58973,3000,0.45047805,0.8733632
-90.20198,351461,1.158098,880.5198261737823,-97.02453,31,-99.83754,8468.098,100.0,-192.39260550881139,8.606218,100,97.19,10.0,-63.70937,11692.836,132.6933,16.946785,363.4669,,[ 0.135 -0.382 -0.062  0.248 -0.546],100.0,2.5813153,2.4780831e-05,-88.594315,-63.707596,3100,0.52884054,0.7873095
-90.69592,358214,0.82098156,903.8658459186554,-96.9516,32,-99.695595,4194.8164,100.0,-162.82760312901615,6.7467513,100,67.53,10.0,-60.582664,26878.305,194.76318,19.926893,638.6985,,[ 0.174 -0.353 -0.078  0.204 -0.632],100.0,2.5223682,2.113382e-05,-89.955,-59.149765,3200,0.40437633,0.7704591
-91.42904,368833,0.9299538,932.7365777492523,-97.13198,33,-99.866486,4783.4756,100.0,-201.4895417203145,12.53419,100,106.19,10.0,-63.84548,14764.098,194.00392,7.1977086,253.33516,,[ 0.11  -0.378 -0.061  0.245 -0.649],100.0,2.5237865,0.00061083195,-90.46716,-62.882412,3300,0.5746982,0.79179305
-91.13712,376288,1.4782003,955.4478757381439,-97.362946,34,-99.90019,10130.59,100.0,-170.3993406711894,5.366875,100,74.55,10.0,-59.434204,12867.016,113.353424,49.863125,322.8936,,[ 0.124 -0.365 -0.079  0.307 -0.627],100.0,2.2260861,2.663902e-05,-89.465576,-58.806507,3400,0.439601,0.73677224
-91.422455,385811,1.0442097,980.5477232933044,-96.90481,35,-99.93193,7033.8467,100.0,-190.43741505520666,5.8501015,100,95.23,10.0,-70.41279,3322.212,50.749657,17.844593,239.76285,,[ 0.072 -0.383 -0.062  0.263 -0.682],100.0,2.5203006,5.7418205e-05,-91.160965,-68.42472,3500,0.5714699,0.75196564
-91.73408,393470,0.9155915,1002.9757590293884,-97.56674,36,-99.861435,4769.6167,100.0,-172.61593044745118,3.7260082,100,76.59,10.0,-56.457176,1841.3816,30.377241,8.584309,133.27388,,[ 0.1   -0.387 -0.087  0.281 -0.667],100.0,2.1123197,0.00010548605,-89.00966,-55.60935,3600,0.45850775,0.766758
-91.38602,398970,0.73767984,1025.1840929985046,-97.58753,37,-99.834145,3138.519,100.0,-151.23311046809587,3.8711007,100,55.0,10.0,-54.333767,2871.96,39.723557,24.154442,382.81015,,[ 0.118 -0.373 -0.112  0.329 -0.652],100.0,1.9083217,6.397924e-05,-91.990234,-51.969402,3700,0.3980566,0.752155
-91.558105,403745,0.5985928,1043.1714000701904,-97.66465,38,-99.79541,2677.5427,100.0,-144.07094408713988,0.3580194,100,47.75,10.0,-80.265144,147.7516,3.5886257,9.104351,4.210259,,[ 0.164 -0.332 -0.132  0.305 -0.667],99.97801,2.1923556,0.0142983515,-88.79411,-83.238045,3800,0.80735767,0.71092343
-91.79583,410025,1.1872537,1064.4097816944122,-97.32925,39,-99.81366,6266.5684,100.0,-158.70091818117925,10.506513,100,62.8,10.0,-63.87571,9885.091,151.18602,21.916666,929.39056,,[ 0.182 -0.345 -0.117  0.332 -0.708],100.0,2.3694077,0.00020382475,-91.18713,-57.847347,3900,0.49091592,0.72038484
-91.56327,417132,0.99411684,1089.3839271068573,-97.11241,40,-99.93967,5458.5547,100.0,-166.61176024481642,3.233912,100,71.07,10.0,-74.58431,811.93976,27.65851,10.609103,25.31188,,[ 0.149 -0.361 -0.087  0.278 -0.699],100.0,2.4218092,0.0011010679,-89.9611,-74.95766,4000,0.71862435,0.68915343
-92.6291,425792,0.6459963,1112.027837753296,-97.70856,41,-99.735,2330.6633,100.0,-182.84809247765,9.349839,100,86.6,10.0,-60.932873,9366.704,105.87372,6.0475693,346.42245,,[ 0.133 -0.331 -0.062  0.309 -0.73 ],100.0,1.7043597,4.699632e-06,-91.898705,-57.224438,4100,0.47322986,0.71533483
-91.57377,432978,1.1119657,1134.6423981189728,-97.06796,42,-99.760284,7427.363,100.0,-167.3447772514545,2.4569285,100,71.86,10.0,-62.82404,1205.8812,22.037447,21.502335,115.04896,,[ 0.177 -0.347 -0.08   0.24  -0.704],100.0,2.4273515,1.6045089e-05,-89.82353,-63.69425,4200,0.5805209,0.71968204
-91.578125,438795,0.8758113,1157.849403142929,-97.26096,43,-99.85016,5060.0977,100.0,-153.93804521164932,0.78191984,100,58.17,10.0,-72.81204,198.75716,5.7781854,8.28707,8.367709,,[ 0.197 -0.316 -0.1    0.201 -0.699],100.0,2.1846707,0.011825781,-89.97689,-75.44486,4300,0.7424945,0.7139232
-91.26027,443292,1.4845878,1176.746268749237,-97.03833,44,-99.77303,11752.719,100.0,-140.56098796950602,5.4122825,100,44.97,10.0,-65.89628,3389.999,65.5366,13.114626,826.1393,,[ 0.204 -0.322 -0.118  0.158 -0.705],100.0,2.3384104,1.7065206e-05,-87.94331,-60.433857,4400,0.56250596,0.7309057
-90.81773,447394,1.0236704,1197.0616552829742,-96.78449,45,-99.61379,6440.599,100.0,-136.2428710423382,2.6059103,100,41.02,10.0,-52.340553,4897.7095,43.013844,16.20425,289.0118,,[ 0.258 -0.291 -0.142  0.146 -0.688],99.98586,2.706134,0.00020826528,-87.61554,-50.943317,4500,0.44040015,0.74998975
-90.80805,451418,1.0346897,1214.6158063411713,-96.99104,46,-99.73093,6677.515,100.0,-135.70832815529593,1.728411,100,40.24,10.0,-60.314125,2165.689,25.182743,12.022606,198.34898,,[ 0.228 -0.336 -0.132  0.101 -0.669],99.98943,2.8702798,0.0005697252,-83.34739,-59.468193,4600,0.49126515,0.7643271
-90.668045,456809,0.8084157,1233.232907295227,-96.882965,47,-99.740265,3382.7769,100.0,-149.15069018693242,5.983569,100,53.91,10.0,-49.826008,5333.7915,71.85054,24.078354,649.12396,,[ 0.181 -0.363 -0.11   0.13  -0.655],100.0,2.6501415,1.4379365e-05,-88.15386,-42.776756,4700,0.31726754,0.70753354
-91.13921,461236,1.8332125,1251.5889163017273,-96.8572,48,-99.55748,21851.281,100.0,-139.6087927948567,5.0460505,100,44.27,10.0,-69.43115,4252.664,68.691605,20.715656,863.67096,,[ 0.192 -0.248 -0.112  0.132 -0.711],100.0,2.6713376,5.679301e-05,-86.03919,-64.51443,4800,0.5957658,0.7197256
-90.295715,464992,1.0351069,1267.568120956421,-96.264626,49,-99.55341,5773.2515,100.0,-132.23660317040597,2.0085938,100,37.56,10.0,-55.660843,3741.884,32.99972,38.798904,414.12222,,[ 0.225 -0.182 -0.125  0.115 -0.699],100.0,2.954358,9.9554185e-05,-84.38995,-52.584167,4900,0.4179807,0.6923836
-91.04408,469076,0.9299524,1282.3828027248383,-96.73204,50,-99.511734,4881.687,100.0,-136.0576474092715,0.93914187,100,40.84,10.0,-42.825962,1000.01776,10.456135,51.164513,58.23212,,[ 0.15  -0.227 -0.117  0.113 -0.727],100.0,2.7856195,8.577836e-05,-85.94447,-41.43468,5000,0.3090662,0.5285798
-93.13046,473391,1.3890278,1301.1860926151276,-97.17963,51,-99.76438,13612.031,100.0,-138.9154715494613,0.94721764,100,43.15,10.0,-79.33362,367.02234,7.1426177,10.417213,25.135952,,[ 0.066 -0.205 -0.107  0.135 -0.89 ],100.0,2.2846978,0.0024010425,-87.35056,-78.91556,5100,0.7911087,0.53607327
-92.99246,477309,1.508293,1316.7820453643799,-97.107796,52,-99.701996,17139.238,100.0,-134.90158744475582,3.8366106,100,39.18,10.0,-64.52679,1749.9807,39.94242,27.198105,498.57336,,[ 0.069 -0.221 -0.136  0.181 -0.883],100.0,2.1930494,8.405991e-05,-88.06668,-57.203915,5200,0.49236864,0.52117896
-92.687,480696,0.6191461,1330.5914194583893,-96.7842,53,-99.45935,2410.6802,100.0,-129.25673848699927,8.136953,100,33.87,10.0,-45.724335,63244.64,339.1343,11.222742,1744.511,,[ 0.098 -0.186 -0.159  0.174 -0.898],100.0,2.174576,2.9876597e-05,-89.58934,-36.60446,5300,0.28319353,0.52906805
-92.74661,484157,0.803684,1346.5668454170227,-96.90445,54,-99.64793,4784.4478,100.0,-130.11581361440113,1.8820803,100,34.61,10.0,-48.090416,1458.2373,18.922983,13.220996,140.10387,,[ 0.033 -0.185 -0.13   0.131 -0.89 ],99.962234,2.1951044,5.390162e-05,-87.55324,-42.227455,5400,0.35636503,0.5192688
-92.70007,489335,1.2080907,1364.7994637489319,-96.53609,55,-99.80648,9624.666,100.0,-146.72003295492055,3.7076037,100,51.78,10.0,-60.705853,1445.8884,29.105017,31.85673,309.28958,,[ 0.02  -0.194 -0.093  0.128 -0.9  ],100.0,2.6957862,9.479617e-05,-88.07547,-55.353596,5500,0.48047423,0.5270999
-92.915565,493050,0.98040354,1381.7655823230743,-96.9713,56,-99.62811,5410.84,100.0,-132.77002800348257,1.8558966,100,37.15,10.0,-54.25775,670.1427,18.178776,12.806633,79.30927,,[ 0.045 -0.164 -0.112  0.145 -0.892],100.0,2.0897865,0.0007635345,-90.1201,-49.99268,5600,0.47280452,0.51194704
-92.86038,497246,0.688308,1398.6603734493256,-96.785225,57,-99.67399,3118.298,100.0,-137.21404624100526,2.8444543,100,41.96,10.0,-53.2386,1410.0756,27.443127,16.474499,137.55473,,[ 0.01  -0.154 -0.096  0.083 -0.907],100.0,2.9438627,7.7668825e-05,-87.408554,-47.08744,5700,0.38821137,0.4909667
-91.65398,503143,0.64069474,1420.8144419193268,-95.13392,58,-99.40691,3116.5994,100.0,-151.90549050232528,3.5340023,100,58.97,10.0,-56.667255,4116.8457,52.42343,15.787003,96.95538,,[-0.001 -0.145 -0.062  0.04  -0.928],99.99021,3.6977215,0.0030573087,-82.58719,-51.01083,5800,0.42063907,0.47267243
-88.19868,510283,1.0214642,1441.53071975708,-91.40579,59,-99.6592,7445.875,100.0,-158.20375291658414,2.6879597,100,71.4,10.0,-64.20548,1086.5955,21.008583,26.65773,95.112625,,[-0.015 -0.113 -0.048 -0.006 -0.946],99.874466,5.9738493,0.0009576485,-69.47352,-60.81454,5900,0.42079565,0.46442035
-86.016685,530076,1.0720084,1485.9367706775665,-88.04375,60,-99.29741,3788.457,100.0,-263.44534373129505,57.294327,100,197.93,10.0,-68.267975,14132.11,446.79416,21.849993,386.828,,[-0.028 -0.117 -0.026 -0.003 -0.955],99.95161,6.486374,0.00801642,-67.99773,-64.261856,6000,0.53180736,0.46207163
-79.286545,565273,1.2512766,1554.9843425750732,-80.53913,61,-98.91148,3579.6013,100.0,-339.0400705959959,633.9068,100,351.97,10.0,-61.771843,44666.83,2155.3042,21.226692,6395.4756,,[-0.013 -0.134 -0.011 -0.021 -0.957],99.86493,9.621979,2.755627e-06,-52.001015,-57.162777,6100,0.59839815,0.45507678
-84.17327,577639,1.126438,1585.5608186721802,-86.76405,62,-99.43529,2346.8284,100.0,-197.35497246761324,4.489036,100,123.66,10.0,-60.37153,1498.1252,35.55155,41.699642,70.04123,,[-0.012 -0.119 -0.027 -0.022 -0.964],99.85226,8.480501,0.006247741,-64.49521,-59.238552,6200,0.4922936,0.45091102
-71.05905,604058,0.84144443,1637.9954373836517,-73.039406,63,-96.98523,3034.7153,100.0,-254.54818145625882,41.19214,100,264.19,10.0,-58.809467,3546.1416,185.79417,7.8194532,238.44415,,[-0.025 -0.122 -0.021 -0.04  -0.968],99.5803,11.391568,6.6013527e-06,-41.00172,-58.247215,6300,0.64439625,0.4623323
-78.77635,617555,1.2394867,1673.4051184654236,-81.486885,64,-98.066765,1719.5626,100.0,-192.55443371185476,11.848003,100,134.97,10.0,-61.970165,4034.9019,115.90989,39.0661,150.15723,,[-0.035 -0.107 -0.036 -0.037 -0.957],99.70176,10.428711,0.0038322674,-55.848846,-60.213577,6400,0.5927027,0.45873895
-68.48286,644319,1.0212266,1729.7680027484894,-70.862816,65,-96.888145,1164.6658,100.0,-222.20366970678853,539.7691,100,267.64,10.0,-50.658623,100598.56,3112.9143,27.479868,5107.495,,[-0.038 -0.104 -0.024 -0.051 -0.96 ],99.42454,13.060893,0.00029450777,-45.36527,-48.910404,6500,0.47314513,0.4558116
-54.178055,690227,2.590583,1818.165647983551,-56.566143,66,-87.238846,670.3594,100.0,-218.43833890184436,700.3292,100,459.08,10.0,-48.580227,15307.204,1659.591,97.99679,6432.1274,,[-0.031 -0.1   -0.007 -0.059 -0.963],99.363304,11.919481,1.3475726e-05,-34.98093,-48.63134,6600,0.8629781,0.45343536
-48.096424,735476,1.2230978,1901.0715901851654,-50.83423,67,-87.09775,418.2338,100.0,-180.84457382670843,751.33344,100,452.49,10.0,-39.684235,18685.42,1777.1477,26.233643,7092.389,,[-0.034 -0.102 -0.01  -0.073 -0.966],99.23186,11.612674,9.0543e-05,-27.73236,-40.428886,6700,0.6090207,0.4568579
-41.197083,779683,1.6963788,1987.091780424118,-44.337524,68,-93.49495,420.32303,100.0,-143.75844615587388,512.38934,100,442.07,10.0,-32.288807,10548.919,1123.936,43.068027,4445.4575,,[-0.037 -0.093 -0.006 -0.086 -0.962],99.19523,13.668955,1.8643255e-05,-20.219961,-33.825413,6800,0.5730204,0.45753598
-41.600895,820902,5.592608,2063.8403849601746,-44.76731,69,-89.37132,251.39238,100.0,-141.82640801285126,468.23215,100,412.19,10.0,-33.541077,19311.625,1404.4907,176.52347,4133.646,,[-0.036 -0.091  0.008 -0.092 -0.961],99.236916,14.727799,2.0874639e-05,-21.654865,-35.253376,6900,0.9856766,0.45729727
-32.824795,868976,5.2125974,2157.750338077545,-36.413815,70,-90.349846,181.12656,100.0,-99.04591930028941,858.15393,100,480.74,10.0,-25.771858,14625.081,1793.0049,110.694984,7968.756,,[-0.047 -0.103  0.004 -0.105 -0.962],99.13447,13.1081705,2.1465481e-05,-13.517149,-28.214779,7000,1.1539015,0.45725378
-26.547533,915823,1.3596895,2249.9661400318146,-30.376621,71,-77.7783,139.01544,100.0,-74.83662827292176,1044.5577,100,468.47,10.0,-22.20547,66349.07,3325.5193,39.993793,10311.739,,[-0.055 -0.101  0.004 -0.118 -0.962],99.000084,11.616878,1.4680973e-06,-11.131881,-25.050577,7100,0.58398503,0.46092013
-20.756737,963104,1.7790586,2342.1134181022644,-24.876736,72,-84.7911,139.45384,100.0,-49.243722087158346,627.80994,100,472.81,10.0,-15.855555,21599.303,1407.4447,45.312996,5559.047,,[-0.071 -0.105 -0.002 -0.128 -0.958],99.0,14.127266,1.5078947e-05,-6.2876716,-19.449062,7200,0.69441736,0.46197927
-16.24036,1009233,590.92773,2432.8891940116882,-20.575874,73,-87.14856,1522912.8,100.0,-28.6160076172956,39300564.0,100,461.29,10.0,79.69427,3425220000.0,167837380.0,29553.027,809517250.0,,[-0.088 -0.113 -0.001 -0.139 -0.957],99.00001,12.770104,9.394728e-11,-2.1932802,107.07091,7300,32.933167,0.46755034
-20.49656,1049002,2.891858,2509.3700728416443,-24.66876,74,-83.77851,384.85617,100.0,-50.66347081066896,957.07904,100,397.69,10.0,-14.575858,36411.492,2764.9604,74.36222,9140.121,,[-0.093 -0.115 -0.021 -0.149 -0.951],99.00001,17.50644,1.7485898e-05,2.3331661,-17.965117,7400,0.8927686,0.46582058
-13.242036,1093489,97.180244,2584.2029373645782,-17.735828,75,-89.53008,342563.0,100.0,-16.5500114946877,32878874.0,100,444.87,10.0,29.191645,1773263100.0,128545110.0,3959.2905,643978300.0,,[-0.098 -0.116 -0.008 -0.155 -0.953],99.0,16.41029,7.7076556e-10,6.210914,42.169994,7500,4.7656054,0.46770802
-17.664164,1124319,32.26897,2646.3136258125305,-21.8393,76,-86.80671,1570.0647,100.0,-50.526984148970996,393.37567,100,308.3,10.0,-9.372164,30151.174,1606.8236,998.1312,3511.835,,[-0.105 -0.111 -0.003 -0.174 -0.951],99.0,19.508352,1.9397532e-05,8.423326,-12.806035,7600,2.8162603,0.46604323
-14.602993,1160489,1.6549851,2718.278759241104,-18.852222,77,-55.066643,252.96942,100.0,-41.39236822998616,2241.042,100,361.7,10.0,-11.931184,4154736.0,66546.77,33.446217,43912.137,,[-0.099 -0.094  0.006 -0.16  -0.953],99.0,13.450954,8.109649e-06,8.2354355,-15.618206,7700,0.62255096,0.46901524
-28.735775,1183802,29.115536,2764.2933757305145,-32.65861,78,-87.31085,2006.7402,100.0,-77.23893570287639,2320.3865,100,233.13,10.0,-12.684149,271399.4,14052.917,841.9476,31043.965,,[-0.097 -0.089  0.02  -0.167 -0.95 ],99.0,22.941025,2.4438019e-05,6.4580073,-13.844275,7800,2.409276,0.46459997
-15.7185955,1224261,16.424164,2841.0968778133392,-20.133018,79,-91.386475,13839.012,100.0,-23.310794615307135,59021.805,100,404.59,10.0,-2.1889195,13810911.0,458784.38,654.142,691960.9,,[-0.099 -0.089  0.007 -0.155 -0.954],99.0,17.546135,8.3969965e-08,4.2089806,-4.635469,7900,1.8245903,0.4416719
