ReturnStepMax,TimestepsSoFar,MeanD2w0t,StdD2w0t,Weights,EpLenMean,MeanEntropy,InitialReturnMean,EmpiricalD2,J_sample_variance,TimeElapsed,EpThisIter,EpisodesSoFar,EpRewMean,Iteration,MeanIW,InitialReturnStd,MaxIW,MinD2w0t,ReturnStepMaxmin,MinIW,MaxD2w0t,Bound,InitialBound,InitialReturnMax,StdIW,InitialReturnMin,ReturnMeanIW
100.0,119026,0.032762926,0.1780764,[-6.670e-01  9.097e-01 -6.871e-01  2.883e-01  2.600e-04],16.37,1.418055,-93.41995,1.0013611,13.720863,534.4738540649414,100,7000,-108.08257229552224,70,0.9942106,2.665844,1.0915464,,99.36916,0.88302374,1.0039756,-612.12463,-612.4009,-85.34752,0.034468304,-97.72833,-92.87707
100.0,120744,0.034366325,0.18218158,[-6.704e-01  9.108e-01 -6.854e-01  2.852e-01 -8.233e-04],17.18,1.4154687,-93.1618,1.0003132,8.763169,542.7098095417023,100,7100,-108.55731216243925,71,0.9982088,2.8958535,1.0431614,,99.38621,0.94684654,1.0006217,-671.15405,-671.2416,-83.68052,0.01609459,-97.25861,-92.98777
100.0,122400,0.033130176,0.17900696,[-0.671  0.912 -0.685  0.285 -0.003],16.56,1.4173362,-93.47726,1.0009272,16.135,550.8313255310059,100,7200,-108.34664572750566,72,0.99704814,2.8780162,1.0840962,,99.36472,0.9241319,1.0011448,-633.9689,-634.10126,-84.65458,0.031649075,-97.98787,-93.2173
100.0,124077,0.033549517,0.18009928,[-0.671  0.913 -0.685  0.285 -0.002],16.77,1.41833,-93.7342,1.0009629,16.452929,557.6434214115143,100,7300,-108.82522594628097,73,0.9957289,2.3919246,1.0854387,,99.38069,0.8869006,1.0028745,-627.19403,-627.38556,-87.171326,0.034734882,-97.368774,-93.36839
100.0,125747,0.03340883,0.17972253,[-6.716e-01  9.110e-01 -6.853e-01  2.826e-01 -6.382e-04],16.7,1.4207923,-93.36227,1.0004307,10.861344,563.9185147285461,100,7400,-108.31345261786821,74,0.99606967,2.860923,1.0578997,,99.356255,0.9564507,1.0013164,-647.02606,-647.266,-83.62959,0.019619407,-97.37403,-93.00374
100.0,127457,0.034243118,0.18197562,[-0.675  0.912 -0.687  0.285  0.002],17.1,1.4140837,-93.0093,1.0022154,29.567448,570.0787076950073,100,7500,-108.32315274168118,75,0.98914516,3.2240329,1.0781103,,99.35694,0.8554231,1.0042089,-611.4968,-611.9902,-80.18759,0.045429803,-97.72497,-92.05943
100.0,129212,0.035148524,0.18428853,[-0.674  0.91  -0.688  0.282 -0.005],17.55,1.4154686,-92.90463,1.0055293,43.525562,579.1751046180725,100,7600,-108.6010144126346,76,0.98262143,3.1314874,1.1809202,,99.35454,0.8292223,1.007101,-669.9944,-670.9844,-83.52429,0.06780798,-97.27954,-91.36818
100.0,130941,0.034594614,0.18278547,[-0.684  0.909 -0.688  0.283 -0.003],17.29,1.4145867,-92.957054,1.0011392,20.786228,587.1963474750519,100,7700,-108.44641461527746,77,0.9953304,3.4469059,1.0835955,,99.35529,0.92325634,1.0020591,-659.0739,-659.32184,-80.70214,0.030938441,-97.29614,-92.56574
100.0,132613,0.033463724,0.17990614,[-0.687  0.909 -0.687  0.285 -0.004],16.72,1.4154695,-93.23427,1.0022237,23.929197,594.3502929210663,100,7800,-108.2153783844466,78,0.99180377,2.989698,1.1230359,,99.40468,0.89417183,1.0044234,-652.96545,-653.46606,-82.5279,0.046518125,-97.26513,-92.477295
100.0,134298,0.03371067,0.18050669,[-0.681  0.911 -0.685  0.283 -0.003],16.85,1.4159095,-93.26527,1.0009564,11.553468,602.2852926254272,100,7900,-108.39390591087124,79,0.9974663,2.8377948,1.0878109,,99.36434,0.93315774,1.0013865,-720.53687,-720.6871,-85.371216,0.030674096,-97.61981,-93.01073
100.0,136035,0.034749173,0.18316585,[-0.683  0.911 -0.684  0.283 -0.003],17.37,1.4180747,-93.316475,1.0004491,13.901952,610.0661113262177,100,8000,-108.9114400069895,80,0.99673986,2.987738,1.1260219,,99.38398,0.95234436,1.001243,-687.5332,-687.7056,-84.93689,0.023389267,-97.69704,-93.021935
100.0,137711,0.033598553,0.18041308,[-6.810e-01  9.098e-01 -6.850e-01  2.836e-01 -7.823e-04],16.76,1.4155905,-93.170746,1.0076596,79.89805,617.4702270030975,100,8100,-108.18004283878723,81,0.97623456,2.6990752,1.2730227,,99.38831,0.7262677,1.0099624,-610.8891,-612.1516,-84.716286,0.095868014,-97.31159,-91.05957
100.0,139379,0.03336469,0.17960174,[-0.672  0.915 -0.681  0.282 -0.003],16.68,1.4169017,-93.341774,1.0002661,11.59136,624.9335556030273,100,8200,-108.31912676353885,82,0.9976184,2.7911105,1.0549965,,99.38277,0.95757407,1.0009286,-647.1232,-647.24554,-85.94112,0.015865533,-97.41344,-93.14097
100.0,141029,0.033045087,0.17888615,[-0.675  0.916 -0.681  0.281 -0.002],16.5,1.4204706,-93.53579,1.0022099,20.047796,632.38121509552,100,8300,-108.36623477222422,83,0.98785055,2.637531,1.1351812,,99.35734,0.89445436,1.004982,-611.93726,-612.51666,-85.77897,0.038804043,-97.57464,-92.42852
100.0,142810,0.035638317,0.18542965,[-0.673  0.92  -0.678  0.285  0.002],17.81,1.4164661,-92.75084,1.0011789,19.982471,641.411728143692,100,8400,-108.68323223089297,84,0.99270463,3.4767132,1.0583805,,99.387115,0.8751057,1.0023962,-706.42365,-706.80084,-82.098755,0.033357516,-97.316,-92.085945
100.0,144552,0.034866054,0.1835154,[-0.675  0.92  -0.677  0.283 -0.002],17.42,1.413516,-93.477806,1.0010633,18.91252,649.2301645278931,100,8500,-109.13403648990135,85,0.9926381,3.1918032,1.0570519,,99.37686,0.840991,1.0033307,-640.5172,-640.84894,-83.35436,0.031578295,-97.38492,-92.81115
100.0,146263,0.03423542,0.18188049,[-0.676  0.918 -0.679  0.283 -0.005],17.11,1.4135317,-93.33709,1.0016207,20.387423,656.2902708053589,100,8600,-108.68921650789953,86,0.9951205,2.8249648,1.1074249,,99.3648,0.8928646,1.0032352,-659.4209,-659.7019,-86.073845,0.03537868,-97.28756,-92.91338
100.0,147981,0.03437539,0.18222821,[-0.668  0.918 -0.679  0.281 -0.005],17.18,1.4124507,-92.751785,1.000705,13.760203,664.2296226024628,100,8700,-108.09663227429668,87,0.99660647,2.8869164,1.0673342,,99.36703,0.8892002,1.001723,-603.8406,-604.00793,-85.0605,0.028256975,-96.993614,-92.43673
100.0,149675,0.033890728,0.18097597,[-0.669  0.914 -0.681  0.281 -0.007],16.94,1.4087471,-93.356316,1.0005796,14.043433,669.6898002624512,100,8800,-108.5553387453561,88,0.9959499,2.9263804,1.0459923,,99.38177,0.91772205,1.0018271,-659.529,-659.7211,-81.2805,0.023647767,-97.241776,-92.99572
100.0,151305,0.032615695,0.17767438,[-0.669  0.915 -0.682  0.282 -0.01 ],16.3,1.413086,-93.654724,1.0008836,14.983164,677.0740637779236,100,8900,-108.29445887903505,89,0.9953283,2.7106578,1.12279,,99.366554,0.9406886,1.0016497,-619.87164,-620.09595,-85.40194,0.028631847,-97.57182,-93.237724
100.0,153044,0.034820903,0.18343127,[-0.67   0.915 -0.682  0.284 -0.006],17.39,1.4082937,-93.60534,1.0029043,28.819569,684.9687457084656,100,9000,-109.24849467455564,90,0.985998,2.7611358,1.1025736,,99.36885,0.8016459,1.0048883,-682.031,-682.7171,-83.4486,0.051244617,-96.89206,-92.35641
100.0,154744,0.03401674,0.18132263,[-0.666  0.914 -0.684  0.285 -0.011],17.0,1.4051595,-93.336555,1.0008851,21.94981,692.8183567523956,100,9100,-108.58285890526601,91,0.9953976,3.3744917,1.0582153,,99.38534,0.88774663,1.0016954,-633.7684,-633.9606,-80.24117,0.031979315,-97.66214,-92.946884
100.0,156367,0.03249259,0.1773917,[-0.665  0.915 -0.684  0.283 -0.014],16.23,1.4065965,-93.9117,1.00315,24.215672,700.7640528678894,100,9200,-108.51573488339835,92,0.9913328,2.5053742,1.1166785,,99.36995,0.87313974,1.0055443,-634.1858,-634.5357,-85.40112,0.047512345,-97.53037,-93.15325
100.0,158064,0.0339431,0.18109904,[-0.656  0.913 -0.686  0.284 -0.012],16.97,1.4043825,-92.974464,1.0001645,12.452743,708.5453443527222,100,9300,-108.16272631137925,93,0.9990667,3.1578174,1.0313998,,99.39414,0.9426446,1.0002987,-626.57837,-626.62585,-81.1932,0.014540864,-98.00315,-92.89206
100.0,159725,0.03327768,0.17952722,[-0.654  0.912 -0.686  0.283 -0.015],16.61,1.4022509,-93.145485,1.0028548,30.141018,716.1029577255249,100,9400,-108.00916584417415,94,0.9840861,2.8309846,1.1173942,,99.377396,0.8017809,1.0101931,-664.651,-665.4569,-84.1722,0.05539256,-97.70214,-91.72535
100.0,161394,0.033434402,0.17991875,[-0.657  0.911 -0.689  0.289 -0.017],16.69,1.401453,-93.32215,1.0038005,56.236553,723.3904821872711,100,9500,-108.29234857594489,95,0.98220634,2.8626325,1.1703061,,99.367485,0.6770208,1.0206052,-639.7704,-640.6933,-84.9055,0.07744153,-97.55817,-91.74032
100.0,163075,0.03364625,0.1803849,[-0.66   0.906 -0.692  0.291 -0.017],16.81,1.3983463,-93.42792,1.0018053,22.02682,731.0171630382538,100,9600,-108.51936984946569,96,0.993338,2.887041,1.156722,,99.37937,0.9039067,1.0092261,-626.7794,-627.0793,-85.50813,0.04181273,-97.42377,-92.84054
100.0,164832,0.03514445,0.18415892,[-0.653  0.908 -0.69   0.29  -0.021],17.57,1.3975539,-93.41057,1.0005274,13.272326,738.5725710391998,100,9700,-109.21638944446813,97,0.9976245,2.926091,1.049971,,99.36531,0.93610394,1.0010035,-671.3672,-671.49036,-83.09191,0.022270555,-97.35994,-93.208725
100.0,166529,0.03395264,0.18114813,[-0.656  0.907 -0.69   0.29  -0.021],16.97,1.3935616,-92.81696,1.000665,15.1780405,745.8278679847717,100,9800,-107.9832312002991,98,0.9964467,3.2585547,1.0493008,,99.36747,0.91881406,1.001151,-619.0811,-619.2582,-83.1215,0.02449301,-98.740555,-92.50514
100.0,168240,0.034251437,0.18196489,[-0.657  0.907 -0.691  0.29  -0.025],17.11,1.3921201,-93.31048,1.0031189,32.216366,753.8310883045197,100,9900,-108.67464517381887,99,0.99323404,3.1803572,1.1244032,,99.35769,0.8589175,1.0050564,-640.391,-640.68164,-81.300095,0.0529223,-97.68781,-92.71817
100.0,169924,0.03370037,0.18050803,[-0.648  0.906 -0.692  0.288 -0.027],16.84,1.389676,-93.19529,1.0010554,18.998606,760.8391091823578,100,10000,-108.27272335698416,100,0.9950857,2.8843896,1.102974,,99.3648,0.8814444,1.0026544,-633.5985,-633.81934,-81.84958,0.03578156,-97.11885,-92.76916
100.0,171658,0.0346835,0.18299067,[-0.647  0.907 -0.69   0.286 -0.029],17.34,1.3907396,-93.48668,1.0001762,14.666525,768.1493682861328,100,10100,-109.09745574585325,101,0.9989033,3.5440087,1.0471258,,99.36663,0.95796573,1.0004721,-647.3381,-647.39044,-81.82216,0.013799831,-97.705574,-93.388985
100.0,173322,0.03328868,0.17941727,[-0.646  0.907 -0.689  0.286 -0.028],16.64,1.3880424,-93.18579,1.000695,12.2471075,776.4625005722046,100,10200,-108.0681720926225,102,0.9966014,2.7476993,1.055446,,99.38412,0.91985106,1.001882,-640.4036,-640.55695,-85.951294,0.027055731,-97.32926,-92.89388
100.0,175000,0.033577982,0.18019386,[-0.646  0.909 -0.689  0.287 -0.031],16.78,1.3885854,-93.244514,1.0014459,16.985655,783.4332103729248,100,10300,-108.27310986661276,103,0.9939925,2.6851885,1.0822384,,99.36833,0.90058494,1.0031044,-604.18097,-604.5007,-84.50883,0.035378512,-97.82478,-92.70771
100.0,176718,0.034373637,0.18221867,[-0.645  0.904 -0.691  0.285 -0.03 ],17.18,1.3895606,-93.04847,1.0005884,14.231956,791.8105144500732,100,10400,-108.44467369779026,104,0.99576217,3.2369244,1.0822982,,99.369385,0.9147978,1.0022932,-697.3197,-697.54645,-82.15965,0.023431722,-97.647224,-92.659744
100.0,178426,0.034176443,0.18173353,[-0.647  0.906 -0.689  0.284 -0.029],17.08,1.3873479,-93.159874,1.0017006,21.41066,799.6033070087433,100,10500,-108.48342307498616,105,0.99341476,2.8392363,1.0914484,,99.354614,0.87684655,1.0030577,-692.35864,-692.67584,-81.982086,0.042409256,-97.52211,-92.57924
100.0,180146,0.034405906,0.18229061,[-0.65   0.905 -0.689  0.284 -0.032],17.2,1.3871797,-93.154884,1.0007563,16.364145,807.5402898788452,100,10600,-108.56638409033064,106,0.9970804,3.070766,1.059581,,99.367386,0.93415797,1.0010796,-676.6716,-676.83246,-84.68139,0.026047701,-97.74306,-92.91059
100.0,181840,0.03394747,0.18128778,[-0.645  0.905 -0.689  0.284 -0.032],16.94,1.3875853,-93.599815,1.0074394,50.20311,815.4597244262695,100,10700,-108.8357606971723,107,0.97598714,3.0013678,1.1927044,,99.35773,0.82337797,1.0097171,-691.7742,-693.1158,-83.15619,0.074093886,-97.898315,-91.48843
100.0,183508,0.03340403,0.17980908,[-0.654  0.903 -0.688  0.285 -0.031],16.68,1.3906525,-93.41418,1.0017613,12.990963,823.4720575809479,100,10800,-108.3667489539374,108,0.98996687,2.5955734,1.1053874,,99.368286,0.90995395,1.0074403,-604.1948,-604.67035,-85.45829,0.033779845,-97.07981,-92.480194
100.0,185199,0.033837613,0.18085839,[-0.658  0.91  -0.684  0.285 -0.028],16.91,1.3912547,-93.341354,1.001354,17.885664,830.9583678245544,100,10900,-108.4877112750468,109,0.99403876,2.8801048,1.0847895,,99.40893,0.9035242,1.0023593,-687.40015,-687.7305,-81.901436,0.037170436,-97.71085,-92.800964
100.0,186903,0.03409839,0.1815273,[-0.655  0.909 -0.686  0.285 -0.028],17.04,1.3917152,-93.00345,1.0016282,24.296377,837.3941555023193,100,11000,-108.25270962839882,110,0.9959597,3.431011,1.0992897,,99.365074,0.9094159,1.002768,-676.5043,-676.681,-78.99905,0.038677853,-98.916435,-92.65664
100.0,188585,0.03366477,0.18043211,[-0.651  0.91  -0.685  0.284 -0.027],16.82,1.3925786,-93.3177,1.0013607,24.516747,845.0401458740234,100,11100,-108.40881693655291,111,0.9941409,3.388135,1.1054444,,99.35567,0.86947274,1.0097009,-619.49634,-619.7589,-80.74317,0.036475763,-97.7243,-92.80097
100.0,190246,0.033242173,0.1793253,[-0.651  0.906 -0.688  0.285 -0.026],16.61,1.3965114,-93.152794,1.0011952,17.064165,852.1786346435547,100,11200,-108.01998994662081,112,0.99455404,2.7122908,1.1224452,,99.373604,0.91721994,1.0023481,-604.151,-604.40894,-83.01649,0.033160713,-97.63598,-92.661766
100.0,191924,0.033581454,0.18021189,[-0.651  0.906 -0.688  0.283 -0.022],16.78,1.4018887,-93.409676,1.001107,15.203448,859.7432906627655,100,11300,-108.47780187296051,113,0.99396205,3.0044959,1.1098983,,99.375626,0.92370456,1.0020611,-640.47894,-640.7808,-79.67023,0.032257598,-97.65816,-92.84898
100.0,193612,0.03380265,0.18084307,[-0.65   0.907 -0.687  0.282 -0.017],16.88,1.406597,-93.533165,1.002426,21.552443,867.9821512699127,100,11400,-108.70416894228954,114,0.9893592,2.7554958,1.1126107,,99.39754,0.7997745,1.0133514,-633.66125,-634.15717,-81.94561,0.046699423,-97.33005,-92.575935
100.0,195285,0.03350923,0.18010406,[-0.652  0.903 -0.69   0.283 -0.012],16.73,1.405702,-93.03717,1.0048813,47.703568,875.5939843654633,100,11500,-108.00795631017952,115,0.9876936,2.7772248,1.1614532,,99.385376,0.76208395,1.0063192,-639.87537,-640.4083,-83.195786,0.069426715,-97.51493,-91.947495
100.0,197075,0.035841342,0.18600102,[-0.659  0.902 -0.688  0.284 -0.013],17.9,1.3993872,-92.050224,1.0020899,28.357834,882.4237630367279,100,11600,-108.0043057745865,116,0.98633564,3.2772121,1.0907259,,99.35502,0.796595,1.0046433,-695.90784,-696.5482,-79.499504,0.05258781,-97.43231,-90.82322
100.0,198676,0.0320681,0.17631397,[-0.659  0.903 -0.687  0.281 -0.02 ],16.01,1.406777,-93.3788,1.002689,23.428104,889.4788398742676,100,11700,-107.69747742893976,117,0.9872449,2.7270064,1.2009788,,99.35339,0.8711226,1.0050243,-587.63403,-588.3295,-83.924995,0.045201745,-97.55921,-92.22556
100.0,200337,0.033222213,0.17921923,[-0.662  0.905 -0.684  0.281 -0.012],16.61,1.4077556,-93.269714,1.0001451,9.466882,896.7771050930023,100,11800,-108.16931897095905,118,0.9993007,2.7768164,1.0342795,,99.38973,0.96861637,1.0003151,-640.6071,-640.64087,-85.200714,0.012048553,-97.412704,-93.21275
100.0,202027,0.03380987,0.18076968,[-0.665  0.906 -0.685  0.282 -0.011],16.9,1.4111314,-93.45981,1.0005299,12.222993,906.4519612789154,100,11900,-108.64286994525396,119,0.99630374,2.9221015,1.0849786,,99.347626,0.9466554,1.0010536,-692.7997,-692.97577,-79.50124,0.0220609,-97.75282,-93.124825
100.0,203746,0.03441053,0.18236962,[-0.665  0.905 -0.684  0.282 -0.008],17.19,1.4066833,-93.013855,1.0026492,31.37826,913.8142709732056,100,12000,-108.4069957199476,120,0.9872219,2.9534235,1.0914613,,99.373795,0.8238716,1.0053403,-658.7053,-659.37866,-85.41462,0.054955732,-97.66121,-91.89914
100.0,205455,0.034201596,0.18180971,[-0.669  0.905 -0.683  0.281 -0.012],17.09,1.4028708,-93.358185,1.0015731,21.156443,922.1231744289398,100,12100,-108.70071505355345,121,0.9926126,2.982806,1.0864896,,99.39343,0.8980198,1.0027205,-653.18884,-653.58997,-82.77861,0.03806102,-97.66266,-92.701355
100.0,207139,0.033713017,0.18057401,[-0.662  0.903 -0.684  0.279 -0.016],16.84,1.402338,-93.64389,1.0033222,39.108006,930.6892125606537,100,12200,-108.78940498962385,122,0.9891606,2.8090267,1.140222,,99.37631,0.7998213,1.0148513,-612.1281,-612.62476,-83.702324,0.056851264,-97.385445,-92.70617
100.0,208872,0.03467353,0.18299405,[-0.668  0.899 -0.686  0.277 -0.017],17.33,1.3990481,-93.06796,1.0009173,15.625531,938.9216792583466,100,12300,-108.60384443206118,123,0.9949288,2.8730946,1.0499706,,99.379875,0.91415167,1.0020779,-659.19403,-659.43274,-82.96939,0.029986795,-97.50702,-92.622734
100.0,210557,0.03372814,0.18061209,[-0.67   0.897 -0.688  0.277 -0.02 ],16.85,1.4023418,-93.22091,1.0014949,16.85877,947.130574464798,100,12400,-108.32624422382571,124,0.99198914,2.7649667,1.1031742,,99.35804,0.8980027,1.0045905,-604.0072,-604.47705,-85.32256,0.034928773,-97.41198,-92.501076
100.0,212269,0.034274638,0.18202959,[-0.684  0.904 -0.686  0.28  -0.017],17.12,1.4036694,-92.81347,1.0021428,22.690542,954.8692181110382,100,12500,-108.11481341000436,125,0.9913009,3.2585213,1.1073667,,99.364044,0.8564652,1.0049825,-681.504,-681.92523,-83.87003,0.03886211,-97.24195,-92.0432
100.0,213930,0.033240583,0.1793174,[-0.681  0.906 -0.684  0.277 -0.015],16.61,1.4027781,-93.38435,1.002348,23.91035,962.5759973526001,100,12600,-108.28449024853069,126,0.99254227,3.1140358,1.1354984,,99.369965,0.8720934,1.0039742,-626.62146,-627.0357,-82.13137,0.046225846,-97.47974,-92.70934
100.0,215635,0.034116473,0.18157205,[-0.675  0.906 -0.685  0.278 -0.016],17.05,1.4013891,-93.18084,1.0009007,13.212773,969.5358655452728,100,12700,-108.46373575759708,127,0.9959786,2.93449,1.0685925,,99.36043,0.900492,1.0031054,-640.3524,-640.552,-84.09388,0.031708196,-97.70217,-92.8126
100.0,217347,0.03424685,0.18188456,[-0.668  0.906 -0.683  0.276 -0.017],17.12,1.4003031,-92.83738,1.0006268,13.528675,976.153774023056,100,12800,-108.13727897231666,128,0.99551,2.7807314,1.0610398,,99.38099,0.92850506,1.002348,-664.9246,-665.1488,-82.60596,0.0244345,-97.24526,-92.448715
100.0,218991,0.03294223,0.17865615,[-0.664  0.907 -0.682  0.276 -0.019],16.44,1.4010017,-93.37503,1.0027897,30.558992,983.8820040225983,100,12900,-108.10489922323092,129,0.9836808,2.8055794,1.1291652,,99.39135,0.80417216,1.0089548,-633.25397,-633.999,-82.69867,0.05021811,-97.479454,-91.91364
100.0,220688,0.034026828,0.18154278,[-0.665  0.911 -0.677  0.271 -0.018],16.97,1.4027716,-92.740555,1.0045863,28.69648,992.132072687149,100,13000,-107.8770003051178,130,0.9807742,3.0936115,1.1264136,,99.35905,0.8283113,1.0325133,-625.4577,-626.3919,-83.811615,0.05720712,-97.5704,-90.99322
100.0,222455,0.035354737,0.18471746,[-0.662  0.917 -0.672  0.268 -0.016],17.67,1.399757,-92.80528,1.0007099,13.809058,998.9406192302704,100,13100,-108.6339122434882,131,0.99585736,3.1353712,1.063109,,99.35457,0.8900534,1.0013502,-715.68695,-715.8911,-84.12073,0.029463649,-97.20637,-92.41277
100.0,224113,0.033215377,0.17935117,[-0.663  0.918 -0.671  0.266 -0.019],16.58,1.4018236,-93.37189,1.005903,45.464066,1005.7158207893372,100,13200,-108.25366313647834,132,0.98265404,2.851663,1.2226261,,99.36561,0.7123922,1.0177926,-603.801,-604.62805,-82.107895,0.07603864,-97.377266,-91.80443
100.0,225768,0.033171322,0.17927985,[-0.667  0.913 -0.672  0.262 -0.017],16.55,1.3995016,-93.36157,1.003136,31.37502,1014.7493758201599,100,13300,-108.19465643169427,133,0.98389393,2.8324897,1.2428288,,99.400536,0.8441728,1.0238953,-611.566,-612.34247,-83.83409,0.050154787,-97.60206,-91.928276
100.0,227449,0.033638988,0.18034682,[-0.662  0.916 -0.666  0.258 -0.019],16.81,1.3978262,-93.12388,1.0015205,15.417775,1022.9722340106964,100,13400,-108.17636253944636,134,0.9940348,2.8362775,1.1143486,,99.37125,0.830979,1.0043557,-626.46375,-626.77527,-85.21341,0.038596913,-97.81058,-92.5595
100.0,229061,0.032248538,0.17667986,[-0.664  0.917 -0.664  0.256 -0.021],16.12,1.3968499,-93.581406,1.0004946,11.120354,1030.2973582744598,100,13500,-108.03004112744449,135,0.99772346,2.7743814,1.053599,,99.36943,0.91721,1.0010172,-612.44885,-612.5623,-85.51749,0.020500107,-97.35398,-93.37636
100.0,230754,0.033869974,0.18091717,[-0.666  0.917 -0.665  0.255 -0.022],16.93,1.397112,-93.16557,1.0005958,15.156439,1039.1525559425354,100,13600,-108.34158303618025,136,0.99606127,3.2311423,1.0399739,,99.35332,0.9099616,1.0015595,-692.4674,-692.6816,-81.7867,0.023551682,-97.97036,-92.80713
100.0,232422,0.033363685,0.17959651,[-0.664  0.916 -0.667  0.256 -0.022],16.68,1.3970083,-93.24807,1.0002301,8.88953,1046.8277778625488,100,13700,-108.19083344446041,137,0.99871534,2.6800718,1.0447891,,99.38607,0.9499958,1.0005848,-612.1597,-612.22894,-84.9994,0.014975831,-97.66293,-93.13564
100.0,234113,0.03383013,0.1808196,[-0.665  0.917 -0.666  0.257 -0.022],16.91,1.3978056,-93.65196,1.0005194,11.650139,1054.8304464817047,100,13800,-108.86936834523638,138,0.9962256,2.605386,1.0903465,,99.345055,0.9070581,1.0014642,-702.8178,-702.9929,-85.92801,0.024402738,-97.679085,-93.31109
100.0,235784,0.03342937,0.17977439,[-0.667  0.916 -0.667  0.259 -0.021],16.71,1.3975539,-93.69973,1.0011239,15.55968,1062.6514511108398,100,13900,-108.71488475360981,139,0.9954592,2.4760244,1.0759509,,99.41879,0.8610187,1.0021126,-619.8626,-620.1409,-84.68369,0.03491129,-97.67022,-93.29335
100.0,237450,0.033335406,0.17955828,[-0.661  0.916 -0.668  0.26  -0.021],16.66,1.3961334,-93.0934,1.001649,20.38949,1070.9472677707672,100,14000,-108.01478073810488,140,0.9955494,2.7045712,1.1473608,,99.36893,0.89744717,1.0028527,-611.87683,-612.0743,-85.09425,0.03860604,-97.62677,-92.70731
100.0,239086,0.03272531,0.17792673,[-0.663  0.915 -0.667  0.259 -0.023],16.36,1.3939922,-93.35419,1.0004162,11.959809,1078.8717379570007,100,14100,-108.01324105561963,141,0.9983247,3.00511,1.0360117,,99.35415,0.928623,1.0007013,-604.51794,-604.61035,-85.17678,0.020300066,-97.41703,-93.2012
100.0,240743,0.03316898,0.17915522,[-0.662  0.916 -0.666  0.26  -0.025],16.57,1.3926657,-93.81672,1.0014248,16.661709,1086.5603802204132,100,14200,-108.71778300063733,142,0.9917925,2.3386247,1.0831201,,99.37436,0.89065874,1.0038211,-633.9932,-634.44073,-88.32037,0.037795566,-97.70373,-93.07318
100.0,242374,0.032631535,0.17770849,[-0.655  0.917 -0.663  0.256 -0.026],16.31,1.3907328,-93.56625,1.0010732,13.2307625,1095.0834221839905,100,14300,-108.19948164646256,143,0.99665624,2.3544233,1.0696938,,99.416435,0.8925386,1.0013764,-634.04,-634.19025,-86.72101,0.03289529,-97.27614,-93.26646
100.0,244078,0.0340849,0.18145753,[-0.657  0.915 -0.664  0.256 -0.028],17.04,1.3915149,-93.12189,1.000245,10.71023,1103.6449415683746,100,14400,-108.3831628510485,144,0.9987596,3.176728,1.0444144,,99.35885,0.95655894,1.0005234,-626.71436,-626.77325,-84.23825,0.013698935,-97.3075,-93.00255
100.0,245760,0.033645287,0.18032405,[-0.657  0.915 -0.663  0.257 -0.027],16.82,1.3916881,-93.325584,1.0004032,10.9761305,1110.1078288555145,100,14500,-108.40194865939117,145,0.998025,2.8588088,1.0611204,,99.3897,0.9557212,1.0012109,-724.8786,-724.9678,-83.38842,0.018105319,-97.16498,-93.15023
100.0,247483,0.034476973,0.1825007,[-0.655  0.915 -0.664  0.258 -0.027],17.23,1.3895563,-92.987816,1.0008944,26.2245,1118.0263102054596,100,14600,-108.4166743540445,146,0.9945185,3.4647772,1.0722625,,99.35636,0.87538975,1.0018992,-697.26495,-697.4858,-83.31518,0.03279837,-97.664,-92.54545
100.0,249149,0.033345543,0.1796112,[-0.656  0.916 -0.663  0.256 -0.029],16.66,1.3867203,-93.138565,1.0019554,18.669088,1127.154112815857,100,14700,-108.04850037146198,147,0.99121404,2.7376482,1.1089317,,99.42247,0.8460295,1.0078548,-626.4054,-626.7899,-84.600105,0.039443783,-97.62194,-92.343765
100.0,250829,0.033647396,0.1804465,[-0.659  0.919 -0.665  0.26  -0.032],16.8,1.3882123,-93.26593,1.0032135,35.021454,1134.778753042221,100,14800,-108.2966295148933,148,0.9875201,2.842514,1.1603973,,99.399765,0.8551755,1.0049001,-619.1716,-619.70715,-84.52173,0.05254393,-98.290726,-92.19074
100.0,252496,0.03338496,0.17976348,[-0.659  0.918 -0.663  0.261 -0.031],16.67,1.3926052,-93.29303,1.003723,46.108852,1141.1584148406982,100,14900,-108.22961045448275,149,0.98304063,3.4985855,1.1585417,,99.36225,0.8310146,1.0104983,-633.0919,-633.91705,-79.64471,0.059871804,-97.59004,-91.77622
100.0,254255,0.035202917,0.18434888,[-0.66   0.916 -0.661  0.257 -0.026],17.59,1.3940083,-93.2054,1.0020312,23.01427,1148.7792565822601,100,15000,-109.0109518121783,150,0.99412423,3.0776923,1.1127474,,99.33841,0.876415,1.0026786,-702.2947,-702.5463,-81.19511,0.041893136,-97.56693,-92.69309
100.0,255932,0.033583418,0.18027788,[-0.658  0.917 -0.662  0.257 -0.025],16.77,1.3882179,-93.26521,1.0034893,39.09886,1156.3780970573425,100,15100,-108.29450290939187,151,0.9892533,2.666834,1.1587125,,99.40901,0.8334747,1.0049937,-611.7082,-612.2461,-86.97139,0.065906174,-97.72058,-92.28121
100.0,257654,0.034447428,0.18240225,[-0.666  0.917 -0.662  0.259 -0.031],17.22,1.3900818,-93.59238,1.0005454,14.811823,1164.6334912776947,100,15200,-109.09248746468789,152,0.9968375,3.0266807,1.0608464,,99.35765,0.95066255,1.0013678,-671.515,-671.6721,-82.01778,0.020518571,-97.658134,-93.32056
