TimeElapsed,EpRewMean,ReturnStepMax,MeanD2w0t,MinD2w0t,MeanEntropy,Weights,InitialReturnMin,StdIW,ReturnMeanIW,EmpiricalD2,ReturnStepMaxmin,TimestepsSoFar,MinIW,InitialReturnMean,InitialBound,MaxD2w0t,EpThisIter,Bound,MeanIW,StdD2w0t,J_sample_variance,InitialReturnStd,InitialReturnMax,EpLenMean,MaxIW,Iteration,EpisodesSoFar
7.492036819458008,-121.62483749719935,100.0,1.3667027,,1.4410679,[-0.365 -0.68  -0.484 -0.253  0.   ],-99.28012,0.701161,-43.229847,83.65785,99.023315,4573,0.0014643925,-82.39787,-84.17029,517.6597,100,-54.126,0.44153914,9.780291,2499.7358,8.854463,-56.768597,45.73,16.402712,1,100
19.713037967681885,-124.02117850710314,100.0,1.0123525,,1.4409626,[-0.413 -0.711 -0.436 -0.244  0.022],-95.71034,1.075167,-45.758286,36.607967,99.08055,10222,0.004035671,-77.68712,-79.57901,346.0149,100,-53.90457,0.5163575,6.60485,3311.6003,10.427491,-52.196167,56.49,21.648289,2,200
34.941216230392456,-134.3755745692133,100.0,1.9010187,,1.457465,[-0.448 -0.749 -0.396 -0.24   0.022],-93.98375,0.78469086,-48.18025,40.388863,99.01694,18786,0.0023072034,-70.16861,-72.31602,446.8632,100,-56.65539,0.5736252,10.631933,2240.1992,11.234454,-38.459133,85.64,10.028116,3,300
45.889490604400635,-125.56377480814335,100.0,1.2462802,,1.4755033,[-0.461 -0.722 -0.446 -0.252  0.039],-92.277954,0.9029083,-40.988724,31.951927,99.06236,24801,0.006927828,-76.87726,-78.82746,312.48828,100,-49.83278,0.4831978,7.6107583,2494.676,10.702319,-38.84711,60.15,11.085392,4,400
60.94405794143677,-131.1076748287023,100.0,1.7310516,,1.4515245,[-0.471 -0.743 -0.389 -0.268  0.057],-92.784775,0.88429147,-39.470577,31.886316,99.00008,33608,0.0021115597,-67.78253,-69.89364,429.0979,100,-46.929344,0.505517,9.972242,1525.0674,13.707282,-34.086647,88.07,12.645124,5,500
88.53077054023743,-153.38669108671468,100.0,26.99967,,1.4589008,[-0.46  -0.765 -0.339 -0.255  0.033],-96.54845,1.5232115,-44.2917,250.04611,99.00003,51153,0.0006171132,-56.260086,-58.74842,6996.4556,100,-49.009617,0.8337666,249.8494,893.19904,16.125101,-17.51658,175.45,26.758984,6,600
138.9754946231842,-154.5635971761577,100.0,412.17,,1.452064,[-0.488 -0.765 -0.317 -0.265  0.04 ],-85.99869,7.304675,-30.021227,3985.7053,99.0,83373,1.5902471e-05,-44.014114,-46.52154,18848.357,100,-35.71925,0.97858804,1505.4364,213.42989,14.384667,-14.79055,322.2,237.13382,7,700
189.22039771080017,-141.02293518314286,100.0,1722.5082,,1.4417405,[-0.505 -0.751 -0.306 -0.295  0.033],-86.05659,8.200747,-23.506311,18132.943,99.0,116366,1.15259045e-05,-41.541412,-43.829174,115645.55,100,-30.593437,1.3169558,7309.868,4812.5044,16.514885,-15.885795,329.93,331.2883,8,800
232.75611901283264,-119.74494068985663,100.0,87.87,,1.4192888,[-0.525 -0.703 -0.292 -0.317  0.023],-83.66171,5.856465,-29.14133,687.48865,99.0,144420,2.456538e-06,-37.939537,-39.882114,4406.524,100,-32.66784,1.0143628,336.14664,371.29404,16.392988,-6.9440527,280.54,186.31671,9,900
280.0363109111786,-107.10162375499931,100.0,28.07454,,1.3613282,[-5.425e-01 -6.871e-01 -2.722e-01 -3.360e-01  2.818e-04],-79.80337,1.6583413,-25.479328,178.9179,99.0,175661,9.367693e-05,-33.03153,-34.769,760.69867,100,-28.154743,0.658479,75.02472,250.5239,16.118933,7.4186115,312.41,40.95035,10,1000
320.14560651779175,-103.43449802035556,100.0,24.4549,,1.3246777,[-0.56  -0.646 -0.278 -0.338 -0.058],-73.26903,0.9561319,-24.176237,180.54605,99.0,201899,2.3911627e-05,-31.873186,-33.551167,1136.3372,100,-26.798618,0.63594985,86.08822,464.5339,18.177303,6.9333477,262.38,11.408923,11,1100
377.74958539009094,-86.2507844089742,100.0,183.61745,,1.3282225,[-0.587 -0.646 -0.265 -0.321 -0.094],-59.14338,0.9702394,-21.275131,1500.6836,99.0,239458,1.810354e-05,-27.164333,-28.563549,3975.3555,100,-23.948864,0.5602408,465.05237,335.92535,12.39703,-2.0027153,375.59,10.2404175,12,1200
419.62340664863586,-99.37339842991321,100.0,40.5309,,1.32558,[-0.584 -0.632 -0.277 -0.344 -0.091],-73.51808,1.0687958,-25.351704,328.50922,99.0,266884,4.6422338e-05,-31.837666,-33.449764,2597.2275,100,-28.132492,0.66423154,143.5864,393.86786,17.180256,-5.031092,274.26,16.230024,13,1300
476.5078639984131,-78.31047982857986,100.0,177.2517,,1.3310528,[-0.594 -0.643 -0.256 -0.331 -0.093],-79.88143,0.86359036,-21.263288,1423.856,99.0,304435,4.3244385e-05,-27.666245,-28.936647,6311.699,100,-23.562765,0.5482235,498.5948,205.12738,15.497514,-0.44164494,375.51,16.59114,14,1400
536.2683894634247,-82.33790361663246,100.0,293.49393,,1.303711,[-0.607 -0.637 -0.228 -0.329 -0.088],-67.112335,2.3829708,-22.147463,2498.7737,99.0,343041,5.6443014e-07,-28.753633,-30.089373,9355.33,100,-24.829517,0.6837258,740.8156,509.75476,13.138265,-4.297205,386.06,72.4485,15,1500
589.900735616684,-81.1889960142501,100.0,99.8368,,1.3402022,[-0.603 -0.63  -0.236 -0.358 -0.115],-63.61667,0.86197394,-20.8004,743.1202,99.0,377543,8.805674e-05,-25.747524,-27.064623,3232.3757,100,-23.09621,0.5949048,278.60468,243.70027,15.605669,14.843813,345.02,14.895304,16,1600
639.2043068408966,-86.39863279751788,100.0,24.144215,,1.3672972,[-0.613 -0.622 -0.218 -0.372 -0.079],-68.07635,0.7748835,-22.77829,148.24774,99.0,409094,0.0007884602,-26.896774,-28.298388,757.3963,100,-24.931435,0.610305,61.436584,187.48888,15.877232,3.3306522,315.51,9.003935,17,1700
686.4507305622101,-89.17027664560892,100.0,256.4439,,1.3076248,[-0.615 -0.582 -0.214 -0.33  -0.052],-75.51802,0.9703561,-21.406694,2067.8958,99.0,439753,3.4311405e-08,-28.788048,-30.234625,128020.16,100,-24.280964,0.5262093,3352.7905,230.46498,14.597415,1.2010574,306.59,28.679747,18,1800
742.9727947711945,-87.71476022550657,100.0,289.6635,,1.3426598,[-0.652 -0.563 -0.198 -0.321 -0.111],-65.048416,1.4692684,-21.488983,3294.7344,99.0,476819,2.5882659e-05,-25.502558,-26.925522,118864.62,100,-23.972286,0.72015315,2789.3196,287.53073,13.4067335,4.6702423,370.66,25.171408,19,1900
803.7816140651703,-75.72370893880014,100.0,515.32306,,1.2748948,[-0.671 -0.565 -0.179 -0.329 -0.076],-59.418915,1.1199565,-18.615726,5524.7383,99.0,516353,5.537298e-06,-24.65371,-25.882145,98976.61,100,-21.046837,0.5029565,2966.916,337.4083,12.699176,4.4497685,395.34,39.135777,20,2000
865.9337332248688,-77.43096585425519,100.0,443.5537,,1.2783184,[-0.7   -0.522 -0.165 -0.319 -0.144],-65.533554,4.1319776,-21.0623,4701.607,99.0,556983,0.00020264284,-24.857363,-26.113495,78884.55,100,-23.234722,1.2439735,2788.261,478.1006,12.937332,-2.554974,406.3,87.64777,21,2100
928.9407343864441,-60.71131707582522,100.0,54.742886,,1.2749025,[-0.713 -0.507 -0.145 -0.328 -0.141],-65.43945,1.4249166,-18.572172,406.51944,99.0,598613,5.2705887e-05,-21.916939,-22.901836,2925.482,100,-19.918325,0.70486563,176.55594,166.77296,13.9308405,1.5003767,416.3,35.615444,22,2200
1000.2717790603638,-54.224803954390424,100.0,459.7358,,1.2801778,[-0.711 -0.506 -0.123 -0.323 -0.144],-69.52736,1.9994497,-14.758194,3690.5825,99.0,645236,2.0325126e-05,-19.658894,-20.53856,22175.227,100,-16.611649,0.77291626,1264.671,237.26944,11.913439,3.26141,466.23,26.164976,23,2300
1065.4746692180634,-52.50022188175317,100.0,111.72754,,1.260357,[-0.755 -0.44  -0.144 -0.306 -0.139],-62.981464,1.6464127,-16.097843,834.8228,99.0,688489,4.359193e-06,-20.96002,-21.81171,3021.388,100,-17.418354,0.6156038,242.2594,139.46875,12.666042,5.8159366,432.53,54.02304,24,2400
1133.0294001102448,-41.642502653940376,100.0,1506.8157,,1.2485111,[-0.789 -0.428 -0.136 -0.322 -0.159],-58.323124,1.4359564,-10.31087,16066.789,99.0,733726,6.9227976e-06,-15.015036,-15.690586,107696.3,100,-12.002411,0.6154989,5660.8755,148.35555,11.314412,13.100815,452.37,22.127186,25,2500
1179.1411471366882,-81.48661598185873,100.0,121.71394,,1.2221929,[-0.778 -0.412 -0.153 -0.334 -0.17 ],-66.670685,7.2140217,-15.566508,1019.42773,99.0,764131,0.00010499476,-23.333923,-24.655851,8199.914,100,-18.101608,1.0183254,476.86078,159.39131,18.231855,11.710034,304.05,239.1778,26,2600
1237.6015293598175,-52.42708493053152,100.0,91.25876,,1.1913794,[-0.795 -0.403 -0.156 -0.299 -0.197],-58.88163,1.500096,-14.726705,739.3032,99.0,802971,1.8253151e-05,-19.994051,-20.844555,11792.571,100,-16.023691,0.7510821,373.62006,119.30593,15.525571,4.2010756,388.4,26.721006,27,2700
1310.7440841197968,-36.572788226803084,100.0,21.809208,,1.1884496,[-0.815 -0.384 -0.147 -0.276 -0.228],-65.114944,1.676907,-15.507004,122.00348,99.0,851388,0.0007137199,-16.420921,-17.014229,317.87424,100,-16.242155,0.85669154,35.871193,102.88712,12.387693,9.793327,484.17,32.092617,28,2800
1380.8839445114136,-36.78478770656159,100.0,1851.9249,,1.1751823,[-0.82  -0.378 -0.132 -0.286 -0.231],-63.092304,2.9009538,-11.229232,20111.674,99.0,898816,3.7155047e-07,-15.238858,-15.835605,70448.4,100,-12.723114,0.8821259,4924.3857,256.61963,11.68916,7.829925,474.28,64.94802,29,2900
1454.0736105442047,-26.568536458203127,100.0,13080.675,,1.1645503,[-0.869 -0.373 -0.123 -0.303 -0.244],-44.58008,4.8393645,-4.36767,157747.64,99.0,948063,3.189958e-07,-12.745991,-13.177004,737384.9,100,-6.27408,0.84092814,43471.363,2159.0469,9.215311,11.996071,492.47,149.31943,30,3000
