MeanEntropy,MeanIW,EpLenMean,ReturnStepMax,MaxD2w0t,EntropyCoefficient,Iteration,InitialReturnMean,InitialReturnMin,ReturnStepMaxmin,MinIW,EmpiricalD2,InitialReturnStd,StdD2w0t,InitialReturnMax,EpThisIter,TimestepsSoFar,StdIW,MaxIW,Bound,InitialBound,EpisodesSoFar,TimeElapsed,Weights,MeanD2w0t,MinD2w0t,ReturnMeanIW,EpRewMean,J_sample_variance
1.4547206,1.0652689,33.15,100.0,1.5685803,10.0,11,-6.790161e-06,-13.277946,92.422775,0.35100976,1.1555474,10.618689,0.27648762,30.599339,100,39193,0.42035413,3.005187,181.49829,173.09065,1100,128.07192158699036,[-0.636 -0.836 -0.725 -0.884  0.012],0.07337064,,258.91028,-109.02699501299075,8653.722
1.4506155,1.0915346,34.84,100.0,1.6745583,10.0,12,8.506775e-06,-16.734932,92.809814,0.213747,1.2497704,13.36221,0.29928595,54.940624,100,42677,0.58063126,3.9802754,164.1793,153.34033,1200,138.89238095283508,[-0.661 -0.85  -0.749 -0.873  0.036],0.08110184,,246.51245,-107.83311198117497,13516.253
1.4327011,1.0737268,31.39,100.0,1.7509657,10.0,13,-3.967285e-06,-13.930382,92.148125,0.24001075,1.2789695,11.299509,0.2833055,35.03152,100,45816,0.5933894,3.3403363,194.98091,184.96426,1300,148.2744197845459,[-0.673 -0.88  -0.749 -0.895  0.032],0.072850704,,277.6461,-107.54104988777766,19456.775
1.4515079,1.1136049,34.97,100.0,1.5904577,10.0,14,1.9836425e-06,-18.216827,92.85299,0.21746741,1.2632041,12.111347,0.3082157,41.1922,100,49313,0.55423474,4.414527,168.86237,155.11458,1400,159.3344898223877,[-0.638 -0.881 -0.721 -0.884  0.014],0.08365163,,250.60832,-107.9608424407871,12622.715
1.4878573,1.1735283,35.22,100.0,1.8098507,10.0,15,-3.6239624e-06,-16.707558,92.88294,0.29306495,1.2852367,12.535058,0.3072999,40.149754,100,52835,1.132997,12.457388,169.2703,148.93094,1500,170.71240878105164,[-0.641 -0.877 -0.707 -0.906  0.033],0.08387359,,255.89645,-107.72252672061721,36176.496
1.5316678,1.2532036,31.92,100.0,4.364788,10.0,16,7.705688e-06,-14.119797,92.16305,0.05588944,1.8516618,10.380291,0.35739797,40.84993,100,56027,1.3263955,14.977091,214.64648,183.19238,1600,181.9444055557251,[-0.626 -0.836 -0.677 -0.885  0.069],0.0892845,,315.2737,-109.11798716359813,89258.87
1.5165024,1.1716657,35.31,100.0,2.7190032,10.0,17,-2.5558472e-06,-15.097488,92.857414,0.08162949,1.5118737,12.326063,0.34060743,42.284904,100,59558,0.95816875,6.1717405,165.61844,151.77261,1700,192.82116556167603,[-0.626 -0.778 -0.657 -0.884  0.113],0.09182051,,256.01355,-108.44744164717224,31027.969
1.5612156,1.2070563,34.5,100.0,2.6648717,10.0,18,2.4795531e-06,-14.782593,92.71148,0.122020334,1.6845653,11.931017,0.34290868,43.92361,100,63008,1.0070218,8.20706,181.61533,156.77473,1800,204.17599201202393,[-0.64  -0.727 -0.609 -0.858  0.097],0.0916259,,275.79636,-108.47898677744882,38274.137
1.5565379,1.0584384,34.44,100.0,1.5326302,10.0,19,2.1743774e-06,-14.73455,92.723274,0.29996642,1.1577158,13.2234535,0.27619198,53.5579,100,66452,0.4199775,3.253746,165.34682,158.93163,1900,215.37112593650818,[-0.646 -0.744 -0.642 -0.88   0.142],0.07482421,,242.77374,-108.09129122872336,6804.855
1.595396,1.0845845,32.53,100.0,2.1775227,10.0,20,-2.9754638e-06,-13.705856,92.3219,0.3460213,1.2726513,10.856227,0.293307,44.150578,100,69705,0.6411686,8.975747,189.03607,179.0017,2000,224.87132239341736,[-0.619 -0.788 -0.648 -0.892  0.137],0.07642063,,269.25272,-108.6202721066933,18399.447
1.591122,1.9422506,32.64,100.0,93.91394,10.0,21,-5.41687e-06,-14.675522,92.30969,0.019289736,10.870709,10.637579,1.3614619,38.20784,100,72969,11.441922,119.670296,218.50311,178.44359,2100,235.16768622398376,[-0.641 -0.74  -0.628 -0.874  0.176],0.20527765,,416.09067,-109.18888631116228,3855509.2
1.5840839,1.1377562,37.34,100.0,2.7763789,10.0,22,-7.133484e-06,-16.145416,93.14388,0.13325591,1.4939102,11.412809,0.32046285,39.450752,100,76703,0.759579,6.0817013,149.77638,137.63727,2200,246.93976759910583,[-0.672 -0.804 -0.634 -0.833  0.172],0.08981182,,236.20992,-109.33478812481918,16773.102
1.5927926,1.0819682,35.21,100.0,1.8870455,10.0,23,,-15.28965,92.8114,0.1666469,1.3932931,11.384187,0.31611937,35.745903,100,80224,0.710981,6.1876473,163.79805,154.16881,2300,257.60135769844055,[-0.668 -0.768 -0.622 -0.849  0.165],0.08574178,,248.9194,-108.95020921081412,23010.658
1.6060526,1.3761125,39.59,100.0,5.309591,10.0,24,7.6293944e-08,-16.706528,93.46431,0.07740635,2.9397004,11.45903,0.47790098,32.718025,100,84183,2.2437658,24.988453,154.48512,125.84122,2400,268.5571663379669,[-0.656 -0.803 -0.605 -0.869  0.174],0.12960732,,257.19016,-109.5790848588205,86552.04
1.6265785,1.0526543,39.1,100.0,1.3168306,10.0,25,-9.117127e-06,-18.648735,93.48061,0.40109965,1.1622324,13.480321,0.28549492,45.725574,100,88093,0.41616267,2.8663135,127.77927,122.459694,2500,281.29411721229553,[-0.682 -0.807 -0.608 -0.816  0.187],0.083054364,,205.9653,-107.90417835161594,3863.7588
1.6054922,1.1978035,40.19,100.0,2.3322635,10.0,26,9.536743e-07,-16.851067,93.59282,0.11068368,1.5569508,12.649074,0.33154175,33.549145,100,92112,0.99629796,7.2769003,137.47269,119.36987,2600,293.44031620025635,[-0.701 -0.813 -0.604 -0.807  0.208],0.09680151,,221.51978,-108.65724837759082,20061.383
1.6006844,1.060408,41.18,100.0,1.2838125,10.0,27,1.6784668e-06,-18.821411,93.75711,0.36090368,1.127445,13.825763,0.30157667,47.999886,100,96230,0.37327605,2.6547306,119.03053,111.35511,2700,305.7710614204407,[-0.749 -0.868 -0.639 -0.805  0.187],0.090177536,,196.64421,-107.95123558990086,4479.8745
1.6693228,1.2320229,40.38,100.0,2.7033339,10.0,28,6.5612794e-06,-18.253365,93.613846,0.15413202,1.6226268,12.758962,0.3768846,42.500652,100,100268,1.4715048,14.246508,130.22902,115.40186,2800,316.9049973487854,[-0.716 -0.885 -0.617 -0.822  0.182],0.1092777,,225.42761,-108.74641859060179,43095.953
1.7766545,47.91335,38.53,100.0,17950.785,10.0,29,5.41687e-06,-16.073479,93.40731,0.003947169,363.16772,12.452998,150.62157,36.334373,100,104121,501.9964,5449.032,3063.9587,126.98083,2900,328.59775137901306,[-0.694 -0.881 -0.603 -0.828  0.25 ],4.75398,,5067.9565,-107.74410390894691,2363550500.0
1.7359778,1.071858,42.82,100.0,1.4154357,10.0,30,2.4032593e-06,-17.458038,93.924515,0.12027483,1.2046654,11.798449,0.31528085,41.903816,100,108403,0.5476441,4.345136,108.266174,103.398834,3000,344.8576970100403,[-0.696 -1.011 -0.625 -0.834  0.358],0.09616246,,189.01755,-108.66726980443167,6338.98
1.7847987,1.2351812,44.93,100.0,2.6236577,10.0,31,-7.2860717e-06,-18.850159,94.19699,0.19923984,1.6818969,13.858447,0.38641918,47.81665,100,112896,1.2868043,9.902852,104.855515,92.90059,3100,357.1238703727722,[-0.674 -1.036 -0.618 -0.857  0.317],0.11867914,,192.56581,-107.89960053929892,21371.562
1.8200475,1.1079619,43.85,100.0,1.4897668,10.0,32,-2.3651123e-06,-21.516792,94.03666,0.49304423,1.1897323,12.73196,0.31329226,41.485706,100,117281,0.6683246,6.6258445,108.16521,99.767944,3200,369.0401167869568,[-0.681 -1.01  -0.62  -0.868  0.366],0.096853085,,185.95177,-108.82147054953847,7944.1934
1.8975403,4.58196,42.41,100.0,173.00612,10.0,33,-3.4332277e-07,-18.854385,93.82254,0.025097929,16.37669,11.688152,3.189658,32.916145,100,121522,27.1587,323.32635,276.541,107.24662,3300,380.1462924480438,[-0.631 -1.003 -0.606 -0.867  0.401],0.5328137,,579.40894,-109.78817958350278,8553467.0
1.8883343,1.0516905,50.11,100.0,1.1286509,10.0,34,2.4414062e-06,-24.132843,94.68499,0.55978924,1.07757,12.5104,0.3098495,29.360424,100,126533,0.23954846,1.9715996,73.68085,70.105965,3400,395.55926275253296,[-0.648 -1.044 -0.546 -0.885  0.479],0.103380516,,149.4677,-108.1125615068029,878.0747
1.9108764,1.1148044,51.89,100.0,1.4227507,10.0,35,-6.8664554e-07,-22.129845,94.82977,0.4490021,1.1483631,13.433584,0.3377245,44.541245,100,131722,0.5113646,3.2849152,68.355064,61.39828,3500,408.59151101112366,[-0.664 -1.033 -0.542 -0.865  0.469],0.114633635,,150.30086,-108.19670293295613,4026.894
1.9436837,1.1011877,51.72,100.0,1.5840931,10.0,36,-1.9073486e-06,-25.893959,94.81786,0.44788802,1.1885321,13.254282,0.33547708,35.492214,100,136894,0.66827565,6.165308,65.06491,59.87082,3600,421.5491328239441,[-0.624 -1.006 -0.507 -0.856  0.492],0.11362695,,149.18117,-108.15013694132338,5381.591
1.9258448,1.0602065,51.76,100.0,1.3726408,10.0,37,-4.8828124e-06,-23.562881,94.827255,0.42159855,1.104467,14.192819,0.32700676,35.256573,100,142070,0.45289877,3.7245812,64.183624,60.6531,3700,434.389995098114,[-0.639 -0.996 -0.499 -0.842  0.525],0.11095381,,145.3997,-107.99058112402831,2923.8345
1.9098372,1.090957,54.15,100.0,1.4472101,10.0,38,-4.4631956e-06,-24.88948,95.05217,0.19795658,1.2467023,14.780904,0.35016197,39.848194,100,147485,0.53444433,3.6413643,59.844475,54.64949,3800,447.1308469772339,[-0.622 -0.961 -0.468 -0.838  0.507],0.121604376,,139.59723,-106.88761412421434,3633.1572
1.9306651,1.0436777,55.9,100.0,1.1299165,10.0,39,1.5258789e-07,-25.296715,95.12793,0.56869125,1.0634146,12.365283,0.32647783,31.413746,100,153075,0.26071137,2.0744436,53.278355,51.00287,3900,460.4784803390503,[-0.609 -0.956 -0.449 -0.813  0.491],0.11578846,,129.07254,-108.22439163951934,806.95734
1.9479303,1.0328058,51.55,100.0,1.1232393,10.0,40,-1.6784668e-06,-24.73835,94.79951,0.5084791,1.06755,13.391712,0.31399485,34.66009,100,158230,0.26933858,2.2652626,67.61522,65.74176,4000,473.85677003860474,[-0.595 -0.967 -0.45  -0.815  0.512],0.10642921,,142.33827,-108.26791628053334,823.8275
1.9303364,1.0513524,55.61,100.0,1.1726243,10.0,41,-5.722046e-07,-26.141014,95.15778,0.5373746,1.0563552,14.319505,0.3265512,43.16869,100,163791,0.24826725,2.5517056,49.18417,46.209213,4100,488.22117137908936,[-0.586 -0.973 -0.454 -0.828  0.529],0.11548012,,129.41197,-106.83289836995633,1028.053
1.9094315,1.158145,53.94,100.0,1.6335484,10.0,42,-6.027222e-06,-21.632225,95.024994,0.29695618,1.2082268,12.88841,0.3545966,47.88824,100,169185,0.51423264,3.600185,63.438736,53.955204,4200,503.46227169036865,[-0.564 -0.964 -0.436 -0.831  0.511],0.12278344,,147.16173,-107.20611382356434,3816.4246
1.9110688,1.0850865,55.72,100.0,1.2699797,10.0,43,-4.272461e-06,-22.433464,95.13637,0.3425815,1.1645547,11.956828,0.33279794,25.848736,100,174757,0.42260933,2.4652607,55.847458,51.47785,4300,517.155999660492,[-0.548 -0.972 -0.414 -0.859  0.49 ],0.117695995,,132.09521,-107.64097239092274,1259.6102
1.9134034,1.0058014,52.86,100.0,1.0507883,10.0,44,2.5558472e-06,-22.055481,94.88266,0.6861516,1.0193267,12.935205,0.30966684,46.56707,100,180043,0.12761553,1.6409389,61.787254,61.216133,4400,529.8535265922546,[-0.51  -0.955 -0.414 -0.861  0.492],0.10647142,,135.966,-108.82151212292497,314.11047
1.8782531,1.6681281,59.21,100.0,5.6107016,10.0,45,3.0899048e-06,-26.06681,95.401665,0.11736167,1.7707696,14.3716545,0.51157504,38.61838,100,185964,3.183748,31.645042,64.93325,36.891342,4500,543.5553674697876,[-0.532 -0.958 -0.42  -0.855  0.495],0.17647997,,172.18697,-106.52902650796712,61223.574
1.8828121,1.0112147,54.49,100.0,1.0363247,10.0,46,2.822876e-06,-24.604912,95.06769,0.80924785,1.0147853,13.487831,0.31452337,41.443073,100,191413,0.12519397,1.598656,51.06432,50.444992,4600,558.8453235626221,[-0.445 -0.896 -0.355 -0.824  0.459],0.10999884,,128.6388,-107.13589786726509,410.77347
1.8993299,1.0204079,58.34,100.0,1.1224976,10.0,47,-1.04904175e-05,-28.480423,95.38301,0.54595965,1.0600106,13.832663,0.33174837,32.325356,100,197247,0.24627367,2.1683092,41.610756,39.999348,4700,573.4632728099823,[-0.444 -0.888 -0.345 -0.82   0.464],0.12054535,,118.812904,-105.50771162795174,879.76154
1.8977336,1.0435975,60.57,100.0,1.1462197,10.0,48,2.2888183e-07,-26.778091,95.46446,0.6305829,1.0568751,13.051385,0.3349258,47.339973,100,203304,0.2396652,2.0944405,35.874718,33.778786,4800,587.6440241336823,[-0.441 -0.887 -0.335 -0.817  0.48 ],0.12431288,,114.96336,-107.0737596025325,618.2634
1.9150231,1.0436798,57.07,100.0,1.1351092,10.0,49,2.1362305e-06,-30.561852,95.22357,0.49439684,1.0533319,14.556863,0.32783163,39.8584,100,209011,0.21539699,1.8222901,45.217346,42.74958,4900,601.2218980789185,[-0.441 -0.861 -0.331 -0.812  0.479],0.11764328,,124.63317,-107.76042557125565,510.3008
1.9248058,1.0849676,57.94,100.0,1.2170918,10.0,50,-4.272461e-06,-28.574211,95.32924,0.4457596,1.0976974,13.87156,0.33742306,35.946922,100,214805,0.2879722,2.8409715,44.132145,39.290962,5000,615.7361445426941,[-0.461 -0.852 -0.338 -0.8    0.496],0.12203367,,124.737946,-106.34206366538267,1005.09143
1.9198385,1.048428,58.18,100.0,1.1737311,10.0,51,2.2125244e-06,-24.315208,95.32297,0.4582821,1.0854046,14.359337,0.33434564,44.61025,100,220623,0.28728718,2.0591013,43.781578,41.398212,5100,630.1497051715851,[-0.486 -0.881 -0.346 -0.816  0.506],0.121256344,,121.432846,-106.96475346900071,1037.3403
1.9423842,1.1406285,59.08,100.0,1.6727537,10.0,52,6.408691e-06,-26.201973,95.339294,0.25156653,1.3108048,12.220171,0.3715903,27.487461,100,226531,0.75752115,5.5183873,46.6472,39.9009,5200,642.7994136810303,[-0.484 -0.889 -0.346 -0.803  0.501],0.1352203,,130.46983,-108.13738378273136,5125.784
1.9348352,1.0152041,58.99,100.0,1.0401256,10.0,53,-1.1825562e-06,-29.390709,95.41438,0.6168341,1.017838,13.799581,0.32609347,45.49022,100,232430,0.1310453,1.2985097,37.880486,37.144753,5300,656.1079504489899,[-0.519 -0.938 -0.358 -0.825  0.523],0.11925956,,115.23083,-105.75798459855987,327.65024
1.9352794,1.0146161,59.68,100.0,1.1011117,10.0,54,-1.1825562e-06,-28.643242,95.45607,0.6921222,1.0272644,16.187729,0.32978362,52.490974,100,238398,0.14976692,1.6286553,33.814007,32.645805,5400,671.5809218883514,[-0.534 -0.945 -0.364 -0.832  0.516],0.121398434,,113.48804,-105.75088969498265,630.74536
1.9475747,1.0440404,64.6,100.0,1.1555564,10.0,55,-6.2942504e-06,-27.098057,95.72772,0.63317454,1.0740633,13.092088,0.34741938,35.29622,100,244858,0.24175517,1.9904186,26.11548,23.399242,5500,686.3901162147522,[-0.543 -0.955 -0.361 -0.84   0.516],0.13377686,,105.72416,-105.69457910474303,548.8254
1.9421345,1.0416461,62.11,100.0,1.1087306,10.0,56,1.3732911e-06,-33.869675,95.59746,0.5888083,1.0531627,15.265429,0.3410279,41.796143,100,251069,0.2405416,2.0582778,30.261883,27.864054,5600,698.1859133243561,[-0.544 -0.96  -0.352 -0.837  0.529],0.12839526,,109.91525,-105.66582034254822,660.2978
1.9452928,1.0024937,61.16,100.0,1.024906,10.0,57,1.14440915e-07,-29.250431,95.509476,0.78676224,1.0109187,13.271508,0.32951418,34.32551,100,257185,0.107981086,1.6219045,31.012438,30.621418,5700,712.7660803794861,[-0.562 -0.939 -0.356 -0.814  0.523],0.12301098,,110.11654,-106.74045714177618,290.96896
1.9530442,1.0295249,67.76,100.0,1.0585762,10.0,58,-3.8146972e-08,-27.28595,95.85744,0.7545992,1.0264229,13.492873,0.34670493,31.528229,100,263961,0.13587146,1.5921507,18.018982,16.999811,5800,729.568864107132,[-0.567 -0.935 -0.357 -0.805  0.526],0.13726428,,97.28217,-106.46999298912652,294.66974
1.9563776,1.0226313,61.74,100.0,1.0711777,10.0,59,-3.5858154e-06,-25.645676,95.51984,0.6064446,1.0284743,14.001594,0.33412006,42.064125,100,270135,0.17764132,1.8797493,32.810776,31.780678,5900,743.1703824996948,[-0.568 -0.944 -0.357 -0.804  0.534],0.12539181,,110.68131,-107.43252947191885,421.92633
1.9795569,1.1903721,66.1,100.0,1.9463186,10.0,60,1.7166137e-06,-25.265392,95.75075,0.32952753,1.3803058,13.677648,0.39605302,38.275166,100,276745,0.7551948,7.440244,29.295126,20.058771,6000,757.7201578617096,[-0.569 -0.964 -0.365 -0.805  0.538],0.15335754,,117.10125,-107.38784716118579,3631.6965
1.9803891,1.002087,69.5,100.0,1.0531265,10.0,61,2.9563903e-06,-29.141983,95.86223,0.6411296,1.025496,12.859602,0.3501674,31.50688,100,283695,0.15780506,1.4813557,16.080906,15.485037,6100,773.6396872997284,[-0.588 -0.988 -0.357 -0.802  0.561],0.14068969,,95.21548,-109.03795737534736,377.64856
1.9733704,1.0412108,71.51,100.0,1.2047193,10.0,62,4.959106e-07,-27.446651,95.98201,0.4748386,1.0722167,13.822887,0.36255363,35.55058,100,290846,0.25992188,2.3178368,12.855049,10.776455,6200,786.0665929317474,[-0.586 -0.991 -0.354 -0.795  0.561],0.14804587,,94.00572,-107.90842795027838,563.51855
1.9658358,1.0528291,74.58,100.0,1.0917989,10.0,63,1.1825562e-06,-33.50064,96.155426,0.50191873,1.0472324,15.128452,0.36294448,29.1545,100,298304,0.20192042,1.7547065,7.4806614,5.5369034,6300,803.0502617359161,[-0.594 -0.989 -0.353 -0.779  0.554],0.15194525,,86.475,-106.0743287944289,395.29672
1.9792305,1.0382916,76.69,100.0,1.1799543,10.0,64,-2.4795531e-06,-33.679356,96.17209,0.6939449,1.0592376,15.753644,0.37153825,44.34569,100,305973,0.2527865,2.5941334,4.015686,2.0468616,6400,819.1629002094269,[-0.625 -0.994 -0.361 -0.772  0.547],0.15808225,,84.970024,-108.43649438835278,556.13245
1.9846821,1.0061595,75.8,100.0,1.0702368,10.0,65,8.010864e-07,-31.731926,96.15517,0.7401098,1.0169692,14.523611,0.3618063,44.02866,100,313553,0.19062477,2.6254954,3.2727623,2.7817001,6500,835.6151607036591,[-0.64  -0.983 -0.359 -0.759  0.56 ],0.15293749,,83.33677,-107.81937975232701,408.70712
1.9804493,1.03198,76.64,100.0,1.0962752,10.0,66,-3.5095215e-06,-24.497665,96.22438,0.64962435,1.0286994,14.112664,0.36685905,32.5205,100,321217,0.18674144,1.9457765,3.1768227,2.3139763,6600,851.741429567337,[-0.649 -0.973 -0.355 -0.751  0.566],0.15606917,,82.600555,-106.36196001226561,345.97345
1.9977878,1.0884756,76.54,100.0,1.2204274,10.0,67,-4.4631956e-06,-27.768116,96.21817,0.3805377,1.0884639,14.969704,0.38095126,43.466736,100,328871,0.3659935,3.0839818,4.593128,1.4915047,6700,868.2445788383484,[-0.649 -0.959 -0.345 -0.751  0.561],0.16181901,,86.76738,-106.46080219450357,832.62366
1.9961548,1.0083705,86.02,100.0,1.0652176,10.0,68,3.1852721e-06,-27.967796,96.52728,0.68915117,1.0244429,14.269875,0.38185576,32.90789,100,337473,0.1336129,1.623935,-8.53244,-9.136822,6800,885.9526617527008,[-0.63  -0.948 -0.326 -0.752  0.579],0.17405285,,70.353874,-106.3514218085603,263.91553
2.0028536,1.008887,82.17,100.0,1.1304845,10.0,69,-1.2588501e-06,-32.00054,96.41903,0.6388463,1.0605116,15.428771,0.37964004,36.23205,100,345690,0.2925279,2.7409222,-3.9056683,-4.9192276,6900,903.2031769752502,[-0.643 -0.941 -0.321 -0.748  0.577],0.1683209,,75.28804,-106.03918829834501,490.7212
2.0019484,1.0492798,88.28,100.0,1.3355296,10.0,70,-7.6293946e-07,-34.18217,96.58511,0.53502035,1.0984316,16.016903,0.39955053,41.122353,100,354518,0.28256172,2.6354213,-11.679842,-13.54183,7000,919.9057636260986,[-0.665 -0.942 -0.323 -0.737  0.584],0.18478128,,70.000015,-106.59282214218864,570.63367
2.009044,1.0210683,85.91,100.0,1.0756835,10.0,71,-4.577637e-06,-34.789005,96.55754,0.73674494,1.029134,17.970049,0.38262582,48.44856,100,363109,0.1813807,2.0868158,-11.16153,-12.025759,7100,937.6386427879333,[-0.682 -0.958 -0.321 -0.735  0.583],0.174257,,69.08917,-104.91569496644392,519.5238
2.0084863,1.0188267,101.55,100.0,1.0975088,10.0,72,8.392334e-07,-41.20351,96.93515,0.6428438,1.0318232,17.42416,0.41163456,49.588943,100,373264,0.20230794,1.8464122,-24.855732,-25.81866,7200,958.3482720851898,[-0.695 -0.949 -0.32  -0.725  0.59 ],0.2077696,,55.638218,-104.84249935824951,444.95065
2.0104985,1.0226921,91.82,100.0,1.0766625,10.0,73,2.5749207e-06,-36.041534,96.71367,0.6707344,1.0268526,17.319103,0.39315155,51.855045,100,382446,0.17584802,1.9425945,-16.841442,-17.793995,7300,976.4024133682251,[-0.678 -0.944 -0.307 -0.719  0.589],0.18644074,,63.443832,-104.96537919120587,411.3008
2.013354,1.0369498,108.24,100.0,1.1539086,10.0,74,-7.6293944e-08,-37.792778,97.01544,0.5188635,1.0690576,17.188568,0.42696184,39.85089,100,393270,0.25834656,2.048841,-28.066906,-29.500618,7400,998.6156210899353,[-0.693 -0.964 -0.316 -0.725  0.592],0.2243143,,52.675804,-107.40428336298832,470.0711
2.0165381,1.0295746,107.96,100.0,1.3480653,10.0,75,3.1280517e-06,-40.607174,97.062225,0.48686987,1.0988508,17.375154,0.43119955,46.09704,100,404066,0.33786353,3.5371537,-28.860645,-30.917053,7500,1017.8843545913696,[-0.692 -0.969 -0.31  -0.718  0.594],0.22596715,,52.36878,-104.60107884852538,528.8316
2.0192785,1.0242859,115.58,100.0,1.1332403,10.0,76,-4.5776366e-07,-35.927116,97.19418,0.65585303,1.0274919,17.10972,0.428912,42.235558,100,415624,0.1521268,1.6853869,-34.29,-35.12089,7600,1040.1536223888397,[-0.713 -0.958 -0.305 -0.703  0.598],0.23511414,,45.839024,-104.35781729530414,362.1398
2.0156448,1.0156567,107.21,100.0,1.1138482,10.0,77,-1.411438e-06,-36.258507,97.000595,0.58202636,1.0455873,15.74324,0.41774198,38.37863,100,426345,0.19704026,2.0110445,-28.070747,-28.81146,7700,1059.5339450836182,[-0.733 -0.945 -0.305 -0.698  0.6  ],0.21821772,,52.139908,-107.17820711089412,296.6098
2.0214884,1.0276543,112.91,100.0,1.18843,10.0,78,2.2506713e-06,-46.343678,97.1308,0.47526765,1.0548694,17.978891,0.43212113,38.049965,100,437636,0.24620163,3.0708246,-32.60724,-33.846996,7800,1080.6987969875336,[-0.772 -0.939 -0.314 -0.687  0.597],0.23323613,,48.060623,-105.52609367475642,462.04657
2.0214052,1.0963408,124.11,100.0,1.422117,10.0,79,2.7465821e-06,-33.052597,97.30817,0.42114428,1.1217325,19.74381,0.4623086,50.69445,100,450047,0.38111284,3.2292423,-39.515053,-41.413055,7900,1103.3902950286865,[-0.776 -0.96  -0.319 -0.689  0.603],0.2649678,,41.886288,-104.98639163238911,609.0456
2.0227022,1.0496402,136.5,100.0,1.2925602,10.0,80,-1.4877319e-06,-29.31252,97.42856,0.51037043,1.1023302,17.4878,0.46983403,37.574738,100,463697,0.6282786,11.59087,-42.807175,-44.384872,8000,1127.6753151416779,[-0.785 -0.955 -0.311 -0.676  0.602],0.28745675,,38.135406,-107.25124947178111,418.93134
