MaxIW,J_sample_variance,ReturnStepMaxmin,StdIW,Iteration,TimeElapsed,EpThisIter,EntropyCoefficient,MinD2w0t,StdD2w0t,ReturnStepMax,TimestepsSoFar,InitialReturnMax,Weights,MeanIW,InitialBound,EpRewMean,MeanEntropy,InitialReturnMean,ReturnMeanIW,InitialReturnMin,Bound,EpisodesSoFar,MinIW,EpLenMean,MeanD2w0t,EmpiricalD2,InitialReturnStd,MaxD2w0t
10.004038,2862.6484,99.0,0.8275765,11,177.3799295425415,100,10.0,,4.168184,100.0,46705,-27.585287,[-0.766 -1.122 -0.666 -0.804 -0.043],0.4846023,-60.86609,-107.01905210385951,1.3441964,-70.69278,-39.06201,-92.59077,-37.39136,1100,0.00029476965,47.84,0.61880475,32.422104,14.5043335,173.1778
11.649065,3835.536,99.0,0.89552426,12,195.04494047164917,100,10.0,,0.85426354,100.0,51881,-32.077488,[-0.788 -1.149 -0.669 -0.751 -0.075],0.7091059,-60.69609,-109.37426360552729,1.2846684,-70.14096,-52.586704,-93.19186,-46.464344,1200,0.008093483,51.76,0.23854493,4.182355,13.97607,12.814329
7.854489,3360.8826,99.0,0.87083197,13,214.71722674369812,100,10.0,,4.5000844,100.0,57063,-34.714092,[-0.784 -1.109 -0.65  -0.771 -0.134],0.57945436,-59.441746,-107.25109558866937,1.2778242,-68.321556,-41.823837,-89.63491,-42.4561,1300,0.00083620276,51.82,0.7519084,36.42295,13.574704,183.88571
9.208571,4459.776,99.0,1.148413,14,233.68685507774353,100,10.0,,0.57413274,100.0,61561,-26.905993,[-0.757 -1.083 -0.684 -0.787 -0.141],0.892375,-64.27567,-107.6664508623362,1.2427,-73.08452,-63.954468,-92.431435,-57.350677,1400,0.0047771614,44.98,0.16411765,3.3724775,14.78007,7.383904
12.872961,2467.3188,99.0,0.6634688,15,248.63272666931152,100,10.0,,2.081361,100.0,66125,-26.447006,[-0.751 -1.124 -0.724 -0.833 -0.176],0.6326935,-62.217194,-105.07589589031913,1.1790704,-70.76398,-49.940308,-94.10516,-47.72065,1500,0.014236687,45.64,0.4413599,6.754853,15.416854,43.67533
7.6779623,2147.4124,99.0,0.6776176,16,266.19921374320984,100,10.0,,2.5255263,100.0,70879,-26.48655,[-0.772 -1.1   -0.674 -0.849 -0.24 ],0.5190234,-62.97898,-106.83634817791842,1.0694503,-70.82445,-38.43199,-91.126,-39.556767,1600,0.00016450898,47.54,0.55647373,9.989317,14.423503,47.69813
15.5733795,8316.425,99.0,1.2908436,17,284.80732464790344,100,10.0,,3.0903788,100.0,75655,-23.438622,[-0.643 -1.039 -0.589 -0.821 -0.349],0.67656904,-62.611984,-104.94056096157898,1.0738493,-69.534,-50.361378,-90.671104,-48.89366,1700,0.00033758898,47.76,0.45271772,28.253868,15.402587,168.26132
19.860016,4291.469,99.0,1.1200979,18,300.8379876613617,100,10.0,,2.3788528,100.0,80376,-36.366898,[-0.708 -1.069 -0.585 -0.811 -0.345],0.7704947,-62.82914,-105.28104968006107,1.1659833,-69.78289,-53.83055,-93.12721,-52.115627,1800,0.017159551,47.21,0.4709725,18.845093,13.40395,67.39783
14.393184,3521.7803,99.0,0.9380486,19,318.1457121372223,100,10.0,,2.922573,100.0,85324,-29.125254,[-0.634 -1.022 -0.541 -0.815 -0.253],0.6338971,-60.78404,-105.59790849346186,1.1684244,-68.57071,-44.662548,-91.23761,-44.07743,1900,0.0024474417,49.48,0.66121924,13.788078,14.489964,56.351513
10.087936,5057.0728,99.0,1.0455109,20,334.80907797813416,100,10.0,,4.4325585,100.0,90244,-32.37465,[-0.63  -1.049 -0.494 -0.835 -0.251],0.5892332,-61.610085,-106.48324933268634,1.1576803,-69.40288,-45.060917,-89.59235,-45.354965,2000,0.0012760289,49.2,0.6942839,37.063545,12.838579,207.33212
7.5855465,3840.8887,99.0,0.93853575,21,351.12932777404785,100,10.0,,2.3368175,100.0,94871,-40.172394,[-0.618 -1.014 -0.516 -0.852 -0.261],0.63085186,-63.025124,-106.12100477573989,1.1440428,-70.84251,-44.955215,-94.04237,-43.621044,2100,0.0044545517,46.27,0.4169257,15.852481,12.780542,102.99572
30.891975,1424.7485,99.0,0.7930021,22,370.2006530761719,100,10.0,,2.6160555,100.0,99946,-18.919807,[-0.668 -1.046 -0.497 -0.857 -0.275],0.5423714,-59.929344,-104.88611763359552,1.1136533,-67.455925,-35.743816,-91.56056,-36.256573,2200,0.0011745356,50.75,0.56994903,13.248809,14.184457,79.053345
13.561146,3191.6074,99.0,0.9334262,23,388.68020939826965,100,10.0,,3.141269,100.0,105212,-40.99517,[-0.685 -1.066 -0.458 -0.866 -0.305],0.6519974,-58.989056,-105.17463020730206,1.1513329,-66.212006,-44.090252,-88.02108,-44.62148,2300,0.010858687,52.66,0.6119344,22.84156,11.943534,108.92936
26.388208,1992.2139,99.0,1.0695839,24,409.8868954181671,100,10.0,,3.37434,100.0,111370,-26.096659,[-0.692 -1.088 -0.432 -0.855 -0.268],0.6347746,-53.95839,-104.85873350107553,1.1465957,-61.454967,-34.824635,-86.48003,-34.836327,2400,0.013125648,61.58,0.5689716,16.246428,13.783984,189.52016
22.111313,2658.5952,99.0,1.4568169,25,429.57488536834717,100,10.0,,3.000357,100.0,118423,-8.458524,[-0.705 -1.11  -0.415 -0.838 -0.272],0.84259874,-51.881252,-106.70221539503447,1.1454816,-59.130516,-42.583416,-85.254326,-42.011997,2500,0.008627266,70.53,0.64715505,12.376892,13.87234,101.228386
22.673172,737.8424,99.0,0.755292,26,454.08894085884094,100,10.0,,3.128971,100.0,127135,-4.3923054,[-0.701 -1.112 -0.388 -0.814 -0.273],0.6595978,-45.255398,-107.06157903097878,1.1416348,-52.471107,-34.599163,-79.30506,-32.40688,2600,0.013484495,87.12,0.74457,9.370156,14.764721,93.30257
13.155764,1522.0619,99.0,1.0127398,27,482.09910130500793,100,10.0,,0.7567654,100.0,137433,-11.978498,[-0.708 -1.115 -0.392 -0.782 -0.277],0.94063455,-41.422733,-109.12199125247312,1.1258678,-48.51127,-42.346336,-79.22373,-36.34551,2700,0.07547361,102.98,0.33573407,2.5303278,15.437707,9.350326
68.52333,1433.6913,99.0,2.4547982,28,509.97131156921387,100,10.0,,4.4656634,100.0,149390,-5.580482,[-0.739 -1.128 -0.391 -0.78  -0.293],0.97643757,-37.031162,-108.73362151283592,1.1347309,-43.97429,-32.897182,-78.411835,-29.536026,2800,0.022306228,119.57,1.2672361,15.22341,17.2888,103.04848
7.9755282,325.71368,99.0,0.6371962,29,549.8294682502747,100,10.0,,97.16851,100.0,167648,2.130909,[-0.746 -1.115 -0.368 -0.756 -0.284],0.5979325,-27.853191,-106.3348252257552,1.135368,-34.975056,-22.266256,-77.58303,-17.946781,2900,0.00050352735,182.58,13.54522,123.85219,18.96719,2563.1821
14.897932,276.12515,99.0,1.2349795,30,601.016679763794,100,10.0,,5.969644,100.0,193797,2.740014,[-0.788 -1.102 -0.368 -0.727 -0.284],0.90162736,-22.4152,-105.24859400466403,1.1129012,-29.5866,-24.935854,-69.053925,-19.192955,3000,0.01154021,261.49,3.1061025,11.756547,15.448191,50.62184
13.240662,238.9359,99.0,1.0427128,31,662.4135978221893,100,10.0,,1.1596086,100.0,224661,14.435836,[-0.803 -1.088 -0.38  -0.701 -0.306],1.0006213,-20.29837,-95.19786164821977,1.0790998,-27.644487,-24.947634,-69.56771,-18.246326,3100,0.026111316,308.64,1.2047473,2.7716002,17.185846,4.5480356
27.715483,284.48965,99.0,1.760444,32,728.0146732330322,100,10.0,,4.6158066,100.0,258314,-0.7577412,[-0.801 -1.089 -0.376 -0.697 -0.34 ],1.0169373,-18.7621,-98.40073397379906,1.0816609,-25.642933,-22.744274,-65.41656,-16.573984,3200,0.004971476,336.53,3.3224812,11.783826,13.248918,33.22054
70.193985,327.29898,99.0,2.5082848,33,791.9617958068848,100,10.0,,13.134624,100.0,292812,-3.916,[-0.803 -1.09  -0.361 -0.695 -0.337],0.9596961,-17.751606,-91.26848438615576,1.0799322,-24.94146,-22.182112,-56.089424,-16.062582,3300,0.00043142107,344.98,7.801085,32.28763,11.950396,91.345055
50.309853,253.85492,99.0,1.4833944,34,859.8743298053741,100,10.0,,131.54219,100.0,328095,5.729245,[-0.809 -1.1   -0.351 -0.714 -0.339],0.71921295,-17.333342,-86.62171981172905,1.0722371,-24.690561,-19.882496,-69.50413,-14.33871,3400,7.622929e-05,352.83,46.696815,351.36987,15.360921,2511.8096
14.90022,202.95793,99.0,1.1048545,35,943.97864985466,100,10.0,,25.048779,100.0,368326,0.08375118,[-0.826 -1.086 -0.334 -0.697 -0.347],0.73781896,-15.320661,-83.45433942168134,1.0496528,-22.726791,-19.176311,-56.290638,-13.022648,3500,0.0006126624,402.31,13.819901,67.050995,11.091821,278.27945
28.86168,151.62576,99.0,1.627874,36,1021.7075388431549,100,10.0,,9.82454,100.0,406863,5.5462656,[-0.823 -1.073 -0.313 -0.692 -0.369],0.9765358,-16.769276,-92.51505850710984,1.0580982,-23.58952,-20.98912,-68.64088,-15.018127,3600,0.00086468406,385.37,7.177576,28.789888,13.115871,55.36259
30.676167,204.38974,99.0,1.7187177,37,1107.968689918518,100,10.0,,1.4756303,100.0,451187,2.5923185,[-0.83  -1.063 -0.313 -0.669 -0.361],1.0937611,-15.082142,-90.05990255512013,1.0586293,-22.084394,-20.940517,-59.877346,-14.24234,3700,0.008182867,443.24,2.2536366,4.9364705,10.690531,6.4215593
88.49777,793.795,99.0,3.3955734,38,1182.459039926529,100,10.0,,792.75903,100.0,493172,-1.616103,[-0.831 -1.058 -0.309 -0.677 -0.36 ],0.93753815,-15.149649,-84.9234288568729,1.064566,-22.361326,-15.307057,-60.286015,-11.453245,3800,5.1196963e-05,419.85,312.12833,2851.002,10.470014,16223.016
70.09806,240.08614,99.0,2.3330379,39,1256.5966529846191,100,10.0,,73.32454,100.0,531009,5.324659,[-0.82  -1.053 -0.326 -0.689 -0.354],0.8432119,-14.840467,-83.08879398511712,1.0455321,-22.184414,-18.353975,-60.358604,-13.046123,3900,6.2400446e-05,378.37,30.938986,184.9137,12.663088,985.44244
13.587531,177.3008,99.0,1.1217824,40,1321.1274287700653,100,10.0,,8.295353,100.0,564318,0.906208,[-0.831 -1.041 -0.349 -0.687 -0.373],0.8213758,-17.901337,-85.43452522559977,1.034784,-24.961737,-21.28203,-71.89038,-15.100655,4000,0.0034104777,333.09,5.2144156,19.875704,15.281649,52.296265
17.360773,208.27196,99.0,1.070738,41,1394.2328870296478,100,10.0,,27.611803,100.0,600825,11.816977,[-0.821 -1.041 -0.353 -0.673 -0.384],0.7451141,-17.930893,-81.37895923720684,1.0385447,-25.044964,-22.038464,-70.74815,-15.894751,4100,0.0022254318,365.07,14.846573,73.468834,15.454758,210.69678
19.871687,232.35445,99.0,1.5864403,42,1464.606204032898,100,10.0,,25.620945,100.0,638427,12.50496,[-0.815 -1.05  -0.364 -0.664 -0.38 ],0.9770789,-15.784319,-83.50374114443329,1.0400101,-22.851562,-20.233467,-71.90292,-14.239092,4200,0.00047186762,376.02,13.952252,70.080246,14.158082,227.1737
9.383431,235.21559,99.0,0.86352766,43,1533.352207660675,100,10.0,,24.852064,100.0,676944,-1.6010816,[-0.822 -1.051 -0.348 -0.668 -0.379],0.69161445,-17.947813,-86.18672317948781,1.0224704,-24.923098,-21.540222,-66.2746,-15.77448,4300,0.0007013459,385.17,12.701571,64.24497,13.438354,274.6885
224.52684,135.28857,99.0,8.419012,44,1615.6769955158234,100,10.0,,75.47763,100.0,718666,3.7465894,[-0.828 -1.067 -0.37  -0.679 -0.396],1.3096713,-13.966781,-83.67438496075242,1.0229101,-20.8665,-16.53825,-79.76544,-11.333523,4400,0.00016997647,417.22,39.3296,236.55739,11.851401,724.1093
103.95639,303.80786,99.0,4.346368,45,1685.3543782234192,100,10.0,,103.117035,100.0,752896,6.2097883,[-0.825 -1.054 -0.385 -0.682 -0.396],1.1693017,-18.47226,-90.46715853163579,1.0115625,-25.106451,-20.918947,-74.117516,-16.227203,4500,0.00043081155,342.3,37.052975,230.13994,15.759505,1517.5363
21.45322,275.67905,99.0,1.0807886,46,1752.767629146576,100,10.0,,26.362608,100.0,783738,10.122851,[-0.834 -1.053 -0.369 -0.691 -0.407],0.7813345,-20.161373,-92.05178184410279,1.0237695,-26.619123,-23.21572,-70.84554,-18.03701,4600,0.0010481583,308.42,11.888238,61.81,16.164957,222.96948
12.758381,216.79218,99.0,0.8766933,47,1828.049233675003,100,10.0,,33.73991,100.0,824577,12.139018,[-0.842 -1.065 -0.365 -0.682 -0.395],0.70862514,-14.661092,-84.39098294974637,1.0616736,-21.545326,-18.27697,-60.858917,-12.138865,4700,0.000914755,408.39,20.032368,104.4937,10.941972,223.29932
19.384771,300.357,99.0,1.1972837,48,1905.7461891174316,100,10.0,,61.28313,100.0,862064,15.717482,[-0.867 -1.032 -0.366 -0.672 -0.357],0.69679767,-12.520667,-80.25420609883749,1.0614084,-19.948328,-16.754982,-66.312935,-10.82473,4800,0.000116266274,374.87,29.94356,178.90382,13.562765,629.7251
33.731773,201.87697,99.0,1.5889728,49,1968.8008179664612,100,10.0,,3.087573,100.0,890877,10.932662,[-0.845 -0.999 -0.364 -0.67  -0.358],0.9983214,-19.321299,-91.7397946427005,1.022461,-26.289906,-21.694033,-75.355194,-15.721482,4900,0.010622725,288.13,2.1510642,7.100493,17.032215,19.268219
20.604496,493.18887,99.0,1.1594535,50,2029.2528579235077,100,10.0,,12.652785,100.0,921238,9.334896,[-0.849 -1.039 -0.372 -0.691 -0.396],0.8572725,-18.870823,-90.82574013680637,1.0242945,-25.486275,-23.087135,-70.668304,-17.4693,5000,0.0014306275,303.61,6.4604273,27.796053,17.009922,87.92602
39.83151,223.03625,99.0,1.5899203,51,2092.65918636322,100,10.0,,32.382782,100.0,955247,1.0367252,[-0.848 -1.046 -0.376 -0.677 -0.395],0.7906864,-16.34423,-74.20118917340741,1.0245404,-23.638634,-19.287453,-64.9971,-13.128657,5100,0.0007579428,340.09,16.092783,84.85425,14.816824,288.81744
12.4778,133.88193,99.0,0.9969547,52,2180.995125055313,100,10.0,,50.90381,100.0,998724,-3.7158213,[-0.852 -1.04  -0.363 -0.66  -0.394],0.63803554,-12.322829,-76.66537827970018,1.0263598,-19.521767,-15.893813,-37.62532,-10.024361,5200,0.00037931127,434.77,31.120245,172.67406,8.019642,331.98807
19.851974,262.82657,99.0,1.188518,53,2250.6345553398132,100,10.0,,14.918058,100.0,1033991,6.763898,[-0.846 -1.027 -0.37  -0.669 -0.393],0.8233126,-17.484459,-88.6721639532783,1.0084274,-24.224476,-20.711836,-68.43962,-15.01516,5300,0.00034904724,352.67,8.385226,40.616856,16.653248,152.51976
11.691923,198.7139,99.0,0.7085861,54,2322.520755290985,100,10.0,,25.994757,100.0,1068624,13.015438,[-0.865 -1.025 -0.361 -0.663 -0.41 ],0.57984036,-17.66042,-86.46659722737331,1.0091561,-24.308754,-19.459383,-71.20236,-14.076854,5400,0.0008268833,346.33,13.50401,69.83677,14.990211,210.05896
8.546452,119.55065,99.0,0.7443702,55,2397.807981491089,100,10.0,,16.81914,100.0,1109608,-4.0481725,[-0.868 -1.032 -0.35  -0.654 -0.41 ],0.6275285,-17.560902,-81.84971637896571,0.9945887,-24.399986,-20.511911,-68.832115,-14.830107,5500,0.0010208869,409.84,12.027691,51.741425,13.487961,99.21267
30.942358,238.94478,99.0,1.2249527,56,2476.755672454834,100,10.0,,5.6935415,100.0,1150050,7.6255007,[-0.85  -1.011 -0.348 -0.627 -0.424],0.862241,-17.694876,-90.86844213742155,0.997887,-24.029907,-19.936798,-61.606884,-14.740269,5600,0.003996503,404.42,5.08768,15.044883,12.030083,44.268494
9.861969,158.17809,99.0,0.9333803,57,2562.8732838630676,100,10.0,,1.2589782,100.0,1192067,-2.3739853,[-0.8   -1.008 -0.32  -0.641 -0.421],0.9688355,-16.963943,-88.98163029744136,1.0331718,-23.406933,-21.964752,-64.09218,-15.487214,5700,0.020199236,420.17,1.9057204,4.055838,9.939122,5.207478
15.97268,172.60509,99.0,0.8650209,58,2635.912323474884,100,10.0,,8.236598,100.0,1232882,3.811885,[-0.777 -1.013 -0.314 -0.645 -0.386],0.6884664,-15.551742,-83.36474328511211,1.0699649,-22.570782,-20.51377,-64.49448,-14.024854,5800,0.016260706,408.15,6.841783,24.58613,11.481055,43.93432
36.687603,158.13359,99.0,1.4624282,59,2709.2459049224854,100,10.0,,5.0221157,100.0,1273804,3.536432,[-0.799 -1.007 -0.326 -0.629 -0.349],0.7945241,-17.008263,-83.09839035075407,1.1131446,-24.405815,-20.502218,-66.73596,-13.422968,5900,0.008243005,409.22,4.855688,15.082167,13.273798,23.18688
11.335203,124.57417,99.0,0.72386426,60,2787.681345462799,100,10.0,,0.726461,100.0,1313664,2.3168142,[-0.809 -0.984 -0.334 -0.613 -0.306],0.98385656,-15.9585,-83.6440053657705,1.1000886,-23.766172,-22.697985,-60.722256,-15.235827,6000,0.06316615,398.6,1.2516488,2.0706205,11.879668,2.880467
31.945976,320.19238,99.0,1.8398151,61,2867.8253338336945,100,10.0,,3.6620648,100.0,1352192,12.887717,[-0.824 -0.985 -0.348 -0.609 -0.319],0.986815,-16.611462,-81.65112052358246,1.0946904,-24.367764,-22.607859,-68.37084,-15.224074,6100,0.0031234566,385.28,3.2254725,10.78823,13.868828,22.444141
20.66297,154.11868,99.0,1.1268256,62,2944.6053681373596,100,10.0,,14.8209,100.0,1391351,3.1254854,[-0.855 -0.962 -0.344 -0.595 -0.324],0.7313633,-14.586814,-91.34648506328759,1.1351197,-21.903868,-18.793825,-55.519505,-12.033157,6200,0.00015693097,391.59,9.626242,42.971947,9.736635,93.675606
27.686073,248.80244,99.0,1.5850016,63,3020.999922513962,100,10.0,,11.56837,100.0,1430480,3.4560056,[-0.868 -0.96  -0.336 -0.599 -0.284],0.83786625,-14.619946,-83.51893467139558,1.1142646,-22.652342,-19.09864,-64.83294,-12.089122,6300,0.00070060825,391.29,8.197866,33.61191,12.866948,73.807106
20.336655,128.93095,99.0,1.2595527,64,3092.9298617839813,100,10.0,,14.363733,100.0,1465839,-0.68499434,[-0.853 -0.934 -0.331 -0.602 -0.305],0.7205737,-14.066943,-77.92595309190425,1.0932616,-22.11303,-18.688599,-62.38965,-11.646333,6400,0.0006764728,353.59,8.493471,36.5675,14.008113,92.49803
15.575466,142.44485,99.0,1.1061993,65,3173.7510640621185,100,10.0,,114.81613,100.0,1506228,3.4655678,[-0.846 -0.954 -0.338 -0.597 -0.326],0.6692643,-15.07615,-74.49402750000989,1.09461,-23.048584,-17.502844,-61.362915,-11.117968,6500,4.019471e-06,403.89,50.74275,332.1834,11.726986,2094.5635
12.622389,246.81183,99.0,0.9612461,66,3239.119030237198,100,10.0,,1.4542825,100.0,1538884,2.3097763,[-0.838 -0.949 -0.357 -0.599 -0.324],1.039677,-17.969944,-85.85962577590682,1.1040034,-25.504227,-24.692421,-69.81862,-17.386265,6600,0.041993372,326.56,1.4902334,3.5702252,14.778036,6.2058067
20.10251,362.40286,99.0,1.0288244,67,3307.0354046821594,100,10.0,,15.013509,100.0,1575855,5.0270524,[-0.834 -0.961 -0.353 -0.596 -0.315],0.8144455,-17.62014,-88.31792199309874,1.1095102,-25.15067,-22.793608,-71.68346,-16.058283,6700,0.0014170036,369.71,9.206523,40.72539,14.109227,114.78049
8.046028,137.92465,99.0,0.6672595,68,3383.456561565399,100,10.0,,6.529373,100.0,1613138,9.512203,[-0.837 -0.939 -0.34  -0.598 -0.309],0.70725006,-13.414228,-88.281307124185,1.1499006,-21.001282,-17.242529,-63.487537,-10.051652,6800,0.008106479,372.83,4.9717774,18.570501,12.386665,36.88893
159.57349,403.77084,99.0,5.6392837,69,3448.020622730255,100,10.0,,23.518364,100.0,1643210,5.437561,[-0.843 -0.961 -0.349 -0.619 -0.269],1.1279296,-19.935299,-88.87424890428356,1.1186236,-27.902695,-21.912483,-70.09793,-15.721845,6900,0.00029741664,300.72,10.602885,52.27356,18.80722,267.99673
49.53984,276.23682,99.0,1.6314669,70,3528.2780799865723,100,10.0,,56.85917,100.0,1680884,13.416071,[-0.847 -0.981 -0.332 -0.633 -0.3  ],0.83217126,-12.502503,-79.84828473554751,1.1087493,-20.515797,-15.3953905,-65.898315,-9.090482,7000,0.00012241089,376.74,27.976948,169.34198,12.132107,532.8989
22.18549,207.98781,99.0,1.3502856,71,3597.292670726776,100,10.0,,15.929853,100.0,1710203,3.1618948,[-0.845 -0.966 -0.346 -0.64  -0.31 ],0.68888104,-19.017883,-89.17876136994123,1.1092379,-26.561665,-21.410841,-72.833435,-14.982761,7100,0.0005707296,293.19,7.514144,34.693798,16.882683,123.210915
27.460436,229.03409,99.0,1.4239155,72,3657.8468136787415,100,10.0,,10.782561,100.0,1743527,3.8082159,[-0.845 -0.976 -0.349 -0.625 -0.31 ],0.8983188,-16.354815,-85.3717212720008,1.0890118,-24.054764,-22.082066,-67.619804,-15.2372875,7200,0.002958936,333.24,5.9121337,25.914213,13.6634035,110.94668
11.082873,385.646,99.0,1.014453,73,3741.6410965919495,100,10.0,,42.81272,100.0,1782262,3.2664373,[-0.823 -0.995 -0.357 -0.629 -0.33 ],0.68832076,-14.962687,-83.85775591071342,1.0760599,-22.520533,-18.860003,-70.34355,-12.99378,7300,3.233827e-05,387.35,21.630196,120.04604,12.524251,470.33524
26.388353,447.8468,99.0,1.4680182,74,3810.592176437378,100,10.0,,44.070957,100.0,1815267,8.755964,[-0.845 -1.002 -0.384 -0.643 -0.343],0.83058643,-16.128868,-83.7715619039604,1.0992324,-23.56062,-18.722239,-75.40411,-12.372625,7400,0.00011740982,330.05,17.399492,104.9008,18.602074,644.8446
41.835873,362.18765,99.0,1.4984325,75,3880.4103150367737,100,10.0,,15.2386,100.0,1849301,7.461422,[-0.849 -0.995 -0.365 -0.638 -0.32 ],0.8094081,-17.805916,-87.19310790590464,1.100938,-25.333433,-22.063208,-71.55882,-15.469983,7500,0.0005345413,340.34,8.312483,38.884212,16.8773,145.72614
3.1586719,181.99643,99.0,0.398989,76,3951.2495172023773,100,10.0,,0.6090828,100.0,1883882,1.4136478,[-0.865 -1.    -0.354 -0.646 -0.318],0.9360436,-16.645401,-81.48745674397894,1.0843269,-24.416697,-23.209702,-68.46188,-15.6931715,7600,0.13321325,345.81,0.8779648,1.4850242,13.478717,1.7705859
49.508217,242.2853,99.0,1.7308124,77,4030.6245086193085,100,10.0,,8.933362,100.0,1921355,4.394904,[-0.875 -0.982 -0.355 -0.637 -0.335],0.8172658,-13.223172,-79.08124118799796,1.0986402,-20.923977,-17.84635,-67.25923,-10.874817,7700,0.0005633678,374.73,6.332687,24.354134,13.429764,81.470535
46.595795,186.64842,99.0,2.392671,78,4102.465834379196,100,10.0,,4.5674777,100.0,1953954,8.134888,[-0.863 -0.939 -0.357 -0.617 -0.32 ],1.0194926,-14.864,-87.59597777867825,1.0692991,-22.369585,-19.364277,-73.785805,-12.887016,7800,0.002477613,325.99,3.2997012,11.431557,16.872904,27.870327
13.1355915,269.82858,99.0,1.0077919,79,4179.958288908005,100,10.0,,26.618658,100.0,1990564,-0.54948753,[-0.861 -0.962 -0.35  -0.621 -0.35 ],0.76745814,-14.803286,-77.76278231822342,1.0743324,-22.406206,-18.724672,-65.28261,-12.040633,7900,0.0029214513,366.1,12.17127,64.23365,13.438964,345.35175
26.760061,170.14098,99.0,1.1423334,80,4256.387007236481,100,10.0,,82.30055,100.0,2027130,7.109963,[-0.862 -0.951 -0.33  -0.61  -0.345],0.5851479,-15.089948,-81.9359600624412,1.0257235,-22.577366,-16.539309,-67.071945,-11.06493,8000,2.0425994e-05,365.66,34.50938,243.65382,13.438456,2528.589
