ReturnStepMaxmin,InitialBound,InitialReturnMean,MaxIW,MinIW,MeanIW,Weights,StdIW,InitialReturnMin,MaxD2w0t,J_sample_variance,EpLenMean,ReturnStepMax,EmpiricalD2,Iteration,TimeElapsed,MeanEntropy,EpThisIter,EpisodesSoFar,ReturnMeanIW,EntropyCoefficient,Bound,InitialReturnStd,TimestepsSoFar,MeanD2w0t,InitialReturnMax,EpRewMean,MinD2w0t,StdD2w0t
87.71474,428.315,6.942749e-06,16.282148,0.012092421,1.1772981,[ 1.275 -0.238 -0.608  0.28  -1.177],1.8534572,-3.4105682,8.163406,738912.3,18.51,100.0,2.7677045,80,524.9565677642822,0.25335476,100,8000,589.38403,10.0,483.51712,2.0567458,163442,0.06635996,5.254486,-110.71716733449435,,0.38255706
87.786545,423.6022,4.5013426e-06,1.732587,0.5334361,1.0074584,[ 1.303 -0.258 -0.636  0.285 -1.166],0.13919926,-3.9243774,1.1180145,4027.028,18.63,100.0,1.0221027,81,532.0368723869324,0.2492716,100,8100,500.79736,10.0,426.09097,2.2219281,165305,0.037711374,5.0602417,-110.85726148059179,,0.19172163
88.15736,404.04532,5.8746336e-06,740.334,0.001869628,4.6892776,[ 1.309 -0.255 -0.632  0.281 -1.17 ],42.082413,-3.9448166,1090.3574,261793390.0,19.26,100.0,208.4288,82,537.4556345939636,0.27422553,100,8200,1912.488,10.0,1153.9535,2.461743,167231,1.0709676,5.993408,-111.06743266098081,,15.613712
88.74501,374.5648,-4.348755e-06,6.7091846,0.08917026,1.1235048,[ 1.304 -0.281 -0.613  0.28  -1.145],1.1736394,-3.6868286,3.1627226,195170.1,20.55,100.0,2.1359208,83,544.5789132118225,0.2627099,100,8300,492.6315,10.0,399.28647,2.3385339,169286,0.051650055,6.5378723,-112.49496771348151,,0.25943175
88.51662,381.04016,-6.2561035e-06,2.1185372,0.5186981,1.0231252,[ 1.319 -0.265 -0.612  0.283 -1.156],0.21059972,-3.8430634,1.1737885,8143.837,20.11,100.0,1.0342026,84,550.4003903865814,0.25441298,100,8400,470.19516,10.0,388.28723,2.324638,171297,0.041259233,5.9613266,-112.26698733872196,,0.20164937
87.98817,411.10675,5.0354006e-06,5.7558484,0.2103235,1.1310732,[ 1.326 -0.275 -0.617  0.282 -1.164],0.8191814,-4.054268,2.7629116,134992.45,18.9,100.0,1.5541629,85,555.6594488620758,0.25213382,100,8500,548.5578,10.0,449.80765,2.391671,173187,0.05101032,6.3412094,-110.6931961462318,,0.26769423
87.4858,442.17917,1.5258789e-07,31.388023,0.006279071,1.6045961,[ 1.317 -0.271 -0.621  0.268 -1.167],3.4783223,-3.590683,42.737545,2464642.0,18.01,100.0,9.97412,86,561.4577460289001,0.25829956,100,8600,784.3539,10.0,627.7492,2.522275,174988,0.12780698,6.665634,-110.21806259708315,,0.98268
88.1593,407.43192,-1.7547608e-06,115.64349,0.0022114199,1.9430697,[ 1.299 -0.279 -0.609  0.283 -1.161],11.491374,-3.9801712,1100.7809,26107746.0,19.33,100.0,50.34438,87,568.0054202079773,0.2557995,100,8700,906.5575,10.0,635.83936,2.2298405,176921,0.503367,5.3927155,-111.2400679244875,,11.416117
88.34297,398.65933,5.41687e-06,4.5043135,0.056459617,1.0630043,[ 1.261 -0.259 -0.568  0.266 -1.163],0.7094762,-3.7244644,2.5378203,93179.98,19.6,100.0,1.5346445,88,574.1778664588928,0.26117274,100,8800,498.2454,10.0,415.04276,2.4596252,178881,0.04811122,5.433403,-111.41440007929478,,0.24273176
88.316696,397.0154,2.670288e-06,8.133378,0.05197281,1.1617509,[ 1.254 -0.275 -0.579  0.281 -1.158],1.2408909,-3.450241,3.2879405,275354.75,19.68,100.0,2.515442,89,579.5496799945831,0.25920132,100,8900,546.3719,10.0,450.295,1.9783282,180849,0.05962293,5.616989,-112.07294957385227,,0.3086419
88.082344,405.21063,-2.7465821e-06,323.86316,0.0006508749,4.4535165,[ 1.269 -0.278 -0.595  0.279 -1.16 ],31.954285,-3.7523346,1527.947,180368580.0,19.15,100.0,176.65181,90,585.1419649124146,0.25994843,100,9000,1951.7963,10.0,1439.4655,2.143934,182764,1.3466687,5.7685165,-111.13117374182228,,21.612791
87.31934,444.95706,-9.155273e-07,2.520936,0.20261309,1.0551258,[ 1.278 -0.261 -0.609  0.255 -1.159],0.3590564,-3.0745163,1.4283432,27718.102,17.97,100.0,1.1686577,91,592.0762228965759,0.26733774,100,9100,543.5633,10.0,467.20383,2.1120698,184561,0.038031496,5.227272,-110.64490742944523,,0.1973624
87.902626,413.64825,2.9754638e-06,202.22395,0.00026043615,3.624604,[ 1.287 -0.261 -0.614  0.264 -1.152],20.153868,-4.0014267,1008.2364,65175356.0,18.85,100.0,105.57104,92,597.2930555343628,0.26487482,100,9200,1571.9703,10.0,1077.4893,2.359585,186446,0.5011295,5.7355957,-110.5732994709367,,9.874986
87.93515,419.31442,2.2888185e-06,179.11786,0.0003207479,3.2658787,[ 1.308 -0.247 -0.638  0.283 -1.154],19.607174,-3.8189468,1312.3854,74665110.0,18.76,100.0,148.5107,93,604.425434589386,0.2556189,100,9300,1496.0262,10.0,1029.9497,2.2065604,188322,0.96720755,5.5035324,-110.88576359801877,,17.0132
88.01637,416.30438,-3.1280517e-06,271.76846,0.00013223775,4.7242126,[ 1.345 -0.263 -0.683  0.299 -1.163],30.895584,-4.466545,1251.8474,136930140.0,18.96,100.0,453.93524,94,611.3670241832733,0.23827605,100,9400,1929.4847,10.0,1215.9468,2.5859091,190218,1.4992232,5.490631,-110.4947476083447,,24.061007
88.240074,402.02292,-9.07898e-06,5.5306215,0.031443086,1.0980061,[ 1.396 -0.237 -0.694  0.305 -1.181],0.74874336,-4.0367203,6.3549213,99732.03,19.39,100.0,1.6126981,95,618.119571685791,0.24779871,100,9500,517.13696,10.0,430.36322,2.5661242,192157,0.048437256,6.28714,-110.9839102288718,,0.24880198
87.46881,434.27225,6.1035155e-07,158.34058,0.0006386479,2.1886485,[ 1.387 -0.254 -0.706  0.318 -1.171],15.261115,-3.566307,229.91766,36881270.0,18.2,100.0,24.301304,96,623.9339873790741,0.25311455,100,9600,979.9386,10.0,669.91125,2.2033005,193977,0.17667328,5.8471603,-110.2350608789224,,2.9182758
87.84859,412.17465,-1.5258789e-07,8.597161,0.068033785,1.0904317,[ 1.382 -0.229 -0.72   0.337 -1.166],1.0868654,-3.7549515,2.9735477,224633.73,18.73,100.0,2.2266297,97,630.3213551044464,0.25567868,100,9700,533.3492,10.0,433.8374,2.2251868,195850,0.051682267,5.628525,-110.69726073428063,,0.27469674
87.372215,443.82025,2.3651123e-06,8.966067,0.0112202875,1.202944,[ 1.374 -0.236 -0.713  0.342 -1.163],1.0969243,-3.68721,6.8847322,252082.7,17.85,100.0,1.8404843,98,635.2696270942688,0.24039635,100,9800,610.80426,10.0,501.90662,2.2540655,197635,0.049720436,5.960869,-109.67511542477072,,0.28512824
88.50705,383.1891,4.9591063e-06,1.948976,0.5250113,1.0210984,[ 1.391 -0.23  -0.71   0.36  -1.179],0.18594187,-3.9274292,1.1967504,6393.252,19.91,100.0,1.0406325,99,640.8443613052368,0.24763837,100,9900,473.55597,10.0,389.2181,2.2496352,199626,0.041171115,5.5995407,-111.80275832028819,,0.20235908
87.930725,418.27512,3.0517577e-07,34.788044,0.003869388,1.4975775,[ 1.392 -0.234 -0.715  0.357 -1.171],3.6941433,-3.9521332,123.26045,2364180.5,18.88,100.0,5.6445312,100,646.0645966529846,0.2343801,100,10000,702.2309,,536.49005,2.164348,201514,0.11244699,5.8238907,-110.98337601935037,,1.2828139
88.08003,405.05258,8.163453e-06,5.635284,0.17263176,1.1355455,[ 1.378 -0.207 -0.682  0.36  -1.185],0.8319207,-3.530342,2.3635955,131946.19,19.12,100.0,1.8572283,101,652.9382901191711,0.23777717,100,10100,545.6244,,450.98102,2.3178902,203426,0.049070563,5.4669724,-111.38321074918939,,0.25207657
88.22294,397.4798,4.653931e-06,33.386864,0.011812177,1.3775269,[ 1.37  -0.208 -0.67   0.356 -1.181],3.5944057,-3.8224945,62.861835,2048196.0,19.5,100.0,7.203407,102,658.8267872333527,0.22494209,100,10200,627.14136,,496.1676,2.206309,205376,0.10103832,6.014717,-111.47319232016785,,1.0549406
87.918175,406.65784,7.476807e-06,10.434126,0.022358237,1.1598884,[ 1.344 -0.202 -0.649  0.33  -1.194],1.6230983,-3.7065659,6.131455,489389.75,18.85,100.0,3.037758,103,665.5432555675507,0.2192437,100,10300,563.2885,,447.71487,2.4494803,207261,0.055497676,5.7090454,-110.92377657206973,,0.30934206
87.54797,426.38406,-5.9509275e-06,15.659371,0.019818641,1.1657978,[ 1.342 -0.177 -0.647  0.332 -1.2  ],2.2835057,-3.5339508,14.035176,1065205.9,18.25,100.0,5.7190223,104,671.4905297756195,0.21426246,100,10400,582.66266,,462.48654,1.8971,209086,0.06764794,5.2003937,-110.46524676668028,,0.46015823
87.985405,410.76636,-5.340576e-07,1.645535,0.6378666,1.0180769,[ 1.319 -0.186 -0.637  0.319 -1.205],0.1461835,-3.6252365,1.0997612,4017.2693,18.92,100.0,1.0240494,105,677.5376398563385,0.20224266,100,10500,497.0586,,417.01837,2.1591287,210978,0.03839181,5.5489197,-111.11755366119465,,0.19360809
88.27893,396.9787,-6.1035157e-06,44.16243,0.0070497748,1.6746308,[ 1.325 -0.191 -0.638  0.314 -1.217],3.7659194,-4.0199814,28.393295,2512880.5,19.48,100.0,11.844802,106,682.8708934783936,0.19834262,100,10600,765.4314,,593.28125,2.423605,212926,0.14762042,5.5872116,-111.09763509451781,,1.0993333
87.79799,424.36453,-1.4572143e-05,11.278501,0.06530563,1.2136848,[ 1.331 -0.177 -0.648  0.303 -1.221],1.444101,-3.902382,5.271812,442631.56,18.64,100.0,2.3069892,107,688.6097457408905,0.20613201,100,10700,595.4587,,487.47812,2.4400444,214790,0.06572182,5.623436,-110.70540104021967,,0.3820321
87.56902,431.7552,1.0299683e-05,10.20342,0.056387685,1.066632,[ 1.322 -0.172 -0.64   0.322 -1.213],0.92540395,-3.58181,3.3203351,189808.48,18.27,100.0,1.6023331,108,693.88325715065,0.1869299,100,10800,540.9899,,450.84506,2.0004668,216617,0.048706844,4.961754,-110.46428283021169,,0.26057494
87.38668,434.8859,-5.264282e-06,45.326233,0.0019773731,1.5638747,[ 1.32  -0.165 -0.639  0.305 -1.232],4.6214886,-4.151161,39.0357,4662108.0,17.96,100.0,7.3758287,109,699.1249344348907,0.17733078,100,10900,786.79297,,544.76807,2.1524997,218413,0.16065322,6.6941147,-110.44202891676419,,1.3456134
87.617,430.37146,9.918213e-07,2.4443173,0.22406414,1.0324571,[ 1.324 -0.171 -0.653  0.279 -1.242],0.48219654,-4.275902,1.627015,48678.258,18.29,100.0,1.2306117,110,705.4044690132141,0.1819058,100,11000,518.91113,,439.29602,2.1982374,220242,0.04084292,5.7145233,-110.03933717777545,,0.21057372
87.50543,433.41702,2.0599366e-06,86.70892,0.0019536829,1.9047909,[ 1.336 -0.176 -0.658  0.292 -1.237],9.241395,-3.9986038,78.496216,15863096.0,18.18,100.0,33.081276,111,710.6996538639069,0.16928498,100,11100,900.2522,,634.02606,2.3141382,222060,0.28934273,5.8130264,-109.79718913568894,,2.6982915
87.45423,431.5564,-4.577637e-06,30.112112,0.023407187,1.3072747,[ 1.332 -0.187 -0.638  0.298 -1.25 ],3.4219515,-3.7148209,23.814945,2258039.0,18.12,100.0,6.4040504,112,717.0261561870575,0.1679925,100,11200,644.39594,,501.5074,2.3131874,223872,0.079950735,6.6268845,-110.28585711590165,,0.57395023
87.77505,422.64478,5.722046e-06,3254.4329,0.00016475124,32.255436,[ 1.349 -0.165 -0.633  0.287 -1.251],315.67694,-3.5661087,99416.31,16451802000.0,18.78,100.0,2317.449,113,722.4566757678986,0.16369593,100,11300,13392.5625,,9249.694,2.1941237,225750,17.767744,5.8660583,-110.80487984587535,,701.59436
87.84006,410.02203,7.6293944e-08,48.7372,0.0022257906,1.7687382,[ 1.362 -0.158 -0.588  0.289 -1.255],5.1646643,-3.7721558,42.318264,5107635.0,18.9,100.0,19.35238,114,730.0694365501404,0.16079147,100,11400,826.52936,,643.7934,1.8861642,227640,0.15636316,4.3337555,-111.23306121495283,,1.3405044
87.82879,422.6585,-1.121521e-05,8.930686,0.04581321,1.2092971,[ 1.392 -0.151 -0.601  0.283 -1.258],1.1323557,-3.181984,6.4028215,247763.6,18.75,100.0,2.4797797,115,736.5157446861267,0.15575379,100,11500,587.89124,,494.49884,2.0709867,229515,0.051861368,5.7369766,-110.92479080487034,,0.2910918
87.43087,427.56747,-6.1035155e-07,83.36867,0.0015356073,2.0782077,[ 1.383 -0.154 -0.589  0.268 -1.263],6.7238636,-3.3429642,81.72258,9642660.0,18.16,100.0,34.96438,116,742.6690537929535,0.14969157,100,11600,1012.90607,,782.2518,2.293378,231331,0.23031309,5.665474,-110.61201111708583,,2.2407198
87.59382,431.02597,2.670288e-06,345.34253,0.00848066,2.0062249,[ 1.414 -0.147 -0.606  0.263 -1.269],9.3381815,-3.5355682,82.08767,15597771.0,18.31,100.0,15.672437,117,749.5129432678223,0.16528131,100,11700,948.9496,,703.2461,2.2357507,233162,0.1587864,6.874115,-110.5845403934127,,1.5725012
88.36875,381.59372,1.1672973e-05,48.106503,0.05380263,1.3163998,[ 1.423 -0.161 -0.586  0.254 -1.254],3.7176783,-5.4852524,30.353342,1929857.1,19.85,100.0,4.5621147,118,756.004851102829,0.16708931,100,11800,586.3289,,445.46854,2.3809865,235147,0.07026208,5.718643,-111.78321576248234,,0.49002346
87.53587,424.61606,-7.400513e-06,11.262094,0.018434564,1.1981366,[ 1.413 -0.172 -0.578  0.232 -1.252],1.6054956,-3.1098557,14.954205,512160.3,18.44,100.0,2.875281,119,761.7623734474182,0.13894303,100,11900,592.78357,,484.3216,2.2359128,236991,0.05627416,5.5821304,-110.6900362989505,,0.3460693
87.60894,431.83096,-6.942749e-06,1.6581568,0.43401742,1.010601,[ 1.386 -0.167 -0.564  0.212 -1.28 ],0.21092655,-3.7230377,1.1040938,9360.226,18.36,100.0,1.0576642,120,767.5591595172882,0.14004143,100,12000,509.49814,,435.90057,2.2132971,238827,0.037582662,6.5937805,-110.5665569225578,,0.19253638
87.598885,424.71857,2.670288e-06,12.55808,0.043720085,1.2823032,[ 1.388 -0.165 -0.565  0.21  -1.279],1.7233119,-3.6256714,6.496581,592696.8,18.49,100.0,3.993018,121,773.2851715087891,0.1428157,100,12100,629.99915,,519.0333,2.3370388,240676,0.059865955,6.4942474,-110.70271053505861,,0.35111213
87.69793,423.82635,-1.2969971e-06,259.86087,0.0013810906,2.890637,[ 1.405 -0.147 -0.563  0.207 -1.276],17.033844,-4.8597565,1179.7886,63024252.0,18.65,100.0,96.4,122,778.9097318649292,0.16527717,100,12200,1381.9015,,952.66455,2.651209,242541,0.7985865,6.5648727,-110.65501462271591,,14.10022
87.108864,449.49548,9.155273e-07,2.6503382,0.37623256,1.0263544,[ 1.44  -0.166 -0.604  0.219 -1.254],0.36359236,-5.693733,1.5034823,29895.258,17.6,100.0,1.1445352,123,785.8587398529053,0.15737998,100,12300,539.6618,,459.87915,2.2956808,244301,0.03679659,6.1785126,-109.7496331337546,,0.19292787
87.35372,434.54315,-4.653931e-06,4.7491155,0.25152192,1.0856466,[ 1.431 -0.17  -0.606  0.222 -1.262],0.6157744,-3.9473038,2.0838842,77796.16,18.04,100.0,1.4489473,124,791.2738306522369,0.15707424,100,12400,552.8808,,467.14435,2.4986176,246105,0.042625498,6.941246,-109.93436859926668,,0.22361723
87.426636,428.09244,-5.264282e-06,15.0174885,0.04532984,1.3965905,[ 1.438 -0.168 -0.609  0.215 -1.262],1.7811213,-3.8543625,57.570812,648166.3,18.13,100.0,3.3677468,125,796.8862471580505,0.14942037,100,12500,689.8864,,543.69104,2.5025704,247918,0.072364606,7.2946014,-109.99759983850333,,0.5580251
87.68169,424.75128,-1.4495849e-06,2.526639,0.41373497,1.0552989,[ 1.434 -0.174 -0.621  0.245 -1.27 ],0.25014865,-5.3321915,1.3674443,14362.488,18.41,100.0,1.0800811,126,802.490786075592,0.15639755,100,12600,526.02344,,445.39612,2.613473,249759,0.039085936,6.7577744,-110.02801218314814,,0.20031846
87.63782,413.35178,2.7465821e-06,6.9168434,0.03418027,1.2291466,[ 1.425 -0.164 -0.615  0.25  -1.263],1.2170215,-4.2214737,9.977602,278835.16,18.49,100.0,2.7318096,127,808.1483888626099,0.14269814,100,12700,600.40875,,494.7027,2.3804002,251608,0.052773476,6.6364594,-110.3150284088222,,0.31360587
87.28564,448.4217,3.0517577e-07,15.947444,0.15839627,1.1344224,[ 1.453 -0.17  -0.63   0.264 -1.276],1.285103,-4.4335403,7.205771,318910.66,17.92,100.0,1.6037619,128,813.9430544376373,0.16274862,100,12800,575.95856,,490.93073,2.4366772,253400,0.043963592,6.2526474,-110.29054721840971,,0.2541117
87.99443,407.469,-7.858276e-06,93.83369,0.0036273266,1.9115491,[ 1.438 -0.18  -0.639  0.263 -1.256],9.001968,-3.6815338,77.67496,10187800.0,19.17,100.0,8.394376,129,820.3965909481049,0.09928348,100,12900,817.89185,,627.73517,2.2475998,255317,0.11149793,5.5730286,-111.05590866860496,,1.1856353
88.38583,390.7348,9.918213e-07,10.76568,0.044373736,1.1553257,[ 1.5   -0.181 -0.639  0.275 -1.32 ],1.542565,-5.045418,7.689791,434918.62,19.73,100.0,3.3568537,130,827.588739156723,0.09687241,100,13000,535.44574,,424.65573,2.4257143,257290,0.070658796,6.371399,-111.65005216853308,,0.40850773
87.47787,438.65448,-5.9509275e-06,137.97658,0.0007133766,2.9430006,[ 1.484 -0.185 -0.633  0.288 -1.322],14.121343,-3.4690475,221.91791,35447950.0,18.11,100.0,59.920372,131,833.7669534683228,0.106237195,100,13100,1361.215,,979.9208,2.2159798,259101,0.48410976,5.721863,-110.58083415436968,,5.1305695
87.487335,437.75983,-6.790161e-06,3.9763153,0.1344288,1.0697997,[ 1.464 -0.18  -0.605  0.295 -1.313],0.7093066,-4.9140854,2.3957477,110362.266,18.04,100.0,1.4253393,132,840.7560613155365,0.10192873,100,13200,546.2576,,457.8402,2.1457052,260905,0.04488791,5.6646957,-110.4005307085295,,0.2369421
87.30217,446.7755,3.890991e-06,26.419067,0.011415539,1.2384712,[ 1.457 -0.171 -0.599  0.279 -1.317],2.9591377,-3.145752,15.112941,1717356.1,17.9,100.0,6.825733,133,846.1966304779053,0.08410343,100,13300,616.7285,,501.8366,1.8980372,262695,0.07504643,6.1727448,-110.69125528929666,,0.51704293
87.57432,430.49695,-2.2888185e-06,30.338533,0.011540765,1.472585,[ 1.433 -0.186 -0.597  0.284 -1.335],2.778894,-3.2219772,31.105684,1642537.5,18.36,100.0,7.380234,134,852.4997355937958,0.07881219,100,13400,730.84845,,593.4868,1.9715124,264531,0.10057824,5.9275436,-111.19377639196948,,0.76816225
87.80389,421.82605,9.918213e-07,41.461124,0.0033681416,1.9014206,[ 1.418 -0.191 -0.588  0.297 -1.34 ],5.2619643,-3.6752396,81.877975,4875402.5,18.74,100.0,11.141688,135,858.4630937576294,0.06115729,100,13500,878.71716,,683.12573,2.1066213,266405,0.19304137,5.6062164,-110.82291203748362,,1.9541469
87.516396,432.8712,-2.7465821e-06,36.63423,0.009386277,1.4198143,[ 1.415 -0.184 -0.579  0.26  -1.358],3.6869462,-4.604851,26.118137,2522412.0,18.32,100.0,3.5259783,136,865.3221335411072,0.03930816,100,13600,692.6861,,522.225,2.1921525,268237,0.08364759,5.7162247,-111.0604731474236,,0.65665877
87.38468,440.60147,-1.5258789e-07,4.260201,0.16913038,1.0804266,[ 1.418 -0.169 -0.56   0.267 -1.38 ],0.6754333,-3.2072525,2.4886503,104527.82,18.0,100.0,1.4348058,137,870.8851027488708,0.046820555,100,13700,555.446,,470.53705,2.0286329,270037,0.044553153,5.425186,-110.48288165725248,,0.23573652
87.57001,428.5287,-1.1444092e-06,57.552944,0.0034786984,1.8048259,[ 1.4   -0.16  -0.554  0.253 -1.372],6.6363683,-3.6208572,127.387764,8988909.0,18.33,100.0,14.044636,138,876.3865976333618,0.034552712,100,13800,874.7217,,644.8414,2.0636575,271870,0.14916928,5.879097,-110.89056682637633,,1.600023
87.97032,411.7343,3.0517577e-07,9.357076,0.06822302,1.098846,[ 1.404 -0.192 -0.569  0.273 -1.384],0.9694553,-4.3351974,3.163183,152995.81,19.12,100.0,1.7845416,139,883.6962471008301,0.031646255,100,13900,526.7971,,439.75226,2.1183136,273782,0.045755796,5.2665634,-111.84028778325893,,0.23624785
87.41736,443.68228,-1.0757446e-05,10.740053,0.039668545,1.1849383,[ 1.394 -0.199 -0.565  0.263 -1.387],1.0210727,-2.804512,8.65527,229602.3,18.1,100.0,1.8187442,140,889.2348568439484,0.04010013,100,14000,603.07166,,507.2444,2.0715935,275592,0.05172288,7.043419,-111.0227678085737,,0.2966019
87.423134,443.74008,5.8746336e-06,4.974854,0.063355826,1.0935951,[ 1.389 -0.208 -0.58   0.263 -1.379],0.8141897,-3.3875427,4.0388813,136760.1,18.05,100.0,1.8152068,141,895.3268790245056,0.04666677,100,14100,558.55133,,472.46786,2.0381231,277397,0.044476587,5.4777374,-110.83200519385528,,0.24014962
88.15716,400.26285,-5.340576e-07,126.784134,0.0065873135,2.35631,[ 1.376 -0.211 -0.573  0.251 -1.372],12.8563595,-4.175316,444.41226,29104748.0,19.33,100.0,50.233585,142,900.717579126358,0.06339674,100,14200,1060.757,,860.6693,2.3561473,279330,0.3167624,6.948868,-111.58532519647584,,5.258081
87.776566,416.75922,1.8310546e-06,43.19583,0.056962986,1.2682084,[ 1.446 -0.232 -0.598  0.255 -1.356],3.0751276,-3.4627533,28.393782,1416295.6,18.72,100.0,1.8092015,143,907.4490361213684,0.06449955,100,14300,597.99457,,462.43393,2.1811438,281202,0.053816114,6.1156235,-110.98655990393823,,0.4013608
87.57976,428.83594,4.119873e-06,13.643385,0.028664991,1.3725692,[ 1.428 -0.239 -0.61   0.257 -1.354],2.126296,-3.6962662,59.296967,954404.2,18.38,100.0,5.2745194,144,912.9388456344604,0.06714223,100,14400,685.09094,,547.5438,2.059741,283040,0.09235455,5.731697,-110.84500663294304,,0.96579194
87.64046,423.4797,1.5945434e-05,7.651036,0.07365329,1.0896547,[ 1.419 -0.231 -0.588  0.235 -1.352],0.9713919,-3.224968,2.8214235,189484.48,18.52,100.0,1.9781036,145,919.1586227416992,0.058470424,100,14500,539.4636,,448.00482,2.1318126,284892,0.049794424,6.423149,-110.75464284015169,,0.26449057
87.83846,418.53265,3.2043456e-06,33.486958,0.0005443746,1.3584698,[ 1.421 -0.224 -0.594  0.23  -1.36 ],3.7400723,-4.881325,58.43461,2551670.5,18.79,100.0,10.097995,146,924.5442590713501,0.04895618,100,14600,647.00226,,505.84894,2.1008518,286771,0.12241955,5.1078033,-110.86360555073448,,1.0663623
87.131004,455.19962,7.705688e-06,130.06662,0.0041175596,1.966055,[ 1.431 -0.205 -0.59   0.213 -1.37 ],9.124478,-3.525093,596.371,21102696.0,17.6,100.0,13.278077,147,930.4211046695709,0.041929398,100,14700,1013.4456,,827.2904,2.2035847,288531,0.25376523,6.596588,-109.89853184470867,,7.77449
86.957245,456.5247,-3.8146973e-06,5.213482,0.0808011,1.1165621,[ 1.417 -0.176 -0.556  0.192 -1.377],0.7746514,-3.9462585,3.67354,146936.53,17.41,100.0,1.8328834,148,936.5677678585052,0.036561787,100,14800,593.02893,,498.44196,2.1692886,290272,0.04732126,6.569786,-110.27616334539991,,0.26541686
87.7846,407.1008,-5.1116945e-06,13.375393,0.023310885,1.2524877,[ 1.414 -0.182 -0.555  0.204 -1.382],1.6241322,-3.6498947,5.8070307,491872.66,18.77,100.0,3.6110098,149,942.0403296947479,0.037628073,100,14900,602.0024,,492.29718,2.2914624,292149,0.0607057,5.9212494,-110.7026563585156,,0.34698305
87.78445,408.10812,2.7465821e-06,2.1036673,0.3935068,1.0554687,[ 1.434 -0.177 -0.562  0.2   -1.381],0.34058532,-3.7425842,1.5638068,24291.783,18.82,100.0,1.1298952,150,948.1335072517395,0.03495146,100,15000,514.6657,,425.53864,2.266122,294031,0.04114766,6.30159,-110.62669084478614,,0.20878431
88.062386,400.98538,-7.6293944e-08,3.1113555,0.29916716,1.0557927,[ 1.429 -0.17  -0.556  0.205 -1.384],0.4172969,-4.3183975,2.1750073,34061.996,19.34,100.0,1.1495087,151,953.6890783309937,0.052874245,100,15100,504.72992,,417.44595,2.3021133,295965,0.042582765,5.8675156,-111.35412848213687,,0.2142553
87.98233,400.6017,5.0354006e-06,3.243997,0.47420737,1.0314211,[ 1.444 -0.17  -0.549  0.199 -1.366],0.30642462,-3.6922836,1.4680526,17509.768,19.15,100.0,1.0855491,152,959.103667974472,0.055486303,100,15200,497.28546,,409.56946,2.457403,297880,0.040476654,6.852104,-111.14812765240445,,0.20321685
87.50547,423.0954,-2.2125244e-06,28.92502,0.007920351,1.3432692,[ 1.447 -0.175 -0.556  0.201 -1.363],3.262444,-4.6634827,40.06008,2169412.2,18.33,100.0,9.471672,153,964.2254564762115,0.04824207,100,15300,666.6615,,530.32806,2.2792635,299713,0.085941486,7.4336166,-110.82604227486529,,0.76477784
87.7623,414.0219,-3.0517577e-07,11.706403,0.0965096,1.1490701,[ 1.485 -0.175 -0.569  0.21  -1.371],0.9918755,-3.7998352,4.217089,197044.1,18.71,100.0,1.8480154,154,970.7944138050079,0.045506373,100,15400,559.10254,,459.86627,2.5635717,301584,0.05235594,6.7337494,-110.6246231242255,,0.28406575
87.35632,432.766,-4.5013426e-06,67.15783,0.0005730571,1.9708579,[ 1.489 -0.187 -0.576  0.225 -1.373],7.1251116,-4.0439606,602.7748,9502374.0,18.07,100.0,33.40186,155,976.4674115180969,0.0073268847,100,15500,928.96063,,738.81323,2.2400734,303391,0.22365165,5.1144943,-110.67655374477279,,5.2533717
87.571144,431.48737,-9.155273e-07,104.10272,0.00017709934,1.9343839,[ 1.55  -0.201 -0.595  0.244 -1.412],10.195224,-3.505661,395.906,20994728.0,18.37,100.0,32.498367,156,982.8390140533447,-0.008567701,100,15600,921.668,,633.91315,2.3018503,305228,0.49625808,6.8345337,-110.84139126217464,,7.160478
87.80808,416.83792,-1.6784668e-06,25.49321,0.0072569163,1.5304781,[ 1.594 -0.232 -0.609  0.276 -1.428],2.2951925,-3.5326157,11.453547,1023365.56,18.72,100.0,6.399502,157,988.2867290973663,-0.013463712,100,15700,733.7247,,604.9695,2.2102182,307100,0.07700013,5.5693054,-110.77194334555678,,0.50225747
87.64735,427.87497,3.1280517e-06,22.85615,0.0075537567,1.1766553,[ 1.583 -0.252 -0.611  0.28  -1.432],1.8567027,-3.3766708,9.128455,634670.94,18.53,100.0,4.2308455,158,994.3539571762085,-0.013859212,100,15800,582.3289,,474.92645,1.8443005,308953,0.065506175,5.358246,-111.42880194289285,,0.40072143
87.0421,460.81845,1.6784668e-06,15.342578,0.021451987,1.1839485,[ 1.575 -0.257 -0.598  0.272 -1.433],1.7836133,-3.9903946,23.071419,746421.6,17.37,100.0,4.1073456,159,999.6097209453583,-0.035095204,100,15900,626.6971,,515.86566,1.9340851,310690,0.068980895,5.709282,-110.31543350214713,,0.5071134
87.68166,416.815,-6.1035155e-07,175.8855,0.005426685,2.4233582,[ 1.538 -0.252 -0.596  0.292 -1.454],13.647401,-2.7329102,234.81477,40803520.0,18.51,100.0,17.41559,160,1005.9188408851624,-0.026388777,100,16000,1174.1593,,881.8723,1.858221,312541,0.2638883,6.577385,-111.48285891845215,,2.838995
