InitialBound,MinIW,MeanEntropy,Iteration,TimeElapsed,EpLenMean,EpisodesSoFar,InitialReturnMax,ReturnStepMax,J_sample_variance,InitialReturnMean,MaxIW,StdIW,MinD2w0t,Weights,StdD2w0t,InitialReturnStd,EmpiricalD2,InitialReturnMin,Bound,MeanIW,ReturnStepMaxmin,EpThisIter,MaxD2w0t,TimestepsSoFar,MeanD2w0t,EpRewMean,ReturnMeanIW,EntropyCoefficient
28.13213,0.6089209,1.3621886,24,302.84599232673645,67.42,2400,32.14357,100.0,613.5378,1.2588501e-06,2.1072836,0.23277654,,[-0.4   -0.511 -0.347 -0.214 -0.055],0.3532825,11.643581,1.059424,-23.024239,30.259756,1.0354434,95.27765,100,1.1900673,124247,0.13938726,-125.69992010070908,115.661865,10.0
32.17846,0.6891385,1.3706487,25,316.6745228767395,64.22,2500,36.44048,100.0,455.19894,-5.1498414e-06,1.9420111,0.16057058,,[-0.41  -0.491 -0.346 -0.212 -0.057],0.3405514,12.400027,1.0301191,-22.688553,33.366188,1.0149713,95.22231,100,1.0833263,130669,0.13071114,-121.31976739566782,117.47013,10.0
33.98858,0.6423062,1.3641418,26,330.38759660720825,63.5,2600,32.173397,100.0,437.22964,9.155273e-07,1.8043704,0.14772514,,[-0.414 -0.484 -0.342 -0.213 -0.048],0.33762112,11.454653,1.0279666,-22.916237,36.061333,1.0285858,95.13959,100,1.0876632,137019,0.1287568,-123.27105036552855,121.76824,10.0
33.687836,0.36825964,1.3719759,27,344.4594669342041,64.79,2700,28.939346,100.0,1287.803,1.7929077e-06,3.4326487,0.39375716,,[-0.431 -0.483 -0.347 -0.211 -0.055],0.35492042,11.474454,1.1075286,-19.388214,36.80098,1.0728197,95.24813,100,1.2882681,143498,0.13680519,-125.08762628981277,123.27603,10.0
32.79921,0.55680734,1.374023,28,359.2574050426483,64.24,2800,29.02956,100.0,313.705,-5.340576e-07,1.753845,0.20599073,,[-0.423 -0.48  -0.337 -0.203 -0.047],0.34193727,11.444524,1.0527511,-21.156517,35.107082,1.0584998,95.28197,100,1.1285764,149922,0.13126361,-123.51894868054698,120.828,10.0
37.593273,0.46527365,1.3846515,29,372.5425193309784,62.1,2900,42.17764,100.0,806.80524,-5.264282e-06,3.489438,0.3139014,,[-0.412 -0.469 -0.332 -0.207 -0.045],0.34234115,12.819613,1.0654417,-19.704765,40.08092,1.0506796,95.116554,100,1.1986095,156132,0.1288407,-122.13382524273555,125.93691,10.0
35.01083,0.38100812,1.37446,30,386.19277787208557,62.91,3000,41.693565,100.0,2886.7751,1.3732911e-06,5.367901,0.5261609,,[-0.418 -0.478 -0.337 -0.216 -0.034],0.3626667,12.257844,1.1634378,-22.9842,39.43322,1.07613,95.158264,100,1.4839702,162423,0.13734646,-121.93262016806854,129.23729,10.0
12.655474,0.6137292,1.3720763,31,400.49544405937195,71.51,3100,49.16792,100.0,919.1517,3.8146972e-08,3.4046178,0.33047134,,[-0.413 -0.48  -0.322 -0.216 -0.045],0.36178416,14.772696,1.0738426,-23.072533,14.780142,1.036893,95.61906,100,1.3434048,169574,0.1476357,-120.8862975307971,102.448296,10.0
3.617857,0.5435049,1.3821836,32,416.3024728298187,77.87,3200,43.147217,100.0,683.9354,1.9836425e-06,2.589806,0.24215716,,[-0.428 -0.476 -0.322 -0.21  -0.047],0.37469956,15.376436,1.0586448,-26.936043,5.507886,1.0336587,95.82115,100,1.1983941,177361,0.16086982,-123.7723253173175,92.97965,10.0
-3.2800474,0.7543154,1.3833495,33,431.35620164871216,82.38,3300,35.662777,100.0,397.58966,-3.2806397e-06,2.105146,0.13691776,,[-0.427 -0.481 -0.317 -0.208 -0.037],0.37550393,15.380151,1.0205622,-26.521667,-2.5968256,1.0045661,95.96973,100,1.1250625,185599,0.16674164,-124.81804451843854,83.93587,10.0
-5.8781595,0.6448357,1.3792828,34,451.46743607521057,85.1,3400,36.536613,100.0,405.11703,2.670288e-06,1.4912918,0.15232433,,[-0.43  -0.474 -0.314 -0.205 -0.036],0.3813371,15.125324,1.0269117,-28.205276,-4.665515,1.0120617,96.05777,100,1.0613453,194109,0.17268375,-125.19203770728467,81.64787,10.0
-22.156048,0.51178527,1.3789937,35,470.20592164993286,98.49,3500,50.886112,100.0,990.8467,2.2125244e-06,4.5333786,0.44919655,,[-0.438 -0.485 -0.317 -0.208 -0.04 ],0.43227482,18.381128,1.1363977,-34.717834,-19.082972,1.0674564,96.45445,100,1.5906668,203958,0.21323903,-125.376569377986,69.78951,10.0
-27.173182,0.36780718,1.3676486,36,488.64058899879456,104.73,3600,38.399,100.0,754.3911,-2.2125244e-06,6.5964465,0.5716312,,[-0.449 -0.487 -0.313 -0.211 -0.04 ],0.44884074,15.364644,1.1739091,-31.478714,-23.200108,1.1054767,96.60847,100,1.6289856,214431,0.22962277,-125.24429831220576,66.00646,10.0
-37.04468,0.5820743,1.3660997,37,508.01353883743286,117.79,3700,42.441944,100.0,475.1854,1.1062622e-06,2.2663472,0.23634194,,[-0.465 -0.488 -0.312 -0.209 -0.051],0.44280604,17.18067,1.0636874,-29.017086,-34.912796,1.0404553,96.85148,100,1.3170078,226210,0.24542148,-126.53740796103313,52.322807,10.0
-38.411324,0.55941355,1.3677181,38,529.9612872600555,118.11,3800,45.452953,100.0,614.7239,-3.6239624e-06,2.7486534,0.29348758,,[-0.482 -0.491 -0.315 -0.209 -0.053],0.45236036,18.080475,1.0974727,-32.510815,-36.35642,1.0200387,96.86197,100,1.4008603,238021,0.2508761,-126.26179220351041,51.41223,10.0
-41.98795,0.49098852,1.366233,39,552.9737117290497,125.54,3900,37.26481,100.0,547.58813,2.670288e-06,2.996284,0.28373596,,[-0.491 -0.493 -0.313 -0.21  -0.051],0.45705044,18.360197,1.0900818,-38.68446,-40.268597,0.9839093,97.01337,100,1.350559,250575,0.26414007,-124.70140234590617,47.24058,10.0
-53.256767,0.252073,1.3555628,40,579.991453409195,146.61,4000,34.776115,100.0,516.0105,4.119873e-06,4.0476737,0.42273474,,[-0.501 -0.494 -0.311 -0.209 -0.053],0.50050294,18.018156,1.1508198,-35.067005,-50.971123,1.0126808,97.27695,100,1.5743476,265236,0.32070905,-126.31115966967778,37.210735,10.0
-66.59223,0.40938497,1.3554747,41,608.1212196350098,177.49,4100,36.858047,100.0,382.3998,4.15802e-06,2.2482324,0.20628697,,[-0.516 -0.499 -0.312 -0.208 -0.063],0.504775,19.289263,1.0769503,-40.084713,-65.48177,0.99212205,97.605515,100,1.2560147,282985,0.37367022,-123.75340281991969,21.530722,10.0
-70.26011,0.5043751,1.3593694,42,637.8328790664673,196.27,4200,33.538223,100.0,452.6373,-1.0299683e-06,1.9279102,0.2005057,,[-0.525 -0.496 -0.311 -0.205 -0.063],0.5146296,21.043957,1.0855625,-48.7346,-68.94001,0.98201954,97.712555,100,1.2399561,302612,0.41299823,-126.34344544438905,18.089886,10.0
-78.66404,0.43680376,1.3578876,43,674.8678407669067,226.21,4300,44.784275,100.0,371.3882,-2.1362305e-06,4.2094626,0.40663862,,[-0.538 -0.501 -0.314 -0.202 -0.06 ],0.55721235,19.107336,1.1763217,-40.32639,-76.54344,1.031886,97.956635,100,1.4432764,325233,0.502802,-118.01012302846883,11.042223,10.0
-83.27321,0.42531377,1.3548704,44,711.3410105705261,260.05,4400,34.88703,100.0,337.23044,1.8310546e-06,5.1139803,0.35170785,,[-0.55  -0.502 -0.314 -0.199 -0.061],0.5536523,18.638708,1.1657145,-46.59194,-81.7413,1.0187776,98.1111,100,1.3755641,351238,0.57266265,-115.57897833510269,5.6096444,10.0
-85.627945,0.4564346,1.3516587,45,757.6201570034027,293.34,4500,36.00242,100.0,341.40958,1.5830993e-06,2.400581,0.25973216,,[-0.562 -0.503 -0.314 -0.196 -0.064],0.52315354,18.568136,1.1024306,-42.010036,-84.74615,1.0005958,98.224335,100,1.2058687,380572,0.6216334,-113.76669741831728,2.1323993,10.0
-84.88447,0.3490683,1.3486258,46,804.6088759899139,284.54,4600,34.189888,100.0,272.43732,2.861023e-06,2.1550133,0.24188101,,[-0.572 -0.501 -0.314 -0.194 -0.067],0.52707314,17.581532,1.103143,-49.092636,-84.08602,0.9780844,98.203,100,1.2187707,409026,0.6041019,-113.38851686471915,2.9108298,10.0
-89.44454,0.49392062,1.3460613,47,856.0235280990601,329.08,4700,33.716465,100.0,240.22032,9.155273e-07,1.7925199,0.18013369,,[-0.58  -0.502 -0.313 -0.192 -0.07 ],0.49020648,16.03091,1.058444,-44.52776,-89.06442,0.9968582,98.353195,100,1.1057191,441934,0.67964107,-106.42637043931072,-2.356899,10.0
-87.25676,0.51726264,1.342775,48,908.3399350643158,335.68,4800,31.94839,100.0,222.18918,-3.2424927e-07,1.9635817,0.18235642,,[-0.589 -0.506 -0.315 -0.192 -0.073],0.48356962,14.906788,1.0511303,-42.68124,-86.7818,1.0282098,98.35945,100,1.0848403,475502,0.69070643,-107.50934779818506,-0.083092496,10.0
-89.11149,0.43492493,1.3426613,49,953.8847465515137,321.78,4900,30.73676,100.0,209.63374,1.14440915e-07,3.278844,0.23580648,,[-0.595 -0.507 -0.315 -0.191 -0.076],0.50381786,14.663,1.0886605,-37.133263,-88.49896,0.9980084,98.30499,100,1.1598694,507680,0.6756675,-111.82023651324297,-1.6421264,10.0
-87.16886,0.4700753,1.3402079,50,1001.9815013408661,317.82,5000,30.059732,100.0,276.14948,3.3950805e-06,1.9641571,0.178294,,[-0.601 -0.504 -0.314 -0.188 -0.076],0.49656084,16.934267,1.0528352,-51.547997,-86.69114,1.0053172,98.32617,100,1.1009687,539462,0.65535814,-107.07756903476438,0.02508582,10.0
-93.58445,0.6355153,1.3408428,51,1058.4957349300385,382.97,5100,29.09698,100.0,207.51987,1.5258789e-07,1.3655825,0.08593776,,[-0.608 -0.503 -0.314 -0.188 -0.079],0.42722204,14.468635,1.0165105,-43.88594,-93.42752,0.98695815,98.51111,100,1.0260956,577759,0.7727661,-93.6142011421036,-6.9198,10.0
-94.14624,0.49380887,1.3393449,52,1118.9502012729645,381.15,5200,22.37347,100.0,180.04668,-1.6021728e-06,1.8637922,0.17752399,,[-0.613 -0.502 -0.315 -0.188 -0.078],0.43630454,13.677165,1.0442444,-42.9459,-93.88846,1.010914,98.52515,100,1.0694337,615874,0.7808412,-90.49617220629048,-7.244102,10.0
-93.66956,0.5062185,1.3392553,53,1178.7276377677917,378.49,5300,23.651161,100.0,167.01358,-1.4495849e-06,1.9039514,0.16318575,,[-0.618 -0.497 -0.314 -0.186 -0.08 ],0.439225,12.952687,1.0438131,-35.42802,-93.35416,0.99959624,98.50383,100,1.0747641,653723,0.77474284,-93.89789190794214,-6.7104106,10.0
-90.77165,0.62232417,1.3374122,54,1233.2015480995178,370.59,5400,23.31827,100.0,171.90414,-4.386902e-07,1.4304956,0.108831614,,[-0.624 -0.497 -0.314 -0.185 -0.08 ],0.44489333,13.660304,1.029716,-41.81797,-90.54489,0.9849196,98.454315,100,1.0445743,690782,0.7526994,-101.11144812493276,-3.9341495,10.0
-93.160225,0.5425908,1.335412,55,1295.6148507595062,376.81,5500,27.940783,100.0,212.55414,-1.7547608e-06,1.6275413,0.12959096,,[-0.631 -0.498 -0.315 -0.184 -0.082],0.43995237,14.2280035,1.0376778,-34.83806,-92.97361,1.0001234,98.50568,100,1.0623876,728463,0.76911443,-93.13339768392916,-6.309183,10.0
-90.92675,0.69890445,1.3358471,56,1356.6569693088531,351.64,5600,32.151833,100.0,181.10124,-1.411438e-06,1.4937549,0.11805736,,[-0.637 -0.495 -0.316 -0.184 -0.084],0.4642281,13.688189,1.0286763,-30.895473,-90.71956,1.0009018,98.42947,100,1.0498949,763627,0.714525,-100.31157592465861,-4.100305,10.0
-94.184555,0.57488537,1.3345997,57,1414.9021825790405,354.19,5700,35.955235,100.0,199.26419,1.335144e-06,1.6248941,0.14833054,,[-0.64  -0.492 -0.315 -0.184 -0.083],0.46517733,14.8707,1.0407604,-43.11798,-93.84973,0.97953415,98.47786,100,1.0610813,799046,0.7247044,-92.46978620434498,-7.1108313,10.0
-92.93877,0.570492,1.3333693,58,1477.7192041873932,387.43,5800,29.409409,100.0,188.56491,2.4032593e-06,1.5351896,0.11347699,,[-0.643 -0.494 -0.314 -0.183 -0.084],0.4228999,13.878653,1.0233473,-40.908653,-92.7972,0.99794143,98.52077,100,1.037016,837789,0.78442353,-92.83433615694346,-6.185502,10.0
-94.84458,0.38030076,1.3292159,59,1544.344369649887,379.83,5900,27.328129,100.0,229.48486,-1.0681152e-06,2.499347,0.2044232,,[-0.649 -0.493 -0.315 -0.182 -0.086],0.4447532,16.130894,1.0723107,-48.149292,-94.220604,0.99309736,98.49193,100,1.1151061,875772,0.78949606,-96.48950368098134,-7.341807,10.0
-96.275406,0.78141344,1.3290728,60,1612.869624376297,396.59,6000,33.26516,100.0,158.0727,-1.8119812e-06,1.1490232,0.047125284,,[-0.657 -0.492 -0.315 -0.182 -0.09 ],0.4060359,12.423284,1.0044188,-35.309296,-96.24247,0.9993549,98.592285,100,1.0060921,915431,0.79515654,-80.84873278971388,-9.666728,10.0
-95.12045,0.7041032,1.3286443,61,1669.229258298874,392.96,6100,26.381443,100.0,168.6528,-2.0980835e-06,1.3018601,0.076596424,,[-0.657 -0.491 -0.315 -0.183 -0.09 ],0.41272148,13.328137,1.0113147,-42.759876,-94.95508,0.9982326,98.553925,100,1.0179976,954727,0.7907514,-87.6464130366229,-8.326906,10.0
-93.42198,0.60848415,1.3236109,62,1720.2288296222687,367.54,6200,27.431503,100.0,252.22778,3.2234193e-06,1.5110283,0.11981783,,[-0.663 -0.49  -0.317 -0.181 -0.09 ],0.44814667,16.339964,1.0266975,-47.59574,-93.1314,0.99076915,98.52023,100,1.0382318,991481,0.7463577,-88.1681632235661,-6.359201,10.0
-92.94621,0.58665156,1.3187294,63,1772.1346879005432,379.68,6300,25.88681,100.0,197.60762,-1.8119812e-06,1.5624038,0.14062011,,[-0.667 -0.49  -0.317 -0.181 -0.095],0.43609008,13.845007,1.0355451,-53.826157,-92.75838,1.0108781,98.5363,100,1.0531893,1029449,0.7743867,-88.02989636581172,-5.9013157,10.0
-93.98307,0.86177367,1.318238,64,1834.9577639102936,404.2,6400,31.402832,100.0,203.78458,-7.6293944e-08,1.143872,0.030723866,,[-0.672 -0.489 -0.318 -0.181 -0.1  ],0.39394063,14.195254,1.0017847,-34.502266,-93.96291,0.99953055,98.569214,100,1.003094,1069869,0.8091711,-87.06053989151647,-7.293458,10.0
-95.51073,0.69895905,1.3182665,65,1890.3252589702606,388.41,6500,38.261974,100.0,242.2977,6.1035155e-07,1.5068934,0.0887876,,[-0.673 -0.487 -0.318 -0.18  -0.101],0.42003894,15.351267,1.0153424,-40.96322,-95.42572,1.0000223,98.55147,100,1.0244534,1108710,0.7835886,-87.10822475721848,-8.677052,10.0
-92.16868,0.7137592,1.315454,66,1951.5268065929413,379.24,6600,31.120358,100.0,178.71439,-1.7166137e-06,1.1925502,0.060439523,,[-0.678 -0.487 -0.32  -0.181 -0.101],0.42979375,13.331937,1.007248,-37.413452,-92.09653,1.004493,98.494736,100,1.0100452,1146634,0.76164734,-95.8093727575394,-5.350785,10.0
-93.37277,0.86282295,1.3164078,67,2011.1976158618927,375.06,6700,30.723885,100.0,163.03598,-1.6403199e-06,1.2775054,0.063121386,,[-0.681 -0.488 -0.321 -0.18  -0.103],0.43474144,12.719982,1.0074903,-34.91416,-93.32881,1.0069537,98.50557,100,1.0107989,1184140,0.753225,-92.72193152814582,-6.607291,10.0
-95.7021,0.6641649,1.313842,68,2069.2775378227234,398.63,6800,28.434107,100.0,200.53864,9.536743e-08,1.5040734,0.09944377,,[-0.682 -0.487 -0.32  -0.18  -0.103],0.40645447,14.369435,1.0200984,-34.222286,-95.53454,0.98815435,98.56711,100,1.0329225,1224003,0.8059099,-86.28095756297894,-8.73135,10.0
-94.32882,0.5751977,1.3111511,69,2128.926686525345,366.3,6900,29.844242,100.0,233.12666,-1.4495849e-06,1.5657619,0.14706519,,[-0.686 -0.486 -0.321 -0.18  -0.105],0.4522803,14.772928,1.0374409,-34.554993,-94.142586,1.0058992,98.51024,100,1.0638108,1260633,0.74828404,-89.7002161577321,-7.222326,10.0
-94.91235,0.55253696,1.3095722,70,2193.127007007599,383.7,7000,25.67781,100.0,202.40874,1.335144e-07,1.6614729,0.14969198,,[-0.689 -0.481 -0.32  -0.179 -0.108],0.4319634,14.5483,1.0403781,-57.046623,-94.65718,0.9988714,98.56615,100,1.062456,1299003,0.7842059,-83.23400540954631,-7.7361426,10.0
-94.27739,0.7301126,1.3109192,71,2257.043868303299,377.26,7100,26.380247,100.0,243.65512,3.4332277e-07,1.5555439,0.103518754,,[-0.693 -0.477 -0.32  -0.178 -0.109],0.43522698,15.671581,1.0207635,-47.213516,-94.103745,1.0140253,98.54932,100,1.0477191,1336729,0.7629377,-85.01287138876458,-7.259764,10.0
-92.95525,0.6395931,1.3089846,72,2317.7652382850647,372.48,7200,26.048216,100.0,269.75177,1.0681152e-06,1.395861,0.09486146,,[-0.7   -0.475 -0.321 -0.177 -0.108],0.43951008,17.084864,1.0151205,-53.974552,-92.75569,0.9866681,98.51138,100,1.0245132,1373977,0.7511103,-91.00043931177288,-5.9222417,10.0
-91.83291,0.5973791,1.3056335,73,2380.5831332206726,387.27,7300,28.90035,100.0,159.9458,1.14440915e-07,1.85141,0.13871472,,[-0.705 -0.476 -0.322 -0.176 -0.11 ],0.42611307,12.35621,1.0365953,-31.283747,-91.61922,1.0233411,98.543655,100,1.0536553,1412704,0.78948224,-88.36329984670003,-4.659081,10.0
-95.14274,0.9258173,1.3050547,74,2444.7839589118958,395.58,7400,24.21649,100.0,161.6,4.386902e-07,1.0879388,0.02200498,,[-0.708 -0.473 -0.321 -0.175 -0.113],0.40667954,12.669458,1.0009094,-32.62361,-95.12008,1.0011761,98.603546,100,1.0012962,1452262,0.79155195,-78.41333692002148,-8.322322,10.0
-93.28772,0.80031943,1.3041701,75,2512.118914604187,416.01,7500,20.45044,100.0,135.99815,2.708435e-06,1.1968403,0.055296868,,[-0.709 -0.474 -0.322 -0.175 -0.114],0.3750683,11.597385,1.0060958,-35.89353,-93.24311,0.9976539,98.60417,100,1.0091267,1493863,0.83472,-82.33534221119909,-6.4076586,10.0
-94.60622,0.86480033,1.3037106,76,2575.237505197525,388.75,7600,24.938536,100.0,207.76288,1.2207031e-06,1.1721294,0.042573385,,[-0.71  -0.472 -0.322 -0.175 -0.115],0.4166353,14.309091,1.0034922,-41.589867,-94.54953,1.0051031,98.52025,100,1.0091605,1532738,0.77882546,-93.25291303792704,-7.721852,10.0
-93.473694,0.47333544,1.3035945,77,2635.2690341472626,399.47,7700,24.630014,100.0,170.25262,-1.6784668e-06,1.694035,0.15665853,,[-0.715 -0.472 -0.323 -0.175 -0.115],0.4102511,13.117534,1.0448498,-40.71354,-93.205215,1.0240027,98.57762,100,1.1030302,1572685,0.81726444,-84.36425044065362,-6.209044,10.0
-93.513145,0.877854,1.3022158,78,2699.0001590251923,371.95,7800,32.07867,100.0,197.81769,4.7683716e-07,1.1591502,0.03718159,,[-0.719 -0.471 -0.323 -0.175 -0.115],0.4371381,13.976141,1.0025581,-39.50455,-93.48279,0.9994151,98.51315,100,1.0039481,1609880,0.74502844,-90.54274817078394,-6.6431584,10.0
