TimeElapsed,J_sample_variance,Iteration,ReturnMeanIW,EpRewMean,EpisodesSoFar,MaxD2w0t,EpLenMean,MaxIW,InitialReturnStd,InitialReturnMean,StdIW,EpThisIter,MinD2w0t,MeanIW,ReturnStepMaxmin,InitialReturnMin,EmpiricalD2,MinIW,StdD2w0t,TimestepsSoFar,MeanEntropy,InitialReturnMax,MeanD2w0t,Weights,Bound,InitialBound,ReturnStepMax
9.725173234939575,2277.7842,1,-39.92114,-121.62483749719935,100,1251.0496,45.73,19.836895,8.854463,-82.39787,0.6752751,100,,0.39219508,99.023315,-99.28012,166.46347,0.00077457534,19.93157,4573,1.4414132,-56.768597,2.3383293,[-0.365 -0.68  -0.484 -0.253  0.   ],-49.35836,-83.483246,100.0
29.921983003616333,3266.2598,2,-42.738266,-127.33817823407142,200,1356.2925,57.01,57.86447,9.442211,-79.75553,1.1773561,100,,0.46094596,99.196556,-95.871376,64.35523,0.0023089058,21.321745,10274,1.3637958,-49.88899,1.7023547,[-0.414 -0.713 -0.43  -0.244  0.023],-51.572395,-80.94505,100.0
55.49413561820984,1319.196,3,-40.51265,-134.29731635146658,300,4183.923,96.13,8.516548,13.658812,-66.98862,0.6570978,100,,0.4861847,99.0,-88.248764,108.287766,0.00024461607,76.43574,19887,1.3460613,-20.667963,6.5595875,[-0.449 -0.647 -0.357 -0.238 -0.055],-47.70008,-68.32145,100.0
75.06084132194519,3438.106,4,-43.593254,-119.29898812153611,400,845.7142,57.16,13.850442,9.83758,-74.11389,1.031446,100,,0.5302348,99.015,-93.92217,57.077232,0.008096509,13.088055,25603,1.3939207,-46.974915,1.2065052,[-0.473 -0.595 -0.398 -0.244 -0.073],-50.158573,-75.24638,100.0
104.07087826728821,1639.509,5,-43.83622,-136.1980925363232,500,38722.04,114.64,77.67925,15.195193,-63.78021,2.8736796,100,,0.9250775,99.00001,-91.46099,496.686,0.0016913095,696.2325,37067,1.3853956,-21.1194,36.326675,[-0.515 -0.596 -0.38  -0.202 -0.025],-49.047195,-65.133224,100.0
148.73684239387512,542.6324,6,-37.749107,-144.41290529460355,600,15495.175,219.3,18.853804,16.848866,-49.066822,0.94456613,100,,0.6479436,99.00004,-94.25691,921.3792,0.0022664394,577.16254,58997,1.3809749,-16.082827,89.3285,[-0.525 -0.609 -0.346 -0.194 -0.033],-40.9459,-50.50146,100.0
222.42042589187622,54895.707,7,-3.0763664,-136.49302840742908,700,5312281.0,392.02,536.14044,14.528628,-39.27576,9.886072,100,,0.9938447,99.0,-78.40622,494214.44,2.0286946e-06,183223.39,98199,1.4225087,-10.858633,37298.574,[-0.548 -0.611 -0.327 -0.171 -0.038],-13.564145,-40.631718,100.0
278.4173376560211,530.95123,8,-29.764843,-119.97906077863406,800,56810.008,287.1,21.056238,18.02821,-39.988903,1.0699458,100,,0.54340154,99.0,-85.7953,7413.882,2.392041e-05,3273.243,126909,1.3984089,-7.126696,731.2919,[-0.582 -0.54  -0.335 -0.185  0.004],-33.283333,-41.180805,100.0
357.5049149990082,161.32622,9,-23.939074,-99.74358469211295,900,42311.527,420.25,20.083641,11.871415,-33.418724,1.0609058,100,,0.5153396,99.0,-69.12714,13222.63,2.8363943e-06,3522.9143,168934,1.3885839,-8.989522,1338.236,[-0.586 -0.553 -0.299 -0.197 -0.021],-26.657717,-34.409607,100.0
412.3123915195465,441.2781,10,-28.381327,-110.38218756450073,1000,5564.7085,256.81,36.043304,17.216396,-39.159393,1.7921488,100,,0.71018076,99.0,-80.37751,853.5093,0.00081304845,362.35944,194615,1.384228,-5.989518,91.70012,[-0.601 -0.537 -0.329 -0.219 -0.03 ],-30.48727,-40.255962,100.0
495.4124343395233,475.14252,11,-25.209883,-92.71739103460203,1100,17881.91,407.0,65.91198,12.917514,-30.38102,1.5736605,100,,0.5968329,99.0,-74.1837,5204.8447,9.630658e-06,1457.1433,235315,1.3919693,-1.036235,570.35474,[-0.625 -0.543 -0.312 -0.199 -0.035],-27.286203,-31.302101,100.0
548.9026329517365,540.9341,12,-31.231995,-114.33861473726222,1200,11151.84,270.0,19.613934,18.562382,-39.55305,1.3345257,100,,0.7415307,99.0,-85.50281,1086.7322,3.429494e-05,518.17145,262315,1.4071199,-1.1262474,118.8252,[-0.616 -0.544 -0.338 -0.221 -0.027],-33.361656,-40.688923,100.0
618.6543605327606,412.8328,13,-25.61987,-93.07113673382486,1300,40205.57,363.12,96.18448,14.0643425,-31.663757,3.293053,100,,0.88655734,99.0,-77.33831,6478.299,1.7669244e-06,2179.8389,298627,1.3617043,1.5055414,677.0518,[-0.649 -0.513 -0.318 -0.201 -0.012],-27.728987,-32.588352,100.0
693.456481218338,232.84525,14,-21.074797,-78.4628836494438,1400,44525.543,392.26,25.632845,13.222816,-28.049612,1.0152777,100,,0.51947874,99.0,-67.68337,11132.784,2.333063e-06,3420.9521,337853,1.346082,-6.1864495,1165.2006,[-0.65  -0.437 -0.282 -0.187 -0.057],-23.123816,-28.829086,100.0
752.2153940200806,350.43185,15,-22.631067,-86.8451687174168,1500,165661.23,293.39,45.196228,20.250822,-29.673656,1.2612549,100,,0.62667835,99.0,-81.62446,3615.1587,0.0003281454,2731.4338,367192,1.3431606,1.9810338,274.8365,[-0.661 -0.426 -0.269 -0.218 -0.073],-24.486391,-30.5364,100.0
830.1883411407471,305.314,16,-23.440678,-82.55261520847567,1600,37429.53,405.9,50.53219,12.786502,-26.803814,1.5407367,100,,0.68571615,99.0,-62.851055,2567.6465,3.7504396e-05,1155.4882,407782,1.3511124,6.217707,256.2095,[-0.669 -0.428 -0.242 -0.201 -0.076],-24.85483,-27.623915,100.0
895.4431807994843,165.07225,17,-19.603907,-80.05959302094585,1700,75690.46,318.22,32.778076,14.953621,-28.454178,1.3178535,100,,0.5959325,99.0,-69.56881,5559.7837,3.717823e-05,3030.341,439604,1.3422676,6.054443,576.0561,[-0.68  -0.394 -0.227 -0.215 -0.068],-21.614298,-29.249512,100.0
962.6081128120422,215.08855,18,-21.040686,-77.80149818699539,1800,110202.2,334.43,88.75154,16.379557,-26.519594,3.4108515,100,,0.89441156,99.0,-67.22212,3745.9988,3.6030906e-05,2871.5117,473047,1.3438394,5.6137676,328.15833,[-0.739 -0.307 -0.233 -0.184 -0.077],-22.388536,-27.292496,100.0
1049.2233400344849,4672.0083,19,-6.382105,-53.634059362086965,1900,566362.3,462.76,2170.0586,12.017459,-18.772198,63.52343,100,,4.363828,99.0,-54.10135,183406.5,3.9793196e-08,42804.324,519323,1.331935,3.0922012,14987.63,[-0.765 -0.304 -0.213 -0.182 -0.075],-9.030735,-19.305016,100.0
1112.068386554718,295.37888,20,-17.878073,-74.60416019625465,2000,179778.3,302.32,20.77013,19.655462,-24.53049,1.125867,100,,0.6550924,99.0,-74.5229,5684.5117,0.00019396396,4900.3833,549555,1.3384175,6.653224,509.51636,[-0.78  -0.3   -0.216 -0.221 -0.087],-19.497152,-25.271631,100.0
1189.2803785800934,218.99353,21,-15.403815,-45.75962126251437,2100,18611.791,428.48,290.47827,16.321072,-19.22254,5.328805,100,,1.1317303,99.0,-84.05632,1790.9492,0.00014823815,797.0358,592403,1.3305751,11.750279,216.06662,[-0.79  -0.306 -0.193 -0.21  -0.08 ],-16.134129,-19.67713,100.0
1278.5521976947784,325.85156,22,-13.789268,-43.52314306405151,2200,112386.57,450.79,46.33181,13.964231,-17.471891,2.175963,100,,0.86440927,99.0,-73.57393,16146.227,3.1790478e-06,5891.605,637482,1.3282158,14.099317,1419.4515,[-0.852 -0.277 -0.187 -0.205 -0.088],-14.680712,-17.904263,100.0
1366.0463602542877,255.87912,23,-12.972454,-40.636912469845406,2300,623241.0,460.97,29.979767,11.396538,-17.222366,1.474837,100,,0.6007724,99.0,-41.8337,66963.72,3.8291688e-07,26721.97,683579,1.3163819,6.138087,5757.582,[-0.862 -0.273 -0.161 -0.21  -0.091],-14.41358,-17.626064,100.0
1437.5579988956451,283.28574,24,-17.714735,-60.44175963676432,2400,8292.245,362.87,28.778894,17.548868,-21.134222,1.6116308,100,,0.9191206,99.0,-80.00902,704.6356,0.00074495724,352.3022,719866,1.3143615,9.712868,95.36069,[-0.861 -0.274 -0.176 -0.241 -0.103],-18.681911,-21.734667,100.0
1519.0764219760895,363.35977,25,-13.573806,-39.33762213952939,2500,40827.113,449.76,27.017176,11.680331,-15.820078,1.2950946,100,,0.5659818,99.0,-53.286263,8010.727,4.6033188e-07,2531.199,764842,1.2524719,2.8119075,811.0417,[-0.874 -0.279 -0.159 -0.231 -0.105],-14.362754,-16.210869,100.0
1609.880660533905,187.71004,26,-12.946956,-38.53295509413399,2600,54562.836,448.5,23.238283,12.232352,-15.266353,1.2727286,100,,0.64857674,99.0,-70.2671,7271.917,3.7285693e-06,2754.784,809692,1.2431575,7.1954193,680.7777,[-0.859 -0.252 -0.136 -0.228 -0.166],-13.659302,-15.64915,100.0
1701.5564196109772,138.38185,27,-12.666927,-31.304410703037693,2700,3233.871,461.76,37.15762,11.037341,-14.259049,1.883367,100,,0.8642835,99.0,-48.98039,576.1858,0.00014576968,222.57802,855868,1.2455026,10.903447,84.11605,[-0.86  -0.253 -0.111 -0.24  -0.176],-13.115823,-14.570038,100.0
1791.7364661693573,102.19108,28,-13.578654,-27.678546164934552,2800,64.36315,479.89,90.19032,10.840927,-14.569389,3.6569676,100,,1.2551397,99.0,-53.34072,21.198008,0.0007465326,6.7407846,903857,1.2377853,7.6216702,5.9286413,[-0.855 -0.251 -0.091 -0.231 -0.173],-13.885948,-14.844356,100.0
1879.9037117958069,1853.037,29,-7.3104563,-28.415487692181966,2900,4972065.0,481.71,750.8972,10.05573,-15.5230665,22.020615,100,,2.88664,99.0,-48.675816,678790.56,8.880896e-08,228465.78,952028,1.255268,5.745722,51769.26,[-0.847 -0.266 -0.104 -0.237 -0.181],-9.303882,-15.805354,100.0
1964.5761785507202,199.4031,30,-10.621963,-39.994927854950134,3000,61777.754,415.09,61.672646,13.407568,-15.939871,2.2294312,100,,0.8771079,99.0,-61.351242,7769.0527,2.1171158e-05,3133.985,993537,1.2725788,15.398122,793.8576,[-0.851 -0.239 -0.119 -0.251 -0.164],-11.474445,-16.33719,100.0
2053.1873981952667,188.17879,31,-10.841449,-23.64352259154472,3100,36795.125,457.35,644.4773,14.03987,-14.541659,11.033042,100,,1.2240422,99.0,-86.75941,4506.1685,6.357137e-07,1793.0746,1039272,1.2495422,10.177394,514.57526,[-0.83  -0.265 -0.094 -0.259 -0.146],-11.275332,-14.776539,100.0
2140.6986935138702,896.52014,32,-8.191069,-35.00597958545413,3200,1137199.8,437.71,362.83685,12.839343,-14.197444,5.8668723,100,,1.0527434,99.0,-66.14795,145901.34,6.5708616e-07,55534.223,1083043,1.254426,11.331401,11468.35,[-0.757 -0.303 -0.085 -0.276 -0.169],-9.600292,-14.545204,100.0
2225.690569162369,126.49117,33,-12.846905,-37.80333046699459,3300,1616.6719,424.4,22.96492,13.77014,-15.179302,1.4378233,100,,0.7615528,99.0,-64.22594,357.0331,0.0001543089,122.29596,1125483,1.2543961,5.359805,56.654243,[-0.756 -0.306 -0.064 -0.306 -0.164],-13.411424,-15.554851,100.0
2323.2168383598328,154.60744,34,-9.257613,-13.740301232090955,3400,799122.5,490.3,31.922907,9.112837,-12.648227,1.1363579,100,,0.43809223,99.0,-32.429173,103398.9,1.5369851e-06,32528.098,1174513,1.2500017,21.009241,9174.6045,[-0.758 -0.316 -0.055 -0.289 -0.165],-9.81215,-12.784725,100.0
2393.0225110054016,225.59987,35,-10.184324,-56.23334631675462,3500,20148.803,357.19,35.40256,17.906704,-17.80509,1.7972591,100,,0.85055435,99.0,-66.17498,2631.9355,7.278804e-05,1110.6377,1210232,1.2412171,21.096296,284.3599,[-0.748 -0.313 -0.06  -0.322 -0.169],-11.328513,-18.363726,100.0
2481.956830739975,143.78703,36,-10.597923,-21.216949735056197,3600,161668.67,481.78,81.64807,8.867253,-12.721332,2.980312,100,,1.0243518,99.0,-37.774914,25751.66,1.2568768e-06,8143.4077,1258410,1.2421951,3.561387,2270.7556,[-0.746 -0.331 -0.047 -0.307 -0.178],-11.101748,-12.932107,100.0
2563.8238043785095,160.54443,37,-12.470701,-39.659038185961116,3700,16795.537,420.4,51.94899,15.022259,-15.344455,2.2771788,100,,0.9159234,99.0,-64.839264,4286.256,0.00015937368,1364.2921,1300450,1.2513674,15.432715,438.31296,[-0.738 -0.338 -0.072 -0.309 -0.177],-13.231794,-15.738439,100.0
2662.256570339203,970.577,38,-8.559864,-18.001821108718904,3800,8739072.0,477.23,122.51089,12.485565,-14.347754,3.1962242,100,,0.7282519,99.0,-66.69811,813127.94,2.1084554e-09,289083.88,1348173,1.2442672,15.366669,52322.42,[-0.75  -0.354 -0.051 -0.312 -0.168],-9.66994,-14.52659,100.0
2739.5604429244995,156.0628,39,-12.214008,-41.58214940387783,3900,81396.69,423.68,70.56677,15.245863,-16.075832,2.8481104,100,,0.96964103,99.0,-70.69155,8205.426,3.348965e-06,3899.55,1390541,1.2426677,8.930986,771.33826,[-0.767 -0.352 -0.08  -0.325 -0.175],-13.023727,-16.488922,100.0
2833.6292021274567,23688.56,40,3.6294854,-19.26954539041381,4000,185111780.0,478.61,1065.052,10.234452,-13.004182,19.258427,100,,1.1782144,99.0,-63.249474,37929430.0,3.2785943e-10,8443905.0,1438402,1.2050531,12.964492,2118044.0,[-0.743 -0.348 -0.055 -0.31  -0.176],-2.1855485,-13.195611,100.0
2897.252363920212,220.33864,41,-11.115083,-68.3551576064059,4100,18679.879,333.51,27.684174,14.433427,-17.32893,1.3332299,100,,0.64459884,99.0,-60.55157,1739.6094,0.0003307339,748.2301,1471753,1.2051046,5.5185604,184.555,[-0.755 -0.329 -0.056 -0.344 -0.214],-12.488855,-18.00799,100.0
2985.48623919487,812.76276,42,-9.047629,-23.217284999029143,4200,422774.25,461.29,115.59189,10.717452,-12.347051,3.9633234,100,,0.9029545,99.0,-61.63824,46155.684,5.608319e-07,14478.953,1517882,1.2529235,9.596724,4063.1423,[-0.759 -0.341 -0.047 -0.325 -0.214],-9.799919,-12.577699,100.0
3078.1604142189026,117.71371,43,-13.247476,-25.45047484744951,4300,124.953705,478.04,18.638958,9.198967,-13.812351,1.5873922,100,,0.97947216,99.0,-51.39084,47.289406,0.0002151111,13.986482,1565686,1.2493916,3.466963,10.803074,[-0.79  -0.385 -0.042 -0.342 -0.166],-13.547245,-14.065184,100.0
3168.293776035309,109.089035,44,-10.347095,-17.24819583501262,4400,2327.4348,472.15,86.7318,11.698026,-12.128043,4.7238193,100,,1.204594,99.0,-66.96615,544.79706,3.7496706e-05,193.39165,1612901,1.218849,7.196582,80.71376,[-0.792 -0.372 -0.029 -0.349 -0.17 ],-10.603434,-12.299392,100.0
