StdD2w0t,InitialBound,ReturnStepMax,EpisodesSoFar,MaxIW,StdIW,ReturnStepMaxmin,Weights,InitialReturnMin,EpThisIter,Iteration,InitialReturnMax,MeanIW,EpLenMean,ReturnMeanIW,J_sample_variance,MaxD2w0t,MeanD2w0t,MinIW,TimeElapsed,Bound,TimestepsSoFar,MinD2w0t,MeanEntropy,InitialReturnMean,EmpiricalD2,EntropyCoefficient,InitialReturnStd,EpRewMean
0.30146712,147.29097,100.0,1300,2.9465313,0.4087646,93.413086,[ 0.591 -0.5    0.204  0.225 -0.049],-2.0503387,100,13,4.815674,1.0711341,41.85,242.25357,6280.6104,1.3527817,0.090926774,0.411097,146.6871783733368,154.54982,55131,,1.3662093,9.765625e-06,1.1593534,10.0,1.5741011,-137.83117345592387
0.28298983,163.63136,100.0,1400,1.8996414,0.2667487,93.0332,[ 0.609 -0.506  0.219  0.208 -0.053],-2.1015854,100,14,7.0764694,1.0553248,38.74,260.261,3376.0579,1.306438,0.081862025,0.36419553,156.57234930992126,171.5118,59005,,1.3740219,-4.272461e-06,1.0729973,10.0,1.8609401,-134.56598172692682
1.0082637,162.74004,100.0,1500,95.57413,4.497778,93.07921,[ 0.578 -0.476  0.212  0.231 -0.045],-2.001854,100,15,4.7096024,1.6760025,39.02,391.0261,860319.0,21.15314,0.19551282,0.011312103,166.5540976524353,245.69374,62907,,1.3814011,-6.3323973e-06,11.795959,10.0,1.684417,-135.02451699186952
0.39668846,197.97888,100.0,1600,14.93552,1.8193356,92.446976,[ 0.6   -0.388  0.23   0.244 -0.037],-2.5634537,100,16,4.7599487,1.3147583,34.33,344.75922,143097.45,8.424296,0.09768777,0.059044637,178.27547192573547,224.22125,66340,,1.3299578,-1.0070801e-05,1.702303,10.0,1.8014407,-129.6475636132962
0.30654916,183.47627,100.0,1700,4.0950465,0.5768298,92.75189,[ 0.609 -0.355  0.205  0.2   -0.089],-2.8997345,100,17,6.51783,1.1218863,36.38,289.1108,14768.909,1.9101155,0.085190035,0.08318426,189.62524032592773,198.27914,69978,,1.294463,8.163453e-06,1.3111191,10.0,2.0557718,-131.68676803030945
0.30857947,209.6689,100.0,1800,4.3071766,0.93780184,92.24286,[ 0.612 -0.344  0.22   0.189 -0.124],-2.0959473,100,18,7.321747,1.1472822,33.18,319.97073,46085.504,2.360968,0.08094603,0.05545162,199.14147233963013,226.8631,73296,,1.2442627,-4.8828124e-06,1.760121,10.0,1.8069031,-128.69088772063392
0.30980387,226.31412,100.0,1900,6.977494,0.8469983,91.9268,[ 0.645 -0.322  0.227  0.197 -0.175],-2.364769,100,19,5.3997803,1.1071168,31.49,331.63498,43987.516,2.4007776,0.078677796,0.030968953,206.40154123306274,238.6663,76445,,1.212015,3.2043456e-06,1.5537834,10.0,1.7089797,-127.1123891914829
0.9317601,218.3318,100.0,2000,76.070984,4.6675544,91.95208,[ 0.647 -0.296  0.233  0.24  -0.207],-2.2883453,100,20,4.8172455,1.5491918,31.57,460.0081,1664332.0,42.969894,0.16229062,0.011020338,215.18689942359924,300.61252,79602,,1.178114,8.087158e-06,7.7108912,10.0,1.6819522,-126.87406990122477
0.4326066,220.60564,100.0,2100,18.702528,1.9800961,92.027954,[ 0.621 -0.335  0.213  0.161 -0.241],-2.5009766,100,21,5.326126,1.2481626,31.8,364.57047,230753.52,5.471836,0.102566786,0.031170603,226.02631998062134,250.3675,82782,,1.1547526,,1.939658,10.0,1.9344766,-126.75543726853927
0.2942181,216.7599,100.0,2200,3.2257752,0.5378942,92.14136,[ 0.643 -0.332  0.221  0.109 -0.264],-2.8467178,100,22,6.5406647,1.1313612,32.38,331.0049,21035.967,2.0094025,0.07661123,0.24495481,237.7486617565155,242.14015,86020,,1.185555,-4.196167e-06,1.2312003,10.0,2.2090945,-127.23129440232222
22.277218,224.38457,100.0,2300,446.13504,43.412518,91.993,[ 0.672 -0.37   0.245  0.101 -0.233],-2.7197037,100,23,7.931839,5.7519193,31.6,1374.6632,84523790.0,1111.7413,1.6289043,0.0003357241,248.08272337913513,792.6604,89180,,1.1388053,4.043579e-06,375.75977,10.0,2.2552898,-126.510752519562
1.2443247,200.0457,100.0,2400,93.57815,5.9444494,92.43921,[ 0.589 -0.465  0.232  0.076 -0.28 ],-2.4894638,100,24,9.872017,2.0265524,34.27,517.86566,1522779.1,31.08154,0.21249688,0.0011693977,262.11623334884644,344.69055,92607,,1.0864252,5.41687e-06,16.642881,10.0,2.537797,-129.55403961051533
0.28548563,157.51956,100.0,2500,3.02061,0.4094619,93.22957,[ 0.528 -0.519  0.219  0.056 -0.333],-2.749588,100,25,14.474541,1.049879,39.86,250.21245,6231.597,1.2893455,0.083874084,0.45386732,275.9361732006073,165.12634,96593,,1.0867738,-7.781982e-06,1.2089642,10.0,3.0234404,-134.93468373537047
2.008198,178.47856,100.0,2600,111.314865,10.602955,92.784996,[ 0.532 -0.499  0.222  0.06  -0.332],-2.8921738,100,26,8.835152,2.0963943,36.53,463.73172,3139132.0,78.52396,0.2954525,0.0050409576,286.3153781890869,265.883,100246,,1.0904506,5.264282e-06,23.673935,10.0,2.727087,-131.7133108995977
0.47467354,171.904,100.0,2700,12.78382,1.7669233,92.92502,[ 0.477 -0.552  0.212  0.021 -0.328],-3.033165,100,27,7.67025,1.3794905,37.5,334.28104,127870.76,5.511046,0.12209813,0.050701484,297.26715993881226,216.52286,103996,,1.1108737,2.5939942e-06,2.5409071,10.0,2.4439929,-132.65585990227683
0.28875974,158.95934,100.0,2800,3.2415962,0.47087443,93.13722,[ 0.528 -0.558  0.218  0.062 -0.308],-3.0089493,100,28,11.159431,1.0295799,39.06,253.2166,8710.57,1.3649738,0.08387371,0.30352142,309.2420208454132,163.72554,107902,,1.1190047,1.5258789e-06,1.2256722,10.0,3.0696907,-134.02996593106707
0.29127258,138.43657,100.0,2900,3.4094682,0.3932144,93.51039,[ 0.52  -0.57   0.209  0.062 -0.3  ],-2.7956314,100,29,12.578468,1.042783,42.46,233.48111,4721.386,1.2531872,0.08864709,0.46455666,320.138872385025,143.73277,112148,,1.1342422,-3.5095215e-06,1.1419032,10.0,2.5325246,-137.77443789869187
1.1806302,160.06541,100.0,3000,137.33934,8.771155,93.18933,[ 0.488 -0.558  0.203  0.061 -0.285],-2.8191528,100,30,9.288826,2.042863,39.52,462.50928,3168478.0,41.78325,0.24398218,0.010983637,330.7945725917816,266.9039,116100,,1.2174145,,9.629718,10.0,2.6840186,-134.57884506411202
0.30034393,153.31715,100.0,3100,3.0350304,0.49817055,93.33476,[ 0.522 -0.528  0.215  0.086 -0.201],-2.826828,100,31,10.942642,1.065218,40.78,247.37152,8591.921,1.476211,0.089242324,0.19632779,343.87860083580017,160.11694,120178,,1.1912992,6.8664554e-07,1.2344991,10.0,2.5380905,-135.90419563871478
0.52475154,155.51572,100.0,3200,35.202988,2.5666983,93.25838,[ 0.51  -0.538  0.209  0.071 -0.228],-2.5255127,100,32,9.096886,1.4859841,40.23,329.89328,239316.0,10.093643,0.13454595,0.04868641,354.7732503414154,206.91254,124201,,1.2089591,-8.239746e-06,4.3457646,10.0,2.267335,-135.60782320185052
1.6653616,159.52174,100.0,3300,105.8811,10.788292,93.241196,[ 0.544 -0.492  0.214  0.043 -0.21 ],-3.6422653,100,33,9.956627,2.041078,39.61,397.2054,2301066.2,55.57299,0.28725794,0.0048247455,366.65469098091125,215.2194,128162,,1.1635747,4.5776366e-07,20.965094,10.0,3.0810783,-133.85805308520725
0.3004212,136.92587,100.0,3400,2.511139,0.41182953,93.572655,[ 0.459 -0.514  0.18   0.029 -0.255],-3.4727783,100,34,7.890709,1.0544653,43.32,229.56984,4827.529,1.5624396,0.09236279,0.3714866,379.02680492401123,142.11766,132494,,1.13821,3.890991e-06,1.1577194,10.0,2.8569603,-137.62709689925055
0.33189344,147.53278,100.0,3500,4.1092057,0.70633936,93.4061,[ 0.467 -0.493  0.175  0.034 -0.281],-3.2226562,100,35,12.143188,1.1073118,41.17,254.37926,19398.084,2.119179,0.098259,0.21209739,390.11877393722534,159.02017,136611,,1.12682,1.2969971e-06,1.4548056,10.0,3.0562034,-135.73560193439823
0.32301807,175.13036,100.0,3600,5.9388,0.8942236,92.82074,[ 0.48  -0.485  0.187  0.016 -0.292],-2.862236,100,36,11.354591,1.1079544,36.66,286.41867,40021.125,2.1382608,0.089291506,0.11201867,400.3887450695038,189.3901,140277,,1.1246517,1.1062622e-05,1.6872609,10.0,2.7278085,-131.59571122176948
0.27599645,185.27116,100.0,3700,2.916897,0.3857121,92.74231,[ 0.52  -0.492  0.203  0.033 -0.294],-2.9246292,100,37,7.6812057,1.0442284,36.16,274.56952,7178.679,1.2803075,0.0769787,0.42463773,411.03727293014526,192.14981,143893,,1.1534505,1.4495849e-06,1.1421487,10.0,2.3708723,-131.2188921407639
2.3319097,150.35979,100.0,3800,368.61066,19.68947,93.3665,[ 0.526 -0.519  0.211  0.037 -0.265],-3.6319046,100,38,12.669952,2.9350307,40.64,470.06625,4399011.0,113.25171,0.3817993,0.0035249547,421.5265347957611,232.22748,147957,,1.128915,1.2207031e-06,17.725561,10.0,3.4399462,-134.79266867639348
0.36018768,120.28403,100.0,3900,6.42669,0.93322176,93.91284,[ 0.551 -0.607  0.185  0.015 -0.29 ],-3.409462,100,39,11.263153,1.2052389,46.04,238.58719,20504.846,2.3384156,0.11229809,0.054589503,435.4375410079956,140.49654,152561,,1.1035519,7.705688e-06,1.8998584,10.0,3.2380474,-140.1263243067698
1.3606945,140.40862,100.0,4000,135.56271,12.449236,93.49989,[ 0.583 -0.595  0.196  0.016 -0.315],-3.0516815,100,40,11.709381,2.200701,42.08,393.7532,2679634.5,95.10094,0.19389352,0.051018126,446.98294496536255,192.4768,156769,,1.1191429,5.8746336e-06,3.1423006,10.0,3.2266562,-136.762134951172
0.33210963,115.677155,100.0,4100,4.6091337,0.6516592,94.01265,[ 0.626 -0.592  0.177  0.049 -0.3  ],-3.8208084,100,41,10.676781,1.1150862,47.07,220.17508,10364.459,1.8340756,0.106280744,0.20377263,459.83585381507874,126.82233,161476,,1.1196288,-2.2888183e-07,1.3828233,10.0,3.2893026,-140.91243031086074
0.29850137,150.76122,100.0,4200,3.5766964,0.5451437,93.3376,[ 0.651 -0.588  0.183  0.031 -0.299],-3.2022934,100,42,12.683449,1.0877359,40.62,250.76187,10118.98,1.4628799,0.08845414,0.3293096,470.52640080451965,162.06793,165538,,1.1406251,-2.2888185e-06,1.3111528,10.0,2.9203582,-135.3132481581314
0.62562,140.90361,100.0,4300,23.001831,3.2664251,93.53813,[ 0.659 -0.566  0.187  0.032 -0.278],-3.0917816,100,43,8.920059,1.6144769,42.48,329.0081,283901.56,10.967507,0.15200044,0.019743742,481.5230321884155,204.7084,169786,,1.1367534,1.1444092e-06,6.1061854,10.0,2.6521456,-137.25008941321803
0.3117184,115.61029,100.0,4400,3.2783837,0.37960136,93.95174,[ 0.604 -0.599  0.174  0.05  -0.282],-3.0289001,100,44,10.219589,1.046959,46.81,212.6126,4006.8516,1.4883862,0.09993021,0.48929584,494.543447971344,119.95813,174467,,1.1549168,-8.087158e-06,1.1119422,10.0,2.909633,-141.55967006525046
0.34484065,123.59053,100.0,4500,13.365559,1.1218,93.847305,[ 0.608 -0.593  0.177  0.039 -0.264],-3.0808258,100,45,7.6712418,1.102993,45.49,230.27972,42455.93,1.8326434,0.10774795,0.22140224,506.79757833480835,132.93398,179016,,1.1782221,-2.2888185e-06,1.2864422,10.0,2.647919,-139.94313931615363
0.30231598,120.171875,100.0,4600,2.5832539,0.30076864,93.94974,[ 0.584 -0.589  0.176  0.015 -0.241],-3.7628021,100,46,9.587479,1.0480702,46.42,213.50104,2727.6702,1.1898036,0.09666532,0.6164968,517.7209646701813,126.47926,183658,,1.1685871,3.8146973e-06,1.0671769,10.0,3.2961729,-140.426610694382
1.2455224,106.89372,100.0,4700,86.725716,8.475858,94.21533,[ 0.561 -0.566  0.164  0.013 -0.25 ],-3.7422638,100,47,12.9184265,1.9377395,49.56,332.89438,1439972.2,25.077984,0.2524909,0.006926533,530.3679368495941,179.61624,188614,,1.1714205,4.8065185e-06,15.6434965,10.0,3.6398153,-143.34423204876538
30.22427,110.27105,100.0,4800,729.521,71.260765,94.09317,[ 0.463 -0.592  0.153  0.016 -0.247],-3.7773438,100,48,8.604088,7.6803374,48.1,1336.0448,142821070.0,3077.438,2.3310132,9.1306414e-05,543.6520571708679,806.7112,193424,,1.152378,-1.2969971e-06,259.92505,10.0,3.130446,-142.0594670350631
0.28738922,132.56384,100.0,4900,2.0036013,0.25294587,93.651794,[ 0.517 -0.501  0.17   0.071 -0.266],-2.7307358,100,49,6.6422424,1.0123659,43.89,220.4948,1790.0297,1.082647,0.08913582,0.5105206,558.1298067569733,133.86102,197813,,1.1532938,-8.621216e-06,1.0667219,10.0,2.3168302,-139.31152937689373
0.3889348,122.1413,100.0,5000,9.245058,1.316123,93.84122,[ 0.511 -0.514  0.17   0.069 -0.266],-3.1619186,100,50,9.111176,1.1833874,45.59,236.06996,42094.78,3.3820958,0.118289515,0.04356131,568.3910839557648,132.84029,202372,,1.1293927,-6.1035155e-07,2.354827,10.0,2.5828912,-140.38949643400142
0.29952806,148.28313,100.0,5100,2.958071,0.39710563,93.33269,[ 0.53  -0.473  0.176  0.066 -0.29 ],-3.1207657,100,51,10.067711,1.0700989,40.66,248.84491,6317.0386,1.5267228,0.08874495,0.34187984,580.3549613952637,155.57204,206438,,1.1458566,-2.8991699e-06,1.1150343,10.0,2.7254386,-135.54633579041035
0.344031,137.85342,100.0,5200,9.327223,0.98907137,93.55368,[ 0.53  -0.478  0.18   0.048 -0.273],-2.798523,100,52,12.446747,1.1223565,42.72,248.6788,30852.01,2.2567813,0.10260013,0.10583551,591.4554908275604,152.87358,210710,,1.1538107,-3.0517579e-06,1.9626989,10.0,2.7622874,-137.6935231780959
0.333635,120.29235,100.0,5300,5.194813,0.6662646,93.912766,[ 0.495 -0.495  0.17   0.038 -0.265],-3.1123123,100,53,7.765564,1.1389617,46.3,225.97832,9764.951,1.9245987,0.10585204,0.29217497,602.4508755207062,132.26277,215340,,1.1660173,3.3569336e-06,1.344527,10.0,2.550241,-140.91945629975905
0.3206254,119.77474,100.0,5400,4.4902625,0.67637324,93.91437,[ 0.477 -0.5    0.161  0.056 -0.253],-2.9363403,100,54,10.619766,1.0837476,46.37,219.41527,10755.285,1.6120547,0.10189144,0.14392585,615.0441265106201,127.820435,219977,,1.179679,-1.6021728e-06,1.4267297,10.0,2.7537854,-141.09554275224826
0.7768368,129.65697,100.0,5500,32.208355,4.0889244,93.75377,[ 0.509 -0.495  0.169  0.054 -0.239],-3.2644272,100,55,11.498718,1.5605869,44.58,306.0222,423363.6,13.466366,0.18472674,0.0034282873,626.0214240550995,171.97241,224435,,1.152943,-6.1798096e-06,7.8697567,10.0,2.9700735,-139.0998238251019
2.0853584,174.97005,100.0,5600,271.49554,9.268538,92.82793,[ 0.543 -0.433  0.179  0.043 -0.266],-2.6950302,100,56,14.440231,2.245321,36.81,552.7024,4553708.5,133.74252,0.27483225,0.0013492663,636.898309469223,319.17096,228116,,1.1416037,-5.7983398e-06,18.602081,10.0,2.7751064,-132.0020393950713
0.26730916,180.68599,100.0,5700,1.7699747,0.19635472,92.771774,[ 0.588 -0.347  0.167  0.082 -0.277],-3.3496475,100,57,9.3708725,1.0197515,36.28,267.04962,1955.6804,1.1153829,0.07474794,0.53873175,651.3739237785339,183.19385,231744,,1.1561397,-2.8991699e-06,1.0405508,10.0,2.353377,-131.12005433494807
0.5704187,198.85287,100.0,5800,25.057167,2.9433823,92.41974,[ 0.59  -0.35   0.173  0.077 -0.263],-2.7545624,100,58,9.238327,1.4312845,34.22,380.4988,420278.88,22.198208,0.11838437,0.021801228,662.2391159534454,252.42517,235166,,1.1494162,-1.8310546e-06,5.2132115,10.0,2.2623346,-129.464944114497
403.2479,200.3177,100.0,5900,5343.1133,500.5535,92.394806,[ 0.653 -0.305  0.167  0.086 -0.269],-2.9007645,100,59,6.667717,48.061874,33.93,8588.391,7013123000.0,57925.57,6.7023773,7.74791e-06,672.8272659778595,7059.523,238559,,1.0535966,-1.3732911e-06,1295.5529,10.0,2.1352894,-129.02208339575506
0.39656103,245.17258,100.0,6000,14.291515,1.7814497,91.29926,[ 0.697 -0.248  0.157 -0.017 -0.365],-4.124214,100,60,9.550552,1.2948363,28.77,404.6626,193321.92,13.034119,0.08301891,0.056534253,686.6886999607086,285.20486,241436,,1.076174,4.9591063e-06,2.3360739,10.0,2.7825704,-122.32729610533663
0.25811148,227.92238,100.0,6100,2.6318104,0.47835302,91.860214,[ 0.695 -0.297  0.183 -0.008 -0.343],-3.735443,100,61,16.62355,1.034545,30.76,318.1486,14707.931,1.3917125,0.06590093,0.2598065,697.7272565364838,236.24054,244512,,1.0947287,-8.468628e-06,1.2778747,10.0,3.413732,-124.35688346909392
0.26867378,235.87299,100.0,6200,3.5730488,0.5360058,91.649666,[ 0.679 -0.309  0.177 -0.009 -0.324],-3.726532,100,62,9.18512,1.073474,29.88,336.5403,20680.152,1.9900926,0.06717488,0.26453656,707.2496774196625,247.40343,247500,,1.0899836,-1.0757446e-05,1.2361223,10.0,2.7982366,-123.8315195244503
0.27463126,215.38086,100.0,6300,3.9424472,0.5371469,91.933,[ 0.678 -0.299  0.182 -0.031 -0.329],-3.4129257,100,63,15.968948,1.0980828,31.39,328.87402,18758.027,1.895263,0.07070691,0.17842215,718.2413618564606,233.10886,250639,,1.0484902,5.9509275e-06,1.2772717,10.0,2.9743605,-125.33725350499765
0.24818467,218.08505,100.0,6400,1.5927135,0.18311805,91.94976,[ 0.65  -0.295  0.171 -0.025 -0.37 ],-3.7455063,100,64,10.731026,1.0106056,31.75,299.5117,2121.8262,1.0868391,0.0646145,0.31933436,728.1879262924194,219.22755,253814,,1.0428445,-6.3323973e-06,1.0359352,10.0,3.2323294,-125.45371694633891
0.38652506,227.70894,100.0,6500,8.535156,1.578309,91.85526,[ 0.661 -0.3    0.176 -0.018 -0.376],-3.8566055,100,65,10.671585,1.2322814,30.66,372.01257,167056.11,4.787412,0.089091174,0.015986905,736.7560293674469,267.0284,256880,,1.0185153,2.1362305e-06,3.5823092,10.0,3.126741,-124.59631023896138
0.27969712,233.29828,100.0,6600,3.972251,0.7485045,91.70077,[ 0.708 -0.275  0.189 -0.016 -0.401],-3.8872604,100,66,16.928452,1.1436199,29.94,350.43903,35231.875,3.2248173,0.06907716,0.11902579,746.5448837280273,254.50749,259874,,0.9975209,9.155273e-07,1.5070863,10.0,3.6385894,-123.27801114286855
0.2865185,258.16183,100.0,6700,4.4842978,0.61908233,91.29655,[ 0.685 -0.297  0.199 -0.011 -0.421],-3.4140244,100,67,14.330772,1.1314917,28.12,375.17767,36562.812,2.6464033,0.0684295,0.19727547,755.210791349411,283.77292,262686,,1.0245624,3.3569336e-06,1.2959038,10.0,2.925917,-122.0941651375169
1.0773134,266.37906,100.0,6800,65.400635,6.6870623,91.1337,[ 0.712 -0.329  0.216 -0.033 -0.394],-3.9919891,100,68,13.6418915,1.839945,27.77,569.29407,3137199.8,61.929436,0.13437358,0.03880458,765.7854888439178,407.72327,265463,,1.1044832,-9.155273e-07,6.342333,10.0,3.4877295,-120.89453490427427
0.4019113,221.50708,100.0,6900,34.02513,1.8801221,91.84021,[ 0.759 -0.307  0.199 -0.058 -0.315],-5.094139,100,69,17.923233,1.2836312,30.84,376.12753,209973.17,8.691449,0.09315647,0.09508102,776.6442925930023,256.00458,268547,,1.1479498,2.0599366e-06,2.4601955,10.0,3.9137971,-123.1310570121349
0.44292974,246.49756,100.0,7000,16.539948,2.4727736,91.27774,[ 0.77  -0.27   0.185 -0.078 -0.271],-4.8037567,100,70,12.762634,1.3023391,28.62,395.61035,360962.3,8.151737,0.091451906,0.015978513,786.5936410427094,285.8039,271409,,1.1222044,6.2561035e-06,4.920244,10.0,4.086589,-120.48714904696772
0.6495546,271.5638,100.0,7100,57.105473,4.0290484,90.81247,[ 0.824 -0.228  0.193 -0.069 -0.297],-4.0940704,100,71,10.70845,1.4937226,26.68,494.57773,1562396.8,23.885382,0.120045036,0.057353646,796.4823472499847,337.2914,274077,,1.2070391,-6.408691e-06,6.1236362,10.0,3.5560396,-119.17059427692585
0.30270913,317.79306,100.0,7200,14.522529,1.3734856,89.84444,[ 0.873 -0.21   0.21  -0.086 -0.212],-4.766487,100,72,11.381241,1.1989799,24.1,455.99576,218149.22,3.3507826,0.06548951,0.10155225,806.1257553100586,369.23105,276487,,1.2621115,8.010864e-06,2.3499825,10.0,3.5998735,-116.60423790337141
0.240177,318.67096,100.0,7300,3.9206374,0.5754702,89.78175,[ 0.937 -0.206  0.229 -0.087 -0.157],-4.4987793,100,73,14.007835,1.0652065,23.87,411.52463,37683.49,2.7430587,0.05319371,0.15136965,816.9093947410583,331.46167,278874,,1.2509446,5.1116945e-06,1.352126,10.0,3.419908,-116.22663743053839
0.3488821,319.86905,100.0,7400,15.996967,1.8363397,89.69972,[ 0.961 -0.189  0.234 -0.058 -0.168],-4.274765,100,74,11.987793,1.1992687,23.83,463.7256,378428.2,9.527548,0.06980072,0.04433144,826.4209084510803,357.50937,281257,,1.2842791,1.6784668e-06,2.9897842,10.0,2.972857,-116.89843081977526
0.29968086,360.9123,100.0,7500,5.762941,1.0721543,89.1651,[ 0.982 -0.133  0.219 -0.036 -0.135],-4.2662735,100,75,8.918716,1.2100229,21.97,508.03577,164520.5,3.3157856,0.062252026,0.022417132,836.0402977466583,421.43454,283454,,1.1699544,9.307862e-06,1.926616,10.0,2.847055,-114.55769960125707
0.5397854,365.07968,100.0,7600,23.560513,2.3976407,88.75238,[ 0.967 -0.152  0.216 -0.061 -0.249],-4.352234,100,76,15.853233,1.445859,21.33,606.7699,818597.2,14.278216,0.086309366,0.027622163,846.2678823471069,482.49503,285587,,1.1827203,4.8828124e-06,6.6807995,10.0,2.9921508,-114.25111858748228
0.25032997,347.9799,100.0,7700,3.5301788,0.62094694,89.17754,[ 0.994 -0.09   0.218 -0.068 -0.236],-4.820984,100,77,8.889259,1.1146139,22.11,466.27908,56906.367,2.2405486,0.053296037,0.27415034,855.561491727829,378.91708,287798,,1.1870196,4.043579e-06,1.4056581,10.0,3.1590168,-114.50530688516257
0.30612502,354.44577,100.0,7800,11.352523,1.4469969,88.88792,[ 1.002 -0.084  0.244 -0.075 -0.232],-4.478401,100,78,11.534462,1.217772,21.79,509.305,282429.25,5.5680985,0.060092364,0.054082174,863.5044677257538,410.15918,289977,,1.2176436,-5.7983398e-06,2.8951902,10.0,2.9645326,-114.45216355524666
1219.9606,367.46176,100.0,7900,5220.635,509.62177,88.75042,[ 1.058 -0.048  0.238 -0.063 -0.201],-4.2708893,100,79,24.182114,51.88478,21.1,19475.746,35321010000.0,165127.78,36.57586,1.68106e-11,872.3193278312683,14948.461,292087,,1.0403808,3.7384034e-06,12403.84,10.0,3.9291706,-113.48521018952141
