ReturnMeanIW,EpisodesSoFar,InitialReturnMin,J_sample_variance,EpRewMean,MinIW,EpThisIter,StdIW,InitialReturnMean,TimeElapsed,StdD2w0t,MaxIW,MeanEntropy,ReturnStepMaxmin,InitialBound,Iteration,MaxD2w0t,ReturnStepMax,EmpiricalD2,TimestepsSoFar,Bound,InitialReturnStd,MeanD2w0t,Weights,EpLenMean,InitialReturnMax,MeanIW,MinD2w0t
-80.7133,8100,-95.64901,125.00064,-109.65797184748926,0.9790901,100,0.006712,-80.77473,812.5062937736511,0.25743604,1.0137564,1.4075903,99.000374,-1878.2216,81,1.0000932,100.0,1.0000546,292782,-1878.1919,11.049208,0.07136194,[-0.824 -0.492 -0.469 -0.748 -0.011],35.68,-39.559696,0.9990806,
-78.350525,8200,-95.886925,144.3828,-108.43566142569927,0.96155673,100,0.011473167,-78.666,822.0236332416534,0.26255915,1.0408303,1.4086508,99.000145,-1830.4164,82,1.0004908,100.0,1.0002278,296505,-1830.2568,11.806958,0.074470855,[-0.824 -0.492 -0.47  -0.748 -0.011],37.23,-39.827686,0.9954345,
-80.23308,8300,-94.984314,144.45662,-107.50889401730389,0.9822297,100,0.005178175,-80.27557,832.4614956378937,0.25034285,1.0202991,1.4090891,99.00001,-1787.0413,83,1.0000674,100.0,1.000027,299864,-1787.0175,11.943708,0.067181095,[-0.822 -0.492 -0.469 -0.748 -0.01 ],33.59,-36.68563,0.99941033,
-77.91045,8400,-93.486145,133.63362,-108.58549524202803,0.9713843,100,0.008643929,-78.02321,841.4032814502716,0.2661636,1.0195723,1.4087521,99.0,-1879.4948,84,1.0002149,100.0,1.0000756,303700,-1879.4382,11.498986,0.07672342,[-0.822 -0.492 -0.469 -0.748 -0.01 ],38.36,-49.04171,0.9983745,
-79.95764,8500,-95.680664,135.49722,-108.34294715135405,0.9759484,100,0.006859079,-80.033226,849.6069338321686,0.25593355,1.0186034,1.4091569,99.00001,-1831.7836,85,1.0001704,100.0,1.0000535,307223,-1831.7452,11.522828,0.07046243,[-0.823 -0.493 -0.469 -0.748 -0.01 ],35.23,-30.353855,0.99891174,
-77.46146,8600,-96.62366,151.31998,-107.49984812320889,0.95421016,100,0.011228436,-77.65678,858.4463171958923,0.26340437,1.0225383,1.4083167,99.000336,-1848.9465,86,1.0004175,100.0,1.0001192,310973,-1848.8333,12.253573,0.075005144,[-0.823 -0.493 -0.47  -0.748 -0.01 ],37.5,-33.517296,0.99716026,
-79.25563,8700,-94.6134,129.2212,-107.78420132947844,0.9722053,100,0.010720133,-79.47026,868.8297197818756,0.25551885,1.0336534,1.4097891,99.00019,-1798.2885,87,1.0002918,100.0,1.0001521,314483,-1798.1761,11.377864,0.07020674,[-0.822 -0.494 -0.47  -0.748 -0.01 ],35.1,-50.336224,0.9971414,
-78.795746,8800,-94.87021,117.86325,-109.37798411349164,0.9384083,100,0.012421917,-79.05107,878.3622939586639,0.26437327,1.0232747,1.4096057,99.00006,-1934.1062,88,1.0005033,100.0,1.0001403,318263,-1933.9584,10.532932,0.07560605,[-0.822 -0.494 -0.469 -0.748 -0.009],37.8,-42.48445,0.99589646,
-80.403244,8900,-96.61333,150.0039,-108.39360018462425,0.98961025,100,0.0041738604,-80.42168,887.1017825603485,0.25392917,1.0138048,1.4095482,99.00016,-1869.5417,89,1.000037,100.0,1.0000167,321727,-1869.5321,12.224122,0.06928035,[-0.821 -0.494 -0.469 -0.749 -0.009],34.64,-30.631441,0.99985325,
-78.73686,9000,-94.57356,152.90015,-107.44977840307493,0.9823067,100,0.0052884007,-78.78413,896.1180782318115,0.25904477,1.0138168,1.4096318,99.0,-1891.8019,90,1.0000744,100.0,1.0000272,325344,-1891.7764,12.291537,0.07234113,[-0.821 -0.495 -0.469 -0.749 -0.009],36.17,-46.038998,0.9993071,
-78.77744,9100,-96.043076,139.47295,-108.2701753603366,0.979016,100,0.0055063036,-78.83557,907.4478867053986,0.2619977,1.0162094,1.4092078,99.0,-1919.1285,91,1.0001065,100.0,1.0000367,329051,-1919.098,11.791068,0.07414125,[-0.821 -0.495 -0.469 -0.749 -0.009],37.07,-34.094868,0.9993475,
-78.15067,9200,-95.59391,152.35909,-108.12013965515352,0.9259494,100,0.018794771,-78.615395,916.753071308136,0.2627516,1.0404208,1.4101295,99.00003,-1946.9087,92,1.0009431,100.0,1.0004077,332780,-1946.6779,12.1837,0.07459237,[-0.822 -0.495 -0.469 -0.749 -0.01 ],37.29,-24.32032,0.9933248,
-79.62761,9300,-94.95345,172.32124,-107.90503878670414,0.97858816,100,0.005744143,-79.69178,927.3402683734894,0.2568938,1.021096,1.4102428,99.00007,-1959.8656,93,1.0001351,100.0,1.0000426,336332,-1959.8345,13.076733,0.07104146,[-0.823 -0.495 -0.469 -0.748 -0.009],35.52,-39.9354,0.9991979,
-79.505295,9400,-94.79159,123.46584,-108.57821530165242,0.9341139,100,0.01296572,-79.7784,938.1499736309052,0.25706524,1.0343624,1.4091802,99.000046,-1804.4122,94,1.0004684,100.0,1.000174,339888,-1804.2661,11.125484,0.071128815,[-0.823 -0.495 -0.469 -0.748 -0.009],35.56,-52.961178,0.9965004,
-79.96544,9500,-95.99396,151.88751,-107.65349254979046,0.97744626,100,0.0067035113,-80.05604,949.1888384819031,0.253432,1.0187278,1.4087267,99.00001,-1907.3147,95,1.0001415,100.0,1.0000459,343337,-1907.2692,12.25762,0.06898234,[-0.822 -0.494 -0.468 -0.748 -0.01 ],34.49,-34.594112,0.9988625,
-77.90625,9600,-94.38512,174.36876,-107.36703484279118,0.96640646,100,0.011011735,-78.05155,958.5289967060089,0.26215318,1.0387049,1.4081111,99.00008,-1898.3478,96,1.0002226,100.0,1.0001227,347048,-1898.2737,13.119737,0.074224256,[-0.822 -0.494 -0.468 -0.748 -0.01 ],37.11,-34.258755,0.9981586,
-77.088776,9700,-94.41138,156.60661,-107.68382911503586,0.9474764,100,0.016423704,-77.40649,967.6582982540131,0.265431,1.0431166,1.4067774,99.00032,-1796.2247,97,1.0006711,100.0,1.0003185,350860,-1796.0557,12.472333,0.07625083,[-0.822 -0.494 -0.468 -0.748 -0.011],38.12,-38.622185,0.99566376,
-78.24272,9800,-95.16776,188.84909,-107.47387611052673,0.97679454,100,0.0073182993,-78.353874,978.9496791362762,0.26141772,1.0199238,1.4062768,99.0,-1844.926,98,1.000234,100.0,1.0000749,354549,-1844.8629,13.666469,0.07378293,[-0.823 -0.493 -0.468 -0.747 -0.012],36.89,-36.853676,0.9984914,
-77.43141,9900,-95.68373,125.26053,-108.35323954035904,0.98504305,100,0.005627437,-77.466576,990.4869198799133,0.26735854,1.0147402,1.4059033,99.000114,-1818.7484,99,1.0000557,100.0,1.000031,358423,-1818.7295,11.16085,0.07748108,[-0.824 -0.494 -0.468 -0.747 -0.013],38.74,-45.87879,0.99954784,
-77.21619,10000,-94.01176,139.34631,-106.95290763400253,0.9669742,100,0.013058476,-77.39622,999.3102462291718,0.26210725,1.0438236,1.4062269,99.0,-1848.686,100,1.0003642,100.0,1.000202,362133,-1848.5958,11.891384,0.07420542,[-0.824 -0.494 -0.468 -0.747 -0.013],37.1,-48.431145,0.99787295,
-80.0151,10100,-94.42497,101.68447,-109.50449153866434,0.97585833,100,0.010392334,-80.13949,1008.4968535900116,0.25982606,1.0255396,1.4058019,99.08181,-1846.7117,101,1.0002077,100.0,1.000122,365773,-1846.6492,10.038177,0.072803795,[-0.824 -0.494 -0.468 -0.747 -0.013],36.4,-55.28294,0.998389,
-78.82095,10200,-95.20314,144.43063,-107.9525970169555,0.973629,100,0.005993196,-78.87892,1018.2581770420074,0.26042718,1.0166056,1.4052668,99.000015,-1888.1335,102,1.0000902,100.0,1.0000378,369432,-1888.1033,11.985784,0.07318153,[-0.824 -0.495 -0.468 -0.747 -0.013],36.59,-45.420563,0.99927795,
-79.451965,10300,-93.98555,129.21857,-108.3556643037426,0.9791454,100,0.0072480678,-79.53466,1029.9044530391693,0.2586858,1.0200214,1.405707,99.0,-1881.0062,103,1.0001745,100.0,1.0000594,373038,-1880.9575,11.3488655,0.07212194,[-0.824 -0.495 -0.468 -0.747 -0.014],36.06,-38.605286,0.9990643,
-76.366,10400,-96.17977,177.21008,-107.06964380836573,0.9306042,100,0.016255183,-76.66799,1041.1688981056213,0.26655635,1.0352612,1.4052503,99.00002,-1847.9578,104,1.000995,100.0,1.000311,376886,-1847.8032,13.076094,0.07696926,[-0.824 -0.495 -0.467 -0.747 -0.013],38.48,-28.403013,0.99562025,
-79.18688,10500,-96.31783,145.0095,-108.46893075365664,0.9857118,100,0.0060731852,-79.23076,1052.3233785629272,0.2606022,1.01728,1.4056365,99.00005,-1850.5205,105,1.0000789,100.0,1.0000396,380550,-1850.499,11.976744,0.07328135,[-0.825 -0.494 -0.467 -0.747 -0.014],36.64,-31.069818,0.99938774,
-75.13389,10600,-95.166534,255.22783,-106.90820242826445,0.93702406,100,0.013531904,-75.34558,1062.1806457042694,0.27468172,1.0244061,1.4053594,99.00001,-1972.0632,106,1.0004156,100.0,1.0002127,384660,-1971.9576,15.7073345,0.08220644,[-0.825 -0.494 -0.467 -0.747 -0.013],41.1,-15.504461,0.996313,
-80.268936,10700,-94.47822,135.70155,-108.14284826462648,0.97149724,100,0.008317674,-80.43672,1073.4634623527527,0.25356805,1.0283761,1.4062433,99.00008,-1869.5569,107,1.000272,100.0,1.0000825,388113,-1869.4606,11.580426,0.0690639,[-0.825 -0.494 -0.467 -0.747 -0.014],34.53,-43.35683,0.9978107,
-79.05955,10800,-95.14306,174.7544,-107.49306165712663,0.9437522,100,0.013818729,-79.404594,1085.9943597316742,0.25540203,1.0285034,1.4051609,99.0,-1899.7008,108,1.0006429,100.0,1.0001895,391620,-1899.5256,13.184037,0.070147745,[-0.824 -0.494 -0.467 -0.747 -0.013],35.07,-14.391184,0.9954843,
-78.93727,10900,-95.29669,197.31764,-107.25412608640654,0.9825795,100,0.005339865,-79.00825,1097.4038109779358,0.25715914,1.0184648,1.4051824,99.00003,-1888.263,109,1.0001918,100.0,1.0000372,395180,-1888.2275,13.989637,0.0712017,[-0.822 -0.494 -0.466 -0.747 -0.014],35.6,-24.313423,0.99902546,
-77.96257,11000,-93.869354,135.84357,-107.94942713873817,0.937608,100,0.014506017,-78.24588,1107.329867362976,0.26202324,1.041663,1.405366,99.000015,-1858.6536,110,1.0005443,100.0,1.0001924,398887,-1858.5099,11.525195,0.07414849,[-0.823 -0.494 -0.467 -0.747 -0.014],37.07,-46.443222,0.9958971,
-79.58683,11100,-94.74981,144.65758,-107.47339047238557,0.97959644,100,0.009311795,-79.6854,1117.5151841640472,0.2538083,1.0268699,1.4059029,99.000084,-1809.9993,111,1.0001793,100.0,1.0001017,402347,-1809.9495,11.818757,0.069203034,[-0.823 -0.495 -0.467 -0.748 -0.013],34.6,-51.044277,0.99838173,
-78.686264,11200,-93.5833,146.39076,-107.41125471311256,0.97722036,100,0.0064645903,-78.74452,1128.9858031272888,0.25858733,1.0215161,1.4062719,99.00002,-1859.1522,112,1.0001022,100.0,1.0000362,405950,-1859.1212,12.062474,0.07206152,[-0.823 -0.494 -0.467 -0.748 -0.013],36.03,-41.50309,0.9992414,
-79.8322,11300,-95.53892,118.74211,-107.91326613397595,0.93981665,100,0.012699945,-80.11622,1139.6820833683014,0.25344473,1.0275838,1.4058179,99.00005,-1885.5228,113,1.0004854,100.0,1.0001423,409399,-1885.3728,10.739192,0.06898591,[-0.823 -0.495 -0.467 -0.748 -0.013],34.49,-50.78459,0.9959587,
-78.05665,11400,-93.78284,145.53801,-107.90694315333067,0.9809735,100,0.006464719,-78.13553,1150.732774734497,0.26353195,1.0181391,1.4063637,99.0,-1862.9489,114,1.0001134,100.0,1.0000513,413153,-1862.907,11.981012,0.07508235,[-0.823 -0.496 -0.467 -0.749 -0.013],37.54,-42.755554,0.99877,
-78.70147,11500,-96.72275,163.18219,-107.28831844324992,0.9738013,100,0.007224962,-78.76975,1161.350169658661,0.25786135,1.0180992,1.406618,99.00001,-1880.2413,115,1.0002507,100.0,1.0000688,416734,-1880.2053,12.742631,0.07162214,[-0.822 -0.495 -0.467 -0.748 -0.012],35.81,-21.374752,0.99915075,
-79.50732,11600,-95.297066,150.155,-109.00815384340426,0.9813774,100,0.0064233253,-79.58666,1172.630258321762,0.2603345,1.0212537,1.4068786,99.0,-1877.0334,116,1.0001575,100.0,1.000053,420390,-1876.9946,12.134655,0.07312234,[-0.823 -0.496 -0.467 -0.748 -0.012],36.56,-38.86789,0.9988616,
-76.75439,11700,-94.72023,208.62642,-106.78622822397067,0.9769586,100,0.0066703334,-76.82993,1182.1830503940582,0.26647744,1.0238448,1.4067774,99.000015,-1904.0886,117,1.0001634,100.0,1.000042,424236,-1904.0497,14.361075,0.07692234,[-0.823 -0.496 -0.467 -0.749 -0.012],38.46,-10.30463,0.9986769,
-78.22962,11800,-95.49886,142.69305,-107.81190097043833,0.9457852,100,0.021388113,-78.90346,1191.525071144104,0.25767353,1.0832075,1.4066995,99.0001,-1759.7634,118,1.001149,100.0,1.0005819,427809,-1759.4222,11.974456,0.07148503,[-0.823 -0.496 -0.467 -0.748 -0.012],35.73,-48.09564,0.99129266,
-80.85728,11900,-97.3001,108.411415,-108.40782262444927,0.96648496,100,0.0070370985,-80.90634,1201.9962346553802,0.25103357,1.0122197,1.4062215,99.000206,-1793.7699,119,1.0000715,100.0,1.0000343,431188,-1793.7433,10.362637,0.06758131,[-0.823 -0.495 -0.465 -0.748 -0.012],33.79,-56.008827,0.9993183,
-76.6555,12000,-94.61914,160.47784,-108.3911601914529,0.9646155,100,0.0136902705,-76.81162,1213.0551235675812,0.27146366,1.0318607,1.4063411,99.0,-1865.9318,120,1.0003076,100.0,1.0001938,435193,-1865.8517,12.3663,0.08010565,[-0.823 -0.496 -0.466 -0.749 -0.013],40.05,-23.147717,0.9972885,
-76.84623,12100,-95.96901,157.50601,-107.60321298846871,0.96560305,100,0.011325878,-77.05947,1222.6866257190704,0.26625252,1.0307957,1.4067734,99.00028,-1882.4661,121,1.0003757,100.0,1.0001149,439032,-1882.3496,12.32177,0.07678501,[-0.822 -0.496 -0.466 -0.749 -0.013],38.39,-44.618824,0.9966557,
-78.86186,12200,-94.32546,139.39594,-107.90007622295974,0.97851163,100,0.0069563524,-78.920364,1235.8564429283142,0.25925037,1.0158118,1.4062731,99.0,-1899.2167,122,1.0000997,100.0,1.0000398,442655,-1899.1863,11.76403,0.07246136,[-0.823 -0.495 -0.465 -0.748 -0.012],36.23,-42.107758,0.9992671,
-78.96087,12300,-94.33527,151.289,-106.98743169211959,0.97948474,100,0.0056601726,-79.03058,1248.431497335434,0.2560292,1.0170118,1.4066182,99.0,-1884.4373,123,1.0001194,100.0,1.0000383,446181,-1884.3997,12.221985,0.07052163,[-0.823 -0.494 -0.465 -0.748 -0.013],35.26,-49.574814,0.9989749,
-79.12593,12400,-94.44703,178.7523,-107.39542674422655,0.9822496,100,0.006371109,-79.194374,1259.6048827171326,0.2574949,1.0135651,1.406614,99.00001,-1963.7736,124,1.0001608,100.0,1.000059,449751,-1963.7379,13.326388,0.07140159,[-0.822 -0.494 -0.465 -0.748 -0.012],35.7,-26.474087,0.99905235,
-78.81856,12500,-95.39009,148.6417,-108.8319562601245,0.98415023,100,0.0040690512,-78.845985,1271.2415204048157,0.26385003,1.010571,1.406243,99.00001,-1859.2537,125,1.0000391,100.0,1.0000209,453515,-1859.2395,12.099552,0.07528081,[-0.822 -0.494 -0.465 -0.748 -0.012],37.64,-43.051407,0.9995001,
-80.05853,12600,-95.54245,145.20122,-107.89473995610335,0.98304826,100,0.0061501907,-80.13401,1280.0163354873657,0.25352418,1.0192014,1.406793,99.0,-1815.996,126,1.0001001,100.0,1.0000491,456967,-1815.9568,11.985694,0.069042355,[-0.822 -0.494 -0.465 -0.748 -0.013],34.52,-39.614914,0.9990252,
-75.45536,12700,-94.4955,169.82672,-107.29935733513953,0.9635675,100,0.011959366,-75.68326,1291.5028426647186,0.2729126,1.032424,1.4065979,99.000015,-1888.7009,127,1.0003752,100.0,1.0001312,461019,-1888.5834,12.953032,0.08104754,[-0.822 -0.494 -0.465 -0.748 -0.012],40.52,-42.398933,0.9967975,
-78.84129,12800,-94.03864,152.3215,-107.87569945277274,0.9812373,100,0.005718927,-78.88783,1302.3224546909332,0.2591622,1.0187446,1.4063425,99.00002,-1809.2017,128,1.0002463,100.0,1.0000424,464639,-1809.1769,12.2554245,0.07240129,[-0.821 -0.493 -0.464 -0.748 -0.012],36.2,-43.57901,0.9993461,
-79.127205,12900,-94.6804,150.66214,-107.95359667747003,0.9874011,100,0.0043791304,-79.14919,1313.4507863521576,0.25842762,1.0121984,1.4063408,99.0,-1840.8943,129,1.000038,100.0,1.0000199,468237,-1840.8829,12.284705,0.07196063,[-0.822 -0.493 -0.464 -0.748 -0.013],35.98,-38.5977,0.99987507,
-79.1484,13000,-96.663284,140.54773,-108.39006067018231,0.97491056,100,0.008393889,-79.22544,1321.379338979721,0.25955832,1.0173733,1.4057003,99.00015,-1803.8593,130,1.0001158,100.0,1.0000602,471869,-1803.8209,11.859258,0.07264276,[-0.822 -0.493 -0.464 -0.748 -0.013],36.32,-41.5155,0.99916905,
-79.30218,13100,-95.51808,133.69739,-107.81193778948209,0.9752751,100,0.008332134,-79.40895,1331.8246726989746,0.25643003,1.0227537,1.405273,99.00007,-1845.9811,131,1.0002651,100.0,1.0000927,475407,-1845.926,11.539833,0.07076274,[-0.822 -0.493 -0.464 -0.748 -0.013],35.38,-36.901558,0.9988535,
-78.15754,13200,-95.778175,163.51103,-107.6821822291259,0.9655375,100,0.008637379,-78.25003,1341.5131483078003,0.26235822,1.0200319,1.4049317,99.000015,-1891.2677,132,1.0002342,100.0,1.0000796,479125,-1891.2191,12.756967,0.07436262,[-0.823 -0.493 -0.464 -0.748 -0.014],37.18,-44.739967,0.99875563,
-79.55915,13300,-96.86987,148.55594,-107.45945982186504,0.96773833,100,0.009220318,-79.65072,1351.4205749034882,0.25396812,1.0262337,1.4047455,99.00006,-1820.9326,133,1.000247,100.0,1.0000845,482590,-1820.8842,12.112805,0.06930235,[-0.823 -0.493 -0.464 -0.747 -0.014],34.65,-42.208313,0.99876094,
-78.47651,13400,-95.76454,131.16382,-108.09681268116994,0.93310195,100,0.019060109,-78.848366,1361.4690608978271,0.2592792,1.0389266,1.4048233,99.00001,-1759.7084,134,1.0009636,100.0,1.0003899,486213,-1759.4896,11.102778,0.07246988,[-0.824 -0.493 -0.463 -0.747 -0.014],36.23,-50.670757,0.9941839,
-76.17095,13500,-96.68856,171.50464,-107.38853319867408,0.9676083,100,0.008685434,-76.29014,1372.3099460601807,0.2698789,1.024246,1.4043825,99.00001,-1910.2097,135,1.0002064,100.0,1.0000886,490167,-1910.1505,13.041412,0.07908358,[-0.822 -0.493 -0.464 -0.747 -0.014],39.54,-32.98323,0.9983791,
-79.13004,13600,-95.02795,124.96655,-107.01570927427139,0.91640145,100,0.02504658,-79.790344,1382.3760056495667,0.25164098,1.0812322,1.403326,99.0,-1815.6522,136,1.0013902,100.0,1.0007322,493562,-1815.3124,11.8274355,0.0679193,[-0.822 -0.492 -0.464 -0.747 -0.015],33.95,-53.57274,0.99294466,
-78.88347,13700,-95.42194,117.35009,-108.34307573559516,0.969406,100,0.008212028,-78.98265,1391.8930020332336,0.25991866,1.0269845,1.4028713,99.00003,-1814.8446,137,1.0002034,100.0,1.0000618,497205,-1814.7948,10.729707,0.07286286,[-0.824 -0.493 -0.464 -0.746 -0.016],36.43,-47.43386,0.9985852,
-78.881226,13800,-95.21833,146.03093,-107.5877268786759,0.9807837,100,0.003646263,-78.90728,1401.4394221305847,0.25849348,1.0129608,1.4029777,99.000206,-1880.3788,138,1.000045,100.0,1.0000119,500805,-1880.3644,11.989615,0.07200048,[-0.825 -0.493 -0.464 -0.746 -0.016],36.0,-44.241955,0.99954313,
-79.61955,13900,-95.86604,136.76732,-108.0526928144924,0.9661153,100,0.0091111,-79.80652,1411.6391880512238,0.25573012,1.0223769,1.4023366,99.000084,-1903.6227,139,1.0003728,100.0,1.0001032,504322,-1903.5194,11.666428,0.070344284,[-0.825 -0.493 -0.464 -0.746 -0.016],35.17,-49.32246,0.997611,
-78.5424,14000,-96.47174,142.35704,-107.91743685735206,0.9714024,100,0.010899072,-78.73428,1423.2446291446686,0.25987098,1.0480739,1.4023653,99.000374,-1803.368,140,1.0004046,100.0,1.000141,507963,-1803.2671,11.822636,0.07282639,[-0.823 -0.493 -0.464 -0.747 -0.017],36.41,-38.210373,0.9972713,
-79.73197,14100,-94.71159,123.76835,-108.1487006523601,0.95632,100,0.013995247,-79.917015,1432.96675491333,0.25512126,1.0348414,1.4023418,99.0,-1855.8179,141,1.0004685,100.0,1.0002118,511462,-1855.7222,11.059375,0.069984935,[-0.823 -0.492 -0.463 -0.746 -0.017],34.99,-45.06724,0.99749744,
-78.74322,14200,-95.0902,153.38943,-108.16578582382488,0.95765966,100,0.012950211,-78.96645,1442.712524652481,0.25969958,1.0321146,1.4013958,99.0,-1791.83,142,1.0005591,100.0,1.000195,515098,-1791.7192,12.195988,0.07272759,[-0.824 -0.492 -0.463 -0.746 -0.017],36.36,-38.61562,0.99672896,
-78.74116,14300,-94.06564,132.75601,-108.14451139536251,0.9791878,100,0.0055936775,-78.79489,1453.6044158935547,0.26152027,1.0145624,1.4012811,99.00007,-1876.2417,143,1.0000765,100.0,1.000023,518790,-1876.2069,11.378611,0.07384117,[-0.825 -0.492 -0.463 -0.745 -0.017],36.92,-48.99076,0.99904764,
-79.302,14400,-95.82855,156.50586,-108.50814214136302,0.97130877,100,0.008461334,-79.40805,1464.6567935943604,0.25989074,1.0348158,1.4012758,99.0,-1859.8158,144,1.000222,100.0,1.0000653,522432,-1859.762,12.511048,0.07284364,[-0.825 -0.492 -0.463 -0.745 -0.018],36.42,-24.353973,0.99878407,
-78.21029,14500,-95.458244,197.10916,-106.81808871228999,0.9725456,100,0.008645136,-78.37638,1475.379507780075,0.2595343,1.0187575,1.4018877,99.0,-1891.394,145,1.0002676,100.0,1.000105,526063,-1891.3098,13.978953,0.072624624,[-0.824 -0.492 -0.462 -0.745 -0.018],36.31,-40.994843,0.9975968,
-77.5334,14600,-94.74143,163.93365,-108.02714094209301,0.9621036,100,0.016392525,-77.89897,1485.6025404930115,0.26482862,1.0449452,1.4028922,99.00003,-1790.7625,146,1.0007024,100.0,1.000318,529856,-1790.5753,12.831177,0.07587369,[-0.823 -0.492 -0.462 -0.745 -0.017],37.93,-37.682114,0.9952152,
-80.768105,14700,-95.925476,138.87585,-107.46358066703262,0.9601865,100,0.01009709,-80.92109,1494.250729560852,0.24742797,1.0266154,1.4039533,99.0,-1761.7811,147,1.0002686,100.0,1.0001214,533131,-1761.6979,11.572695,0.06550432,[-0.822 -0.493 -0.462 -0.746 -0.016],32.75,-42.97103,0.99772584,
-77.78246,14800,-93.24965,124.78865,-108.29603340274666,0.96527255,100,0.0071067316,-77.876495,1503.9146928787231,0.2652335,1.0171256,1.4036636,99.0,-1778.3972,148,1.0001906,100.0,1.0000612,536938,-1778.3457,11.059884,0.07614297,[-0.822 -0.493 -0.462 -0.746 -0.015],38.07,-44.89246,0.998512,
-78.409485,14900,-94.030914,128.52861,-108.35884131864991,0.9486596,100,0.01653037,-78.933136,1514.143593788147,0.26016927,1.0520719,1.4039268,99.000046,-1825.51,149,1.0011709,100.0,1.000299,540587,-1825.2205,11.34373,0.07299662,[-0.822 -0.492 -0.462 -0.746 -0.015],36.49,-36.25377,0.9931439,
-81.09014,15000,-95.651146,145.40463,-107.23246348331031,0.98158103,100,0.005466887,-81.15051,1523.513841867447,0.24610046,1.022799,1.404639,99.000206,-1878.5973,150,1.0000854,100.0,1.0000328,543825,-1878.565,11.955706,0.06476134,[-0.821 -0.491 -0.46  -0.746 -0.015],32.38,-42.373497,0.9991763,
-77.57818,15100,-95.154655,146.37593,-107.64083538358034,0.93898225,100,0.014395427,-77.85239,1533.7411966323853,0.26305902,1.0342641,1.4044038,99.0,-1858.2601,151,1.0004995,100.0,1.000176,547564,-1858.1198,11.598862,0.07478737,[-0.821 -0.491 -0.46  -0.746 -0.014],37.39,-53.748627,0.9952613,
-75.869675,15200,-93.99054,168.58876,-107.2292588452079,0.9701196,100,0.008496294,-75.96164,1544.7711145877838,0.27068985,1.0212909,1.4046457,99.00001,-1869.292,152,1.0001609,100.0,1.0000775,551544,-1869.244,12.944215,0.07960289,[-0.82  -0.491 -0.461 -0.746 -0.014],39.8,-41.638542,0.998828,
-79.09335,15300,-95.69273,136.20992,-108.62091094074648,0.9685605,100,0.01158454,-79.2385,1553.591768503189,0.2603432,1.034797,1.4048394,99.00074,-1803.8723,153,1.000266,100.0,1.0001374,555200,-1803.8,11.671504,0.07312485,[-0.82  -0.492 -0.461 -0.746 -0.014],36.56,-44.592007,0.9979455,
-78.211334,15400,-96.570305,171.27776,-106.94739706636189,0.9725646,100,0.0080512,-78.305275,1562.5466241836548,0.2599452,1.0207239,1.4046403,99.00023,-1944.0648,154,1.0001467,100.0,1.0000656,558844,-1944.0156,13.067659,0.07288238,[-0.82  -0.492 -0.461 -0.745 -0.014],36.44,-39.415253,0.9988957,
-79.439445,15500,-94.06929,131.89038,-107.42306403919697,0.95134836,100,0.011138372,-79.64583,1571.3318021297455,0.2539017,1.0413615,1.4043026,99.000206,-1881.1174,155,1.0005026,100.0,1.0000937,562307,-1880.9985,11.416816,0.0692636,[-0.82  -0.492 -0.461 -0.745 -0.014],34.63,-51.31671,0.9970489,
-78.44221,15600,-94.67854,136.23811,-107.79373950194771,0.98004216,100,0.0069192364,-78.55883,1581.7273671627045,0.260482,1.0209765,1.4049314,99.00061,-1902.375,156,1.0001813,100.0,1.0000651,565967,-1902.309,11.591167,0.07320298,[-0.821 -0.491 -0.46  -0.745 -0.015],36.6,-44.540855,0.99831295,
-79.68027,15700,-94.951706,131.54854,-108.42566064531295,0.95283896,100,0.011441776,-79.9313,1592.1922225952148,0.25644332,1.0379109,1.404384,99.0,-1903.7474,157,1.000474,100.0,1.0001174,569505,-1903.6194,11.448123,0.07076672,[-0.82  -0.491 -0.46  -0.745 -0.014],35.38,-46.771038,0.9968348,
-79.06878,15800,-95.51069,139.05858,-107.7745324814306,0.9234727,100,0.019342717,-79.478676,1601.5012454986572,0.25569344,1.0637815,1.4047297,99.0,-1899.7749,158,1.001064,100.0,1.0004495,573020,-1899.5653,11.722942,0.070311315,[-0.819 -0.492 -0.459 -0.746 -0.014],35.15,-46.456467,0.9945196,
-78.346535,15900,-95.32489,164.89767,-107.7479073456782,0.9834908,100,0.0049782405,-78.40852,1612.7888655662537,0.2616446,1.0145618,1.404845,99.0,-1902.2247,159,1.0000949,100.0,1.0000316,576716,-1902.1926,12.754553,0.07392176,[-0.821 -0.491 -0.459 -0.745 -0.014],36.96,-13.768845,0.9990619,
-78.77617,16000,-96.93519,139.81697,-107.78835735677214,0.94190127,100,0.019177835,-79.18819,1621.7638790607452,0.2572687,1.0496944,1.4039268,99.00002,-1798.0065,160,1.0007027,100.0,1.0003835,580278,-1797.7958,11.802423,0.07125383,[-0.821 -0.491 -0.459 -0.745 -0.014],35.62,-46.88364,0.994862,
-77.99278,16100,-95.682816,145.40889,-107.87591437854529,0.97401655,100,0.007775708,-78.12612,1630.7906062602997,0.26260272,1.0308882,1.4046444,99.000145,-1813.988,161,1.0002564,100.0,1.0000911,584003,-1813.9194,11.940294,0.074504256,[-0.821 -0.491 -0.458 -0.745 -0.015],37.25,-39.17268,0.998,
