Weights,EpThisIter,MinIW,MeanEntropy,MeanIW,Iteration,Bound,InitialBound,ReturnStepMaxmin,EpRewMean,MinD2w0t,StdIW,EntropyCoefficient,EpisodesSoFar,EpLenMean,ReturnMeanIW,TimestepsSoFar,MaxD2w0t,InitialReturnMin,ReturnStepMax,J_sample_variance,TimeElapsed,EmpiricalD2,MeanD2w0t,InitialReturnStd,InitialReturnMax,MaxIW,InitialReturnMean,StdD2w0t
[ 0.563  0.751  0.27   0.719 -1.421],100,0.20085454,-0.0109863,1.0717531,406,285.00818,264.58728,87.66515,-112.79630638839122,,0.54549867,,40600,18.52,544.4766,778842,1.9951828,-2.6940994,100.0,63997.72,5047.154549121857,1.2629887,0.04047266,1.2970779,3.208458,4.318868,-5.264282e-06,0.20775667
[ 0.558  0.747  0.264  0.71  -1.43 ],100,0.22114754,-0.015660195,1.1456258,407,274.22018,232.57513,88.15962,-113.32312689051216,,0.7086888,,40700,19.21,554.3624,780763,1.9027725,-2.652832,100.0,90751.03,5058.9165596961975,1.4318024,0.04288854,1.2464904,3.3155289,4.695031,-1.5258789e-06,0.21642803
[ 0.573  0.749  0.264  0.704 -1.435],100,0.38416207,-0.0144246975,1.0396832,408,240.02731,228.73392,88.14053,-113.37860326126491,,0.3224816,,40800,19.13,510.0657,782676,1.4046837,-2.6653366,100.0,20043.549,5070.160213947296,1.1137297,0.039572872,1.1396204,2.8276443,2.7098377,-8.392334e-06,0.19862996
[ 0.576  0.754  0.266  0.711 -1.433],100,0.029590242,-0.014078593,1.4940572,409,345.16077,266.78265,87.579735,-112.60687223631072,,4.702733,,40900,18.3,738.6105,784506,19.852943,-2.7675781,100.0,4497794.5,5081.329102516174,3.7628753,0.08877469,1.2227011,2.3258362,46.784065,-6.1035155e-07,0.62364084
[ 0.571  0.749  0.269  0.677 -1.433],100,0.079377525,-0.016526394,1.172503,410,333.4831,298.34604,87.34554,-112.17615587271362,,1.2093092,,41000,18.05,598.04974,786311,3.441645,-2.864914,100.0,297349.25,5091.828830718994,2.0978196,0.04468919,1.3167182,5.488777,7.133274,2.670288e-06,0.24021018
[ 0.581  0.761  0.267  0.682 -1.435],100,0.5675795,-0.018047089,1.0280355,411,255.55286,247.47943,87.38039,-112.6774491982669,,0.22242148,,41100,18.29,529.39435,788140,1.1704214,-2.5777588,100.0,10962.251,5103.914969205856,1.049805,0.03751561,1.2218044,4.937462,1.7410636,1.8310546e-06,0.19258104
[ 0.586  0.76   0.27   0.687 -1.437],100,0.19294572,-0.013147204,1.1171215,412,296.5622,263.26828,87.61801,-112.30465648126307,,0.68048865,,41200,18.14,573.1889,789954,2.3137186,-2.870903,100.0,95765.78,5115.128923177719,1.287633,0.04040174,1.299947,2.919258,5.769637,1.1367798e-05,0.21037968
[ 0.6    0.758  0.266  0.674 -1.432],100,0.0047339518,-0.01603219,1.9505569,413,473.2286,247.81476,87.47692,-113.0771524007295,,9.19981,,41300,18.73,943.40607,791827,137.8446,-2.8011322,100.0,17198824.0,5128.677813768387,14.714787,0.13455658,1.2165483,3.3020935,112.29897,-7.171631e-06,1.9478164
[ 0.594  0.782  0.271  0.706 -1.435],100,0.06680521,-0.025522629,1.0862736,414,281.746,262.5125,87.56036,-112.6440118698415,,0.72951275,,41400,18.5,547.682,793677,2.0554616,-2.2099304,100.0,104286.62,5138.734531402588,1.4455496,0.041415792,1.3680812,4.4326935,6.0839005,-5.722046e-06,0.21350841
[ 0.589  0.796  0.27   0.714 -1.444],100,0.31998855,-0.03157765,1.0607837,415,291.44568,273.64825,87.877914,-112.6458510395169,,0.47564313,,41500,18.64,533.0813,795541,1.4115964,-2.3887787,100.0,44887.223,5149.67591714859,1.221792,0.03956479,1.2018701,3.0187302,3.6201777,4.5776366e-07,0.20155825
[ 0.59   0.788  0.271  0.713 -1.451],100,0.00030977442,-0.048585586,5.70068,416,858.3367,229.44373,88.01739,-113.78813146665247,,49.170975,,41600,19.77,2332.82,797518,2227.083,-2.7216263,100.0,364858400.0,5161.698724746704,191.25305,0.7444091,1.3931504,5.236397,506.11417,3.0517577e-07,18.60131
[ 0.578  0.758  0.261  0.7   -1.468],100,0.14700347,-0.038519774,1.1659482,417,277.63095,242.71152,88.04488,-113.11944889970165,,1.1201379,,41700,19.02,572.4989,799420,2.8961928,-2.6429672,100.0,267117.8,5175.738948583603,1.3882779,0.048084356,1.2047777,3.557953,10.113989,-6.4849855e-06,0.24923146
[ 0.577  0.755  0.262  0.683 -1.457],100,0.7115855,-0.039924696,1.0093595,418,260.57678,257.51514,87.75035,-112.898710415092,,0.11386471,,41800,18.57,512.81415,801277,1.0685247,-3.124794,100.0,2987.4773,5186.686681270599,1.0124527,0.037433073,1.3574756,3.4508896,1.4389167,-8.926391e-06,0.19061074
[ 0.568  0.76   0.261  0.686 -1.459],100,0.60389197,-0.03943512,1.0308726,419,299.9532,289.87302,87.41069,-111.96469311960912,,0.19341512,,41900,17.9,540.4423,803067,1.1139505,-2.4468155,100.0,8596.512,5196.949449062347,1.0546185,0.03663686,1.1456695,2.3322601,1.6980608,-9.155273e-07,0.19018267
[ 0.569  0.757  0.259  0.685 -1.458],100,0.5361995,-0.044318546,1.0206554,420,270.51328,263.57724,87.9786,-112.99282772902137,,0.1762762,,42000,18.86,508.97937,804953,1.1184503,-2.8670654,100.0,5986.433,5208.521931171417,1.04404,0.038229,1.3084111,2.8749924,1.8655162,1.6021728e-06,0.19312754
[ 0.572  0.759  0.257  0.687 -1.463],100,0.3847398,-0.03714788,1.0296901,421,287.06378,276.7055,87.57298,-112.52667277527149,,0.2334711,,42100,18.11,536.7151,806764,1.1806413,-2.2741394,100.0,12533.766,5220.248702764511,1.0567598,0.037318837,1.1224996,2.1994095,1.9368042,4.272461e-06,0.19259804
[ 0.574  0.758  0.261  0.691 -1.456],100,0.4224083,-0.04421769,1.0381368,422,244.87408,234.3516,87.9771,-113.2043561835889,,0.26217535,,42200,19.19,506.81857,808683,1.2848802,-2.644493,100.0,13349.538,5233.401752948761,1.0692832,0.039642513,1.2256625,2.4173813,2.598096,-6.942749e-06,0.19852522
[ 0.577  0.755  0.264  0.697 -1.463],100,0.011414483,-0.045111798,1.4920466,423,348.97134,254.95618,88.09286,-112.75683098824739,,4.850567,,42300,18.96,723.3765,810579,100.68911,-2.6811905,100.0,4806026.0,5244.550234079361,9.289918,0.0893116,1.142696,2.228981,48.51004,-8.163453e-06,1.1596949
[ 0.567  0.74   0.256  0.671 -1.464],100,0.040674053,-0.037963472,1.3574442,424,313.54623,259.54596,87.49952,-112.7087967025216,,2.9861863,,42400,18.54,670.95105,812433,6.5501394,-2.2693024,100.0,1786201.9,5256.382546186447,3.4241211,0.060993623,1.2380669,4.048767,30.834352,7.781982e-06,0.35323957
[ 0.544  0.737  0.247  0.675 -1.457],100,0.010766721,-0.04389106,1.8527589,425,457.87543,290.37888,87.40289,-112.43611518750508,,6.581404,,42500,17.95,908.32733,814228,20.991978,-2.859497,100.0,8227069.5,5267.757533788681,10.418574,0.0938874,1.129512,1.9522247,65.06402,2.7465821e-06,0.7601385
[ 0.531  0.719  0.239  0.672 -1.463],100,0.32998553,-0.044257198,1.057001,426,283.7787,264.95596,87.86485,-112.91737050270208,,0.3244441,,42600,18.66,532.9598,816094,1.3715761,-2.8343658,100.0,23157.408,5280.134212017059,1.1123432,0.039403714,1.2860093,3.1487732,1.9448601,9.918213e-07,0.20040834
[ 0.541  0.712  0.237  0.662 -1.463],100,0.03932616,-0.048802588,1.3090334,427,334.18927,271.26257,87.63554,-112.63942354653703,,1.9867522,,42700,18.29,654.15546,817923,5.935625,-2.7486954,100.0,786118.8,5292.620894670486,2.9822454,0.051886894,1.1377231,2.4352493,12.211306,-2.822876e-06,0.29589194
[ 0.528  0.7    0.241  0.663 -1.468],100,0.041516356,-0.053180713,1.1441908,428,336.86606,304.9862,87.33724,-111.98840609248035,,0.93400055,,42800,17.75,599.33923,819698,3.4552724,-2.5010147,100.0,206474.7,5304.086007356644,1.5900153,0.044347536,1.0617504,2.0648117,6.6788363,1.2969971e-06,0.23859759
[ 0.524  0.695  0.242  0.677 -1.472],100,0.06587389,-0.06762666,1.1013947,429,244.29172,219.95123,88.06004,-113.42900956638054,,0.5682445,,42900,19.02,542.1858,821600,1.8501253,-2.6362,100.0,69866.48,5315.5587022304535,1.2495109,0.043655124,1.2982706,3.4417572,3.5033906,-1.9836425e-06,0.22171962
[ 0.533  0.692  0.245  0.664 -1.487],100,0.07087655,-0.07476415,1.2225869,430,289.5576,232.77382,88.3409,-113.6761770039158,,1.0239071,,43000,19.5,580.3154,823550,2.934874,-2.8032837,100.0,195745.4,5330.314159154892,1.6270874,0.047041222,1.086167,2.7220612,5.9349875,5.0354006e-06,0.23898599
[ 0.545  0.677  0.247  0.667 -1.494],100,0.00030935346,-0.07629081,5.8843355,431,1183.9448,295.86737,87.40674,-112.43353106358909,,54.027622,,43100,18.08,2779.254,825358,2081.9016,-2.8962402,100.0,614441100.0,5342.730056285858,193.82613,0.84997416,1.1222317,2.0568542,551.52515,1.9836425e-06,16.62551
[ 0.532  0.649  0.245  0.674 -1.495],100,0.14030716,-0.071590744,1.1810999,432,300.88956,249.56927,88.160576,-113.39196119626493,,0.9770563,,43200,19.16,572.5335,827274,3.0375226,-2.740265,100.0,175346.1,5355.8955981731415,1.8519946,0.04579418,1.014965,2.797371,6.0727572,1.6784668e-06,0.23642008
[ 0.524  0.641  0.241  0.669 -1.491],100,0.5927406,-0.07884162,1.034734,433,246.12341,234.51477,88.15567,-113.70562618913598,,0.17864984,,43300,19.2,507.96182,829194,1.0864044,-2.7353745,100.0,6142.3105,5367.464695930481,1.0427239,0.039162297,1.1541201,3.3404312,1.7757895,8.010864e-06,0.19599673
[ 0.519  0.641  0.238  0.67  -1.498],100,0.020316746,-0.06449575,1.4218866,434,300.25195,224.51459,88.23291,-113.49352760552222,,3.4070573,,43400,19.29,684.0025,831123,9.748375,-2.8376236,100.0,2271727.8,5380.230346441269,3.288994,0.06539181,1.2481017,3.7688904,33.46067,3.8146973e-07,0.37789428
[ 0.529  0.651  0.241  0.658 -1.483],100,0.12768823,-0.063556336,1.0300189,435,257.8656,252.3867,88.06436,-113.20949042641978,,0.45063776,,43500,18.97,510.98688,833020,1.634342,-2.2763062,100.0,41906.05,5392.158217430115,1.1528698,0.040199284,1.1948346,2.3878098,3.6033971,3.4332274e-06,0.20298654
[ 0.526  0.656  0.244  0.669 -1.483],100,0.3885504,-0.05891608,1.0278205,436,267.14325,259.8604,87.87059,-113.04603589184673,,0.24221309,,43600,18.64,518.4511,834884,1.2891363,-2.4840012,100.0,12813.376,5402.936272382736,1.0667956,0.038531598,1.0857626,2.3627014,1.742347,1.9073486e-06,0.1959576
[ 0.531  0.655  0.247  0.676 -1.478],100,0.5150018,-0.047907375,1.0322267,437,233.2431,221.81989,88.05771,-113.57118861478598,,0.20806786,,43700,19.02,512.1326,836786,1.1476958,-2.5262604,100.0,8985.939,5412.494251489639,1.0425783,0.038855106,1.1852044,3.0135193,1.751986,-8.392334e-07,0.1954276
[ 0.528  0.659  0.248  0.683 -1.467],100,0.015163555,-0.050500814,1.3825696,438,284.6257,224.91885,88.31528,-113.98449477538531,,4.4046755,,43800,19.51,653.4247,838737,18.095228,-2.255684,100.0,3656545.2,5424.686815023422,4.338841,0.070147246,1.031489,2.1778183,45.047665,2.2888185e-06,0.5021453
[ 0.523  0.679  0.241  0.695 -1.469],100,0.00051664835,-0.074340604,4.1568494,439,880.1235,247.46922,88.15814,-113.74098202500214,,33.259872,,43900,19.21,1843.6128,840658,526.2531,-2.6840363,100.0,195894290.0,5437.268998622894,47.896996,0.3168163,1.1129848,2.4281998,433.95953,9.613037e-06,6.1197934
[ 0.518  0.702  0.224  0.704 -1.493],100,0.026306143,-0.084902264,1.3308756,440,310.98306,253.33849,87.90638,-113.2325263948435,,2.3810616,,44000,18.75,643.9836,842533,10.890983,-2.5708542,100.0,964716.2,5452.712857723236,2.336203,0.055107735,1.1494253,3.0467834,25.299398,-2.7465821e-06,0.32373324
[ 0.525  0.702  0.215  0.682 -1.504],100,0.18942046,-0.09094238,1.1116191,441,289.5742,260.39,87.903625,-112.9196994668593,,0.56876516,,44100,18.67,555.1822,844400,1.9102206,-2.3683243,100.0,62039.523,5465.385950088501,1.2947148,0.040560585,1.0704486,2.6591797,3.911378,-7.476807e-06,0.20729387
[ 0.529  0.708  0.212  0.678 -1.51 ],100,0.3393882,-0.0827629,1.0414882,442,284.88788,272.12292,87.620544,-112.83880400194863,,0.31094334,,44200,18.23,538.99023,846223,1.2928389,-2.2618942,100.0,20337.145,5477.312867641449,1.1019547,0.037751213,1.1159414,2.6381912,2.3705633,1.0604858e-05,0.19428793
[ 0.528  0.705  0.215  0.682 -1.502],100,0.10321818,-0.070936896,1.1637064,443,281.4672,242.31537,88.08583,-113.5938002251144,,0.8165535,,44300,19.1,563.0765,848133,2.5358052,-2.5010452,100.0,128797.03,5488.082559108734,1.5935761,0.044731405,1.1418083,3.3569412,3.944556,-9.307862e-06,0.22881252
[ 0.512  0.703  0.207  0.678 -1.49 ],100,0.47352746,-0.06437274,1.0442032,444,233.70084,221.65485,88.164856,-113.91322186051991,,0.25722063,,44400,19.25,510.71585,850058,1.1885812,-2.403801,100.0,12694.997,5500.749237298965,1.0556138,0.03962501,1.0391465,2.6346436,2.471326,-1.6021728e-06,0.19809781
[ 0.514  0.702  0.211  0.681 -1.483],100,0.010907706,-0.0603186,1.6910282,445,410.7562,238.68414,88.04278,-113.50972550677358,,4.808621,,44500,19.09,803.5372,851967,61.646683,-2.7240677,100.0,4470166.0,5511.61078953743,8.226238,0.083367884,1.2050463,2.8936996,35.448566,-1.0147095e-05,0.8435472
[ 0.526  0.718  0.217  0.699 -1.479],100,0.3645363,-0.057967216,1.0734799,446,234.5018,215.80539,88.31424,-113.93617648069284,,0.45271826,,44600,19.5,516.771,853917,1.5093682,-2.8965988,100.0,41629.305,5525.444631099701,1.1394669,0.04211208,1.0668026,1.9440155,3.6745093,1.9073486e-06,0.20958692
[ 0.519  0.721  0.217  0.711 -1.477],100,0.6484249,-0.060685363,1.0223705,447,252.07248,245.051,87.97603,-113.50631490191894,,0.16462976,,44700,18.88,510.98383,855805,1.1261504,-2.2331772,100.0,5481.9307,5535.202418804169,1.0256046,0.038250316,1.0365227,1.8913956,1.6968999,-5.0354006e-06,0.19311795
[ 0.512  0.726  0.216  0.711 -1.48 ],100,0.012042222,-0.048767418,1.2953246,448,306.30215,267.07385,87.771,-112.97296314931654,,4.011211,,44800,18.6,643.16223,857665,19.133091,-2.5858078,100.0,3354366.0,5546.761265039444,4.047353,0.06669253,1.1000533,2.072876,41.31002,-6.8664554e-07,0.50162137
[ 0.506  0.743  0.205  0.719 -1.468],100,0.0012499588,-0.049261708,3.809465,449,806.4382,258.13806,87.82352,-113.18035661946313,,18.06519,,44900,18.59,1721.8228,859524,131.48238,-2.299553,100.0,57021444.0,5559.598454475403,19.384758,0.1646129,1.1591914,2.9493103,173.39362,7.171631e-06,1.8209311
[ 0.501  0.725  0.19   0.715 -1.468],100,0.16310476,-0.04981066,1.0692168,450,290.57684,270.0172,87.66487,-112.80468675070364,,0.5892554,,45000,18.29,549.7942,861353,1.6619728,-2.5629349,100.0,74178.17,5572.918462753296,1.3485236,0.0396718,0.97857463,3.0289383,4.3613453,8.7738035e-06,0.20481904
[ 0.496  0.717  0.188  0.712 -1.469],100,0.5569304,-0.0534437,1.0350616,451,307.91943,293.753,87.44685,-112.72715747026248,,0.23343547,,45100,17.96,544.5445,863149,1.1661017,-1.8518295,100.0,12337.422,5584.761250257492,1.0634456,0.03663938,1.0674946,2.6518936,1.8157495,1.7547608e-06,0.18987297
[ 0.511  0.715  0.189  0.713 -1.472],100,0.3457992,-0.057999644,1.0507593,452,303.6413,286.9425,87.637695,-112.68237965635961,,0.34576967,,45200,18.23,543.514,864972,1.5268557,-2.2985992,100.0,28109.707,5596.796404123306,1.1325028,0.038990993,1.0442275,2.5205307,2.3032649,-1.0299683e-05,0.20093507
[ 0.508  0.713  0.189  0.701 -1.477],100,0.25180694,-0.06860004,1.0442742,453,272.12866,260.69733,88.13951,-113.73943769343148,,0.3281402,,45300,19.22,511.60318,866894,1.3531665,-2.372017,100.0,22253.469,5608.949283123016,1.0987415,0.04048439,1.1178981,3.126442,2.6156018,3.7384034e-06,0.2027223
[ 0.501  0.716  0.187  0.692 -1.488],100,0.18890405,-0.07037332,1.1262009,454,252.64832,215.99292,88.117355,-113.966011129426,,0.6927847,,45400,19.23,546.65094,868817,2.2797644,-2.0706558,100.0,90847.87,5620.547004938126,1.5223547,0.043065634,0.9982201,2.4830322,4.076305,9.155273e-07,0.21820799
[ 0.507  0.724  0.187  0.698 -1.489],100,0.08942527,-0.074645944,1.1969438,455,307.89264,253.4437,88.03683,-113.52703152619662,,1.1213442,,45500,19.05,586.72473,870722,3.333807,-2.3874054,100.0,246174.28,5631.861656427383,1.5112729,0.04662706,0.9138719,2.1271515,14.960845,3.6621093e-06,0.24235001
[ 0.494  0.735  0.179  0.696 -1.494],100,0.028518049,-0.08097912,1.2727938,456,329.3014,262.96384,87.78411,-112.81803384406456,,2.6921194,,45600,18.51,638.7676,872573,18.00037,-2.2566223,100.0,1634889.8,5644.316757440567,2.7138817,0.05729975,1.0587544,3.201805,64.18894,-1.3732911e-06,0.3879065
[ 0.5    0.725  0.172  0.67  -1.5  ],100,0.68212825,-0.084531054,1.0106144,457,250.07364,246.78677,88.0134,-113.5731158334845,,0.102247685,,45700,18.95,504.0783,874468,1.0234745,-1.7177124,100.0,2265.0994,5657.057715892792,1.0122576,0.038163636,1.0254103,2.420227,1.2791646,-1.8310546e-06,0.19228958
[ 0.503  0.724  0.173  0.67  -1.503],100,0.6527624,-0.091810286,1.0076191,458,269.86307,266.81757,87.80801,-113.18984424730621,,0.08708795,,45800,18.57,513.14557,876325,1.0178156,-2.0294113,100.0,1662.7626,5669.118607759476,1.0068922,0.03727535,0.93451,1.6972275,1.262391,-6.1035155e-07,0.18980917
[ 0.506  0.723  0.174  0.668 -1.511],100,0.40087438,-0.09163116,1.0276285,459,272.51572,264.8702,87.64813,-113.01955882887631,,0.39921355,,45900,18.3,529.88947,878155,1.3243335,-2.0257874,100.0,34136.598,5680.056711912155,1.1308078,0.037762765,0.9872036,2.1785812,3.5711575,-1.3885498e-05,0.19394356
[ 0.497  0.721  0.173  0.663 -1.511],100,0.07556391,-0.089302264,1.1517941,460,268.3564,241.89969,88.0809,-113.35063543798975,,1.3478308,,46000,19.02,560.2833,880057,2.7650661,-2.3607101,100.0,314652.03,5693.102985620499,2.1013901,0.04751901,1.0184877,2.4421158,10.07465,-1.3732911e-06,0.24877451
[ 0.483  0.715  0.169  0.663 -1.508],100,0.21081303,-0.092776015,1.1039349,461,295.72015,266.60138,87.763016,-112.96315658221145,,0.67165554,,46100,18.48,557.60876,881905,3.2465317,-2.3820496,100.0,94938.484,5704.005920410156,1.4135199,0.04197306,1.0981663,2.9201126,3.8092012,5.340576e-06,0.21729088
[ 0.473  0.71   0.167  0.649 -1.512],100,0.64485234,-0.088557385,1.0231601,462,247.58478,239.50769,88.02362,-113.54092719424803,,0.18349168,,46200,19.01,508.24527,883806,1.1312238,-1.893158,100.0,6658.018,5715.549447774887,1.0390038,0.038619623,1.0047808,2.663292,1.7462859,2.3651123e-06,0.19429468
[ 0.478  0.709  0.167  0.645 -1.507],100,0.34039253,-0.09680192,1.0551317,463,285.36505,268.71896,87.90933,-113.1082042526114,,0.43284544,,46300,18.71,529.93567,885677,1.6707667,-2.231079,100.0,39428.31,5726.656888484955,1.1783735,0.039784975,1.0328963,2.1456757,3.6782188,-2.670288e-06,0.20235951
[ 0.485  0.712  0.169  0.655 -1.516],100,0.4715587,-0.10926219,1.0546256,464,278.65845,256.96783,87.80998,-113.12342571345654,,0.35135582,,46400,18.56,535.9693,887533,1.2088196,-2.0605469,100.0,26407.45,5737.237165927887,1.0894113,0.03827228,1.0533555,2.214264,2.9333982,2.2888185e-06,0.19503729
[ 0.47   0.715  0.166  0.656 -1.528],100,5.4147216e-07,-0.12149918,38.337646,465,9820.052,240.74884,88.23113,-114.0244523166044,,375.33615,,46500,19.41,15930.349,889474,69068.15,-1.9286423,100.0,23376755000.0,5750.626027345657,3215.4368,11.144227,1.0558399,3.4351654,3850.1484,-1.2207031e-06,448.93005
[ 0.465  0.684  0.169  0.679 -1.54 ],100,0.62881076,-0.124878086,1.0083721,466,286.05807,282.9309,87.574234,-112.76376732392872,,0.1337978,,46600,18.15,525.5776,891289,1.0661634,-2.4014664,100.0,4183.849,5764.2577688694,1.0217888,0.03665703,1.0325832,2.1251755,1.5117584,-3.0517579e-06,0.18888418
[ 0.463  0.683  0.169  0.675 -1.544],100,0.21815765,-0.12633339,1.0400798,467,259.12927,248.57625,88.26297,-114.14260399663468,,0.3201236,,46700,19.45,504.40646,893234,1.3029624,-2.0138931,100.0,19399.121,5774.217561244965,1.1043543,0.040439986,1.0135071,2.3516464,2.1233876,9.07898e-06,0.20121929
[ 0.458  0.689  0.167  0.673 -1.545],100,0.0032194308,-0.12732121,2.1831183,468,566.32263,271.21008,87.76456,-113.11670357414454,,8.406187,,46800,18.49,1038.9974,895083,55.72159,-1.8871231,100.0,14341360.0,5784.0695633888245,13.414143,0.106641136,0.96486956,2.8119812,85.683945,-1.9836425e-06,1.1213502
[ 0.472  0.705  0.16   0.671 -1.546],100,0.09240194,-0.12544893,1.1668323,469,285.9687,246.58838,87.698166,-113.02691750077942,,0.9831489,,46900,18.41,592.4562,896924,2.4111114,-2.4133377,100.0,207514.05,5794.3749051094055,1.7127714,0.04415584,1.0236995,3.2118988,7.5876226,1.3732911e-06,0.23122698
[ 0.478  0.712  0.166  0.674 -1.544],100,0.5864203,-0.12828812,1.0258089,470,254.13864,247.0297,88.25313,-113.88599436327729,,0.25141686,,47000,19.39,498.31592,898863,1.1358674,-1.7925034,100.0,11564.188,5804.549578428268,1.0597893,0.039520595,0.95243174,2.4463577,1.9194272,4.272461e-06,0.19679397
[ 0.472  0.712  0.165  0.677 -1.547],100,0.0020459031,-0.1174641,2.9939437,471,574.25433,248.27185,87.877045,-113.28902555730528,,17.34966,,47100,18.69,1319.8295,900732,302.03638,-1.9281616,100.0,45334910.0,5814.248512268066,24.70865,0.20977005,1.0729405,2.6118393,172.16483,2.5939942e-06,3.4482143
[ 0.44   0.71   0.153  0.693 -1.536],100,0.5720616,-0.1156801,1.0432019,472,248.09836,234.45377,88.25949,-114.17654607837741,,0.23221168,,47200,19.45,505.56268,902677,1.2097211,-2.4372559,100.0,10148.073,5827.581545591354,1.0678936,0.03997816,1.0004008,3.143692,1.9312717,3.5095215e-06,0.1988038
[ 0.435  0.715  0.151  0.691 -1.535],100,0.29437202,-0.118519895,1.038376,473,271.53113,261.89813,87.99304,-113.76587748765131,,0.48231158,,47300,18.95,517.6339,904572,1.362105,-1.8383713,100.0,45903.758,5836.0817103385925,1.1994084,0.039688583,0.97340363,3.0029373,4.0009527,3.8146973e-07,0.20035923
[ 0.441  0.72   0.15   0.693 -1.537],100,0.115739666,-0.116200216,1.1461079,474,263.22083,220.5411,88.33717,-114.12069202374745,,0.74638236,,47400,19.57,549.1246,906529,3.4377093,-2.1201782,100.0,104460.34,5846.182757854462,1.4955962,0.045310568,1.0418457,2.8272629,5.209511,2.2888185e-06,0.22993186
[ 0.455  0.721  0.156  0.705 -1.535],100,0.011990504,-0.109338544,1.4309034,475,372.18283,262.48187,87.731316,-113.01322150280217,,2.4677763,,47500,18.43,710.07983,908372,16.694271,-2.0327606,100.0,1184329.1,5856.821470975876,2.8058746,0.057032343,0.96102566,3.1199112,23.613724,-1.0681152e-06,0.36473346
[ 0.457  0.728  0.147  0.689 -1.528],100,0.3842738,-0.10534951,1.0453106,476,236.47144,224.05704,88.473465,-114.28564523013601,,0.3375812,,47600,19.83,497.93094,910355,1.3321997,-2.2754364,100.0,21940.092,5865.373468160629,1.0949587,0.041758988,1.0328447,2.5537796,2.3278785,-8.087158e-06,0.20581311
[ 0.449  0.728  0.146  0.681 -1.524],100,0.008653602,-0.10826713,1.6629081,477,382.4749,274.83954,87.82977,-113.2439846077795,,7.876333,,47700,18.61,809.5653,912216,159.19121,-1.959137,100.0,12702715.0,5873.460497379303,13.599362,0.12036256,1.0333056,2.9903488,79.23532,-8.544922e-06,1.71255
[ 0.449  0.71   0.133  0.662 -1.527],100,0.046088457,-0.09790115,1.97816,478,382.42444,230.27066,88.46098,-114.52472779408886,,8.857965,,47800,19.85,870.53516,914201,17.598112,-1.8720703,100.0,11205622.0,5882.841676950455,3.675235,0.09365872,1.0623752,2.8134995,92.34198,2.0599366e-06,0.57822424
[ 0.464  0.707  0.148  0.651 -1.517],100,0.0005122776,-0.09537934,8.046088,479,1740.7979,218.6384,88.343544,-114.1434205265369,,72.308945,,47900,19.64,3456.275,916165,7161.5522,-2.0104294,100.0,909829900.0,5891.347491264343,180.78723,0.8777813,1.0874603,3.1000137,1442.675,-5.340576e-07,46.382713
[ 0.457  0.73   0.145  0.624 -1.514],100,0.029029215,-0.095409036,1.5610563,480,390.3502,249.73962,87.75337,-112.98211013846338,,3.509019,,48000,18.6,766.1366,918025,11.79088,-2.1630554,100.0,2572806.2,5903.088836431503,4.820347,0.063467644,1.0734456,2.7645187,31.129402,1.0375977e-05,0.39943328
[ 0.432  0.722  0.146  0.631 -1.514],100,0.4130845,-0.10139116,1.0190213,481,246.01993,239.42206,88.16565,-113.60982795136077,,0.20321554,,48100,19.2,500.87906,919945,1.167274,-2.2570572,100.0,8375.184,5912.743493318558,1.0447098,0.03910417,1.108599,2.853531,1.6324614,1.9836425e-06,0.19572397
[ 0.429  0.726  0.147  0.636 -1.52 ],100,0.047324322,-0.109364115,1.2120887,482,310.09088,260.56177,87.63312,-112.66227468974635,,1.4170414,,48200,18.22,615.3203,921767,4.232942,-2.2498856,100.0,423571.8,5920.870368719101,2.2864616,0.048183877,1.0356034,2.158989,10.832437,7.858276e-06,0.26561004
[ 0.431  0.711  0.142  0.631 -1.528],100,0.05992617,-0.10697099,1.2136213,483,312.8061,266.3574,87.862076,-113.30752552710608,,1.4492165,,48300,18.67,607.31934,923634,3.1684945,-1.7206421,100.0,436831.9,5930.177533149719,1.9594848,0.046963613,1.1094081,2.9889603,12.7564125,-2.5177003e-06,0.24912186
[ 0.434  0.698  0.138  0.627 -1.526],100,0.04389545,-0.11267975,1.1234581,484,237.98853,215.41586,88.43814,-114.4623670525147,,1.1182387,,48400,19.8,531.91974,925614,4.2152214,-1.9794769,100.0,222943.95,5937.942054748535,1.8699306,0.047902662,0.89699805,1.843689,7.1210318,4.7302246e-06,0.24458127
[ 0.438  0.71   0.136  0.637 -1.532],100,0.0056643235,-0.11922275,2.57191,485,525.4989,258.09094,87.78633,-113.15963635734845,,14.500876,,48500,18.53,1167.479,927467,62.487698,-1.9230957,100.0,34659884.0,5946.2417278289795,16.88605,0.13819335,0.91416967,2.199646,147.39378,-1.411438e-05,1.3607308
[ 0.436  0.734  0.142  0.634 -1.538],100,0.3017428,-0.11966871,1.0921589,486,282.48132,260.11768,88.03468,-113.43123975449355,,0.5534227,,48600,18.96,540.9538,929363,1.626176,-2.0156555,100.0,68118.98,5956.342843294144,1.2116586,0.042949386,0.9827194,2.3190613,4.4937925,1.0986329e-05,0.21751866
[ 0.432  0.737  0.137  0.642 -1.539],100,0.06997469,-0.11954654,1.1955218,487,270.23837,234.54254,87.99037,-113.17686885385162,,1.3780061,,48700,18.86,586.39996,931249,6.051937,-2.6734161,100.0,352098.38,5964.668458938599,2.0516787,0.046680536,0.9738197,2.5450745,10.952602,7.400513e-06,0.25264138
