EmpiricalD2,StdIW,Iteration,MaxIW,MinD2w0t,MeanIW,Weights,TimeElapsed,EpisodesSoFar,ReturnMeanIW,TimestepsSoFar,EpThisIter,InitialBound,MinIW,InitialReturnStd,EpRewMean,MeanD2w0t,InitialReturnMean,InitialReturnMin,MaxD2w0t,EpLenMean,Bound,J_sample_variance,ReturnStepMaxmin,InitialReturnMax,ReturnStepMax,MeanEntropy,EntropyCoefficient,StdD2w0t
1.022499,0.14284696,13,1.6722451,,1.0189087,[-0.638 -1.086 -0.792 -1.016  0.009],138.32529187202454,1300,196.20238,49104,100,-92.957375,0.5915717,14.898753,-105.2376729104638,0.07855991,-7.2479247e-07,-19.511787,1.0445279,39.0,-91.05597,624.43994,93.603195,38.51832,100.0,1.4329575,10.0,0.27009454
1.0103122,0.10121356,14,1.3486519,,1.0143541,[-0.651 -1.089 -0.796 -1.012  0.014],148.46575665473938,1400,225.46352,52640,100,-59.601685,0.78632337,12.776786,-107.36427275535333,0.07119437,4.8828124e-06,-15.961121,1.0206537,35.36,-58.130642,520.12384,92.92742,42.111877,100.0,1.443465,10.0,0.25807434
1.0363679,0.19738255,15,1.7871716,,1.0330092,[-0.645 -1.087 -0.792 -1.012  0.025],159.9816014766693,1500,222.0325,56257,100,-71.744156,0.5576551,14.031767,-107.02274161785498,0.07360625,-6.027222e-06,-16.45736,1.0677781,36.17,-68.35362,1065.4508,93.082245,44.746014,100.0,1.4555165,10.0,0.26361617
1.1154491,0.33875784,16,2.2706218,,1.0903696,[-0.643 -1.084 -0.795 -1.015  0.037],170.28778195381165,1600,237.34435,59794,100,-53.87176,0.27990374,13.069915,-106.52643947790149,0.07333266,1.9836425e-06,-16.995735,1.2519046,35.37,-44.418663,3555.9253,92.976456,41.05354,100.0,1.4534569,10.0,0.26596022
13.192158,57.226025,17,610.17444,,6.5024633,[-0.67  -1.079 -0.795 -0.998  0.034],181.63169765472412,1700,963.25195,63378,100,-56.420265,0.028680332,13.5630245,-108.00452782013484,0.2712118,3.6621093e-06,-18.459839,109.227646,35.84,246.73186,54479770.0,92.97296,47.54374,100.0,1.5172408,10.0,1.7836063
1.0171112,0.15061422,18,1.6832411,,1.0209243,[-0.643 -1.021 -0.771 -1.029  0.098],193.2686026096344,1800,239.05333,66816,100,-40.840225,0.73030305,10.108425,-109.43515896600744,0.06950247,-2.9373168e-06,-14.931763,1.0428998,34.38,-38.905647,1002.4203,92.63389,33.962734,100.0,1.5244391,10.0,0.25578368
1.0179679,0.16808718,19,2.1171868,,1.0286604,[-0.654 -1.024 -0.777 -1.035  0.106],203.70315551757812,1900,232.12878,70311,100,-57.530983,0.77719456,12.404271,-107.47176798365606,0.07095812,1.0299683e-06,-14.921234,1.0581475,34.95,-54.569397,1537.0273,92.85003,37.86574,100.0,1.5292907,10.0,0.2588571
1.0071516,0.077575855,20,1.2140287,,1.0060042,[-0.656 -1.013 -0.766 -1.033  0.11 ],214.21331238746643,2000,220.79544,73878,100,-58.909775,0.815097,14.138307,-106.98204830189228,0.07160267,-8.010864e-07,-17.28572,1.0127497,35.67,-58.147156,341.67838,93.00157,46.123043,100.0,1.5338652,10.0,0.25834048
1.0460199,0.23457788,21,2.0975409,,1.0641342,[-0.657 -1.015 -0.77  -1.036  0.115],224.13279700279236,2100,248.75497,77265,100,-41.803635,0.50628334,12.13744,-108.06596894090659,0.06952998,4.3869018e-06,-15.014702,1.116831,33.87,-34.906536,2317.7664,92.6188,36.49846,100.0,1.5336139,10.0,0.2579961
1.0208218,0.15405431,22,1.4794579,,1.0134046,[-0.65  -1.031 -0.774 -1.055  0.115],235.08194518089294,2200,216.15828,80936,100,-58.151836,0.63662344,11.933878,-108.0271633058013,0.07390846,2.7465821e-06,-16.162865,1.0298828,36.71,-57.142094,749.35864,93.11528,36.682457,100.0,1.5335369,10.0,0.26256493
1.0080687,0.094940126,23,1.2391874,,1.0128416,[-0.656 -1.033 -0.774 -1.049  0.115],245.415114402771,2300,226.11156,84449,100,-69.675674,0.7481035,13.936127,-107.09522461881403,0.07062122,-4.4250487e-06,-16.680878,1.0211484,35.13,-68.549095,471.5928,92.90292,57.92577,100.0,1.5237541,10.0,0.25689393
1.0215794,0.16018638,24,1.8085389,,1.0288386,[-0.654 -1.029 -0.772 -1.047  0.105],256.2219593524933,2400,209.1564,88259,100,-89.6592,0.5977791,13.096923,-108.23279060836579,0.07717128,7.6293944e-08,-17.586288,1.0478312,38.1,-87.29326,1048.0598,93.31849,73.74625,100.0,1.5306866,10.0,0.26871035
1.0135739,0.11130306,25,1.3646195,,1.0153944,[-0.659 -1.015 -0.764 -1.038  0.112],266.4275782108307,2500,226.55449,91806,100,-62.544437,0.778405,11.870856,-108.28788197084192,0.071353845,1.2969971e-06,-16.371552,1.0395035,35.47,-61.030876,608.6726,92.89414,42.2418,100.0,1.5326377,10.0,0.2582317
1.1123595,0.3848638,26,2.4750195,,1.0859804,[-0.662 -1.025 -0.767 -1.038  0.114],278.8926467895508,2600,221.3364,95561,100,-79.46703,0.43359149,14.741748,-106.97249583698112,0.07826247,-3.7002565e-06,-19.527344,1.2099999,37.55,-71.72828,4754.427,93.3024,44.50112,100.0,1.5383992,10.0,0.27485168
1.0645518,0.27043784,27,2.3322806,,1.0831342,[-0.678 -1.034 -0.763 -1.035  0.119],290.7652883529663,2700,227.22281,99245,100,-73.580086,0.653082,13.128994,-107.4860343158596,0.07613433,-2.2888185e-06,-17.089813,1.1479965,36.84,-65.20873,2453.939,93.16472,60.250263,100.0,1.5621682,10.0,0.27003324
1.0022753,0.052673053,28,1.1973172,,1.0033615,[-0.691 -1.033 -0.765 -1.029  0.143],302.3243613243103,2800,214.34497,102913,100,-66.673775,0.8702872,12.987916,-107.89946468785166,0.073486686,-3.8146973e-07,-16.006248,1.0066446,36.68,-66.35843,249.00565,93.11672,38.45197,100.0,1.5630734,10.0,0.26117933
1.0289065,0.2104958,29,2.0964222,,1.0402477,[-0.687 -1.033 -0.765 -1.027  0.144],312.808313369751,2900,207.00003,106753,100,-83.978485,0.31056654,12.950907,-106.92487938321926,0.07824232,-4.234314e-06,-17.41397,1.0728899,38.4,-80.579735,1749.0522,93.43102,38.284744,100.0,1.5540259,10.0,0.27131858
1.0955757,0.33150575,30,2.3370013,,1.0751351,[-0.68  -1.051 -0.767 -1.037  0.135],323.1317355632782,3000,227.90105,110371,100,-64.70086,0.36567545,13.903483,-106.66228067166153,0.075167604,1.5258789e-07,-17.25792,1.1559991,36.18,-58.514183,3136.0625,93.103806,54.440445,100.0,1.5598841,10.0,0.2692563
1.023321,0.16350219,31,1.5823462,,1.0239769,[-0.677 -1.053 -0.776 -1.05   0.141],335.35536646842957,3100,232.11298,113857,100,-48.356895,0.630951,11.301509,-108.0173243821251,0.07051417,-4.196167e-07,-16.487473,1.0434813,34.86,-46.238182,942.4478,92.80285,34.886456,100.0,1.5700052,10.0,0.2575868
1.0638119,0.25337684,32,1.9869858,,1.0573357,[-0.676 -1.057 -0.78  -1.058  0.151],345.9937310218811,3200,232.9752,117406,100,-53.22686,0.5694043,13.268065,-107.54686465106126,0.073112056,-3.7384034e-06,-15.371056,1.1036282,35.49,-47.44059,2185.0142,92.939316,48.43553,100.0,1.583103,10.0,0.26456252
1.028983,0.20560887,33,1.9662012,,1.0383998,[-0.681 -1.057 -0.786 -1.068  0.164],356.7654321193695,3300,225.259,121005,100,-71.29131,0.56459874,14.534387,-107.64060143001207,0.07321725,-3.013611e-06,-16.667953,1.0859071,35.99,-67.4953,1756.5862,93.01831,67.19893,100.0,1.5921749,10.0,0.26295608
1.012147,0.116403386,34,1.3268356,,1.016223,[-0.702 -1.056 -0.786 -1.069  0.173],366.9557795524597,3400,215.41792,124666,100,-66.23004,0.73316634,12.610051,-106.80783258971329,0.07386897,-8.392334e-07,-17.443542,1.0318389,36.61,-64.74521,720.7511,93.1651,33.251675,100.0,1.5892498,10.0,0.26282015
1.032691,0.18380941,35,1.7241312,,1.0431705,[-0.697 -1.065 -0.785 -1.078  0.17 ],377.554484128952,3500,227.01193,128225,100,-61.74027,0.6351609,13.771442,-106.92959118295965,0.07232355,-8.773804e-07,-17.016563,1.0963265,35.59,-57.39592,1157.6118,92.99104,54.447556,100.0,1.5868146,10.0,0.26129037
1.1923573,0.6285624,36,4.011937,,1.1646231,[-0.673 -1.057 -0.772 -1.084  0.168],388.14274621009827,3600,268.0528,131611,100,-58.113693,0.4050361,14.144253,-106.61073328588472,0.07534577,-1.8310546e-06,-14.928482,1.4770861,33.86,-42.41449,16484.088,92.70285,70.66938,100.0,1.5983125,10.0,0.28009704
1.1122292,0.43154982,37,3.5618718,,1.097591,[-0.677 -1.03  -0.739 -1.067  0.179],398.570365190506,3700,240.62021,135190,100,-58.028656,0.5188478,11.702113,-108.72492365270082,0.075409934,-1.2969971e-06,-16.570015,1.1999449,35.79,-48.97003,6354.259,92.92429,38.547966,100.0,1.6116272,10.0,0.2717419
1.0414906,0.22924133,38,2.1099677,,1.0387231,[-0.683 -1.021 -0.721 -1.056  0.193],409.4737367630005,3800,229.07777,138753,100,-60.287933,0.46694994,12.366546,-107.70097071908027,0.07277139,-5.760193e-06,-16.446327,1.1149598,35.63,-56.420708,2076.4011,92.95448,37.74797,100.0,1.6021444,10.0,0.26277208
1.0154933,0.12145737,39,1.3927433,,1.0230306,[-0.671 -1.016 -0.714 -1.065  0.183],420.7458474636078,3900,210.4145,142508,100,-73.22196,0.7121599,13.480074,-107.08755982957986,0.07597165,2.5177003e-06,-17.245438,1.0361885,37.55,-70.66284,873.45215,93.296265,46.658947,100.0,1.5965986,10.0,0.26661348
1.0135154,0.10681793,40,1.6916195,,1.0205107,[-0.656 -1.015 -0.703 -1.066  0.178],431.20171451568604,4000,225.66164,146067,100,-62.416763,0.7054203,12.037433,-107.50924711291692,0.071877286,1.6784668e-06,-15.381348,1.0382018,35.59,-59.87131,708.3449,92.958466,39.816376,100.0,1.5966595,10.0,0.2596514
1.0078434,0.08712816,41,1.331661,,1.0137225,[-0.653 -1.004 -0.693 -1.067  0.178],442.49565029144287,4100,199.98643,149979,100,-88.92406,0.78988063,13.1057625,-108.39189623350352,0.07866518,-4.5013426e-06,-17.476746,1.0153756,39.12,-87.77612,410.2425,93.458496,46.236332,100.0,1.604491,10.0,0.2700178
1.0162159,0.13051768,42,1.5265368,,1.016336,[-0.656 -1.008 -0.698 -1.067  0.186],453.77096462249756,4200,219.40608,153615,100,-49.896557,0.6862287,11.446565,-107.99642502197507,0.07338917,-3.3950805e-06,-18.233437,1.027435,36.36,-48.305107,707.486,93.05961,33.349113,100.0,1.616305,10.0,0.2620608
1.0171903,0.14415495,43,1.6386602,,1.0236831,[-0.652 -1.011 -0.699 -1.073  0.197],464.35639667510986,4300,191.85052,157680,100,-91.29896,0.6837291,12.516716,-107.81386452612294,0.082262106,-1.9836425e-06,-18.348335,1.0476445,40.65,-88.98071,680.6272,93.69551,38.2144,100.0,1.6239438,10.0,0.27654293
1.0711459,0.2618259,44,1.8476324,,1.0712937,[-0.667 -1.009 -0.708 -1.068  0.205],476.3470575809479,4400,221.21819,161401,100,-68.354324,0.497222,12.742781,-107.43388260733973,0.07692718,-3.2806397e-06,-17.056686,1.1273241,37.21,-62.04628,2316.243,93.225555,50.137287,100.0,1.6100522,10.0,0.27136385
1.0266007,0.16388097,45,1.4963727,,1.0292851,[-0.669 -1.001 -0.693 -1.057  0.191],488.39891743659973,4500,193.97151,165449,100,-86.02019,0.5840297,13.050157,-107.99012486092207,0.082042344,6.6375733e-06,-17.178467,1.0500708,40.48,-83.46303,677.42816,93.66453,38.93404,100.0,1.5960085,10.0,0.2764436
1.0502397,0.21701716,46,1.8019853,,1.0486366,[-0.68  -0.994 -0.691 -1.05   0.177],500.3831925392151,4600,201.61307,169404,100,-84.563126,0.5281767,12.696343,-107.64039572718958,0.080613814,3.3950805e-06,-19.2994,1.0896689,39.55,-80.4852,1302.2051,93.55676,34.403244,100.0,1.584085,10.0,0.27509597
1.0211769,0.14338586,47,1.6778042,,1.0213047,[-0.699 -1.001 -0.695 -1.046  0.165],511.27950525283813,4700,212.16599,173113,100,-80.50722,0.7191392,13.886196,-106.69743725860124,0.07482831,-1.6403199e-06,-19.898811,1.0391531,37.09,-78.29219,676.7196,93.24657,45.274273,100.0,1.5895214,10.0,0.26435223
1.0184952,0.14112696,48,1.533949,,1.0207251,[-0.69  -0.997 -0.697 -1.046  0.171],522.1047394275665,4800,213.36911,176871,100,-66.12717,0.6705268,10.993765,-108.80227023568858,0.07598417,2.2888183e-07,-17.393745,1.0555661,37.58,-63.770123,793.66254,93.209564,28.23217,100.0,1.5829884,10.0,0.26654458
1.0139159,0.116672374,49,1.5628889,,1.0249447,[-0.702 -1.01  -0.708 -1.048  0.164],532.7628374099731,4900,224.32083,180458,100,-73.141846,0.6531259,13.699737,-108.00497773057374,0.07234212,3.8146973e-07,-16.25956,1.0559155,35.87,-70.41844,638.8531,92.97798,74.7103,100.0,1.578435,10.0,0.26023343
1.0215406,0.16561528,50,1.6735431,,1.0302864,[-0.725 -1.004 -0.71  -1.046  0.159],544.3913376331329,5000,210.72444,184215,100,-81.85947,0.58859587,14.116451,-107.23478454356481,0.07612259,-3.8146973e-07,-17.28566,1.0458897,37.57,-79.61664,1010.1804,93.29147,46.193108,100.0,1.5650988,10.0,0.2670827
1.011673,0.109645545,51,1.5531116,,1.0169511,[-0.726 -1.002 -0.709 -1.039  0.146],555.7267329692841,5100,194.36685,188173,100,-92.56349,0.7708389,14.2043495,-106.25942592673618,0.07976348,3.7384034e-06,-19.279152,1.0252677,39.58,-90.94071,551.12115,93.63065,37.91846,100.0,1.560238,10.0,0.2720383
1.0044501,0.063718945,52,1.2419075,,1.007326,[-0.72  -0.997 -0.7   -1.036  0.141],567.1711716651917,5200,203.56828,192002,100,-73.139656,0.81784195,11.952514,-107.70422619625634,0.076802336,1.7929077e-06,-16.917198,1.0128571,38.29,-72.48187,257.3906,93.37429,30.599556,100.0,1.5615283,10.0,0.26669353
1.0138674,0.10483915,53,1.3210397,,1.019569,[-0.718 -1.007 -0.704 -1.041  0.143],577.0986979007721,5300,188.87337,196081,100,-92.045364,0.7663029,13.975817,-107.3542031472785,0.08225615,-1.0681152e-06,-20.347145,1.0253117,40.79,-90.44284,442.53714,93.73625,36.759865,100.0,1.5732472,10.0,0.27600244
1.0132508,0.109013304,54,1.3175336,,1.010553,[-0.716 -1.01  -0.705 -1.045  0.154],588.5685334205627,5400,200.40382,199982,100,-74.23697,0.79299414,12.835516,-108.25844441358363,0.07846135,-7.019043e-06,-18.158447,1.029195,39.01,-73.1891,554.3024,93.449715,30.05851,100.0,1.5751711,10.0,0.26972565
1.0145291,0.12987612,55,1.5244861,,1.0196658,[-0.722 -1.02  -0.709 -1.045  0.156],599.2207863330841,5500,214.27539,203706,100,-70.89719,0.7258197,11.41896,-108.48786316322774,0.07516208,-1.6784668e-06,-15.764458,1.0352308,37.24,-69.23956,571.4567,93.173584,31.618622,100.0,1.5743009,10.0,0.26495674
1.0286427,0.1979624,56,1.8026619,,1.0430648,[-0.716 -1.004 -0.701 -1.038  0.155],610.8557291030884,5600,186.97916,207884,100,-107.81708,0.72873485,13.712127,-107.3035152886277,0.0849768,-5.8364867e-06,-17.505386,1.0560539,41.78,-104.41847,1237.2153,93.86341,41.95951,100.0,1.5878102,10.0,0.28144726
1.0145663,0.13109115,57,1.463023,,1.0192138,[-0.714 -1.016 -0.707 -1.047  0.169],621.3615367412567,5700,188.63522,211968,100,-100.9534,0.67519945,13.535296,-107.07014103737109,0.08239181,7.476807e-06,-19.416458,1.0390756,40.84,-99.408066,574.7766,93.75663,44.68763,100.0,1.5840803,10.0,0.27626327
1.0164595,0.13724692,58,1.7858332,,1.0190806,[-0.717 -1.008 -0.703 -1.048  0.165],631.7813248634338,5800,190.23816,215974,100,-101.72873,0.6815126,15.562733,-105.49798737656337,0.080816515,1.2207031e-06,-21.274254,1.0325946,40.06,-100.07825,674.59015,93.733,40.9332,100.0,1.5918217,10.0,0.27384517
1.0099251,0.08838897,59,1.2963116,,1.0133694,[-0.716 -1.018 -0.704 -1.051  0.173],641.7228920459747,5900,207.8123,219727,100,-82.437195,0.779697,13.132159,-106.7966564547461,0.07541218,5.9127806e-06,-17.197266,1.0199507,37.53,-81.29206,430.1919,93.30873,47.53902,100.0,1.5860146,10.0,0.2647202
1.0121255,0.11833461,60,1.3610651,,1.0167265,[-0.716 -1.01  -0.703 -1.049  0.167],652.1823372840881,6000,213.76627,223445,100,-63.63587,0.72493184,11.8398905,-108.14135067570913,0.07500088,4.348755e-06,-16.768425,1.030074,37.18,-61.905056,649.2942,93.182945,35.59791,100.0,1.5934483,10.0,0.2646156
1.0560138,0.25182405,61,2.4408457,,1.0469844,[-0.729 -1.016 -0.713 -1.05   0.175],663.3521208763123,6100,218.32132,227097,100,-66.25484,0.50206757,13.687051,-106.11608000839234,0.07436895,6.8664554e-07,-17.429977,1.0971711,36.52,-62.822678,1435.3234,93.188614,40.878643,100.0,1.5927719,10.0,0.26496652
1.0231355,0.15871522,62,1.5574201,,1.0386065,[-0.716 -1.015 -0.718 -1.059  0.174],674.3292334079742,6200,207.8169,230928,100,-78.155075,0.64245355,13.112073,-107.61994965016954,0.07769422,-2.4032593e-06,-18.126038,1.0611928,38.31,-74.68125,924.674,93.38162,35.230606,100.0,1.5849419,10.0,0.2697441
1.0152478,0.12808092,63,1.7269387,,1.0146991,[-0.736 -1.013 -0.726 -1.05   0.166],684.4159233570099,6300,225.31801,234479,100,-49.491722,0.7324993,11.545334,-107.57818065522468,0.07161343,-1.4495849e-06,-17.083817,1.0320319,35.51,-47.663948,661.9992,92.94099,31.960411,100.0,1.5957283,10.0,0.2590075
1.0129834,0.11644002,64,1.3878474,,1.0169525,[-0.747 -1.01  -0.728 -1.044  0.177],694.78440284729,6400,200.50404,238374,100,-88.82169,0.67761135,14.040844,-107.19076440972972,0.07859319,-1.1825562e-06,-17.696777,1.0263381,38.95,-86.85811,726.3993,93.49605,49.646645,100.0,1.5865355,10.0,0.2703963
1.0569435,0.22971806,65,1.9370532,,1.05686,[-0.739 -1.015 -0.724 -1.049  0.168],705.4111053943634,6500,221.09158,242098,100,-64.28992,0.6041383,11.627044,-108.50107735610999,0.07627714,-3.2043456e-06,-16.274384,1.1146339,37.24,-58.393845,1490.2644,93.1729,33.118156,100.0,1.5969803,10.0,0.2689519
1.0138084,0.10353045,66,1.443538,,1.0163305,[-0.72  -1.003 -0.714 -1.053  0.178],716.0769701004028,6600,224.1106,245656,100,-56.37651,0.7842873,12.173579,-107.10845927456475,0.07183022,2.2506713e-06,-17.251389,1.0295734,35.58,-54.352875,583.15594,92.97938,26.448841,100.0,1.6045717,10.0,0.25951585
1.0331202,0.18696585,67,1.8330655,,1.0375259,[-0.732 -1.002 -0.722 -1.054  0.186],726.7002942562103,6700,233.3986,249128,100,-50.151352,0.5036102,12.619837,-106.83731590315583,0.07057106,-1.2588501e-06,-16.649132,1.0662663,34.72,-46.574493,1605.0856,92.84578,34.010014,100.0,1.5985518,10.0,0.25836727
1.0261269,0.18572403,68,2.1200962,,1.0351061,[-0.745 -1.014 -0.723 -1.058  0.18 ],738.0981914997101,6800,207.40074,252959,100,-75.810455,0.68981665,14.692306,-107.16048389016774,0.078186706,2.5177003e-06,-19.0391,1.076693,38.31,-72.72092,1289.0348,93.40564,36.1165,100.0,1.6002672,10.0,0.27144748
1.0172077,0.13275889,69,1.5079286,,1.0288973,[-0.747 -1.031 -0.74  -1.064  0.181],748.6431801319122,6900,204.30812,256818,100,-81.3607,0.6473418,13.066492,-107.35568882687801,0.07814236,2.9754638e-06,-18.040962,1.0419134,38.59,-78.60208,819.3785,93.43608,35.15737,100.0,1.5996294,10.0,0.27021578
1.0182637,0.13729247,70,1.4955318,,1.0200269,[-0.731 -1.041 -0.735 -1.074  0.181],759.0859606266022,7000,206.03621,260640,100,-81.9834,0.7021102,13.285731,-107.59292221362533,0.07716281,-6.2942504e-06,-17.556602,1.0405706,38.22,-80.029816,800.6568,93.36981,43.007133,100.0,1.6070296,10.0,0.26821718
1.0140038,0.13587885,71,1.6027951,,1.0203152,[-0.731 -1.051 -0.738 -1.073  0.188],768.9391536712646,7100,210.9448,264432,100,-65.78197,0.70918673,11.078162,-109.19991355113817,0.07665312,-5.455017e-06,-18.810402,1.0340626,37.92,-63.992786,756.52875,93.24062,24.641792,100.0,1.6102581,10.0,0.2676003
1.0812488,0.34116748,72,2.310717,,1.1214738,[-0.744 -1.044 -0.745 -1.065  0.191],779.7174880504608,7200,195.0151,268601,100,-109.63133,0.33539772,14.620938,-106.76237015452078,0.086190775,-4.348755e-06,-20.395721,1.1698143,41.69,-101.001724,2332.5022,93.87828,63.289635,100.0,1.620512,10.0,0.28587863
1.058541,0.3017485,73,2.5622356,,1.0680983,[-0.72  -1.046 -0.739 -1.08   0.202],790.8290412425995,7300,226.09125,272301,100,-69.49852,0.562274,12.230131,-108.46721409879952,0.07659309,-4.005432e-06,-16.444725,1.1672935,37.0,-62.208694,2953.65,93.13691,40.007458,100.0,1.6324266,10.0,0.27102625
1.0743982,0.41212764,74,4.3724833,,1.0985342,[-0.688 -1.027 -0.719 -1.076  0.213],802.1897313594818,7400,219.23236,276079,100,-79.65161,0.5256582,13.751021,-106.30427120198337,0.07901801,5.760193e-06,-17.13179,1.1748738,37.78,-72.18642,4825.0176,93.37246,37.700672,100.0,1.6585829,10.0,0.27655682
1.0060422,0.075127944,75,1.2021823,,1.0098764,[-0.672 -1.037 -0.716 -1.077  0.24 ],812.3746771812439,7500,216.55437,279716,100,-72.789764,0.7421205,13.11241,-107.21058477515648,0.073032,2.1743774e-06,-17.577896,1.0145727,36.37,-71.74918,377.19138,93.1045,48.133553,100.0,1.6532236,10.0,0.26076132
1.0232129,0.18014885,76,1.7331467,,1.0337623,[-0.666 -1.033 -0.711 -1.073  0.234],823.1474945545197,7600,216.27731,283379,100,-73.316414,0.55410856,13.866007,-106.19438323420756,0.074437,6.1035155e-07,-17.802193,1.0522424,36.63,-70.63453,1179.3661,93.20179,39.042625,100.0,1.6422813,10.0,0.2647778
1.0309458,0.15290271,77,1.4140385,,1.0464764,[-0.67  -1.028 -0.713 -1.062  0.223],833.7208862304688,7700,216.7955,287130,100,-63.96752,0.6077831,11.541034,-108.4463089911254,0.07658019,1.1825562e-06,-17.172485,1.0780813,37.51,-59.900467,997.32336,93.21775,34.160275,100.0,1.6319108,10.0,0.2689274
1.0620718,0.28576982,78,2.2491477,,1.0582983,[-0.673 -1.049 -0.727 -1.073  0.213],844.0640776157379,7800,211.28049,290956,100,-74.88995,0.5803102,13.527125,-107.34895423717347,0.07857172,-8.049011e-06,-18.382599,1.120978,38.26,-70.07599,2296.3728,93.38846,46.02079,100.0,1.6217496,10.0,0.27301863
1.1002122,0.3151001,79,2.1732914,,1.1136218,[-0.687 -1.039 -0.717 -1.062  0.203],854.6494283676147,7900,217.42247,294845,100,-83.39604,0.37008005,13.038047,-108.29890800938479,0.08148945,-4.196167e-06,-19.25544,1.158756,38.89,-74.21876,2598.95,93.4305,39.66158,100.0,1.6026376,10.0,0.2807335
