InitialBound,EpThisIter,EntropyCoefficient,StdIW,EpisodesSoFar,MeanD2w0t,Bound,ReturnStepMaxmin,MinD2w0t,MeanEntropy,EpRewMean,MaxD2w0t,TimestepsSoFar,MeanIW,InitialReturnStd,InitialReturnMean,StdD2w0t,MinIW,J_sample_variance,Weights,InitialReturnMin,TimeElapsed,ReturnMeanIW,EpLenMean,EmpiricalD2,InitialReturnMax,MaxIW,ReturnStepMax,Iteration
4.4957275,100,100.0,0.090714954,1100,0.1072577,5.6003265,94.41022,,1.4913694,-149.05156443655002,1.0279821,59998,1.0130588,2.1316211,1.5258789e-06,0.31038904,0.6775716,161.95023,[ 0.792 -1.018  0.23   0.332  0.07 ],-2.5400925,284.60180401802063,182.23769,53.33,1.0084873,8.043419,1.3466154,100.0,11
-18.047974,100,100.0,0.015884386,1200,0.11752608,-17.991623,94.7438,,1.4928306,-154.3110232007732,1.0016024,65873,0.99960315,2.1439674,-5.1116945e-06,0.32207462,0.9473927,7.2510104,[ 0.789 -1.019  0.231  0.341  0.072],-2.580223,310.70732069015503,163.7153,58.75,1.0002818,7.7772064,1.0488997,100.0,12
-2.8314514,100,100.0,0.32789287,1300,0.112132385,1.029129,94.51094,,1.4900726,-150.12581557151574,1.1305046,71343,1.0621916,2.474935,5.0354006e-06,0.3200484,0.41130584,2124.949,[ 0.789 -1.018  0.23   0.341  0.074],-2.7425995,335.5563304424286,183.97408,54.7,1.0862907,7.694992,2.6512518,100.0,13
-10.5720215,100,100.0,0.07174243,1400,0.11474222,-9.864197,94.651,,1.4908789,-152.9009923406964,1.0152723,77060,1.0105287,2.375188,1.0223389e-05,0.31935534,0.80027753,95.987785,[ 0.778 -1.033  0.227  0.333  0.071],-2.481453,362.7797679901123,169.6767,57.17,1.0051666,8.426804,1.2218426,100.0,14
-16.88301,100,100.0,0.21499485,1500,0.119602464,-13.046143,94.74611,,1.5026325,-153.88647588915444,1.1260118,82918,1.0569067,2.4827864,-1.2207031e-06,0.32837826,0.66252905,611.0957,[ 0.778 -1.035  0.225  0.338  0.072],-2.7729187,388.96154522895813,170.59644,58.58,1.0313046,8.021355,2.287231,100.0,15
16.989395,100,100.0,0.08516757,1600,0.10267842,17.723053,94.258255,,1.5071225,-146.8736936782781,1.0169262,88034,1.0077417,2.1525755,-2.9754638e-06,0.3041321,0.8224086,166.59813,[ 0.771 -1.042  0.228  0.335  0.084],-2.4492416,414.46040391921997,188.91748,51.16,1.0087072,7.261307,1.2677282,100.0,16
-1.8122406,100,100.0,0.14987679,1700,0.111442655,0.9085846,94.50581,,1.5115169,-150.78775854242494,1.0607594,93523,1.0321451,1.9928977,4.577637e-06,0.31736904,0.6856501,462.28464,[ 0.766 -1.046  0.228  0.333  0.088],-2.3319855,440.7096657752991,180.47867,54.89,1.0215049,5.4897003,1.6759433,100.0,17
-8.672562,100,100.0,0.15131287,1800,0.11518045,-6.502945,94.65796,,1.5203705,-152.22153950732528,1.0436013,99222,1.0242711,2.9101157,4.196167e-06,0.3211447,0.70044816,355.87247,[ 0.767 -1.042  0.227  0.317  0.092],-2.878189,467.789959192276,171.6815,56.99,1.0242823,10.691307,1.577598,100.0,18
-15.396271,100,100.0,0.0953138,1900,0.11952081,-14.563278,94.7961,,1.5227545,-154.86824440360758,1.0186648,105174,1.0127989,2.4621208,-2.2888183e-07,0.32514182,0.7674778,138.03534,[ 0.774 -1.04   0.229  0.32   0.102],-2.8448486,494.3852233886719,162.81413,59.52,1.0092359,7.6155624,1.3371174,100.0,19
7.6096344,100,100.0,0.1489106,2000,0.109362304,9.865311,94.47505,,1.5290877,-149.58800165075868,1.0520576,110589,1.0285792,2.4047122,-2.4414062e-06,0.31382498,0.6520482,424.16635,[ 0.774 -1.032  0.23   0.325  0.104],-2.6371765,521.215423822403,180.84528,54.15,1.0296031,7.752556,1.526174,100.0,20
-5.2282715,100,100.0,0.060963307,2100,0.11200454,-4.4894104,94.5751,,1.5332,-151.38172337897655,1.0155963,116170,1.0061461,2.294028,-6.5612794e-06,0.31600484,0.80894345,89.827896,[ 0.787 -1.029  0.231  0.32   0.11 ],-2.5804596,549.4913530349731,173.28943,55.81,1.0044179,7.2079315,1.2570016,100.0,21
0.46154785,100,100.0,0.08336146,2200,0.111548126,1.865448,94.56241,,1.5292445,-150.78425721299823,1.025622,121716,1.0195525,2.4998116,1.2893677e-05,0.3158237,0.77558434,146.94646,[ 0.788 -1.033  0.232  0.315  0.114],-2.8843002,576.225323677063,176.08952,55.46,1.0083456,7.876648,1.3257346,100.0,22
19.214615,100,100.0,0.33290857,2300,0.10419117,25.699097,94.189835,,1.5334013,-146.50326370554896,1.1585531,126759,1.0755849,1.7339175,-2.3651123e-06,0.31127948,0.4764688,2412.1338,[ 0.788 -1.026  0.229  0.308  0.11 ],-2.1749191,601.899836063385,203.00754,50.43,1.1078906,4.324005,2.1055155,100.0,23
12.647507,100,100.0,0.15481101,2400,0.10491374,14.2352295,94.34265,,1.5351431,-147.23236795305468,1.0409846,131964,1.0143448,2.5020957,8.392334e-07,0.3077757,0.6149652,480.70004,[ 0.802 -1.017  0.236  0.318  0.115],-2.893013,629.0493402481079,187.03922,52.05,1.0264461,7.4800797,1.6256918,100.0,24
5.2953033,100,100.0,0.16579786,2500,0.106607705,7.8079376,94.37749,,1.5286587,-148.3219532970658,1.0636647,137240,1.0303671,2.4974668,-6.4849855e-06,0.31038898,0.6372237,500.24722,[ 0.794 -1.022  0.232  0.315  0.116],-2.6467514,654.8822240829468,187.29103,52.76,1.0251689,8.844238,1.5242312,100.0,25
27.296082,100,100.0,0.12262531,2600,0.09857826,28.575241,94.08487,,1.53109,-144.8025418411149,1.0368087,142136,1.013886,2.121125,-7.476807e-06,0.299203,0.61499345,424.63174,[ 0.795 -1.036  0.231  0.319  0.11 ],-2.4301834,678.1161642074585,198.81859,48.96,1.012294,8.749184,1.5705978,100.0,26
10.043167,100,100.0,0.19460914,2700,0.104712985,12.295792,94.28291,,1.5397254,-147.87226581356765,1.0523266,147309,1.0205904,2.1515622,-3.0517577e-07,0.30828243,0.6907975,791.1497,[ 0.803 -1.037  0.232  0.329  0.112],-2.1787872,703.9011867046356,190.17853,51.73,1.0350156,7.350197,1.97435,100.0,27
-7.72554,100,100.0,0.3422449,2800,0.11762332,-4.2315674,94.688614,,1.5431639,-152.75536016866027,1.1223391,153061,1.0578464,2.270187,6.2561035e-06,0.32633966,0.4452786,1688.6254,[ 0.797 -1.048  0.23   0.327  0.121],-2.8426895,731.0730164051056,173.91963,57.52,1.0933332,6.6753616,2.527976,100.0,28
8.688675,100,100.0,0.25032797,2900,0.10885775,11.754074,94.43593,,1.5481564,-148.9223802753876,1.0798851,158414,1.0356544,2.282437,-9.918213e-07,0.31441632,0.5950358,1310.2577,[ 0.814 -1.033  0.233  0.33   0.124],-2.8427353,756.9295289516449,184.87962,53.53,1.0595534,8.40921,2.486284,100.0,29
0.7005768,100,100.0,0.6471281,3000,0.11603683,8.599106,94.54991,,1.5568045,-150.58582985965836,1.2734447,163940,1.1452153,2.3491845,-2.2888183e-07,0.3297037,0.36194724,4924.895,[ 0.825 -1.02   0.235  0.336  0.129],-2.757637,785.29527592659,189.31963,55.26,1.2068027,7.8595047,6.2080765,100.0,30
6.794174,100,100.0,0.06535506,3100,0.108479515,7.4487,94.47238,,1.5622952,-149.4670295631623,1.0132818,169348,1.0049517,2.321024,2.670288e-06,0.3114987,0.732993,76.28612,[ 0.846 -0.997  0.239  0.34   0.138],-2.781578,807.9697320461273,178.27808,54.08,1.0045341,6.5229874,1.1802317,100.0,31
8.110901,100,100.0,0.29780492,3200,0.11302003,12.80246,94.530365,,1.5675532,-150.44219141525352,1.1282153,174849,1.0650859,2.0285854,6.8664554e-07,0.32154307,0.54754233,1753.0667,[ 0.85  -1.001  0.241  0.339  0.143],-2.6345825,835.6647882461548,183.78098,55.01,1.077722,5.2222366,2.3494697,100.0,32
25.575043,100,100.0,0.09751941,3300,0.0974321,26.909866,94.0429,,1.5750307,-144.16482789746314,1.0369968,179693,1.0087786,2.3671517,7.400513e-06,0.2975064,0.7584466,251.93864,[ 0.855 -0.976  0.24   0.327  0.149],-2.38723,858.4648108482361,200.3068,48.44,1.0080336,7.3649597,1.514973,100.0,33
61.300354,100,100.0,0.2362122,3400,0.08931137,66.65358,93.60095,,1.5859479,-139.97928044315998,1.0937299,184068,1.0411118,1.9223915,-3.1280517e-06,0.28847763,0.64715374,1525.5895,[ 0.854 -0.97   0.238  0.325  0.156],-2.084053,882.580687046051,228.65102,43.75,1.0637848,7.5855713,1.9157077,100.0,34
50.565826,100,100.0,0.21392618,3500,0.091891535,54.95314,93.740685,,1.5890383,-140.90440569563995,1.0839086,188587,1.0402049,2.2968032,4.4250487e-06,0.2915458,0.54018563,1285.7079,[ 0.84  -0.98   0.236  0.333  0.167],-2.5006714,906.7993431091309,219.86246,45.19,1.0544574,6.4917374,1.7203648,100.0,35
16.470901,100,100.0,0.03698386,3600,0.10307918,16.767609,94.281296,,1.5858871,-147.19961880298328,1.0078915,193735,1.0052025,2.05441,1.5258789e-06,0.3042522,0.9018237,35.268738,[ 0.862 -0.979  0.238  0.343  0.17 ],-2.5391388,930.4570167064667,187.6753,51.48,1.0017531,6.7141953,1.1042637,100.0,36
17.932556,100,100.0,0.08709567,3700,0.10369807,18.65686,94.28781,,1.582638,-147.6599515561614,1.0140145,198905,1.0112947,2.0287957,8.850097e-06,0.30534708,0.7722235,148.63986,[ 0.86  -0.98   0.239  0.342  0.167],-2.4202652,953.923454284668,187.89372,51.7,1.0082802,7.6040726,1.2508444,100.0,37
16.772202,100,100.0,0.08916648,3800,0.10657827,18.575272,94.40292,,1.5859349,-148.63032112220537,1.0236533,204216,1.0159175,2.4288788,4.196167e-06,0.30915204,0.7770022,165.90933,[ 0.856 -0.985  0.238  0.346  0.164],-2.6541214,979.4485578536987,183.0498,53.11,1.0104244,5.953911,1.2099818,100.0,38
13.258972,100,100.0,0.15364215,3900,0.107847676,15.201538,94.41493,,1.5915983,-149.5122681366317,1.0357873,209570,1.0149621,1.7333007,-1.0757446e-05,0.3114423,0.7529552,467.4678,[ 0.871 -0.991  0.24   0.348  0.167],-2.3162918,1006.3131399154663,182.60788,53.54,1.0257541,5.403412,1.629881,100.0,39
21.866241,100,100.0,0.10082941,4000,0.102289274,24.176071,94.22656,,1.5988111,-146.2699014904798,1.067871,214637,1.0228584,2.3331065,3.7384034e-06,0.3046121,0.7210895,236.41527,[ 0.857 -0.992  0.236  0.345  0.172],-2.4855194,1030.4592616558075,193.36554,50.67,1.0122191,8.233185,1.4040115,100.0,40
30.090027,100,100.0,0.35487962,4100,0.1041724,38.672684,94.17119,,1.596352,-146.37891426348193,1.2056665,219668,1.1085538,1.9504391,2.5939942e-06,0.31164524,0.46770436,2443.2424,[ 0.853 -0.994  0.241  0.347  0.18 ],-2.1498337,1054.785165309906,206.89769,50.31,1.1218067,7.839279,2.4044564,100.0,41
42.4355,100,100.0,0.37036857,4200,0.094858564,47.0981,93.84584,,1.6015626,-141.66869181078516,1.172168,224272,1.0566261,2.0677702,6.4849855e-06,0.2980554,0.29718423,3783.2292,[ 0.863 -0.964  0.24   0.333  0.177],-2.3776245,1077.636316537857,217.85565,46.04,1.1274487,6.1518784,2.788521,100.0,42
27.637299,100,100.0,0.14745533,4300,0.09984915,29.004486,94.12956,,1.6041633,-145.43993003709858,1.0337037,229227,1.0115201,1.981987,1.2969971e-06,0.30105498,0.63911045,498.62222,[ 0.885 -0.949  0.245  0.335  0.183],-2.2963486,1102.075522661209,196.86467,49.55,1.0169728,7.326332,1.6052282,100.0,43
41.10971,100,100.0,0.14728461,4400,0.09547664,42.499374,93.95245,,1.6105335,-143.3272445002071,1.0334803,233968,1.0134717,2.235909,1.0681152e-06,0.29499012,0.58498955,454.76105,[ 0.885 -0.943  0.249  0.341  0.185],-2.2963715,1125.8112847805023,205.02238,47.41,1.01934,9.181305,1.5316336,100.0,44
25.01979,100,100.0,0.15165731,4500,0.10533844,26.174667,94.35315,,1.6119702,-147.43929592298542,1.0384358,239190,1.0117785,2.2541149,1.5258789e-06,0.3084842,0.7256082,537.702,[ 0.893 -0.94   0.253  0.338  0.191],-2.7734222,1151.4816884994507,186.20125,52.22,1.0166768,7.67572,1.5980071,100.0,45
22.297104,100,100.0,0.20276847,4600,0.104672864,26.135696,94.30379,,1.6177909,-147.18482182541536,1.0691766,244358,1.0403458,2.287848,-1.6021728e-06,0.30835232,0.586827,787.784,[ 0.887 -0.946  0.253  0.328  0.193],-2.4073486,1176.0151164531708,191.36722,51.68,1.0483602,7.074074,1.7937891,100.0,46
50.67801,100,100.0,0.09792225,4700,0.09291348,52.190308,93.86969,,1.6146,-141.61013052325654,1.0241247,248978,1.015248,2.4999418,4.272461e-06,0.29118517,0.64677143,307.5127,[ 0.866 -0.946  0.247  0.325  0.199],-2.7708435,1201.7615916728973,210.46881,46.2,1.0108454,7.7147446,1.3574054,100.0,47
15.95961,100,100.0,0.12817325,4800,0.105560936,17.865646,94.33977,,1.6151853,-148.3830646486246,1.0388502,254221,1.0245534,2.220382,4.043579e-06,0.30843708,0.696108,258.54956,[ 0.874 -0.964  0.25   0.32   0.196],-2.201149,1226.6929636001587,186.85417,52.43,1.0172035,8.505173,1.6169271,100.0,48
47.416565,100,100.0,0.115111,4900,0.09548398,49.45018,93.97682,,1.6242603,-142.68917895200752,1.0391221,258959,1.0187562,2.4558573,-1.8310546e-06,0.29512087,0.7295407,319.96194,[ 0.853 -0.955  0.247  0.328  0.196],-2.8929443,1250.7056677341461,205.08308,47.38,1.0141368,7.371231,1.5153968,100.0,49
17.794876,100,100.0,0.2770438,5000,0.10954125,22.95874,94.43953,,1.6275914,-148.825826552774,1.1292642,264312,1.0707787,2.237997,7.019043e-06,0.31646085,0.5215029,1366.0262,[ 0.863 -0.959  0.248  0.322  0.205],-2.7751007,1274.7262539863586,188.15565,53.53,1.0907961,7.995491,2.0235913,100.0,50
51.46927,100,100.0,0.47355467,5100,0.09786783,57.686554,93.95505,,1.6385224,-142.26791206314047,1.1920263,269019,1.0752918,2.378611,-9.765625e-06,0.30383337,0.3700173,5652.3076,[ 0.848 -0.976  0.245  0.329  0.209],-2.8852081,1297.148044347763,216.02545,47.07,1.148395,8.15712,3.5043354,100.0,51
44.972473,100,100.0,0.123686284,5200,0.09844431,47.384003,94.06282,,1.647807,-144.57012969614593,1.0364789,273889,1.0226107,2.0511084,-1.4495849e-06,0.29969603,0.77167416,367.4076,[ 0.865 -0.949  0.245  0.326  0.219],-2.4520874,1322.4931728839874,201.07617,48.7,1.0167911,6.5758896,1.4902724,100.0,52
26.892334,100,100.0,0.16922465,5300,0.10203358,30.246582,94.19522,,1.6595323,-145.6999985084513,1.0776763,278909,1.0324407,2.2028513,-2.3651123e-06,0.3054581,0.69409215,671.4774,[ 0.871 -0.953  0.247  0.337  0.229],-2.8120956,1345.7117626667023,196.7238,50.2,1.0253147,5.9920273,1.9566375,100.0,53
39.04634,100,100.0,0.030418092,5400,0.09777578,39.194992,94.09886,,1.6619169,-144.16474537454707,1.002387,283795,0.9998695,2.4919736,-1.5258789e-06,0.2971147,0.93258643,33.83839,[ 0.867 -0.956  0.246  0.327  0.241],-2.7692642,1367.8331489562988,196.25499,48.86,1.0009819,8.27179,1.1137519,100.0,54
9.228119,100,100.0,0.060172953,5500,0.11215725,10.010056,94.59573,,1.6574316,-151.07616341566387,1.0137668,289386,1.0147705,2.3213325,-3.8146973e-06,0.31608942,0.84449995,72.811264,[ 0.867 -0.957  0.246  0.325  0.243],-2.8244095,1391.1602551937103,173.41737,55.91,1.0045233,8.343185,1.2211828,100.0,55
42.18042,100,100.0,0.1965467,5600,0.09857936,44.969223,94.055695,,1.6679325,-144.34822672135815,1.0654831,294244,1.0281892,2.2758975,7.781982e-06,0.30051762,0.5769432,908.3177,[ 0.87  -0.955  0.245  0.328  0.238],-2.388771,1414.197676897049,202.50539,48.58,1.0356337,7.682335,1.7360135,100.0,56
32.061874,100,100.0,0.20983864,5700,0.10967003,35.2939,94.46559,,1.6739724,-149.42910610969898,1.0806952,299644,1.0350397,2.3058405,3.2043456e-06,0.31522352,0.67559195,735.0016,[ 0.869 -0.969  0.242  0.324  0.249],-2.6155396,1437.5131990909576,183.03592,54.0,1.0420069,8.39064,2.0592308,100.0,57
14.264862,100,100.0,0.21121301,5800,0.11063814,17.735443,94.491714,,1.6868929,-149.5498979526902,1.1222497,305074,1.0428596,2.3484383,,0.3170389,0.6940592,858.2303,[ 0.85  -0.963  0.233  0.324  0.255],-2.8328247,1464.012834072113,182.85103,54.3,1.0271423,6.5849304,1.8692071,100.0,58
6.239868,100,100.0,0.04515835,5900,0.115955114,6.7268524,94.70293,,1.6836406,-153.27088745004292,1.0081931,310861,1.0088153,2.1831548,-1.6021728e-06,0.32049412,0.8559307,40.269997,[ 0.844 -0.954  0.236  0.32   0.268],-2.5869522,1491.66846036911,167.21716,57.87,1.0028685,7.681221,1.1397272,100.0,59
39.30046,100,100.0,0.12186061,6000,0.09956612,40.744934,94.13316,,1.6912619,-145.08678547165783,1.0295006,315807,1.0117424,2.2790933,-3.8146973e-07,0.30049154,0.7305324,348.21887,[ 0.849 -0.956  0.236  0.323  0.265],-2.4925156,1515.3454158306122,196.23468,49.46,1.0141973,8.810791,1.3888205,100.0,60
47.831787,100,100.0,0.06298256,6100,0.09506757,48.592896,93.97269,,1.6913972,-142.756863159818,1.0175,320544,1.0093589,2.4272819,9.994506e-06,0.2938637,0.85663056,114.15563,[ 0.858 -0.955  0.237  0.329  0.272],-2.8820267,1537.4724662303925,203.99089,47.37,1.0043974,9.8068695,1.2146183,100.0,61
20.601486,100,100.0,0.1582379,6200,0.1073688,22.280273,94.41818,,1.6952682,-148.47640941099962,1.0468239,325864,1.014669,2.2793915,-3.6621093e-06,0.3111624,0.64182454,508.049,[ 0.859 -0.951  0.236  0.337  0.272],-2.8774261,1560.5452930927277,183.31133,53.2,1.025869,6.7384033,1.5096365,100.0,62
64.86246,100,100.0,0.19643448,6300,0.08922934,68.92549,93.64256,,1.7004632,-140.21333740537412,1.0703366,330275,1.030281,1.9060279,3.8146973e-06,0.2868584,0.6766099,1033.1793,[ 0.866 -0.94   0.237  0.345  0.276],-2.3419037,1583.5628113746643,224.01501,44.11,1.0279251,6.6375504,1.94045,100.0,63
56.638153,100,100.0,0.09217849,6400,0.09433452,57.90901,93.91321,,1.7036884,-142.79625445529598,1.0194699,334967,1.0131639,1.8514204,4.5013426e-06,0.29315853,0.7776531,222.46997,[ 0.843 -0.928  0.23   0.355  0.281],-2.2838974,1605.6635267734528,206.9486,46.92,1.0080407,6.917137,1.2990072,100.0,64
23.519257,100,100.0,0.20813972,6500,0.11070941,27.994019,94.46713,,1.720528,-149.71931807517146,1.104547,340379,1.0513532,2.1592972,-3.0517579e-06,0.31782767,0.67538965,777.85266,[ 0.845 -0.935  0.231  0.366  0.285],-2.6242752,1630.2002313137054,184.87772,54.12,1.0342705,6.594139,2.048903,100.0,65
42.94728,100,100.0,0.13153389,6600,0.09977316,44.054688,94.129105,,1.7238668,-145.5100882263172,1.0330182,345336,1.0121688,1.8492839,-1.1444092e-06,0.300764,0.69494426,414.83698,[ 0.846 -0.936  0.228  0.364  0.301],-2.2405243,1651.4246592521667,196.23132,49.57,1.0134643,6.539879,1.5504901,100.0,66
29.149017,100,100.0,0.06833445,6700,0.10383687,29.671906,94.29819,,1.7246095,-147.64830105425824,1.012938,350515,1.0049437,2.1702838,-2.2888183e-07,0.30547556,0.81606704,109.24369,[ 0.85  -0.927  0.227  0.354  0.305],-2.3705444,1674.2715027332306,186.73976,51.79,1.0062227,7.284401,1.2129827,100.0,67
82.9413,100,100.0,0.07771906,6800,0.087396555,83.684586,93.58888,,1.7311618,-139.6020527766742,1.0149219,354870,1.003475,1.9025484,-9.460449e-06,0.28293404,0.7684341,190.68631,[ 0.853 -0.922  0.228  0.36   0.306],-2.023346,1695.8350059986115,221.78902,43.55,1.0065726,6.483635,1.2233971,100.0,68
52.53482,100,100.0,0.11309863,6900,0.09354452,53.84279,93.88016,,1.7324334,-142.59242883837723,1.0246431,359530,1.0101228,2.1502304,-2.670288e-06,0.29177877,0.7507485,308.02084,[ 0.854 -0.916  0.227  0.357  0.312],-2.1840134,1716.1631903648376,208.44716,46.6,1.0148091,7.7062225,1.360102,100.0,69
50.62021,100,100.0,0.19056314,7000,0.09957197,52.060684,94.11226,,1.733819,-145.3390512593996,1.0434034,364467,1.0180582,1.9698898,8.31604e-06,0.30082276,0.48381352,814.9296,[ 0.869 -0.915  0.228  0.354  0.314],-2.323326,1738.7850115299225,197.86604,49.37,1.0369298,6.4143295,1.9716715,100.0,70
39.23616,100,100.0,0.19327202,7100,0.102536105,40.79306,94.24094,,1.7336454,-146.36643876285643,1.0469502,369550,1.0207489,2.1997244,-6.3323973e-06,0.3048146,0.5884497,711.11804,[ 0.885 -0.905  0.229  0.353  0.315],-2.4911652,1763.9332466125488,192.08772,50.83,1.0372149,7.130966,1.7296945,100.0,71
52.83287,100,100.0,0.21223247,7200,0.09500189,55.9337,93.92482,,1.7439572,-142.1590133627586,1.0798498,374230,1.0330298,2.2509513,2.5177003e-06,0.29567003,0.6382919,1183.3082,[ 0.872 -0.917  0.227  0.35   0.315],-2.8322754,1786.8515167236328,210.01134,46.8,1.0435257,6.3579407,1.7149487,100.0,72
37.043915,100,100.0,0.37962645,7300,0.103014775,42.25992,94.16112,,1.7487332,-145.91380937053415,1.1784934,379228,1.0693911,1.9547164,2.670288e-06,0.30930305,0.46963716,2782.9673,[ 0.858 -0.926  0.225  0.354  0.325],-2.1645508,1811.3604052066803,202.54422,49.98,1.1200436,7.641754,3.2318454,100.0,73
39.2554,100,100.0,0.090520926,7400,0.103373066,41.036682,94.282715,,1.7519525,-146.79106482422887,1.0319844,384363,1.0184213,2.1486573,-1.2969971e-05,0.3055648,0.7681546,204.54062,[ 0.839 -0.948  0.22   0.359  0.33 ],-2.726593,1836.4119927883148,189.75824,51.35,1.0102072,6.7227325,1.3884462,100.0,74
56.787506,100,100.0,0.13590397,7500,0.097183846,60.38698,94.05159,,1.754633,-143.14850998743492,1.038999,389176,1.0302421,2.3201632,3.8146973e-07,0.29778776,0.76899517,483.82465,[ 0.823 -0.938  0.22   0.351  0.333],-3.0740585,1859.142876625061,204.01515,48.13,1.019566,7.175247,1.5057223,100.0,75
42.393326,100,100.0,395.46362,7600,2.4051988,1758.9338,94.220505,,1.6679567,-146.30808096066636,3115.8052,394239,36.8431,2.081308,8.850097e-06,31.648643,1.700877e-06,1064424450.0,[ 0.807 -0.906  0.216  0.35   0.336],-2.5551605,1884.9197473526,3442.7893,50.63,314.88098,6.1166077,4399.6167,100.0,76
-2.449524,100,100.0,0.14331812,7700,0.12044868,-0.8357544,94.81282,,1.6697422,-155.40984580829428,1.0452048,400235,1.018716,2.285439,8.010864e-06,0.3263182,0.76018655,252.33275,[ 0.6   -0.986  0.175  0.319  0.249],-2.5375443,1906.2909548282623,162.61931,59.96,1.014616,6.4173355,1.8252368,100.0,77
-13.940643,100,100.0,0.14242846,7800,0.13020289,-12.330978,95.070145,,1.6700658,-159.08616020980048,1.0446624,406689,1.0268157,2.5313783,-2.2125244e-06,0.33823222,0.7170797,252.38632,[ 0.584 -0.981  0.174  0.323  0.251],-3.4303284,1931.1052610874176,151.50171,64.54,1.025997,6.6655807,1.4726,100.0,78
-17.561523,100,100.0,0.090487786,7900,0.13315642,-16.796494,95.1402,,1.6757721,-161.07792425816012,1.0191063,413318,1.0084876,2.38776,-3.890991e-06,0.34057224,0.8142095,112.79069,[ 0.589 -0.966  0.175  0.318  0.251],-3.0584183,1960.0650730133057,145.71388,66.29,1.0076083,8.227188,1.3015289,100.0,79
