InitialReturnMax,MeanD2w0t,TimestepsSoFar,InitialReturnMin,Bound,J_sample_variance,EpLenMean,Iteration,InitialReturnMean,Weights,EmpiricalD2,MeanEntropy,ReturnStepMaxmin,MeanIW,MinD2w0t,ReturnMeanIW,MaxD2w0t,InitialBound,StdD2w0t,MinIW,MaxIW,TimeElapsed,ReturnStepMax,StdIW,EpThisIter,EpisodesSoFar,InitialReturnStd,EpRewMean
-85.02811,1.3145618,444072,-99.84572,-78.70187,6196.3403,67.46,33,-96.05522,[ 0.184 -0.865 -0.177  0.303 -0.461],64.24139,1.0082914,100.0,0.6105246,,-69.37911,337.85913,-98.62233,7.726124,0.0012577923,11.883513,726.8682930469513,100.0,1.0029595,100,3300,3.2311783,-161.47437845123684
-82.25061,1.2454032,450655,-99.732895,-76.38131,2911.5115,65.83,34,-95.408615,[ 0.237 -0.878 -0.2    0.29  -0.411],20.81493,1.06896,99.99253,0.62497884,,-67.60742,315.729,-97.8813,9.843777,0.001991099,5.7447453,738.6054224967957,100.0,0.6453451,100,3400,4.1870747,-158.9127447893171
-80.19118,1.003924,456815,-99.85626,-71.90609,2634.5535,61.6,35,-94.93136,[ 0.26  -0.872 -0.2    0.231 -0.35 ],27.742647,1.180554,100.0,0.56264335,,-62.81682,278.2025,-97.33254,6.315646,0.018115345,7.593202,749.8563098907471,100.0,0.66128147,100,3500,4.371075,-154.04698307627177
-85.112885,0.88632154,463395,-99.86213,-87.18706,5418.8047,65.8,36,-96.29719,[ 0.217 -0.892 -0.208  0.249 -0.238],10.359611,1.1928979,100.0,0.7579754,,-78.7068,133.179,-98.78903,5.2021737,0.020776607,15.956141,761.5288269519806,100.0,0.9332088,100,3600,3.236254,-160.00275568903152
-83.04553,1.351488,471282,-99.628876,-73.77539,4993.1943,78.87,37,-95.68559,[ 0.243 -0.872 -0.156  0.256 -0.226],20.209257,1.0590532,100.0,0.5486073,,-64.53581,314.85385,-98.45461,8.757046,2.541479e-05,10.235772,775.5615072250366,100.0,0.8814746,100,3700,3.7524748,-172.17267844869855
-83.237915,1.8767835,478932,-99.93373,-83.12743,9851.905,76.5,38,-96.144806,[ 0.255 -0.9   -0.155  0.26  -0.36 ],48.548695,1.0346704,100.0,0.6838875,,-72.83859,1221.8873,-98.89249,21.05348,2.3462579e-05,15.171079,788.9215462207794,100.0,1.3638291,100,3800,3.118192,-170.46374510210356
-85.72993,2.3090935,486015,-99.78827,-74.220726,7585.745,70.83,39,-96.063416,[ 0.273 -0.853 -0.174  0.316 -0.384],161.57433,1.0185627,100.0,0.472063,,-62.9951,480.47885,-98.67641,15.056748,0.00018655465,19.898321,801.6171445846558,100.0,1.1828136,100,3900,3.4543614,-164.8120228711265
-84.0858,2.0667908,494943,-99.84453,-77.41401,5068.6987,89.28,40,-95.58057,[ 0.208 -0.878 -0.151  0.283 -0.4  ],39.181274,1.0156571,100.0,0.62143636,,-67.70397,413.72177,-98.52569,12.661906,0.0011756793,15.686735,817.2615022659302,100.0,0.9684395,100,4000,4.142725,-182.2399137270295
-83.81312,2.0577092,502302,-99.849655,-65.8137,2598.8582,73.59,41,-95.472565,[ 0.229 -0.87  -0.172  0.339 -0.403],86.37351,1.0116,100.0,0.40259144,,-54.19203,625.5973,-98.13924,13.263285,0.00036096133,18.683712,829.8629860877991,100.0,0.7695513,100,4100,3.7696433,-166.71464181202248
-84.4388,1.227113,511139,-99.894485,-81.6707,3970.4346,88.37,42,-95.52749,[ 0.194 -0.873 -0.136  0.357 -0.407],9.525604,0.9946611,100.0,0.7276239,,-73.3138,301.84128,-98.46251,9.500379,0.0025336577,7.6821203,844.7737894058228,100.0,0.8425777,100,4200,4.0049176,-181.529938990595
-84.570366,0.65359414,522291,-99.66987,-90.77539,5259.8306,111.52,43,-95.84709,[ 0.209 -0.864 -0.105  0.354 -0.424],8.776675,1.002969,100.0,0.84273976,,-86.267365,330.87326,-99.168076,5.495199,0.0011556282,19.409805,863.1867740154266,100.0,1.099135,100,4300,3.4581904,-204.9098217714819
-87.01193,2.8303406,532882,-99.90103,-79.16287,6086.637,105.91,44,-95.78567,[ 0.157 -0.857 -0.106  0.345 -0.416],71.85848,0.99597085,100.0,0.55070686,,-69.73693,1129.7986,-99.005035,22.132587,0.0016195303,34.45727,881.2621560096741,100.0,1.0548121,100,4400,3.3511126,-199.2103058359977
-85.71748,4.0858607,546438,-99.78827,-80.9543,3144.1194,135.56,45,-95.11714,[ 0.115 -0.851 -0.087  0.399 -0.423],160.51666,1.0372345,100.0,0.65160537,,-71.03117,804.1114,-98.812744,23.418306,0.00017006174,14.915745,903.0147144794464,100.0,1.0426142,100,4500,3.4549494,-227.8567688931535
-88.26281,4.167797,557630,-99.804596,-73.49359,3766.3337,111.92,46,-96.797775,[ 0.167 -0.827 -0.097  0.392 -0.382],152.06903,1.0312597,100.0,0.45311046,,-62.104984,591.3114,-100.14262,22.399115,0.0001853721,9.385664,921.1642169952393,100.0,0.8120297,100,4600,2.9589994,-206.6304128887133
-82.17927,2.780402,566645,-99.7007,-65.56251,2300.8257,90.15,47,-96.12862,[ 0.201 -0.803 -0.124  0.385 -0.388],122.18759,0.96436393,100.0,0.37537938,,-54.705868,2275.0857,-99.099014,30.107946,5.298388e-05,9.399107,936.7590544223785,100.0,0.67720234,100,4700,3.1655238,-184.1162628643323
-85.81022,1.6422021,576587,-99.870255,-71.25106,3549.0637,99.42,48,-96.31103,[ 0.131 -0.871 -0.132  0.42  -0.455],13.827933,0.9093143,100.0,0.5174275,,-62.991337,214.45433,-99.41541,9.383874,0.00016789127,12.610622,954.0249948501587,100.0,0.7076201,100,4800,3.317438,-193.51103132776316
-85.09436,3.0203178,587909,-99.838394,-77.05674,4373.5254,113.22,49,-95.25077,[ 0.157 -0.909 -0.121  0.371 -0.51 ],32.38203,0.8659068,100.0,0.5732214,,-66.44503,426.71774,-98.57518,14.389112,0.0011684513,16.113995,972.7022297382355,100.0,0.8869641,100,4900,3.7884834,-205.79968026036764
-85.98057,5.6915035,601430,-99.92413,-83.119705,6338.1235,135.21,50,-95.0303,[ 0.161 -0.899 -0.092  0.333 -0.553],265.00433,0.82305974,100.0,0.57121336,,-73.49882,9191.827,-98.7199,88.11952,0.00030495264,18.293837,994.8342027664185,100.0,1.2091041,100,5000,3.999127,-227.4373610840832
-84.29721,3.2699795,616144,-99.75798,-83.29767,9803.383,147.14,51,-95.67549,[ 0.099 -0.93  -0.091  0.359 -0.596],40.76392,0.83741415,99.988144,0.69117767,,-74.07992,470.751,-99.56398,13.246309,0.0027654786,19.512491,1018.7771754264832,100.0,1.832194,100,5100,3.6744475,-239.9594519817636
-84.49319,3.3471403,627957,-99.80731,-85.52677,4026.5708,118.13,52,-96.00836,[ 0.106 -0.897 -0.105  0.389 -0.581],100.542015,0.8210943,100.0,0.55361974,,-74.947136,442.8135,-99.4298,14.330442,0.0002805947,11.993994,1037.723030090332,100.0,1.0396638,100,5200,3.4890287,-211.7501341498785
-83.70366,4.86646,642838,-99.91107,-75.83582,3956.3582,148.81,53,-95.48473,[ 0.081 -0.94  -0.089  0.389 -0.598],87.136604,0.8030701,100.0,0.47882554,,-65.48692,2685.0276,-99.39977,41.461716,0.0014006232,24.875376,1061.6018488407135,100.0,0.89978486,100,5300,3.916223,-241.42036849679204
-85.53305,9.503742,662137,-99.89801,-75.426254,2196.3743,192.99,54,-95.503006,[ 0.058 -0.919 -0.07   0.417 -0.616],170.2713,0.78010756,100.0,0.45185196,,-64.4792,3805.1587,-100.13239,69.81921,1.1795914e-05,16.772102,1091.7659275531769,100.0,0.84474605,100,5400,3.945215,-285.3664671547928
-84.09274,3.14968,687070,-99.70679,-89.617195,3525.4023,249.33,55,-95.0323,[ 0.016 -0.935 -0.071  0.38  -0.639],8.416318,0.78125304,100.0,0.73015904,,-80.67065,100.23928,-100.551895,8.21964,0.0020602224,7.092076,1129.577525138855,100.0,0.76780486,100,5500,3.7708461,-340.24784844227725
-83.13483,17.355503,710444,-99.863525,-83.107414,3188.959,233.74,56,-95.49836,[ 0.027 -0.947 -0.067  0.427 -0.638],197.15742,0.77733403,100.0,0.5863496,,-72.194824,1564.687,-100.78398,72.69183,3.7547805e-05,16.526392,1165.4864797592163,100.0,0.8714846,100,5600,4.039847,-325.82570410997533
-84.849556,8.983666,728907,-99.75415,-78.36677,2826.8765,184.63,57,-95.08035,[ 0.035 -0.951 -0.086  0.414 -0.642],125.85631,0.7776294,100.0,0.53197217,,-67.08445,1762.1558,-99.56288,42.94463,9.1412265e-05,9.499348,1194.0429587364197,100.0,0.8046554,100,5700,3.845359,-276.3379921105755
-83.29776,2.7334065,744971,-99.840416,-81.76566,2879.2769,160.64,58,-94.8748,[ 0.043 -0.937 -0.107  0.421 -0.641],65.08581,0.7598058,100.0,0.50693583,,-73.600235,417.46777,-98.96495,11.808483,0.00016056256,17.285843,1219.0499832630157,100.0,0.77505773,100,5800,4.222971,-252.38477060068965
-79.94288,6.202633,762647,-99.70215,-84.15738,2984.3203,176.76,59,-94.664825,[-0.003 -0.974 -0.111  0.457 -0.659],132.45453,0.7626529,100.0,0.56609553,,-73.67331,1430.7206,-99.004875,29.199795,2.1577544e-05,11.988121,1247.4660034179688,100.0,0.9454592,100,5900,4.4838514,-267.8761672942099
-82.452896,4.0488095,776352,-99.861435,-77.53424,2572.6194,137.05,60,-94.69609,[ 0.02  -0.965 -0.125  0.461 -0.656],72.17591,0.763132,100.0,0.44316542,,-67.171524,311.3785,-98.39157,15.13392,0.00073228567,9.014586,1269.361533164978,100.0,0.6328093,100,6000,4.443608,-228.56369402169705
-82.97443,5.0184207,793973,-99.84155,-76.3545,2395.2349,176.21,61,-95.01023,[ 0.008 -0.97  -0.104  0.448 -0.656],48.415173,0.7513049,100.0,0.55835,,-65.273964,565.71094,-99.35167,24.343699,0.002237418,11.724966,1296.8839387893677,100.0,0.7887902,100,6100,4.4096594,-267.8607602942685
-82.46636,2.2544596,813264,-99.74257,-94.323456,3998.198,192.91,62,-95.18478,[-0.011 -0.991 -0.101  0.405 -0.668],30.363304,0.7603039,100.0,0.82224226,,-87.04266,276.41302,-99.7946,7.673858,0.0013687697,14.9639845,1327.3376286029816,100.0,1.272308,100,6200,4.1270833,-284.3108498844853
-82.93133,6.8188114,831035,-99.80881,-77.56879,4510.111,177.71,63,-94.05076,[ 0.027 -0.984 -0.097  0.373 -0.659],90.81173,0.7519506,100.0,0.6293591,,-66.79152,589.8724,-98.39231,26.22189,9.996633e-05,23.027473,1355.5041315555573,100.0,1.5102346,100,6300,4.545064,-267.7755903577809
-85.14285,5.698165,845381,-99.81438,-80.11998,4710.753,143.46,64,-94.47262,[ 0.035 -0.976 -0.116  0.391 -0.667],60.819225,0.6569668,100.0,0.49472556,,-68.36833,658.1318,-98.26494,25.26971,5.0327384e-05,13.863723,1378.2476787567139,100.0,0.953567,100,6400,4.4229937,-234.47223481630442
-80.62439,5.1632414,861367,-99.83049,-86.0741,3553.8254,159.86,65,-95.42805,[ 0.032 -0.958 -0.106  0.351 -0.762],105.55142,0.6872817,100.0,0.55946666,,-75.63723,835.2151,-99.50069,22.957407,0.0011141144,11.3178005,1403.4212169647217,100.0,0.94088775,100,6500,4.2761683,-251.90894741385125
-83.823425,4.0736194,880768,-99.806335,-87.86559,2852.9944,194.01,66,-94.49023,[ 0.011 -0.958 -0.094  0.373 -0.732],83.40032,0.65815735,100.0,0.69020534,,-79.41504,357.7866,-99.10442,14.04796,2.1366119e-05,19.099737,1433.1724600791931,100.0,1.2444266,100,6600,4.5372357,-284.63986390039224
-84.0785,2.7952907,896241,-99.76796,-87.38,5509.7656,154.73,67,-95.19241,[ 0.04  -0.943 -0.101  0.364 -0.761],24.84519,0.68456686,100.0,0.85335857,,-78.62857,299.16904,-99.18974,11.958575,0.008611335,36.112717,1457.6048424243927,100.0,2.4905937,100,6700,3.735281,-246.73023485137375
-84.167076,3.1161695,912298,-99.67842,-84.03547,2697.8784,160.57,68,-94.73684,[ 0.011 -0.912 -0.103  0.398 -0.734],32.00717,0.71989346,100.0,0.74163616,,-75.26834,352.12125,-98.81471,12.959473,0.0018858998,13.945566,1483.0707354545593,100.0,1.1209517,100,6800,4.591682,-251.90212111051397
-83.130035,2.5266294,928315,-99.75989,-83.51616,1726.567,160.17,69,-95.22331,[ 0.055 -0.902 -0.089  0.407 -0.699],9.650566,0.715119,100.0,0.6925527,,-75.46346,427.2249,-99.31535,18.167217,0.011008972,9.442251,1507.9314885139465,100.0,0.56742424,100,6900,4.297575,-252.34927808453634
-84.430725,11.217584,946790,-99.78808,-82.55844,3097.1814,184.75,70,-94.971794,[ 0.091 -0.9   -0.073  0.411 -0.704],197.86717,0.7182086,100.0,0.4925325,,-71.06424,1748.9587,-99.45656,51.870255,0.00031841118,13.186189,1537.177921295166,100.0,0.82048523,100,7000,4.2454853,-276.50996466063737
-83.2617,7.0784426,971090,-99.86442,-86.16914,4695.036,243.0,71,-95.936615,[ 0.078 -0.9   -0.052  0.404 -0.701],28.626043,0.70600945,100.0,0.6587851,,-76.02338,875.58716,-101.36757,35.595078,0.002566945,9.319696,1574.534589290619,100.0,0.967886,100,7100,3.4928005,-334.77647710200273
-85.05972,13.281741,991977,-99.89774,-83.122215,6877.492,208.87,72,-95.27964,[ 0.086 -0.885 -0.056  0.349 -0.713],197.39182,0.7019241,100.0,0.7100039,,-72.56396,2325.9204,-100.07737,66.146545,0.00014883779,21.997766,1606.3922488689423,100.0,1.7344414,100,7200,3.9840133,-295.74285266950005
-83.95724,4.2829175,1009231,-99.803535,-93.197914,3460.481,172.54,73,-95.47288,[ 0.101 -0.879 -0.072  0.319 -0.717],18.860237,0.6967776,100.0,0.9280139,,-85.03484,508.786,-99.771225,22.709034,0.00080580433,14.029178,1633.6293332576752,100.0,1.3510991,100,7300,3.9733465,-264.97017304879296
-84.966286,4.592926,1024393,-99.93053,-83.59295,4449.8296,151.62,74,-95.466286,[ 0.091 -0.886 -0.091  0.313 -0.722],31.016933,0.7302908,100.0,0.6965033,,-72.98288,689.74475,-99.415924,24.208193,0.0018692955,15.897778,1658.0409226417542,100.0,0.90778977,100,7400,4.050711,-244.0158990261565
-81.07066,2.5925093,1038709,-99.775475,-82.703674,5601.6616,143.16,75,-95.05473,[ 0.082 -0.817 -0.084  0.252 -0.689],19.936043,0.72530776,100.0,0.6959328,,-74.32613,182.048,-98.86344,9.722696,0.0011201396,9.371744,1680.962434053421,100.0,1.0929871,100,7500,3.9981332,-235.0075197948819
-83.399895,4.9745007,1051726,-99.8076,-78.00695,2779.5,130.17,76,-95.13218,[ 0.078 -0.814 -0.104  0.277 -0.694],49.413036,0.70507807,100.0,0.5530248,,-65.61166,750.5546,-98.72209,24.715187,8.464478e-06,8.676422,1701.7344613075256,100.0,0.7312406,100,7600,4.34809,-222.19550975771008
-83.49878,3.5722187,1062585,-99.86058,-73.802574,3187.4773,108.59,77,-95.35168,[ 0.073 -0.803 -0.125  0.31  -0.714],72.70872,0.7060115,100.0,0.48299074,,-62.113724,348.92416,-98.58054,14.737275,0.00065237726,7.176194,1720.0101165771484,100.0,0.7622787,100,7700,4.03712,-201.22292349202104
-86.17705,2.5739653,1075408,-99.854,-82.36485,2427.2373,128.23,78,-96.18585,[ 0.066 -0.802 -0.098  0.304 -0.713],15.443111,0.7255728,100.0,0.67776924,,-73.387566,336.14417,-99.758385,13.314446,0.0057964325,10.970751,1740.2139127254486,100.0,0.6181175,100,7800,3.2019908,-221.90276116357526
-84.72029,2.0733414,1090410,-99.87509,-87.36707,5988.587,150.02,79,-95.629486,[ 0.109 -0.815 -0.08   0.327 -0.693],18.433847,0.73734874,100.0,0.7745211,,-80.20035,92.48405,-99.56404,5.9523125,0.0034593565,10.317624,1763.846561908722,100.0,1.2077955,100,7900,3.4983325,-242.81483058706158
-81.75239,7.086144,1102100,-99.86917,-73.12697,3699.0605,116.9,80,-94.82799,[ 0.112 -0.81  -0.098  0.311 -0.682],265.16165,0.706557,100.0,0.403093,,-58.72038,1291.7794,-98.20861,39.778027,7.49096e-05,32.182896,1782.370320558548,100.0,0.90270877,100,8000,3.8387086,-208.88237853297244
-85.19228,5.1528664,1116946,-99.79018,-86.441666,4014.2825,148.46,81,-94.948135,[ 0.079 -0.831 -0.084  0.281 -0.712],177.3999,0.72774845,100.0,0.7465328,,-75.68329,848.4042,-98.83949,24.235603,0.00020363298,14.111271,1806.029969215393,100.0,1.6413654,100,8100,3.7913575,-240.24366584525012
-84.76375,3.3803787,1128766,-99.88293,-76.31235,2503.5725,118.2,82,-95.33328,[ 0.112 -0.815 -0.095  0.285 -0.691],21.687222,0.71223116,100.0,0.58594155,,-65.833916,460.0167,-98.74663,20.664274,0.00012592824,17.173681,1824.9015724658966,100.0,0.65376276,100,8200,3.9597723,-210.88284221319714
