MeanD2w0t,MinIW,InitialReturnMean,EpThisIter,Iteration,InitialReturnStd,TimestepsSoFar,InitialReturnMin,EpLenMean,StdD2w0t,TimeElapsed,ReturnStepMax,Weights,J_sample_variance,EpisodesSoFar,MaxIW,Bound,StdIW,MeanIW,InitialReturnMax,ReturnStepMaxmin,MeanEntropy,InitialBound,MinD2w0t,ReturnMeanIW,EpRewMean,EmpiricalD2,MaxD2w0t
94.08859,3.754949e-05,-25.4476,100,18,15.9436245,553233,-67.82277,310.15,302.78857,1096.050332069397,100.0,[-0.653 -0.56  -0.248 -0.324 -0.16 ],288.25064,1800,37.700066,-22.703852,1.4701797,0.68797505,7.556278,99.0,1.223997,-27.364378,,-19.197943,-78.76975066647,712.3175,4537.687
141.50572,2.1276296e-06,-24.129736,100,19,15.021707,585810,-63.71273,325.77,497.99182,1163.4887807369232,100.0,[-0.65  -0.556 -0.218 -0.329 -0.195],334.33133,1900,80.90142,-21.489058,2.1896145,0.73828506,6.719366,99.0,1.1968843,-26.182419,,-17.563715,-84.35465438365617,1356.5815,8949.191
47.590317,3.1155458e-05,-29.90557,100,20,19.218035,611721,-73.693695,259.11,201.78484,1217.1422448158264,100.0,[-0.617 -0.546 -0.22  -0.351 -0.222],499.68414,2000,57.08587,-28.11492,2.9790523,0.89044064,5.134579,99.0,1.1855463,-31.996843,,-24.55931,-85.94054485350209,408.2828,5361.8623
19.37912,0.00012970452,-26.917692,100,21,17.479563,639590,-69.834564,278.69,91.277855,1277.0879881381989,100.0,[-0.641 -0.545 -0.201 -0.348 -0.233],299.89337,2100,254.13573,-23.898615,7.6658654,0.95429057,11.731127,99.0,1.1704166,-28.906176,,-20.901545,-81.71637662872642,139.85039,3296.9712
148.74696,0.00068446837,-26.05748,100,22,14.587344,674077,-67.29822,344.87,2688.9011,1344.5999171733856,100.0,[-0.65  -0.545 -0.186 -0.331 -0.248],270.16162,2200,16.82965,-24.68783,0.9786216,0.69559944,1.6193997,99.0,1.1743165,-28.064995,,-21.501049,-82.49858293727335,1709.2644,134851.14
69.66058,0.00010071723,-21.926016,100,23,13.090965,713774,-60.303955,396.97,239.73181,1421.3581342697144,100.0,[-0.658 -0.538 -0.164 -0.33  -0.245],216.61938,2300,18.016264,-20.275078,1.0188224,0.6466098,4.6454005,99.0,1.1718414,-23.778625,,-17.486986,-76.13282984006237,530.494,4035.7214
15.341372,0.001208831,-25.482702,100,24,17.039639,748387,-67.48052,346.13,69.91601,1488.983918428421,100.0,[-0.664 -0.531 -0.148 -0.345 -0.247],180.29796,2400,68.70128,-21.967258,1.8069404,0.8935041,1.3115385,99.0,1.1710014,-27.332645,,-19.648426,-76.0231630947742,96.931854,1562.4385
100.51589,0.00012386033,-21.741894,100,25,13.870285,790903,-69.430305,425.16,312.68417,1575.8110871315002,100.0,[-0.715 -0.493 -0.147 -0.321 -0.248],159.11649,2500,23.605026,-17.564323,1.554533,0.79090357,1.7214651,99.0,1.1401021,-23.369135,,-14.862989,-66.87120800097617,615.0867,6423.683
1.0528841,0.22046138,-17.049904,100,26,9.953349,838012,-46.472713,471.09,0.27410218,1665.844863653183,100.0,[-0.772 -0.424 -0.155 -0.288 -0.279],104.31393,2600,3.8928213,-17.936756,0.33113745,0.9771116,15.797963,99.0,1.1407319,-18.262917,,-16.70827,-49.84858024291073,1.2497119,1.5057558
28.203522,0.00012173404,-18.127983,100,27,10.340403,884724,-49.384018,467.12,61.73967,1759.8559656143188,100.0,[-0.783 -0.416 -0.161 -0.283 -0.278],97.37206,2700,53.8484,-17.954884,1.8287299,0.8288525,5.1332083,99.0,1.1290127,-19.385677,,-16.331617,-51.6847484138229,174.22342,828.0727
26.151525,0.0005524412,-17.862352,100,28,12.511226,930430,-62.414536,457.06,51.17918,1851.5721771717072,100.0,[-0.795 -0.405 -0.181 -0.272 -0.29 ],98.122025,2800,58.25216,-17.075733,2.3011706,0.89995843,10.750992,99.0,1.1344117,-19.00106,,-15.63741,-46.79499521137702,156.12675,573.8141
260.7027,7.0179613e-06,-16.834375,100,29,11.188598,977248,-65.27751,468.18,700.0417,1948.7960584163666,100.0,[-0.804 -0.398 -0.168 -0.281 -0.284],153.60213,2900,31.750748,-15.669785,1.6735927,0.73103166,3.931259,99.0,1.1313454,-17.886457,,-14.008981,-43.23518592134646,2243.42,12802.51
230.94904,3.2591918e-06,-16.317633,100,30,12.954304,1022753,-66.46329,455.05,790.98254,2030.3405900001526,100.0,[-0.81  -0.388 -0.152 -0.292 -0.288],190.97948,3000,125.74915,-14.481389,4.3943152,1.0962582,4.8252583,99.0,1.1293657,-17.278614,,-13.016693,-39.49134518811747,2114.0571,14435.572
449.11383,2.1932865e-06,-14.268682,100,31,11.199195,1070708,-58.882793,479.55,1225.9562,2123.596049785614,100.0,[-0.807 -0.37  -0.131 -0.289 -0.29 ],153.05553,3100,29.781105,-12.163623,1.3797104,0.5791244,8.69995,99.0,1.1269553,-14.974276,,-10.756692,-28.996171878175733,3786.255,22440.58
29.277882,8.782887e-05,-18.497799,100,32,14.474682,1109213,-61.231956,385.05,92.81799,2193.744833946228,100.0,[-0.806 -0.384 -0.136 -0.321 -0.292],117.73532,3200,11.111912,-16.295313,0.7826401,0.6633367,5.1921444,99.0,1.1191691,-19.909697,,-14.479354,-58.021646351751826,192.49922,1554.2186
83.397125,1.3918071e-05,-13.64528,100,33,9.502854,1156230,-45.18052,470.17,220.659,2286.9010603427887,100.0,[-0.81  -0.371 -0.121 -0.311 -0.3  ],87.38035,3300,70.95899,-12.842637,2.742844,0.9925829,6.3580832,99.0,1.1211206,-14.539508,,-11.603869,-36.748191532834355,662.62305,3031.7212
7316.0474,5.5422294e-07,-13.684218,100,34,11.418981,1201498,-62.471226,452.68,28098.479,2375.374971151352,100.0,[-0.812 -0.364 -0.104 -0.32  -0.298],887.76276,3400,227.04149,-9.594237,8.487946,1.4677563,9.938014,99.0,1.1068251,-14.518639,,-6.604985,-34.29028472378693,90799.44,663786.56
1.2644607,0.10184795,-13.163608,100,35,11.377249,1246591,-55.2348,450.93,0.50090593,2461.267065048218,100.0,[-0.839 -0.366 -0.093 -0.347 -0.312],110.99155,3500,7.613164,-14.019187,0.61047477,1.011415,8.942293,99.0,1.1063092,-14.170356,,-12.983266,-41.37221776227257,1.8960603,2.1904576
5.464085,0.0069427686,-14.024962,100,36,11.926086,1290393,-64.014084,438.02,6.1348133,2541.69606924057,100.0,[-0.843 -0.37  -0.091 -0.343 -0.313],80.207794,3600,79.7016,-13.162836,2.3633003,0.8861264,3.8071663,99.0,1.1072792,-14.951359,,-12.081679,-38.07012637791276,18.658934,44.502934
779.2819,1.4299617e-06,-11.924086,100,37,8.841301,1339074,-43.44053,486.81,1687.7672,2630.629040956497,100.0,[-0.845 -0.371 -0.087 -0.33  -0.312],169.4944,3700,55.06015,-10.828991,1.9681469,0.81675,9.100285,99.0,1.1040397,-12.543105,,-9.481643,-25.438507490651435,7057.2983,17567.512
78.743744,9.23657e-05,-14.424744,100,38,12.392445,1381024,-66.81454,419.5,195.50327,2711.2084572315216,100.0,[-0.838 -0.36  -0.088 -0.35  -0.315],92.48359,3800,75.71908,-13.506498,3.3191724,1.0033684,17.461922,99.0,1.1133962,-15.616449,,-11.759687,-48.972959413374,555.6033,2273.7107
6.0320854,0.002923692,-13.963575,100,39,11.02998,1426677,-63.09997,456.53,6.787257,2802.8058173656464,100.0,[-0.858 -0.35  -0.075 -0.351 -0.305],80.67738,3900,7.347082,-14.104175,0.7328826,0.76796675,4.0118957,99.0,1.1100006,-14.844872,,-13.092326,-36.21677814830402,21.882483,48.539577
320.79227,3.6224244e-06,-12.7834635,100,40,7.561115,1474314,-43.610615,476.37,929.4363,2889.365663766861,100.0,[-0.863 -0.358 -0.084 -0.342 -0.309],74.58349,4000,39.000175,-11.920986,1.8118367,0.73837084,6.068526,99.0,1.0883514,-13.638944,,-10.48162,-35.155862397632184,2831.1238,12287.502
16.419395,0.0016502871,-13.566394,100,41,10.485393,1518378,-63.89535,440.64,30.435991,2982.5533051490784,100.0,[-0.854 -0.366 -0.102 -0.343 -0.331],80.33489,4100,28.276983,-12.951733,1.6878511,0.98428315,7.449429,99.0,1.0879205,-14.62038,,-11.649709,-43.313401924117514,82.91036,308.1219
5.149442,0.0014671702,-14.905691,100,42,10.401702,1564809,-64.32231,464.31,5.5989103,3069.5907440185547,100.0,[-0.854 -0.363 -0.087 -0.341 -0.331],119.573006,4200,45.740517,-15.164678,1.8084021,0.96814984,3.280498,99.0,1.089835,-15.833647,,-14.1313095,-38.134256981300254,16.949938,52.667084
418.09888,4.6375144e-06,-13.915441,100,43,10.49198,1609686,-50.71799,448.77,1115.1481,3155.904965877533,100.0,[-0.846 -0.38  -0.095 -0.348 -0.329],199.24753,4300,42.015625,-12.5446005,1.7434818,0.71424884,6.2128897,99.0,1.0814039,-14.890506,,-10.732548,-40.07018325753368,3558.1013,14251.251
8.73574,0.0010891058,-13.916233,100,44,9.804859,1652618,-53.148148,429.32,12.075613,3240.4980850219727,100.0,[-0.809 -0.349 -0.083 -0.347 -0.338],92.349236,4400,17.054516,-13.967376,1.128449,0.7262982,3.9479642,99.0,1.0794696,-14.959278,,-12.681959,-42.86379778758353,35.749016,114.08461
44772.527,4.5301817e-06,-12.809199,100,45,12.201549,1698064,-69.566986,454.46,187536.3,3324.444027900696,100.0,[-0.807 -0.355 -0.076 -0.335 -0.34 ],20067.3,4500,61758.79,-2.2123053,829.6884,18.276068,11.449729,99.0,1.1177045,-13.657733,,3.5878189,-34.87034287912943,617486.06,3812494.5
5021.843,1.0597765e-07,-14.250885,100,46,9.973304,1743662,-65.579605,455.98,16446.229,3415.2535099983215,100.0,[-0.864 -0.335 -0.077 -0.342 -0.301],3141.4436,4600,527.8888,-9.991425,14.812973,1.6476053,5.210345,99.0,1.076662,-15.167294,,-6.869198,-37.659666464987396,59004.523,325978.8
218.03201,1.5636051e-05,-11.922097,100,47,7.581309,1791346,-37.910778,476.84,641.6764,3507.892409801483,100.0,[-0.896 -0.352 -0.06  -0.347 -0.342],121.926155,4700,16.754608,-10.341786,1.0568331,0.6192757,7.351447,99.0,1.0541897,-12.610488,,-9.158399,-28.289321116167518,1801.0166,12776.859
422.00345,6.1742985e-06,-12.584237,100,48,10.350253,1840576,-53.486607,492.3,1106.9012,3602.6556503772736,100.0,[-0.884 -0.325 -0.069 -0.315 -0.365],145.21826,4800,68.05764,-11.155253,2.361365,0.8371653,18.067823,99.0,1.0550597,-13.216659,,-10.050598,-25.989253522361995,3651.1855,14273.871
493.17896,4.2607535e-05,-13.308258,100,49,6.7042656,1887394,-30.674116,468.18,1899.8634,3691.2159974575043,100.0,[-0.877 -0.323 -0.087 -0.317 -0.364],77.02656,4900,96.284836,-11.456916,3.4554863,0.97257626,5.7246537,99.0,1.0546899,-14.148816,,-9.853073,-34.542603060780614,4492.925,44359.656
61.48626,0.00013990219,-15.208924,100,50,11.102744,1931359,-65.83622,439.65,153.36977,3777.6415774822235,100.0,[-0.874 -0.325 -0.102 -0.328 -0.364],106.67693,5000,32.98839,-14.089469,1.2864746,0.5967797,11.625641,99.0,1.083635,-16.319403,,-12.415131,-45.6349240153554,388.41458,4052.506
243.11143,4.579429e-07,-14.673515,100,51,11.974892,1974426,-68.10057,430.67,557.0832,3860.168876171112,100.0,[-0.91  -0.345 -0.106 -0.351 -0.335],337.03073,5100,204.5715,-13.02252,4.6713705,1.0854043,9.708691,99.0,1.0433347,-15.941228,,-10.664804,-52.09646734186704,1975.1957,6467.184
36.920876,1.477947e-05,-14.182662,100,52,9.972272,2019806,-47.72261,453.8,60.658882,3953.655806541443,100.0,[-0.946 -0.363 -0.097 -0.36  -0.376],70.890175,5200,23.07072,-13.599227,1.3251518,0.7403925,5.99173,99.0,1.0392164,-15.123954,,-12.28066,-38.68222178188107,210.70758,540.0088
0.98704,1.0,-13.140367,100,53,8.117912,2069158,-43.132164,493.52,0.11310146,4043.4789361953735,100.0,[-0.954 -0.371 -0.102 -0.345 -0.38 ],66.56616,5300,1.0,-13.897914,,1.0,9.595448,99.0,1.0392164,-13.897914,,-13.1403675,-31.131216064506038,1.0,1.0
22307.62,4.9774286e-08,-12.293731,100,54,8.75244,2117959,-38.652267,488.01,71939.51,4133.543994188309,100.0,[-0.954 -0.371 -0.102 -0.345 -0.38 ],10334.742,5400,276.77454,-5.29363,7.0577116,0.9421284,16.837017,99.0,1.021523,-13.03292,,-1.4704157,-30.376888184354872,285077.7,1517767.2
7.8813605,0.0004430035,-15.496784,100,55,13.272443,2159805,-71.96606,418.46,10.449141,4221.150784492493,100.0,[-0.944 -0.348 -0.099 -0.361 -0.397],89.29354,5500,20.722069,-14.463735,1.2555033,0.7284791,8.775446,99.0,1.0140024,-16.855183,,-12.799237,-55.823155297018005,31.83904,87.95935
268.14163,2.5272868e-05,-12.388348,100,56,8.764638,2208000,-43.752197,481.95,631.95667,4317.63587975502,100.0,[-0.943 -0.345 -0.102 -0.343 -0.405],110.0844,5600,43.25744,-10.70205,1.6007444,0.64578205,11.052017,99.0,1.0164443,-13.245597,,-9.264512,-35.22859429611845,2222.4976,7337.882
96.5107,0.00019495017,-13.458278,100,57,9.614449,2254206,-45.968437,462.06,219.4362,4405.529422283173,100.0,[-0.934 -0.34  -0.118 -0.342 -0.403],165.46385,5700,51.58057,-13.110453,2.275912,0.9253828,19.20065,99.0,1.0146109,-14.423214,,-11.720294,-39.653954742025135,680.6523,2968.7476
105.76405,6.4401665e-06,-13.830742,100,58,9.899757,2300212,-61.593845,460.06,217.49333,4500.811950683594,100.0,[-0.942 -0.368 -0.13  -0.348 -0.404],114.94288,5800,194.37666,-13.065987,4.4746966,0.84100765,4.9266133,99.0,0.9892478,-15.022232,,-11.230643,-48.964071608673585,808.93616,2237.8806
154.52744,0.00016044363,-13.819402,100,59,9.639096,2345411,-43.42726,451.99,364.2805,4588.856064081192,100.0,[-0.953 -0.355 -0.12  -0.357 -0.43 ],249.84773,5900,71.67045,-11.623873,2.2155945,0.7905699,7.752732,99.0,0.9720342,-15.008268,,-9.613323,-48.85629444392411,1130.8643,4945.419
89.62526,5.728109e-05,-13.412195,100,60,8.587654,2391956,-39.356113,465.45,200.90958,4679.198721647263,100.0,[-0.938 -0.324 -0.119 -0.325 -0.447],92.45271,6000,42.95194,-13.369689,1.7791021,0.82290643,4.8254013,99.0,0.97021556,-14.391044,,-11.925261,-40.22565919671402,661.75385,2438.5283
179.4797,8.162936e-05,-13.912762,100,61,8.617847,2439467,-42.932373,475.11,499.673,4764.92133975029,100.0,[-0.931 -0.33  -0.13  -0.313 -0.449],122.35918,6100,37.622707,-12.589633,1.4132413,0.6406497,14.801517,99.0,0.9861968,-14.906802,,-10.922119,-40.849946583532585,1483.9233,9137.142
492.4718,1.8405313e-05,-13.896568,100,62,10.786746,2485099,-51.510246,456.32,2050.1924,4855.880049228668,100.0,[-0.931 -0.339 -0.122 -0.337 -0.433],639.4714,6200,121.00884,-12.327189,6.8007708,1.674668,19.65477,99.0,0.9839177,-14.92642,,-10.533598,-42.32159357554259,5221.963,42396.836
4.8635483,0.0065788627,-13.821958,100,63,9.319786,2531241,-43.206673,461.42,4.5941496,4948.080931901932,100.0,[-0.899 -0.339 -0.1   -0.335 -0.435],76.80983,6300,32.852043,-13.7762985,1.2186782,0.8702836,9.385891,99.0,0.9838862,-14.724193,,-12.736687,-37.07720964258267,14.741041,30.447414
112.88202,8.6388245e-05,-13.0202,100,64,8.128,2580066,-46.497604,488.25,245.77061,5037.388504266739,100.0,[-0.898 -0.346 -0.095 -0.328 -0.435],104.93852,6400,40.53591,-12.730805,1.4342245,0.7569797,10.353733,99.0,0.982094,-13.794435,,-11.628326,-31.817059200264207,825.44,2431.674
48.061844,0.00016743588,-13.293851,100,65,7.5571213,2629923,-33.88354,498.57,77.232895,5130.549871444702,100.0,[-0.899 -0.339 -0.08  -0.326 -0.437],61.8319,6500,32.96511,-13.089641,1.5574734,0.75574374,6.291171,99.0,0.987183,-14.0455265,,-12.059549,-30.889966382533306,287.23413,804.17737
831.1139,5.856366e-06,-11.755985,100,66,8.222456,2677308,-37.26396,473.85,2471.9016,5221.71200633049,100.0,[-0.897 -0.322 -0.072 -0.333 -0.432],524.7642,6600,215.52562,-9.369586,6.224026,1.1083025,19.185392,99.0,0.9980388,-12.633169,,-7.441172,-36.04773204969114,7674.5986,53875.14
454.29703,2.5214798e-05,-14.532759,100,67,10.932487,2723693,-65.71211,463.85,1076.3545,5311.44560956955,100.0,[-0.886 -0.278 -0.071 -0.304 -0.421],136.87747,6700,90.32214,-12.809582,4.7651877,1.2346213,8.408438,99.0,1.0000305,-15.499828,,-10.9715805,-39.74156744901617,4044.82,13743.749
1659.7687,2.7912233e-07,-13.593261,100,68,8.999584,2771417,-48.54232,477.24,5056.195,5404.688291311264,100.0,[-0.877 -0.296 -0.081 -0.297 -0.419],987.07275,6800,41.84445,-11.898309,2.0649097,0.77781576,11.185226,99.0,0.99984187,-14.386137,,-9.96293,-32.58317927548648,17321.965,82142.18
24.42029,0.0007858553,-11.426209,100,69,8.114529,2817511,-39.60685,460.94,39.46601,5497.632528066635,100.0,[-0.891 -0.284 -0.074 -0.314 -0.419],81.3309,6900,21.123295,-11.086587,1.2546147,0.75690097,10.226366,99.0,1.0379629,-12.316159,,-9.940253,-36.57232937915042,133.27191,477.87476
8.152852,0.0034665824,-16.058994,100,70,12.6839075,2857974,-60.68823,404.63,12.147104,5581.559983491898,100.0,[-0.876 -0.268 -0.066 -0.31  -0.381],112.80018,7000,31.99691,-15.448861,1.4881105,0.86983013,11.689234,99.0,1.0449238,-17.386768,,-13.804745,-54.564633227473095,34.133057,112.26214
212.65196,2.0486901e-05,-12.504126,100,71,8.862562,2906247,-50.473164,482.73,489.34265,5673.557205915451,100.0,[-0.884 -0.278 -0.058 -0.304 -0.374],87.48003,7100,16.247442,-10.825733,0.9119819,0.539045,5.808114,99.0,1.0408624,-13.291594,,-9.467965,-32.360885768627185,1559.9402,7537.5923
23.50962,0.00023765097,-15.548318,100,72,11.757257,2947592,-74.049484,413.45,42.07904,5756.353295087814,100.0,[-0.859 -0.286 -0.058 -0.327 -0.378],110.87713,7200,21.133253,-15.3343115,1.0882664,0.7134131,11.583534,99.0,1.0419916,-16.828743,,-13.55372,-52.61885236814774,127.98863,425.97125
116.03153,1.6172044e-05,-12.494235,100,73,10.140537,2993990,-56.755257,463.98,226.58615,5848.3392696380615,100.0,[-0.858 -0.293 -0.053 -0.314 -0.377],85.56128,7300,27.336864,-11.757279,1.2312931,0.68264234,3.5506113,99.0,1.0347846,-13.340816,,-10.368809,-34.79011909487109,805.3489,3625.0916
30.15472,0.0010660716,-16.58983,100,74,13.4029045,3032216,-65.06023,382.26,65.640976,5922.996516942978,100.0,[-0.861 -0.282 -0.055 -0.329 -0.384],97.85266,7400,73.37773,-15.23859,2.225648,0.81056666,10.011616,99.0,1.0330775,-18.048275,,-13.116326,-59.93456320296563,175.60791,937.173
110.74044,8.919172e-07,-13.397212,100,75,8.61289,3078902,-44.592705,466.86,319.96832,6011.748646020889,100.0,[-0.86  -0.294 -0.048 -0.318 -0.386],86.46618,7500,15.8826275,-12.8852825,0.74830943,0.540572,13.415122,99.0,1.028935,-14.204083,,-11.628432,-33.15825605338318,795.72125,4796.932
6.748024,0.0037850346,-15.511531,100,76,12.046414,3120657,-60.168182,417.55,8.392581,6086.977850437164,100.0,[-0.853 -0.297 -0.061 -0.33  -0.39 ],82.80431,7600,38.90488,-15.172234,1.8630576,0.8671227,12.426273,99.0,1.02343,-16.92569,,-13.465881,-58.11460440685495,25.715744,48.517883
1081.5072,6.200025e-06,-12.798541,100,77,8.073421,3167017,-48.17659,463.6,4916.7104,6173.105638504028,100.0,[-0.849 -0.303 -0.063 -0.317 -0.396],318.9568,7700,137.39194,-11.234869,3.6853645,0.8864339,8.49444,99.0,1.0219802,-13.64543,,-9.405969,-34.80272721465517,10482.97,88034.22
1.7974937,0.026580617,-16.42564,100,78,13.384878,3207720,-67.46312,407.03,1.3290092,6257.828730106354,100.0,[-0.853 -0.303 -0.079 -0.33  -0.397],133.04913,7800,30.349,-16.958967,1.4325002,1.0390078,6.423505,99.0,1.0218253,-17.699707,,-15.592634,-52.35758717263242,3.8908756,7.278481
63.41288,0.0002732392,-15.07507,100,79,11.268631,3252458,-50.746758,447.38,145.95961,6341.139420509338,100.0,[-0.855 -0.306 -0.073 -0.325 -0.397],87.38868,7900,58.424522,-13.635114,2.352149,0.8895694,5.8638625,99.0,1.0335462,-16.022635,,-12.313469,-38.9399396619956,436.99872,2204.5947
5.7751064,0.0030245672,-15.588235,100,80,12.534413,3293788,-66.17372,413.3,7.636491,6422.3622789382935,100.0,[-0.801 -0.299 -0.068 -0.318 -0.385],88.89645,8000,29.665806,-13.962633,1.4677892,0.8833516,4.053131,99.0,1.0201757,-16.609385,,-12.757231,-41.964093014376914,21.811054,54.58166
11259.1875,3.6837175e-08,-11.213223,100,81,8.233422,3341899,-28.84346,481.11,41995.754,6520.263963460922,100.0,[-0.8   -0.31  -0.058 -0.317 -0.399],6516.735,8100,2864.95,-5.689522,53.25982,3.7546532,15.613303,99.0,1.0205451,-11.833425,,-2.9958603,-25.487054831745468,135838.81,988573.25
26.481142,0.0011441632,-20.414816,100,82,16.638302,3373239,-67.59433,313.4,86.689125,6583.61763215065,100.0,[-0.782 -0.28  -0.063 -0.32  -0.398],107.83836,8200,34.290855,-15.9988785,1.7095895,0.76244706,12.8048935,99.0,1.0195289,-22.192461,,-13.3252,-73.05202515208771,176.08804,1918.0977
