MaxIW,EmpiricalD2,MeanIW,MaxD2w0t,InitialReturnStd,EpRewMean,EpisodesSoFar,StdD2w0t,MeanEntropy,EpThisIter,Iteration,TimestepsSoFar,Weights,MinIW,InitialReturnMin,InitialReturnMax,Bound,EntropyCoefficient,ReturnMeanIW,MeanD2w0t,ReturnStepMax,MinD2w0t,ReturnStepMaxmin,EpLenMean,StdIW,InitialBound,InitialReturnMean,J_sample_variance,TimeElapsed
1.9867318,1.0814131,1.0199454,1.1188971,2.478568,-161.0923452837875,1100,0.34501046,1.4815611,100,11,62193,[ 0.737 -1.098  0.201  0.239  0.064],0.43390486,-2.8723602,8.575256,62.446632,10.0,148.07927,0.13445075,100.0,,95.114716,65.95,0.28283107,61.07604,1.04522705e-05,854.6433,118.84191155433655
2.4286835,1.1402886,1.04103,1.267314,2.7094858,-150.88471629532103,1200,0.3327023,1.4686956,100,12,67800,[ 0.756 -1.094  0.205  0.246  0.063],0.21078354,-3.2309418,8.720001,90.27667,10.0,176.78607,0.118127674,100.0,,94.61593,56.07,0.3807974,87.23347,3.0517577e-07,2490.0288,129.41809678077698
2.836319,1.1470554,1.0936948,1.527736,2.8554952,-151.64757051518328,1300,0.34623802,1.4394522,100,13,73419,[ 0.744 -1.11   0.201  0.232  0.05 ],0.34542108,-2.7701416,9.356857,93.79274,10.0,183.47888,0.12278676,100.0,,94.602325,56.19,0.38721326,87.11086,3.967285e-06,2448.4353,140.0402410030365
4.93631,1.2592331,1.0600691,1.5240741,2.4997025,-153.71223609829164,1400,0.35643595,1.4470549,100,14,79329,[ 0.75  -1.122  0.194  0.222  0.02 ],0.22066963,-3.3475647,9.360603,81.846466,10.0,170.93352,0.13007602,100.0,,94.79823,59.1,0.6163907,77.92135,-3.8146973e-06,5598.3433,151.31922674179077
22.80798,1.4850783,1.1991867,2.3199725,2.7782657,-162.30467507211964,1500,0.43878406,1.4910425,100,15,86099,[ 0.736 -1.145  0.191  0.199  0.028],0.19628173,-3.2905655,8.272102,63.944626,10.0,159.08159,0.1706167,100.0,,95.205185,67.7,1.7655989,58.24437,-6.1035157e-06,11676.693,163.90173196792603
5.7908106,1.4890479,1.0886463,1.6413784,2.8141382,-157.00335349758754,1600,0.36699435,1.4895464,100,16,92296,[ 0.742 -1.13   0.198  0.2    0.072],0.19933382,-2.9426498,8.410484,76.141,10.0,165.62932,0.13699937,100.0,,94.93292,61.97,0.7948406,70.435295,6.8664554e-07,7900.0103,175.66326475143433
3.7618527,1.2104807,1.0972047,1.891722,2.2801487,-154.9774780422372,1700,0.36026835,1.5116764,100,17,98266,[ 0.774 -1.099  0.202  0.198  0.071],0.39958537,-2.8734894,7.6592865,82.59416,10.0,172.89694,0.13187401,100.0,,94.80812,59.7,0.5072651,76.13509,1.1444092e-06,3464.4985,187.2578535079956
3.965043,1.3418518,1.1511021,3.2860203,2.6416423,-155.80891573819207,1800,0.37689626,1.493487,100,18,104357,[ 0.747 -1.101  0.201  0.216  0.093],0.0884615,-3.005165,8.736816,84.80385,10.0,176.07983,0.13810699,100.0,,94.88396,60.91,0.6359666,74.39877,3.5095215e-06,4929.8047,198.986802816391
2.1151924,1.0505391,1.0345026,1.2154436,2.642316,-155.3233585069177,1900,0.339184,1.5078,100,19,110456,[ 0.706 -1.117  0.21   0.234  0.075],0.5104252,-3.5737152,7.323448,75.40834,10.0,160.27588,0.12633586,100.0,,94.9066,60.99,0.24843489,73.67314,-7.476807e-06,720.567,210.51669025421143
4.235174,1.2702917,1.0546348,1.5189645,2.5869863,-151.34971605387616,2000,0.34641507,1.5202053,100,20,116077,[ 0.694 -1.116  0.214  0.243  0.089],0.30532035,-2.9300232,10.132584,90.70996,10.0,179.57344,0.12287295,100.0,,94.61485,56.21,0.58212173,86.56321,-2.0599366e-06,5378.9414,220.70930433273315
1.7288442,1.0423409,1.0311154,1.1255796,2.9550064,-158.2269735003919,2100,0.34303448,1.5030553,100,21,122465,[ 0.702 -1.087  0.223  0.239  0.101],0.46516323,-3.5259018,9.472603,68.15395,10.0,153.20781,0.13125515,100.0,,95.04611,63.88,0.1926891,66.37067,6.408691e-06,513.913,232.26593208312988
12.714408,2.3061578,1.2687942,4.2554226,2.603086,-150.98980060490643,2200,0.4658424,1.5104535,100,22,128003,[ 0.697 -1.078  0.219  0.236  0.084],0.10934468,-2.5560226,10.360939,100.719894,10.0,206.63309,0.15705693,100.0,,94.547134,55.38,1.6972497,90.10211,-1.0299683e-05,46370.754,242.74455857276917
3.4669654,1.1785716,1.0575842,1.3728681,2.286938,-152.05558025095226,2300,0.33763218,1.4943439,100,23,133672,[ 0.717 -1.041  0.238  0.206  0.092],0.28776765,-2.60717,8.189293,88.6912,10.0,176.75677,0.120567255,100.0,,94.635544,56.69,0.4356739,84.94878,-2.0599366e-06,2811.4797,254.1020200252533
4.3793187,1.5223538,1.1251117,1.7128223,2.4619074,-148.997377987106,2400,0.35561755,1.477426,100,24,139048,[ 0.694 -1.048  0.232  0.192  0.076],0.1664748,-2.7978897,8.292587,107.9299,10.0,196.34894,0.12229525,100.0,,94.45694,53.76,0.7546036,97.12496,-4.4250487e-06,9200.437,265.03904247283936
66.08276,5.045994,1.6162213,11.14584,2.477191,-151.49877331791473,2500,0.7430989,1.5349869,100,25,144675,[ 0.657 -1.061  0.221  0.187  0.059],0.03725909,-2.818512,9.905731,114.28824,10.0,243.27673,0.22650273,100.0,,94.615295,56.27,5.588824,88.61002,-5.8746336e-06,338416.28,277.0520329475403
4.7210054,1.5974946,1.1043566,1.9660096,3.1364145,-156.88979933054986,2600,0.38185638,1.548779,100,26,150905,[ 0.629 -1.126  0.211  0.193  0.116],0.07072648,-3.213089,11.205505,76.46194,10.0,167.22429,0.1424314,100.0,,94.96341,62.3,0.7908688,69.88514,1.1444092e-06,8008.1807,290.3570291996002
1.575033,1.0288986,1.0122793,1.0513262,3.0363624,-161.04162732740716,2700,0.34364516,1.5514482,100,27,157561,[ 0.669 -1.109  0.22   0.196  0.13 ],0.6243537,-3.128479,10.997505,60.498978,10.0,145.03665,0.1346504,100.0,,95.16101,66.56,0.1625331,59.942593,-1.1138916e-05,315.52435,303.6642949581146
6.698282,1.6910424,1.137229,2.0788028,2.920565,-158.43631166157596,2800,0.39696294,1.5617316,100,28,163968,[ 0.674 -1.105  0.225  0.203  0.133],0.12470388,-3.4318085,9.560982,77.45133,10.0,168.71828,0.14999253,100.0,,95.054276,64.07,0.79325014,66.22894,3.1280517e-06,7998.573,316.12908005714417
4.989852,1.1361079,1.0652035,1.5391866,2.4611542,-154.38783976293226,2900,0.35884947,1.568318,100,29,169925,[ 0.709 -1.078  0.235  0.188  0.143],0.31001568,-3.0097733,8.70491,83.77131,10.0,171.23,0.13134137,100.0,,94.81659,59.57,0.4364337,78.56068,1.373291e-05,3673.8818,328.506783246994
18.313667,1.9571824,1.2617177,6.564705,3.622713,-155.01829565573763,3000,0.51630366,1.5775156,100,30,176020,[ 0.711 -1.093  0.241  0.154  0.149],0.06827419,-3.5123672,14.348076,84.17088,10.0,190.01974,0.17780277,100.0,,94.910995,60.95,1.9189237,72.784004,-3.6621093e-06,49638.938,340.1856598854065
2.2343874,1.0715176,1.0405481,1.1917144,3.3338528,-155.01367862842542,3100,0.34068435,1.5939385,100,31,182098,[ 0.67  -1.09   0.226  0.1    0.159],0.56443405,-3.4615097,11.831192,77.40821,10.0,162.0261,0.12666734,100.0,,94.899185,60.78,0.27125716,74.634415,-1.2207031e-06,1042.8037,352.4279053211212
4.6498203,1.2043949,1.059071,1.3212808,3.4746315,-156.08520548055125,3200,0.34831196,1.6015528,100,32,188345,[ 0.662 -1.085  0.218  0.107  0.175],0.32729343,-4.0226517,13.563293,72.502945,10.0,157.98846,0.13140915,100.0,,95.00287,62.47,0.49900326,69.46737,-3.8146973e-06,2660.1218,365.0444543361664
2.8778317,1.0850308,1.0344977,1.1889343,3.3088665,-159.90824527237848,3300,0.34689245,1.5963045,100,33,194955,[ 0.624 -1.089  0.215  0.101  0.183],0.44450372,-3.7000198,12.307533,63.544205,10.0,147.90439,0.13534698,100.0,,95.16162,66.1,0.34689826,61.22885,-2.2888185e-06,1020.2208,378.80637884140015
1.6718773,1.0522943,1.0298285,1.1691966,3.2953475,-161.73295023201447,3400,0.35411927,1.5781654,100,34,201746,[ 0.593 -1.081  0.212  0.11   0.177],0.40954536,-3.63208,9.044281,59.418167,10.0,144.78671,0.14033084,100.0,,95.23685,67.91,0.19678156,57.193527,-1.0528564e-05,440.8762,391.8807256221771
12.237315,2.4900417,1.3438417,4.269911,3.720285,-159.47041086561913,3500,0.5213662,1.5535455,100,35,208363,[ 0.591 -1.082  0.21   0.118  0.159],0.065563045,-4.074829,11.670258,75.91942,10.0,180.10027,0.19284163,100.0,,95.17998,66.17,1.7830753,60.626472,-1.2969971e-06,28303.188,404.4212431907654
1.5833106,1.0355716,1.0252452,1.1277237,4.373161,-160.18063281996908,3600,0.3499653,1.5527732,100,36,215120,[ 0.556 -1.125  0.197  0.082  0.135],0.3922777,-4.6953583,12.567795,58.66262,10.0,143.15482,0.13829198,100.0,,95.25882,67.57,0.17102948,57.109436,1.1672973e-05,328.9979,417.07209634780884
2.9365873,1.1577967,1.1058729,1.6513737,3.0532243,-161.4852863564873,3700,0.38371223,1.5421904,100,37,221895,[ 0.553 -1.118  0.201  0.095  0.134],0.3198622,-3.6857452,12.52803,63.256454,10.0,153.40771,0.15096691,100.0,,95.23291,67.75,0.42909753,56.419724,-1.1901855e-05,2206.0767,431.19819378852844
5.8307815,1.4785804,1.1454041,1.996601,3.842011,-158.4595552591895,3800,0.3991767,1.563306,100,38,228376,[ 0.537 -1.1    0.203  0.066  0.123],0.1427584,-3.8728867,16.440315,71.30334,10.0,163.77197,0.15256883,100.0,,95.11003,64.81,0.83462065,63.548454,-4.8065185e-06,6915.5,444.8582012653351
3.7850862,1.3492128,1.0551383,1.481854,3.7974732,-150.55164489431402,3900,0.34749025,1.5594023,100,39,234078,[ 0.55  -1.074  0.215  0.062  0.144],0.18862447,-3.9261856,14.49633,87.71933,10.0,175.22359,0.124103144,100.0,,94.719345,57.02,0.5995562,83.62335,7.705688e-06,5433.6567,457.6736869812012
220.12363,12.6517725,2.420515,134.73036,3.1478097,-157.0418430181569,4000,2.1019046,1.578075,100,40,240416,[ 0.584 -1.062  0.224  0.062  0.141],0.006581577,-3.8716812,9.35257,121.15901,10.0,294.34186,0.4401892,100.0,,95.04443,63.38,13.796839,66.60027,-4.577637e-06,1686494.9,470.91241002082825
2.520795,1.1097128,1.0541544,1.6344613,4.7424145,-162.92690368952236,4100,0.3638747,1.5755123,100,41,247524,[ 0.525 -1.107  0.208 -0.022  0.159],0.43841112,-4.65773,18.424065,52.66305,10.0,138.81003,0.14785103,100.0,,95.40842,71.08,0.34067145,49.1038,8.392334e-07,981.0257,485.077739238739
1.6928446,1.0361071,1.0109218,1.0978546,3.515288,-158.43890802490512,4200,0.34368953,1.564463,100,42,254094,[ 0.542 -1.076  0.202 -0.025  0.157],0.4987454,-4.3963547,14.785904,60.9991,10.0,145.92606,0.13366814,100.0,,95.176895,65.7,0.21983972,60.387844,-5.4931643e-06,507.96985,498.94223523139954
2.0995944,1.0665532,1.0458308,1.262303,3.4287057,-153.5388179051075,4300,0.3395044,1.5703028,100,43,260129,[ 0.548 -1.068  0.202 -0.018  0.146],0.4447834,-3.9361649,16.864655,77.858734,10.0,162.75703,0.12568337,100.0,,94.91173,60.35,0.24952072,74.57351,4.043579e-06,962.5844,511.7166340351105
4.005294,1.2969738,1.0691538,1.4494684,2.979042,-156.0972533351759,4400,0.3641523,1.5916365,100,44,266420,[ 5.610e-01 -1.085e+00  2.049e-01 -1.753e-05  1.513e-01],0.2966008,-4.1644287,9.945221,73.14531,10.0,160.01216,0.13770896,100.0,,95.037445,62.91,0.5781574,68.655174,5.9509275e-06,4115.288,524.7720098495483
2.5300317,1.0908067,1.0580695,1.246064,4.1067963,-158.58327866541123,4500,0.35811746,1.609365,100,45,273088,[ 0.54  -1.112  0.202 -0.003  0.173],0.34984827,-4.867691,11.754623,61.470627,10.0,147.59596,0.14035323,100.0,,95.243454,66.68,0.3117093,58.10196,-8.31604e-06,1060.6012,537.8897149562836
4.094047,1.2323408,1.0798029,1.5154606,4.205805,-156.21830124121234,4600,0.3665149,1.6328033,100,46,279535,[ 0.551 -1.119  0.207 -0.015  0.19 ],0.4075365,-4.9090652,15.728416,68.981476,10.0,156.13441,0.14061514,100.0,,95.15376,64.47,0.5272767,63.87899,2.670288e-06,3095.094,550.9685964584351
2.2456226,1.1083158,1.0789764,1.4173546,4.5762253,-159.71431774914387,4700,0.36514848,1.6053168,100,47,286312,[ 0.521 -1.13   0.208 -0.026  0.214],0.42127365,-4.7622757,21.784744,60.064674,10.0,147.10916,0.1443599,100.0,,95.283646,67.77,0.32846957,56.285545,-1.9836425e-06,1131.3673,564.5329308509827
3.5645444,1.1425145,1.069854,1.3708131,4.3569283,-163.64115927044276,4800,0.3834598,1.6249883,100,48,293515,[ 0.516 -1.137  0.211 -0.027  0.186],0.4283976,-5.057068,12.37001,52.864838,10.0,138.9881,0.1569178,100.0,,95.4563,72.03,0.4158529,49.19426,1.2969971e-06,1958.3921,577.2262892723083
2.918348,1.1920956,1.0531735,1.245378,3.5658996,-164.99980732136729,4900,0.37232623,1.6290635,100,49,300820,[ 0.523 -1.145  0.199 -0.029  0.206],0.26653206,-4.6749573,12.297195,49.152092,10.0,134.89035,0.15376307,100.0,,95.482544,73.05,0.43042526,46.042625,4.4250487e-06,1263.5151,590.4229037761688
1.2171829,1.0098103,1.0100346,1.0204455,5.555178,-164.6364641691838,5000,0.35906252,1.6248031,100,50,308339,[ 0.503 -1.158  0.191 -0.031  0.21 ],0.6829721,-6.383484,19.365898,41.73577,10.0,124.99534,0.15105641,100.0,,95.51303,75.19,0.09942629,41.348267,6.027222e-06,80.70467,603.6209986209869
2.9322758,1.1098403,1.0621454,1.2891048,4.580901,-160.7569672719405,5100,0.36369637,1.6373143,100,51,315228,[ 0.512 -1.167  0.193 -0.029  0.206],0.43557847,-4.92054,17.198715,58.14459,10.0,143.15851,0.14523382,100.0,,95.33293,68.89,0.37214237,54.656647,1.5258789e-07,1212.9042,615.6903791427612
1.9038599,1.0357387,1.0183929,1.0966661,4.1322794,-167.68747858612002,5200,0.3674492,1.6295419,100,52,322860,[ 0.514 -1.199  0.192 -0.018  0.218],0.608132,-5.218216,15.696205,41.392372,10.0,125.904076,0.15593503,100.0,,95.60568,76.32,0.18897893,40.373837,-1.1901855e-05,359.71335,628.9334712028503
3.786453,1.0615952,1.0547134,1.5571021,4.482897,-166.67445758156512,5300,0.37432316,1.6328119,100,53,330489,[ 0.512 -1.187  0.192 -0.028  0.211],0.52821875,-5.8840103,18.873436,42.058815,10.0,127.20836,0.15845844,100.0,,95.63051,76.29,0.35800377,40.004524,-3.8146973e-06,692.5704,642.797812461853
8.356706,1.2433618,1.1977149,3.7378695,5.7732344,-169.32152618207064,5400,0.45067337,1.6535347,100,54,338437,[ 0.529 -1.166  0.183 -0.03   0.214],0.45094,-5.974457,27.994232,42.161026,10.0,133.77629,0.189192,100.0,,95.57817,79.48,0.86538386,34.559174,-4.272461e-06,4314.9683,656.5655860900879
2.9379528,1.1766654,1.066735,1.3070163,4.423545,-169.01855879028685,5500,0.3856794,1.6607817,100,55,346325,[ 0.564 -1.172  0.17  -0.03   0.234],0.37699068,-5.7728653,14.180611,39.22551,10.0,124.57915,0.16667093,100.0,,95.71454,78.88,0.44086784,35.935234,6.1035155e-07,1177.0233,670.4244341850281
1.3681095,1.0159587,1.0045544,1.0382297,4.9033804,-173.0124482619923,5600,0.37502822,1.6622537,100,56,354673,[ 0.544 -1.186  0.164 -0.042  0.242],0.65807664,-6.026764,14.678123,30.046755,10.0,112.80675,0.16788699,100.0,,95.854996,83.48,0.1208268,29.734045,4.4250487e-06,90.49623,684.2475733757019
1.1993293,1.0040307,0.99966425,1.0079017,5.698237,-174.27562647405375,5700,0.37678155,1.662725,100,57,363208,[ 0.54  -1.2    0.165 -0.04   0.243],0.84422934,-6.1697464,23.484802,26.645393,10.0,109.637985,0.17095105,100.0,,95.9045,85.35,0.060084503,26.558458,4.8828124e-06,62.56785,699.5765902996063
3.2028613,1.1910411,1.0688481,1.7865012,4.690799,-172.887232705998,5800,0.394633,1.6652477,100,58,371482,[ 0.537 -1.203  0.165 -0.042  0.244],0.24282296,-5.3386993,14.757462,33.777637,10.0,119.13296,0.1751673,100.0,,95.82095,82.74,0.4369766,30.545387,9.384155e-06,968.992,714.453831911087
189.978,14.104661,2.3967671,36.074028,4.755942,-168.01648390561374,5900,1.5446357,1.686303,100,59,379393,[ 0.564 -1.178  0.162 -0.049  0.246],0.016222548,-6.667404,15.835251,79.36863,10.0,218.69182,0.4133468,100.0,,95.752335,79.11,10.247192,35.133945,-4.7302246e-06,511799.9,729.057620048523
4.30882,1.1322516,1.0570297,1.3070526,5.494071,-178.65353347746256,6000,0.40305257,1.6857338,100,60,388388,[ 0.443 -1.2    0.142 -0.038  0.268],0.39761853,-6.501404,17.313583,23.36087,10.0,107.84826,0.18855096,100.0,,96.02771,89.95,0.49608105,21.821426,2.9754638e-06,1043.7579,745.6139576435089
5.0771046,1.15681,1.0892545,1.7972394,5.526661,-181.65193087555716,6100,0.43662217,1.683021,100,61,397833,[ 0.463 -1.18   0.14  -0.051  0.267],0.4309649,-7.0173035,16.727226,19.226427,10.0,106.460625,0.20938355,100.0,,96.15347,94.45,0.50329614,15.815643,-2.8991699e-06,1644.9775,761.6041715145111
2.6439981,1.0303742,1.0268958,1.1461855,6.272249,-190.86127965336811,6200,0.41580695,1.6855111,100,62,408376,[ 0.464 -1.161  0.127 -0.066  0.264],0.7251576,-7.654274,17.588219,6.1719284,10.0,89.79455,0.21489082,100.0,,96.36582,105.43,0.1776849,5.0741215,1.1672973e-05,173.38348,778.492201089859
1.3356712,1.0090203,1.0018125,1.0352601,5.382335,-178.51674152139688,6300,0.3880116,1.6906871,100,63,417465,[ 0.449 -1.15   0.127 -0.072  0.266],0.8026526,-6.929077,21.028847,20.006311,10.0,102.9824,0.18288322,100.0,,96.02198,90.89,0.08320558,19.667702,-8.392334e-07,85.28075,794.0531487464905
2.514363,1.1020092,1.0351734,1.1649185,6.0576906,-192.31103406401064,6400,0.42223617,1.6960316,100,64,428140,[ 0.45  -1.147  0.124 -0.074  0.272],0.47943023,-7.2880707,22.8872,5.6413383,10.0,89.36339,0.21988803,100.0,,96.37123,106.75,0.32763705,4.37327,2.0599366e-06,362.81763,810.5852787494659
2.1587536,1.0506392,1.0347131,1.2440214,6.49392,-186.1377189732057,6500,0.40748107,1.6979746,100,65,438222,[ 0.429 -1.153  0.122 -0.082  0.277],0.5209606,-7.507881,23.032341,9.870073,10.0,93.16725,0.20473021,100.0,,96.2715,100.82,0.25391915,8.8271675,7.705688e-06,190.68683,827.3986036777496
2.0315654,1.0550064,1.0337491,1.2043,6.1161537,-179.6428962519172,6600,0.40141606,1.7013241,100,66,447639,[ 0.453 -1.161  0.121 -0.084  0.279],0.5094413,-7.3707123,18.735725,16.348858,10.0,100.09599,0.19326063,100.0,,96.1528,94.17,0.18249983,14.791788,2.0599366e-06,212.93239,842.4130733013153
2.8491414,1.0936873,1.0529317,1.3622227,6.090132,-182.91208886838925,6700,0.4216843,1.6960663,100,67,457365,[ 0.471 -1.167  0.122 -0.095  0.283],0.37815678,-7.9778595,22.288956,14.590607,10.0,99.85774,0.20676745,100.0,,96.17755,97.26,0.3197917,12.466274,3.1280517e-06,647.58453,858.5304613113403
2.6299267,1.1635339,1.0692664,1.2813066,5.818936,-180.19049235454963,6800,0.4134833,1.6919758,100,68,466851,[ 0.469 -1.166  0.126 -0.113  0.277],0.31181663,-7.8270035,16.678902,17.556492,10.0,102.33061,0.19983274,100.0,,96.188896,94.86,0.40952215,14.459595,1.0528564e-05,643.78204,873.7446660995483
1.9399943,1.0312474,1.0308127,1.1230466,5.8492656,-180.03381234753297,6900,0.40533203,1.6984658,100,69,476577,[ 0.477 -1.116  0.124 -0.112  0.273],0.6763085,-8.841812,16.160934,11.698647,10.0,95.359116,0.19911824,100.0,,96.29788,97.26,0.17689693,10.735271,-1.4495849e-06,157.89003,889.3024461269379
37.852364,3.4926624,1.822605,29.946262,5.9218326,-177.0456827400612,7000,1.2362554,1.6941141,100,70,485758,[ 0.481 -1.119  0.118 -0.113  0.279],0.041671563,-7.627243,25.951004,35.869514,10.0,152.8625,0.36477464,100.0,,96.11642,91.81,4.5816503,17.053017,-3.1280517e-06,71634.7,903.9315524101257
1.4715619,1.0157393,1.0237509,1.050093,7.04205,-167.42289441633005,7100,0.38093686,1.699369,100,71,494362,[ 0.515 -1.072  0.126 -0.155  0.275],0.67871153,-10.05349,20.07705,23.039894,10.0,106.05907,0.1736662,100.0,,96.03524,86.04,0.11330006,21.461695,-4.5013426e-06,121.98495,918.7816412448883
7.77921,1.417634,1.1530772,1.730725,7.334171,-170.77541808405948,7200,0.42154804,1.7108914,100,72,503151,[ 0.533 -1.096  0.128 -0.158  0.281],0.3306508,-9.257065,22.460182,26.239552,10.0,112.75314,0.19349976,100.0,,95.82207,87.89,0.71795464,20.126808,-5.722046e-06,1515.6444,934.3660726547241
1.7404482,1.055532,1.0265038,1.1663678,7.356183,-177.7656261914403,7300,0.40896028,1.7212723,100,73,512916,[ 0.494 -1.122  0.124 -0.156  0.292],0.5249316,-10.132156,20.959274,10.597809,10.0,94.40211,0.20139414,100.0,,96.01818,97.65,0.20616806,9.046322,-5.340576e-07,264.95935,951.235634803772
1.637847,1.0293012,1.0418171,1.0958887,6.643105,-171.7545261969155,7400,0.38894117,1.7251773,100,74,521772,[ 0.494 -1.132  0.119 -0.158  0.302],0.6353878,-9.280724,18.355835,21.949764,10.0,104.94086,0.18041316,100.0,,96.017426,88.56,0.16177236,20.054474,-2.1362305e-06,129.20526,966.746643781662
3.2564766,1.0978289,1.0520504,1.1963203,7.7792654,-171.69219707182114,7500,0.39641723,1.7279484,100,75,530819,[ 0.507 -1.161  0.126 -0.159  0.306],0.56244904,-9.880066,29.072487,18.917515,10.0,102.28356,0.1862223,100.0,,95.91501,90.47,0.34322548,17.071224,-1.15966795e-05,375.698,982.4456012248993
2.160729,1.0825839,1.0539014,1.18205,6.6402802,-186.255417114205,7600,0.4212191,1.7259948,100,76,541377,[ 0.484 -1.153  0.118 -0.155  0.309],0.5133534,-10.015884,18.058662,4.610237,10.0,88.31393,0.21781987,100.0,,96.37318,105.58,0.26012698,3.0024605,1.6784668e-06,206.94598,999.9436564445496
1.3285203,1.0110161,1.0051162,1.0339768,6.8411417,-182.6060842566741,7700,0.40397254,1.7285181,100,77,551505,[ 0.472 -1.159  0.112 -0.147  0.307],0.6967556,-9.883858,21.135323,6.9898396,10.0,89.613716,0.20358418,100.0,,96.31511,101.28,0.0823244,6.6591644,-6.790161e-06,64.870346,1016.7398896217346
2.4963164,1.1261412,1.0744921,1.4024695,6.4514384,-183.25474682694107,7800,0.41744867,1.7350758,100,78,561559,[ 0.464 -1.154  0.112 -0.143  0.31 ],0.4615033,-8.526642,23.093483,9.786068,10.0,93.71872,0.20919126,100.0,,96.05766,100.54,0.34920815,7.7976093,5.1879883e-06,417.32568,1033.8218779563904
1.9074538,1.0550141,1.0227914,1.0880312,6.630029,-180.25063851637188,7900,0.41001898,1.7422328,100,79,571684,[ 0.439 -1.172  0.114 -0.15   0.316],0.57108176,-10.782837,16.620346,7.245205,10.0,90.310844,0.2065637,100.0,,96.28893,101.25,0.22242431,6.2907066,-1.1367798e-05,228.11569,1050.7706081867218
