Iteration,MinIW,MaxD2w0t,EpThisIter,MeanEntropy,InitialReturnStd,TimeElapsed,MeanD2w0t,InitialReturnMax,EpLenMean,MinD2w0t,ReturnStepMax,EmpiricalD2,InitialReturnMean,ReturnMeanIW,Bound,StdD2w0t,InitialBound,J_sample_variance,ReturnStepMaxmin,MaxIW,TimestepsSoFar,EpRewMean,MeanIW,EpisodesSoFar,InitialReturnMin,Weights,StdIW
166,0.00028468823,698.1525,100,0.009166984,11.1315565,1305.1301906108856,0.8732293,-51.816956,32.83,,100.0,93.90347,-80.9743,-51.643433,-60.566307,8.165926,-82.47215,16218.32,99.0,12.706108,644984,-107.87836688628722,0.6086506,16600,-95.71402,[-0.694 -0.957 -0.853 -0.988 -1.41 ],1.489589
167,0.00020883649,1001.99194,100,0.0080372635,11.098385,1311.856062412262,2.465213,-40.83544,32.69,,100.0,376.65936,-80.98235,-25.065037,-36.251568,25.937311,-82.473694,1515.6267,99.00025,11.290104,648253,-107.81488398290534,0.28521425,16700,-95.86323,[-0.697 -0.965 -0.845 -0.971 -1.41 ],0.59014046
168,0.0002992666,932.6681,100,0.004248204,13.524003,1317.8624086380005,1.1482508,-38.63645,31.28,,100.0,92.3855,-80.380135,-35.87549,-46.07622,10.95837,-81.88436,4655.645,99.0,23.350597,651381,-105.4802354328181,0.41979268,16800,-95.34996,[-0.701 -0.979 -0.834 -0.957 -1.411],0.88535404
169,0.00018435415,1213.6956,100,-0.0008152043,12.126601,1324.7159543037415,1.5937339,-39.95424,31.01,,100.0,199.44746,-81.33938,-34.97182,-45.301712,15.68292,-82.80786,4499.4995,99.0,16.650646,654482,-106.57481428519937,0.4029004,16900,-95.52223,[-0.694 -0.96  -0.843 -0.958 -1.415],0.96134406
170,0.0020407585,172.94731,100,0.0035953629,17.636595,1331.4032487869263,0.6693041,24.674486,33.7,,100.0,12.966396,-78.64401,-62.551006,-67.9583,5.6526585,-80.299286,5776.3916,99.0,14.048715,657852,-104.7894997878742,0.7597751,17000,-95.81912,[-0.691 -0.946 -0.851 -0.973 -1.42 ],0.9869736
171,0.005191376,74.166855,100,0.0023768134,14.901975,1337.7790131568909,0.3924856,-27.362125,29.69,,100.0,7.5449147,-81.20961,-62.058792,-67.65752,3.5467281,-82.74019,2000.3168,99.0,5.1048145,660821,-105.02875248866405,0.7383839,17100,-96.08128,[-0.674 -0.938 -0.852 -0.955 -1.415],0.56238747
172,0.0004978139,1846.8713,100,-0.0026035896,13.2441845,1344.648852109909,1.6452665,-47.796757,34.12,,100.0,166.76414,-78.83249,-49.552006,-61.78495,17.116768,-80.295906,15408.769,99.0,23.212124,664233,-106.20632230214923,0.5789135,17200,-96.23172,[-0.694 -0.951 -0.856 -0.971 -1.417],1.5119307
173,0.0006378298,864.8001,100,-0.0017852997,13.6282,1351.7498812675476,1.2119241,-36.93491,33.39,,100.0,135.70404,-78.42899,-38.253075,-48.159817,13.170738,-79.939964,7000.911,99.00001,63.664337,667572,-105.040908885664,0.4725227,17300,-94.99728,[-0.7   -0.963 -0.842 -0.963 -1.422],1.1162683
174,5.4400065e-05,1273.6056,100,-0.00063556386,13.6166,1359.0430579185486,1.1239719,-41.499233,35.49,,100.0,179.47992,-77.10151,-35.526268,-45.783676,15.122961,-78.60145,4223.272,99.00003,15.967836,671121,-105.17937168538256,0.467214,17400,-95.48711,[-0.718 -0.974 -0.832 -0.956 -1.421],0.9129212
175,0.00072577293,1506.5526,100,-0.010063414,12.711138,1366.5229501724243,1.3639984,-35.22447,35.72,,100.0,168.1165,-78.33297,-42.303535,-52.460686,15.525351,-79.83332,5042.0586,99.0,19.091406,674693,-106.90739651071422,0.47608718,17500,-94.92068,[-0.743 -0.972 -0.823 -0.937 -1.42 ],0.88049686
176,0.0010968134,566.50244,100,-0.0124886865,12.458969,1373.7151968479156,1.2883476,-48.093124,34.57,,100.0,73.32869,-78.74914,-38.545994,-48.017666,10.410572,-80.22867,6589.7896,99.0,25.055376,678150,-106.55893477574021,0.46615455,17600,-95.08274,[-0.728 -0.982 -0.829 -0.966 -1.429],1.0924457
177,0.00027636066,990.2565,100,-0.011337929,13.7166395,1381.1792387962341,1.6200962,-32.77185,35.89,,100.0,129.2869,-78.336044,-32.698547,-44.294373,15.052956,-79.88737,2580.5527,99.00001,10.8723,681739,-106.71555475119236,0.4156595,17700,-95.13721,[-0.721 -0.973 -0.846 -0.967 -1.431],0.84563434
178,0.0072123525,226.10252,100,-0.0082934415,16.033848,1388.1854906082153,0.954873,-12.406103,34.65,,100.0,26.330175,-77.315674,-58.613354,-65.20359,6.0676494,-78.873825,4501.518,99.00002,10.835133,685204,-104.43696818744482,0.74011326,17800,-95.41486,[-0.727 -0.981 -0.831 -0.958 -1.43 ],0.96217895
179,0.0005104405,1364.1294,100,-0.006008053,16.619097,1395.5301282405853,0.9366052,-14.824743,36.1,,100.0,95.3854,-75.856415,-46.68424,-54.35156,10.5927925,-77.393,19356.607,99.0,20.53333,688814,-103.80112520177038,0.6556568,17900,-97.05541,[-0.732 -0.964 -0.834 -0.932 -1.427],1.7410241
180,4.155519e-06,681.2359,100,-0.013741247,13.867698,1402.548815727234,2.5294235,-34.197037,36.09,,100.0,76.70796,-77.26907,-49.737606,-62.033627,20.250904,-78.7824,6048.0254,99.000015,20.31879,692423,-105.80504639294611,0.6373807,18000,-92.97526,[-0.739 -0.969 -0.82  -0.918 -1.425],1.1349946
181,0.00026511122,2026.4308,100,-0.014081611,15.751658,1410.224669456482,2.105722,-24.050018,39.22,,100.0,174.79324,-75.63952,-36.02409,-48.287807,20.674871,-77.23983,3816.3132,99.0,13.54145,696345,-105.81686019740731,0.47151196,18100,-95.57876,[-0.743 -0.98  -0.802 -0.926 -1.433],0.8286575
182,0.00031839387,2209.462,100,-0.0143439425,14.414961,1417.752296447754,1.9716,-36.147663,38.73,,100.0,188.7081,-75.3956,-28.149431,-39.65884,25.623583,-76.925644,1912.2019,99.0,20.62416,700218,-105.51968540662365,0.3614564,18200,-92.791725,[-0.752 -0.988 -0.787 -0.919 -1.433],0.6740089
183,0.0009855753,1213.7777,100,-0.008808985,15.851098,1424.9175262451172,2.0316973,-19.565292,35.88,,100.0,79.63404,-77.270004,-44.098217,-53.167217,18.069708,-78.81582,4833.159,99.0,14.487448,703806,-105.09328555563798,0.5621656,18300,-97.37436,[-0.749 -0.984 -0.802 -0.931 -1.433],1.0372745
184,0.00035958976,2164.4048,100,-0.009509074,16.210693,1431.8964686393738,1.3545581,-22.182018,35.56,,100.0,139.10901,-76.51252,-34.575665,-43.8137,18.916931,-78.02421,8197.333,99.0,11.424343,707362,-103.99015830496663,0.4602339,18400,-95.70246,[-0.767 -0.987 -0.828 -0.943 -1.428],1.170851
185,0.0004028793,2616.5605,100,-0.008944437,12.28744,1439.5368521213531,1.2220048,-38.323746,35.24,,100.0,124.70226,-79.35677,-38.831604,-49.11483,18.088541,-80.857605,5188.82,99.00001,13.307997,710886,-107.69764991939286,0.47231138,18500,-94.36926,[-0.761 -0.982 -0.842 -0.956 -1.428],1.045661
186,0.00082162727,330.48663,100,-0.014961407,12.321245,1446.4669606685638,1.2457677,-47.74341,34.71,,100.0,99.571754,-78.93337,-47.914566,-55.12147,9.616579,-80.388504,18022.967,99.000114,18.024668,714357,-106.9123615512563,0.57161266,18600,-94.639305,[-0.758 -0.978 -0.855 -0.972 -1.428],1.6844043
187,0.0012073955,922.1297,100,-0.016585749,13.3405075,1453.1407918930054,0.7975263,-40.719734,35.9,,100.0,75.66256,-77.46365,-43.20996,-52.28489,8.194682,-79.004585,4961.88,99.00003,37.587437,717947,-106.00078921586346,0.530344,18700,-95.22835,[-0.753 -0.979 -0.835 -0.957 -1.434],0.93121874
188,0.00016933204,1289.8412,100,-0.019430442,14.858137,1460.8227093219757,0.90135556,-21.328606,36.17,,100.0,73.7931,-76.58527,-40.515503,-50.99263,11.736551,-78.17633,5109.757,99.0,23.247171,721564,-104.88848806088261,0.50780696,18800,-94.65178,[-0.747 -0.976 -0.845 -0.975 -1.436],0.9224875
189,2.1452997e-05,1180.2968,100,-0.021018434,12.868751,1467.3160910606384,1.1939995,-38.178246,32.39,,100.0,133.51764,-80.22894,-29.167377,-39.32577,11.642429,-81.737495,2370.2358,99.000015,7.7943015,724803,-106.43662607176611,0.34705704,18900,-94.58456,[-0.746 -0.969 -0.852 -0.991 -1.438],0.6673652
190,6.7230644e-06,2591.4897,100,-0.02134702,15.676136,1473.8197739124298,2.574758,-25.557262,34.71,,100.0,405.13815,-78.44358,-34.853405,-46.153294,31.534586,-79.96755,4232.958,99.0,31.79532,728274,-105.94477936389364,0.39325556,19000,-96.28022,[-0.742 -0.96  -0.866 -1.001 -1.44 ],0.8442338
191,2.5126534e-05,927.7314,100,-0.021475965,12.403012,1480.98086476326,0.49946,-46.233032,31.86,,100.0,60.66272,-81.10935,-51.67189,-57.902206,7.747146,-82.63492,8993.64,99.000046,8.805151,731460,-106.97671890598312,0.5905025,19100,-96.60342,[-0.746 -0.971 -0.856 -0.984 -1.44 ],1.2083651
192,0.00022449008,1660.7859,100,-0.024439687,14.7255535,1488.3640072345734,1.5303388,-35.490746,36.25,,100.0,184.61986,-76.76375,-46.962086,-56.99509,18.009869,-78.24244,9298.858,99.0,26.745155,735085,-105.3640348748945,0.57913154,19200,-96.28689,[-0.727 -0.947 -0.846 -0.99  -1.44 ],1.3115531
193,0.00013476837,2932.0066,100,-0.03352385,14.523067,1494.5165243148804,4.4691043,-40.993294,32.38,,100.0,566.69916,-79.67222,-39.734123,-52.805977,54.784466,-81.133415,9653.124,99.00002,28.731527,738323,-105.63506121838144,0.45882744,19300,-95.2118,[-0.722 -0.946 -0.853 -1.013 -1.443],1.1680412
194,0.00021597525,1460.6912,100,-0.033889484,12.226161,1501.1058187484741,1.3313035,-41.273537,31.81,,100.0,173.28723,-81.28879,-36.984314,-48.22323,16.064209,-82.81089,5895.302,99.00007,24.363268,741504,-107.0590842395839,0.44125038,19400,-95.85027,[-0.731 -0.936 -0.872 -1.028 -1.452],1.1379118
195,4.83611e-06,1144.0122,100,-0.032624483,12.759958,1507.4401636123657,1.5411065,-41.980927,31.91,,100.0,271.07697,-80.39,-36.929485,-47.478813,19.512535,-81.83677,4727.657,99.0,18.938951,744695,-106.29834494855339,0.4209075,19500,-95.96853,[-0.709 -0.928 -0.88  -1.037 -1.453],0.88642806
196,0.1412427,2.3483574,100,-0.027333919,13.459373,1514.774420261383,0.07469386,-32.49324,31.51,,100.0,1.3082408,-81.08412,-78.16466,-79.84701,0.29205683,-82.58617,1197.9182,99.0,3.9222796,747846,-106.66774918228306,0.96080935,19600,-94.65162,[-0.73  -0.954 -0.886 -1.031 -1.452],0.45576802
197,0.00085916766,849.8647,100,-0.022409605,12.00665,1520.7087500095367,0.91912454,-41.50075,30.82,,100.0,148.28929,-82.14789,-44.20402,-53.8548,11.66826,-83.62834,8186.539,99.00001,10.802596,750928,-107.44323570959445,0.49298242,19700,-96.18369,[-0.747 -0.948 -0.891 -1.024 -1.446],1.0838231
198,0.0003161482,206.48816,100,-0.026902698,12.805198,1528.0146453380585,1.2343591,-45.434326,33.05,,100.0,27.219334,-80.43595,-53.85985,-62.943966,8.369751,-81.94255,5481.0044,99.0,11.377039,754233,-107.35263995355788,0.6196274,19800,-94.956894,[-0.725 -0.923 -0.885 -1.029 -1.441],0.88892597
199,1.0226677e-05,1822.7783,100,-0.026981901,12.967519,1534.1398689746857,1.661508,-30.768173,31.42,,100.0,199.97124,-81.10895,-48.344227,-58.69189,17.550446,-82.62121,14012.189,99.0,19.588285,757375,-106.69875144070103,0.6090047,19900,-95.47581,[-0.729 -0.916 -0.906 -1.02  -1.446],1.613243
200,0.00053904526,232.12491,100,-0.035614904,11.014954,1540.7346200942993,0.7308844,-43.6068,28.75,,100.0,21.526304,-83.75046,-66.34443,-73.345825,5.8871145,-85.21606,7321.6406,99.000175,8.609879,760250,-107.68179466090915,0.7411099,20000,-95.95796,[-0.72  -0.909 -0.924 -1.028 -1.446],1.0127212
201,0.0005313903,93.4393,100,-0.040267035,11.705171,1546.6900706291199,1.0426631,-39.745,30.58,,100.0,23.592327,-82.56519,-59.972595,-67.41287,6.356762,-84.05102,2581.2805,99.0,10.703187,763308,-107.83270018259147,0.67485416,20100,-95.35271,[-0.732 -0.911 -0.921 -1.049 -1.455],0.64901835
202,9.128604e-05,399.16565,100,-0.039900757,12.442103,1552.8769636154175,0.9961953,-39.684692,28.4,,100.0,121.23486,-83.38064,-48.538822,-55.27933,9.9480505,-84.846924,26552.121,99.00002,16.770811,766148,-106.84036072520168,0.5295697,20200,-96.936264,[-0.727 -0.914 -0.936 -1.033 -1.459],1.8746351
203,0.00076322944,222.33882,100,-0.05180736,12.206622,1558.893325805664,0.6154103,-26.92073,29.39,,100.0,26.18322,-83.480896,-55.918125,-61.94836,5.2684994,-85.02817,7845.22,99.000015,13.350683,769087,-107.86725912911282,0.60889935,20300,-95.74635,[-0.725 -0.902 -0.945 -1.047 -1.459],1.063515
204,0.0014304842,164.51129,100,-0.05091253,12.497469,1564.5874688625336,0.23692164,-45.153755,28.91,,100.0,21.685688,-83.25348,-56.355694,-60.492435,2.0328772,-84.70563,23098.512,99.00001,16.16154,771978,-107.15866606135545,0.651825,20400,-96.536285,[-0.747 -0.886 -0.944 -1.06  -1.471],1.7653077
205,0.074863434,2.8942823,100,-0.06331611,10.104615,1570.8396558761597,0.08117604,-49.229645,27.01,,100.0,1.8496561,-85.01468,-78.14273,-79.904366,0.34821254,-86.439995,3631.2668,99.00004,4.670273,774679,-107.70361690444061,0.91868323,20500,-96.79875,[-0.731 -0.879 -0.943 -1.075 -1.47 ],0.7252791
206,1.5534892e-05,2130.5784,100,-0.06448305,13.354853,1576.7480771541595,3.5632606,-32.390823,27.42,,100.0,571.6821,-83.71431,-30.579662,-42.827724,42.800602,-85.206566,2364.3027,99.00006,74.91847,777421,-106.33113117642287,0.3444007,20600,-96.7061,[-0.728 -0.867 -0.927 -1.067 -1.482],0.78396386
207,0.00010144484,1469.5742,100,-0.063779436,11.042518,1582.3953886032104,2.364439,-38.81608,25.88,,100.0,423.67148,-85.40594,-36.834568,-48.255386,27.766445,-86.8879,8185.2866,99.00002,17.39338,780009,-107.13659943028267,0.41610417,20700,-95.99692,[-0.723 -0.849 -0.941 -1.07  -1.483],1.1924334
208,0.0003063521,1464.573,100,-0.063109845,15.023752,1588.7207312583923,2.5601354,-42.274952,30.35,,100.0,141.44707,-81.19902,-37.902485,-48.378654,29.49374,-82.625206,5474.086,99.00011,128.18446,783044,-105.71337955824488,0.42550617,20800,-95.91987,[-0.731 -0.868 -0.934 -1.061 -1.483],1.091961
209,0.00019368871,2905.1846,100,-0.053122237,14.991876,1594.656457901001,2.2027235,-24.250692,30.11,,100.0,144.07767,-81.846375,-44.86011,-54.07776,35.092606,-83.375725,6580.7163,99.0,27.272709,786055,-106.31911060185486,0.51909006,20900,-96.59545,[-0.725 -0.856 -0.951 -1.057 -1.482],0.9800645
210,9.804636e-05,3836.9272,100,-0.055544805,12.799358,1600.8393383026123,5.5042763,-20.327599,27.22,,100.0,965.5904,-84.86777,-47.14379,-61.900528,75.42784,-86.43088,12848.721,99.0,16.787905,788777,-107.52776776636594,0.55361116,21000,-96.638145,[-0.731 -0.884 -0.98  -1.086 -1.472],1.3978696
211,1.1170869e-06,2403.711,100,-0.058340948,11.685388,1606.333039522171,3.376014,-24.759802,26.57,,100.0,562.86725,-84.91696,-35.931667,-47.796524,49.76509,-86.46207,5546.709,99.00001,31.217073,791434,-107.12038277172336,0.38983408,21100,-96.728386,[-0.73  -0.87  -0.997 -1.094 -1.474],0.92193896
212,4.0363557e-05,1377.982,100,-0.056528922,12.033946,1612.5849554538727,2.299557,-44.047203,26.74,,100.0,401.52026,-85.543915,-30.141676,-40.57929,27.096708,-87.00715,5917.0825,99.00018,15.720683,794108,-107.97582221901555,0.29703444,21200,-96.76172,[-0.727 -0.86  -1.009 -1.111 -1.477],0.9008324
213,0.00014819871,2213.353,100,-0.05415721,11.59414,1618.917555809021,2.3913379,-32.146084,25.22,,100.0,434.7376,-86.08638,-46.86297,-59.94961,31.772633,-87.58678,16399.145,99.000015,32.080853,796630,-107.28334798783816,0.5174751,21300,-97.09468,[-0.718 -0.843 -1.021 -1.118 -1.475],1.5276803
214,0.0002477711,1773.3972,100,-0.055908028,13.48852,1624.6457517147064,1.876817,-33.405792,28.83,,100.0,211.78563,-82.67784,-42.328045,-53.256813,23.659939,-84.17117,5615.7026,99.00013,14.7034855,799513,-106.40822802668187,0.47752914,21400,-96.1667,[-0.74  -0.87  -1.022 -1.116 -1.473],1.0285403
215,0.002103743,89.01915,100,-0.054077152,11.034058,1630.3969025611877,0.85356647,-42.280846,26.72,,100.0,19.506691,-85.224075,-61.42334,-69.313866,5.996157,-86.69027,2860.9333,99.00045,13.364626,802185,-107.72582756176782,0.6909072,21500,-95.80924,[-0.755 -0.856 -1.028 -1.135 -1.475],0.65190476
216,7.9061094e-05,3031.935,100,-0.054870434,10.626042,1636.5884053707123,3.2843363,-38.08637,25.99,,100.0,606.32935,-86.36283,-39.7228,-51.96154,43.768852,-87.86765,13321.551,99.00065,78.223045,804784,-108.38009582466256,0.4171634,21600,-96.87714,[-0.759 -0.857 -1.015 -1.152 -1.473],1.4185828
217,4.724336e-05,2261.8599,100,-0.05572774,12.132708,1642.4081373214722,3.3379269,-36.427116,28.7,,100.0,523.7841,-83.938385,-28.712751,-39.78158,45.047733,-85.435715,5086.9595,99.0,11.373991,807654,-107.84024156505996,0.30058667,21700,-96.58122,[-0.767 -0.868 -0.998 -1.142 -1.474],0.83198273
218,0.00016699798,1252.1483,100,-0.05806634,15.42938,1648.6036632061005,2.065472,-26.58127,28.45,,100.0,216.23087,-82.88278,-30.45342,-39.472412,23.92219,-84.40218,3126.6716,99.0,9.580373,810499,-105.9242228286971,0.32139078,21800,-96.6104,[-0.769 -0.873 -0.977 -1.13  -1.475],0.66529465
219,0.00010470259,2514.181,100,-0.060487818,12.359913,1654.751053094864,4.2252474,-41.807682,28.03,,100.0,683.08026,-83.98503,-37.53535,-50.773148,52.53661,-85.45729,6769.6943,99.00002,15.177008,813302,-107.27517432301394,0.4246347,21900,-96.2661,[-0.773 -0.872 -0.991 -1.152 -1.477],1.0995414
220,0.0058797784,159.35768,100,-0.06456612,11.679741,1660.6447348594666,0.49962765,-45.20157,27.03,,100.0,17.197815,-85.05381,-63.54001,-68.680824,4.41293,-86.506775,13984.492,99.0,10.213501,816005,-107.69824058513905,0.7223758,22000,-96.49642,[-0.776 -0.887 -0.974 -1.145 -1.479],1.4192783
221,0.0004258893,376.1957,100,-0.078729026,10.662136,1666.6109809875488,0.22611973,-51.84516,27.86,,100.0,21.590479,-84.76455,-68.79162,-72.89897,3.9514136,-86.181435,4988.3853,99.00002,7.227021,818791,-108.20109385026892,0.77165985,22100,-96.40599,[-0.763 -0.897 -0.954 -1.152 -1.484],0.8223779
222,0.003493223,55.927914,100,-0.08722504,13.214024,1672.4482924938202,0.8105275,-40.298836,28.86,,100.0,16.05919,-83.02121,-59.132015,-65.71095,4.8850975,-84.492584,5087.3613,99.00002,13.98747,821677,-106.78403040435212,0.6699246,22200,-95.74192,[-0.714 -0.895 -0.941 -1.159 -1.498],0.8988186
223,0.00016532934,2066.3406,100,-0.08799006,13.019286,1678.6285192966461,2.293862,-14.876757,28.21,,100.0,370.07858,-83.62493,-34.322117,-46.19345,29.770172,-85.20016,4904.744,99.00001,45.715492,824498,-106.8595350169586,0.3880868,22300,-95.8622,[-0.716 -0.895 -0.925 -1.173 -1.506],0.90731025
224,2.1459207e-06,609.59717,100,-0.12951274,13.70492,1685.3951494693756,1.2631115,-27.755203,29.32,,100.0,46.46233,-83.293106,-48.229317,-55.705086,14.957058,-84.82423,7009.088,99.0,7.814382,827430,-107.36719057499816,0.5521315,22400,-95.77518,[-0.695 -0.885 -0.937 -1.18  -1.507],0.99001855
225,0.00017192925,2708.1636,100,-0.13183565,13.04494,1691.1749761104584,1.784865,-35.08296,27.4,,100.0,361.24786,-83.77689,-18.620491,-28.91665,25.816109,-85.25904,734.7478,99.0,30.751686,830170,-106.35605406399128,0.22750008,22500,-95.8482,[-0.679 -0.858 -0.903 -1.162 -1.548],0.58385545
226,0.00010984882,2483.1462,100,-0.13505252,11.435376,1697.4289751052856,3.02103,-42.46897,27.87,,100.0,478.85928,-84.08106,-39.729702,-51.70854,38.25587,-85.55359,15163.411,99.000275,88.516045,832957,-107.29463596248452,0.4363336,22600,-94.87002,[-0.7   -0.869 -0.898 -1.148 -1.551],1.5456588
227,9.815208e-05,3445.154,100,-0.14735167,10.838133,1703.6327726840973,3.794195,-44.08853,27.89,,100.0,234.38242,-84.28516,-40.103035,-52.968445,48.572346,-85.74955,5926.0522,99.0,12.517468,835746,-107.59296122732694,0.44243678,22700,-95.46156,[-0.702 -0.884 -0.889 -1.137 -1.554],0.97167856
228,0.003785717,184.55606,100,-0.16380316,11.118746,1709.4760165214539,0.34418616,-34.11212,27.25,,100.0,18.736488,-84.97395,-56.61123,-61.51123,3.2557328,-86.4863,4968.571,99.00005,7.433588,838471,-107.76229595196864,0.63380516,22800,-96.74115,[-0.689 -0.864 -0.867 -1.109 -1.566],0.8421663
229,0.0020191453,442.22543,100,-0.16589732,12.1832285,1716.4296929836273,0.5757756,-38.331963,28.52,,100.0,16.624462,-83.18222,-61.575535,-67.852715,6.7574897,-84.64653,4601.5303,99.00001,7.252042,841323,-106.69631488666288,0.7026522,22900,-95.901215,[-0.715 -0.891 -0.884 -1.115 -1.583],0.80221385
230,0.0001676954,3177.4375,100,-0.16325396,14.8734255,1723.022796869278,4.4230833,-25.719614,31.23,,100.0,618.6623,-80.23666,-39.109287,-51.587402,54.949974,-81.75129,6886.979,99.00008,42.599804,844446,-105.29539185102004,0.4892639,23000,-95.611664,[-0.735 -0.911 -0.912 -1.119 -1.585],1.0943878
231,2.7661208e-05,1314.5775,100,-0.16899057,13.899016,1729.6157484054565,2.8469374,-14.44271,30.39,,100.0,323.23837,-82.05178,-35.39495,-46.2021,30.047838,-83.62967,8978.956,99.00001,30.578966,847485,-106.81330115666029,0.40331942,23100,-96.5474,[-0.734 -0.917 -0.891 -1.111 -1.582],1.160381
232,0.00034607685,1329.9015,100,-0.17956541,12.223252,1735.6220381259918,2.16435,-36.998962,29.6,,100.0,228.73955,-83.29137,-44.905533,-54.58156,24.880098,-84.783226,8890.51,99.0,36.7564,850445,-107.85180199365479,0.53063506,23200,-96.466034,[-0.726 -0.898 -0.901 -1.111 -1.588],1.2779528
233,2.1625194e-05,1627.62,100,-0.18859845,10.679279,1741.8268973827362,2.0314062,-43.030773,27.0,,100.0,346.31464,-85.26114,-44.34036,-56.14534,23.12302,-86.73609,23742.2,99.00077,57.678745,853145,-107.9125083656087,0.526674,23300,-96.558624,[-0.732 -0.891 -0.92  -1.117 -1.599],1.9685967
234,0.00013993915,1733.0493,100,-0.18873313,11.488108,1747.640263080597,3.5070932,-48.09626,27.95,,100.0,488.5271,-84.39904,-28.224037,-40.39724,37.14523,-85.82433,2862.8665,99.0,9.197934,855940,-107.70190863399706,0.30921835,23400,-96.159325,[-0.744 -0.903 -0.913 -1.108 -1.608],0.6582328
235,3.0130512e-05,3789.872,100,-0.19909412,14.920388,1753.45388007164,5.4770956,-30.593657,28.83,,100.0,1095.3215,-82.02967,-44.235653,-58.829834,75.43475,-83.51853,27590.951,99.0,59.97083,858823,-105.38452786783026,0.51298976,23500,-96.65817,[-0.741 -0.894 -0.93  -1.112 -1.608],2.028637
236,0.00249259,483.26785,100,-0.20152569,14.108622,1759.7145986557007,0.9198028,-32.203888,30.3,,100.0,26.198349,-81.84848,-54.29217,-60.915405,9.281947,-83.34301,3173.1895,99.000015,6.8647146,861853,-106.49310323550424,0.6282987,23600,-95.804054,[-0.75  -0.907 -0.917 -1.104 -1.618],0.76472634
237,0.008907579,7.368356,100,-0.20495664,10.357804,1766.0245637893677,0.112363786,-41.636852,28.61,,100.0,1.9844656,-84.55951,-74.44511,-76.70553,0.5206642,-86.04909,3328.314,99.0457,6.1959963,864714,-108.53695673394961,0.87316984,23700,-95.851135,[-0.749 -0.887 -0.913 -1.082 -1.62 ],0.74180335
238,7.345631e-05,1992.7455,100,-0.2050667,13.322453,1772.0306067466736,2.2032812,-48.234447,28.34,,100.0,173.62906,-82.72234,-34.948536,-44.34019,26.056042,-84.151924,3672.3618,99.0,7.336973,867548,-105.96532798536526,0.39207876,23800,-96.27099,[-0.74  -0.88  -0.898 -1.084 -1.624],0.80474806
239,7.151906e-05,2902.702,100,-0.20692053,14.907717,1777.7737035751343,3.6050644,-20.144928,28.21,,100.0,678.68,-83.36807,-29.22456,-42.083633,47.86099,-84.91787,5075.9346,99.0,15.456034,870369,-106.3478082887053,0.3381714,23900,-96.21792,[-0.753 -0.869 -0.918 -1.083 -1.624],0.92162824
240,2.7419366e-05,925.6139,100,-0.2088737,13.266642,1784.7008440494537,2.3212156,-24.556599,29.54,,100.0,183.37372,-83.18667,-35.264908,-46.09362,21.502352,-84.73232,4288.2393,99.0,40.72901,873323,-107.45210449209519,0.40020064,24000,-96.5752,[-0.766 -0.877 -0.907 -1.07  -1.626],0.86644566
241,0.00061213097,528.5222,100,-0.20332299,10.687948,1790.425302028656,0.630605,-46.39203,27.69,,100.0,56.65245,-84.40097,-67.36944,-73.19308,7.5937657,-85.85961,28007.594,99.00008,16.386742,876092,-107.63729423827255,0.7535723,24100,-95.855484,[-0.764 -0.871 -0.926 -1.073 -1.628],1.9541599
242,3.9639934e-05,1339.741,100,-0.20596962,11.581123,1796.0058064460754,3.1968932,-44.76449,27.62,,100.0,369.88416,-84.182686,-33.324043,-46.317497,34.03032,-85.640594,3004.82,99.0,35.33712,878854,-107.11689845745364,0.35697126,24200,-96.31592,[-0.783 -0.887 -0.925 -1.075 -1.622],0.72654355
243,9.4101215e-06,1209.1299,100,-0.20899391,11.291462,1802.1182708740234,1.4941795,-50.267673,27.5,,100.0,200.24898,-83.417145,-50.027317,-60.553566,17.974607,-84.82251,15510.481,99.000015,12.287021,881604,-106.19603826377879,0.5783173,24300,-95.34848,[-0.775 -0.908 -0.917 -1.071 -1.625],1.4719303
244,0.00013056931,1842.9127,100,-0.2148343,13.119713,1808.5591049194336,2.024268,-30.44621,29.54,,100.0,319.53687,-83.15887,-42.083466,-52.84591,25.698473,-84.68143,11589.813,99.00001,23.774105,884558,-107.42497594899187,0.46524733,24400,-96.24686,[-0.769 -0.903 -0.919 -1.091 -1.628],1.2371346
245,0.024147991,7.9423513,100,-0.21031748,14.988976,1815.181475162506,0.15087272,-31.319754,31.35,,100.0,3.0804594,-81.13522,-77.97228,-80.43096,0.70438975,-82.64488,5468.227,99.00004,8.37588,887693,-106.5144105290062,0.95589685,24500,-96.8677,[-0.76  -0.901 -0.929 -1.108 -1.634],1.0610377
246,7.5014475e-05,5234.5938,100,-0.21276857,13.62753,1821.1327409744263,5.729615,-41.6023,30.13,,100.0,896.42975,-81.32883,-41.983177,-55.978172,81.768814,-82.769135,17913.088,99.0,37.198376,890706,-105.82374320167577,0.47823843,24600,-96.635635,[-0.767 -0.904 -0.922 -1.113 -1.629],1.6239227
247,0.0037963535,102.12493,100,-0.21582969,13.80849,1828.1291327476501,0.7230498,-36.12991,30.87,,100.0,15.362318,-82.217674,-56.085648,-62.03112,5.2704816,-83.71494,2968.1167,99.000015,15.558966,893793,-107.44149127342143,0.6272822,24700,-96.01994,[-0.766 -0.914 -0.909 -1.103 -1.632],0.7473252
