MeanIW,InitialBound,J_sample_variance,Weights,Iteration,InitialReturnMax,ReturnStepMax,EmpiricalD2,ReturnStepMaxmin,MeanD2w0t,MinIW,EpLenMean,TimestepsSoFar,EpisodesSoFar,MeanEntropy,InitialReturnMean,EpThisIter,InitialReturnMin,MaxD2w0t,Bound,TimeElapsed,InitialReturnStd,EpRewMean,ReturnMeanIW,StdIW,MaxIW,MinD2w0t,StdD2w0t
1.0275662,451.92313,15272.344,[-0.881  0.765  0.574 -0.225 -0.496],11,19.130264,100.0,1.0752012,86.70028,0.03569713,0.5756741,17.22,18886,1100,0.9462943,8.468628e-06,100,-4.725601,1.4727834,462.6577,138.31312727928162,4.0784006,-107.85956702329968,544.4454,0.25742242,2.0273898,,0.18920952
1.8654134,470.34198,15234544.0,[-0.872  0.77   0.578 -0.213 -0.473],12,7.852249,100.0,18.258522,86.58436,0.11700313,0.00012293618,17.07,20593,1200,0.8607001,6.3323973e-06,100,-4.285202,120.98715,718.1631,150.51686716079712,2.6520724,-108.22645771485115,910.4761,9.2037115,94.34191,,1.4499667
1.1684535,392.9106,227313.4,[-0.903  0.696  0.589 -0.259 -0.558],13,22.552094,100.0,1.7027194,87.66225,0.047757752,0.10770593,19.01,22494,1300,0.84110564,1.1138916e-05,100,-6.141197,6.418259,428.03418,163.33130884170532,5.4760427,-107.77235997069403,535.3589,1.2590489,14.180481,,0.25665542
1.010901,449.95563,14090.51,[-0.889  0.664  0.589 -0.264 -0.578],14,23.39244,100.0,1.0644208,86.53119,0.035601493,0.56556916,17.24,24218,1400,0.8587706,-7.6293945e-06,100,-4.719101,1.1134324,453.68567,175.76485776901245,3.881767,-107.48125063247684,532.8147,0.24497256,1.7876225,,0.18848749
1.4583765,461.9853,4973170.5,[-0.89   0.669  0.592 -0.269 -0.56 ],15,17.114105,100.0,14.511374,86.5311,0.15666564,0.010449959,17.0,25918,1500,0.91050243,-8.392334e-07,100,-4.5582047,30.038801,589.05164,187.5061273574829,3.4735873,-107.62005494351939,762.56964,4.5914407,40.48162,,1.2022282
2.8279865,417.12717,77615930.0,[-0.928  0.652  0.55  -0.257 -0.508],16,25.683167,100.0,72.27378,87.16987,0.76303154,0.0007801142,18.14,27732,1600,0.9024279,,100,-5.7595215,435.365,863.8245,199.93701720237732,5.0170765,-107.31776869884659,1347.8568,19.028233,243.05113,,8.789382
2.3290067,426.89355,26072092.0,[-0.83   0.626  0.613 -0.31  -0.516],17,30.52494,100.0,36.866642,86.98855,0.21009566,0.0026883413,17.96,29528,1700,0.8538189,8.163453e-06,100,-5.3608627,851.72107,757.772,213.4903600215912,5.4476314,-107.86336688248228,1100.9955,11.5178585,111.77313,,4.6633205
1.0858148,447.47958,94053.414,[-0.882  0.572  0.598 -0.318 -0.565],18,16.67154,100.0,1.4424428,86.897385,0.038745306,0.17554918,17.41,31269,1800,0.8447029,-7.6293944e-08,100,-4.5897217,3.6404693,476.3576,226.42632126808167,3.7290506,-108.08622696974432,564.7592,0.6546868,4.3532023,,0.20670773
1.0273215,417.484,8144.4116,[-0.896  0.552  0.592 -0.328 -0.574],19,20.853027,100.0,1.0456171,87.4065,0.037709475,0.41972274,18.4,33109,1900,0.81701565,-2.2888185e-06,100,-5.280945,1.1740503,428.1937,239.35325121879578,3.6527207,-108.73137635915177,507.50888,0.19925436,1.5949128,,0.19296925
1.1701669,416.93842,308724.3,[-0.889  0.546  0.589 -0.329 -0.602],20,22.86354,100.0,1.4915003,87.2144,0.04589613,0.12832618,18.33,34942,2000,0.8233197,-4.5776366e-07,100,-5.5926514,12.689484,447.54767,249.68414425849915,5.225381,-108.02482973714508,556.0344,1.5562327,16.494967,,0.27231315
1.1044898,410.06262,78031.15,[-0.912  0.541  0.577 -0.351 -0.596],21,28.543602,100.0,1.398299,87.296936,0.04159882,0.0748528,18.44,36786,2100,0.80654615,2.1362305e-06,100,-6.0766068,5.3055625,439.55304,261.91027784347534,5.894907,-107.92115114121071,534.9866,0.68019795,5.1796203,,0.21887952
2.887484,428.81747,101504060.0,[-0.898  0.556  0.584 -0.335 -0.613],22,24.668999,100.0,50.717648,86.895226,0.38892484,0.0023356616,17.87,38573,2200,0.7773385,-4.4250487e-06,100,-5.3646317,1301.4119,842.5094,274.36794447898865,4.7891912,-108.15617289491202,1371.667,22.238417,407.51138,,7.893745
1.3313856,450.785,829672.25,[-0.873  0.584  0.603 -0.368 -0.642],23,17.980392,100.0,4.6995935,86.820015,0.061133783,0.045866456,17.36,40309,2300,0.7616202,2.2888183e-07,100,-4.586174,7.3961043,563.1935,287.39883160591125,3.6876936,-108.06341396098,676.2595,1.9842616,18.637157,,0.38018343
1.3116003,469.32617,1399418.4,[-0.841  0.616  0.613 -0.362 -0.657],24,16.831856,100.0,4.0675116,86.438095,0.084989265,0.0042890757,16.96,42005,2400,0.69619733,-1.8310546e-06,100,-5.3951645,9.471554,570.2519,299.4658854007721,3.3058324,-107.04538596360297,688.71326,2.4213724,16.411772,,0.52812785
1.6930522,464.15576,6064128.0,[-0.867  0.637  0.654 -0.362 -0.723],25,7.4904556,100.0,19.457365,86.67684,0.14573593,0.0039989334,17.04,43709,2500,0.6997452,3.7384034e-06,100,-4.836479,31.730467,684.9816,311.8054072856903,2.984734,-107.54298703938082,867.2462,5.1415195,61.88616,,1.2390956
7.5168686,490.54822,570476900.0,[-0.906  0.603  0.637 -0.36  -0.719],26,11.707169,100.0,782.0687,85.990005,6.0901713,1.39752365e-05,16.49,45358,2600,0.6831543,7.6293945e-06,100,-4.1254654,8616.373,2802.0928,324.0872025489807,2.897409,-107.42303971169042,3837.97,47.73559,392.50076,,134.69234
2.241292,422.83948,36711690.0,[-0.926  0.591  0.591 -0.315 -0.736],27,30.985542,100.0,7.5647264,87.09083,0.15198539,0.006798443,18.06,47164,2700,0.66995,1.1520386e-05,100,-5.0565186,153.22523,665.7698,337.6806447505951,4.8023014,-107.56415403610343,1048.1296,13.859119,171.1594,,3.084193
1.5397825,445.00607,2820553.0,[-0.941  0.557  0.615 -0.317 -0.749],28,22.583687,100.0,16.104454,86.73314,0.19734453,0.0009055837,17.44,48908,2800,0.64807254,4.5013426e-06,100,-5.4776154,68.57507,586.40375,350.6355850696564,3.7935026,-108.01215096040522,782.70496,3.5247185,25.1295,,1.7359506
1.0080807,458.298,9475.595,[-0.895  0.556  0.651 -0.345 -0.771],29,31.49683,100.0,1.0471089,86.37378,0.034523815,0.4831971,16.98,50606,2900,0.6440192,-1.7166137e-06,100,-5.161995,1.2516458,461.30902,363.17915534973145,5.1702275,-107.1966303380482,539.6794,0.20467341,1.7396519,,0.18417709
2.1109407,424.90268,22814226.0,[-0.897  0.548  0.655 -0.352 -0.775],30,24.455666,100.0,30.138496,87.007706,0.3035896,0.0031838645,18.01,52407,3000,0.6620169,-8.087158e-06,100,-5.0384827,278.03436,678.1938,376.4605882167816,4.7997656,-107.9908034970586,1017.1989,10.589535,124.23774,,3.5254753
1.1182045,442.10004,176453.95,[-0.889  0.57   0.666 -0.38  -0.757],31,24.018417,100.0,1.598252,86.651054,0.046685684,0.109225295,17.41,54148,3100,0.67824507,-1.1444092e-06,100,-4.782524,4.5196004,477.1454,388.0882623195648,4.8223896,-107.50189397663016,579.01465,0.86956775,5.560143,,0.25857827
1.3381782,445.52185,1497498.0,[-0.879  0.565  0.658 -0.363 -0.741],32,13.337791,100.0,4.506118,86.73202,0.06113335,0.0050834264,17.53,55901,3200,0.67232275,-3.1280517e-06,100,-4.556343,48.49066,535.7269,399.17568278312683,3.1916203,-107.92707356738714,675.3787,2.7266157,20.937056,,0.533438
1.0121624,455.83795,5871.2837,[-0.822  0.582  0.646 -0.368 -0.747],33,22.015076,100.0,1.0317922,86.566246,0.034722347,0.5894783,17.18,57619,3300,0.6606559,5.9509275e-06,100,-4.3705444,1.1066607,460.60284,411.67059111595154,4.052281,-108.03977946243856,537.55316,0.16112,1.411119,,0.18410245
1.0923494,460.32672,66595.8,[-0.825  0.578  0.644 -0.373 -0.758],34,25.474342,100.0,1.3319865,86.38063,0.03743315,0.28711563,16.99,59318,3400,0.6370892,-3.3569336e-06,100,-5.0503235,2.7609632,499.03177,421.342476606369,4.1577835,-107.2167072448709,580.8426,0.53497255,3.1051977,,0.20099212
9.123828,444.7048,1146622000.0,[-0.824  0.561  0.639 -0.38  -0.782],35,14.201813,100.0,164.1446,86.74718,1.1767291,0.00024930606,17.46,61064,3500,0.65529776,7.5531007e-06,100,-4.769409,7683.2236,2902.3345,433.05614709854126,3.3954375,-108.0875977703921,3880.4937,83.835846,872.367,,45.736008
1.1563532,445.7233,398997.22,[-0.801  0.571  0.691 -0.396 -0.764],36,38.764507,100.0,2.959477,86.63483,0.058824863,0.038076557,17.32,62796,3600,0.6576899,5.9127806e-06,100,-5.296402,5.369268,501.88083,448.1271185874939,5.5134163,-107.09244765070116,602.37994,1.3256997,10.151232,,0.34182873
1.3775396,466.1295,1894682.1,[-0.842  0.571  0.67  -0.381 -0.761],37,19.075378,100.0,5.497971,86.21023,0.089437716,0.0062801875,16.77,64473,3700,0.65674114,-1.6021728e-06,100,-4.97139,25.658154,579.2566,460.1681377887726,3.7001948,-107.53282046197826,738.754,2.7114415,33.92768,,0.6731664
1.0994301,471.57214,80231.695,[-0.827  0.58   0.684 -0.409 -0.762],38,26.123436,100.0,1.3820533,86.043045,0.041398212,0.23028257,16.61,66134,3800,0.67090404,-4.8828124e-06,100,-4.224594,2.1645155,511.66733,472.61662697792053,3.7384932,-107.61395876029697,604.8281,0.5345886,4.124538,,0.22769459
1.0796686,466.26703,105673.38,[-0.824  0.57   0.698 -0.429 -0.748],39,25.48774,100.0,1.3193,86.12867,0.03981516,0.11747645,16.78,67812,3900,0.6470889,-1.0070801e-05,100,-4.33445,2.0640361,494.9665,484.54010581970215,3.6630437,-108.00487657380445,587.11914,0.634451,5.434715,,0.21712641
32.58019,438.62558,20844010000.0,[-0.844  0.576  0.704 -0.443 -0.772],40,19.348282,100.0,31620.377,86.76936,79.87289,6.815876e-07,17.63,69575,4000,0.65731937,6.866455e-06,100,-4.945816,119033.08,9364.275,496.3045756816864,4.1049337,-107.81351233017791,14628.473,326.1213,3331.346,,1705.1605
3.2734194,474.47388,66851290.0,[-0.762  0.637  0.729 -0.44  -0.762],41,12.341217,100.0,177.08853,86.23274,0.8113173,9.400313e-05,16.8,71255,4100,0.6181899,2.5177003e-06,100,-4.707367,1750.0549,1200.772,511.2220890522003,3.1763177,-107.55939870909873,1641.1178,17.054241,147.24675,,13.9945345
1.0792997,443.58368,94626.805,[-0.738  0.682  0.776 -0.426 -0.801],42,25.1922,100.0,1.3633882,86.59466,0.03904353,0.11424233,17.32,72987,4200,0.60986483,-7.476807e-06,100,-4.9990005,2.1753142,464.95105,524.665244102478,4.3268347,-107.4441451586729,560.3689,0.65164703,4.631585,,0.20860268
1.292903,480.94165,706908.6,[-0.756  0.669  0.776 -0.446 -0.809],43,10.959732,100.0,2.2988818,86.14869,0.044930767,0.054866083,16.52,74639,4300,0.6230164,3.967285e-06,100,-4.246628,14.619714,570.13806,536.8766694068909,2.88955,-107.58481284879318,700.6901,1.6870983,21.431494,,0.29162663
1.0273954,470.84097,13665.576,[-0.779  0.645  0.792 -0.455 -0.796],44,22.485527,100.0,1.0681859,86.19912,0.03436972,0.5172764,16.7,76309,4400,0.61376137,7.6293946e-07,100,-4.1725082,1.5679982,480.56796,546.6709091663361,3.7612433,-107.84746411579863,561.91406,0.23202138,1.8923519,,0.18504158
1.1796929,443.18854,324743.38,[-0.783  0.653  0.795 -0.442 -0.805],45,23.945168,100.0,2.327859,86.61022,0.060557406,0.039710842,17.45,78054,4500,0.58693975,-5.722046e-06,100,-5.0363083,5.656188,492.44748,558.6597518920898,4.2131133,-108.10084694974225,606.2094,1.1867415,8.44765,,0.36501312
1.135161,456.97574,922948.2,[-0.783  0.644  0.816 -0.47  -0.832],46,21.910889,100.0,3.701914,86.37676,0.051069476,0.0181428,17.02,79756,4600,0.5797277,5.4931643e-06,100,-4.4468765,7.841414,489.1471,570.6245849132538,3.4562516,-107.42418168710286,598.82166,2.0212467,17.759697,,0.31346986
1.8155663,487.7972,18970864.0,[-0.819  0.622  0.811 -0.48  -0.839],47,8.685112,100.0,16.707432,86.14216,0.25220665,0.003295504,16.55,81411,4700,0.54690975,-4.577637e-06,100,-4.5954895,561.7635,700.1365,583.6196451187134,2.802761,-107.51013306418595,958.92596,8.67974,88.46402,,4.061576
1.0982084,454.93784,111026.91,[-0.793  0.643  0.76  -0.456 -0.872],48,30.827023,100.0,1.4852936,86.46662,0.040840715,0.16750105,17.24,83135,4800,0.56543845,2.9373168e-06,100,-4.3176727,3.0351236,491.46808,595.5482521057129,4.762238,-108.05687508286871,579.5321,0.6843234,5.118099,,0.22004072
1.3726641,438.72086,4303027.0,[-0.774  0.614  0.766 -0.482 -0.853],49,26.395554,100.0,2.811809,86.993,0.07811743,0.016466722,17.55,84890,4900,0.5664332,-9.765625e-06,100,-5.1399384,33.303562,488.11713,606.7411539554596,5.2140837,-107.49237314573936,685.4671,4.5319285,81.41539,,0.7564034
8.41844,465.073,1457524700.0,[-0.769  0.623  0.751 -0.5   -0.852],50,22.764534,100.0,1014.1268,86.267815,3.8912432,3.4615838e-05,16.83,86573,5000,0.5423681,3.4332274e-06,100,-4.091011,3707.6833,2902.3374,616.6801240444183,3.7871568,-107.5614653541776,4025.3455,81.77039,835.7234,,59.46163
2.0725157,421.58826,12633030.0,[-0.816  0.585  0.708 -0.498 -0.877],51,27.544472,100.0,20.119928,87.05962,0.15754515,0.003381764,18.05,88378,5100,0.5117188,-6.6375733e-06,100,-5.37973,221.57321,716.922,631.1734683513641,6.186906,-107.76813459013096,972.9953,8.124552,72.91478,,1.7998177
1.5679444,442.762,4665348.0,[-0.847  0.555  0.695 -0.494 -0.907],52,21.711731,100.0,10.026146,86.94768,0.14604758,0.0016994397,17.4,90118,5200,0.4993914,5.1879883e-06,100,-5.1904297,48.640064,601.9035,645.3610582351685,4.6227026,-107.47401247212929,800.49384,4.4399247,62.47432,,1.2172214
1.7114147,409.55222,2949229.5,[-0.862  0.547  0.679 -0.468 -0.92 ],53,27.634266,100.0,9.748407,87.30927,0.13931477,0.0040080473,18.42,91960,5300,0.4901113,9.536743e-07,100,-5.637947,85.68656,613.755,658.2468872070312,6.557008,-107.67646606463542,802.0293,3.88426,31.176924,,1.2495358
1.0723658,452.74457,82356.414,[-0.844  0.55   0.7   -0.494 -0.929],54,24.263153,100.0,1.3492997,86.417435,0.038345415,0.0739537,17.14,93674,5400,0.46920362,-4.577637e-06,100,-4.874069,1.9760288,480.85553,671.5924007892609,4.2388253,-107.83896419472933,567.7478,0.6018849,3.6949985,,0.20455205
1.2059455,403.11572,164506.95,[-0.863  0.547  0.69  -0.495 -0.95 ],55,29.199627,100.0,1.6133457,87.46908,0.048176125,0.059691887,18.59,95533,5500,0.47798803,6.5994263e-06,100,-5.795166,12.900517,453.9499,683.4332120418549,6.081001,-107.18508837640249,569.2481,0.9589686,10.189854,,0.28867915
1.099745,445.04413,187331.95,[-0.866  0.529  0.7   -0.504 -0.941],56,22.225426,100.0,1.8388318,86.59702,0.042773124,0.14010237,17.29,97262,5600,0.4888942,-5.1879883e-06,100,-6.1594315,3.0607057,480.18033,694.376323223114,4.2928376,-107.25144509830749,574.96594,0.9141068,5.589344,,0.23139326
1.0680382,421.09732,40194.26,[-0.847  0.54   0.704 -0.506 -0.93 ],57,31.467999,100.0,1.1390206,87.09303,0.040205818,0.2136328,18.05,99067,5700,0.47526526,-1.4877319e-06,100,-5.669098,2.1711016,439.09552,707.1605639457703,6.477523,-107.46049711370024,532.04364,0.44756135,4.640654,,0.21250072
1.091812,461.31235,116534.95,[-0.848  0.534  0.712 -0.503 -0.944],58,25.659134,100.0,1.4341053,86.27101,0.03841434,0.09101997,16.85,100752,5800,0.47219977,-9.155273e-07,100,-4.9256363,2.5470707,493.08466,717.6238615512848,4.401607,-107.254794800241,586.7457,0.69855297,4.566803,,0.20852584
1.2483033,441.65314,1292953.0,[-0.814  0.536  0.713 -0.49  -0.947],59,24.312866,100.0,4.469366,86.643036,0.07614526,0.026397778,17.48,102500,5900,0.47008657,-7.019043e-06,100,-4.6909256,17.805803,500.86124,727.2437665462494,5.075696,-108.00350627488834,643.7612,2.3882558,17.38411,,0.51351446
1.0220897,437.30652,10241.255,[-0.81   0.552  0.72  -0.505 -0.949],60,26.177887,100.0,1.068514,86.724754,0.03596503,0.43521973,17.49,104249,6000,0.468131,9.918213e-07,100,-5.535942,1.5893999,445.70013,739.0786736011505,5.847056,-107.35868621517074,529.5441,0.22011979,1.7961267,,0.18916857
1.0331035,439.92706,67859.92,[-0.822  0.551  0.716 -0.508 -0.951],61,26.751053,100.0,1.2532241,86.69591,0.03947776,0.20977958,17.47,105996,6100,0.47816077,3.8146973e-06,100,-4.9422455,1.6484795,447.87012,749.9970228672028,5.1085224,-107.47625061461048,534.5658,0.5517011,4.568645,,0.20895885
1.0551004,455.55164,86299.01,[-0.825  0.557  0.719 -0.516 -0.941],62,27.343102,100.0,1.3180478,86.375206,0.036879595,0.20874287,17.01,107697,6200,0.4600019,-3.0517579e-06,100,-5.1643143,2.7284772,470.95517,762.0728945732117,4.379267,-107.37393106606415,562.5075,0.6212802,3.4319472,,0.19853204
1.1222196,449.43668,224895.64,[-0.841  0.548  0.718 -0.527 -0.959],63,23.324188,100.0,1.558476,86.51158,0.045458175,0.03911437,17.21,109418,6300,0.43763992,-2.8991699e-06,100,-4.4224625,5.143201,484.2913,773.6319169998169,4.7542715,-107.48384539030523,587.11176,0.9715196,7.967054,,0.25568557
1.0568697,454.91165,89351.01,[-0.828  0.54   0.71  -0.516 -0.981],64,24.80706,100.0,1.4201125,86.40039,0.03936324,0.1810326,17.03,111121,6400,0.4366973,6.942749e-06,100,-5.0779266,2.08632,475.15228,786.179146528244,4.025075,-107.28825245405623,562.09955,0.6175222,3.5621028,,0.21127053
1.6065918,402.4045,3028186.2,[-0.816  0.545  0.719 -0.518 -0.982],65,25.977211,100.0,10.20451,87.45783,0.14139251,0.008434009,18.65,112986,6500,0.42675772,-4.653931e-06,100,-5.527542,99.59357,554.0805,796.9081876277924,6.2681994,-107.63237503686805,751.98267,3.954082,33.180977,,1.2658118
1.0763303,423.37094,153612.36,[-0.782  0.539  0.747 -0.54  -0.992],66,25.724365,100.0,1.684324,87.012955,0.042216875,0.1285279,17.98,114784,6600,0.44126958,-3.7384034e-06,100,-5.17498,4.324917,439.34125,811.2677247524261,5.853862,-107.76355280709996,535.05566,0.8946228,5.3161592,,0.22454463
1.1189139,432.41006,89957.516,[-0.796  0.525  0.746 -0.546 -0.978],67,27.638878,100.0,1.5450525,86.846306,0.04531245,0.07823136,17.74,116558,6700,0.42969915,1.7547608e-06,100,-4.7539062,2.89695,476.65118,822.2582376003265,5.2205133,-107.80898011793782,569.09485,0.63660383,3.9954827,,0.24340917
1.4674848,455.17487,3119938.5,[-0.793  0.525  0.756 -0.56  -0.989],68,24.014885,100.0,10.4341545,86.36259,0.08496086,0.0043392037,17.02,118260,6800,0.4345266,-1.2283325e-05,100,-4.5004044,123.30031,598.042,832.8057563304901,4.0862737,-107.54946827654939,756.3712,3.7498827,28.47825,,1.0503969
1.1113483,454.11087,258891.84,[-0.825  0.5    0.748 -0.576 -0.984],69,31.075558,100.0,1.7564403,86.42286,0.04025929,0.056347772,17.1,119970,6900,0.42241007,6.980896e-06,100,-4.282982,6.1137347,484.74857,846.430413722992,4.67111,-107.53554835805302,586.58966,1.0777323,7.6004834,,0.22380316
2.04972,412.35696,9289093.0,[-0.809  0.515  0.75  -0.568 -0.996],70,23.706741,100.0,9.412583,87.2463,0.16691123,0.03424821,18.28,121798,7000,0.42108843,-1.6021728e-06,100,-5.982506,190.77693,637.975,859.1652171611786,5.6455183,-107.42948541852047,931.36554,7.1061587,66.9193,,2.336588
1.4476413,422.3189,1540041.4,[-0.804  0.537  0.731 -0.53  -0.998],71,23.722694,100.0,6.7831445,87.08916,0.078263454,0.024103917,17.95,123593,7100,0.44792983,8.69751e-06,100,-6.524765,14.613975,556.36835,873.1387009620667,5.7658825,-106.91186265825972,698.6081,2.8400087,21.964813,,0.5299859
1.1356492,426.46307,173197.9,[-0.769  0.557  0.731 -0.532 -0.971],72,36.954502,100.0,1.9875357,86.991776,0.048501972,0.036127336,17.91,125384,7200,0.4427269,-4.15802e-06,100,-5.649391,3.376632,472.6164,885.3213374614716,5.8877516,-107.53374306150877,567.9296,0.90778804,5.375022,,0.26119357
1.446186,448.6962,2892871.5,[-0.784  0.551  0.717 -0.526 -0.976],73,23.588821,100.0,2.91801,86.60086,0.05531827,0.030803885,17.27,127111,7300,0.43813446,1.2207031e-06,100,-5.035034,22.295341,559.44434,896.7606983184814,4.139557,-107.55233589904473,706.52576,4.3895874,58.91811,,0.37338045
1.3234495,436.72195,1333447.2,[-0.758  0.519  0.701 -0.551 -0.981],74,28.117706,100.0,6.6938996,86.78204,0.09727287,0.0042484007,17.59,128870,7400,0.42383927,1.3732911e-06,100,-5.176651,21.124125,523.444,908.036384344101,5.4743066,-107.46475611760728,672.4909,2.4689128,12.956259,,0.67360973
1.4165848,437.16962,1733006.2,[-0.789  0.515  0.679 -0.537 -0.995],75,24.807068,100.0,2.5658545,86.8136,0.07164106,0.015578414,17.57,130627,7500,0.44172204,1.2969971e-06,100,-5.435951,16.80476,540.39685,921.9707770347595,4.560894,-107.19786283319905,711.6112,2.856146,83.62463,,0.49545723
1.1413453,405.34262,156534.02,[-0.797  0.516  0.702 -0.547 -0.977],76,28.46466,100.0,1.3727802,87.40368,0.043311074,0.0697978,18.48,132475,7600,0.4284088,-8.392334e-06,100,-6.3855896,6.291127,436.4834,934.4290633201599,6.8410025,-107.15087630210955,537.2779,1.1720035,12.621896,,0.23786557
1.8135927,427.40344,5485903.5,[-0.796  0.502  0.702 -0.561 -0.99 ],77,23.588028,100.0,7.5865755,86.94956,0.10964352,0.040379055,17.78,134253,7700,0.45064974,-1.1444092e-06,100,-5.5951767,98.14526,631.6585,946.9151065349579,5.627487,-107.12890269305744,876.5947,5.3073173,49.21409,,1.2950178
1.2527068,379.5767,399133.5,[-0.818  0.474  0.72  -0.588 -0.968],78,24.387276,100.0,2.4412787,87.915215,0.065484025,0.043926544,19.48,136201,7800,0.4516595,-6.408691e-06,100,-7.0317,8.616119,431.55945,961.0318140983582,7.372498,-107.97322224032646,552.676,1.7190276,12.141076,,0.3783648
1.0761,421.66653,65973.09,[-0.82   0.471  0.704 -0.575 -0.967],79,24.665886,100.0,1.3095584,87.10584,0.04289675,0.14315031,18.03,138004,7900,0.43976003,-4.5013426e-06,100,-5.4324265,1.9507247,446.32495,973.6040816307068,5.625607,-107.22697280716231,535.25226,0.5465579,3.1627474,,0.22479856
1.0276688,429.81406,9953.034,[-0.827  0.478  0.694 -0.56  -0.979],80,28.051483,100.0,1.0598114,86.93697,0.03694216,0.22342806,17.8,139784,8000,0.44105414,6.3323973e-06,100,-5.22052,1.7748336,437.5921,984.4344851970673,5.2446847,-107.36428723320512,521.17,0.22322409,1.7587733,,0.19294062
2.4102478,450.2485,23948170.0,[-0.822  0.478  0.698 -0.554 -0.978],81,26.297775,100.0,5.4960113,86.516945,0.11951207,0.010478126,17.18,141502,8100,0.3738496,1.0223389e-05,100,-4.6719666,100.71201,846.67346,995.7686359882355,5.334429,-107.2298717766435,1094.8755,12.60229,136.94958,,1.2182878
1.1519362,402.4592,185338.9,[-0.839  0.474  0.731 -0.57  -1.045],82,23.762627,100.0,1.924795,87.4696,0.047513843,0.06719684,18.63,143365,8200,0.38297978,-2.2888183e-07,100,-5.978546,5.0622926,447.02438,1010.0986082553864,6.7098126,-107.40688114982419,549.0887,1.0133308,5.6860247,,0.2564624
