EmpiricalD2,J_sample_variance,InitialReturnMax,InitialReturnMin,EpRewMean,Iteration,InitialReturnMean,MeanIW,ReturnStepMaxmin,MeanEntropy,ReturnMeanIW,Bound,MaxD2w0t,InitialBound,MeanD2w0t,Weights,StdD2w0t,TimestepsSoFar,MinIW,EpisodesSoFar,MaxIW,EntropyCoefficient,ReturnStepMax,EpLenMean,EpThisIter,MinD2w0t,StdIW,TimeElapsed,InitialReturnStd
1.0039614,362.99814,52.815845,-9.372025,-107.42239120379351,22,-1.9073486e-06,1.0102901,90.122116,1.5064965,356.44055,194.46405,1.0316446,192.96101,0.048582744,[ 0.926 -0.348 -0.538 -0.908  0.092],0.21541971,45917,0.8593226,2200,1.1848689,100.0,100.0,24.2,100,,0.043048825,277.5645637512207,12.4838505
1.5582882,168418.6,39.970398,-7.144142,-107.783984088417,23,-6.1798096e-06,1.2034649,88.63402,1.5232791,499.9759,313.78354,2.08115,273.9226,0.048259903,[ 0.924 -0.351 -0.54  -0.912  0.087],0.23534295,47985,0.18506888,2300,8.2732,100.0,100.0,20.68,100,,1.1827757,288.6625859737396,7.377383
1.0609021,9218.594,47.17724,-8.482582,-108.28729139397643,24,-3.6621093e-06,1.0406617,89.42425,1.5242739,408.41852,249.52333,1.1500424,242.48038,0.045696117,[ 0.868 -0.358 -0.527 -0.893  0.104],0.21180263,50210,0.5791715,2400,2.0631974,100.0,100.0,22.25,100,,0.27564943,301.80832386016846,9.300972
1.0158635,3091.068,46.925655,-7.5912704,-107.53438156728676,25,-1.0070801e-05,1.0229379,88.7905,1.5325344,426.92358,279.07825,1.0699011,273.69067,0.0426275,[ 0.885 -0.359 -0.539 -0.891  0.105],0.20336765,52315,0.6970788,2500,1.8497186,100.0,100.0,21.05,100,,0.14833865,313.92167687416077,8.267071
1.0534182,20339.385,39.649586,-7.0775604,-108.28292163166446,26,-1.14440915e-07,1.0847563,88.5436,1.5213265,472.0805,304.95648,1.2967435,289.7473,0.042561978,[ 0.871 -0.343 -0.53  -0.883  0.114],0.20688403,54350,0.5418133,2600,2.6084063,100.0,100.0,20.35,100,,0.35205752,326.47141003608704,7.3744683
1.1260971,18674.275,62.884632,-8.802864,-108.23964159765553,27,1.2207031e-06,1.0586591,89.22676,1.5261892,417.30515,248.53024,1.2704035,235.29163,0.04633615,[ 0.861 -0.323 -0.507 -0.877  0.102],0.21539174,56565,0.33211225,2700,2.527504,100.0,100.0,22.15,100,,0.38878554,338.9956250190735,11.238737
1.0053887,730.8916,53.542656,-8.4338,-107.58324074189056,28,-2.784729e-06,1.0085914,89.398636,1.5301232,391.0321,232.09244,1.0221334,229.76053,0.044947613,[ 0.898 -0.331 -0.522 -0.889  0.107],0.20748822,58806,0.8283454,2800,1.2534964,100.0,100.0,22.41,100,,0.07090335,351.7910385131836,10.841612
1.0144726,1808.9142,56.15023,-8.662521,-107.49435183533167,29,4.6920777e-06,1.029832,89.35983,1.5320437,400.4419,239.96399,1.0877874,233.94205,0.045126457,[ 0.913 -0.337 -0.524 -0.895  0.111],0.20888668,61036,0.7653193,2900,1.5977678,100.0,100.0,22.3,100,,0.11393965,365.9559428691864,9.968383
1.014048,1482.4327,65.14404,-10.317947,-107.89083199993092,30,-4.653931e-06,1.016149,90.440636,1.5436034,342.97742,170.76372,1.0783067,167.21915,0.050895616,[ 0.921 -0.34  -0.522 -0.906  0.113],0.22088562,63557,0.7424222,3000,1.6927047,100.0,100.0,25.21,100,,0.119718865,380.44833421707153,12.31832
1.0558492,7474.522,38.11608,-6.973343,-107.93518743808578,31,5.1498414e-06,1.0247995,88.292244,1.5447565,451.1761,299.49646,1.1025609,292.92206,0.04098376,[ 0.93  -0.34  -0.525 -0.905  0.125],0.1999771,65573,0.54885626,3100,1.6937815,100.0,100.0,20.16,100,,0.21914773,392.73844480514526,7.612308
1.005874,1134.8511,58.73771,-8.70002,-108.28140452540244,32,-1.2969971e-06,1.0104578,89.71027,1.5467191,377.41827,211.86496,1.0273238,209.96927,0.04673924,[ 0.953 -0.337 -0.528 -0.911  0.126],0.21171217,67897,0.7948178,3200,1.4152915,100.0,100.0,23.24,100,,0.08301453,405.53373193740845,10.450548
1.0150892,2129.7668,41.790756,-7.635109,-108.68529321511156,33,7.2479247e-06,1.0220879,88.89444,1.5422969,420.55234,274.4356,1.0628631,269.7167,0.04354134,[ 0.957 -0.344 -0.535 -0.914  0.128],0.20536937,70048,0.6229316,3300,1.5466995,100.0,100.0,21.51,100,,0.118961506,418.6716775894165,8.681837
1.0137973,1437.9479,50.841618,-7.8722076,-108.38365342350293,34,-1.1062622e-06,1.0080006,89.19124,1.5494598,406.78406,252.26877,1.0253114,250.08443,0.043840077,[ 0.968 -0.356 -0.545 -0.921  0.123],0.20532893,72228,0.77911675,3400,1.4948332,100.0,100.0,21.8,100,,0.10027076,430.99567580223083,9.507701
1.0958921,13196.78,48.893402,-6.964836,-108.08584679121515,35,1.9073487e-07,1.0603789,88.95023,1.5702999,431.4112,269.50104,1.2035396,254.62234,0.044722915,[ 0.98  -0.358 -0.549 -0.926  0.13 ],0.2110602,74379,0.4746102,3500,2.74981,100.0,100.0,21.51,100,,0.31544578,444.0670063495636,8.93296
1.009448,1279.5548,46.451138,-8.971329,-108.43544579618192,36,-2.2888185e-06,1.0112948,89.763626,1.5820186,373.77286,226.25587,1.0414468,223.68004,0.047327686,[ 0.956 -0.356 -0.539 -0.917  0.151],0.21321131,76727,0.8003828,3600,1.3686671,100.0,100.0,23.48,100,,0.09849056,457.41942048072815,10.386043
1.0798404,22345.826,53.86796,-7.4927216,-107.96356491861194,37,9.880066e-06,1.0746168,88.441216,1.6145931,464.4122,297.30762,1.3985641,281.7115,0.042692326,[ 0.954 -0.351 -0.536 -0.919  0.163],0.20698883,78772,0.50811815,3700,3.3632894,100.0,100.0,20.45,100,,0.36504862,470.4989631175995,8.099107
1.0194762,2850.5698,54.656864,-7.5371017,-108.04348627405189,38,-6.027222e-06,1.0184898,89.09699,1.6165448,408.16406,255.59088,1.0667956,252.3353,0.044060435,[ 0.944 -0.361 -0.537 -0.92   0.196],0.20628418,80954,0.68130153,3800,1.7845349,100.0,100.0,21.82,100,,0.1499949,483.76445150375366,9.358305
1.0040448,720.8601,59.60948,-8.666542,-107.71561004146707,39,4.8065185e-06,1.0095615,89.072876,1.6105332,407.49628,254.8708,1.0320822,253.28635,0.0435312,[ 0.932 -0.363 -0.537 -0.911  0.198],0.20436876,83124,0.8526267,3900,1.3453792,100.0,100.0,21.7,100,,0.064076714,496.37883019447327,9.491711
1.0323409,3834.389,47.67148,-7.7397842,-108.0407538964718,40,9.613037e-06,1.0191153,88.68327,1.6203414,438.06796,290.2961,1.0691116,285.5346,0.04179833,[ 0.934 -0.358 -0.535 -0.908  0.191],0.20163986,85184,0.60149515,4000,1.4487312,100.0,100.0,20.6,100,,0.15967052,508.95505237579346,8.532107
1.102701,11101.904,47.94877,-9.5205,-108.413650990858,41,1.121521e-05,1.0577687,89.470505,1.6296817,403.7014,250.79437,1.195531,237.22119,0.04707283,[ 0.918 -0.355 -0.525 -0.904  0.201],0.21571848,87459,0.5717776,4100,2.284823,100.0,100.0,22.75,100,,0.31068924,522.2551641464233,9.285296
1.0058633,842.7134,37.955368,-8.125832,-108.50889051674197,42,-6.2179565e-06,1.0061883,89.02807,1.6345721,409.07297,280.01944,1.026936,278.3824,0.043615345,[ 0.95  -0.356 -0.536 -0.914  0.211],0.2046599,89631,0.8693247,4200,1.3651099,100.0,100.0,21.72,100,,0.07115679,534.7094159126282,7.879266
1.0101318,1562.4554,54.779686,-6.6009293,-108.39634086644406,43,4.8065185e-06,1.0117397,88.71145,1.6408107,425.19968,281.96277,1.0539334,279.1353,0.042345908,[ 0.95  -0.359 -0.538 -0.92   0.215],0.2019071,91738,0.8070036,4300,1.5165297,100.0,100.0,21.07,100,,0.10285517,547.7045702934265,8.557872
1.1516371,44801.176,17.905502,-6.13768,-108.93589856422568,44,3.8146973e-07,1.0657359,88.226944,1.6834036,485.39145,378.90665,1.419518,366.60144,0.042824257,[ 0.968 -0.363 -0.541 -0.922  0.222],0.21200831,93705,0.4806093,4400,3.931755,100.0,100.0,19.67,100,,0.5121038,559.0241513252258,5.077505
1.1154932,19884.463,72.92018,-8.248787,-108.06548865460027,45,5.0735475e-06,1.0709798,89.36881,1.6711091,410.69055,241.11768,1.3296285,232.5166,0.046989404,[ 0.959 -0.366 -0.562 -0.924  0.264],0.21698663,95949,0.40238637,4500,4.6232624,100.0,100.0,22.44,100,,0.4623602,573.1698756217957,11.510638
1.4777672,111386.8,43.128494,-7.478569,-108.47896128745755,46,-6.713867e-06,1.1266586,88.5754,1.6789608,477.27756,334.95682,1.9391723,310.0683,0.0479346,[ 0.941 -0.372 -0.552 -0.914  0.252],0.23231216,98030,0.20657806,4600,7.1383014,100.0,100.0,20.81,100,,0.88671935,587.4359414577484,8.033177
1.0271472,2951.3025,47.252712,-8.40136,-108.64943852314069,47,-2.861023e-06,1.0153329,89.66691,1.6802683,383.29538,237.72885,1.0500653,234.32458,0.046579238,[ 0.995 -0.374 -0.577 -0.936  0.26 ],0.21174696,100338,0.67454875,4700,1.8291714,100.0,100.0,23.08,100,,0.16159229,600.8733940124512,10.745281
1.08249,17931.096,32.820194,-5.9333267,-108.7253344985512,48,6.980896e-06,1.0431983,87.80417,1.6640624,494.1864,382.8725,1.2186941,371.64023,0.039278436,[ 0.977 -0.375 -0.573 -0.929  0.261],0.19746014,102243,0.33736506,4800,2.7262056,100.0,100.0,19.05,100,,0.3161837,614.1143343448639,5.3438034
6.7756476,6113770.0,52.34577,-6.841522,-108.23242293798765,49,-9.841919e-06,1.9059985,88.492,1.6412556,778.53766,404.8385,32.878777,290.64648,0.09454704,[ 0.925 -0.366 -0.567 -0.911  0.245],0.61951727,104303,0.0023748989,4900,58.2949,100.0,100.0,20.6,100,,6.5133796,626.3298227787018,7.9489193
1.0389602,6414.7954,30.78712,-7.7215652,-108.10246008296937,50,1.4877319e-06,1.038793,88.572975,1.6458917,454.85764,325.53314,1.1512102,315.82568,0.041364033,[ 1.035 -0.326 -0.586 -0.957  0.222],0.2012204,106331,0.6088662,5000,1.8350863,100.0,100.0,20.28,100,,0.20057482,640.3484334945679,6.231882
1.0110314,1337.0319,59.176765,-7.788063,-107.9347524429117,51,-5.41687e-06,1.0102807,89.21002,1.6446893,400.67926,252.42838,1.032919,250.0809,0.04429545,[ 1.012 -0.317 -0.571 -0.957  0.227],0.20622092,108536,0.743368,5100,1.2877059,100.0,100.0,22.05,100,,0.09833109,653.3103156089783,10.465211
1.0050586,535.3599,57.707733,-8.889893,-107.60688142011004,52,6.5612794e-06,1.0095785,89.83433,1.6478094,369.94678,221.44019,1.0287098,219.64886,0.047144227,[ 1.    -0.316 -0.566 -0.957  0.226],0.21239212,110884,0.83515006,5200,1.297046,100.0,100.0,23.48,100,,0.06524219,667.9521381855011,12.033346
1.009386,1443.8479,65.52015,-9.321106,-108.33489969119502,53,-9.155273e-07,1.0217468,89.934326,1.6348029,368.56058,210.67152,1.0583005,207.97485,0.04814688,[ 1.001 -0.311 -0.566 -0.952  0.229],0.21490112,113274,0.779101,5300,1.440423,100.0,100.0,23.9,100,,0.103847735,678.9981286525726,10.885757
1.2227839,38549.055,52.73111,-8.334785,-107.87565857230112,54,-1.9073487e-07,1.1130865,89.04837,1.6289438,443.59982,284.36505,1.4429957,260.86884,0.046418928,[ 1.01  -0.318 -0.568 -0.956  0.216],0.21856841,115442,0.35848743,5400,3.960884,100.0,100.0,21.68,100,,0.56383705,692.6675269603729,10.954032
1.3046192,45933.426,40.584,-8.892517,-108.36223808159949,55,-2.8991699e-06,1.148548,89.682686,1.656262,425.90137,265.20337,1.8388284,233.04138,0.051535122,[ 1.067 -0.315 -0.579 -0.97   0.21 ],0.23439375,117768,0.25379974,5500,4.0169578,100.0,100.0,23.26,100,,0.6389369,705.9519970417023,9.928172
1.0748781,9187.697,53.718616,-8.97757,-107.82852842592382,56,-3.2043456e-06,1.044724,89.0114,1.673828,423.68768,272.47614,1.1906193,261.6682,0.044490658,[ 1.012 -0.312 -0.563 -0.952  0.237],0.20951618,119927,0.6012982,5600,1.9650296,100.0,100.0,21.59,100,,0.26175871,717.9644148349762,9.340575
1.0593289,10630.4,34.196404,-6.5649643,-108.47945470516821,57,-1.2207031e-06,1.0457816,88.17433,1.6667813,476.19077,343.6343,1.1807036,331.40027,0.040202428,[ 0.996 -0.32  -0.559 -0.946  0.255],0.19878829,121893,0.38314927,5700,1.9788886,100.0,100.0,19.66,100,,0.25620264,730.1973645687103,6.6014566
1.230977,45508.574,64.01814,-7.6852417,-107.98681738110677,58,-1.3465881e-05,1.111099,88.968735,1.6778775,451.23047,284.1173,1.4255404,259.22433,0.046727616,[ 0.957 -0.311 -0.544 -0.947  0.248],0.22098012,124046,0.33860746,5800,4.016538,100.0,100.0,21.53,100,,0.5798419,742.9306547641754,10.37505
1.152539,31754.336,36.395943,-7.05838,-108.11499456118868,59,-1.1444092e-06,1.1110594,88.301544,1.7227957,484.89133,357.80783,1.4356142,329.74075,0.043405488,[ 0.916 -0.321 -0.537 -0.929  0.259],0.21184498,126067,0.49594784,5900,3.5904298,100.0,100.0,20.21,100,,0.4446978,755.9063076972961,6.65973
1.0052913,1042.1182,40.7258,-7.4408493,-108.95786637732348,60,2.4414062e-06,1.0095286,88.7583,1.7166104,425.21164,293.01953,1.0281085,291.49808,0.04246276,[ 0.884 -0.325 -0.536 -0.923  0.304],0.20209633,128181,0.7278305,6000,1.2837288,100.0,100.0,21.14,100,,0.08151294,769.1078255176544,8.098706
1.0035126,641.4482,51.037827,-8.586403,-107.9094526753329,61,2.9373168e-06,1.0053846,88.99451,1.7101912,409.99515,276.06293,1.0282192,275.13998,0.043248907,[ 0.881 -0.317 -0.529 -0.919  0.297],0.20368129,130338,0.5907568,6100,1.2024245,100.0,100.0,21.57,100,,0.07048833,782.3058931827545,9.10696
1.0908333,15401.399,38.956875,-7.170227,-108.36531334765311,62,-2.3269654e-06,1.0561583,88.61008,1.721915,451.58124,314.05692,1.1935774,302.40173,0.043086533,[ 0.873 -0.319 -0.532 -0.917  0.291],0.20762,132405,0.49886528,6200,2.3770154,100.0,100.0,20.67,100,,0.3134891,794.5005238056183,7.7047076
1.061371,10621.414,52.11712,-9.695663,-108.01630058290745,63,1.411438e-06,1.0772645,90.221924,1.7499629,373.86218,219.56654,1.2890825,206.50378,0.0511768,[ 0.859 -0.315 -0.513 -0.908  0.303],0.22573669,134855,0.4868625,6300,3.8867183,100.0,100.0,24.5,100,,0.3496854,807.0676665306091,11.883976
1.0156848,2357.417,44.449707,-8.415443,-109.0868595216394,64,-1.9073486e-06,1.0216764,89.62953,1.7447361,393.72382,257.4796,1.0558891,253.70766,0.045864966,[ 0.855 -0.318 -0.506 -0.91   0.331],0.20998263,137132,0.69762766,6400,1.5521603,100.0,100.0,22.77,100,,0.14025599,820.5269179344177,8.370601
1.0411389,12211.288,36.931038,-7.182335,-108.78963356506368,65,1.2207031e-06,1.0414915,88.68362,1.7642251,436.7604,318.2724,1.1911957,310.94235,0.043360546,[ 0.828 -0.314 -0.506 -0.899  0.326],0.20674802,139241,0.61672014,6500,2.6516483,100.0,100.0,21.09,100,,0.2904373,833.4264361858368,7.8090496
1.0633798,6401.5337,54.568146,-9.739296,-108.24907236679846,66,4.272461e-06,1.0364335,90.298386,1.762991,353.69327,207.54489,1.114604,202.7312,0.050836418,[ 0.851 -0.333 -0.511 -0.919  0.345],0.22219723,141729,0.4422767,6600,1.9494107,100.0,100.0,24.88,100,,0.2683364,846.7358956336975,12.919263
1.0480255,4773.045,56.36737,-10.530945,-107.8043273274219,67,-1.1405945e-05,1.0354781,90.29928,1.7558507,354.89084,219.10527,1.094927,214.30145,0.050507013,[ 0.873 -0.33  -0.52  -0.927  0.344],0.22123203,144207,0.42961884,6700,1.7841897,100.0,100.0,24.78,100,,0.2270641,861.9390497207642,12.27653
1.0263523,2253.3284,49.21512,-10.300491,-107.63864864934963,68,1.1444092e-06,1.0224025,90.84561,1.7631246,325.3831,192.67702,1.085805,188.7061,0.05357127,[ 0.889 -0.319 -0.521 -0.934  0.337],0.22692026,146847,0.75066996,6800,1.9287525,100.0,100.0,26.4,100,,0.168084,876.4109225273132,12.329672
1.1653198,30625.406,50.693504,-7.6699066,-109.12085529929044,69,1.2969971e-05,1.0539126,89.00634,1.7668562,436.0885,293.13,1.2888377,283.25122,0.04499495,[ 0.872 -0.318 -0.519 -0.922  0.344],0.21312685,148986,0.3282824,6900,3.5667977,100.0,100.0,21.39,100,,0.471346,891.2666065692902,8.420231
1.0045079,525.282,37.1148,-8.814056,-108.47779964612826,70,1.7547608e-06,1.009977,89.58057,1.7590401,386.39084,261.58087,1.0235089,260.2019,0.04579246,[ 0.91  -0.31  -0.53  -0.936  0.348],0.20940426,151268,0.763307,7000,1.2397581,100.0,100.0,22.82,100,,0.063755125,904.8137929439545,9.4209795
1.0034217,392.83096,60.167,-9.540482,-107.54684955438896,71,-7.6293945e-06,1.0038033,89.87481,1.7590722,366.2546,234.42757,1.0118885,233.86678,0.04721543,[ 0.903 -0.305 -0.529 -0.931  0.34 ],0.21228221,153625,0.86660016,7100,1.1639473,100.0,100.0,23.57,100,,0.056465313,919.6191279888153,11.938008
1.0341526,5627.1787,63.265434,-8.130051,-108.18827367970204,72,-7.6675415e-06,1.0520287,89.43005,1.7747121,403.69424,251.42223,1.2127132,241.39857,0.04629394,[ 0.908 -0.301 -0.529 -0.929  0.34 ],0.21280228,155886,0.38866112,7200,2.047374,100.0,100.0,22.61,100,,0.23049292,931.5135796070099,10.002875
1.0600467,9961.789,39.68807,-8.480797,-108.8023797819281,73,1.9836425e-06,1.025194,89.32723,1.7771995,409.67908,281.05652,1.1069199,276.66656,0.04489761,[ 0.897 -0.302 -0.53  -0.916  0.356],0.20931546,158086,0.42053342,7300,2.0705667,100.0,100.0,22.0,100,,0.28205585,944.2202863693237,8.371319
1.3626999,55778.848,53.665855,-9.784065,-108.16354351474725,74,1.14440915e-07,1.1450505,90.04994,1.7975508,404.61063,253.46574,1.8115096,226.2918,0.05395421,[ 0.923 -0.304 -0.543 -0.921  0.358],0.24077696,160503,0.1915936,7400,5.1834364,100.0,100.0,24.17,100,,0.7442278,958.9439468383789,12.198914
1.009425,971.9358,55.941696,-10.130692,-108.24047210794221,75,4.8065185e-06,1.0144513,90.38557,1.801348,344.64066,209.65033,1.0420945,207.1172,0.05059964,[ 0.982 -0.296 -0.555 -0.943  0.379],0.21997014,163016,0.7813885,7500,1.3745832,100.0,100.0,25.13,100,,0.09005437,973.1316823959351,11.731246
1.4776208,104908.28,37.76026,-8.433357,-108.09941837619765,76,3.929138e-06,1.1498852,89.067345,1.8086275,465.9337,320.13586,1.9723101,289.6639,0.04891492,[ 0.981 -0.295 -0.556 -0.951  0.382],0.23326916,165160,0.14566907,7600,7.3951154,100.0,100.0,21.44,100,,0.9479421,986.4275858402252,8.903213
1.0894562,8425.577,44.342587,-8.207672,-108.78231408913028,77,3.4713746e-06,1.069444,89.499374,1.802024,406.4379,265.70624,1.2297101,250.8763,0.04726477,[ 0.91  -0.302 -0.538 -0.927  0.39 ],0.21584848,167450,0.4147018,7700,2.3721418,100.0,100.0,22.9,100,,0.27735737,1000.0070316791534,8.9461155
1.0281482,6651.1724,47.01762,-8.3550415,-108.24436976132063,78,-9.613037e-06,1.0377326,89.37293,1.8157018,405.63913,273.40155,1.1730455,266.6206,0.04575966,[ 0.881 -0.305 -0.523 -0.927  0.383],0.21169929,169684,0.70268524,7800,2.2832518,100.0,100.0,22.34,100,,0.22900617,1014.3155307769775,9.764564
1.122122,12384.841,49.16223,-10.90464,-108.08040306358907,79,3.2043456e-06,1.0670533,90.5404,1.802599,354.19843,218.60938,1.2527605,207.05365,0.053285155,[ 0.887 -0.29  -0.51  -0.933  0.397],0.22979788,172239,0.32731333,7900,2.8829856,100.0,100.0,25.55,100,,0.3963903,1027.9829976558685,11.807148
