StdIW,MinD2w0t,InitialReturnMin,EpRewMean,InitialBound,StdD2w0t,EpisodesSoFar,InitialReturnStd,MeanD2w0t,ReturnStepMaxmin,ReturnMeanIW,InitialReturnMax,ReturnStepMax,EpLenMean,TimestepsSoFar,MaxIW,MeanEntropy,MeanIW,EpThisIter,TimeElapsed,MinIW,MaxD2w0t,Weights,J_sample_variance,Bound,InitialReturnMean,EmpiricalD2,Iteration
0.011477969,,-98.588524,-121.62601963828386,-1164.6781,0.28647226,8000,7.7068467,0.090186924,99.00105,-82.78219,-58.19837,100.0,45.09,368124,1.0285933,1.4209847,0.99907154,100,975.6063675880432,0.9701144,1.0002286,[-0.369 -0.676 -0.475 -0.263  0.003],57.56311,-1164.6306,-82.8781,1.0001657,80
0.009946083,,-98.00561,-120.77163036303226,-1179.0364,0.29277208,8100,8.81239,0.09466647,99.12563,-80.755196,-61.842278,100.0,47.33,372857,1.0265195,1.421532,0.99865335,100,987.2652668952942,0.97298825,1.0002636,[-0.369 -0.677 -0.474 -0.263  0.002],79.185715,-1178.9861,-80.85028,1.0001115,81
0.021240333,,-98.57877,-122.1683163225605,-1141.7357,0.29098344,8200,8.376215,0.09334988,99.08494,-81.7504,-62.257465,100.0,46.66,377523,1.054621,1.422878,0.99462384,100,999.6908099651337,0.93886435,1.0012418,[-0.37  -0.676 -0.475 -0.263  0.003],74.863205,-1141.5327,-82.13926,1.0005568,82
0.013251457,,-98.70671,-120.21721086441558,-1170.4764,0.2930562,8300,9.718135,0.09487104,99.066185,-80.030495,-50.96503,100.0,47.43,382266,1.0400931,1.4237224,0.9977076,100,1011.852326631546,0.96097714,1.000417,[-0.371 -0.678 -0.476 -0.264  0.004],96.156395,-1170.3763,-80.2039,1.0001968,83
0.017518533,,-97.59648,-119.51499600752433,-1155.8422,0.29146653,8400,9.351823,0.09371551,99.110374,-79.799805,-48.30793,100.0,46.85,386951,1.0500423,1.4242718,0.996703,100,1023.7073500156403,0.9510097,1.0006487,[-0.371 -0.676 -0.475 -0.264  0.005],91.7537,-1155.7275,-80.02309,1.0003963,84
0.027738957,,-98.98373,-120.40950928488127,-1153.5023,0.29153934,8500,9.514038,0.09376453,99.097984,-80.30201,-51.833977,100.0,46.87,391638,1.0519658,1.4232165,0.99382377,100,1035.874371290207,0.8932306,1.0016278,[-0.37  -0.677 -0.474 -0.265  0.005],91.652145,-1153.2,-80.77869,1.0007942,85
0.022029473,,-97.03209,-120.6700141085602,-1167.0228,0.28558815,8600,8.463238,0.089537285,99.17606,-81.77662,-60.2148,100.0,44.75,396113,1.0589122,1.4228234,0.99331695,100,1048.6865968704224,0.940782,1.0013293,[-0.373 -0.677 -0.475 -0.265  0.004],68.42662,-1166.7358,-82.33378,1.0006263,86
0.01773969,,-98.432785,-120.025181695654,-1163.3794,0.28696236,8700,8.9132395,0.09052871,99.15367,-81.41713,-59.145863,100.0,45.26,400639,1.0560035,1.4229376,0.9978678,100,1060.2131388187408,0.94801533,1.0005232,[-0.373 -0.677 -0.474 -0.265  0.004],81.95724,-1163.2902,-81.57936,1.0003315,87
0.021332355,,-97.6109,-121.27162369178868,-1140.8867,0.29181802,8800,8.056229,0.09397631,99.19697,-81.04869,-58.867832,100.0,46.98,405337,1.0590534,1.4222401,0.99663156,100,1071.6191754341125,0.92880625,1.0009397,[-0.374 -0.677 -0.474 -0.265  0.004],67.66714,-1140.7609,-81.29025,1.0004517,88
0.0431809,,-97.55835,-120.80299528917729,-1164.7786,0.2833033,8900,7.627614,0.08793928,99.1138,-82.046295,-54.09025,100.0,43.94,409731,1.121213,1.4223249,0.9885903,100,1082.803132534027,0.8878114,1.0025394,[-0.375 -0.675 -0.474 -0.264  0.003],60.43726,-1164.2612,-82.97856,1.0015315,89
0.025787799,,-96.795425,-118.4900344092029,-1168.468,0.28487492,9000,9.946483,0.08903858,99.07588,-80.437485,-43.610462,100.0,44.5,414181,1.0719155,1.4218472,0.9941253,100,1094.08469414711,0.9308549,1.0011402,[-0.376 -0.678 -0.474 -0.264  0.003],93.45043,-1168.2142,-80.95533,1.0006989,90
0.010022042,,-98.115395,-120.47738541115432,-1146.2802,0.2946833,9100,8.611199,0.096066,99.12988,-79.88606,-60.780083,100.0,48.03,418984,1.0285727,1.421532,0.99873513,100,1105.5081191062927,0.96550465,1.0002897,[-0.376 -0.678 -0.473 -0.264  0.003],76.9157,-1146.2389,-79.96721,1.000112,91
0.022615159,,-98.74637,-121.46201110139432,-1184.3873,0.29306102,9200,8.206004,0.0948492,99.00075,-80.79004,-57.552666,100.0,47.41,423725,1.0569587,1.4204708,0.9937261,100,1117.98806142807,0.9296545,1.0010881,[-0.377 -0.678 -0.473 -0.264  0.003],73.72235,-1184.1708,-81.215996,1.0005394,92
0.01787153,,-97.54572,-123.08384696967943,-1166.6869,0.2948006,9300,9.029333,0.096121654,99.1174,-81.638596,-57.468903,100.0,48.05,428530,1.04986,1.4199165,0.9953229,100,1130.110099554062,0.948545,1.0010052,[-0.376 -0.677 -0.473 -0.263  0.002],82.490364,-1166.4802,-81.99781,1.0004262,93
0.018036818,,-97.295555,-120.02575977925511,-1156.2539,0.29164478,9400,8.584536,0.093838535,99.086525,-80.203,-50.25442,100.0,46.91,433221,1.0405617,1.4190564,0.997505,100,1143.0038464069366,0.9461454,1.0005147,[-0.377 -0.675 -0.473 -0.263  0.001],69.10544,-1156.1381,-80.434845,1.000319,94
0.025277512,,-97.168655,-120.98404724564801,-1167.7615,0.29538542,9500,8.763575,0.09654958,99.147606,-79.80017,-58.58927,100.0,48.26,438047,1.0642178,1.4198158,0.9932694,100,1156.0726990699768,0.934751,1.0015155,[-3.769e-01 -6.755e-01 -4.720e-01 -2.637e-01  2.238e-04],84.806206,-1167.5358,-80.24884,1.0008353,95
0.012863533,,-97.5869,-121.28465794895239,-1145.5039,0.28703246,9600,7.886559,0.090585485,99.191505,-82.422104,-61.845135,100.0,45.29,442576,1.0335139,1.4194974,0.9989822,100,1168.4468472003937,0.96251786,1.0002755,[-0.378 -0.674 -0.472 -0.262  0.001],60.110012,-1145.455,-82.509705,1.0001715,96
0.005424103,,-96.22251,-120.53535345519333,-1150.2407,0.2921928,9700,8.60477,0.09426163,99.15947,-80.663925,-57.932076,100.0,47.13,447289,1.0185039,1.4194988,0.99982905,100,1180.78355717659,0.9858837,1.0000696,[-3.786e-01 -6.751e-01 -4.721e-01 -2.622e-01  5.883e-04],73.493164,-1150.2305,-80.68521,1.0000317,97
0.028435256,,-99.0493,-120.46449620160195,-1151.3704,0.28731063,9800,7.5591607,0.090738356,99.124115,-81.19057,-60.14411,100.0,45.35,451824,1.0787553,1.4204533,0.99179083,100,1189.9926493167877,0.9058394,1.0017484,[-3.789e-01 -6.751e-01 -4.721e-01 -2.624e-01  6.078e-04],59.639393,-1151.015,-81.81481,1.0009288,98
0.0191185,,-98.47738,-122.17478498979733,-1154.0273,0.2953068,9900,8.703757,0.096488,99.10247,-80.941826,-52.417942,100.0,48.23,456647,1.0762432,1.4215093,0.99562156,100,1202.8574724197388,0.9535571,1.0008137,[-0.381 -0.676 -0.472 -0.263  0.002],74.07594,-1153.8323,-81.30372,1.0004568,99
0.013783194,,-98.0008,-120.52102007746784,-1170.4816,0.2944014,10000,10.261729,0.09584934,99.11828,-80.068405,-54.798862,100.0,47.92,461439,1.035701,1.4222181,0.9975872,100,1215.433823108673,0.9617647,1.0004293,[-0.381 -0.676 -0.471 -0.263  0.003],110.89284,-1170.4086,-80.20903,1.0001984,100
0.024313528,,-99.32073,-121.19620312245819,-1162.1243,0.29585132,10100,9.698046,0.096868135,99.08787,-79.65358,-47.43369,100.0,48.41,466280,1.0644131,1.4242707,0.99125797,100,1227.5972349643707,0.9335592,1.0017667,[-0.381 -0.676 -0.472 -0.263  0.003],92.64193,-1161.7692,-80.324196,1.0008737,101
0.019456247,,-98.71434,-121.03977295853076,-1183.354,0.29677087,10200,9.389181,0.09756494,99.12064,-79.76079,-48.29284,100.0,48.77,471157,1.0316274,1.4238224,0.9934844,100,1240.5188508033752,0.90687495,1.0009999,[-0.382 -0.674 -0.472 -0.263  0.005],95.38736,-1183.1086,-80.18258,1.0003834,102
0.023930851,,-99.328354,-120.30347429413764,-1137.2238,0.28923008,10300,9.134167,0.092121065,99.212425,-80.69219,-56.095814,100.0,46.05,475762,1.0710247,1.4247822,0.99444735,100,1252.3353435993195,0.9287416,1.001492,[-0.383 -0.676 -0.473 -0.263  0.005],83.37584,-1136.9684,-81.10559,1.0007547,103
0.02300095,,-98.286545,-120.90872541114129,-1130.0455,0.2918126,10400,8.897508,0.093962796,99.14024,-80.81766,-60.54149,100.0,46.97,480459,1.070475,1.4247191,0.99587494,100,1264.7285397052765,0.91233957,1.0014001,[-0.385 -0.676 -0.474 -0.262  0.006],81.37551,-1129.8779,-81.13514,1.0005814,104
0.027935112,,-97.63001,-120.12507165721165,-1203.3245,0.29288584,10500,9.603636,0.09472828,99.00002,-79.7366,-33.42873,100.0,47.35,485194,1.0771347,1.4248064,0.9926756,100,1277.618012189865,0.91585946,1.0014079,[-0.384 -0.678 -0.474 -0.263  0.006],97.156555,-1202.9613,-80.28277,1.0007427,105
0.022493124,,-96.117004,-121.3872139737994,-1168.8464,0.29244477,10600,9.905018,0.09442086,99.13928,-81.022514,-49.759518,100.0,47.2,489914,1.0440785,1.4242562,0.994817,100,1291.2419085502625,0.908062,1.0010954,[-0.381 -0.678 -0.473 -0.264  0.006],108.27182,-1168.6915,-81.33372,1.0005844,106
0.027919287,,-93.722824,-121.17049339323293,-1186.4272,0.29361045,10700,7.8658986,0.095250584,99.17585,-80.31661,-55.02231,100.0,47.61,494675,1.1437385,1.4237435,0.9923662,100,1305.1702184677124,0.9223166,1.001925,[-0.38  -0.678 -0.473 -0.264  0.005],66.637924,-1186.1426,-80.84594,1.0007726,107
0.025470782,,-99.00836,-120.77907124924869,-1151.0233,0.28955802,10800,8.059082,0.092348635,99.06177,-81.02822,-61.37672,100.0,46.16,499291,1.0541517,1.4217905,0.9942586,100,1318.3043839931488,0.9112706,1.0010464,[-0.381 -0.676 -0.473 -0.263  0.005],68.4198,-1150.7737,-81.46772,1.0006762,108
0.008741251,,-98.933975,-121.68340835301434,-1166.7671,0.2896879,10900,8.455024,0.092466176,99.17828,-81.97859,-48.85207,100.0,46.23,503914,1.0292083,1.4222125,0.99876857,100,1330.8719849586487,0.97182506,1.0002977,[-0.383 -0.677 -0.474 -0.263  0.003],71.94463,-1166.7118,-82.07806,1.0001005,109
0.007758435,,-98.87598,-121.08293031957554,-1266.4254,0.29393676,11000,10.205167,0.095522165,99.00003,-81.0011,-33.476692,100.0,47.76,508690,1.0224295,1.4217839,0.99958706,100,1342.3354003429413,0.9801138,1.0001794,[-0.384 -0.677 -0.474 -0.263  0.003],103.02981,-1266.3988,-81.05091,1.0000687,110
0.01887043,,-98.70529,-123.28541397024925,-1173.0507,0.29280666,11100,9.141368,0.09467877,99.123695,-82.52027,-53.43434,100.0,47.33,513423,1.0485731,1.4225123,0.9963407,100,1354.7978122234344,0.94438,1.0006576,[-0.384 -0.677 -0.474 -0.263  0.003],86.05953,-1172.9152,-82.77803,1.000331,111
0.017291667,,-98.54563,-119.48954414565877,-1142.9921,0.29147705,11200,8.377929,0.0937307,99.14409,-79.81356,-58.48096,100.0,46.86,518109,1.0629672,1.4234645,0.99741393,100,1367.7835364341736,0.9492616,1.0006578,[-0.385 -0.677 -0.475 -0.263  0.004],72.56799,-1142.885,-79.99791,1.0003246,112
0.02983029,,-98.567696,-121.10400257717336,-1149.0176,0.28572905,11300,8.924457,0.089662775,99.10069,-82.25853,-56.854866,100.0,44.82,522591,1.0886234,1.4228582,0.9942855,100,1379.9952936172485,0.9158963,1.0016536,[-0.386 -0.676 -0.475 -0.263  0.005],79.12353,-1148.7681,-82.70456,1.0009011,113
0.025725521,,-97.667595,-118.91061661469138,-1184.4745,0.294418,11400,9.221623,0.095833026,99.083565,-78.34563,-52.592873,100.0,47.9,527381,1.0820564,1.4244466,0.99195975,100,1392.6769936084747,0.93011534,1.0015855,[-0.39  -0.676 -0.476 -0.262  0.004],91.56251,-1184.1836,-78.89318,1.0008779,114
0.016418153,,-99.076614,-120.55515707287992,-1167.8478,0.29391134,11500,8.534542,0.095489755,99.16218,-80.20509,-58.432602,100.0,47.74,532155,1.0352201,1.4238298,0.997643,100,1405.2163519859314,0.9516135,1.0003556,[-0.391 -0.675 -0.476 -0.261  0.006],76.6301,-1167.778,-80.3351,1.0002213,115
0.038666777,,-98.540146,-121.07489190752695,-1167.5594,0.296878,11600,10.109107,0.09761508,99.11713,-79.18898,-44.58739,100.0,48.78,537033,1.1205518,1.4218469,0.9882634,100,1417.2036392688751,0.891359,1.0023811,[-0.39  -0.674 -0.475 -0.261  0.005],107.33095,-1167.069,-80.046745,1.0013286,116
0.014734358,,-96.75389,-120.88037866723229,-1180.0061,0.2886702,11700,8.306209,0.09173148,99.12546,-81.57013,-55.699337,100.0,45.86,541619,1.0494537,1.4219028,0.99671537,100,1430.3998625278473,0.953366,1.0006489,[-0.393 -0.673 -0.476 -0.26   0.003],69.56301,-1179.856,-81.81993,1.000255,117
0.027253177,,-98.96975,-120.1485759517554,-1130.7487,0.28595862,11800,8.922888,0.08981066,99.16199,-81.412315,-57.20968,100.0,44.89,546108,1.085331,1.4224297,0.9949267,100,1441.680000782013,0.9394529,1.0015782,[-0.393 -0.671 -0.475 -0.259  0.003],78.267944,-1130.5325,-81.83825,1.0009528,118
0.014331276,,-95.59466,-121.54690746110477,-1252.175,0.29026398,11900,9.626172,0.09286668,99.000084,-81.98661,-26.330843,100.0,46.43,550751,1.0344836,1.4228797,0.9982002,100,1455.2272629737854,0.9601744,1.0005622,[-0.395 -0.673 -0.476 -0.259  0.004],93.47661,-1252.0981,-82.13574,1.0002496,119
0.025637124,,-96.98073,-120.31110859799928,-1160.6836,0.29930422,12000,9.822985,0.09943499,99.1135,-78.47292,-52.53284,100.0,49.7,555721,1.0629985,1.4248903,0.99418795,100,1468.3718390464783,0.94282144,1.0010071,[-0.396 -0.673 -0.476 -0.259  0.004],102.223,-1160.4812,-78.88349,1.0006249,120
0.020091394,,-95.54326,-121.75641825303443,-1159.4368,0.29634655,12100,8.412235,0.09727211,99.14178,-80.39113,-55.307156,100.0,48.63,560584,1.0508093,1.4246976,0.9973567,100,1481.346833229065,0.9411377,1.0009587,[-0.397 -0.673 -0.476 -0.259  0.006],70.84191,-1159.3368,-80.592674,1.0004852,121
0.030497964,,-98.511665,-121.58856416857662,-1174.1731,0.29337656,12200,8.69998,0.09507687,99.084755,-80.446205,-55.02054,100.0,47.52,565336,1.0802925,1.4251696,0.9896123,100,1495.2394835948944,0.89064956,1.0029813,[-0.399 -0.672 -0.476 -0.259  0.006],78.96664,-1173.7501,-81.20259,1.0013242,122
0.03691105,,-98.98211,-121.44133225858596,-1149.7002,0.29767063,12300,9.019045,0.09819434,99.07134,-79.50099,-58.35389,100.0,49.07,570243,1.0931383,1.4238509,0.9918878,100,1508.4787030220032,0.9074149,1.0018439,[-0.402 -0.67  -0.476 -0.258  0.006],76.40288,-1149.3729,-80.1447,1.0011574,123
0.033273146,,-96.34959,-121.57064611853359,-1159.9877,0.2935944,12400,8.424087,0.09523465,99.00006,-80.509384,-52.952156,100.0,47.6,575003,1.1181328,1.4244674,0.9908589,100,1521.5551698207855,0.90121204,1.0025399,[-0.402 -0.67  -0.476 -0.259  0.005],81.94177,-1159.6276,-81.14358,1.001268,124
0.027849102,,-96.69635,-122.10795862051364,-1180.2766,0.29139173,12500,7.4531136,0.093628205,99.20547,-81.3834,-63.42771,100.0,46.79,579682,1.0694213,1.4233996,0.9906375,100,1532.6530780792236,0.9148786,1.001883,[-0.404 -0.669 -0.476 -0.258  0.006],59.161728,-1179.9207,-82.09048,1.0009729,125
0.011743043,,-97.27779,-121.44758884644536,-1193.1667,0.2951958,12600,8.287178,0.09642867,99.158394,-80.51154,-60.652527,100.0,48.21,584503,1.0341643,1.424255,0.9977069,100,1545.3493781089783,0.9530924,1.0003536,[-0.405 -0.668 -0.476 -0.259  0.004],71.019325,-1193.0737,-80.67145,1.0001777,126
0.01635924,,-97.16817,-119.68346163282645,-1144.1423,0.28768295,12700,8.917561,0.09103111,99.04918,-80.992096,-53.28397,100.0,45.51,589054,1.0492496,1.425444,0.99793905,100,1556.495846748352,0.9550384,1.0003836,[-0.406 -0.668 -0.476 -0.259  0.005],80.89026,-1144.0608,-81.14824,1.0002587,127
0.03458627,,-96.83246,-120.49529743516769,-1161.713,0.29620364,12800,9.901541,0.09712528,99.126976,-79.27956,-53.00705,100.0,48.54,593908,1.0722785,1.4238507,0.9907022,100,1568.572449207306,0.8777851,1.0021083,[-0.407 -0.669 -0.476 -0.259  0.007],104.91294,-1161.3907,-79.91302,1.0013556,128
0.011583726,,-97.96879,-120.56302009842672,-1164.8909,0.29451546,12900,9.00827,0.09592747,99.00216,-80.09443,-49.226574,100.0,47.96,598704,1.0442883,1.4243767,0.9985769,100,1581.173609495163,0.94789743,1.0003188,[-0.404 -0.668 -0.476 -0.259  0.005],82.76357,-1164.8346,-80.20179,1.0001944,129
0.033647288,,-98.07893,-120.83003558356346,-1139.909,0.29457346,13000,8.738715,0.09593598,99.21386,-79.75823,-56.06243,100.0,47.95,603499,1.0539601,1.4232996,0.9909912,100,1591.0366034507751,0.87971044,1.0021354,[-0.404 -0.667 -0.476 -0.26   0.005],94.397484,-1139.5922,-80.31259,1.0010647,130
0.022160934,,-99.0038,-121.61450618200007,-1193.621,0.2942018,13100,8.270789,0.09569738,99.14404,-80.850006,-57.61788,100.0,47.84,608283,1.0509653,1.423914,0.9959572,100,1602.1276080608368,0.9428519,1.0007727,[-0.4   -0.667 -0.474 -0.26   0.004],71.382545,-1193.4763,-81.12556,1.0004898,131
0.023200534,,-96.8625,-120.9312165415742,-1208.2168,0.29146785,13200,9.167638,0.093715936,99.06413,-80.91919,-61.183136,100.0,46.85,612968,1.107892,1.4248314,0.995659,100,1614.547345161438,0.93547195,1.0012413,[-0.4   -0.667 -0.475 -0.261  0.005],81.75093,-1208.0347,-81.27222,1.0004932,132
0.026807258,,-95.603546,-119.91083534312708,-1162.1492,0.2919342,13300,8.84404,0.09403274,99.04443,-79.863846,-51.607555,100.0,47.0,617668,1.0834894,1.4227606,0.99325156,100,1628.1624207496643,0.9140053,1.0012892,[-0.402 -0.667 -0.474 -0.261  0.006],81.78543,-1161.8878,-80.34915,1.0006219,133
0.020052627,,-98.11772,-121.9142994834188,-1188.5789,0.29743642,13400,9.007115,0.098074235,99.10642,-80.378204,-59.1897,100.0,49.03,622571,1.069712,1.4222339,0.9967473,100,1641.2495970726013,0.9515913,1.0009322,[-0.401 -0.666 -0.474 -0.261  0.004],79.449554,-1188.442,-80.64114,1.0004462,134
0.021745266,,-95.69441,-119.67578811943946,-1163.6542,0.2966714,13500,9.308868,0.09749137,99.063095,-78.43394,-52.642124,100.0,48.73,627444,1.0546072,1.4212642,0.9922625,100,1654.5078115463257,0.91229594,1.0013733,[-0.403 -0.665 -0.473 -0.261  0.003],90.88706,-1163.3284,-78.96511,1.0006162,135
0.015762744,,-97.71607,-119.98483456782834,-1246.8744,0.29517394,13600,10.449327,0.09640925,99.0,-79.68838,-27.734282,100.0,48.2,632264,1.0512958,1.4209055,0.99770623,100,1666.9436604976654,0.9585318,1.0006495,[-0.402 -0.662 -0.472 -0.26   0.002],108.295586,-1246.7802,-79.86944,1.0002909,136
0.01719648,,-98.46185,-121.9621691428255,-1171.5562,0.2946988,13700,8.62463,0.096059844,99.10813,-80.96547,-57.0982,100.0,48.02,637066,1.0494155,1.4200064,0.9952398,100,1679.1891379356384,0.9444165,1.0006862,[-0.403 -0.661 -0.471 -0.259  0.002],80.32573,-1171.3625,-81.28352,1.0003668,137
0.020769415,,-97.65163,-120.97114088937423,-1152.7997,0.29634398,13800,8.720815,0.09724695,99.182495,-79.64807,-57.17225,100.0,48.61,641927,1.0738125,1.4200131,0.9941314,100,1691.682861328125,0.9434941,1.0014147,[-0.402 -0.659 -0.471 -0.259  0.001],77.856346,-1152.552,-80.076035,1.000516,138
0.01936873,,-98.61276,-123.15454584433881,-1162.227,0.3019837,13900,10.384958,0.101465754,99.06814,-80.14014,-55.719124,100.0,50.72,646999,1.0452381,1.4195613,0.99533343,100,1703.0206515789032,0.92859054,1.0009996,[-0.404 -0.656 -0.471 -0.258  0.001],116.74414,-1162.079,-80.42703,1.0004791,139
0.01762669,,-94.41965,-120.58220402238612,-1150.6063,0.29084575,14000,8.861479,0.093276575,99.09185,-80.83033,-56.410706,100.0,46.63,651662,1.039783,1.4190316,0.99751943,100,1715.999273777008,0.91901773,1.0006646,[-0.403 -0.654 -0.47  -0.258  0.001],75.77605,-1150.4895,-81.05084,1.0002885,140
0.013353479,,-97.90287,-120.09495196293925,-1180.9222,0.29284897,14100,8.17105,0.094727285,99.20797,-80.09102,-63.140522,100.0,47.36,656398,1.0323707,1.4188539,0.998543,100,1728.7468671798706,0.951766,1.0004357,[-4.052e-01 -6.556e-01 -4.712e-01 -2.585e-01  1.538e-04],64.79572,-1180.859,-80.21545,1.0001868,141
0.027849436,,-97.36567,-119.65434500319927,-1164.8516,0.29173735,14200,8.328649,0.09389231,99.23617,-79.68255,-60.874584,100.0,46.93,661091,1.0584153,1.4188594,0.99405235,100,1740.7870814800262,0.91403323,1.0012602,[-4.065e-01 -6.557e-01 -4.713e-01 -2.586e-01 -1.686e-04],65.8695,-1164.5808,-80.162445,1.0007975,142
0.016879285,,-94.91405,-121.29314066899927,-1171.019,0.29462314,14300,9.0847435,0.09599906,99.12044,-80.45653,-43.52086,100.0,47.99,665890,1.0423046,1.4178836,0.9965853,100,1753.4743559360504,0.9477353,1.0009083,[-4.076e-01 -6.572e-01 -4.715e-01 -2.586e-01 -1.333e-04],78.866905,-1170.8665,-80.74652,1.0003422,143
0.018173357,,-99.43625,-121.65783335019654,-1171.8364,0.29245678,14400,8.993102,0.09442518,99.14047,-81.23253,-59.41056,100.0,47.2,670610,1.0479164,1.4168862,0.99598736,100,1766.1073155403137,0.9488701,1.0006928,[-0.408 -0.656 -0.471 -0.259 -0.001],80.15517,-1171.6659,-81.5639,1.0004318,144
0.0127238855,,-97.18826,-121.54394554123871,-1214.9829,0.29585424,14500,9.224439,0.0969093,99.10293,-80.56408,-53.6617,100.0,48.45,675455,1.0271342,1.415654,0.9978364,100,1779.8957595825195,0.9609646,1.0004052,[-0.407 -0.655 -0.469 -0.259 -0.002],84.15592,-1214.8944,-80.728004,1.0001692,145
0.018742574,,-94.89709,-122.05357379468686,-1237.626,0.29602465,14600,8.10693,0.097030096,99.27165,-80.77881,-59.498245,100.0,48.51,680306,1.0427747,1.4151256,0.99721724,100,1793.6193933486938,0.90357774,1.0004975,[-0.408 -0.655 -0.47  -0.259 -0.003],65.08611,-1237.5098,-80.977005,1.0002487,146
0.015994426,,-97.17724,-120.27803805879512,-1152.1355,0.296418,14700,8.837342,0.097331285,99.02533,-79.27172,-56.78838,100.0,48.66,685172,1.0448178,1.4155852,0.99818206,100,1805.9141447544098,0.9659073,1.0004,[-0.407 -0.654 -0.469 -0.259 -0.004],77.58484,-1152.0619,-79.41183,1.0002191,147
0.022201695,,-98.314575,-120.76440300217473,-1170.4763,0.2954682,14800,9.544327,0.09661666,99.06347,-79.93237,-44.701023,100.0,48.3,690002,1.0621809,1.4144301,0.9969484,100,1815.9388291835785,0.94128394,1.0007569,[-0.407 -0.654 -0.469 -0.26  -0.003],85.99128,-1170.32,-80.20371,1.0004562,148
0.011021621,,-98.21568,-118.94184591101936,-1182.3348,0.29365093,14900,9.251051,0.09529287,99.15627,-78.949715,-54.556744,100.0,47.64,694766,1.0230235,1.4151468,0.99697596,100,1826.3562378883362,0.9576158,1.0004175,[-0.408 -0.655 -0.469 -0.26  -0.005],86.750595,-1182.2025,-79.16341,1.0002127,149
0.017537193,,-96.34365,-119.236111723266,-1180.2881,0.29326648,15000,9.9043865,0.09501473,99.04372,-79.31872,-39.80448,100.0,47.5,699516,1.0419585,1.4165407,0.99574643,100,1838.7852141857147,0.94413733,1.0006783,[-0.409 -0.656 -0.47  -0.259 -0.004],104.88772,-1180.1449,-79.58128,1.0003197,150
0.01506466,,-96.75124,-119.78501641448715,-1171.8965,0.29769203,15100,9.352614,0.09827213,99.086,-78.73385,-46.98097,100.0,49.13,704429,1.0537053,1.4176021,0.99707884,100,1851.9456815719604,0.95216346,1.0004098,[-0.408 -0.657 -0.47  -0.259 -0.002],89.03566,-1171.7836,-78.92604,1.000232,151
0.019343512,,-97.889046,-122.18095239280794,-1175.455,0.29030645,15200,8.905663,0.09288131,99.20179,-82.13127,-56.462444,100.0,46.43,709072,1.0610132,1.4188603,0.9957022,100,1866.2107954025269,0.9443881,1.0008596,[-0.407 -0.656 -0.47  -0.26  -0.001],77.16988,-1175.2457,-82.48445,1.0004658,152
0.023629408,,-98.91773,-119.8873443660322,-1165.274,0.2906295,15300,9.251284,0.09310813,99.072136,-80.080734,-50.35027,100.0,46.54,713726,1.0616764,1.4176232,0.99390596,100,1879.0142872333527,0.9205796,1.0010982,[-4.083e-01 -6.581e-01 -4.705e-01 -2.599e-01 -1.262e-04],85.42133,-1164.9655,-80.584984,1.0004258,153
0.012690674,,-97.83836,-120.21176753860183,-1159.3829,0.29204103,15400,8.7341585,0.094149105,99.22323,-80.4266,-58.91446,100.0,47.07,718433,1.0351874,1.4179672,0.9980778,100,1891.6516280174255,0.96671504,1.0002494,[-0.407 -0.656 -0.469 -0.26  -0.001],81.95906,-1159.3263,-80.53885,1.0001692,154
0.02095502,,-97.33611,-120.53663147909364,-1185.4576,0.2961583,15500,9.548637,0.097121015,99.08392,-79.548294,-46.023006,100.0,48.55,723288,1.0461156,1.4163561,0.9962144,100,1903.2273876667023,0.9425513,1.0010328,[-0.407 -0.655 -0.469 -0.259 -0.001],85.24848,-1185.2885,-79.8764,1.000477,155
0.02533206,,-98.56241,-120.73613172312882,-1151.1094,0.28934136,15600,8.734156,0.09216906,99.23128,-80.85556,-59.609905,100.0,46.06,727894,1.0782925,1.4156712,0.99082357,100,1915.6880798339844,0.9239509,1.0019072,[-0.409 -0.655 -0.469 -0.259 -0.003],74.19539,-1150.7219,-81.553856,1.0009394,156
0.025186216,,-99.30789,-121.67107191754825,-1170.8534,0.29666305,15700,9.1479025,0.09747666,99.11455,-80.079834,-52.48995,100.0,48.72,732766,1.0554287,1.4174383,0.99257815,100,1928.328280210495,0.9283555,1.0013715,[-0.41  -0.657 -0.469 -0.26  -0.003],88.6087,-1170.5975,-80.58084,1.0007961,157
0.02700211,,-94.72141,-120.45852238615588,-1160.1538,0.28969774,15800,7.6298127,0.092446074,99.09527,-80.885284,-65.03519,100.0,46.21,737387,1.0706,1.4180759,0.99478626,100,1939.7129092216492,0.92165726,1.0012349,[-0.409 -0.656 -0.469 -0.261 -0.001],59.751163,-1159.9042,-81.309654,1.0007068,158
0.008773505,,-97.2566,-120.25835933758363,-1215.9995,0.30105662,15900,9.365242,0.100786425,99.10565,-78.225494,-54.588318,100.0,50.39,742426,1.0331948,1.4183087,0.99835515,100,1953.9810547828674,0.97946024,1.0002502,[-0.411 -0.659 -0.47  -0.261 -0.001],91.69359,-1215.9453,-78.322235,1.0000968,159
0.034283496,,-97.89789,-118.88149072934075,-1155.4606,0.2919456,16000,9.935069,0.09401322,99.100044,-78.80827,-47.725433,100.0,46.98,747124,1.0946699,1.4159931,0.9887094,100,1967.8148233890533,0.9124965,1.002417,[-0.41  -0.657 -0.469 -0.261 -0.001],95.53064,-1154.998,-79.64143,1.0014961,160
