InitialReturnMean,InitialReturnMin,MeanIW,EpThisIter,StdIW,EpisodesSoFar,MinD2w0t,J_sample_variance,TimestepsSoFar,MaxIW,TimeElapsed,EmpiricalD2,EntropyCoefficient,MeanD2w0t,StdD2w0t,InitialReturnMax,MeanEntropy,EpLenMean,Weights,ReturnStepMaxmin,InitialBound,Bound,ReturnStepMax,MinIW,EpRewMean,InitialReturnStd,ReturnMeanIW,MaxD2w0t,Iteration
1.9836425e-06,-26.936043,1.0336587,100,0.24215716,3200,,683.9354,177361,2.589806,432.2051601409912,1.0586448,10.0,0.16086982,0.37469956,43.147217,1.3821836,77.87,[-0.428 -0.476 -0.322 -0.21  -0.047],95.82115,3.617857,5.507886,100.0,0.5435049,-123.7723253173175,15.376436,92.97965,1.1983941,32
-3.2806397e-06,-26.521667,1.0045661,100,0.13691776,3300,,397.58966,185599,2.105146,448.8589735031128,1.0205622,10.0,0.16674164,0.37550393,35.662777,1.3833495,82.38,[-0.427 -0.481 -0.317 -0.208 -0.037],95.96973,-3.2800474,-2.5968256,100.0,0.7543154,-124.81804451843854,15.380151,83.93587,1.1250625,33
2.670288e-06,-28.205276,1.0120617,100,0.15232433,3400,,405.11703,194109,1.4912918,465.6711759567261,1.0269117,10.0,0.17268375,0.3813371,36.536613,1.3792828,85.1,[-0.43  -0.474 -0.314 -0.205 -0.036],96.05777,-5.8781595,-4.665515,100.0,0.6448357,-125.19203770728467,15.125324,81.64787,1.0613453,34
2.2125244e-06,-34.717834,1.0674564,100,0.44919655,3500,,990.8467,203958,4.5333786,486.02001690864563,1.1363977,10.0,0.21323903,0.43227482,50.886112,1.3789937,98.49,[-0.438 -0.485 -0.317 -0.208 -0.04 ],96.45445,-22.156048,-19.082972,100.0,0.51178527,-125.376569377986,18.381128,69.78951,1.5906668,35
-2.2125244e-06,-31.478714,1.1054767,100,0.5716312,3600,,754.3911,214431,6.5964465,507.5360836982727,1.1739091,10.0,0.22962277,0.44884074,38.399,1.3676486,104.73,[-0.449 -0.487 -0.313 -0.211 -0.04 ],96.60847,-27.173182,-23.200108,100.0,0.36780718,-125.24429831220576,15.364644,66.00646,1.6289856,36
1.1062622e-06,-29.017086,1.0404553,100,0.23634194,3700,,475.1854,226210,2.2663472,531.093599319458,1.0636874,10.0,0.24542148,0.44280604,42.441944,1.3660997,117.79,[-0.465 -0.488 -0.312 -0.209 -0.051],96.85148,-37.04468,-34.912796,100.0,0.5820743,-126.53740796103313,17.18067,52.322807,1.3170078,37
-3.6239624e-06,-32.510815,1.0200387,100,0.29348758,3800,,614.7239,238021,2.7486534,555.1677656173706,1.0974727,10.0,0.2508761,0.45236036,45.452953,1.3677181,118.11,[-0.482 -0.491 -0.315 -0.209 -0.053],96.86197,-38.411324,-36.35642,100.0,0.55941355,-126.26179220351041,18.080475,51.41223,1.4008603,38
2.670288e-06,-38.68446,0.9839093,100,0.28373596,3900,,547.58813,250575,2.996284,578.697107553482,1.0900818,10.0,0.26414007,0.45705044,37.26481,1.366233,125.54,[-0.491 -0.493 -0.313 -0.21  -0.051],97.01337,-41.98795,-40.268597,100.0,0.49098852,-124.70140234590617,18.360197,47.24058,1.350559,39
4.119873e-06,-35.067005,1.0126808,100,0.42273474,4000,,516.0105,265236,4.0476737,605.9345059394836,1.1508198,10.0,0.32070905,0.50050294,34.776115,1.3555628,146.61,[-0.501 -0.494 -0.311 -0.209 -0.053],97.27695,-53.256767,-50.971123,100.0,0.252073,-126.31115966967778,18.018156,37.210735,1.5743476,40
4.15802e-06,-40.084713,0.99212205,100,0.20628697,4100,,382.3998,282985,2.2482324,637.4704885482788,1.0769503,10.0,0.37367022,0.504775,36.858047,1.3554747,177.49,[-0.516 -0.499 -0.312 -0.208 -0.063],97.605515,-66.59223,-65.48177,100.0,0.40938497,-123.75340281991969,19.289263,21.530722,1.2560147,41
-1.0299683e-06,-48.7346,0.98201954,100,0.2005057,4200,,452.6373,302612,1.9279102,670.5834803581238,1.0855625,10.0,0.41299823,0.5146296,33.538223,1.3593694,196.27,[-0.525 -0.496 -0.311 -0.205 -0.063],97.712555,-70.26011,-68.94001,100.0,0.5043751,-126.34344544438905,21.043957,18.089886,1.2399561,42
-2.1362305e-06,-40.32639,1.031886,100,0.40663862,4300,,371.3882,325233,4.2094626,707.9443185329437,1.1763217,10.0,0.502802,0.55721235,44.784275,1.3578876,226.21,[-0.538 -0.501 -0.314 -0.202 -0.06 ],97.956635,-78.66404,-76.54344,100.0,0.43680376,-118.01012302846883,19.107336,11.042223,1.4432764,43
1.8310546e-06,-46.59194,1.0187776,100,0.35170785,4400,,337.23044,351238,5.1139803,750.4783732891083,1.1657145,10.0,0.57266265,0.5536523,34.88703,1.3548704,260.05,[-0.55  -0.502 -0.314 -0.199 -0.061],98.1111,-83.27321,-81.7413,100.0,0.42531377,-115.57897833510269,18.638708,5.6096444,1.3755641,44
1.5830993e-06,-42.010036,1.0005958,100,0.25973216,4500,,341.40958,380572,2.400581,797.1474621295929,1.1024306,10.0,0.6216334,0.52315354,36.00242,1.3516587,293.34,[-0.562 -0.503 -0.314 -0.196 -0.064],98.224335,-85.627945,-84.74615,100.0,0.4564346,-113.76669741831728,18.568136,2.1323993,1.2058687,45
2.861023e-06,-49.092636,0.9780844,100,0.24188101,4600,,272.43732,409026,2.1550133,843.198662519455,1.103143,10.0,0.6041019,0.52707314,34.189888,1.3486258,284.54,[-0.572 -0.501 -0.314 -0.194 -0.067],98.203,-84.88447,-84.08602,100.0,0.3490683,-113.38851686471915,17.581532,2.9108298,1.2187707,46
9.155273e-07,-44.52776,0.9968582,100,0.18013369,4700,,240.22032,441934,1.7925199,894.8875269889832,1.058444,10.0,0.67964107,0.49020648,33.716465,1.3460613,329.08,[-0.58  -0.502 -0.313 -0.192 -0.07 ],98.353195,-89.44454,-89.06442,100.0,0.49392062,-106.42637043931072,16.03091,-2.356899,1.1057191,47
-3.2424927e-07,-42.68124,1.0282098,100,0.18235642,4800,,222.18918,475502,1.9635817,946.5903236865997,1.0511303,10.0,0.69070643,0.48356962,31.94839,1.342775,335.68,[-0.589 -0.506 -0.315 -0.192 -0.073],98.35945,-87.25676,-86.7818,100.0,0.51726264,-107.50934779818506,14.906788,-0.083092496,1.0848403,48
1.14440915e-07,-37.133263,0.9980084,100,0.23580648,4900,,209.63374,507680,3.278844,998.735901594162,1.0886605,10.0,0.6756675,0.50381786,30.73676,1.3426613,321.78,[-0.595 -0.507 -0.315 -0.191 -0.076],98.30499,-89.11149,-88.49896,100.0,0.43492493,-111.82023651324297,14.663,-1.6421264,1.1598694,49
3.3950805e-06,-51.547997,1.0053172,100,0.178294,5000,,276.14948,539462,1.9641571,1050.3183162212372,1.0528352,10.0,0.65535814,0.49656084,30.059732,1.3402079,317.82,[-0.601 -0.504 -0.314 -0.188 -0.076],98.32617,-87.16886,-86.69114,100.0,0.4700753,-107.07756903476438,16.934267,0.02508582,1.1009687,50
1.5258789e-07,-43.88594,0.98695815,100,0.08593776,5100,,207.51987,577759,1.3655825,1110.600148677826,1.0165105,10.0,0.7727661,0.42722204,29.09698,1.3408428,382.97,[-0.608 -0.503 -0.314 -0.188 -0.079],98.51111,-93.58445,-93.42752,100.0,0.6355153,-93.6142011421036,14.468635,-6.9198,1.0260956,51
-1.6021728e-06,-42.9459,1.010914,100,0.17752399,5200,,180.04668,615874,1.8637922,1171.168672800064,1.0442444,10.0,0.7808412,0.43630454,22.37347,1.3393449,381.15,[-0.613 -0.502 -0.315 -0.188 -0.078],98.52515,-94.14624,-93.88846,100.0,0.49380887,-90.49617220629048,13.677165,-7.244102,1.0694337,52
-1.4495849e-06,-35.42802,0.99959624,100,0.16318575,5300,,167.01358,653723,1.9039514,1231.2485356330872,1.0438131,10.0,0.77474284,0.439225,23.651161,1.3392553,378.49,[-0.618 -0.497 -0.314 -0.186 -0.08 ],98.50383,-93.66956,-93.35416,100.0,0.5062185,-93.89789190794214,12.952687,-6.7104106,1.0747641,53
-4.386902e-07,-41.81797,0.9849196,100,0.108831614,5400,,171.90414,690782,1.4304956,1288.0974547863007,1.029716,10.0,0.7526994,0.44489333,23.31827,1.3374122,370.59,[-0.624 -0.497 -0.314 -0.185 -0.08 ],98.454315,-90.77165,-90.54489,100.0,0.62232417,-101.11144812493276,13.660304,-3.9341495,1.0445743,54
-1.7547608e-06,-34.83806,1.0001234,100,0.12959096,5500,,212.55414,728463,1.6275413,1348.2162697315216,1.0376778,10.0,0.76911443,0.43995237,27.940783,1.335412,376.81,[-0.631 -0.498 -0.315 -0.184 -0.082],98.50568,-93.160225,-92.97361,100.0,0.5425908,-93.13339768392916,14.2280035,-6.309183,1.0623876,55
-1.411438e-06,-30.895473,1.0009018,100,0.11805736,5600,,181.10124,763627,1.4937549,1403.8525838851929,1.0286763,10.0,0.714525,0.4642281,32.151833,1.3358471,351.64,[-0.637 -0.495 -0.316 -0.184 -0.084],98.42947,-90.92675,-90.71956,100.0,0.69890445,-100.31157592465861,13.688189,-4.100305,1.0498949,56
1.335144e-06,-43.11798,0.97953415,100,0.14833054,5700,,199.26419,799046,1.6248941,1460.3747329711914,1.0407604,10.0,0.7247044,0.46517733,35.955235,1.3345997,354.19,[-0.64  -0.492 -0.315 -0.184 -0.083],98.47786,-94.184555,-93.84973,100.0,0.57488537,-92.46978620434498,14.8707,-7.1108313,1.0610813,57
2.4032593e-06,-40.908653,0.99794143,100,0.11347699,5800,,188.56491,837789,1.5351896,1524.0708622932434,1.0233473,10.0,0.78442353,0.4228999,29.409409,1.3333693,387.43,[-0.643 -0.494 -0.314 -0.183 -0.084],98.52077,-92.93877,-92.7972,100.0,0.570492,-92.83433615694346,13.878653,-6.185502,1.037016,58
-1.0681152e-06,-48.149292,0.99309736,100,0.2044232,5900,,229.48486,875772,2.499347,1583.5087888240814,1.0723107,10.0,0.78949606,0.4447532,27.328129,1.3292159,379.83,[-0.649 -0.493 -0.315 -0.182 -0.086],98.49193,-94.84458,-94.220604,100.0,0.38030076,-96.48950368098134,16.130894,-7.341807,1.1151061,59
-1.8119812e-06,-35.309296,0.9993549,100,0.047125284,6000,,158.0727,915431,1.1490232,1645.487196445465,1.0044188,10.0,0.79515654,0.4060359,33.26516,1.3290728,396.59,[-0.657 -0.492 -0.315 -0.182 -0.09 ],98.592285,-96.275406,-96.24247,100.0,0.78141344,-80.84873278971388,12.423284,-9.666728,1.0060921,60
-2.0980835e-06,-42.759876,0.9982326,100,0.076596424,6100,,168.6528,954727,1.3018601,1703.0071017742157,1.0113147,10.0,0.7907514,0.41272148,26.381443,1.3286443,392.96,[-0.657 -0.491 -0.315 -0.183 -0.09 ],98.553925,-95.12045,-94.95508,100.0,0.7041032,-87.6464130366229,13.328137,-8.326906,1.0179976,61
3.2234193e-06,-47.59574,0.99076915,100,0.11981783,6200,,252.22778,991481,1.5110283,1760.870563030243,1.0266975,10.0,0.7463577,0.44814667,27.431503,1.3236109,367.54,[-0.663 -0.49  -0.317 -0.181 -0.09 ],98.52023,-93.42198,-93.1314,100.0,0.60848415,-88.1681632235661,16.339964,-6.359201,1.0382318,62
-1.8119812e-06,-53.826157,1.0108781,100,0.14062011,6300,,197.60762,1029449,1.5624038,1822.34383893013,1.0355451,10.0,0.7743867,0.43609008,25.88681,1.3187294,379.68,[-0.667 -0.49  -0.317 -0.181 -0.095],98.5363,-92.94621,-92.75838,100.0,0.58665156,-88.02989636581172,13.845007,-5.9013157,1.0531893,63
-7.6293944e-08,-34.502266,0.99953055,100,0.030723866,6400,,203.78458,1069869,1.143872,1886.9471011161804,1.0017847,10.0,0.8091711,0.39394063,31.402832,1.318238,404.2,[-0.672 -0.489 -0.318 -0.181 -0.1  ],98.569214,-93.98307,-93.96291,100.0,0.86177367,-87.06053989151647,14.195254,-7.293458,1.003094,64
6.1035155e-07,-40.96322,1.0000223,100,0.0887876,6500,,242.2977,1108710,1.5068934,1945.7124772071838,1.0153424,10.0,0.7835886,0.42003894,38.261974,1.3182665,388.41,[-0.673 -0.487 -0.318 -0.18  -0.101],98.55147,-95.51073,-95.42572,100.0,0.69895905,-87.10822475721848,15.351267,-8.677052,1.0244534,65
-1.7166137e-06,-37.413452,1.004493,100,0.060439523,6600,,178.71439,1146634,1.1925502,2008.0767569541931,1.007248,10.0,0.76164734,0.42979375,31.120358,1.315454,379.24,[-0.678 -0.487 -0.32  -0.181 -0.101],98.494736,-92.16868,-92.09653,100.0,0.7137592,-95.8093727575394,13.331937,-5.350785,1.0100452,66
-1.6403199e-06,-34.91416,1.0069537,100,0.063121386,6700,,163.03598,1184140,1.2775054,2066.5648210048676,1.0074903,10.0,0.753225,0.43474144,30.723885,1.3164078,375.06,[-0.681 -0.488 -0.321 -0.18  -0.103],98.50557,-93.37277,-93.32881,100.0,0.86282295,-92.72193152814582,12.719982,-6.607291,1.0107989,67
9.536743e-08,-34.222286,0.98815435,100,0.09944377,6800,,200.53864,1224003,1.5040734,2127.4280178546906,1.0200984,10.0,0.8059099,0.40645447,28.434107,1.313842,398.63,[-0.682 -0.487 -0.32  -0.18  -0.103],98.56711,-95.7021,-95.53454,100.0,0.6641649,-86.28095756297894,14.369435,-8.73135,1.0329225,68
-1.4495849e-06,-34.554993,1.0058992,100,0.14706519,6900,,233.12666,1260633,1.5657619,2186.932315826416,1.0374409,10.0,0.74828404,0.4522803,29.844242,1.3111511,366.3,[-0.686 -0.486 -0.321 -0.18  -0.105],98.51024,-94.32882,-94.142586,100.0,0.5751977,-89.7002161577321,14.772928,-7.222326,1.0638108,69
1.335144e-07,-57.046623,0.9988714,100,0.14969198,7000,,202.40874,1299003,1.6614729,2246.8842689990997,1.0403781,10.0,0.7842059,0.4319634,25.67781,1.3095722,383.7,[-0.689 -0.481 -0.32  -0.179 -0.108],98.56615,-94.91235,-94.65718,100.0,0.55253696,-83.23400540954631,14.5483,-7.7361426,1.062456,70
3.4332277e-07,-47.213516,1.0140253,100,0.103518754,7100,,243.65512,1336729,1.5555439,2306.970601797104,1.0207635,10.0,0.7629377,0.43522698,26.380247,1.3109192,377.26,[-0.693 -0.477 -0.32  -0.178 -0.109],98.54932,-94.27739,-94.103745,100.0,0.7301126,-85.01287138876458,15.671581,-7.259764,1.0477191,71
1.0681152e-06,-53.974552,0.9866681,100,0.09486146,7200,,269.75177,1373977,1.395861,2364.587717294693,1.0151205,10.0,0.7511103,0.43951008,26.048216,1.3089846,372.48,[-0.7   -0.475 -0.321 -0.177 -0.108],98.51138,-92.95525,-92.75569,100.0,0.6395931,-91.00043931177288,17.084864,-5.9222417,1.0245132,72
1.14440915e-07,-31.283747,1.0233411,100,0.13871472,7300,,159.9458,1412704,1.85141,2424.23894405365,1.0365953,10.0,0.78948224,0.42611307,28.90035,1.3056335,387.27,[-0.705 -0.476 -0.322 -0.176 -0.11 ],98.543655,-91.83291,-91.61922,100.0,0.5973791,-88.36329984670003,12.35621,-4.659081,1.0536553,73
4.386902e-07,-32.62361,1.0011761,100,0.02200498,7400,,161.6,1452262,1.0879388,2487.5969150066376,1.0009094,10.0,0.79155195,0.40667954,24.21649,1.3050547,395.58,[-0.708 -0.473 -0.321 -0.175 -0.113],98.603546,-95.14274,-95.12008,100.0,0.9258173,-78.41333692002148,12.669458,-8.322322,1.0012962,74
2.708435e-06,-35.89353,0.9976539,100,0.055296868,7500,,135.99815,1493863,1.1968403,2549.4078142642975,1.0060958,10.0,0.83472,0.3750683,20.45044,1.3041701,416.01,[-0.709 -0.474 -0.322 -0.175 -0.114],98.60417,-93.28772,-93.24311,100.0,0.80031943,-82.33534221119909,11.597385,-6.4076586,1.0091267,75
1.2207031e-06,-41.589867,1.0051031,100,0.042573385,7600,,207.76288,1532738,1.1721294,2605.5929617881775,1.0034922,10.0,0.77882546,0.4166353,24.938536,1.3037106,388.75,[-0.71  -0.472 -0.322 -0.175 -0.115],98.52025,-94.60622,-94.54953,100.0,0.86480033,-93.25291303792704,14.309091,-7.721852,1.0091605,76
-1.6784668e-06,-40.71354,1.0240027,100,0.15665853,7700,,170.25262,1572685,1.694035,2667.6475868225098,1.0448498,10.0,0.81726444,0.4102511,24.630014,1.3035945,399.47,[-0.715 -0.472 -0.323 -0.175 -0.115],98.57762,-93.473694,-93.205215,100.0,0.47333544,-84.36425044065362,13.117534,-6.209044,1.1030302,77
