J_sample_variance,MeanD2w0t,EpThisIter,Weights,MeanIW,MaxIW,InitialReturnMean,TimestepsSoFar,MinD2w0t,StdD2w0t,EpisodesSoFar,ReturnStepMax,StdIW,InitialReturnStd,ReturnStepMaxmin,Iteration,MaxD2w0t,EpLenMean,InitialReturnMin,InitialBound,Bound,InitialReturnMax,EntropyCoefficient,MinIW,EpRewMean,MeanEntropy,ReturnMeanIW,EmpiricalD2,TimeElapsed
1457.8873,0.115895525,100,[-1.002 -0.423 -0.322 -0.601  0.196],1.0764852,3.4118013,3.3187866e-06,344552,,0.33244604,8100,100.0,0.367391,14.112179,95.14099,81,1.35736,54.3,-26.549736,46.21119,50.95396,39.097622,10.0,0.40866327,-104.77202040435452,1.6357617,133.3733,1.1036222,977.5097901821136
1917.3132,0.11041348,100,[-1.025 -0.428 -0.338 -0.597  0.217],1.0847399,4.2641387,3.0517577e-07,349743,,0.3248423,8200,100.0,0.4043384,15.189477,94.94571,82,1.3657203,51.91,-22.613052,51.52051,56.1082,50.313667,10.0,0.40634513,-105.22913241524937,1.6607656,141.09706,1.0994977,990.7172436714172
269497120.0,4.224675,100,[-1.047 -0.432 -0.347 -0.6    0.242],31.52718,4711.285,-5.1116945e-06,354734,,67.07086,8300,100.0,307.03473,15.483151,94.77435,83,6490.354,49.91,-23.000107,60.75013,952.49866,40.99005,10.0,8.759991e-05,-105.4510693678398,1.5969994,1984.8395,270.86194,1002.0702879428864
710.8591,0.10581077,100,[-1.017 -0.41  -0.352 -0.69   0.178],1.0100355,1.9190285,5.340576e-07,359953,,0.30998695,8400,100.0,0.16876933,16.319221,94.990524,84,1.1283352,52.19,-25.376465,51.543625,52.955875,40.83796,10.0,0.41589415,-104.6274511416673,1.6002812,133.02596,1.0235629,1018.3536705970764
879.5808,0.094883256,100,[-0.998 -0.409 -0.343 -0.696  0.181],1.0221046,1.7939897,-1.2207031e-06,364580,,0.29727685,8500,100.0,0.19922163,13.775077,94.43023,85,1.1618083,46.27,-22.910355,79.3882,81.28363,31.582802,10.0,0.4166205,-105.72170754220171,1.6093504,158.86714,1.0446814,1030.0855731964111
1019.111,0.09778109,100,[-0.983 -0.426 -0.346 -0.707  0.19 ],1.0216258,2.2695358,-9.536743e-07,369338,,0.3015819,8600,100.0,0.2480675,14.198732,94.578636,86,1.1099455,47.58,-22.022743,71.28405,72.67205,51.353317,10.0,0.6301186,-105.18429106148129,1.625898,152.02802,1.0542833,1042.211638212204
9843.366,0.10899311,100,[-0.988 -0.429 -0.343 -0.703  0.207],1.2054911,5.7129245,3.0899048e-06,373926,,0.3465477,8700,100.0,0.85611904,14.830718,94.40643,87,2.0707757,45.88,-22.956451,77.63102,88.5634,36.267105,10.0,0.20876199,-105.37634281028676,1.6131821,179.04082,1.3888403,1054.5300915241241
2824.5547,0.11078428,100,[-0.997 -0.44  -0.347 -0.68   0.194],1.0765625,2.946797,-4.234314e-06,379016,,0.32993713,8800,100.0,0.48271123,15.938019,94.90895,88,1.5367606,50.9,-24.212418,55.948296,60.625694,55.90152,10.0,0.22846745,-104.11736065205554,1.6201975,144.6811,1.194715,1069.3186089992523
3755.0322,0.110250235,100,[-1.007 -0.454 -0.352 -0.667  0.201],1.1308559,4.590114,2.2125244e-06,384023,,0.33185342,8900,100.0,0.56513095,13.985403,94.7955,89,1.7881019,50.07,-25.29232,57.452744,64.05947,65.49079,10.0,0.22238861,-105.25979854434613,1.6129076,152.85248,1.209447,1083.0630507469177
960.85284,0.10393007,100,[-0.978 -0.452 -0.342 -0.691  0.194],1.0594952,2.8193946,-1.9454956e-06,389063,,0.31064686,9000,100.0,0.30183285,13.291395,94.82086,90,1.2195368,50.4,-22.689644,60.080643,63.510406,42.922523,10.0,0.36382622,-105.31425865446735,1.6012614,144.42921,1.0715247,1095.1236283779144
791810.5,0.24101086,100,[-0.945 -0.466 -0.343 -0.699  0.182],1.6647794,92.88609,-3.0517579e-06,393972,,0.9542241,9100,100.0,7.2237363,14.973861,94.76337,91,23.22525,49.09,-24.812248,63.757385,82.323006,56.11454,10.0,0.016442915,-103.9883078152382,1.6285149,227.52997,5.326397,1107.618230342865
1140.8853,0.11076203,100,[-0.982 -0.465 -0.303 -0.677  0.21 ],1.0520289,2.3197236,-3.7765503e-06,399243,,0.32297346,9200,100.0,0.28913534,12.059057,95.06001,92,1.2442335,52.71,-26.670486,53.934456,57.217102,29.41336,10.0,0.5101059,-103.8385403121134,1.6162169,135.68471,1.0824289,1120.3733494281769
712.8475,0.109471485,100,[-1.    -0.461 -0.296 -0.682  0.197],1.031843,2.0388024,7.972717e-06,404587,,0.31651407,9300,100.0,0.20741493,15.044057,95.113464,93,1.100574,53.44,-27.524216,46.925095,48.33912,35.30696,10.0,0.55856764,-103.84833334372473,1.6002107,129.39372,1.0408723,1134.494119644165
1311.9266,0.09835913,100,[-1.    -0.452 -0.295 -0.677  0.181],1.027366,1.9725602,1.4495849e-06,409337,,0.30368912,9400,100.0,0.23381461,14.151864,94.616,94,1.1350745,47.5,-21.576866,68.85516,71.54152,35.95544,10.0,0.58116764,-104.12017497583189,1.6171643,152.49628,1.0520933,1146.6321716308594
1377.8368,0.11050379,100,[-0.991 -0.449 -0.284 -0.677  0.198],1.086314,2.6183138,2.3269654e-06,414586,,0.32295185,9500,100.0,0.34761688,13.123752,95.00563,95,1.2709461,52.49,-22.54596,52.301876,57.068115,32.824234,10.0,0.37944615,-104.83210937956201,1.5917777,139.23633,1.1003152,1159.7018086910248
2794.56,0.1142292,100,[-1.02  -0.439 -0.288 -0.669  0.173],1.0823334,5.3099055,-1.6784668e-06,419941,,0.33099052,9600,100.0,0.58934575,13.475223,95.11409,96,1.8910698,53.55,-25.927078,48.046272,51.92964,43.722572,10.0,0.3688838,-104.04540765615153,1.5849608,135.43974,1.1973916,1172.976390838623
2851.749,0.09972859,100,[-0.976 -0.437 -0.278 -0.683  0.166],1.0696942,2.820245,-3.3187866e-06,424556,,0.31348273,9700,100.0,0.448805,13.012698,94.50293,97,1.3252926,46.15,-22.01966,76.875046,80.57355,47.088367,10.0,0.19285475,-103.7700153313807,1.5878705,161.52124,1.1812711,1184.5991909503937
1067.4363,0.11474539,100,[-0.983 -0.433 -0.292 -0.692  0.169],1.0775156,2.2856393,8.69751e-06,430020,,0.32791194,9800,100.0,0.31047186,15.847023,95.18428,98,1.2642055,54.64,-25.33014,41.06177,43.82677,61.027584,10.0,0.46667075,-104.24564215284761,1.5951275,129.19345,1.0727835,1197.8702790737152
6762.963,0.124667116,100,[-0.983 -0.428 -0.302 -0.684  0.176],1.2050254,7.9087844,-2.632141e-06,435309,,0.36604962,9900,100.0,0.9127755,14.390178,95.08757,99,1.916064,52.89,-25.438118,46.79227,56.14888,57.012486,10.0,0.24001321,-103.46412064635237,1.6021444,148.00645,1.3369892,1211.542662858963
510.40918,0.10735029,100,[-0.961 -0.43  -0.281 -0.671  0.183],1.0194,1.5582223,8.773804e-07,440585,,0.31260708,10000,100.0,0.15568282,14.247618,95.03493,100,1.0833055,52.76,-26.73117,35.49254,36.718147,51.747482,,0.6543312,-104.59873099220637,1.6074172,132.17386,1.0288663,1226.5561463832855
659.2003,0.102536194,100,[-0.973 -0.437 -0.283 -0.678  0.188],1.0191814,1.6992768,-2.2888185e-06,445592,,0.30743405,10100,100.0,0.1721606,14.222417,94.82707,101,1.0768061,50.07,-23.54052,45.51336,47.035027,37.39138,,0.5671826,-104.46919583591678,1.6084789,141.501,1.0354044,1240.123839378357
451.25647,0.10574451,100,[-0.971 -0.444 -0.279 -0.689  0.19 ],1.0069628,1.4189453,-3.7384034e-06,450834,,0.30899388,10200,100.0,0.12001566,15.867728,95.07089,102,1.073652,52.42,-25.073853,31.380478,32.217896,55.18679,,0.71162736,-102.9818413010399,1.6084931,130.39763,1.0145235,1253.1236646175385
2119.0205,0.111059494,100,[-0.961 -0.451 -0.274 -0.692  0.19 ],1.0715649,2.9043088,2.670288e-06,456001,,0.32771474,10300,100.0,0.45657304,15.48015,95.02716,103,1.2924156,51.67,-24.523323,37.769646,40.77642,35.663864,,0.24432622,-102.63844722956293,1.6055481,137.42108,1.1672791,1265.1338369846344
578.0698,0.103766404,100,[-0.96  -0.441 -0.28  -0.701  0.187],1.0334712,1.7251886,-1.8692017e-06,461082,,0.3086045,10400,100.0,0.17643072,13.930336,94.87118,104,1.161979,50.81,-22.7397,38.27143,40.527893,56.37709,,0.607598,-104.89301582109448,1.6191604,140.28824,1.0339946,1275.348396539688
989.213,0.1094648,100,[-0.948 -0.447 -0.282 -0.703  0.2  ],1.0419333,3.0608716,-1.14440915e-07,466385,,0.31798112,10500,100.0,0.3388618,14.020239,95.06477,105,1.2895223,53.03,-26.550674,34.298553,37.17225,33.06089,,0.4433158,-104.34270929305352,1.6207975,133.6268,1.093473,1288.6908254623413
3250777.8,0.5463802,100,[-0.977 -0.444 -0.286 -0.689  0.202],3.9410093,245.99167,2.1362305e-06,471384,,2.8688462,10600,100.0,23.606504,14.367885,94.847786,106,86.87223,49.99,-24.447372,44.10108,108.58377,38.915276,,0.010203346,-103.78461347550228,1.6357235,376.50507,14.006583,1300.87930893898
365.80338,0.10336439,100,[-1.01  -0.413 -0.297 -0.739  0.217],1.0158391,1.6886842,3.7384034e-06,476511,,0.30581078,10700,100.0,0.13644002,14.995406,94.9794,107,1.066225,51.27,-24.721832,39.078644,39.943962,31.756004,,0.67449117,-103.06804380576226,1.6364025,133.91455,1.0189916,1315.2318365573883
3305.1782,0.107546575,100,[-0.992 -0.417 -0.298 -0.743  0.217],1.0643635,6.426708,2.2888185e-06,481591,,0.32021165,10800,100.0,0.5998676,14.147677,94.85408,108,1.3735521,50.8,-25.461418,39.223663,41.21402,39.36528,,0.48742655,-105.30697169222401,1.6614401,143.21864,1.0992624,1328.2198181152344
6187.3657,0.12454441,100,[-0.993 -0.429 -0.298 -0.747  0.243],1.1686138,4.877002,2.9754638e-06,486869,,0.36596006,10900,100.0,0.6973419,15.287995,95.085205,109,1.9300575,52.78,-26.85682,33.866264,43.09719,37.89405,,0.26473284,-103.31195128608046,1.6630919,146.53622,1.3051053,1340.2636754512787
731.3298,0.10515889,100,[-0.973 -0.437 -0.271 -0.751  0.244],1.0388951,1.9315233,-4.005432e-06,491989,,0.31143498,11000,100.0,0.21890162,15.701242,94.91618,110,1.159983,51.2,-23.827103,37.890434,40.156647,43.933933,,0.56059045,-104.54558711171389,1.6763953,138.5254,1.0412874,1353.5767250061035
3240.1943,0.10815078,100,[-0.962 -0.446 -0.274 -0.751  0.257],1.1370467,3.4461641,-3.3569336e-06,496829,,0.33174485,11100,100.0,0.5121911,15.708341,94.67711,111,1.6713574,48.4,-21.887161,50.599983,58.839836,49.924423,,0.32765254,-104.61393396907404,1.706662,159.60574,1.2428353,1366.2655227184296
1116.659,0.10339175,100,[-0.945 -0.445 -0.28  -0.763  0.288],1.0351948,1.7460327,3.3187866e-06,501814,,0.31082153,11200,100.0,0.22490793,16.57338,94.86423,112,1.1364084,49.85,-25.898743,42.548416,44.536263,40.78833,,0.57434523,-103.08430210377884,1.6982377,141.24585,1.0515636,1378.722743988037
1714.9785,0.10687371,100,[-0.943 -0.449 -0.269 -0.77   0.279],1.0645497,2.9776797,1.5640259e-06,506933,,0.31670666,11300,100.0,0.37106177,15.461818,94.93532,113,1.3666413,51.19,-26.328255,38.818466,42.71746,37.985332,,0.41298264,-104.03555008367204,1.7148659,140.26785,1.0990816,1392.3627066612244
2576.5918,0.1071031,100,[-0.911 -0.454 -0.263 -0.784  0.296],1.0563201,4.8500605,7.93457e-06,511934,,0.3217359,11400,100.0,0.4143654,14.114047,94.82213,114,1.3240986,50.01,-25.182167,45.079483,47.999817,29.132374,,0.37464982,-104.46780308871107,1.7379307,145.5139,1.1208463,1405.1150460243225
1341.3427,0.1147189,100,[-0.904 -0.457 -0.276 -0.784  0.319],1.0860597,2.5125856,7.6675415e-06,517357,,0.32940057,11500,100.0,0.38671303,15.794396,95.17827,115,1.4179828,54.23,-26.2341,26.189873,31.272995,42.67937,,0.43887013,-103.62617667408028,1.7454149,132.41978,1.1423613,1419.4906568527222
767.26434,0.09805824,100,[-0.885 -0.442 -0.276 -0.786  0.327],1.0251251,1.804805,8.544922e-06,522169,,0.30055264,11600,100.0,0.18114367,17.284918,94.680466,116,1.1545342,48.12,-24.419624,45.893974,47.654045,55.486942,,0.47919744,-103.92788872280943,1.7584988,147.54439,1.0315741,1432.474692583084
769.0026,0.10489935,100,[-0.905 -0.438 -0.279 -0.779  0.34 ],1.046908,1.7773165,-3.2043456e-06,527258,,0.31170893,11700,100.0,0.22824642,15.265379,94.91303,117,1.1373613,50.89,-24.057816,38.03691,40.143356,43.01039,,0.54598093,-103.99309209907551,1.7405155,138.65186,1.0500443,1445.3615248203278
1339.7814,0.10551164,100,[-0.887 -0.441 -0.273 -0.789  0.322],1.0443721,2.2261827,4.997253e-06,532280,,0.31601077,11800,100.0,0.29249302,16.597845,94.882385,118,1.1985296,50.22,-27.747932,42.678345,45.77285,39.911037,,0.45487556,-103.39327784279756,1.7271916,142.23781,1.0831214,1458.262008190155
518.04224,0.11177423,100,[-0.885 -0.447 -0.26  -0.795  0.308],1.0256412,1.5461906,-4.234314e-06,537754,,0.31883836,11900,100.0,0.1707212,15.114502,95.21628,119,1.1041545,54.74,-29.303566,29.833641,31.31211,31.336418,,0.59346926,-103.56043059007797,1.7305598,125.14586,1.0361506,1472.4311068058014
465.44772,0.11265661,100,[-0.889 -0.457 -0.266 -0.791  0.312],1.0006326,1.5313556,4.5776366e-07,543352,,0.31728917,12000,100.0,0.105693534,17.40953,95.33888,120,1.0294915,55.98,-28.24247,20.926926,21.289337,45.81651,,0.74231386,-102.47450801268027,1.7340289,117.37212,1.012112,1485.595814704895
2953.78,0.11118423,100,[-0.898 -0.46  -0.266 -0.792  0.315],1.0966177,3.3948803,2.708435e-06,548354,,0.33480766,12100,100.0,0.45704567,15.902836,94.89764,121,1.6709796,50.02,-28.589104,42.18891,48.848824,52.25012,,0.33054304,-102.6001626044384,1.7275401,148.56996,1.187342,1500.1923325061798
2104.352,0.11135377,100,[-0.887 -0.448 -0.241 -0.779  0.309],1.0704418,3.861619,2.670288e-07,553648,,0.32408938,12200,100.0,0.47249052,14.644711,95.11253,122,1.3708079,52.94,-25.262665,32.643593,36.370552,35.59497,,0.3428725,-102.90122814196359,1.7249625,133.54726,1.1230246,1514.272563457489
789.6585,0.105222575,100,[-0.926 -0.453 -0.253 -0.766  0.306],1.0368642,1.9318132,-3.0517577e-07,558799,,0.31059527,12300,100.0,0.21000807,14.947192,94.999115,123,1.1896471,51.51,-25.058655,32.917816,35.262115,55.224747,,0.60530245,-103.04299537012737,1.7311465,135.70189,1.0413299,1526.771814107895
528.65814,0.10718959,100,[-0.956 -0.456 -0.26  -0.765  0.312],1.042936,1.5801756,-6.4849855e-06,564019,,0.31400773,12400,100.0,0.21008867,13.3567,94.99252,124,1.13574,52.2,-24.459808,36.695114,38.432503,36.341076,,0.5613734,-104.59531340565992,1.7200111,135.1728,1.0495552,1540.2227029800415
1181.1671,0.11166011,100,[-0.966 -0.455 -0.27  -0.769  0.301],1.0635656,2.3311684,-9.269715e-06,569314,,0.3248219,12500,100.0,0.28919756,15.633752,95.06028,125,1.2140656,52.95,-26.072655,31.201172,35.103485,55.438156,,0.5236783,-104.30410402648162,1.7343704,135.2164,1.0840833,1553.535082578659
791.6813,0.11596071,100,[-0.995 -0.46  -0.279 -0.776  0.315],1.04296,1.8542564,2.632141e-06,574902,,0.32704604,12600,100.0,0.2565878,14.56652,95.2794,126,1.1681563,55.88,-27.538368,25.375092,27.544739,32.23539,,0.40562397,-103.95355320204479,1.7200233,123.93061,1.0611293,1568.112378358841
396.34415,0.10283883,100,[-1.004 -0.452 -0.288 -0.767  0.301],1.0225056,1.4589515,4.043579e-06,579974,,0.30610472,12700,100.0,0.14118882,15.895096,94.90379,127,1.0749868,50.72,-27.40844,39.197906,40.0618,50.13255,,0.589675,-103.87966981287421,1.7233357,136.84872,1.0204742,1580.513209104538
356.30984,0.10290908,100,[-1.011 -0.461 -0.296 -0.774  0.304],1.012721,1.4111769,-4.8828124e-06,585087,,0.30492976,12800,100.0,0.103444666,16.425758,94.95322,128,1.0545502,51.13,-26.468506,34.79741,35.640045,46.205296,,0.6477658,-103.45623451741278,1.7220292,134.56451,1.0144794,1593.3282878398895
3346.2358,0.11149181,100,[-0.991 -0.464 -0.293 -0.779  0.303],1.1248671,3.015072,-1.4495849e-06,590067,,0.33663988,12900,100.0,0.5449062,13.935855,94.84424,129,1.6030021,49.8,-25.137444,43.93808,50.393753,30.196198,,0.24816652,-103.478337987294,1.6993073,151.9804,1.2496905,1605.8018028736115
2608.3894,0.10161574,100,[-0.994 -0.453 -0.308 -0.783  0.28 ],1.0765413,3.4776578,-3.890991e-06,594792,,0.31535888,13000,100.0,0.46592858,15.007877,94.605316,130,1.4091923,47.25,-25.508568,55.237556,58.882988,29.540592,,0.30606717,-103.82444452849839,1.7011707,156.3964,1.1503164,1618.5686979293823
1313.8231,0.09953991,100,[-1.015 -0.479 -0.317 -0.789  0.282],1.0506066,2.1589558,-3.890991e-06,599564,,0.30668077,13100,100.0,0.32457277,14.409128,94.61818,131,1.2349428,47.72,-22.507446,55.23693,57.441956,39.852654,,0.4870975,-104.55008143473013,1.7071061,152.42453,1.0881221,1630.525235414505
1039.5223,0.10352377,100,[-1.021 -0.463 -0.317 -0.793  0.288],1.0438312,2.1447644,-3.852844e-06,604565,,0.31065437,13200,100.0,0.25900948,14.019938,94.83729,132,1.1854419,50.01,-23.674217,42.849686,45.201042,35.624527,,0.4402416,-104.08860389151714,1.6888319,143.32349,1.0665756,1644.576717376709
36701124.0,0.9447628,100,[-1.013 -0.46  -0.322 -0.793  0.27 ],7.8062463,1328.5565,2.670288e-06,609452,,7.0506377,13300,100.0,73.96571,14.233355,94.67973,133,253.75526,48.87,-23.473877,49.00171,252.79028,38.08598,,0.009051512,-105.56695107753312,1.7715702,728.7886,22.532936,1657.001715183258
1125.3385,0.10252533,100,[-1.059 -0.382 -0.353 -0.748  0.353],1.0335557,1.8897066,-6.1035155e-07,614436,,0.30825326,13400,100.0,0.247022,13.049481,94.740036,134,1.164316,49.84,-24.876137,45.742447,47.57866,37.93682,,0.54701424,-106.16039366652649,1.7619927,145.2015,1.0559852,1671.1706206798553
292.42526,0.10487392,100,[-1.072 -0.372 -0.348 -0.733  0.343],1.0085325,1.2472535,1.9073486e-06,619649,,0.30739275,13500,100.0,0.074311495,16.686462,94.92371,135,1.0380796,52.13,-22.856773,34.3851,34.89202,48.158676,,0.80561614,-106.24927333967764,1.7636675,133.14099,1.0078057,1684.5311625003815
927.6253,0.10445721,100,[-1.08  -0.372 -0.355 -0.733  0.345],1.0290405,1.6918,1.14440915e-07,624713,,0.31130385,13600,100.0,0.20147444,16.648571,94.82167,136,1.2067478,50.64,-22.577736,40.524796,42.945206,39.52919,,0.6512086,-105.79550217031102,1.7714621,141.53316,1.0575749,1695.6185584068298
1308.7037,0.11742217,100,[-1.088 -0.372 -0.345 -0.732  0.352],1.0499665,3.2627869,1.1444092e-06,630305,,0.33122006,13700,100.0,0.35016403,16.302965,95.23222,137,1.2159857,55.92,-25.203232,23.868523,25.795578,39.08737,,0.2803525,-105.34703710290744,1.7549512,124.82842,1.0773317,1709.6845071315765
485.66754,0.09802876,100,[-1.09  -0.361 -0.336 -0.736  0.336],1.0024706,1.3414309,1.2969971e-06,635183,,0.2981485,13800,100.0,0.0923588,17.910427,94.703384,138,1.0340024,48.78,-24.055511,46.504616,46.92733,44.284386,,0.76396406,-104.79442353386438,1.7587718,143.44676,1.0107499,1721.2042796611786
1198.8789,0.10437958,100,[-1.099 -0.361 -0.336 -0.733  0.34 ],1.0605347,1.8850499,2.822876e-06,640100,,0.31658563,13900,100.0,0.2725366,15.637745,94.72766,139,1.4684639,49.17,-23.868675,46.019135,50.47158,40.111275,,0.28277144,-105.03538867745476,1.7594231,150.04333,1.079509,1733.1830937862396
6688.368,0.10382696,100,[-1.118 -0.377 -0.359 -0.731  0.34 ],1.1168154,7.470009,4.959106e-07,644745,,0.3260785,14000,100.0,0.76054937,15.66996,94.48708,140,1.7024198,46.45,-20.675987,56.545692,62.174118,41.258896,,0.22669348,-104.81254251391724,1.7868354,165.59879,1.2411878,1745.4523515701294
1939.5604,0.105773225,100,[-1.161 -0.39  -0.368 -0.724  0.368],1.0607436,3.4733133,1.7547608e-06,649708,,0.3190603,14100,100.0,0.38502285,16.34728,94.74947,141,1.3186185,49.63,-21.702171,44.768646,48.36738,50.07068,,0.4056912,-105.47700479985926,1.8092177,148.07114,1.1106591,1758.7519845962524
11795.079,0.12990601,100,[-1.172 -0.4   -0.375 -0.715  0.39 ],1.2835642,7.8645105,2.822876e-06,654818,,0.39597893,14200,100.0,1.1766697,15.952925,94.862465,142,2.7537682,51.1,-23.11013,39.502747,48.645058,41.350777,,0.080964126,-105.71426803116188,1.8213111,160.56079,1.608655,1771.6412823200226
866.14526,0.10343805,100,[-1.137 -0.385 -0.394 -0.715  0.402],1.0405939,1.7593743,1.1825562e-06,659810,,0.31074637,14300,100.0,0.20818207,17.854944,94.76285,143,1.1635231,49.92,-23.629898,43.120934,45.855164,41.563393,,0.5230262,-105.75953431799512,1.8057475,143.90742,1.048452,1784.1932253837585
1297.0283,0.10904578,100,[-1.157 -0.395 -0.409 -0.716  0.387],1.1029364,2.2102425,7.6293944e-08,664912,,0.32426456,14400,100.0,0.30207315,15.216148,94.81502,144,1.4571165,51.02,-21.320496,40.579277,46.98587,43.03474,,0.2814636,-106.7588335334458,1.7893351,147.80183,1.1314104,1797.5729446411133
1150.163,0.108683005,100,[-1.159 -0.416 -0.408 -0.717  0.37 ],1.0396997,2.395929,-4.7683716e-06,670154,,0.31779212,14500,100.0,0.24933471,16.395723,95.0008,145,1.2052941,52.42,-26.229622,32.456284,35.398956,58.042953,,0.5301852,-104.81904703899784,1.8079004,135.7928,1.0559151,1811.0554625988007
2981.5054,0.09380248,100,[-1.179 -0.407 -0.409 -0.714  0.389],1.0579792,3.222633,7.2479247e-07,674540,,0.30301085,14600,100.0,0.3731951,15.6243925,94.177704,146,1.357882,43.86,-21.673569,72.02856,76.65446,47.652832,,0.22655983,-105.75289020114124,1.7890456,175.00449,1.1458684,1823.4769668579102
2538.5898,0.10649501,100,[-1.186 -0.427 -0.41  -0.709  0.37 ],1.099002,3.5381768,2.0980835e-06,679470,,0.323054,14700,100.0,0.41798478,15.492083,94.708755,147,1.454541,49.3,-21.293304,45.655205,50.540253,47.884197,,0.3606081,-105.77916572892464,1.7747703,152.64182,1.1137772,1836.9346203804016
817.9151,0.1051132,100,[-1.162 -0.44  -0.414 -0.701  0.356],1.0240418,1.6199166,-1.8692017e-06,684595,,0.31112584,14800,100.0,0.1892738,14.347121,94.837105,148,1.1448429,51.25,-24.417648,41.861206,44.019836,32.289192,,0.4587642,-106.67423638360393,1.7762816,140.60504,1.0439572,1849.8397529125214
3740.9644,0.1046681,100,[-1.143 -0.447 -0.407 -0.697  0.357],1.0946578,3.367933,-3.6621093e-06,689339,,0.32434088,14900,100.0,0.45010224,15.6812,94.55818,149,1.5143048,47.44,-23.131966,53.286995,60.24092,45.58468,,0.3090778,-105.35983776525728,1.7948546,162.69939,1.1824497,1863.1264119148254
7720.662,0.10362377,100,[-1.141 -0.45  -0.387 -0.697  0.376],1.1029775,6.881041,-8.010864e-07,693991,,0.3250241,15000,100.0,0.69384325,13.302571,94.397606,150,1.5992137,46.52,-21.210854,59.461548,67.35332,38.236618,,0.31362063,-107.0523836245628,1.8271269,171.3558,1.1834202,1876.350180864334
299.4133,0.1033569,100,[-1.167 -0.457 -0.389 -0.707  0.408],1.0027144,1.3053291,1.9836425e-06,699143,,0.30494532,15100,100.0,0.074045144,16.355455,94.91831,151,1.0163094,51.52,-21.689545,35.36197,35.580833,43.461403,,0.8349082,-105.14449611135808,1.8252786,133.77692,1.0061452,1888.9783990383148
1044.2843,0.10923823,100,[-1.169 -0.455 -0.392 -0.709  0.406],1.0282935,2.3621213,-2.5558472e-06,704454,,0.31699166,15200,100.0,0.24378917,15.577857,95.03616,152,1.1608965,53.11,-24.319054,30.902893,32.453163,43.543144,,0.54027253,-105.25981123376832,1.828757,132.21066,1.0487293,1900.1849505901337
494.2979,0.11195541,100,[-1.167 -0.447 -0.378 -0.702  0.41 ],1.0354006,1.8167802,5.1116945e-06,709964,,0.31815925,15300,100.0,0.2074588,14.302932,95.13275,153,1.1064167,55.1,-27.254837,28.657135,29.853554,32.06561,,0.5106574,-106.54288947712341,1.8254594,126.672226,1.0421002,1914.5115580558777
1323.2246,0.10458114,100,[-1.15  -0.442 -0.375 -0.711  0.407],1.0598772,2.4856274,-2.632141e-06,714939,,0.31492275,15400,100.0,0.29158506,14.303676,94.76422,154,1.2842329,49.75,-24.011818,45.472282,49.91423,33.49487,,0.46566084,-105.36501000212029,1.8300111,148.2093,1.102252,1927.3518557548523
583.7255,0.09909193,100,[-1.163 -0.427 -0.386 -0.712  0.411],1.0199405,1.5528935,4.577637e-06,719816,,0.30145976,15500,100.0,0.1356834,15.459738,94.687996,155,1.1059551,48.77,-23.4655,45.22352,46.683525,49.811996,,0.65942985,-105.14827220970503,1.8183608,146.76863,1.0239196,1940.6826059818268
1319.7753,0.109078676,100,[-1.152 -0.427 -0.382 -0.708  0.399],1.0432781,2.560985,-2.822876e-06,725073,,0.31853622,15600,100.0,0.26604995,18.469755,95.04414,156,1.2874851,52.57,-24.328903,30.563896,32.813248,55.83914,,0.5824184,-103.97959258360659,1.8232588,132.3625,1.0469551,1953.3620851039886
946.71204,0.11384429,100,[-1.156 -0.414 -0.368 -0.705  0.404],1.0588661,1.9168997,-4.196167e-06,730552,,0.32478493,15700,100.0,0.22798486,17.415552,95.12519,157,1.3232789,54.79,-24.54377,24.091438,27.332413,70.44011,,0.5126066,-106.15057316924846,1.842139,129.42603,1.0591811,1965.6943039894104
1363.2618,0.105903074,100,[-1.14  -0.408 -0.363 -0.705  0.423],1.0689533,2.4038715,2.0599366e-06,735553,,0.3181935,15800,100.0,0.3315477,15.794365,94.78108,158,1.3073659,50.01,-25.854881,42.718872,46.58406,42.79949,,0.2958756,-105.49396507268133,1.8251952,147.47844,1.0964408,1978.7518074512482
984.789,0.104526125,100,[-1.132 -0.431 -0.368 -0.705  0.406],1.015635,2.1016037,1.5640259e-06,740658,,0.31003758,15900,100.0,0.20195802,16.13665,94.929146,159,1.1234765,51.05,-25.79721,38.39012,39.513702,33.04742,,0.57943004,-103.90865842301746,1.8369097,136.29436,1.0350033,1992.439216375351
1759.4432,0.11902498,100,[-1.118 -0.422 -0.356 -0.708  0.418],1.1017505,3.1037045,1.0681152e-06,746193,,0.33831093,16000,100.0,0.4013299,15.87506,95.18026,160,1.3719858,55.35,-24.944893,26.828201,32.46676,35.743866,,0.39061445,-105.71134763944875,1.8233094,132.15273,1.1291151,2005.5783331394196
2973.8215,0.11409209,100,[-1.067 -0.426 -0.351 -0.704  0.404],1.0776048,3.8620453,-1.0299683e-06,751457,,0.33331716,16100,100.0,0.46684098,15.433175,95.01971,161,1.4494001,52.64,-24.17894,32.256966,37.113396,40.991203,,0.36306566,-104.76144351825732,1.8495231,139.78784,1.137162,2018.0139346122742
2094.9187,0.1129877,100,[-1.053 -0.428 -0.338 -0.701  0.43 ],1.0567101,4.009446,3.852844e-06,756771,,0.32807907,16200,100.0,0.38401765,17.004751,95.05496,162,1.2824105,53.14,-24.885956,31.364761,34.26439,36.0801,,0.37093693,-104.81944619220133,1.8691396,134.08409,1.111959,2031.51508975029
