EpisodesSoFar,ReturnStepMax,J_sample_variance,MeanD2w0t,MeanEntropy,InitialReturnMin,EpRewMean,ReturnMeanIW,TimeElapsed,TimestepsSoFar,InitialReturnMean,MaxIW,InitialReturnMax,InitialBound,ReturnStepMaxmin,Bound,StdIW,Weights,EmpiricalD2,EpLenMean,EpThisIter,Iteration,MaxD2w0t,MinD2w0t,MeanIW,StdD2w0t,MinIW,InitialReturnStd
16200,100.0,14135.22,0.08664838,1.3575988,-2.176735,-136.52607864796565,262.88495,3528.441343307495,771484,6.5612794e-06,4.399618,6.493019,-76.701096,93.25963,-64.75726,0.64084005,[ 0.873 -0.764  0.222  0.257 -0.048],1.2740073,40.51,100,162,1.3773453,,1.1324048,0.2925691,0.29492092,2.0276065
16300,100.0,2863.964,0.090999484,1.3567024,-2.7173767,-140.15838146444338,224.1263,3548.581515312195,775939,-6.8664554e-07,2.748385,6.6874313,-110.555115,93.70781,-105.53023,0.33973056,[ 0.883 -0.729  0.221  0.259 -0.061],1.1029704,44.55,100,163,1.1328671,,1.0536947,0.29109648,0.5167121,2.183689
16400,100.0,675.09644,0.08332024,1.3594222,-2.7886887,-136.93524190758748,236.33043,3565.857020378113,780078,8.392334e-07,1.420634,5.2770767,-87.51967,93.38318,-84.04823,0.14236225,[ 0.863 -0.736  0.217  0.26  -0.062],1.0247699,41.39,100,164,1.0447066,,1.0235742,0.27736172,0.56441855,1.8541223
16500,100.0,3498.4949,0.08834168,1.3635042,-2.0110092,-139.03885682604644,235.5725,3586.973714828491,784371,-2.2888185e-06,2.3953428,5.458748,-101.09674,93.52254,-94.99144,0.33983466,[ 0.881 -0.741  0.222  0.26  -0.059],1.0932953,42.93,100,165,1.1710265,,1.0647535,0.28838733,0.44626263,1.8649224
16600,100.0,852.4753,0.09270289,1.3586206,-2.3160095,-141.59083497745604,214.88191,3607.3468079566956,788952,3.0517579e-06,1.5874343,6.581253,-109.175705,93.818344,-106.42601,0.18854968,[ 0.863 -0.745  0.216  0.246 -0.055],1.0378858,45.81,100,166,1.0668666,,1.0280026,0.29192516,0.593517,2.2359061
16700,100.0,435.72638,0.08189494,1.3547149,-2.1403046,-136.95091709501526,237.81111,3624.6461052894592,793029,-6.1035157e-06,1.2694405,8.88884,-81.16933,93.281784,-80.37941,0.105987266,[ 0.859 -0.756  0.215  0.252 -0.06 ],1.0096437,40.77,100,167,1.0208088,,1.0063648,0.2748658,0.62557167,1.8024849
16800,100.0,814.9079,0.08710797,1.3586096,-2.1652832,-138.82023381276557,229.7682,3643.8205287456512,797326,-2.7465821e-06,1.6307062,6.146408,-105.09845,93.53874,-101.90178,0.16767804,[ 0.856 -0.749  0.216  0.258 -0.064],1.0300463,42.97,100,168,1.086363,,1.0377797,0.28409353,0.7027453,1.8001013
16900,100.0,2690.625,0.093414865,1.3709184,-2.4047241,-141.44914254845665,220.25993,3664.6410794258118,801880,2.1362305e-06,2.0962195,7.048134,-105.81444,93.78792,-101.57411,0.33221924,[ 0.849 -0.75   0.21   0.259 -0.06 ],1.0758704,45.54,100,169,1.1184769,,1.0569873,0.29516828,0.5058559,1.9343544
17000,100.0,238.37189,0.095424786,1.3650575,-2.4107742,-143.11301987833608,204.41081,3684.5260791778564,806628,-5.340576e-07,1.2081345,5.338951,-126.522095,93.97165,-125.43413,0.09361299,[ 0.861 -0.739  0.209  0.265 -0.048],1.0080608,47.48,100,170,1.0268601,,1.0112014,0.2945896,0.6189098,1.9438827
17100,100.0,168.15616,0.08237319,1.3711075,-2.4395142,-136.5840263711984,235.11366,3703.372735977173,810733,2.5177003e-06,1.2799866,6.6282043,-76.94696,93.345474,-76.09862,0.07026647,[ 0.865 -0.741  0.212  0.269 -0.054],1.005784,41.05,100,171,1.013895,,1.0085744,0.27541876,0.76157093,2.1513498
17200,100.0,2769.3499,0.07924831,1.3584437,-2.2414322,-134.80021446833655,256.07385,3720.945554971695,814611,-1.7089844e-05,1.9265261,7.4924545,-61.241287,93.04796,-57.19153,0.26049548,[ 0.868 -0.741  0.214  0.268 -0.048],1.0627257,38.78,100,172,1.1040772,,1.0339603,0.2733605,0.372774,1.9403502
17300,100.0,972.4167,0.09281908,1.3723336,-2.3183746,-141.55886517602386,217.17657,3742.1349334716797,819178,-2.0217896e-05,1.8892694,6.6503143,-102.405014,93.8008,-99.07269,0.18315054,[ 0.855 -0.745  0.209  0.267 -0.06 ],1.0294809,45.67,100,173,1.0691375,,1.040377,0.2927715,0.60395026,2.0482895
17400,100.0,1145.8633,0.087475166,1.3778356,-2.0498886,-139.460507782237,227.47253,3761.0825431346893,823504,9.155273e-07,1.6580582,5.70739,-98.793686,93.552444,-96.07056,0.19462323,[ 0.853 -0.748  0.206  0.27  -0.046],1.0441934,43.26,100,174,1.056081,,1.0277964,0.2842397,0.61123085,1.7783326
17500,100.0,1655.857,0.08923206,1.3906258,-2.2016525,-140.04800202070254,230.27011,3781.7947294712067,827885,4.196167e-06,2.230541,5.1668854,-103.99034,93.60657,-97.68634,0.24676733,[ 0.845 -0.758  0.205  0.269 -0.041],1.0503709,43.81,100,175,1.0978819,,1.0582572,0.28795707,0.6663552,1.6397139
17600,100.0,545.22064,0.08892369,1.3847114,-2.4360504,-139.8803717856443,222.91214,3800.433883190155,832286,-1.0681152e-06,1.6815386,7.7756424,-110.17024,93.64325,-107.92581,0.12828948,[ 0.82  -0.75   0.201  0.267 -0.028],1.0163579,44.01,100,176,1.0430856,,1.0223076,0.28626537,0.704112,2.0702586
17700,100.0,2437.3127,0.08232435,1.3722924,-2.3064804,-136.22477603632254,248.08221,3818.67249584198,836308,-4.119873e-06,2.2118664,6.117424,-75.01485,93.22601,-71.04788,0.26477054,[ 0.823 -0.748  0.203  0.259 -0.034],1.0565956,40.22,100,177,1.1138725,,1.0504953,0.27839473,0.38362598,1.9887412
17800,100.0,913.56915,0.087756164,1.3712723,-2.0321274,-139.75055245071277,225.67719,3837.405369281769,840658,2.5177003e-06,1.576447,8.324303,-87.65521,93.57469,-85.08621,0.17526884,[ 0.83  -0.744  0.209  0.265 -0.047],1.0356594,43.5,100,178,1.051882,,1.0265312,0.28428933,0.5948256,1.9120916
17900,100.0,977.56995,0.08456242,1.3630939,-2.3184586,-137.82011393993957,234.17036,3857.1819429397583,844842,7.781982e-06,1.5467427,5.7387543,-92.00438,93.41203,-89.92958,0.1743028,[ 0.846 -0.745  0.214  0.267 -0.048],1.0302337,41.84,100,179,1.056204,,1.022458,0.27983084,0.5185753,1.8616884
18000,100.0,1695.9467,0.089979395,1.3652334,-2.559906,-140.178503731745,219.46945,3877.4194140434265,849294,4.043579e-06,1.7738148,6.6379547,-99.43831,93.70267,-97.57449,0.24667971,[ 0.837 -0.753  0.214  0.271 -0.056],1.046462,44.52,100,180,1.0595158,,1.0192585,0.28784382,0.5574687,1.9429935
18100,100.0,10689.491,0.099824294,1.3750575,-2.239029,-142.95867742045803,224.75485,3897.8325021266937,854001,-1.4724731e-05,4.01259,10.432602,-116.274536,93.925705,-106.81702,0.66521937,[ 0.822 -0.757  0.213  0.268 -0.054],1.269739,47.07,100,181,1.3758457,,1.1205952,0.3104849,0.2864821,2.0087872
18200,100.0,1485.8895,0.08949546,1.374113,-2.132759,-140.1938462299951,223.6195,3914.7228710651398,858411,9.384155e-06,1.8267155,7.532913,-98.433136,93.642,-95.99463,0.2377338,[ 0.845 -0.738  0.218  0.264 -0.044],1.047754,44.1,100,182,1.0921521,,1.0321754,0.28776696,0.45668566,1.9184529
18300,100.0,6771.295,0.10303165,1.3700192,-2.7968826,-144.47495212372,210.42203,3935.542778491974,863320,5.264282e-06,4.366178,9.811562,-130.3577,94.11388,-124.06949,0.5223589,[ 0.836 -0.748  0.217  0.273 -0.045],1.1587926,49.09,100,183,1.3085251,,1.0950875,0.31262088,0.33621162,2.3132682
18400,100.0,537.98737,0.089329824,1.380152,-2.158371,-140.23277375951835,222.867,3956.4570519924164,867743,2.3651123e-06,1.5521997,6.8449326,-109.91,93.658936,-106.78775,0.13253395,[ 0.823 -0.766  0.214  0.258 -0.049],1.0177432,44.23,100,184,1.0566554,,1.029374,0.28676912,0.69723296,1.9978944
18500,100.0,1147.8119,0.09698986,1.376209,-2.3610382,-143.63962429512867,205.1527,3975.288332462311,872537,-4.5013426e-06,1.9420135,8.533485,-125.07599,94.00752,-122.432846,0.22852682,[ 0.834 -0.771  0.216  0.262 -0.039],1.0477223,47.94,100,185,1.071837,,1.0302995,0.29785624,0.59147984,2.2848334
18600,100.0,236.00337,0.08950961,1.367904,-2.157608,-140.49453270116683,218.86581,3995.778118610382,876987,-9.460449e-06,1.2797844,4.7636337,-102.481476,93.68564,-101.10904,0.08854167,[ 0.821 -0.775  0.212  0.263 -0.043],1.0083709,44.5,100,186,1.0252254,,1.0142491,0.2863713,0.7438996,1.6526531
18700,100.0,700.4005,0.09009916,1.3712697,-2.1603088,-140.40291948358015,222.42972,4014.450650215149,881434,5.1116945e-06,1.4938035,6.3479614,-105.53967,93.6855,-102.263214,0.15249588,[ 0.82  -0.772  0.21   0.266 -0.051],1.0259242,44.47,100,187,1.0806127,,1.0312986,0.28839687,0.5979582,1.9208633
18800,100.0,19851.58,0.10461299,1.363105,-2.1868744,-143.32495681364506,235.24628,4035.872488975525,886163,6.6375733e-06,7.3512373,6.7978363,-125.65274,93.93846,-112.01959,0.95683223,[ 0.814 -0.78   0.213  0.276 -0.048],1.453106,47.29,100,188,1.7257551,,1.1971388,0.32618952,0.1656199,1.9829215
18900,100.0,504.14078,0.09213541,1.3634608,-2.4434052,-141.41821688221194,213.60925,4055.361882686615,890736,-3.8146973e-07,1.4432356,9.082108,-112.600174,93.81508,-110.44388,0.13792942,[ 0.793 -0.808  0.204  0.274 -0.056],1.023204,45.73,100,189,1.0401888,,1.020374,0.2903952,0.72986484,2.3379643
19000,100.0,189.41673,0.09596588,1.3552334,-2.3546524,-143.43684120116143,204.98402,4076.61892080307,895502,-4.7302246e-06,1.2959013,5.987236,-122.5182,93.980835,-120.76729,0.08063791,[ 0.795 -0.797  0.204  0.268 -0.055],1.0102447,47.66,100,190,1.0333985,,1.0188392,0.29565457,0.7954099,2.169691
19100,100.0,1453.4128,0.08548174,1.3557017,-2.63797,-137.67899713748503,231.64879,4096.186626434326,899723,5.645752e-06,1.5579947,7.14032,-82.96567,93.47647,-80.803116,0.2104574,[ 0.797 -0.798  0.203  0.263 -0.064],1.0395569,42.21,100,191,1.0706754,,1.0202729,0.28154224,0.5538736,2.2903078
19200,100.0,664.13275,0.0896102,1.3574806,-2.2760544,-140.10710813881096,223.83386,4113.330396413803,904145,-9.9182125e-06,1.5558302,9.194061,-104.985245,93.66318,-101.50702,0.14190333,[ 0.808 -0.792  0.205  0.256 -0.063],1.0222636,44.22,100,192,1.0766546,,1.0332279,0.28773484,0.536136,2.2574644
19300,100.0,250.14314,0.09578752,1.350851,-2.0187988,-143.92907103878662,204.1632,4135.522028207779,908912,6.3323973e-06,1.2997897,8.980095,-116.681335,93.954315,-115.75749,0.09534226,[ 0.809 -0.804  0.209  0.268 -0.061],1.0071592,47.67,100,193,1.0244361,,1.0124203,0.2950524,0.7413101,1.9043019
19400,100.0,2182.4783,0.10159933,1.3684251,-2.501587,-144.77764216499233,210.59105,4157.540729522705,913815,-1.083374e-05,2.17406,6.1019287,-129.97298,94.09433,-122.85149,0.28975344,[ 0.809 -0.798  0.206  0.269 -0.068],1.0631855,49.03,100,194,1.147949,,1.0887616,0.3082314,0.5225917,1.8318202
19500,100.0,252.19002,0.09638638,1.3703904,-2.3108444,-143.8797138557672,201.40947,4177.654277801514,918620,1.121521e-05,1.4104142,8.26886,-127.58104,94.011246,-126.95317,0.09884333,[ 0.798 -0.795  0.203  0.257 -0.05 ],1.0087883,48.05,100,195,1.0175822,,1.0067719,0.29559296,0.76083857,2.0998194
19600,100.0,837.9152,0.09522341,1.3749889,-2.1167603,-143.21667528169436,207.62483,4197.894328594208,923337,1.1444092e-06,1.6097347,7.1542206,-118.64554,93.92764,-116.883255,0.18547864,[ 0.802 -0.789  0.202  0.258 -0.048],1.0343994,47.17,100,196,1.0462524,,1.018081,0.29506853,0.5948999,2.0602365
19700,100.0,6077.1665,0.098579094,1.3770084,-2.5040817,-142.74808560408945,221.88406,4219.04883480072,928031,6.1798096e-06,4.097124,5.919464,-109.94591,93.91785,-101.476135,0.46019256,[ 0.812 -0.784  0.203  0.263 -0.044],1.1672382,46.94,100,197,1.3350966,,1.0979822,0.30666566,0.34595925,2.2129102
19800,100.0,386.4266,0.08868648,1.3703792,-2.205658,-139.9587411708322,221.81982,4237.2454426288605,932432,-8.544922e-06,1.3279129,6.1204453,-109.66873,93.63968,-108.11798,0.10502462,[ 0.823 -0.766  0.209  0.279 -0.042],1.0101011,44.01,100,198,1.0311654,,1.0179782,0.28548366,0.6807139,1.9621294
19900,100.0,3246.2454,0.09419127,1.3809173,-2.440033,-141.13081123138966,225.69444,4257.052103757858,936978,3.890991e-06,2.2702203,5.9820557,-106.63687,93.790985,-98.80849,0.35252297,[ 0.822 -0.766  0.209  0.288 -0.048],1.1354387,45.46,100,199,1.1709446,,1.0880983,0.29803082,0.52697015,1.9942405
20000,100.0,3025.7178,0.092935726,1.367009,-2.2928543,-140.6989461004002,229.37566,4277.552357912064,941455,1.2207031e-06,2.2253568,6.8559647,-107.7491,93.714584,-100.73442,0.3093145,[ 0.812 -0.787  0.208  0.285 -0.038],1.0787615,44.77,100,200,1.1609453,,1.0781201,0.2964974,0.3910964,1.9934942
20100,100.0,387.03076,0.08510771,1.3747811,-2.2157288,-138.11658579192718,231.723,4296.368606805801,945675,-4.348755e-06,1.446006,7.9338455,-92.80025,93.45419,-90.6729,0.09832299,[ 0.816 -0.778  0.214  0.299 -0.052],1.0119159,42.2,100,201,1.0335639,,1.0203662,0.28033414,0.78894967,2.1882987
20200,100.0,2197.7988,0.09916521,1.3771303,-2.1917877,-144.50501494456708,208.79684,4316.938403606415,950515,5.7983398e-06,2.2585506,6.682678,-129.07132,94.02872,-123.54953,0.30104604,[ 0.813 -0.777  0.212  0.307 -0.044],1.0992637,48.4,100,202,1.1484356,,1.0549967,0.30306384,0.5084312,1.9348861
20300,100.0,414.43292,0.092688225,1.3737928,-2.310196,-142.09375756277686,213.8947,4337.120880842209,955105,5.1879883e-06,1.4365114,6.9216995,-110.17177,93.80855,-108.08647,0.113191366,[ 0.799 -0.786  0.206  0.306 -0.042],1.0151143,45.9,100,203,1.0503688,,1.0225245,0.29156226,0.6775639,1.9141078
20400,100.0,239.23398,0.09235556,1.3778358,-2.326004,-141.93001350940978,210.357,4356.6627452373505,959710,-6.3323973e-06,1.2606385,7.0148163,-111.08717,93.83583,-110.10138,0.09051577,[ 0.803 -0.785  0.205  0.317 -0.045],1.0068187,46.05,100,204,1.016043,,1.0098614,0.2899778,0.6878245,2.058294
20500,100.0,1521.7705,0.08691576,1.3819,-2.5168076,-138.54966570091608,231.848,4376.290118932724,963985,-6.027222e-06,1.749017,5.3111877,-85.77919,93.51814,-82.0508,0.22588028,[ 0.812 -0.789  0.208  0.318 -0.041],1.0575595,42.75,100,205,1.0878844,,1.0411797,0.2843153,0.4678275,2.054904
20600,100.0,1999.6162,0.09089795,1.3728583,-2.0791702,-140.71477764043135,225.43387,4396.172766208649,968431,1.4038086e-05,2.038192,5.526024,-102.65636,93.670044,-98.355225,0.27356255,[ 0.827 -0.781  0.209  0.311 -0.037],1.0715877,44.46,100,206,1.1133121,,1.0500023,0.29100975,0.50993454,1.7938682
20700,100.0,1234.7827,0.09731293,1.3767751,-2.459694,-143.4788512650703,209.74211,4415.235324621201,973208,-2.5939942e-06,2.0738244,5.0046387,-118.72926,93.992935,-113.87163,0.23136899,[ 0.818 -0.795  0.208  0.319 -0.046],1.0464771,47.77,100,207,1.1088529,,1.0493834,0.29946336,0.58643115,1.9170406
20800,100.0,315.03043,0.09918787,1.3737594,-2.148758,-145.230245612684,200.234,4436.577450275421,978129,-4.577637e-06,1.3947219,7.019249,-131.21791,94.097534,-128.18208,0.11794289,[ 0.818 -0.775  0.203  0.31  -0.042],1.0140082,49.21,100,208,1.0380638,,1.0282395,0.3002083,0.6767136,1.9868771
20900,100.0,1115.0214,0.09593384,1.3758857,-2.485756,-142.9230185655171,210.7893,4456.678563833237,982854,-3.890991e-06,1.7722535,6.02153,-120.27553,93.95035,-115.45596,0.21915084,[ 0.806 -0.769  0.2    0.319 -0.045],1.0560776,47.25,100,209,1.0939014,,1.043396,0.29702318,0.560207,2.004099
21000,100.0,750.4869,0.09234662,1.3808483,-2.1386032,-141.66087049916362,217.15492,4477.09742307663,987412,-3.2806397e-06,1.5227288,5.348915,-105.171326,93.78407,-101.909805,0.1655538,[ 0.824 -0.77   0.207  0.323 -0.043],1.0328238,45.58,100,210,1.0687149,,1.0359187,0.29161328,0.6750595,1.9528848
21100,100.0,313.90536,0.09509956,1.3829979,-2.2963028,-143.39520940964047,204.71843,4496.978725671768,992151,-7.6293944e-08,1.3204701,5.754242,-122.250824,93.94829,-121.36253,0.11729806,[ 0.822 -0.784  0.209  0.332 -0.038],1.0141311,47.39,100,211,1.0208968,,1.0096898,0.29388854,0.68903005,1.7815077
21200,100.0,992.8993,0.09168455,1.3838985,-2.0795975,-141.32478969940513,217.97107,4516.080817222595,996677,-4.196167e-06,1.7220514,6.671852,-110.59177,93.754974,-107.878296,0.17515752,[ 0.832 -0.783  0.211  0.332 -0.036],1.0212629,45.26,100,212,1.043575,,1.0295103,0.29063877,0.75591415,2.0574749
21300,100.0,769.81146,0.09027592,1.3799863,-2.1193695,-140.7389739821771,219.51335,4534.506889104843,1001147,-2.670288e-06,1.7462679,5.688713,-99.10657,93.70296,-96.84703,0.15983804,[ 0.821 -0.773  0.204  0.321 -0.035],1.029331,44.7,100,213,1.0484124,,1.02285,0.2881503,0.70167667,1.8628864
21400,100.0,357.91922,0.08303661,1.3701739,-2.7541504,-136.73108115353156,237.61574,4552.7342047691345,1005260,-4.119873e-06,1.5801135,7.2669525,-84.38229,93.35127,-82.06477,0.111061886,[ 0.824 -0.759  0.202  0.325 -0.039],1.0141064,41.13,100,214,1.0516839,,1.0232275,0.27736935,0.7235878,2.1919594
21500,100.0,370.60724,0.08842923,1.3750583,-1.9439163,-140.33000359782127,223.94608,4571.383849859238,1009645,-3.8146973e-06,1.3615699,4.971367,-101.16983,93.59955,-99.002655,0.10164561,[ 0.819 -0.762  0.204  0.331 -0.049],1.0136889,43.85,100,215,1.0312613,,1.021295,0.2852058,0.7603467,1.6229669
21600,100.0,1782.8639,0.09129582,1.3808156,-2.3967743,-140.9699503452038,219.07898,4589.473920583725,1014146,3.8146973e-07,1.9025905,4.7053986,-109.007355,93.73605,-106.43182,0.2471052,[ 0.826 -0.763  0.206  0.342 -0.044],1.0595665,45.01,100,216,1.0747948,,1.0311997,0.29032084,0.5530601,1.8054136
21700,100.0,316.37164,0.0919954,1.3762437,-2.749237,-141.22943928938946,213.40425,4611.329407215118,1018718,2.2125244e-06,1.2419326,4.9134445,-109.57834,93.82199,-107.36656,0.10748374,[ 0.843 -0.758  0.207  0.344 -0.038],1.0115628,45.72,100,217,1.0352594,,1.018018,0.28999844,0.7312142,1.978724
21800,100.0,1208.5396,0.099936955,1.3865347,-1.8280563,-145.5969288155622,201.98824,4632.15718960762,1023639,-9.918213e-07,2.5617256,5.240494,-124.47337,94.08263,-121.55385,0.25048703,[ 0.856 -0.767  0.213  0.345 -0.043],1.0430841,49.21,100,218,1.083746,,1.0398444,0.30251762,0.5699302,1.6968927
21900,100.0,2429.7158,0.09006203,1.3947471,-2.3807678,-139.53058727167144,228.40437,4652.390820264816,1028023,1.586914e-05,1.8860232,6.403816,-97.354614,93.63455,-92.97926,0.26735157,[ 0.851 -0.778  0.212  0.35  -0.033],1.061094,43.84,100,219,1.1321254,,1.0507822,0.29060537,0.51176494,2.1952443
22000,100.0,279.5022,0.10174127,1.39861,-2.5926971,-146.3695780596158,192.00156,4672.576746940613,1033087,8.392334e-07,1.3571681,7.8103104,-130.90372,94.21921,-129.65323,0.112282716,[ 0.851 -0.794  0.212  0.336 -0.024],1.0137954,50.64,100,220,1.0202632,,1.0126983,0.3030921,0.752794,2.0195343
22100,100.0,2923.8662,0.09326875,1.3808123,-2.1834793,-141.03928565888077,229.31526,4691.634840011597,1037572,-2.4414062e-06,2.3868499,7.1373444,-99.26895,93.70752,-92.52525,0.32092255,[ 0.851 -0.784  0.211  0.338 -0.02 ],1.08387,44.85,100,221,1.1761949,,1.083419,0.29730108,0.33107904,1.9223689
22200,100.0,535.6811,0.08405973,1.3722899,-2.366043,-137.67451142042407,236.05417,4711.719499826431,1041736,3.2806397e-06,1.5744463,4.4676666,-83.732925,93.3837,-80.74756,0.12662011,[ 0.839 -0.791  0.211  0.355 -0.038],1.0192502,41.64,100,222,1.0590184,,1.0273991,0.2789221,0.7046146,1.8259783
22300,100.0,450.71286,0.09371341,1.3664382,-2.2049103,-142.65604832674137,209.72504,4730.317705631256,1046393,-4.8828124e-06,1.4102557,7.6591797,-113.57649,93.873474,-111.9386,0.1289168,[ 0.851 -0.792  0.21   0.355 -0.047],1.0176121,46.57,100,223,1.0293304,,1.0177379,0.29243147,0.69876564,1.9446224
22400,100.0,803.732,0.0899107,1.355421,-2.098442,-140.66027407056976,221.79022,4751.216838359833,1050833,7.6293946e-07,1.5177552,4.7954865,-100.512436,93.663956,-98.38513,0.15609957,[ 0.85  -0.803  0.211  0.356 -0.052],1.019775,44.4,100,224,1.044647,,1.0275049,0.2880059,0.7090324,1.8309714
22500,100.0,1294.5289,0.08808866,1.3515033,-2.2035599,-139.48642580254037,229.20644,4770.705091953278,1055162,8.392334e-07,1.7525036,6.4073257,-95.07753,93.555725,-91.97243,0.21072336,[ 0.848 -0.802  0.21   0.347 -0.064],1.0375168,43.29,100,225,1.0870326,,1.0385592,0.2861441,0.5542779,1.7282667
22600,100.0,4656.636,0.082045995,1.3552881,-2.1344376,-135.7616332815055,256.00006,4789.026252508163,1059127,6.713867e-06,2.4350162,4.549164,-67.38736,93.1478,-60.509796,0.36952305,[ 0.846 -0.81   0.205  0.353 -0.068],1.1269794,39.65,100,226,1.1938442,,1.0671365,0.27976316,0.42776352,1.8159664
22700,100.0,287.32877,0.09968926,1.3468953,-2.2230453,-145.56370668494964,197.49184,4808.410549402237,1064079,3.8146973e-06,1.3949766,5.8866196,-130.0949,94.12102,-128.44829,0.12085783,[ 0.832 -0.825  0.201  0.361 -0.064],1.0161036,49.52,100,227,1.03276,,1.0200671,0.30068254,0.63926053,1.9335225
22800,100.0,266.85535,0.096265085,1.3437647,-2.2144089,-143.93764092862827,203.48772,4827.836581230164,1068868,-4.577637e-06,1.4431753,7.55838,-121.665665,93.988815,-120.351364,0.097856954,[ 0.839 -0.824  0.202  0.361 -0.072],1.0079803,47.89,100,228,1.0277123,,1.011942,0.29579473,0.79657483,2.081609
22900,100.0,505.356,0.09983256,1.3483715,-2.1026535,-145.766217588858,198.52463,4850.792679786682,1073817,-1.4495849e-06,1.5615579,7.1544113,-126.74921,94.10925,-124.83609,0.14802812,[ 0.824 -0.807  0.201  0.361 -0.075],1.0233014,49.49,100,229,1.0425384,,1.0236554,0.3012122,0.7178785,1.9999577
23000,100.0,18959.57,0.10298165,1.3417965,-1.814621,-143.46178163663805,234.77202,4871.289970397949,1078515,-6.027222e-06,6.124345,5.5939484,-111.20738,93.89264,-98.54201,0.8859833,[ 0.823 -0.82   0.203  0.368 -0.071],1.424155,46.98,100,230,1.577773,,1.1906348,0.32177243,0.124380164,1.5743526
23100,100.0,818.34454,0.096022904,1.343705,-2.1595001,-143.6822448091209,206.228,4892.006245613098,1083271,1.4572143e-05,1.6499423,6.397354,-119.47928,93.957855,-117.55289,0.19251218,[ 0.789 -0.834  0.196  0.354 -0.077],1.0322618,47.56,100,231,1.0473703,,1.0232941,0.29618126,0.6703939,1.9482216
23200,100.0,239.73062,0.09960035,1.3444641,-2.1362152,-145.6683205395474,197.51306,4913.282152175903,1088218,7.858276e-06,1.3739524,5.668968,-122.97966,94.11084,-121.60745,0.09626595,[ 0.778 -0.84   0.195  0.35  -0.075],1.0107067,49.47,100,232,1.0307177,,1.0157036,0.30059654,0.7019117,1.9033568
23300,100.0,2451.9656,0.09714453,1.3488413,-2.5192795,-143.39265531166808,211.30347,4932.714544534683,1092970,-6.866455e-06,2.3783333,6.248947,-123.47771,93.96495,-118.41986,0.32065782,[ 0.776 -0.842  0.195  0.36  -0.075],1.091773,47.52,100,233,1.1319066,,1.0562134,0.29988575,0.57868016,2.102157
23400,100.0,284.05518,0.094775625,1.3496567,-1.9570847,-143.56499765237504,206.87733,4953.585124969482,1097686,-1.6021728e-06,1.3535471,8.066063,-122.38066,93.911575,-121.18907,0.097660206,[ 0.758 -0.848  0.191  0.358 -0.07 ],1.0096089,47.16,100,234,1.0221016,,1.0132543,0.2936818,0.79994565,1.9773473
23500,100.0,137.39285,0.09378156,1.3508072,-2.1767883,-142.90448545810014,208.18144,4971.830057382584,1102359,-7.93457e-06,1.4583733,7.351486,-118.79094,93.88382,-117.71159,0.07110128,[ 0.759 -0.843  0.192  0.351 -0.069],1.0062326,46.73,100,235,1.0332243,,1.0101721,0.2920734,0.8092462,1.859583
23600,100.0,399.56088,0.110824496,1.3508043,-2.4416046,-150.83483871813388,177.18144,4994.251720905304,1107863,-2.9754638e-06,1.5768585,6.3517914,-147.4879,94.476555,-146.46489,0.14909288,[ 0.752 -0.842  0.193  0.354 -0.068],1.0193814,55.04,100,236,1.0364982,,1.0153456,0.31510964,0.66507655,2.0750933
23700,100.0,439.2873,0.09726759,1.3603021,-2.184204,-144.32786431580365,203.99672,5014.450255393982,1112682,-2.670288e-06,1.4411278,6.3878555,-129.0274,94.007576,-127.02623,0.12809783,[ 0.758 -0.835  0.193  0.348 -0.068],1.0158546,48.19,100,237,1.048478,,1.021304,0.29784256,0.68528306,1.9904591
23800,100.0,1068.8287,0.09148922,1.35741,-2.3179245,-141.36511870090905,219.12445,5032.79717707634,1117202,-3.0517577e-07,1.8268514,5.5871735,-109.95131,93.7449,-106.277954,0.18385966,[ 0.762 -0.835  0.194  0.354 -0.059],1.0403748,45.2,100,238,1.0692656,,1.0299052,0.29022762,0.6230257,1.9232036
23900,100.0,125.37289,0.10696789,1.3524975,-2.2330017,-149.09813809985863,183.5167,5054.8422310352325,1122520,1.1444092e-06,1.3043013,5.7970886,-142.46765,94.3927,-141.14313,0.07878165,[ 0.763 -0.82   0.195  0.358 -0.062],1.0082383,53.18,100,239,1.0265335,,1.0149117,0.31005302,0.7061607,1.9515254
24000,100.0,816.56036,0.091035284,1.3513376,-2.426941,-140.71975478797992,219.40298,5075.0423402786255,1127013,-7.019043e-06,1.7149155,5.067978,-111.60982,93.73604,-108.72427,0.16690429,[ 0.755 -0.816  0.194  0.364 -0.066],1.0249273,44.93,100,240,1.0480928,,1.0299064,0.28975227,0.6896664,1.9559298
24100,100.0,177.42519,0.102683455,1.3447989,-2.3683167,-146.800859059452,190.45163,5098.377320051193,1132120,-5.645752e-06,1.1977093,6.6675186,-140.86102,94.25099,-139.80234,0.08828686,[ 0.761 -0.817  0.199  0.375 -0.068],1.0085411,51.07,100,241,1.0285407,,1.0132214,0.30445206,0.783859,2.180369
24200,100.0,224.03381,0.103821464,1.344808,-2.328354,-147.61388853094192,188.52518,5118.106298685074,1137285,-1.3732911e-06,1.3396695,6.0032196,-136.29146,94.28407,-135.22736,0.09248629,[ 0.765 -0.817  0.2    0.38  -0.074],1.0078737,51.65,100,242,1.0247164,,1.0129234,0.3058961,0.7024989,2.0842721
