EpRewMean,MaxIW,MinD2w0t,MeanD2w0t,EmpiricalD2,TimestepsSoFar,Iteration,StdD2w0t,InitialBound,MaxD2w0t,MeanEntropy,ReturnStepMax,Bound,Weights,InitialReturnMin,EpLenMean,InitialReturnStd,InitialReturnMax,TimeElapsed,EpThisIter,MinIW,J_sample_variance,MeanIW,ReturnMeanIW,StdIW,InitialReturnMean,ReturnStepMaxmin,EpisodesSoFar
-103.58721223296052,12.8243885,,0.41904703,9.262812,384717,83,3.7242265,-73.78425,204.44035,0.34743372,100.0,-62.380302,[-0.867 -1.196 -0.671 -1.145 -1.045],-94.66143,42.32,14.260581,-30.909824,1446.4649953842163,100,0.0021076305,7570.4907,0.8035361,-56.45997,1.2576292,-71.509094,99.00001,8300
-102.5518847384642,87.21498,,1.3202019,109.73874,389436,84,15.79515,-70.233604,1265.9324,0.3487842,100.0,-48.44818,[-0.872 -1.179 -0.641 -1.134 -1.071],-92.72545,47.19,15.301967,-10.615717,1465.5532932281494,100,0.00010384995,3926.9426,0.5335715,-36.132248,1.194794,-67.872116,99.0,8400
-103.21460323176147,12.694129,,0.5585918,9.717888,394046,85,2.3856876,-71.45012,30.24549,0.3481176,100.0,-63.38247,[-0.878 -1.19  -0.64  -1.113 -1.07 ],-92.67348,46.1,16.186762,-14.10894,1483.896404504776,100,0.004739165,9925.298,0.8049376,-57.59505,1.4845176,-69.116066,99.0,8500
-103.2025594961974,3.8636236,,0.11480722,1.2158905,398996,86,0.34942675,-69.1084,1.6047792,0.3392002,100.0,-65.993576,[-0.883 -1.174 -0.66  -1.101 -1.071],-93.39864,49.5,15.2142,-18.24396,1502.3072197437286,100,0.15333374,827.8777,0.9410199,-63.516644,0.44264454,-66.8168,99.0,8600
-101.97154756361418,11.055535,,0.78561234,20.48018,403564,87,4.0447216,-70.4481,101.34565,0.34227958,100.0,-52.67078,[-0.872 -1.172 -0.66  -1.096 -1.08 ],-93.545456,45.68,15.319274,-30.822882,1518.4601092338562,100,0.005092619,4137.1304,0.6207766,-44.346893,1.0214674,-68.15773,99.0,8700
-102.96103144662216,12.223613,,1.3030111,76.50573,408512,88,10.492952,-69.392914,1023.1649,0.3325214,100.0,-45.544262,[-0.87  -1.174 -0.67  -1.073 -1.077],-92.84706,49.48,15.1774,-19.432499,1535.6233131885529,100,0.00030137683,5121.261,0.51127523,-36.241306,1.0945624,-67.04678,99.0,8800
-103.79734701129911,24.563457,,1.4674734,127.36778,412935,89,16.883835,-72.50373,1006.18994,0.33178863,100.0,-52.52751,[-0.853 -1.156 -0.682 -1.073 -1.086],-93.042404,44.23,13.3111515,-42.823277,1550.5411822795868,100,0.00019716787,5206.269,0.5867601,-41.001556,1.1810417,-70.283394,99.0,8900
-105.315828667923,5.0478125,,0.24555902,3.5732348,417315,90,1.6410697,-74.1883,48.313652,0.30624366,100.0,-63.506546,[-0.861 -1.164 -0.682 -1.05  -1.087],-93.42953,43.8,13.97198,-30.809464,1567.713403224945,100,0.011504222,1976.8188,0.7660602,-57.75841,0.68357253,-71.818665,99.0,9000
-103.7208038760886,18.853363,,1.24031,121.752716,421740,91,15.858816,-72.9489,1826.7609,0.31468934,100.0,-54.21555,[-0.879 -1.122 -0.663 -1.028 -1.113],-94.730804,44.25,15.133721,-28.226635,1587.2274746894836,100,0.00011243772,8707.954,0.65227133,-43.50393,1.4036695,-70.63656,99.0,9100
-103.19802641064751,13.223297,,1.3316603,102.07182,426330,92,13.390973,-71.13987,773.52026,0.31432468,100.0,-41.557793,[-0.903 -1.126 -0.651 -1.013 -1.104],-93.24676,45.9,13.7726345,-42.510464,1605.2446775436401,100,0.00028476046,1821.9104,0.42763478,-31.26842,0.6779899,-68.907074,99.0,9200
-105.14509628072904,17.811722,,0.9458829,27.967419,431010,93,6.698475,-71.90849,419.0707,0.3126281,100.0,-53.62905,[-0.905 -1.135 -0.646 -0.993 -1.105],-90.14982,46.8,13.058302,-31.913767,1621.7230412960052,100,0.0015053279,6427.6553,0.66100687,-44.438076,1.4702743,-69.58864,99.0,9300
-103.29830897148857,11.073452,,0.8976097,61.6394,435561,94,11.316621,-71.37026,1242.0214,0.30275917,100.0,-47.109707,[-0.915 -1.142 -0.626 -0.997 -1.106],-92.86974,45.51,13.730211,-36.648605,1637.3517627716064,100,0.0002491409,4953.73,0.5442679,-36.923454,1.1149666,-69.07654,99.00001,9400
-102.34490107636135,12.016231,,1.103195,67.45789,440147,95,10.214848,-70.45304,485.1598,0.30245924,100.0,-54.26715,[-0.908 -1.138 -0.638 -1.014 -1.116],-91.830025,45.86,14.352017,-29.974827,1654.0062680244446,100,0.0003874624,4424.352,0.6381866,-44.993713,1.0647879,-68.19497,99.0,9500
-103.07394537715788,7.236368,,0.8217832,14.521756,444959,96,4.2901373,-69.557594,87.378075,0.29538423,100.0,-55.925774,[-0.904 -1.123 -0.634 -1.029 -1.116],-92.7839,48.12,13.855517,-31.32903,1669.6181333065033,100,0.0010477111,3133.709,0.6441999,-48.206604,0.78611815,-67.264206,99.0,9600
-105.80194209269985,7.7081747,,0.5607607,11.706222,449448,97,3.5984454,-73.63086,120.79848,0.29614905,100.0,-59.060345,[-0.909 -1.12  -0.619 -1.046 -1.124],-93.717094,44.89,12.565189,-45.044304,1685.2681295871735,100,0.001404732,5062.9434,0.70532084,-52.448406,0.98741865,-71.34173,99.0,9700
-105.2453264259859,10.113367,,1.177685,65.285965,454052,98,10.929089,-72.59273,638.111,0.2926347,100.0,-54.539864,[-0.91  -1.12  -0.642 -1.045 -1.123],-94.43715,46.04,13.10578,-31.046238,1702.3890268802643,100,0.0013222608,3549.8994,0.58013666,-44.099663,0.8592799,-70.26062,99.0,9800
-103.19896155274024,11.258368,,1.5564903,138.58945,458884,99,15.872748,-69.96174,1064.1764,0.28686577,100.0,-40.370045,[-0.914 -1.136 -0.652 -1.028 -1.126],-91.546646,48.32,14.289373,-36.46192,1717.841608285904,100,0.00036339642,2927.483,0.40962967,-28.995314,0.76698065,-67.6899,99.0,9900
-103.41728747956435,10.21636,,0.869444,36.148136,463265,100,5.308401,-72.80219,192.91626,0.28197524,100.0,-54.641582,[-0.905 -1.131 -0.662 -1.048 -1.132],-93.1871,43.81,14.820376,-33.63226,1733.1235382556915,100,0.0005492656,6576.1504,0.6453222,-46.407684,1.2271078,-70.54155,99.0,10000
-103.93324934540307,13.630195,,0.6207456,34.810776,467578,101,4.0774918,-73.47413,165.44656,0.2786844,100.0,-53.607117,[-0.912 -1.133 -0.684 -1.065 -1.137],-94.267914,43.13,14.261907,-33.8099,1747.8519368171692,100,0.0015093508,6202.5933,0.6085964,-46.08249,1.0376903,-71.19137,99.0,10100
-104.00229714672533,5.715249,,0.1012458,1.2659497,471884,102,0.33150107,-73.81123,1.533627,0.27017802,100.0,-70.2376,[-0.897 -1.132 -0.677 -1.09  -1.14 ],-94.099014,43.06,14.568553,-38.832153,1766.5829968452454,100,0.22546402,1512.1886,0.9515495,-67.75598,0.6058008,-71.53781,99.0,10200
-101.80821211512394,5.524048,,0.77776545,10.788444,476390,103,3.8234072,-71.26139,38.644638,0.27181435,100.0,-54.424187,[-0.893 -1.137 -0.67  -1.092 -1.149],-94.45134,45.06,16.378447,-21.9492,1786.5197639465332,100,0.0020035077,2219.2136,0.611042,-47.115063,0.7549867,-68.959145,99.0,10300
-101.9031091263805,14.499521,,0.6588054,19.731699,481014,104,3.8014166,-70.506355,175.15518,0.26334184,100.0,-53.090996,[-0.872 -1.124 -0.676 -1.074 -1.147],-91.91404,46.24,16.918468,-14.339153,1804.3811790943146,100,0.0023340192,11338.109,0.6586633,-45.45901,1.462061,-68.20957,99.0,10400
-102.50065732203184,11.532201,,1.1310934,52.769238,485727,105,8.950042,-70.38996,381.02914,0.2654729,100.0,-48.156982,[-0.868 -1.114 -0.652 -1.055 -1.156],-92.64818,47.13,16.41637,-12.067154,1821.8526961803436,100,0.001197723,4126.5547,0.5186758,-38.587425,0.83842117,-68.075836,99.0,10500
-102.82275985494218,9.746738,,0.98211485,65.007996,490246,106,8.940625,-71.40954,749.16296,0.2670543,100.0,-52.00886,[-0.87  -1.105 -0.649 -1.074 -1.153],-94.69473,45.19,14.859752,-38.98316,1837.4562900066376,100,0.00022264221,5514.7334,0.60246366,-42.795135,1.1004112,-69.17313,99.0,10600
-103.84376029105516,1.7536685,,0.09085279,1.0595227,494638,107,0.29290864,-73.01056,1.1440601,0.25218922,100.0,-68.95757,[-0.871 -1.104 -0.663 -1.095 -1.152],-93.94842,43.92,15.138779,-27.748547,1855.6195464134216,100,0.4371895,410.28143,0.94430834,-66.6135,0.22220217,-70.71441,99.0,10700
-103.00635555287978,21.001379,,0.6877001,36.249435,498660,108,6.432992,-75.22816,277.38773,0.25284714,100.0,-59.575558,[-0.879 -1.106 -0.664 -1.096 -1.167],-94.02913,40.22,16.13504,-31.172499,1870.032098531723,100,0.0027027177,8404.723,0.7004845,-52.09496,1.3627602,-72.94092,99.00001,10800
-102.97894308340302,21.557608,,0.63448983,24.838524,503322,109,3.4514482,-71.055084,134.61786,0.24625404,100.0,-60.790676,[-0.877 -1.128 -0.67  -1.088 -1.166],-91.43861,46.62,15.463701,-12.423944,1889.0815014839172,100,0.0026193452,14142.178,0.85302687,-53.694153,1.6479173,-68.683754,99.0,10900
-103.55368170969032,18.870401,,0.7747045,17.819202,507533,110,5.8242636,-74.36795,481.67148,0.24466738,100.0,-63.030785,[-0.906 -1.154 -0.672 -1.098 -1.173],-94.99222,42.11,15.984865,-19.233074,1904.3159348964691,100,0.0008284169,5668.243,0.79830366,-54.841663,1.2999076,-72.03797,99.0,11000
-103.02662122920114,12.240986,,0.34838092,11.527845,512188,111,1.7926946,-70.52262,50.016502,0.22838314,100.0,-61.035275,[-0.892 -1.164 -0.648 -1.104 -1.174],-93.540054,46.55,13.742925,-45.08043,1923.9513802528381,100,0.0013020026,6791.263,0.7581625,-56.118973,1.0779015,-68.29964,99.0,11100
-103.72640208693112,19.558754,,1.0518522,70.595825,516604,112,10.291825,-72.89746,628.7011,0.22465383,100.0,-43.28961,[-0.891 -1.148 -0.642 -1.113 -1.191],-91.93422,44.16,14.022987,-22.053778,1940.6301820278168,100,0.00010251924,2198.283,0.43341663,-32.612637,0.75095487,-70.55185,99.0,11200
-102.98355927226945,12.279825,,0.4256132,11.517639,520770,113,2.3302112,-73.95564,76.82377,0.20500478,100.0,-59.38062,[-0.89  -1.139 -0.646 -1.13  -1.194],-92.77999,41.66,14.651177,-20.787527,1955.1535522937775,100,0.0036064961,6561.541,0.6728431,-53.11122,1.0086701,-71.61589,99.0,11300
-102.28847925508204,11.570271,,1.4697732,117.31124,525505,114,18.341858,-69.97843,1662.9984,0.1962484,100.0,-57.29143,[-0.911 -1.154 -0.639 -1.138 -1.214],-92.87783,47.35,15.126475,-25.0707,1970.402744293213,100,0.0002285454,7622.6934,0.6812076,-46.36477,1.480949,-67.67691,99.0,11400
-103.74032230565882,16.192873,,0.9446754,68.01164,530138,115,7.8383374,-70.977715,446.26483,0.18877041,100.0,-54.046467,[-0.914 -1.176 -0.637 -1.131 -1.223],-92.06847,46.33,13.0658455,-40.15558,1990.0166990756989,100,0.00030844993,10869.442,0.65476024,-44.466045,1.5496465,-68.75203,99.0,11500
-102.1222643401854,20.692293,,1.1382111,58.543713,534859,116,10.053519,-69.91751,542.915,0.18640469,100.0,-45.653625,[-0.919 -1.178 -0.629 -1.111 -1.23 ],-91.64606,47.21,15.354645,-11.835407,2005.9237146377563,100,0.001968312,4645.4995,0.4867425,-36.061295,1.0853554,-67.56592,99.0,11600
-103.93175511181856,11.416651,,1.0927503,79.044846,539802,117,9.138273,-69.25966,416.0441,0.1857481,100.0,-43.831852,[-0.912 -1.188 -0.626 -1.096 -1.233],-91.892746,49.43,12.896609,-36.717068,2024.0625004768372,100,0.0011433669,3240.0063,0.5056839,-33.161545,1.0172698,-66.94719,99.0,11700
-104.084639421689,18.587032,,0.59761846,14.321333,544386,118,3.2314284,-71.775406,182.06154,0.18974668,100.0,-59.355453,[-0.92  -1.195 -0.624 -1.078 -1.233],-90.220474,45.84,13.531459,-32.03731,2041.2408723831177,100,0.007350785,8399.735,0.75209874,-52.95069,1.5300058,-69.48932,99.0,11800
-104.18921324751251,13.01593,,0.5701513,31.171062,548909,119,5.621729,-72.210686,497.65332,0.18872134,100.0,-47.222412,[-0.915 -1.188 -0.642 -1.074 -1.229],-92.524284,45.23,13.640915,-42.640663,2056.731479406357,100,0.0018612923,3489.5105,0.56196415,-39.1606,0.9604241,-69.962616,99.0,11900
-104.36998320649647,7.499448,,0.8704128,33.477684,553659,120,5.0253944,-70.92392,157.09413,0.19364531,100.0,-44.19714,[-0.909 -1.177 -0.652 -1.08  -1.23 ],-94.62253,47.5,13.074416,-37.189327,2074.3631608486176,100,0.0021769877,2974.3855,0.509583,-36.66961,0.78356755,-68.65973,99.0,12000
-102.68792067556143,20.966717,,0.56306267,19.954084,557968,121,4.5355005,-72.66202,336.4195,0.1449544,100.0,-44.268497,[-0.877 -1.158 -0.652 -1.071 -1.225],-92.88945,43.09,14.892416,-40.01391,2091.8175463676453,100,0.0042083203,3027.7336,0.5170182,-37.082394,0.92268246,-70.4119,99.00001,12100
-103.33272723005582,11.865927,,0.98709905,65.97353,562684,122,10.547937,-70.44925,1231.3115,0.13971059,100.0,-50.809185,[-0.865 -1.186 -0.663 -1.106 -1.274],-93.93699,47.16,13.896495,-27.72789,2108.5522286891937,100,0.0001653746,5899.8594,0.6029692,-41.30329,1.375571,-68.150116,99.0,12200
-102.49156484491009,8.858772,,0.58141047,20.242258,566903,123,3.3319893,-73.243095,113.55068,0.12994386,100.0,-60.775753,[-0.857 -1.179 -0.675 -1.116 -1.279],-93.24829,42.19,15.491362,-28.07627,2126.8077080249786,100,0.00026897324,4128.415,0.7029495,-53.632397,0.9774295,-70.95815,99.0,12300
-102.61570760593699,34.58971,,1.2856336,96.111916,571382,124,10.328143,-71.91892,694.2528,0.12367245,100.0,-57.95071,[-0.868 -1.189 -0.689 -1.102 -1.289],-94.74075,44.79,16.181486,-25.858929,2144.6561546325684,100,0.00053162116,23999.506,0.64478475,-48.23793,2.0044897,-69.626785,99.0,12400
-103.08673226358316,12.864741,,1.4900972,158.05669,575804,125,20.310717,-72.23338,1415.5863,0.122577794,100.0,-44.06182,[-0.863 -1.179 -0.704 -1.109 -1.295],-93.49456,44.22,14.588484,-24.837486,2162.7068705558777,100,0.0004144173,2845.4993,0.4488622,-33.060165,0.7509151,-69.90223,99.0,12500
-104.83195219173467,14.879981,,1.6602951,103.112335,580043,126,15.263949,-75.00394,1059.2236,0.11469042,100.0,-45.44953,[-0.849 -1.165 -0.712 -1.117 -1.296],-93.26854,42.39,14.713942,-25.13262,2184.599555015564,100,0.0002825191,2857.4255,0.42984578,-32.93142,0.8827336,-72.64519,99.0,12600
-103.15530005561493,7.5459185,,0.66785955,18.52778,584534,127,4.0430484,-72.2643,141.17548,0.110357136,100.0,-59.00637,[-0.846 -1.15  -0.725 -1.12  -1.304],-93.49042,44.91,17.08494,-7.406473,2200.2311499118805,100,0.0038886133,4560.4546,0.6575489,-52.050095,0.8944116,-69.927864,99.0,12700
-102.51348381773063,15.6806965,,3.1624706,246.29305,588901,128,35.372158,-72.65772,2297.6577,0.09963408,100.0,-46.550114,[-0.848 -1.144 -0.716 -1.135 -1.309],-94.64036,43.67,16.8102,-18.847725,2217.0396151542664,100,0.0014507583,4409.1455,0.44704977,-32.09219,1.1065662,-70.39098,99.0,12800
-103.04286240231187,38.65976,,1.7390469,66.520966,593141,129,10.9136715,-73.71257,442.89206,0.108193584,100.0,-50.519386,[-0.846 -1.142 -0.697 -1.116 -1.319],-93.17051,42.4,14.992625,-36.878174,2237.262551307678,100,0.0023782793,3349.1318,0.5098597,-39.084026,0.86261564,-71.44417,99.0,12900
-101.57565545992395,14.605197,,1.9322381,216.34431,597320,130,28.498396,-73.142166,2867.2336,0.10869921,100.0,-52.544586,[-0.864 -1.14  -0.717 -1.129 -1.311],-95.3765,41.79,16.897087,-21.188246,2255.7578206062317,100,0.00027318057,3176.8186,0.50795895,-36.823402,0.8661692,-70.82431,99.0,13000
-103.64010490125165,11.156397,,1.1455522,112.38124,601349,131,19.41225,-75.385056,2421.308,0.10577983,100.0,-43.700676,[-0.85  -1.143 -0.723 -1.154 -1.31 ],-93.4856,40.29,15.513044,-21.644474,2270.5621452331543,100,0.0002923996,5827.517,0.43826687,-33.443386,1.019359,-73.088524,99.0,13100
-102.09807176566159,17.103188,,1.2977936,85.553474,605454,132,11.591632,-74.06076,857.9519,0.10442967,100.0,-56.51475,[-0.855 -1.153 -0.717 -1.139 -1.313],-94.10181,41.05,16.852415,-19.091997,2285.7350265979767,100,0.0001982165,6841.218,0.6070654,-45.601757,1.1661847,-71.767555,99.0,13200
-103.08853231983204,29.009,,1.1281555,97.063896,609430,133,13.041579,-75.46969,989.556,0.1050042,100.0,-52.60923,[-0.851 -1.141 -0.731 -1.144 -1.315],-94.52249,39.76,15.897507,-28.722872,2304.807037830353,100,0.00031539082,7048.464,0.5808839,-41.592163,1.2873719,-73.158394,99.0,13300
-102.83607599188383,12.420764,,0.72973716,52.798256,613364,134,8.629806,-75.22189,750.3564,0.115906104,100.0,-57.0328,[-0.848 -1.137 -0.739 -1.163 -1.314],-93.94702,39.34,15.098542,-37.75672,2320.727221727371,100,0.005342883,12800.893,0.6404255,-48.441765,1.5305244,-72.99099,99.0,13400
-102.32152590283872,14.397082,,0.71552914,12.453826,617472,135,3.8181396,-73.704994,78.21935,0.11268859,100.0,-56.309494,[-0.851 -1.15  -0.733 -1.154 -1.303],-94.09565,41.08,15.221208,-31.136051,2337.2526388168335,100,0.0022056215,6116.3496,0.63212514,-49.02349,0.96251315,-71.4425,99.0,13500
-102.32892408678876,18.079,,0.6976375,10.759421,621605,136,4.076527,-73.93457,98.54856,0.115799904,100.0,-61.012836,[-0.847 -1.163 -0.759 -1.155 -1.306],-95.144226,41.33,17.05788,-0.92046356,2352.9434463977814,100,0.0022450893,3076.7136,0.707547,-53.12959,0.8269802,-71.59952,99.0,13600
-105.3944498099664,9.542308,,1.2182382,45.50832,625356,137,9.1901045,-78.49727,314.0677,0.117186174,100.0,-55.76333,[-0.817 -1.194 -0.748 -1.179 -1.303],-95.692566,37.51,14.2141905,-30.595482,2368.514643907547,100,0.001905478,6266.2183,0.55248225,-44.73706,1.0353636,-76.193405,99.0,13700
-103.82980530143905,11.453041,,0.68931836,47.75711,629472,138,7.2443748,-74.81656,506.32248,0.11500764,100.0,-51.126823,[-0.81  -1.182 -0.764 -1.175 -1.302],-93.59536,41.16,15.24226,-33.943016,2385.964613199234,100,0.0004030878,7499.345,0.55517197,-42.678177,1.0410792,-72.59552,99.0,13800
-101.5947396802983,11.151243,,1.1665806,52.448368,633947,139,7.55094,-70.82112,285.92996,0.12074436,100.0,-47.235397,[-0.806 -1.174 -0.77  -1.189 -1.304],-93.72501,44.75,15.557533,-29.99844,2402.937007665634,100,0.0024635282,4195.5444,0.52765423,-37.63073,0.8987944,-68.5796,99.0,13900
-102.84498919060579,18.221165,,1.1077499,109.75635,638140,140,16.963322,-73.77805,2131.2217,0.12273764,100.0,-49.754234,[-0.805 -1.181 -0.772 -1.216 -1.298],-92.7721,41.93,15.472343,-31.540207,2421.494155883789,100,0.00030069385,5405.0854,0.53496546,-39.085308,1.093287,-71.48977,99.0,14000
-103.24695412644641,25.42898,,0.5117437,39.80557,642323,141,4.804969,-74.08952,491.886,0.11879028,100.0,-55.443012,[-0.797 -1.169 -0.778 -1.23  -1.296],-94.75727,41.83,14.909649,-36.013718,2437.145606994629,100,0.0026078622,13837.8955,0.62653583,-48.50433,1.4669718,-71.81663,99.000015,14100
-104.10727090928323,16.772474,,1.5768453,105.33012,646363,142,14.25812,-75.77023,1028.0221,0.11747241,100.0,-54.273113,[-0.782 -1.159 -0.781 -1.243 -1.3  ],-96.203674,40.4,15.231185,-28.706245,2452.83416891098,100,0.0004093297,5404.73,0.5771858,-41.198105,1.1356063,-73.45386,99.00001,14200
-102.77966298309495,8.57309,,0.54009634,12.819856,650322,143,3.298955,-75.336174,102.097466,0.10453043,100.0,-59.28653,[-0.791 -1.169 -0.764 -1.236 -1.301],-94.07739,39.59,15.924533,-34.363304,2470.579735517502,100,0.001896513,4534.331,0.6492894,-51.827488,0.8622196,-73.06355,99.0,14300
-102.90842908161424,14.622019,,0.6534467,33.43285,654614,144,4.9814677,-73.21513,320.23538,0.08234357,100.0,-43.260113,[-0.787 -1.132 -0.759 -1.218 -1.314],-94.54106,42.92,15.816096,-32.08873,2488.8333802223206,100,0.001249087,3125.2927,0.46729538,-36.135212,0.8395087,-70.94969,99.0,14400
-103.86137681337016,26.824017,,1.0020046,87.31717,658469,145,10.42714,-76.8745,721.9139,0.07440175,100.0,-52.570538,[-0.75  -1.099 -0.733 -1.21  -1.337],-96.74104,38.55,15.589313,-31.020864,2505.729217529297,100,0.00040498434,6519.5537,0.6299704,-43.010746,1.1840156,-74.5636,99.000015,14500
-102.71486814436835,14.166471,,0.98048705,117.836845,662194,146,11.10136,-76.45219,1091.1339,0.0725118,100.0,-54.19222,[-0.773 -1.09  -0.738 -1.181 -1.345],-94.16348,37.25,15.433054,-29.391392,2520.8013575077057,100,0.00014073185,13794.405,0.5581509,-42.346863,1.5009407,-74.181,99.00001,14600
-103.05993397696732,66.047264,,1.2934887,134.61172,666543,147,13.000194,-73.13765,1243.9032,0.07061985,100.0,-48.951233,[-0.759 -1.083 -0.747 -1.196 -1.346],-95.739235,43.49,16.967606,-14.217939,2537.846556663513,100,0.0006611692,4146.6836,0.60598236,-36.649036,1.6098915,-70.83559,99.0,14700
-104.89945424165658,7.2813597,,0.8281333,65.47457,670008,148,10.439405,-80.17099,1270.8453,0.07058885,100.0,-55.0396,[-0.747 -1.083 -0.758 -1.217 -1.348],-96.30714,34.65,15.376844,-15.476286,2553.1666746139526,100,0.00071117067,8372.831,0.5485281,-44.89855,1.1090631,-77.83699,99.000015,14800
-102.70823336220123,14.435378,,0.6557147,43.43938,673885,149,5.634232,-75.89551,452.06708,0.06786243,100.0,-60.482513,[-0.749 -1.085 -0.75  -1.196 -1.348],-96.49347,38.77,17.150816,-19.10538,2565.293546438217,100,0.00048463876,7707.4746,0.6695155,-51.16537,1.229258,-73.54855,99.00001,14900
-104.01162166901011,11.26948,,0.89846784,72.08196,677815,150,6.7970853,-76.34751,572.6169,0.06588019,100.0,-58.532898,[-0.748 -1.077 -0.752 -1.213 -1.351],-95.78579,39.3,15.847392,-35.310406,2580.7869007587433,100,0.0011092429,11354.963,0.56584346,-47.289936,1.2864094,-74.057785,99.0,15000
-103.52708703117729,15.959733,,1.273867,23.180134,681619,151,7.3870516,-77.138176,126.79302,0.06884081,100.0,-57.981525,[-0.748 -1.098 -0.748 -1.206 -1.353],-94.83372,38.04,16.47745,-31.000706,2596.7819545269012,100,0.00047120592,4831.9966,0.5962457,-47.135193,1.0289098,-74.869675,99.0,15100
-102.6927017738928,24.001505,,1.368756,105.24386,686149,152,13.058375,-71.720955,1088.9307,0.06954785,100.0,-48.80013,[-0.75  -1.094 -0.723 -1.208 -1.35 ],-95.18303,45.3,15.741147,-25.331074,2611.9348533153534,100,0.00075374683,4072.1418,0.57143044,-37.53087,1.0877903,-69.41034,99.0,15200
-105.0933778556942,22.51872,,0.7748717,12.290711,690087,153,4.3551564,-76.97583,86.61426,0.067786574,100.0,-60.712395,[-0.756 -1.108 -0.714 -1.2   -1.349],-93.87077,39.38,13.672351,-39.515022,2628.5297741889954,100,0.0017546252,2629.9492,0.65339047,-52.611816,0.7371438,-74.68422,99.0,15300
-102.75596963255947,5.68379,,0.13786565,2.1778107,694117,154,0.504582,-74.84913,4.67729,0.060874354,100.0,-70.21685,[-0.764 -1.11  -0.7   -1.213 -1.351],-95.132355,40.3,15.939314,-27.420216,2647.333713531494,100,0.024089228,4260.724,0.8827222,-67.15573,0.811422,-72.59753,99.0,15400
-103.10675360085155,14.544296,,1.0675896,88.74711,698001,155,10.668825,-75.670235,696.66736,0.06275363,100.0,-55.21715,[-0.756 -1.106 -0.706 -1.21  -1.358],-92.97257,38.84,14.570434,-40.58588,2663.7239401340485,100,6.0950406e-05,8460.744,0.60515827,-44.408558,1.2633619,-73.44551,99.0,15500
-103.04400363508907,10.758167,,0.63633305,12.410906,702150,156,2.920618,-74.51119,74.19388,0.059206206,100.0,-63.674732,[-0.765 -1.101 -0.694 -1.187 -1.356],-95.36,41.49,16.434826,-27.824165,2681.7997493743896,100,0.005605451,3632.236,0.7498856,-56.70485,0.9781796,-72.19674,99.0,15600
-102.85816701598357,8.597153,,0.9866288,18.711163,706249,157,5.6120014,-74.420494,134.12756,0.061271608,100.0,-63.656727,[-0.761 -1.101 -0.68  -1.203 -1.36 ],-95.14058,40.99,15.621006,-21.059055,2696.116706132889,100,0.0001763349,3280.9282,0.72015756,-54.453342,0.883763,-72.15109,99.0,15700
-102.80365924812519,11.80475,,0.8673434,13.258252,710499,158,4.601069,-72.85726,59.895668,0.06836121,100.0,-57.41298,[-0.754 -1.097 -0.687 -1.184 -1.358],-92.091156,42.5,13.946811,-38.87104,2713.7995166778564,100,0.008539902,4216.146,0.6340872,-49.18297,0.8686814,-70.61003,99.0,15800
-103.03938452440799,45.2312,,1.2940224,113.440056,714371,159,19.630749,-75.93277,2008.5135,0.06575588,100.0,-54.868797,[-0.751 -1.088 -0.701 -1.171 -1.351],-95.83438,38.72,15.725616,-35.14832,2729.9753539562225,100,0.0008922678,6804.0244,0.5975253,-43.783752,1.3204372,-73.728645,99.0,15900
-101.91772152696014,7.9644594,,0.8386839,23.275427,718388,160,5.6806455,-74.33693,306.00262,0.02501384,100.0,-52.36633,[-0.747 -1.078 -0.71  -1.183 -1.353],-95.57491,40.17,16.33443,-22.907907,2745.3436307907104,100,0.00021322367,2315.5632,0.5539078,-42.38506,0.6525778,-72.02852,99.0,16000
-102.36979583082712,45.31684,,0.86761236,57.490036,722378,161,7.074139,-74.81739,498.14337,0.020568846,100.0,-47.50335,[-0.752 -1.124 -0.734 -1.2   -1.394],-95.08551,39.9,16.63919,-27.06538,2764.0502786636353,100,0.0006630635,11384.664,0.50520724,-38.19881,1.6277761,-72.52643,99.0,16100
-103.00834629704597,6.196209,,1.2292126,39.76895,726533,162,12.280179,-73.88435,547.5915,-0.0076321745,100.0,-47.917027,[-0.759 -1.117 -0.723 -1.177 -1.398],-95.52983,41.55,14.8102045,-34.53377,2785.4275324344635,100,0.00044806843,2260.2292,0.5034912,-38.449593,0.6594746,-71.61163,99.0,16200
-102.49101147831098,28.71861,,1.3158973,166.78772,730657,163,16.10546,-73.79049,1468.7783,-0.012445909,100.0,-52.68335,[-0.793 -1.155 -0.757 -1.19  -1.427],-93.848755,41.24,15.044695,-26.706055,2805.616106033325,100,4.8973903e-05,8642.386,0.6611868,-40.849705,1.6072989,-71.539406,99.00001,16300
-104.07750602692445,21.328838,,0.43005055,8.196344,734686,164,1.9237939,-75.9748,39.140377,-0.020431427,100.0,-65.70108,[-0.776 -1.149 -0.756 -1.209 -1.431],-95.720276,40.29,16.028797,-29.00286,2824.707019329071,100,0.0024066935,5160.825,0.7752168,-59.59165,1.1763946,-73.629005,99.0,16400
-102.72606676577813,13.576645,,1.0671376,126.95201,738734,165,17.044098,-74.29808,2068.2322,-0.040955484,100.0,-53.369987,[-0.781 -1.149 -0.768 -1.195 -1.439],-95.28243,40.48,14.7208185,-40.802616,2840.434992790222,100,0.00034863604,14856.994,0.5472029,-42.232044,1.4634572,-72.08778,99.0,16500
