ReturnStepMax,Bound,MaxD2w0t,ReturnStepMaxmin,ReturnMeanIW,EpThisIter,Weights,InitialBound,Iteration,StdD2w0t,TimeElapsed,J_sample_variance,TimestepsSoFar,MeanD2w0t,StdIW,InitialReturnMax,InitialReturnMin,EmpiricalD2,EpRewMean,InitialReturnMean,MeanEntropy,MinD2w0t,MinIW,InitialReturnStd,MaxIW,EpLenMean,EpisodesSoFar,MeanIW
100.0,-41.187218,9364.703,99.0,-31.37597,100,[-0.531 -1.153 -0.784 -0.982 -0.278],-75.65028,11,75.76079,178.01302289962769,3189.084,43466,3.2351975,0.8708595,-30.608128,-93.526024,421.27817,-105.6086832971791,-74.68723,1.142933,,1.1151087e-05,14.969804,14.030769,40.07,1100,0.40294054
100.0,-55.674736,3169.064,99.0,-45.83491,100,[-0.532 -1.133 -0.82  -1.033 -0.276],-75.05835,12,56.36512,195.61418271064758,8719.238,47436,4.9850793,1.334699,-8.5657015,-94.78859,150.03194,-104.55823862878789,-74.09465,1.107917,,0.00039485976,15.609328,38.05859,39.7,1200,0.5979848
100.0,-59.066456,256.35974,99.0,-53.57818,100,[-0.558 -1.108 -0.902 -1.021 -0.311],-80.93876,13,9.883415,213.70059299468994,3388.5884,50797,1.4195151,0.7687235,-26.097656,-94.63253,34.74452,-106.932140199969,-79.98685,1.1088529,,0.003992532,13.79532,30.64509,33.61,1300,0.6193121
100.0,-41.802006,4837.511,99.00001,-31.068098,100,[-0.577 -1.051 -0.916 -0.942 -0.31 ],-82.78325,14,53.727497,232.0886356830597,2823.273,53955,2.6518934,0.8177086,-36.69328,-95.53978,534.85614,-107.74402816117316,-81.81064,1.0390717,,1.5059798e-06,12.058926,39.603516,31.58,1400,0.34851626
100.0,-39.748703,945.10223,99.00057,-28.701365,100,[-0.661 -1.018 -0.883 -0.856 -0.38 ],-78.831314,15,31.650024,253.20347023010254,2865.6436,57773,4.3924417,0.76558894,-32.611538,-96.04656,109.0084,-108.36974005041533,-77.850975,0.99023455,,0.00013271454,12.288982,15.746116,38.18,1500,0.32254148
100.0,-59.24186,1370.9431,99.00001,-51.424168,100,[-0.639 -1.015 -0.795 -0.863 -0.429],-81.031784,16,17.177094,268.69692158699036,11476.919,61180,1.4440114,1.3802948,-35.698463,-94.44985,62.96871,-107.32971459058508,-80.0694,0.8627489,,6.8963054e-05,12.90728,28.34507,34.07,1600,0.6279362
100.0,-52.16752,781.77856,99.00001,-43.748333,100,[-0.671 -1.026 -0.814 -0.92  -0.556],-75.838936,17,27.797934,284.58510160446167,3536.6658,65134,4.201641,0.77105343,-34.549355,-93.41708,69.14132,-105.55722086021123,-74.888145,0.8421313,,0.00030106344,15.121643,18.207403,39.54,1700,0.51627195
100.0,-68.59403,6.0601645,99.0,-67.32342,100,[-0.665 -1.033 -0.766 -0.96  -0.577],-76.181816,18,0.4587763,301.3437306880951,2227.525,68997,0.12043107,0.65023774,-21.057755,-93.611984,1.8900726,-104.93907234792003,-75.236595,0.8429625,,0.045065224,16.439571,5.0565815,38.63,1800,0.8643931
100.0,-38.012924,7037.886,99.0,-27.967072,100,[-0.643 -1.06  -0.775 -0.955 -0.576],-73.52518,19,75.465164,317.34705543518066,1819.899,73290,5.5326424,0.7030274,-32.57402,-95.46052,351.33917,-105.44230601231102,-72.57335,0.828947,,0.0002190749,15.149752,20.561268,42.93,1900,0.374964
100.0,-55.164833,2242.9678,99.0,-48.177822,100,[-0.629 -1.039 -0.821 -0.958 -0.59 ],-79.11657,20,23.753954,331.82005047798157,14567.12,76664,1.9118725,1.7682751,-34.61455,-95.72623,130.6769,-104.26899202969732,-78.17738,0.8109889,,0.0007165533,15.915608,39.749344,33.74,2000,0.64944
100.0,-43.482086,7396.0684,99.0,-34.94619,100,[-0.623 -1.064 -0.784 -0.945 -0.608],-73.91104,21,52.797955,349.3313932418823,3806.9753,80893,2.944018,1.0226848,-33.006203,-95.195465,283.27652,-105.49561344413331,-72.956696,0.8120489,,3.007056e-06,15.155595,18.293898,42.29,2100,0.4749794
100.0,-54.71073,1090.6849,99.0,-46.923164,100,[-0.602 -1.048 -0.82  -0.959 -0.607],-80.029205,22,25.085714,365.43667674064636,5067.534,84325,2.6729968,0.963894,-40.524624,-96.590385,77.99935,-106.32493651007168,-79.09793,0.84569186,,0.001072613,14.467957,14.047251,34.32,2200,0.565322
100.0,-36.609356,5087.0015,99.0,-28.562592,100,[-0.607 -1.079 -0.785 -0.978 -0.573],-75.86582,23,40.619564,381.72070360183716,2299.3948,88308,2.433842,0.72729784,-23.352097,-96.14527,343.82733,-105.80046635807167,-74.88599,0.83203065,,5.0950162e-05,14.988045,21.339798,39.83,2300,0.3454546
100.0,-40.928104,2815.082,99.00001,-31.966494,100,[-0.585 -1.064 -0.818 -1.01  -0.587],-76.25694,24,32.248276,399.06855726242065,2910.6797,92163,2.7967756,0.7515118,-38.451622,-94.85492,216.12021,-105.20987993531348,-75.31357,0.8230507,,0.0004068733,14.33688,12.9864645,38.55,2400,0.37574574
100.0,-50.09636,8036.047,99.00001,-38.76669,100,[-0.565 -1.028 -0.846 -1.013 -0.596],-77.190636,25,66.762436,417.2439785003662,8736.514,96023,4.358476,1.3376411,-33.09986,-95.68029,753.5218,-106.67824702313963,-76.26771,0.8071663,,1.1361223e-05,13.48668,36.021862,38.6,2500,0.51033664
100.0,-46.711636,1581.1326,99.0,-38.793472,100,[-0.551 -0.998 -0.86  -1.054 -0.612],-81.83769,26,18.013613,434.53506779670715,3936.2363,99143,1.2345731,0.81672513,-39.16691,-97.06519,53.07472,-106.13260325157039,-80.925575,0.76286554,,6.359845e-08,13.802804,13.007241,31.2,2600,0.43443796
100.0,-58.739624,6063.399,99.0,-48.28588,100,[-0.601 -1.045 -0.858 -1.075 -0.656],-79.911156,27,38.523323,454.0424716472626,13281.639,102594,2.270422,1.5984151,-30.405039,-94.81296,291.9028,-106.21178002269765,-78.96332,0.7634625,,6.915853e-05,14.698781,20.325043,34.51,2700,0.64100903
100.0,-47.772163,4919.6973,99.00057,-35.267925,100,[-0.618 -1.059 -0.829 -1.044 -0.656],-80.6185,28,56.571217,469.6511878967285,7940.2485,106046,4.3623204,1.154952,-40.32531,-96.06972,648.5885,-107.48538355145382,-79.6691,0.7704658,,2.2797429e-05,12.801136,22.442535,34.52,2800,0.40278465
100.0,-50.026443,676.2756,99.0,-44.657772,100,[-0.631 -1.056 -0.793 -0.996 -0.649],-75.834236,29,14.172584,486.90630745887756,2169.7712,109945,1.3945056,0.7265583,-29.510628,-93.667946,35.651096,-105.03675589187353,-74.88207,0.8035515,,0.000749661,14.768661,10.004729,38.99,2900,0.5783205
100.0,-54.82231,472.83893,99.00002,-47.58197,100,[-0.568 -0.973 -0.732 -0.957 -0.615],-79.08547,30,22.48637,503.7961051464081,3274.6965,113515,2.6768641,0.71157056,-36.900295,-96.50905,49.987736,-106.40511405826685,-78.13138,0.79032737,,7.552665e-05,13.212179,8.868229,35.7,3000,0.53843397
100.0,-49.800552,2086.72,99.0,-40.82311,100,[-0.563 -0.924 -0.75  -0.912 -0.629],-79.7516,31,22.200495,520.7402119636536,17362.682,117021,2.176005,1.5953591,-48.24975,-95.54185,235.37473,-106.91309442082333,-78.826645,0.7763567,,1.0199541e-05,13.075075,21.55475,35.06,3100,0.48368534
100.0,-48.74494,4230.0293,99.0,-41.205063,100,[-0.581 -0.951 -0.721 -0.895 -0.643],-77.889694,32,34.70186,534.3671698570251,8867.348,120603,2.435445,1.2795115,-31.466818,-96.88217,262.28055,-105.17502782614245,-76.97401,0.748738,,3.0353394e-05,14.8645735,68.16729,35.82,3200,0.49724835
100.0,-40.10246,3423.9097,99.0,-32.732357,100,[-0.582 -0.959 -0.748 -0.949 -0.67 ],-77.6656,33,24.237782,549.4217612743378,4452.646,124243,1.2224798,1.0563278,-40.037155,-95.79689,156.07776,-105.47805813021256,-76.75014,0.7322471,,0.00063829107,14.611386,28.27182,36.4,3300,0.437674
100.0,-65.30424,704.742,99.0,-59.71106,100,[-0.562 -0.946 -0.761 -0.987 -0.687],-80.75307,34,11.798373,563.8517065048218,17471.516,127624,1.216405,1.8416244,-24.617912,-96.06788,83.16172,-106.94802245862013,-79.80342,0.73406357,,0.00044095647,13.399279,17.582726,33.81,3400,0.7398152
100.0,-52.63566,1200.5009,99.00001,-46.703316,100,[-0.603 -0.98  -0.748 -0.991 -0.685],-80.51067,35,12.357555,580.8203241825104,7479.9263,130981,0.8492943,1.0541363,-48.640396,-95.65467,67.44673,-106.55589149115593,-79.5888,0.7185803,,4.313968e-05,12.703066,19.712908,33.57,3500,0.5357303
100.0,-44.315807,4419.339,99.0,-35.055008,100,[-0.605 -0.976 -0.768 -1.03  -0.7  ],-79.95295,36,32.927322,598.1336266994476,3480.8083,134410,1.6972172,0.9541608,-33.788857,-95.66035,285.88928,-106.0798258769963,-78.99537,0.6968231,,1.8242048e-05,14.266912,24.60224,34.29,3600,0.42473474
100.0,-43.04715,2035.9789,99.0,-34.502872,100,[-0.659 -1.031 -0.783 -1.022 -0.722],-77.55494,37,27.55549,618.246472120285,4318.1465,138175,3.0885153,0.81161356,-24.61328,-95.94236,143.23341,-105.5918925472031,-76.58012,0.6916346,,0.00012625352,15.511587,9.953713,37.65,3700,0.3857861
100.0,-39.138485,4843.517,99.00008,-29.80618,100,[-0.645 -1.015 -0.821 -1.021 -0.727],-77.23663,38,49.834236,636.3855435848236,2683.7712,141947,3.18246,0.7344874,-32.661896,-95.63271,553.8077,-105.86953831573187,-76.28957,0.6947803,,0.00014668281,15.066713,12.1642,37.72,3800,0.36904544
100.0,-54.63631,3778.2554,99.00001,-47.49175,100,[-0.682 -1.    -0.787 -0.975 -0.724],-79.4842,39,31.188826,654.892582654953,13378.466,145400,2.1140375,1.3586347,-1.2302856,-97.466194,301.51294,-105.82688572004676,-78.50117,0.71159506,,0.00028561908,15.770172,12.798261,34.53,3900,0.55164003
100.0,-44.34056,12658.679,99.0,-31.780476,100,[-0.711 -1.035 -0.773 -0.964 -0.707],-76.17223,40,127.58159,672.729799747467,3729.0015,149291,5.1760235,0.997286,-32.61644,-95.19889,873.10315,-105.02389955677445,-75.22624,0.6999703,,2.7793263e-05,15.936372,26.86752,38.91,4000,0.42080563
100.0,-39.933823,5459.4614,99.0,-31.560638,100,[-0.728 -1.054 -0.761 -0.928 -0.719],-73.202354,41,54.735897,690.9000155925751,3561.6038,153367,3.954875,0.96269447,-33.8724,-93.378525,288.1246,-102.84464055477137,-72.27397,0.6909725,,0.00061591086,16.982027,10.805357,40.76,4100,0.41506684
100.0,-33.081707,1313.8706,99.0,-26.133314,100,[-0.731 -1.08  -0.726 -0.927 -0.728],-69.99121,42,36.531334,711.376494884491,1381.7572,158038,4.753106,0.62255347,-12.364418,-95.19855,83.7392,-103.97810110043457,-69.04304,0.65308,,1.7720942e-05,15.214563,10.4517565,46.71,4200,0.3392489
100.0,-43.05659,1880.4979,99.00001,-36.16958,100,[-0.702 -1.085 -0.668 -0.942 -0.766],-71.484,43,31.820469,728.8235824108124,3750.4905,162513,2.3186822,0.90814966,-24.792877,-94.5166,258.4768,-104.18794113159771,-70.53037,0.6786996,,0.0009879477,15.582158,19.704111,44.75,4300,0.47259024
100.0,-37.6064,4184.3696,99.0,-29.89224,100,[-0.718 -1.09  -0.66  -0.908 -0.74 ],-72.638725,44,38.94634,747.1250801086426,1832.9928,167008,2.313374,0.7023891,-32.71714,-92.45162,244.57574,-106.22050913308539,-71.69555,0.6896414,,0.0006887284,13.531422,8.62674,44.95,4400,0.4009865
100.0,-61.000507,85.64848,99.0,-57.981903,100,[-0.714 -1.076 -0.679 -0.934 -0.729],-73.45425,45,2.180632,765.0193929672241,6655.9897,171199,0.3889543,1.0283886,-29.136642,-92.82726,9.158293,-104.2260487561644,-72.49686,0.7255971,,0.006475919,15.835691,5.9436326,41.91,4500,0.73214924
100.0,-48.569183,4866.533,99.0,-39.62123,100,[-0.706 -1.079 -0.708 -0.939 -0.693],-75.67051,46,59.319443,781.836617231369,6638.8022,175203,3.434425,1.3775368,-44.02275,-95.20396,426.01065,-105.71014057552289,-74.74462,0.72070384,,8.86441e-05,13.521486,16.73028,40.04,4600,0.52965325
100.0,-38.00398,15196.312,99.0,-26.47466,100,[-0.718 -1.107 -0.689 -0.923 -0.698],-72.90994,47,149.36868,801.6766319274902,4855.1875,179443,7.189795,1.3399563,-20.682528,-93.78226,1083.0349,-103.95238635188264,-71.947235,0.71892023,,9.27452e-06,15.421175,92.70706,42.4,4700,0.4208518
100.0,-52.45961,218.47946,99.0,-47.27644,100,[-0.705 -1.106 -0.713 -0.964 -0.7  ],-72.31741,48,11.138573,818.7365243434906,5898.164,184017,2.0388532,1.1138428,-41.4551,-95.02652,53.115746,-106.1532611152229,-71.365585,0.7207023,,0.00034472023,14.380802,24.147757,45.74,4800,0.6109264
100.0,-38.529682,2953.6362,99.0,-32.05064,100,[-0.714 -1.132 -0.712 -1.017 -0.698],-71.41536,49,36.145718,835.1104838848114,3191.0107,188473,2.4142447,0.83278936,-29.18017,-94.85843,243.35698,-103.98066936628959,-70.46536,0.71289396,,0.000101465834,15.228106,17.537973,44.56,4900,0.4185216
100.0,-50.37131,530.51465,99.0,-45.230003,100,[-0.723 -1.143 -0.712 -0.977 -0.706],-71.25263,50,15.712036,850.3696219921112,10685.824,192773,1.8248835,1.6868678,-20.838432,-95.24573,80.119354,-102.10763363339797,-70.309975,0.69309914,,0.0006030682,17.499077,17.082811,43.0,5000,0.58118445
100.0,-47.83897,9942.963,99.0,-40.15641,100,[-0.737 -1.138 -0.71  -1.015 -0.726],-71.2194,51,94.715164,866.2789297103882,7797.8296,197280,4.3236713,1.3360746,-18.372406,-94.199455,560.23553,-103.80192512395273,-70.290825,0.6775012,,1.6018928e-05,16.721571,26.395615,45.07,5100,0.56727195
100.0,-55.741447,1857.6565,99.0,-47.494267,100,[-0.728 -1.118 -0.716 -1.047 -0.741],-74.16604,52,37.24125,883.4541258811951,5011.121,201422,3.6375024,0.9790747,-35.77184,-92.986145,112.44071,-104.96885519918713,-73.222664,0.6879885,,0.0008806867,14.326945,10.734156,41.42,5200,0.5702004
100.0,-49.64542,4124.615,99.00001,-44.486458,100,[-0.771 -1.135 -0.741 -1.092 -0.731],-73.908485,53,30.649063,901.360161781311,4847.4624,205437,1.5736847,0.8987015,-35.073067,-94.124985,125.239845,-103.51778228419826,-72.97204,0.66474634,,0.0001373722,14.773825,12.439194,40.15,5300,0.5710989
100.0,-40.74534,8614.385,99.0,-30.034739,100,[-0.798 -1.178 -0.771 -1.077 -0.754],-73.59933,54,88.82305,919.3371074199677,17739.945,209417,6.7017775,2.2652426,-33.954346,-95.40889,519.90326,-102.65467137350606,-72.67267,0.63209563,,1.603484e-05,15.984152,103.28609,39.8,5400,0.5347988
100.0,-37.79606,7259.444,99.0,-29.46973,100,[-0.802 -1.19  -0.727 -1.068 -0.787],-68.82597,55,91.81693,941.0326380729675,3908.181,214075,5.4182014,0.965581,-37.646717,-95.461296,696.4878,-102.10201390416593,-67.91482,0.6242708,,5.5715253e-05,16.109734,11.2873745,46.58,5500,0.41927686
100.0,-50.68722,4296.54,99.0,-42.28852,100,[-0.794 -1.183 -0.736 -1.106 -0.795],-70.126854,56,43.781864,958.2718913555145,6214.5093,218696,4.3828983,1.0344108,-23.837074,-93.939835,223.52385,-103.34341439007619,-69.20022,0.62085366,,0.0008547084,16.05745,14.149917,46.21,5600,0.5284032
100.0,-44.581707,3948.6946,99.0,-34.656345,100,[-0.785 -1.152 -0.762 -1.099 -0.798],-74.00813,57,71.17626,974.5560145378113,2583.0957,222735,7.0941176,0.8288035,-23.47649,-95.33306,343.43042,-103.38855321041652,-73.08548,0.61620766,,7.582377e-05,17.050516,19.246777,40.39,5700,0.4513501
100.0,-39.68277,2355.2495,99.0,-31.680962,100,[-0.782 -1.137 -0.804 -1.099 -0.803],-75.136696,58,28.905739,990.0203614234924,4371.1406,226760,2.2009952,0.992276,-25.421774,-94.796906,147.0049,-105.20601334912907,-74.16702,0.60820776,,0.00056150736,14.330996,8.509664,40.25,5800,0.4099246
100.0,-46.90799,4576.0513,99.0,-37.595688,100,[-0.785 -1.163 -0.779 -1.095 -0.811],-72.03241,59,52.343304,1008.1548147201538,4093.4666,231073,3.1744063,1.0247107,-35.16253,-95.32825,294.88354,-103.6195903214492,-71.107704,0.61420816,,5.5577775e-06,15.286133,27.612808,43.13,5900,0.52538025
100.0,-31.935188,8494.988,99.0,-24.542877,100,[-0.791 -1.153 -0.797 -1.125 -0.805],-73.86473,60,64.747505,1024.3207466602325,1172.5504,235089,2.7137363,0.69044775,-25.146614,-94.872,339.75165,-103.46562586523805,-72.950836,0.60059947,,5.433598e-05,15.84781,28.871101,40.16,6000,0.32420668
100.0,-48.067226,1744.4004,99.0,-39.86254,100,[-0.782 -1.147 -0.814 -1.162 -0.818],-76.57038,61,41.0163,1038.9357750415802,4215.134,238859,3.770675,1.0012827,-24.415054,-94.002655,127.41883,-104.98540236664752,-75.64059,0.59673077,,0.00010735853,14.638093,9.958516,37.7,6100,0.5029942
100.0,-43.395454,1227.2605,99.0,-35.630344,100,[-0.793 -1.155 -0.773 -1.166 -0.822],-74.474014,62,33.09143,1056.3380920886993,1981.897,242815,3.9733856,0.9111194,-43.993824,-94.902435,78.57271,-104.04879231335475,-73.562675,0.521179,,1.528206e-05,13.7927685,56.05845,39.56,6200,0.47406405
100.0,-39.78542,9786.954,99.0,-31.239548,100,[-0.781 -1.159 -0.729 -1.19  -0.898],-71.12626,63,77.54349,1071.852017402649,4661.229,247178,3.617487,0.9503635,-26.234556,-94.13364,463.6968,-102.37586110725513,-70.187515,0.5170862,,0.00027054254,16.571583,19.250618,43.63,6300,0.41410893
100.0,-57.45738,584.22266,99.0,-51.92664,100,[-0.762 -1.132 -0.74  -1.202 -0.902],-73.90777,64,13.79242,1086.5469288825989,2623.6128,251217,2.2127047,0.68517905,-28.189114,-96.05619,52.44721,-103.52233605571601,-72.97327,0.51756,,0.0008435034,15.727991,19.97883,40.39,6400,0.63906807
100.0,-46.40445,4131.544,99.0,-36.88716,100,[-0.769 -1.134 -0.769 -1.173 -0.901],-76.16145,65,39.689587,1104.497714996338,4673.039,255011,3.2222064,1.5924014,-52.167072,-95.564545,248.04842,-104.81867626812672,-75.25759,0.5126183,,0.00073071953,12.949468,110.37095,37.94,6500,0.5194906
100.0,-46.12993,1585.5955,99.0,-36.162678,100,[-0.78  -1.143 -0.736 -1.162 -0.906],-73.12307,66,62.802364,1125.5293095111847,1735.3142,259115,7.1663523,0.68455166,-35.988354,-95.15312,134.31935,-103.46684339211846,-72.22792,0.4657518,,0.0010477336,14.755167,12.821349,41.04,6600,0.4674807
100.0,-57.694557,1525.445,99.0,-50.31214,100,[-0.821 -1.183 -0.739 -1.2   -0.953],-73.38832,67,35.370506,1142.7472622394562,3103.3079,263247,3.8078043,0.8249557,-22.69416,-95.66989,107.22188,-103.46605304491302,-72.46058,0.4572918,,0.00032393384,15.808197,16.958183,41.32,6700,0.60376406
100.0,-33.16766,11679.719,99.0,-23.297237,100,[-0.811 -1.187 -0.756 -1.17  -0.962],-73.819695,68,99.15491,1161.512808561325,1434.4407,267350,5.52197,0.6421933,-29.694416,-94.659744,592.5581,-103.70489719288489,-72.87047,0.44775945,,2.6260008e-05,16.150679,19.490791,41.03,6800,0.30890378
100.0,-36.19666,2804.5737,99.0,-28.252337,100,[-0.811 -1.2   -0.73  -1.153 -0.971],-68.231445,69,42.630253,1179.9443502426147,2408.0017,272026,3.2383587,0.8589162,-31.097122,-93.5228,320.5456,-101.07581851547768,-67.30799,0.43767446,,1.6627554e-06,16.947605,40.924194,46.76,6900,0.43990234
100.0,-64.36496,2.518446,99.0,-63.338337,100,[-0.803 -1.19  -0.747 -1.174 -0.981],-70.044846,70,0.36256424,1199.9534904956818,1411.7135,276420,0.11024586,0.63067436,-38.109993,-92.2861,1.5437241,-101.38094985159316,-69.1358,0.4160393,,0.10985475,16.3363,5.340222,43.94,7000,0.9400114
100.0,-56.912216,3993.972,99.0,-50.209095,100,[-0.819 -1.206 -0.761 -1.174 -1.003],-73.71235,71,35.351013,1215.7405202388763,16866.45,280484,2.063772,1.6900878,-33.735085,-95.53589,237.11441,-103.48456953794059,-72.78231,0.40827814,,0.00046548218,15.479183,11.958915,40.64,7100,0.6390064
100.0,-46.116707,8168.179,99.0,-38.362793,100,[-0.804 -1.184 -0.768 -1.188 -1.011],-73.32311,72,71.974,1232.041012763977,4380.409,284655,3.734878,1.2192866,-35.451477,-95.47155,402.2939,-103.97085127652201,-72.41246,0.4098328,,0.00021144513,15.088644,65.8592,41.71,7200,0.526582
100.0,-55.93753,3153.9888,99.0,-48.036488,100,[-0.807 -1.192 -0.747 -1.165 -1.009],-72.90176,73,40.305088,1250.480030298233,21099.658,288752,3.8917224,1.8286396,-20.568148,-94.09775,200.71779,-102.6396741807761,-71.95894,0.42014667,,0.00031870467,16.290646,22.900528,40.97,7300,0.6231205
100.0,-43.160137,2141.0317,99.0,-35.310425,100,[-0.806 -1.212 -0.72  -1.169 -0.999],-68.6325,74,45.16144,1270.3413090705872,2054.0327,293407,5.02417,0.64427435,-13.695474,-94.64943,175.52357,-101.3730217372169,-67.70295,0.45026714,,5.0338906e-05,17.201792,9.142253,46.55,7400,0.45669523
100.0,-35.581913,6375.0312,99.0,-27.691105,100,[-0.792 -1.265 -0.713 -1.191 -0.969],-69.76863,75,74.58381,1289.7134501934052,3419.0217,297808,4.88492,0.81999314,-17.162418,-94.91305,616.4176,-100.79603513086334,-68.84603,0.4497949,,7.967297e-05,17.24279,17.243248,44.01,7500,0.37011597
100.0,-38.874447,2136.1775,99.0,-31.571737,100,[-0.801 -1.278 -0.692 -1.174 -0.969],-68.61961,76,28.831896,1306.5730640888214,3911.6882,302549,3.297815,0.9812671,-7.776987,-93.50746,169.03534,-102.36089835960352,-67.65399,0.4541184,,0.0014367537,16.21083,7.7298555,47.41,7600,0.4481
100.0,-50.264244,518.6245,99.0,-46.617386,100,[-0.805 -1.289 -0.666 -1.167 -0.965],-67.76696,77,7.1403093,1324.7181742191315,8163.464,307382,0.90145135,1.459346,-18.315609,-93.75935,50.024445,-102.08304820081557,-66.83786,0.41357392,,0.00027525227,16.389729,39.916412,48.33,7700,0.6892563
100.0,-34.290188,13582.723,99.0,-23.61302,100,[-0.814 -1.29  -0.648 -1.147 -1.005],-71.4035,78,104.93664,1341.9268872737885,813.624,311811,4.5846677,0.52567446,-21.033888,-93.35725,557.3708,-103.98376978723842,-70.45173,0.40665844,,9.5593525e-05,14.577863,11.963783,44.29,7800,0.3275775
100.0,-39.15795,3223.4146,99.0,-31.30957,100,[-0.802 -1.264 -0.661 -1.153 -1.012],-70.70342,79,33.7679,1360.8875725269318,1886.2446,316337,2.9320946,0.65427655,-35.538177,-93.65385,180.06892,-103.7339860087105,-69.78232,0.39908886,,0.00045953735,14.202716,10.163286,45.26,7900,0.4126911
100.0,-37.42639,1915.5823,99.0,-29.77113,100,[-0.823 -1.283 -0.644 -1.156 -1.02 ],-72.37611,80,25.956549,1376.8028101921082,2366.379,320562,1.9579347,0.9038871,-34.75951,-91.80269,177.07812,-103.64303496165114,-71.43657,0.39430618,,5.37809e-05,13.660936,38.868214,42.25,8000,0.37746194
100.0,-46.52646,15959.625,99.0,-37.841213,100,[-0.835 -1.309 -0.636 -1.153 -1.025],-69.05196,81,107.04556,1395.2999889850616,4661.021,325199,5.05013,0.97877526,-35.703617,-91.1325,492.49612,-102.67419416779929,-68.13569,0.39257324,,2.535947e-05,13.931883,14.736285,46.37,8100,0.51442844
100.0,-41.75154,443.87604,99.0,-35.77428,100,[-0.849 -1.327 -0.616 -1.15  -1.026],-68.671425,82,16.716284,1414.301928281784,2919.2627,330026,2.6940627,0.81900835,-36.208664,-90.53196,141.68823,-104.22810477488436,-67.74129,0.39933395,,0.00040909828,11.722008,18.433697,48.27,8200,0.4789451
