MeanEntropy,InitialReturnStd,Iteration,InitialReturnMin,EpThisIter,StdD2w0t,MaxIW,MaxD2w0t,InitialReturnMax,InitialBound,EntropyCoefficient,TimeElapsed,EpLenMean,ReturnStepMax,MeanIW,EpRewMean,ReturnMeanIW,EmpiricalD2,MeanD2w0t,EpisodesSoFar,TimestepsSoFar,MinIW,StdIW,Bound,InitialReturnMean,MinD2w0t,J_sample_variance,ReturnStepMaxmin,Weights
1.4696099,3.4973137,1,-5.334259,100,0.24958831,5.835165,6.045545,12.306763,465.82135,10.0,3.5301454067230225,17.36,100.0,1.1870807,-107.7164208577093,615.22296,2.1195016,0.04512255,100,1736,0.09831514,0.952475,534.3189,-4.196167e-06,,197001.98,86.68869,[-0.718  0.851  0.951 -0.346  0.   ]
1.1955636,4.847431,2,-5.60347,100,1.8364713,35.10131,176.56294,39.501823,467.32285,10.0,9.515804529190063,17.1,100.0,2.7193944,-107.3361173154217,1348.3333,8.487918,0.14371273,200,3446,0.00029341556,6.064433,974.08984,2.1362305e-06,,8030353.5,86.44723,[-0.706  0.913  0.932 -0.325  0.051]
1.092714,3.5282981,3,-4.432762,100,34.711098,338.9202,2066.587,16.723328,482.65503,10.0,16.440367221832275,16.82,100.0,4.058553,-107.91917106883413,2054.8923,533.4399,2.4215584,300,5128,4.842966e-07,29.627295,1287.6322,5.41687e-06,,216496480.0,86.26985,[-0.722  0.945  0.902 -0.276 -0.223]
1.1102805,5.3244534,4,-4.88237,100,0.21593638,6.6476173,2.3306167,28.087975,452.21344,10.0,22.96252703666687,17.49,100.0,1.0965314,-107.80673366474812,562.78357,1.6462406,0.0404911,400,6877,0.22016592,0.81010264,484.261,-7.5531007e-06,,136590.92,86.67241,[-0.803  0.882  0.817 -0.262 -0.326]
1.1110569,4.355044,5,-5.407715,100,1.0263582,45.445606,56.5072,23.220345,429.6551,10.0,28.8177330493927,18.21,100.0,1.56527,-108.09790227322932,752.5208,10.460186,0.12899755,500,8698,0.0021749155,4.194847,569.6888,1.4038086e-05,,3434596.8,87.12809,[-0.85   0.867  0.81  -0.266 -0.309]
0.9992676,3.5148683,6,-4.8797836,100,180.98775,950.6145,21843.344,17.483253,466.38437,10.0,35.111335039138794,17.27,100.0,10.283361,-107.95752140159209,4890.4424,920.9877,8.351817,600,10425,4.0306603e-08,93.025215,2431.2932,-2.5939942e-06,,1873348900.0,86.67415,[-0.92   0.86   0.756 -0.243 -0.308]
0.99211085,3.343122,7,-4.497246,100,2345.4902,5306.05,241232.28,19.23491,472.00247,10.0,41.706342935562134,16.98,100.0,51.92187,-107.59528777026757,24458.541,28287.654,99.91354,700,12123,9.5904215e-06,519.45776,18065.678,-1.8310546e-06,,58409546000.0,86.638985,[-0.936  0.861  0.689 -0.15  -0.42 ]
0.98341876,3.6300747,8,-5.1115265,100,0.1898005,2.018421,1.2820601,21.39756,467.49994,10.0,49.35583472251892,17.17,100.0,1.0268762,-108.08260779564584,546.76306,1.0942134,0.035764426,800,13840,0.46281898,0.27520996,477.97116,-4.196167e-06,,17780.873,86.52168,[-0.991  0.787  0.63  -0.129 -0.427]
0.9677721,3.6088264,9,-5.0262527,100,0.2430888,7.2904515,2.3641782,20.764175,480.3535,10.0,54.429548025131226,16.71,100.0,1.1059637,-107.54314915713232,603.1278,1.524497,0.044120163,900,15511,0.18280862,0.9253697,517.07355,-4.119873e-06,,224304.28,86.43817,[-0.985  0.775  0.619 -0.137 -0.435]
0.92873114,4.7753286,10,-5.0685425,100,0.34923038,18.010904,23.74496,37.03815,462.8566,10.0,60.19628286361694,17.21,100.0,1.3677919,-107.82914125400467,708.49,3.2925167,0.053390373,1000,17232,0.022312336,1.9606013,580.36975,4.997253e-06,,888476.5,86.46918,[-0.933  0.751  0.652 -0.159 -0.451]
0.9421118,5.1271634,11,-4.6534576,100,0.18868619,2.1651,1.2390343,39.76735,455.18256,10.0,65.97557091712952,17.42,100.0,1.0306349,-108.16234285961445,538.1548,1.0986528,0.035831884,1100,18974,0.43442088,0.26927224,467.01712,-4.5776366e-07,,15899.158,86.582504,[-0.939  0.701  0.654 -0.172 -0.49 ]
0.92081594,4.0574946,12,-4.2326736,100,1.4401412,46.295967,54.687626,27.137375,462.70798,10.0,70.78314900398254,17.26,100.0,1.6939688,-108.31112241803982,857.0045,19.9464,0.16155761,1200,20700,0.0026444977,4.7155275,655.85583,-2.2888183e-07,,4919252.5,86.44988,[-0.913  0.701  0.659 -0.172 -0.477]
0.9140417,3.7812812,13,-4.4655533,100,0.19599994,14.334916,4.421264,26.76693,460.17834,10.0,76.64979481697083,17.32,100.0,1.0817374,-108.16131959320046,566.01843,1.152001,0.036504194,1300,22432,0.4214224,0.61197436,482.89047,-6.8664554e-07,,73235.94,86.51038,[-0.962  0.663  0.633 -0.159 -0.498]
0.92669195,3.4185436,14,-4.8882446,100,22.158545,521.64465,2273.857,12.830101,457.9667,10.0,81.91953611373901,17.55,100.0,4.886177,-108.49625175447656,2261.1052,91.7367,0.920157,1400,24187,0.003965468,39.580967,1420.3163,6.790161e-06,,305494240.0,86.7828,[-0.957  0.647  0.629 -0.178 -0.505]
0.94558716,3.4595544,15,-4.308296,100,0.4143785,13.803505,22.605766,18.361435,463.85132,10.0,88.20599269866943,17.35,100.0,1.2725805,-108.52235860809438,653.8512,4.4594646,0.058528427,1500,25922,0.023426574,1.6631814,562.38525,-5.645752e-06,,620893.6,86.80553,[-0.991  0.586  0.692 -0.247 -0.492]
0.90591437,2.9859064,16,-4.3833237,100,39.39607,413.73676,1692.9364,7.8848114,476.4202,10.0,93.71967458724976,17.05,100.0,5.0268564,-108.03462232795961,2532.1775,716.9908,2.6344879,1600,27627,1.3843476e-05,40.510937,1655.7018,-1.6021728e-06,,402197570.0,86.682,[-1.034  0.556  0.671 -0.269 -0.473]
0.82127047,4.951678,17,-5.703232,100,3.5427825,134.21439,223.68605,22.279274,433.33954,10.0,100.46164011955261,18.09,100.0,2.136087,-108.08726670722514,994.0529,58.900772,0.3296557,1700,29436,0.00012449129,13.181506,655.9611,-4.5776366e-07,,31312278.0,87.349045,[-0.956  0.612  0.729 -0.264 -0.513]
0.72756624,4.687429,18,-5.066078,100,31.20065,199.46733,5690.8994,21.351707,433.76657,10.0,107.01235246658325,18.11,100.0,2.928708,-108.14598676046113,1400.9391,257.2945,0.86146766,1800,31247,1.8539464e-05,19.835579,1011.186,-2.8991699e-06,,83931850.0,87.37876,[-1.017  0.559  0.706 -0.264 -0.598]
0.6943304,2.8678997,19,-3.9570007,100,3.2446036,107.82521,457.1652,9.279335,468.8346,10.0,113.86502861976624,17.28,100.0,2.434278,-108.90236952519986,1157.1674,22.171642,0.14827155,1900,32975,0.00090568606,11.980426,910.02264,5.0354006e-06,,26369060.0,86.75057,[-1.08   0.492  0.688 -0.301 -0.691]
0.68347806,4.0468235,20,-5.346367,100,0.43676546,27.907557,38.74355,21.946373,434.58633,10.0,120.69727802276611,18.12,100.0,1.2728134,-108.90323970368213,628.41235,3.9454691,0.060287654,2000,34787,0.043255847,3.0769296,501.46246,3.2043456e-06,,1917653.1,86.982544,[-1.133  0.447  0.703 -0.353 -0.725]
0.6356178,4.7426705,21,-4.8802567,100,0.2828524,13.074633,4.6569586,27.89244,458.5456,10.0,126.46834254264832,17.31,100.0,1.2439827,-108.13067941726325,636.4221,2.0785012,0.050415274,2100,36518,0.032447092,1.5490068,541.80176,4.5776366e-07,,446974.72,86.50659,[-1.096  0.477  0.695 -0.319 -0.736]
0.6175709,5.1068025,22,-4.568001,100,0.23925011,9.189015,4.0606284,25.142578,438.61404,10.0,132.36276149749756,17.9,100.0,1.1356765,-108.47159726533242,570.80725,1.2656326,0.042627364,2200,38308,0.2394782,0.8829868,473.6001,-1.2969971e-06,,150427.12,86.88174,[-1.075  0.477  0.706 -0.34  -0.783]
0.6182929,5.588425,23,-5.4729843,100,0.26381314,5.218236,3.390241,30.35146,424.88272,10.0,138.1320023536682,18.28,100.0,1.1553117,-107.8268427797733,567.839,1.7361804,0.04969125,2300,40136,0.12505211,0.85243803,480.71317,4.234314e-06,,153364.48,87.20523,[-1.065  0.489  0.694 -0.343 -0.801]
0.51461005,6.180337,24,-6.2446747,100,17.898525,267.3249,2120.2139,26.657318,422.89203,10.0,143.89038228988647,18.29,100.0,4.8687973,-107.58120035605357,2075.6567,115.40555,0.92316127,2400,41965,5.930052e-06,30.05676,1452.194,-5.9509275e-06,,156082660.0,87.23608,[-1.044  0.483  0.713 -0.358 -0.801]
0.46973473,4.8400164,25,-5.0880585,100,7.6439047,196.861,532.56866,27.6428,452.67487,10.0,150.77079963684082,17.31,100.0,2.7605019,-107.6019856405864,1323.8878,114.74693,0.57565653,2500,43696,4.527031e-05,19.235504,867.19196,-1.5258789e-06,,74320160.0,86.56931,[-1.043  0.452  0.684 -0.335 -0.904]
0.437465,5.7829423,26,-5.742058,100,1.958122,36.415665,126.34045,22.147781,415.7492,10.0,157.40267753601074,18.49,100.0,1.6434505,-107.80461281304844,768.56964,17.071768,0.21349084,2600,45545,0.0008363212,4.686016,556.1926,5.722046e-06,,4054819.0,87.33927,[-1.095  0.425  0.666 -0.324 -0.949]
0.42674664,5.9897823,27,-5.505966,100,0.7851009,44.4865,79.5261,22.165535,413.51596,10.0,163.40978026390076,18.61,100.0,1.3820332,-108.30998717190921,652.9733,6.0272565,0.07508222,2700,47406,0.005094584,3.25677,502.5042,-7.2479247e-06,,1943440.4,87.36003,[-1.089  0.437  0.69  -0.344 -0.982]
0.39404038,4.3235126,28,-4.8252945,100,7.81472,320.53284,515.2598,26.997017,458.2154,10.0,169.38077926635742,17.27,100.0,4.072453,-107.9452537716392,1875.7777,17.999523,0.38394943,2800,49133,0.0035975836,30.961512,1293.9346,-3.2043456e-06,,176673000.0,86.799644,[-1.056  0.46   0.687 -0.327 -0.992]
0.38764372,4.7339597,29,-5.201576,100,0.3039904,6.651619,17.793036,24.657478,439.22717,10.0,176.04652500152588,17.71,100.0,1.1591289,-107.66808632165423,582.28485,2.3243184,0.0476598,2900,50904,0.012720055,1.2461394,480.1711,8.926391e-06,,315943.75,86.84355,[-1.024  0.43   0.731 -0.359 -1.025]
0.3879897,4.314512,30,-4.363762,100,0.20663479,3.671359,2.1221602,33.312485,471.50955,10.0,181.6766972541809,16.91,100.0,1.0768414,-108.09929563837203,580.62805,1.3292515,0.038344607,3000,52595,0.2338374,0.5266753,500.95142,5.1879883e-06,,67758.03,86.2215,[-0.991  0.436  0.74  -0.354 -1.031]
0.39311484,4.8961406,31,-4.7157288,100,0.319743,9.209351,5.691449,24.309776,438.35974,10.0,187.11927008628845,17.8,100.0,1.150436,-108.12853245080674,582.6176,2.0256891,0.055814415,3100,54375,0.048210017,1.1402619,481.22424,3.890991e-06,,290537.62,86.85166,[-0.984  0.42   0.744 -0.374 -1.031]
0.38162938,5.2359395,32,-5.472473,100,0.27824894,14.368004,4.59533,22.530548,435.59015,10.0,192.85249757766724,17.82,100.0,1.1481674,-107.55402082957998,576.8235,2.090018,0.049071323,3200,56157,0.05575221,1.5822306,471.04205,-1.5258789e-05,,497991.12,86.930214,[-0.98   0.412  0.757 -0.395 -1.026]
