InitialReturnMean,InitialReturnMax,ReturnMeanIW,MaxIW,MeanD2w0t,ReturnStepMaxmin,Bound,EpThisIter,TimeElapsed,MeanEntropy,InitialReturnMin,MinIW,StdD2w0t,EpisodesSoFar,StdIW,TimestepsSoFar,MaxD2w0t,EpRewMean,ReturnStepMax,EpLenMean,Weights,MinD2w0t,EmpiricalD2,InitialReturnStd,MeanIW,J_sample_variance,Iteration,InitialBound
5.722046e-06,3.8005295,569.71313,6.8444333,0.04498993,87.5573,290.85382,100,129.63072180747986,1.2900517,-2.3760605,0.068956874,0.23583642,1100,0.8797325,21138,3.4075665,-112.4540808515069,100.0,18.47,[ 1.007  0.888  0.355  0.772 -0.113],,1.4665723,1.3194994,1.1283852,167091.39,11,260.61322
-6.3323973e-06,4.584244,642.8756,18.128258,0.0602085,87.89604,342.2412,100,142.48184537887573,1.2385355,-2.9232178,0.006536418,0.3663763,1200,2.2072196,23037,13.821176,-113.1996616693689,100.0,18.99,[ 1.024  0.889  0.324  0.717 -0.129],,3.2722955,1.6809818,1.3310617,945084.94,12,270.3691
1.197815e-05,7.035553,539.45074,4.0099916,0.03892674,87.51713,260.91177,100,157.48353934288025,1.2692918,-2.8646774,0.4348533,0.19909103,1300,0.3769755,24883,1.4082232,-112.11056726632577,100.0,18.46,[ 1.098  0.908  0.373  0.775 -0.18 ],,1.1227719,1.7067126,1.0678632,29314.762,13,243.8357
6.1035157e-06,3.8173676,509.9225,2.013332,0.039850973,87.77715,240.44778,100,167.89391207695007,1.2462993,-2.8794708,0.48654628,0.200097,1400,0.28570852,26793,1.2076331,-112.95761202065837,100.0,19.1,[ 1.103  0.922  0.364  0.788 -0.15 ],,1.0742369,1.5044779,1.0372236,17022.516,14,230.94467
8.010864e-06,3.8776093,503.17093,1.6269389,0.038657524,87.90089,242.61569,100,179.37183165550232,1.2385274,-3.2491302,0.647165,0.19447926,1500,0.19910471,28694,1.1118829,-112.72839682381844,100.0,19.01,[ 1.109  0.915  0.363  0.761 -0.173],,1.0427626,1.5380214,1.0195339,7865.812,15,235.97543
-1.6784668e-06,4.0469666,552.21185,4.013067,0.04150252,87.50274,291.11847,100,190.91559767723083,1.2331421,-2.3377304,0.09401446,0.21372624,1600,0.73728967,30549,1.9415469,-112.33993241214394,100.0,18.55,[ 1.085  0.916  0.361  0.745 -0.18 ],,1.4620799,1.4559338,1.0982767,112817.41,16,265.82416
-6.866455e-06,4.283531,530.66235,2.126717,0.040475387,87.62332,263.43088,100,203.1859941482544,1.207747,-3.3703308,0.32390043,0.2046915,1700,0.38324302,32435,1.3448491,-112.46476516488882,100.0,18.86,[ 1.143  0.924  0.38   0.751 -0.186],,1.1301355,1.599114,1.0708241,30247.404,17,246.58101
5.340576e-06,5.571472,683.0561,28.444002,0.048370175,86.68608,390.38815,100,214.70784401893616,1.1914198,-2.30307,0.12052804,0.2820366,1800,1.5024487,34176,6.4987497,-111.42678666241314,100.0,17.41,[ 1.147  0.918  0.359  0.744 -0.211],,1.959932,1.6053737,1.2783034,582094.56,18,311.64563
2.7465821e-06,6.771538,718.8332,14.747097,0.05818547,87.124954,383.1916,100,226.90682816505432,1.1184331,-2.794899,0.009367059,0.34382007,1900,2.405289,35979,6.5313044,-111.54524760383427,100.0,18.03,[ 1.069  0.984  0.354  0.724 -0.227],,3.9585853,1.7505335,1.4310735,1217878.1,19,285.91144
-3.1280517e-06,4.386177,568.7624,2.1164672,0.034958344,86.41697,334.7219,100,240.350191116333,1.1123049,-3.1164398,0.58147776,0.1868537,2000,0.23702681,37672,1.2264099,-110.33907511947656,100.0,16.93,[ 1.138  1.025  0.346  0.732 -0.3  ],,1.0596187,1.4662404,1.0311662,14611.247,20,323.85974
-4.119873e-06,4.174797,521.01447,1.2126082,0.03620764,87.07022,284.2614,100,250.95841097831726,1.1054685,-2.841896,0.73478377,0.18709897,2100,0.082064815,39477,1.0279672,-111.56680327763725,100.0,18.05,[ 1.129  1.037  0.336  0.747 -0.307],,1.0077319,1.6942444,1.0041605,1530.1957,21,283.0035
7.6293946e-07,4.9409943,559.4861,1.7088637,0.03479244,86.41065,302.54852,100,261.666805267334,1.092021,-3.095192,0.30841267,0.18562922,2200,0.2478662,41175,1.184449,-110.29436422345472,100.0,16.98,[ 1.115  1.039  0.338  0.747 -0.313],,1.0565394,1.6615732,1.0163223,16087.616,22,297.92368
-3.3569336e-06,5.824341,612.2707,4.019327,0.037733488,86.29879,348.20737,100,273.7698962688446,1.1054008,-2.8997574,0.22800454,0.20470434,2300,0.7361431,42848,1.693831,-110.42014838104686,100.0,16.73,[ 1.099  1.037  0.335  0.73  -0.327],,1.4524548,1.6072319,1.0995929,138948.27,23,320.0215
4.196167e-06,3.837616,579.2274,8.380711,0.043929692,87.34655,257.15814,100,286.09552526474,1.1025425,-2.9022827,0.15528187,0.23215947,2400,1.096597,44699,3.494289,-111.84206464686055,100.0,18.51,[ 1.09   1.011  0.331  0.73  -0.314],,1.776989,1.6305128,1.177453,218410.14,24,218.86835
6.5612794e-06,4.967453,589.4637,5.817936,0.04300393,86.8953,319.37582,100,297.84753823280334,1.1154664,-2.2625732,0.14859849,0.22773734,2500,0.76562846,46478,2.5634737,-111.56282247228377,100.0,17.79,[ 1.103  1.042  0.348  0.757 -0.316],,1.4186133,1.5840887,1.1285384,139518.2,25,287.21176
8.010864e-06,4.9998245,701.02344,12.805458,0.046172313,86.24975,410.0192,100,308.25950717926025,1.0908021,-3.009468,0.017279701,0.2762472,2600,1.6185778,48141,6.2622423,-110.04539415141657,100.0,16.63,[ 1.071  1.043  0.334  0.71  -0.303],,2.6617746,1.6713328,1.2715548,637402.56,26,336.32306
-1.7547608e-06,3.9269485,746.8181,33.26175,0.05976664,86.98589,392.20224,100,321.8570771217346,1.1425081,-2.5815582,0.0323415,0.37629303,2700,2.338545,49911,14.028492,-111.38325135899144,100.0,17.7,[ 1.019  1.012  0.35   0.716 -0.328],,3.5448523,1.5551355,1.4441847,1283120.6,27,285.23828
-4.653931e-06,6.290764,593.47375,8.82059,0.04029098,86.66197,348.5011,100,334.50694465637207,1.1543653,-2.7940826,0.08115923,0.21903597,2800,1.0193172,51646,3.1558008,-111.06269462749556,100.0,17.35,[ 1.022  1.056  0.342  0.774 -0.277],,1.6044034,1.6845913,1.108962,239090.02,28,322.85022
-8.69751e-06,5.475029,548.9446,2.7652738,0.036598995,86.97815,303.321,100,346.19386863708496,1.132583,-2.7929382,0.34141302,0.19203292,2900,0.34986448,53402,1.2965283,-111.35263402568349,100.0,17.56,[ 0.976  1.04   0.359  0.774 -0.264],,1.111841,1.6409066,1.0294664,28347.64,29,296.40674
3.5095215e-06,3.7349777,590.3685,4.6903934,0.038601328,86.57582,336.50092,100,356.7541768550873,1.1081098,-2.5941772,0.18140751,0.20638017,3000,0.7880171,55127,2.538669,-111.07668347577354,100.0,17.25,[ 0.975  1.055  0.352  0.767 -0.286],,1.3983418,1.475164,1.092156,149427.84,30,313.20532
4.119873e-06,4.7781982,565.6312,2.672195,0.036663234,86.634705,315.51462,100,367.7122890949249,1.0985636,-2.868744,0.534567,0.1935554,3100,0.33243257,56865,1.5447307,-111.13669124172377,100.0,17.38,[ 1.012  1.072  0.344  0.788 -0.311],,1.1085846,1.6356909,1.049928,27619.965,31,299.50235
-6.6375733e-06,3.1832352,560.9782,3.9069839,0.040846806,87.345985,292.33972,100,381.1142966747284,1.1337758,-2.685196,0.22653045,0.21056013,3200,0.6228296,58700,1.6100247,-112.18540599845565,100.0,18.35,[ 1.014  1.057  0.355  0.769 -0.321],,1.3437207,1.4066023,1.0986105,81813.266,32,265.20468
-8.087158e-06,3.2607956,674.28375,16.779902,0.055130906,87.254715,375.82214,100,392.05967831611633,1.1252801,-2.9181976,0.035454363,0.3642647,3300,2.1308694,60529,16.73375,-112.084282246321,100.0,18.29,[ 1.021  1.076  0.363  0.769 -0.285],,3.3090463,1.4970006,1.3486164,974247.5,33,275.2293
-3.0517577e-07,3.2155685,585.5504,8.696946,0.04022878,86.89051,328.2837,100,403.0639588832855,1.1725787,-2.7847672,0.33440393,0.21194139,3400,0.7819943,62292,2.0723143,-111.29336388849742,100.0,17.63,[ 1.092  1.091  0.388  0.823 -0.293],,1.35338,1.5228249,1.1094307,144036.36,34,298.32843
7.2479247e-06,5.8332596,550.57965,2.3879097,0.036834434,86.81927,295.10526,100,413.4681315422058,1.16014,-2.968956,0.21603759,0.19336672,3500,0.42727938,64050,1.5293064,-111.11537479369046,100.0,17.58,[ 1.111  1.099  0.407  0.845 -0.247],,1.1620444,1.7739241,1.0369856,42277.227,35,286.09167
6.3323973e-06,5.468376,569.5914,2.9116144,0.040554024,87.09608,315.5566,100,424.5906982421875,1.2177703,-3.3432388,0.38723326,0.21011564,3600,0.5118473,65858,1.6477969,-111.57593623535041,100.0,18.08,[ 1.089  1.089  0.396  0.825 -0.259],,1.2165456,1.8205218,1.1084688,58778.98,36,284.38928
8.544922e-06,5.4897003,1070.2631,134.13013,0.14112718,86.974365,479.15082,100,434.6708002090454,1.1262032,-2.684883,0.00021913863,2.2391493,3700,13.206024,67627,197.17017,-111.10742466049832,100.0,17.69,[ 1.017  1.117  0.395  0.827 -0.201],,22.481396,1.7157205,2.1531203,38124736.0,37,286.35306
7.6293944e-08,3.1076508,762.40515,21.137083,0.05314335,86.75101,412.83374,100,447.33146810531616,1.1589208,-2.967842,0.14534453,0.3199408,3800,2.2789974,69358,11.975885,-110.96106022137033,100.0,17.31,[ 1.075  1.185  0.424  0.899 -0.293],,2.1150885,1.4447097,1.4463166,1180327.0,38,294.87445
1.6021728e-06,4.1583023,563.20087,2.5268655,0.036677644,86.8292,315.46924,100,458.7672483921051,1.1757802,-2.742134,0.5356554,0.19275936,3900,0.2684421,71107,1.2007976,-111.11453971831999,100.0,17.49,[ 0.987  1.213  0.374  0.884 -0.26 ],,1.0795851,1.6151582,1.0530124,18254.498,39,297.71686
4.7302246e-06,4.69693,672.33746,15.994855,0.045161255,86.39589,393.65918,100,470.7267062664032,1.2184881,-2.672882,0.08112679,0.2688737,4000,1.5671799,72790,8.226756,-110.40905099672148,100.0,16.83,[ 0.968  1.223  0.39   0.891 -0.243],,2.1621761,1.5909014,1.2233256,638956.2,40,335.95026
-1.0681152e-06,3.6275558,726.40826,8.197648,0.04887044,86.27906,414.84976,100,482.7077536582947,1.1051971,-2.6800995,0.0039939047,0.27950874,4100,1.4398589,74462,5.374892,-110.2503200892182,100.0,16.72,[ 0.969  1.268  0.368  0.897 -0.201],,2.2343662,1.5370736,1.3246094,530878.25,41,326.40356
-2.2888183e-07,4.611786,643.7732,9.20573,0.046151534,86.77325,351.58716,100,494.4920208454132,1.1337317,-3.021904,0.08426345,0.25788164,4200,1.2721488,76211,5.3450546,-110.84133354202395,100.0,17.49,[ 0.894  1.262  0.393  0.897 -0.314],,2.0139558,1.7702035,1.2197729,373606.94,42,296.40558
-8.392334e-07,4.8045425,653.99786,8.453942,0.046701092,86.65598,361.07178,100,506.8310058116913,1.1533334,-2.512291,0.09302977,0.25839195,4300,1.1227763,77954,4.527044,-111.21999061787108,100.0,17.43,[ 0.88   1.301  0.419  0.937 -0.285],,1.8622038,1.61192,1.2294271,309475.9,43,307.41882
-2.1362305e-06,4.215355,561.72876,3.1353467,0.037953507,87.0246,299.25488,100,518.9096677303314,1.1483713,-3.4140015,0.46760878,0.19707462,4400,0.36512125,79749,1.3363992,-111.09552600900844,100.0,17.95,[ 0.828  1.35   0.449  0.973 -0.266],,1.1165817,1.7879716,1.0855744,30747.566,44,269.44165
8.7738035e-06,4.912636,557.7166,2.9320736,0.039614037,86.951065,306.43286,100,531.3534469604492,1.1083983,-2.9416504,0.1747939,0.20784347,4500,0.5251034,81520,1.5877135,-111.31372943962378,100.0,17.71,[ 0.777  1.366  0.429  0.963 -0.271],,1.2057073,1.6425959,1.0598174,67054.63,45,298.0752
5.722046e-06,5.7617493,9819.803,2062.881,4.255083,86.93419,5937.0967,100,542.1729381084442,1.0568821,-2.9296646,3.8897037e-05,90.495514,4600,202.26103,83296,6308.841,-111.14101143144988,100.0,17.76,[ 0.804  1.35   0.417  0.974 -0.311],,1166.197,1.8396926,20.824373,8821424000.0,46,306.0462
-3.2043456e-06,4.4445877,785.4099,42.908928,0.07762297,87.14534,382.92636,100,556.7983031272888,1.0705936,-2.7035675,0.015488612,0.64461356,4700,4.68754,85077,32.346558,-111.78808291525614,100.0,17.81,[ 0.778  1.235  0.392  0.976 -0.362],,8.510046,1.4207586,1.5491993,4793088.0,47,287.59116
,3.6435165,613.3709,21.380901,0.051898662,87.47551,306.54565,100,569.4172651767731,1.1227752,-3.0391922,0.08790268,0.29380772,4800,2.1897194,86941,8.059128,-112.37700329652579,100.0,18.64,[ 0.713  1.186  0.397  0.945 -0.348],,2.6762218,1.5680343,1.2418404,960712.56,48,254.89572
-5.264282e-06,5.600052,700.0734,11.299209,0.052798115,87.162254,340.71292,100,581.9916911125183,1.0241758,-2.8403397,0.016003134,0.28732,4900,1.5170606,88755,4.484396,-111.97882150496409,100.0,18.14,[ 0.682  1.155  0.385  0.904 -0.296],,2.0817611,1.45392,1.3876308,487544.7,49,255.16046
-7.2479247e-06,4.9196396,628.9672,18.143564,0.049988072,87.0909,328.6559,100,594.6790385246277,1.0207433,-3.076004,0.06315257,0.2954492,5000,2.1830878,90570,8.111457,-111.98802928106552,100.0,18.15,[ 0.675  1.134  0.391  0.939 -0.395],,2.9498472,1.540403,1.2407233,1001226.3,50,270.8559
9.307862e-06,3.0996246,625.3496,14.77448,0.049151987,87.218315,310.27344,100,605.6475055217743,1.0057987,-3.1329956,0.011386308,0.26724696,5100,1.5576712,92380,4.9555693,-111.78483287418216,100.0,18.1,[ 0.761  1.142  0.41   0.964 -0.398],,2.073788,1.4459637,1.2193269,535791.4,51,263.95517
-1.5258789e-06,5.016365,528.15625,3.682455,0.039409187,87.46439,264.86133,100,616.3879146575928,0.9853557,-3.1807938,0.35848737,0.2016238,5200,0.42952788,94227,1.3022292,-111.9052525433002,100.0,18.47,[ 0.796  1.158  0.416  0.938 -0.413],,1.1255891,1.7342653,1.0428636,40980.59,52,256.23553
9.918213e-07,5.525223,598.88666,11.524566,0.043055788,86.93098,295.13742,100,626.9790182113647,0.9590628,-3.1420517,0.09892681,0.23312531,5300,1.271974,96016,4.3559837,-111.52061070787322,100.0,17.89,[ 0.788  1.169  0.423  0.929 -0.434],,1.6226217,1.6678649,1.15879,352907.0,53,271.5726
-2.2125244e-06,5.987694,953.25464,56.333107,0.0901036,87.2158,449.60052,100,640.7465693950653,0.9305834,-2.9774857,0.029603826,0.6883209,5400,5.88854,97830,29.445305,-111.88165140928193,100.0,18.14,[ 0.788  1.139  0.443  0.931 -0.46 ],,3.8779328,1.6801202,1.9617944,6723172.0,54,261.31937
-7.095337e-06,4.452774,551.2476,1.5388011,0.03460487,86.53427,291.77405,100,653.4508080482483,0.935206,-2.8259735,0.6036628,0.1836715,5500,0.17919965,99544,1.0615819,-110.79315981077941,100.0,17.14,[ 0.757  1.121  0.463  0.868 -0.488],,1.0351928,1.6064682,1.0079608,7905.0156,55,289.17682
-1.1138916e-05,5.8168945,614.96295,5.3581247,0.043298066,86.964676,354.64218,100,665.4389762878418,1.0002998,-3.9791183,0.3076704,0.22853963,5600,0.85157806,101313,2.0185218,-111.23392849978262,100.0,17.69,[ 0.753  1.114  0.462  0.864 -0.484],,1.4406624,1.795937,1.1730177,174756.19,56,303.4674
9.155273e-07,4.423828,570.43036,3.7276206,0.04045021,87.116516,307.3663,100,678.3750116825104,0.95728713,-3.4875717,0.04263031,0.21149106,5700,0.76626325,103107,2.0059726,-111.01639741102066,100.0,17.94,[ 0.763  1.112  0.455  0.836 -0.419],,1.4540248,1.8202958,1.11166,120983.97,57,281.8067
7.6293944e-08,4.923691,558.5497,4.7731733,0.041535366,87.36632,296.70413,100,687.8950483798981,0.9914694,-3.6849594,0.27999008,0.21416177,5800,0.7257328,104951,1.9639013,-111.83220011369835,100.0,18.44,[ 0.777  1.137  0.449  0.845 -0.462],,1.4351977,1.9563466,1.1069558,107927.39,58,269.2387
-6.1035157e-06,4.9783325,1427.5195,187.71294,0.21569434,86.20915,676.01807,100,697.160079240799,0.9856711,-2.8462143,0.0016720324,4.0465016,5900,18.405432,106620,403.46957,-110.07028054095416,100.0,16.69,[ 0.763  1.117  0.456  0.841 -0.427],,43.34945,1.6732429,2.794713,77749810.0,59,329.05646
2.1362305e-06,6.27063,554.53107,2.5912452,0.038448803,87.046646,290.4271,100,711.5262141227722,0.9551422,-2.9539032,0.35265282,0.19911589,6000,0.47270206,108425,1.5174348,-111.38274207932825,100.0,18.05,[ 0.849  1.155  0.495  0.871 -0.433],,1.2052335,1.7842778,1.0805944,47387.28,60,267.43622
2.3651123e-06,4.189247,1558.7384,214.26472,0.1705363,86.64709,836.5901,100,722.3223614692688,0.8994098,-3.0559769,0.00022922906,3.9307733,6100,21.07957,110163,401.52576,-110.89153346239392,100.0,17.38,[ 0.867  1.167  0.497  0.891 -0.464],,25.525513,1.5481461,3.103725,103073240.0,61,284.4573
-8.087158e-06,4.6493683,591.03125,4.301126,0.03930408,86.490265,340.24368,100,735.4590110778809,0.9043148,-2.6650467,0.16521718,0.21125548,6200,0.7342101,111874,1.787545,-110.68001248249719,100.0,17.11,[ 0.867  1.238  0.466  0.928 -0.52 ],,1.4824386,1.5256975,1.0857239,131177.28,62,318.8584
-3.890991e-06,3.9669342,687.2169,20.7733,0.049282074,86.63467,371.27667,100,745.6387624740601,0.9801425,-4.1846695,0.14296593,0.27524373,6300,2.210062,113591,4.6468773,-110.14010272929734,100.0,17.17,[ 0.87   1.213  0.459  0.926 -0.515],,2.4329112,1.6575155,1.2970624,1082697.4,63,306.71445
-9.994506e-06,4.155304,591.8888,4.330338,0.036968216,86.38736,332.537,100,756.2711515426636,0.96164757,-3.2829285,0.08565873,0.19943693,6400,0.5985851,115277,2.4011576,-110.42704595891011,100.0,16.86,[ 0.917  1.219  0.478  0.933 -0.439],,1.2102387,1.6694489,1.0742223,89991.99,64,317.33154
-6.1035155e-07,4.8222733,1401.5477,136.62796,0.12713403,86.753784,777.354,100,766.974847316742,0.82001406,-3.1335907,0.00086610526,1.0627915,6500,13.175365,117028,64.15427,-110.9496566936902,100.0,17.51,[ 0.901  1.216  0.495  0.959 -0.457],,8.223959,1.5703927,2.832978,37109476.0,65,291.86966
-3.6621093e-06,3.9190903,878.1169,20.867023,0.06353468,86.295006,530.75684,100,779.4750199317932,0.75749063,-3.0921555,0.0041538016,0.46175218,6600,3.054956,118693,19.685349,-110.09059351938315,100.0,16.65,[ 0.898  1.212  0.428  0.912 -0.599],,5.6550527,1.6510233,1.6487111,2231412.8,66,341.22418
-1.6021728e-06,5.230957,584.34485,3.7594023,0.03998092,86.949326,308.98587,100,792.2834053039551,0.73635006,-3.1457062,0.12795837,0.21065831,6700,0.7167601,120475,2.1768537,-111.13420372074005,100.0,17.82,[ 0.887  1.161  0.428  0.88  -0.661],,1.5159718,1.8663608,1.1250018,113962.44,67,272.1346
3.2043456e-06,4.877342,849.5383,50.31836,0.08339592,86.92418,421.41232,100,803.7198150157928,0.76562506,-2.6938705,0.015094502,1.105697,6800,5.4296913,122256,110.88501,-111.23917704206633,100.0,17.81,[ 0.871  1.143  0.422  0.869 -0.683],,9.631137,1.821017,1.7539732,4997238.5,68,256.77667
-1.9836425e-06,4.792938,2101.2847,281.8617,0.28256732,86.66603,1270.404,100,817.4146339893341,0.74772054,-2.9730759,0.0029873892,5.26959,6900,28.918888,123981,494.93256,-110.57646794566779,100.0,17.25,[ 0.92   1.17   0.432  0.923 -0.653],,41.008495,1.6074827,4.2414856,190929260.0,69,303.66962
1.7547608e-06,3.4855347,700.52374,30.092764,0.050736014,86.80272,367.50012,100,829.2840480804443,0.78213054,-2.844139,0.05789002,0.29660872,7000,3.0383604,125726,6.140313,-110.62762216734893,100.0,17.45,[ 0.976  1.193  0.427  0.876 -0.671],,3.320759,1.5010767,1.3357445,2112669.5,70,282.5175
-5.264282e-06,4.128029,636.42773,8.098336,0.04304347,86.613365,355.2161,100,842.5455546379089,0.7450353,-3.33712,0.114309326,0.23872498,7100,1.1720078,127452,3.8628361,-110.71344214251172,100.0,17.26,[ 0.931  1.172  0.431  0.868 -0.637],,1.9405103,1.7884642,1.1853904,311546.62,71,303.97522
-3.967285e-06,5.2329483,536.1449,1.3358003,0.035334762,86.860504,299.15125,100,853.4461636543274,0.74121135,-3.1851807,0.5954282,0.18521868,7200,0.09236502,129208,1.0335791,-110.83646556124195,100.0,17.56,[ 0.928  1.139  0.434  0.84  -0.674],,1.0114889,1.8317308,1.0074372,2095.0872,72,296.22684
8.31604e-06,4.629875,617.2406,4.470751,0.03810028,86.39794,365.3292,100,865.7081408500671,0.7198309,-3.3634415,0.10683367,0.20625378,7300,0.70199835,130898,2.3445785,-110.31902092860986,100.0,16.9,[ 0.921  1.141  0.434  0.846 -0.678],,1.3618807,1.8906598,1.1282309,121688.42,73,327.43
2.1362305e-06,5.5539856,581.11774,3.5711322,0.041223608,86.99801,326.69812,100,877.2726707458496,0.71154994,-3.819519,0.22463772,0.21727361,7400,0.5992868,132679,2.3386238,-110.787839791159,100.0,17.81,[ 0.877  1.141  0.444  0.84  -0.699],,1.3375245,2.0265548,1.1175275,81660.99,74,292.18622
-4.119873e-06,4.9361877,558.7642,2.4891734,0.03603997,86.60327,304.9256,100,888.2477471828461,0.6924709,-2.9969254,0.32095653,0.19047566,7500,0.34395123,134410,1.3248469,-110.91380563701479,100.0,17.31,[ 0.88   1.135  0.457  0.863 -0.707],,1.0934733,1.6030825,1.0352348,29495.121,75,294.6712
-6.027222e-06,4.7677765,627.25336,16.84383,0.042988498,86.49886,331.60446,100,899.8605382442474,0.6875941,-3.2911682,0.10549182,0.24068204,7600,1.453506,136127,5.0394335,-110.66816662992267,100.0,17.17,[ 0.882  1.141  0.461  0.881 -0.726],,1.6344244,1.7885183,1.1670657,485530.16,76,300.57745
-5.264282e-06,5.926895,619.0639,4.561059,0.042218223,86.92223,342.5454,100,911.3712346553802,0.70452875,-3.1263351,0.107417375,0.22422425,7700,0.94341403,137910,2.1984923,-111.34905195614324,100.0,17.83,[ 0.875  1.123  0.478  0.868 -0.731],,1.8140732,1.7125252,1.202272,188845.22,77,282.71152
4.8065185e-06,4.7789993,546.60516,2.2411273,0.036661565,86.90415,295.20966,100,924.3439123630524,0.7343542,-3.0316849,0.560862,0.19097425,7800,0.28791198,139688,1.165909,-111.2769057232121,100.0,17.78,[ 0.841  1.111  0.479  0.871 -0.714],,1.0595751,1.7668035,1.0406832,20053.484,78,281.97528
9.460449e-06,5.344002,553.2473,2.9561305,0.038045004,86.876976,312.4548,100,935.0713839530945,0.7358997,-3.1182098,0.42997193,0.19874778,7900,0.3585729,141463,1.3681781,-111.02901828620908,100.0,17.75,[ 0.831  1.112  0.484  0.876 -0.685],,1.1330142,1.9005758,1.0530808,30602.44,79,295.3728
6.5612794e-06,5.2666626,614.08453,3.270434,0.038846727,86.7369,344.8142,100,946.086874961853,0.6883617,-3.1173935,0.092381895,0.20552698,8000,0.6044491,143206,1.950634,-110.5775278466881,100.0,17.43,[ 0.813  1.118  0.473  0.86  -0.683],,1.3091767,1.6870854,1.1602561,83261.31,80,290.79248
4.8828124e-06,3.5484238,577.8849,2.9964359,0.036722362,86.621445,320.81088,100,958.550315618515,0.6728754,-3.1191025,0.4260554,0.19491531,8100,0.3512502,144927,1.4796507,-110.37294672343263,100.0,17.21,[ 0.79   1.11   0.475  0.844 -0.731],,1.1092504,1.7461551,1.0680312,31843.908,81,295.63196
-6.2561035e-06,4.0630875,627.9751,13.804998,0.045663666,86.815445,342.07037,100,971.8512375354767,0.64307404,-3.379898,0.038865097,0.26264888,8200,1.456885,146679,9.700863,-110.57176716050327,100.0,17.52,[ 0.814  1.092  0.483  0.83  -0.746],,1.7194757,1.8248032,1.196902,475634.6,82,294.07037
