InitialReturnMean,MinD2w0t,EpThisIter,StdIW,MinIW,EmpiricalD2,TimestepsSoFar,EpLenMean,StdD2w0t,Iteration,MaxIW,EpRewMean,MeanD2w0t,TimeElapsed,ReturnMeanIW,EntropyCoefficient,EpisodesSoFar,MeanEntropy,ReturnStepMaxmin,InitialBound,InitialReturnStd,InitialReturnMin,InitialReturnMax,MeanIW,Bound,ReturnStepMax,MaxD2w0t,Weights,J_sample_variance
8.850097e-06,,100,0.39945045,0.48991644,1.1214339,22188,18.68,0.19877526,11,3.6085117,-108.4122173112897,0.039130434,60.09758472442627,501.41745,10.0,1100,1.4530731,87.52008,241.04437,4.9270186,-5.980713,19.58451,1.0370213,248.52979,100.0,1.225224,[ 0.992 -0.265 -0.609 -0.909  0.007],31239.086
4.8065185e-06,,100,0.27411994,0.3077971,1.0767143,24162,19.74,0.20085438,12,1.8223103,-107.81619021162729,0.040709406,65.77579998970032,468.0403,10.0,1200,1.441461,88.11575,161.05908,9.183449,-6.805748,55.930172,1.0380006,170.78223,100.0,1.1624709,[ 1.009 -0.257 -0.612 -0.915  0.034],12613.683
1.8310546e-06,,100,0.2237222,0.5778808,1.0414777,26032,18.7,0.19251469,13,1.8679159,-108.24529102304241,0.03794374,71.1890811920166,494.75656,10.0,1300,1.4357272,87.689835,200.17084,6.0183067,-6.4021378,35.201027,1.0261846,207.10345,100.0,1.0850114,[ 1.034 -0.263 -0.625 -0.921  0.023],9318.588
8.087158e-06,,100,3.1272304,0.036315504,1.772173,27946,19.14,0.29918712,14,29.495157,-108.38753472246059,0.054633927,76.76185417175293,637.22656,10.0,1400,1.4245055,87.95883,200.8757,6.0894856,-6.564438,26.35698,1.4572816,229.55695,100.0,6.483531,[ 1.011 -0.26  -0.617 -0.923  0.017],1153402.9
-3.5858154e-06,,100,0.08104231,0.75115454,1.0070995,29867,19.21,0.19296546,15,1.3208535,-108.42797557316042,0.03857013,82.63848614692688,473.28506,10.0,1500,1.4348778,87.94941,193.21414,5.78109,-5.780632,37.12062,1.008962,195.6373,100.0,1.0345458,[ 1.018 -0.258 -0.598 -0.879  0.005],1123.436
-6.3323973e-06,,100,0.534012,0.2278105,1.2294307,31936,20.69,0.21523158,16,2.9430666,-108.71942302678016,0.044609014,88.1166341304779,470.8279,10.0,1600,1.4188174,88.490654,135.7048,8.905175,-6.5024643,55.64568,1.1049559,158.18723,100.0,1.4775825,[ 1.013 -0.252 -0.598 -0.876  0.016],38501.65
-7.2479247e-07,,100,0.35876945,0.5521054,1.0790241,34101,21.65,0.21054344,17,3.384399,-109.16800103003163,0.044763595,94.06701278686523,432.69296,10.0,1700,1.4420848,88.915695,131.11942,7.6637707,-7.480011,37.104813,1.0624517,142.54439,100.0,1.220797,[ 9.735e-01 -2.508e-01 -5.817e-01 -8.704e-01 -1.934e-04],14911.363
-7.6293945e-06,,100,0.34595993,0.35150954,1.115431,36207,21.06,0.21208109,18,2.1631484,-108.25845387486613,0.0444208,100.20947813987732,456.8724,10.0,1800,1.4211539,88.719086,121.325966,9.506059,-7.3242493,61.374405,1.0959231,142.43983,100.0,1.3483608,[ 0.972 -0.265 -0.581 -0.873  0.023],17164.049
1.6021728e-06,,100,0.32750902,0.30416206,1.0877346,38246,20.39,0.20572446,19,2.6058903,-107.7834278140111,0.04237872,105.56140327453613,459.6838,10.0,1900,1.4121059,88.428635,139.80788,8.623542,-7.9021683,55.10831,1.0617878,152.1069,100.0,1.2327571,[ 0.948 -0.259 -0.565 -0.868  0.002],16480.277
3.1280517e-06,,100,0.6390959,0.28482246,1.309211,40227,19.81,0.21456283,20,3.6240146,-108.12348600207017,0.043394513,110.9679012298584,495.65042,10.0,2000,1.3982521,88.24452,161.40735,7.781133,-7.1969223,43.706543,1.1100525,188.08005,100.0,1.6563061,[ 0.934 -0.272 -0.569 -0.859 -0.007],66117.22
6.1798096e-06,,100,0.516497,0.25698808,1.2161564,42044,18.17,0.21167296,21,3.4693022,-107.89153465046758,0.04088375,116.35321831703186,554.4753,10.0,2100,1.3563982,87.47989,267.34982,4.172664,-5.896202,18.78968,1.1213735,298.86758,100.0,1.6480669,[ 0.887 -0.271 -0.554 -0.848 -0.021],56638.605
8.277893e-06,,100,2.1645994,0.11648709,2.1085958,44020,19.76,0.27360722,22,20.847862,-107.41164212561166,0.053573843,121.64329147338867,566.0207,10.0,2200,1.40551,88.23729,158.63231,7.7628613,-6.7633133,51.458084,1.2866426,197.5243,100.0,2.9948983,[ 0.867 -0.278 -0.568 -0.872 -0.063],734539.4
-4.5013426e-06,,100,0.10745471,0.7326228,1.0126785,45910,18.9,0.19223751,23,1.3303396,-108.5183718162217,0.0380985,127.13823533058167,485.52094,10.0,2300,1.3897154,87.74018,217.24202,6.035807,-6.2076263,25.270073,1.0155203,221.34311,100.0,1.0582521,[ 0.816 -0.287 -0.553 -0.857 -0.013],2284.891
-8.7738035e-06,,100,0.16828603,0.71148753,1.0242031,48140,22.3,0.21107103,24,1.960048,-107.72072752096527,0.04558495,132.9748113155365,405.85303,10.0,2400,1.3894203,89.42338,107.41208,10.339478,-8.698273,43.53708,1.0424343,115.160805,100.0,1.1465935,[ 0.808 -0.277 -0.549 -0.854 -0.029],3982.7122
1.3122559e-05,,100,0.12616213,0.6503467,1.0145385,50054,19.14,0.19316684,25,1.3668561,-108.10656978496333,0.038536467,138.80067825317383,473.0803,10.0,2500,1.3796484,87.94305,180.73257,7.7423344,-6.394188,46.404755,1.0088595,182.39279,100.0,1.0377214,[ 0.801 -0.267 -0.544 -0.86  -0.03 ],2940.8018
-5.7983398e-06,,100,0.117533594,0.7273632,1.0123401,52035,19.81,0.19712193,26,1.6424534,-107.70558539017051,0.040029567,144.4049506187439,458.4031,10.0,2600,1.3749446,88.17214,161.1323,7.524115,-7.4969025,38.84443,1.0219957,165.36075,100.0,1.0841943,[ 0.809 -0.268 -0.548 -0.864 -0.039],2537.7178
-5.264282e-06,,100,0.42668077,0.33129573,1.155512,53926,18.91,0.20096923,27,3.4331343,-107.75533899292172,0.039782096,149.66003155708313,501.43033,10.0,2700,1.3750029,87.63902,197.52936,6.345869,-6.9637527,36.67513,1.0637368,214.99283,100.0,1.3980577,[ 0.804 -0.264 -0.543 -0.87  -0.044],33596.547
-1.033783e-05,,100,0.3130571,0.38471845,1.1006204,55974,20.48,0.20485842,28,2.1064515,-108.02968067415551,0.042314887,155.9284167289734,451.88742,10.0,2800,1.3703897,88.64616,145.22897,7.946938,-7.380516,43.674763,1.045304,157.17485,100.0,1.192861,[ 0.766 -0.26  -0.533 -0.857 -0.044],14043.03
-1.3732911e-06,,100,0.15669714,0.7041644,1.0245453,58196,22.22,0.20829698,29,1.541178,-107.53522316222742,0.044920087,162.42292737960815,397.17795,10.0,2900,1.3748118,89.32086,91.3614,10.529323,-8.150978,60.974415,1.0153681,94.376015,100.0,1.050236,[ 0.795 -0.262 -0.543 -0.862 -0.048],2970.9944
,,100,0.35666043,0.47780177,1.1145984,60438,22.42,0.21536547,30,2.452871,-107.5399426961888,0.046627462,168.91327691078186,407.23053,10.0,3000,1.3788952,89.40688,99.75727,11.762929,-8.607262,49.953224,1.0537591,110.4897,100.0,1.225477,[ 0.804 -0.265 -0.55  -0.865 -0.044],14270.6
1.2588501e-05,,100,0.042682566,0.8242815,1.0027728,62583,21.45,0.20304602,31,1.1745445,-108.01421341768253,0.042984594,174.63388442993164,412.56757,10.0,3100,1.3758866,88.93933,120.37932,8.717638,-8.200722,45.083908,1.0050505,121.43822,100.0,1.0198932,[ 0.785 -0.275 -0.548 -0.859 -0.04 ],291.88754
-6.1035155e-07,,100,0.40512824,0.4918553,1.1257952,64547,19.64,0.20187326,32,2.987657,-107.97381612111701,0.04078164,179.97739386558533,483.8986,10.0,3200,1.3817415,88.00475,159.27153,7.6872334,-6.896988,54.45173,1.0724688,174.60425,100.0,1.3244345,[ 0.789 -0.273 -0.547 -0.857 -0.043],25928.553
8.392334e-07,,100,0.11539526,0.6996625,1.0154812,66721,21.74,0.20562051,33,1.4246396,-107.70426264543295,0.043838203,186.71339869499207,408.94464,10.0,3300,1.3717936,89.09269,106.625916,9.640306,-8.313866,53.466934,1.0155652,109.75904,100.0,1.0595193,[ 0.818 -0.264 -0.55  -0.858 -0.037],1652.4021
-1.1444092e-06,,100,0.15042573,0.666438,1.0257103,68781,20.6,0.20071986,34,1.3989484,-107.85869766628547,0.041605342,192.31910514831543,435.10092,10.0,3400,1.3673769,88.528275,129.41591,9.458302,-6.72805,64.002525,1.0129665,132.56152,100.0,1.0376489,[ 0.82  -0.262 -0.554 -0.857 -0.047],3281.6292
1.9836425e-06,,100,0.15856402,0.7001809,1.0188445,71225,24.44,0.21773615,35,1.671824,-106.92592811560671,0.049354564,197.96377873420715,352.36133,10.0,3500,1.3661264,90.24996,45.80081,13.615408,-10.387596,58.46347,1.0161961,48.01542,100.0,1.0779932,[ 0.831 -0.263 -0.559 -0.861 -0.051],2756.6548
-7.133484e-06,,100,0.188968,0.6268879,1.0432498,73177,19.52,0.19743241,36,1.8295126,-108.40832691535923,0.03978829,202.94417881965637,473.81027,10.0,3600,1.3819405,88.16124,175.22389,5.8588924,-6.635376,41.45316,1.0315536,183.88434,100.0,1.0848972,[ 0.83  -0.269 -0.556 -0.862 -0.053],6474.7285
-9.307862e-06,,100,0.23654556,0.5708217,1.0480361,75554,23.77,0.21726206,37,1.8714466,-107.91164232158685,0.0485322,208.68041467666626,372.71725,10.0,3700,1.3886718,89.92057,56.846443,12.490657,-9.545685,61.72075,1.0289687,62.768158,100.0,1.0992426,[ 0.843 -0.272 -0.563 -0.867 -0.037],5926.931
-4.272461e-06,,100,0.24802226,0.59430873,1.0421165,77610,20.56,0.20433663,38,2.8204017,-107.93686508103752,0.04229245,214.75195288658142,454.02875,10.0,3800,1.4177439,88.50102,141.6705,8.91193,-6.9052734,53.790405,1.0578997,154.05171,100.0,1.2156001,[ 0.828 -0.268 -0.555 -0.86  -0.03 ],9786.692
1.1444092e-06,,100,0.06378689,0.88474923,1.0039562,79747,21.37,0.2029064,39,1.2659824,-108.31535939210791,0.04287672,221.27004480361938,415.9338,10.0,3900,1.42557,88.862854,115.32209,9.402609,-7.575302,61.65056,1.006829,116.76925,100.0,1.02342,[ 0.837 -0.267 -0.554 -0.858 -0.001],729.3115
-1.2092591e-05,,100,0.2496239,0.55133134,1.0310502,81705,19.58,0.19909738,40,3.127342,-107.69632658006677,0.040162764,227.2095148563385,478.51788,10.0,4000,1.4260055,88.26013,175.53046,7.439692,-7.1427,38.77853,1.056996,186.65459,100.0,1.2500744,[ 0.835 -0.263 -0.552 -0.855  0.006],10052.194
-1.5258789e-06,,100,0.17839399,0.4696527,1.0351,83897,21.92,0.20759024,41,1.461819,-108.17048665954104,0.04444583,232.78387928009033,408.28235,10.0,4100,1.4197389,89.1917,122.20805,9.131735,-7.9387817,37.953773,1.0204325,126.69632,100.0,1.0840936,[ 0.849 -0.27  -0.554 -0.845  0.007],3893.7588
-5.645752e-06,,100,0.25566095,0.55843127,1.0583593,86223,23.26,0.21474752,42,2.154955,-107.94728723394702,0.047423188,238.501478433609,382.40707,10.0,4200,1.4255991,89.82733,79.01187,10.941411,-8.720734,46.96274,1.0289756,85.27375,100.0,1.1054622,[ 8.384e-01 -2.723e-01 -5.510e-01 -8.380e-01  6.257e-04],6651.953
7.43866e-06,,100,0.18046041,0.6658087,1.0363028,88120,18.97,0.19377424,43,1.8371938,-107.91769357542208,0.03847427,243.72208166122437,484.2539,10.0,4300,1.4387337,87.77356,197.06273,5.565653,-6.0451965,36.7432,1.0232664,204.19745,100.0,1.086934,[ 0.861 -0.274 -0.557 -0.846  0.006],5897.1523
-1.0299683e-06,,100,0.2763971,0.48144457,1.0802537,90130,20.1,0.20180641,44,1.9797975,-108.58419869475796,0.04128277,248.94907546043396,463.89795,10.0,4400,1.4327528,88.37051,148.87918,7.693239,-6.934395,43.30404,1.0462728,159.94563,100.0,1.1563733,[ 0.885 -0.28  -0.563 -0.852  0.02 ],12220.116
5.1116945e-06,,100,2.033053,0.0152230775,2.9383643,92100,19.7,0.31964558,45,13.594116,-107.83258654488202,0.059440147,254.4459638595581,587.7863,10.0,4500,1.4325235,88.10498,185.10399,6.3319654,-7.1276245,39.01921,1.3352948,231.25099,100.0,5.9207945,[ 0.863 -0.286 -0.559 -0.847  0.014],651170.56
1.4495849e-06,,100,0.21137454,0.6741505,1.0378909,93984,18.84,0.19349514,46,1.985687,-108.08025463128655,0.038283717,260.59881067276,486.4732,10.0,4600,1.4435368,87.758705,230.00542,5.7388453,-6.1768036,23.958977,1.0175816,234.1889,100.0,1.1005203,[ 0.773 -0.302 -0.551 -0.814  0.014],8534.904
-1.1062622e-06,,100,0.25024995,0.3469048,1.0525331,96166,21.82,0.21237285,47,2.2189162,-108.13960067481712,0.045318488,267.17643666267395,427.2698,10.0,4700,1.4279447,89.15897,122.175354,8.262384,-8.540192,43.4249,1.0639406,133.74545,100.0,1.2320148,[ 0.76  -0.286 -0.552 -0.814  0.025],8860.473
-6.752014e-06,,100,0.16674781,0.6471186,1.0255476,98189,20.23,0.20046511,48,2.0248244,-108.61915385126863,0.0411549,274.1979088783264,454.56784,10.0,4800,1.4401225,88.497475,165.5904,6.870047,-6.249527,35.367676,1.0291886,172.13585,100.0,1.1094364,[ 0.766 -0.273 -0.543 -0.822  0.009],4595.091
-1.9454956e-06,,100,0.22965042,0.5552572,1.0264267,100248,20.59,0.2031503,49,2.4260814,-108.08529127055799,0.042081885,280.6138069629669,446.14874,10.0,4900,1.4385662,88.62742,149.70738,7.562507,-7.110611,36.94977,1.0408156,155.95723,100.0,1.1538699,[ 0.767 -0.279 -0.553 -0.827  0.021],7923.037
-6.065369e-06,,100,4.3763885,0.047531907,3.1762207,102355,21.07,0.35895514,50,40.524548,-108.44279949847332,0.068281025,286.92834091186523,596.5383,10.0,5000,1.4375452,88.87698,128.64323,8.928936,-7.5243225,49.89576,1.5179931,174.80429,100.0,8.139547,[ 0.767 -0.276 -0.543 -0.836  0.02 ],2027292.5
8.392334e-07,,100,0.12361167,0.6796218,1.013061,104460,21.05,0.20292109,51,1.6246456,-107.46762083164953,0.042538058,293.58229660987854,425.46255,10.0,5100,1.4445931,88.82674,129.23743,8.701274,-7.5348587,55.764393,1.0199845,133.1846,100.0,1.1076399,[ 0.717 -0.288 -0.506 -0.821  0.019],2471.517
7.6293945e-06,,100,0.25952896,0.60433763,1.0540015,106505,20.45,0.20229611,52,2.273233,-107.53322906314243,0.04176418,299.8346424102783,445.57986,10.0,5200,1.4491636,88.57277,142.22562,8.663873,-7.8825455,46.46134,1.0354197,148.53848,100.0,1.1309084,[ 0.721 -0.28  -0.499 -0.825  0.026],9902.831
-1.2207031e-06,,100,0.05189521,0.8756807,1.0040172,108914,24.09,0.21518886,53,1.2888664,-108.84731734162123,0.04841328,306.72799921035767,364.29202,10.0,5300,1.4445933,90.05078,56.166256,10.246691,-8.613907,55.858593,1.0123856,58.3697,100.0,1.0351499,[ 0.714 -0.288 -0.493 -0.828  0.03 ],420.3929
-1.0948181e-05,,100,0.2753708,0.47588575,1.0723221,111284,23.7,0.21731435,54,2.0538576,-108.64398690619394,0.04846388,313.5870213508606,379.37476,10.0,5400,1.4445933,89.97566,60.848705,10.698603,-9.029434,57.350906,1.0401834,68.4351,100.0,1.167397,[ 0.715 -0.282 -0.488 -0.828  0.026],7733.164
6.3323973e-06,,100,0.21753253,0.44469303,1.0576829,113403,21.19,0.20718813,55,2.0190065,-108.28036183492246,0.043571845,320.02966570854187,438.65164,10.0,5500,1.4257811,88.83748,126.29496,8.314474,-7.4523163,43.22721,1.05158,138.32996,100.0,1.1858324,[ 0.732 -0.278 -0.494 -0.832  0.026],6818.9897
-8.392334e-07,,100,0.08892489,0.78970575,1.0081925,115578,21.75,0.20539296,56,1.4554884,-107.43972442335098,0.043797433,326.5466239452362,408.04602,10.0,5600,1.4181513,89.120544,105.81482,9.583568,-8.071823,54.863564,1.019195,109.19564,100.0,1.0618435,[ 0.724 -0.285 -0.494 -0.825  0.007],1271.3267
-5.378723e-06,,100,0.13955277,0.73548985,1.0191715,117677,20.99,0.20301391,57,1.8723617,-107.79290745661568,0.04249565,332.6547522544861,429.77582,10.0,5700,1.4355478,88.72937,131.15839,7.955098,-7.486946,41.355335,1.0262742,136.65248,100.0,1.0810022,[ 7.333e-01 -2.817e-01 -4.904e-01 -8.254e-01 -6.310e-04],2712.9075
7.896423e-06,,100,0.17131817,0.658166,1.0318685,119875,21.98,0.20747197,58,1.5136026,-107.49696461839778,0.04448357,339.0677990913391,404.4425,10.0,5800,1.442083,89.21867,99.711525,10.141863,-8.146965,50.60649,1.0240767,103.67458,100.0,1.0837983,[ 0.725 -0.278 -0.488 -0.82   0.017],3918.3865
-2.7465821e-06,,100,0.22212388,0.6385444,1.0207945,122011,21.36,0.20495637,59,2.7249224,-108.02636805134561,0.043290257,345.56843757629395,423.4551,10.0,5900,1.4284066,88.887375,118.41915,8.269269,-7.5939407,43.452682,1.0314212,122.5619,100.0,1.1514351,[ 0.715 -0.284 -0.486 -0.82   0.023],6405.9595
3.890991e-06,,100,0.15054275,0.7456862,1.0178885,124024,20.13,0.19880009,60,2.055904,-108.28862286315069,0.04071494,351.3516376018524,455.03287,10.0,6000,1.4441905,88.290565,156.98491,7.2183757,-7.7260437,49.950077,1.0309145,163.3531,100.0,1.096998,[ 0.72  -0.274 -0.481 -0.817  0.009],3461.439
-1.6403199e-06,,100,0.35983473,0.5924114,1.1032199,126133,21.09,0.2101693,61,3.2255876,-108.28858681000058,0.044069648,357.9524962902069,448.02844,10.0,6100,1.4655021,88.90724,125.582436,9.481784,-7.659645,53.554863,1.0743964,141.18954,100.0,1.2635425,[ 0.726 -0.284 -0.484 -0.824  0.025],16798.947
-4.348755e-06,,100,0.05976505,0.8265928,1.0028579,128304,21.71,0.20407887,62,1.1783797,-107.82560623520826,0.043478437,364.70475244522095,404.65417,10.0,6200,1.4611558,89.18619,112.28561,10.026466,-8.376694,48.576748,1.0026333,112.69435,100.0,1.0078381,[ 0.702 -0.282 -0.473 -0.823  0.046],600.1279
1.5258789e-06,,100,0.28302422,0.33375084,1.0668042,130808,25.04,0.22442222,63,2.2081416,-107.99988806322816,0.051514987,371.6908221244812,355.49756,10.0,6300,1.45134,90.38825,45.98915,12.384084,-10.06707,52.719406,1.0433227,54.38022,100.0,1.1729376,[ 0.697 -0.283 -0.472 -0.822  0.042],7118.689
-1.0299683e-06,,100,0.18672103,0.73096615,1.0294411,132942,21.34,0.20681356,64,2.1094308,-108.54845407976563,0.043657742,378.9524073600769,431.9554,10.0,6400,1.4598069,88.94422,133.05115,7.4562864,-7.5496597,28.048038,1.0457025,141.99919,100.0,1.1358578,[ 0.72  -0.29  -0.481 -0.835  0.033],5166.6104
3.8146973e-06,,100,0.16203631,0.7000081,1.0202473,135354,24.12,0.21727227,65,1.8596231,-107.35222532423558,0.048913483,386.13274025917053,362.30304,10.0,6500,1.4765216,90.099045,58.600693,12.287681,-9.928207,52.58608,1.0269822,62.733112,100.0,1.0723988,[ 0.718 -0.285 -0.468 -0.839  0.041],3008.4998
-4.959106e-07,,100,0.08887716,0.79481965,1.0086483,137478,21.24,0.20254484,66,1.3986144,-108.28827842707543,0.04265898,392.49826526641846,418.93158,10.0,6600,1.4772252,88.803925,123.300644,9.287496,-7.4586563,49.952305,1.0072056,124.82554,100.0,1.0237107,[ 0.723 -0.286 -0.471 -0.843  0.057],1220.0287
-3.8146973e-06,,100,0.13573144,0.6702707,1.0111673,139975,24.97,0.2196831,67,1.94863,-107.86461769529426,0.05036379,399.35011315345764,345.63916,10.0,6700,1.4767385,90.36067,49.208683,12.813366,-10.435684,49.54473,1.0126346,50.867664,100.0,1.0500138,[ 0.729 -0.286 -0.472 -0.849  0.058],1872.541
3.0899048e-06,,100,0.13157746,0.6919324,1.0218207,142206,22.31,0.20826109,68,1.3568406,-107.76591853761181,0.045006987,405.8506157398224,397.16733,10.0,6800,1.480266,89.33925,92.90594,10.511355,-9.039391,57.689842,1.0191507,97.14772,100.0,1.0869589,[ 0.731 -0.288 -0.474 -0.856  0.058],2187.216
8.69751e-06,,100,0.31708562,0.31671557,1.1016368,144193,19.87,0.20589305,69,2.0682101,-107.5071397696898,0.041840352,411.8257381916046,483.93405,10.0,6900,1.4492629,88.181755,160.98659,8.083472,-6.1462708,41.0684,1.0888894,181.52449,100.0,1.3924241,[ 0.749 -0.291 -0.479 -0.859  0.061],16981.758
-5.722046e-06,,100,0.32035425,0.45306417,1.092035,146326,21.33,0.20807713,70,2.1333616,-108.07640521653663,0.043903172,417.937358379364,427.44232,10.0,7000,1.4499359,89.02794,120.92583,7.639737,-8.207497,49.30364,1.036133,129.63562,100.0,1.1961051,[ 0.724 -0.292 -0.479 -0.845  0.03 ],13784.366
-3.3187866e-06,,100,0.5416399,0.210272,1.1830007,148544,22.18,0.22024848,71,3.6018252,-107.69383664436924,0.047357123,424.2555842399597,417.9925,10.0,7100,1.4483356,89.347046,100.65567,10.238498,-8.156593,46.720932,1.0640658,111.61952,100.0,1.400422,[ 0.759 -0.298 -0.488 -0.855  0.031],35746.312
6.3323973e-06,,100,0.06888067,0.8107146,1.0066565,151003,24.59,0.21741813,72,1.3006152,-107.63297059465611,0.04944797,431.30119943618774,350.80984,10.0,7200,1.4402968,90.24684,50.89699,11.91345,-10.174164,48.14956,1.0104715,52.7675,100.0,1.0263273,[ 0.785 -0.298 -0.499 -0.871  0.029],534.07367
6.4468386e-06,,100,0.11614835,0.76218385,1.0133406,153345,23.42,0.21331258,73,1.6467366,-107.81376935705593,0.047283657,438.04082012176514,375.8015,10.0,7300,1.4375452,89.793015,74.232285,11.789867,-9.695076,51.90311,1.020054,78.04107,100.0,1.0587893,[ 0.787 -0.302 -0.503 -0.872  0.021],1763.3513
3.1280517e-06,,100,0.16376369,0.68314594,1.0276738,155484,21.39,0.20457269,74,1.4665371,-107.64979386220492,0.043246582,444.17039370536804,415.9045,10.0,7400,1.4420825,89.16553,118.629234,9.666675,-8.257828,50.874424,1.0141215,121.6584,100.0,1.0580231,[ 0.794 -0.3   -0.502 -0.88   0.019],3573.9448
1.9073486e-06,,100,0.43421942,0.4878003,1.112283,157618,21.34,0.2112063,75,3.1623802,-107.90808468483525,0.044555664,450.3926033973694,434.3595,10.0,7500,1.4581065,88.88678,113.286026,9.12437,-8.298996,60.721554,1.0639914,122.391304,100.0,1.3307278,[ 0.799 -0.298 -0.507 -0.884  0.023],22576.389
7.2479247e-06,,100,0.108076625,0.6140123,1.0139736,159789,21.71,0.20548363,76,1.4733071,-107.52897733395763,0.043772675,456.743346452713,410.1792,10.0,7600,1.4509952,89.12404,121.503456,9.880657,-8.459991,44.59684,1.020082,125.553955,100.0,1.0722752,[ 0.791 -0.309 -0.501 -0.88   0.039],1354.067
-5.683899e-06,,100,0.28407642,0.5833769,1.0473045,162099,23.1,0.21602955,77,2.246037,-107.61490506663482,0.04753095,463.2994899749756,387.69492,10.0,7700,1.4706922,89.68295,78.718506,11.687303,-8.189926,58.993355,1.0390986,84.665054,100.0,1.1550906,[ 0.784 -0.298 -0.5   -0.875  0.032],9518.734
-4.5776366e-07,,100,0.25683832,0.39944613,1.0560286,164308,22.09,0.21141948,78,1.8427837,-108.52130318673687,0.04543747,469.1153395175934,412.35855,10.0,7800,1.4511588,89.185265,108.40816,9.661127,-7.665344,49.116295,1.0407913,115.00344,100.0,1.1732765,[ 0.773 -0.293 -0.492 -0.869  0.052],8399.555
-3.4332277e-07,,100,0.0481849,0.83630776,1.0025407,166485,21.77,0.20440347,79,1.231226,-108.16325702462221,0.04361333,475.78159856796265,405.65393,10.0,7900,1.4473099,89.31888,130.3308,8.1198845,-7.9612274,33.306503,1.0036771,131.16728,100.0,1.0111123,[ 0.763 -0.294 -0.487 -0.861  0.032],416.7547
