EpisodesSoFar,EmpiricalD2,InitialReturnMin,MeanD2w0t,EpRewMean,ReturnStepMaxmin,InitialReturnMean,MaxIW,MinIW,StdIW,StdD2w0t,EntropyCoefficient,MinD2w0t,TimestepsSoFar,InitialBound,TimeElapsed,MeanIW,EpThisIter,Weights,InitialReturnStd,J_sample_variance,Iteration,ReturnMeanIW,MaxD2w0t,ReturnStepMax,InitialReturnMax,MeanEntropy,EpLenMean,Bound
24200,1.0107229,-25.472488,0.10956961,-105.02827795936584,95.150696,-4.8828124e-06,1.3454139,0.8115451,0.08619837,0.31304303,,,1077222,-184.69287,2696.6301934719086,1.0151618,100,[-0.808 -0.632 -0.314 -0.774  0.422],13.485784,268.0034,242,126.74289,1.0286925,100.0,25.43753,1.8438318,54.57,-183.6142
24300,1.0002964,-25.798454,0.11467875,-104.71777180224483,95.34685,-3.2806397e-06,1.0463885,0.9569416,0.017424308,0.31865624,,,1082955,-196.12418,2708.8730430603027,1.0011307,100,[-0.794 -0.63  -0.311 -0.776  0.425],12.193836,147.15166,243,117.29883,1.0005704,100.0,26.644775,1.84279,57.33,-196.09244
24400,1.010861,-26.301888,0.10862917,-104.52616234671946,95.12866,3.3950805e-06,1.3848602,0.7690959,0.10298899,0.31219244,,,1088355,-188.29004,2720.685715198517,1.0157335,100,[-0.795 -0.63  -0.312 -0.777  0.424],15.458314,454.8964,244,127.99403,1.0264155,100.0,31.574398,1.8466092,54.0,-187.20116
24500,1.0249437,-25.17398,0.10482564,-105.32298900380113,94.92403,-7.5531007e-06,1.7128302,0.7432107,0.17564963,0.30876023,,,1093523,-176.48404,2732.9803574085236,1.0404176,100,[-0.799 -0.628 -0.307 -0.775  0.428],12.535947,540.8269,245,139.68723,1.0581615,100.0,30.038109,1.8600925,51.68,-173.95969
24600,1.0144767,-25.239082,0.10507762,-105.14549016155814,94.97376,5.340576e-06,1.5036684,0.7375581,0.13069502,0.307676,,,1098746,-187.00099,2745.0084154605865,1.0218397,100,[-0.798 -0.636 -0.309 -0.776  0.441],13.718767,337.5907,246,134.7331,1.0375941,100.0,34.58258,1.8623903,52.23,-185.73679
24700,1.0122027,-25.24047,0.10721096,-105.59996699309528,95.03082,1.411438e-06,1.4008985,0.6600498,0.1181429,0.31067273,,,1104067,-177.2653,2757.8744139671326,1.0254788,100,[-0.807 -0.642 -0.311 -0.774  0.444],12.207005,288.78094,247,132.36488,1.0288068,100.0,22.579693,1.85555,53.21,-176.135
24800,1.0021272,-26.51622,0.110859826,-106.09601788432637,95.16705,-2.4795531e-06,1.1681306,0.9138615,0.044203572,0.3141787,,,1109603,-193.5411,2769.723701953888,1.0031656,100,[-0.812 -0.644 -0.316 -0.769  0.437],14.321687,242.48096,248,123.9772,1.0046824,100.0,35.617146,1.8600286,55.36,-193.2945
24900,1.0116197,-26.4021,0.117704004,-104.25924043243685,95.43984,6.408691e-06,1.4439263,0.7966631,0.10411609,0.32313943,,,1115460,-213.87527,2781.2130994796753,1.0145526,100,[-0.812 -0.645 -0.316 -0.77   0.441],16.142014,410.50485,249,114.73112,1.0292681,100.0,51.670925,1.8625838,58.57,-212.8104
25000,1.0052015,-26.061462,0.114233695,-104.05311196191732,95.34517,-6.1035155e-07,1.240201,0.8334933,0.07746429,0.31866193,,,1121154,-198.95306,2793.652421474457,1.0107723,100,[-0.818 -0.648 -0.315 -0.768  0.444],14.254019,279.59097,250,117.949615,1.0117145,100.0,42.527103,1.8681476,56.94,-198.39432
25100,1.0085404,-27.312248,0.11781026,-105.90448970605375,95.38551,2.1743774e-06,1.626893,0.8365225,0.105574004,0.32333672,,,1127014,-209.9909,2805.3048622608185,1.024539,100,[-0.823 -0.646 -0.317 -0.764  0.449],14.1560135,385.07446,251,116.625,1.0296569,100.0,50.35824,1.8691392,58.6,-208.81693
25200,1.0104165,-24.589676,0.11737611,-106.35578581112867,95.35455,-3.3187866e-06,1.5606968,0.8037572,0.10956433,0.32292548,,,1132849,-203.59497,2818.23059797287,1.0167316,100,[-0.828 -0.636 -0.317 -0.756  0.45 ],13.665829,344.70087,252,117.43888,1.0220222,100.0,35.483948,1.8762326,58.35,-202.59576
25300,1.0020704,-26.872711,0.11130915,-104.40562017812427,95.24507,4.53949e-06,1.1299098,0.902557,0.041603215,0.31465736,,,1138410,-202.96121,2830.8875494003296,1.0030624,100,[-0.834 -0.639 -0.317 -0.758  0.457],14.609402,251.26534,253,121.223526,1.007462,100.0,47.253677,1.8759751,55.61,-202.75517
25400,1.0055683,-23.854332,0.10648316,-105.79873103989127,95.01512,1.1825562e-06,1.3977585,0.8250865,0.08906084,0.30892667,,,1143720,-184.07703,2842.7984097003937,1.0061245,100,[-0.842 -0.639 -0.318 -0.757  0.457],13.016846,301.32782,254,130.93365,1.0122794,100.0,26.348148,1.8799677,53.1,-183.6525
25500,1.0014105,-25.00396,0.11170867,-104.92791163040759,95.23982,-7.6293945e-06,1.0934595,0.8555493,0.0333966,0.31514347,,,1149301,-194.37817,2855.022684574127,1.0033647,100,[-0.845 -0.638 -0.318 -0.753  0.461],14.527453,224.1663,255,121.46775,1.0052313,100.0,40.640182,1.8808764,55.81,-194.16797
25600,1.0030785,-25.984215,0.120090745,-105.23330812240327,95.4893,-5.722046e-06,1.261725,0.8806436,0.057942968,0.3253639,,,1155296,-213.9364,2869.4570269584656,1.0104264,100,[-0.852 -0.64  -0.321 -0.753  0.462],13.111187,192.99522,256,111.37161,1.0072497,100.0,40.36844,1.8841286,59.95,-213.45389
25700,1.0072862,-26.794891,0.104475096,-105.02021811729719,94.960754,1.9073487e-07,1.3173214,0.8052441,0.08307088,0.30666518,,,1160496,-174.20798,2882.5138971805573,1.015183,100,[-0.859 -0.639 -0.323 -0.75   0.465],13.919389,245.64845,257,134.51697,1.0178237,100.0,37.047024,1.8848306,52.0,-173.43466
25800,1.0185218,-28.669632,0.12251247,-105.68676454754365,95.52175,-8.125306e-06,1.5618751,0.7521876,0.13592048,0.32938185,,,1166573,-215.04367,2894.247875213623,1.0358398,100,[-0.856 -0.633 -0.323 -0.743  0.466],14.307233,348.49463,258,111.83946,1.0390574,100.0,36.689552,1.8828971,60.77,-213.46992
25900,1.0043876,-27.996006,0.11890559,-103.78681375694417,95.5002,1.9073487e-07,1.1655873,0.861825,0.05896038,0.3241238,,,1172504,-201.58331,2907.5085813999176,1.0126165,100,[-0.858 -0.635 -0.321 -0.737  0.464],12.092506,165.751,259,112.34488,1.0090606,100.0,26.470642,1.8801553,59.31,-201.06244
26000,1.0025904,-28.12017,0.11180654,-104.90696973867175,95.24124,-4.7302246e-06,1.1501875,0.84734726,0.05342622,0.3154004,,,1178086,-196.89832,2918.5270385742188,1.0056489,100,[-0.865 -0.637 -0.322 -0.74   0.461],14.573078,270.7473,260,121.5957,1.0067232,100.0,37.493767,1.8778645,55.82,-196.60037
26100,1.0041854,-28.518661,0.11635676,-104.79422252632125,95.38951,1.6784668e-06,1.2403234,0.8510989,0.06467804,0.32106274,,,1183891,-207.38939,2930.848824739456,1.0135411,100,[-0.861 -0.642 -0.321 -0.741  0.459],14.222771,251.7158,261,115.92593,1.011008,100.0,47.072224,1.8809434,58.05,-206.78357
26200,1.0020509,-27.743904,0.12263829,-106.36334200594133,95.52692,-7.476807e-06,1.2331495,0.90387136,0.04465568,0.32822874,,,1190016,-213.50285,2944.0634245872498,1.0059392,100,[-0.852 -0.641 -0.32  -0.74   0.462],14.498737,240.2834,262,108.86712,1.0075507,100.0,38.793682,1.8811344,61.25,-213.23999
26300,1.0231112,-31.79066,0.12525435,-104.55838206406146,95.627686,1.6403199e-06,1.7487882,0.74109507,0.15880337,0.33289227,,,1196217,-216.1879,2958.0133385658264,1.0425096,100,[-0.85  -0.645 -0.321 -0.741  0.462],13.900979,432.6195,263,109.30424,1.0444536,100.0,33.583725,1.8870417,62.01,-214.23209
26400,1.0095757,-28.528397,0.12185582,-104.42182233309296,95.55374,1.6784668e-06,1.4067588,0.75866246,0.09995656,0.3281318,,,1202277,-215.67056,2971.2738823890686,1.0267739,100,[-0.855 -0.646 -0.318 -0.736  0.468],15.954978,377.0406,264,110.15051,1.0415797,100.0,44.107517,1.8857368,60.6,-214.40668
26500,1.0024369,-27.221111,0.11896004,-103.55424266783557,95.51333,-3.1280517e-06,1.2536457,0.8620671,0.055518053,0.32399428,,,1208217,-214.93385,2985.5418453216553,1.0071206,100,[-0.842 -0.643 -0.311 -0.739  0.467],16.680784,328.72284,265,110.09345,1.0083026,100.0,44.510296,1.8886763,59.4,-214.54681
26600,1.0169886,-27.267063,0.12146484,-104.85456471569222,95.513565,-3.3569336e-06,1.5939234,0.78455424,0.13416907,0.32847443,,,1214232,-212.30685,2998.0311603546143,1.0285599,100,[-0.835 -0.644 -0.309 -0.741  0.47 ],14.8850975,477.8594,266,112.77812,1.0494095,100.0,38.58358,1.8886772,60.15,-210.62663
26700,1.0054812,-26.324707,0.11422918,-104.82247958930027,95.31555,3.2806397e-06,1.3668313,0.86657894,0.07864717,0.3187775,,,1219922,-198.37178,3010.813022851944,1.0159947,100,[-0.835 -0.636 -0.304 -0.731  0.47 ],14.284398,267.906,267,119.11529,1.0151788,100.0,32.212532,1.891666,56.9,-197.6954
26800,1.0084265,-30.685577,0.115748495,-104.58329515888023,95.36737,3.2806397e-06,1.6029216,0.8240533,0.11532615,0.32085705,,,1225680,-202.29037,3020.6074204444885,1.0209588,100,[-0.834 -0.637 -0.307 -0.728  0.473],13.552022,368.51315,268,117.87124,1.0218066,100.0,30.30486,1.8973937,57.58,-201.27057
26900,1.0034101,-25.761993,0.122033395,-105.16240258170657,95.54639,-2.2888185e-06,1.1495031,0.8540761,0.0518396,0.3276825,,,1231770,-205.14696,3033.0981047153473,1.0093348,100,[-0.826 -0.632 -0.304 -0.725  0.478],12.602004,188.25331,269,109.23808,1.0095661,100.0,33.900696,1.8990968,60.9,-204.81184
27000,1.0033795,-27.408607,0.115995236,-104.73665351716701,95.38216,-1.14440915e-07,1.1801636,0.87132645,0.05734173,0.32052094,,,1237560,-199.68085,3047.460661649704,1.0078729,100,[-0.823 -0.638 -0.304 -0.729  0.48 ],14.31645,215.29195,270,115.71746,1.0064625,100.0,29.264385,1.9025962,57.9,-199.37424
27100,1.0019984,-29.951061,0.11962602,-102.84318011501644,95.557556,-3.2424928e-06,1.1417748,0.8926297,0.045737565,0.3247113,,,1243535,-214.85596,3060.1163609027863,1.0045258,100,[-0.821 -0.639 -0.305 -0.732  0.484],15.896022,278.8657,271,109.01564,1.0046905,100.0,41.35001,1.904217,59.75,-214.65038
27200,1.0029778,-31.992393,0.123112306,-104.17231361026505,95.61063,8.392334e-07,1.2243243,0.6585828,0.061515223,0.32882792,,,1249682,-215.98973,3073.1090421676636,1.0083116,100,[-0.821 -0.641 -0.305 -0.731  0.485],14.498749,218.32552,272,106.69664,1.0070555,100.0,47.844624,1.9007224,61.47,-215.62514
27300,1.0089382,-26.456745,0.12228598,-103.86755307745175,95.58387,2.4032593e-06,1.4172218,0.742458,0.099440746,0.3286388,,,1255763,-218.3156,3085.38875412941,1.0240083,100,[-0.813 -0.642 -0.303 -0.733  0.482],13.611957,310.3599,273,109.57453,1.0200502,100.0,49.907173,1.8994776,60.81,-217.2348
27400,1.0038939,-32.13222,0.121925116,-104.15955400856542,95.57764,-7.2479247e-07,1.2031744,0.8357619,0.05813713,0.32748908,,,1261850,-211.64117,3097.8548822402954,1.0107758,100,[-0.812 -0.646 -0.302 -0.741  0.481],14.401529,231.07921,274,108.00853,1.0118297,100.0,37.665833,1.8991444,60.87,-211.23302
27500,1.0149217,-29.492981,0.12623915,-104.10835624657686,95.68075,-7.6293944e-08,1.5384535,0.75377315,0.13165411,0.33329585,,,1268123,-221.37244,3111.6006264686584,1.0285046,100,[-0.803 -0.647 -0.3   -0.745  0.48 ],14.643309,380.24435,275,105.769684,1.0321696,100.0,36.59291,1.89812,62.73,-220.09
27600,1.0033143,-26.952358,0.12334087,-104.86057361952071,95.59488,-3.3187866e-06,1.2883134,0.83197725,0.060311407,0.3290603,,,1274282,-223.91122,3126.6227910518646,1.0007644,100,[-0.808 -0.651 -0.298 -0.743  0.479],15.434982,295.6842,276,106.17236,1.010678,100.0,44.60248,1.8977782,61.59,-223.6767
27700,1.0025333,-25.43409,0.11516356,-104.97624034110198,95.348656,5.1116945e-06,1.1860744,0.8809119,0.047972057,0.31947735,,,1280032,-202.2771,3139.4564261436462,1.0068814,100,[-0.813 -0.652 -0.298 -0.741  0.479],13.256015,212.81546,277,117.36866,1.0095522,100.0,38.033974,1.8948528,57.5,-201.90274
27800,1.0211082,-32.268475,0.121996894,-104.81563658637602,95.517746,-5.9127806e-06,2.112052,0.74215907,0.19874266,0.32977784,,,1286052,-208.5562,3152.110207557678,1.0512077,100,[-0.818 -0.648 -0.297 -0.739  0.476],14.335631,653.3585,278,113.79147,1.0719236,100.0,28.00391,1.8948017,60.2,-206.4943
27900,1.0025638,-33.882015,0.13031888,-105.34005918523769,95.76225,1.9454956e-06,1.1737595,0.90945554,0.044178355,0.33690748,,,1292559,-226.72964,3166.4735295772552,1.0092884,100,[-0.799 -0.644 -0.292 -0.733  0.476],13.104853,192.53204,279,100.077156,1.0077517,100.0,40.808563,1.8947847,65.07,-226.30127
28000,1.0172881,-31.47433,0.119889334,-105.07609123273858,95.47099,-4.15802e-06,1.3370636,0.6849671,0.12339409,0.32604852,,,1298514,-207.90636,3179.178436279297,1.0378907,100,[-0.804 -0.638 -0.292 -0.73   0.476],14.014618,247.47806,280,113.75202,1.0360304,100.0,36.282852,1.8972065,59.55,-206.69666
28100,1.0021073,-23.81997,0.11183111,-104.58329926541721,95.25351,-6.1035155e-07,1.1339382,0.8877062,0.040993296,0.315437,,,1304097,-197.98921,3195.790709733963,1.0058771,100,[-0.796 -0.632 -0.293 -0.732  0.478],14.661027,219.21902,281,121.10066,1.0073982,100.0,35.702316,1.8964049,55.83,-197.62999
28200,1.0019999,-27.025799,0.11770362,-103.91357931731999,95.46492,-7.2479247e-07,1.1435964,0.89639986,0.04174245,0.3224501,,,1309976,-209.66528,3209.4594781398773,1.0053792,100,[-0.801 -0.636 -0.297 -0.733  0.477],14.948638,252.68433,282,112.726616,1.0070428,100.0,38.951073,1.8987111,58.79,-209.36746
28300,1.0100197,-29.278152,0.12417127,-105.74875051933975,95.5766,4.196167e-07,1.377752,0.77491456,0.10194353,0.33071178,,,1316154,-219.25726,3222.214776277542,1.0225941,100,[-0.796 -0.636 -0.295 -0.735  0.48 ],13.429618,274.6267,283,108.561386,1.0223632,100.0,39.772484,1.8944635,61.78,-218.2888
28400,1.0063188,-26.298641,0.11872969,-103.79031601448159,95.48884,-2.0217894e-06,1.2730196,0.75430167,0.091991164,0.32423458,,,1322066,-213.12744,3233.2685515880585,1.0181651,100,[-0.795 -0.636 -0.291 -0.731  0.475],15.517027,318.3178,284,112.359344,1.0210744,100.0,43.202362,1.8938882,59.12,-212.3805
28500,1.0068153,-31.911499,0.1384622,-103.61727117014665,95.993546,2.861023e-06,1.3467302,0.74360967,0.091054924,0.3462549,,,1328959,-230.64102,3249.308040857315,1.0165776,100,[-0.788 -0.633 -0.29  -0.727  0.475],14.894733,299.6171,285,92.13212,1.0199858,100.0,40.74053,1.8973936,68.93,-229.90698
28600,1.0080377,-29.102333,0.11946625,-105.0826273265955,95.4684,-1.5640259e-06,1.2678479,0.8188527,0.08423419,0.3250345,,,1334910,-202.34192,3261.7698469161987,1.0058265,100,[-0.789 -0.628 -0.285 -0.726  0.478],14.773072,338.7881,286,112.68424,1.0139261,100.0,38.752014,1.9013029,59.51,-201.67484
28700,1.0081341,-30.29071,0.11652853,-104.19968546584951,95.409386,6.8664554e-07,1.2819079,0.7370629,0.08307326,0.32155424,,,1340714,-204.62515,3272.5905227661133,1.0167121,100,[-0.79  -0.629 -0.283 -0.724  0.482],14.308698,259.15683,287,115.96548,1.026669,100.0,37.67712,1.9013712,58.04,-203.7338
28800,1.0048314,-29.305302,0.11847191,-104.62708272565297,95.45932,2.0599366e-06,1.2958157,0.8375309,0.07322506,0.3235914,,,1346624,-210.89877,3285.508941888809,1.0081544,100,[-0.783 -0.621 -0.279 -0.723  0.482],13.720769,289.5047,288,112.80657,1.0136304,100.0,40.03119,1.9013658,59.1,-210.46097
28900,1.0082008,-28.042633,0.12683019,-103.216290152687,95.73056,2.670288e-06,1.2519623,0.82739246,0.08756662,0.3336223,,,1352938,-221.00842,3299.7882130146027,1.0185306,100,[-0.788 -0.622 -0.277 -0.724  0.482],13.119992,253.4624,289,103.24503,1.01897,100.0,33.76979,1.8993341,63.14,-220.1806
29000,1.0029345,-30.807861,0.12547013,-102.44121596093036,95.7292,-2.0599366e-06,1.2301735,0.82761383,0.05528678,0.3315432,,,1359202,-221.1341,3312.804596185684,1.0080997,100,[-0.79  -0.624 -0.273 -0.725  0.48 ],14.377753,250.48706,290,102.617485,1.008034,100.0,47.05287,1.8964208,62.64,-220.81995
29100,1.0064982,-30.857994,0.13614441,-102.38017277818894,95.97905,-5.9509275e-06,1.4643409,0.7544565,0.10004644,0.34380332,,,1365980,-234.18481,3327.9561274051666,1.015765,100,[-0.793 -0.628 -0.275 -0.725  0.477],15.175452,359.28735,291,93.27158,1.0175384,100.0,34.64412,1.8991442,67.78,-233.39178
29200,1.0008818,-30.985313,0.12755868,-103.13736823461274,95.76431,-7.6293944e-08,1.0728061,0.89005727,0.026799722,0.3336917,,,1372355,-226.56247,3341.0305874347687,1.0036793,100,[-0.789 -0.629 -0.269 -0.726  0.48 ],16.162123,263.51068,292,100.067055,1.0027564,100.0,45.221745,1.8975443,63.75,-226.43
29300,1.0043343,-25.21318,0.11846854,-103.83310557311742,95.484406,2.2506713e-06,1.2121012,0.78410304,0.067207925,0.32367644,,,1378262,-204.57889,3355.0098056793213,1.0146103,100,[-0.785 -0.632 -0.269 -0.728  0.479],13.917891,234.62393,293,112.65891,1.0157334,100.0,31.787636,1.8994129,59.07,-203.9932
29400,1.0086787,-31.833012,0.13528906,-102.90969284129413,95.94403,-6.4849854e-07,1.5814463,0.764948,0.10458309,0.34290603,,,1384997,-226.38583,3369.884592294693,1.0177602,100,[-0.788 -0.637 -0.274 -0.731  0.48 ],15.044824,328.2848,294,94.27351,1.0203456,100.0,33.736214,1.896164,67.35,-225.67827
29500,1.0052204,-28.761086,0.12154941,-104.59513537546283,95.548584,8.392334e-07,1.2831044,0.832759,0.074887395,0.32726607,,,1391058,-215.05344,3382.4336421489716,1.0086992,100,[-0.793 -0.634 -0.271 -0.728  0.477],14.607824,320.75674,295,108.86937,1.0109663,100.0,37.38353,1.8957808,60.61,-214.58553
29600,1.0031222,-32.23996,0.13236986,-102.06287008354853,95.91046,3.8146972e-08,1.2264924,0.8963331,0.054937948,0.33922756,,,1397665,-220.83994,3396.011590719223,1.0050477,100,[-0.792 -0.638 -0.268 -0.73   0.477],12.674891,206.00723,296,95.84727,1.0057379,100.0,27.077553,1.8996719,66.07,-220.55515
29700,1.0088267,-28.55346,0.13114595,-104.50831451247603,95.79913,6.4849854e-07,1.3510482,0.7878368,0.0932894,0.33838236,,,1404195,-220.10785,3409.2490746974945,1.0108957,100,[-0.792 -0.639 -0.266 -0.731  0.481],12.151467,213.25558,297,100.042076,1.0181746,100.0,35.036125,1.9030473,65.3,-219.39145
29800,1.002404,-36.392517,0.12941617,-102.44997219300797,95.82866,-1.4495849e-06,1.1742004,0.9252981,0.040682692,0.33594808,,,1410656,-230.00456,3421.454826116562,1.005256,100,[-0.791 -0.642 -0.263 -0.73   0.484],13.994062,238.6857,298,98.55039,1.0070685,100.0,35.024292,1.9030473,64.61,-229.62714
29900,1.00181,-29.752956,0.12969382,-103.7417266845362,95.797104,-1.14440915e-07,1.1781514,0.91622776,0.041281898,0.33617148,,,1417134,-225.19751,3436.2381613254547,1.00224,100,[-0.783 -0.642 -0.259 -0.73   0.484],12.790093,191.51991,299,99.44529,1.0042377,100.0,32.100883,1.9033217,64.78,-224.98734
30000,1.0065174,-30.360138,0.13228111,-102.55040832817262,95.8858,-1.7929077e-06,1.5166879,0.8383172,0.08804972,0.33963174,,,1423720,-228.62015,3449.1484739780426,1.0197567,100,[-0.781 -0.64  -0.257 -0.728  0.484],13.763469,290.1286,300,97.26814,1.0173731,100.0,30.808508,1.901304,65.86,-227.71898
30100,1.0068717,-30.652134,0.1323479,-103.08344393368002,95.87294,-4.196167e-06,1.2920684,0.7829147,0.08006699,0.3395932,,,1430313,-231.35272,3461.045637845993,1.0157981,100,[-0.773 -0.635 -0.251 -0.725  0.482],15.3872175,318.8937,301,96.63728,1.0179567,100.0,43.316383,1.896483,65.93,-230.64977
30200,1.0058178,-33.791718,0.12752609,-101.34661212586956,95.80998,-1.8310546e-06,1.358795,0.75305635,0.07773371,0.33422652,,,1436667,-218.56842,3474.0622651576996,1.0130812,100,[-0.774 -0.638 -0.249 -0.725  0.478],15.534851,331.2275,302,100.11324,1.0118965,100.0,34.14721,1.8994933,63.54,-217.78046
30300,1.0119874,-32.87606,0.13816215,-102.67140655844462,96.00972,1.9073486e-06,1.4046763,0.76824325,0.10584667,0.34628308,,,1443534,-230.18073,3488.5562913417816,1.02986,100,[-0.768 -0.643 -0.246 -0.729  0.481],15.65484,321.84998,303,91.67486,1.0238587,100.0,48.535427,1.8948014,68.67,-229.22568
30400,1.008656,-36.702133,0.12845084,-101.4250813958451,95.8275,8.010864e-07,1.2793682,0.67647755,0.08554142,0.3354463,,,1449928,-226.01431,3503.094564437866,1.0263193,100,[-0.77  -0.651 -0.245 -0.732  0.476],14.302925,248.27815,304,100.34865,1.0214627,100.0,43.949837,1.895174,63.94,-224.87349
30500,1.0097687,-33.93635,0.13800101,-101.84571255601878,96.029884,6.1035155e-07,1.5665207,0.8004827,0.12850821,0.3461292,,,1456786,-236.51013,3517.8219470977783,1.0269551,100,[-0.761 -0.65  -0.241 -0.737  0.476],14.669938,390.24863,305,92.09703,1.0301391,100.0,42.322346,1.8942775,68.58,-235.49263
30600,1.0020876,-30.799522,0.12987131,-103.24119383418189,95.8165,-3.6621093e-06,1.1572661,0.8945204,0.04563937,0.33638334,,,1463272,-218.31335,3531.3939242362976,1.0066454,100,[-0.747 -0.652 -0.234 -0.739  0.475],12.778138,182.3641,306,98.864044,1.0057015,100.0,30.144243,1.8935505,64.86,-218.07608
30700,1.0031695,-32.209663,0.14715791,-102.12761934847457,96.21875,2.5939942e-06,1.1856785,0.8860976,0.047846634,0.35466507,,,1470616,-242.61594,3546.3263368606567,1.008916,100,[-0.748 -0.646 -0.232 -0.735  0.475],12.7878065,179.3429,307,83.365166,1.0075506,100.0,35.095615,1.8971275,73.44,-242.25766
30800,1.0060217,-33.151707,0.13418081,-100.64804466037995,95.99109,7.6293944e-08,1.4234279,0.8808693,0.07921685,0.34140906,,,1477306,-232.52484,3558.224963903427,1.0181252,100,[-0.749 -0.646 -0.231 -0.736  0.478],14.354399,260.14603,308,93.1759,1.0224203,100.0,38.59685,1.8962104,66.9,-231.92542
30900,1.0041636,-34.46949,0.13128412,-103.73936632584919,95.83093,-3.7384034e-06,1.2768524,0.85149443,0.06739871,0.3382178,,,1483853,-231.38287,3570.945996284485,1.0124401,100,[-0.74  -0.641 -0.227 -0.736  0.477],13.618782,240.9796,309,98.05797,1.0135719,100.0,30.96935,1.8928317,65.47,-230.87285
31000,1.0089238,-29.14518,0.13075422,-103.31298244248643,95.82944,-3.929138e-06,1.2515683,0.7848184,0.083703436,0.33774254,,,1490370,-220.53339,3585.5161480903625,1.0168898,100,[-0.738 -0.637 -0.224 -0.733  0.474],12.548522,205.9811,310,98.939995,1.0215809,100.0,27.2659,1.8942144,65.17,-219.84186
31100,1.0021445,-30.77161,0.12964703,-102.42287970054718,95.83588,1.8310546e-06,1.2133585,0.9049812,0.04222296,0.33615917,,,1496844,-217.9293,3598.899729013443,1.0059351,100,[-0.749 -0.635 -0.223 -0.731  0.475],12.22725,176.02086,311,98.324936,1.0062875,100.0,35.430428,1.8938291,64.74,-217.69499
31200,1.0017272,-30.928814,0.130295,-100.81988058648882,95.902145,-1.1825562e-06,1.1183208,0.8666463,0.03832208,0.3367929,,,1503353,-225.98259,3612.0669021606445,1.0066955,100,[-0.747 -0.634 -0.22  -0.733  0.475],14.393286,221.42294,312,96.030075,1.0040406,100.0,37.973072,1.8945514,65.09,-225.80223
31300,1.0025554,-28.411327,0.12273184,-103.84336187968303,95.610855,5.722046e-07,1.1357474,0.82107127,0.049237628,0.3284006,,,1509481,-217.07208,3624.1488587856293,1.005421,100,[-0.748 -0.637 -0.219 -0.734  0.476],13.582523,211.44415,313,106.672676,1.0077416,100.0,30.91137,1.892245,61.28,-216.75275
31400,1.0082024,-29.336674,0.13370617,-104.18698335440206,95.874084,4.196167e-07,1.2927711,0.82363176,0.08673275,0.34091192,,,1516147,-222.28546,3638.4344675540924,1.0118604,100,[-0.749 -0.642 -0.221 -0.736  0.473],11.911724,201.04747,314,96.56973,1.0144643,100.0,28.055326,1.8955038,66.66,-221.80655
31500,1.0028632,-34.967606,0.12910274,-102.5656453912819,95.8172,9.613037e-06,1.1784248,0.87731016,0.0507088,0.3356114,,,1522592,-225.39243,3651.228390932083,1.002043,100,[-0.757 -0.642 -0.221 -0.733  0.477],14.231916,255.11435,315,98.80882,1.0065119,100.0,40.510532,1.8993939,64.45,-225.10188
31600,1.0034571,-33.44451,0.13852873,-101.2019403592033,96.07127,-7.6293946e-07,1.1638149,0.88306594,0.04657539,0.34589523,,,1529503,-234.65544,3665.486044883728,1.0129663,100,[-0.759 -0.641 -0.221 -0.731  0.48 ],14.94117,241.39784,316,89.29238,1.0087974,100.0,37.408714,1.9010307,69.11,-234.22073
31700,1.0013865,-29.947601,0.1374504,-102.73809026903233,96.00821,1.7547608e-06,1.1309485,0.91819817,0.03694909,0.34446356,,,1536371,-235.34163,3679.5473234653473,1.0009234,100,[-0.762 -0.644 -0.221 -0.735  0.482],12.857242,174.51854,317,90.89917,1.0033737,100.0,39.351917,1.9014465,68.68,-235.2124
31800,1.0070094,-34.470314,0.14992496,-101.62615879561663,96.28018,,1.4471493,0.805102,0.08822062,0.3576504,,,1543844,-248.88016,3693.070433139801,1.0141842,100,[-0.762 -0.645 -0.22  -0.735  0.483],14.574017,268.68314,318,81.52102,1.0212417,100.0,53.718548,1.9043009,74.73,-248.2945
31900,1.0071356,-31.231915,0.1381944,-102.74754506966772,96.01445,-6.4849854e-07,1.3669207,0.82958305,0.0848583,0.3458883,,,1550727,-227.6838,3707.000961303711,1.018446,100,[-0.765 -0.648 -0.219 -0.734  0.485],12.67478,229.25867,319,91.904686,1.0146141,100.0,32.05506,1.909498,68.83,-226.91116
32000,1.0025964,-32.26325,0.14099394,-102.7059253644061,96.082214,5.760193e-06,1.2557521,0.8731472,0.060081746,0.34829828,,,1557767,-241.35153,3719.880156517029,1.0066911,100,[-0.758 -0.645 -0.215 -0.735  0.491],15.117405,239.3926,320,87.608696,1.0096931,100.0,54.05217,1.9121733,70.4,-241.06241
32100,1.0008512,-30.36258,0.14275229,-102.87518294444764,96.11592,3.1661987e-06,1.0686119,0.93221515,0.025998624,0.34993136,,,1564901,-244.31439,3734.3126182556152,1.0035714,100,[-0.764 -0.642 -0.215 -0.733  0.493],13.660556,196.18413,321,86.15832,1.0039506,100.0,44.433662,1.9130858,71.34,-244.16843
32200,1.0056374,-30.155037,0.13293746,-102.22013806867668,95.91411,-2.4414062e-06,1.2343405,0.8178157,0.06416492,0.3401627,,,1571526,-233.78448,3748.774904489517,1.0211506,100,[-0.759 -0.642 -0.213 -0.734  0.494],12.718696,200.15172,322,96.41878,1.0198793,100.0,56.3892,1.9104075,66.25,-232.9163
