EpisodesSoFar,MeanIW,Iteration,EpRewMean,Bound,ReturnStepMaxmin,TimeElapsed,Weights,MinIW,MinD2w0t,StdD2w0t,InitialReturnStd,MeanD2w0t,InitialReturnMin,EmpiricalD2,EpThisIter,InitialBound,InitialReturnMax,MaxIW,TimestepsSoFar,InitialReturnMean,MaxD2w0t,StdIW,MeanEntropy,J_sample_variance,ReturnStepMax,EpLenMean,ReturnMeanIW
16600,1.0159153,166,-108.15679105396163,378.74002,85.97824,1573.5142059326172,[-1.025  0.169 -0.988  0.25  -1.042],0.5984075,,0.1805636,2.5094917,0.032977767,-3.7151413,1.0533547,100,373.09784,8.360405,2.2233317,273610,1.1062622e-05,1.1702037,0.23261806,0.37391806,14724.731,100.0,16.15,579.9959
16700,3.1756594,167,-108.41555726634512,913.1758,86.11518,1581.364322423935,[-1.026  0.172 -0.992  0.258 -1.045],0.00068015844,,4.249161,2.4086406,0.27627137,-3.8024292,54.38084,100,369.6411,7.2606354,164.96477,275237,4.5776366e-07,287.53073,18.32348,0.37711266,83587730.0,100.0,16.27,1662.8164
16800,2.0364718,168,-108.3378861818076,564.58356,86.05408,1592.198888540268,[-1.045  0.147 -0.972  0.234 -1.042],0.013152514,,1.2006727,2.7992895,0.13010101,-3.9257202,16.394262,100,368.84485,9.098381,117.68674,276865,-5.645752e-06,38.95123,11.481944,0.39235443,31324904.0,100.0,16.28,1081.3699
16900,3.0787506,169,-108.8365946071495,931.1417,86.233154,1603.0598475933075,[-1.07   0.122 -0.97   0.243 -1.027],0.0006783971,,1.7002416,2.4891522,0.15664914,-3.590294,26.35118,100,359.67218,6.6543655,171.37361,278523,-6.1035155e-07,97.7789,17.228357,0.3243335,66851360.0,100.0,16.58,1553.6235
17000,574.5077,170,-108.11317418569232,272088.66,86.019135,1614.3926811218262,[-1.089  0.066 -0.985  0.23  -1.095],2.629069e-06,,942.6536,2.355452,37.986225,-3.8352509,10995.8,100,376.92514,6.3745728,60760.96,280137,2.822876e-06,109815.7,5800.5234,0.3393556,8147453300000.0,100.0,16.14,285912.16
17100,19.165152,171,-107.72907530220222,6818.7314,85.82032,1618.9453694820404,[-1.089  0.081 -1.035  0.234 -1.08 ],2.476297e-05,,322.30176,2.610446,6.262292,-4.271797,2139.898,100,380.23114,9.108185,4359.9907,281729,6.713867e-06,53672.625,186.18068,0.3364538,9784535000.0,100.0,15.92,10299.351
17200,1.1397474,172,-107.87268653722732,410.36398,85.982544,1632.982731103897,[-1.119  0.043 -1.019  0.205 -1.082],0.077745646,,0.2510826,2.8127291,0.04252565,-4.1760864,2.2766762,100,372.8177,8.220085,12.213676,283341,-4.196167e-06,5.2127085,1.5087773,0.33582538,603545.0,100.0,16.12,647.8301
17300,1.08871,173,-108.04905758441237,406.53738,85.909904,1642.7116162776947,[-1.143  0.039 -1.009  0.191 -1.083],0.22426277,,0.19575861,2.641446,0.035427973,-3.9081345,1.3620077,100,375.36285,8.162605,3.0463977,284949,3.7384034e-06,2.040447,0.61558115,0.33933294,101241.49,100.0,16.08,620.71893
17400,1.0826375,174,-108.05402508636911,399.44684,85.88773,1651.441715478897,[-1.174  0.036 -1.011  0.183 -1.08 ],0.13857906,,0.20729075,2.7341988,0.037113734,-3.6777573,1.2800761,100,376.63452,9.087929,5.2186594,286554,-1.3809204e-05,1.8631577,0.65341854,0.31530562,122551.03,100.0,16.05,620.41736
17500,22.025616,175,-107.99082889341682,6889.541,85.94975,1660.2269923686981,[-1.152  0.023 -1.012  0.19  -1.104],5.4780867e-06,,337.8563,2.4661598,8.875491,-4.255684,3154.819,100,374.24017,7.7798843,2183.519,288164,-1.9073486e-06,55727.516,215.27286,0.27847618,12821749000.0,100.0,16.1,11678.559
17600,1.090872,176,-107.62364626434737,390.6656,86.24297,1674.719379901886,[-1.099  0.043 -1.041  0.206 -1.14 ],0.16933486,,0.2084457,2.7943816,0.03807229,-4.5260925,1.2790728,100,360.42993,7.568466,3.2846098,289804,-1.6784668e-06,1.9249504,0.5178392,0.26791415,72665.83,100.0,16.4,608.07587
17700,1.126539,177,-108.28807554369308,414.8634,86.12365,1682.4689993858337,[-1.105  0.02  -1.06   0.204 -1.151],0.2634513,,0.20100066,2.6055892,0.036666874,-3.7838745,1.2730397,100,363.87234,7.9872665,3.4522562,291435,-1.5945434e-05,1.7126349,0.50041187,0.26964635,68459.35,100.0,16.31,633.45996
17800,1.7565969,178,-107.80723243551985,542.31287,85.74636,1692.2847731113434,[-1.11   0.036 -1.053  0.2   -1.149],0.0031484854,,0.95918036,2.6238453,0.11325387,-3.965622,14.284883,100,383.9922,8.69368,39.788265,293019,-3.8146973e-06,40.981606,5.1451254,0.278112,7197539.5,100.0,15.84,982.2094
17900,1.3292269,179,-107.6830994628667,454.29678,86.37226,1703.445650100708,[-1.156  0.039 -1.032  0.199 -1.141],0.03691835,,0.4091692,2.8992097,0.056014325,-4.7019577,2.7728977,100,353.399,7.358734,21.413296,294678,1.1444092e-06,20.708466,1.5841106,0.25671434,632534.2,100.0,16.59,723.90686
18000,1.1889626,180,-108.54824246828072,424.6399,86.13209,1713.0116021633148,[-1.154  0.04  -1.007  0.178 -1.162],0.080699235,,0.2576094,2.9181654,0.04532706,-3.8986206,1.5007806,100,363.23718,7.819374,6.5769167,296323,8.69751e-06,4.246577,0.8880745,0.26181203,223352.77,100.0,16.45,662.7006
18100,1.7237259,181,-107.92938474552197,553.5922,86.03174,1721.9089233875275,[-1.129  0.051 -0.984  0.164 -1.157],0.015315823,,1.1576228,2.5661266,0.10900602,-4.4389954,7.410506,100,370.70215,8.499634,92.82013,297941,-1.9073486e-06,74.76477,6.24044,0.27783218,10932775.0,100.0,16.18,957.32104
18200,1.172113,182,-107.56531189943527,424.88507,86.173584,1732.413147687912,[-1.072  0.024 -0.989  0.121 -1.141],0.067589216,,0.21839795,2.7518146,0.038587242,-4.6598206,1.8036171,100,363.24188,8.585915,7.085198,299573,6.1035157e-06,4.396819,0.91160476,0.26790935,199344.0,100.0,16.32,649.22906
18300,1.0187664,183,-108.11356982320261,362.07526,86.28472,1742.1409060955048,[-1.083  0.01  -0.986  0.106 -1.151],0.5733947,,0.18345372,2.5638673,0.03389107,-4.207634,1.0321343,100,355.15817,8.07283,1.517581,301224,-1.121521e-05,1.139331,0.18352461,0.26254454,9851.29,100.0,16.51,567.2224
18400,1.1794014,184,-107.95799589728071,420.53607,86.10088,1748.8755185604095,[-1.087  0.007 -0.994  0.11  -1.156],0.10183495,,0.24043454,2.9545705,0.042765155,-4.1565933,1.9936502,100,366.85144,8.738525,6.9631934,302852,-6.4849855e-06,2.54739,1.088223,0.2611443,299828.3,100.0,16.28,656.1487
18500,1.5199646,185,-107.71091174508695,496.64105,85.82947,1757.7263333797455,[-1.079  0.01  -1.006  0.114 -1.158],0.011659434,,0.77019835,2.631528,0.08935842,-4.1763153,5.1787434,100,382.9706,6.8519745,43.468933,304446,-7.476807e-06,25.272583,4.312848,0.2555248,5051426.0,100.0,15.94,857.5123
18600,1.7587932,186,-108.10536582159635,580.9396,85.91143,1768.1365730762482,[-1.079 -0.006 -1.019  0.143 -1.163],0.028995141,,0.59847116,2.3126166,0.079805024,-3.3106537,8.686637,100,376.06824,7.6573105,25.587887,306053,-2.2125244e-06,14.011438,4.0450544,0.25436455,4202833.5,100.0,16.07,967.25696
18700,1.1134586,187,-108.48765931281065,409.528,85.90472,1778.016224861145,[-1.093 -0.042 -1.027  0.14  -1.165],0.13602434,,0.21838401,2.6191654,0.038602836,-3.654419,1.6185285,100,376.0619,8.267792,5.285733,307665,-5.340576e-06,4.1580324,0.8394884,0.25252575,190793.02,100.0,16.12,634.01
18800,1.0519578,188,-107.98056811613951,378.51117,86.30254,1787.2109577655792,[-1.112 -0.044 -1.021  0.125 -1.166],0.20758119,,0.1937695,2.6715057,0.035687555,-4.1356735,1.1866083,100,361.26987,6.697853,2.2938805,309317,-9.155273e-07,1.7104623,0.40789956,0.24073057,43842.78,100.0,16.52,582.2685
18900,3.6640606,189,-107.74841010133916,1073.9373,86.03728,1796.3666863441467,[-1.107 -0.042 -1.026  0.137 -1.178],0.00018284137,,20.44024,2.8876646,0.42002305,-4.236389,120.61044,100,369.7397,8.816841,262.91638,310935,5.41687e-06,3952.1606,25.890114,0.25565237,178409220.0,100.0,16.18,1947.8655
19000,1.137218,190,-107.60587825617844,421.9379,85.891815,1808.6305484771729,[-1.128 -0.092 -1.039  0.105 -1.163],0.12777036,,0.21971071,2.3629572,0.03897891,-4.1978226,1.6274323,100,378.33575,6.7200394,8.798343,312530,-1.15966795e-05,2.2801847,1.0422425,0.2569873,289051.34,100.0,15.95,649.3673
19100,1.0378804,191,-108.14069707687646,374.0181,86.22107,1817.8006999492645,[-1.14  -0.106 -1.046  0.113 -1.162],0.32857227,,0.18663755,3.035151,0.034408744,-4.1209335,1.1162703,100,360.37744,9.281433,2.3420105,314177,1.9836425e-06,1.316259,0.3124063,0.24719036,24708.338,100.0,16.47,578.4733
19200,1.0562761,192,-107.96170868568736,387.33698,86.08774,1825.1140508651733,[-1.135 -0.099 -1.044  0.122 -1.172],0.40787992,,0.1952022,2.7588773,0.035659872,-4.330887,1.1514976,100,367.68,8.576355,3.7369509,315803,8.31604e-06,1.4874594,0.4315326,0.24853516,55006.98,100.0,16.26,597.38324
19300,1.044167,193,-108.130450564864,381.30927,86.170334,1834.2554836273193,[-1.132 -0.09  -1.034  0.112 -1.17 ],0.40801948,,0.18561767,2.8086472,0.034098834,-3.9436722,1.1455531,100,365.00488,8.052277,2.5192065,317438,-4.9591063e-06,1.235548,0.38667643,0.24435344,37448.684,100.0,16.35,585.83075
19400,1.016482,194,-107.88341606300733,373.3966,86.09554,1841.5612180233002,[-1.118 -0.083 -1.028  0.111 -1.175],0.5775396,,0.18311991,2.5573156,0.033540465,-4.140068,1.0556477,100,368.0509,8.531792,2.0971243,319062,2.5939942e-06,1.1854975,0.23804268,0.24781218,16256.625,100.0,16.24,575.767
19500,1.5933034,195,-107.97376342580075,518.97363,85.85728,1849.9237141609192,[-1.123 -0.091 -1.036  0.114 -1.171],0.011084793,,0.6071017,2.3853667,0.079633206,-3.8540573,7.7413697,100,378.64313,9.659889,50.8519,320661,3.5095215e-06,19.767757,5.215515,0.25878122,7130550.5,100.0,15.99,885.5462
19600,1.1133803,196,-107.7768105929909,410.2422,86.053406,1860.7106392383575,[-1.098 -0.07  -1.032  0.105 -1.16 ],0.13173531,,0.21562809,2.7580116,0.038274672,-4.1705017,1.5210913,100,368.6856,7.8381805,8.797194,322282,-8.621216e-06,3.5498016,1.0049613,0.24857333,271745.78,100.0,16.21,628.6419
19700,1.2042432,197,-108.15138705312822,411.1834,86.38274,1869.8847117424011,[-1.094 -0.077 -1.021  0.087 -1.17 ],0.1199228,,0.26593247,3.0492792,0.04783682,-4.6888123,1.7671443,100,352.38745,7.995392,7.330147,323950,3.4332274e-06,3.2740757,1.1707727,0.27047268,370424.88,100.0,16.68,655.1429
19800,1.0793934,198,-107.84645237993942,391.30573,86.06446,1879.1589028835297,[-1.105 -0.06  -1.004  0.101 -1.148],0.27657324,,0.216002,2.5909941,0.03900559,-3.9372025,1.3340226,100,369.0669,8.2491455,4.601078,325571,-7.476807e-06,2.150012,0.6551637,0.277868,124364.68,100.0,16.21,611.85864
19900,1.1101404,199,-108.23815715159564,409.84583,85.988205,1886.8123564720154,[-1.103 -0.07  -1.023  0.104 -1.141],0.20070007,,0.20284513,2.4881845,0.03672304,-3.6087952,1.5385158,100,371.9311,8.375748,3.693948,327190,2.822876e-06,1.715053,0.72131515,0.27855602,136666.95,100.0,16.19,627.5231
20000,1.1940396,200,-108.04929145106661,438.7318,85.82037,1894.7856776714325,[-1.119 -0.084 -1.028  0.103 -1.14 ],0.08695341,,0.2647015,2.5189116,0.045355283,-3.9381332,1.8842462,100,384.36832,6.987404,9.141931,328785,-3.967285e-06,3.730444,1.1583604,0.28038839,397531.97,100.0,15.95,684.5751
20100,1.0248896,201,-107.74902772224281,389.98718,85.83508,1903.2073221206665,[-1.111 -0.073 -1.024  0.128 -1.139],0.519867,,0.17936467,2.695731,0.032536034,-4.056389,1.0602605,100,379.51923,8.01741,1.9250855,330379,-3.8146973e-06,1.1992003,0.25291967,0.27694148,17729.992,100.0,15.94,591.22504
20200,1.1966133,202,-108.4040959789727,446.73553,85.89516,1911.1038522720337,[-1.117 -0.064 -1.024  0.136 -1.142],0.14521974,,0.24346898,2.131729,0.04306926,-3.8475952,1.7065233,100,379.29083,5.7081985,6.5098157,331982,6.1035155e-07,2.8192315,0.9012968,0.2739167,231903.5,100.0,16.03,686.2455
20300,1.1924986,203,-107.66573782169766,429.92853,86.30552,1920.618408203125,[-1.128 -0.055 -1.009  0.147 -1.145],0.06651729,,0.21191585,2.974052,0.03828986,-4.5143967,1.6575202,100,357.1419,8.285484,6.9789186,333631,-1.0681152e-06,2.8585339,0.8878114,0.2520831,188082.47,100.0,16.49,650.38403
20400,1.0219356,204,-107.92854152925214,368.53375,86.13075,1930.5800182819366,[-1.149 -0.059 -1.003  0.135 -1.167],0.43359727,,0.18530628,2.4816062,0.033985317,-4.080948,1.0936232,100,362.38535,7.5755386,2.3479643,335261,1.1444092e-06,1.2126739,0.3347832,0.25525868,30316.902,100.0,16.3,576.0764
20500,159.04306,205,-108.12494062747814,50452.348,86.16234,1937.6002407073975,[-1.154 -0.056 -0.995  0.131 -1.164],8.972673e-07,,84249.37,2.798309,445.78613,-4.19825,201979.05,100,360.2703,9.015762,16359.597,336899,-3.967285e-06,18780778.0,1600.389,0.17308211,594190660000.0,100.0,16.38,77525.03
20600,1.199179,206,-107.99371149747958,444.1313,85.88456,1952.2311499118805,[-1.125 -0.162 -1.04   0.056 -1.246],0.04291963,,0.23244815,2.4915984,0.03998386,-3.8902435,2.161781,100,377.5205,6.514847,10.347291,338501,-6.1035155e-07,4.3954573,1.239803,0.16248731,394602.72,100.0,16.02,680.8517
20700,1.0878072,207,-107.5167500186342,413.36057,85.875175,1960.0011038780212,[-1.109 -0.142 -1.033  0.066 -1.256],0.4095099,,0.19683155,2.5041673,0.03560782,-4.1529236,1.1370102,100,377.85675,6.985718,3.2297945,340096,-4.5776366e-07,1.4136952,0.451184,0.17235167,62967.773,100.0,15.95,625.3757
20800,1.4108138,208,-107.77690144562096,483.52643,86.178314,1968.815499305725,[-1.108 -0.13  -1.019  0.068 -1.247],0.025223263,,0.57976925,2.6484509,0.060859468,-4.419029,5.26837,100,367.59183,6.24662,21.346684,341729,-7.095337e-06,38.302547,2.6412184,0.15849273,1723904.8,100.0,16.33,767.71204
20900,1.0166153,209,-108.46701378624371,367.53333,86.282364,1979.2114322185516,[-1.084 -0.122 -1.03   0.088 -1.26 ],0.49477428,,0.18402824,2.4126072,0.034067255,-3.7924042,1.0587411,100,361.43466,7.910675,2.2227077,343387,6.408691e-06,1.1239482,0.25217873,0.15424825,16831.92,100.0,16.58,565.33075
21000,2.373597,210,-107.57427386875816,568.1312,86.45635,1986.9941809177399,[-1.09  -0.12  -1.028  0.093 -1.265],0.000306666,,1.8419365,2.7061453,0.1917204,-4.9123154,30.249321,100,350.20728,6.340004,175.76878,345053,1.2054444e-05,51.931396,15.50847,0.15618576,52823812.0,100.0,16.66,1201.1377
21100,1.7941616,211,-108.23401751014335,532.152,86.12741,1997.8887877464294,[-1.101 -0.145 -1.021  0.091 -1.263],0.00080032996,,1.9721516,2.8172727,0.11267439,-3.7530212,13.235926,100,365.1493,8.391418,54.826637,346689,-9.918213e-07,242.95576,6.020974,0.16717121,8408557.0,100.0,16.36,949.9985
21200,1.0685943,212,-107.98894543480965,399.7122,85.82925,2008.0319709777832,[-1.13  -0.15  -1.011  0.062 -1.252],0.09704532,,0.20445585,2.3356497,0.03679373,-3.6781845,1.2524134,100,379.9776,8.102371,4.024232,348285,1.4495849e-06,2.0306551,0.56970525,0.16198437,96979.336,100.0,15.96,615.4736
21300,1.470496,213,-108.53005355140186,427.10217,86.41586,2016.7707018852234,[-1.124 -0.158 -1.024  0.073 -1.257],0.003941463,,0.6819366,2.4832673,0.07991713,-3.9138184,7.610709,100,352.0504,7.8968964,36.969257,349959,-1.0910034e-05,30.742193,4.003056,0.16224377,3460534.0,100.0,16.74,772.1656
21400,1.0815293,214,-108.29350401943239,416.4356,85.719765,2026.4925944805145,[-1.105 -0.152 -1.039  0.085 -1.257],0.27006269,,0.19641025,2.3439083,0.03550025,-3.3665543,1.1607115,100,384.92145,9.384598,3.813999,351547,3.967285e-06,1.3550186,0.47484696,0.14936642,71538.28,100.0,15.88,628.93726
21500,1.5153375,215,-107.8237913714498,487.22696,86.22686,2035.7326884269714,[-1.111 -0.159 -1.051  0.082 -1.27 ],0.033693623,,0.47812438,2.8091784,0.06958637,-4.4117584,4.7084193,100,360.66382,8.124107,24.746815,353189,1.9073486e-06,10.383822,3.1351192,0.1488679,2483696.2,100.0,16.42,819.51685
21600,1.0872818,216,-108.15234362785982,395.94827,85.997925,2045.4682805538177,[-1.117 -0.176 -1.053  0.092 -1.27 ],0.12582295,,0.2114972,2.3213012,0.038158786,-3.4774475,1.3885014,100,371.87866,6.669655,4.7283573,354807,-1.7547608e-06,1.8339752,0.6943786,0.14387642,135358.38,100.0,16.18,616.7515
21700,1.1046199,217,-107.96775724710355,384.6182,86.3962,2053.4667687416077,[-1.114 -0.179 -1.048  0.098 -1.275],0.1808676,,0.20560016,2.8437378,0.03785655,-4.6881943,1.2760859,100,349.079,7.1214523,3.301745,356472,-6.1798096e-06,1.7217944,0.5342878,0.14636223,73645.805,100.0,16.65,605.062
21800,1.0187232,218,-107.96660401461367,346.25354,86.64027,2062.596973180771,[-1.102 -0.182 -1.051  0.109 -1.273],0.5868829,,0.18520501,2.9033182,0.034720145,-4.8339844,1.0671535,100,339.9679,7.9875793,1.8763584,358171,-4.5013426e-06,1.2385821,0.25127158,0.1436323,14798.887,100.0,16.99,547.48926
21900,1.0239438,219,-108.36270925703158,378.26636,85.98289,2069.8449511528015,[-1.1   -0.18  -1.054  0.115 -1.275],0.41831663,,0.18738912,2.4634397,0.03424929,-3.7847595,1.1169719,100,371.78333,8.045631,2.409499,359792,5.340576e-06,1.2787645,0.37030452,0.13085818,38049.383,100.0,16.21,584.10657
22000,1.025441,220,-107.99714525535532,355.9474,86.527054,2077.5708944797516,[-1.099 -0.185 -1.054  0.104 -1.288],0.45452374,,0.1842198,2.9590816,0.03436136,-4.891083,1.0818316,100,346.36298,7.715805,1.9802207,361474,-6.790161e-06,1.0982717,0.27849272,0.1227254,18597.71,100.0,16.82,557.3733
22100,1.0254709,221,-108.33988400421116,375.8786,86.14589,2085.0102751255035,[-1.093 -0.181 -1.054  0.104 -1.296],0.49636284,,0.1814777,2.7357764,0.033403218,-4.149826,1.0306823,100,364.51617,7.5957108,1.5378847,363113,-2.5939942e-06,1.0847226,0.15554684,0.12813199,6925.634,100.0,16.39,576.75476
22200,6.6090446,222,-107.85627110768117,2157.862,86.1946,2093.7192442417145,[-1.1   -0.179 -1.058  0.109 -1.291],0.0013411251,,7.4117455,2.9982824,0.562607,-4.650032,33.663746,100,362.0193,8.469452,720.3596,364752,4.9591063e-06,295.70337,58.966213,0.12870833,859691600.0,100.0,16.39,3364.1714
22300,1.0652236,223,-108.69246666304933,384.9527,86.22198,2104.155233860016,[-1.07  -0.163 -1.019  0.123 -1.29 ],0.35834706,,0.1991018,2.6481988,0.036613703,-3.5372925,1.1272707,100,361.26733,7.7883606,2.742855,366404,-7.5531007e-06,1.5480413,0.3607409,0.12724236,38328.996,100.0,16.52,595.15594
22400,2.3949544,224,-108.14784781164839,763.3896,86.41129,2113.531554222107,[-1.072 -0.173 -1.031  0.128 -1.292],0.02337316,,1.1800178,2.5795586,0.1534787,-4.349556,9.037617,100,348.08615,5.1027985,84.71648,368074,6.942749e-06,53.177338,8.557502,0.12664425,18827478.0,100.0,16.7,1260.6279
22500,1.100062,225,-107.95554676944599,395.64285,85.889114,2124.1286385059357,[-1.098 -0.142 -0.994  0.14  -1.292],0.08478868,,0.23747537,2.505663,0.04157706,-4.22818,1.5645988,100,376.90283,8.441765,11.891466,369677,-3.2806397e-06,2.6883633,1.0480306,0.13336648,333345.06,100.0,16.03,631.49493
22600,3.4150462,226,-108.01965879990102,1155.5422,85.49709,2132.4578704833984,[-1.094 -0.142 -0.99   0.153 -1.286],0.008403243,,2.1638782,2.3632581,0.16337322,-3.6993332,34.36871,100,397.08337,6.298317,243.89899,371233,1.8310546e-06,137.4989,24.08005,0.19917153,163879730.0,100.0,15.56,1888.7042
22700,1.1239218,227,-107.60873438272276,403.33057,86.26303,2144.437695980072,[-1.029 -0.117 -0.97   0.155 -1.22 ],0.1657186,,0.21359378,2.8563933,0.03852192,-4.050865,1.4578892,100,359.5702,8.50354,3.9623687,372875,-8.7738035e-06,2.6213017,0.7033411,0.19700879,128707.91,100.0,16.42,622.189
22800,1.0892626,228,-107.94106002841485,410.60864,85.9853,2152.7087919712067,[-1.028 -0.114 -0.98   0.171 -1.222],0.26638544,,0.1938086,2.4435108,0.03529643,-4.129532,1.1535636,100,373.18085,7.930969,2.2477324,374487,-5.4931643e-06,1.4781172,0.38141567,0.14794584,42271.848,100.0,16.12,619.90405
22900,1.017918,229,-108.70563145719807,370.32675,86.146454,2163.6116111278534,[-1.055 -0.109 -0.988  0.181 -1.271],0.49535847,,0.18351261,2.9173408,0.033850998,-3.7564545,1.0470332,100,363.6557,9.288864,1.6434183,376133,8.392334e-07,1.1151489,0.1942057,0.15037426,10611.9795,100.0,16.46,572.1541
23000,1.0893178,230,-107.71907337172681,389.03314,86.25954,2171.7143771648407,[-1.059 -0.116 -0.995  0.181 -1.269],0.05793647,,0.21302067,2.8628325,0.038564023,-4.3683624,1.2396468,100,359.35522,8.683937,4.344716,377777,-3.4332274e-06,2.3242798,0.5738474,0.14928807,93040.79,100.0,16.44,605.7903
23100,1.7787619,231,-107.60505676209935,538.226,86.14024,2180.3737835884094,[-1.059 -0.107 -0.979  0.174 -1.27 ],0.007001861,,0.8261723,2.4989169,0.10973043,-4.5215607,9.755606,100,365.80548,7.5822906,34.40321,379403,-7.476807e-06,21.279898,4.8083806,0.1406827,5983311.0,100.0,16.26,969.2841
23200,1.1933329,232,-108.11317088846653,429.91852,86.29208,2190.8348848819733,[-1.062 -0.108 -0.951  0.167 -1.278],0.07762752,,0.23754121,2.6234355,0.04267875,-4.1781464,1.3353008,100,357.51648,8.202782,6.810146,381057,2.1362305e-06,3.061992,0.83318186,0.13893373,196655.64,100.0,16.54,659.1887
23300,1.4053262,233,-107.70926417865284,459.72083,86.03194,2200.3396968841553,[-1.053 -0.093 -0.93   0.158 -1.28 ],0.022256188,,0.57223684,2.4125667,0.06335165,-4.1208572,6.0039954,100,368.7351,7.898628,27.13836,382677,3.0517579e-06,29.06121,3.151212,0.13230532,2381433.0,100.0,16.2,769.384
23400,1.0331253,234,-108.02375167422579,369.9812,86.26352,2209.153355360031,[-1.062 -0.108 -0.919  0.137 -1.287],0.40503514,,0.19042632,2.7777205,0.035100333,-4.224777,1.103019,100,358.99042,9.057449,2.7860112,384326,6.8664554e-07,1.4896894,0.33747405,0.1308546,31790.184,100.0,16.49,575.62164
23500,1.1180085,235,-108.13318318925512,393.99744,86.20089,2216.851529121399,[-1.059 -0.106 -0.911  0.128 -1.288],0.046263106,,0.23002599,2.7116013,0.04110039,-4.1765747,1.7875172,100,362.27808,7.69265,9.434893,385968,-5.569458e-06,2.991066,1.2038537,0.12561066,373781.25,100.0,16.42,621.2692
23600,1.0361799,236,-108.20808843374249,374.6676,86.23485,2225.966883420944,[-1.084 -0.099 -0.9    0.125 -1.293],0.5671427,,0.18448757,2.7237008,0.034047574,-4.2846375,1.0567167,100,359.93707,7.411232,2.2262325,387617,6.713867e-06,1.1461111,0.20582598,0.122394875,11503.371,100.0,16.49,577.2421
23700,5.434774,237,-108.60137907451896,1318.5184,86.31201,2234.0561714172363,[-1.092 -0.092 -0.898  0.123 -1.297],0.00019252482,,33.272957,2.5984778,1.3416556,-4.083046,221.87117,100,356.94562,7.983757,834.9837,389279,-2.4414062e-06,4110.761,46.850746,0.13073364,513733020.0,100.0,16.62,2721.4543
23800,1.0766147,238,-107.93257129479043,379.61273,86.46669,2245.558483839035,[-1.08  -0.052 -0.875  0.1   -1.288],0.35370287,,0.20010398,2.5938642,0.037067052,-4.6802063,1.1415027,100,349.75122,6.457283,3.0395877,390951,-6.4849855e-06,1.5176764,0.39063713,0.13777018,43376.812,100.0,16.72,589.83105
23900,1.442628,239,-108.34036208844546,465.78543,86.68468,2254.7201948165894,[-1.065 -0.074 -0.887  0.096 -1.281],0.06227467,,0.6317811,2.769584,0.07209617,-4.5743484,3.451164,100,337.84808,7.9200134,52.37812,392661,5.340576e-07,24.684877,2.726963,0.1399525,1882024.4,100.0,17.1,763.2972
24000,1.2414751,240,-108.06383179407405,443.9995,86.07468,2264.165598630905,[-1.069 -0.076 -0.909  0.119 -1.279],0.10375489,,0.25732198,2.5515687,0.04510969,-3.9536514,2.177312,100,369.0063,7.0593033,9.319678,394285,5.722046e-06,2.8110924,1.2527701,0.1434324,407966.88,100.0,16.24,691.5155
24100,1.0439931,241,-107.83287927641723,390.85712,85.963196,2272.185520172119,[-1.073 -0.083 -0.903  0.122 -1.276],0.07860637,,0.19779894,2.3308334,0.03571885,-3.8483734,1.2871032,100,377.8873,5.465523,3.311375,395893,4.8828124e-06,2.1601715,0.5446689,0.14921759,81614.05,100.0,16.08,597.5914
24200,1.0936433,242,-107.75003923247662,413.20874,85.87307,2280.3698658943176,[-1.08  -0.077 -0.91   0.136 -1.27 ],0.25527853,,0.20249161,2.3895535,0.036533985,-3.389183,1.2647843,100,380.3418,6.88414,3.7502797,397485,-8.31604e-06,1.6530676,0.5587306,0.14306991,91921.58,100.0,15.92,629.83276
24300,1.4063128,243,-108.15551152681189,476.01233,85.78171,2289.0372245311737,[-1.072 -0.076 -0.897  0.132 -1.276],0.022659386,,0.52711594,2.4957163,0.06995804,-3.9362946,3.454231,100,385.7629,6.983185,37.949142,399078,-5.722046e-06,12.668571,3.7362146,0.14733781,3966334.5,100.0,15.93,802.77875
24400,1.2540225,244,-108.47731775157314,452.01303,85.98703,2298.5100367069244,[-1.06  -0.083 -0.901  0.157 -1.272],0.07652139,,0.24815567,2.5135267,0.04357464,-3.866066,2.1367252,100,370.77063,7.7504425,8.66773,400703,2.822876e-06,4.261985,1.3852755,0.12604226,511437.25,100.0,16.25,704.3836
24500,1.0496656,245,-108.14384226743103,374.2536,86.29485,2307.7289004325867,[-1.089 -0.104 -0.919  0.152 -1.293],0.31689408,,0.19142164,2.6835148,0.035371676,-4.079094,1.1323059,100,356.52234,8.846611,3.212222,402360,6.408691e-06,1.3449891,0.39160395,0.1333433,41007.55,100.0,16.57,581.0372
24600,1.3998293,246,-108.40599676653171,459.78983,86.05302,2316.195724248886,[-1.083 -0.113 -0.92   0.141 -1.286],0.0279294,,0.51767087,2.3123887,0.06977581,-3.525673,4.1781216,100,374.04556,7.649948,38.824932,403985,5.7983398e-06,14.452408,3.9460518,0.13036637,3938554.5,100.0,16.25,772.6258
24700,1.022132,247,-108.08104533730273,391.26978,85.83134,2325.9067792892456,[-1.09  -0.123 -0.923  0.159 -1.289],0.51649445,,0.18190518,2.4454625,0.033023883,-4.0166473,1.0754677,100,383.70126,6.552971,1.9805672,405582,3.5858154e-06,1.2023507,0.2753042,0.13306019,21628.42,100.0,15.97,590.3179
