InitialReturnMean,Weights,MaxD2w0t,InitialReturnMax,Iteration,StdD2w0t,MeanD2w0t,ReturnStepMax,EpRewMean,InitialReturnMin,MeanEntropy,EpisodesSoFar,MaxIW,InitialBound,J_sample_variance,StdIW,MinD2w0t,TimestepsSoFar,Bound,MinIW,TimeElapsed,EmpiricalD2,MeanIW,InitialReturnStd,ReturnStepMaxmin,ReturnMeanIW,EpLenMean,EpThisIter
-69.354065,[-0.904 -1.275 -0.717 -1.078 -0.581],379.44867,-28.197826,22,6.9226475,0.84750825,100.0,-105.22291547770888,-91.39461,0.81689394,2200,25.74904,-73.11919,1514.1865,0.64326036,,94703,-41.027714,0.00020332754,369.33655643463135,59.437,0.38198617,13.896827,99.0,-28.28735,47.41,100
-71.26851,[-0.867 -1.245 -0.728 -1.083 -0.602],355.4903,-33.22038,23,5.7114563,0.729785,100.0,-103.86137453770681,-93.384796,0.79633665,2300,10.298408,-75.018745,6709.2095,1.1937666,,99056,-55.129272,4.632831e-05,387.84664845466614,46.58808,0.56753033,15.453772,99.0,-43.238544,43.53,100
-68.54577,[-0.891 -1.273 -0.712 -1.077 -0.623],352.50443,-29.908863,24,5.5437074,0.72701955,100.0,-103.87303671904225,-92.62106,0.8001311,2400,26.449755,-72.30443,3243.4753,0.93487275,,103767,-56.804176,0.0015973478,406.02521777153015,28.602383,0.64458257,13.726908,99.0,-44.393135,47.11,100
-69.419525,[-0.905 -1.283 -0.683 -1.071 -0.619],243.36482,-19.711182,25,3.269018,0.49742258,100.0,-104.52521156725358,-92.82796,0.81391865,2500,14.032557,-73.29752,7344.851,1.208798,,108435,-55.42057,0.0019547928,421.498548746109,28.98169,0.6333984,14.2902775,99.00001,-44.67509,46.68,100
-67.355354,[-0.924 -1.265 -0.66  -1.03  -0.605],39.527702,-26.693287,26,0.99486136,0.23079644,100.0,-104.15817158167818,-90.42323,0.7739288,2600,12.667587,-71.18242,4870.69,1.0550009,,113360,-51.651936,0.0014758491,440.92201805114746,8.157861,0.67546844,13.631807,99.0,-45.19868,49.25,100
-65.767426,[-0.999 -1.227 -0.664 -0.986 -0.645],112.60064,-29.548145,27,4.3906946,0.9722743,100.0,-104.89517890779771,-90.217285,0.7799873,2700,15.284431,-69.57868,4904.353,1.0322857,,118657,-54.793015,0.00048483151,461.40698432922363,21.103445,0.5875903,13.125046,99.0,-42.707325,52.97,100
-67.54722,[-1.035 -1.19  -0.695 -0.974 -0.639],133.54733,-28.60726,28,3.2891915,0.51092345,100.0,-103.75793697392204,-89.715256,0.7521556,2800,11.536843,-71.32462,5481.155,1.1703213,,123556,-56.582783,0.0013836469,479.18519616127014,23.884506,0.6476413,14.502986,99.0,-46.609505,48.99,100
-68.114716,[-1.059 -1.233 -0.709 -0.968 -0.667],281.81104,-41.981873,29,4.5715985,0.66372013,100.0,-105.21963883907873,-91.733025,0.77343756,2900,9.047383,-71.945335,3131.4172,0.9584196,,128472,-50.946697,0.003442347,501.51269602775574,26.613445,0.5873883,12.118998,99.0,-39.0236,49.16,100
-66.23062,[-1.059 -1.227 -0.678 -0.948 -0.645],24.0385,-35.260223,30,0.9531321,0.2572944,100.0,-106.53817299544075,-90.551994,0.7443528,3000,6.624934,-70.15185,3354.9502,0.8648507,,133868,-55.934544,0.0040848153,518.8372991085052,5.560316,0.69772494,12.4136715,99.0,-49.26967,53.96,100
-68.62445,[-1.053 -1.251 -0.7   -0.979 -0.675],39.13262,-23.066713,31,1.0184516,0.22767429,100.0,-104.21611489001505,-89.928116,0.74881226,3100,17.89711,-72.44693,4087.263,1.0825088,,138617,-66.743996,0.02154625,538.282915353775,4.165983,0.86877,13.98019,99.0,-59.78582,47.49,100
-68.261345,[-1.022 -1.242 -0.71  -0.972 -0.67 ],221.23947,-33.85346,32,3.189877,0.4579081,100.0,-105.76311910506652,-90.98748,0.7566375,3200,17.786833,-72.10413,5393.905,1.0949403,,143571,-61.067154,0.0025281317,558.3496799468994,19.416683,0.7285616,12.26323,99.0,-50.772053,49.54,100
-67.72793,[-0.992 -1.251 -0.734 -0.99  -0.662],281.87515,-23.505383,33,4.0449324,0.63563687,100.0,-104.53708489547289,-91.27372,0.7707893,3300,19.391905,-71.60046,6740.5024,1.0962919,,148539,-57.45774,0.003628849,575.179933309555,25.73692,0.63553774,14.842167,99.0,-46.405712,49.68,100
-69.373085,[-0.986 -1.241 -0.76  -1.    -0.648],42.212387,-35.99585,34,1.5791278,0.322174,100.0,-104.85219334482663,-93.04392,0.75683284,3400,41.38865,-73.1591,5438.3706,1.0073864,,153246,-54.459194,0.0007183874,590.8853495121002,15.221165,0.62164277,13.63516,99.0,-46.36718,47.07,100
-67.71379,[-0.943 -1.23  -0.743 -1.028 -0.662],48.052822,-30.957403,35,2.263541,0.49828017,100.0,-104.2734713607869,-93.36924,0.73800635,3500,15.478749,-71.4707,2780.5366,0.7935787,,158122,-61.118374,0.0036065974,609.3655216693878,10.869799,0.6986025,14.1495285,99.0,-51.493675,48.76,100
-68.65147,[-0.936 -1.212 -0.719 -1.049 -0.681],21.995752,-33.824802,36,0.9124419,0.22674188,100.0,-103.70829851413222,-93.06003,0.80419844,3600,6.213826,-72.40416,3187.8398,0.7518532,,162791,-57.81185,0.035256103,624.6670644283295,4.7679944,0.7184757,14.486918,99.0,-51.20417,46.69,100
-70.76209,[-0.91  -1.241 -0.739 -1.07  -0.615],128.61052,-31.46611,37,3.466204,0.5571737,100.0,-104.74797984287162,-92.70352,0.75199616,3700,6.4070854,-74.47286,1696.8916,0.6133505,,167250,-50.157494,0.002794425,642.5845792293549,23.061373,0.5013884,13.603342,99.0,-38.16426,44.59,100
-67.19146,[-0.936 -1.293 -0.774 -1.065 -0.667],33.529835,-32.451077,38,2.4459352,0.54402936,100.0,-102.29238589382001,-93.61346,0.7375182,3800,18.559183,-70.915504,2581.32,0.839927,,172027,-58.80653,0.005531432,660.7944762706757,8.025211,0.7086225,15.523387,99.00001,-48.936893,47.77,100
-69.45001,[-0.965 -1.31  -0.759 -1.087 -0.681],131.76167,-28.163769,39,3.7073343,0.60998195,100.0,-104.20705449927792,-93.73011,0.73556584,3900,12.339052,-73.2511,6801.5835,1.1140238,,176630,-59.683445,0.0027716847,679.1570100784302,30.136765,0.6556402,14.503615,99.0,-47.790966,46.03,100
-67.87993,[-0.949 -1.288 -0.745 -1.111 -0.683],188.73854,-28.43546,40,5.0343413,0.7411339,100.0,-103.7551797941749,-91.70052,0.72270834,4000,12.74693,-71.64213,4734.5425,1.0572777,,181428,-52.053116,0.00022685618,698.0345153808594,46.74168,0.58254194,13.004432,99.00001,-40.463917,47.98,100
-68.19902,[-0.959 -1.297 -0.732 -1.085 -0.696],66.45605,-28.031492,41,1.6314265,0.3135544,100.0,-103.70698349380676,-91.06543,0.7502001,4100,11.178623,-71.95947,6676.9746,1.0736758,,186186,-53.971306,0.0011008495,714.9925374984741,12.206315,0.6755045,15.017736,99.0,-46.544556,47.58,100
-69.48181,[-0.902 -1.271 -0.726 -1.08  -0.669],113.02706,-33.969196,42,3.8598135,0.68624055,100.0,-103.79615024295072,-93.47644,0.75211596,4200,9.676705,-73.2297,2129.684,0.77982557,,190773,-54.84469,0.008964074,735.8934106826782,12.607224,0.6114455,14.985371,99.0,-42.70616,45.87,100
-71.54961,[-0.899 -1.274 -0.765 -1.075 -0.667],355.35016,-26.139587,43,4.7117467,0.5476674,100.0,-104.55487366581109,-92.74627,0.713072,4300,10.825037,-75.29964,8690.722,1.307267,,195110,-56.10744,0.00061386195,754.0999186038971,44.20651,0.6062725,14.89195,99.0,-45.090946,43.37,100
-72.24283,[-0.873 -1.257 -0.772 -1.1   -0.706],523.04645,-34.25284,44,5.8365974,0.6010802,100.0,-104.11151717546346,-93.025955,0.7175075,4400,29.027819,-75.95922,5597.113,1.4876814,,199282,-56.399384,0.0012786407,772.9479312896729,43.40149,0.655565,14.678983,99.0,-42.739155,41.72,100
-68.37254,[-0.883 -1.264 -0.756 -1.071 -0.701],2.132511,-36.760212,45,0.35098612,0.11131489,100.0,-103.85118582221114,-93.52735,0.7080107,4500,3.8212473,-72.10587,1526.7623,0.5629478,,203987,-69.3504,0.16424362,790.7973201274872,1.4241911,0.9471211,13.236214,99.0,-65.24987,47.05,100
-69.876625,[-0.908 -1.264 -0.753 -1.07  -0.711],145.74287,-20.830967,46,3.310055,0.594291,100.0,-103.31879924843939,-93.08222,0.69677436,4600,13.161154,-73.59083,9127.536,1.2884263,,208460,-63.162693,0.002068002,808.5543789863586,14.433908,0.7282941,15.31569,99.0,-53.06547,44.73,100
-72.71485,[-0.892 -1.257 -0.709 -1.06  -0.722],281.6955,-42.476818,47,4.8974924,0.60634047,100.0,-104.29014165320444,-93.69907,0.68949944,4700,22.795645,-76.36865,2708.5042,0.8076126,,212573,-50.302338,0.0012988203,825.6670796871185,39.311707,0.51844525,14.003958,99.0,-37.958843,41.13,100
-70.02779,[-0.902 -1.271 -0.691 -1.043 -0.729],59.057426,-39.671898,48,2.240825,0.49956602,100.0,-105.59841633797488,-91.80022,0.6498446,4800,8.074743,-73.83243,2104.1863,0.6280848,,217247,-47.48652,0.0049144938,845.7045335769653,11.851579,0.4805194,12.969592,99.0,-37.254944,46.74,100
-67.15916,[-0.892 -1.3   -0.666 -1.056 -0.769],160.87888,-26.09088,49,4.933842,0.7720822,100.0,-104.76270533435216,-91.22689,0.6471586,4900,9.001498,-71.0215,2904.8372,0.77350575,,222291,-49.74723,0.0020884445,865.791051864624,35.839256,0.54726374,13.419956,99.0,-37.516125,50.44,100
-68.66068,[-0.883 -1.272 -0.657 -1.071 -0.772],4.182575,-23.416618,50,0.43639272,0.13488375,100.0,-104.76106469071291,-92.34364,0.629591,5000,8.668933,-72.39103,6279.1074,1.1014713,,227064,-69.163925,0.011560974,884.8539633750916,2.595653,0.9386744,12.932051,99.0,-64.619156,47.73,100
-66.062386,[-0.902 -1.28  -0.658 -1.061 -0.789],176.00311,-20.184841,51,5.0928583,0.8156489,100.0,-102.9862697447595,-89.49478,0.624692,5100,10.741679,-69.84638,1917.486,0.7319018,,232092,-44.605927,0.0014484711,904.3504014015198,40.131805,0.4583772,14.632804,99.0,-32.94334,50.28,100
-68.35391,[-0.896 -1.285 -0.645 -1.033 -0.794],98.95541,-32.754433,52,3.5059638,0.5959807,100.0,-104.6377427209867,-91.56339,0.61694336,5200,9.750466,-72.03048,5796.012,1.2136706,,236887,-58.355152,0.0028585522,921.0945436954498,24.59323,0.68017405,12.594812,99.0,-47.65697,47.95,100
-66.37756,[-0.897 -1.302 -0.647 -1.013 -0.802],104.53723,-16.93787,53,4.4174576,0.8219455,100.0,-103.42167630733803,-91.20084,0.599546,5300,14.610114,-70.25215,3547.9624,0.87532955,,241883,-52.49842,0.0030787701,939.6888980865479,30.794666,0.56590015,14.799621,99.0,-39.994167,49.96,100
-65.17143,[-0.888 -1.294 -0.638 -1.041 -0.819],568.858,-34.764935,54,6.82626,0.8623622,100.0,-103.04483350042425,-88.65492,0.5963719,5400,9.352172,-68.8673,2966.0032,0.8933116,,247008,-51.802822,0.0029376792,959.7125573158264,37.577034,0.5825376,13.348494,99.0,-38.710716,51.25,100
-65.28526,[-0.9   -1.303 -0.614 -1.036 -0.823],241.08864,-39.798702,55,4.2368298,0.56232893,100.0,-104.63500065416544,-87.38097,0.59227246,5500,13.807948,-69.1429,2548.485,0.8860395,,252327,-47.961853,0.0024574776,981.3514728546143,21.161179,0.5894106,12.0741415,99.0,-37.976955,53.19,100
-65.182274,[-0.914 -1.289 -0.591 -1.015 -0.827],82.73567,-13.708804,56,1.6673412,0.35775656,100.0,-104.57090656579763,-87.88305,0.58959967,5600,8.75353,-69.099915,4794.2627,1.034477,,257652,-63.59626,0.0048580375,1000.0248548984528,9.720893,0.79045194,13.886621,99.0,-54.58708,53.25,100
-66.56741,[-0.906 -1.274 -0.602 -1.02  -0.829],126.42988,-28.45548,57,4.5645523,0.80146986,100.0,-105.17357452390642,-87.68729,0.61699575,5700,6.499215,-70.34829,2126.4329,0.69907546,,262760,-56.742233,0.0032297452,1020.0165493488312,14.360438,0.6438446,11.458241,99.0,-45.648552,51.08,100
-65.000244,[-0.899 -1.364 -0.619 -1.072 -0.802],47.624405,-31.768158,58,1.8380052,0.44492647,100.0,-104.88954303924916,-85.31132,0.5335185,5800,14.234573,-68.88583,2260.1545,0.8771614,,268126,-45.61638,0.0082320925,1041.1199889183044,7.9842753,0.5404126,11.535468,99.0,-36.600346,53.66,100
-64.99102,[-0.882 -1.355 -0.586 -1.067 -0.885],64.74228,-40.00553,59,1.8306167,0.38447413,100.0,-105.1374735609026,-86.11499,0.5068508,5900,10.636984,-68.96269,3419.1814,0.9164015,,273554,-51.31609,0.0063881692,1061.2331709861755,14.778316,0.6261203,11.3114,99.0,-41.900986,54.28,100
-64.74223,[-0.914 -1.339 -0.584 -1.036 -0.912],82.82535,-38.878994,60,2.7865465,0.5152489,100.0,-106.75746428961526,-86.003586,0.5006538,6000,9.765251,-68.684555,3146.6733,0.96914494,,279185,-50.1656,0.0010858743,1080.6248335838318,21.601753,0.5916839,10.043871,99.0,-39.106277,56.31,100
-65.93359,[-0.882 -1.326 -0.585 -1.044 -0.918],19.808037,-21.618347,61,1.2148427,0.30999845,100.0,-105.08536804695476,-88.4393,0.51124614,6100,13.130651,-69.801346,2763.3635,0.8458016,,284465,-60.470413,0.008069228,1101.9215378761292,4.0628414,0.7899852,12.549192,99.0,-53.40229,52.8,100
-65.85865,[-0.87  -1.314 -0.559 -1.045 -0.908],5.3326216,-34.931328,62,0.46654487,0.15305573,100.0,-105.50940887845618,-87.3616,0.5271752,6200,5.472768,-69.81646,2272.7656,0.8541421,,289809,-66.80179,0.1057067,1123.695110797882,2.0202496,0.9482787,11.7475815,99.0,-61.735043,53.44,100
-62.665176,[-0.865 -1.324 -0.556 -1.041 -0.892],164.94809,-32.87196,63,3.885666,0.6986691,100.0,-105.15579801623647,-83.314766,0.54835373,6300,14.12256,-66.54201,2129.4856,0.80615515,,295619,-48.477634,0.0028403644,1143.3953301906586,31.191938,0.5793588,9.535725,99.0,-36.45003,58.1,100
-65.32589,[-0.844 -1.306 -0.562 -1.045 -0.871],184.55315,-27.952936,64,3.3865225,0.58305275,100.0,-104.78869151908006,-88.44962,0.5290716,6400,20.961815,-69.17612,8198.973,1.6031395,,300986,-64.31297,0.0019878915,1162.8851952552795,18.874353,0.8313353,12.977758,99.0,-54.239555,53.67,100
-67.18071,[-0.825 -1.293 -0.577 -1.042 -0.89 ],56.471752,-31.40923,65,3.2433238,0.7756705,100.0,-105.33320498662633,-86.90351,0.50016886,6500,18.122787,-71.02288,2043.6273,0.72286105,,306038,-55.57891,0.008907332,1179.9079537391663,12.359959,0.59054214,11.7817135,99.0,-43.24882,50.52,100
-66.719986,[-0.805 -1.31  -0.552 -1.072 -0.919],5.532132,-32.987915,66,0.45793834,0.147544,100.0,-105.61451604113614,-86.668755,0.50702083,6600,4.666099,-70.56497,2168.9783,0.7038227,,311213,-64.05692,0.054149278,1199.7792274951935,2.4715097,0.86388266,11.684268,99.0,-59.231594,51.75,100
-67.29537,[-0.77  -1.301 -0.541 -1.077 -0.912],35.750305,-26.341637,67,1.4078219,0.31802505,100.0,-104.48534778618745,-91.432884,0.48144397,6700,6.694866,-71.07618,2819.3623,0.8682564,,316185,-51.25995,0.001407342,1216.113038301468,8.732207,0.6167678,12.953282,99.0,-43.807446,49.72,100
-66.84955,[-0.79  -1.353 -0.557 -1.095 -0.938],92.31187,-33.39389,68,2.8857832,0.5319595,100.0,-105.85673244493746,-86.358635,0.4804636,6800,30.88939,-70.74569,5061.373,1.343861,,321358,-56.449226,0.0011100683,1236.5384657382965,20.998526,0.7032328,10.771374,99.0,-44.97388,51.73,100
-62.951305,[-0.792 -1.364 -0.548 -1.082 -0.938],203.92657,-11.712937,69,5.719984,0.88266593,100.0,-104.5229940079012,-84.27549,0.47046027,6900,12.904089,-66.90403,2897.5894,0.8869752,,327105,-46.968754,0.000600919,1256.768653869629,32.202614,0.54094994,13.05628,99.0,-33.355484,57.47,100
-62.64952,[-0.798 -1.378 -0.551 -1.066 -0.948],90.65529,-27.160471,70,3.0711107,0.6045496,100.0,-104.3386098131196,-81.71243,0.46429074,7000,14.914088,-66.48979,8223.461,1.4924499,,332865,-56.16741,0.0076268488,1276.9707117080688,21.039629,0.7328187,11.804166,99.0,-46.167725,57.6,100
-60.44311,[-0.805 -1.4   -0.546 -1.061 -0.955],60.243885,-31.243097,71,2.5162134,0.54577595,100.0,-105.65226094748068,-81.5978,0.46086806,7100,10.896715,-64.36292,1982.4537,0.77688986,,339127,-54.61191,0.0013988258,1299.1566486358643,8.307583,0.7259528,11.623997,99.0,-46.260277,62.62,100
-61.989506,[-0.799 -1.411 -0.565 -1.059 -0.958],46.577145,-27.598082,72,2.1726537,0.48468623,100.0,-106.12391224673942,-79.13562,0.46111655,7200,11.522081,-66.054726,1855.4023,0.71313494,,345260,-56.26586,0.0017183378,1321.0170226097107,7.331863,0.7180331,10.746509,99.0,-46.2518,61.33,100
-60.65461,[-0.797 -1.399 -0.554 -1.07  -0.958],42.945038,-29.771128,73,2.6400144,0.54119015,100.0,-103.77921197633934,-80.67331,0.453634,7300,7.1430054,-64.48069,1563.5037,0.7608991,,351278,-52.846786,0.010035338,1342.7917466163635,8.158056,0.70485955,11.256778,99.0,-43.89144,60.18,100
-63.2153,[-0.738 -1.424 -0.546 -1.076 -0.965],54.843735,-27.596033,74,2.4829247,0.54293483,100.0,-107.5380570880191,-84.86919,0.44529426,7400,19.18194,-67.27766,2086.2446,0.890348,,357387,-52.455143,0.0073168953,1362.526861667633,13.901848,0.6695385,11.8886795,99.0,-42.578808,61.09,100
-61.745934,[-0.746 -1.43  -0.549 -1.058 -0.974],335.44287,-19.964714,75,6.1159744,1.0606242,100.0,-106.35663178337828,-84.10715,0.44728273,7500,20.73606,-65.714645,2681.6003,1.0879254,,363578,-51.699768,0.0009497118,1381.4224390983582,38.20598,0.62346226,12.330747,99.0,-39.29266,61.91,100
-56.86912,[-0.744 -1.436 -0.528 -1.051 -0.972],119.587814,-30.99679,76,3.8985133,0.8346122,100.0,-104.49268645672002,-82.051285,0.43458757,7600,20.64217,-60.803062,1954.6987,0.8169725,,370409,-47.79377,0.0010440077,1402.4111638069153,12.855762,0.64842516,11.021215,99.0,-38.135574,68.31,100
-59.813732,[-0.743 -1.447 -0.551 -1.049 -0.984],11.840723,-30.336733,77,1.1552135,0.3675033,100.0,-108.57821802595,-83.503746,0.43862957,7700,9.236144,-63.936646,3254.9504,0.96297026,,377269,-58.068115,0.008564325,1424.6002762317657,4.187225,0.7968992,11.343468,99.0,-51.050213,68.6,100
-59.166767,[-0.749 -1.449 -0.545 -1.064 -0.98 ],34.36656,-33.709843,78,1.6847148,0.40639257,100.0,-105.69580594519655,-84.03187,0.43845809,7800,5.2535477,-63.150608,2055.4312,0.7497722,,383843,-54.60141,0.013651326,1443.6882700920105,5.9020057,0.7342123,11.617358,99.0,-47.0161,65.74,100
-59.20666,[-0.714 -1.45  -0.546 -1.059 -0.981],107.57419,-27.981438,79,3.2183108,0.6311495,100.0,-105.92310289509106,-88.685104,0.46078008,7900,9.41513,-63.19445,1761.4066,0.7977051,,390458,-46.31951,0.00058834214,1463.3900589942932,24.811777,0.6083229,11.965009,99.0,-36.204903,66.15,100
-62.40655,[-0.664 -1.445 -0.535 -1.072 -0.958],23.861523,-18.31821,80,1.1502038,0.3460115,100.0,-105.62430792122217,-82.70769,0.4507057,8000,5.957569,-66.455765,3134.0042,0.99272895,,396418,-51.599636,0.013884591,1485.4059150218964,6.0428176,0.70149976,11.050506,99.0,-44.372417,59.6,100
-59.672787,[-0.65  -1.43  -0.517 -1.049 -0.968],78.13187,-25.52164,81,2.390821,0.5474888,100.0,-107.22975160543766,-83.83935,0.44327474,8100,7.973239,-63.700115,3107.585,0.9490214,,403158,-52.2992,0.0003229668,1508.7098236083984,11.542225,0.7111739,11.9015665,99.0,-44.313095,67.4,100
-60.718136,[-0.648 -1.451 -0.54  -1.067 -0.976],1.3939517,-25.097338,82,0.36525145,0.13817647,100.0,-105.80247239068095,-80.73126,0.44994593,8200,2.3420155,-64.71051,766.7361,0.38945806,,409450,-63.994434,0.26530907,1528.5009031295776,1.1929159,0.9663948,11.074624,99.0,-59.805252,62.92,100
