Iteration,InitialBound,InitialReturnMin,StdD2w0t,EpThisIter,MaxD2w0t,InitialReturnMean,ReturnStepMaxmin,TimestepsSoFar,ReturnStepMax,ReturnMeanIW,EpisodesSoFar,MeanD2w0t,Bound,EpLenMean,StdIW,Weights,J_sample_variance,MinIW,InitialReturnStd,MinD2w0t,MeanIW,InitialReturnMax,TimeElapsed,EntropyCoefficient,MaxIW,EmpiricalD2,EpRewMean,MeanEntropy
160,-306.06403,-14.891708,0.2570704,100,1.0194694,3.0899048e-06,92.812416,585073,100.0,231.46034,16000,0.070731856,-303.5442,35.19,0.091380425,[-0.676 -1.118 -0.784 -1.013  0.462],427.15872,0.7244681,11.318884,,1.0218347,41.73107,1511.8337285518646,100.0,1.3259059,1.0083098,-108.87077815451123,1.8866985
161,-337.08545,-16.168472,0.26083216,100,1.0074693,2.4795531e-06,93.09678,588726,100.0,216.20963,16100,0.07322638,-336.008,36.53,0.05896741,[-0.674 -1.119 -0.785 -1.007  0.468],360.27032,0.89093864,13.180162,,1.0088288,45.398003,1520.7169134616852,100.0,1.256092,1.0032187,-107.82279527375808,1.8906451
162,-343.36572,-16.298607,0.2688582,100,1.0031604,2.2888185e-06,93.40674,592642,100.0,200.59895,16200,0.078374416,-342.9973,39.16,0.03262123,[-0.672 -1.115 -0.784 -1.003  0.472],166.48766,0.9232616,11.460014,,1.0052357,37.445324,1530.773196220398,100.0,1.1115094,1.0011373,-109.52045926571778,1.8887367
163,-326.5584,-15.483086,0.26149493,100,1.0071231,3.4713746e-06,93.02946,596318,100.0,218.42929,16300,0.073660515,-325.6333,36.76,0.06454313,[-0.673 -1.111 -0.782 -1.003  0.47 ],166.9425,0.84996116,10.831568,,1.0098072,40.627773,1540.1283893585205,100.0,1.1629983,1.0041199,-109.73862181116888,1.8895689
164,-377.8064,-18.244186,0.27515784,100,1.0052719,4.348755e-06,93.6582,600431,100.0,189.53929,16400,0.08238098,-377.0891,41.13,0.043785147,[-0.672 -1.109 -0.785 -1.003  0.471],180.69017,0.88261074,11.797735,,1.007996,53.65719,1548.855281829834,100.0,1.1481827,1.0022204,-109.8539496496022,1.8903023
165,-314.0763,-17.207802,0.2655869,100,1.006206,6.2942504e-06,93.22692,604236,100.0,209.40677,16500,0.07622502,-313.32758,38.05,0.049668036,[-0.673 -1.104 -0.785 -0.999  0.471],182.8271,0.86233777,10.604249,,1.0091522,35.805473,1558.7141535282135,100.0,1.1440011,1.002675,-109.83286525650024,1.8886509
166,-355.9053,-17.446747,0.26551163,100,1.0035634,2.2888183e-07,93.32169,608043,100.0,205.26044,16600,0.076225,-355.31253,38.07,0.03827265,[-0.672 -1.109 -0.786 -1.004  0.47 ],287.98126,0.9095545,13.444044,,1.0071782,50.513,1568.8028659820557,100.0,1.1647384,1.0016407,-108.0868098528978,1.8864431
167,-357.42294,-17.071198,0.26651028,100,1.0046389,-4.5776366e-07,93.31375,611880,100.0,205.01167,16700,0.07683829,-356.622,38.37,0.03802902,[-0.669 -1.111 -0.785 -1.008  0.467],221.93604,0.9121778,12.7427845,,1.0051779,52.10408,1578.4706003665924,100.0,1.1702224,1.0021225,-109.09052797740249,1.8902917
168,-323.12378,-15.309433,0.25949842,100,1.0024428,-3.3569336e-06,93.00736,615504,100.0,218.84326,16800,0.07254287,-322.7109,36.24,0.03691612,[-0.665 -1.114 -0.783 -1.008  0.471],237.23451,0.93297106,12.1819105,,1.0017737,53.87759,1587.8317930698395,100.0,1.142961,1.0012467,-108.5917602604618,1.8924985
169,-348.26553,-17.502693,0.27055782,100,1.0055962,5.8364867e-06,93.48558,619466,100.0,198.46455,16900,0.07937301,-347.39795,39.62,0.050573476,[-0.665 -1.114 -0.781 -1.01   0.473],261.29013,0.8784799,12.863734,,1.0130998,48.10309,1596.150401353836,100.0,1.1568948,1.0029064,-109.24150268988882,1.8873605
170,-319.51172,-15.701729,0.2620005,100,1.013949,-1.9073486e-06,93.02624,623152,100.0,219.36925,17000,0.07391347,-317.98715,36.86,0.08069952,[-0.666 -1.114 -0.779 -1.009  0.468],368.62823,0.8562362,10.405694,,1.0155673,35.191444,1603.9714317321777,100.0,1.385431,1.0044023,-110.09694377358689,1.8905612
171,-345.66556,-17.904045,0.2595862,100,1.0021925,6.828308e-06,93.04616,626782,100.0,217.03085,17100,0.07262863,-345.4159,36.3,0.031703457,[-0.66  -1.12  -0.78  -1.009  0.472],218.86243,0.92258275,12.822787,,1.0020688,49.09268,1613.2478585243225,100.0,1.0813906,1.0011969,-108.06265478778272,1.8905406
172,-327.78174,-15.643944,0.26574537,100,1.0083054,-1.5258789e-07,93.218315,630587,100.0,209.8518,17200,0.0762665,-326.6521,38.05,0.06387688,[-0.663 -1.122 -0.78  -1.008  0.471],283.16345,0.89204824,10.352991,,1.0109234,34.79138,1621.9247319698334,100.0,1.2369248,1.0039254,-109.99799594926948,1.8954906
173,-320.36853,-16.269592,0.26423648,100,1.0177733,1.6784668e-06,93.14189,634343,100.0,214.30475,17300,0.0753035,-318.33755,37.56,0.09370776,[-0.668 -1.119 -0.777 -1.006  0.476],373.6456,0.7745579,11.529385,,1.0206187,30.932854,1632.2942452430725,100.0,1.3451991,1.0077369,-110.01520887414863,1.8974661
174,-345.6193,-16.640793,0.26843646,100,1.0026157,1.0299683e-06,93.39897,638245,100.0,200.51335,17400,0.07809744,-345.1646,39.02,0.034981646,[-0.684 -1.119 -0.78  -1.002  0.479],189.26137,0.9284221,12.569676,,1.0025308,42.42327,1642.3549692630768,100.0,1.1246256,1.0011752,-109.2761638229331,1.9012831
175,-369.39392,-17.305206,0.27416554,100,1.0075526,-4.8065185e-06,93.60412,642322,100.0,192.16106,17500,0.081687644,-368.6215,40.77,0.06963235,[-0.683 -1.119 -0.78  -1.001  0.482],302.33707,0.8587316,12.598057,,1.0096283,69.08122,1651.1936402320862,100.0,1.2541114,1.004454,-109.99508621364149,1.9003226
176,-333.60843,-18.809044,0.27068496,100,1.0143931,-5.569458e-06,93.50574,646277,100.0,197.8497,17600,0.07933392,-332.32703,39.55,0.08973971,[-0.683 -1.12  -0.782 -1.005  0.481],307.85208,0.7461542,13.48437,,1.0145485,51.391502,1660.909538269043,100.0,1.2566938,1.0069921,-108.64916947639892,1.9033192
177,-329.1352,-17.217094,0.2700897,100,1.0053234,5.41687e-06,93.39325,650224,100.0,200.7323,17700,0.07906877,-328.32285,39.47,0.05036005,[-0.683 -1.117 -0.784 -1.008  0.484],195.53328,0.8997636,11.422285,,1.0064214,38.277973,1669.901862859726,100.0,1.2129958,1.002734,-110.64925369149246,1.9090958
178,-345.35995,-18.388733,0.27862525,100,1.026757,-2.7465821e-06,93.73387,654384,100.0,191.00162,17800,0.08393205,-341.81897,41.6,0.14521803,[-0.685 -1.114 -0.783 -1.008  0.49 ],835.161,0.725845,12.733328,,1.0369121,34.066124,1679.4094557762146,100.0,1.6763009,1.0144608,-109.53726173273807,1.9208999
179,-319.08734,-17.100563,0.25906244,100,1.0173832,-2.1743774e-06,92.94409,657983,100.0,223.95735,17900,0.072146736,-317.16827,35.99,0.07453773,[-0.68  -1.12  -0.782 -1.011  0.502],354.44507,0.844545,12.094137,,1.0168775,39.50065,1688.1888327598572,100.0,1.3966914,1.0047615,-108.97606525436368,1.9218739
180,-323.02454,-14.094009,0.26588216,100,1.0116438,3.5858154e-06,93.26713,661795,100.0,207.89594,18000,0.07638559,-321.57874,38.12,0.06227978,[-0.695 -1.11  -0.78  -1.003  0.503],279.9643,0.87618065,12.810271,,1.0133052,46.835358,1697.5360977649689,100.0,1.2399309,1.004115,-109.26861614636438,1.9256984
181,-348.27112,-19.079025,0.26969144,100,1.0097872,-3.1661987e-06,93.4114,665721,100.0,202.0242,18100,0.07872633,-346.4657,39.26,0.07111035,[-0.706 -1.112 -0.785 -1.     0.507],291.45462,0.883288,11.976741,,1.0144769,42.650726,1707.40909075737,100.0,1.3733699,1.0041232,-109.70442417029794,1.9290222
182,-313.9552,-15.12838,0.2664493,100,1.0091505,6.4849855e-06,93.26124,669551,100.0,208.13689,18200,0.076741785,-312.7153,38.3,0.06108864,[-0.695 -1.105 -0.778 -0.998  0.51 ],238.8246,0.8613213,10.479135,,1.0115159,30.232117,1716.8027005195618,100.0,1.3132534,1.0030408,-109.90674431435146,1.9299984
183,-342.97458,-18.779526,0.28003043,100,1.0018163,1.2969971e-06,93.864784,673837,100.0,179.56615,18300,0.08574336,-342.72473,42.86,0.02024382,[-0.685 -1.099 -0.773 -0.995  0.511],160.84802,0.92340344,11.991193,,1.0019497,30.81414,1727.2725174427032,100.0,1.073192,1.0004863,-110.04809224089041,1.9297549
184,-332.00677,-16.659653,0.2711549,100,1.0110165,-5.455017e-06,93.433586,677801,100.0,200.90332,18400,0.07957018,-330.2431,39.64,0.07484008,[-0.691 -1.099 -0.775 -0.995  0.511],283.21082,0.8446356,10.881095,,1.0143527,34.19462,1737.3748133182526,100.0,1.2457156,1.0059737,-110.32760108377715,1.935232
185,-367.43024,-20.07145,0.27783594,100,1.0058169,-3.4332277e-07,93.8007,682003,100.0,183.73486,18500,0.084158614,-366.72284,42.02,0.04743778,[-0.689 -1.094 -0.768 -0.992  0.516],218.76355,0.833494,12.65484,,1.0108125,39.655163,1747.1648659706116,100.0,1.1603214,1.002226,-109.23749048624747,1.9335778
186,-358.4297,-17.782318,0.27226958,100,1.0033866,-5.760193e-06,93.51559,686026,100.0,194.97224,18600,0.080535635,-357.88403,40.23,0.033608586,[-0.69  -1.102 -0.773 -0.994  0.515],187.56598,0.91500056,12.070763,,1.0041654,43.967167,1757.2097976207733,100.0,1.1493952,1.0014539,-110.31925205844917,1.9358733
187,-299.1997,-14.357231,0.26457936,100,1.0118144,1.8310546e-06,93.14722,689789,100.0,213.50659,18700,0.07547777,-297.80975,37.63,0.08445779,[-0.692 -1.107 -0.775 -0.997  0.517],292.9898,0.8186214,10.366127,,1.0116572,37.718533,1766.9183073043823,100.0,1.2817603,1.0064077,-110.12001088971311,1.9403511
188,-335.7115,-18.978065,0.2716768,100,1.0185262,3.852844e-06,93.45585,693765,100.0,200.62222,18800,0.07985037,-333.6533,39.76,0.093659714,[-0.693 -1.098 -0.774 -0.995  0.521],399.72565,0.8072617,11.075224,,1.0217897,33.735844,1776.1539175510406,100.0,1.5038027,1.0067182,-110.21819890167286,1.9443411
189,-354.9108,-16.97676,0.27022815,100,1.0093423,-3.967285e-06,93.4742,697706,100.0,198.67253,18900,0.079044335,-353.68707,39.41,0.0794033,[-0.686 -1.09  -0.767 -0.988  0.525],268.88474,0.8354914,13.477222,,1.0138695,45.364082,1786.3200898170471,100.0,1.3129586,1.004566,-108.88624949905689,1.949948
190,-352.69128,-18.853424,0.27398482,100,1.0145613,-4.234314e-06,93.650856,701763,100.0,192.79878,19000,0.08141974,-350.8325,40.57,0.08086306,[-0.692 -1.087 -0.77  -0.988  0.531],322.3125,0.8016766,12.047801,,1.0216681,39.94206,1795.9828214645386,100.0,1.2383868,1.0078399,-108.51270580763321,1.9510899
191,-332.04117,-15.113945,0.25745234,100,1.0044843,-1.9073486e-06,92.80217,705321,100.0,228.26569,19100,0.07126127,-331.36542,35.58,0.04682199,[-0.693 -1.094 -0.768 -0.99   0.532],288.57306,0.8872581,11.096422,,1.0079608,52.99041,1804.6719653606415,100.0,1.2125309,1.0018842,-110.26066221080647,1.9484887
192,-333.78638,-17.889984,0.27202308,100,1.0038207,-5.8364867e-06,93.52091,709333,100.0,196.09497,19200,0.08034267,-333.1621,40.12,0.038231917,[-0.69  -1.09  -0.763 -0.992  0.53 ],153.63316,0.8564645,10.445246,,1.0099847,36.840855,1814.4870085716248,100.0,1.1179659,1.0021684,-109.91178347221198,1.944273
193,-309.9884,-15.286751,0.26628342,100,1.0073867,-6.8664554e-07,93.19257,713152,100.0,210.25836,19300,0.07657639,-308.96423,38.19,0.06412487,[-0.69  -1.087 -0.761 -0.989  0.525],304.89767,0.87833965,10.694401,,1.0080479,31.390274,1824.1342725753784,100.0,1.2458959,1.0036851,-110.89575681152222,1.9482625
194,-341.48438,-18.445663,0.2748392,100,1.0019794,2.3651123e-06,93.70487,717262,100.0,187.12573,19400,0.08224915,-341.1739,41.1,0.033531822,[-0.685 -1.086 -0.755 -0.99   0.529],172.02339,0.9283366,11.579338,,1.0013396,35.10731,1834.6307260990143,100.0,1.117415,1.0011556,-108.81498044408949,1.9508592
195,-327.11768,-18.548286,0.2765714,100,1.0080291,-8.392334e-07,93.70038,721412,100.0,187.96089,19500,0.083205916,-326.01544,41.5,0.07138964,[-0.684 -1.086 -0.753 -0.989  0.532],285.785,0.85388285,10.946279,,1.009979,30.312061,1844.3209693431854,100.0,1.3364105,1.0041766,-109.96877712766116,1.9570271
196,-353.2456,-21.970436,0.2782984,100,1.0116383,-6.4468386e-06,93.77226,725612,100.0,185.58922,19600,0.08427434,-351.7338,42.0,0.075403325,[-0.679 -1.089 -0.752 -0.99   0.538],360.18872,0.8443085,11.039589,,1.0138514,32.03624,1854.7547192573547,100.0,1.3655388,1.0048575,-109.78243699179806,1.9629068
197,-310.94424,-17.331093,0.26772422,100,1.0082942,5.340576e-07,93.31506,729482,100.0,205.33646,19700,0.077544965,-310.10596,38.7,0.052497227,[-0.679 -1.083 -0.746 -0.989  0.544],304.55472,0.88747644,11.45568,,1.00844,32.691456,1864.397855758667,100.0,1.1833255,1.0027138,-110.0061720087407,1.9629556
198,-349.30606,-18.537933,0.2694198,100,1.0152085,-2.0980835e-06,93.385,733382,100.0,204.1332,19800,0.07836522,-347.104,39.0,0.10062845,[-0.686 -1.081 -0.744 -0.99   0.544],660.6132,0.80441016,12.991131,,1.0201125,46.972107,1874.5441818237305,100.0,1.4373343,1.0069089,-109.49260245437395,1.9697113
199,-354.36945,-16.838669,0.26990423,100,1.0137681,-8.010864e-07,93.42467,737311,100.0,201.9613,19900,0.07881731,-352.57587,39.29,0.07786031,[-0.684 -1.078 -0.737 -0.99   0.551],414.37204,0.8655883,12.751562,,1.0196035,48.812325,1883.325668811798,100.0,1.2778838,1.005171,-109.52904096122856,1.9706258
200,-548.26776,-18.263474,0.27220958,100,1.0009205,2.632141e-06,93.579666,741338,100.0,192.15929,20000,0.08056263,-548.1301,40.27,0.0176038,[-0.675 -1.079 -0.733 -0.986  0.552],166.28542,0.961649,12.360654,,1.0014371,42.419228,1893.774846792221,,1.0589049,1.0003762,-109.1388475065431,1.9717607
201,-536.97614,-19.065735,0.27686182,100,1.0063907,3.967285e-06,93.74899,745508,100.0,185.53073,20100,0.083510175,-536.24854,41.7,0.056560338,[-0.675 -1.078 -0.731 -0.986  0.553],277.38797,0.83379865,12.99932,,1.0091383,29.855701,1903.1944007873535,,1.1555367,1.0034664,-109.48350812945802,1.9700311
202,-540.0946,-16.806847,0.2707122,100,1.0063401,-1.6784668e-06,93.45541,749473,100.0,199.04482,20200,0.079446554,-538.8387,39.65,0.0478038,[-0.681 -1.075 -0.728 -0.983  0.551],297.591,0.8817238,11.539535,,1.0106872,31.712685,1912.5418183803558,,1.1470836,1.0024042,-109.92224848324226,1.9667155
203,-573.36945,-20.725975,0.2826261,100,1.0106813,4.653931e-06,93.98584,753822,100.0,176.79861,20300,0.08723492,-571.9457,43.49,0.088283926,[-0.672 -1.072 -0.722 -0.982  0.548],403.39978,0.80287504,13.592372,,1.0182606,46.142708,1923.5054385662079,,1.4408107,1.0061407,-109.03388255686593,1.9680946
204,-539.3473,-16.165535,0.27043557,100,1.0074576,-1.4495849e-06,93.39918,757779,100.0,201.0943,20400,0.0792795,-538.43823,39.57,0.052364197,[-0.677 -1.077 -0.721 -0.984  0.549],241.5742,0.8586627,10.835987,,1.0097132,41.45661,1933.2746522426605,,1.2115443,1.0030495,-110.81233977142463,1.9671218
205,-523.1591,-16.645432,0.26794082,100,1.0048754,-2.822876e-06,93.36047,761660,100.0,203.06447,20500,0.07772627,-522.56573,38.81,0.052650407,[-0.676 -1.074 -0.718 -0.987  0.548],245.61613,0.89725184,11.839261,,1.0078566,30.07634,1942.929209470749,,1.1731839,1.0021151,-109.43614749667586,1.9716023
206,-502.05032,-14.986191,0.26707274,100,1.0110843,-6.1035155e-07,93.24269,765499,100.0,209.46066,20600,0.077021345,-500.5646,38.39,0.06885324,[-0.675 -1.073 -0.715 -0.987  0.553],297.10956,0.8470649,10.114178,,1.0152332,29.643074,1952.078256368637,,1.2515453,1.0049137,-110.51163430411019,1.9743499
207,-518.4955,-16.041756,0.26112548,100,1.0041753,4.959106e-07,93.02263,769170,100.0,218.27583,20700,0.073505335,-517.6784,36.71,0.036577635,[-0.676 -1.079 -0.715 -0.995  0.555],205.92479,0.92870194,10.824296,,1.0063328,35.235226,1961.9940326213837,,1.1654112,1.0013615,-109.71471304291457,1.9746045
208,-552.70935,-21.712997,0.28015622,100,1.01359,-1.6784668e-06,93.856255,773433,100.0,182.3252,20800,0.08552916,-551.1911,42.63,0.07951484,[-0.666 -1.077 -0.709 -0.995  0.556],339.6028,0.8163174,12.642079,,1.0189711,38.587425,1972.4877245426178,,1.2417866,1.0059696,-109.63904955029498,1.9706409
209,-562.5846,-18.214058,0.2742522,100,1.0102401,4.8828124e-06,93.73932,777509,100.0,188.7373,20900,0.08170363,-561.06354,40.76,0.07644031,[-0.668 -1.07  -0.706 -0.987  0.552],313.69745,0.84249246,12.173264,,1.0177437,45.377434,1983.2081124782562,,1.29316,1.0047215,-107.2129981985509,1.975582
210,-544.6844,-16.387733,0.27829224,100,1.009504,-1.6021728e-06,93.75044,781716,100.0,186.31877,21000,0.08435185,-543.4732,42.07,0.06842469,[-0.659 -1.073 -0.705 -0.993  0.557],284.5801,0.83797085,10.839246,,1.0152316,37.272526,1993.584884405136,,1.2072399,1.005225,-110.4245117923629,1.9749293
211,-546.2752,-15.837982,0.27160752,100,1.0117013,-6.1035155e-07,93.505135,785700,100.0,198.38417,21100,0.079919666,-544.80225,39.84,0.07615976,[-0.661 -1.08  -0.703 -0.996  0.556],263.147,0.7520943,10.890734,,1.0193757,31.384373,2002.900015115738,,1.273368,1.0052323,-109.45916326030688,1.9675143
212,-548.61816,-17.587303,0.2791808,100,1.0120844,-4.4250487e-06,93.85434,789944,100.0,182.36154,21200,0.085023776,-547.0803,42.44,0.059508707,[-0.665 -1.083 -0.706 -0.996  0.549],204.98062,0.87022537,11.157786,,1.0150516,30.461613,2013.8290464878082,,1.2489865,1.0038587,-109.19081480547624,1.9707042
213,-541.76807,-19.003311,0.27637887,100,1.0040019,8.773804e-07,93.679,794097,100.0,188.1888,21300,0.08318109,-541.07007,41.53,0.04631284,[-0.68  -1.08  -0.708 -0.992  0.552],226.70303,0.9020485,11.267174,,1.0065604,33.012833,2023.7509596347809,,1.144957,1.0025402,-110.49058047211494,1.9678354
214,-550.10846,-17.475311,0.268438,100,1.002536,3.4332277e-07,93.439186,798002,100.0,199.15826,21400,0.07813229,-549.7143,39.05,0.02743626,[-0.678 -1.078 -0.704 -0.99   0.549],156.28995,0.9234527,11.804686,,1.0031843,47.620235,2033.9558899402618,,1.0827734,1.0007457,-108.57561959505134,1.9677776
215,-530.5187,-16.174728,0.2705191,100,1.003681,4.15802e-06,93.428444,801970,100.0,199.07729,21500,0.07942311,-529.9633,39.68,0.034047324,[-0.686 -1.079 -0.708 -0.989  0.549],171.20352,0.8813436,11.005881,,1.0056483,32.760548,2043.2048790454865,,1.1521337,1.0014606,-110.54184540493803,1.9647663
216,-539.978,-19.847466,0.2779047,100,1.0075345,1.6021728e-06,93.77529,806173,100.0,184.76299,21600,0.08419026,-539.06964,42.03,0.05021394,[-0.694 -1.077 -0.709 -0.988  0.546],211.90738,0.88315773,11.191158,,1.0105723,36.24101,2052.950143814087,,1.1626033,1.0027602,-109.7974470927494,1.9647784
217,-547.05743,-18.79264,0.27142832,100,1.0009738,-4.5776366e-07,93.55836,810175,100.0,193.36653,21700,0.08006215,-546.9299,40.02,0.022425832,[-0.696 -1.085 -0.714 -0.988  0.546],181.06483,0.944423,11.9297,,1.0011828,42.70339,2062.7563240528107,,1.1075672,1.0004348,-108.88743535093978,1.966548
218,-575.5335,-19.131271,0.28194004,100,1.0116419,1.2969971e-06,93.9769,814507,100.0,176.8344,21800,0.08683597,-574.30524,43.32,0.06222032,[-0.696 -1.085 -0.713 -0.989  0.548],251.62318,0.885966,12.0069895,,1.0156441,41.54357,2072.5187113285065,,1.2911439,1.0047184,-108.80031888293836,1.9689949
219,-526.1349,-18.690994,0.27090308,100,1.0099249,6.065369e-06,93.46322,818472,100.0,199.6635,21900,0.07950552,-524.6512,39.65,0.06764915,[-0.693 -1.081 -0.71  -0.992  0.55 ],300.42105,0.87472576,10.740443,,1.0164003,30.951553,2082.890587568283,,1.2514846,1.0041848,-109.76671156397305,1.9733275
220,-586.5783,-18.810371,0.2835695,100,1.0099015,-1.9454956e-06,94.02599,822868,100.0,173.51933,22000,0.08804121,-585.51526,43.96,0.047048893,[-0.686 -1.086 -0.709 -0.998  0.554],274.52945,0.88498694,13.7003565,,1.0121111,54.723015,2092.425648212433,,1.1902888,1.0026499,-109.32879239091922,1.9753275
221,-544.45105,-18.05729,0.2742963,100,1.020921,6.2561035e-06,93.64005,826927,100.0,193.59421,22100,0.08152965,-542.25073,40.59,0.096045695,[-0.696 -1.089 -0.714 -0.996  0.556],344.50186,0.7694642,12.669063,,1.0280966,38.716,2102.3783926963806,,1.3004634,1.0097717,-108.78017212950566,1.9727222
222,-509.76758,-16.4086,0.26167798,100,1.0073406,1.7929077e-06,93.07081,830608,100.0,217.4556,22200,0.0737696,-508.54025,36.81,0.0580521,[-0.693 -1.076 -0.71  -0.995  0.554],281.25162,0.77843845,10.34431,,1.0122871,41.75544,2112.0715703964233,,1.2867682,1.0036794,-109.12746078594351,1.9684261
223,-559.2992,-18.44043,0.28024083,100,1.0025578,4.959106e-07,93.93711,834896,100.0,176.93976,22300,0.0858335,-558.87933,42.88,0.032027163,[-0.698 -1.085 -0.715 -0.997  0.549],240.76955,0.90302837,13.743901,,1.0044304,36.33628,2122.5758934020996,,1.1378213,1.0012702,-108.5490172101638,1.9676969
224,-582.2854,-21.741005,0.27982312,100,1.0209603,-3.5858154e-06,93.89592,839130,100.0,184.04042,22400,0.08511251,-579.3442,42.34,0.093380205,[-0.7   -1.087 -0.715 -1.     0.549],481.52737,0.8230925,14.117294,,1.0374131,52.62422,2132.921569108963,,1.5697842,1.0082822,-108.05352625039,1.9765637
225,-537.7466,-17.68879,0.27438942,100,1.0106759,-1.7166137e-06,93.59564,843212,100.0,193.12167,22500,0.08181274,-536.5261,40.82,0.076864585,[-0.706 -1.083 -0.716 -1.     0.558],225.90967,0.79871565,10.552433,,1.0153707,31.532875,2143.169395685196,,1.2144227,1.0054241,-110.30289131069183,1.9724128
226,-557.0227,-18.530716,0.27843863,100,1.0066452,1.8310546e-06,93.86023,847434,100.0,181.43452,22600,0.08456076,-556.2099,42.22,0.05121998,[-0.698 -1.08  -0.713 -1.003  0.553],208.08546,0.8706068,11.787106,,1.0090561,35.472412,2153.7491612434387,,1.1782818,1.0020635,-108.50065822208386,1.971984
227,-569.5445,-20.685799,0.28047603,100,1.0051935,1.6021728e-06,93.97265,851720,100.0,176.55898,22700,0.085879125,-568.8039,42.86,0.06161804,[-0.692 -1.073 -0.707 -1.002  0.553],334.09198,0.8773194,14.612246,,1.0091321,48.35595,2164.634147167206,,1.2188354,1.0033036,-107.73615825134617,1.9745437
228,-507.7361,-15.339432,0.26412383,100,1.0056877,5.264282e-06,93.13997,855481,100.0,212.8199,22800,0.07532686,-507.07312,37.61,0.048117384,[-0.692 -1.071 -0.702 -1.     0.555],157.72084,0.8830555,9.995552,,1.007256,35.828976,2174.0319039821625,,1.1367753,1.0018601,-110.19830911036826,1.9755899
229,-516.27765,-17.302986,0.26342952,100,1.0082396,-4.9591063e-06,93.172356,859215,100.0,212.7252,22900,0.07483452,-515.14484,37.34,0.063309446,[-0.689 -1.073 -0.705 -0.999  0.557],291.82352,0.8541879,11.782496,,1.0113988,37.72939,2183.531363248825,,1.2181964,1.0034465,-108.80713597289241,1.9811274
230,-546.95734,-16.172638,0.2764843,100,1.0065993,5.683899e-06,93.72476,863371,100.0,186.75415,23000,0.08324775,-545.99176,41.56,0.048364475,[-0.692 -1.068 -0.705 -0.997  0.562],197.6384,0.840308,12.3333435,,1.0075289,35.62178,2193.8359088897705,,1.1216236,1.0024351,-109.61938149860987,1.9811234
231,-553.4253,-18.905586,0.27821153,100,1.0012937,-3.1661987e-06,93.79391,867595,100.0,182.38745,23100,0.08451249,-553.23706,42.24,0.023444707,[-0.705 -1.072 -0.712 -0.997  0.562],147.49557,0.93863654,11.34594,,1.00225,34.37405,2204.566218137741,,1.0651718,1.0006418,-109.95269192479935,1.9784511
232,-554.5205,-16.967102,0.2726476,100,1.0065948,-1.3732911e-06,93.63553,871625,100.0,191.70137,23200,0.080723345,-553.66266,40.3,0.042758185,[-0.705 -1.071 -0.711 -0.996  0.559],205.16656,0.921268,12.239519,,1.0105754,42.73371,2214.0747961997986,,1.1590921,1.00226,-108.09405390745586,1.9782721
233,-537.459,-16.748352,0.27127567,100,1.0036001,-4.7302246e-06,93.51503,875617,100.0,195.75032,23300,0.07991059,-536.77075,39.92,0.034001064,[-0.695 -1.067 -0.707 -0.994  0.559],172.84645,0.89706016,11.179418,,1.0069696,37.611877,2223.9119594097137,,1.1022142,1.0015038,-109.48107792956021,1.975605
234,-532.0861,-18.038994,0.26885384,100,1.0024841,-2.5558472e-06,93.491936,879533,100.0,197.36275,23400,0.07837313,-531.58997,39.16,0.029615384,[-0.704 -1.066 -0.71  -0.991  0.557],220.15617,0.93393046,12.895177,,1.0042083,44.800697,2233.8836624622345,,1.1360996,1.0008785,-107.84801886366665,1.9772923
235,-519.5601,-17.499825,0.26571238,100,1.0034773,-4.7683716e-06,93.23058,883348,100.0,208.11177,23500,0.076368876,-519.146,38.15,0.041522812,[-0.697 -1.068 -0.707 -0.992  0.558],153.215,0.89518285,11.285818,,1.0050923,37.147385,2243.4633464813232,,1.1365796,1.0018435,-110.0521936629771,1.978838
236,-535.3279,-16.560982,0.2706409,100,1.0012982,4.4631956e-06,93.51135,887324,100.0,195.41743,23600,0.07954902,-535.155,39.76,0.025236383,[-0.698 -1.07  -0.71  -0.995  0.56 ],157.39093,0.9298905,12.26542,,1.0017635,39.07286,2253.5545859336853,,1.0853599,1.0006407,-109.11441992003904,1.9795576
237,-576.2917,-18.647041,0.280297,100,1.0020025,-5.760193e-06,93.86548,891615,100.0,179.3166,23700,0.08587904,-575.99194,42.91,0.039189484,[-0.698 -1.069 -0.71  -0.997  0.561],215.16963,0.9134871,11.743509,,1.0044098,50.06208,2262.2431271076202,,1.1341953,1.0011877,-110.16491445512227,1.9805305
238,-543.59204,-17.19497,0.2692067,100,1.0030733,-2.3651123e-06,93.53033,895543,100.0,195.64009,23800,0.07860885,-543.255,39.28,0.026019394,[-0.699 -1.069 -0.707 -0.997  0.562],227.64246,0.93222487,13.186525,,1.0031507,42.801083,2271.387314558029,,1.1234468,1.0007218,-107.424756330367,1.9811263
239,-544.80664,-19.083855,0.2817644,100,1.0475882,6.1035155e-07,93.840416,899799,100.0,189.67926,23900,0.08594166,-539.76605,42.56,0.18366979,[-0.695 -1.065 -0.703 -0.997  0.562],738.03766,0.6880232,11.9889,,1.0708331,29.406654,2282.2282078266144,,1.8997791,1.0279,-109.79651996577512,1.9782537
240,-511.28323,-15.246788,0.26681033,100,1.0054402,3.3950805e-06,93.32091,903644,100.0,205.28082,24000,0.07701056,-510.52258,38.45,0.04740569,[-0.681 -1.056 -0.703 -0.999  0.559],236.32832,0.89095426,10.908503,,1.0075814,31.179108,2291.608989715576,,1.1174045,1.002447,-109.18043811431382,1.9736522
