EpRewMean,TimeElapsed,ReturnStepMax,StdD2w0t,InitialReturnMax,ReturnStepMaxmin,Weights,InitialReturnMean,MeanD2w0t,EpLenMean,StdIW,MinD2w0t,InitialReturnStd,MaxD2w0t,MeanIW,EmpiricalD2,Bound,ReturnMeanIW,MeanEntropy,J_sample_variance,Iteration,EntropyCoefficient,EpThisIter,MinIW,MaxIW,EpisodesSoFar,InitialBound,InitialReturnMin,TimestepsSoFar
-121.62483749719935,8.820048570632935,100.0,9.588429,-56.768597,99.023315,[-0.365 -0.68  -0.484 -0.253  0.   ],-82.39787,1.3502501,45.73,0.697221,,8.854463,504.5583,0.44608077,81.837265,-39.83283,-43.491688,1.4466221,2485.2017,1,10.0,100,0.0017167735,15.658028,100,-69.980835,-99.28012,4573
-125.7934670569036,30.036598920822144,100.0,4.4643865,-32.168182,99.101776,[-0.412 -0.711 -0.436 -0.244  0.028],-78.01105,0.70487076,58.26,1.3060025,,10.889814,281.6865,0.6514033,20.105093,-47.467133,-54.4143,1.4511508,6824.7314,2,10.0,100,0.007133539,23.965807,200,-65.50218,-95.571075,10399
-131.0353410224609,54.22864317893982,100.0,15.118237,-43.728348,99.08027,[-0.424 -0.712 -0.38  -0.233  0.032],-69.85059,1.389061,82.5,0.823593,,10.825071,788.5453,0.68927765,18.552517,-43.86851,-51.474632,1.446726,1541.8519,3,10.0,100,0.0030095163,18.388834,300,-57.46052,-94.68671,18649
-131.96486776249242,79.18430757522583,100.0,7.079711,-35.010227,99.02516,[-0.433 -0.748 -0.361 -0.279  0.028],-67.12178,1.3101032,89.47,0.77014726,,13.030853,229.98038,0.6443083,16.800003,-37.77037,-45.97177,1.4951389,1063.5973,4,10.0,100,0.03995238,8.563815,400,-54.779438,-94.32149,27596
-132.21158392428768,109.88985061645508,100.0,24.906946,-14.522607,99.00001,[-0.437 -0.739 -0.322 -0.297  0.076],-57.070763,3.1529243,126.39,1.2482903,,17.839916,670.3191,0.7539904,27.969099,-30.44479,-41.45002,1.4769081,812.135,5,10.0,100,0.0053623063,42.218193,500,-44.263798,-92.81923,40235
-132.58886669928015,153.1590337753296,100.0,406.56268,-7.327842,99.0,[-0.495 -0.731 -0.315 -0.302  0.058],-43.604774,77.64874,234.97,1.1911105,,18.908962,8243.132,0.73254466,699.512,-22.937248,-33.406464,1.4864353,684.82684,6,10.0,100,0.006761155,24.885513,600,-30.986633,-88.996506,63732
-125.72849092581502,221.59856724739075,100.0,143.7741,-11.79765,99.0,[-0.506 -0.736 -0.283 -0.295  0.068],-37.576767,58.572075,356.64,1.1715609,,14.924123,1777.699,0.7870362,403.7073,-20.01173,-32.08019,1.5215695,387.7986,7,10.0,100,0.0006135225,20.52359,700,-24.75206,-71.73155,99396
-106.76210445742723,290.3303463459015,100.0,606.74097,4.8454432,99.0,[-0.543 -0.697 -0.283 -0.304  0.103],-34.568977,172.39616,345.65,1.3622057,,15.235502,10991.287,0.75881755,1514.1868,-15.711734,-27.998796,1.5210847,290.65506,8,10.0,100,9.7767315e-06,36.980022,800,-21.085247,-74.641304,133961
-96.34547164889207,359.4790985584259,100.0,6080.5366,8.344717,99.0,[-0.613 -0.62  -0.279 -0.278  0.102],-31.74816,1813.6045,362.71,2.5395024,,15.454414,73589.87,0.86913985,19495.568,-12.734765,-23.040329,1.5136718,4702.687,9,10.0,100,7.291886e-07,86.89253,900,-18.100292,-78.32031,170232
-98.74430715864511,414.58026671409607,100.0,594.09753,0.89771914,99.0,[-0.635 -0.606 -0.281 -0.317  0.095],-34.663475,147.29918,269.39,0.919629,,16.208694,8050.782,0.5892298,1235.3168,-13.819493,-25.781616,1.5325656,263.92502,10,10.0,100,0.00019930738,17.670668,1000,-21.128647,-85.420494,197171
-91.92174826609453,485.48017716407776,100.0,294.9415,8.0177965,99.0,[-0.631 -0.603 -0.29  -0.278  0.114],-29.268513,110.51868,363.99,0.7813703,,14.336055,4525.6597,0.5607486,834.18353,-10.125346,-23.217415,1.5735711,225.08371,11,10.0,100,0.00013706964,9.542048,1100,-15.43407,-71.77035,233570
-113.17428367501616,540.4653587341309,100.0,220.05048,-2.558863,99.0,[-0.634 -0.648 -0.317 -0.312  0.155],-37.680466,56.98343,264.87,1.1146016,,16.687014,2857.2676,0.6026527,446.6373,-16.292837,-28.626705,1.5608546,411.32608,12,10.0,100,6.185346e-05,19.147926,1200,-23.780743,-77.62516,260057
-95.46501985332928,611.2769894599915,100.0,85.71767,2.7279377,99.0,[-0.66  -0.664 -0.29  -0.322  0.142],-31.604292,31.59296,331.45,0.91627896,,16.109728,1758.0208,0.57334703,187.23456,-11.9004135,-24.58913,1.5272589,320.01868,13,10.0,100,3.6852092e-05,13.8173895,1300,-17.544443,-80.613365,293202
-99.61880307083241,685.2842037677765,100.0,153.61853,-8.386627,99.0,[-0.786 -0.685 -0.348 -0.285  0.108],-31.735193,67.75753,374.58,2.2229435,,13.591438,1216.9326,0.7301127,463.8092,-13.773626,-26.070143,1.4837221,255.3901,14,10.0,100,1.67892e-05,75.30529,1400,-18.078684,-65.36618,330660
-99.31918639995847,756.4529690742493,100.0,415.8829,0.23653607,99.0,[-0.821 -0.679 -0.335 -0.3    0.065],-32.284264,160.51614,375.23,1.0011047,,13.764671,5387.3623,0.6249075,1205.0111,-14.100692,-25.95118,1.5259675,365.69278,15,10.0,100,0.00013765678,14.251848,1500,-19.05826,-69.639435,368183
-96.53342838564711,823.1835775375366,100.0,100.65302,-0.18791294,99.0,[-0.709 -0.686 -0.285 -0.341  0.107],-31.708328,40.751225,351.62,1.1665483,,14.613013,1026.0122,0.6521647,270.94293,-13.606656,-26.072758,1.4798385,337.01648,16,10.0,100,0.00015152791,24.1045,1600,-18.014679,-77.22905,403345
-94.61935114397396,885.2271037101746,100.0,3026.8657,0.12504703,99.0,[-0.723 -0.608 -0.266 -0.323  0.061],-31.175749,207.52802,305.57,1.5053537,,16.052074,200088.55,0.70250225,3482.7273,-13.623802,-25.494013,1.4882758,259.79037,17,10.0,100,0.000101373276,32.511375,1700,-17.912338,-68.79936,433902
-92.29298592600648,961.4840395450592,100.0,14343188.0,-4.7816124,99.0,[-0.733 -0.592 -0.237 -0.296  0.069],-29.002836,780533.8,387.99,199.44287,,11.488055,654207360.0,10.851841,15453032.0,40.297253,54.653553,1.4521486,570233.9,18,10.0,100,9.214943e-09,7957.701,1800,-15.617315,-52.75167,472701
-84.01259425233741,1039.2627046108246,100.0,1891.2252,0.6163435,99.0,[-0.742 -0.565 -0.202 -0.322  0.033],-27.87073,241.57208,366.23,2.9975598,,13.59173,58900.418,0.85905915,2594.5752,-11.309615,-23.693554,1.4638606,393.238,19,10.0,100,3.267768e-05,112.46606,1900,-14.712148,-62.612095,509324
-75.21416171584649,1129.7805480957031,100.0,2170.929,-4.9553056,99.0,[-0.753 -0.555 -0.177 -0.304  0.045],-25.838518,694.1635,464.02,2.5312214,,12.443919,36175.473,0.7304168,6895.875,-7.6953926,-19.898144,1.4619087,169.17825,20,10.0,100,2.0473842e-06,113.728745,2000,-12.420085,-63.81958,555726
-66.21897569040975,1215.1238844394684,100.0,1.2924427,10.35067,99.0,[-0.757 -0.53  -0.159 -0.328  0.043],-22.595919,2.0233343,437.81,0.99158704,,14.628608,5.9937162,0.9610205,4.2653856,-8.1832485,-21.927238,1.489887,296.11154,21,10.0,100,0.05650559,23.807962,2100,-9.051077,-62.226414,599507
-58.881947694587964,1299.3317637443542,100.0,1002.4687,3.4372566,99.0,[-0.77  -0.524 -0.155 -0.332  0.071],-20.259964,239.66258,427.48,15.021562,,11.99911,39729.355,1.4970925,2240.0835,-3.150714,-16.443544,1.4863267,174.384,22,10.0,100,0.00011667303,618.3263,2200,-6.3163147,-59.09635,642255
-55.43361259107172,1379.8831284046173,100.0,4170.8843,6.8154845,99.0,[-0.783 -0.465 -0.137 -0.329  0.067],-21.265,689.48346,405.99,1.8028258,,14.6314745,118204.22,0.56400186,8126.4556,-1.7503967,-14.62531,1.4794719,252.67422,23,10.0,100,5.726591e-05,59.15026,2300,-7.301013,-66.11894,682854
-34.458798199177025,1469.3833367824554,100.0,56189.113,5.9131355,99.0,[-0.797 -0.368 -0.13  -0.28   0.06 ],-16.369715,15017.088,455.4,6.804427,,13.274467,1514703.2,0.9319203,206900.62,2.7819738,-9.537937,1.4788404,1620.0603,24,10.0,100,1.4675463e-09,485.70883,2400,-2.1340084,-69.57701,728394
-49.14392370126011,1547.1820673942566,100.0,269.46924,4.3163977,99.0,[-0.824 -0.342 -0.115 -0.308  0.06 ],-17.769176,76.99244,385.72,1.0635847,,15.209725,5466.458,0.6422003,602.1997,-0.5082264,-13.906843,1.4583387,117.7892,25,10.0,100,4.6589365e-05,25.612759,2500,-3.778018,-63.882385,766966
-35.671484570170705,1628.6475195884705,100.0,1363215.2,9.613604,99.0,[-0.832 -0.348 -0.089 -0.323  0.039],-15.069964,205669.62,427.59,15.922936,,13.315256,45799856.0,1.5968616,2922277.0,18.681826,11.8946705,1.49406,61700.133,26,10.0,100,3.6867928e-06,638.5731,2600,-1.0652618,-64.565956,809725
-59.77310361722307,1702.8682243824005,100.0,630.4415,5.290856,99.0,[-0.803 -0.288 -0.11  -0.276  0.075],-18.522242,155.9081,363.58,1.597917,,15.137695,13933.142,0.7554385,1384.7468,0.45780468,-12.833157,1.4947095,142.09424,27,10.0,100,1.0895463e-05,40.32555,2700,-4.551318,-81.50323,846083
-26.624392711383503,1792.4908874034882,100.0,71167.67,3.0661,99.0,[-0.815 -0.304 -0.083 -0.276  0.076],-15.184967,23135.76,460.32,5.1720138,,13.227365,1199353.8,0.9103107,293213.1,1.8201685,-11.288378,1.5595715,626.25085,28,10.0,100,2.0671776e-05,147.17923,2800,-0.66978836,-68.17773,892115
-39.85903780254691,1878.564306974411,100.0,289.94727,1.6003476,99.0,[-0.853 -0.324 -0.086 -0.316  0.141],-16.86011,94.72063,408.19,1.2914028,,12.440096,4277.1577,0.7618699,742.4163,0.8949604,-13.746861,1.5645311,183.37627,29,10.0,100,4.2424224e-05,18.327042,2900,-1.9110107,-68.89953,932934
-21.12928968449789,1969.9554016590118,100.0,39803.55,15.989314,99.0,[-0.859 -0.339 -0.062 -0.304  0.146],-13.754359,8027.1514,478.51,7.9658003,,11.213444,1166442.5,1.2373722,87578.47,8.832108,-5.9368773,1.608081,992.2529,30,10.0,100,6.2809986e-06,261.7971,3000,1.5481815,-40.740948,980785
-52.81774275814106,2045.6688570976257,100.0,222.9963,7.7349486,99.0,[-0.86  -0.351 -0.077 -0.345  0.189],-19.073584,66.10755,379.39,2.439381,,17.46564,4652.615,1.0220797,460.1624,0.9550762,-13.8227,1.6093749,158.56789,31,10.0,100,0.000297885,56.38339,3100,-3.849615,-65.52182,1018724
-29.327054400131505,2137.67426609993,100.0,7677.516,10.216279,99.0,[-0.874 -0.361 -0.055 -0.328  0.19 ],-14.744027,1806.7924,461.83,2.448261,,11.3912735,210935.73,0.7655604,20701.766,3.6692,-11.451466,1.6259754,300.38608,32,10.0,100,7.0929646e-06,88.285095,3200,0.8739586,-64.15,1064907
-42.986799828723775,2217.3745691776276,100.0,255.981,13.667432,99.0,[-0.872 -0.387 -0.025 -0.37   0.207],-18.026348,85.08926,406.95,1.3259177,,13.542355,5708.9087,0.70456594,644.58826,1.1437063,-14.065098,1.63056,128.95341,33,10.0,100,0.00022932855,22.055756,3300,-2.463953,-62.14069,1105602
