StdIW,J_sample_variance,InitialReturnMax,InitialBound,TimeElapsed,EpThisIter,EmpiricalD2,ReturnStepMax,MinIW,TimestepsSoFar,InitialReturnMean,ReturnStepMaxmin,MaxD2w0t,EpisodesSoFar,MinD2w0t,ReturnMeanIW,Iteration,MeanIW,EpRewMean,Weights,InitialReturnStd,StdD2w0t,InitialReturnMin,Bound,MeanD2w0t,EpLenMean,MeanEntropy,MaxIW
5.3804417,2647121.8,45.379257,305.6466,143.80148029327393,100,4.105119,100.0,0.009093726,22215,2.822876e-06,89.15262,40.25648,1100,,600.15204,11,1.6362308,-108.39345579600844,[ 0.774 -0.318 -0.542 -0.874 -0.294],9.650161,0.8508204,-8.33696,382.58438,0.10970748,22.01,1.1220881,71.56168
0.8834153,110675.375,55.818775,333.46478,159.22706031799316,100,1.800716,100.0,0.12871248,24291,-2.0980835e-06,88.59696,2.424046,1200,,485.87445,12,1.1557664,-107.98355495936454,[ 0.814 -0.319 -0.552 -0.921 -0.297],9.170999,0.25677508,-6.7663803,376.0018,0.052045498,20.76,1.1270233,6.461279
0.29967943,12225.035,32.796978,325.18625,171.00141763687134,100,1.0963013,100.0,0.36559635,26411,-6.1416627e-06,88.90177,1.2400405,1300,,425.69882,13,1.0333165,-107.0478145273648,[ 0.841 -0.304 -0.558 -0.936 -0.292],8.618854,0.21082897,-7.5326157,334.9853,0.04433745,21.2,1.0999002,2.2895477
4.548794,1993128.1,47.837402,331.58304,184.19362592697144,100,2.993692,100.0,0.030869266,28497,-5.0354006e-06,88.660736,27.441496,1400,,595.20306,14,1.514511,-107.83983456502523,[ 0.815 -0.296 -0.549 -0.929 -0.319],10.132136,0.6426508,-7.3391495,408.12378,0.0872387,20.86,1.0974236,156.81273
0.9049529,84604.02,66.954636,254.92511,196.5053837299347,100,1.8017802,100.0,0.112083524,30908,6.1035155e-07,90.161064,5.474558,1500,,404.69327,15,1.1639756,-106.55527415960054,[ 0.819 -0.307 -0.539 -0.896 -0.322],14.794614,0.30139515,-8.978226,284.33212,0.06468874,24.11,1.103516,7.7839947
0.30846444,15626.634,46.018467,355.25955,208.94816493988037,100,1.1205376,100.0,0.3198427,32925,-8.583069e-06,88.277,1.4440887,1600,,468.471,16,1.0630827,-108.14193876373635,[ 0.802 -0.318 -0.522 -0.89  -0.315],8.086264,0.21285509,-6.7689667,374.35535,0.043486513,20.17,1.0780507,2.4797177
0.88258594,113876.14,44.84532,344.35553,221.12453198432922,100,1.8952419,100.0,0.10512452,34958,-1.0299683e-05,88.4893,2.9367938,1700,,505.99594,17,1.1849929,-107.50781249939884,[ 0.797 -0.311 -0.515 -0.874 -0.341],8.750169,0.2687782,-7.743187,393.06656,0.05366456,20.33,1.0938188,4.7036405
11.222146,9149651.0,62.377815,292.19366,234.9543173313141,100,34.941357,100.0,0.0027856445,37182,-9.536743e-07,89.377075,226.92957,1800,,831.2539,18,2.4928715,-107.00767721286229,[ 0.76  -0.309 -0.491 -0.872 -0.325],10.676745,2.881241,-8.434135,520.1443,0.32000238,22.24,1.0899034,110.379265
0.37248716,18157.02,43.860634,300.76007,249.20251846313477,100,1.1312728,100.0,0.3745888,39395,-7.6675415e-06,89.312836,1.7326317,1900,,420.14832,19,1.0736667,-107.18996047638753,[ 0.686 -0.306 -0.439 -0.845 -0.329],10.573249,0.22840765,-9.152985,317.97992,0.04885454,22.13,1.0507824,2.8310041
0.4494944,26083.793,36.98622,320.29736,262.4783525466919,100,1.1618946,100.0,0.35474545,41535,4.8065185e-06,88.91657,1.4870219,2000,,427.29282,20,1.040384,-108.02512951316241,[ 0.677 -0.286 -0.426 -0.838 -0.368],8.636002,0.21636783,-7.4281616,329.12613,0.045630507,21.4,1.0253867,3.1326957
0.7299874,51929.926,53.07635,255.02689,276.60254859924316,100,1.5666993,100.0,0.07245036,43976,2.5939942e-06,90.22614,2.7233138,2100,,390.52206,21,1.1253566,-107.08841643834894,[ 0.701 -0.28  -0.429 -0.835 -0.394],12.89442,0.27327886,-9.684914,281.7583,0.060885675,24.41,1.0312512,5.32638
0.31938425,10585.951,58.862362,271.36346,291.56525588035583,100,1.1241939,100.0,0.40835804,46325,-2.8991699e-06,89.865265,1.2562411,2200,,377.35602,22,1.0362866,-107.28754695234912,[ 0.739 -0.3   -0.452 -0.854 -0.388],12.4673605,0.22166431,-9.815712,280.3411,0.04916585,23.49,1.0270369,1.8605808
0.4486711,20618.654,57.09807,280.349,303.6416640281677,100,1.1899673,100.0,0.23202714,48633,4.272461e-06,89.68293,1.946075,2300,,400.82007,23,1.0807177,-107.51966971928046,[ 0.722 -0.297 -0.444 -0.845 -0.392],12.051592,0.2345034,-8.937439,296.2239,0.051156826,23.08,0.99145424,3.1201901
0.9063301,138287.61,58.504574,359.04932,316.818434715271,100,1.4342148,100.0,0.17743894,50603,-2.670288e-07,88.17061,2.7877862,2400,,499.20676,24,1.1101508,-107.63681508109947,[ 0.726 -0.281 -0.443 -0.845 -0.427],8.341217,0.2431465,-7.404007,384.63608,0.048327412,19.7,1.0319349,7.7396865
0.8869181,76694.29,63.120907,258.11414,331.28777384757996,100,1.7695166,100.0,0.053894185,53007,2.0980835e-06,90.13074,3.2606263,2500,,398.7542,25,1.1363838,-106.60854121964944,[ 0.741 -0.29  -0.455 -0.865 -0.387],12.684395,0.27907044,-9.866211,285.8529,0.06107001,24.04,1.0197705,5.110038
0.2879759,10797.111,36.5985,334.26804,344.54625701904297,100,1.077244,100.0,0.47170028,55081,-7.6675415e-06,88.76282,1.3023436,2600,,439.0129,26,1.0353739,-107.64587525666197,[ 0.717 -0.298 -0.442 -0.853 -0.399],8.17295,0.20646055,-7.031456,343.32068,0.042910334,20.74,0.99901843,2.4343958
1.8163713,334903.06,48.07556,257.51703,358.01018500328064,100,4.0534506,100.0,0.04423559,57499,-2.4414062e-06,90.13747,11.556555,2700,,454.2742,27,1.306315,-107.14842546612846,[ 0.73  -0.29  -0.44  -0.852 -0.42 ],13.018724,0.455718,-9.75045,319.57123,0.08774717,24.18,0.9688169,17.000378
88.75072,1395582000.0,52.26085,365.7408,369.7381446361542,100,51.9055,100.0,0.15715519,59442,-5.0354006e-06,87.92062,4889.617,2800,,4165.111,28,8.281568,-107.64123948544184,[ 0.785 -0.294 -0.459 -0.88  -0.45 ],6.987927,53.07309,-7.526436,2764.081,1.2814002,19.43,1.0774277,3785.4868
0.61450195,28905.748,54.242397,217.70029,386.8797719478607,100,1.3478252,100.0,0.27973923,62100,5.264282e-06,90.94836,1.7943814,2900,,330.19464,29,1.0547308,-107.00779500420305,[ 0.77  -0.3   -0.454 -0.91  -0.341],13.854754,0.25620836,-12.069191,225.56883,0.060345918,26.58,1.0810593,3.928418
1.9988667,498458.75,46.996292,313.55896,399.1474087238312,100,2.9037988,100.0,0.05309209,64244,4.310608e-06,89.02877,7.9579625,3000,,493.9869,30,1.2490004,-106.89776510962331,[ 0.748 -0.298 -0.438 -0.903 -0.338],10.051127,0.3618435,-8.4290085,359.9182,0.06862525,21.44,1.1052344,17.207758
0.61660105,46048.676,33.851864,321.19897,412.7059168815613,100,1.2263525,100.0,0.14797483,66393,3.3569336e-06,89.033485,2.1207843,3100,,439.6167,31,1.0932004,-107.50119165642417,[ 0.7   -0.319 -0.441 -0.882 -0.314],8.088647,0.23896395,-8.537544,338.03214,0.04972299,21.49,1.1083814,5.7253118
0.4563502,31771.484,52.705257,329.68115,425.33260893821716,100,1.0998021,100.0,0.20717475,68480,7.858276e-06,88.681046,2.0695286,3200,,446.70734,32,1.0643655,-107.68135412931471,[ 0.69  -0.324 -0.452 -0.901 -0.311],9.0874405,0.22569366,-7.1262436,340.11118,0.046434898,20.87,1.1123766,3.9446623
0.5017393,24651.0,48.498653,263.8412,438.4589829444885,100,1.1954253,100.0,0.1501123,70880,2.9754638e-06,90.084,1.8241646,3300,,377.31326,33,1.0731815,-106.9920315799702,[ 0.69  -0.344 -0.473 -0.901 -0.306],13.082747,0.24482249,-10.1861725,274.99063,0.054410484,24.0,1.0821049,3.3267183
0.28524625,7885.2583,51.345295,259.70987,452.9321291446686,100,1.079233,100.0,0.43524218,73280,4.5776366e-07,90.14745,1.526837,3400,,369.8907,34,1.0557994,-106.23113539315653,[ 0.678 -0.353 -0.478 -0.887 -0.337],13.484954,0.22951385,-10.639,269.93478,0.051329147,24.0,1.1074218,2.3555508
0.38777184,13385.284,61.557194,245.88724,465.7863812446594,100,1.1484246,100.0,0.37493274,75764,4.8828124e-06,90.3672,1.6151404,3500,,367.2177,35,1.0871779,-107.21942085179417,[ 0.677 -0.338 -0.471 -0.88  -0.312],14.129083,0.2425806,-10.424828,262.74753,0.055082977,24.84,1.1194228,2.7360425
2.9518678,425578.16,55.022404,276.97003,479.2248361110687,100,2.3057318,100.0,0.08313587,78090,1.4495849e-06,89.75611,9.878924,3600,,480.27432,36,1.4191033,-107.50657878060987,[ 0.668 -0.33  -0.462 -0.864 -0.299],11.07205,0.37379083,-9.310204,340.29083,0.07429372,23.26,1.1914029,34.126328
0.07024406,677.4151,55.346622,276.20316,493.11073541641235,100,1.0078427,100.0,0.7498771,80415,-4.997253e-06,89.78982,1.0514982,3700,,371.88928,37,1.0069798,-107.06853600895504,[ 0.64  -0.334 -0.453 -0.847 -0.228],12.285452,0.2127069,-9.967575,277.71106,0.046970874,23.25,1.1932956,1.3357997
0.28018314,10417.896,59.592255,293.6795,507.1986391544342,100,1.0849663,100.0,0.4018228,82654,-2.670288e-06,89.40245,1.5277625,3800,,406.47,38,1.0489026,-107.44747242283488,[ 0.642 -0.338 -0.459 -0.846 -0.226],11.575551,0.22047304,-9.090736,305.0862,0.047534205,22.39,1.17361,2.9440103
0.23578638,6837.258,38.358288,310.8108,520.5056490898132,100,1.0588744,100.0,0.44802964,84841,5.340576e-06,89.19234,1.3640375,3900,,409.7779,39,1.0311496,-107.24785447793492,[ 0.659 -0.326 -0.451 -0.849 -0.245],9.033978,0.21275042,-9.625595,317.17697,0.045417763,21.87,1.1777176,2.0608625
3.637131,842860.3,45.635685,328.67126,533.3772895336151,100,1.8620354,100.0,0.14949185,86952,1.197815e-05,88.76369,13.563865,4000,,520.15686,40,1.3737947,-108.05013154075058,[ 0.667 -0.349 -0.462 -0.858 -0.241],8.845838,0.34699494,-7.4864426,370.7684,0.059610285,21.11,1.18236,42.006714
0.202116,3633.236,50.054478,231.78088,547.1648211479187,100,1.0404414,100.0,0.5234922,89546,1.2588501e-05,90.809105,1.2125629,4100,,334.28198,41,1.0299317,-107.42278787222389,[ 0.7   -0.386 -0.445 -0.876 -0.237],13.333333,0.22850285,-12.069153,238.51552,0.05341458,25.94,1.1884894,1.8286021
0.35924587,10720.723,53.983906,236.00195,562.7796552181244,100,1.1259772,100.0,0.42649126,92094,3.013611e-06,90.60175,1.5405364,4200,,346.80334,42,1.0554253,-106.99386206987566,[ 0.721 -0.397 -0.448 -0.889 -0.23 ],12.676098,0.23744057,-11.591026,245.26126,0.054744687,25.48,1.2009718,2.719654
0.52462065,27816.973,48.62813,273.7073,575.457423210144,100,1.2471662,100.0,0.19001189,94439,-2.8991699e-06,89.84315,1.5374398,4300,,382.9278,43,1.0545765,-107.36790325427464,[ 0.73  -0.379 -0.441 -0.886 -0.218],11.709314,0.23106627,-9.068443,283.248,0.05108091,23.45,1.1806513,3.0455742
1.1588545,86204.266,62.6311,208.90485,590.4142091274261,100,1.7235843,100.0,0.08598046,97169,-1.0032654e-05,91.156425,5.152197,4400,,364.93018,44,1.2346075,-107.07202601043177,[ 0.697 -0.38  -0.436 -0.872 -0.238],14.878134,0.35175702,-10.7649,239.51248,0.07761576,27.3,1.1560285,9.728096
0.5681786,20977.312,58.996227,212.86554,604.1805484294891,100,1.3014504,100.0,0.33872896,99863,-1.2207031e-06,91.0949,2.1009853,4500,,337.72437,45,1.1171929,-106.48211545994698,[ 0.712 -0.346 -0.429 -0.872 -0.263],14.669615,0.26348597,-11.966103,232.1525,0.062183496,26.94,1.1803939,3.2683153
0.41927463,15794.984,40.469604,272.81305,616.6932651996613,100,1.1423328,100.0,0.2515814,102227,-7.6293946e-07,89.973465,1.4904809,4600,,378.16037,46,1.055723,-106.69393177111714,[ 0.695 -0.36  -0.431 -0.864 -0.239],10.203505,0.23022066,-10.087555,282.1897,0.051145878,23.64,1.1389493,3.6267865
3.2278516,682756.6,47.21196,253.39957,630.9970462322235,100,4.584049,100.0,0.006183427,104682,-2.5177003e-06,90.243256,14.203858,4700,,480.15506,47,1.5029044,-107.48938040937139,[ 0.711 -0.349 -0.422 -0.866 -0.28 ],12.331511,0.51181567,-10.390121,330.39148,0.095381565,24.55,1.1266693,33.40575
0.2697779,8865.579,53.52125,319.1864,645.184844493866,100,1.076227,100.0,0.48866752,106800,6.2179565e-06,88.88799,1.6444433,4800,,432.66943,48,1.0570184,-107.08814480265048,[ 0.785 -0.346 -0.445 -0.88  -0.292],10.362939,0.21359509,-8.518494,331.98584,0.044707734,21.18,1.1310757,2.4512935
0.699252,50725.797,50.881516,273.55865,658.4202282428741,100,1.2696807,100.0,0.17277457,109149,-6.4468386e-06,89.92904,2.4062998,4900,,400.61273,49,1.1134839,-106.54139960480033,[ 0.787 -0.358 -0.442 -0.891 -0.288],11.0717,0.26663232,-9.364563,292.40845,0.057625636,23.49,1.1181059,6.514641
1.4806601,206670.47,51.90242,271.08997,672.4004259109497,100,2.608671,100.0,0.013506947,111506,5.683899e-06,89.9068,7.626226,5000,,416.30432,50,1.1584512,-107.1714236499733,[ 0.787 -0.35  -0.419 -0.904 -0.301],11.774189,0.34417978,-9.677216,290.04254,0.07090562,23.57,1.0889398,9.334444
0.5081033,28664.615,53.769558,291.23575,684.8227372169495,100,1.1446517,100.0,0.1916919,113748,-8.239746e-06,89.49401,1.8330971,5100,,418.47397,51,1.1016805,-106.56259414609544,[ 0.749 -0.37  -0.411 -0.889 -0.33 ],11.454321,0.23335876,-9.55529,313.30145,0.050025474,22.42,1.0539422,5.0057287
0.19585474,3346.6184,53.326572,225.75107,699.6635513305664,100,1.046941,100.0,0.37033218,116382,-4.5776366e-07,90.82825,1.4178739,5200,,331.2873,52,1.037849,-107.62244390807473,[ 0.754 -0.353 -0.4   -0.878 -0.365],13.496814,0.23196754,-12.296722,233.7283,0.054616954,26.34,1.0643966,1.9496193
0.964965,82957.46,49.161263,257.70465,713.1668155193329,100,2.0244513,100.0,0.06445076,118810,-3.852844e-06,90.21853,3.752206,5300,,402.13687,53,1.1556168,-106.97330045689964,[ 0.768 -0.365 -0.401 -0.878 -0.355],11.269657,0.29232705,-11.123962,289.07687,0.06399023,24.28,1.0927697,4.681642
0.36534092,11921.283,56.5345,232.36203,726.4861862659454,100,1.1322974,100.0,0.17595963,121360,3.8146973e-07,90.67993,1.5068274,5400,,344.0687,54,1.051451,-106.08142998516598,[ 0.728 -0.373 -0.39  -0.87  -0.326],13.948641,0.23869386,-10.734047,241.92244,0.055104546,25.5,1.066392,2.8822489
0.22244315,4427.13,53.486656,241.78119,740.9892971515656,100,1.0485892,100.0,0.57551503,123876,1.6021728e-06,90.506165,1.2356551,5500,,344.06186,55,1.0283968,-106.85386649062579,[ 0.712 -0.38  -0.393 -0.863 -0.353],12.603781,0.22676297,-10.295692,246.83784,0.052145973,25.16,1.0876561,1.907207
0.65792835,37830.914,54.934547,221.6484,755.2112157344818,100,1.3252988,100.0,0.25487575,126526,1.7929077e-06,90.93027,2.9097095,5600,,365.37753,56,1.1593316,-106.92401795001379,[ 0.713 -0.391 -0.398 -0.866 -0.331],15.118577,0.30150703,-11.354027,251.1015,0.06841169,26.5,1.1457698,5.1853313
2.2872338,441980.84,52.46031,238.97818,769.0844299793243,100,4.13706,100.0,0.023092411,129057,-9.536743e-07,90.53663,12.843326,5700,,413.7609,57,1.286963,-107.10403112916038,[ 0.731 -0.388 -0.389 -0.87  -0.273],13.083461,0.46653104,-11.195297,279.76245,0.091738164,25.31,1.1218388,22.305283
0.23339117,5256.4346,35.289017,233.05783,784.6011307239532,100,1.0511676,100.0,0.58825207,131669,-8.010864e-07,90.81583,1.1349052,5800,,329.36856,58,1.0144633,-107.79482279246695,[ 0.814 -0.408 -0.418 -0.907 -0.297],11.0318365,0.22994411,-10.934235,236.3011,0.053965926,26.12,1.1325831,2.140307
0.915671,96479.09,43.035473,278.05737,796.4582777023315,100,1.8227769,100.0,0.103368826,134010,4.196167e-06,89.92326,3.9096656,5900,,445.76575,59,1.2065054,-107.71570477780833,[ 0.808 -0.401 -0.409 -0.902 -0.286],10.529579,0.3155917,-8.295868,323.8248,0.06716566,23.41,1.1776824,5.790017
0.8226831,51593.812,55.3713,259.60507,812.6572868824005,100,1.5117362,100.0,0.07568337,136418,-2.7465821e-06,90.13362,3.2452247,6000,,402.99,60,1.1642839,-106.75140798869408,[ 0.787 -0.39  -0.38  -0.894 -0.241],11.251724,0.25824666,-9.683228,292.22174,0.056824733,24.08,1.176693,7.663609
0.57164365,28692.121,68.27297,241.27962,826.3643386363983,100,1.3369845,100.0,0.14451908,138911,-9.155273e-07,90.43745,1.7771081,6100,,363.46527,61,1.0777254,-106.73248388272468,[ 0.851 -0.395 -0.381 -0.916 -0.242],13.428877,0.2449765,-10.888443,259.09515,0.055797648,24.93,1.1699862,3.2876046
0.7071588,26154.58,77.478165,176.90836,840.8812849521637,100,1.3537042,100.0,0.14991814,141835,-4.8828124e-06,91.77046,2.404999,6200,,301.05698,62,1.10723,-105.69613324266474,[ 0.819 -0.395 -0.372 -0.9   -0.249],17.048618,0.28127626,-14.604187,190.3161,0.0692425,29.24,1.1555502,5.8306556
0.49065062,19924.338,46.110275,226.56812,853.5026018619537,100,1.2428637,100.0,0.043362483,144445,6.866455e-06,90.81176,2.1917067,6300,,352.7619,63,1.1067889,-106.85725811719568,[ 0.837 -0.398 -0.39  -0.911 -0.263],14.234232,0.27289468,-11.19162,243.53867,0.062872775,26.1,1.0974364,3.197744
0.40590426,20424.676,69.74086,298.4151,867.9906361103058,100,1.1680049,100.0,0.2350064,146647,8.163453e-06,89.27557,1.3871182,6400,,407.13312,64,1.0332553,-107.06798817140115,[ 0.859 -0.415 -0.401 -0.922 -0.322],11.5214,0.21897215,-9.078583,306.88947,0.046909135,22.02,1.0985781,3.20571
1.1856724,139450.95,57.972443,261.28424,880.7924330234528,100,2.01733,100.0,0.09298287,149043,-6.713867e-06,90.10484,4.2559795,6500,,397.6941,65,1.1354796,-106.56407052021756,[ 0.836 -0.413 -0.395 -0.908 -0.32 ],12.373787,0.2995207,-10.420013,282.19656,0.06454878,23.96,1.1062282,7.7652583
0.22463232,3617.3384,52.137157,212.44727,896.340690612793,100,1.0527031,100.0,0.39287293,151746,-5.683899e-06,91.1279,1.293274,6600,,314.77533,66,1.0354352,-106.39743900448157,[ 0.869 -0.405 -0.407 -0.926 -0.313],13.933953,0.23696505,-12.136475,217.13864,0.056564145,27.03,1.0847353,1.9792854
0.18926963,2932.4805,61.256695,240.28369,909.8323624134064,100,1.0380081,100.0,0.5411532,154259,-6.8664554e-07,90.52891,1.2312431,6700,,340.9045,67,1.0214602,-106.44090068486969,[ 0.859 -0.412 -0.414 -0.926 -0.334],14.546738,0.22502697,-10.345062,244.18991,0.051721133,25.13,1.0715865,1.7042063
1.6823584,251097.16,64.319336,256.5555,924.9299070835114,100,2.456911,100.0,0.027712243,156658,1.2207031e-06,90.10305,15.581324,6800,,443.85312,68,1.2847817,-106.71900951901657,[ 0.866 -0.405 -0.412 -0.922 -0.347],13.797237,0.39254883,-9.730835,302.8907,0.07558039,23.99,1.0670867,12.195426
0.45656312,18210.195,43.559444,244.87282,939.6425409317017,100,1.2313514,100.0,0.22002281,159149,-5.531311e-06,90.451385,1.7456853,6900,,356.48645,69,1.0699985,-106.47549349119184,[ 0.899 -0.385 -0.413 -0.94  -0.352],12.300593,0.23809636,-10.878151,255.60605,0.05426698,24.91,1.0602462,2.9505875
0.58778024,33432.195,96.2341,253.38095,953.2698855400085,100,1.3566518,100.0,0.15097517,161561,8.392334e-06,90.17143,1.6808625,7000,,371.2283,70,1.0684223,-106.47262292718806,[ 0.909 -0.371 -0.416 -0.939 -0.359],14.436767,0.24206983,-9.547188,265.425,0.054144073,24.12,1.0634156,3.4186482
0.76130986,64523.156,55.642956,243.75543,967.2894041538239,100,1.3598715,100.0,0.09673589,164054,-2.7465821e-06,90.48488,4.817238,7100,,376.5416,71,1.1154927,-106.14106790167426,[ 0.932 -0.365 -0.422 -0.95  -0.356],13.20359,0.28139308,-10.6614,265.09326,0.061674833,24.93,1.0361944,13.984499
0.35158268,11619.163,52.734432,261.36316,980.2936091423035,100,1.1276758,100.0,0.40336317,166463,7.2479247e-07,90.07613,1.2688212,7200,,366.21506,72,1.0339962,-107.49273276042315,[ 0.961 -0.354 -0.407 -0.966 -0.383],10.542585,0.22449248,-9.346123,267.71063,0.05045371,24.09,1.0257022,1.8822886
0.61042035,36223.438,59.29934,243.82277,993.6210739612579,100,1.2380811,100.0,0.32307103,168934,-2.2888183e-07,90.410095,1.9578829,7300,,372.7754,73,1.1074903,-106.12882869021676,[ 0.949 -0.36  -0.406 -0.959 -0.393],14.010799,0.26183453,-9.874596,260.94525,0.0589778,24.71,1.0299785,5.2631845
0.5614708,37311.023,51.963886,294.71545,1007.2692785263062,100,1.3070825,100.0,0.23367299,171175,-3.8146972e-08,89.534645,2.0786529,7400,,417.1899,74,1.0877931,-107.58465187967703,[ 0.928 -0.342 -0.383 -0.952 -0.389],9.8938,0.23321305,-9.313431,312.56042,0.050103974,22.41,1.018805,4.032602
0.6518672,50298.434,46.965523,297.8344,1020.821141242981,100,1.3174949,100.0,0.21583079,173395,3.967285e-06,89.375305,3.6784604,7500,,426.65945,75,1.105147,-106.83525237392115,[ 0.914 -0.353 -0.375 -0.955 -0.4  ],11.793628,0.25262594,-10.070938,319.70175,0.052694596,22.2,1.0097468,4.88206
0.6231472,32493.445,50.91744,279.0243,1033.0253450870514,100,1.1833446,100.0,0.2639516,175704,-7.171631e-06,89.75393,2.1506174,7600,,392.82983,76,1.070078,-106.74635404291041,[ 0.924 -0.336 -0.363 -0.966 -0.409],11.296336,0.23831353,-8.682587,288.9203,0.051763907,23.09,1.0009918,9.21331
4.4279385,1283961.5,48.845943,295.67,1046.2543559074402,100,1.6707349,100.0,0.13559686,177942,1.1787414e-05,89.393326,14.056823,7700,,514.42645,77,1.4657398,-107.50169032595572,[ 0.907 -0.316 -0.36  -0.97  -0.418],10.699042,0.47136855,-9.667938,351.3409,0.0732795,22.38,0.96850115,47.95587
4.360185,1559235.8,49.46768,244.33511,1060.9913713932037,100,10.14579,100.0,0.00091455434,180436,2.784729e-06,90.46544,41.07463,7800,,529.72577,78,1.6611031,-106.42902632852201,[ 0.853 -0.314 -0.383 -0.968 -0.45 ],13.540716,0.9672198,-11.192688,350.9109,0.14198884,24.94,0.94637257,27.400171
0.86545515,55094.375,54.340637,213.32361,1076.8423302173615,100,1.5573364,100.0,0.09583719,183126,-1.7547608e-06,91.01869,3.3629806,7900,,351.72412,79,1.1490091,-107.35041924200769,[ 0.782 -0.322 -0.359 -0.949 -0.472],14.710753,0.28996223,-11.301613,236.53928,0.067538425,26.9,0.91377896,5.740791
1.2662785,150022.98,50.270412,278.37802,1090.3262927532196,100,1.6715375,100.0,0.16145052,185432,8.354187e-06,89.75586,5.17536,8000,,439.84998,80,1.2074842,-106.58512334898924,[ 0.756 -0.319 -0.344 -0.939 -0.505],11.896995,0.30028033,-9.212677,313.31125,0.060911376,23.06,0.9043809,14.316384
0.7697816,50685.566,53.12977,268.39368,1101.8943300247192,100,1.3791596,100.0,0.16922034,187797,5.8364867e-06,89.9522,3.0294728,8100,,399.55978,81,1.1214657,-106.99768474827846,[ 0.767 -0.299 -0.351 -0.932 -0.514],11.779888,0.26379338,-9.476555,286.0846,0.056599416,23.65,0.906333,5.6041727
