EpisodesSoFar,InitialReturnMean,EmpiricalD2,MaxIW,J_sample_variance,ReturnStepMax,MeanEntropy,Weights,InitialReturnMax,MeanIW,EpLenMean,EpThisIter,MaxD2w0t,Iteration,ReturnMeanIW,EpRewMean,MinIW,InitialReturnMin,MeanD2w0t,Bound,TimeElapsed,StdIW,InitialBound,ReturnStepMaxmin,InitialReturnStd,TimestepsSoFar,StdD2w0t,MinD2w0t
24200,3.2424927e-07,1.0129436,1.2453108,197.79369,100.0,1.121616,[-0.648 -0.639 -0.261 -0.351 -0.295],29.03724,0.99488294,376.48,100,1.0188574,242,-5.591558,-75.45303213336207,0.67781794,-46.090065,0.7588238,-105.52468,10836.616680383682,0.084706366,-105.65316,98.59917,14.081834,7664913,0.4346688,
24300,2.307892e-06,1.005627,1.2763898,181.57613,100.0,1.1222044,[-0.648 -0.64  -0.261 -0.352 -0.297],24.408749,1.004634,361.43,100,1.0084285,243,-3.0670977,-80.35987711758904,0.8061058,-38.844692,0.72523826,-102.95059,10882.866795778275,0.06554241,-103.01196,98.55533,13.192513,7701056,0.44906864,
24400,1.2016296e-06,1.0142297,1.3945457,159.326,100.0,1.1197449,[-0.648 -0.639 -0.261 -0.352 -0.297],24.006216,1.0050665,377.24,100,1.0209615,244,-4.443493,-87.81314829633621,0.6393658,-43.67804,0.7604284,-104.37665,10930.70638871193,0.1008082,-104.53067,98.53444,12.925755,7738780,0.4338106,
24500,8.010864e-07,1.0042686,1.1766526,168.91968,100.0,1.118307,[-0.647 -0.642 -0.261 -0.354 -0.299],31.92749,0.99874455,375.09,100,1.0061762,245,-3.349068,-82.86260185732856,0.83602095,-39.165585,0.7520678,-103.22024,10978.86918258667,0.050028868,-103.267136,98.55817,12.998738,7776289,0.43400007,
24600,-2.4795531e-06,1.0016001,1.1846405,170.95409,100.0,1.1190267,[-0.647 -0.642 -0.262 -0.353 -0.301],22.348755,1.0033723,357.76,100,1.0024632,246,-2.0650017,-85.83533606235272,0.90996796,-36.493538,0.71619767,-101.92064,11024.206134319305,0.032069504,-101.9391,98.52016,12.999076,7812065,0.45159456,
24700,-3.6239624e-07,1.0023892,1.1983619,174.29218,100.0,1.118545,[-0.646 -0.642 -0.261 -0.353 -0.3  ],24.302153,1.0031253,376.76,100,1.0034714,247,-5.427408,-76.05290089816462,0.86476976,-30.615788,0.7545811,-105.28523,11071.865879774094,0.036360875,-105.3062,98.59628,13.12085,7849741,0.43156758,
24800,3.1089783e-06,1.0190831,1.8433825,184.48183,100.0,1.1200819,[-0.647 -0.642 -0.261 -0.354 -0.3  ],32.407444,0.99404836,379.13,100,1.0290532,248,-3.9330025,-80.37895814544126,0.6734692,-39.875084,0.7667313,-103.90671,11119.4868850708,0.118883505,-104.06002,98.57599,13.550117,7887654,0.43297055,
24900,1.0871887e-06,1.0046979,1.2167016,157.29198,100.0,1.1201087,[-0.643 -0.641 -0.259 -0.355 -0.299],31.13428,1.0011373,390.06,100,1.0063999,249,-3.0483587,-73.5371130786803,0.76668036,-54.165848,0.78218716,-102.91919,11169.505397319794,0.05513122,-102.95223,98.62294,12.249596,7926660,0.41526577,
25000,-2.670288e-07,1.0057442,1.214792,164.08844,100.0,1.1181707,[-0.642 -0.641 -0.259 -0.355 -0.299],33.89821,0.99465424,362.11,100,1.008751,250,-3.1985707,-78.21428065750504,0.78480345,-39.465984,0.7267496,-103.093414,11215.191374063492,0.057457104,-103.18252,98.56801,13.019532,7962871,0.44846967,
25100,7.4386594e-07,1.0049764,1.2719504,155.87926,100.0,1.1185379,[-0.641 -0.642 -0.258 -0.356 -0.301],34.539715,1.0051044,397.27,100,1.0072331,251,-5.0453787,-72.1202892427875,0.8398749,-33.43273,0.79674596,-104.91627,11266.331373214722,0.05722274,-104.9666,98.63692,12.197817,8002598,0.40516537,
25200,1.9454956e-06,1.0040685,1.2213942,175.96199,100.0,1.1183003,[-0.641 -0.641 -0.258 -0.356 -0.3  ],23.283312,0.99917275,386.93,100,1.0059421,252,-5.5370336,-69.71419554828431,0.8592007,-43.80844,0.775662,-105.40691,11315.33866238594,0.044382576,-105.44521,98.63965,13.3916645,8041291,0.41930556,
25300,-2.3651123e-06,1.0126418,1.428258,224.7814,100.0,1.1177837,[-0.641 -0.64  -0.258 -0.355 -0.301],37.03932,1.0015316,374.2,100,1.0204215,253,-3.9408476,-83.20469458555533,0.6693655,-42.45274,0.7538525,-103.879776,11362.910857439041,0.08979994,-104.03559,98.5553,15.001535,8078711,0.43710995,
25400,-1.14440915e-07,1.0063823,1.2645179,201.90314,100.0,1.1162126,[-0.64  -0.643 -0.258 -0.357 -0.301],33.764175,0.9994078,365.67,100,1.0095679,254,-3.326123,-80.00850265159846,0.72775036,-37.714005,0.73394483,-103.20692,11409.944365501404,0.062407263,-103.284706,98.56239,14.328709,8115278,0.44484985,
25500,1.1825562e-06,1.0115597,1.3987999,199.72789,100.0,1.1124214,[-0.64  -0.646 -0.258 -0.358 -0.303],24.206385,0.9984202,377.0,100,1.0155928,255,-5.1713653,-79.95891339226672,0.73469967,-50.106133,0.75913376,-105.092636,11458.282380342484,0.080610305,-105.224075,98.57582,14.4170685,8152978,0.43362963,
25600,1.2969971e-06,1.0234156,1.4796916,181.28949,100.0,1.113288,[-0.641 -0.646 -0.259 -0.359 -0.306],28.218845,0.99481547,389.83,100,1.0337287,256,-2.812435,-78.68957199778964,0.63865566,-46.805992,0.78915924,-102.77005,11508.18851518631,0.10836903,-102.939064,98.59628,13.495073,8191961,0.41959593,
25700,-4.7683717e-08,1.016976,1.658492,160.82085,100.0,1.1092398,[-0.643 -0.641 -0.258 -0.356 -0.306],27.785719,1.0197875,349.63,100,1.0254629,257,-1.0719792,-85.57214670882183,0.74659574,-43.758858,0.7059961,-101.01896,11553.045620441437,0.1047801,-101.17872,98.5105,12.764785,8226924,0.46302894,
25800,1.3160706e-06,1.0073937,1.229069,203.71426,100.0,1.109238,[-0.64  -0.642 -0.258 -0.357 -0.31 ],25.26545,1.0088989,376.87,100,1.011918,258,-4.720546,-76.38050027478205,0.80903995,-40.31653,0.7569398,-104.607056,11601.275421142578,0.06357959,-104.65437,98.594666,14.18663,8264611,0.4326682,
25900,1.411438e-06,1.0010848,1.1125512,125.28879,100.0,1.1089156,[-0.64  -0.642 -0.257 -0.357 -0.31 ],22.267662,1.0018766,405.35,100,1.0014982,259,-4.872074,-73.13498895007864,0.9134096,-43.922375,0.81118023,-104.72266,11651.926676034927,0.026378857,-104.72987,98.639145,11.163729,8305146,0.39198118,
26000,3.8146972e-08,1.0159233,1.4828575,191.95137,100.0,1.1058191,[-0.64  -0.641 -0.257 -0.356 -0.31 ],26.698883,1.0037442,396.3,100,1.02151,260,-4.900457,-76.5228187471394,0.6809391,-42.81377,0.7996028,-104.83437,11700.97836136818,0.09778755,-104.95672,98.613815,13.747623,8344776,0.4090574,
26100,2.2888185e-06,1.0064883,1.2028033,160.93495,100.0,1.1040056,[-0.64  -0.639 -0.257 -0.356 -0.313],25.980007,1.0030473,374.47,100,1.0089034,261,-4.2516785,-81.00427418713251,0.8122216,-36.825207,0.75170237,-104.13463,11748.479449510574,0.055184692,-104.18862,98.56737,12.590855,8382223,0.43522957,
26200,1.7929077e-06,1.0075073,1.2212186,232.0579,100.0,1.1015284,[-0.64  -0.639 -0.257 -0.357 -0.315],25.991697,1.0007523,370.11,100,1.0105658,262,-4.4663944,-79.87724511136562,0.7548033,-46.412567,0.74351764,-104.36392,11795.428986549377,0.062392093,-104.447914,98.56836,15.029559,8419234,0.44047382,
26300,1.2016296e-06,1.002708,1.1580377,204.07864,100.0,1.1029929,[-0.64  -0.638 -0.257 -0.357 -0.317],25.035526,1.0065304,371.89,100,1.0039545,263,-5.442047,-76.688911609883,0.85028577,-40.037346,0.7449418,-105.301414,11842.569346189499,0.04126306,-105.33548,98.58757,14.1622095,8456423,0.43722638,
26400,1.3542175e-06,1.0135014,1.4925585,153.40643,100.0,1.102058,[-0.64  -0.638 -0.257 -0.357 -0.316],21.146544,0.99450076,400.38,100,1.0179021,264,-3.9090114,-76.57676164751561,0.68963766,-39.41529,0.80648845,-103.824615,11892.808024644852,0.08442647,-103.91134,98.61748,12.319254,8496461,0.40231198,
26500,1.7547608e-06,1.0062174,1.3125374,140.65453,100.0,1.1020781,[-0.64  -0.637 -0.258 -0.357 -0.317],20.023502,1.0029255,382.31,100,1.0089738,265,-4.075028,-78.6330809899289,0.80367696,-40.16843,0.7673625,-103.953636,11940.849298715591,0.06091972,-103.98926,98.58864,11.947322,8534692,0.42576617,
26600,-1.14440915e-07,1.0056212,1.2755349,215.17229,100.0,1.1020784,[-0.64  -0.637 -0.258 -0.356 -0.317],27.387417,1.0098598,369.37,100,1.0086191,266,-3.223632,-77.67130605097718,0.7626735,-49.270226,0.7412064,-103.099495,11987.116703748703,0.057098925,-103.13146,98.57944,14.432784,8571629,0.44079387,
26700,8.010864e-07,1.0205526,1.5673325,196.90295,100.0,1.1015329,[-0.64  -0.637 -0.258 -0.357 -0.317],29.517849,0.9915674,383.17,100,1.0293653,267,-1.8204266,-78.64820728395581,0.6393051,-40.814186,0.7751214,-101.7945,12034.976647377014,0.10324423,-101.9725,98.58949,13.995111,8609946,0.4280584,
26800,-1.2111664e-06,1.0034932,1.1946574,176.03137,100.0,1.1025679,[-0.639 -0.639 -0.258 -0.359 -0.317],22.894138,1.0029634,372.06,100,1.0054076,268,-1.2923672,-82.54274495063524,0.87673086,-46.22804,0.74565125,-101.16222,12082.972705364227,0.048221167,-101.20911,98.55629,13.030458,8647152,0.43725318,
26900,-1.9836425e-06,1.0014958,1.1417122,242.4078,100.0,1.1020865,[-0.639 -0.638 -0.258 -0.359 -0.316],25.31053,1.0052953,372.09,100,1.0022925,269,-5.1623373,-82.44863791692191,0.8944611,-40.206398,0.7448514,-105.01592,12130.477385282516,0.032939095,-105.032906,98.55684,15.522726,8684361,0.43671784,
27000,-1.411438e-06,1.0043927,1.1964533,146.31389,100.0,1.1021615,[-0.639 -0.638 -0.258 -0.358 -0.317],18.601383,1.0045815,403.99,100,1.0059172,270,-5.87506,-71.19593910267022,0.8645991,-38.821438,0.8099758,-105.74257,12181.264740943909,0.04655876,-105.7659,98.64754,11.955855,8724760,0.39486673,
27100,9.918213e-07,1.0044295,1.2656437,209.89021,100.0,1.1004764,[-0.639 -0.638 -0.258 -0.359 -0.317],24.896883,0.99674064,378.46,100,1.006056,271,-6.380259,-75.55013206233798,0.8371895,-46.74888,0.75884557,-106.25057,12228.538391828537,0.048603512,-106.296486,98.60075,14.603212,8762606,0.43003738,
27200,4.196167e-07,1.002618,1.1527514,197.04167,100.0,1.1010655,[-0.639 -0.638 -0.258 -0.358 -0.318],35.86754,0.99809986,352.01,100,1.0040478,272,-2.9719276,-81.91016955584806,0.8623731,-40.51855,0.7050777,-102.83179,12273.38803935051,0.036270976,-102.85598,98.53461,13.905944,8797807,0.45717278,
27300,5.722046e-07,1.0062785,1.2661755,207.3934,100.0,1.1031723,[-0.639 -0.637 -0.258 -0.358 -0.318],26.291542,1.0047872,372.58,100,1.0097682,273,-4.368939,-79.02477523382136,0.84138286,-42.140884,0.7480209,-104.28177,12320.123015880585,0.06167538,-104.34434,98.5758,14.235428,8835065,0.43744674,
27400,5.1498415e-07,1.0066091,1.2520658,161.23395,100.0,1.1041487,[-0.635 -0.637 -0.256 -0.359 -0.316],28.971828,1.0021614,388.56,100,1.0095445,274,-4.657486,-74.42157574149222,0.7864752,-42.09266,0.77987736,-104.53544,12369.692514181137,0.06564187,-104.593895,98.61694,12.405785,8873921,0.4176609,
27500,-6.4849854e-07,1.0024971,1.1456921,170.46283,100.0,1.1040033,[-0.633 -0.636 -0.256 -0.359 -0.315],24.804049,1.0028027,373.98,100,1.0036288,275,-3.0290575,-78.70491765608453,0.8776817,-39.485905,0.74903977,-102.88822,12417.26285457611,0.03817101,-102.90988,98.5791,13.023939,8911319,0.4348079,
27600,-1.1444092e-06,1.0132707,1.4487875,273.4518,100.0,1.1030347,[-0.633 -0.635 -0.256 -0.358 -0.315],34.01776,0.9993251,354.56,100,1.0221121,276,-3.538532,-77.64908636529057,0.71009505,-47.785164,0.71435416,-103.446625,12462.486521720886,0.075862534,-103.524506,98.562,16.58717,8946775,0.45754263,
27700,2.822876e-06,1.0079074,1.3828521,217.9092,100.0,1.1029167,[-0.635 -0.635 -0.255 -0.358 -0.316],27.721884,1.0012286,352.15,100,1.0132976,277,-1.0494053,-83.59963935152642,0.77957535,-40.83548,0.70711166,-100.93179,12507.138167619705,0.07249332,-101.02678,98.52521,14.617978,8981990,0.45818353,
27800,1.6021728e-06,1.0084276,1.4097615,153.05618,100.0,1.1007017,[-0.637 -0.632 -0.255 -0.357 -0.316],29.98968,1.0008875,378.13,100,1.0129938,278,-3.1261687,-83.53428454518148,0.76383454,-40.858902,0.7599434,-103.0281,12555.91937994957,0.07303345,-103.134445,98.55817,12.638153,9019803,0.4314371,
27900,-5.7220458e-08,1.006548,1.2420917,211.60632,100.0,1.0997258,[-0.637 -0.634 -0.255 -0.359 -0.318],27.313778,1.0064521,377.79,100,1.008977,279,-3.7217293,-78.0176857904829,0.7815796,-38.9401,0.75833124,-103.60339,12604.182193517685,0.059715316,-103.64901,98.586975,14.154458,9057582,0.43131512,
28000,4.196167e-07,1.0029376,1.1773123,206.41609,100.0,1.0985969,[-0.637 -0.634 -0.256 -0.359 -0.319],28.48099,0.99537534,347.02,100,1.0047315,280,-1.6817458,-82.03025783792516,0.8543324,-40.356003,0.69517314,-101.544525,12648.24717760086,0.041396316,-101.58618,98.52724,14.4220295,9092284,0.46156892,
28100,-1.2969971e-06,1.0375004,1.725622,184.752,100.0,1.0965406,[-0.636 -0.635 -0.256 -0.36  -0.32 ],24.96479,0.9919442,378.63,100,1.0590694,281,-5.5450697,-78.61009445882351,0.580895,-38.960075,0.7719607,-105.53808,12696.777964830399,0.14238325,-105.794815,98.58476,14.060171,9130147,0.43724215,
28200,-1.9454956e-06,1.0022552,1.1695635,180.2638,100.0,1.0958474,[-0.632 -0.639 -0.256 -0.362 -0.322],29.870674,1.002391,366.07,100,1.0035025,282,-2.6146958,-82.03798584726485,0.856981,-36.36074,0.7331326,-102.473915,12743.735359430313,0.039724804,-102.49286,98.55179,13.462394,9166754,0.4434443,
28300,8.201599e-07,1.0266254,1.4034513,248.40108,100.0,1.0937152,[-0.632 -0.639 -0.256 -0.362 -0.323],21.566277,0.9913432,362.77,100,1.0426745,283,-5.134335,-76.27475476871982,0.63477945,-40.18689,0.73606396,-105.12783,12789.136266231537,0.115673214,-105.32539,98.57948,16.116789,9203031,0.452792,
28400,1.6212464e-06,1.0161101,1.5017111,231.92055,100.0,1.0919363,[-0.63  -0.643 -0.257 -0.364 -0.325],34.252125,1.0097122,370.01,100,1.0259528,284,-1.7924556,-79.87960517722723,0.66357577,-47.725815,0.74682844,-101.73109,12836.834109067917,0.10026525,-101.87407,98.56824,14.546648,9240032,0.44268936,
28500,-1.2588501e-06,1.0215571,1.6185352,197.5219,100.0,1.0951052,[-0.631 -0.64  -0.257 -0.364 -0.327],22.65978,1.0236776,368.56,100,1.0320946,285,-3.8789973,-73.01101366515152,0.6751131,-46.455112,0.74623966,-103.84235,12884.686264514923,0.11345013,-103.9946,98.603806,13.719315,9276888,0.44570848,
28600,9.3460085e-07,1.0012113,1.1076021,144.56902,100.0,1.0938958,[-0.632 -0.639 -0.256 -0.364 -0.324],27.476809,0.9997622,375.53,100,1.0017031,286,-3.0575402,-81.9824547547171,0.923667,-36.91713,0.7515885,-102.90997,12933.069999933243,0.026025545,-102.92202,98.56337,12.001082,9314441,0.432705,
28700,-1.2207031e-06,1.0161153,1.3954475,180.62863,100.0,1.0937793,[-0.631 -0.639 -0.256 -0.364 -0.325],21.471111,1.0000305,378.98,100,1.0223187,287,-3.363411,-74.70999682730647,0.69317055,-48.872925,0.7647365,-103.30577,12981.31083035469,0.0866655,-103.41689,98.60573,13.222215,9352339,0.43218017,
28800,-6.8664554e-07,1.0229479,1.8542082,182.40485,100.0,1.0918056,[-0.632 -0.64  -0.257 -0.366 -0.325],28.6126,1.0297993,345.57,100,1.0400615,288,-1.1481827,-81.78413610483848,0.6107422,-38.208862,0.7010299,-101.19083,13025.3347697258,0.12880382,-101.43533,98.52667,13.37005,9386896,0.46869794,
28900,1.9454956e-06,1.0059491,1.2544949,176.16142,100.0,1.0901853,[-0.631 -0.644 -0.256 -0.368 -0.327],26.955576,0.9988069,380.14,100,1.0082349,289,-3.6603048,-72.82079708240032,0.82450706,-42.40625,0.76274705,-103.53773,13074.711180210114,0.05625272,-103.605225,98.61687,13.325271,9424910,0.42830285,
29000,1.9836425e-06,1.0132571,1.4416353,253.78972,100.0,1.0888952,[-0.631 -0.643 -0.255 -0.367 -0.329],35.915703,0.99656814,345.28,100,1.0209149,290,-2.3959103,-84.83202932108327,0.7206737,-41.41864,0.6954551,-102.302124,13118.697104215622,0.078794405,-102.40792,98.50862,15.845967,9459438,0.46555635,
29100,-4.5776366e-07,1.0031811,1.1507398,148.49673,100.0,1.0878911,[-0.628 -0.642 -0.255 -0.368 -0.33 ],27.285881,1.0035704,391.34,100,1.0048045,291,-3.1883843,-78.61186688315091,0.84872264,-35.13433,0.78409916,-103.05133,13168.52186179161,0.042097505,-103.08725,98.598236,12.024245,9498572,0.41317168,
29200,-1.9073486e-06,1.0079657,1.2753704,212.0219,100.0,1.0878831,[-0.627 -0.642 -0.255 -0.368 -0.331],26.65231,1.0118233,377.67,100,1.0117266,292,-3.9403856,-73.12570318529859,0.7729113,-35.426643,0.75885373,-103.829025,13216.690460205078,0.074161194,-103.8704,98.61275,14.24433,9536339,0.43189377,
29300,-3.6239624e-07,1.0171218,1.4024057,175.65501,100.0,1.0850803,[-0.628 -0.641 -0.254 -0.369 -0.331],20.212387,0.98739123,363.12,100,1.0259608,293,-3.0585759,-77.67877320009619,0.6475198,-51.29206,0.7335631,-103.01693,13262.36166381836,0.10125273,-103.19704,98.57216,14.015119,9572651,0.45041433,
29400,-1.4495849e-06,1.0084096,1.3028569,202.25005,100.0,1.0821773,[-0.628 -0.645 -0.255 -0.37  -0.334],29.103611,0.99758047,376.01,100,1.0115385,294,-4.205988,-81.38884710160062,0.8029958,-43.425568,0.75572354,-104.10629,13309.955320119858,0.07141662,-104.20181,98.56709,14.455238,9610252,0.43397546,
29500,-9.155273e-07,1.0075696,1.2942152,200.71936,100.0,1.0813968,[-0.628 -0.646 -0.254 -0.37  -0.337],25.388723,0.99731904,370.96,100,1.0124605,295,-5.2479405,-72.60362167625725,0.7924516,-39.635666,0.744923,-105.12474,13357.637568473816,0.06265804,-105.18902,98.60857,14.302666,9647348,0.4393601,
29600,-3.0517579e-06,1.004881,1.2056298,282.58456,100.0,1.0810843,[-0.629 -0.645 -0.254 -0.37  -0.338],33.481384,1.0006815,365.18,100,1.0072763,296,-3.1425705,-77.88931044297082,0.8277006,-54.92189,0.73236686,-103.01852,13404.715567588806,0.053085618,-103.07299,98.573425,16.655476,9683866,0.44499737,
29700,2.479553e-07,1.0267231,1.6579195,182.67114,100.0,1.0795892,[-0.629 -0.647 -0.254 -0.371 -0.338],25.594772,0.99926984,384.64,100,1.0391204,297,-4.2844896,-71.7495174890832,0.55462724,-42.26107,0.7798972,-104.240204,13453.768531799316,0.12115132,-104.35591,98.62692,13.893395,9722330,0.4271976,
29800,-1.7166138e-07,1.00324,1.1716036,138.74088,100.0,1.0796181,[-0.627 -0.651 -0.255 -0.373 -0.339],22.45975,0.99941033,377.84,100,1.0052726,298,-3.0254962,-76.81028072098584,0.79918844,-41.557014,0.7570582,-102.88784,13502.126571893692,0.04514101,-102.90557,98.59343,11.78004,9760114,0.43046653,
29900,-1.039505e-06,1.0066552,1.3446242,193.94556,100.0,1.0795921,[-0.627 -0.651 -0.254 -0.373 -0.339],28.747976,1.0010873,371.9,100,1.0114864,299,-4.2475247,-76.91361057942211,0.8293449,-46.583393,0.74644595,-104.12114,13548.319577932358,0.062223855,-104.18387,98.58638,13.951666,9797304,0.43809348,
30000,1.1634827e-06,1.0,1.0000224,128.97975,100.0,1.0795921,[-0.624 -0.651 -0.254 -0.374 -0.339],26.075548,0.99999976,384.89,100,1.0,300,-4.6285563,-72.72396443503412,0.9999763,-43.410873,0.76978,-104.47198,13598.154285430908,6.4917494e-06,-104.471985,98.6221,11.299989,9835793,0.4209634,
30100,1.2588501e-06,1.0199772,1.3884685,129.26656,100.0,1.0807121,[-0.624 -0.651 -0.254 -0.374 -0.339],20.950493,1.0055637,402.5,100,1.0272913,301,-3.3604138,-73.35335993464264,0.5796703,-28.763378,0.81384015,-103.30994,13647.620709896088,0.098063394,-103.433365,98.63551,10.998951,9876043,0.4006063,
30200,-6.67572e-07,1.0035985,1.1799052,162.03818,100.0,1.0794781,[-0.624 -0.649 -0.254 -0.374 -0.338],28.454157,0.9985889,382.64,100,1.0056123,302,-5.310331,-72.28311353583992,0.859039,-42.16756,0.7669083,-105.18735,13696.455971717834,0.04634009,-105.28353,98.62219,12.732099,9914307,0.4247242,
30300,1.2779236e-06,1.0036033,1.1745683,131.26277,100.0,1.079215,[-0.621 -0.649 -0.252 -0.374 -0.339],22.468008,1.0060728,384.99,100,1.0054197,303,-2.6824722,-75.18822367835557,0.859984,-33.465485,0.7715894,-102.55099,13746.379047870636,0.041627727,-102.59089,98.609406,11.463593,9952806,0.4217242,
30400,6.1035155e-07,1.0310191,1.513836,218.26306,100.0,1.07666,[-0.621 -0.65  -0.252 -0.375 -0.34 ],28.044695,1.0037766,358.5,100,1.0495738,304,-2.5239317,-82.65918282864445,0.5922277,-43.803013,0.7286184,-102.51,13792.002815246582,0.1307146,-102.73034,98.538864,15.123422,9988656,0.45786697,
30500,-1.1634827e-06,1.0145891,1.4271168,173.61578,100.0,1.0765202,[-0.623 -0.648 -0.251 -0.374 -0.342],29.554758,1.0158314,360.02,100,1.0232095,305,-2.2361834,-79.04327294083173,0.779354,-34.916843,0.72607595,-102.1573,13838.474445819855,0.092317134,-102.24332,98.5609,12.9347515,10024658,0.45277184,
30600,7.4386594e-07,1.011592,1.3106083,181.35837,100.0,1.0761627,[-0.624 -0.647 -0.25  -0.374 -0.342],25.883814,0.9999675,371.9,100,1.0190085,306,-4.772015,-79.82407647982077,0.7798388,-38.0589,0.7484425,-104.67524,13885.496811389923,0.07418365,-104.774284,98.570724,13.526574,10061848,0.43927813,
30700,1.6021728e-06,1.017117,1.5412403,187.30652,100.0,1.0717775,[-0.624 -0.649 -0.251 -0.375 -0.343],25.952734,0.9973195,359.32,100,1.0242236,307,-1.9061192,-81.65666155723984,0.6100569,-39.921738,0.72595054,-101.88103,13931.396190166473,0.1022111,-102.08205,98.54549,13.643357,10097780,0.45426476,
30800,1.2207031e-06,1.0083266,1.3695229,162.16084,100.0,1.0708307,[-0.622 -0.65  -0.251 -0.376 -0.347],25.073227,0.9983434,363.62,100,1.0126462,308,-0.98672664,-85.03847776686875,0.77841306,-36.557438,0.73052967,-100.88235,13978.438168764114,0.06732468,-100.99387,98.53227,12.794355,10134142,0.44740376,
30900,1.8310546e-06,1.016644,1.420579,202.40262,100.0,1.0732334,[-0.621 -0.653 -0.251 -0.378 -0.348],34.73692,1.0011728,373.77,100,1.0241299,309,-4.946108,-73.32490425736799,0.68210876,-50.10401,0.75468993,-104.88686,14026.851493358612,0.09895153,-105.0163,98.60765,14.428763,10171519,0.43861714,
31000,-9.155273e-07,1.0144441,1.3562077,175.5606,100.0,1.0699456,[-0.622 -0.654 -0.251 -0.377 -0.346],26.16211,1.0107994,361.17,100,1.0210832,310,-2.9142182,-81.67717614252808,0.7168272,-51.54859,0.72826225,-102.83777,14072.874512910843,0.0853203,-102.96717,98.547714,13.509016,10207636,0.4515483,
31100,1.001358e-06,1.0116082,1.4456494,165.98647,100.0,1.0694575,[-0.621 -0.656 -0.251 -0.378 -0.349],27.297483,1.0045211,371.95,100,1.018135,311,-2.90891,-79.40583054858485,0.7046011,-44.52755,0.748862,-102.82576,14121.07792711258,0.08365509,-102.994125,98.57303,13.182984,10244831,0.439405,
31200,-8.6784365e-07,1.0168053,1.3056184,224.72757,100.0,1.0687283,[-0.623 -0.66  -0.252 -0.379 -0.349],33.53858,1.0069326,354.73,100,1.0299895,312,-2.1663566,-79.83794992392774,0.66830164,-47.37686,0.7156901,-102.09363,14166.91092824936,0.08655795,-102.23478,98.549866,14.893008,10280304,0.45803142,
31300,1.4495849e-06,1.0165601,1.3064462,202.81252,100.0,1.0641075,[-0.629 -0.659 -0.254 -0.379 -0.35 ],30.178589,0.990218,371.82,100,1.0225713,313,-7.083266,-71.30866429944817,0.5987161,-42.537453,0.75097734,-107.03574,14215.301799535751,0.09319044,-107.20565,98.61644,14.392231,10317486,0.4409653,
31400,-3.2424927e-07,1.0181434,1.5131369,158.78592,100.0,1.0635982,[-0.628 -0.658 -0.253 -0.379 -0.355],27.132435,0.99755,377.66,100,1.0262313,314,-2.5812624,-78.20746043960972,0.6061695,-41.372425,0.7628653,-102.52377,14263.825491428375,0.1072807,-102.67325,98.58583,12.498253,10355252,0.43423188,
31500,-9.155273e-07,1.0122935,1.3393508,204.21927,100.0,1.0639559,[-0.625 -0.656 -0.253 -0.378 -0.355],32.849533,1.0115734,329.46,100,1.0204211,315,-0.89253736,-84.47306536639233,0.7528691,-41.32004,0.663759,-100.84702,14306.803617715836,0.09191311,-100.98307,98.4872,14.441831,10388198,0.47756547,
31600,5.722046e-07,1.0004269,1.0708481,196.88303,100.0,1.0641152,[-0.621 -0.66  -0.252 -0.38  -0.355],22.602262,0.9997692,389.0,100,1.000635,316,-5.3317943,-82.92662540184509,0.94542897,-46.120773,0.77816546,-105.176926,14356.641912698746,0.014801714,-105.18503,98.57364,13.991373,10427098,0.41567943,
31700,7.9154967e-07,1.0032402,1.179658,178.9127,100.0,1.0643047,[-0.622 -0.66  -0.252 -0.38  -0.355],41.21736,1.0016372,381.6,100,1.0046964,317,-3.6505718,-77.17761125873895,0.85798323,-40.84832,0.7645622,-103.5131,14405.110544204712,0.041569363,-103.532265,98.595505,13.412174,10465258,0.425877,
31800,4.5776366e-07,1.0325786,1.63187,247.86955,100.0,1.0618612,[-0.622 -0.66  -0.252 -0.38  -0.355],31.0131,0.97926885,363.51,100,1.0527489,318,-2.6644635,-84.49931220203182,0.53292745,-47.90911,0.7402487,-102.66349,14450.688543319702,0.13180402,-102.903046,98.535095,16.03669,10501609,0.45373636,
31900,1.14440915e-07,1.0025002,1.1350508,157.96234,100.0,1.0605769,[-0.625 -0.659 -0.251 -0.38  -0.357],21.532915,0.99663556,371.13,100,1.0037495,319,-2.359023,-81.46791092969119,0.86745906,-36.94218,0.7433509,-102.21958,14498.5901658535,0.035695985,-102.250595,98.560974,12.554826,10538722,0.438035,
32000,-1.3542175e-06,1.0054586,1.1652176,170.00937,100.0,1.060669,[-0.624 -0.658 -0.25  -0.38  -0.358],27.773752,1.0028408,395.85,100,1.0078187,320,-6.5544324,-65.65802256344563,0.79222995,-31.489502,0.7940544,-106.428955,14548.286590576172,0.052633133,-106.46117,98.668274,12.823457,10578307,0.407301,
32100,1.1062622e-06,1.0072966,1.4566476,197.99258,100.0,1.0581144,[-0.624 -0.658 -0.251 -0.38  -0.358],31.51598,1.0131294,380.87,100,1.009913,321,-5.246377,-81.18179422755618,0.7439443,-41.66958,0.7649844,-105.137314,14596.202633857727,0.07011218,-105.191536,98.5737,14.10324,10616394,0.4278415,
