MaxD2w0t,InitialReturnMean,ReturnMeanIW,EpisodesSoFar,MaxIW,ReturnStepMaxmin,Bound,EntropyCoefficient,MeanIW,EpLenMean,Iteration,InitialReturnStd,InitialReturnMax,InitialBound,MinD2w0t,StdD2w0t,StdIW,EpThisIter,MeanEntropy,MinIW,Weights,J_sample_variance,MeanD2w0t,EpRewMean,EmpiricalD2,InitialReturnMin,ReturnStepMax,TimeElapsed,TimestepsSoFar
6.740958,9.536743e-07,61.93447,8100,9.914683,96.91576,264.138,100.0,1.1512114,98.06,81,18.794497,42.86016,256.92996,,0.6600694,1.0919175,100,2.3944771,0.12575574,[-1.128 -0.228 -0.048 -0.762  0.926],2950.114,0.29915196,-102.19063208109293,1.8782494,-41.633904,100.0,931.2615256309509,352758
3.0731606,1.14440915e-07,62.656826,8200,6.861505,96.82283,270.06192,100.0,1.0948517,94.79,82,20.79188,40.849495,264.07166,,0.5600998,0.7446951,100,2.4255183,0.20429385,[-1.124 -0.228 -0.059 -0.749  0.975],1710.4923,0.25876364,-103.18690731414692,1.5477372,-38.14162,100.0,949.965491771698,362237
5.7734747,2.0217894e-06,50.405018,8300,6.495221,97.12549,261.70813,100.0,1.0747952,109.2,83,18.962994,36.550858,257.193,,0.6034831,0.7800933,100,2.4609213,0.17429018,[-1.131 -0.194 -0.053 -0.713  1.006],927.5097,0.29861847,-102.3481781212722,1.6160982,-43.83701,100.0,972.6979341506958,373157
19.212051,-5.455017e-06,56.632263,8400,18.181824,97.084305,264.79922,100.0,1.1367425,107.32,84,22.429111,48.281574,259.51028,,1.0157808,1.2670225,100,2.4528766,0.07274192,[-1.187 -0.18  -0.057 -0.682  1.042],3900.7356,0.39371622,-102.79605882015505,2.3121865,-41.839764,100.0,995.1466541290283,383889
4.935801,,45.16728,8500,11.046087,97.29222,258.02875,100.0,1.1017457,121.19,85,21.12324,37.498043,252.37256,,0.6986322,1.1506866,100,2.4823604,0.14148381,[-1.163 -0.231 -0.067 -0.641  1.034],1505.7651,0.36409938,-103.48244876082995,1.9232308,-46.364216,100.0,1020.9689373970032,396008
1.5902486,-1.335144e-06,31.401834,8600,2.8581426,97.57765,248.49556,100.0,1.0256671,148.01,86,20.445908,41.39622,246.79611,,0.5110134,0.3381811,100,2.4940772,0.37701523,[-1.209 -0.233 -0.075 -0.597  1.063],438.8808,0.32961679,-105.26132851114242,1.2114613,-51.76598,100.0,1051.8723108768463,410809
18.306286,-2.479553e-07,22.463606,8700,28.68287,97.92767,239.11685,100.0,1.1702127,186.83,87,19.673027,37.13326,235.1889,,1.1090909,1.4253742,100,2.5097058,0.012260367,[-1.214 -0.25  -0.067 -0.582  1.075],799.6458,0.6531546,-100.17195184886987,2.5126753,-51.38946,100.0,1087.122521162033,429492
9.091408,-5.1498415e-07,21.477047,8800,24.971777,97.978775,238.44626,100.0,1.2237645,197.28,88,19.65356,38.680126,234.76974,,1.2438734,1.6906011,100,2.5192802,0.041506045,[-1.231 -0.296 -0.105 -0.565  1.091],839.8795,0.7780428,-100.73322316793046,2.9838238,-54.415672,100.0,1126.2288944721222,449220
16.878635,1.6212464e-06,14.495012,8900,62.206875,98.10022,234.4795,100.0,1.136661,216.56,89,20.551897,43.368332,229.78989,,1.3168259,2.585344,100,2.5349543,0.06509793,[-1.264 -0.345 -0.087 -0.542  1.1  ],780.8868,0.78305423,-97.4275500656672,2.5158691,-51.71596,100.0,1167.5981826782227,470876
5.0825143,-1.0681152e-06,7.4161496,9000,23.973368,98.28171,229.50658,100.0,1.0926557,259.88,90,20.314606,32.55315,226.54779,,0.93349415,1.2832391,100,2.5546885,0.13769153,[-1.346 -0.337 -0.07  -0.515  1.116],395.44073,0.8477558,-93.3356395304202,2.2577698,-56.726303,100.0,1218.547810792923,496864
9.407188,-6.1035155e-07,3.3299289,9100,25.322365,98.413956,226.77922,100.0,1.0123789,292.23,91,18.255259,42.255745,223.59657,,1.3544433,1.2107918,100,2.5723243,0.026205866,[-1.403 -0.366 -0.074 -0.493  1.136],532.27527,1.2024958,-85.63030609936013,3.2173495,-58.99987,100.0,1276.0072183609009,526087
3.1741827,-1.14440915e-07,-1.1976384,9200,8.99891,98.49286,224.68082,100.0,1.0076627,324.18,92,19.617716,41.498917,222.16321,,0.79952466,0.7789967,100,2.5858793,0.069838084,[-1.507 -0.405 -0.076 -0.494  1.154],324.2868,0.9709584,-82.20303051869378,1.9763409,-60.10128,100.0,1337.4672071933746,558505
2.9628205,2.670288e-07,-6.64916,9300,11.32888,98.65488,221.5494,100.0,1.0680741,395.21,93,15.64602,29.493265,219.26831,,0.7407542,0.8292346,100,2.6101074,0.10107854,[-1.537 -0.462 -0.084 -0.504  1.167],257.80844,1.2258058,-68.19687526390237,2.1606514,-63.400383,100.0,1410.3536415100098,598026
1.8507221,1.5068055e-06,-8.058643,9400,3.868433,98.67641,222.56258,100.0,1.0096252,399.58,94,16.225983,32.788094,221.46191,,0.5373667,0.42967314,100,2.6281261,0.15781161,[-1.575 -0.49  -0.097 -0.51   1.191],248.77127,1.0147508,-64.65131087992317,1.5342555,-69.361435,100.0,1483.873935699463,637984
1.2957287,1.5258789e-06,-6.1512995,9500,4.8396497,98.66005,226.1248,100.0,0.99611294,408.84,95,14.483571,26.420492,225.63596,,0.43357137,0.34451437,100,2.6403835,0.21279983,[-1.599 -0.512 -0.106 -0.508  1.209],223.00343,0.9072595,-69.49390341431135,1.2061466,-42.259094,100.0,1561.587436914444,678868
1.1997415,1.3732911e-06,-7.432025,9600,2.3483686,98.6413,225.37627,100.0,1.0041019,401.12,96,14.295778,25.37827,225.03625,,0.4282995,0.2259217,100,2.6444716,0.3642742,[-1.597 -0.523 -0.11  -0.519  1.221],215.18877,0.8582651,-71.9424909127503,1.129517,-38.134495,100.0,1635.912714958191,718980
2.625004,-1.5640259e-06,-7.3203573,9700,9.145501,98.67491,226.00444,100.0,1.0326217,408.62,97,16.15554,43.054863,224.63956,,0.6497134,0.6644076,100,2.6589253,0.082334705,[-1.621 -0.534 -0.107 -0.531  1.225],258.50458,1.1956061,-66.41824181205182,1.9851598,-63.047783,100.0,1713.010751247406,759842
3.9059393,-1.1825562e-06,-6.8834105,9800,15.616595,98.680786,227.94711,100.0,1.0236543,413.1,98,15.094892,35.018295,225.8994,,0.79885036,0.9294559,100,2.678746,0.07399323,[-1.669 -0.557 -0.092 -0.542  1.24 ],252.68439,1.3874243,-65.93393448930077,2.438892,-41.491962,100.0,1788.871211528778,801152
1.5801982,-1.2969971e-06,-9.62669,9900,4.214688,98.72417,228.0542,100.0,1.0400059,419.57,99,15.115571,24.167519,227.03064,,0.4778738,0.5247673,100,2.6981559,0.13920847,[-1.694 -0.593 -0.089 -0.575  1.26 ],232.49925,1.0392566,-57.86618182471398,1.4625942,-46.83103,100.0,1867.9996485710144,843109
2.218537,1.5258789e-07,-4.4034076,10000,14.828314,98.62091,235.19177,100.0,1.0133698,386.37,100,15.89969,33.876038,233.4089,,0.66172725,0.81475127,100,2.7226002,0.12818754,[-1.699 -0.594 -0.084 -0.584  1.279],236.76659,1.1080972,-73.23442931968292,1.8494186,-63.367054,100.0,1939.4527888298035,881746
2.7717726,7.2479247e-07,-5.247906,10100,5.123838,98.58652,236.25253,100.0,1.0448145,370.57,101,15.516967,34.968773,234.51039,,0.6961027,0.5890504,100,2.7401788,0.12264785,[-1.715 -0.615 -0.078 -0.593  1.304],201.00423,1.0592006,-76.61270815156169,1.894874,-58.472454,100.0,2008.964405298233,918803
1.6758819,2.8610229e-08,-10.622057,10200,5.057119,98.75473,232.38458,100.0,1.0345645,429.6,102,15.110269,28.682844,231.58447,,0.44210285,0.42497465,100,2.7497678,0.21375503,[-1.799 -0.644 -0.083 -0.59   1.321],251.75119,1.0372801,-52.68474668629639,1.4170879,-42.49852,100.0,2087.9794838428497,961763
2.0626364,-1.2779236e-06,-6.539977,10300,11.107151,98.70085,237.92023,100.0,0.9939964,415.85,103,12.854835,27.058353,236.59943,,0.54851544,0.6395403,100,2.7682824,0.07367573,[-1.855 -0.674 -0.092 -0.603  1.331],174.65286,1.114555,-62.20005250213392,1.6985688,-32.20719,100.0,2165.8150622844696,1003348
1.7400781,1.0490418e-06,-11.774329,10400,4.273731,98.73073,234.9336,100.0,0.99100375,428.29,104,15.991787,31.606215,233.60417,,0.49116328,0.4555939,100,2.7897623,0.09393047,[-1.907 -0.702 -0.096 -0.615  1.349],266.31165,1.1113615,-57.662905590631055,1.5884525,-55.27187,100.0,2246.2440836429596,1046177
1.306153,-8.010864e-07,-10.311058,10500,3.9651093,98.73358,238.2425,100.0,1.0214361,435.87,105,13.372894,32.39649,237.72812,,0.38369122,0.34723562,100,2.8036013,0.3460849,[-1.916 -0.719 -0.1   -0.621  1.371],214.3436,0.9806925,-58.06265079515457,1.243498,-42.615322,100.0,2325.292001724243,1089764
2.8276815,3.0517577e-07,-8.430261,10600,14.648464,98.68735,241.06061,100.0,1.1515665,430.36,106,14.715228,47.925682,239.49553,,0.63394034,0.91419494,100,2.8213618,0.0942715,[-1.922 -0.724 -0.092 -0.623  1.385],255.0915,1.2978305,-67.2753161397,2.0974061,-37.93046,100.0,2405.9866015911102,1132800
2.0552807,2.632141e-06,-9.587362,10700,6.451174,98.7361,242.39514,100.0,0.9440317,441.03,107,14.64182,31.996454,240.95615,,0.5335972,0.5404992,100,2.8454785,0.06043968,[-1.951 -0.786 -0.092 -0.65   1.402],253.46709,1.2550946,-58.19357721254487,1.878812,-46.11409,100.0,2490.031553030014,1176903
1.4183553,9.536743e-08,-10.44745,10800,4.3409696,98.728424,243.39684,100.0,1.080715,448.8,108,14.620176,29.153326,242.61276,,0.36425948,0.46854097,100,2.857209,0.2386342,[-1.961 -0.794 -0.088 -0.666  1.426],248.36151,1.0391215,-60.94242529344631,1.3151981,-36.111336,100.0,2574.463056087494,1221783
1.9566392,2.670288e-07,-10.564232,10900,6.4568563,98.72061,244.6658,100.0,0.9916857,431.63,109,13.765774,29.573082,243.40527,,0.50970596,0.5407263,100,2.8760633,0.11210694,[-1.98  -0.806 -0.083 -0.686  1.438],203.69182,1.1581631,-60.294623145797146,1.6957097,-37.23976,100.0,2654.7976512908936,1264946
3.589683,2.1743774e-06,-8.233566,11000,9.992121,98.65123,248.98267,100.0,0.98615,408.04,110,15.602948,25.051132,246.39801,,0.9008966,0.91797364,100,2.906033,0.05133965,[-1.991 -0.832 -0.072 -0.709  1.457],279.15543,1.4771558,-71.15639796513692,2.742459,-44.39035,100.0,2731.558522462845,1305750
3.2302518,8.392334e-07,-9.4594555,11100,5.433548,98.68915,250.28162,100.0,0.9855356,446.59,111,15.490952,37.225807,248.26791,,0.7142326,0.6182998,100,2.9277787,0.09030524,[-2.027 -0.861 -0.065 -0.727  1.487],265.85464,1.5134387,-69.41086590401359,2.5616393,-63.802307,100.0,2815.813613176346,1350409
2.4238873,-1.0299683e-06,-10.244448,11200,12.718728,98.71271,252.17499,100.0,0.9959758,422.79,112,14.935513,24.746256,250.7073,,0.6263907,0.8637151,100,2.9509556,0.119219884,[-2.045 -0.901 -0.073 -0.769  1.509],263.04626,1.2544326,-60.73256879431826,2.0152726,-52.449253,100.0,2895.511209011078,1392688
1.5999395,3.8146972e-08,-10.859058,11300,5.4512367,98.71315,253.9925,100.0,0.98309374,411.42,113,15.459111,26.659304,253.05519,,0.49597484,0.4540474,100,2.9698513,0.12506308,[-2.053 -0.915 -0.052 -0.784  1.532],287.88882,1.0202277,-59.006593241400424,1.4601926,-52.45179,100.0,2972.345857143402,1433830
2.7208428,-5.626678e-07,-6.8513627,11400,5.748669,98.673004,259.92798,100.0,0.98166233,425.29,114,13.546156,31.823574,258.2607,,0.69868195,0.6305657,100,2.9972053,0.044443075,[-2.06  -0.92  -0.042 -0.795  1.551],204.17935,1.3582618,-69.53410043449419,2.2956955,-41.430336,100.0,3050.4493758678436,1476359
1.357857,2.3460389e-06,-9.347631,11500,3.0553946,98.67125,259.9427,100.0,0.96271795,427.59,115,13.587408,27.867802,259.28708,,0.41410333,0.34672856,100,3.0117178,0.17161733,[-2.07  -0.876 -0.036 -0.786  1.578],175.38249,0.98232985,-70.28571949899568,1.289161,-40.500954,100.0,3129.918927669525,1519118
4.5108795,-3.6239624e-07,-4.675322,11600,15.840163,98.61417,265.80396,100.0,1.1740336,391.59,116,14.408707,29.804077,262.80777,,1.0675868,1.0995369,100,3.0416594,0.08481137,[-2.07  -0.877 -0.039 -0.803  1.593],307.36496,1.5342944,-75.54524378492351,3.0906603,-62.196472,100.0,3202.4386310577393,1558277
2.4276175,-2.861023e-07,-6.881753,11700,4.8069367,98.68028,265.8833,100.0,1.1277571,400.41,117,16.028801,39.261436,264.60388,,0.6045701,0.6523261,100,3.0507712,0.13716783,[-2.11  -0.911 -0.06  -0.833  1.623],222.34846,1.0906171,-64.0080242806229,1.7548147,-65.17166,100.0,3276.034961462021,1598318
2.1835136,-2.4032593e-06,-5.1637607,11800,9.732056,98.58197,269.87027,100.0,1.0333036,377.88,118,16.171488,35.65011,268.16406,,0.6760257,0.7541439,100,3.0772936,0.0830109,[-2.142 -0.996 -0.078 -0.864  1.632],274.98117,1.084342,-78.981431788534,1.8368399,-46.148594,100.0,3348.6859266757965,1636106
2.1547518,-1.5258789e-06,-8.467698,11900,8.057622,98.6264,268.94223,100.0,1.0392319,399.94,119,15.218904,26.111973,267.39468,,0.61773944,0.6430477,100,3.0995698,0.17995262,[-2.143 -1.001 -0.071 -0.858  1.658],266.68643,1.1219206,-74.70851850967075,1.7887855,-41.478092,100.0,3421.8076691627502,1676100
3.016032,-4.5776366e-07,-6.930119,12000,12.700929,98.63641,272.56985,100.0,1.1165531,396.88,120,15.515799,25.712461,270.33566,,0.7702164,1.002127,100,3.124798,0.05614042,[-2.187 -1.029 -0.067 -0.88   1.681],303.04083,1.2753814,-72.15002133195759,2.2430525,-60.21115,100.0,3493.314930200577,1715788
1.5590692,-5.1498415e-07,-8.460063,12100,6.1181746,98.670166,273.84512,100.0,1.0566955,404.91,121,15.185556,33.268345,272.82748,,0.5028048,0.5963386,100,3.1443684,0.16383685,[-2.235 -1.066 -0.059 -0.91   1.706],241.44293,0.9964028,-66.77735522388988,1.438809,-37.607536,100.0,3562.68922829628,1756279
1.9649369,3.0517577e-07,-4.3233576,12200,7.4210114,98.5959,279.99246,100.0,1.0493567,376.61,122,15.384066,31.526575,278.34412,,0.6215579,0.60531545,100,3.1679182,0.17888816,[-2.24  -1.063 -0.06  -0.921  1.725],238.87291,1.0152996,-76.09343594094888,1.6598674,-36.93168,100.0,3625.9153468608856,1793940
4.3700595,-1.0299683e-06,-6.026412,12300,19.823812,98.57605,280.3941,100.0,1.1361039,378.98,123,14.159078,35.93712,277.43524,,1.0888712,1.3061333,100,3.2009747,0.040252723,[-2.264 -1.091 -0.062 -0.935  1.749],210.44733,1.4820056,-80.3352014483055,3.0249197,-45.94108,100.0,3689.5071845054626,1831838
1.5972462,1.9073487e-07,-7.404757,12400,5.378033,98.58177,282.17853,100.0,1.0224457,382.01,124,15.936094,38.848915,280.97693,,0.53535897,0.46760783,100,3.2166097,0.19341555,[-2.281 -1.117 -0.089 -0.942  1.782],233.68678,0.93164515,-79.8834529182266,1.4146433,-47.595894,100.0,3748.5375401973724,1870039
1.8752079,-2.002716e-07,-8.339565,12500,5.0644283,98.65057,283.2375,100.0,0.98133814,420.62,125,11.960641,24.82406,282.06805,,0.5430057,0.58539164,100,3.240188,0.093590766,[-2.293 -1.142 -0.075 -0.928  1.797],151.28827,1.1386185,-73.48747718533083,1.7104559,-34.674572,100.0,3812.5535666942596,1912101
1.9023391,3.604889e-06,-7.0614557,12600,7.2610703,98.596436,286.53152,100.0,1.0050448,390.42,126,16.561628,34.657074,285.11288,,0.57142544,0.5519927,100,3.25899,0.14755987,[-2.297 -1.145 -0.077 -0.942  1.821],252.85243,1.0167997,-78.78020303489492,1.5846281,-64.085556,100.0,3871.953176498413,1951143
1.5939627,2.2125244e-06,-8.646771,12700,5.0010815,98.63565,286.8059,100.0,0.8980823,409.8,127,14.914577,32.765488,285.68744,,0.49017152,0.4394989,100,3.2753441,0.20483787,[-2.336 -1.205 -0.073 -0.956  1.84 ],175.56274,1.00209,-74.65570864435227,1.4328828,-64.93291,100.0,3934.5724172592163,1992123
2.4730282,-3.33786e-07,-8.431403,12800,7.576321,98.67647,288.64322,100.0,1.1107517,441.58,128,13.976693,35.41632,287.22885,,0.60282505,0.8444656,100,3.2982368,0.074660644,[-2.36  -1.23  -0.055 -0.975  1.856],254.20227,1.3470628,-71.43130269664948,2.1416636,-31.197083,100.0,4001.921146631241,2036281
2.752879,-2.0217894e-06,-7.4623156,12900,6.3997726,98.61116,291.1242,100.0,1.0033313,411.59,129,16.480381,31.8918,289.7077,,0.6148988,0.5865408,100,3.3103566,0.03687464,[-2.366 -1.228 -0.035 -1.012  1.879],332.71918,1.1625545,-80.02217565590155,1.8552393,-53.48812,100.0,4064.0693833827972,2077440
1.8712521,-8.010864e-07,-5.009899,13000,4.3517327,98.56491,295.94348,100.0,0.977888,386.28,130,15.5119095,30.226624,294.40707,,0.5972857,0.5222266,100,3.333939,0.14738965,[-2.408 -1.241 -0.076 -1.053  1.891],269.05548,1.0310688,-84.03323459280004,1.6411093,-56.839092,100.0,4122.921885967255,2116068
1.9981831,4.196167e-07,-9.187794,13100,4.789573,98.62512,294.02805,100.0,0.9658161,394.98,131,16.345348,39.170147,292.49222,,0.61144894,0.55839634,100,3.357243,0.09218553,[-2.414 -1.247 -0.077 -1.069  1.915],276.45947,1.0894403,-74.03578933273309,1.7312169,-45.855988,100.0,4182.797758579254,2155566
1.8584654,-7.6293944e-08,-7.1098394,13200,5.5813236,98.53522,298.3995,100.0,1.0644985,376.58,132,16.869627,29.719463,297.06207,,0.5949191,0.5078316,100,3.378717,0.14633006,[-2.428 -1.264 -0.066 -1.093  1.938],308.92838,0.98389924,-87.51348336024321,1.5794717,-61.68264,100.0,4239.225000619888,2193224
1.8802421,9.155273e-07,-6.3996177,13300,6.7709494,98.517136,301.39767,100.0,0.98510563,358.68,133,16.354595,40.659775,299.90607,,0.6306211,0.5414256,100,3.4022992,0.17206587,[-2.444 -1.298 -0.049 -1.102  1.959],337.43613,0.9513897,-86.59745775281995,1.5893375,-42.205795,100.0,4293.497278928757,2229092
1.2226408,-1.14440915e-07,-6.960253,13400,2.5660653,98.51611,302.19824,100.0,0.94984704,365.34,134,16.637514,37.534916,301.48065,,0.4760856,0.2499301,100,3.4080505,0.34258062,[-2.449 -1.299 -0.036 -1.108  1.983],253.5374,0.7810478,-88.39192258570823,1.1267346,-45.734566,100.0,4349.241469144821,2265626
2.6497908,-1.8119812e-06,-7.973783,13500,5.209746,98.585205,302.57495,100.0,0.9172612,400.7,135,12.983066,30.101156,300.5508,,0.75274444,0.568941,100,3.4353983,0.056185678,[-2.493 -1.337 -0.024 -1.107  1.989],188.68788,1.2806295,-83.10347918187887,2.2251928,-39.113358,100.0,4407.863842487335,2305696
1.6741599,3.7765503e-06,-6.7828093,13600,4.0604296,98.54643,306.52444,100.0,1.0072685,392.17,136,15.431395,27.0994,305.53195,,0.5389821,0.47263938,100,3.4550319,0.20932038,[-2.507 -1.339 -0.018 -1.141  2.016],224.53925,0.9833039,-88.93702679961756,1.481655,-47.52774,100.0,4463.219277858734,2344913
1.550533,1.9073486e-08,-6.153284,13700,3.302144,98.4989,308.47794,100.0,0.9696537,372.64,137,16.245298,33.024895,307.6575,,0.519608,0.38020894,100,3.4653986,0.15764134,[-2.523 -1.355  0.004 -1.152  2.036],238.97711,0.86941767,-93.36491914081965,1.3130352,-44.970238,100.0,4515.564165353775,2382177
2.1401567,4.196167e-07,-6.7038083,13800,7.0605273,98.599396,308.81473,100.0,1.0523865,389.05,138,16.598223,32.7259,307.50378,,0.5784375,0.6097371,100,3.4778166,0.15201597,[-2.569 -1.38   0.038 -1.16   2.046],300.06253,1.0146446,-77.92658391966562,1.5861986,-60.785194,100.0,4568.731734275818,2421082
1.7560517,-2.1362305e-06,-6.7447886,13900,6.154096,98.54794,310.64697,100.0,0.963445,405.13,139,14.26525,24.593712,309.49396,,0.51077145,0.49549344,100,3.4954045,0.1876216,[-2.641 -1.454  0.028 -1.216  2.059],234.92525,1.0075556,-91.56961878020773,1.4763373,-56.16004,100.0,4621.691584587097,2461595
2.2840514,3.1280517e-06,-5.4044952,14000,8.887412,98.53502,314.1345,100.0,1.0570298,376.59,140,15.80796,30.443436,312.33853,,0.70961976,0.7710957,100,3.5233922,0.073745996,[-2.649e+00 -1.462e+00 -6.087e-04 -1.239e+00  2.076e+00],293.1906,1.1150035,-87.55395443091358,1.9199193,-57.29641,100.0,4671.621542453766,2499254
2.2848752,7.6293946e-07,-4.762821,14100,4.3223395,98.47847,317.43018,100.0,1.0254023,375.86,141,16.954327,47.027985,315.53372,,0.67727315,0.544783,100,3.54865,0.10941844,[-2.651e+00 -1.463e+00 -7.489e-04 -1.243e+00  2.104e+00],303.5619,1.0743066,-98.01012759774993,1.8437586,-56.717896,100.0,4721.004233837128,2536840
2.6253831,1.7166137e-06,-6.147423,14200,15.612083,98.4725,318.45734,100.0,1.0283645,365.85,142,16.524572,34.543118,316.80463,,0.7345398,0.81815636,100,3.5740738,0.048282996,[-2.694 -1.495  0.017 -1.238  2.129],330.42914,1.0875591,-96.49097580389144,1.9410813,-56.386,100.0,4770.056477069855,2573425
1.5312479,1.9836425e-06,-9.055882,14300,3.7397618,98.54962,317.71597,100.0,0.98365456,416.93,143,15.914523,41.94407,316.692,,0.46656173,0.3659232,100,3.5878563,0.25773016,[-2.725 -1.53  -0.022 -1.235  2.155],265.6596,1.0051401,-93.88818298605669,1.3977262,-43.13997,100.0,4825.2037518024445,2615118
1.971669,7.05719e-07,-8.874869,14400,5.2080927,98.57103,319.9058,100.0,0.958804,388.23,144,14.88516,25.60587,318.63113,,0.6259266,0.4459306,100,3.6132452,0.12633757,[-2.762 -1.545 -0.007 -1.278  2.169],243.23654,1.0758486,-83.26857361130716,1.729729,-37.573193,100.0,4876.504854679108,2653941
1.8147621,1.0299683e-06,-7.0888567,14500,4.397947,98.45886,324.05823,100.0,0.94834787,357.73,145,16.251863,35.710815,322.50922,,0.6114643,0.4005976,100,3.6347628,0.09472957,[-2.764 -1.544 -0.008 -1.281  2.194],229.69597,0.9258536,-96.79008915483512,1.5283949,-50.11228,100.0,4922.389428138733,2689714
1.5271282,1.2588501e-06,-4.145371,14600,3.3681161,98.489426,329.00446,100.0,0.9540133,392.52,146,13.563017,33.899765,328.07925,,0.51087147,0.36002812,100,3.652177,0.19253683,[-2.796 -1.588 -0.027 -1.274  2.216],177.5413,0.94635284,-100.20394030499921,1.3888584,-32.935852,100.0,4970.888383865356,2728966
1.7773799,1.3732911e-06,-6.63021,14700,4.1350303,98.48743,328.37076,100.0,0.99973357,388.72,147,16.11012,32.31415,327.10538,,0.5719615,0.4640697,100,3.6731396,0.1129016,[-2.808 -1.583 -0.034 -1.307  2.233],286.28326,1.0103264,-99.623143914104,1.5649856,-47.99654,100.0,5019.18918967247,2767838
1.899992,3.3950805e-06,-7.9400015,14800,7.6279187,98.49979,329.18015,100.0,0.97307694,382.54,148,17.484877,32.394768,327.75845,,0.6022687,0.5401146,100,3.6953208,0.15863504,[-2.817 -1.588 -0.019 -1.34   2.254],312.58832,1.0206035,-95.67576341994776,1.6267042,-57.424942,100.0,5066.437456607819,2806092
2.6151166,2.5749207e-06,-4.5025363,14900,8.870713,98.3844,333.97876,100.0,0.99733806,336.11,149,18.15672,34.094387,332.1578,,0.70865446,0.66626453,100,3.7103856,0.07482345,[-2.84  -1.607 -0.033 -1.37   2.276],326.6351,0.94084597,-103.45555055059467,1.7599617,-56.686924,100.0,5108.451420545578,2839703
1.5380595,1.0681152e-06,-7.2862706,15000,4.1722655,98.46452,333.39185,100.0,1.0151446,367.09,150,17.464872,41.860806,332.37476,,0.5391551,0.45509556,100,3.7270877,0.18832678,[-2.95  -1.714  0.009 -1.38   2.291],327.15002,0.87476915,-98.2836717871623,1.3456558,-47.206432,100.0,5154.076660394669,2876412
1.4327643,3.3569336e-06,-10.18507,15100,2.793203,98.48956,332.4028,100.0,0.9206643,400.78,151,15.071426,34.368504,331.67984,,0.48469377,0.34351423,100,3.7459335,0.17843898,[-3.006 -1.753  0.026 -1.399  2.308],213.5951,0.9485773,-102.28768138658751,1.3406265,-46.430634,100.0,5203.882107019424,2916490
1.1002253,1.3160706e-06,-6.2431235,15200,2.5136971,98.437,337.58237,100.0,1.0049015,369.57,152,17.07483,37.53616,337.24432,,0.45678082,0.18022108,100,3.7538738,0.45062304,[-3.008 -1.755  0.025 -1.403  2.327],309.19788,0.76795846,-104.03560121470626,1.0667262,-45.739532,100.0,5249.605897426605,2953447
1.9674509,-2.6893615e-06,-8.280057,15300,4.0646815,98.57399,337.1056,100.0,0.96533424,410.87,153,14.838919,30.106094,335.5282,,0.5841333,0.48995027,100,3.7792566,0.12951249,[-3.038 -1.752  0.016 -1.415  2.335],213.29727,1.1382035,-87.51856715221953,1.7695503,-48.821968,100.0,5300.417169094086,2994534
1.5536666,7.6293944e-08,-7.639389,15400,3.6593535,98.476746,339.83356,100.0,0.9915127,392.04,154,15.879108,30.159185,339.0041,,0.5017585,0.3902543,100,3.794763,0.1993458,[-3.039 -1.752  0.015 -1.419  2.36 ],281.46695,0.9306375,-102.56897810282797,1.3528355,-51.00077,100.0,5348.403733968735,3033738
1.3743911,-1.1634827e-06,-8.315967,15500,3.5210207,98.47392,340.77707,100.0,0.9634753,393.85,155,18.696138,32.657566,339.84125,,0.47787035,0.35014242,100,3.8098829,0.2473273,[-3.066 -1.789 -0.015 -1.456  2.376],365.89233,0.90479904,-103.59710054003412,1.2731136,-54.07965,100.0,5396.987414121628,3073123
2.3421843,-8.010864e-07,-4.8631506,15600,4.953939,98.43559,345.48553,100.0,0.9663991,385.47,156,17.800577,41.014206,344.3618,,0.6794202,0.5517136,100,3.8299115,0.07768478,[-3.088 -1.824  0.004 -1.479  2.391],385.59674,1.1216832,-108.78014294659818,1.8760687,-51.870163,100.0,5444.876252174377,3111670
2.2463264,3.890991e-06,-2.449565,15700,10.058176,98.47905,349.49335,100.0,1.0409759,379.53,157,15.899148,29.161247,347.7052,,0.67706496,0.6953274,100,3.845539,0.09363757,[-3.135 -1.828  0.006 -1.556  2.411],323.28867,1.0899726,-98.85686876603255,1.8399631,-59.689262,100.0,5492.160671710968,3149623
1.9870371,2.0980835e-06,-4.7863007,15800,7.4078155,98.433,349.7538,100.0,0.93601537,339.0,158,16.682117,28.339523,348.66873,,0.6729666,0.5397222,100,3.87096,0.110901125,[-3.168e+00 -1.813e+00  1.098e-03 -1.648e+00  2.426e+00],295.23517,0.9215464,-96.10569531962359,1.6317171,-54.62633,100.0,5533.999034404755,3183523
1.214536,-1.5258789e-07,-2.5273447,15900,2.2338812,98.37674,353.3668,100.0,1.0187454,343.12,159,18.089445,33.709675,352.8418,,0.4906013,0.24290708,100,3.874959,0.4167868,[-3.172e+00 -1.819e+00 -2.823e-03 -1.646e+00  2.452e+00],302.35037,0.7237203,-106.92628539941246,1.1028779,-53.305294,100.0,5576.69691991806,3217835
2.642842,4.7683716e-07,-5.0030813,16000,18.172995,98.49242,351.9493,100.0,1.0540441,387.2,160,14.892966,36.794174,349.9312,,0.741543,0.8830691,100,3.8982756,0.034307707,[-3.221 -1.849  0.026 -1.623  2.456],250.00052,1.1957803,-98.26904356308461,2.0885634,-40.305603,100.0,5624.458167314529,3256555
