InitialReturnMax,MeanEntropy,TimeElapsed,J_sample_variance,Iteration,InitialReturnStd,ReturnStepMax,EmpiricalD2,EpLenMean,MinIW,TimestepsSoFar,InitialReturnMean,InitialBound,EntropyCoefficient,ReturnStepMaxmin,MaxIW,EpRewMean,MaxD2w0t,Bound,MeanD2w0t,EpisodesSoFar,MeanIW,StdD2w0t,EpThisIter,StdIW,ReturnMeanIW,InitialReturnMin,MinD2w0t,Weights
-24.160849,1.2807324,178.3005087375641,3185.7222,11,13.8104315,100.0,135.79457,39.75,0.00051450136,44209,-74.69321,-64.22037,10.0,99.0,15.796976,-105.69290539236188,1779.7686,-32.0191,1.3688438,1100,0.40614665,16.739923,100,0.7999261,-31.706264,-93.27874,,[-0.597 -1.03  -0.678 -1.004 -0.141]
-32.70198,1.2104554,195.46104097366333,5616.578,12,15.759295,100.0,21.438128,43.36,0.0013726128,48545,-72.74164,-62.28838,10.0,99.0,12.442911,-105.38801893095766,177.44698,-41.915695,1.0551845,1200,0.6056394,6.0055223,100,1.0628397,-44.47431,-95.22044,,[-0.6   -1.045 -0.641 -0.945 -0.138]
-29.659958,1.1103172,211.19438409805298,25943.69,13,13.478261,100.0,107.74108,42.03,2.909311e-05,52748,-73.44518,-63.70085,10.0,99.0,81.781555,-105.66365462926315,574.9419,-28.769444,1.2215862,1300,0.5407339,10.784226,100,2.1529253,-27.633995,-91.29093,,[-0.623 -1.06  -0.585 -0.968 -0.208]
-21.695454,1.0429779,229.66717219352722,9517.149,14,15.581773,100.0,70.89303,43.7,0.00015490531,57118,-71.73981,-63.00583,10.0,99.0,13.671146,-104.27952948936444,399.5052,-35.95188,1.0537632,1400,0.4987606,7.896591,100,1.2686805,-36.064846,-93.47456,,[-0.587 -1.083 -0.623 -1.036 -0.309]
-29.428703,0.93313974,246.28920340538025,3876.4763,15,15.140709,100.0,44.305004,42.71,9.21656e-05,61389,-72.26126,-64.1651,10.0,99.0,25.586117,-104.4727404287503,485.60345,-42.161537,0.7428028,1500,0.5637148,6.956389,100,0.9420538,-41.220066,-94.35847,,[-0.589 -1.086 -0.588 -0.988 -0.376]
-31.858652,0.93244565,263.977680683136,3059.7747,16,15.865888,100.0,15.544453,41.09,0.0025798504,65498,-72.53592,-65.44683,10.0,99.0,22.885595,-103.63787341060403,89.61519,-48.25879,1.0046942,1600,0.6116351,6.107126,100,0.8234142,-49.061943,-95.40477,,[-0.538 -1.02  -0.559 -0.986 -0.486]
-45.86029,0.8675367,280.5337107181549,6448.1904,17,13.726474,100.0,29.535688,42.88,0.0001542068,69786,-71.38379,-64.28109,10.0,99.0,13.197427,-103.86366332031267,218.87581,-50.63218,0.6883084,1700,0.7119394,4.3358607,100,1.1834704,-52.110004,-94.319916,,[-0.564 -1.034 -0.531 -1.018 -0.487]
-46.05926,0.8598522,295.1842451095581,5038.48,18,14.15688,100.0,30.596037,43.43,0.0033007616,74129,-71.87712,-65.4532,10.0,99.0,8.312996,-104.94082919140746,142.61693,-48.688953,0.67303437,1800,0.6217547,4.5073223,100,1.0099936,-49.1722,-96.009155,,[-0.602 -1.057 -0.565 -0.988 -0.551]
-41.074017,0.87957364,314.34095191955566,4201.2803,19,14.188116,100.0,72.931915,44.08,0.0003057937,78537,-70.91864,-64.614136,10.0,99.00001,13.641736,-103.97349309703654,623.64166,-39.6345,0.823257,1900,0.50817376,8.753254,100,0.8764602,-39.870823,-93.58883,,[-0.598 -1.036 -0.554 -1.018 -0.559]
-34.589165,0.93696904,333.6485028266907,4724.5933,20,14.627218,100.0,31.22433,49.02,0.010314915,83439,-67.53352,-61.033028,10.0,99.0,18.066048,-103.80270633400737,251.42696,-42.05032,0.720937,2000,0.6430139,4.193021,100,1.0455247,-43.071323,-92.12969,,[-0.641 -1.092 -0.569 -1.02  -0.539]
-28.580261,0.89518976,349.3849928379059,3534.0908,21,14.767019,100.0,95.1418,47.36,3.0190196e-05,88175,-67.56587,-60.495834,10.0,99.0,29.6171,-102.38532740144552,871.9752,-33.266914,1.7383811,2100,0.45467746,15.07977,100,0.9841068,-31.031706,-92.06715,,[-0.637 -1.089 -0.547 -0.987 -0.482]
-32.256676,0.8867182,367.9169955253601,1256.8948,22,15.390606,100.0,202.30128,46.85,0.0002669567,92860,-67.596466,-60.905098,10.0,99.0,27.16363,-102.01498113432972,2176.413,-27.374556,1.7046528,2200,0.37090036,25.075933,100,0.7833757,-24.416182,-93.185875,,[-0.578 -1.08  -0.575 -0.993 -0.524]
-37.336594,0.8374136,388.48292684555054,6222.7495,23,13.584903,100.0,91.6429,48.36,0.00025138748,97696,-68.97003,-62.43003,10.0,99.0,149.57161,-105.02330500702232,960.7708,-45.138603,2.0421543,2300,0.6417725,16.59739,100,1.8437235,-40.657837,-93.04825,,[-0.605 -1.098 -0.563 -0.958 -0.532]
-35.544914,0.83266586,406.3974521160126,1373.2386,24,13.871601,100.0,28.341629,45.65,0.00037982548,102261,-69.291306,-63.212692,10.0,99.0,11.837421,-103.3799836822971,397.51053,-31.907106,0.66561216,2400,0.4467439,4.9686337,100,0.70448095,-30.778452,-91.5594,,[-0.611 -1.088 -0.512 -0.934 -0.581]
-29.391232,0.8298878,424.9205164909363,6144.089,25,13.394008,100.0,68.2593,48.44,0.00030683776,107105,-68.0751,-62.058945,10.0,99.0,55.093132,-104.27022071278317,420.11414,-42.1935,0.9459908,2500,0.5848153,8.102728,100,1.3087953,-41.53823,-89.91719,,[-0.615 -1.108 -0.486 -0.928 -0.586]
-21.644512,0.82323307,443.7725260257721,6470.739,26,12.903126,100.0,15.778291,51.66,0.002859906,112271,-65.78074,-59.82587,10.0,99.0,8.461976,-103.99830610936188,81.77528,-46.610878,0.5459657,2600,0.7057738,2.4954777,100,1.2720656,-48.594852,-91.52638,,[-0.63  -1.118 -0.474 -0.896 -0.589]
-25.671059,0.801466,462.34203338623047,4627.094,27,13.515949,100.0,9.806602,58.42,0.0017432733,118113,-62.44973,-56.654,10.0,99.0,20.412537,-104.03833306910046,49.37967,-49.60473,0.49298579,2700,0.83918947,2.2889924,100,1.438099,-51.526405,-85.30672,,[-0.625 -1.162 -0.455 -0.91  -0.596]
-19.34462,0.8028939,484.201064825058,4269.2104,28,12.677431,100.0,24.682182,60.33,0.00040200807,124146,-62.54065,-56.962498,10.0,99.0,11.120551,-106.06901308535106,229.3042,-38.20974,0.74906087,2800,0.5866885,4.0500994,100,1.010258,-39.618923,-83.729416,,[-0.618 -1.189 -0.461 -0.898 -0.617]
-30.937881,0.7591162,503.13910388946533,2736.7173,29,12.304717,100.0,54.54845,56.02,3.8144626e-05,129748,-62.63653,-56.943542,10.0,99.0,14.949314,-103.13369651022639,382.88196,-35.98533,1.1139021,2900,0.51609534,7.8290925,100,0.88265663,-33.631145,-86.41533,,[-0.621 -1.199 -0.495 -0.919 -0.616]
-21.267605,0.7371392,523.7943241596222,3057.036,30,12.604972,100.0,71.51485,60.09,0.00012588009,135757,-63.65982,-58.545235,10.0,99.0,11.918317,-106.719455492546,305.6535,-39.6391,1.3824795,3000,0.54994124,8.839544,100,0.97101974,-36.847122,-87.88292,,[-0.627 -1.227 -0.485 -0.905 -0.66 ]
-26.398598,0.763132,545.0813143253326,3553.2163,31,11.190164,100.0,24.633774,68.13,0.0013877329,142570,-58.83041,-53.945847,10.0,99.0,17.333992,-106.54784059245745,74.595085,-39.178486,0.7489448,3100,0.6460865,3.2418356,100,1.0470974,-40.269814,-79.502716,,[-0.653 -1.256 -0.475 -0.901 -0.682]
-33.66386,0.7743728,562.0278217792511,4135.6753,32,10.439753,100.0,24.160372,62.33,0.001675497,148803,-61.349693,-56.161835,10.0,99.0,11.300195,-106.24014428104083,131.8669,-44.989212,0.90873295,3200,0.68372995,5.219964,100,1.0122771,-44.207012,-84.536026,,[-0.63  -1.243 -0.476 -0.918 -0.656]
-21.089996,0.76025397,583.0257353782654,3350.357,33,11.55544,100.0,49.842228,57.24,0.00038398712,154527,-62.751347,-57.404854,10.0,99.0,14.440143,-104.22993552595194,363.66272,-36.979397,1.1682212,3300,0.54190654,8.147125,100,1.0280883,-34.40562,-87.77281,,[-0.629 -1.205 -0.468 -0.924 -0.645]
-34.760227,0.7693726,602.7497749328613,2279.5745,34,12.00191,100.0,13.369065,63.43,0.0056519667,160870,-61.660362,-56.528282,10.0,99.0,9.280827,-107.15691196220108,113.223305,-46.39924,0.852473,3400,0.70011884,4.363124,100,0.8127435,-46.401463,-85.27436,,[-0.635 -1.21  -0.462 -0.892 -0.659]
-31.064505,0.7813006,624.3485267162323,2167.7693,35,11.430389,100.0,12.563965,64.26,0.004613597,167296,-61.504833,-56.30745,10.0,99.0,6.9628415,-107.68247277285239,89.796906,-42.15827,0.843764,3500,0.6559458,4.0531015,100,0.8606431,-42.09777,-82.32193,,[-0.625 -1.22  -0.475 -0.871 -0.65 ]
-29.85705,0.774411,648.3111779689789,2345.017,36,12.001328,100.0,9.090998,67.43,0.0067213695,174039,-61.024647,-55.785244,10.0,99.0,11.102388,-108.80802296297394,97.104996,-43.71949,0.75929046,3600,0.7053826,3.7246084,100,0.9966797,-43.740383,-83.61661,,[-0.611 -1.226 -0.487 -0.849 -0.638]
-32.49383,0.7662707,672.4039440155029,1845.9863,37,12.058545,100.0,17.27668,67.28,0.0057246364,180767,-59.3585,-54.09807,10.0,99.0,9.28022,-106.81137337158556,179.56349,-41.942505,0.95455784,3700,0.6785667,5.36491,100,0.7878533,-41.462917,-84.732925,,[-0.611 -1.217 -0.463 -0.865 -0.645]
-20.976082,0.77751076,693.3332178592682,3659.996,38,13.002833,100.0,7.7263584,71.78,0.00590895,187945,-58.577904,-53.4731,10.0,99.0,15.680801,-108.41743924934798,47.462395,-48.104797,0.54530716,3800,0.81374955,1.987186,100,1.0620568,-50.396996,-85.73641,,[-0.583 -1.246 -0.462 -0.856 -0.653]
-13.073523,0.770061,714.4090945720673,2275.8909,39,12.24351,100.0,88.71892,69.43,0.00044538866,194888,-57.718693,-52.459103,10.0,99.0,26.210766,-105.88150426596486,935.47815,-36.559517,2.1189325,3900,0.5499121,15.0154085,100,1.045914,-33.463203,-81.39361,,[-0.584 -1.239 -0.454 -0.876 -0.641]
7.3228483,0.7669203,736.1602096557617,3929.1426,40,13.503651,100.0,20.32376,60.63,0.001515639,200951,-63.168705,-57.991955,10.0,99.0,18.810633,-106.51814982440801,171.76581,-45.084576,1.2061197,4000,0.7172759,6.729375,100,1.2735089,-44.157677,-85.36852,,[-0.551 -1.215 -0.47  -0.871 -0.649]
-27.530724,0.7553182,756.8977069854736,4165.08,41,11.883549,100.0,8.68948,62.7,0.0061131334,207221,-62.156628,-57.00341,10.0,99.0,9.604842,-106.50363755071075,31.804972,-46.841408,0.480994,4100,0.75836015,1.8075503,100,1.122116,-48.839066,-81.22599,,[-0.553 -1.206 -0.434 -0.878 -0.652]
-11.245867,0.75190073,779.1152865886688,1196.3584,42,11.806394,100.0,84.41535,70.66,0.0006071336,214287,-57.336617,-52.27803,10.0,99.0,11.748858,-106.34423960659205,412.44342,-26.471407,1.8921913,4200,0.39034796,10.149444,100,0.7104154,-24.29858,-82.8236,,[-0.57  -1.195 -0.443 -0.843 -0.664]
-3.2320595,0.77119124,803.4838807582855,3442.3599,43,14.051448,100.0,50.168144,61.02,0.005113485,220389,-63.03031,-58.051563,10.0,99.0,26.883732,-106.57001009781787,316.91153,-39.25193,1.1881754,4300,0.56722337,7.2928147,100,1.0630373,-38.126923,-89.30374,,[-0.555 -1.181 -0.464 -0.851 -0.667]
-29.535,0.782025,826.5280907154083,1639.3696,44,12.15918,100.0,41.779747,68.39,0.0008960792,227228,-58.91454,-53.71116,10.0,99.0,14.899559,-107.02300029414539,486.67444,-33.712204,1.195392,4400,0.51857394,7.3104315,100,0.878223,-31.343817,-80.65871,,[-0.569 -1.168 -0.432 -0.832 -0.648]
-14.42275,0.7659142,851.5196828842163,2918.6042,45,13.841348,100.0,4.628881,76.84,0.006762951,234912,-56.11304,-50.894257,10.0,99.0,8.90536,-108.10761092276933,18.449446,-44.08136,0.4458802,4500,0.8287216,1.3112605,100,0.9659017,-47.130653,-81.420685,,[-0.578 -1.185 -0.425 -0.814 -0.637]
-11.0147915,0.74902415,875.3898484706879,3800.6177,46,11.778073,100.0,44.191372,77.47,0.0006415738,242659,-56.997837,-51.969547,10.0,99.0,35.686462,-110.14159812939788,492.71182,-37.82608,1.6100097,4600,0.6655446,8.92635,100,1.5521401,-35.72053,-80.490005,,[-0.621 -1.164 -0.446 -0.781 -0.653]
-10.345633,0.749076,902.2297403812408,539.38574,47,11.7486,100.0,33.476254,92.47,0.002776043,251906,-52.263863,-47.479755,10.0,99.0,8.877436,-112.75443996687493,413.4159,-27.990292,1.625646,4700,0.49120554,8.095949,100,0.66239846,-26.967354,-77.6832,,[-0.63  -1.162 -0.421 -0.767 -0.67 ]
-11.111803,0.75080657,935.5423476696014,1278.1206,48,13.5622015,100.0,18.670002,125.44,0.012497401,264450,-46.258987,-41.6939,10.0,99.0,27.92472,-120.25948767346992,267.45047,-33.68545,1.9156431,4800,0.85880476,9.331994,100,1.5867181,-34.792305,-81.050735,,[-0.635 -1.171 -0.401 -0.761 -0.67 ]
-2.2319033,0.7468989,971.7787182331085,572.7434,49,13.575691,100.0,39.951996,156.94,0.019727297,280144,-40.8776,-36.351604,10.0,99.0,13.994895,-122.54762223245842,2344.5059,-29.401678,5.4404173,4900,0.7785122,67.22415,100,1.0731171,-31.579382,-79.738235,,[-0.64  -1.176 -0.384 -0.762 -0.668]
-4.7084503,0.7592765,1020.1075336933136,346.71753,50,12.439749,100.0,56.291126,221.62,0.0009907461,302306,-34.945873,-30.801771,10.0,99.000015,28.754704,-136.63578132029525,913.7782,-25.043152,7.6772127,5000,0.75535315,35.284164,100,1.1588676,-27.810747,-73.60416,,[-0.65  -1.177 -0.372 -0.754 -0.672]
-2.3553996,0.7423492,1085.9484984874725,349.6334,51,12.020967,100.0,244.91415,333.71,2.4131123e-06,335677,-29.696796,-25.265232,10.0,99.0,20.481928,-129.90901195777988,2974.4663,-19.68468,33.669994,5100,0.6934082,117.58933,100,0.93436855,-22.601885,-65.8853,,[-0.662 -1.174 -0.365 -0.744 -0.66 ]
4.024049,0.73832506,1162.7294375896454,191.96918,52,9.897655,100.0,307.0536,401.27,2.8892235e-05,375804,-27.118616,-22.546179,10.0,99.0,18.654966,-117.16372929244953,878.0829,-18.50515,48.40761,5200,0.63929915,100.4427,100,1.027841,-21.768951,-63.39999,,[-0.733 -1.155 -0.385 -0.727 -0.677]
4.64464,0.7402215,1249.7485446929932,138.92421,53,10.265898,100.0,220.82709,430.67,0.0005645486,418871,-23.881113,-18.961687,10.0,99.0,84.0312,-101.25047843864826,963.32733,-16.433132,37.03569,5300,0.79397774,76.77772,100,2.0261447,-20.325026,-72.90647,,[-0.743 -1.147 -0.377 -0.732 -0.681]
-3.0491636,0.7411704,1335.1775560379028,213.15256,54,10.649448,100.0,486.32098,448.52,6.3689346e-05,463723,-25.396948,-20.440788,10.0,99.0,47.269756,-100.52016168968095,962.4871,-17.43806,75.03894,5400,0.943665,130.7616,100,2.311906,-21.016579,-66.74923,,[-0.75  -1.147 -0.364 -0.729 -0.679]
-0.38768047,0.7489707,1399.8316373825073,205.80003,55,11.770659,100.0,126.66754,380.61,0.00048279998,501784,-25.847069,-20.943886,10.0,99.0,21.878204,-103.08728503068856,327.6553,-17.753944,23.502787,5500,0.68362015,43.10406,100,1.2044762,-21.598928,-61.06912,,[-0.747 -1.141 -0.371 -0.74  -0.678]
5.4807334,0.71873885,1482.2233011722565,198.98009,56,9.462048,100.0,345.6344,459.55,4.5367728e-05,547739,-23.523794,-18.309994,10.0,99.0,25.126108,-93.52802382227259,479.52396,-15.501069,57.47322,5600,0.689099,90.62293,100,1.2717777,-19.26672,-54.81172,,[-0.738 -1.146 -0.36  -0.73  -0.67 ]
6.0549064,0.69238365,1563.8286118507385,158.78363,57,11.8639965,100.0,64.29341,427.73,0.00044900522,590512,-23.677668,-18.714985,10.0,99.0,21.921808,-91.42408169347364,194.66197,-16.368565,14.40122,5700,0.7083892,22.10851,100,1.3275964,-20.226225,-74.597984,,[-0.738 -1.143 -0.36  -0.744 -0.7  ]
4.277739,0.68580186,1655.0828006267548,317.36484,58,9.875238,100.0,406.92438,452.95,2.6779166e-05,635807,-22.718767,-17.995441,10.0,99.0,27.14653,-90.42969170861801,794.4905,-15.918512,65.78318,5800,0.75758123,111.71737,100,1.4370002,-19.30172,-55.03933,,[-0.73  -1.148 -0.345 -0.743 -0.727]
11.743673,0.6933125,1735.7673971652985,269.58307,59,13.053458,100.0,240.71436,391.13,0.00018045012,674920,-24.929588,-20.331575,10.0,99.0,29.178585,-92.87464399679396,1249.9972,-17.278568,39.77057,5900,0.71772885,94.75734,100,1.1633055,-20.861374,-58.764748,,[-0.739 -1.153 -0.354 -0.759 -0.733]
-2.1871903,0.6970477,1821.4805483818054,225.36267,60,10.568388,100.0,309.52066,417.15,5.3987067e-05,716635,-21.76384,-17.001404,10.0,99.0,23.625746,-89.20409130794457,1443.1986,-15.284335,47.9026,6000,0.76302737,109.30812,100,1.3013601,-18.926168,-60.52843,,[-0.745 -1.159 -0.343 -0.767 -0.726]
-2.0922868,0.70014906,1894.6359841823578,138.51831,61,10.921948,100.0,275.81973,394.33,4.3158896e-05,756068,-22.03397,-17.234966,10.0,99.0,15.199169,-89.23640810482563,1101.4519,-14.662538,44.93611,6100,0.63118804,101.93867,100,0.9082383,-18.41026,-57.826824,,[-0.746 -1.153 -0.357 -0.769 -0.722]
0.4334569,0.7086786,1965.3224976062775,176.93886,62,13.4190645,100.0,30.38406,381.79,0.00095413014,794247,-22.99644,-18.166492,10.0,99.0,8.675291,-89.23928049641857,64.12989,-17.036705,7.551835,6200,0.7007959,10.806877,100,0.7243908,-21.433271,-64.1518,,[-0.744 -1.158 -0.368 -0.761 -0.719]
5.867849,0.7092473,2040.7067642211914,185.13126,63,13.108123,100.0,231.13402,388.74,0.00043977133,833121,-25.925213,-21.336184,10.0,99.0,22.709827,-102.64506045876422,1471.4998,-17.455845,37.525776,6300,0.6245775,89.713776,100,1.0572623,-20.915405,-61.823883,,[-0.746 -1.168 -0.371 -0.755 -0.71 ]
11.746016,0.716088,2123.855305671692,190.95964,64,11.922701,100.0,97.59079,452.25,0.0001962247,878346,-23.570803,-18.794014,10.0,99.0,19.020123,-95.16273402729394,221.1764,-16.523453,19.249453,6400,0.8685762,28.29679,100,1.4732429,-20.84354,-60.396507,,[-0.751 -1.171 -0.36  -0.752 -0.71 ]
-3.960948,0.72135794,2215.1733684539795,277.37497,65,9.911291,100.0,148.96376,465.93,0.00023864073,924939,-24.528164,-19.767742,10.0,99.0,18.657969,-98.64655616190828,515.602,-18.797293,27.68738,6500,0.77950925,44.180458,100,1.2182779,-22.776203,-65.20461,,[-0.782 -1.172 -0.361 -0.752 -0.703]
0.06774801,0.7221647,2308.179508447647,151.50415,66,11.123772,100.0,204.34634,455.1,9.211499e-05,970449,-22.150824,-17.13563,10.0,99.00001,29.939552,-90.3424159853743,821.33636,-15.001135,34.52607,6600,0.7839097,65.751816,100,1.3070505,-19.266405,-70.11377,,[-0.784 -1.168 -0.349 -0.757 -0.698]
-1.2408804,0.7221263,2398.6003482341766,235.24919,67,10.107272,100.0,228.19035,433.31,0.00044571608,1013780,-23.076162,-17.984068,10.0,99.0,34.87794,-87.51359971254105,1363.8914,-16.361656,39.065952,6700,0.75277096,90.39489,100,1.6359205,-20.494907,-56.987686,,[-0.793 -1.155 -0.338 -0.755 -0.697]
-4.098226,0.74266297,2486.1731367111206,147.95078,68,10.578303,100.0,1527.9937,453.11,1.7715975e-05,1059091,-22.596478,-17.34497,10.0,99.0,12.25329,-80.94684748240452,3895.6108,-13.381493,191.36137,6800,0.48492172,386.54587,100,0.76349217,-17.465794,-63.862576,,[-0.796 -1.157 -0.324 -0.761 -0.697]
3.1237087,0.759436,2575.8205347061157,152.82126,69,12.449152,100.0,332.4486,434.11,9.206748e-05,1102502,-21.690908,-15.929222,10.0,99.0,56.370296,-68.42055944488537,1300.8789,-12.44706,51.12735,6900,0.95305413,108.27475,100,2.2371697,-17.770355,-60.0092,,[-0.758 -1.136 -0.321 -0.755 -0.676]
6.9831443,0.76220775,2655.1285750865936,282.56494,70,14.992004,100.0,169.65948,390.88,0.00060213835,1141590,-22.624645,-17.104633,10.0,99.0,138.39882,-85.24503613354872,1232.9402,-15.349709,26.70186,7000,1.0819476,63.21445,100,4.714368,-20.045034,-68.281075,,[-0.815 -1.127 -0.332 -0.752 -0.66 ]
14.846493,0.76615494,2747.9041771888733,145.0045,71,10.627936,100.0,636.6725,456.92,1.7275046e-05,1187282,-18.763136,-12.8822365,10.0,99.0,12.890323,-71.55346277615155,4008.5334,-10.065541,91.72182,7100,0.6937103,240.66667,100,0.97829825,-14.85442,-55.964817,,[-0.821 -1.129 -0.319 -0.751 -0.657]
11.197869,0.7705053,2827.3606057167053,317.33893,72,15.431951,100.0,391.4742,381.65,0.00013405873,1225447,-21.68482,-15.856763,10.0,99.0,53.283844,-75.34712331699447,1842.5111,-13.682112,58.1085,7200,0.8635993,143.5193,100,1.8087325,-18.540876,-65.27157,,[-0.823 -1.126 -0.335 -0.754 -0.653]
0.3729234,0.8009784,2910.199780702591,400.58435,73,12.306402,100.0,1527.8894,417.01,8.044605e-06,1267148,-19.93057,-14.0857525,10.0,99.0,28.683836,-76.44618054372759,4197.1587,-10.689106,197.2718,7300,0.6263092,435.43927,100,1.2342385,-15.121627,-65.20251,,[-0.81  -1.119 -0.346 -0.745 -0.648]
1.8521438,0.7926703,2976.282603263855,287.95724,74,15.65901,100.0,171.99106,321.09,0.00025305778,1299257,-25.49219,-19.456953,10.0,99.0,42.45808,-81.14374737320598,606.83185,-16.588015,28.215242,7400,0.8259883,66.77792,100,1.7162447,-21.57846,-62.74035,,[-0.814 -1.144 -0.355 -0.776 -0.618]
3.1063545,0.830747,3057.895332813263,160.49915,75,13.920016,100.0,355.32825,396.72,0.0003618775,1338929,-22.991112,-17.188026,10.0,99.0,20.259264,-87.26973766458099,808.1779,-14.08131,58.85284,7500,0.68344516,114.83403,100,1.201862,-18.827383,-71.0791,,[-0.809 -1.152 -0.355 -0.764 -0.626]
-1.1599026,0.85501564,3143.33655333519,263.53815,76,11.037771,100.0,541.11194,406.9,6.0304403e-05,1379619,-23.205238,-17.134777,10.0,99.0,73.652664,-91.92948896986614,2769.644,-13.938643,75.806526,7600,0.9085272,195.21083,100,2.738442,-19.149897,-57.46072,,[-0.821 -1.138 -0.365 -0.741 -0.588]
4.1996045,0.8615023,3216.340634584427,128.42426,77,13.013464,100.0,369.626,380.22,3.243943e-05,1417641,-23.90847,-17.521217,10.0,99.0,43.32021,-88.88431535369513,770.4285,-14.115606,56.279644,7700,0.60819274,118.04335,100,1.4981695,-19.298025,-67.61523,,[-0.829 -1.119 -0.351 -0.734 -0.564]
1.2402447,0.86082876,3303.9342033863068,198.64404,78,11.053961,100.0,534.1358,431.48,2.0931213e-05,1460789,-24.098658,-17.652855,10.0,99.0,91.29555,-89.14371016626248,1003.90344,-14.661711,81.68669,7800,0.8289789,149.68694,100,3.0664186,-19.784504,-61.86138,,[-0.835 -1.118 -0.346 -0.716 -0.557]
3.2119555,0.86443406,3383.4069859981537,191.95886,79,10.833589,100.0,12.09079,421.3,0.010132732,1502919,-21.11023,-14.478867,10.0,99.0,12.595375,-81.241413550302,28.945545,-13.929064,3.8414257,7900,0.92947936,4.0655856,100,1.0368853,-20.294777,-58.22279,,[-0.837 -1.111 -0.349 -0.73  -0.558]
9.867901,0.8696282,3454.608601331711,209.22032,80,15.003927,100.0,206.36298,365.67,1.5727157e-05,1539486,-24.29233,-17.749912,10.0,99.0,44.05299,-86.37834148573273,2112.814,-13.927349,31.522125,8000,0.729587,88.56617,100,1.4907522,-19.48589,-69.98467,,[-0.835 -1.111 -0.361 -0.733 -0.554]
