ReturnStepMaxmin,InitialReturnMin,TimestepsSoFar,InitialBound,InitialReturnStd,EmpiricalD2,EpLenMean,ReturnStepMax,EpThisIter,EpisodesSoFar,MeanEntropy,InitialReturnMean,MeanIW,MaxD2w0t,StdD2w0t,J_sample_variance,MinIW,InitialReturnMax,MaxIW,MeanD2w0t,EpRewMean,StdIW,TimeElapsed,ReturnMeanIW,Weights,Iteration,MinD2w0t,EntropyCoefficient,Bound
86.12613,-4.404129,26945,348.5729,2.9250422,1.9261222,16.59,100.0,100,1600,1.0878181,-4.8828124e-06,1.1648444,3.4865108,0.22766773,409909.94,0.083592534,8.636391,10.681152,0.040873904,-107.86113435562888,1.3280659,90.65603709220886,633.99084,[-0.778  0.871  0.761 -0.044 -0.357],16,,10.0,382.93356
86.851654,-4.1524353,28682,319.05933,2.4484901,1.3052652,17.37,100.0,100,1700,1.142354,1.8310546e-06,1.1043518,1.6941888,0.20411785,119715.24,0.26969892,8.16481,6.4166994,0.038589496,-108.77195048222778,0.72965974,95.96655583381653,580.70935,[-0.81   0.835  0.778 -0.066 -0.331],17,,10.0,351.25443
86.710686,-4.477684,30389,312.7196,2.6203864,1.1920624,17.07,100.0,100,1800,1.1542934,4.043579e-06,1.0613531,1.2580371,0.19670874,49579.848,0.29475725,10.653236,3.161271,0.036917545,-108.31100480611556,0.4487812,101.48693251609802,568.86957,[-0.79   0.851  0.771 -0.055 -0.277],18,,10.0,330.82883
86.58615,-5.090889,32125,274.8253,3.6471312,1.0342956,17.36,100.0,100,1900,1.1437656,-3.2043456e-06,1.0196905,1.0940026,0.1855225,7788.4863,0.66238964,21.444199,1.6204115,0.035179827,-107.78119269788738,0.1848324,106.6858139038086,533.6581,[-0.797  0.841  0.756 -0.054 -0.265],19,,10.0,280.3064
85.97609,-4.279175,33788,303.87686,3.8562577,1.0343118,16.63,100.0,100,2000,1.1252134,3.890991e-06,1.0391219,1.2247175,0.18245941,9168.098,0.637632,29.158928,1.6886019,0.033832174,-108.31647032248989,0.1880656,111.92514371871948,573.5436,[-0.778  0.843  0.756 -0.045 -0.275],20,,10.0,315.07922
86.64603,-5.058052,35544,277.8643,4.60238,1.0138222,17.56,100.0,100,2100,1.114186,-3.8146973e-07,1.0107523,1.0983441,0.1851062,2281.8262,0.6796782,29.236465,1.3432654,0.035313077,-108.4981490410907,0.10179792,117.80189394950867,526.3453,[-0.783  0.856  0.749 -0.037 -0.294],21,,10.0,281.1104
86.00748,-3.7066727,37195,330.06824,2.6331635,1.189616,16.51,100.0,100,2200,1.0446876,3.890991e-06,1.1356736,1.7940735,0.1988961,63035.16,0.18796435,13.0169525,2.543606,0.03662413,-108.11543618815358,0.48334336,122.80804443359375,627.42114,[-0.78   0.849  0.751 -0.042 -0.305],22,,10.0,367.82516
86.396484,-4.2361603,38866,307.0708,3.3425472,1.475513,16.71,100.0,100,2300,1.022402,6.790161e-06,1.102605,2.0062537,0.20380959,130416.34,0.15354021,19.142563,4.2888937,0.037520554,-108.03542310429285,0.7419459,128.0042586326599,599.29974,[-0.775  0.849  0.737 -0.055 -0.374],23,,10.0,335.69516
86.28767,-3.483963,40531,334.00107,2.4725182,2.1235704,16.65,100.0,100,2400,1.0026741,-6.5612794e-06,1.2148995,4.987796,0.24410874,420929.66,0.029510165,8.292122,10.13629,0.042383634,-108.73134857030308,1.2998852,133.6384494304657,664.656,[-0.76   0.873  0.746 -0.042 -0.397],24,,10.0,403.08084
86.275,-4.323059,42180,335.69135,2.577295,20.411037,16.49,100.0,100,2500,0.8684419,-1.0604858e-05,2.40012,41.19046,1.4091883,20124456.0,0.0003659798,8.29007,75.24886,0.16670047,-107.89708275083976,9.098465,139.34313941001892,1253.7981,[-0.757  0.911  0.758 -0.009 -0.416],25,,10.0,599.75854
86.430534,-3.9129715,43868,330.55746,2.81925,65.406136,16.88,100.0,100,2600,0.83682436,4.8065185e-06,5.534387,1427.9446,10.646137,224036740.0,0.00046326744,7.1211853,243.38503,0.4159565,-107.97772336301804,31.008064,145.51946783065796,2744.8438,[-0.768  0.85   0.722 -0.025 -0.551],26,,10.0,1516.7583
86.436844,-3.8518448,45541,336.16702,2.5265675,312.9005,16.73,100.0,100,2700,0.76182336,1.9073486e-06,10.693282,5129.8145,71.82943,2243065000.0,7.353372e-06,5.8397293,991.95593,3.911677,-108.04550438306954,95.67646,152.31927251815796,5363.6753,[-0.823  0.827  0.654 -0.075 -0.582],27,,10.0,2421.117
86.78715,-4.599518,47266,295.4957,2.8539307,1.283886,17.25,100.0,100,2800,0.7396887,2.2125244e-06,1.0920006,1.8174219,0.20098709,84383.06,0.122985296,14.737473,4.028119,0.03777631,-108.24320865523661,0.6029018,160.1782591342926,576.9533,[-0.791  0.821  0.593 -0.019 -0.657],28,,10.0,322.96097
86.705765,-4.893738,48990,283.46033,3.5292838,13.839771,17.24,100.0,100,2900,0.70507663,-1.4648437e-05,2.5113199,76.80882,0.97588825,29845864.0,0.0028183034,15.2612915,110.2943,0.11236461,-108.15429855440772,11.393798,165.36406683921814,1246.7206,[-0.78   0.8    0.584 -0.035 -0.679],29,,10.0,631.0095
86.386566,-4.433922,50664,339.5397,3.0726542,1.4228909,16.74,100.0,100,3000,0.6729408,-4.7302246e-06,1.1108624,2.0070205,0.22438872,193638.9,0.14999452,8.413239,4.8250113,0.04124551,-107.90576967949508,0.8620506,170.9076497554779,605.18024,[-0.736  0.83   0.613 -0.025 -0.714],30,,10.0,365.31488
86.55156,-4.2772064,52345,320.67435,2.753835,30.844698,16.81,100.0,100,3100,0.66003656,2.8991699e-06,4.7268343,215.11113,6.0066614,367449660.0,0.0004406643,8.2469635,385.89212,0.514034,-107.97463197088229,37.93002,176.44807529449463,2438.3115,[-0.697  0.813  0.632 -0.041 -0.746],31,,10.0,929.99976
86.40769,-3.8848495,54020,295.76614,3.536668,1.0442787,16.75,100.0,100,3200,0.66846675,-9.155273e-07,1.0433607,1.2327942,0.18371496,10610.195,0.54599535,22.782455,2.2483697,0.034192223,-107.91367651226962,0.20468532,182.2841477394104,568.73676,[-0.689  0.8    0.681 -0.081 -0.759],32,,10.0,309.3398
86.68141,-4.5005493,55734,296.9411,3.32745,1.0552348,17.14,100.0,100,3300,0.6625908,-1.1444092e-06,1.0217847,1.1750842,0.1871973,18944.033,0.4298947,14.831718,2.447144,0.03525584,-107.93359780506982,0.27758393,187.60388374328613,544.2715,[-0.689  0.795  0.679 -0.091 -0.75 ],33,,10.0,301.50922
86.73728,-4.6967545,57446,300.86514,3.1145241,1.0492859,17.12,100.0,100,3400,0.64648634,-9.536743e-06,1.0221455,1.080655,0.18455163,12654.068,0.5166905,13.153259,1.8043773,0.034743574,-108.15575318729536,0.23645869,192.5442099571228,545.61035,[-0.691  0.787  0.684 -0.1   -0.756],34,,10.0,308.35922
86.347305,-3.8230057,59116,310.43936,3.0778677,1.6523012,16.7,100.0,100,3500,0.6269548,-6.942749e-06,1.1926683,2.040393,0.21373157,216543.39,0.18009749,19.08722,5.802718,0.0391313,-108.27756182792997,0.9836715,197.46849250793457,642.5038,[-0.699  0.784  0.684 -0.101 -0.772],35,,10.0,369.7623
86.23159,-3.8903656,60756,338.43338,2.633082,4499.858,16.4,100.0,100,3600,0.63828385,4.7302246e-06,27.312668,22091.766,316.54575,18372735000.0,0.00010970906,8.527977,2711.2659,16.96582,-107.9978693526788,266.81564,202.68270611763,13987.434,[-0.71   0.765  0.68  -0.105 -0.792],36,,10.0,7502.292
86.17082,-4.3180084,62393,353.2597,2.5133767,1.4131165,16.37,100.0,100,3700,0.6385466,7.2479247e-06,1.1207929,2.4923856,0.23216422,181094.34,0.15472026,7.655922,6.16881,0.041559268,-107.94745268862512,0.7950527,210.1569209098816,627.1289,[-0.641  0.786  0.746 -0.116 -0.781],37,,10.0,383.81195
86.33691,-4.0859604,64055,325.9385,2.5776038,1.2891694,16.62,100.0,100,3800,0.6542033,-2.0599366e-06,1.0762298,1.6504117,0.20413908,118591.31,0.2110306,9.704399,5.5759583,0.037546277,-108.15265039945058,0.676658,215.51748275756836,591.5097,[-0.629  0.789  0.73  -0.1   -0.781],38,,10.0,339.20547
86.54157,-4.4262466,65746,307.4541,2.8412323,1.0406305,16.91,100.0,100,3900,0.6557867,3.8146973e-06,1.0220118,1.1515523,0.1834512,10250.767,0.5876228,9.485985,1.8365848,0.034315616,-108.39952812342786,0.20413795,220.20988941192627,555.45404,[-0.617  0.791  0.732 -0.113 -0.765],39,,10.0,314.88968
86.45175,-4.2296143,67438,306.58682,3.2034814,1.3238522,16.92,100.0,100,4000,0.65479237,-3.2806397e-06,1.0844077,2.1551588,0.19726413,71596.336,0.3294546,15.070366,4.5650144,0.03662005,-108.29617713097538,0.5548773,225.05812644958496,585.681,[-0.625  0.801  0.733 -0.11  -0.763],40,,10.0,336.1981
85.89428,-3.8068466,69064,371.31686,2.5267136,1.280896,16.26,100.0,100,4100,0.6357362,-1.197815e-05,1.0518122,2.0310912,0.1936353,75985.82,0.07832908,6.970459,3.4016523,0.03530636,-108.07946615656772,0.53663075,230.3569474220276,594.6679,[-0.625  0.822  0.732 -0.092 -0.764],41,,10.0,385.36224
86.19975,-4.285652,70720,356.4282,2.8202088,1.3541206,16.56,100.0,100,4200,0.62009245,2.0599366e-06,1.0893643,1.8890471,0.19594897,76042.8,0.15379731,9.357613,3.246493,0.036024615,-107.4953438597952,0.55907196,235.0412232875824,596.33105,[-0.632  0.808  0.731 -0.112 -0.783],42,,10.0,387.3376
85.95657,-4.180748,72350,326.9783,3.3844242,27.298355,16.3,100.0,100,4300,0.6376655,2.0599366e-06,2.434255,142.76797,2.0163813,51749290.0,0.008841736,15.392288,145.17848,0.14755364,-107.73497629754854,14.335882,239.79566025733948,1285.8427,[-0.623  0.827  0.727 -0.099 -0.799],43,,10.0,709.7077
86.842926,-4.476425,74083,319.6721,2.8365607,877.40045,17.33,100.0,100,4400,0.5478497,1.6021728e-06,22.66129,5304.755,84.14662,10268708000.0,1.1820532e-05,8.016159,3682.9019,5.256111,-108.3401261981461,222.87059,246.06925344467163,10464.729,[-0.681  0.799  0.71  -0.119 -0.781],44,,10.0,6267.4263
86.28255,-4.570053,75780,300.87125,3.3364751,1.0209491,16.97,100.0,100,4500,0.5410081,3.0517577e-07,1.0134834,1.0395092,0.18339284,5369.246,0.6132826,14.58506,1.4538348,0.034372065,-108.15400949595552,0.14287345,252.91744828224182,547.4996,[-0.726  0.861  0.783 -0.094 -0.871],45,,10.0,305.7524
85.59628,-3.669342,77395,323.09293,3.585945,1.4918497,16.15,100.0,100,4600,0.53421533,-3.4332274e-06,1.1746256,3.5832105,0.24303205,262901.66,0.08057615,27.966103,8.554016,0.042109355,-108.2354940965167,0.9540717,257.6482422351837,665.35126,[-0.723  0.859  0.787 -0.096 -0.878],46,,10.0,364.6833
86.26464,-4.658142,79080,286.1445,3.8160827,1.0088704,16.85,100.0,100,4700,0.54184467,-3.4332274e-06,1.0108992,1.0495163,0.18146907,2881.0908,0.80476475,22.229973,1.3890743,0.033886928,-107.31474032758693,0.10340432,263.8228461742401,546.18414,[-0.717  0.866  0.774 -0.074 -0.885],47,,10.0,290.37308
86.69204,-4.675621,80786,340.12253,2.8702533,1.2430612,17.06,100.0,100,4800,0.5242918,-3.6621093e-06,1.0642289,1.3747158,0.19535737,57141.81,0.21257524,7.001549,3.2187715,0.03662101,-108.12471358233371,0.49609149,269.3926753997803,568.0898,[-0.71   0.863  0.777 -0.076 -0.877],48,,10.0,361.6459
86.213974,-3.9879456,82436,346.59448,2.5556552,1.9230114,16.5,100.0,100,4900,0.51952213,3.8146973e-06,1.154904,4.3807416,0.2275351,265238.53,0.055008315,8.227272,6.0913305,0.03998548,-108.42845050978939,1.029278,274.2037835121155,636.7139,[-0.707  0.844  0.784 -0.082 -0.895],49,,10.0,395.22333
86.023254,-3.8193512,84046,373.59784,2.3221526,5.3173547,16.1,100.0,100,5000,0.5304242,-2.670288e-06,1.3359516,6.757649,0.4103396,2854650.5,0.011471618,7.450371,28.088455,0.062695295,-107.55291378770058,3.3703427,279.5564498901367,743.39514,[-0.699  0.869  0.781 -0.06  -0.899],50,,10.0,430.17963
86.15008,-4.1338577,85717,308.32535,3.2619288,1.0880303,16.71,100.0,100,5100,0.51660943,-8.392334e-06,1.0630676,1.3504033,0.1849919,25442.055,0.44747356,20.375526,3.5776978,0.034373764,-108.55105004332718,0.32771844,284.91969108581543,582.959,[-0.733  0.849  0.773 -0.058 -0.888],51,,10.0,327.61652
86.6824,-4.272751,87427,316.14163,2.7054908,3.6797712,17.1,100.0,100,5200,0.5038689,-2.2125244e-06,1.3566179,10.318918,0.31866258,662949.0,0.024286516,7.7401733,8.881542,0.05033005,-108.48831824080065,1.7325745,290.1512064933777,705.9372,[-0.726  0.857  0.77  -0.052 -0.902],52,,10.0,415.784
86.5669,-4.7199326,89164,272.22876,4.666711,1.0387006,17.37,100.0,100,5300,0.4995112,5.378723e-06,1.0131396,1.0694343,0.18611136,9321.938,0.604312,30.761684,1.6492219,0.03530272,-107.98351950394313,0.20035896,295.53375005722046,531.2388,[-0.745  0.826  0.772 -0.07  -0.915],53,,10.0,275.83868
86.44515,-4.1835175,90844,326.90698,2.3951952,1.0830826,16.8,100.0,100,5400,0.49215654,8.468628e-06,1.0229986,1.2291032,0.18501115,21294.64,0.4454639,7.4449844,2.228237,0.034483083,-108.47608768504485,0.29965037,300.450909614563,558.5032,[-0.749  0.825  0.769 -0.069 -0.919],54,,10.0,332.4895
86.26487,-4.198662,92492,350.69055,2.8354208,1.2493234,16.48,100.0,100,5500,0.47456723,6.408691e-06,1.0586134,1.6874194,0.19696394,92106.2,0.12950808,9.793213,3.9542606,0.036162782,-107.96950156425589,0.59825885,305.427631855011,587.3867,[-0.759  0.819  0.771 -0.076 -0.927],55,,10.0,360.42822
86.45065,-4.3251495,94175,301.63965,3.3454475,1.834606,16.83,100.0,100,5600,0.47282282,-3.6621093e-06,1.1513776,4.5326223,0.228226,290788.38,0.012527221,19.316704,9.773051,0.04069467,-108.22762342406945,1.109595,310.9399416446686,620.39746,[-0.771  0.812  0.778 -0.067 -0.944],56,,10.0,344.02115
86.11659,-3.938858,95804,347.37885,2.3828497,3.9083154,16.29,100.0,100,5700,0.4654931,2.8991699e-06,1.3369931,16.586664,0.36575592,1020152.4,0.0020324884,7.888794,12.251982,0.050743926,-108.1714955842671,1.988153,316.2933588027954,740.79034,[-0.775  0.793  0.77  -0.084 -0.946],57,,10.0,448.78732
85.85179,-4.0918884,97425,345.15146,2.334369,1.9630034,16.21,100.0,100,5800,0.47542566,7.171631e-06,1.1663179,2.3039656,0.22745395,285843.03,0.045570094,5.7743073,5.839885,0.040470064,-107.66110712512467,1.053591,321.8509373664856,654.6954,[-0.774  0.828  0.771 -0.059 -0.953],58,,10.0,391.37976
86.660515,-3.8955688,99130,328.36084,2.7123926,1.0108294,17.05,100.0,100,5900,0.46190542,-3.6621093e-06,1.0111092,1.0310937,0.18280363,1897.0863,0.79652095,8.546471,1.264679,0.03434571,-108.41130043372539,0.08486643,327.1313281059265,544.48047,[-0.753  0.841  0.772 -0.06  -0.944],59,,10.0,332.92545
86.445015,-4.7725296,100794,354.94424,2.8304844,134.85152,16.64,100.0,100,6000,0.21011128,8.087158e-06,8.72405,6753.665,32.649563,1531360600.0,8.874271e-09,7.0957947,834.7918,0.76578283,-107.44816377135447,81.77853,332.29888129234314,4269.5806,[-0.752  0.839  0.776 -0.06  -0.957],60,,10.0,3187.8662
86.73115,-4.541504,102531,279.78592,4.0545087,1.7564905,17.37,100.0,100,6100,0.21630722,7.781982e-06,1.1305788,3.787619,0.22081381,201271.67,0.09931999,23.183815,6.210888,0.040585656,-108.26662076710745,0.954686,339.3179006576538,588.6306,[-0.589  0.765  0.761 -0.149 -1.209],61,,10.0,316.6433
86.10647,-3.847084,104181,357.81375,2.6468499,1.1958377,16.5,100.0,100,6200,0.21775182,1.0681152e-06,1.0708703,2.9183035,0.20172371,59968.758,0.36448714,6.493431,3.7908561,0.03700211,-108.13677310816571,0.47611326,344.81246280670166,595.41223,[-0.599  0.752  0.76  -0.162 -1.203],62,,10.0,380.2407
86.33917,-4.691147,105884,284.18738,3.9790976,1.1662078,17.03,100.0,100,6300,0.22145258,-1.1444092e-06,1.03926,1.2399008,0.19157284,47678.312,0.39243993,25.811043,2.8499727,0.035920624,-107.83278900826832,0.45457092,350.19281816482544,554.7126,[-0.601  0.751  0.747 -0.168 -1.201],63,,10.0,293.29922
86.30446,-4.4989853,107538,351.61877,2.844806,1.2977356,16.54,100.0,100,6400,0.20693496,-5.1879883e-06,1.1099606,2.2227101,0.20906068,79943.13,0.13904798,7.5711746,3.7026072,0.038194932,-107.87562256142097,0.548044,355.0813937187195,613.7374,[-0.594  0.755  0.749 -0.17  -1.197],64,,10.0,387.4123
86.305534,-4.588257,109213,319.4251,2.9933965,1.1925216,16.75,100.0,100,6500,0.20222376,3.8146973e-07,1.0432374,1.5690975,0.18881758,46794.305,0.3389853,6.6600266,3.4248679,0.03506335,-107.7118784294182,0.4433029,360.4448311328888,568.65375,[-0.594  0.758  0.745 -0.182 -1.212],65,,10.0,333.74844
86.80711,-4.736717,110959,278.6348,3.639628,1.3411583,17.46,100.0,100,6600,0.20834792,-5.340576e-06,1.0766387,1.556723,0.20220223,87020.25,0.1578074,17.189148,4.2133718,0.038284227,-108.28371559701898,0.63385576,365.37280559539795,559.5676,[-0.602  0.752  0.742 -0.188 -1.217],66,,10.0,299.97513
86.5292,-3.9679108,112646,307.94357,2.8431962,1.2113328,16.87,100.0,100,6700,0.20718451,-3.967285e-06,1.1400998,2.0521622,0.20708191,102230.79,0.29833204,13.260414,4.212816,0.038419615,-108.22046555259091,0.62977386,370.4833369255066,617.1374,[-0.588  0.756  0.749 -0.187 -1.211],67,,10.0,346.2586
86.38591,-5.0153046,114351,281.8414,4.34876,1.7783246,17.05,100.0,100,6800,0.2084185,-1.5106201e-05,1.1512116,2.3512478,0.23842844,317718.97,0.06618236,27.089272,9.585491,0.043700922,-107.53529955994559,1.1581837,375.31991171836853,608.66504,[-0.584  0.745  0.758 -0.197 -1.212],68,,10.0,320.4578
85.95077,-3.9641495,115953,374.89215,2.5513124,2.0948875,16.02,100.0,100,6900,0.19895072,-6.5612794e-06,1.2226373,5.5062933,0.24349715,230490.83,0.034953345,7.9256973,5.5607414,0.041025672,-107.76822696200956,0.9210785,380.93789315223694,693.3041,[-0.6    0.743  0.751 -0.191 -1.211],69,,10.0,458.5705
86.13665,-4.414383,117612,356.92706,2.6347942,1.7580792,16.59,100.0,100,7000,0.17635469,5.645752e-06,1.1660192,4.3097005,0.21873833,277472.25,0.08766714,5.863785,7.5958295,0.039031822,-107.98406408718967,1.0600275,386.3879511356354,637.2899,[-0.592  0.754  0.761 -0.175 -1.22 ],70,,10.0,415.9277
86.148445,-4.7030563,119293,289.28027,3.481234,1.1380008,16.81,100.0,100,7100,0.17496131,2.3651123e-06,1.0686648,1.434697,0.19675761,31400.209,0.2661272,22.76168,2.6402552,0.036571313,-108.02260665398204,0.3418835,391.9490644931793,581.2778,[-0.599  0.74   0.759 -0.19  -1.243],71,,10.0,310.90024
86.335754,-4.2249603,120952,330.47134,2.439849,1.1879712,16.59,100.0,100,7200,0.17516255,-4.7302246e-06,1.0778617,1.3814409,0.18911697,45239.52,0.311377,7.595146,2.4930367,0.034982216,-108.25177084953926,0.4316639,397.3787302970886,593.7389,[-0.602  0.736  0.765 -0.198 -1.244],72,,10.0,357.63614
86.21005,-4.865265,122630,317.87222,3.1469138,1.2045435,16.78,100.0,100,7300,0.18123512,-3.967285e-06,1.0642002,1.6133327,0.19288671,56673.85,0.1596026,8.29216,3.3479764,0.035852782,-107.68850757306741,0.48744667,402.68407702445984,576.7815,[-0.619  0.732  0.77  -0.2   -1.244],73,,10.0,334.95462
86.61065,-4.4587173,124331,296.7408,2.9373116,1.367279,17.01,100.0,100,7400,0.19265252,1.1444092e-05,1.1218013,1.8254442,0.21020947,141598.08,0.13078499,15.51458,5.564741,0.03898365,-108.35265493303683,0.767769,407.9258770942688,599.57935,[-0.627  0.724  0.775 -0.207 -1.238],74,,10.0,322.0312
86.42077,-3.9840012,126014,304.3285,3.2290976,3.296938,16.83,100.0,100,7500,0.18994306,1.1825561e-05,1.40777,15.004686,0.32332885,644933.5,0.061284315,18.009254,9.998641,0.04945296,-108.52387024595878,1.6765124,413.7929940223694,745.89716,[-0.609  0.723  0.775 -0.217 -1.226],75,,10.0,431.6705
85.96122,-3.9852905,127638,346.56644,2.5460434,1.3225949,16.24,100.0,100,7600,0.1463643,5.0354006e-06,1.1377376,2.2569847,0.21418126,147036.89,0.11354477,8.394569,5.910042,0.03869351,-107.6518289876663,0.7248645,419.91478300094604,638.81793,[-0.619  0.703  0.772 -0.236 -1.229],76,,10.0,388.11395
86.17887,-3.6906128,129302,298.49695,3.6072505,1.3317523,16.64,100.0,100,7700,0.15005565,-4.5776366e-07,1.0876441,1.5518894,0.19558166,79516.59,0.073493026,23.46482,3.7375674,0.036115654,-107.95681271036672,0.5729654,425.498409986496,593.52637,[-0.688  0.735  0.769 -0.223 -1.273],77,,10.0,328.22742
86.13871,-4.4880447,130979,284.70764,4.275,1.1161739,16.77,100.0,100,7800,0.15429683,4.577637e-06,1.0420959,1.2919372,0.19292226,49972.395,0.32851887,25.71016,4.847421,0.0358544,-107.84509754315877,0.43591654,430.80040740966797,566.83716,[-0.7    0.73   0.765 -0.226 -1.269],78,,10.0,295.496
85.65607,-4.5667953,132589,328.7283,4.00109,1.0364239,16.1,100.0,100,7900,0.14865592,1.1520386e-05,1.0320807,1.1008245,0.18017009,9000.272,0.45950308,30.98668,1.5701878,0.032857455,-107.44156678520922,0.17565319,436.0347764492035,587.4933,[-0.699  0.731  0.761 -0.22  -1.265],79,,10.0,341.49182
86.02407,-3.3558502,134225,363.4808,2.5859847,1.9704553,16.36,100.0,100,8000,0.177513,4.119873e-06,1.2172786,2.573819,0.24816276,377643.22,0.120692864,9.178337,7.68197,0.04435806,-108.30550246534864,1.1781929,441.14821553230286,680.7935,[-0.706  0.735  0.763 -0.221 -1.27 ],80,,10.0,436.25845
