StdIW,MaxD2w0t,TimestepsSoFar,TimeElapsed,EpRewMean,Bound,Weights,MeanEntropy,ReturnMeanIW,InitialBound,EpLenMean,MinIW,MeanD2w0t,EntropyCoefficient,InitialReturnStd,InitialReturnMin,InitialReturnMean,J_sample_variance,ReturnStepMax,EpThisIter,MinD2w0t,EpisodesSoFar,ReturnStepMaxmin,MeanIW,Iteration,StdD2w0t,EmpiricalD2,MaxIW,InitialReturnMax
0.37016937,1.3341982,58386,270.78585934638977,-151.22927200591835,235.48378,[ 0.772 -1.074  0.168  0.429  0.073],1.5038531,186.65193,223.5527,55.87,0.28565034,0.1203749,100.0,2.3432446,-2.8012466,1.5258789e-07,2828.2917,100.0,100,,1200,94.58638,1.101346,12,0.3399689,1.1354011,2.824327,5.7534637
0.09253874,1.0145714,65033,300.17945075035095,-162.0970249052599,196.58844,[ 0.796 -1.139  0.178  0.425  0.085],1.5045444,145.23387,196.44269,66.47,0.772285,0.13325764,100.0,2.152761,-2.5614548,1.3732911e-06,87.94808,100.0,100,,1300,95.122696,1.0024304,13,0.34030282,1.0092156,1.2791163,7.167488
0.41889024,1.5121391,71507,328.5181210041046,-160.4692877783259,204.683,[ 0.804 -1.138  0.18   0.422  0.085],1.5104036,157.79636,200.09985,64.74,0.3657055,0.14121135,100.0,2.2180789,-2.4692154,-4.577637e-06,2051.0435,100.0,100,,1400,95.04265,1.068146,14,0.36736512,1.1369387,3.1420712,6.4385223
0.32988796,1.30714,78114,358.4148910045624,-161.21270324081715,201.311,[ 0.812 -1.142  0.169  0.395  0.091],1.5206527,152.12805,197.19562,66.07,0.34561956,0.14148125,100.0,2.5424495,-2.8815918,-8.926391e-06,1556.208,100.0,100,,1500,95.119934,1.0553643,15,0.3631496,1.1079321,2.080548,6.750969
3.820458,8.477391,83612,384.68070697784424,-150.3336675819446,255.1679,[ 0.829 -1.152  0.171  0.424  0.102],1.5788857,237.35588,228.84232,54.98,0.045041367,0.20274574,100.0,2.2990668,-2.9017944,-1.6784668e-06,185631.08,100.0,100,,1600,94.53133,1.4963031,16,0.64075625,3.7069924,37.42164,5.187172
10.453624,58.97874,88865,409.61374974250793,-148.82224895632677,312.0785,[ 0.854 -1.085  0.174  0.446  0.16 ],1.5397353,358.3248,245.3688,52.53,6.117157e-05,0.39438882,100.0,1.9541116,-2.1315613,2.4414062e-06,2474550.0,100.0,100,,1700,94.33382,2.143229,17,2.1484582,24.096704,105.30379,7.4570007
2.059625,6.3659773,93614,431.51458954811096,-143.47692158684234,290.49988,[ 0.933 -0.961  0.186  0.41   0.121],1.5371063,263.66754,261.98386,47.49,0.06463054,0.15612984,100.0,1.7909756,-2.2122269,1.0681152e-06,110268.9,100.0,100,,1800,93.957596,1.3483387,18,0.5343592,2.7328637,28.715351,5.329422
13.214751,99.64055,98577,456.1659553050995,-145.55930889888833,297.37256,[ 0.969 -0.907  0.176  0.33   0.118],1.6212442,364.11414,250.0209,49.63,0.040770374,0.3486483,100.0,2.1108258,-2.1785736,7.781982e-06,3341043.8,100.0,100,,1900,94.13422,2.1640115,19,1.9495982,11.111802,165.11217,5.54319
0.75296694,2.0013423,103517,480.2737293243408,-144.87556811502927,266.78326,[ 0.958 -0.997  0.167  0.355  0.202],1.6033254,211.97008,259.39465,49.4,0.12817748,0.11393112,100.0,2.0237937,-2.4739227,-5.645752e-06,13692.167,100.0,100,,2000,94.13458,1.1133329,20,0.34680402,1.3616867,4.965356,6.3788834
1.5567236,4.7336526,108022,502.4193458557129,-140.76052213584077,295.3869,[ 0.949 -0.946  0.179  0.381  0.184],1.6496148,250.376,277.8999,45.05,0.058311794,0.12826015,100.0,2.2124486,-2.4247818,7.858276e-06,68448.99,100.0,100,,2100,93.750916,1.2059228,21,0.42512316,2.331374,11.745167,7.8199997
0.3015665,1.2601228,112592,524.5441660881042,-141.80705697435812,283.18427,[ 1.    -0.908  0.182  0.406  0.23 ],1.662299,217.85443,277.5364,45.7,0.39224106,0.09560463,100.0,1.7327787,-2.1323853,-3.4332274e-06,2608.0525,100.0,100,,2200,93.79401,1.0425886,22,0.3016896,1.1099842,2.465185,5.1769333
0.9902991,2.1732302,116692,543.1716637611389,-137.52162969543454,317.60693,[ 1.048 -0.931  0.195  0.398  0.244],1.692153,254.4191,306.41318,41.0,0.20442963,0.09743174,100.0,1.6083825,-1.8418121,-1.9073486e-06,28771.672,100.0,100,,2300,93.291626,1.1259757,23,0.33107814,1.7403494,6.801666,7.174347
2.5717196,8.026548,120942,565.5203819274902,-138.1828739911024,326.73807,[ 0.985 -0.955  0.189  0.393  0.273],1.6913707,298.1708,297.51675,42.5,0.044501286,0.14423852,100.0,2.1588926,-2.552742,-1.3122559e-05,208632.64,100.0,100,,2400,93.49727,1.3782603,24,0.5381716,2.8551545,19.376709,7.742256
1.0522851,2.4357142,124917,585.1803865432739,-135.80384204994414,322.61407,[ 0.987 -0.839  0.163  0.309  0.272],1.681022,264.6467,315.4032,39.75,0.23272395,0.09538708,100.0,1.7368767,-2.364418,5.8746336e-06,31789.184,100.0,100,,2500,93.1671,1.1421783,25,0.3303089,1.281596,8.95493,4.968216
931.6003,440528.06,129391,607.7803876399994,-140.16535181690222,9331.79,[ 0.939 -0.8    0.187  0.281  0.262],1.486987,15420.645,287.5229,44.74,2.6639753e-09,95.48813,100.0,2.0603812,-2.6367722,-4.577637e-06,23300174000.0,100.0,100,,2600,93.73422,91.59525,26,3341.0742,12156.481,9653.23,6.659981
0.21536355,1.1250149,132911,627.9411132335663,-130.3191380147354,328.93604,[ 0.957 -0.567  0.181  0.116  0.068],1.4901812,275.3092,325.85223,35.2,0.5773812,0.072043724,100.0,2.1148832,-2.760971,-9.231568e-06,2484.6355,100.0,100,,2700,92.595505,1.015914,27,0.2618525,1.0630718,2.003348,7.6663513
0.65504557,2.019712,136546,644.6251697540283,-130.8646566167734,331.28314,[ 0.947 -0.581  0.181  0.103  0.071],1.4275101,293.02457,318.83817,36.35,0.106779836,0.08731669,100.0,2.7469523,-3.3539658,5.645752e-06,19628.86,100.0,100,,2800,92.78998,1.1271992,28,0.31522202,1.3715366,3.673883,8.272888
1.2216759,3.7922406,140109,664.4316000938416,-130.75161151423228,347.83575,[ 0.934 -0.594  0.181  0.106  0.008],1.4489981,309.30496,319.56372,35.63,0.07784425,0.09388546,100.0,2.1971343,-2.7173767,1.9073486e-06,67200.55,100.0,100,,2900,92.66058,1.207603,29,0.3584672,2.3528547,17.337341,7.958618
0.44581172,1.6570597,143815,681.7183318138123,-132.34611052511494,316.2245,[ 0.92  -0.651  0.166  0.11   0.03 ],1.4776518,272.2389,307.1905,37.06,0.42043164,0.08245415,100.0,2.0280144,-2.4296494,1.1444092e-05,9821.74,100.0,100,,3000,92.85774,1.0706244,30,0.29271173,1.1625965,3.9998255,5.6352158
36.54418,648.1879,147825,702.4425480365753,-134.93972768730464,538.4225,[ 0.942 -0.668  0.169  0.137  0.059],1.5691624,807.0221,292.24835,40.1,0.009091368,0.9082476,100.0,2.139113,-2.9971466,-3.5858154e-06,32666368.0,100.0,100,,3100,93.26984,4.484501,31,9.2297945,42.89723,465.8509,5.8521576
1.574426,4.140681,151596,723.4556977748871,-133.00395183249168,332.54745,[ 0.982 -0.612  0.134  0.199  0.15 ],1.5792776,285.2689,316.70447,37.71,0.07884328,0.09833819,100.0,2.246382,-2.7963562,1.1444092e-06,79498.586,100.0,100,,3200,92.94595,1.1660511,32,0.35812217,2.061084,15.3276825,6.510277
1.3853844,3.2435632,155699,743.0712232589722,-136.059048219372,309.15363,[ 0.917 -0.645  0.141  0.167  0.16 ],1.5970167,260.7536,292.52222,41.03,0.055306014,0.10376788,100.0,2.0724926,-2.9494247,6.713867e-06,62513.93,100.0,100,,3300,93.36783,1.1504227,33,0.36392027,2.3808143,9.614378,5.8476257
0.5452912,2.1449223,160460,765.9366490840912,-142.5169311220537,271.39157,[ 0.842 -0.677  0.128  0.156  0.178],1.5935874,214.74359,263.9061,47.61,0.08168338,0.10637774,100.0,2.4778948,-2.8275146,5.722046e-06,7143.0596,100.0,100,,3400,94.01315,1.0784173,34,0.33017153,1.2626396,3.5719967,7.951729
1.50898,7.421875,165111,787.7852311134338,-141.69489979383422,303.8083,[ 0.849 -0.73   0.141  0.127  0.174],1.607232,264.26602,268.83252,46.51,0.07252258,0.12785308,100.0,2.4118788,-2.788948,-3.967285e-06,54531.89,100.0,100,,3500,93.906906,1.3502281,35,0.43132028,1.7416928,31.591806,8.235512
2.1524978,9.528018,169925,809.4876737594604,-141.71432380516455,284.42468,[ 0.812 -0.758  0.162  0.08   0.188],1.6067847,256.72327,261.36618,48.14,0.030801667,0.15899992,100.0,3.4637792,-4.097046,-6.1035157e-06,120069.39,100.0,100,,3600,94.11241,1.3774413,36,0.5646459,2.0198412,25.848927,11.811401
2.0023868,4.3922925,174496,832.2407503128052,-139.4152512316843,294.53412,[ 0.815 -0.782  0.171  0.01   0.188],1.5781347,255.09007,270.9361,45.71,0.056473617,0.12021028,100.0,3.4841084,-3.768303,9.689331e-06,83652.51,100.0,100,,3700,93.90001,1.3077494,37,0.39840904,1.5366931,26.416447,14.735161
1.3338045,4.106445,179238,854.851794719696,-140.71432973237705,270.83408,[ 0.783 -0.681  0.134  0.013  0.159],1.5910048,219.87677,261.29294,47.42,0.053073876,0.11475334,100.0,3.839064,-4.026848,9.918213e-07,34204.418,100.0,100,,3800,94.065186,1.1483653,38,0.37010333,1.8044139,12.076886,14.101082
0.5841481,1.8334048,184573,878.532036781311,-146.63833396103698,246.86504,[ 0.716 -0.707  0.146  0.009  0.172],1.6130928,191.60765,237.95416,53.35,0.35726696,0.1197692,100.0,3.456049,-3.7655792,-2.2125244e-06,6046.924,100.0,100,,3900,94.50278,1.0959322,39,0.34832194,1.2618072,4.893506,11.807838
0.42836535,1.3604648,189391,901.2809073925018,-141.62587108142358,262.6974,[ 0.698 -0.709  0.129  0.012  0.194],1.629654,202.08719,259.3757,48.18,0.43145317,0.10246144,100.0,3.236316,-3.9947205,9.536743e-06,4364.0117,100.0,100,,4000,94.12097,1.0279454,40,0.31424934,1.1588858,2.3587985,15.005135
0.54962665,1.352026,194687,926.8509569168091,-146.08182219059347,247.20522,[ 0.681 -0.73   0.128 -0.005  0.211],1.6367211,183.813,244.19406,52.96,0.21833417,0.111928485,100.0,3.5862744,-4.056282,-4.9591063e-06,5064.6123,100.0,100,,4100,94.48332,1.0432417,41,0.3260091,1.2653922,3.3806777,11.854637
0.6583956,2.299516,200199,951.9464640617371,-146.25892367432425,243.25821,[ 0.723 -0.716  0.132  0.001  0.218],1.6378926,185.18759,234.26154,55.12,0.2839944,0.12359694,100.0,4.4293003,-5.450714,-4.272461e-06,5853.9546,100.0,100,,4200,94.46804,1.1326855,42,0.3546575,1.3719848,4.814458,13.660416
0.5743284,2.201583,204786,974.0383648872375,-138.40970156990005,279.17746,[ 0.759 -0.684  0.124 -0.011  0.219],1.6203414,222.61916,270.18027,45.87,0.15264821,0.10064502,100.0,4.877568,-4.5247726,2.822876e-06,8112.2046,100.0,100,,4300,93.74633,1.1075965,43,0.31891698,1.2721616,4.6320405,22.87201
0.9061791,2.3431492,210014,999.1587393283844,-145.34172923921167,252.7542,[ 0.837 -0.709  0.124 -0.035  0.201],1.6348054,198.15077,243.48502,52.28,0.23678157,0.11814885,100.0,4.586403,-4.0874786,-8.773804e-07,13107.371,100.0,100,,4400,94.286194,1.1402127,44,0.3507628,1.3365524,8.231642,33.094326
0.6596572,1.8108039,214256,1019.3274419307709,-136.1332778142838,304.07477,[ 0.866 -0.674  0.11  -0.024  0.216],1.6517527,240.43925,292.65778,42.42,0.26429734,0.09533239,100.0,3.919887,-3.7720947,8.087158e-06,12446.542,100.0,100,,4500,93.58165,1.1098593,45,0.31542066,1.4028589,4.338466,17.112762
4.986727,29.434896,218465,1040.4667837619781,-134.91125063501127,350.5865,[ 0.897 -0.653  0.125 -0.037  0.233],1.5984446,351.29413,294.19586,42.09,0.017251233,0.17529766,100.0,3.8425584,-4.6205597,2.9754638e-06,457433.97,100.0,100,,4600,93.24725,1.8080372,46,0.82557696,4.5351763,91.31157,17.563751
0.758755,2.7165403,223450,1065.0358216762543,-138.98515376314415,251.15904,[ 0.796 -0.677  0.119 -0.101  0.18 ],1.6035126,200.5738,245.57016,49.85,0.20843446,0.11385746,100.0,5.615163,-6.8629227,-8.7738035e-06,13414.124,100.0,100,,4700,94.06758,1.0978153,47,0.34707093,1.2341423,6.820249,19.649437
0.9492292,2.5169516,227957,1086.690842628479,-136.26557597501048,281.05615,[ 0.799 -0.666  0.107 -0.126  0.185],1.6101605,227.47475,269.27658,45.07,0.07328331,0.106292635,100.0,4.8501816,-5.3820267,3.8146973e-06,24275.363,100.0,100,,4800,93.63852,1.1207439,48,0.34458643,1.6971343,6.136185,20.01625
1.6551107,7.1203756,232049,1107.919133424759,-132.9194049420724,316.43924,[ 0.821 -0.617  0.122 -0.108  0.191],1.61915,280.02267,292.05902,40.92,0.03817158,0.124023825,100.0,3.969703,-5.0235214,4.653931e-06,87166.2,100.0,100,,4900,93.412636,1.2871059,49,0.4582493,3.2165668,18.789444,11.815414
0.73646253,2.6697557,235992,1128.0950281620026,-131.05371128882794,313.24512,[ 0.89  -0.597  0.154 -0.123  0.2  ],1.5806955,267.49127,302.35663,39.43,0.05073966,0.096099235,100.0,4.740967,-5.221817,5.8746336e-06,19781.492,100.0,100,,5000,93.230354,1.1529913,50,0.33481112,1.318393,4.889729,17.48304
807.7499,166742.53,240050,1147.5003225803375,-131.8988334057422,11293.636,[ 0.879 -0.575  0.132 -0.1    0.162],1.5450877,14863.656,294.4063,40.58,1.4109393e-07,80.9294,100.0,4.2970796,-5.4976044,1.4495849e-06,20426697000.0,100.0,100,,5100,93.31938,82.017235,51,1901.3334,26001.836,8335.202,17.065094
4.815551,14.457246,242899,1166.208655834198,-121.12647412327694,446.2232,[ 1.015 -0.342  0.137 -0.093  0.126],1.6484376,438.99664,397.1164,28.49,0.07077175,0.12908876,100.0,3.9547038,-4.4686203,-5.340576e-07,1410623.4,100.0,100,,5200,91.07753,1.446713,52,0.63911057,5.7462826,49.37126,21.222252
3.2902155,12.463697,245726,1183.2487246990204,-121.42086497870632,433.66528,[ 1.099 -0.316  0.143 -0.103  0.229],1.5761311,426.75018,408.71786,28.27,0.005016865,0.09874577,100.0,3.5069654,-3.8081436,4.119873e-06,651687.4,100.0,100,,5300,90.960175,1.3702352,53,0.4813869,2.6995869,32.99142,15.511902
0.8248864,2.5664463,248646,1198.2470722198486,-120.64623891011902,406.1748,[ 1.137 -0.383  0.114 -0.177  0.157],1.561164,352.23972,387.76215,29.2,0.23099478,0.071751006,100.0,3.9351408,-5.5743637,-1.3732911e-06,54200.383,100.0,100,,5400,91.412155,1.1265575,54,0.29475823,1.4826349,5.8621535,14.241135
0.95912707,3.200767,251591,1214.482875585556,-120.27920746768262,389.65277,[ 1.148 -0.363  0.128 -0.215  0.142],1.5994194,335.91272,379.07428,29.45,0.1517789,0.075253665,100.0,5.2497177,-5.8223114,7.3242186e-06,59159.46,100.0,100,,5500,91.323845,1.0949304,55,0.3091503,1.8075136,5.5548534,24.251198
0.09683824,1.0342536,254712,1231.5240881443024,-121.65025238737528,366.41376,[ 1.133 -0.397  0.101 -0.222  0.18 ],1.6015528,295.6494,365.109,31.21,0.6707495,0.06273257,100.0,5.840981,-6.2136307,-2.5177003e-06,589.10175,100.0,100,,5600,91.73976,1.0066428,56,0.24311641,1.0079174,1.5308657,24.415855
1.8663945,5.902794,257545,1246.0566184520721,-120.21482590882519,422.31152,[ 1.166 -0.415  0.101 -0.223  0.183],1.6537135,376.95886,397.84283,28.33,0.099503174,0.080236495,100.0,4.0611253,-4.851448,-6.1035155e-07,185617.52,100.0,100,,5700,91.10484,1.2174251,57,0.3486532,2.647427,15.486723,15.906708
0.6271191,1.5328071,260910,1264.2843687534332,-123.88532528999679,357.02612,[ 1.139 -0.473  0.098 -0.206  0.235],1.692127,287.64862,345.85104,33.65,0.42031637,0.07382884,100.0,4.9904447,-6.3224106,8.468628e-06,22087.959,100.0,100,,5800,92.234344,1.0659274,58,0.27550536,1.1608182,6.142956,21.75235
1.1693048,4.00549,264319,1278.9320833683014,-124.86119073744344,368.83447,[ 1.2   -0.513  0.109 -0.21   0.273],1.6804483,320.19342,345.80103,34.09,0.07565721,0.088016786,100.0,5.006679,-5.8396225,-1.8310546e-06,78599.13,100.0,100,,5900,92.31093,1.1935053,59,0.34252155,1.5447885,11.93807,16.94529
15.854497,181.168,267510,1295.4358077049255,-121.80021169078124,540.9286,[ 1.159 -0.508  0.092 -0.255  0.262],1.734522,638.29846,364.96182,31.91,0.0055848863,0.3680011,100.0,5.410325,-6.0985794,-3.8146973e-07,10445538.0,100.0,100,,6000,91.83577,2.6309881,60,3.6440544,51.13239,164.20007,17.211746
1.4973863,5.021928,270233,1313.6231598854065,-119.50148705291663,484.01013,[ 1.262 -0.384  0.103 -0.231  0.316],1.7936733,418.57385,430.34802,27.23,0.09607496,0.080416545,100.0,3.7444265,-5.0903397,1.9073486e-06,168035.88,100.0,100,,6100,90.70935,1.2734492,61,0.3595955,3.0811994,8.698897,10.25032
0.9225518,2.6332688,273311,1329.5167434215546,-121.79607600338134,403.90573,[ 1.203 -0.448  0.099 -0.229  0.375],1.7682654,329.47678,388.85236,30.78,0.02311346,0.07331937,100.0,4.8199553,-5.2011566,1.0681152e-06,49226.023,100.0,100,,6200,91.65077,1.1157393,62,0.29241043,1.8733184,5.2995605,17.207123
25.645676,268.8384,276745,1350.1680541038513,-123.82673765181919,518.0613,[ 1.141 -0.506  0.105 -0.233  0.349],1.7532103,652.08307,351.11002,34.34,0.0011744902,0.50500685,100.0,6.2687583,-6.8428802,-1.2207031e-06,16688354.0,100.0,100,,6300,92.21013,3.3354495,63,5.28362,58.379025,275.1317,33.224213
1.0284162,3.854979,280812,1368.828664779663,-129.23886514323792,324.43805,[ 1.065 -0.62   0.029 -0.231  0.334],1.7942439,258.2954,305.35773,40.67,0.17445406,0.10242417,100.0,5.7762375,-7.5469284,-4.8828124e-06,28803.7,100.0,100,,6400,93.19131,1.1985966,64,0.3531166,1.5785651,8.062507,20.249779
0.3596164,1.6104736,285008,1387.5082459449768,-131.68648841897047,313.94473,[ 1.059 -0.653  0.041 -0.208  0.375],1.7572228,241.27066,301.41592,41.96,0.28412822,0.09105184,100.0,5.9625072,-6.3365936,-3.8146973e-06,3788.75,100.0,100,,6500,93.24295,1.1217631,65,0.30156404,1.1681399,2.1358798,26.910995
99.73796,3697.1577,288767,1405.2710473537445,-128.15502882936542,1413.777,[ 1.117 -0.673  0.046 -0.215  0.338],1.7949133,1982.0654,329.5856,37.59,0.00061372056,1.6774267,100.0,5.0387144,-5.846962,3.2043456e-06,318505820.0,100.0,100,,6600,92.86257,10.452108,66,36.092598,310.87555,1037.4296,15.724991
0.38825893,1.478164,292402,1426.6296014785767,-122.9998132828795,345.3098,[ 1.279 -0.605  0.032 -0.308  0.376],1.8293805,259.42847,334.97845,36.35,0.3553751,0.079854466,100.0,7.2769303,-8.8157425,-9.9182125e-06,6620.7866,100.0,100,,6700,92.608406,1.0640736,67,0.28602916,1.1774342,3.1722035,31.069016
1.1242908,4.7478213,296043,1444.8199467658997,-124.88264373338203,365.24002,[ 1.271 -0.61   0.024 -0.291  0.41 ],1.8567673,287.88324,340.80634,36.41,0.043869533,0.09450542,100.0,7.0511875,-7.5054855,4.4250487e-06,47812.625,100.0,100,,6800,92.42606,1.1857656,68,0.35465237,1.968679,9.087884,23.201935
0.8543084,3.1939507,299607,1460.8405520915985,-125.05479641150264,383.68558,[ 1.238 -0.672  0.009 -0.332  0.438],1.8893075,305.71445,351.2726,35.64,0.117262214,0.09173943,100.0,5.9257245,-6.5739975,-6.4849855e-06,28677.86,100.0,100,,6900,92.44027,1.2321784,69,0.3435939,1.6351901,5.53484,16.829247
1.0620248,3.3525739,303740,1482.295749425888,-127.37512974661571,329.56708,[ 1.291 -0.659 -0.01  -0.292  0.47 ],1.9204237,247.85359,308.29974,41.33,0.1676032,0.100265205,100.0,7.983077,-8.742538,-1.2207031e-06,25878.105,100.0,100,,7000,93.2529,1.200094,70,0.34227085,1.8125734,9.850633,24.493988
2.3110948,11.470235,307737,1501.727754354477,-127.71657265636142,351.22028,[ 1.206 -0.687  0.005 -0.288  0.502],1.9251493,279.90854,324.7049,39.97,0.01650185,0.12311763,100.0,6.488099,-7.5289154,3.6621093e-06,158587.44,100.0,100,,7100,93.066,1.301485,71,0.48270848,3.4778345,21.056484,16.45047
0.43278575,1.4904546,311123,1519.680334329605,-124.24783843088015,383.20865,[ 1.261 -0.578 -0.014 -0.246  0.506],1.9565073,286.28055,370.49286,33.86,0.37756935,0.0725294,100.0,5.671079,-5.8274994,-6.1035157e-06,8818.036,100.0,100,,7200,92.176895,1.0708039,72,0.26956707,1.1868672,3.1643353,24.759102
2.6980817,11.139671,314538,1533.2386128902435,-123.40414777876315,400.0846,[ 1.347 -0.598 -0.017 -0.26   0.537],1.9978966,344.91827,368.5412,34.15,0.0422257,0.11071476,100.0,6.2459197,-6.7343597,-5.340576e-06,312028.4,100.0,100,,7300,92.273384,1.3769656,73,0.48175675,3.4730377,35.305702,19.73027
80.57273,3081.4966,317669,1549.0314807891846,-121.2122106005679,1079.794,[ 1.422 -0.53  -0.009 -0.307  0.579],2.0766704,1645.941,402.1186,31.31,0.0023061584,1.9102865,100.0,5.0430174,-6.2957764,-8.926391e-06,197673020.0,100.0,100,,7400,91.60494,8.396792,74,37.93162,224.66692,1280.1887,20.373085
1.4284099,4.860568,321399,1569.9085516929626,-127.90843636843977,395.3247,[ 1.364 -0.662 -0.017 -0.186  0.658],2.0560179,303.49597,360.8637,37.3,0.029473707,0.09923534,100.0,5.22067,-5.7822037,4.8065185e-06,73799.305,100.0,100,,7500,92.60073,1.2919782,75,0.37436196,2.5698528,11.210481,23.010582
29.387793,362.69745,324850,1587.70001745224,-126.21650827244436,577.2168,[ 1.424 -0.549  0.012 -0.179  0.637],2.0952358,701.1211,382.01794,34.51,0.026784953,0.29784104,100.0,4.9662185,-5.374077,-2.5177003e-06,21500988.0,100.0,100,,7600,92.20543,3.6209493,76,3.8409588,18.052626,315.83047,21.72313
0.5240722,1.604094,328534,1608.0707879066467,-126.141301481405,383.01447,[ 1.267 -0.615  0.05  -0.273  0.676],2.1283066,265.15616,368.31277,36.84,0.2839638,0.08129021,100.0,6.6514726,-6.790634,-3.3569336e-06,11556.829,100.0,100,,7700,92.62726,1.0838655,77,0.28937015,1.2342049,3.4124746,26.108643
0.53879535,1.74653,331977,1624.4972093105316,-123.36232333437835,395.8189,[ 1.376 -0.65   0.032 -0.283  0.709],2.1368313,277.07852,387.17535,34.43,0.33648145,0.075526565,100.0,6.004724,-6.8568573,-3.013611e-06,13600.93,100.0,100,,7800,91.94035,1.0583085,78,0.27943584,1.2458344,3.6349545,32.123714
13.967504,230.06473,335932,1643.0213029384613,-125.62140764957647,429.45215,[ 1.276 -0.639  0.003 -0.298  0.718],2.2149608,473.68805,342.65286,39.55,0.003797956,0.37971336,100.0,8.650224,-8.81514,7.6293944e-08,6898809.0,100.0,100,,7900,93.05941,2.3180394,79,3.4856446,28.206123,160.62822,30.876747
2.722763,9.710272,339071,1658.7751054763794,-122.3040600246108,471.9538,[ 1.42  -0.514  0.057 -0.295  0.796],2.300748,386.48938,423.31183,31.39,0.05212823,0.10926526,100.0,5.2097106,-5.7433395,2.822876e-06,362814.3,100.0,100,,8000,91.58701,1.404923,80,0.4691794,3.2430158,25.923553,24.128654
