MeanD2w0t,TimeElapsed,StdD2w0t,ReturnStepMaxmin,EntropyCoefficient,StdIW,MinD2w0t,MaxIW,EpLenMean,Weights,InitialReturnMean,J_sample_variance,InitialReturnStd,InitialBound,MeanIW,InitialReturnMin,ReturnStepMax,EpRewMean,InitialReturnMax,EpisodesSoFar,MaxD2w0t,Bound,MinIW,MeanEntropy,Iteration,TimestepsSoFar,EpThisIter,ReturnMeanIW,EmpiricalD2
0.19279742,1020.5305664539337,1.9000224,87.22317,100.0,4.5901966,,36.341717,17.73,[ 1.035 -0.053 -0.639  0.297 -0.58 ],-4.348755e-06,4557482.5,2.4100935,531.6228,1.7080848,-3.6501846,100.0,-109.67876201819394,8.099228,7400,77.98127,733.4352,0.016609695,0.8250987,74,160610,100,856.7836,12.281552
0.05992805,1033.0706052780151,0.34690997,87.52531,100.0,1.5668175,,12.589506,18.28,[ 1.041 -0.041 -0.653  0.248 -0.594],-2.670288e-06,495368.56,2.9641905,497.17493,1.2024341,-4.0954437,100.0,-109.8121276155624,8.075279,7500,5.5071015,560.8469,0.07397442,0.84074336,75,162438,100,594.8786,3.4492126
0.063504934,1046.336431503296,0.37902182,87.56215,100.0,1.4605407,,11.615419,18.24,[ 1.034 -0.076 -0.652  0.256 -0.578],5.4931643e-06,469288.8,2.7240856,513.2278,1.1279738,-4.073044,100.0,-109.937154661495,7.291054,7600,7.013837,547.3812,0.034063958,0.8391591,76,164262,100,568.88104,2.932556
0.040966347,1057.3431403636932,0.20929925,87.78417,100.0,0.48684847,,4.246423,18.75,[ 1.051 -0.06  -0.656  0.227 -0.58 ],-1.8310546e-06,43245.453,3.0803845,493.89978,1.0569658,-4.8563385,100.0,-109.66504029006984,6.5009995,7700,1.839947,510.2931,0.1797002,0.84284467,77,166137,100,514.29504,1.2279795
0.06593474,1068.5281541347504,0.52815056,86.41479,100.0,3.6451783,,37.66199,16.61,[ 1.036 -0.072 -0.659  0.213 -0.576],2.3651123e-06,2998060.5,2.7007365,569.23016,1.3429297,-4.0167236,100.0,-108.64493447661482,8.131683,7800,30.265463,655.6505,0.036123488,0.8797922,78,167798,100,719.7247,4.8355317
0.06098008,1079.8688080310822,0.36122957,87.11894,100.0,1.2771479,,7.6079817,17.54,[ 1.078 -0.071 -0.679  0.259 -0.539],-7.2479247e-06,368372.16,2.7851746,542.731,1.2370782,-4.4071198,100.0,-109.07419200476699,7.7073975,7900,7.609315,618.1444,0.046830297,0.8610482,79,169552,100,638.51184,2.4182787
0.038558327,1092.870579957962,0.20356819,87.077965,100.0,0.40941387,,2.984931,17.45,[ 1.081 -0.061 -0.66   0.206 -0.558],2.2888185e-06,40297.184,2.4898047,537.809,1.049933,-3.929329,100.0,-109.01034681428365,7.5945206,8000,1.4456972,554.14374,0.08204127,0.8392473,80,171297,100,551.94653,1.1939334
0.08768892,1105.0009310245514,0.58297116,86.615845,100.0,3.922071,,30.97708,16.86,[ 1.059 -0.049 -0.649  0.221 -0.58 ],2.7465821e-06,3646733.2,2.8383884,560.39496,1.6288068,-4.245735,100.0,-108.5507550896385,7.605835,8100,12.844553,781.9828,0.0020340746,0.68371063,81,172983,100,853.7394,5.003018
0.10069373,1118.4843664169312,0.68959576,86.79134,100.0,3.1142259,,30.25879,17.12,[ 0.994  0.025 -0.629  0.209 -0.735],-1.2969971e-06,2300343.2,2.3665438,531.55096,1.4430934,-4.3008423,100.0,-108.96877224659318,6.8536377,8200,15.048516,666.6968,0.006820243,0.697789,82,174695,100,753.9493,7.9134283
0.053173643,1131.1642882823944,0.31323937,86.48256,100.0,1.065732,,8.200101,16.77,[ 0.975  0.022 -0.599  0.218 -0.721],6.3323973e-06,300620.9,2.4914958,554.35486,1.196611,-3.7139206,100.0,-108.69427812025897,7.686966,8300,4.7134585,634.9761,0.17168309,0.7623013,83,176372,100,651.07465,2.1333497
0.039224774,1142.426706314087,0.21394363,86.37981,100.0,0.5077859,,4.181814,16.65,[ 0.995  0.023 -0.588  0.182 -0.657],5.569458e-06,71287.02,2.2716322,560.48096,1.0696194,-3.5691223,100.0,-108.38080534761069,7.6490326,8400,1.9279909,590.2468,0.23168367,0.75488126,84,178037,100,590.594,1.304932
0.039743263,1155.7345995903015,0.20692818,87.214096,100.0,0.5086785,,3.7051456,17.95,[ 0.998  0.038 -0.57   0.155 -0.664],5.722046e-06,58983.953,3.1804423,508.11044,1.086637,-4.262352,100.0,-109.61211537055397,8.248001,8500,1.6950152,543.8974,0.2897444,0.8062449,85,179832,100,554.57336,1.2047564
0.056703478,1164.8273484706879,0.31639758,86.94404,100.0,1.3604404,,10.546962,17.43,[ 0.992  0.031 -0.571  0.144 -0.613],6.027222e-06,426520.8,2.8858476,540.1778,1.2709372,-4.6918793,100.0,-108.79368179428367,9.133263,8600,5.01091,641.4413,0.067905135,0.79940474,86,181575,100,660.9739,2.4975097
0.93319666,1177.6987490653992,17.04852,87.06257,100.0,15.713531,,213.21191,17.71,[ 0.988  0.027 -0.609  0.15  -0.62 ],4.043579e-06,57577508.0,3.0143213,526.51904,2.334581,-4.0263443,100.0,-109.42713523946952,8.428734,8700,999.37946,859.81824,0.0011787976,0.80339354,87,183346,100,1168.0593,84.15694
2.849385,1190.7725949287415,66.89847,86.31271,100.0,56.416393,,575.6049,16.55,[ 1.006  0.058 -0.579  0.071 -0.616],-3.8146973e-07,761788400.0,2.9546344,567.58154,5.923025,-4.36055,100.0,-108.21626716597544,10.1894,8800,5703.6245,2356.5981,6.2441964e-06,0.6918402,88,185001,100,2987.2964,557.3069
28.446012,1205.7821221351624,1893.5435,86.69663,100.0,1411.5249,,14750.263,17.12,[ 1.067  0.084 -0.586  0.013 -0.727],-1.6784668e-06,343591600000.0,3.368842,534.77905,139.10645,-4.2506943,100.0,-108.70015786647338,9.859375,8900,157152.28,47137.082,0.0014603231,0.63662267,89,186713,100,59167.31,1590.3508
0.038819563,1220.3300228118896,0.2160022,86.13785,100.0,0.93176925,,6.0797877,16.22,[ 1.004  0.073 -0.657  0.017 -0.782],-2.670288e-06,232166.34,3.0350382,564.7453,1.1287961,-3.9960098,100.0,-107.92705101472829,11.299988,9000,3.05552,619.10645,0.21337831,0.64853585,90,188335,100,633.9438,1.6683183
0.1277084,1233.0101277828217,1.1842009,86.32851,100.0,4.3201823,,64.12363,16.67,[ 1.038  0.097 -0.642  0.018 -0.77 ],-1.1138916e-05,4599960.5,2.907429,556.88055,1.58035,-4.0875244,100.0,-108.67755962966936,10.337746,9100,104.3757,765.29486,0.011124931,0.67044353,91,190002,100,848.5522,12.485318
0.069252215,1243.8843388557434,0.4663901,86.28841,100.0,1.8495758,,19.165918,16.54,[ 1.034  0.167 -0.611  0.008 -0.748],-2.2125244e-06,937323.25,2.748104,551.8483,1.1721545,-4.110306,100.0,-108.22600255670903,8.587494,9200,10.573713,611.7214,0.05007425,0.7305564,92,191656,100,651.49414,4.4752016
3.5805426,1255.8934788703918,90.56194,86.34234,100.0,71.39499,,796.3862,16.62,[ 1.013  0.157 -0.603  0.026 -0.688],3.2043456e-06,1246713100.0,3.3195581,556.3604,7.6602764,-4.4779663,100.0,-108.25940918380348,10.888519,9300,11692.602,3073.6567,1.2272257e-05,0.717773,93,193318,100,3874.0374,998.71796
0.23530035,1268.9889442920685,2.3911266,85.9973,100.0,8.06252,,75.495125,16.13,[ 1.075  0.231 -0.587  0.005 -0.701],-2.9754638e-06,16488533.0,2.760467,581.3389,1.9264672,-3.79245,100.0,-107.78293967338197,8.457649,9400,76.94498,871.25757,0.00056218705,0.7152073,94,194931,100,1037.6012,29.718102
0.050308295,1281.743268251419,0.3206488,86.50188,100.0,1.7359939,,11.989124,16.8,[ 1.063  0.214 -0.555  0.018 -0.704],3.2043456e-06,673637.1,3.2025738,547.1005,1.2378097,-5.336998,100.0,-108.21262888492689,10.17942,9500,10.653379,617.6554,0.001958395,0.6777583,95,196611,100,662.47797,3.1883252
0.05939626,1292.8593082427979,0.3546034,87.1045,100.0,1.1514863,,8.697718,17.65,[ 1.027  0.208 -0.537 -0.005 -0.741],3.1280517e-06,302461.8,3.2307022,516.62775,1.1892664,-4.9487534,100.0,-108.300354444754,9.5182495,9600,19.02225,587.648,0.06854218,0.6849279,96,198376,100,611.3185,2.316282
0.17593846,1306.3419528007507,1.9299366,86.46102,100.0,4.987223,,35.487263,16.74,[ 1.011  0.173 -0.576  0.022 -0.734],-1.1367798e-05,5798512.5,2.9039443,554.72345,1.6757069,-4.452896,100.0,-108.25249469382476,10.007759,9700,101.372185,767.35864,0.0059335288,0.69183993,97,200050,100,883.869,20.735203
0.057588056,1319.7692794799805,0.3452816,86.85073,100.0,1.6860785,,11.92672,17.41,[ 1.     0.167 -0.528 -0.006 -0.727],-2.1362305e-06,632101.2,3.388274,529.053,1.1840227,-6.056633,100.0,-108.88367979502677,10.121704,9800,7.5973725,578.1649,0.007594981,0.6880347,98,201791,100,615.3635,3.6556778
0.08270772,1330.0933151245117,0.61101085,86.18397,100.0,2.8413131,,29.526129,16.4,[ 0.982  0.156 -0.506 -0.016 -0.731],6.1035157e-06,2037296.5,2.5865257,562.5252,1.4072481,-3.7484741,100.0,-108.1926695884374,10.919075,9900,15.636796,707.19,0.029503671,0.68119437,99,203431,100,764.8011,5.9634376
0.04314804,1341.9867877960205,0.24312912,85.92689,100.0,0.98829544,,7.392848,16.02,[ 0.97   0.141 -0.492  0.004 -0.738],1.2893677e-05,280962.1,2.2017457,579.59216,1.1471088,-3.961876,100.0,-108.20094220209818,8.709091,10000,2.779888,645.542,0.15201604,0.6513366,100,205033,100,660.21497,1.7093469
0.24023487,1355.569550037384,2.689394,86.60116,100.0,8.349644,,132.31801,17.02,[ 0.938  0.164 -0.467  0.02  -0.768],1.6021728e-06,16810008.0,2.7823544,534.8464,1.6935891,-4.1112595,100.0,-108.6646750884115,8.975357,10100,110.462296,732.72986,0.0010155156,0.6329147,101,206735,100,882.621,23.29228
0.044341203,1366.5131182670593,0.23564434,87.24497,100.0,0.8727045,,6.8870077,18.02,[ 0.998  0.146 -0.484 -0.031 -0.786],3.5858154e-06,163194.12,3.094524,496.50754,1.1421831,-5.942177,100.0,-109.28098802198163,8.352333,10200,3.1779616,539.5565,0.068489335,0.6049868,102,208537,100,575.4909,1.5470176
0.038665347,1378.705186843872,0.2017758,87.185486,100.0,0.3323657,,2.4474306,17.87,[ 0.987  0.153 -0.462 -0.051 -0.814],6.2561035e-06,26706.059,3.23665,497.22803,1.0483987,-4.6960983,100.0,-108.72961667704885,8.129379,10300,1.6564984,513.4976,0.21833411,0.60156924,103,210324,100,536.2884,1.1022177
0.21585469,1388.5222706794739,2.685303,86.74955,100.0,7.337109,,66.89432,17.21,[ 0.996  0.135 -0.476 -0.057 -0.817],2.3651123e-06,12615353.0,3.020132,525.47955,1.8859922,-4.148987,100.0,-109.01899630950648,10.746651,10400,143.9672,838.69073,0.00045422104,0.5947186,104,212045,100,968.3054,22.407784
0.095194854,1402.0376822948456,0.71924055,87.133446,100.0,3.6026933,,26.996243,17.63,[ 1.016  0.159 -0.472 -0.094 -0.824],2.4414062e-06,2740295.8,3.4062653,508.13623,1.68211,-4.945244,100.0,-108.12099792671663,9.718437,10500,21.883,760.2417,0.001278726,0.5658826,105,213808,100,835.8406,9.301052
0.07240389,1414.8266773223877,0.5412111,86.28018,100.0,1.5579711,,19.866869,16.61,[ 1.071  0.15  -0.506 -0.09  -0.853],1.0910034e-05,653585.3,2.8727882,543.17737,1.2079344,-3.6627884,100.0,-108.82874626903532,12.08873,10600,18.749403,614.8948,0.0126292845,0.54932374,106,215469,100,671.14734,4.206386
22.677706,1425.0211582183838,641.82214,86.19427,100.0,167.9388,,1712.7183,16.42,[ 1.087  0.171 -0.493 -0.122 -0.87 ],9.460449e-06,6644461600.0,3.0168428,545.85913,18.20925,-4.2522583,100.0,-108.38117901472351,10.57634,10700,67984.12,6277.4805,7.023489e-05,0.54051864,107,217111,100,9011.444,7550.5864
0.065582976,1437.4559199810028,0.6683333,86.25901,100.0,3.3966055,,26.272575,16.52,[ 1.132  0.248 -0.48  -0.133 -0.878],-1.1520386e-05,2840209.8,2.761187,542.4641,1.6508522,-4.095848,100.0,-108.36533465816365,9.374702,10800,82.42518,754.7021,0.02646301,0.53805095,108,218763,100,882.32904,6.6534386
0.04318173,1451.903873205185,0.24137588,86.30622,100.0,0.8483224,,6.4966946,16.57,[ 1.09   0.222 -0.482 -0.151 -0.881],-3.7384034e-06,195502.22,2.8524795,546.4582,1.0661132,-4.073929,100.0,-108.61163392756016,11.414772,10900,4.237423,571.9288,0.14109676,0.55161273,109,220420,100,596.04144,1.602273
0.15440547,1461.1822800636292,1.2994314,86.96036,100.0,4.4882646,,38.714706,17.53,[ 1.098  0.217 -0.497 -0.123 -0.867],4.348755e-06,4203396.0,3.646848,505.31082,1.6851586,-4.779457,100.0,-108.62610158373477,11.665222,11000,39.35494,687.03845,0.0073804846,0.548684,110,222173,100,838.501,19.858276
286.14682,1474.6328237056732,7811.0986,86.47641,100.0,784.3282,,8009.215,16.84,[ 1.071  0.204 -0.47  -0.125 -0.87 ],-4.8828124e-06,138201200000.0,2.5009983,529.7345,78.40379,-4.793251,100.0,-108.50670013264703,6.2907944,11100,548713.1,27631.783,9.7231234e-05,0.62405545,111,223857,100,37594.695,112625.58
0.038299236,1487.8062250614166,0.20898435,86.24832,100.0,0.50283885,,3.132612,16.42,[ 1.13   0.272 -0.464 -0.134 -0.795],6.2561035e-06,67690.695,3.2354107,552.76514,1.1058675,-4.3381424,100.0,-107.69393915538976,11.323944,11200,1.6637093,597.6001,0.1571844,0.6156917,112,225499,100,613.35925,1.3296353
0.046864476,1500.4029030799866,0.2709281,86.1518,100.0,0.97380024,,7.7251983,16.43,[ 1.124  0.28  -0.444 -0.134 -0.803],-7.171631e-06,257260.81,2.8339303,557.25635,1.1422743,-3.7076797,100.0,-108.80191346785148,11.729088,11300,3.2757998,610.60455,0.08416661,0.6278086,113,227142,100,640.9024,1.928779
0.04581124,1511.1135652065277,0.26709962,86.47408,100.0,1.2048769,,8.037656,16.83,[ 1.136  0.274 -0.459 -0.152 -0.791],3.0517579e-06,347239.16,3.0242662,541.4714,1.1939064,-5.4510193,100.0,-108.61429064837068,9.963722,11400,11.732559,602.7852,0.07108237,0.6099617,114,228825,100,643.4744,2.0189245
0.037610356,1522.3262112140656,0.20683886,86.28883,100.0,0.46007785,,3.60413,16.49,[ 1.149  0.259 -0.448 -0.188 -0.809],-9.841919e-06,59546.88,2.7589798,550.2594,1.0641197,-4.6860275,100.0,-108.16147197857768,7.633301,11500,2.730074,574.6907,0.20883593,0.6235331,115,230474,100,594.5986,1.2353894
0.38421977,1533.2782726287842,5.1713862,87.12935,100.0,13.894156,,112.801895,17.83,[ 1.136  0.25  -0.46  -0.198 -0.795],-8.7738035e-06,41588240.0,3.5700595,502.72018,2.7767887,-4.548195,100.0,-108.97059432940551,11.413078,11600,274.92935,1131.1578,0.0038629211,0.6616146,116,232257,100,1349.3529,95.28455
0.4724105,1547.1263856887817,7.117169,85.75622,100.0,13.602675,,112.31439,15.86,[ 1.041  0.235 -0.447 -0.197 -0.757],-2.5939942e-06,49763596.0,2.367726,577.40344,2.6666293,-3.7204437,100.0,-108.19234395950953,9.643539,11700,354.78735,1126.488,0.00012684609,0.6205737,117,233843,100,1450.3511,126.48689
0.9762385,1560.7612626552582,27.601606,86.443016,100.0,19.806768,,256.85016,16.79,[ 1.141  0.259 -0.461 -0.189 -0.798],1.0986329e-05,103224344.0,2.8229535,541.0238,3.1061826,-3.9888382,100.0,-108.95136218864205,12.228157,11800,3495.7617,1182.3209,0.0035468647,0.6157486,118,235522,100,1653.3578,92.7533
0.13130538,1575.0821597576141,1.3031819,85.74897,100.0,4.3159375,,36.114002,15.97,[ 1.123  0.287 -0.396 -0.228 -0.803],-1.9073486e-06,5087254.5,2.527797,579.8297,1.4055109,-4.3571854,100.0,-108.74444276631255,9.528801,11900,51.302162,683.192,0.0015555358,0.5399,119,237119,100,794.06964,13.626748
0.081687674,1588.9202573299408,1.1741573,86.44477,100.0,4.4931893,,45.408066,16.77,[ 1.118  0.259 -0.38  -0.214 -0.879],4.9591063e-06,4932260.0,3.3612936,532.7876,1.4329656,-4.72641,100.0,-108.34554676574166,11.886177,12000,109.77878,685.55707,0.008282207,0.5464965,120,238796,100,768.38434,8.717129
0.036261745,1601.0639989376068,0.2011934,85.971085,100.0,0.48754853,,5.744134,16.16,[ 1.131  0.302 -0.358 -0.213 -0.872],-4.348755e-06,72391.305,2.8523805,555.5463,1.1100497,-4.4832993,100.0,-108.1754931048698,11.383392,12100,2.7991288,607.79614,0.37355158,0.5752218,121,240412,100,632.1605,1.2267978
0.037291557,1614.677636384964,0.20568468,85.99147,100.0,0.56428885,,3.357675,16.19,[ 1.111  0.293 -0.373 -0.212 -0.844],-5.0354006e-06,86152.02,3.154233,560.08154,1.0822802,-4.453987,100.0,-108.13863417296984,12.227684,12200,1.691814,596.3168,0.23576804,0.5679041,122,242031,100,614.26953,1.3890295
0.04904763,1624.3229277133942,0.29537717,86.10299,100.0,1.3267498,,12.4033785,16.39,[ 1.126  0.292 -0.382 -0.22  -0.851],3.0517579e-06,483677.16,2.9868472,556.62415,1.118118,-3.9693146,100.0,-108.4657349505834,9.596931,12300,4.742562,604.10913,0.0744606,0.59681165,123,243670,100,628.7801,2.0161548
0.037358385,1634.9759137630463,0.20843108,85.90603,100.0,0.67333484,,5.9450974,16.16,[ 1.127  0.301 -0.378 -0.246 -0.822],-1.5258789e-07,125161.59,2.7710004,566.8079,1.0846639,-3.74086,100.0,-108.61583856702477,12.499016,12400,3.1626902,599.288,0.02475674,0.55562806,124,245286,100,619.3617,1.3271222
0.09169287,1646.9191839694977,0.72811776,86.12348,100.0,4.491076,,34.373756,16.37,[ 1.114  0.284 -0.395 -0.25  -0.863],-7.095337e-06,5252364.0,2.8801103,556.3207,1.6651472,-4.5368805,100.0,-108.31260126141622,7.571617,12500,36.95283,816.4811,0.0024260576,0.44922727,125,246923,100,907.58734,9.816478
0.059223592,1659.3964624404907,0.4181773,85.941124,100.0,2.215496,,19.559683,16.09,[ 1.082  0.244 -0.405 -0.246 -0.97 ],-2.822876e-06,1342880.1,2.8698049,552.52985,1.3574959,-3.7099686,100.0,-108.48144250129378,11.41584,12600,13.767302,697.2094,0.04170848,0.45930922,126,248532,100,766.38434,3.4908044
0.038433243,1670.3879330158234,0.21585365,86.19776,100.0,0.9884563,,9.83335,16.36,[ 1.104  0.257 -0.4   -0.27  -0.96 ],2.5177003e-06,260945.66,2.888543,539.0193,1.0963074,-3.5844498,100.0,-108.34307460811533,9.958107,12700,4.286031,569.50195,0.19999504,0.46988863,127,250168,100,615.36523,1.32651
0.08708226,1682.6392087936401,0.7601371,85.40628,100.0,3.4698513,,38.87952,15.38,[ 1.096  0.279 -0.385 -0.259 -0.949],-3.8146973e-07,3690601.0,2.513878,582.6239,1.3427318,-3.5747986,100.0,-107.46427683459211,9.606972,12800,21.621021,676.4235,0.007484534,0.44237164,128,251706,100,794.4835,4.8182073
0.038533285,1693.0906546115875,0.21216676,86.15689,100.0,0.47996202,,4.683077,16.43,[ 1.08   0.284 -0.385 -0.297 -0.977],2.5939942e-06,66347.59,2.647715,537.22296,1.086264,-4.181175,100.0,-108.8535208844573,11.153168,12900,2.9518294,577.3166,0.36802965,0.46958828,129,253349,100,611.37286,1.2656082
6.402722,1703.2522933483124,149.8593,86.16548,100.0,63.412987,,650.99365,16.41,[ 1.079  0.27  -0.401 -0.287 -0.949],-8.7738035e-06,897357100.0,2.9127092,538.12854,7.0829024,-4.007782,100.0,-108.35380746263985,12.865135,13000,12688.968,2252.0916,1.8774958e-06,0.43927383,130,254990,100,3465.6323,1542.0579
0.041043468,1715.4079880714417,0.23847608,85.67948,100.0,1.1291461,,7.683146,15.8,[ 1.102  0.301 -0.422 -0.307 -0.98 ],1.2969971e-05,361175.5,2.4681358,565.9192,1.0947996,-3.8125763,100.0,-108.28977788072409,10.036613,13100,3.31329,603.81824,0.09384885,0.4220638,131,256570,100,641.83484,2.1952941
0.11716988,1726.083075761795,1.0690223,85.809494,100.0,4.2690797,,35.565884,15.91,[ 1.079  0.293 -0.412 -0.313 -0.997],-4.043579e-06,4900175.5,2.7018685,558.4453,1.551159,-4.5094604,100.0,-107.90025681595627,9.223785,13200,39.637123,750.28723,0.001819283,0.41947234,132,258161,100,870.43695,17.245813
0.10644755,1737.8288521766663,1.0437698,86.62322,100.0,4.468366,,40.26803,16.97,[ 1.057  0.259 -0.409 -0.318 -0.999],3.8146973e-06,4597677.0,3.5453598,509.46475,1.5276048,-4.645851,100.0,-108.13095614174394,10.964996,13300,50.62288,711.24274,0.017683212,0.4531602,133,259858,100,801.4841,14.763833
0.039511614,1750.1213419437408,0.22025804,86.26084,100.0,0.62822396,,6.4192243,16.5,[ 0.972  0.259 -0.408 -0.303 -0.966],-6.3323973e-06,110308.805,3.1453934,534.869,1.0991699,-3.8394089,100.0,-108.43674979230472,13.318443,13400,3.1471825,570.33777,0.25387764,0.457684,134,261508,100,611.492,1.3284281
0.08779149,1760.6412599086761,0.9469207,86.439445,100.0,5.4010186,,55.382523,16.73,[ 0.987  0.269 -0.391 -0.3   -0.961],-6.866455e-06,6336642.5,3.2444875,523.96454,1.5828118,-5.248268,100.0,-108.21847189700297,12.206154,13500,99.21205,673.78143,0.032697156,0.45263606,135,263181,100,824.76605,5.0519958
0.043597315,1773.8524808883667,0.25248823,86.11263,100.0,0.95489764,,6.1709423,16.35,[ 1.003  0.26  -0.404 -0.262 -0.966],3.967285e-06,251052.73,2.8926919,542.7939,1.1415497,-4.3453674,100.0,-108.6979478536462,10.356262,13600,5.5568976,595.7969,0.05285026,0.46550384,136,264816,100,641.02435,1.8302172
0.049430195,1786.6215255260468,0.28207475,86.36922,100.0,1.3263127,,9.122957,16.62,[ 1.005  0.257 -0.387 -0.281 -0.953],1.0681152e-06,441579.44,3.3377204,528.12885,1.1344132,-4.8970184,100.0,-108.06200580753094,12.677216,13700,3.4043078,568.0207,0.06144594,0.4427333,137,266478,100,619.01117,2.318091
0.063820265,1798.9679214954376,0.43964657,86.283455,100.0,2.1401227,,16.293787,16.56,[ 1.018  0.257 -0.403 -0.289 -0.976],-2.2888185e-06,1133463.0,3.0170546,530.8887,1.3397682,-4.4139023,100.0,-108.16977814422819,12.00724,13800,20.221912,636.48724,0.012972172,0.43096903,138,268134,100,723.45233,4.309198
0.05334375,1810.0528347492218,0.3295591,86.02869,100.0,1.5708112,,10.347395,16.22,[ 1.009  0.252 -0.378 -0.302 -0.988],-8.468628e-06,669778.5,3.2280257,545.8418,1.2157689,-3.8242493,100.0,-108.24743584904395,12.868416,13900,10.34647,620.4973,0.07207704,0.41762483,139,269756,100,682.8072,2.3086152
0.038553912,1823.5568361282349,0.20852414,86.554306,100.0,0.47857946,,3.278308,16.9,[ 1.008  0.259 -0.361 -0.335 -1.001],4.577637e-06,59719.96,3.2058053,512.92535,1.0514097,-4.4106903,100.0,-108.21610034868107,13.396591,14000,2.3972995,529.88544,0.22498523,0.4205975,140,271446,100,571.2981,1.2525805
0.20085801,1833.7592618465424,2.6600535,85.959625,100.0,5.858406,,53.696198,16.12,[ 1.013  0.254 -0.362 -0.351 -0.998],-1.0604858e-05,9808417.0,2.9714513,542.4334,1.6080987,-3.8516388,100.0,-108.16384842228541,10.534744,14100,126.9574,710.70386,0.0034559024,0.40254012,141,273058,100,902.4067,15.48569
0.050189912,1845.6989996433258,0.3217734,85.84747,100.0,1.1555226,,11.783882,15.92,[ 1.017  0.237 -0.368 -0.312 -1.016],6.713867e-06,406622.9,3.5334058,550.89105,1.1291331,-4.2149353,100.0,-107.5876718574217,12.530457,14200,8.477828,605.7917,0.06609396,0.41597039,142,274650,100,649.7286,2.1267786
0.057918295,1857.6141076087952,0.4515908,86.09293,100.0,1.1253886,,9.218493,16.32,[ 1.038  0.213 -0.397 -0.304 -1.003],-1.197815e-05,367021.34,2.8050897,542.878,1.1382861,-4.62381,100.0,-108.3945937755134,12.126663,14300,26.162493,589.399,0.026672374,0.42236036,143,276282,100,641.0056,2.7197106
0.038513053,1870.166093826294,0.20989737,86.392715,100.0,0.696504,,3.694381,16.7,[ 1.03   0.198 -0.427 -0.288 -0.997],7.6293944e-08,117669.195,3.5825984,520.9562,1.0761235,-4.2438126,100.0,-108.23255354062593,12.25827,14400,1.8184974,550.1385,0.16835125,0.4199578,144,277952,100,589.1972,1.6034036
0.043531388,1882.0801694393158,0.25234705,86.25877,100.0,0.5249855,,4.829457,16.53,[ 1.046  0.21  -0.428 -0.288 -0.999],-2.2125244e-06,80562.02,2.886521,535.45264,1.0830921,-4.011612,100.0,-108.46794066753665,10.798676,14500,8.013454,570.88873,0.090142846,0.43328774,145,279605,100,603.7581,1.4632291
0.036924057,1892.3302338123322,0.19328791,87.0666,100.0,0.3119638,,2.85123,17.65,[ 1.034  0.197 -0.451 -0.273 -0.986],-2.670288e-06,20778.174,3.5791662,485.19617,1.0281616,-4.971321,100.0,-108.38577119244609,10.985306,14600,1.4169143,492.85785,0.3382676,0.4293391,146,281370,100,530.7146,1.0839262
0.1424039,1903.1907863616943,2.6543522,86.69587,100.0,11.943797,,122.235985,17.04,[ 1.042  0.195 -0.445 -0.273 -0.99 ],7.6293946e-07,31757108.0,3.0861278,513.4204,1.9018828,-4.4932404,100.0,-108.20528519328639,9.92244,14700,229.8964,762.65515,0.0030639023,0.42133996,147,283074,100,970.70123,24.768782
0.09945447,1916.653890132904,0.7248349,85.933914,100.0,4.404908,,39.514263,16.11,[ 1.061  0.226 -0.454 -0.241 -0.998],6.027222e-06,5432064.0,2.971227,548.5589,1.5685524,-3.820938,100.0,-108.4116142294903,13.318802,14800,16.394842,771.4155,0.0066170637,0.35650072,148,284685,100,874.8214,9.482739
0.039208014,1931.942132472992,0.21820904,86.136765,100.0,0.73961407,,4.8724833,16.34,[ 1.104  0.218 -0.483 -0.244 -1.062],-1.7089844e-05,147477.28,2.7516625,537.0634,1.0989656,-4.2775574,100.0,-108.21657720604189,10.014252,14900,4.28592,576.5333,0.16769731,0.35356155,149,286319,100,616.72217,1.4830898
0.2676533,1945.2613861560822,3.83897,86.62939,100.0,7.6278443,,62.781616,16.96,[ 1.094  0.24  -0.479 -0.219 -1.065],4.5776366e-07,14094266.0,3.5336573,510.58746,2.0786057,-4.0218124,100.0,-108.23407045477603,10.898514,15000,238.3959,906.3159,0.0006237302,0.35645673,150,288015,100,1076.4551,41.458073
0.043742064,1959.7337453365326,0.25192055,85.66695,100.0,1.0300105,,7.806775,15.78,[ 1.141  0.252 -0.482 -0.242 -1.062],-1.6021728e-06,297929.03,2.671208,556.23175,1.1362138,-3.6447296,100.0,-108.03368137712356,8.543175,15100,3.0800517,608.5583,0.0888695,0.34890524,151,289593,100,657.64954,1.9883026
0.053318407,1972.2136788368225,0.3035785,86.43373,100.0,1.4536754,,9.2389965,16.81,[ 1.131  0.255 -0.463 -0.248 -1.07 ],-5.41687e-06,536306.3,2.7022288,512.25635,1.2408246,-4.057678,100.0,-109.04534912912199,8.448082,15200,3.7581875,605.5571,0.0400012,0.33470798,152,291274,100,672.7102,2.7679706
0.05213678,1984.704252243042,0.31446195,86.23775,100.0,1.6587888,,14.230268,16.44,[ 1.149  0.252 -0.483 -0.247 -1.084],5.264282e-06,648935.4,3.11312,523.7541,1.2225595,-4.33313,100.0,-107.83075278081034,10.52655,15300,5.5530143,600.7465,0.03214445,0.3258817,153,292918,100,665.7038,3.370943
