Weights,Bound,EmpiricalD2,EpThisIter,TimeElapsed,J_sample_variance,MaxIW,Iteration,ReturnMeanIW,InitialReturnMin,ReturnStepMaxmin,MinIW,InitialBound,InitialReturnMean,InitialReturnStd,EpLenMean,ReturnStepMax,EpRewMean,MinD2w0t,MeanIW,StdIW,MaxD2w0t,MeanD2w0t,TimestepsSoFar,MeanEntropy,StdD2w0t,InitialReturnMax,EpisodesSoFar
[ 0.558 -0.553  0.217  0.393 -0.004],-1977.788,1.0001011,100,2683.000096797943,4.6026587,1.0273266,239,-97.51088,-99.762924,100.0,0.9541376,-1977.894,-97.720184,1.6887671,39.78,100.0,-136.17908943411717,,0.99733126,0.010862817,1.0004078,0.07956574,1049642,1.4141742,0.27062142,-92.53403,23900
[ 0.557 -0.554  0.217  0.394 -0.005],-2070.1226,1.0003612,100,2694.03351020813,4.6651692,1.0424308,240,-97.56574,-99.60006,100.0,0.94221985,-2070.27,-97.85452,1.542089,46.73,100.0,-143.24887642091804,,0.99693525,0.017516822,1.000592,0.09347181,1054315,1.4149486,0.2911071,-93.06886,24000
[ 0.557 -0.554  0.217  0.393 -0.004],-2014.5768,1.0000511,100,2704.835540294647,2.6703956,1.0169214,241,-97.74387,-99.63596,100.0,0.98398143,-2014.608,-97.80604,1.5729679,39.19,100.0,-135.72733113446913,,0.9991896,0.006105713,1.0001271,0.07838175,1058234,1.4146981,0.26877078,-92.679695,24100
[ 0.556 -0.555  0.217  0.393 -0.004],-2045.1908,1.0005019,100,2716.852124452591,5.4078765,1.0549711,242,-97.14186,-99.58803,100.0,0.94273436,-2045.3364,-97.422516,1.6684673,46.03,100.0,-142.081295188192,,0.9967133,0.021097114,1.0006441,0.09207154,1062837,1.4151297,0.2891549,-92.85454,24200
[ 0.557 -0.554  0.217  0.392 -0.004],-1955.2211,1.0001487,100,2729.4465498924255,4.846443,1.0302651,243,-97.32578,-99.6834,100.0,0.96821034,-1955.3035,-97.4843,1.8409688,45.2,100.0,-141.3466897560697,,0.99821097,0.01229611,1.0002668,0.090406485,1067357,1.4159291,0.28678066,-91.601555,24300
[ 0.558 -0.555  0.217  0.392 -0.003],-1999.7856,1.0000379,100,2741.554365158081,2.9072516,1.0161176,244,-97.52968,-99.75238,100.0,0.98175323,-1999.8182,-97.59006,1.735596,44.94,100.0,-141.1766305853708,,0.9993528,0.0053935493,1.0000905,0.089881964,1071851,1.4160438,0.28602087,-92.890945,24400
[ 0.558 -0.555  0.217  0.392 -0.003],-2017.0319,1.00057,100,2752.006822824478,6.626147,1.0674844,245,-97.20007,-99.73811,100.0,0.935351,-2017.1941,-97.513504,1.8395975,44.94,100.0,-141.09672070860634,,0.99662554,0.023505554,1.0007268,0.08989219,1076345,1.4161005,0.28605565,-92.00263,24500
[ 0.556 -0.555  0.217  0.391 -0.003],-2052.5046,1.0001198,100,2764.0614626407623,4.2920594,1.0330123,246,-97.18346,-99.55033,100.0,0.9677264,-2052.5442,-97.25373,1.9219986,42.69,100.0,-138.58511289004682,,0.9991273,0.010096107,1.0001628,0.085382454,1080614,1.4160175,0.2794595,-91.02864,24600
[ 0.556 -0.556  0.217  0.391 -0.003],-1965.8547,1.0001183,100,2776.9122955799103,3.3245184,1.0181949,247,-97.50336,-99.70117,100.0,0.9674517,-1966.007,-97.71359,1.7269564,41.93,100.0,-138.33297648722328,,0.99755687,0.0108999275,1.0003202,0.08386416,1084807,1.4160372,0.2771815,-91.85454,24700
[ 0.558 -0.557  0.217  0.391 -0.003],-1981.924,1.0001942,100,2789.7757358551025,3.8977096,1.0402986,248,-97.20714,-99.61444,100.0,0.96220696,-1982.0707,-97.491425,1.7878721,47.15,100.0,-143.25891502523646,,0.99669045,0.011279587,1.0006838,0.09431176,1089522,1.4165407,0.29227385,-92.120636,24800
[ 0.558 -0.556  0.217  0.389 -0.002],-2027.4475,1.0003388,100,2802.1122632026672,4.225034,1.0558654,249,-97.278915,-99.580826,100.0,0.9451922,-2027.5709,-97.515305,1.5864588,46.25,100.0,-142.402229408016,,0.99716115,0.017913653,1.0004997,0.092509,1094147,1.4160142,0.28974918,-92.443436,24900
[ 0.558 -0.555  0.217  0.39  -0.003],-2046.2815,1.0002744,100,2813.4933094978333,4.6138153,1.0572153,250,-97.450935,-99.56193,100.0,0.9715002,-2046.4059,-97.6832,1.673935,45.93,100.0,-142.26750498434106,,0.9978077,0.016506456,1.0005105,0.09186871,1098740,1.416355,0.28886473,-91.7198,25000
[ 0.558 -0.553  0.217  0.39  -0.003],-2044.7527,1.0000372,100,2824.7041409015656,3.660695,1.0175557,251,-97.63823,-99.69162,99.99334,0.98221797,-2044.7836,-97.695305,1.7912238,39.18,100.0,-135.60813633141487,,0.9992847,0.0056856764,1.0000975,0.07836132,1102658,1.4159307,0.26873446,-90.55904,25100
[ 0.558 -0.552  0.217  0.39  -0.003],-1968.0806,1.0007833,100,2836.844667673111,6.5767198,1.0629331,252,-97.08034,-99.59819,100.0,0.906955,-1968.3231,-97.54984,1.7833117,42.01,100.0,-138.24908682469598,,0.9942411,0.025278388,1.0013456,0.0840377,1106859,1.4161022,0.27746746,-91.4371,25200
[ 0.56  -0.552  0.218  0.39  -0.003],-2046.2671,1.0001035,100,2849.0152204036713,3.9953516,1.021122,253,-97.484024,-99.64093,100.0,0.9703291,-2046.3334,-97.61067,1.6232508,43.44,100.0,-139.72316513820735,,0.9985336,0.010261896,1.0002292,0.08688401,1111203,1.4160157,0.28166345,-90.65629,25300
[ 0.56  -0.553  0.217  0.39  -0.003],-2079.9136,1.0000676,100,2859.5836482048035,5.388726,1.0158796,254,-96.993965,-99.690735,100.0,0.9760039,-2080.0015,-97.15991,1.9439845,45.8,100.0,-141.5770039433341,,0.99820167,0.0074456553,1.0002414,0.09160554,1115783,1.4161005,0.28847837,-90.70178,25400
[ 0.56  -0.553  0.217  0.391 -0.003],-2071.5093,1.0001769,100,2870.1848754882812,4.2953873,1.0424198,255,-97.21585,-99.54052,100.0,0.96628124,-2071.6514,-97.50233,1.6500053,41.23,100.0,-137.42261663458342,,0.9967337,0.012661769,1.0005802,0.0824688,1119906,1.4156501,0.27509838,-92.442955,25500
[ 0.558 -0.552  0.217  0.392 -0.003],-1975.4905,1.0002192,100,2881.4067170619965,5.1459246,1.0543453,256,-97.43902,-99.64336,100.0,0.9474282,-1975.6831,-97.7842,1.4763625,42.07,100.0,-138.53958658955736,,0.9959665,0.015325241,1.0005704,0.08415116,1124113,1.4155848,0.27763253,-93.24352,25600
[ 0.557 -0.551  0.217  0.393 -0.003],-2033.033,1.0000191,100,2892.4749393463135,3.829334,1.0143225,257,-97.31045,-99.67125,100.0,0.9818716,-2033.0538,-97.34552,1.8794515,46.48,100.0,-142.4545520525528,,0.9996428,0.004582472,1.0000507,0.0929609,1128761,1.4154047,0.29037616,-91.542984,25700
[ 0.557 -0.552  0.217  0.393 -0.004],-2012.6915,1.0004663,100,2903.908597946167,3.9569294,1.0556575,258,-97.21802,-99.67883,100.0,0.95202714,-2012.8522,-97.53575,1.6821303,46.23,100.0,-142.39359770358425,,0.99618703,0.018376807,1.0007193,0.092473,1133384,1.4146985,0.28970838,-92.2106,25800
[ 0.556 -0.552  0.216  0.392 -0.004],-2075.5117,1.0000179,100,2915.2370352745056,3.0628111,1.0096036,259,-97.65267,-99.716034,100.0,0.98781425,-2075.535,-97.69451,1.7623496,43.08,100.0,-139.4388127149594,,0.99951,0.0039796503,1.0000672,0.08616105,1137692,1.4146092,0.2806005,-91.69478,25900
[ 0.555 -0.551  0.216  0.392 -0.004],-2032.0093,1.0001525,100,2927.263563156128,4.670084,1.034033,260,-97.31691,-99.60292,99.9802,0.9626523,-2032.0792,-97.454346,1.900573,43.86,100.0,-139.96005149012754,,0.99832016,0.012156253,1.00028,0.08772518,1142078,1.4150174,0.2828979,-91.1671,26000
[ 0.556 -0.551  0.217  0.392 -0.004],-1961.0446,1.0000509,100,2939.1830842494965,2.675247,1.0190079,261,-97.83086,-99.62271,100.0,0.9776532,-1961.0947,-97.924774,1.5793597,44.32,100.0,-140.9280577668525,,0.9988706,0.006369092,1.0002824,0.088643014,1146510,1.4153851,0.2842225,-93.54318,26100
[ 0.556 -0.551  0.216  0.392 -0.004],-2058.0645,1.0007166,100,2950.443197965622,6.1650724,1.0517342,262,-97.086235,-99.49425,100.0,0.9135888,-2058.349,-97.61276,1.5605986,42.3,100.0,-138.61667320457266,,0.9931531,0.027121669,1.0011324,0.08461832,1150740,1.4160227,0.2783548,-91.817474,26200
[ 0.557 -0.551  0.217  0.391 -0.003],-1960.5737,1.0000257,100,2961.7470438480377,2.8313265,1.0118979,263,-97.38652,-99.66547,100.0,0.97995436,-1960.5929,-97.42303,1.6498039,42.08,100.0,-138.165713095427,,0.9995636,0.0053286003,1.0000571,0.08416111,1154948,1.4155706,0.2776277,-92.57022,26300
[ 0.558 -0.551  0.217  0.391 -0.003],-1977.537,1.0000784,100,2972.8811123371124,3.9440844,1.0284036,264,-97.297485,-99.621475,100.0,0.95503765,-1977.6051,-97.43133,1.684618,41.03,100.0,-137.10797896561579,,0.99862087,0.009676349,1.0002108,0.08206422,1159051,1.4146928,0.2744749,-92.543655,26400
[ 0.557 -0.55   0.217  0.392 -0.004],-1981.5293,1.0003129,100,2985.6806919574738,5.5855713,1.0395442,265,-96.81613,-99.5675,100.0,0.9513488,-1981.6837,-97.104515,2.1181169,42.96,100.0,-138.69649667119123,,0.9966419,0.017100576,1.0005348,0.08593049,1163347,1.4141753,0.28028193,-90.151726,26500
[ 0.556 -0.55   0.216  0.391 -0.005],-2033.3206,1.0000834,100,2998.0995388031006,4.143655,1.0290105,266,-97.56725,-99.66725,100.0,0.97884774,-2033.367,-97.65854,1.8167336,42.6,100.0,-138.94519176478966,,0.99900365,0.009678439,1.0001807,0.0852029,1167607,1.4144286,0.27919403,-90.827965,26600
[ 0.556 -0.549  0.216  0.391 -0.005],-2009.6318,1.000467,100,3012.790104150772,6.222858,1.045969,267,-97.218376,-99.70349,100.0,0.94403243,-2009.8027,-97.55356,1.8108237,43.97,100.0,-140.1764310723843,,0.99590385,0.019487014,1.0007132,0.087952346,1172004,1.4145149,0.28323773,-91.03918,26700
[ 0.556 -0.551  0.216  0.391 -0.004],-2038.2303,1.0000644,100,3025.6548981666565,3.2652779,1.0213536,268,-97.37539,-99.67967,100.0,0.97116476,-2038.2937,-97.49495,1.6393027,47.93,100.0,-144.07072983725718,,0.9985273,0.006708338,1.000171,0.09586439,1176797,1.4150392,0.294411,-92.63107,26800
[ 0.555 -0.55   0.216  0.391 -0.004],-2071.8403,1.0002578,100,3039.4181854724884,4.6377444,1.0425233,269,-97.334694,-99.568146,100.0,0.96042085,-2071.932,-97.51416,1.7415504,46.02,100.0,-142.16685769721096,,0.99781966,0.013864817,1.0004536,0.0920474,1181399,1.4150445,0.28911418,-91.34659,26900
[ 0.554 -0.55   0.215  0.391 -0.004],-2047.8202,1.0002171,100,3050.021010160446,3.7514477,1.0351895,270,-97.456314,-99.72822,100.0,0.97362906,-2047.903,-97.61242,1.7733146,42.64,100.0,-138.91075432194876,,0.9981782,0.012108875,1.0003458,0.08528551,1185663,1.4154695,0.27931067,-92.738525,27000
[ 0.554 -0.549  0.215  0.391 -0.003],-1979.8511,1.0005815,100,3061.1346662044525,5.7490396,1.0531639,271,-97.30585,-99.676765,100.0,0.92869866,-1980.0087,-97.60836,1.6677978,45.58,100.0,-141.83587104230526,,0.99611706,0.022804406,1.0007439,0.09117298,1190221,1.4154644,0.28787062,-92.42463,27100
[ 0.555 -0.548  0.216  0.391 -0.004],-2051.721,1.0000086,100,3072.797486305237,2.8777049,1.0073241,272,-97.7764,-99.58363,100.0,0.99256337,-2051.7356,-97.800285,1.7027478,42.03,100.0,-138.55020237802108,,0.99971455,0.002457825,1.0000288,0.08406039,1194424,1.4155861,0.27748942,-89.90271,27200
[ 0.556 -0.548  0.216  0.391 -0.003],-2036.2328,1.0002161,100,3084.4944756031036,5.064672,1.0479224,273,-97.277695,-99.65981,100.0,0.9534675,-2036.3658,-97.53942,1.6728046,44.53,100.0,-140.7191446808795,,0.99705565,0.013835664,1.0004541,0.08907019,1198877,1.4151294,0.2848645,-92.05046,27300
[ 0.555 -0.547  0.216  0.392 -0.004],-2050.0571,1.0001463,100,3096.7164390087128,4.5256534,1.0361913,274,-97.42414,-99.55817,100.0,0.9480247,-2050.1697,-97.64677,1.6287044,44.77,100.0,-141.0640329044396,,0.9973119,0.013174133,1.0003396,0.089548126,1203354,1.4159095,0.28555658,-92.87953,27400
[ 0.555 -0.547  0.216  0.393 -0.003],-2009.8654,1.0000666,100,3107.717730998993,3.4018638,1.0269938,275,-97.571495,-99.69351,100.0,0.97437567,-2009.9165,-97.66741,1.8215958,42.14,100.0,-138.5100434369848,,0.99888515,0.007888648,1.0001625,0.0842829,1207568,1.4164671,0.2778248,-91.89989,27500
[ 0.556 -0.547  0.216  0.393 -0.002],-2047.1536,1.0003154,100,3119.6195483207703,4.902203,1.0346628,276,-97.50189,-99.58894,100.0,0.91096574,-2047.3044,-97.789734,1.6284605,46.39,100.0,-142.8555655040513,,0.99627167,0.018858412,1.0006307,0.09279066,1212207,1.4155912,0.2901532,-92.29252,27600
[ 0.557 -0.547  0.216  0.394 -0.003],-2051.3955,1.0000628,100,3132.6641116142273,3.081006,1.0169907,277,-97.42073,-99.64612,100.0,0.9800751,-2051.44,-97.50455,1.6240131,47.24,100.0,-143.3786567858241,,0.99876577,0.007500639,1.000168,0.094482616,1216931,1.4160155,0.29251334,-92.22656,27700
[ 0.556 -0.547  0.216  0.394 -0.003],-2022.6519,1.0000542,100,3142.752112388611,2.8320763,1.0192447,278,-97.528114,-99.69562,100.0,0.98201364,-2022.6989,-97.612434,1.5789057,41.68,100.0,-137.97047205383262,,0.99915236,0.0065316274,1.0001546,0.083362326,1221099,1.4165618,0.2764383,-93.09804,27800
[ 0.557 -0.547  0.217  0.394 -0.002],-2039.1576,1.0004596,100,3154.0166993141174,5.3121123,1.062704,279,-97.24323,-99.584625,100.0,0.95449,-2039.3179,-97.56306,1.6798805,40.59,100.0,-136.84224713302257,,0.99590814,0.018161206,1.0006123,0.08119072,1225158,1.4173378,0.27314726,-92.722664,27900
[ 0.556 -0.548  0.216  0.394 -0.002],-1946.761,1.0007669,100,3164.2241291999817,7.5942593,1.078415,280,-97.18068,-99.73122,100.0,0.9193698,-1947.0178,-97.67454,1.8386493,39.43,100.0,-135.78394552680314,,0.9945625,0.024994384,1.001005,0.0788758,1229101,1.4165682,0.26957855,-90.7885,28000
[ 0.555 -0.549  0.216  0.394 -0.002],-2017.0215,1.0002462,100,3177.2083599567413,5.0543804,1.039879,281,-97.24809,-99.560814,100.0,0.9508012,-2017.1157,-97.43519,1.727801,41.79,100.0,-137.8722538156435,,0.9975607,0.014034974,1.0004159,0.08358663,1233280,1.4160099,0.2767816,-92.0165,28100
[ 0.554 -0.55   0.216  0.394 -0.003],-2019.5731,1.0012835,100,3190.823052406311,9.19387,1.0877057,282,-96.76774,-99.64013,100.0,0.90243435,-2019.9536,-97.513115,1.7278876,45.59,100.0,-141.72019846772923,,0.9917718,0.035162423,1.0017236,0.09121018,1237839,1.4155912,0.28796604,-92.805824,28200
[ 0.555 -0.548  0.217  0.394 -0.003],-2011.2501,1.0002288,100,3201.78453207016,4.72529,1.0461073,283,-97.37823,-99.6909,100.0,0.94822645,-2011.3319,-97.53283,1.7027521,41.91,100.0,-138.12212002517236,,0.9976517,0.014066433,1.0003158,0.0838248,1242030,1.4156748,0.27712473,-91.24962,28300
[ 0.554 -0.549  0.216  0.394 -0.003],-2029.9248,1.0001696,100,3213.1360857486725,3.977251,1.0427663,284,-97.45979,-99.69004,99.99577,0.96463215,-2030.0546,-97.66629,1.6219718,43.36,100.0,-139.68865878659318,,0.9974528,0.012209227,1.000391,0.08672586,1246366,1.4160101,0.28143293,-92.29789,28400
[ 0.552 -0.548  0.216  0.394 -0.003],-2077.8242,1.0000257,100,3224.7861320972443,2.6431594,1.0093038,285,-97.61594,-99.68627,100.0,0.98584515,-2077.8362,-97.63752,1.6777405,45.83,100.0,-142.13629230438008,,0.99965346,0.0040816125,1.0000442,0.09166057,1250949,1.4160383,0.2885438,-91.715225,28500
[ 0.553 -0.548  0.216  0.394 -0.003],-2060.6025,1.0004503,100,3234.747542142868,5.4223776,1.0517571,286,-97.12929,-99.71914,100.0,0.9532206,-2060.7583,-97.40921,1.8340693,45.9,100.0,-141.936309757518,,0.9963148,0.018475495,1.0007113,0.09181074,1255539,1.4165621,0.2887704,-92.4471,28600
[ 0.551 -0.548  0.215  0.394 -0.002],-2041.805,1.0000855,100,3246.9686362743378,4.230966,1.0198629,287,-97.24746,-99.52578,100.0,0.9711001,-2041.8599,-97.35494,1.9147147,45.03,100.0,-141.0136150777649,,0.9988185,0.008574484,1.0001849,0.090063654,1260042,1.4161017,0.28628674,-91.94998,28700
[ 0.551 -0.547  0.216  0.394 -0.003],-1963.1499,1.0000781,100,3258.5944368839264,4.064697,1.024041,288,-97.3629,-99.743744,100.0,0.97410715,-1963.179,-97.41947,1.9885178,44.34,100.0,-140.38948089801545,,0.999175,0.0082354,1.0001135,0.08868203,1264476,1.4164658,0.28429338,-90.69551,28800
[ 0.552 -0.547  0.216  0.394 -0.002],-2006.6133,1.000165,100,3268.0138442516327,4.786522,1.0489941,289,-97.46299,-99.70182,100.0,0.95733774,-2006.7263,-97.67675,1.5182899,41.78,100.0,-138.1477407842168,,0.9973673,0.014634077,1.0004841,0.0835659,1268654,1.416107,0.27675262,-92.32991,28900
[ 0.55  -0.546  0.215  0.395 -0.003],-2022.5193,1.0000958,100,3280.4012417793274,3.3023598,1.024853,290,-97.33864,-99.58891,100.0,0.9588861,-2022.6809,-97.59451,1.5028828,43.73,100.0,-140.01154478805663,,0.9967928,0.009994796,1.000394,0.08746631,1273027,1.4160099,0.2825343,-92.45425,29000
[ 0.551 -0.548  0.216  0.394 -0.003],-2018.4976,1.0003488,100,3291.870039701462,5.3882,1.044834,291,-97.308975,-99.72243,100.0,0.94130194,-2018.6254,-97.55029,1.6604743,41.08,100.0,-137.3153414773852,,0.99738467,0.019077152,1.0005126,0.08216834,1277135,1.4155649,0.27462748,-92.01327,29100
[ 0.551 -0.549  0.216  0.394 -0.003],-2030.0027,1.0000322,100,3306.193329334259,4.4971704,1.0298184,292,-97.57718,-99.63814,100.0,0.9705236,-2030.0402,-97.65183,1.85185,45.29,100.0,-141.579122222236,,0.9990889,0.0066368324,1.0001311,0.090582825,1281664,1.4154686,0.2870233,-91.3227,29200
[ 0.551 -0.549  0.215  0.395 -0.003],-2045.3553,1.0003786,100,3320.323230981827,4.7136636,1.0415411,293,-97.33621,-99.69787,100.0,0.9444204,-2045.464,-97.55004,1.7961822,48.31,100.0,-144.51009959968303,,0.9971511,0.017951328,1.0005021,0.09662933,1286495,1.4150461,0.29547003,-90.29569,29300
[ 0.552 -0.548  0.216  0.395 -0.004],-2067.8325,1.0000943,100,3334.636675596237,3.6239712,1.0277057,294,-97.29529,-99.597885,100.0,0.9650897,-2067.9224,-97.47157,1.740146,49.18,100.0,-145.26167317483925,,0.9977114,0.010418882,1.0003551,0.09836696,1291413,1.4156753,0.29782385,-92.88782,29400
[ 0.553 -0.549  0.216  0.395 -0.003],-2039.4491,1.0002339,100,3346.5555028915405,4.153817,1.0334415,295,-97.63223,-99.66853,100.0,0.9564279,-2039.5261,-97.77131,1.5951982,43.91,100.0,-140.36275315960313,,0.9983122,0.01545278,1.0003598,0.08782498,1295804,1.415655,0.28305194,-91.90339,29500
[ 0.555 -0.55   0.216  0.395 -0.003],-2030.8883,1.0000491,100,3357.7850244045258,3.5956607,1.0170882,296,-97.32818,-99.63202,100.0,0.97681594,-2030.933,-97.41486,1.7594951,47.66,100.0,-143.65313825824086,,0.99885935,0.0069439113,1.0001546,0.09532302,1300570,1.4150372,0.2936703,-92.80615,29600
[ 0.554 -0.549  0.216  0.395 -0.004],-2046.0609,1.0000398,100,3368.0069591999054,3.875747,1.0178024,297,-97.32469,-99.661865,100.0,0.98078704,-2046.0779,-97.35522,1.925842,44.34,100.0,-140.29979139849522,,0.9996329,0.006345354,1.0000608,0.0886809,1305004,1.4149537,0.28428975,-90.56743,29700
[ 0.554 -0.55   0.216  0.395 -0.004],-1982.0945,1.0004047,100,3378.828652858734,6.0850425,1.0457233,298,-97.40109,-99.78172,100.0,0.94397587,-1982.2313,-97.65213,1.6897326,45.09,100.0,-141.39079108256064,,0.99707216,0.020844776,1.0005606,0.090189554,1309513,1.414954,0.28648084,-92.56471,29800
[ 0.555 -0.549  0.217  0.396 -0.004],-2061.8586,1.000252,100,3390.586045742035,5.209246,1.0395997,299,-97.42051,-99.68692,99.984955,0.9527875,-2061.9758,-97.65534,1.8395982,44.09,100.0,-140.41252378903707,,0.99703765,0.01577446,1.0005729,0.08818809,1313922,1.4151452,0.28358755,-91.14719,29900
[ 0.554 -0.55   0.217  0.395 -0.004],-1973.21,1.0001576,100,3401.8723182678223,4.3314223,1.0512551,300,-97.52568,-99.63558,100.0,0.9636422,-1973.3252,-97.75036,1.6963265,43.44,100.0,-139.87551505163964,,0.99754983,0.013138063,1.0003682,0.08688826,1318266,1.4151522,0.28167844,-91.65102,30000
[ 0.554 -0.55   0.216  0.394 -0.004],-2044.3281,1.0009388,100,3411.727407693863,8.3301115,1.0591768,301,-96.99561,-99.6481,100.0,0.92898744,-2044.5875,-97.49934,1.7939516,43.32,100.0,-139.47463801245158,,0.993456,0.02698535,1.0012391,0.08665994,1322598,1.415405,0.28136808,-92.26708,30100
[ 0.555 -0.548  0.217  0.394 -0.004],-2037.863,1.0005955,100,3423.304830312729,8.530271,1.0595816,302,-96.87553,-99.66524,100.0,0.90268564,-2038.0614,-97.26276,1.9867057,45.11,100.0,-141.0197246489809,,0.99470013,0.026554301,1.001304,0.0902363,1327109,1.4153839,0.28655443,-91.6214,30200
[ 0.557 -0.549  0.218  0.394 -0.004],-2019.8357,1.0000945,100,3434.340786933899,4.330975,1.0174297,303,-97.3537,-99.68414,100.0,0.96807224,-2019.9182,-97.477715,1.9572884,42.3,100.0,-138.4183830598673,,0.99855757,0.0097569125,1.0001931,0.08460277,1331339,1.4154644,0.27830553,-89.40393,30300
[ 0.558 -0.549  0.218  0.394 -0.004],-1979.9951,1.0002258,100,3445.748374938965,6.072632,1.031612,304,-97.4417,-99.64505,100.0,0.94399434,-1980.1624,-97.76208,1.7717279,42.15,100.0,-138.6050516384974,,0.9962248,0.01675957,1.0004948,0.08431033,1335554,1.4145149,0.2778745,-90.27958,30400
[ 0.559 -0.55   0.218  0.395 -0.004],-1970.5864,1.0001034,100,3458.907322406769,3.8064888,1.0231298,305,-97.29679,-99.67261,100.0,0.96380764,-1970.6831,-97.48333,1.8106234,45.25,100.0,-141.3770663934284,,0.99796844,0.0095421,1.0003365,0.09050738,1340079,1.414933,0.28691247,-92.11657,30500
[ 0.561 -0.551  0.219  0.394 -0.004],-2033.3894,1.0003009,100,3469.8483159542084,4.1610484,1.0416833,306,-97.5324,-99.621994,100.0,0.9376109,-2033.5872,-97.87883,1.42182,43.67,100.0,-140.24668259239488,,0.9952936,0.016139885,1.0006678,0.08735,1344446,1.4146928,0.28236413,-93.268105,30600
[ 0.561 -0.549  0.218  0.394 -0.004],-2030.1066,1.0000539,100,3480.527656316757,2.9260342,1.0279977,307,-97.64732,-99.66924,100.0,0.97431636,-2030.1788,-97.79052,1.6798767,41.66,100.0,-138.1471577606994,,0.9983964,0.0073338756,1.0002346,0.08332431,1348612,1.4149326,0.27639106,-92.1055,30700
[ 0.561 -0.55   0.219  0.393 -0.004],-2080.774,1.0000631,100,3492.9704661369324,3.5524678,1.0238135,308,-97.377716,-99.61045,100.0,0.9538193,-2080.8296,-97.485344,1.8079036,47.61,100.0,-143.70754925131513,,0.99850327,0.008042918,1.0002681,0.09522383,1353373,1.4154855,0.29353023,-91.98694,30800
[ 0.561 -0.551  0.219  0.393 -0.003],-2021.4897,1.0000577,100,3504.148090839386,3.5138464,1.0221342,309,-97.66092,-99.561844,100.0,0.97937995,-2021.5454,-97.768005,1.6776923,45.14,100.0,-141.55926735245342,,0.9986428,0.007591131,1.0001625,0.09028367,1357887,1.4159942,0.28659093,-91.87526,30900
[ 0.562 -0.551  0.219  0.394 -0.003],-2018.4747,1.0003161,100,3515.3831102848053,5.3237214,1.0465143,310,-97.297226,-99.6093,99.99921,0.9534761,-2018.5803,-97.50528,1.7791458,43.54,100.0,-139.71681600699426,,0.9973336,0.01749547,1.000482,0.087087415,1362241,1.415993,0.28198683,-91.4681,31000
[ 0.563 -0.55   0.219  0.393 -0.003],-2006.9355,1.0001214,100,3528.294373035431,3.8726382,1.0332624,311,-97.78509,-99.75752,100.0,0.9533673,-2007.0428,-97.99323,1.5720094,45.17,100.0,-141.86787294218524,,0.9974412,0.011756099,1.0003139,0.09034727,1366758,1.4150392,0.28667998,-93.26586,31100
[ 0.562 -0.549  0.219  0.393 -0.004],-1997.88,1.0004143,100,3541.4353964328766,5.0688767,1.0425199,312,-97.328995,-99.6834,99.99408,0.9196905,-1998.0049,-97.57457,1.7947493,44.07,100.0,-140.29559017352565,,0.9969678,0.018764254,1.0005518,0.08814982,1371165,1.4150406,0.28353557,-90.967316,31200
[ 0.563 -0.549  0.219  0.393 -0.004],-1968.1643,1.0008647,100,3552.4284896850586,8.867973,1.0845561,313,-97.10487,-99.72187,100.0,0.9050536,-1968.4583,-97.68496,1.7406349,44.7,100.0,-141.06135516302305,,0.9929015,0.029407354,1.0011417,0.08942283,1375635,1.4140606,0.285392,-91.00222,31300
[ 0.565 -0.547  0.219  0.394 -0.005],-2041.0836,1.0004067,100,3562.264279603958,6.054364,1.0546547,314,-97.36625,-99.78264,99.994545,0.94396585,-2041.2043,-97.59723,1.8845193,42.01,100.0,-138.32330216566012,,0.99719185,0.020281417,1.0005602,0.084028125,1379836,1.414041,0.2774379,-91.55632,31400
[ 0.564 -0.548  0.219  0.394 -0.005],-2014.3107,1.0000781,100,3574.859009742737,2.6539278,1.0228263,315,-97.46119,-99.59393,100.0,0.9770477,-2014.3868,-97.58487,1.6591531,44.21,100.0,-140.43276312096393,,0.9986555,0.007245046,1.0001931,0.08842346,1384257,1.4140611,0.28390905,-91.85139,31500
[ 0.563 -0.548  0.219  0.393 -0.005],-2049.6768,1.000062,100,3586.2853877544403,3.3268075,1.0171905,316,-97.84371,-99.66728,100.0,0.9671104,-2049.7227,-97.928604,1.6360543,42.13,100.0,-138.7681452286202,,0.99893075,0.0068870233,1.0001928,0.08426207,1388470,1.4140399,0.2777916,-92.45252,31600
[ 0.563 -0.548  0.219  0.393 -0.005],-2025.1538,1.0000465,100,3599.516991853714,3.4156861,1.0184009,317,-97.50354,-99.56586,100.0,0.98059356,-2025.1919,-97.56846,1.6780928,45.38,100.0,-141.59341641135822,,0.9993181,0.0068166163,1.0000961,0.09076189,1393008,1.4136947,0.2872764,-92.23097,31700
[ 0.563 -0.548  0.218  0.393 -0.005],-2034.6654,1.0000728,100,3613.2250094413757,2.9098995,1.0251942,318,-97.86393,-99.62474,100.0,0.9758284,-2034.7057,-97.93615,1.5054809,44.29,100.0,-140.9191115930572,,0.9990131,0.008671794,1.0001954,0.08858194,1397437,1.4136376,0.28413808,-93.304276,31800
[ 0.562 -0.548  0.219  0.393 -0.005],-2039.8279,1.0009131,100,3626.291381597519,8.823626,1.0753042,319,-96.89158,-99.78106,99.989334,0.91609466,-2040.0813,-97.390625,1.9561024,45.35,100.0,-141.3685558865032,,0.9937703,0.02853568,1.0011536,0.090719685,1401972,1.4131937,0.28725103,-90.25009,31900
