Weights,EpRewMean,InitialReturnMean,MeanIW,MinD2w0t,StdD2w0t,EpisodesSoFar,MaxIW,InitialReturnMax,J_sample_variance,MaxD2w0t,Bound,StdIW,EpLenMean,InitialReturnStd,MinIW,MeanD2w0t,TimeElapsed,ReturnMeanIW,InitialBound,EpThisIter,EmpiricalD2,InitialReturnMin,Iteration,TimestepsSoFar,ReturnStepMax,ReturnStepMaxmin,MeanEntropy
[-0.815 -0.494 -0.419 -0.746 -0.021],-107.12645393635266,-74.5976,0.9943636,,0.27783716,31600,1.0508518,-32.240543,180.26382,1.0009049,-1215.3705,0.02100037,42.13,13.141233,0.92388654,0.08427695,3325.768913269043,-74.2434,-1215.5516,100,1.0004233,-94.33293,316,1176224,100.0,99.0,1.3975536
[-0.815 -0.493 -0.419 -0.745 -0.021],-108.5931995218633,-79.33042,0.9973664,,0.2603272,31700,1.0516946,-50.553696,124.72794,1.0004408,-1163.9216,0.015686184,36.55,11.052748,0.95128226,0.07310879,3336.190646648407,-79.1452,-1164.0195,100,1.0002434,-96.18267,317,1179879,100.0,99.00079,1.3985448
[-0.815 -0.493 -0.419 -0.745 -0.02 ],-106.39542176005915,-76.89147,0.99635655,,0.26521572,31800,1.0470937,-19.737417,218.43393,1.0007727,-1197.7706,0.017429039,38.05,14.683751,0.9505873,0.07611506,3347.3065600395203,-76.60037,-1197.9163,100,1.0002733,-94.09347,318,1183684,100.0,99.0,1.3970314
[-0.815 -0.493 -0.418 -0.746 -0.022],-108.75187365617577,-79.14893,0.9982372,,0.26160702,31900,1.0381056,-39.530975,141.69696,1.0003613,-1145.3955,0.010326553,36.94,11.864998,0.96101266,0.073887415,3359.2003445625305,-79.01634,-1145.4619,100,1.0001266,-95.113556,319,1187378,100.0,99.0,1.3970957
[-0.815 -0.493 -0.418 -0.746 -0.022],-107.06448831803215,-79.152374,0.99937475,,0.25560427,32000,1.0270733,-41.318165,149.76169,1.0001812,-1163.8058,0.008034534,35.13,12.272791,0.97566396,0.07026291,3366.2152950763702,-79.08514,-1163.8414,100,1.0000833,-95.71175,320,1190891,100.0,99.000206,1.3970904
[-0.815 -0.493 -0.418 -0.746 -0.022],-107.2214230223285,-75.53512,0.9950914,,0.27328363,32100,1.0453985,-37.526928,159.60623,1.0011818,-1176.0902,0.021593664,40.63,12.268585,0.94025505,0.0812777,3376.4864728450775,-75.227585,-1176.242,100,1.0005617,-94.993965,321,1194954,100.0,99.000015,1.3960329
[-0.813 -0.493 -0.418 -0.747 -0.023],-108.00636120062318,-74.68013,0.99437815,,0.28050122,32200,1.0666517,-41.266266,152.7055,1.0013555,-1197.5397,0.024385763,43.02,12.189623,0.9327836,0.08606228,3387.9647772312164,-74.31161,-1197.7219,100,1.000729,-94.78646,322,1199256,100.0,99.00031,1.396054
[-0.812 -0.494 -0.419 -0.748 -0.023],-106.3267356370122,-76.55739,0.9964736,,0.26606485,32300,1.0433773,-27.605341,182.88586,1.0013059,-1207.1038,0.014834076,38.32,13.263391,0.9287917,0.07665,3399.750495672226,-76.33865,-1207.2372,100,1.0002176,-95.48637,323,1203088,100.0,99.0,1.3964571
[-0.81  -0.494 -0.418 -0.749 -0.023],-107.30603644419165,-76.587555,0.9985344,,0.2698057,32400,1.0537264,-30.41013,175.853,1.0006741,-1195.4644,0.01618056,39.51,13.442017,0.95268786,0.07902881,3411.4447977542877,-76.42244,-1195.5504,100,1.0003031,-95.82804,324,1207039,100.0,99.0,1.3958517
[-0.812 -0.494 -0.418 -0.748 -0.023],-107.27515494019443,-78.15365,0.99567,,0.26167077,32500,1.0336862,-30.663448,164.78096,1.0010939,-1176.1847,0.015146268,36.96,12.534056,0.9396939,0.0739297,3421.090334415436,-77.88124,-1176.3398,100,1.0002608,-94.55508,325,1210735,100.0,99.0,1.3956168
[-0.814 -0.494 -0.418 -0.748 -0.023],-108.269965233134,-77.03206,0.99815416,,0.2699142,32600,1.033833,-38.883457,144.10161,1.0005339,-1205.7938,0.012815908,39.55,11.991323,0.9670949,0.07910649,3431.5804345607758,-76.89102,-1205.8649,100,1.0001972,-95.46848,326,1214690,100.0,99.00001,1.3964775
[-0.813 -0.494 -0.418 -0.748 -0.023],-107.65940181667862,-76.92451,0.9930475,,0.26862118,32700,1.0806634,-45.26838,159.8692,1.0015295,-1174.8477,0.027605103,39.11,12.654137,0.91067344,0.07824786,3442.7387387752533,-76.40504,-1175.1107,100,1.0008705,-95.97815,327,1218601,100.0,99.0,1.3955995
[-0.814 -0.494 -0.418 -0.748 -0.023],-107.5475458268744,-75.59609,0.9949317,,0.27320406,32800,1.0529715,-42.114155,151.67209,1.0011917,-1144.9819,0.021715056,40.6,12.105967,0.92129284,0.08121995,3454.231514453888,-75.273056,-1145.1516,100,1.000407,-94.38327,328,1222661,100.0,99.00008,1.3949833
[-0.813 -0.493 -0.417 -0.747 -0.024],-106.97115498808715,-76.741905,0.9959406,,0.26719135,32900,1.0668775,-46.11158,165.4122,1.0011164,-1189.049,0.024170233,38.67,13.099561,0.9339247,0.07735895,3464.781516313553,-76.369995,-1189.2373,100,1.0005844,-94.25071,329,1226528,100.0,99.0,1.3944383
[-0.814 -0.493 -0.417 -0.746 -0.025],-107.25172830361474,-74.57025,0.998828,,0.2789806,33000,1.0179579,-39.289692,179.36711,1.0001997,-1203.3607,0.008346963,42.53,13.310721,0.95331776,0.085064314,3474.895249605179,-74.48796,-1203.403,100,1.0000821,-95.439575,330,1230781,100.0,99.00001,1.3939222
[-0.814 -0.493 -0.417 -0.746 -0.025],-106.79084598457379,-76.645134,0.9984525,,0.2657643,33100,1.0411627,-40.544273,153.27884,1.0007352,-1174.7737,0.013231255,38.23,12.314014,0.95720744,0.07646694,3484.547522544861,-76.530136,-1174.8313,100,1.0001822,-95.407715,331,1234604,100.0,99.0,1.3935276
[-0.813 -0.493 -0.416 -0.747 -0.025],-107.92772835449342,-78.19741,0.99658513,,0.2634197,33200,1.0503393,-43.675045,144.45454,1.0008825,-1156.8899,0.016215289,37.5,12.036006,0.9284447,0.07501003,3495.8150086402893,-77.93921,-1157.0415,100,1.000261,-95.30426,332,1238354,100.0,99.0,1.3939219
[-0.815 -0.492 -0.416 -0.747 -0.025],-107.44544631997763,-78.12934,0.9974558,,0.26192862,33300,1.0475609,-40.47941,145.78355,1.0004295,-1201.0787,0.014758845,37.04,11.949526,0.93874687,0.0740865,3505.8941791057587,-77.95719,-1201.1711,100,1.0001612,-95.36967,333,1242058,100.0,99.00001,1.3931814
[-0.816 -0.492 -0.416 -0.746 -0.026],-107.32870256225726,-75.567696,0.99967873,,0.27518925,33400,1.0197924,-38.75352,188.17668,1.0000913,-1181.1299,0.0053492445,41.27,13.697449,0.9875162,0.08254181,3516.502634048462,-75.53277,-1181.149,100,1.0000384,-94.27283,334,1246185,100.0,99.0,1.3934615
[-0.816 -0.492 -0.416 -0.747 -0.026],-106.57625361503227,-76.36655,0.99179804,,0.2666923,33500,1.0784237,-42.16442,179.9124,1.0014652,-1174.2717,0.019789234,38.51,13.111399,0.9408203,0.07704303,3525.8373901844025,-75.84219,-1174.5527,100,1.0005163,-95.50634,335,1250036,100.0,99.0,1.3945255
[-0.816 -0.49  -0.415 -0.746 -0.024],-106.03077794561452,-76.54144,0.9995554,,0.26519683,33600,1.0103656,-27.963964,191.62158,1.0000662,-1195.4888,0.004400941,38.06,13.747222,0.98001087,0.07612062,3537.5475771427155,-76.51783,-1195.5043,100,1.0000193,-93.64749,336,1253842,100.0,99.0,1.3946227
[-0.816 -0.49  -0.415 -0.746 -0.024],-107.78972749510211,-75.94125,0.99491376,,0.27440834,33700,1.0681262,-42.844032,195.71713,1.000979,-1198.8212,0.01986308,41.0,13.698979,0.94626045,0.08201543,3550.240556716919,-75.627945,-1198.983,100,1.0003726,-94.72603,337,1257942,100.0,99.0,1.3945044
[-0.816 -0.489 -0.416 -0.745 -0.024],-106.00431434243876,-78.26356,0.9986631,,0.256807,33800,1.0331283,-35.11001,194.53152,1.0004314,-1186.1333,0.013524418,35.49,14.047977,0.9651646,0.07098574,3561.1293630599976,-78.13187,-1186.2013,100,1.0002182,-96.35005,338,1261491,100.0,99.0,1.3945597
[-0.816 -0.49  -0.415 -0.745 -0.024],-106.73217936894916,-80.02526,0.9972744,,0.24981928,33900,1.0428717,-41.846817,154.89005,1.0009717,-1178.1055,0.016448328,33.43,12.30456,0.9381392,0.0668682,3570.645187854767,-79.8228,-1178.2114,100,1.0003265,-96.70984,339,1264834,100.0,99.00013,1.3944384
[-0.818 -0.489 -0.415 -0.744 -0.025],-107.62872807135014,-76.53959,0.9968324,,0.26940015,34000,1.037168,-37.789406,150.00925,1.0009795,-1163.9192,0.015380985,39.38,12.088639,0.92923874,0.078772314,3582.3973093032837,-76.31549,-1164.0522,100,1.0002428,-94.009445,340,1268772,100.0,99.0,1.3946404
[-0.819 -0.49  -0.416 -0.744 -0.024],-107.16405988891849,-77.39652,0.99903065,,0.26459298,34100,1.051534,-35.3441,157.74187,1.000289,-1209.8384,0.008460032,37.87,12.518985,0.97751343,0.07574305,3595.0623331069946,-77.30986,-1209.8833,100,1.000066,-94.10673,341,1272559,100.0,99.00008,1.3945328
[-0.82  -0.489 -0.416 -0.744 -0.024],-107.10259287626609,-77.472275,0.9980692,,0.26408008,34200,1.0424829,-42.206642,184.47108,1.0003445,-1185.3411,0.012698935,37.71,13.476949,0.96114326,0.07542586,3605.787914276123,-77.34171,-1185.41,100,1.0001478,-95.699615,342,1276330,100.0,99.000015,1.3935552
[-0.819 -0.489 -0.416 -0.744 -0.025],-109.0083234467561,-76.865814,0.9974552,,0.2729313,34300,1.0329442,-46.85239,135.16765,1.000424,-1155.6139,0.013254906,40.52,11.612737,0.9579465,0.08105097,3617.454040288925,-76.68302,-1155.71,100,1.0002258,-94.56078,343,1280382,100.0,99.00001,1.3945097
[-0.819 -0.49  -0.416 -0.745 -0.024],-106.94947361038305,-75.59901,0.9985445,,0.27315444,34400,1.0329043,-37.574318,159.34705,1.0002731,-1214.87,0.008569476,40.6,12.551289,0.9693029,0.081204645,3629.801915884018,-75.48818,-1214.9325,100,1.0000912,-94.90725,344,1284442,100.0,99.000175,1.3950492
[-0.818 -0.49  -0.415 -0.745 -0.024],-106.77702851092124,-76.286354,0.99823594,,0.26925465,34500,1.0251869,-32.88459,186.21078,1.0002617,-1256.6633,0.009652903,39.34,13.487481,0.94382393,0.07868345,3641.488338470459,-76.196754,-1256.7097,100,1.0000734,-95.97635,345,1288376,100.0,99.000015,1.3950496
[-0.818 -0.49  -0.416 -0.745 -0.024],-107.91912169675683,-76.833145,0.997816,,0.26989034,34600,1.0361537,-50.751675,141.31056,1.0004864,-1146.3059,0.011252819,39.54,11.726139,0.9621889,0.07908724,3652.314917564392,-76.69722,-1146.3887,100,1.0001446,-96.038536,346,1292330,100.0,99.0,1.3941798
[-0.817 -0.491 -0.415 -0.745 -0.025],-107.51382025769735,-78.55723,0.99878407,,0.26015928,34700,1.0239393,-47.31368,140.70883,1.0002315,-1163.1996,0.009812219,36.5,11.820313,0.96936715,0.07300459,3664.359060525894,-78.46552,-1163.2463,100,1.0001264,-94.225365,347,1295980,100.0,99.0002,1.3935326
[-0.817 -0.491 -0.415 -0.745 -0.025],-106.80928383048797,-78.53595,0.9972669,,0.25862446,34800,1.0644488,-38.948254,180.65808,1.0006722,-1171.3693,0.020298405,36.03,13.640258,0.94906694,0.072072566,3675.892362356186,-78.27379,-1171.5063,100,1.0003513,-94.89397,348,1299583,100.0,99.00002,1.3936627
[-0.817 -0.492 -0.415 -0.746 -0.025],-107.70906987683124,-77.45664,0.9996242,,0.2655464,34900,1.0120442,-48.86658,130.79004,1.0000635,-1162.1351,0.004860282,38.17,11.321359,0.98494756,0.076341,3687.834450006485,-77.4356,-1162.1458,100,1.0000205,-95.022064,349,1303400,100.0,99.000015,1.3934672
[-0.816 -0.492 -0.415 -0.746 -0.026],-107.48114340131332,-78.25687,0.99254626,,0.26248363,35000,1.0625606,-31.5997,172.2703,1.0015703,-1192.6694,0.020531837,37.2,12.764689,0.9266245,0.07442036,3697.7780423164368,-77.77401,-1192.956,100,1.0004437,-94.66729,350,1307120,100.0,99.0,1.3934401
[-0.814 -0.493 -0.414 -0.747 -0.026],-108.3339865591486,-75.681725,0.9976479,,0.27741757,35100,1.0525928,-42.977882,143.06491,1.0005884,-1204.4153,0.012856888,42.0,11.998969,0.9717851,0.084009886,3711.142156124115,-75.488434,-1204.5145,100,1.0002387,-95.304276,351,1311320,100.0,99.000145,1.3944433
[-0.815 -0.493 -0.414 -0.747 -0.025],-106.98405870470224,-77.293915,0.9927389,,0.26470816,35200,1.0629835,-29.099174,183.51901,1.0016207,-1149.7517,0.027222382,37.88,13.451214,0.93319935,0.07578919,3723.8280782699585,-76.77801,-1150.0176,100,1.0008469,-94.47363,352,1315108,100.0,99.0,1.3955094
[-0.815 -0.494 -0.414 -0.747 -0.023],-107.27010640557593,-76.56435,0.99571955,,0.2704976,35300,1.0326285,-41.064728,203.93509,1.0008408,-1218.9678,0.015888447,39.73,14.074324,0.938935,0.07947176,3735.4374916553497,-76.296036,-1219.1039,100,1.0002443,-95.104866,353,1319081,100.0,99.0,1.3944166
[-0.816 -0.493 -0.414 -0.746 -0.025],-107.45588756507273,-75.31596,0.99771225,,0.27568015,35400,1.052192,-33.794136,182.18724,1.0005937,-1165.5023,0.01486847,41.42,13.426768,0.9629647,0.08285111,3747.028291940689,-75.140915,-1165.5885,100,1.0002426,-94.43257,354,1323223,100.0,99.0,1.3955297
[-0.816 -0.493 -0.414 -0.746 -0.023],-106.6857941713413,-75.86478,0.99757624,,0.26989177,35500,1.0224584,-47.82322,161.9331,1.0004663,-1166.0603,0.011115297,39.54,12.622091,0.9554524,0.079087675,3758.746759414673,-75.715416,-1166.1373,100,1.0001715,-94.99112,355,1327177,100.0,99.00004,1.395162
[-0.814 -0.492 -0.413 -0.746 -0.024],-107.63767129574178,-79.503815,0.9977094,,0.25601152,35600,1.055514,-55.11721,118.228546,1.0005755,-1177.6161,0.012828684,35.25,10.729967,0.9405085,0.07050515,3770.459285259247,-79.358795,-1177.69,100,1.0001214,-94.06267,356,1330702,100.0,99.000015,1.3953984
[-0.813 -0.493 -0.414 -0.747 -0.024],-107.05060230070589,-75.95679,0.99621046,,0.27131575,35700,1.0560639,-35.801525,165.70432,1.0009204,-1181.4028,0.018230015,39.99,12.815465,0.943027,0.07999451,3782.6039345264435,-75.68852,-1181.5381,100,1.0003874,-94.55045,357,1334701,100.0,99.0,1.3946191
[-0.813 -0.494 -0.414 -0.746 -0.024],-106.23366389257521,-76.8669,0.9959949,,0.26263028,35800,1.0394928,-42.760254,177.03477,1.0007864,-1164.2441,0.015456702,37.25,13.141157,0.9316737,0.074512616,3793.4238171577454,-76.60266,-1164.3796,100,1.0002673,-95.118744,358,1338426,100.0,99.0,1.393526
[-0.813 -0.493 -0.413 -0.746 -0.026],-108.381223922965,-77.22954,0.99714565,,0.27009565,35900,1.0660934,-40.72725,140.44803,1.0007674,-1182.7008,0.016894525,39.6,11.899632,0.9191175,0.079211116,3804.7244522571564,-77.01099,-1182.8108,100,1.0003214,-95.36022,359,1342386,100.0,99.000015,1.3941866
[-0.814 -0.493 -0.413 -0.746 -0.025],-107.67345736594324,-75.92297,0.9967689,,0.27355856,36000,1.0324386,-36.035522,168.50375,1.0005978,-1176.5273,0.014116432,40.73,12.744388,0.92928463,0.08146858,3817.5233058929443,-75.73631,-1176.6298,100,1.0001966,-94.487335,360,1346459,100.0,99.0,1.3945533
[-0.813 -0.494 -0.414 -0.746 -0.024],-107.22728242313937,-75.06582,0.99461234,,0.27515548,36100,1.0615159,-38.87117,182.45232,1.0013925,-1170.5049,0.026373632,41.24,12.970347,0.9036923,0.08249851,3829.876318216324,-74.73611,-1170.6736,100,1.0006107,-93.70864,361,1350583,100.0,99.00007,1.3944169
[-0.811 -0.494 -0.414 -0.747 -0.025],-107.3035728213522,-79.80231,0.9948303,,0.25323215,36200,1.0460228,-42.466705,156.13094,1.0010353,-1180.3165,0.016630674,34.42,12.314086,0.9518372,0.06885513,3840.197782278061,-79.42668,-1180.5092,100,1.0003816,-95.4617,362,1354025,100.0,99.00001,1.3954003
[-0.81  -0.494 -0.414 -0.746 -0.024],-106.41970116040967,-76.222404,0.99425393,,0.2665127,36300,1.0560131,-33.63111,174.35057,1.0018078,-1151.8529,0.023617065,38.45,12.882986,0.9178939,0.07692155,3851.4366431236267,-75.84169,-1152.0415,100,1.00065,-95.98421,363,1357870,100.0,99.0,1.3955299
[-0.812 -0.493 -0.413 -0.745 -0.023],-106.26368921625172,-76.233246,0.99796295,,0.26648605,36400,1.0158873,-36.76355,176.26817,1.0003029,-1208.6692,0.0075593726,38.46,13.053759,0.95570016,0.07692502,3863.5562064647675,-76.12978,-1208.7201,100,1.000084,-94.95415,364,1361716,100.0,99.0,1.3955133
[-0.812 -0.493 -0.414 -0.744 -0.023],-107.921260431661,-76.87539,0.99540037,,0.2693295,36500,1.0463767,-45.075275,136.46051,1.0011065,-1164.2384,0.017684665,39.35,11.381346,0.9029782,0.078718066,3875.8992671966553,-76.58279,-1164.3881,100,1.0003048,-93.122116,365,1365651,100.0,99.0,1.3964843
[-0.814 -0.494 -0.415 -0.744 -0.022],-106.4183135420891,-75.3032,0.9980675,,0.2708164,36600,1.0359484,-36.746685,156.6588,1.0003848,-1144.8,0.014089618,39.84,12.277795,0.9608862,0.07968653,3888.6827490329742,-75.19135,-1144.8588,100,1.0001915,-93.996376,366,1369635,100.0,99.000015,1.3968334
[-0.813 -0.493 -0.415 -0.744 -0.022],-106.23679039319649,-75.9328,0.99645185,,0.267205,36700,1.0500833,-44.94288,167.32039,1.00081,-1163.3059,0.017761238,38.68,12.883535,0.94990706,0.07737444,3900.232279062271,-75.66344,-1163.4454,100,1.0003579,-93.67814,367,1373503,100.0,99.000015,1.3968508
[-0.813 -0.492 -0.414 -0.743 -0.022],-107.6917989832646,-76.50524,0.99375814,,0.27106637,36800,1.0712217,-43.780834,150.86569,1.0015701,-1181.876,0.025838476,39.9,12.099729,0.91289264,0.07982206,3912.1509490013123,-76.08327,-1182.0865,100,1.0006926,-93.9917,368,1377493,100.0,99.000015,1.3968295
[-0.815 -0.491 -0.413 -0.742 -0.022],-107.40147526659194,-76.292305,0.99733764,,0.27060694,36900,1.0479498,-34.522846,185.5794,1.0006615,-1190.892,0.018243525,39.77,13.52398,0.94521815,0.07954981,3924.3492975234985,-76.100464,-1190.9916,100,1.0003566,-96.26276,369,1381470,100.0,99.0,1.3961338
[-0.814 -0.491 -0.413 -0.743 -0.023],-108.0011685345662,-78.134995,0.999591,,0.26429406,37000,1.0185775,-43.040833,139.89247,1.0000906,-1201.1555,0.005464262,37.78,11.806914,0.9838737,0.0755615,3936.18572974205,-78.09696,-1201.1768,100,1.0000341,-94.5275,370,1385248,100.0,99.000046,1.3964903
[-0.814 -0.491 -0.413 -0.743 -0.022],-108.18222702144998,-74.74888,0.99580336,,0.28182673,37100,1.0518314,-36.041126,169.36427,1.0008415,-1213.9381,0.017140824,43.48,12.908664,0.9381105,0.086974256,3948.151036262512,-74.47063,-1214.0824,100,1.0002922,-95.48978,371,1389596,100.0,99.00001,1.3965703
[-0.815 -0.492 -0.414 -0.743 -0.022],-107.65649508844528,-76.98923,0.99423945,,0.2686439,37200,1.0671401,-36.6236,178.56683,1.0013897,-1179.9138,0.024470149,39.12,13.647981,0.9426727,0.07826662,3960.263891220093,-76.49765,-1180.1606,100,1.0008166,-96.45831,372,1393508,100.0,99.0,1.3973745
[-0.815 -0.493 -0.413 -0.743 -0.022],-106.16618979081868,-77.1509,0.99654526,,0.26196805,37300,1.0368133,-46.885338,160.9267,1.0006938,-1184.947,0.013846587,37.05,12.5124655,0.9412516,0.07410929,3972.0836000442505,-76.91195,-1185.0886,100,1.0002431,-94.09746,373,1397213,100.0,99.0,1.3960475
[-0.814 -0.493 -0.413 -0.743 -0.023],-105.9864417835427,-73.61237,0.99584585,,0.2781878,37400,1.0678608,-40.180367,173.40154,1.0018146,-1223.4019,0.01938974,42.25,13.059147,0.9116699,0.08451643,3984.2314319610596,-73.31219,-1223.5859,100,1.0003872,-94.323906,374,1401438,100.0,99.000015,1.3964623
[-0.816 -0.494 -0.414 -0.743 -0.023],-106.52252999295155,-77.02964,0.9992382,,0.26400533,37500,1.0323371,-39.096344,188.1853,1.0001615,-1187.2413,0.007340744,37.69,13.626511,0.9823111,0.07538242,3995.6703338623047,-76.97548,-1187.2716,100,1.000053,-94.851006,375,1405207,100.0,99.0,1.3969207
[-0.817 -0.493 -0.414 -0.743 -0.022],-107.70850297336388,-75.01133,0.9958674,,0.27683577,37600,1.0430351,-47.664093,138.84102,1.0008667,-1170.48,0.01836492,41.8,11.561608,0.95009726,0.083616056,4007.7243859767914,-74.735504,-1170.6191,100,1.0004311,-93.61013,376,1409387,100.0,99.00001,1.3960489
[-0.815 -0.492 -0.413 -0.743 -0.023],-106.36535002233461,-77.2152,0.9990406,,0.26294786,37700,1.0172758,-44.372723,197.9088,1.0001441,-1172.7974,0.005723606,37.36,13.897448,0.97624886,0.07472187,4018.8546299934387,-77.168785,-1172.823,100,1.0000341,-95.53926,377,1413123,100.0,99.00001,1.3963766
[-0.815 -0.493 -0.413 -0.742 -0.023],-107.04621646778048,-76.59859,0.99883217,,0.26888752,37800,1.0370585,-42.322514,170.83731,1.0004964,-1186.7905,0.0105268415,39.22,13.099311,0.9608346,0.078444846,4031.020406961441,-76.4971,-1186.8406,100,1.0001175,-93.65822,378,1417045,100.0,99.0,1.3961188
[-0.816 -0.493 -0.414 -0.742 -0.023],-107.79262289097478,-75.84573,0.9977122,,0.2747335,37900,1.033422,-39.83533,150.59824,1.0003359,-1208.2554,0.011044771,41.11,12.09716,0.9742472,0.08222727,4042.517029762268,-75.699844,-1208.3325,100,1.0001446,-95.8986,379,1421156,100.0,99.00003,1.3974327
[-0.816 -0.493 -0.414 -0.743 -0.022],-106.21011554756161,-74.83334,0.9994611,,0.27411687,38000,1.0184262,-31.868698,209.41678,1.0001454,-1205.492,0.0062320177,40.92,14.3881,0.98306847,0.08184207,4053.6635184288025,-74.79277,-1205.5132,100,1.0000432,-93.730835,380,1425248,100.0,99.000015,1.3974593
[-0.816 -0.494 -0.414 -0.743 -0.022],-106.82488304385568,-74.979805,0.99808717,,0.27486467,38100,1.0288217,-32.453304,185.03676,1.0003115,-1199.9412,0.009128192,41.16,13.41964,0.96282107,0.08232498,4066.6243777275085,-74.8788,-1199.9945,100,1.0000914,-94.648964,381,1429364,100.0,99.00001,1.3980082
[-0.816 -0.494 -0.414 -0.743 -0.021],-108.32463497658696,-79.94523,0.9983492,,0.25753462,38200,1.0453196,-48.64146,139.13431,1.0002675,-1190.1177,0.009211391,35.71,11.714366,0.9684746,0.07142412,4076.958760023117,-79.828606,-1190.1871,100,1.0000843,-94.62666,382,1432935,100.0,99.000046,1.3988087
[-0.817 -0.494 -0.415 -0.743 -0.02 ],-107.33067859514716,-77.43584,0.9972984,,0.26458684,38300,1.0366467,-45.192974,151.71187,1.00048,-1150.0717,0.014194304,37.86,12.053371,0.95164984,0.07572966,4088.6094250679016,-77.26226,-1150.1594,100,1.0002241,-94.65398,383,1436721,100.0,99.00001,1.397917
[-0.817 -0.493 -0.415 -0.743 -0.021],-106.86276570119993,-77.57055,0.99580604,,0.26250985,38400,1.0330127,-40.46074,166.51288,1.0007074,-1187.6666,0.013147115,37.21,12.786513,0.9589063,0.07443339,4100.162282466888,-77.29093,-1187.8125,100,1.0002964,-95.546936,384,1440442,100.0,99.0,1.3995069
[-0.818 -0.494 -0.415 -0.743 -0.019],-107.0896476485826,-76.38669,0.99661136,,0.2693099,38500,1.0389084,-42.683758,145.26573,1.0005769,-1199.3047,0.015588602,39.35,11.931107,0.9525302,0.07871191,4112.74258852005,-76.14563,-1199.4285,100,1.000265,-95.02825,385,1444377,100.0,99.00001,1.4003907
[-0.819 -0.494 -0.416 -0.743 -0.019],-107.83314311488749,-76.35332,0.9982153,,0.2721905,38600,1.0344716,-37.496834,154.96231,1.0003723,-1208.758,0.013561643,40.28,12.554554,0.95081997,0.08056816,4124.789016962051,-76.19036,-1208.8401,100,1.0001407,-94.99746,386,1448405,100.0,99.00001,1.4003961
[-0.819 -0.494 -0.415 -0.743 -0.019],-106.42272995035519,-76.14894,0.9992684,,0.2687095,38700,1.0191149,-20.074821,216.00124,1.0001295,-1212.1079,0.007720385,39.17,14.647359,0.9781335,0.07834253,4135.343641281128,-76.09827,-1212.1335,100,1.0000614,-95.1222,387,1452322,100.0,99.0,1.3998497
[-0.819 -0.494 -0.415 -0.743 -0.019],-106.9377882760932,-78.54009,0.9884633,,0.2582265,38800,1.0982292,-54.17339,139.17511,1.0022413,-1150.8394,0.0349768,35.87,11.458106,0.8890772,0.07178577,4146.038308382034,-77.69434,-1151.2637,100,1.0012838,-94.48909,388,1455909,100.0,99.0,1.4017951
[-0.819 -0.493 -0.416 -0.743 -0.017],-106.28639744151185,-74.86454,0.99922836,,0.27400607,38900,1.0422223,-36.00008,193.54662,1.0002469,-1191.6896,0.0085920105,40.88,13.808141,0.9766512,0.08176296,4158.43360376358,-74.80618,-1191.7191,100,1.0000896,-93.094284,389,1459997,100.0,99.0,1.4017102
[-0.819 -0.492 -0.416 -0.743 -0.017],-107.49726752806282,-79.05972,0.99826014,,0.25781778,39000,1.0422908,-38.57386,147.86555,1.0003327,-1174.5966,0.011712991,35.79,12.100151,0.9665732,0.07158644,4168.582546472549,-78.92277,-1174.6675,100,1.0001559,-95.23414,390,1463576,100.0,99.00019,1.4026859
[-0.819 -0.492 -0.416 -0.743 -0.016],-107.19933267757578,-77.794556,0.9992367,,0.26333278,39100,1.0232306,-37.267235,161.27885,1.0001847,-1183.3423,0.007859286,37.48,12.658009,0.9719312,0.074962795,4180.021536588669,-77.7326,-1183.3759,100,1.0000578,-93.61272,391,1467324,100.0,99.00001,1.4024311
[-0.819 -0.493 -0.416 -0.743 -0.016],-105.782085495009,-78.09754,0.9931636,,0.25621602,39200,1.046034,-35.21842,198.57706,1.0014027,-1162.5498,0.024114981,35.3,13.448264,0.91018224,0.07061856,4191.194289922714,-77.671684,-1162.7866,100,1.0007156,-94.418655,392,1470854,100.0,99.00002,1.4017167
[-0.817 -0.493 -0.417 -0.744 -0.017],-107.48982053971208,-74.56621,0.99482054,,0.27773133,39300,1.0896456,-40.064598,142.39058,1.0012177,-1191.2156,0.025592472,42.09,11.977979,0.92437196,0.08420426,4203.9652597904205,-74.14727,-1191.4208,100,1.0007206,-95.64917,393,1475063,100.0,99.00007,1.4033132
[-0.818 -0.493 -0.416 -0.743 -0.016],-107.16941251060526,-75.642136,0.99814093,,0.27242932,39400,1.0222661,-34.93423,160.61243,1.0002335,-1211.5743,0.0086541055,40.36,12.473122,0.97391415,0.08072436,4215.738433122635,-75.54269,-1211.6267,100,1.0000834,-95.44595,394,1479099,100.0,99.00003,1.4038411
[-0.818 -0.493 -0.417 -0.743 -0.015],-108.84610644071246,-77.55634,0.99877626,,0.2704498,39500,1.0290993,-48.97831,146.05104,1.0002681,-1187.7437,0.008795176,39.72,12.112733,0.97570443,0.07944561,4226.557347774506,-77.44762,-1187.7983,100,1.0001028,-95.60745,395,1483071,100.0,99.000046,1.4039268
[-0.819 -0.493 -0.417 -0.743 -0.015],-107.74656935525128,-77.44433,0.9952829,,0.26607233,39600,1.04404,-48.14745,157.95268,1.0011437,-1172.8861,0.017285977,38.32,12.288507,0.92550224,0.07665242,4238.394275903702,-77.142784,-1173.0521,100,1.0002671,-96.83746,396,1486903,100.0,99.00007,1.4033471
