EntropyCoefficient,J_sample_variance,Iteration,MeanIW,StdIW,InitialReturnMin,InitialBound,MinD2w0t,MaxD2w0t,EpRewMean,EmpiricalD2,StdD2w0t,MinIW,ReturnMeanIW,EpThisIter,MeanD2w0t,InitialReturnStd,ReturnStepMax,MeanEntropy,InitialReturnMean,Bound,ReturnStepMaxmin,TimeElapsed,EpLenMean,InitialReturnMax,MaxIW,TimestepsSoFar,EpisodesSoFar,Weights
100.0,229.24486,148,0.9669576,0.43755892,-55.20681,366.6835,,1.6075537,-107.02504425512187,1.4538418,0.52290875,0.18521959,-6.3919725,100,0.9808255,14.514481,100.0,4.063942,3.2615662e-06,367.84167,98.459656,7684.285875082016,396.14,28.713545,3.6869254,5086776,14800,[-3.705 -2.159  0.111 -1.855  2.625]
100.0,360.79657,149,0.9934868,0.3977565,-39.590816,371.36514,,1.4735651,-114.88671390028712,1.3244956,0.53592515,0.29105026,-3.5482585,100,0.85966283,18.82452,100.0,4.080068,-3.6621093e-06,372.4511,98.36929,7728.614130496979,364.31,37.35467,4.0036964,5123207,14900,[-3.715 -2.159  0.093 -1.891  2.645]
100.0,319.55176,150,1.0595323,0.5268558,-58.5654,369.79718,,1.8459347,-99.10498185006426,1.4979488,0.58059835,0.17039716,-6.1262727,100,0.94312924,16.857899,100.0,4.093132,2.632141e-06,371.00043,98.466644,7774.066634178162,371.63,27.749119,4.906472,5160370,15000,[-3.734 -2.152  0.09  -1.944  2.661]
100.0,228.1495,151,1.0153021,0.24483158,-54.24634,374.50897,,1.1212145,-107.31273483060323,1.0766522,0.4897062,0.47253248,-3.799999,100,0.7082708,15.2895775,100.0,4.102921,4.959106e-07,374.89447,98.36612,7815.784514427185,338.59,32.411884,2.724938,5194229,15100,[-3.765 -2.233  0.072 -2.053  2.674]
100.0,318.4997,152,0.99378467,0.33724505,-52.354137,374.85938,,1.417138,-109.16592619640585,1.2552673,0.56453884,0.21694665,-4.4098787,100,0.73508257,18.469122,100.0,4.1209674,2.861023e-07,375.7032,98.312485,7855.086966514587,317.57,33.78023,3.9239125,5225986,15200,[-3.781 -2.251  0.06  -2.045  2.684]
100.0,255.63033,153,1.0199829,0.51932424,-50.920803,377.35043,,1.6288877,-112.30619996557716,1.4263812,0.5832155,0.18738398,-3.5945349,100,0.8756253,15.948303,100.0,4.142454,-3.7002565e-06,378.43378,98.36383,7898.155490159988,353.07,34.01577,4.3444796,5261293,15300,[-3.797 -2.27   0.069 -2.052  2.702]
100.0,404.6965,154,0.9984623,0.28698984,-56.55406,379.60422,,1.2947197,-113.00170196619885,1.1891748,0.53165877,0.2465388,-3.6550107,100,0.7381175,19.050837,100.0,4.1580796,1.0681152e-06,380.31595,98.31711,7938.862439870834,330.95,35.146427,2.3251965,5294388,15400,[-3.805 -2.287  0.069 -2.05   2.723]
100.0,270.54672,155,1.0072917,0.29862553,-56.379986,380.9083,,1.2010177,-108.24358110105517,1.1337899,0.50602907,0.36464697,-3.9993744,100,0.7336983,16.105225,100.0,4.171297,1.8310546e-06,381.41214,98.36276,7980.120134830475,339.73,30.072836,3.1087103,5328361,15500,[-3.813 -2.299  0.069 -2.063  2.739]
100.0,261.2181,156,0.92566717,0.402345,-56.38581,383.54016,,1.7822224,-117.14689997639775,1.5239494,0.6125666,0.17277053,-2.5970135,100,0.9072961,16.457397,100.0,4.19474,-2.2888183e-07,384.50574,98.335236,8023.20569396019,352.45,34.882282,3.8024766,5363606,15600,[-3.82  -2.306  0.075 -2.069  2.752]
100.0,383.34534,157,1.0007586,0.26901886,-57.811108,385.06567,,1.279784,-118.58566397241016,1.1845304,0.5245383,0.26259655,-3.53013,100,0.7489708,18.852276,100.0,4.2103295,-2.8991699e-06,385.68103,98.29637,8064.173000097275,337.07,33.147404,2.1095748,5397313,15700,[-3.821 -2.307  0.074 -2.071  2.776]
100.0,492.79218,158,1.156138,0.92924434,-50.01668,386.78976,,4.924577,-116.79989516984207,2.565273,1.0310946,0.05510498,-0.32129073,100,1.2004339,17.47009,100.0,4.231825,2.0217894e-06,389.43787,98.29993,8104.753550052643,333.68,36.770023,8.747053,5430681,15800,[-3.824 -2.31   0.072 -2.077  2.791]
100.0,347.70493,159,1.0314704,0.4502215,-52.128918,390.4516,,1.6984197,-121.3905558096522,1.3713533,0.598543,0.13372838,-1.5032966,100,0.78406173,18.187471,100.0,4.251351,1.0681152e-06,391.4523,98.24518,8144.397305250168,321.64,41.711586,3.5073721,5462845,15900,[-3.934 -2.32  -0.029 -2.208  2.813]
100.0,431.94846,160,1.0291239,0.96509117,-53.642223,391.11136,,2.2703173,-121.56194771601784,1.730913,0.73588866,0.0948437,-2.7587783,100,0.8972811,18.375338,100.0,4.278811,-2.1362305e-06,392.3423,98.229355,8182.8000745773315,315.48,30.05735,15.681306,5494393,16000,[-3.966 -2.352 -0.081 -2.236  2.832]
100.0,351.5008,161,0.9671246,0.6665002,-55.058258,394.77106,,4.8712606,-115.65174070256154,2.5238943,1.0008541,0.056354288,0.9442788,100,1.1833776,17.22489,100.0,4.2983446,-1.9073487e-07,397.42206,98.31248,8224.463064193726,336.43,38.873646,6.392782,5528036,16100,[-3.975 -2.361 -0.098 -2.224  2.86 ]
100.0,408.4983,162,0.9761203,0.30037627,-57.09185,396.06714,,1.2996582,-114.05005734110091,1.165209,0.5270923,0.3178874,-1.945527,100,0.71184623,21.250587,100.0,4.3105464,6.67572e-07,397.336,98.296616,8264.684876203537,324.29,48.474514,2.722569,5560465,16200,[-4.075 -2.485  0.052 -2.312  2.879]
100.0,425.3041,163,1.0049342,0.40827915,-56.845753,393.8313,,1.845209,-112.57413198204883,1.4561499,0.6107737,0.20844428,-4.7038574,100,0.8602042,19.488544,100.0,4.319833,-3.6239624e-06,395.1056,98.339935,8306.592226028442,341.1,36.520996,2.90509,5594575,16300,[-4.142 -2.581  0.026 -2.339  2.892]
100.0,414.50027,164,1.02794,0.48158374,-57.326267,400.3566,,1.8698571,-115.6258652059898,1.4152325,0.6270503,0.08040415,0.34638914,100,0.7588119,19.548899,100.0,4.3392887,-2.5749207e-06,402.00854,98.24043,8343.734299898148,304.45,40.880882,5.440442,5625020,16400,[-4.241 -2.679  0.032 -2.485  2.901]
100.0,342.41733,165,0.98006827,0.43902534,-49.996338,401.82733,,1.5400324,-111.43579477666442,1.3343436,0.58557355,0.20707922,-1.1435047,100,0.77464193,18.629053,100.0,4.359377,2.0980835e-06,402.66833,98.30972,8383.907423496246,322.87,35.707214,5.0950036,5657307,16500,[-4.302 -2.764 -0.021 -2.549  2.92 ]
100.0,287.00052,166,0.9863727,0.21202251,-47.651745,407.7605,,1.1570964,-120.63406122906785,1.0915185,0.520684,0.43280432,2.5696585,100,0.6273038,16.508028,100.0,4.371204,-1.1253356e-06,408.02936,98.18631,8420.083196640015,296.51,34.487514,1.838303,5686958,16600,[-4.303 -2.765 -0.021 -2.55   2.94 ]
100.0,230.77747,167,0.9835669,0.38150942,-42.743008,405.56372,,1.4945097,-123.93603301659886,1.3087779,0.57276595,0.1334405,-0.64733833,100,0.7688313,15.896486,100.0,4.390762,-3.4332277e-07,406.35278,98.23865,8459.58485364914,325.57,47.507637,3.5964794,5719515,16700,[-4.304 -2.765 -0.021 -2.55   2.952]
100.0,267.5779,168,0.9900445,0.29354125,-46.00721,409.31912,,1.3218515,-122.21393008412927,1.1943766,0.54707336,0.35651678,1.0582536,100,0.6973583,16.245832,100.0,4.4076514,2.2125244e-06,409.94916,98.21507,8497.024131059647,311.4,35.150623,2.9487317,5750655,16800,[-4.304 -2.766 -0.019 -2.55   2.972]
100.0,301.87448,169,1.0140836,0.25856635,-44.756096,407.3353,,1.2155616,-124.69593466418097,1.1187686,0.5175875,0.4497905,-1.9320151,100,0.6840641,17.493847,100.0,4.417824,2.7465821e-06,408.1578,98.217545,8535.797683477402,318.73,31.290367,2.138318,5782528,16900,[-4.312 -2.777 -0.021 -2.555  2.988]
100.0,335.03598,170,1.0387257,0.44846728,-50.909824,410.2973,,1.5959368,-113.57879440689254,1.3331914,0.6054532,0.20182526,-0.741721,100,0.713788,18.369375,100.0,4.4389033,2.002716e-06,410.9644,98.23216,8572.372182130814,295.84,40.888412,4.3795996,5812112,17000,[-4.411 -2.842 -0.037 -2.601  2.999]
100.0,381.04388,171,0.96716297,0.42862484,-55.65898,408.5296,,2.1897414,-123.01133086881009,1.5295515,0.6616708,0.12635946,-2.938819,100,0.8382995,19.467693,100.0,4.456573,-2.3651123e-06,410.33627,98.22887,8611.358014822006,319.04,42.016235,3.7906759,5844016,17100,[-4.417 -2.85  -0.035 -2.609  3.02 ]
100.0,253.0885,172,1.0180826,0.51984835,-58.263317,412.6757,,1.9790467,-124.66740758584746,1.5654123,0.65000135,0.11886428,-0.05969159,100,0.84153783,14.9450655,100.0,4.474473,-1.335144e-07,415.00452,98.22888,8651.449343204498,323.34,29.80724,5.361619,5876350,17200,[-4.492 -2.942 -0.117 -2.718  3.037]
100.0,324.36615,173,0.98233384,0.24515969,-53.33866,412.36993,,1.155193,-116.1840489508734,1.107258,0.4872008,0.3598826,-4.2933817,100,0.7483112,18.32296,100.0,4.486186,-2.479553e-07,412.66943,98.339355,8693.692274570465,351.73,39.22268,2.3384109,5911523,17300,[-4.685 -3.157 -0.074 -2.723  3.055]
100.0,350.11136,174,1.0659336,0.44087142,-54.330482,418.24332,,1.506001,-126.05027586045888,1.2496206,0.55086714,0.29835615,2.694793,100,0.738305,18.097422,100.0,4.490199,-4.5776366e-07,419.84222,98.22241,8733.705055475235,324.21,33.750286,3.6359813,5943944,17400,[-4.696 -3.164 -0.069 -2.738  3.067]
100.0,213.27887,175,0.99703485,0.3465821,-40.885284,416.20764,,1.2807682,-125.74730403256696,1.1777596,0.5253602,0.3443979,-1.9463687,100,0.7350616,15.267342,100.0,4.5053196,-9.918213e-07,416.77313,98.243515,8774.977271556854,332.45,37.488586,3.5152984,5977189,17500,[-4.905 -3.312 -0.019 -2.829  3.071]
100.0,309.82944,176,1.0922115,0.49937153,-45.811214,418.24893,,1.8128594,-128.52904567190407,1.4887775,0.64072824,0.21089426,-0.9782975,100,0.822434,16.76823,100.0,4.5291557,-3.1661987e-06,419.5376,98.196625,8813.760057210922,319.97,38.26899,4.9617167,6009186,17600,[-4.923 -3.324 -0.042 -2.82   3.086]
100.0,248.7783,177,0.95985836,0.2732225,-53.592834,419.00418,,1.2185537,-119.14613635278464,1.147336,0.50434685,0.28961536,-2.9445627,100,0.7511169,15.768614,100.0,4.5428295,1.1825562e-06,419.59824,98.31062,8856.146291017532,345.66,38.390087,2.6582127,6043752,17700,[-4.932 -3.326 -0.038 -2.824  3.11 ]
100.0,217.23297,178,1.0738271,0.7553591,-42.622643,417.36438,,2.1581876,-125.28359595730147,1.7456757,0.7070492,0.09538332,-5.171898,100,0.9700925,14.679447,100.0,4.5697803,2.0980835e-07,419.10477,98.26918,8897.900052785873,342.86,30.308006,8.552601,6078038,17800,[-4.94  -3.33  -0.025 -2.834  3.124]
100.0,255.80743,179,0.9787912,0.44422978,-40.551254,421.3877,,1.4962357,-122.05882947838477,1.3478009,0.55090714,0.20960069,-4.6487103,100,0.86348873,16.453012,100.0,4.5893927,1.5640259e-06,422.21255,98.322174,8941.5419652462,360.15,40.221252,5.1274734,6114053,17900,[-4.942 -3.331 -0.026 -2.836  3.151]
100.0,297.5261,180,0.97152615,0.1502925,-48.282917,427.2887,,1.06397,-131.5433964129907,1.0397551,0.49655455,0.51468027,-0.7416917,100,0.64121586,17.13524,100.0,4.597206,2.8991699e-06,427.45108,98.15852,8980.03300857544,312.65,34.018246,1.5925193,6145318,18000,[-4.942 -3.331 -0.026 -2.838  3.17 ]
100.0,392.61758,181,1.0594711,0.5449481,-49.18648,428.85168,,1.9059961,-123.847027772282,1.4934402,0.66118765,0.21603234,1.1898433,100,0.7866737,18.52591,100.0,4.6205463,1.1825562e-06,430.79956,98.18129,9016.788788080215,302.54,38.727325,5.0038614,6175572,18100,[-4.943 -3.332 -0.027 -2.839  3.178]
100.0,359.51303,182,0.9920436,0.24443424,-50.663746,430.44482,,1.2154901,-129.72453829559572,1.1353004,0.5216993,0.3470031,-0.6776013,100,0.69467276,18.935787,100.0,4.6342216,3.852844e-06,431.00616,98.19081,9055.975251674652,320.63,44.920677,2.3076084,6207635,18200,[-4.997 -3.372 -0.04  -2.907  3.201]
100.0,348.16513,183,1.0199913,0.5266388,-46.49977,429.06277,,1.6640711,-126.39829073183466,1.402912,0.6118777,0.23326598,-3.209885,100,0.7915642,18.056473,100.0,4.6561446,1.3732911e-06,430.14923,98.20865,9095.327004432678,319.45,45.74879,8.882851,6239580,18300,[-5.004 -3.38  -0.034 -2.919  3.215]
100.0,356.21646,184,1.0138371,0.35827556,-45.64516,435.67834,,1.4652224,-138.01458389466453,1.2795241,0.5757137,0.26950517,1.1136963,100,0.733154,17.802822,100.0,4.6752677,1.7166137e-06,436.59866,98.11775,9133.677263259888,312.87,40.731552,5.0855603,6270867,18400,[-5.005 -3.38  -0.034 -2.919  3.237]
100.0,323.53094,185,0.99629974,0.24848086,-47.57448,435.82138,,1.2783333,-139.4622839103614,1.1389844,0.5380592,0.28669968,0.015594234,100,0.64624,17.767075,100.0,4.68698,-2.2125244e-06,436.96353,98.05902,9170.149803638458,296.42,34.28772,2.2168722,6300509,18500,[-5.018 -3.395 -0.03  -2.935  3.256]
100.0,389.17978,186,1.0600696,1.3006693,-52.21194,436.3746,,6.5585785,-133.2596074622158,2.7432413,1.1912601,0.056686442,4.4126573,100,1.109905,19.468678,100.0,4.705086,-2.5939942e-06,441.20813,98.071976,9205.656392097473,287.19,34.944904,20.755726,6329228,18600,[-5.085 -3.446 -0.011 -3.016  3.268]
100.0,369.2753,187,1.0377283,0.3467825,-51.171688,435.28986,,1.4363422,-129.97460439600357,1.2842691,0.5576888,0.3096172,-4.236034,100,0.78539205,18.28984,100.0,4.724101,-1.14440915e-07,436.1635,98.22632,9247.312352657318,335.99,39.548344,2.7914956,6362827,18700,[-5.473 -4.042 -0.1   -3.193  3.286]
100.0,369.54123,188,1.0220883,0.31373677,-45.69147,439.6655,,1.2871819,-128.28031745726315,1.1692926,0.5440784,0.276403,-1.6681116,100,0.67497283,17.931358,100.0,4.739702,-1.7547608e-06,440.47375,98.157715,9284.733902454376,304.6,34.947205,3.1589658,6393287,18800,[-5.475 -4.045 -0.099 -3.197  3.305]
100.0,307.23386,189,1.0187266,0.40212652,-49.833797,436.94403,,1.4063193,-130.39048701091,1.2745118,0.543824,0.2593836,-6.18701,100,0.8053667,18.12356,100.0,4.7577047,-1.4686584e-06,437.60754,98.24785,9327.551508903503,346.71,32.814957,3.9380572,6427958,18900,[-5.488 -4.058 -0.086 -3.204  3.32 ]
100.0,410.97498,190,0.96855235,0.264148,-51.92468,440.33044,,1.2731885,-132.98658515616452,1.1804272,0.52252465,0.2465465,-4.5035167,100,0.7541252,19.800695,100.0,4.7729077,3.1280517e-06,440.9781,98.216385,9368.400535821915,339.42,37.375698,2.6854012,6461900,19000,[-5.488 -4.058 -0.085 -3.206  3.339]
100.0,379.69702,191,1.0122331,0.3325242,-52.59745,445.61746,,1.3118658,-147.6689209557935,1.1954182,0.5397685,0.30781466,-0.7341127,100,0.7214682,18.716997,100.0,4.788931,1.8692017e-06,446.29822,98.08397,9407.685917139053,322.41,34.981155,3.4120216,6494141,19100,[-5.501 -4.079 -0.064 -3.213  3.354]
100.0,473.59775,192,0.97645265,0.5189989,-47.567356,444.57938,,1.9379314,-139.13107743707317,1.5913367,0.66914165,0.12786122,-3.4800932,100,0.8943638,18.201727,100.0,4.813954,-5.1116945e-06,445.40073,98.16315,9448.543434858322,332.51,49.928795,4.372603,6527392,19200,[-5.51  -4.088 -0.059 -3.233  3.37 ]
100.0,365.27478,193,1.0158106,0.50941867,-50.914192,449.12067,,2.0152931,-153.8703395247884,1.581766,0.66024685,0.11326109,-0.092198715,100,0.8968138,16.371952,100.0,4.83386,-1.5258789e-06,450.85596,98.08429,9489.201867341995,336.07,33.30378,5.22906,6560999,19300,[-5.512 -4.089 -0.059 -3.234  3.395]
100.0,301.52582,194,0.9597102,0.53988653,-46.193596,450.9872,,3.3046775,-141.76829230350765,1.7729752,0.7496128,0.107442014,0.63811564,100,0.9006479,17.670694,100.0,4.8491063,9.536743e-07,452.879,98.1035,9528.073435306549,316.27,36.16929,4.349869,6592626,19400,[-5.587 -4.139 -0.043 -3.412  3.415]
100.0,285.90433,195,0.9940571,0.07132965,-46.250317,454.17673,,1.0161052,-134.0375256679564,1.0098476,0.4902399,0.71928895,0.41618773,100,0.6163922,16.95223,100.0,4.8530207,-2.5177003e-06,454.2626,98.12471,9565.729570150375,306.27,40.939747,1.3327708,6623253,19500,[-5.774 -4.358 -0.26  -3.592  3.43 ]
100.0,374.3156,196,1.0335919,0.32771093,-48.710686,460.10913,,1.2912282,-144.37234922164217,1.1501884,0.54592735,0.35629278,6.3066278,100,0.6179805,18.665785,100.0,4.8671546,7.8201293e-07,461.21326,97.9763,9599.985392332077,282.06,38.311962,3.072637,6651459,19600,[-5.774 -4.358 -0.26  -3.592  3.434]
100.0,359.06583,197,1.0066609,0.069682755,-45.4306,455.4504,,1.0119969,-134.70737028001193,1.0069857,0.49533623,0.7709452,-0.10036091,100,0.58583295,18.904255,100.0,4.8706665,-2.670288e-06,455.51697,98.07596,9635.532735586166,291.56,35.848106,1.2849123,6680615,19700,[-5.804 -4.373 -0.214 -3.648  3.448]
100.0,325.15405,198,0.98373556,0.2444653,-51.971268,456.6365,,1.2249568,-143.10109332215742,1.1431804,0.52107245,0.3607406,0.42622206,100,0.7057989,17.62207,100.0,4.8846593,-1.2207031e-06,457.14032,98.11842,9674.880319356918,324.65,37.705902,1.986891,6713080,19800,[-5.805 -4.374 -0.214 -3.649  3.451]
100.0,356.3894,199,0.97386295,0.39138168,-43.663624,459.94794,,1.6176635,-143.9832753224205,1.3470213,0.60941184,0.23842111,2.7065866,100,0.72290134,17.057482,100.0,4.90612,1.9073487e-07,461.11282,98.03256,9711.429090499878,297.66,35.941975,4.4957666,6742846,19900,[-5.806 -4.374 -0.214 -3.65   3.465]
,379.36084,200,1.0489118,0.29056257,-52.26221,-28.72954,,1.2326897,-133.8723626317112,1.1133267,0.53639245,0.31640416,3.9896562,100,0.59742683,18.083176,100.0,4.898438,4.234314e-06,-27.70991,98.03589,9745.462147951126,277.71,34.952927,2.988981,6770617,20000,[-5.82  -4.383 -0.219 -3.673  3.487]
,429.90945,201,0.9975261,0.17282045,-52.05082,-30.325773,,1.0950496,-136.4849902580245,1.0450416,0.50749964,0.5307975,1.7634568,100,0.6010983,20.819283,100.0,4.8926783,-2.2888183e-07,-29.774658,98.06534,9781.725519180298,292.05,43.052162,2.4383955,6799822,20100,[-5.92  -4.459 -0.137 -3.789  3.48 ]
,377.5711,202,1.0600183,0.64204776,-47.998096,-28.69155,,2.4016297,-134.4310661640723,1.5623691,0.68708503,0.106824294,6.439549,100,0.78284264,18.403448,100.0,4.8788977,4.997253e-06,-26.022717,98.09027,9818.677343606949,295.54,43.038353,7.882648,6829376,20200,[-5.977 -4.505 -0.068 -3.824  3.474]
,313.7778,203,1.0242723,0.32824624,-52.899853,-32.117996,,1.3689324,-120.51250239864703,1.1732225,0.53963345,0.26501343,1.1967547,100,0.68845385,17.48975,100.0,4.8710623,-1.0108947e-06,-30.590673,98.226,9857.067776679993,311.4,37.694275,3.758618,6860516,20300,[-6.626 -4.743 -0.12  -3.963  3.46 ]
,372.79483,204,1.0368538,0.49370763,-48.549557,-36.453503,,1.4404912,-114.23481196746698,1.2581553,0.55203044,0.15865853,-3.1541216,100,0.7645523,18.613483,100.0,4.8550653,-4.959106e-07,-35.095757,98.31122,9898.225769758224,331.7,42.9081,5.8922377,6893686,20400,[-6.898 -4.908 -0.136 -4.094  3.452]
,338.30157,205,1.0297174,0.82289076,-55.560944,-36.092705,,2.4675794,-115.88610833458124,1.9326078,0.73402935,0.043909036,-2.2779953,100,1.0765147,17.093922,100.0,4.826576,3.8146973e-07,-35.114094,98.36075,9943.43734073639,362.57,31.797522,14.221713,6929943,20500,[-7.083 -5.088 -0.123 -4.133  3.436]
,267.2605,206,0.9837306,0.4004351,-50.25,-35.5974,,1.4310364,-112.53349905496425,1.242972,0.5293648,0.311006,-2.553661,100,0.7917697,16.601728,100.0,4.8159,7.05719e-07,-34.42094,98.353775,9986.4938185215,348.28,36.617817,3.6367035,6964771,20600,[-7.373 -5.246 -0.15  -4.192  3.408]
,334.06326,207,1.0062642,0.4048725,-53.28984,-36.386795,,1.4828546,-107.21003327489797,1.3001671,0.53371036,0.2924819,-3.706467,100,0.83792835,17.864725,100.0,4.798955,-3.2806397e-06,-35.674152,98.4032,10030.331698417664,359.28,31.28317,3.7359235,7000699,20700,[-7.589 -5.426 -0.087 -4.286  3.397]
,440.95227,208,1.0135368,0.53139174,-56.053432,-34.16197,,2.173403,-103.07876494392825,1.7468674,0.7064653,0.10212565,-0.38786864,100,0.9628405,18.219404,100.0,4.7709556,2.3269654e-06,-33.10158,98.395874,10071.320049762726,341.25,37.747055,4.0979433,7034824,20800,[-7.716 -5.55  -0.018 -4.309  3.38 ]
,262.78403,209,0.9900161,0.4157997,-50.686394,-39.592743,,1.638481,-92.28769772368538,1.3808285,0.4789382,0.110827535,-6.3309903,100,0.98115784,16.736195,100.0,4.7612085,-2.2888185e-06,-38.31366,98.54921,10120.559223175049,409.45,24.990734,3.7144854,7075769,20900,[-7.717 -5.55  -0.019 -4.309  3.352]
,342.65128,210,1.0082219,0.571745,-46.312668,-35.829174,,3.0746517,-98.18460213537405,1.9252342,0.7667354,0.06378545,-1.8900158,100,1.0143826,17.22375,100.0,4.749992,-5.7983398e-06,-34.53948,98.428055,10162.032340049744,343.34,31.335018,4.5959177,7110103,21000,[-7.932 -5.675 -0.077 -4.487  3.342]
,198.24016,211,1.0165894,0.21100335,-42.902138,-38.305195,,1.1269139,-89.40062380459138,1.0731083,0.4801077,0.5713317,-6.1341586,100,0.7257883,14.226009,100.0,4.7441382,-1.2969971e-06,-37.702633,98.48636,10204.66906285286,348.1,26.17174,2.3354032,7144913,21100,[-8.617 -5.952 -0.114 -4.675  3.331]
,265.32272,212,0.9730533,0.366178,-49.35653,-38.68214,,1.5291841,-86.55025736124838,1.3323711,0.5082846,0.14096081,-6.1157584,100,0.9078765,15.709297,100.0,4.732008,-6.67572e-07,-38.07571,98.55051,10251.262715816498,385.1,34.15924,2.899809,7183423,21200,[-8.662 -6.016 -0.091 -4.613  3.325]
,275.02826,213,0.96428776,0.444658,-39.83357,-35.8845,,1.5409995,-95.11431961462853,1.3264028,0.5877455,0.22014734,-2.9885366,100,0.76264936,15.7045965,100.0,4.7110715,-2.479553e-07,-35.09908,98.402466,10289.866318702698,318.36,32.900497,4.0309343,7215259,21300,[-8.709 -6.093 -0.143 -4.779  3.313]
,238.41698,214,1.0499682,0.53904843,-44.572533,-35.028667,,1.7830973,-90.0358033261284,1.4616253,0.58756435,0.18434098,-2.1930034,100,0.88545626,14.910473,100.0,4.6933317,-3.2234193e-06,-34.381947,98.49266,10333.349621772766,354.93,29.328207,5.6610355,7250752,21400,[-8.735 -6.124 -0.16  -4.731  3.292]
,307.5342,215,0.9952039,0.19048986,-63.26474,-39.181007,,1.1449231,-82.09612950618504,1.0794902,0.44293186,0.5402949,-7.29776,100,0.7990853,17.851141,100.0,4.695447,9.727478e-07,-38.856476,98.57112,10380.019246578217,382.84,36.889435,2.2299104,7289036,21500,[-8.834 -6.148 -0.067 -4.644  3.274]
,209.65207,216,0.9784468,0.28216922,-35.603607,-36.810715,,1.2978749,-84.37513813603002,1.1806599,0.4600036,0.23447102,-4.5314155,100,0.85065097,14.978167,100.0,4.6895833,-1.5258789e-07,-36.25607,98.565475,10426.845267057419,388.35,29.199652,2.2978086,7327871,21600,[-8.904 -6.187  0.012 -4.677  3.277]
,247.42781,217,0.99773705,0.502053,-48.48394,-37.754276,,1.7329448,-82.28026915153187,1.5447747,0.5429252,0.103983544,-4.767869,100,1.021857,15.85206,100.0,4.6713543,4.386902e-07,-37.01839,98.58777,10475.1255569458,399.19,33.34305,4.4248443,7367790,21700,[-9.171 -6.357  0.024 -4.77   3.271]
,208.4185,218,0.9810441,0.32193747,-41.99135,-39.16699,,1.3059932,-72.34701714395888,1.2328768,0.47919002,0.20335035,-6.7742624,100,0.8739692,13.992161,100.0,4.65433,5.340576e-07,-38.628304,98.62584,10521.30217385292,386.71,27.257545,2.6045618,7406461,21800,[-9.244 -6.318  0.049 -4.899  3.252]
,284.2948,219,1.011689,0.1285383,-44.04802,-38.387836,,1.0702192,-79.7970859099135,1.0425642,0.43174374,0.47879893,-6.7676225,100,0.7867889,16.773954,100.0,4.6582117,2.260208e-06,-38.27091,98.58481,10567.57353591919,384.38,31.950823,1.7761,7444899,21900,[-9.257 -6.323  0.057 -4.903  3.236]
,197.47784,220,0.93582875,0.45929122,-43.13999,-38.491245,,3.8323948,-72.53865523562834,1.8380573,0.6485783,0.02602446,-5.327954,100,1.0922514,14.900636,100.0,4.652342,-9.536743e-08,-37.532955,98.63579,10615.237978696823,398.33,33.728523,4.1626096,7484732,22000,[-9.309 -6.35   0.1   -4.941  3.239]
,234.78886,221,1.0109253,0.34917194,-51.80726,-38.91005,,1.3479515,-73.74094474122637,1.217368,0.46458748,0.29544923,-6.436655,100,0.87280625,16.593805,100.0,4.644111,7.05719e-07,-38.197052,98.62349,10662.066131591797,391.7,36.916542,3.3642573,7523902,22100,[-10.026  -6.357  -0.067  -4.945   3.233]
,236.92747,222,0.9899756,0.14903666,-44.5934,-38.818607,,1.0832839,-70.35318707317916,1.0449508,0.4034558,0.5670329,-7.157073,100,0.8276244,15.016954,100.0,4.6445055,1.5068055e-06,-38.65896,98.65181,10711.190131902695,404.11,27.390404,1.7402222,7564313,22200,[-10.096  -6.424   0.019  -4.9     3.225]
,289.31274,223,0.9884417,0.19339818,-65.040955,-38.704865,,1.1368128,-63.22393811753096,1.0847867,0.42302606,0.5125256,-6.990753,100,0.8326678,15.805377,100.0,4.64693,-6.1035155e-07,-38.564255,98.68213,10759.689762592316,397.79,37.364933,2.2416782,7604092,22300,[-10.141  -6.422  -0.032  -4.941   3.225]
,155.01518,224,1.0,,-40.318832,-35.250362,,1.0,-72.33479046791986,1.0,0.4107852,1.0,-3.8196428,100,0.78506,12.388101,100.0,4.64693,4.196167e-07,-35.250362,98.63144,10807.019671440125,392.53,29.104017,1.0,7643345,22400,[-10.214  -6.409  -0.07   -5.016   3.228]
,204.58748,225,1.0121917,0.1344754,-38.86161,-38.793957,,1.0498669,-72.6196677192757,1.0341501,0.41883042,0.6747011,-7.142128,100,0.7997888,14.15523,100.0,4.6523776,-5.1498415e-07,-38.635727,98.62991,10853.928768634796,392.45,31.28122,1.8466519,7682590,22500,[-10.214  -6.409  -0.07   -5.016   3.228]
,272.20984,226,1.0235888,0.17904007,-66.57196,-36.522232,,1.0656712,-78.33527983197666,1.0431998,0.44349387,0.5724667,-4.7719226,100,0.7684128,17.133242,100.0,4.6523433,-7.6293944e-08,-36.27846,98.5824,10898.911472320557,375.16,35.677654,2.0566294,7720106,22600,[-10.23   -6.412  -0.098  -5.036   3.234]
,213.48558,227,0.96701956,0.25709987,-43.056473,-38.477795,,1.2783142,-67.39706903575501,1.1613822,0.42718136,0.3642361,-6.5656247,100,0.8786936,14.909649,100.0,4.646045,3.5953522e-06,-38.22873,98.66774,10948.113183021545,405.68,25.181393,2.195786,7760674,22700,[-10.25   -6.416  -0.09   -4.963   3.233]
