EntropyCoefficient,J_sample_variance,Iteration,MeanIW,StdIW,InitialReturnMin,InitialBound,MinD2w0t,MaxD2w0t,EpRewMean,EmpiricalD2,StdD2w0t,MinIW,ReturnMeanIW,EpThisIter,MeanD2w0t,InitialReturnStd,ReturnStepMax,MeanEntropy,InitialReturnMean,Bound,ReturnStepMaxmin,TimeElapsed,EpLenMean,InitialReturnMax,MaxIW,TimestepsSoFar,EpisodesSoFar,Weights
100.0,219.8141,68,0.9925167,0.45747322,-64.76039,212.1298,,1.6588497,-68.56489917293402,1.5120147,0.52560997,0.15552728,-4.6845236,100,1.0185596,13.809574,100.0,2.5019379,-9.536743e-07,213.26994,98.65965,3720.760536670685,402.91,26.739933,4.09742,1982243,6800,[-1.399 -0.552 -0.087 -0.504  1.061]
100.0,503.4553,69,1.1863518,2.0838556,-41.0316,209.17557,,7.865371,-58.448164983511894,4.432682,1.5110942,0.020536564,-7.266946,100,1.95064,13.983719,100.0,2.5251403,-3.8146973e-07,211.3427,98.712036,3780.7051858901978,405.95,24.213373,38.143707,2022838,6900,[-1.4   -0.558 -0.087 -0.503  1.083]
100.0,142.03658,70,0.9538637,0.7089386,-46.46469,213.44542,,2.4703233,-56.27053181973875,2.125692,0.6597861,0.086042844,-6.9709296,100,1.2954098,12.50952,100.0,2.5510163,-1.4781951e-06,215.31128,98.73366,3845.5605692863464,422.54,20.714682,8.0208435,2065092,7000,[-1.508 -0.555 -0.091 -0.517  1.106]
100.0,168.20341,71,1.0563715,0.5562762,-36.98664,215.77872,,1.8043318,-55.8295681268548,1.5981402,0.50937265,0.1547631,-7.9097934,100,1.0928835,12.502781,100.0,2.5712767,3.8146973e-07,216.95361,98.73494,3908.1790285110474,421.27,21.303524,4.8754063,2107219,7100,[-1.511 -0.556 -0.082 -0.526  1.132]
100.0,219.35643,72,1.1436367,1.1105664,-46.785217,215.29562,,3.5410511,-57.103481237365365,2.6367652,0.86242783,0.06482231,-9.144723,100,1.4279913,13.191088,100.0,2.5985742,2.7656556e-06,217.56667,98.72026,3969.5830528736115,408.27,30.705101,19.396135,2148046,7200,[-1.519 -0.579 -0.088 -0.536  1.152]
100.0,205.9677,73,0.9235472,0.52838,-60.47328,217.69064,,1.9490542,-55.59193252084424,1.7883209,0.53601164,0.1651865,-10.943178,100,1.1957756,13.912053,100.0,2.6228034,2.670288e-07,218.84064,98.74234,4034.344094276428,431.51,34.261345,9.057017,2191197,7300,[-1.576 -0.598 -0.088 -0.542  1.179]
100.0,185.46066,74,0.9164239,0.444836,-35.521484,221.94202,,1.9271296,-66.73220579996884,1.7433581,0.56933373,0.11386702,-8.837698,100,1.1377952,14.3194895,100.0,2.6473908,-1.3923645e-06,223.40454,98.677795,4096.079702138901,414.22,27.134613,4.2849407,2232619,7400,[-1.579 -0.598 -0.084 -0.549  1.204]
100.0,278.5145,75,1.0277301,0.5902866,-52.34065,225.97598,,2.0320554,-59.011539471311956,1.7282203,0.57658696,0.058619253,-6.8413815,100,1.1224383,15.034336,100.0,2.667009,-1.8119812e-07,227.4088,98.7121,4157.022084951401,409.95,27.939129,6.5577602,2273614,7500,[-1.583 -0.597 -0.082 -0.553  1.228]
100.0,343.83618,76,0.97863555,0.49899122,-57.66868,226.84283,,2.0078232,-68.83264950022846,1.7323341,0.63163847,0.084599376,-8.488365,100,1.0677222,17.851807,100.0,2.692178,-1.0871887e-06,228.17912,98.64247,4214.456658363342,385.04,35.416553,5.4052544,2312118,7600,[-1.587 -0.617 -0.074 -0.574  1.248]
100.0,232.57538,77,0.94328064,0.35519838,-43.342087,227.5734,,1.4050187,-57.62774898497901,1.315609,0.4451257,0.24030305,-10.751395,100,0.9716675,14.330755,100.0,2.7089725,-8.9645386e-07,228.21107,98.72354,4275.655215263367,416.91,35.057568,3.1511216,2353809,7700,[-1.596 -0.627 -0.075 -0.578  1.273]
100.0,224.72108,78,0.98858404,0.4973714,-38.04634,233.21054,,1.7378913,-72.35463658941464,1.4574231,0.5638123,0.14963424,-6.1610065,100,0.9319677,14.335293,100.0,2.7263389,1.9073486e-06,234.30359,98.61279,4331.255051136017,373.72,30.24611,6.0035934,2391181,7800,[-1.596 -0.627 -0.082 -0.578  1.29 ]
100.0,191.42523,79,0.95680857,0.7350647,-63.145676,233.76726,,2.4483683,-72.94137047281758,1.9987851,0.6866459,0.10695284,-6.720972,100,1.1874511,14.102638,100.0,2.7498116,1.8310546e-06,235.50787,98.63312,4390.066401004791,397.63,31.41779,9.285153,2430944,7900,[-1.599 -0.636 -0.067 -0.585  1.307]
100.0,223.89943,80,0.9364694,0.62883294,-47.426506,237.33481,,3.721297,-72.03441401248216,2.3856678,0.9234637,0.081350185,-4.009886,100,1.1908665,16.043718,100.0,2.7721884,1.335144e-07,240.01154,98.58844,4438.547671556473,350.06,34.161423,5.073074,2465950,8000,[-1.625 -0.633 -0.059 -0.603  1.331]
100.0,225.5896,81,0.9610756,0.44369158,-49.92579,238.09003,,1.6876032,-64.26696019621407,1.4769565,0.4739916,0.17068574,-7.598407,100,1.0531498,13.901633,100.0,2.7870553,-1.8310546e-06,238.99338,98.696304,4497.385483264923,423.23,24.817593,3.6563275,2508273,8100,[-1.67  -0.682 -0.048 -0.613  1.353]
100.0,237.90567,82,1.0538642,0.40551004,-47.85843,239.91054,,1.4485965,-71.48040488722944,1.3349907,0.47381815,0.17713378,-7.5106344,100,0.95274794,14.674298,100.0,2.8034627,-3.8146972e-08,240.86238,98.64697,4553.176767110825,404.96,28.066542,3.8838985,2548769,8200,[-1.674 -0.682 -0.059 -0.632  1.368]
100.0,227.26758,83,1.0254778,0.39528105,-60.116222,241.02136,,1.2971303,-66.11241153254979,1.2403675,0.4341989,0.28409395,-8.525222,100,0.93120384,13.36996,100.0,2.8190436,2.2888183e-07,241.5405,98.679794,4606.292117118835,412.94,23.276466,3.4425607,2590063,8300,[-1.679 -0.691 -0.049 -0.638  1.384]
100.0,176.39754,84,0.97234875,0.55649257,-33.486324,245.20499,,2.1077101,-74.95462868220665,1.803075,0.59804296,0.11515087,-4.911316,100,1.1402178,13.117522,100.0,2.8426418,1.5258789e-07,246.81656,98.63289,4659.301651000977,408.34,28.838299,3.7401175,2630897,8400,[-1.68  -0.695 -0.047 -0.637  1.4  ]
100.0,247.62877,85,0.93862414,0.4770409,-54.495453,243.77684,,2.079355,-75.05138071544441,1.6464218,0.5961482,0.10439426,-8.337172,100,1.0283858,15.98858,100.0,2.859165,-9.536743e-07,245.25983,98.612274,4709.667723655701,387.13,28.30913,4.764778,2669610,8500,[-1.686 -0.696 -0.033 -0.642  1.424]
100.0,217.45593,86,0.9960253,0.5122475,-59.329643,244.4555,,1.7751918,-64.95027783834834,1.5665997,0.51938343,0.086876884,-10.137346,100,1.065408,14.7215805,100.0,2.8786838,-2.5844574e-06,245.48758,98.6861,4763.698029279709,413.83,25.36575,5.6006546,2710993,8600,[-1.73  -0.738 -0.026 -0.653  1.44 ]
100.0,294.5013,87,0.889308,0.361854,-56.68052,246.29822,,1.633791,-75.45536719580473,1.4141215,0.5167243,0.15110865,-9.874265,100,0.96278983,18.644857,100.0,2.8932443,,247.39354,98.61743,4814.492287158966,394.46,43.651283,3.101345,2750439,8700,[-1.738 -0.742 -0.011 -0.661  1.459]
100.0,271.24872,88,0.9967691,0.7734332,-40.540493,248.87686,,3.5413432,-69.71989124006606,2.5406406,0.8152281,0.04918382,-7.8994937,100,1.4101335,14.132074,100.0,2.9187934,-1.6021728e-06,250.93054,98.66464,4868.772042274475,415.8,30.252905,8.725013,2792019,8800,[-1.752 -0.784 -0.005 -0.671  1.474]
100.0,219.45354,89,0.87663716,0.3773981,-40.966667,250.69345,,1.9442974,-69.29376398558951,1.7677864,0.56259483,0.15293062,-9.651691,100,1.1650877,15.6678095,100.0,2.9433074,1.5258789e-06,252.17651,98.670364,4921.907140254974,420.43,33.91776,3.6529999,2834062,8900,[-1.77  -0.803 -0.032 -0.684  1.5  ]
100.0,172.70724,90,0.9779751,0.38966683,-42.403057,252.76656,,1.512568,-72.08268898147952,1.396989,0.45095855,0.2697012,-10.331752,100,1.0194795,12.821902,100.0,2.961586,-1.9073486e-08,253.78592,98.65959,4973.831996917725,423.51,19.96256,3.471219,2876413,9000,[-1.776 -0.805 -0.029 -0.693  1.524]
100.0,234.09058,91,1.0387166,0.41444162,-63.841225,255.70007,,1.3663775,-68.84339817462222,1.2971978,0.39812842,0.26604235,-9.409806,100,1.0017292,14.783339,100.0,2.9763474,2.670288e-06,256.3404,98.683426,5027.1376621723175,434.93,21.65593,4.1080103,2919906,9100,[-1.786 -0.81  -0.038 -0.699  1.542]
100.0,287.30936,92,1.0909094,0.9469979,-54.914513,258.2166,,3.6609504,-77.6038698775034,2.824586,0.9395754,0.030750237,-6.6385875,100,1.4922494,15.318718,100.0,3.0069613,-5.340576e-07,260.58298,98.61572,5076.407147169113,403.9,38.405834,12.360429,2960296,9200,[-1.809 -0.822 -0.031 -0.71   1.557]
100.0,234.38902,93,0.9902286,0.5045836,-41.94441,260.95645,,1.9319516,-68.606085682113,1.6024655,0.4973698,0.08933647,-7.527187,100,1.108935,14.591642,100.0,3.019329,-4.863739e-07,262.1671,98.67897,5129.412289619446,427.41,27.967785,4.422168,3003037,9300,[-1.854 -0.837 -0.028 -0.731  1.588]
100.0,211.03029,94,1.0146538,0.4712401,-65.7085,263.31274,,2.2849095,-75.97882072369568,1.6428475,0.5712097,0.21334766,-6.1335983,100,1.0478054,15.256824,100.0,3.0312068,-3.0326844e-06,264.71704,98.61853,5178.602086782455,398.35,29.09494,4.1497574,3042872,9400,[-1.919 -0.872 -0.033 -0.76   1.6  ]
100.0,314.81052,95,0.9904777,0.35624194,-48.406174,260.3415,,1.3704468,-67.7081770672054,1.2970154,0.44831344,0.28847367,-11.808524,100,0.9579364,16.631624,100.0,3.047545,-2.5939942e-06,261.02682,98.6725,5228.999879360199,413.48,41.121334,3.7053306,3084220,9500,[-1.961 -0.942 -0.042 -0.789  1.612]
100.0,242.7248,96,1.0776364,1.0282563,-31.102327,265.5447,,3.3380475,-77.86287698578616,2.6364067,0.8361618,0.035692543,-5.969276,100,1.4568934,13.150351,100.0,3.0701072,1.6784668e-06,267.8408,98.62674,5279.987303495407,417.21,28.97293,15.108942,3125941,9600,[-1.966 -0.945 -0.039 -0.8    1.629]
100.0,296.3064,97,1.0140948,0.6498409,-58.820744,271.08936,,2.3314927,-74.18818432779308,1.7976425,0.63925916,0.09877242,-3.7881567,100,1.0944078,17.00541,100.0,3.088515,-7.6293944e-08,272.54456,98.6199,5327.995256900787,390.36,34.038815,6.42456,3164977,9700,[-1.977 -0.961 -0.034 -0.851  1.651]
100.0,288.81976,98,1.011277,0.4690628,-34.81504,271.3303,,1.730511,-73.55334144382665,1.4633425,0.53490865,0.10576741,-4.9858704,100,0.97126716,14.007977,100.0,3.0954988,-1.6784668e-06,272.46057,98.624084,5376.067509174347,391.33,32.83,4.8260427,3204110,9800,[-2.021 -1.013 -0.045 -0.884  1.669]
100.0,274.8937,99,0.9729052,0.36800656,-57.870827,273.7176,,1.4091189,-80.42067601996679,1.2813673,0.5329516,0.2170274,-4.793188,100,0.8276242,15.656782,100.0,3.113271,-8.201599e-07,274.56158,98.54913,5419.942780971527,356.74,33.82863,4.447137,3239784,9900,[-2.031 -0.999 -0.032 -0.921  1.676]
100.0,493.16537,100,1.0293254,0.8540948,-38.176353,277.14175,,3.675503,-83.09329218168568,2.548468,0.96039814,0.038158357,-1.4524689,100,1.2630181,15.923887,100.0,3.1417735,-8.9645386e-07,279.27173,98.53589,5463.589843988419,358.08,36.96853,13.801899,3275592,10000,[-2.033 -0.999 -0.036 -0.922  1.694]
100.0,322.7207,101,1.0017546,0.2488221,-55.91533,278.06116,,1.1796883,-80.03712245682634,1.1155555,0.49501407,0.33323273,-5.073025,100,0.7359716,17.238428,100.0,3.1522927,4.005432e-07,278.4956,98.535904,5506.917511940002,344.92,30.056118,2.6563754,3310084,10100,[-2.079 -1.03  -0.049 -0.959  1.723]
100.0,243.36374,102,0.96303284,0.7395277,-34.90683,281.30228,,2.8544402,-87.4466633526949,2.1462612,0.83904856,0.048293285,-1.5825356,100,1.105614,14.811124,100.0,3.1828272,1.335144e-06,283.53476,98.49434,5549.399127006531,345.87,30.937063,7.9833946,3344671,10200,[-2.091 -1.043 -0.051 -0.95   1.733]
100.0,191.41629,103,1.0082254,0.6441032,-39.662422,281.1759,,2.120816,-77.82253207135574,1.7490785,0.645804,0.12531129,-5.456535,100,1.0420936,13.530658,100.0,3.206842,-8.773804e-07,282.65048,98.58673,5595.909086227417,376.62,35.595135,7.7974596,3382333,10300,[-2.106 -1.059 -0.047 -0.949  1.764]
100.0,246.82976,104,1.0332401,0.47619206,-55.927353,283.25034,,1.8476406,-78.07463657177179,1.484103,0.5884634,0.12915157,-5.03654,100,0.89467764,16.585272,100.0,3.2199109,3.0326844e-06,284.7995,98.563156,5639.473262548447,357.45,35.50693,3.8824987,3418078,10400,[-2.106 -1.056 -0.059 -0.968  1.788]
100.0,279.3817,105,1.014721,0.6601337,-45.684937,284.36255,,4.013513,-82.77702994243174,2.3405046,0.882427,0.10945749,-3.6972444,100,1.2147788,15.98386,100.0,3.2332106,-8.5830686e-07,286.8345,98.55263,5685.469844818115,370.06,30.791,5.878163,3455084,10500,[-2.206 -1.108 -0.068 -0.981  1.801]
100.0,228.61743,106,0.98632455,0.4574968,-45.02277,284.69104,,1.5494434,-74.32867998981385,1.4103978,0.51257235,0.18314824,-7.245138,100,0.9649506,15.110006,100.0,3.2517934,1.7166137e-06,285.84216,98.62439,5734.824259281158,395.78,27.075436,5.444091,3494662,10600,[-2.409 -1.063 -0.088 -0.989  1.814]
100.0,253.38983,107,0.99117947,0.43793178,-45.77647,286.61063,,1.5116521,-80.5463080409641,1.313899,0.53523415,0.2544918,-7.0425115,100,0.8481767,15.919214,100.0,3.2673922,-9.727478e-07,287.72037,98.55446,5779.542161226273,361.57,28.483253,4.922921,3530819,10700,[-2.422 -1.088 -0.076 -0.994  1.833]
100.0,267.8545,108,0.97342485,0.42389134,-55.907593,288.17093,,1.6096361,-73.7643792997145,1.396358,0.4830484,0.1522685,-7.1437907,100,0.98397464,16.331648,100.0,3.2830107,3.0517577e-07,289.11676,98.6387,5829.923518896103,408.33,33.019054,4.25464,3571652,10800,[-2.465 -1.127 -0.076 -0.995  1.848]
100.0,247.19815,109,1.0307442,0.49689835,-44.6812,289.22067,,1.703887,-80.27845147216485,1.5393424,0.537284,0.13480403,-8.025798,100,1.0329179,14.713391,100.0,3.3045328,-9.155273e-07,290.15472,98.601105,5878.789537191391,402.51,32.425236,4.7694354,3611903,10900,[-2.501 -1.171 -0.083 -1.019  1.864]
100.0,288.5773,110,1.0216037,0.7199156,-39.768448,291.8836,,4.0383224,-80.90175364405515,2.534234,0.896655,0.07697909,-5.0263886,100,1.3161881,15.560531,100.0,3.3240736,1.2588501e-06,294.27548,98.57802,5925.683484554291,383.44,26.07399,6.1790075,3650247,11000,[-2.512 -1.193 -0.079 -1.03   1.885]
100.0,294.29996,111,0.993231,0.8425727,-62.22512,292.8228,,4.2633576,-77.218081718598,2.908187,1.0481128,0.03976115,-6.157242,100,1.4207687,15.963726,100.0,3.3522875,1.0585785e-06,295.55927,98.58858,5971.552520751953,375.37,33.382874,9.247386,3687784,11100,[-2.541 -1.195 -0.034 -1.078  1.905]
100.0,254.81621,112,1.0480608,0.8622325,-41.22921,296.1006,,2.514265,-76.60369662549476,1.931119,0.6962855,0.063002706,-6.662448,100,1.1279697,14.086654,100.0,3.374813,1.8692017e-06,298.12686,98.60054,6019.236826181412,383.53,24.860796,13.741225,3726137,11200,[-2.655 -1.271 -0.051 -1.095  1.933]
100.0,238.94374,113,1.0217253,0.4463009,-51.270264,298.81827,,1.6224128,-82.07784022726653,1.4235523,0.52164125,0.17538866,-6.948627,100,0.95575297,14.098765,100.0,3.3904457,1.0299683e-06,300.01984,98.58078,6067.411562681198,391.57,22.950386,3.8484173,3765294,11300,[-2.692 -1.272 -0.02  -1.123  1.956]
100.0,156.2086,114,0.950815,0.4104887,-36.71013,298.42642,,1.8716769,-81.03610119339811,1.5254558,0.5052979,0.11027025,-8.884098,100,1.0444108,12.401835,100.0,3.4036882,7.6293944e-08,299.35052,98.6089,6117.793806314468,414.41,23.919788,4.0399394,3806735,11400,[-2.710e+00 -1.312e+00  1.762e-04 -1.116e+00  1.971e+00]
100.0,293.77075,115,0.9984092,0.46776247,-44.350796,302.46924,,2.0633786,-78.72499265197094,1.7103131,0.647752,0.1336493,-6.144052,100,1.0192341,16.818321,100.0,3.4277246,-2.4414062e-06,304.08908,98.57521,6162.937000751495,370.66,33.190075,4.1457024,3843801,11500,[-2.715 -1.306 -0.032 -1.147  1.985]
100.0,250.57669,116,0.97614396,0.48088425,-66.70666,306.06216,,1.527674,-86.58878304449394,1.3805525,0.5294542,0.2587975,-5.511772,100,0.92056626,16.001215,100.0,3.4471169,2.632141e-06,307.1115,98.54541,6209.47522187233,380.95,38.19838,6.6095557,3881896,11600,[-2.731 -1.32  -0.011 -1.149  2.009]
100.0,233.40274,117,1.0645033,0.3786684,-43.96196,306.0592,,1.3839598,-89.74680590774597,1.2623141,0.49580786,0.31404167,-7.4344845,100,0.8710692,14.475748,100.0,3.4627066,-1.9454956e-06,306.94513,98.52829,6255.786222219467,380.52,37.166046,2.8331778,3919948,11700,[-2.748 -1.342 -0.01  -1.147  2.028]
100.0,231.35944,118,0.96505326,0.22732261,-32.36488,309.28738,,1.1590391,-92.76936751913271,1.1208875,0.44727176,0.3771166,-6.0807505,100,0.827588,14.667202,100.0,3.4744596,2.2315978e-06,309.70532,98.52135,6303.213331460953,387.63,29.15454,2.224771,3958711,11800,[-2.76  -1.351  0.004 -1.139  2.043]
100.0,276.77948,119,0.97864795,0.56311715,-55.490242,308.0559,,2.104143,-80.91421021761609,1.8188647,0.6133208,0.14696188,-7.4925303,100,1.1429652,14.908333,100.0,3.4960485,1.8310546e-06,309.54935,98.60054,6352.607525348663,405.12,27.366156,4.0557923,3999223,11900,[-2.77  -1.358  0.004 -1.139  2.055]
100.0,288.91293,120,0.98430014,0.6391173,-39.731842,309.3416,,2.5550017,-83.06161240951276,2.1182148,0.7247025,0.048105985,-7.862188,100,1.2388076,15.182001,100.0,3.5213115,2.0980835e-07,311.39188,98.58351,6401.8325753211975,398.87,29.376287,4.9274764,4039110,12000,[-2.796 -1.371 -0.007 -1.183  2.077]
100.0,240.46313,121,0.9723505,0.55984247,-58.405937,313.60547,,2.1014035,-87.88490054239657,1.675773,0.63642406,0.079534605,-6.5779505,100,1.0026358,16.6485,100.0,3.542831,4.5776366e-07,315.24655,98.52469,6447.131851911545,369.8,41.644455,6.695905,4076090,12100,[-2.812 -1.388 -0.016 -1.231  2.102]
100.0,299.26172,122,1.0265348,0.5925798,-59.895206,314.05698,,2.0549781,-90.72096850656321,1.7650355,0.64123404,0.10153593,-8.667362,100,1.0820665,15.598597,100.0,3.5681822,1.7166137e-06,315.5672,98.5298,6494.300145864487,385.88,33.18107,9.862747,4114678,12200,[-2.848 -1.447 -0.024 -1.215  2.124]
100.0,209.83836,123,1.00646,0.48066628,-38.325874,317.9435,,1.6795228,-88.78531151506643,1.4468019,0.5339847,0.14238071,-6.9729223,100,0.9651014,13.804586,100.0,3.5839732,4.196167e-07,319.30447,98.544586,6541.885896444321,389.91,35.325886,5.0349464,4153669,12300,[-2.862 -1.448 -0.033 -1.23   2.149]
100.0,408.17346,124,1.0858412,0.86315405,-56.96035,316.01743,,2.8335173,-83.98477651533648,2.3581247,0.7804353,0.079731315,-10.171854,100,1.3453857,16.04471,100.0,3.6093638,-3.0517577e-07,317.73334,98.587494,6591.990720033646,407.19,39.521862,11.312193,4194388,12400,[-2.939 -1.499 -0.028 -1.262  2.165]
100.0,244.5332,125,0.98797303,0.40809903,-40.73243,322.62292,,1.3328404,-90.89014830769415,1.253566,0.47275952,0.24476333,-7.370891,100,0.89570576,15.659013,100.0,3.6255298,1.6403199e-06,323.30402,98.53813,6640.221900224686,393.58,42.74366,7.6445484,4233746,12500,[-2.957 -1.484 -0.016 -1.318  2.19 ]
100.0,299.6084,126,1.0338074,0.5935328,-57.46503,324.00986,,1.6324601,-94.17111950857888,1.4701673,0.5448021,0.19072993,-7.092112,100,0.96761596,16.292418,100.0,3.646344,1.1825562e-06,325.3363,98.51332,6687.181056261063,386.99,33.21023,5.9021826,4272445,12600,[-2.964 -1.485 -0.025 -1.323  2.207]
100.0,351.42215,127,1.0241662,0.65521854,-56.2843,327.0084,,2.8099046,-85.65737071642926,1.9579653,0.7354799,0.039776266,-5.006555,100,1.1027944,16.83318,100.0,3.661978,1.0108947e-06,328.48425,98.53688,6732.21413731575,369.91,34.417377,6.8372145,4309436,12700,[-2.973 -1.48  -0.023 -1.344  2.227]
100.0,287.94858,128,1.0009636,0.26949796,-49.859276,330.6964,,1.2340544,-93.76663905030662,1.140698,0.4738018,0.22399086,-4.424358,100,0.79967064,16.45094,100.0,3.6731644,-8.392334e-07,331.19977,98.49452,6777.768909454346,371.0,27.53755,2.481011,4346536,12800,[-3.045 -1.532  0.026 -1.409  2.243]
100.0,663.35944,129,1.2970579,3.1809328,-42.98174,329.9306,,14.975605,-88.65110908967583,5.145821,1.9772851,0.012742937,-1.3799617,100,2.0141637,17.531553,100.0,3.6913953,2.0408631e-06,333.16116,98.516235,6822.589844703674,366.51,33.437866,74.3126,4383187,12900,[-3.053e+00 -1.532e+00  1.803e-03 -1.412e+00  2.254e+00]
100.0,212.3622,130,1.0406494,0.5980349,-38.039085,332.55475,,1.8762219,-92.22025333352491,1.5917217,0.6238261,0.17868415,-5.09449,100,0.9579017,13.842188,100.0,3.7148032,2.0980835e-06,333.96045,98.49094,6867.321305513382,362.31,30.458,5.7895007,4419418,13000,[-3.234 -1.699  0.046 -1.516  2.272]
100.0,202.5833,131,0.9808962,0.2549192,-43.813625,333.2442,,1.157268,-77.01464751292635,1.1172819,0.44840506,0.43186107,-7.233353,100,0.8235597,14.745081,100.0,3.7264235,2.0599366e-06,333.7554,98.60129,6915.191473245621,386.31,24.44215,3.167994,4458049,13100,[-3.249 -1.715  0.056 -1.501  2.296]
100.0,202.43918,132,0.9831165,0.44749454,-35.249527,336.25885,,1.6280316,-91.13946285897387,1.4620378,0.53941417,0.21239828,-5.0211062,100,0.96450436,14.067925,100.0,3.746083,-1.3542175e-06,337.3998,98.53024,6962.148380994797,388.03,30.255016,4.5124617,4496852,13200,[-3.257 -1.722  0.05  -1.507  2.307]
100.0,290.18732,133,0.9761917,0.6408432,-55.4076,337.85733,,2.267289,-95.04224819794938,1.7547543,0.6888387,0.17493802,-4.3918443,100,0.9910194,16.499247,100.0,3.7695637,-1.2969971e-06,339.9405,98.46179,7005.431001901627,353.18,39.640293,5.756996,4532170,13300,[-3.279 -1.72   0.057 -1.538  2.327]
100.0,241.23193,134,0.94910103,0.5325419,-53.508163,338.42007,,2.2326372,-86.68392757894122,1.8178232,0.70108646,0.095212184,-6.633456,100,1.0432775,15.655682,100.0,3.7963672,1.1825562e-06,340.29007,98.5219,7050.08310174942,362.62,30.495705,5.937442,4568432,13400,[-3.341 -1.792  0.076 -1.552  2.351]
100.0,300.41556,135,1.1096389,0.475028,-50.391464,341.8822,,1.4100966,-89.25285297230879,1.3167676,0.48705116,0.21873625,-6.7412744,100,0.92706627,15.915616,100.0,3.814413,-6.67572e-07,342.72498,98.54881,7099.001108169556,395.64,29.743744,3.6126747,4607996,13500,[-3.357 -1.808  0.056 -1.558  2.377]
100.0,242.41978,136,0.9480217,0.37022057,-54.209023,343.95734,,1.5727329,-91.97905491623229,1.423319,0.5429092,0.18932381,-6.3458695,100,0.93583065,16.197515,100.0,3.835278,-6.294251e-07,345.0218,98.51648,7145.395480871201,380.45,27.06043,3.120739,4646041,13600,[-3.362 -1.815  0.054 -1.571  2.395]
100.0,307.94556,137,0.95847195,0.46674433,-56.336967,344.69205,,2.079212,-96.15197817113778,1.6154885,0.5921383,0.10871815,-6.5226974,100,1.0163264,17.404593,100.0,3.8451953,6.67572e-07,345.73816,98.501724,7191.930260896683,385.94,28.630651,3.9966044,4684635,13700,[-3.365 -1.818  0.054 -1.576  2.416]
100.0,394.97256,138,1.100528,1.2912066,-43.817963,349.5628,,2.9503736,-106.86368481261182,2.0402484,0.81848377,0.078772895,-1.6960397,100,1.0651422,17.496365,100.0,3.870558,-2.3269654e-06,352.35666,98.372955,7233.936089038849,340.85,26.04324,30.141333,4718720,13800,[-3.413 -1.871  0.111 -1.652  2.426]
100.0,261.5101,139,0.97321326,0.38868758,-53.17584,350.9966,,1.4759146,-101.16683424879334,1.3409679,0.5345668,0.16758251,-5.0282044,100,0.8768775,16.21214,100.0,3.8899693,-1.6212464e-06,351.9144,98.45163,7279.356114864349,368.97,32.24468,3.7847707,4755617,13900,[-3.494 -1.916  0.115 -1.724  2.451]
100.0,279.0776,140,1.0266032,0.6530526,-56.01327,351.79068,,1.9049163,-99.67517567379326,1.5267619,0.62055594,0.19686197,-5.219005,100,0.9040133,17.227884,100.0,3.9080777,9.918213e-07,353.27527,98.42998,7322.00360918045,349.72,32.64836,8.576545,4790589,14000,[-3.498 -1.924  0.116 -1.723  2.471]
100.0,242.13968,141,0.9943491,0.21732639,-53.42192,353.01227,,1.1485188,-95.41506027383879,1.1036347,0.45284572,0.4531486,-6.5453773,100,0.8045125,15.035965,100.0,3.9158926,6.294251e-07,353.42648,98.49811,7368.915980100632,380.22,35.68769,2.345883,4828611,14100,[-3.58  -2.024  0.11  -1.779  2.489]
100.0,357.92474,142,1.009059,0.64871764,-60.84858,353.67142,,2.0649927,-89.12446696364728,1.7207719,0.6556991,0.13312759,-5.760215,100,1.0184311,18.860023,100.0,3.9394143,-1.7547608e-06,355.63583,98.51582,7414.02125453949,368.15,36.10737,7.6757183,4865426,14200,[-3.608 -2.018  0.108 -1.813  2.497]
100.0,266.08636,143,0.99150485,0.54368556,-54.4777,355.91052,,1.7803591,-92.40981156024587,1.5673196,0.5954443,0.05176262,-6.8222504,100,0.9841354,16.047508,100.0,3.9628522,1.335144e-07,357.09348,98.50876,7460.082302331924,376.23,35.56746,8.235144,4903049,14300,[-3.67  -2.111  0.106 -1.828  2.52 ]
100.0,246.22203,144,0.9993364,0.41391194,-45.069466,358.41168,,1.4438484,-103.620026177705,1.3049546,0.54496634,0.17446011,-6.861653,100,0.83080906,15.85142,100.0,3.9817793,-3.6239624e-07,359.29745,98.41368,7502.98419380188,353.46,28.529179,3.661071,4938395,14400,[-3.671 -2.112  0.106 -1.829  2.544]
100.0,314.45493,145,0.94944763,0.3308827,-50.854725,361.35287,,1.3840292,-104.76631354022881,1.271032,0.5251167,0.24938059,-6.016693,100,0.83424556,17.718529,100.0,3.9993918,1.0299683e-06,361.97275,98.41983,7546.534135341644,361.16,31.86173,3.4261436,4974511,14500,[-3.676 -2.113  0.105 -1.832  2.563]
100.0,221.52827,146,0.9851091,0.4276508,-53.159576,361.55005,,1.5875506,-107.28490442332219,1.4206243,0.54752016,0.20520031,-7.31491,100,0.9300745,15.5803175,100.0,4.0194917,-1.2397766e-06,362.48102,98.43181,7592.216398239136,377.64,36.20351,3.7520688,5012275,14600,[-3.677 -2.115  0.106 -1.832  2.58 ]
100.0,328.1055,147,0.9910794,0.59025186,-52.366707,366.2887,,1.9355909,-107.5015961548833,1.6192855,0.65850085,0.107116394,-4.147287,100,0.94419354,18.77672,100.0,4.044319,2.1743774e-06,367.78354,98.38371,7635.131290197372,348.87,33.79694,6.795496,5047162,14700,[-3.693 -2.133  0.121 -1.854  2.6  ]
