Bound,MinD2w0t,EpLenMean,MeanEntropy,TimeElapsed,J_sample_variance,TimestepsSoFar,MaxD2w0t,EpRewMean,ReturnStepMaxmin,InitialReturnMax,Iteration,InitialReturnMean,InitialReturnMin,ReturnStepMax,MaxIW,MinIW,StdIW,MeanIW,MeanD2w0t,ReturnMeanIW,Weights,EmpiricalD2,EpThisIter,StdD2w0t,EpisodesSoFar,InitialBound,EntropyCoefficient,InitialReturnStd
301.63266,,17.6,0.9716463,1520.3337886333466,171026.73,293916,1.9022334,-109.4215441542066,86.96168,5.8445587,163,-3.4332274e-06,-4.0203934,100.0,5.172832,0.082283825,0.8895712,1.1365173,0.041631933,588.6824,[-0.845  0.947 -0.803  0.888 -0.422],1.5828247,100,0.22068481,16300,273.39008,,2.4902875
283.68103,,17.57,0.9674426,1528.9397325515747,18110.406,295673,1.2152745,-109.57219756816714,86.994576,6.4668274,164,-2.8991699e-06,-3.7857513,100.0,2.0326688,0.32617024,0.27841642,1.0283083,0.036578692,539.89496,[-0.852  0.933 -0.788  0.885 -0.447],1.0891263,100,0.19186111,16400,275.1386,,2.4147027
272.75037,,18.54,0.9858398,1537.2614760398865,12112.607,297527,1.2018094,-110.32890704951733,87.549034,5.821495,165,3.3569336e-06,-3.8322906,100.0,2.4037313,0.6644434,0.23354556,1.0381914,0.03812538,515.0392,[-0.861  0.929 -0.788  0.897 -0.451],1.0397344,100,0.19435455,16500,261.61258,,2.371116
255.60367,,18.34,0.9663169,1546.5284078121185,11585.965,299361,1.076442,-109.70888671652033,87.44141,5.710663,166,-9.384155e-06,-4.359833,100.0,1.8383852,0.45887884,0.23774134,1.0266486,0.03731276,513.52246,[-0.856  0.916 -0.798  0.892 -0.433],1.0526272,100,0.19123334,16600,246.69928,,2.344084
273.31247,,18.0,0.94202405,1555.0846264362335,49309.09,301161,1.4462329,-110.29950064678216,87.23945,7.8151627,167,5.264282e-06,-3.715866,100.0,2.7304,0.27306378,0.48845652,1.0660763,0.03793183,544.87024,[-0.877  0.92  -0.793  0.892 -0.453],1.1893435,100,0.19663613,16700,258.63712,,2.3786995
12490.611,,18.11,0.95686615,1563.8118937015533,39214110000.0,302972,35892.55,-109.53734713758676,87.35833,6.6812897,168,1.9073486e-06,-4.056183,100.0,7090.61,0.000242231,447.5928,44.82321,24.82412,20119.986,[-0.858  0.931 -0.793  0.896 -0.477],3559.7856,100,552.0786,16800,273.987,,2.4974067
292.0618,,17.24,0.94563955,1578.6766440868378,108561.516,304696,1.8276759,-109.1808630738711,86.74026,7.6968307,169,-2.3651123e-06,-3.7202606,100.0,3.8684523,0.15371284,0.6956361,1.0881829,0.038053412,576.9237,[-0.876  0.963 -0.838  0.845 -0.462],1.3211614,100,0.20285425,16900,271.17303,,2.4790323
333.28793,,18.36,0.99511725,1587.8520064353943,2501370.8,306532,14.645304,-109.67958040198305,87.489815,6.356697,170,-1.4495849e-06,-4.5595856,100.0,29.96616,0.030709656,3.4998953,1.4549936,0.08448645,711.0592,[-0.895  0.963 -0.822  0.826 -0.473],5.4361477,100,0.58392566,17000,251.55322,,2.533643
278.0672,,17.81,0.9591506,1599.1193144321442,83492.78,308313,1.616344,-109.29429836388874,87.12756,8.307709,171,1.7547608e-06,-4.469589,100.0,5.1276164,0.16162036,0.59780353,1.0862927,0.040094912,558.0206,[-0.932  0.948 -0.817  0.858 -0.424],1.2227314,100,0.20993298,17100,256.83743,,2.5518253
303.52533,,17.54,0.9813148,1608.235051870346,228082.08,310067,3.0340614,-109.16144377017646,86.94111,7.607628,172,-6.1798096e-06,-4.8021545,100.0,7.929627,0.23156439,1.0262123,1.1097761,0.03973698,575.1791,[-0.928  0.938 -0.821  0.88  -0.46 ],1.4580806,100,0.2107904,17200,282.24344,,2.7086518
315.44495,,17.53,0.9664411,1617.7564973831177,216430.97,311820,2.2368898,-109.51636584028509,86.852135,6.267044,173,2.1362305e-06,-3.966568,100.0,6.6232734,0.12199409,0.9756767,1.1718075,0.0437942,606.80615,[-0.947  0.911 -0.831  0.882 -0.438],1.820953,100,0.23529825,17300,270.7889,,2.4311347
263.734,,18.38,0.9536473,1626.9853496551514,2777.4062,313658,1.0504051,-110.12632648491079,87.44559,6.2791443,174,-4.5776366e-07,-4.0943604,100.0,1.3519397,0.64147496,0.11601241,1.0142099,0.037060607,508.17035,[-0.971  0.9   -0.819  0.889 -0.452],1.0210878,100,0.18971515,17400,259.0459,,2.3346057
326.49063,,17.64,0.94580007,1635.3911576271057,160257.53,315422,2.6437733,-109.61684536895072,86.95487,5.9747314,175,-4.577637e-06,-3.8682327,100.0,8.814275,0.16207694,0.8354848,1.1536217,0.04155937,595.3182,[-0.979  0.9   -0.817  0.884 -0.465],1.4970078,100,0.220421,17500,285.3363,,2.4413464
274.64523,,17.92,0.9474004,1644.5244274139404,8784.854,317214,1.1049178,-109.87548586902449,87.18135,8.29892,176,-1.5258789e-07,-3.6506271,100.0,1.6157517,0.5703945,0.201443,1.0196875,0.036296178,524.7831,[-0.923  0.89  -0.829  0.91  -0.473],1.043548,100,0.18827431,17600,268.64685,,2.524543
287.2412,,17.83,0.94430417,1652.7507519721985,39577.297,318997,1.4557507,-109.67856301355688,87.1951,8.208977,177,1.1138916e-05,-3.7243042,100.0,2.9741983,0.39418843,0.42337576,1.0540509,0.038258232,542.85565,[-0.936  0.883 -0.833  0.912 -0.472],1.1321324,100,0.19945551,17700,274.8577,,2.4890468
397.61026,,17.7,0.9371724,1661.1412842273712,7109133.0,320767,84.09826,-110.00040940228907,87.09763,6.664749,178,-7.6293946e-07,-3.5869446,100.0,45.656303,0.001124846,5.982117,1.7650437,0.10384387,865.2763,[-0.929  0.879 -0.842  0.935 -0.475],12.050441,100,1.0815327,17800,280.73965,,2.255188
284.9481,,19.25,0.93115443,1671.9055919647217,625052.75,322692,6.0699673,-110.87604270114416,87.92681,7.6911087,179,-8.69751e-06,-4.126877,100.0,15.954799,0.029514886,1.8115481,1.290695,0.057175547,605.70294,[-1.052  0.896 -0.804  0.908 -0.482],2.2020278,100,0.31640017,17900,215.98648,,2.6474712
237.10205,,19.36,0.94383717,1682.895838022232,25226.385,324628,1.2650185,-110.77017845879945,88.1657,6.635132,180,2.2125244e-06,-4.0197067,100.0,3.471228,0.28658083,0.39068165,1.0243112,0.03978567,484.9574,[-1.072  0.875 -0.815  0.944 -0.488],1.0969125,100,0.19837174,18000,234.64662,,2.509687
329.45224,,18.34,0.93052435,1691.5125560760498,234453.53,326462,3.1805584,-110.05585264557695,87.43708,5.367531,181,-6.1798096e-06,-3.5285568,100.0,8.625523,0.06972362,1.136383,1.2326366,0.04292355,602.1671,[-1.071  0.883 -0.82   0.954 -0.475],1.8426754,100,0.22632807,18100,271.45258,,2.22937
314.59705,,17.84,0.93326885,1700.774299621582,55104.293,328246,1.7146717,-110.14893706963284,87.169235,8.699066,182,-1.6021728e-06,-3.5318985,100.0,2.9160433,0.20257512,0.50371385,1.0886996,0.038765922,563.0375,[-1.107  0.862 -0.82   0.937 -0.488],1.2636868,100,0.20262116,18200,288.17725,,2.4336212
221.8987,,19.71,0.9237853,1710.5942940711975,1844.4009,330217,1.0239332,-111.16694887372391,88.23124,5.842514,183,3.2043456e-06,-4.391388,100.0,1.484825,0.7271097,0.10532841,1.0066084,0.03958444,469.61343,[-1.117  0.859 -0.807  0.919 -0.486],1.0113811,100,0.19540903,18300,220.20361,,2.500227
319.03784,,18.14,0.9107764,1718.2654011249542,95313.44,332031,1.757402,-110.18483285947691,87.28526,9.843185,184,-2.0599366e-06,-3.4702682,100.0,3.8917089,0.22558093,0.67643476,1.1322203,0.04204665,571.6451,[-1.118  0.857 -0.805  0.916 -0.495],1.4352024,100,0.21885306,18400,280.93646,,2.4083278
322.0088,,17.71,0.8695851,1727.408937215805,31699.035,333802,1.222166,-109.89870147947723,87.13725,5.268814,185,1.9073486e-06,-3.54171,100.0,2.219702,0.32129306,0.36940455,1.0757843,0.037825923,559.54785,[-1.127  0.846 -0.797  0.924 -0.508],1.1176523,100,0.19756944,18500,296.46057,,2.1553
279.51016,,18.34,0.8748257,1737.8037073612213,103043.586,335636,1.6039193,-110.43943375377812,87.39922,7.9579773,186,2.0599366e-06,-3.9412994,100.0,5.604686,0.15975569,0.7166974,1.0759623,0.040637694,538.25854,[-1.127  0.851 -0.785  0.927 -0.549],1.406474,100,0.20965199,18600,261.74734,,2.4139988
940.3098,,18.41,0.84273547,1746.3524806499481,384363520.0,337477,2980.499,-110.7419310876292,87.36746,6.416069,187,,-3.8330078,100.0,448.0888,0.00012633264,44.121098,5.658519,1.0920261,2609.569,[-1.158  0.845 -0.781  0.933 -0.544],185.73213,100,25.014376,18700,250.99426,,2.1518803
213.10791,,19.79,0.8401802,1757.7980439662933,1434.3395,339456,1.0273643,-111.96205684265253,88.17127,6.1424484,188,-1.0681152e-06,-3.5347137,100.0,1.2803495,0.71538234,0.08683,1.0043697,0.039772786,469.99158,[-1.242  0.859 -0.712  0.898 -0.576],1.0083842,100,0.19592655,18800,211.93903,,2.3387465
274.19916,,18.09,0.8339851,1765.4515442848206,1994.8218,341265,1.0522667,-110.35996932168351,87.30462,6.366188,189,-1.1367798e-05,-3.9002533,100.0,1.5597298,0.80403787,0.09408199,1.0145243,0.036525797,519.04333,[-1.24   0.854 -0.714  0.902 -0.579],1.011838,100,0.18852396,18900,269.41208,,2.1964157
273.93604,,18.19,0.83417314,1772.7816939353943,56180.562,343084,1.3010858,-110.70423155569154,87.35164,5.690407,190,5.8746336e-06,-3.6603851,100.0,2.8271322,0.23986745,0.52347785,1.056881,0.0386897,537.3161,[-1.249  0.851 -0.721  0.907 -0.585],1.2434318,100,0.19960843,19000,257.8694,,2.210595
1191.6255,,19.83,0.87954164,1781.525307416916,114675540.0,345067,3184.9888,-111.77928668806858,88.23535,6.4061813,191,-3.7384034e-06,-3.846367,100.0,260.06042,0.004588809,26.60449,4.973059,0.5268152,2051.1755,[-1.271  0.848 -0.714  0.905 -0.585],63.799774,100,19.971313,19100,208.37796,,2.2005775
296.05374,,18.55,0.92121303,1794.6883780956268,117514.46,346922,1.8501219,-110.6498435045633,87.52639,9.468964,192,-2.0599366e-06,-3.5618668,100.0,4.6124377,0.18709159,0.7568919,1.12361,0.04276558,555.3539,[-1.227  0.879 -0.694  0.839 -0.539],1.3640481,100,0.21995042,19200,265.10864,,2.6313758
1562.8257,,18.89,0.83270264,1804.787445306778,415054850.0,348811,629.001,-110.70985169328156,87.72238,7.2381516,193,4.043579e-06,-3.5563126,100.0,624.35254,0.00044032402,45.322006,5.273771,0.46187675,2419.302,[-1.215  0.877 -0.709  0.857 -0.498],38.25293,100,8.654072,19300,237.96141,,2.4794743
270.00897,,18.39,0.82928294,1818.0789971351624,52427.258,350650,1.3920997,-109.75217010267252,87.46606,5.3176727,194,-2.4414062e-06,-4.023506,100.0,2.990217,0.33157855,0.51724494,1.0891355,0.03976109,539.78644,[-1.276  0.954 -0.687  0.804 -0.586],1.2760992,100,0.2041836,19400,241.82132,,2.281243
310.80682,,17.46,0.8357825,1826.8239831924438,21128.934,352396,1.3409097,-109.39971198361854,86.89907,7.069206,195,7.858276e-06,-4.0885696,100.0,2.8251941,0.4375,0.28548825,1.0376372,0.037006408,548.47943,[-1.255  0.958 -0.693  0.799 -0.59 ],1.0788435,100,0.19491331,19500,300.08917,,2.368106
281.94138,,17.97,0.84034383,1835.4394233226776,36337.58,354193,1.4655793,-109.42617952384717,87.21869,9.674744,196,-2.0599366e-06,-3.950409,100.0,2.8171492,0.30659658,0.41601738,1.0650853,0.038156312,541.96063,[-1.25   0.968 -0.676  0.788 -0.583],1.1628096,100,0.19814587,19600,262.92307,,2.6768441
374.1647,,17.38,0.8255267,1843.4838643074036,1224495.0,355931,8.592706,-109.27930292626178,86.81535,9.403198,197,3.8146973e-07,-4.0384293,100.0,16.965147,0.011566224,2.3069134,1.3621815,0.05121496,707.61426,[-1.267  0.973 -0.662  0.776 -0.579],3.0018551,100,0.31188476,19700,297.36896,,2.6659782
300.1832,,17.32,0.81937337,1852.6235253810883,24433.727,357663,1.3553737,-109.29225339998031,86.72807,8.14328,198,-1.9836425e-06,-4.205467,100.0,2.3305922,0.50963056,0.31738427,1.0439326,0.03629286,554.72095,[-1.242  0.985 -0.684  0.808 -0.593],1.0947127,100,0.19186814,19800,286.41626,,2.6698277
315.2078,,18.34,0.80191916,1861.2980666160583,357083.84,359497,4.2202506,-110.32219081781972,87.362465,5.3433228,199,6.8664554e-07,-5.486603,100.0,9.978632,0.07750738,1.2932098,1.2112232,0.04922127,599.1564,[-1.253  0.992 -0.67   0.797 -0.6  ],1.846362,100,0.2672897,19900,257.07986,,2.325171
270.20587,,17.7,0.79541,1871.946922302246,2164.7034,361267,1.0312821,-109.57012876414159,87.08171,6.1546555,200,-5.569458e-06,-3.8832169,100.0,1.3674073,0.7831812,0.1013586,1.0098478,0.035529066,525.6636,[-1.238  1.01  -0.659  0.768 -0.617],1.0125701,100,0.18546598,20000,267.0033,,2.3692884
281.60217,,17.07,0.803024,1880.684690952301,4137.2935,362974,1.0446619,-109.3183371289719,86.56964,8.050095,201,-4.043579e-06,-4.5295258,100.0,1.6160867,0.7365127,0.12785898,1.0174721,0.0345094,551.4467,[-1.231  1.012 -0.659  0.77  -0.624],1.0236492,100,0.18355995,20100,275.00543,,2.6454797
289.0961,,16.98,0.8014292,1888.7123658657074,27749.484,364672,1.1706048,-109.13275750484952,86.51094,7.996994,202,-5.0354006e-06,-3.7717667,100.0,2.0813177,0.37357312,0.3451741,1.0362169,0.03503126,561.6317,[-1.222  1.009 -0.662  0.766 -0.616],1.1137105,100,0.18694904,20200,278.85382,,2.471213
305.60056,,17.17,0.78758734,1896.825581073761,8220.262,366389,1.0854337,-109.14011654977934,86.65726,7.517906,203,-1.7547608e-06,-3.8853455,100.0,1.5737585,0.57467395,0.18548548,1.0165609,0.034860052,546.0434,[-1.2    1.01  -0.664  0.763 -0.618],1.0391073,100,0.1848837,20300,299.5116,,2.323803
735.7514,,17.74,0.7836939,1905.0085611343384,33031024.0,368163,95.18772,-109.92977473769453,87.02722,6.8065414,204,3.8146973e-07,-3.6837616,100.0,120.250435,0.0043508643,12.34368,2.822709,0.18896322,1371.7792,[-1.183  1.008 -0.664  0.756 -0.631],29.026587,100,1.9999502,20400,263.854,,2.4076655
267.5413,,18.12,0.7958959,1916.4959571361542,6695.304,369975,1.080876,-109.6494086017956,87.302444,7.54937,205,-3.2806397e-06,-4.2923965,100.0,1.7570167,0.64180076,0.17251046,1.0224817,0.036862064,518.3465,[-1.243  0.975 -0.657  0.773 -0.635],1.0257958,100,0.1901082,20500,261.05408,,2.7115607
293.6134,,17.4,0.8316991,1924.2395558357239,100729.766,371715,1.5825763,-109.66224555772293,86.80391,6.5099106,206,3.0517577e-07,-5.1523285,100.0,4.825657,0.20849821,0.65667355,1.0909349,0.038942847,576.55554,[-1.24   0.97  -0.664  0.773 -0.623],1.2572845,100,0.20631053,20600,269.40735,,2.5472498
321.6734,,17.36,0.8098705,1933.6610612869263,7406.822,373451,1.0844703,-109.78488784187935,86.729225,6.8740997,207,-8.010864e-06,-3.7236862,100.0,1.5262864,0.61037964,0.17665412,1.0264869,0.03521216,547.3543,[-1.244  0.961 -0.667  0.786 -0.587],1.0315063,100,0.18567191,20700,310.6975,,2.4694633
243.64911,,18.81,0.7981776,1942.3566482067108,7976.8745,375332,1.1180379,-110.59889197271455,87.625824,7.8229446,208,5.4931643e-06,-4.5264816,100.0,1.6304762,0.57451946,0.19956942,1.0256703,0.038345527,502.32846,[-1.232  0.964 -0.663  0.784 -0.609],1.0397477,100,0.19397177,20800,236.19565,,2.8069007
293.75745,,18.48,0.7957005,1951.3622143268585,28725.088,377180,1.4649646,-109.96674116539643,87.51244,7.496643,209,-5.340576e-06,-4.2425995,100.0,2.3437376,0.33523616,0.37465754,1.0669285,0.03976263,529.9125,[-1.233  0.965 -0.668  0.794 -0.621],1.1655974,100,0.2033788,20900,271.71622,,2.6670997
366.91846,,18.61,0.78042734,1960.0491545200348,2001578.0,379041,9.08744,-110.54579153955221,87.52283,8.044373,210,-5.722046e-06,-3.9070435,100.0,29.745796,0.104257904,3.0703354,1.5573668,0.060651124,756.93414,[-1.239  0.944 -0.682  0.799 -0.623],2.2508202,100,0.35541847,21000,230.59091,,2.5385585
316.02225,,18.32,0.784824,1970.7249450683594,549171.0,380873,4.3030825,-109.80825584908048,87.40747,8.302032,211,2.670288e-06,-4.3756332,100.0,12.294851,0.057523377,1.6552832,1.2690936,0.05297855,623.7465,[-1.266  0.961 -0.653  0.758 -0.639],2.7927833,100,0.29246515,21100,253.40503,,2.8363795
289.6316,,18.25,0.77779037,1980.2730457782745,225699.31,382698,3.0312488,-110.26083383125098,87.30544,8.848061,212,-8.468628e-06,-4.6519547,100.0,10.116939,0.20554683,0.9936694,1.0844826,0.043192353,547.1444,[-1.312  0.956 -0.642  0.769 -0.634],1.2706169,100,0.22589533,21200,270.4493,,2.8721142
259.3735,,18.11,0.7709474,1989.2200458049774,1942.7931,384509,1.05746,-109.71917164733038,87.26179,7.4838333,213,-3.5858154e-06,-4.0435944,100.0,1.2864045,0.75478196,0.09646587,1.0117991,0.03638491,514.05884,[-1.325  0.978 -0.621  0.751 -0.641],1.0109093,100,0.18769804,21300,255.91772,,2.787283
305.8969,,17.04,0.775226,1996.0279896259308,35376.43,386213,1.1973857,-108.8198536270179,86.62874,8.587845,214,1.1444092e-06,-4.3111496,100.0,2.513183,0.402995,0.39142892,1.0444926,0.035622794,563.5612,[-1.332  0.976 -0.623  0.749 -0.648],1.1561319,100,0.1898545,21400,290.24756,,2.4570587
299.84973,,17.81,0.7648086,2004.613095998764,141956.03,387994,2.114196,-109.58515522643603,87.152534,7.6353455,215,-2.2888183e-07,-3.857689,100.0,6.9888725,0.14487489,0.8276078,1.1216248,0.03935523,574.2894,[-1.348  0.973 -0.619  0.75  -0.644],1.3903617,100,0.20683008,21500,268.97546,,2.6710978
319.14078,,17.42,0.76078224,2013.5932321548462,178472.64,389736,3.1463284,-109.43476520185266,86.81932,4.949272,216,-4.272461e-06,-3.7780838,100.0,6.639501,0.23442307,0.8491759,1.1382891,0.04508998,600.2694,[-1.328  0.978 -0.628  0.765 -0.654],1.5171611,100,0.24535908,21600,277.80692,,2.303909
4280.441,,19.03,0.7641202,2023.3890964984894,7964683300.0,391639,28511.814,-110.67185095286872,87.741394,5.639015,217,-1.8310546e-06,-3.918991,100.0,2108.4019,0.00013939304,207.22021,21.433432,5.139696,9369.32,[-1.305  0.955 -0.645  0.791 -0.658],1340.0033,100,198.73894,21700,235.5322,,2.3802276
277.9567,,18.22,0.7673703,2036.3585472106934,204804.2,393461,3.0283337,-109.95105427426624,87.36955,7.9764633,218,1.0986329e-05,-3.9669418,100.0,8.656805,0.100920305,0.9969453,1.1424962,0.046592247,572.08044,[-1.248  0.976 -0.69   0.845 -0.655],1.5062679,100,0.24879414,21800,248.1355,,2.5655913
309.82214,,17.65,0.7768045,2045.177628993988,82014.336,395226,1.9960327,-110.02774370630421,86.99823,7.559601,219,6.408691e-06,-4.288063,100.0,4.9134507,0.22187106,0.5991323,1.111647,0.04039943,579.4024,[-1.249  0.989 -0.677  0.815 -0.652],1.3360873,100,0.21387959,21900,274.5661,,2.2858043
316.90808,,17.66,0.77641624,2053.225037574768,124189.78,396992,1.9907782,-109.96344472558823,86.98702,6.505928,220,-5.0354006e-06,-3.7133331,100.0,4.8917212,0.12249288,0.7781596,1.0929564,0.038841102,565.39264,[-1.256  0.982 -0.675  0.831 -0.642],1.4168462,100,0.20453116,22000,298.4693,,2.3763115
299.468,,18.69,0.7669234,2059.851224422455,222134.84,398861,2.28216,-111.16154670527123,87.574936,6.4664307,221,2.5939942e-06,-3.3493042,100.0,5.597768,0.059911672,1.0703253,1.1809378,0.04672617,579.6551,[-1.265  0.958 -0.681  0.822 -0.642],1.9538536,100,0.24383047,22100,256.1765,,2.319734
258.5583,,18.54,0.74267244,2069.186737537384,70404.64,400715,1.8102334,-110.29866234045012,87.54464,6.1988754,222,3.4332274e-06,-3.9732056,100.0,3.7079647,0.06366593,0.5813205,1.0618942,0.042153895,526.12256,[-1.286  0.944 -0.673  0.826 -0.652],1.2722241,100,0.21679251,22200,248.71893,,2.54889
298.57056,,17.78,0.7597525,2077.2429320812225,12448.371,402493,1.1056018,-109.95460157822646,87.0821,4.877716,223,2.4414062e-06,-3.767212,100.0,2.3467247,0.5655321,0.23321632,1.0278845,0.036528893,534.6653,[-1.285  0.935 -0.674  0.843 -0.676],1.0544926,100,0.19026396,22300,289.2608,,2.2318459
344.26892,,18.01,0.76513743,2085.226854801178,938626.1,404294,10.885404,-110.01174499823918,87.16021,6.8908615,224,6.942749e-06,-3.9756088,100.0,16.94845,0.09295109,2.0563195,1.3471415,0.058483995,677.0726,[-1.282  0.933 -0.682  0.844 -0.659],2.207335,100,0.3438974,22400,262.40778,,2.307137
295.89142,,17.95,0.7754396,2095.307160615921,21768.652,406089,1.5195476,-109.78727385432008,87.131096,8.262306,225,-1.2969971e-06,-3.879448,100.0,2.6400905,0.4107524,0.30473417,1.0518352,0.038272835,539.486,[-1.266  0.957 -0.657  0.806 -0.654],1.1008575,100,0.1987521,22500,280.3806,,2.4895875
284.7588,,17.75,0.7838471,2103.650696516037,158008.73,407864,2.4217021,-110.01105280325218,87.058075,7.6597137,226,-2.2125244e-06,-3.7967148,100.0,6.085406,0.25681877,0.8475687,1.1325519,0.04255562,585.6021,[-1.27   0.966 -0.643  0.793 -0.643],1.4977225,100,0.22622637,22600,251.62378,,2.6473956
314.66766,,17.87,0.7770222,2112.413880586624,436010.34,409651,4.3965244,-110.05896775336649,87.0895,6.119133,227,-3.0517579e-06,-3.7555923,100.0,11.883295,0.03566824,1.4036896,1.2397168,0.052461542,633.45374,[-1.259  0.979 -0.641  0.776 -0.635],2.0797966,100,0.29404673,22700,263.56665,,2.1946235
325.0288,,19.05,0.74466944,2121.463382959366,1837153.0,411556,5.099426,-110.50075202580666,87.81143,9.020538,228,1.2207031e-06,-4.4677277,100.0,35.47772,0.036779154,2.9920425,1.3988816,0.05430131,665.86676,[-1.27   0.976 -0.633  0.803 -0.642],1.6697217,100,0.2943591,22800,223.42807,,3.2582312
269.4633,,18.42,0.7573366,2132.3228471279144,47496.21,413398,1.4004995,-110.49997295132376,87.35678,9.136078,229,7.2479247e-06,-4.672638,100.0,2.8934622,0.24335216,0.48245388,1.0610797,0.039461788,530.3929,[-1.271  0.991 -0.604  0.775 -0.674],1.2114152,100,0.20237316,22900,251.45036,,2.623188
230.13239,,18.84,0.74783295,2141.199339389801,1630.5963,415282,1.01837,-110.33123348212337,87.691315,8.510162,230,-6.942749e-06,-4.696869,100.0,1.4149776,0.76977617,0.094241925,1.0083389,0.037822794,492.18234,[-1.281  0.984 -0.602  0.782 -0.662],1.009092,100,0.19115064,23000,227.2873,,2.6354904
243.5184,,18.49,0.73731494,2149.7877430915833,2845.5596,417131,1.0228984,-110.59457596775759,87.47882,8.566551,231,3.2043456e-06,-3.8153992,100.0,1.2460344,0.71062136,0.117482394,1.0082711,0.03717327,504.17245,[-1.287  0.985 -0.6    0.781 -0.671],1.0138161,100,0.18970661,23100,240.83853,,2.5790799
239.4531,,18.84,0.7529191,2157.490416288376,2965.8894,419015,1.0481672,-110.65057691547936,87.6914,7.783478,232,1.3732911e-06,-3.8450928,100.0,1.3336275,0.70067286,0.120206974,1.0169078,0.03809321,497.95975,[-1.285  0.987 -0.601  0.781 -0.682],1.018415,100,0.19251144,23200,233.71243,,2.587928
265.02325,,19.18,0.76236445,2166.257044315338,466528.7,420933,3.5834267,-110.7231272573132,87.898544,9.074821,233,6.866455e-06,-4.044716,100.0,11.326035,0.10463791,1.6325345,1.2331903,0.049508203,576.39874,[-1.283  0.989 -0.598  0.776 -0.666],1.9681653,100,0.2588085,23300,227.54846,,2.6129868
291.5591,,17.65,0.7397353,2176.5543439388275,18260.01,422698,1.2039763,-109.81916961395433,86.97432,6.924011,234,-5.9509275e-06,-3.836792,100.0,2.388932,0.36489815,0.29017383,1.0591435,0.036656935,552.358,[-1.311  0.993 -0.574  0.753 -0.657],1.0719333,100,0.19171356,23400,273.56464,,2.3481994
399.5387,,18.29,0.69704974,2185.1768457889557,19319240.0,424527,93.865326,-109.9601470997419,87.38728,7.6501846,235,6.1035157e-06,-3.9245377,100.0,103.583496,0.0007657601,10.171886,1.9538245,0.15231538,924.33374,[-1.317  0.995 -0.581  0.752 -0.679],18.635174,100,1.5265843,23500,251.23874,,2.3271935
391.7029,,17.58,0.67969877,2196.7107515335083,1336687.6,426285,5.164903,-109.7713117739494,86.890976,7.407089,236,3.2043456e-06,-3.8274765,100.0,22.086487,0.029730754,2.4243279,1.3593185,0.05750962,697.7705,[-1.254  1.019 -0.584  0.727 -0.722],2.3979435,100,0.3311642,23600,300.31152,,2.7780564
325.614,,17.77,0.6767022,2207.905363559723,153765.8,428062,2.8339143,-109.82548079659391,87.014145,9.05909,237,-7.858276e-06,-3.826622,100.0,4.8410044,0.12386382,0.8194745,1.1643015,0.0444825,599.28076,[-1.294  1.04  -0.551  0.722 -0.739],1.5659001,100,0.23995288,23700,279.70514,,2.6145961
460.47876,,17.83,0.65869236,2216.8863937854767,6592353.5,429845,15.442427,-109.80856437302685,87.060265,7.603508,238,-1.9836425e-06,-3.690239,100.0,53.20038,0.0029806944,5.6537614,1.8414272,0.08958182,908.24097,[-1.29   1.05  -0.55   0.702 -0.742],9.506902,100,0.64377445,23800,253.79938,,2.5297205
541.31323,,17.57,0.64375144,2229.5565543174744,9317330.0,431602,20.980583,-109.31549831151295,86.92537,8.989334,239,1.1444092e-05,-4.165619,100.0,64.67057,0.005583451,6.531744,1.89778,0.10025049,949.76294,[-1.35   1.041 -0.532  0.704 -0.76 ],5.1557145,100,0.7838172,23900,281.93875,,2.7855034
292.23083,,17.83,0.6386874,2241.5873165130615,48013.516,433385,1.6875622,-109.32492589512671,87.106895,10.759026,240,-1.2130738e-05,-4.2076263,100.0,3.2230432,0.131704,0.4620935,1.0992911,0.039080787,563.541,[-1.346  1.058 -0.511  0.655 -0.775],1.1934243,100,0.20426525,24000,265.1607,,3.1401472
292.60938,,18.0,0.6525735,2250.0010833740234,5234.6694,435185,1.0763756,-109.55184182895127,87.19068,6.43441,241,-1.1062622e-05,-4.3190384,100.0,1.5917227,0.72305524,0.14972931,1.0153966,0.036509573,518.12866,[-1.332  1.063 -0.508  0.671 -0.78 ],1.0208994,100,0.18893357,24100,287.82736,,2.7003386
298.86517,,17.66,0.63885725,2256.930449962616,5454.257,436951,1.0711781,-109.55235377187843,86.95472,7.8753967,242,3.967285e-06,-3.8345795,100.0,1.5694889,0.6118348,0.15376493,1.0186808,0.035753973,531.98474,[-1.324  1.064 -0.503  0.667 -0.766],1.0244346,100,0.18686986,24200,291.42114,,2.4742382
283.97177,,17.75,0.6536104,2264.5906553268433,353825.97,438726,3.5861206,-109.93421051180796,86.97722,6.9438477,243,-4.4250487e-06,-3.3352203,100.0,10.525361,0.10274162,1.2116742,1.1752911,0.0482847,607.07605,[-1.31   1.064 -0.499  0.661 -0.78 ],1.6701431,100,0.2654589,24300,254.1001,,2.417445
314.13647,,17.21,0.64605707,2274.377957344055,125251.95,440447,2.0936015,-109.20547934590734,86.6991,6.697426,244,-8.621216e-06,-3.8555145,100.0,4.2896385,0.16948938,0.7272281,1.1345091,0.04071799,601.9945,[-1.317  1.072 -0.49   0.632 -0.765],1.4669453,100,0.2193372,24400,273.90167,,2.4567244
