MeanIW,MeanD2w0t,MaxIW,ReturnStepMaxmin,TimeElapsed,EntropyCoefficient,EpRewMean,StdIW,ReturnMeanIW,StdD2w0t,EmpiricalD2,Iteration,MinD2w0t,InitialReturnMin,InitialReturnMean,MeanEntropy,EpThisIter,EpLenMean,InitialReturnStd,Weights,MaxD2w0t,TimestepsSoFar,Bound,InitialReturnMax,InitialBound,EpisodesSoFar,MinIW,ReturnStepMax,J_sample_variance
3.9470546,1.3874686,314.32733,85.80718,1603.3040370941162,,-107.93389417541547,30.895721,2145.5664,27.359188,234.71039,163,,-3.9068527,1.2969971e-06,-0.036621157,100,15.91,2.7009375,[-1.241  0.407 -0.955  0.108 -1.456],2298.964,266025,1621.8438,7.9537735,520.428,16300,0.00028679468,100.0,264932320.0
2.339917,0.92059344,137.94751,86.01354,1615.2865900993347,,-107.96596691919655,13.896379,1257.1082,29.800463,272.2584,164,,-4.2861557,-2.5939942e-06,-0.04165739,100,16.19,2.6825418,[-1.25   0.388 -0.955  0.127 -1.456],3667.8545,267644,876.2085,7.213562,509.17075,16400,9.899994e-05,100.0,50312350.0
8.330153,5.5282564,718.1242,86.570435,1626.9252536296844,,-107.23249221896984,70.473114,4057.0068,194.19583,1101.9907,165,,-4.7439804,-8.31604e-06,-0.045959298,100,16.77,3.124009,[-1.283  0.369 -0.947  0.112 -1.461],22323.885,269321,3234.4478,7.8201065,483.06607,16500,0.0001893604,100.0,1129045600.0
2.1463785,0.61148095,125.869675,85.88205,1640.181340456009,,-107.80717180962868,9.446648,1217.1733,8.274912,25.699501,166,,-4.2766037,-2.9754638e-06,-0.047881264,100,15.99,2.8501463,[-1.287  0.363 -0.914  0.093 -1.465],339.20007,270920,934.42163,8.061676,516.4364,16600,0.0010615377,100.0,28306538.0
1.0695668,0.035500053,3.5062556,85.99307,1652.532743692398,,-107.84034268817179,0.578766,608.7832,0.19558543,1.2749896,167,,-3.8691711,-9.918213e-07,-0.048291598,100,16.1,2.4456837,[-1.3    0.414 -0.867  0.1   -1.467],1.6494305,272530,544.71173,8.016861,512.1223,16700,0.22790435,100.0,90963.266
1.1204902,0.057145033,10.991782,86.29817,1661.0503144264221,,-107.90173809944912,1.697282,612.57794,0.33952752,3.1051927,168,,-4.3742905,-4.196167e-06,-0.03869605,100,16.52,2.8913789,[-1.305  0.431 -0.859  0.105 -1.467],7.7523575,274182,523.98376,7.8522644,494.821,16800,0.05125724,100.0,714881.9
2.7816312,0.697113,278.407,85.93644,1670.7439591884613,,-108.28846303823737,20.078712,1467.5256,8.805723,151.34485,169,,-3.8392334,-3.4332274e-06,-0.03471719,100,16.13,2.6482544,[-1.294  0.458 -0.842  0.104 -1.458],371.79233,275795,1041.2751,9.184868,513.28345,16900,0.00023012777,100.0,99318020.0
1.4053428,0.1436054,45.056,86.1074,1681.822574853897,,-107.88669654721008,4.643984,770.011,1.4766458,16.047527,170,,-4.0998,-2.7465821e-06,-0.04360689,100,16.26,2.613583,[-1.308  0.443 -0.826  0.103 -1.454],68.858734,277421,624.28265,6.830246,507.0589,17000,0.0013238803,100.0,5509898.5
1809.639,140400.66,188368.66,86.51624,1692.5244536399841,,-108.4217995969482,18332.992,847274.44,4842705.5,38951736.0,171,,-4.1846695,-5.645752e-06,-0.043257013,100,16.86,2.6706,[-1.332  0.419 -0.842  0.117 -1.463],438666500.0,279107,644661.8,7.646248,485.68472,17100,1.8875485e-07,100.0,71740400000000.0
2.7548087,0.7070954,892.36115,86.280594,1698.8991000652313,,-108.1540360211367,20.203192,1486.7977,10.029815,156.85423,172,,-4.1168213,6.027222e-06,-0.036422946,100,16.49,2.7735627,[-1.335  0.435 -0.867  0.092 -1.462],466.61343,280756,1045.7698,7.1362534,498.34756,17200,0.0007018484,100.0,106203170.0
1.0844308,0.037603136,3.338336,86.03659,1711.682336807251,,-107.43097750127008,0.56518537,614.241,0.20850886,1.2685895,173,,-4.2812195,-1.9836425e-06,-0.03988745,100,16.12,2.7493322,[-1.338  0.384 -0.884  0.089 -1.455],1.8619161,282368,547.56165,7.3798523,509.1719,17300,0.12509689,100.0,90816.78
1.4302192,0.07054847,20.735376,86.20357,1720.9058265686035,,-107.78086165793178,2.7557752,782.56836,0.7978614,7.0889034,174,,-4.0611496,-2.2888183e-07,-0.0467496,100,16.36,2.602211,[-1.354  0.384 -0.89   0.083 -1.459],59.905834,284004,682.1249,7.6958237,501.45798,17400,0.022413734,100.0,1872364.6
6.8207126,3.9426484,655.0588,85.993034,1730.800318479538,,-107.78140645823167,64.452705,3595.783,68.75472,1222.7495,175,,-4.1210175,4.272461e-06,-0.055856254,100,16.14,2.8749022,[-1.365  0.37  -0.883  0.064 -1.466],4784.51,285618,2538.7847,8.943031,510.22745,17500,3.9111554e-05,100.0,1109116800.0
2.50715,0.8799196,189.9213,86.03919,1743.7144355773926,,-107.97254884824996,18.619524,1276.5934,16.046297,175.45108,176,,-4.130165,1.6784668e-06,-0.058787327,100,16.21,2.5025249,[-1.327  0.38  -0.901  0.061 -1.475],1423.7225,287239,901.67065,6.996277,509.50922,17600,0.0002780046,100.0,78955150.0
1.222031,0.09324158,42.96253,86.6903,1754.7328066825867,,-107.6954511000409,2.9035928,644.27,0.7069317,5.629456,177,,-4.7599487,-2.3651123e-06,-0.05792172,100,16.99,2.9337416,[-1.328  0.391 -0.927  0.077 -1.478],17.976048,288938,536.526,7.1529465,477.3076,17700,0.005316498,100.0,1980114.4
1.5423262,0.12385926,31.483372,86.56456,1764.1521472930908,,-108.37737460874074,3.2095718,815.18036,1.9771264,6.618624,178,,-4.138649,2.0599366e-06,-0.06426272,100,16.92,3.0011742,[-1.327  0.402 -0.923  0.061 -1.477],148.4472,290630,695.99097,8.272514,483.24887,17800,0.01262141,100.0,2572465.2
2.1168664,0.5821196,100.742805,86.39175,1774.008863210678,,-107.90923922501784,9.714695,1107.6569,7.6713123,44.301292,179,,-4.080963,-3.967285e-06,-0.06954268,100,16.66,2.4982855,[-1.325  0.396 -0.941  0.088 -1.483],306.44638,292296,795.71545,7.3818207,489.51437,17900,0.0005552001,100.0,23931832.0
1.717775,0.19251344,46.74443,86.02328,1784.7099080085754,,-107.91184768881331,4.038967,944.60803,2.349674,20.932182,180,,-4.2577972,7.171631e-06,-0.07414932,100,16.19,2.8299458,[-1.323  0.409 -0.937  0.127 -1.488],141.17958,293915,782.49756,8.5024185,508.89035,18000,0.0054346113,100.0,4343044.0
1.0897971,0.043046113,4.746843,86.143166,1795.6294775009155,,-108.4286904163331,0.7771377,610.0117,0.2451178,1.5816449,181,,-3.9109573,3.4332274e-06,-0.07385211,100,16.38,2.6635568,[-1.334  0.411 -0.912  0.116 -1.493],2.8627563,295553,538.67365,7.290024,504.0303,18100,0.13549104,100.0,164926.47
1.5861869,0.19742304,72.02493,86.214294,1803.1873290538788,,-108.38053773819945,5.1974297,857.68024,2.2138083,17.964092,182,,-3.791748,-1.9073486e-06,-0.069610454,100,16.49,2.5399258,[-1.333  0.407 -0.915  0.129 -1.493],84.49483,297202,682.6756,8.38044,499.48904,18200,0.0010664178,100.0,6903433.0
1.1139542,0.049989715,8.087137,86.17883,1812.0803027153015,,-107.96262859826443,1.0695325,622.97516,0.3146305,2.3437078,183,,-4.1464615,-6.408691e-06,-0.08080465,100,16.33,2.3488686,[-1.325  0.413 -0.919  0.11  -1.489],7.1348014,298835,546.85565,8.103943,503.5793,18300,0.025144588,100.0,289149.12
1.5594809,0.14078458,51.09442,86.30107,1820.7530403137207,,-107.96637161579974,4.0477757,845.81165,1.046926,6.621725,184,,-4.538086,1.5258789e-06,-0.08422675,100,16.55,2.877258,[-1.303  0.401 -0.936  0.12  -1.5  ],33.422447,300490,678.41235,10.493561,493.9974,18400,0.006368212,100.0,4451167.5
25.038124,18.870502,4165.4175,86.1576,1830.9593422412872,,-108.14148885507151,240.35168,12865.357,460.46948,1646.6694,185,,-3.8422852,-9.384155e-06,-0.07577349,100,16.39,2.890938,[-1.286  0.415 -0.906  0.127 -1.503],30367.46,302129,10355.717,8.666374,502.16678,18500,0.00061922165,100.0,14909649000.0
1.3078064,0.083369665,37.579273,86.21538,1844.5282821655273,,-107.84552105892622,3.7449267,708.1272,0.93064654,6.521863,186,,-3.7739868,4.653931e-06,-0.082741,100,16.38,2.2811115,[-1.305  0.41  -0.919  0.092 -1.495],54.43316,303767,608.2571,5.049492,502.10925,18600,0.04384788,100.0,3195314.8
1.3620679,0.12038541,13.124945,86.5615,1854.7134001255035,,-107.85355176808714,1.8503869,733.8963,0.88272595,4.7120814,187,,-4.907921,3.2043456e-06,-0.08749763,100,16.84,2.9346201,[-1.306  0.414 -0.938  0.109 -1.502],23.98869,305451,614.87946,7.8421097,483.569,18700,0.015813954,100.0,897774.6
1.2666049,0.064597316,32.74991,86.71715,1864.3558835983276,,-108.29610787776704,3.2849329,665.1237,0.43839058,4.6562047,188,,-4.1765366,-7.095337e-06,-0.07885695,100,17.14,2.9570367,[-1.294  0.431 -0.905  0.105 -1.506],23.524815,307165,573.64307,7.633621,474.86935,18800,0.0055837813,100.0,2497866.8
1.1030915,0.049594633,10.370991,86.01433,1875.9882457256317,,-108.18001470360423,1.1008689,626.8457,0.31137756,1.7290937,189,,-3.981636,-3.8146973e-07,-0.08888968,100,16.17,2.5927188,[-1.288  0.458 -0.893  0.123 -1.498],7.600552,308782,552.2047,8.851097,511.10764,18900,0.05231157,100.0,358862.88
1.3166548,0.088301346,24.854437,85.73678,1885.0808327198029,,-107.47123754106678,2.002467,758.6897,1.0396659,8.334134,190,,-4.296425,-3.2806397e-06,-0.09305679,100,15.76,2.6819456,[-1.287  0.47  -0.875  0.112 -1.508],88.84732,310358,649.821,6.8696747,524.21045,19000,0.0026292936,100.0,1163869.8
1.0384711,0.036366146,2.5190465,85.926926,1894.3454208374023,,-107.90468178203946,0.4264772,594.8084,0.201323,1.1810822,191,,-3.7578812,-6.1035157e-06,-0.089598194,100,16.07,2.587355,[-1.275  0.471 -0.889  0.135 -1.512],2.1321926,311965,530.2842,9.033813,513.6986,19100,0.33592978,100.0,55635.465
1.0416965,0.033779066,1.8641379,86.209946,1902.7340910434723,,-107.77221478003693,0.2747872,581.323,0.18351713,1.0944557,192,,-4.273674,3.8146973e-06,-0.0956056,100,16.4,3.0386486,[-1.28   0.483 -0.879  0.129 -1.509],1.1663196,313605,520.22864,9.035973,499.85654,19200,0.37624803,100.0,19440.977
1.0306097,0.035650052,2.3549914,86.22972,1911.5763370990753,,-107.8986056001197,0.3524767,575.61615,0.19396515,1.1644756,193,,-4.385727,-1.6021728e-06,-0.09314502,100,16.43,2.7053816,[-1.299  0.485 -0.881  0.13  -1.515],1.4919538,315248,512.635,6.5642624,499.34854,19300,0.2811708,100.0,33597.55
1.0190884,0.03481622,2.0252562,86.30411,1918.8042590618134,,-108.01376219883774,0.25183707,565.8167,0.18843412,1.0813096,194,,-4.458847,2.9754638e-06,-0.08953848,100,16.53,2.8126209,[-1.304  0.486 -0.877  0.122 -1.512],1.2388651,316901,503.9016,8.53685,496.07187,19400,0.4779768,100.0,17776.705
1.1237925,0.045758173,15.725391,86.291115,1926.7265949249268,,-108.02666622464352,1.4303943,620.11926,0.3014011,2.8318775,195,,-4.219017,2.5939942e-06,-0.09018223,100,16.49,2.5658877,[-1.298  0.491 -0.871  0.125 -1.508],14.657177,318550,544.34644,6.949547,497.6696,19500,0.038528677,100.0,519051.7
1.7060641,0.3153254,54.665882,86.12782,1936.0936877727509,,-107.98094227199182,5.8559337,914.6619,8.627212,41.861782,196,,-4.2995834,9.155274e-06,-0.09741732,100,16.32,2.6805317,[-1.287  0.501 -0.874  0.14  -1.509],882.46924,320182,716.0355,7.48172,504.07596,19600,0.001080819,100.0,7931087.0
1.1164844,0.040960975,5.016509,85.994675,1947.329217672348,,-107.771382817307,0.89619994,635.3195,0.23120564,1.8573625,197,,-4.334839,-1.8310546e-06,-0.10162315,100,16.11,2.887432,[-1.312  0.506 -0.852  0.121 -1.516],3.2634103,321793,564.23505,8.015945,511.34738,19700,0.16142142,100.0,215069.86
1.2734522,0.08908486,26.083426,86.27798,1953.8802120685577,,-108.03378207636298,2.9112115,689.93335,0.8149436,8.647407,198,,-4.3811493,-8.163453e-06,-0.09844981,100,16.48,2.723123,[-1.306  0.527 -0.84   0.128 -1.521],41.71572,323441,581.88776,8.788834,498.0994,19800,0.00170927,100.0,2063602.8
2.7981937,0.4046795,154.02878,86.0663,1961.778843164444,,-107.73246894740028,15.464802,1489.0057,17.57555,109.99087,199,,-4.3316727,7.858276e-06,-0.11780185,100,16.2,2.5199635,[-1.301  0.516 -0.826  0.114 -1.517],1910.5916,325061,1273.4033,7.2135468,507.54367,19900,0.000660993,100.0,62879388.0
1.3398054,0.070056655,29.323706,85.801834,1973.3167045116425,,-107.90231998017062,3.164451,763.8238,0.639607,8.819713,200,,-3.7766418,-1.3732911e-06,-0.113092706,100,15.89,2.3163385,[-1.282  0.536 -0.827  0.141 -1.537],31.652912,326650,648.58636,7.101013,521.09863,20000,0.007957131,100.0,2772765.0
1.04929,0.040691193,4.491512,86.333435,1982.0331275463104,,-107.63941450600586,0.8072096,578.0848,0.2238596,1.7179811,201,,-4.653015,-2.8991699e-06,-0.10979684,100,16.54,2.7597601,[-1.243  0.55  -0.819  0.153 -1.532],1.9456779,328304,509.39612,8.794632,493.7554,20100,0.12827417,100.0,162093.25
1.149216,0.060877137,9.98756,86.3854,1989.324491262436,,-107.6083082032532,1.6016366,628.40015,0.38735574,3.5846462,202,,-4.842102,-7.93457e-06,-0.11626761,100,16.58,2.8025334,[-1.246  0.546 -0.814  0.153 -1.529],6.59895,329962,539.93286,8.020103,492.09286,20200,0.051207833,100.0,645843.94
1.0954727,0.046681706,7.489051,85.96474,1997.4231112003326,,-107.83948333671175,0.9185511,624.71454,0.27340895,1.7286297,203,,-3.8446426,6.027222e-06,-0.11922164,100,16.1,2.6700804,[-1.255  0.539 -0.811  0.162 -1.535],4.2782907,331572,547.10626,7.4579086,512.1201,20300,0.14543943,100.0,245279.16
1.2681298,0.09065354,15.764326,85.829414,2004.439493894577,,-107.93686836573613,2.2999473,727.6984,0.6169604,5.0800166,204,,-3.9590607,8.010864e-06,-0.1502644,100,15.95,2.586616,[-1.234  0.546 -0.799  0.17  -1.538],13.541605,333167,611.7109,8.352264,518.7877,20400,0.0071275104,100.0,1551223.9
1.3059655,0.08183774,23.71719,86.368515,2014.424378156662,,-108.48992412851406,2.8835518,700.1883,0.6546231,6.6304016,205,,-3.839241,-7.5531007e-06,-0.15661544,100,16.7,2.5186453,[-1.226  0.55  -0.775  0.164 -1.569],22.983435,334837,588.57697,6.1115417,492.01083,20500,0.0020768344,100.0,1941809.0
5.4552627,3.0194073,495.02817,85.935486,2025.1484756469727,,-107.61376578917653,48.47051,2836.2634,94.94789,833.8514,206,,-3.9958649,-7.6293945e-06,-0.15515533,100,16.0,2.4242787,[-1.209  0.533 -0.764  0.151 -1.576],13551.4375,336437,2005.4956,6.385704,515.00464,20600,0.00016501697,100.0,593610240.0
1.350164,0.090743005,12.8751335,86.32576,2036.3417491912842,,-107.67444932206134,2.3197808,722.27625,0.78527415,8.434994,207,,-4.473343,-2.8991699e-06,-0.15741041,100,16.52,2.6871543,[-1.258  0.498 -0.795  0.167 -1.574],34.178844,338089,611.7704,8.246155,494.71957,20700,0.011466347,100.0,1302788.0
1.217257,0.053073104,13.85379,85.94332,2044.9354519844055,,-107.73439952727333,1.8201325,686.77795,0.3856887,4.4172177,208,,-3.9563675,-8.468628e-06,-0.15650618,100,16.04,2.3961725,[-1.265  0.494 -0.78   0.158 -1.576],14.2187605,339693,602.9559,7.132042,514.0231,20800,0.02052094,100.0,882498.5
1.1401999,0.049212072,3.972458,86.031166,2055.1680212020874,,-107.6379596546887,0.7432933,646.9755,0.28604725,1.683086,209,,-3.7978516,-8.239746e-06,-0.16747747,100,16.16,2.747089,[-1.279  0.484 -0.776  0.149 -1.575],5.6467366,341309,570.1718,8.0024185,508.65244,20900,0.13079593,100.0,166296.16
1.0738775,0.03751134,2.8380456,86.10251,2065.125649690628,,-108.33612031858667,0.46892557,605.64886,0.20575753,1.2496723,210,,-3.9157944,3.0517577e-07,-0.1665518,100,16.33,2.718551,[-1.273  0.466 -0.794  0.144 -1.586],1.8859918,342942,539.72876,9.303795,505.5289,21000,0.17484857,100.0,60761.332
26.4213,16.081425,2908.08,85.88066,2072.815324306488,,-108.11099071218383,252.86575,14098.6875,308.4309,847.8193,211,,-3.8937607,-2.0599366e-06,-0.16314691,100,16.04,2.6827164,[-1.267  0.474 -0.787  0.152 -1.585],14769.772,344546,12435.565,8.829536,516.02234,21100,7.87428e-05,100.0,17951177000.0
7.6457415,4.8587027,705.3334,86.31533,2085.4073638916016,,-107.59178227231517,68.45292,3845.7231,80.76812,472.60068,212,,-4.0197754,5.264282e-06,-0.15716931,100,16.49,2.9012141,[-1.244  0.517 -0.732  0.156 -1.582],3289.349,346195,2747.7134,7.4127502,495.4518,21200,6.703336e-05,100.0,1126796500.0
1.5384338,0.1147591,36.627228,86.20676,2096.9215500354767,,-107.96986947384421,4.3626595,826.8889,1.2523092,16.889326,213,,-4.2864,1.1291504e-05,-0.1596196,100,16.4,2.5607374,[-1.25   0.52  -0.736  0.126 -1.576],70.00012,347835,685.1643,7.6458435,500.88382,21300,0.0011947267,100.0,4474847.0
1.7049098,0.18087277,41.279312,85.895164,2105.2398998737335,,-107.66036891638215,4.780807,939.2249,2.1294053,32.981327,214,,-4.2203903,-7.2479247e-06,-0.1627046,100,16.0,2.477533,[-1.259  0.504 -0.728  0.115 -1.579],143.30202,349435,762.00903,8.908043,515.23535,21400,0.00040258415,100.0,5690448.0
1.2118069,0.11147132,39.4443,86.56574,2114.7212796211243,,-108.35487798754966,3.8063211,641.0877,0.9641558,8.496457,215,,-4.2444763,3.5858154e-06,-0.17338333,100,16.93,2.843126,[-1.24   0.515 -0.739  0.121 -1.582],33.97663,351128,513.2285,7.342148,481.69516,21500,0.007456364,100.0,3272585.8
1.2918789,0.08693703,38.87764,86.02985,2123.612191915512,,-107.83588078462998,3.035811,725.45856,0.68778425,5.156287,216,,-4.5027313,-1.6784668e-06,-0.17286514,100,16.18,2.5816252,[-1.235  0.527 -0.737  0.109 -1.592],20.07825,352746,614.10144,6.6924133,507.80484,21600,0.005072276,100.0,2529988.0
1.1909655,0.047219656,14.362017,85.9087,2135.0721311569214,,-108.28911744867737,1.447764,673.3059,0.28225845,3.0286045,217,,-3.6776657,-1.9073486e-06,-0.17780301,100,16.08,2.462281,[-1.225  0.511 -0.742  0.121 -1.592],4.138251,354354,595.1825,9.22625,515.3312,21700,0.04017409,100.0,566529.94
4.443513,1.7774796,452.79626,86.241196,2144.39222574234,,-107.98370216954423,28.5924,2343.9163,26.709358,205.08391,218,,-4.133301,4.119873e-06,-0.18017231,100,16.45,2.8168244,[-1.233  0.501 -0.739  0.118 -1.597],976.28705,355999,1700.3479,6.862419,499.00986,21800,0.0012265577,100.0,217560740.0
1.0636293,0.0365417,3.8447576,86.183495,2155.7053866386414,,-108.21946747443768,0.61253506,593.2951,0.19955695,1.4049823,219,,-4.0322723,-8.621216e-06,-0.18884528,100,16.42,2.7435884,[-1.242  0.508 -0.75   0.101 -1.599],1.6437896,357641,528.72107,7.601288,501.39255,21900,0.16566262,100.0,96336.95
1.0434066,0.034013312,2.9124823,85.90195,2163.7705636024475,,-108.09683084920411,0.4599259,597.39197,0.18727607,1.2482663,220,,-3.7578888,6.1035155e-07,-0.19279842,100,16.06,2.5377607,[-1.247  0.497 -0.755  0.099 -1.608],1.4077543,359247,534.75726,7.216469,515.10547,22000,0.22101897,100.0,55162.79
1.337431,0.07244742,60.161896,86.33813,2171.1573226451874,,-108.30719236922896,3.3415768,726.2666,0.58673686,6.9253798,221,,-4.099243,1.2893677e-05,-0.1938865,100,16.61,2.6040144,[-1.241  0.503 -0.755  0.102 -1.612],28.91725,360908,614.35474,7.5115433,494.50577,22100,0.004431476,100.0,2782525.8
1.0355006,0.034805074,2.4910617,86.26498,2180.5495779514313,,-108.02121033829962,0.42835873,575.6729,0.18911393,1.2079809,222,,-4.3252945,-4.5776366e-07,-0.19611664,100,16.48,2.7278438,[-1.237  0.533 -0.742  0.114 -1.613],1.6978573,362556,513.56946,8.36853,498.03824,22200,0.24555244,100.0,45683.688
1.1230302,0.04791561,11.066263,86.020836,2187.7968587875366,,-108.13008938762934,1.5282274,633.3036,0.28374195,2.9382815,223,,-3.539482,-5.41687e-06,-0.19019622,100,16.24,2.7516532,[-1.236  0.54  -0.742  0.121 -1.615],5.107769,364180,553.5377,8.611908,508.03745,22300,0.056358896,100.0,588017.44
1.6529065,0.18901621,28.362389,86.18113,2197.738934993744,,-108.44072718071111,3.9985034,889.114,3.869199,11.840908,224,,-3.6097717,-5.569458e-06,-0.19413103,100,16.43,2.3486147,[-1.23   0.561 -0.733  0.124 -1.609],231.18863,365823,731.3974,8.879883,502.1274,22400,0.011999106,100.0,3867202.2
2.3316143,0.32279104,115.642555,85.92144,2207.364140033722,,-107.97133370203535,11.742547,1269.0764,4.090376,33.762314,225,,-3.7917252,-8.392334e-07,-0.19440903,100,16.06,2.4751348,[-1.226  0.561 -0.746  0.153 -1.613],241.14957,367429,1036.8212,8.699265,514.44653,22500,0.0012764141,100.0,37428252.0
4.4354334,3.8326066,397.85016,86.15124,2220.560849428177,,-108.00413230674758,39.029984,2270.0747,67.904854,1154.0992,226,,-4.1746597,-1.0910034e-05,-0.19583987,100,16.34,2.7836974,[-1.236  0.569 -0.718  0.149 -1.613],3437.8613,369063,1310.0798,8.455971,503.41013,22600,0.000213304,100.0,365502460.0
2.1810105,0.47955626,182.63272,85.94118,2231.713274002075,,-107.89309334559125,7.4159846,1169.8724,17.925133,113.29056,227,,-3.9707565,-3.5858154e-06,-0.188314,100,16.04,2.4331992,[-1.26   0.559 -0.699  0.143 -1.615],2082.5896,370667,940.5206,6.694214,515.9501,22700,0.0005292921,100.0,13574422.0
1.6292772,0.11191952,23.128407,86.405464,2241.9908781051636,,-108.62306599482137,3.4582064,855.8446,1.1380587,17.903744,228,,-4.1557617,-7.3242186e-06,-0.1817593,100,16.76,2.8854756,[-1.248  0.575 -0.707  0.168 -1.607],66.389915,372343,708.553,9.138138,490.42746,22800,0.0015667906,100.0,2748884.8
1.2900909,0.09027418,38.02186,86.270035,2252.56525683403,,-107.755221666785,3.509333,707.2305,0.6878948,6.6445675,229,,-4.484459,-2.9754638e-06,-0.20654051,100,16.46,2.570499,[-1.211  0.596 -0.695  0.173 -1.601],21.856771,373989,588.0913,6.4976425,495.36154,22900,0.00946085,100.0,3123367.8
1.0828997,0.04106238,6.83621,85.967636,2263.5524604320526,,-108.06525897811976,0.92757607,615.9222,0.2393144,1.7946407,230,,-4.11467,4.9591063e-06,-0.20788594,100,16.14,2.7073622,[-1.221  0.619 -0.691  0.169 -1.625],4.8436985,375603,541.2449,8.249512,509.63376,23000,0.0627127,100.0,236271.98
1.375523,0.12741412,24.97822,86.22949,2271.6454136371613,,-107.91554614301677,2.745544,751.5347,1.7748162,8.190033,231,,-4.4091797,-1.9073486e-06,-0.20561202,100,16.44,2.950823,[-1.219  0.613 -0.685  0.156 -1.627],137.55655,377247,623.9442,9.146896,499.0427,23100,0.005270936,100.0,1987691.0
6.0179324,2.727703,501.4895,86.105225,2280.6350407600403,,-108.67181847844832,44.92307,3200.566,40.699345,585.0389,232,,-3.6566772,-1.8234254e-05,-0.20829092,100,16.4,2.483278,[-1.21   0.605 -0.703  0.18  -1.625],2554.39,378887,2237.7559,8.407478,504.51163,23200,0.00013959645,100.0,546053440.0
1.2166356,0.07415707,37.195198,86.085434,2294.4562423229218,,-108.17720109999865,1.8000052,682.6106,0.5503238,4.2254806,233,,-4.1635437,-4.196167e-06,-0.20411307,100,16.27,2.4712965,[-1.219  0.605 -0.676  0.181 -1.627],17.454678,380514,588.52405,6.048004,508.17535,23300,0.0061234934,100.0,860264.5
1.3516396,0.049579766,36.52029,86.00507,2303.5241684913635,,-108.63262753735688,3.6293204,744.9069,0.29064068,2.7305486,234,,-3.4778366,9.918213e-07,-0.22229232,100,16.26,2.6089191,[-1.215  0.604 -0.658  0.172 -1.623],6.180498,382140,663.22815,9.102959,509.87253,23400,0.059074517,100.0,3302459.2
1.2991943,0.06576637,13.848398,85.92025,2312.5680129528046,,-107.17566278733894,2.1926274,737.0589,0.5227618,5.834168,235,,-4.9399414,4.348755e-06,-0.2236433,100,15.9,2.5996547,[-1.185  0.618 -0.644  0.173 -1.641],25.095533,383730,642.38574,6.539917,516.7687,23500,0.023351025,100.0,1323461.6
1.0562477,0.0401878,5.09138,86.5234,2321.3338780403137,,-107.84369538817391,0.6500717,573.58746,0.21896668,1.3605479,236,,-4.734619,-7.400513e-06,-0.22583285,100,16.81,2.7411785,[-1.187  0.61  -0.632  0.161 -1.643],2.0778778,385411,505.45096,8.611565,483.57913,23600,0.22776137,100.0,106011.875
1.0497692,0.04024024,6.0018115,86.480385,2328.9744930267334,,-108.3945799103355,0.6728325,575.4443,0.22005351,1.5093514,237,,-4.4093094,-8.31604e-06,-0.22781628,100,16.8,2.8488746,[-1.177  0.612 -0.63   0.169 -1.645],2.977099,387091,508.8745,8.416649,487.78537,23700,0.20112458,100.0,117147.34
1.8403356,0.3252193,86.346176,85.79275,2337.483158349991,,-107.37874720685505,8.75806,997.1774,4.0443187,53.806847,238,,-4.286682,-1.3732911e-06,-0.23298931,100,15.83,2.7167573,[-1.184  0.612 -0.624  0.159 -1.647],173.48286,388674,723.85583,9.751747,513.2553,23800,0.003215571,100.0,18273710.0
1.3912097,0.15041824,55.28221,86.48242,2347.018268585205,,-108.49762123618099,4.265005,745.65063,2.88421,14.483448,239,,-4.1707,4.119873e-06,-0.22851832,100,16.83,2.6914895,[-1.166  0.62  -0.632  0.151 -1.652],292.64236,390357,609.8999,8.192329,487.16977,23900,0.0030494828,100.0,4552335.0
1.6008826,0.16722699,137.85117,86.21717,2356.6663150787354,,-107.93603271995114,6.791348,885.9042,2.0194798,14.557107,240,,-4.2528687,2.7465821e-06,-0.22498617,100,16.43,3.0708365,[-1.15   0.607 -0.617  0.128 -1.647],135.73016,392000,685.7619,8.691483,498.48672,24000,0.0033159817,100.0,13430943.0
1.0649332,0.037565835,3.9014978,86.39917,2365.5394299030304,,-107.97558615589043,0.50798887,586.46356,0.20415637,1.2848816,241,,-4.4694824,7.6293944e-08,-0.22677305,100,16.64,2.7467535,[-1.181  0.616 -0.607  0.105 -1.644],2.482671,393664,513.7393,7.462616,487.65564,24100,0.13793932,100.0,68150.73
1.2498902,0.056259144,9.991678,86.29584,2373.5946962833405,,-107.68744239251977,1.4170022,685.25836,0.34595636,3.047307,242,,-4.6665497,4.653931e-06,-0.22656251,100,16.46,2.7340941,[-1.182  0.607 -0.611  0.096 -1.646],5.6542864,395310,588.2323,6.7839813,487.23007,24200,0.093739316,100.0,506352.94
2.3432353,0.48736593,123.4319,86.17942,2380.9173834323883,,-107.95109198981291,12.443332,1224.7546,18.125895,134.65717,243,,-3.9729385,-5.7983398e-06,-0.2207826,100,16.36,2.8951187,[-1.183  0.599 -0.609  0.102 -1.646],2156.426,396946,929.05304,7.8003006,501.28024,24300,0.0011769559,100.0,36146480.0
1.082756,0.046524834,9.368396,86.3615,2392.7582676410675,,-108.29467885865446,1.0306691,595.0997,0.26556608,1.7435861,244,,-3.994278,1.5258789e-07,-0.22757463,100,16.64,2.7207172,[-1.199  0.561 -0.627  0.084 -1.64 ],2.9429202,398610,514.91583,7.5999756,490.23114,24400,0.123447366,100.0,279558.06
